aspectwerkz	aspectwerkz-tutorial	TSS		N/A
org.wildfly	wildfly-sar	30.0.1.Final		568cb007623dddd417f0163b965ffc077d052c80
org.wildfly	wildfly-sar	31.0.0.Beta1		313e6f3ec9c68d9cc13e1251e981366d71895274
org.wildfly	wildfly-sar	31.0.0.Final		baa05394880e6665268555b1981a1d0379309661
org.wildfly	wildfly-sar	31.0.1.Final		2bf9ca597788298205ff22f869fd1c01ea271cda
org.wildfly	wildfly-sar	32.0.0.Beta1		fd2b11fce101c155a95f3dad6e3a6830cbd88528
org.wildfly	wildfly-sar	32.0.0.Final		50d9a27dffc72416acf5354978c3d376fda0f491
org.wildfly	wildfly-sar	32.0.1.Final		fc18ac143402f78f23f777f0558709a4412aa14f
org.wildfly	wildfly-sar	33.0.0.Beta1		aef06f334105d3ce75722d1db6efa3941b83513a
org.wildfly	wildfly-sar	33.0.0.Final		7b152e32c8a9bd77101914749201c6491cdb0cc3
org.wildfly	wildfly-sar	33.0.1.Final		0f1375525ed7ebde5ccb1d78e93badb2b8065f83
org.wildfly	wildfly-sar	33.0.2.Final		e44a23c08eee1df57d003929744948da26bdad5b
org.wildfly	wildfly-sar	34.0.0.Beta1		d74bf5477b9cfc516271f7d509752cabe5855283
org.wildfly	wildfly-sar	34.0.0.Final		29dad5a6325d281bb59baf71b4ccf1bcc3a73e58
org.wildfly	wildfly-sar	34.0.1.Final		ba740738950ff91dd2ca1f50433ce54b1fca8004
org.wildfly	wildfly-sar	35.0.0.Beta1		5bf36aa0b3416204c4600e9816c06d804a7f45fd
org.wildfly	wildfly-sar	35.0.0.Final		a83882e014c865126ce6a284254bf286c2622bba
org.wildfly	wildfly-sar	35.0.1.Final		37c8fa0dc8a4cfd6923deb634c53018df08436f8
org.wildfly	wildfly-sar	36.0.0.Beta1		fa4c1e032ac1c377dd356b68d81c1f1f3f192a50
org.wildfly	wildfly-sar	36.0.0.Final		5001b9012a181c954add465c6b35ab9e68f5f9ef
org.wildfly	wildfly-sar	36.0.1.Final		ed0f758e414ea97f01448bee521b70232a375713
org.wildfly	wildfly-sar	8.0.0.Alpha1		f0b93b37c793f972e6dbb79a8265846da85c8b8f
org.wildfly	wildfly-sar	8.0.0.Alpha2		cae13411132b370a74ce9fc2cfcc69ad7a2905a5
org.wildfly	wildfly-sar	8.0.0.Alpha3		441ff9170071c594018f1bb3b88efee121e98026
org.wildfly	wildfly-sar	8.0.0.Alpha4		a12d828d5eec6599f97c93e00b2123b86b55302e
org.wildfly	wildfly-sar	8.0.0.Beta1		810cff2aafec7c2131441309d72b54d083fcb3b5
org.wildfly	wildfly-sar	8.0.0.CR1		9603cd1b94119121e8417bd01daee0f57158bd5b
org.wildfly	wildfly-sar	8.0.0.Final		be57fa150fa793716f7f1b58565f8bb44617c283
org.wildfly	wildfly-sar	8.1.0.CR1		f1c435e3308d88693e457a7dc1823330c2b86674
org.wildfly	wildfly-sar	8.1.0.CR2		d50cb443cc0e1ed6a6e3f362397a997e7b7754f6
org.wildfly	wildfly-sar	8.1.0.Final		c42453b0582e9b83fc2585646c5fa157a882f6b2
org.wildfly	wildfly-sar	8.2.0.Final		879a775b216f4d488635aad0d818beac0ecb3196
org.wildfly	wildfly-sar	8.2.1.Final		ba19a6ca097f405b9244457a0860e35ccbd0d4ba
org.wildfly	wildfly-sar	9.0.0.Alpha1		00c334439a6c54dc584f37aea412f20e1c334ce7
org.wildfly	wildfly-sar	9.0.0.Beta1		c25165d661b6c52b86d4984b46d16369ff4cd0d9
org.wildfly	wildfly-sar	9.0.0.Beta2		f3a99a2544e227a81bd1fc46e1fe73242ba7bd9a
org.wildfly	wildfly-sar	9.0.0.CR1		c02ab31cdc83191d2e50d2494859cf80343e01a0
org.wildfly	wildfly-sar	9.0.0.CR2		eb3f595df7c14a8df5696f3afd0c898a4c279834
org.wildfly	wildfly-sar	9.0.0.Final		b36f5cb1cc2fca1ddcd1ec3c317df628cb3a7663
org.wildfly	wildfly-sar	9.0.1.Final		61e55e6a813502c32e6097f4d480a2e0c9f5128d
org.wildfly	wildfly-sar	9.0.2.Final		5d3adf200b5b8f893ed8febe313ecf59b8f8ad87
org.xbib	datastructures-json-iterator	1.0.0		4bbe8a10532df4f8c21a47328a483e0d285a09f3
org.xbib	datastructures-json-iterator	1.0.1		2f1969cc1aa330921db4b52e7e529c9e08e7aa83
org.xbib	datastructures-json-iterator	2.0.0		196b28bbbc992ea501320bafd6a024550fcdd5e4
org.xbib	datastructures-json-iterator	5.0.6		94fc3f70702de7737a5a75bb47b74110e5da6fb1
org.xmid	scala-wrench_0.17	0.0.1		43b3d48d567063156f1503fad1342575786e7b9b
org.xmid	scala-wrench_0.17	0.0.2		8191dc728b8d3a5bcf034ebef76d504ee07a3677
ro.dragossusi	resource-android-debug	3.0.0		N/A
ro.dragossusi	resource-android-debug	3.0.1		N/A
ro.dragossusi	resource-android-debug	3.0.2		N/A
ro.dragossusi	resource-android-debug	3.0.3		N/A
ro.dragossusi	resource-android-debug	4.0.0		N/A
ro.dragossusi	resource-android-debug	4.0.1		N/A
top.lvtao	tao-script	0.0.1		1d8badfc74f19dfa9982d8fa732a7007492bfcb7
vn.onesoft.falcon	falcon-network-core	1.0		0944470014cd3e8f1c49c620bb0aefb04b88721a
vn.onesoft.falcon	falcon-network-core	1.0.1		f7c605ce7ef11bf9882f88ef72f64df79645e8b6
vn.onesoft.falcon	falcon-network-core	1.0.2		025e14ddadd40865885d9d3d264b3160d6b9d00a
vn.onesoft.falcon	falcon-network-core	1.0.3		9f79e9ddbc35ec511f212a30827fdddfc7458859
vn.onesoft.falcon	falcon-network-core	1.0.4		c0ca46639b8646e2c92cd983f8c160b84e2b3b3f
vn.onesoft.falcon	falcon-network-core	1.1.0		ba60e1a431aea8a7e7b114f87033ae66847bcba9
vn.onesoft.falcon	falcon-network-core	1.1.1		f19a9b3c8af9951e135b0abfdb523c888295fc2a
vn.onesoft.falcon	falcon-network-core	1.1.2		263032348fd6b57d71e4f79d79d44e7cbff3f79b
vn.onesoft.falcon	falcon-network-core	1.1.4		e2cb06f18e7df84bc2d5fe94028981c1f9e37e5c
vn.onesoft.falcon	falcon-network-core	1.1.5		61d7eb6546b0c2707c6533331252cdba52f1fdb7
vn.onesoft.falcon	falcon-network-core	1.1.6		013c656b9e0be2e04306179657d8d3017a88fdfe
vn.onesoft.falcon	falcon-network-core	1.1.7		fd5bf711dabb56b902141460fd6398a4ff993542
vn.onesoft.falcon	falcon-network-core	1.1.8		754afaa693c04408aea27f17ef744cb6478e9531
vn.onesoft.falcon	falcon-network-core	2.0.0		99a19bcd26aeac0e6a106ed9a638a20c2c1744cd
vn.onesoft.falcon	falcon-network-core	2.0.1		7ab22b9d1ddf785288814235ce8ccad7ca80a647
vn.onesoft.falcon	falcon-network-core	2.0.2		b8705c8631e2c0e3feaa7222ef32bade309d6e04
vn.onesoft.falcon	falcon-network-core	2.1.0		c61115fd55fa9f9c4941662fb0339ebcca6134d2
vn.onesoft.falcon	falcon-network-core	2.1.1		77725dfd4a28737c4e54b206d02de561fc2b60bc
vn.onesoft.falcon	falcon-network-core	2.2.0		de3e642fd844dd27553f0aef4366016c19409688
vn.onesoft.falcon	falcon-network-core	2.2.1		96077ba576893b5f3f4bfe28352999c5aece23a8
vn.onesoft.falcon	falcon-network-core	3.0.0		77e784e1af78d0d6e6eeb13deed681c67ab32bcf
vn.onesoft.falcon	falcon-network-core	3.0.0_beta1		c7e7d9e0417620ed0775a459209923f0997b0aab
vn.onesoft.falcon	falcon-network-core	3.0.0_beta2		f26ec66b446f367d336e64a46e4b1c0d1dd205b5
vn.onesoft.falcon	falcon-network-core	3.0.0_beta3		183f203051139e394686e30ba64862009f2428cb
vn.onesoft.falcon	falcon-network-core	3.1.0		1b57ecaae7865fe0db59481c01fae1093fde46da
vn.onesoft.falcon	falcon-network-core	3.2.0		1d175c10830074fb53ec785c170e2e6917cf0740
vn.onesoft.falcon	falcon-network-core	3.3.0		3e1e0fbb9981bbc567dde82b96aa2ebf35d397e3
vn.onesoft.falcon	falcon-network-core	3.3.1		4613b80b6d067ad719ac37c4abe0b91b2a588aed
vn.onesoft.falcon	falcon-network-core	3.3.3		066a1327a5446831fb68e9ee8fd00e3a8863953a
xyz.block	example-jvm-maven-api	0.1.0-alpha-1		84583030c109fbf32487e20dfed760ca2345b73e
xyz.cofe	http-cli-help	0.1		72b9b770fb7ddf027b4906aa6a70e4c43eb4eb3e
