aspectwerkz	aspectwerkz-tutorial	TSS		N/A
com.helger	ph-oton-bootstrap3	8.1.3		79f26c204c66bdad90f5b608c4f37bfa1b5e1275
com.helger	ph-oton-bootstrap3	8.2.0		39b83dee948cb00a634ed4442240bcb39ce7ba12
com.helger	ph-oton-bootstrap3	8.2.1		ddbf1ef2e7e84340fbcf5277fa39e0458afde595
com.helger	ph-oton-bootstrap3	8.2.2		be69cb8162025643e006d04dead44de634a6c5e2
com.helger	ph-oton-bootstrap3	8.2.3		f72be3c2b66844920056513c91ed527e2e8b2663
com.helger	ph-oton-bootstrap3	8.2.4		3e77e714593b5da74519af852fbb71f55692c73a
com.inventiosystems	spring-boot-starter-hibernate-ddl-exporter	0.0.1		724410ac98d2fe343b5e56e62a6856bf12674fef
com.inventiosystems	spring-boot-starter-hibernate-ddl-exporter	2.4.0-1		8b607ae0293caee63542e4873cfe7b7ef57954fd
com.juul.kable	kable-core-iosx64	0.33.0		N/A
com.juul.kable	kable-core-iosx64	0.33.0	metadata	d6199691aaf6f435b1e8160c428f1cadc7638003
com.juul.kable	kable-core-iosx64	0.33.1		N/A
com.juul.kable	kable-core-iosx64	0.33.1	metadata	2baccea9adcf9e0b69387c8d32d40dda165a0072
com.juul.kable	kable-core-iosx64	0.33.2		N/A
com.juul.kable	kable-core-iosx64	0.33.2	metadata	8c89e6f1c2d55d71df04e9d384f88a69e9d85caa
com.juul.kable	kable-core-iosx64	0.34.0		N/A
com.juul.kable	kable-core-iosx64	0.34.0	metadata	d06d68119fa816f363eed6bf46337b70270555b2
com.juul.kable	kable-core-iosx64	0.35.0		N/A
com.juul.kable	kable-core-iosx64	0.35.0	metadata	27c65fae0409a5314af72ad1ac965442ea39643c
com.juul.kable	kable-core-iosx64	0.35.0-rc		N/A
com.juul.kable	kable-core-iosx64	0.35.0-rc	metadata	63d60ebaa73c8d776bf43f5aa8dd0e435e98a02b
com.juul.kable	kable-core-iosx64	0.35.0-rc2		N/A
com.juul.kable	kable-core-iosx64	0.35.0-rc2	metadata	099882d1c2112a6c5004d3a27a582fffaca6af15
com.juul.kable	kable-core-iosx64	0.36.0		N/A
com.juul.kable	kable-core-iosx64	0.36.0	metadata	d5dcdda248bb49fa7d95991193e9299fa3c23269
com.juul.kable	kable-core-iosx64	0.36.1		N/A
com.juul.kable	kable-core-iosx64	0.36.1	metadata	73d50aff64884f823e5cc7164d3b10c1fd88c700
com.juul.kable	kable-core-iosx64	0.37.0		N/A
com.juul.kable	kable-core-iosx64	0.37.0	metadata	910fac30e1998c6b18dbd3b1931b0b9cca090613
com.juul.kable	kable-core-iosx64	0.37.1		N/A
com.juul.kable	kable-core-iosx64	0.37.1	metadata	1da330b9ed1f9e243bba88d8e635ca34f8e10f72
com.kayrasolutions.aem.foundation	kayra-aem-foundation-core	1.0.0		2400755d362b43467f460d96ded53f59dcc7a21c
com.kerbores	gitea-integration	1.0.0		361ef280308694abdac79c6c2d69013e745db829
com.lihaoyi	ammonite-repl_2.12.9	1.6.9-18-a50caad		05792df38085e2f3a8a0c316472193ea95d008d8
com.lihaoyi	ammonite-repl_2.12.9	1.6.9-19-827dffe		9f93755f5f3c89a976c6d75c4550001757a195d4
com.lihaoyi	ammonite-repl_2.12.9	1.7.0-2-a89e6c8		9249b9de3260f8cd2995a27afc92b2a0341ef376
com.lihaoyi	ammonite-repl_2.12.9	1.7.1		16e49d99e39b64083654f6381c303b08dfa5a09f
com.lihaoyi	ammonite-repl_2.12.9	1.7.1-1-5a4b391		0d146172a351df58a06e9a5bba540671fb161126
com.lihaoyi	ammonite-repl_2.12.9	1.7.3-3-b95f921		fd7780dc56c49c83cb7ec543c97f05653383aa16
com.lihaoyi	ammonite-repl_2.12.9	1.7.4		80e4a72723b2d4995fd7bdc758573c0d449856d6
com.lihaoyi	ammonite-repl_2.12.9	1.7.4-0-cdefbd9		693bab86e5c2249b9b994982b521a5b21601a750
com.lihaoyi	ammonite-repl_2.12.9	1.7.4-1-71e4df4		685658ea944ce888313195b18c059fc25b6f1274
com.lihaoyi	ammonite-repl_2.12.9	1.7.4-9-8cd5435		97ae024f59a12c44a007fe2247e70cd9906aab7f
com.lihaoyi	ammonite-repl_2.12.9	1.8.0-0-c901b3c		17b87a61a5aee58c1913266af73d780ea8962fbc
com.lihaoyi	ammonite-repl_2.12.9	1.8.1		ef1996ef70c873bb30bf2230f78a777484511826
com.lihaoyi	ammonite-repl_2.12.9	1.8.1-0-8ec3279		6da0129c0487cb926a746dbce83d27ac513dc3e8
com.lihaoyi	ammonite-repl_2.12.9	1.8.1-1-fe66234		1dce2082c126ef7f0262dafc158a571466ec6e81
com.lihaoyi	ammonite-repl_2.12.9	1.8.2		3d0d666ad79cf1900395e83e8006e3a3a775dd7e
com.lihaoyi	ammonite-repl_2.12.9	1.8.2-0-2f22969		175329e86867545279840ab2fdf82ac21438be2c
com.lihaoyi	ammonite-repl_2.12.9	1.8.2-1-2290191		4f1ae43f1d59330b5ab420b4f89e08608c760f48
com.lihaoyi	ammonite-repl_2.12.9	1.9.0		91dae12737db10a3f320066e73f9848b1ab0390c
com.lihaoyi	ammonite-repl_2.12.9	1.9.0-0-0aad8e0		eb0f962861c444d5e2e6d8cfc7314b7c748693fa
com.lihaoyi	ammonite-repl_2.12.9	1.9.1		614a282d81b619c812bac1ad3fc24dc8cf0a5ff2
com.lihaoyi	ammonite-repl_2.12.9	1.9.1-0-a5f2f1a		a96b3de288c0301587453541217a5f6f57a2e432
com.lihaoyi	ammonite-repl_2.12.9	1.9.2		87ae34ee881bdc57ad3105662ad714d2d7cdd685
com.lihaoyi	ammonite-repl_2.12.9	1.9.2-3-89a1787		d1081e4759cf62f4f489a629f896f947f2a285a8
com.lihaoyi	ammonite-repl_2.12.9	1.9.3		4359a5ac62e322c9e603706321e14785513613e9
com.lihaoyi	ammonite-repl_2.12.9	1.9.4		3cf1f2ebfbdeea461ef9854535e72439e01fe6bc
com.lihaoyi	ammonite-repl_2.12.9	1.9.5		ec5576c11a3f64b738c7f13f30f6516f61cad8e3
com.lihaoyi	ammonite-repl_2.12.9	1.9.6		745f7d19c808b0b24b244391b69fd9805189631b
com.lihaoyi	ammonite-repl_2.12.9	1.9.8		3603acc6a74e8f5f7427e919ead567e00c6bb94c
com.lihaoyi	ammonite-repl_2.12.9	1.9.9		0583804cd04708331cb8b865fddbde182e2e0907
com.lihaoyi	ammonite-repl_2.12.9	1.9.9-0-36b41da		e8021998544c94f9a9653f13fab6a40b5ff42950
com.lihaoyi	ammonite-repl_2.12.9	2.0.0		57d6177a1166746a14509439ae63c92a35191ea3
com.lihaoyi	ammonite-repl_2.12.9	2.0.1		9442cb5db9bbdcd8053c5763725185f8d29d3df3
com.lihaoyi	ammonite-repl_2.12.9	2.0.2		653865ee1e893bd8840e99e692298c8c98b47cbb
com.lihaoyi	ammonite-repl_2.12.9	2.0.2-0-11a4c54		319e771811ee402db7b7f2b807bc1976eb371f77
com.lihaoyi	ammonite-repl_2.12.9	2.0.3		47eb43a932b0c4889fea1da538a4689a5ded6a4f
com.lihaoyi	ammonite-repl_2.12.9	2.0.4		771696c0d73a9a198ebe89015db208e214391d52
com.lihaoyi	ammonite-repl_2.12.9	2.0.4-30-6ce2cf8		5f51f3c6f3216f75b897c59f45cae22d86fd8bb7
com.lihaoyi	ammonite-repl_2.12.9	2.0.4-51-dcbdde8		558346dbf99ae5e633a7578bd9aaa8d250804e38
com.lihaoyi	ammonite-repl_2.12.9	2.0.4-52-1d5868d		7ccaa0eac69fbc91975dbdea247282e07c9a2783
com.lihaoyi	ammonite-repl_2.12.9	2.0.4-53-d8b22aa		c96ac2884cc2d5793a0d94bb3c538dd7da5d3a5b
com.lihaoyi	ammonite-repl_2.12.9	2.0.4-54-d723a93		8625e9f9d5f9614c86c7af0841ecdbab709e7e6d
com.lihaoyi	ammonite-repl_2.12.9	2.0.4-55-5d83709		ecdb7e42882abac94e9227b798d3ae8ae035c201
com.lihaoyi	ammonite-repl_2.12.9	2.1.0		397574b6e0335e5b95b79e7276ea231cf2f93f8a
com.lihaoyi	ammonite-repl_2.12.9	2.1.0-1-817a5ef		69c5bcc3f39cb3f4f38aa54dac6a29488264b296
com.lihaoyi	ammonite-repl_2.12.9	2.1.1		2cd1b8024ca96cdcfbf7cb97b6ee4ce75891f3ef
com.lihaoyi	ammonite-repl_2.12.9	2.1.1-0-0a4a17c		f40a48ae87b3f09af2a56fd84fe423afe8257df7
com.lihaoyi	ammonite-repl_2.12.9	2.1.1-1-e5ead4c		b92a3cca24113aa509e3ce833fcd807c979490af
com.lihaoyi	ammonite-repl_2.12.9	2.1.1-14-4f2a1b2		328009f6a0ed573c5ee41e5899f6783db8ec129d
com.lihaoyi	ammonite-repl_2.12.9	2.1.1-2-91d0807		c787e9dda53480c85560784d44b67916bbd421a7
com.lihaoyi	ammonite-repl_2.12.9	2.1.1-9-d58f8c7		f49d7daddbe9d505065997e56d8b6778da18f1d7
com.lihaoyi	ammonite-repl_2.12.9	2.1.2		0b02815d6c90a85b968d5d0cc878d111e5f5aa66
com.lihaoyi	ammonite-repl_2.12.9	2.1.2-1-92cab34		8a23a7a591fd7932b6b66b9d6f82efc458a656c6
com.lihaoyi	ammonite-repl_2.12.9	2.1.2-15-b0b582a		6e1a09ab117e6b85bc7872fc1d9ea045051e61be
com.lihaoyi	ammonite-repl_2.12.9	2.1.2-18-2be8fff		527c9dc89e1b52b703e892717d66542e8aece941
com.lihaoyi	ammonite-repl_2.12.9	2.1.4		a865e40c822c55e2e29d5c77f264b40ebaaacf66
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-11-307f3d8		984912a844aa90e89738daa7bd0335c06d1b0abf
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-12-f697522		9bbba20c83a6b7174978228f3e99ea1c876cb13f
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-13-fb16e4e		7bbcd3429c693d4a2c10731a9705a7551a425ab6
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-2-ef9b0a0		e66a4a1866c9cbffa0e7305d7d2387718c3d0f08
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-3-8bceab5		10e85248daee43087ab7c5407020ff5dd8620b75
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-5-e45edfd		e66d3d65c317213fbcb46c51fe78eb34cdaa9e42
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-6-2179b35		2715fdd43e7bff488224b5834f1ae5f3ce812084
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-7-d1e71b9		56a73204c543c00ab212e00d704bbe7a2e3435a6
com.lihaoyi	ammonite-repl_2.12.9	2.1.4-8-5d0c097		ab62013cb6b22ea995ed7bd7c93b25eea777b667
com.lihaoyi	ammonite-repl_2.12.9	2.2.0		db8b08c4add935329e6cd94a2d12366bc19ae93c
com.lihaoyi	ammonite-repl_2.12.9	2.2.0-0-fe5ed67		0a274e42decc0045367b508e4f359b806a891f0a
com.lihaoyi	ammonite-repl_2.12.9	2.2.0-1-56b4d41		e86acbf3ac311f0f418f64cdefd8f316c8158bc2
com.lihaoyi	ammonite-repl_2.12.9	2.2.0-25-6e75eb47		b0d0d66432d1e71e7b1a1231300fd11f2b254b5e
com.lihaoyi	ammonite-repl_2.12.9	2.2.0-26-61ee0965		4a6ee1a95bc67f025a9a89f6568a694cad9ea1a7
com.lihaoyi	ammonite-repl_2.12.9	2.2.0-4-4bd225e		4b9c215fad22d4634b46814fb9a27c35aa4b745b
com.lihaoyi	ammonite-repl_2.12.9	2.2.0-5-0833981		e4c9ca38f1f4d9564c956f2df731acb7e48bbc61
com.lihaoyi	ammonite-repl_2.12.9	2.2.0-6-ed7f361		66887250cffb6463cec9b6da5ec3d692861d324d
com.lihaoyi	ammonite-repl_2.12.9	2.3.0-0-4ad95c76		21498486d80476fd2802f891af32ecfed83cf6ed
com.lihaoyi	ammonite-repl_2.12.9	2.3.0-1-cfcb3657		0092a3ea6a0e6acf4c6e880cc48c6d28da5189b1
com.lihaoyi	ammonite-repl_2.12.9	2.3.0-3-f90c7228		76a36560fb8a130244947ae0d2a60a641a7b5226
com.lihaoyi	ammonite-repl_2.12.9	2.3.4-0-16c2d353		af09b3dd46f825a2e5e1008c86d79645a463fbf8
com.lihaoyi	ammonite-repl_2.12.9	2.3.5		d609843a4cbef6d5053b870d29cf9c943a9fa266
com.lihaoyi	ammonite-repl_2.12.9	2.3.5-0-8aad3f98		b3bacc5ea2d333e549b5dd92d61f6479f398bfba
com.lihaoyi	ammonite-repl_2.12.9	2.3.8		16c47c11256effd867a0dccb8b3190b591c00dbb
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-1-d5beecc8		75a1830783ca53b17c523cc7f71fc374c5f5470a
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-122-9be39deb		5da0f65f422e78727451f2ac0c8d9fff686b8dcb
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-123-0b9a8c9b		ebe119925108f6eabc3dd6fe9f24c91b67aab95b
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-124-2da846d2		b0b5631246fadb11588f2f1a823c3659992a1604
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-125-f6bb1cf9		f18db8abf7159a5b65a2a74d892efe437bd42e25
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-32-64308dc3		d97f64307e20d7b2539b617dd2729c449d4a299a
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-36-1cce53f3		e486dbfe50cfb646a7acf65232b313397e111bc5
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-4-88785969		a0d7b3282a69743132c24eba040cd25e3d5052d1
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-49-e4ea72f0		4b12c26f79bc6eeec00cd599d4a5db28060a6b58
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-51-15226f5b		2eace82f9dde04f6f133f5a1c822a864f08b6a78
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-53-e23fe029		22037daac0e0c32b020b3f2c415a5987846a1890
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-54-a1dec1cf		4f635a2ad59f66436794bec6eb82d8b84ceb1256
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-55-27ccb6e0		83b14b011a4e7af07967b798440d42a60d15623f
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-58-aa8b2ab1		6987d8e65568657e90eb03f394d6d76d4478242a
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-66-89f23e7f		1d27015030bd487324d34823c7a89e3c343ddd0c
com.lihaoyi	ammonite-repl_2.12.9	2.3.8-67-4b6c67db		1987e4ce3fc7d5248aae900271dc42569cfab9fc
com.lihaoyi	ammonite-repl_2.12.9	2.4.0		6cda6e495a82f23d5b3dbb4e528390c854b7a543
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-10-40f87721		f025e81889617a77bbcc11062d97b2e0a3fed111
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-11-5b9ff5e7		2e8a93efe79c8f16d18a1b70618f4faab1f4b955
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-12-69f45b4b		d25e6979d034d64e40d06ec7b8ebda9ee49d1c1c
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-14-4824b429		2018a9cf9586fabad575cacab2dd027a0049ae5b
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-17-6dbd7856		7eabad7cf79eb94aa3561608cacaa40c61df5170
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-18-12c9e33e		2d5aea2f52d6168598158808e55b2ce34ede9f71
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-19-f4790b61		585114b6ff973cbe883e2cedaa66f7a84bb91b0e
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-20-f3d8171f		fdf1e426027a8fc0c5a0f614dcaa2d71d708ddf2
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-22-a70409dc		f0c3c96e3a3b6252227fdce723c81357d7604e0b
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-23-76673f7f		1c6dcf450df22aeb29480b6c5a18feb16c9d2508
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-24-b4a313e0		115be0a10f7344c6facf1d48f9288defb227919e
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-27-65476446		c9d92ce478fd276add93b726ed1d9ebcadf4dce7
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-28-60dca3cf		f758032c8a510ce2be6991d7ffc80dd447868941
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-29-d9c16e33		2dbc2655c8f93207f6fc531d7b529dd00c282659
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-30-5fe6da56		703d7a51eb18e4704741fc17451316c040f35892
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-31-ba6214b1		87f25c921fe01c85a7458dd9d43e73677502e69c
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-5-534c9436		b3cd8e3fff075f69e400c7cae35264e64e92db34
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-6-426d8ae5		24bae26f5dd44e16a54ca637fd69b0de83fc1c0f
com.lihaoyi	ammonite-repl_2.12.9	2.4.0-9-0017ff97		c0d87f45eea3d3b3abee1574b645b61db4e5c044
com.lihaoyi	ammonite-repl_2.12.9	2.4.1		e24875039b919143a31df337100349a71bf82e15
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-1-230b38e9		85da0c5f2627cfa3a913d313fc3201300093f36d
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-2-63e98591		94ddc5658d00eca441698a30bf50f11f93bfbe6f
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-3-7aaa308b		25a63d960729e0738fc725d35d6b492d42c34490
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-4-6f18e134		85e198be77db7b0e8f8c9b93c5ee74c7c70883eb
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-5-3e8a87a4		0d6a3b182e07ae9a2f16d00c19e6948f57a89716
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-6-5f9cddf3		9f6503b45a34f07e75b1f29edbee5437030f3d6f
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-7-5cdec757		08aa34d4688c579b1cda50c7f9c96b130e0be3a7
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-8-a6696a8f		8f418c1562e60bb5788193cf69c7c0a80cddd8c4
com.lihaoyi	ammonite-repl_2.12.9	2.4.1-9-0c71fcca		92e14d466b3fcf63e343a692b4e95cce6c7ba5eb
com.lihaoyi	ammonite-repl_2.12.9	2.5.0		cf7a00505762b6f7ba54629080b5cd904890c121
com.lihaoyi	ammonite-repl_2.12.9	2.5.0-6-01d7b780		3c1a19abdf2594fba07352180bf7ee71da4c8c86
com.lihaoyi	ammonite-repl_2.12.9	2.5.0-9-b0470ac2		805aa93ccd758aee75e94721a1fb7d73d6eef4d2
com.lihaoyi	ammonite-repl_2.12.9	2.5.1		43218e82617b742b4cc743588d025e4d4cc363b1
com.lihaoyi	ammonite-repl_2.12.9	2.5.1-4-9fbd44f2		f962f2e6619da34e79ff0d32e37c0999d732c66b
com.lihaoyi	ammonite-repl_2.12.9	2.5.1-5-9dc876c2		904bf19dfd2e380466bfbee7eabdf95edd5faca8
com.lihaoyi	ammonite-repl_2.12.9	2.5.1-6-5fce97fb		20279126385359b85ef13fe0c25c6f3bb623d5b9
com.lihaoyi	ammonite-repl_2.12.9	2.5.1-7-cd989427		7f1d517195667bcb5a9699f4d225b1e8e22ee141
com.lihaoyi	ammonite-repl_2.12.9	2.5.11		99ad30a1d4eec42f3c700027f6e6cfb725e8bc2f
com.lihaoyi	ammonite-repl_2.12.9	2.5.2		b47b044d24b583e0821fb58e26bb89f6478a91ae
com.lihaoyi	ammonite-repl_2.12.9	2.5.2-1-fcc95af4		6315579a0e938d230875192ba04b9baaba2026d7
com.lihaoyi	ammonite-repl_2.12.9	2.5.2-2-23bcacbd		dfc54820c20afccbb885aad8707eaf44d725d48f
com.lihaoyi	ammonite-repl_2.12.9	2.5.2-3-9345be7d		066ae71c5f1741569d43efa39820297739ef50fc
com.lihaoyi	ammonite-repl_2.12.9	2.5.2-7-31b8504d		308288d09356fd2bb76cf6c0ee9517fb7187bb95
com.lihaoyi	ammonite-repl_2.12.9	2.5.2-8-43f5564e		ddad9d222a90a83eed78a6ff0ba2902847af3dcc
com.lihaoyi	ammonite-repl_2.12.9	2.5.3		20e64db29f8dab358ee19009bfa6d181926d439a
com.lihaoyi	ammonite-repl_2.12.9	2.5.3-1-b7b4900a		da22f3c742740cb34e37e1daab700363dfb78461
com.lihaoyi	ammonite-repl_2.12.9	2.5.3-5-e41aa313		10c5dfa11d4c5d0c29a92a1e55410c00701bbf4b
com.lihaoyi	ammonite-repl_2.12.9	2.5.4		4fcbdd9e6598f31a0d3e42390e414064a73234c2
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-11-4f5bf2aa		67b25ee7dd111532d08c62cc18983e4be6d793b7
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-12-80e9cb33		447c597ef81950dcab3561d0e2db9e4d9793fdce
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-13-1ebd00a6		286831a35b5c6976dda2ee317710e97b825b3c7d
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-14-dc4c47bc		8e4c9ea6be922d085ee44911f1e987d266a9453c
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-15-f4a8969b		9689bec65fa7343696c6a35c805ff2792b4d8531
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-16-7317286d		aa49d949dc7d3c655a6033a410e5a9f628b4b79d
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-19-cd76521f		289e03f4779193ed2d105a9d3cacb698b9375f60
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-2-71d100df		c745efd683cd0289fe53a2eeabf986071fb28628
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-20-4c4fabc9		934ad5107b2b5abb2733cadfa914980500a412cb
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-21-f7e4c22e		fb87a09a449f2f19d87b43ec2b6a02e58102b43e
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-22-4a9e6989		d5c2cc0a48888a53d086a2ed7958fe0ee1600d34
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-26-9cd15abe		7bba6dd26d7fb9ab290974020b5e48cca472ad37
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-29-871e6900		c1750513864c92d2e33e38d9f7c0ec6b4c27c371
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-33-0af04a5b		5f68e2afe2eecf0bec1f4570ef2adafbcf0b5e9b
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-34-1c7b3c38		a08b511fa071798ac9822fdfd795974a0a869b99
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-35-ebdeebe4		22176daf6172565a606c41b83bf0f3fe671194fe
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-7-b48f40d3		8cda4802b29fa72fbd5527ff68b29c05ab1d1567
com.lihaoyi	ammonite-repl_2.12.9	2.5.4-8-30448e49		4da5b7e03504cbf4191cb9c0eff9d977876bb97b
com.lihaoyi	ammonite-repl_2.12.9	2.5.5		14d183cb308d6e8132412c99c68969cf54184ef3
com.lihaoyi	ammonite-repl_2.12.9	2.5.5-10-82727958		20cd074c875c8a65be899099d8fd1bbd7ac5182c
com.lihaoyi	ammonite-repl_2.12.9	2.5.5-11-626c15b0		0a589564880166bdbf0129ef98c01176dd44dfc1
com.lihaoyi	ammonite-repl_2.12.9	2.5.5-12-e1748830		c895e36622cc8159a6ee41ec122fc6029768415a
com.lihaoyi	ammonite-repl_2.12.9	2.5.5-15-277624cf		efda01c9bbde76eb6f68fd4a1519d4b52fbf7749
com.lihaoyi	ammonite-repl_2.12.9	2.5.5-16-8d71f4bb		aa87f6f6a0390f0e43fea3708a9169b9a41daef7
com.lihaoyi	ammonite-repl_2.12.9	2.5.5-17-df243e14		2b3d5d714a6733827226ecc215358aab69fbc568
com.lihaoyi	ammonite-repl_2.12.9	2.5.5-8-5a062268		b6b64c23430d306bbf935f92c8b25a1671866146
com.lihaoyi	ammonite-repl_2.12.9	2.5.6		dfc4e710a4802c4012905e84b62cdd43401c024c
com.lihaoyi	ammonite-repl_2.12.9	2.5.6-1-f8bff243		ae230d4dee1e89aa114f98e93c267bc67650ab85
com.lihaoyi	ammonite-repl_2.12.9	2.5.6-3-279104dc		53a2ef5868697f286ef1e8f34200b3036862f9df
com.lihaoyi	ammonite-repl_2.12.9	2.5.6-4-4a07420b		8eab5e1a6c04b9fad7e1f52dd2ee4e30fd0021b3
com.lihaoyi	ammonite-repl_2.12.9	2.5.7-1-cf178c31		1f7f70ea2489ddd055d582416fabd4e9f6be49ab
com.lihaoyi	ammonite-repl_2.12.9	2.5.8		62f3f403f6ca67e3efddd19043782775481ebc12
com.lihaoyi	ammonite-repl_2.12.9	2.5.8-1-837c3adb		fae9fc187ff1301bdb1f809ad1acae7f2c00013f
com.lihaoyi	ammonite-repl_2.12.9	2.5.8-2-159ff8f6		f4d3219c56ed8d6077920ac63bc2bd08616d6894
com.lihaoyi	ammonite-repl_2.12.9	2.5.9		442830b619107b6346930daf5e36c077fff853e5
com.lihaoyi	ammonite-repl_2.12.9	2.5.9-1-6321610a		629ffae818d41698f77de136cb23378b4c5f66f7
com.lihaoyi	ammonite-repl_2.12.9	2.5.9-2-7633e640		23ec7594a1ec29c53a836855f0ce5f82c89c7e9a
com.lihaoyi	ammonite-repl_2.12.9	2.5.9-3-feb1f0c6		f0c35c04eb04b52f943c076c93cd689849dffaf7
com.lihaoyi	ammonite-repl_2.12.9	3.0.0		c568e67d73a129cd6b1465f30373ce95314fdd2b
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-2-6342755f		dde3333ff4e67a9b136fd544dbf998efb80888ac
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0		c33537fe8f668d14456f9e54cc1e3c30ec9533e3
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-1-beb96bfb		6928a45c75b8665b41e0220c964977ceb0a52d57
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-10-addf882b		2ed6e36bc78b8b1035d1fcc718e99f20e208e479
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-14-c12b6a59		18b2a373b193840caae3a6534e90bbbd543dbc29
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-17-e7a04255		5e8c3d0fe27de30d99d4e87691fa1ac1eeab17dd
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-18-2a7ed173		d67606291a9437863ad770acee3054d49f291a0d
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-19-62705f47		ee7a011fd39fb64d13725dc806974e8048b8ebe3
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-2-1e6a6342		c7274a8f5aa85ed8d42aca1b5445aac3db794281
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-23-f664d7ef		c6b9155058865fe456bc209067e543f187fd9c4e
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-24-d63f26be		556310840bbfd71c08376c232393d92dd3a8272d
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-28-239e82a8		0b89a841b76d419a563f2905868010d83fc35ea6
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-29-9e3ddc8e		2a9e744dfa5ee18ab3525d4e64798c1e7cff6197
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-3-c2d1e706		737b619f84b1ea46f680621e663781bac0bf1cd0
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-30-1634c52a		4c8241fec265e1c9753e19e67251f8661c3258c1
