br.com.anteros	java-parent	1.2.2		N/A
com.amazonaws	aws-java-sdk-docdb	1.12.310		d24a3be948f15d29f067152d841c218ba31aea91
com.amazonaws	aws-java-sdk-docdb	1.12.311		2f92344293438ccc019b00a41d58e17a50eacb71
com.amazonaws	aws-java-sdk-docdb	1.12.312		5cb6bde4d1676b9f73e208bb99b018b7e1ee87c9
com.amazonaws	aws-java-sdk-docdb	1.12.313		7362907549321d248bb436286baed2eb0016c1c3
com.amazonaws	aws-java-sdk-docdb	1.12.314		2012fa6bee71a477fe10ff23797cd78e8c9dd0ac
com.amazonaws	aws-java-sdk-docdb	1.12.315		85eefc0eaa4cb37e29bc04fc2cae5ece3dc9ff9e
com.amazonaws	aws-java-sdk-docdb	1.12.316		b22ba226c0453be928239d3d5eaf1f48ebc92653
com.amazonaws	aws-java-sdk-docdb	1.12.317		5ad9d7a98320e7310ac6f3de48c502e0b0088e3d
com.amazonaws	aws-java-sdk-docdb	1.12.318		794def7769bb78934e8c37a05329e09f2f8057c3
com.amazonaws	aws-java-sdk-docdb	1.12.319		bb45456c221dfa6cfc8e21839137374d543a6939
com.amazonaws	aws-java-sdk-docdb	1.12.32		d6bbd75f21741db3200cff4fb1a5666d96c31ec8
com.amazonaws	aws-java-sdk-docdb	1.12.320		6826cb698e0ee02aa991a5f67d4e4cc596bf4072
com.amazonaws	aws-java-sdk-docdb	1.12.321		ee3f8bfde4c040219a8f724d1e7e2aeefe84bef7
com.amazonaws	aws-java-sdk-docdb	1.12.322		bad2bb998608883632d1b8bd43619762e90e0d6e
com.amazonaws	aws-java-sdk-docdb	1.12.323		ef52283d12bff39e44c8402a072fe4ddb74f56a6
com.amazonaws	aws-java-sdk-docdb	1.12.324		f05c677e274af5b455790b84a244212830311497
com.amazonaws	aws-java-sdk-docdb	1.12.325		ec84bf7bae27000f454fc7fe1637cf8809217b4c
com.amazonaws	aws-java-sdk-docdb	1.12.326		0375322da2ffc4e27f6123090ee53939c1d13616
com.amazonaws	aws-java-sdk-docdb	1.12.327		6811b5fbab6c11430194531bea419d1f6231d78f
com.amazonaws	aws-java-sdk-docdb	1.12.328		96e8c104656c4a4a20bf5ecc4dbb3cd2e62f9ba3
com.amazonaws	aws-java-sdk-docdb	1.12.329		f7c2711163d756d1935dace4ebe6f8c69c751b9f
com.amazonaws	aws-java-sdk-docdb	1.12.33		9018bbf382da0ebf629654fb2b91233b1d10c0e8
com.amazonaws	aws-java-sdk-docdb	1.12.330		8c1f04ec0281d886b8eaae8ed279e71eae80952c
com.amazonaws	aws-java-sdk-docdb	1.12.331		95aed2299d81bd1108247f36519b80e2d2f0c205
com.amazonaws	aws-java-sdk-docdb	1.12.332		b4f79a5fb9b7e5a41688a67eca8cae5b2252bbdf
com.amazonaws	aws-java-sdk-docdb	1.12.333		2b154ec7807873fa9c978398ec7070ca0a801913
com.amazonaws	aws-java-sdk-docdb	1.12.334		f247a7d1c0f1279a882a14e8f2b9df277448d4a7
com.amazonaws	aws-java-sdk-docdb	1.12.335		232db1fbeebede9f706f0cf8084ae7adbd1e2a1c
com.amazonaws	aws-java-sdk-docdb	1.12.336		032a755a60f95d577b635c9b1e58ada46f123c0d
com.amazonaws	aws-java-sdk-docdb	1.12.337		03c41064fcd3f7605ded0cdc8121858c8f41d304
com.amazonaws	aws-java-sdk-docdb	1.12.338		d6b13986a24673251b7d62add2378c65309cf1da
com.amazonaws	aws-java-sdk-docdb	1.12.339		5bc4570bc5e3a6b12179b8c286a231783398716f
com.amazonaws	aws-java-sdk-docdb	1.12.34		e89fe8de842a8489c53c10b79b658082e58907d8
com.amazonaws	aws-java-sdk-docdb	1.12.340		4e7f7de8fdf081d9061e02fda270d2715ca666a2
com.amazonaws	aws-java-sdk-docdb	1.12.341		c5f67eba6faca0ee7e4d1ccec5f1ec5bfda0b163
com.amazonaws	aws-java-sdk-docdb	1.12.342		5118a27e781bc6049fa711d6d304ba0ff5a964dd
com.amazonaws	aws-java-sdk-docdb	1.12.343		0bec3391ea6733988947ce06d977304c490dd2ee
com.amazonaws	aws-java-sdk-docdb	1.12.344		7110feac56c4e5aa591cad8f624653b8f36c8058
com.amazonaws	aws-java-sdk-docdb	1.12.345		0b8fb9f85a7c1261606e4cef33ddc16a6eaa7309
com.amazonaws	aws-java-sdk-docdb	1.12.346		0a7c628f1bb2053c41c46ea6d7a5bc3c20db3000
com.amazonaws	aws-java-sdk-docdb	1.12.347		d16342f3971817fcdab4046b89cc5dd79f6435a3
com.amazonaws	aws-java-sdk-docdb	1.12.348		e33609647dccb547e0a6258fff60ba1c24cf3d83
com.amazonaws	aws-java-sdk-docdb	1.12.349		650eec6544b53317032f835b45c604d2c1ff1ae8
com.amazonaws	aws-java-sdk-docdb	1.12.35		77c183965298cc9d5efa5ec6eba71a97789daa9b
com.amazonaws	aws-java-sdk-docdb	1.12.350		00930c7f73b4fecb4b117940865a0e9e74ce138a
com.amazonaws	aws-java-sdk-docdb	1.12.351		f16697a181e03e734b96dbdd7b67cb636a991b51
com.amazonaws	aws-java-sdk-docdb	1.12.352		ef99bcaaa13547c92318b61742401218bac7439c
com.amazonaws	aws-java-sdk-docdb	1.12.353		d07352ea0c3fe9e20ff8613da690b9357b64905f
com.amazonaws	aws-java-sdk-docdb	1.12.354		0c0594f233b51e5934ddc584464fdf5a24cabc88
com.amazonaws	aws-java-sdk-docdb	1.12.355		60d92eea4f98a2f4645cfe49be40d2618452c485
com.amazonaws	aws-java-sdk-docdb	1.12.356		e32521038b76c4c3cb324a2bad41126b43fa0eab
com.amazonaws	aws-java-sdk-docdb	1.12.357		c912c13c6b1923301baaec3ed70be0f677bb43cb
com.amazonaws	aws-java-sdk-docdb	1.12.358		2e00fd59c606cb98ee267cafaf34b5c36fb1b568
com.amazonaws	aws-java-sdk-docdb	1.12.359		e6617714d6752a27802b257abeae37968b6b39ba
com.amazonaws	aws-java-sdk-docdb	1.12.36		97e9fc1925024bd4b421e570366ad36157f5f785
com.amazonaws	aws-java-sdk-docdb	1.12.360		5af0c95785f30970f0ba08acdaadc2f5b186522c
com.amazonaws	aws-java-sdk-docdb	1.12.361		2cd00e9542afb10aa4a10585702c4b52ca92dc87
com.amazonaws	aws-java-sdk-docdb	1.12.362		2a7b155d7cfb38fcb70408d86eaf212cbbeeb96e
com.amazonaws	aws-java-sdk-docdb	1.12.363		c6561bf8c5224cd0f8e2a3f02860eb089a1ea21d
com.amazonaws	aws-java-sdk-docdb	1.12.364		82f931b1ec3e38cd777e3c6dc3068cb84b17d6c0
com.amazonaws	aws-java-sdk-docdb	1.12.365		a849b8044c30d44eaa117ed72e2a2272d21a7d6e
com.amazonaws	aws-java-sdk-docdb	1.12.366		28f895dc1983e198b26c24fa22600680dcc1ed62
com.amazonaws	aws-java-sdk-docdb	1.12.367		b7373b994897247062dbf39c10bb120693f8f9bc
com.amazonaws	aws-java-sdk-docdb	1.12.368		66bd8cc534b1fa9d830337a248cce4b46aef6e27
com.amazonaws	aws-java-sdk-docdb	1.12.369		bc24ee39d841ce914d71097be38afd9becc7d8e3
com.amazonaws	aws-java-sdk-docdb	1.12.37		009c362309ab3e4dd8e041f06f04e623775ce335
com.amazonaws	aws-java-sdk-docdb	1.12.370		6fc372b39f87d478328b76c63ac930e2aa4d8ae2
com.amazonaws	aws-java-sdk-docdb	1.12.371		3b7b2845c52b05a2024748cc0bcbd8127ac41ddd
com.amazonaws	aws-java-sdk-docdb	1.12.372		4b94f7c710c5a85620ec2a0daf00480af72ed851
com.amazonaws	aws-java-sdk-docdb	1.12.373		bb3e34c7bf5e7303b894791f562a503c78ef7c66
com.amazonaws	aws-java-sdk-docdb	1.12.374		bd024382b41d780f27664f5e61781a857adac0a5
com.amazonaws	aws-java-sdk-docdb	1.12.375		3c222596188c5a8111e4344a25793553551c13c9
com.amazonaws	aws-java-sdk-docdb	1.12.376		a739264313d89ce55ee19c93e6d603d653e462e6
com.amazonaws	aws-java-sdk-docdb	1.12.377		3d93d3a83230f312e73337f7427735b6f2dc4d74
com.amazonaws	aws-java-sdk-docdb	1.12.378		44b06b12483530bac42b25d1c7b18ef4913979cb
com.amazonaws	aws-java-sdk-docdb	1.12.379		c2a971a93d724d61e3ca3142b3b936e0003d82a8
com.amazonaws	aws-java-sdk-docdb	1.12.38		8eb6ef8f0c47e5f4e8befc339de6800033737d54
com.amazonaws	aws-java-sdk-docdb	1.12.380		1281cc38a2a0553899a2719d97f6ffcc2a4cb184
com.amazonaws	aws-java-sdk-docdb	1.12.381		e7d6dc046b4b114d586fe87ae8eabc0184e6fa7c
com.amazonaws	aws-java-sdk-docdb	1.12.382		343b2643ab0997ce5549f2241b31f9a4e1ab76a1
com.amazonaws	aws-java-sdk-docdb	1.12.383		8c18198af7455b90ccd30b233a72aec49c9f386f
com.amazonaws	aws-java-sdk-docdb	1.12.384		46b0920381669c99434f8002124e23c659eb7474
com.amazonaws	aws-java-sdk-docdb	1.12.385		7e6488a500915f894c77a1f319c10b6607bf7a67
com.amazonaws	aws-java-sdk-docdb	1.12.386		4979e26b8a2c365447cfe47915b8380a89ae3c50
com.amazonaws	aws-java-sdk-docdb	1.12.387		33cb6693bde5d7aea700e59cfe753bb1b94990de
com.amazonaws	aws-java-sdk-docdb	1.12.388		4bd08f4d67b10b86805a79e1e2fdf094b15a98a1
com.amazonaws	aws-java-sdk-docdb	1.12.389		1f13ee1e357e8066fc88c902bd5dc37ad8c77c51
com.amazonaws	aws-java-sdk-docdb	1.12.39		5b35ca00a1b32ef60eed3518900da9ce01008931
com.amazonaws	aws-java-sdk-docdb	1.12.390		1fc25c6cf3b915273a9491f80c9d91fb5abacf85
com.amazonaws	aws-java-sdk-docdb	1.12.391		a38a5b6950341613b1b4735c767a7d7de8cff61a
com.amazonaws	aws-java-sdk-docdb	1.12.392		d7901f074c3f33d2a5ee9d4654f25a898aee0d76
com.amazonaws	aws-java-sdk-docdb	1.12.393		eda99ebb0b52a245811845183f097d66d78d8b65
com.amazonaws	aws-java-sdk-docdb	1.12.394		c6614654f2d5c4f1ce17b4064a27e4c0eae2392a
com.amazonaws	aws-java-sdk-docdb	1.12.395		4b6990c1c957da6d09fc150cd21edf243343f729
com.amazonaws	aws-java-sdk-docdb	1.12.396		fb0bd89256e893b6608544de5e4e97295276f164
com.amazonaws	aws-java-sdk-docdb	1.12.397		f224647ca4d4c6f7ee2c02d94bad46b5972d3f9c
com.amazonaws	aws-java-sdk-docdb	1.12.398		b6e4c7a8c18ceef05307d0090cdc9efc63d894d9
com.amazonaws	aws-java-sdk-docdb	1.12.399		b452f9a31c4ffe9e6d14b01ec960b4300b217f95
com.amazonaws	aws-java-sdk-docdb	1.12.4		af98e7e11391735cc1dd0376b795c2eb29b5a994
com.amazonaws	aws-java-sdk-docdb	1.12.40		6d77ebabb78fd24e9d2e28b85361d95fe3884f97
com.amazonaws	aws-java-sdk-docdb	1.12.400		e673356e7e9f06b5684ed33aab58898059d850a8
com.amazonaws	aws-java-sdk-docdb	1.12.401		ef62844cfde5aca423cf8eb26d115653b9f6574b
com.amazonaws	aws-java-sdk-docdb	1.12.402		261093dea3973bb33970765f5e406c3042ad63e7
com.amazonaws	aws-java-sdk-docdb	1.12.403		f6273da1b76fdfd8e6cd67f05ea6837a22316235
com.amazonaws	aws-java-sdk-docdb	1.12.404		6a8287ad3effbf35e88a0f98bd8efc39dd2db84d
com.amazonaws	aws-java-sdk-docdb	1.12.405		edfd38ebc634d99aa2eb7c16ef3ffe6ec89e68cb
com.amazonaws	aws-java-sdk-docdb	1.12.406		63ea5bd89b93962110cb8c8cd7b492534c54049c
com.amazonaws	aws-java-sdk-docdb	1.12.407		5d5344aa06c51bdb166a59ca1e7119944aeb9bda
com.amazonaws	aws-java-sdk-docdb	1.12.408		ee4b84ad6086ad9e84130edd8469f97bc88a81d4
com.amazonaws	aws-java-sdk-docdb	1.12.409		e69e48f4e75d5a040dac0694b53c1e744a7ce72c
com.amazonaws	aws-java-sdk-docdb	1.12.41		95cb974105f5dd7c742439a497f714fb6aad8d77
com.amazonaws	aws-java-sdk-docdb	1.12.410		781fe842204f51449af36a13a8a6c0c04ee43e16
com.amazonaws	aws-java-sdk-docdb	1.12.411		2d428258b9d1580696675961680fb065c4d43dcd
com.amazonaws	aws-java-sdk-docdb	1.12.412		903894a2629e4d84d483e9ea5b214345afc32abb
com.amazonaws	aws-java-sdk-docdb	1.12.413		eb98a2856e55627a0764aec0518ef29aa29e7649
com.amazonaws	aws-java-sdk-docdb	1.12.414		54e7c860a4f5067c51e6b1902935532fbb661b70
com.amazonaws	aws-java-sdk-docdb	1.12.415		95b45f5af1ba617efec0435c9a2d4310dc42c5ea
com.amazonaws	aws-java-sdk-docdb	1.12.416		2c5d5a682b7acf4a0068e8d6849fc5aa7013ad73
com.amazonaws	aws-java-sdk-docdb	1.12.417		26f34ab65754c846669492dc32694a9985474db0
com.amazonaws	aws-java-sdk-docdb	1.12.418		f78eec72e66f56f337cbef0eea474f6cfc0d2b80
com.amazonaws	aws-java-sdk-docdb	1.12.419		14c01cbe51ca23790f9073673fbef773149c8686
com.amazonaws	aws-java-sdk-docdb	1.12.42		d5146725d83755e1bdcbe4c4a64c3aeffc678df6
com.amazonaws	aws-java-sdk-docdb	1.12.420		bdcd930dc9daac7945b2b1e2aa711b4a91226b52
com.amazonaws	aws-java-sdk-docdb	1.12.421		ee5cc4c68b9e7cfd774890dcd1e111f92d5045d9
com.amazonaws	aws-java-sdk-docdb	1.12.422		2a7a96bec13a72d3590ea1ca5575c88da4091dbb
com.amazonaws	aws-java-sdk-docdb	1.12.423		a0d8feffbd9b1d0b1968a9ab421cb9b5eb955de9
com.amazonaws	aws-java-sdk-docdb	1.12.424		2b2e924cfc1d31dc7b43a23f9ad2c606746098a7
com.amazonaws	aws-java-sdk-docdb	1.12.425		75693f59880d0d2217a6eab362a2b76e8c0d61ee
com.amazonaws	aws-java-sdk-docdb	1.12.426		2e2511520c16ea2f2a7d9b06643d16489d802950
com.amazonaws	aws-java-sdk-docdb	1.12.427		91fcb8ebc7905618cdc6c52e0cc2bd9f72eb5128
com.amazonaws	aws-java-sdk-docdb	1.12.428		4b2601814e2a523c0d97a00c5b86d5cd644c702b
com.amazonaws	aws-java-sdk-docdb	1.12.429		c5a904bb1151932046499135d586e19eeb2d6a87
com.amazonaws	aws-java-sdk-docdb	1.12.43		289804555dd857f8da3d5809ba4d5d9a03af3f59
com.amazonaws	aws-java-sdk-docdb	1.12.430		332fb5c19eab8ab0bf79f7c62b1e623a3e0429df
com.amazonaws	aws-java-sdk-docdb	1.12.431		3b4e98aad7c39c79754db69c078af9317435ba0b
com.amazonaws	aws-java-sdk-docdb	1.12.432		bf110b212518e265143d104f8eefd12dca6c6e8d
com.amazonaws	aws-java-sdk-docdb	1.12.433		c3feef4763193b40dd3b31d14e3695271ec2ff91
com.amazonaws	aws-java-sdk-docdb	1.12.434		ad8ee4f6c85a0609bade6dbfaedcecf96c7c2df7
com.amazonaws	aws-java-sdk-docdb	1.12.435		05204d2cb5f147ff34d8caebc7b138567729f700
com.amazonaws	aws-java-sdk-docdb	1.12.436		072825368af39f1426e87ea25a6c1788d00bf0b0
com.amazonaws	aws-java-sdk-docdb	1.12.437		cc840b2302bfe700bf0b573f5f8d1e4a1c5dbed2
com.amazonaws	aws-java-sdk-docdb	1.12.438		79926bc019714535af49a746409e7a269dc4dc34
com.amazonaws	aws-java-sdk-docdb	1.12.439		4846da2db3d399b7366fc575a330b44395e73eb0
com.amazonaws	aws-java-sdk-docdb	1.12.44		318a40f3030143153ee193b924d92db4d82e455a
com.amazonaws	aws-java-sdk-docdb	1.12.440		93839318ee57cf5cecfef11557f232fa8cb87764
com.amazonaws	aws-java-sdk-docdb	1.12.441		c2387740c2a08f50c42c6c5b3b85f849e09ecb66
com.amazonaws	aws-java-sdk-docdb	1.12.442		fd5f128547ba8596413f18b773ffdfa54af4f30d
com.amazonaws	aws-java-sdk-docdb	1.12.443		a7897ec4454b88d6c11b9676e8249ffc4ffffdad
com.amazonaws	aws-java-sdk-docdb	1.12.444		b527069a538b37dbdba1bbb783346ef4df265ccc
com.amazonaws	aws-java-sdk-docdb	1.12.445		078b50bfe25534dd3a7079142cd7a6d689cba337
com.amazonaws	aws-java-sdk-docdb	1.12.446		9183c3f17dc471a34afc9dd387ce0ab154aa7e64
com.amazonaws	aws-java-sdk-docdb	1.12.447		00d44667410914e785b80aed5c9f52e00ade6835
com.amazonaws	aws-java-sdk-docdb	1.12.448		21a2aaea7ebcf162d51c0d4e522f8b0fb2f20a77
com.amazonaws	aws-java-sdk-docdb	1.12.449		88cbd9016b22067c9bd38e3713c8dd74a86902a1
com.amazonaws	aws-java-sdk-docdb	1.12.45		8d1380c6ce8b4fc99649bc564693953d39293213
com.amazonaws	aws-java-sdk-docdb	1.12.450		3573b7e2ac02ce928418868ec0c320582694fc69
com.amazonaws	aws-java-sdk-docdb	1.12.451		9a3ebfb7d1cf2bf97c20446e7420523a8d941646
com.amazonaws	aws-java-sdk-docdb	1.12.452		0c96216614baac363611e93e11c7bf15fa564ded
com.amazonaws	aws-java-sdk-docdb	1.12.453		f34817288abb6e8ff2edea55b8f734150bdb134e
com.amazonaws	aws-java-sdk-docdb	1.12.454		0dcecd949b075ad3eedd1c02a45c483a336e3ed4
com.amazonaws	aws-java-sdk-docdb	1.12.455		7df4cf6aff6159de00b6a0113bb9d669b565f701
com.amazonaws	aws-java-sdk-docdb	1.12.456		9b0a910e5fb4477f44a633e4aa033e8d6c506101
com.amazonaws	aws-java-sdk-docdb	1.12.457		fe8e907c49b358459b8e602dd6f52c86c83fcf15
com.amazonaws	aws-java-sdk-docdb	1.12.458		ed4b09195398c33db3775b6ecfb8732b50c0c61b
com.amazonaws	aws-java-sdk-docdb	1.12.459		f98921cce59b96e1c4023f6728eb7a5d407607e5
com.amazonaws	aws-java-sdk-docdb	1.12.46		bbd2c9be1e8db1c1f048e1d0e3b41333c25a9286
com.amazonaws	aws-java-sdk-docdb	1.12.460		2d95d72a9ef8f4901376ef1cea1bd77d7919ae6a
com.amazonaws	aws-java-sdk-docdb	1.12.461		be8d48d0aa25e84f0094337ce3efce3ee50feca8
com.amazonaws	aws-java-sdk-docdb	1.12.462		b83c0712826470a6bc6df012c49a014535bd59c9
com.amazonaws	aws-java-sdk-docdb	1.12.463		dada9dca913b152c0c7f683ca7c7dec31a33f0e6
com.amazonaws	aws-java-sdk-docdb	1.12.464		8f476f6047055592ac5ec2662aaf81752ee6f09a
com.amazonaws	aws-java-sdk-docdb	1.12.465		10ad366fba3704eaf3ed3bdf2d3eb0b0f915ebee
com.amazonaws	aws-java-sdk-docdb	1.12.466		72b55eb076db06535e4579748476260dd8c3301b
com.amazonaws	aws-java-sdk-docdb	1.12.467		62cdec91ba77f9dd87bb7a92fe214fab383e79cb
com.amazonaws	aws-java-sdk-docdb	1.12.468		beef4a797de98c1f949311f9bc3e05a2ba22cf60
com.amazonaws	aws-java-sdk-docdb	1.12.469		5a194d425e377eba7d4179b5c3e98226d61936f8
com.amazonaws	aws-java-sdk-docdb	1.12.47		c091ac0a5236431cc1973dcf220104c89c6ad73e
com.amazonaws	aws-java-sdk-docdb	1.12.470		3cc90c709ef89aac4146f81fc99cb22391180615
com.amazonaws	aws-java-sdk-docdb	1.12.471		d8408d193eef4151fc47f8e07b441edc062533b4
com.amazonaws	aws-java-sdk-docdb	1.12.472		c5f149c36d9592446ee302b733ed8c34ca739cd1
com.amazonaws	aws-java-sdk-docdb	1.12.473		62b814621e1d8d5d5c6947621a246d76764d81f0
com.amazonaws	aws-java-sdk-docdb	1.12.474		3a42b7f66a0910922f5b57bfc78037ecc3185519
com.amazonaws	aws-java-sdk-docdb	1.12.475		7791f3d36aa508eb0154bf69eea2d015cce7d5c9
com.amazonaws	aws-java-sdk-docdb	1.12.476		9fe6fd78ab13702f54e4af114d97ae69ad577217
com.amazonaws	aws-java-sdk-docdb	1.12.477		6d2fe6874ed69fcf5bd0d4f1c4f0a63b10d77b4c
com.amazonaws	aws-java-sdk-docdb	1.12.478		17931ad02526ef4f8430952ddba86bc835963a3d
com.amazonaws	aws-java-sdk-docdb	1.12.479		571c3834de8f889cb20b24fb11d3f193da7ac2cf
com.amazonaws	aws-java-sdk-docdb	1.12.48		d25b0c67b08bf5b0922e09f72a467e3fe65bac37
com.amazonaws	aws-java-sdk-docdb	1.12.480		92859d29d26e065e1173b0fb301e7efe112064fc
com.amazonaws	aws-java-sdk-docdb	1.12.481		860b078f741bd8a13edf993e8d2a9db77e3bd641
com.amazonaws	aws-java-sdk-docdb	1.12.482		e40fccb67f84b0c3d00097d255f72278638397eb
com.amazonaws	aws-java-sdk-docdb	1.12.483		b33c608b3791f39fa8203e7317a7fc1c15a21499
com.amazonaws	aws-java-sdk-docdb	1.12.484		2e60971691fbf2f0dd0cce010c24d89081f5539b
com.amazonaws	aws-java-sdk-docdb	1.12.485		10d198516be49a23cc6b01e41a8a70a0f646fa55
com.amazonaws	aws-java-sdk-docdb	1.12.486		0739c4cea1965610f90261f0987b49a5e4a94b00
com.amazonaws	aws-java-sdk-docdb	1.12.487		83a971750484f707fd758421e52cfebe293f1e7d
com.amazonaws	aws-java-sdk-docdb	1.12.488		b1698e4c9cc69e47d33372caade651f7d570b617
com.amazonaws	aws-java-sdk-docdb	1.12.489		52c2759b6015e40032f8a63479871f4dc85528dd
com.amazonaws	aws-java-sdk-docdb	1.12.49		e69344fcab0c79a70f8885416b72cd05f6b6d57a
com.amazonaws	aws-java-sdk-docdb	1.12.490		9eccd9b85d39496be563576a8346b50c0800cf5e
com.amazonaws	aws-java-sdk-docdb	1.12.491		b1e978390357a75ae7430ac288a98efe837579c4
com.amazonaws	aws-java-sdk-docdb	1.12.492		a466678b0aa76e800521357ccd0e9c2e3d0175c6
com.amazonaws	aws-java-sdk-docdb	1.12.493		ed2751a682a75d4170ef9b8a3b235d25c41b274a
com.amazonaws	aws-java-sdk-docdb	1.12.494		7255260025b944da1a669af1b41a3cc1fdb22551
com.amazonaws	aws-java-sdk-docdb	1.12.495		5f347a5550f2dea9538fdd746b455cdf2ebdb9fd
com.amazonaws	aws-java-sdk-docdb	1.12.496		d3e3a08c7aa0249704a14c48c50c2a3cc2b2af97
com.amazonaws	aws-java-sdk-docdb	1.12.497		f85d2dae8cee99602f2b1a7bb5e4f417a634b572
com.amazonaws	aws-java-sdk-docdb	1.12.498		b66a9bb9b70cf77569b747c1b368be847f71d5cc
com.amazonaws	aws-java-sdk-docdb	1.12.499		da1338926c440235cdbf56ba0a1149548d148e84
com.amazonaws	aws-java-sdk-docdb	1.12.5		41ae16a2e34806a681632f0e3475ebf9537ee20b
com.amazonaws	aws-java-sdk-docdb	1.12.50		ce554ead350a35d79292b4ae2839c25969569b9b
com.amazonaws	aws-java-sdk-docdb	1.12.500		97a6dda2333f80dc0cf0174a20cbd6839d6d8092
com.amazonaws	aws-java-sdk-docdb	1.12.501		23bdfa6688762e6aa2ffaeaab93849ece5a27d00
com.amazonaws	aws-java-sdk-docdb	1.12.502		52f693c039daa8714fb81ceac2c74202ea81e51f
com.amazonaws	aws-java-sdk-docdb	1.12.503		835a534c6b594170d371da30c35c93bb5a4dc2ff
com.amazonaws	aws-java-sdk-docdb	1.12.504		eebc7501c45e2ffc152f36b9fe5cbeb573b4a613
com.amazonaws	aws-java-sdk-docdb	1.12.505		9b2f8c3de0c072c13286bed8bff639f100bff8f5
com.amazonaws	aws-java-sdk-docdb	1.12.506		7088404971c66440e68c4d69852e6b8f22052c6c
com.amazonaws	aws-java-sdk-docdb	1.12.507		d27d4fa9dbc736ebae0a174dda4314275a1c07bb
com.amazonaws	aws-java-sdk-docdb	1.12.508		274d017a125f3d1e60fa060a187c96925bf64d7d
com.amazonaws	aws-java-sdk-docdb	1.12.509		ebe04b8fc4ec889aad3ca9accb3f8b4b5c42cc79
com.amazonaws	aws-java-sdk-docdb	1.12.51		b7622c3d9aaf7f8c8e43b32a47a46b9433bd4563
com.amazonaws	aws-java-sdk-docdb	1.12.510		bf2546cfde9a631b59830adfd06f4b84e2ecb321
com.amazonaws	aws-java-sdk-docdb	1.12.511		2c8bb7339d25c2339369b10c543d7e379e057acf
com.amazonaws	aws-java-sdk-docdb	1.12.512		0d54d24284b3b2d2d34c1d842de3f3fea9b4cfd5
com.amazonaws	aws-java-sdk-docdb	1.12.513		261d024462eea8181d29cb5e1941f8b11522c12a
com.amazonaws	aws-java-sdk-docdb	1.12.514		2a752cd8f651767de63745441c13aa480216d9bd
com.amazonaws	aws-java-sdk-docdb	1.12.515		18841c0e7d13f9c1e2b325ddd26bda5765779948
com.amazonaws	aws-java-sdk-docdb	1.12.516		e7c8012ec079c36cbc4eb08d612bf8e82cf7bc51
com.amazonaws	aws-java-sdk-docdb	1.12.517		b2b066d52ca856ff0bef7d8afd1a6ae48d858a9f
com.amazonaws	aws-java-sdk-docdb	1.12.518		f2302b896a1fbca9253a0bce0ddbb8195a198e68
com.amazonaws	aws-java-sdk-docdb	1.12.519		e05668f97eda313a24060d2f35bcba066c52c957
com.amazonaws	aws-java-sdk-docdb	1.12.52		153a794d05c19c7c0bd3ef1e5a0f7a71dbe50faf
com.amazonaws	aws-java-sdk-docdb	1.12.520		dc534bf3ff29137b59ce2262b637dccf7caa204a
com.amazonaws	aws-java-sdk-docdb	1.12.521		33649ba297b0594eb47bd1b1c84c95d7e02c2e8c
com.amazonaws	aws-java-sdk-docdb	1.12.522		607f6580f85a3db49327f8d6a40d496b09d296aa
com.amazonaws	aws-java-sdk-docdb	1.12.523		3224b3b7dccdacf9d649399d9e750e354b4ccab0
com.amazonaws	aws-java-sdk-docdb	1.12.524		51f7b3fd66686140d76cc826dd1f6bf838a3d049
com.amazonaws	aws-java-sdk-docdb	1.12.525		e31fed77ec03a8a9fe04a6cc9dcb6388301c247d
com.amazonaws	aws-java-sdk-docdb	1.12.526		9591c5b37aaf00134232ac3c22831adc87fad331
com.amazonaws	aws-java-sdk-docdb	1.12.527		e1d68a6eadf541212e9ade1a9b46cba4cbabb123
com.amazonaws	aws-java-sdk-docdb	1.12.528		773d8d317dabd847f4da4b2c289fee45a860ed09
com.amazonaws	aws-java-sdk-docdb	1.12.529		d267a5f2ade5dfff5f1dfd45bc23a007227c9a76
com.amazonaws	aws-java-sdk-docdb	1.12.53		3001e345b93e8642cffb0ba0a646c90c14e72b68
com.amazonaws	aws-java-sdk-docdb	1.12.530		324e284e28d6ab75ae7b8a5bca408feb2e9c73ea
com.amazonaws	aws-java-sdk-docdb	1.12.531		84412fed3ce7f4077dbdc6287169645957fc34e4
com.amazonaws	aws-java-sdk-docdb	1.12.532		a772a44d2fc9948a48d185ef759c4c6231c87309
com.amazonaws	aws-java-sdk-docdb	1.12.533		11b23c455aa5b7a09e7061b4cbac72a99d165d3a
com.amazonaws	aws-java-sdk-docdb	1.12.534		5a20418ff227e17d7e20a6b53758ef12c38926ce
com.amazonaws	aws-java-sdk-docdb	1.12.535		d5998c0bd9595849c42d3c2cb00212466ce4644d
com.amazonaws	aws-java-sdk-docdb	1.12.536		9021d9c12785514cc32b5414e0b7476580bab904
com.amazonaws	aws-java-sdk-docdb	1.12.537		c449e15182f31b16f136e4bd78e79653d1dd8ad0
com.amazonaws	aws-java-sdk-docdb	1.12.538		48698b2ff418447027f7011cddb21900ce6842c6
com.amazonaws	aws-java-sdk-docdb	1.12.539		d1812635a163df7bf3a112b034d5b6101d72f263
com.amazonaws	aws-java-sdk-docdb	1.12.54		9df73109f4a043d01971c32f7fd455cb467f86eb
com.amazonaws	aws-java-sdk-docdb	1.12.540		78a15a3d1de4faadb1da2b12972ce5296f94469f
