axis2	soapmonitor	1.0		N/A
org.apache.tinkerpop	spark-gremlin	3.7.1		7d4d6d8acb7009fa64fa53af94f9072a85f0227e
org.apache.tinkerpop	spark-gremlin	3.7.2		a7c444492da8f95937265bcb032d1ec98586d278
org.apache.tinkerpop	spark-gremlin	3.7.3		5457f6a198fbe0244f6f7540dadcfab0e2b60fbd
org.axonframework.extensions.jobrunrpro	axon-jobrunrpro-spring-boot-starter	4.10.0		94c6db654f28253f2dceeb4780105031372a5a6b
org.axonframework.extensions.jobrunrpro	axon-jobrunrpro-spring-boot-starter	4.11.0		b31a12b6c7ce51f7ca47a58cb0b2a39c63fda08e
org.axonframework.extensions.jobrunrpro	axon-jobrunrpro-spring-boot-starter	4.8.0		626914be6b069564537d2067d57f89859dd006a4
org.axonframework.extensions.jobrunrpro	axon-jobrunrpro-spring-boot-starter	4.9.0		f8e9a65f292bda416fd8ec7d6dad7d6485611a0e
org.byte-dance.ttgame	gsdk__library__gbridge_base__common__release	1.1.4		e61ab6b8bb749fbca40777d177c7455122044598
org.byte-dance.ttgame	gsdk__library__gbridge_base__common__release	1.1.5		N/A
org.commonjava.indy	indy-depgraph-client-java	0.99.0		62d943c9c9001b1116c5d081e38248cc5fd0d3ff
org.commonjava.indy	indy-depgraph-client-java	0.99.1		1cbf0829a397c5cb3264e1b7517a685217590204
org.commonjava.indy	indy-depgraph-client-java	0.99.1.1		4cce9f3021b7692274585863b8a6d886fbb48def
org.commonjava.indy	indy-depgraph-client-java	0.99.1.2		8863fcea7e88159db453545e6e4eeb592089bd31
org.commonjava.indy	indy-depgraph-client-java	0.99.1.3		0956162db0e406778166b6315cc7f040963add02
org.commonjava.indy	indy-depgraph-client-java	0.99.1.4		034af9061161aa4be249b2629df867acf97c05bf
org.commonjava.indy	indy-depgraph-client-java	0.99.1.5		0aa0afe0bca375a081501c2f5cc83599d70e5a5c
org.commonjava.indy	indy-depgraph-client-java	0.99.1.6		11874ddbf263dc94853a24278c7e47ef9dd0b40e
org.commonjava.indy	indy-depgraph-client-java	0.99.1.7		b071a30a8a7d33202456f9613521b0e80416b450
org.danbrough.kotlinxtras	sqlite-linuxarm64	0.0.1-beta04		N/A
org.danbrough.kotlinxtras	sqlite-linuxarm64	3.39.4		N/A
org.danbrough.kotlinxtras	sqlite-linuxarm64	3.39.4a		N/A
org.dkpro.similarity	dkpro-similarity-asl	2.2.0		N/A
org.dkpro.similarity	dkpro-similarity-asl	2.3.0		N/A
org.duracloud	reporter	3.2.0		8b7d571e4fdc18103f9f4d9cce7d53d6da5d2341
org.duracloud	reporter	3.2.1		e360b0ae19d8aecda3fce9a55754f29b5b192909
org.duracloud	reporter	3.2.2		66375a088b5c2e8f788f66befeea2f422521a74f
org.duracloud	reporter	3.2.3		a51e0cf53adf1e42396db316f7efcffaa93912e6
org.duracloud	reporter	3.2.4		4c65a864962e601ec717d3c18952022c35cc1623
org.duracloud	reporter	3.2.5		fefe4408138dae250bd454bcc9bf7e4af539efcc
org.duracloud	reporter	3.3.0		79db46ddc3217d047ee368626071d20404386ed0
org.duracloud	reporter	3.4.0		c65d2652c9c1871da684cfb99c34585adc6fcc21
org.duracloud	reporter	3.5.0		f73eb0773c7357d0f37fc012cfeeff8a7f84b14a
org.duracloud	reporter	3.6.0		ee08e40a051899d2caed61578ba596c8ae34147b
org.duracloud	reporter	3.7.0		5e438525791a78e6702a9ddb159cf22d777d9f1c
org.duracloud	reporter	3.7.1		156c6eecba0304a1afb0e1006ee2f683782a545f
org.duracloud	reporter	3.7.2		ba79502dc06a5151470c2e780afba4f4cfa02aa9
org.duracloud	reporter	3.7.3		6dcac790c60cea4776cdacff57b0cf5410bdff52
org.duracloud	reporter	3.7.4		721013909ed908a6f967097acfe771949994c62e
org.eclipse.edc	dataplane-base-bom	0.10.0		1f54e02df87ce21bb827b392a8b0745f44f5e414
org.eclipse.edc	dataplane-base-bom	0.10.1		25b2a953aa0693720072a4ff75e098b6dd7e9899
org.eclipse.edc	dataplane-base-bom	0.11.0		6447d3c2fc266f6e33ed4f28acbd807c2109897d
org.eclipse.edc	dataplane-base-bom	0.11.1		c3c711ca696137757c7ce3d3d4486489a65c769c
org.eclipse.edc	dataplane-base-bom	0.12.0		5beeb30554acd16e9bcd852050ff849df506def1
org.expedientframework.uitest	facile-ui-test	1.0.0-M1		N/A
org.expedientframework.uitest	facile-ui-test	1.0.0-M2		N/A
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha1		8388860dab17b9c19c6d98e9298fdd85edf4b67c
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha2		be9334a4af2f914cff6411d01cdf1a8c1261e6a4
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha3		50592336c6529ee5dcd843ca3e34384b35f45615
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha4		acfe42731137c4d269461c175275462a657ccd2b
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha5		bb32fee87ca2d34287a689407b8cf7b88357d1e9
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha6		3f8b17c59a7ab3cd49d00ae92b8cb779c6aa9bc0
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha7		501fe109ffbaa9e23adfb1b9cc1c089e3b5fa134
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha8		332e512740f77c30ada5ff2d64a0a0d9ca25b77a
org.hibernate.orm	hibernate-hikaricp	6.0.0.Alpha9		8e762579c9f382d3a3566ce0eea9437bc284bdcc
org.hibernate.orm	hibernate-hikaricp	6.0.0.Beta1		58b9942e5ee2857528432c359a1ef194783ec480
org.hibernate.orm	hibernate-hikaricp	6.0.0.Beta2		1207553fc646cb3ae53ef095c199dc10f98b1d54
org.hibernate.orm	hibernate-hikaricp	6.0.0.Beta3		1ef02236a94aa6a57951f0c1bd8268b9c642d041
org.hibernate.orm	hibernate-hikaricp	6.0.0.CR1		f164d7efa6cbd543347fb2ff24728059f498b033
org.hibernate.orm	hibernate-hikaricp	6.0.0.CR2		39c305fb521cb48ddc80cab9e58a477010c1cf8e
org.hibernate.orm	hibernate-hikaricp	6.0.0.Final		816cbbf08ce62494532a0e5c8a8064d8629cc3f4
org.hibernate.orm	hibernate-hikaricp	6.0.1.Final		771774b60672289f0f41a52db0578984e187ac95
org.hibernate.orm	hibernate-hikaricp	6.0.2.Final		2937ceabd23bc83289ea043a234186136aa9d892
org.hibernate.orm	hibernate-hikaricp	6.1.0.Final		c4b00ba0c4534fe453a71fd499db650a3755ef2d
org.hibernate.orm	hibernate-hikaricp	6.1.1.Final		334c948ebb2deed11f93ffa7fea4349fa8dca3a2
org.hibernate.orm	hibernate-hikaricp	6.1.2.Final		ae0986cb871a58780dc8e042a47b2c466d4f8d69
org.hibernate.orm	hibernate-hikaricp	6.1.3.Final		b0ad6ad291b5773c1466e849379d1a8afa1acec4
org.hibernate.orm	hibernate-hikaricp	6.1.4.Final		14d9e4af2c5cfefb616128295a0939aa44c22b68
org.hibernate.orm	hibernate-hikaricp	6.1.5.Final		e7993dd32f7fa670f18c909d45b12e7e9e6e2ec9
org.hibernate.orm	hibernate-hikaricp	6.1.6.Final		dde523bbadb406d9b8105e158d712fec38be3e77
org.hibernate.orm	hibernate-hikaricp	6.1.7.Final		cb8b2dff03551b6e39dbc4bbd83934864708b122
org.hibernate.orm	hibernate-hikaricp	6.2.0.CR1		b4f1e5726a70b9c22b5c7635fa873cccf3138595
org.hibernate.orm	hibernate-hikaricp	6.2.0.CR2		bb4b4493e0771c723727f6b62f4042daf7c384c8
org.hibernate.orm	hibernate-hikaricp	6.2.0.CR3		ae7f2f0c43f613085df9940b469b4bf0cd848703
org.hibernate.orm	hibernate-hikaricp	6.2.0.CR4		c8af3136c8ff52f53a4ed5356b6b26afee663b46
org.hibernate.orm	hibernate-hikaricp	6.2.0.Final		eb445a1af66818de69d54a657be4961f8bc790f4
org.hibernate.orm	hibernate-hikaricp	6.2.1.Final		c308930144ecf0f232e3d7e3f731fe6bcd33b718
org.hibernate.orm	hibernate-hikaricp	6.2.10.Final		e4c8e2517ba65927721a8ad99c6add9f75ac60e4
org.hibernate.orm	hibernate-hikaricp	6.2.11.Final		041b830d3ee9dcea8c3067d4bad78ee720c5e67f
org.hibernate.orm	hibernate-hikaricp	6.2.12.Final		1a81490d31ef0366e9cdb629550c13a9c7c8b008
org.hibernate.orm	hibernate-hikaricp	6.2.13.Final		61a84f6e4c50f0d94160fcd134a0e29d8de17ee1
org.hibernate.orm	hibernate-hikaricp	6.2.14.Final		a179a95806b7f320942d7a64bb68b514e9e4262b
org.hibernate.orm	hibernate-hikaricp	6.2.15.Final		2450d3a1088e10ea3ab991041b38ddd3dca9f7b9
org.hibernate.orm	hibernate-hikaricp	6.2.16.Final		8568760f942f278e9f897a81bf0973bbfdd1f4d6
org.hibernate.orm	hibernate-hikaricp	6.2.17.Final		09731a40884b3b3f72139e68fafdbbfe7a9b5e99
org.hibernate.orm	hibernate-hikaricp	6.2.18.Final		58e0d6849f2b7a8bb3fdca7f65c75cc9f6ce60c8
org.hibernate.orm	hibernate-hikaricp	6.2.19.Final		dd04f08a88d7a7443a92f2b3da6884ae2fd8d996
org.hibernate.orm	hibernate-hikaricp	6.2.2.Final		e237178320731730056b50600dfb06ce9a89ffa7
org.hibernate.orm	hibernate-hikaricp	6.2.20.Final		6529ce86979e275880af07c93c455d81f0e183d2
org.hibernate.orm	hibernate-hikaricp	6.2.21.Final		efd4315130d13bffa805726c0d04f673d7edbb2a
org.hibernate.orm	hibernate-hikaricp	6.2.22.Final		1447b93c4c5a9063b7a2d3293b2afe9eb5ab7e3e
org.hibernate.orm	hibernate-hikaricp	6.2.23.Final		b8cab76681a7a36e9652f748c263cc19c46f66bd
org.hibernate.orm	hibernate-hikaricp	6.2.24.Final		c41a754cd01489a033133e06e45858391d68b274
org.hibernate.orm	hibernate-hikaricp	6.2.25.Final		f8300f9698c1aaa5034cfbd754ac762e56b2770b
org.hibernate.orm	hibernate-hikaricp	6.2.26.Final		d3233d78af133c8046e62d82baa644b06632fa61
org.hibernate.orm	hibernate-hikaricp	6.2.27.Final		84fbf1b3353a4568ef78df4101c3dbc7b76b72f9
org.hibernate.orm	hibernate-hikaricp	6.2.28.Final		8c8f2e6b460339dab850ee7b9b085c471bf9ceff
org.hibernate.orm	hibernate-hikaricp	6.2.29.Final		7c830f7f9ba3d79564c8ac8005ad3ee5d43c4a45
org.hibernate.orm	hibernate-hikaricp	6.2.3.Final		9cd7710666f05128a58a0120a7a597285b58db44
org.hibernate.orm	hibernate-hikaricp	6.2.30.Final		0e6646c223b33d096d5b93d242523e71c7dc7ada
org.hibernate.orm	hibernate-hikaricp	6.2.31.Final		3bbfa38a57811b70acc538cd1e32a9891a148227
org.hibernate.orm	hibernate-hikaricp	6.2.32.Final		67cdcfaee21c41dea5c4cd4e8566069156b84f2b
org.hibernate.orm	hibernate-hikaricp	6.2.33.Final		cbc86779bef83cca4e662fd8d48f040fa7aea07f
org.hibernate.orm	hibernate-hikaricp	6.2.34.Final		73e316e234ad25836a949ea75d50f8cd399ae1c8
org.hibernate.orm	hibernate-hikaricp	6.2.35.Final		341f812c56728dd8d21388ae47492183a4d815dd
org.hibernate.orm	hibernate-hikaricp	6.2.36.Final		1233ffff420516cf280d9974724967dca66bf449
org.hibernate.orm	hibernate-hikaricp	6.2.4.Final		87934ea225efb0f40dadb28d2f48af560d4ad18b
org.hibernate.orm	hibernate-hikaricp	6.2.5.Final		c7c4fc5cc5a677f154fabd6cfba5d7f26ef120c1
org.hibernate.orm	hibernate-hikaricp	6.2.6.Final		a7c53185fca16dddee30e6c36777a693448b6f45
org.hibernate.orm	hibernate-hikaricp	6.2.7.Final		a75a76e789c7ca4be405610e4391bea7b923836c
org.hibernate.orm	hibernate-hikaricp	6.2.8.Final		68d559501fdef18f1513c3eda02a0f5c102a43d1
org.hibernate.orm	hibernate-hikaricp	6.2.9.Final		ebfadfbacfcfdf4374bb649135da8c1b3f1b925c
org.hibernate.orm	hibernate-hikaricp	6.3.0.CR1		cfe54e6c2b8bf11123d33722aa85544eac372a16
org.hibernate.orm	hibernate-hikaricp	6.3.0.Final		181b2c84d2879bd64a560a8d4c3e9d3a29d54199
org.hibernate.orm	hibernate-hikaricp	6.3.1.Final		c109a587a4a1aba99381961cf5a8a4509312993b
org.hibernate.orm	hibernate-hikaricp	6.3.2.Final		ce99466c9bc307482aa2fe9cca73e8e2cb781e15
org.hibernate.orm	hibernate-hikaricp	6.4.0.CR1		c6caa95c5a7eb31c283b1723cd4917f5d7be76e1
org.hibernate.orm	hibernate-hikaricp	6.4.0.Final		eb1ae3f554f9f075f6f5bbded2c27116c00a4428
org.hibernate.orm	hibernate-hikaricp	6.4.1.Final		df442225946622d20d088a37459ab9411749efb3
org.hibernate.orm	hibernate-hikaricp	6.4.10.Final		c9d84a07a06078621345e690ac83427872aef852
org.hibernate.orm	hibernate-hikaricp	6.4.2.Final		ed2b56c1b3ebed9e9e5bb0228f36c19d4bd363d8
org.hibernate.orm	hibernate-hikaricp	6.4.3.Final		a7bd1fdd8ead898533d625a8c385f53c82aabbd6
org.hibernate.orm	hibernate-hikaricp	6.4.4.Final		2d3022183dddaaa2f03df6df2a9c0040ffee1cd0
org.hibernate.orm	hibernate-hikaricp	6.4.5.Final		9b9c687a86cb88847aec92ae76c6247965545249
org.hibernate.orm	hibernate-hikaricp	6.4.6.Final		25a3f8f27cef3fca59acd53fdd5e06b0f182f5df
org.hibernate.orm	hibernate-hikaricp	6.4.7.Final		f7a7edd3407f15af7a5bb164d2cb66e9352b2404
org.hibernate.orm	hibernate-hikaricp	6.4.8.Final		05cb7d426517010c7cdbc1ff67cda2ca93b13888
org.hibernate.orm	hibernate-hikaricp	6.4.9.Final		842f3cbf0e05c78c8ef5aedefb684ece193d4405
org.hibernate.orm	hibernate-hikaricp	6.5.0.CR1		eb7237d3cc8d92a3704ac541e33dead50e10ac4f
org.hibernate.orm	hibernate-hikaricp	6.5.0.CR2		a3cd862867e965654f21be84117a6b65ff886152
org.hibernate.orm	hibernate-hikaricp	6.5.0.Final		7ef88083632e2eab60932cda02908dee529da8e2
org.hibernate.orm	hibernate-hikaricp	6.5.1.Final		5fe5bbd57c90e9d83988266c9296209535a1c3c1
org.hibernate.orm	hibernate-hikaricp	6.5.2.Final		8fb9a360b1d9e97296f0f352f4b3ce27cddb7a0f
org.hibernate.orm	hibernate-hikaricp	6.5.3.Final		162e70f84a549612d5d09a73a8f432df9c16a8b5
org.hibernate.orm	hibernate-hikaricp	6.6.0.Alpha1		af18f2c35236886e5f464c49bf81acadbfe2fa8d
org.hibernate.orm	hibernate-hikaricp	6.6.0.CR1		3c8617657e698fc2385135f5e79d15c28c90fe2f
org.hibernate.orm	hibernate-hikaricp	6.6.0.CR2		d6e6c2973a1cceec450560646e3eda0add898011
org.hibernate.orm	hibernate-hikaricp	6.6.0.Final		49ffea01c8632e9ecd5828aaebc4fb78088c18a7
org.hibernate.orm	hibernate-hikaricp	6.6.1.Final		c494da6a004382b76d98144699a91c79e17aed98
org.hibernate.orm	hibernate-hikaricp	6.6.10.Final		409ad254281418ba2a467fc026311145c11dab50
org.hibernate.orm	hibernate-hikaricp	6.6.11.Final		473b306ba87d096e41910e08de0f5f1d6b9352cb
org.hibernate.orm	hibernate-hikaricp	6.6.12.Final		4af36df3f3d3cd49ec6a98c27927c9fb36c97167
org.hibernate.orm	hibernate-hikaricp	6.6.13.Final		8380fb335941ce6fd89c8fca269637d196a29e17
org.hibernate.orm	hibernate-hikaricp	6.6.2.Final		2aedaf57226d07d4ec2a738345e90a1c3b78d7ae
org.hibernate.orm	hibernate-hikaricp	6.6.3.Final		f5ffb616408bbae81f07018942d617b5a666cc19
org.hibernate.orm	hibernate-hikaricp	6.6.4.Final		e61035226a44c8ef705bcbf21fde51c7ba6eb97a
org.hibernate.orm	hibernate-hikaricp	6.6.5.Final		fda0a4a3a860fcc558378f2c26efcc3208e71942
org.hibernate.orm	hibernate-hikaricp	6.6.6.Final		602e9edce364d94c96dd35226a137a02aeeb39b5
org.hibernate.orm	hibernate-hikaricp	6.6.7.Final		48e6918a9df76349d4719051c1b8692b61c42ecf
org.hibernate.orm	hibernate-hikaricp	6.6.8.Final		27509eba4cca163b948271fe397d776ca93275b1
org.hibernate.orm	hibernate-hikaricp	6.6.9.Final		5378936c430311215b078526ac48c9a98be17dde
org.hibernate.orm	hibernate-hikaricp	7.0.0.Alpha1		217448828abf70ef989c49fe6e738089cd21c452
org.hibernate.orm	hibernate-hikaricp	7.0.0.Alpha2		83685e4edca64fa8722346993bdd50caaed2baea
org.hibernate.orm	hibernate-hikaricp	7.0.0.Alpha3		2cd2081a67fb0dc617cb0efd526209ddbe330f5c
org.hibernate.orm	hibernate-hikaricp	7.0.0.Beta1		b7bffd22bee4372aabe72a74501d57d8261dd5b6
org.hibernate.orm	hibernate-hikaricp	7.0.0.Beta2		2661b480f8dd391aab538545916dda992bd3c4ed
org.hibernate.orm	hibernate-hikaricp	7.0.0.Beta3		af7f61411d48fa7e6e3bbdb1105869842a5fda12
org.hibernate.orm	hibernate-hikaricp	7.0.0.Beta4		3014c82d57d32d22fe5f79d3a37b930d00e6e6c2
org.hibernate.orm	hibernate-hikaricp	7.0.0.Beta5		555c3e7135c3d10b6567c6ecdaee15dd1ee7e232
org.hibernate.orm	hibernate-hikaricp	7.0.0.CR1		5d2bb0874be4ec0c4b6b9173cacff0abea0bb0df
org.improving	scala-improving_2.10.0-SNAPSHOT	0.9.7		331db4338ca88e4468237f3f2d5fc8bda1f8203a
org.interledger.connector	connector-parent	0.1.0		N/A
org.interledger.connector	connector-parent	0.2.0		N/A
org.interledger.connector	connector-parent	0.2.1		N/A
org.interledger.connector	connector-parent	0.2.2		N/A
org.interledger.connector	connector-parent	0.3.0		N/A
org.interledger.connector	connector-parent	0.3.1		N/A
org.interledger.connector	connector-parent	0.3.2		N/A
org.interledger.connector	connector-parent	0.4.0		N/A
org.interledger.connector	connector-parent	0.5.0		N/A
org.interledger.connector	connector-parent	0.5.1		N/A
org.jboss.as	jboss-as-spec-api	7.0.0.Final		N/A
org.jboss.as	jboss-as-spec-api	7.0.1.Final		N/A
org.jboss.as	jboss-as-spec-api	7.0.2.Final		N/A
org.jboss.as	jboss-as-spec-api	7.1.0.Beta1		N/A
org.jboss.as	jboss-as-spec-api	7.1.0.Beta1b		N/A
org.jboss.as	jboss-as-spec-api	7.1.0.CR1		N/A
org.jboss.as	jboss-as-spec-api	7.1.0.CR1b		N/A
org.jboss.as	jboss-as-spec-api	7.1.0.Final		N/A
org.jboss.as	jboss-as-spec-api	7.1.1.Final		N/A
org.jboss.as	jboss-as-spec-api	7.1.2.Final		N/A
org.jboss.as	jboss-as-spec-api	7.1.3.Final		N/A
org.jboss.as	jboss-as-spec-api	7.2.0.Final		N/A
org.jreleaser	jreleaser-mastodon-java-sdk	1.10.0		cfce4f3bd478edd8ffc4dd12202d63f74e22490a
org.jreleaser	jreleaser-mastodon-java-sdk	1.11.0		d16798d1a415b7d465623a9d30510cd3846821b6
org.jreleaser	jreleaser-mastodon-java-sdk	1.12.0		c1a5e256c4592c25bac2cb3ec621f5f9519c03a3
org.jreleaser	jreleaser-mastodon-java-sdk	1.13.0		ab7b839aa518be70fb0981e64dc95c52d8bde330
org.jreleaser	jreleaser-mastodon-java-sdk	1.13.1		2c36c7d81f7c86aaec6048659fb0933f1a34cea0
org.jreleaser	jreleaser-mastodon-java-sdk	1.14.0		be61678669ffae570818e643b774d7a53bb6b02e
org.jreleaser	jreleaser-mastodon-java-sdk	1.15.0		68cf90584c0b30cbe553f7ea452edebe092a8b43
org.jreleaser	jreleaser-mastodon-java-sdk	1.16.0		826e14b90e64e6aaace2250b2d6a674ac40e01e0
org.jreleaser	jreleaser-mastodon-java-sdk	1.17.0		5c8c58b07c14cc932aa6156fb6b4484fa76b3309
org.jreleaser	jreleaser-mastodon-java-sdk	1.18.0		f19665eb0e900576b42e8afdcc62ca0793e84d2f
org.jreleaser	jreleaser-mastodon-java-sdk	1.3.0		733fa78ceb123b1c0eb6f02e5a2fee4c2efeb10d
org.jreleaser	jreleaser-mastodon-java-sdk	1.3.1		2e4b550bacb4e81c0354f13bf2f44c3c89adade2
org.jreleaser	jreleaser-mastodon-java-sdk	1.4.0		6c6653662173c3da477964a82ec3a8d6415e6f6f
org.jreleaser	jreleaser-mastodon-java-sdk	1.5.0		3a29fa4e5afefc9a5ca7da48b2ba5772bf930716
org.jreleaser	jreleaser-mastodon-java-sdk	1.5.1		474d4fe880fc4177c3382abe8be869a803b18278
org.jreleaser	jreleaser-mastodon-java-sdk	1.6.0		4472426cbc89136e9bfd3d5778e7e5e13e970e83
org.jreleaser	jreleaser-mastodon-java-sdk	1.7.0		461c038eabb0ca4ee7510ad82fd5498121907465
org.jreleaser	jreleaser-mastodon-java-sdk	1.8.0		9c12b25606e28bb792d02a3636e6a7681650bbfd
org.jreleaser	jreleaser-mastodon-java-sdk	1.9.0		7823d2fa69bb25838216cdd49c5f5731110243ee
org.mvnpm.at.carbon	styles	1.57.0		293a69a1aede75678a8f822adf7197b44dc64d22
org.mvnpm.at.carbon	styles	1.70.0		482ebe167b5879c6add175d8af7554608bf7277c
org.mvnpm.at.carbon	styles	1.75.0		506e6211f8eb3545c43191c45defb83198bb0ec8
org.mvnpm.at.carbon	styles	1.79.0		823c4fdd4ad392b76e98d772a6f0040221da1374
org.mvnpm.at.carbon	styles	1.79.1		9bf8b79c48fd54a0a00b383ce2e5b2e74fa6e615
org.netbeans.api	org-apache-commons-commons_io	RELEASE200		d1018ab8e55601a8c5bb6981b95b75ec7159a94a
org.netbeans.api	org-apache-commons-commons_io	RELEASE210		78660206b0e1536079ae4ed1ca5b2befee3d9b8a
org.netbeans.api	org-apache-commons-commons_io	RELEASE220		4fc89a7b413a5c1cb3aa3645fb2d09899fc29036
org.netbeans.api	org-apache-commons-commons_io	RELEASE230		c21fd1b5bd03656e6c193ca6b9f9fa428f5b4542
org.netbeans.api	org-apache-commons-commons_io	RELEASE240		0834e50acce8cc92046127cd71fdcd2504b94c53
org.netbeans.api	org-apache-commons-commons_io	RELEASE250		ea2e089b3aac3239af42441367310fc3028d7e0f
org.oiue.services.templates	org.oiue.service.template.api	1.0.0		f5a125a50a0ab1301cee3de78e6e84cf38d976f3
org.oiue.services.templates	org.oiue.service.template.api	1.0.1		57b8fb560a44fb75819e1e20b11e8a0f29cdbe8e
org.openidentityplatform.openicf.connectors	xml-connector	1.6.0		2d9bea47a566ead300d77d54d7d61c937c9b28ab
org.openidentityplatform.openicf.connectors	xml-connector	1.6.0	docbkx	709e7a4101b1c54295732c406940fa4a677182df
org.openidentityplatform.openicf.connectors	xml-connector	1.6.1		4874ec4f068a8b57950d8478f8544fa3e7742ed4
org.openidentityplatform.openicf.connectors	xml-connector	1.6.1	docbkx	26693e1fecf791b6b6bdf808911bebd0e4d00251
org.openidentityplatform.openicf.connectors	xml-connector	1.6.2		c03dd59e6897501e93373e3d88e59aaca2e4795c
org.openidentityplatform.openicf.connectors	xml-connector	1.6.2	docbkx	00968fe0a7875e0cb2dbfebb0f22ecf19a487250
org.openidentityplatform.openicf.connectors	xml-connector	1.7.0		63cb040c082ef03989971e7c8a3568dbb3ce81a1
org.openidentityplatform.openicf.connectors	xml-connector	1.7.0	docbkx	940d6cb1ee4c4973311d35db4b4e98a98a59010b
org.openidentityplatform.openicf.connectors	xml-connector	1.7.1		8e525ce0f9d2c6db91f7cf9d407f23665ae0af08
org.openidentityplatform.openicf.connectors	xml-connector	1.7.1	docbkx	6c4fa8d5f20576252fbe3a2240bd7c8d121c3883
org.openidentityplatform.openicf.connectors	xml-connector	1.7.2		467ab5a599a9d1a1965a1ad71372ddca0e7791e3
org.openidentityplatform.openicf.connectors	xml-connector	1.7.2	docbkx	1934fc83657a78fe21936d24bd9fa48eba2dbd0e
org.openidentityplatform.openicf.connectors	xml-connector	1.7.3		c6b61da1e269a4b5934a891bb6aaf856e77f348a
org.openidentityplatform.openicf.connectors	xml-connector	1.7.3	docbkx	0cb3052e7c27edc342c57451044442f0725e8089
org.scala-js	scalajs-compiler_2.11.4	0.6.0		9564bc7a32330324dbaf561452c2a48d02ba5ebf
org.scala-js	scalajs-compiler_2.11.4	0.6.0-M1		ad998a0ce5171ab707f98ebcdf1cc30afb33bd29
org.scala-js	scalajs-compiler_2.11.4	0.6.0-M2		1af3ef07cbbe27a4073eed792af3ba9e2e28b23e
org.scala-js	scalajs-compiler_2.11.4	0.6.0-M3		aba8727fb8cbb4868b68c4023907494d1a2a1aa4
org.scala-js	scalajs-compiler_2.11.4	0.6.0-RC1		b9e116c954b1c68aed7e91afcf7b2d0528b0c376
org.scala-js	scalajs-compiler_2.11.4	0.6.0-RC2		865a24ffec2a45261b58756d3af57f0b857098a2
org.scala-js	scalajs-compiler_2.11.4	0.6.1		68b90e46672de160c70ef50b5a06e71feb5e4fbc
org.scala-js	scalajs-compiler_2.11.4	0.6.10		887f65dd9e1b3b864ed6b3ac9f36c97a126651d5
org.scala-js	scalajs-compiler_2.11.4	0.6.11		f42ae2b8091a158a32b33330c7ed73e5145b4106
org.scala-js	scalajs-compiler_2.11.4	0.6.12		c64b07f1a53d412e1950a4720f56ef73e3192df4
org.scala-js	scalajs-compiler_2.11.4	0.6.13		4887e607b884201c0d2f79e55b351b8b6d187391
org.scala-js	scalajs-compiler_2.11.4	0.6.14		aa6680643eac51fea638830515965e0ac2629583
org.scala-js	scalajs-compiler_2.11.4	0.6.15		165aecee3b6162935f8f340e8f022846ec1cd8e8
org.scala-js	scalajs-compiler_2.11.4	0.6.16		18f677724725fa7214220574d3acf190cd2ebf79
org.scala-js	scalajs-compiler_2.11.4	0.6.17		e8d23d5512b13930a48a4d292a5e08debf7d705e
org.scala-js	scalajs-compiler_2.11.4	0.6.18		5e445dd7ed69c514ff28c87f6509f00f0fb24573
org.scala-js	scalajs-compiler_2.11.4	0.6.19		2794ca9f3ed080f572d6b50197138029df609951
org.scala-js	scalajs-compiler_2.11.4	0.6.2		cf3270ad0b8e87d9bd07235fb2a71dbc09fa2619
org.scala-js	scalajs-compiler_2.11.4	0.6.20		ef4dfd61916d0c4d084302979076b43b54bfc4cc
org.scala-js	scalajs-compiler_2.11.4	0.6.21		ffd43795897429cd6e5845e529ae2c3d59aa012a
org.scala-js	scalajs-compiler_2.11.4	0.6.22		a4cf01b8c1c2183659d716ac02f49645d14327e3
org.scala-js	scalajs-compiler_2.11.4	0.6.23		a7555a4fb6dc51515cf5f8111978bd3296f94798
org.scala-js	scalajs-compiler_2.11.4	0.6.24		8b040cde142c11cdb0f27dc3be795a78ea4ea15b
org.scala-js	scalajs-compiler_2.11.4	0.6.25		062b2c7efa06b137feadbb4caacf50b2699dcaec
org.scala-js	scalajs-compiler_2.11.4	0.6.26		e3d2e05b19f51a95f50985633b89f60ae3d812cb
org.scala-js	scalajs-compiler_2.11.4	0.6.27		bf7dc0f51f7ca6164e8d194b1577234ba3ada0ac
org.scala-js	scalajs-compiler_2.11.4	0.6.28		90740504d689964452003a296d71c5aa6248db00
org.scala-js	scalajs-compiler_2.11.4	0.6.29		be5a43719bac276d3a04322a4d32d67302e33514
org.scala-js	scalajs-compiler_2.11.4	0.6.3		d0967a412f0a4249654bc6e047bfa5aaf0dc435f
org.scala-js	scalajs-compiler_2.11.4	0.6.30		1d97fa854db916d9cf8eb020aa302a898a79e1d9
org.scala-js	scalajs-compiler_2.11.4	0.6.31		5c617fe68e3ccadee15c65cd7a102929dd00bf51
org.scala-js	scalajs-compiler_2.11.4	0.6.32		c4e01959450618794c9e91aa21b6f65a5b538c12
