cc.concurrent	config-parent	0.1		N/A
io.ktor	ktor-network-tls-tvosx64	2.2.0	metadata	800abe249113f5ceabab799a333bbe29c5ffa18a
io.ktor	ktor-network-tls-tvosx64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-network-tls-tvosx64	2.2.1	metadata	8bf37f4d1d316e20c884f5501d2c27c98a276187
io.ktor	ktor-network-tls-tvosx64	2.2.2		c5e988360d0d3138952169beaf37f521132a5f03
io.ktor	ktor-network-tls-tvosx64	2.2.2	metadata	a57c5b5a10faaa0e509d53a1422ea704c55f1e18
io.ktor	ktor-network-tls-tvosx64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-network-tls-tvosx64	2.2.3	metadata	135f99c872a08457c11656cd273ecebfdc7a74b1
io.ktor	ktor-network-tls-tvosx64	2.2.4		b2b32f4ed963655a4da37589ef0a31f1bd0deb79
io.ktor	ktor-network-tls-tvosx64	2.2.4	metadata	e6da05b22994d2170f0c6df3fa509170e56a394f
io.ktor	ktor-network-tls-tvosx64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-network-tls-tvosx64	2.3.0	metadata	5498aa30edb1bb8002119153d37a2b9e10acd17d
io.ktor	ktor-network-tls-tvosx64	2.3.1		15efc70f2c6da24075097f9b8f3af18191b1f21a
io.ktor	ktor-network-tls-tvosx64	2.3.1	metadata	96a708e918dac30aaf8b8b5bb39706d5632625dc
io.ktor	ktor-network-tls-tvosx64	2.3.10		2dac9cdf2b19be7a037d136e639b2b813c468151
io.ktor	ktor-network-tls-tvosx64	2.3.10	metadata	c781aff6ce24b4056b12a3d8fa5d777e9d0f5155
io.ktor	ktor-network-tls-tvosx64	2.3.11		d6e1bf7fc9e6ef5b53baccf82fdc8f5229259e23
io.ktor	ktor-network-tls-tvosx64	2.3.11	metadata	82933d2c325478413b1dc154d870982ddec1d4dc
io.ktor	ktor-network-tls-tvosx64	2.3.12		1fcfd6f7601e9a5e16d3e7de6868edf2fc22c891
io.ktor	ktor-network-tls-tvosx64	2.3.12	metadata	264ca08c156b4bb3d99baa3111a00d8fc087c835
io.ktor	ktor-network-tls-tvosx64	2.3.13		832d171e17684e39560a7b80b4df63ed951e8bb3
io.ktor	ktor-network-tls-tvosx64	2.3.13	metadata	e479f06ba27a4da2829ad4b3fbd572c17edfb67d
io.ktor	ktor-network-tls-tvosx64	2.3.2		618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-network-tls-tvosx64	2.3.2	metadata	9efa9b4005275291d3a04c63aa1c5bbbea899bb1
io.ktor	ktor-network-tls-tvosx64	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-network-tls-tvosx64	2.3.3	metadata	679f6cf273e21145a7c6831efd413062ac40458e
io.ktor	ktor-network-tls-tvosx64	2.3.4		d730af52ef74c69a4b475bec3b4c42692fa4f92d
io.ktor	ktor-network-tls-tvosx64	2.3.4	metadata	2460d967c0f72d57467b1b31ecdb69a01dc69b60
io.ktor	ktor-network-tls-tvosx64	2.3.5		63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-network-tls-tvosx64	2.3.5	metadata	2be8476f24fa31f3400050e8579012a1fc8f9c35
io.ktor	ktor-network-tls-tvosx64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-network-tls-tvosx64	2.3.6	metadata	2426e97e6db88c031149b1c4365a4a3858be723a
io.ktor	ktor-network-tls-tvosx64	2.3.7		59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-network-tls-tvosx64	2.3.7	metadata	f3f8d2f783f9bc78670920caefa6eff85a869956
io.ktor	ktor-network-tls-tvosx64	2.3.8		e002f97ad5409817f668fb235b6d562b80a78069
io.ktor	ktor-network-tls-tvosx64	2.3.8	metadata	f16ab4ee4f822c5688945cab1def04ff0f1fce03
io.ktor	ktor-network-tls-tvosx64	2.3.9		594b5b050513d60ee004f704220412aa2cc251be
io.ktor	ktor-network-tls-tvosx64	2.3.9	metadata	760373a88f66030a7f475ab591228dcec4668f80
io.ktor	ktor-network-tls-tvosx64	3.0.0		1bd321326e0af8be0f0a49273cc1aff5c47f4bfe
io.ktor	ktor-network-tls-tvosx64	3.0.0	metadata	78d821d2e960f30da26f340e48b4a61f473858f3
io.ktor	ktor-network-tls-tvosx64	3.0.0-beta-1		e8dc9ce2ca71a6dc21db763ea15882307701192c
io.ktor	ktor-network-tls-tvosx64	3.0.0-beta-1	metadata	c3359652ed01839bce0ad94248ce9fe3a3b9ac53
io.ktor	ktor-network-tls-tvosx64	3.0.0-beta-2		b66e9a624199fa2fbbc31c31b250479f71f52ff7
io.ktor	ktor-network-tls-tvosx64	3.0.0-beta-2	metadata	54b088555dc014f72e225936ccc96b3a550533ad
io.ktor	ktor-network-tls-tvosx64	3.0.0-rc-1		40107f1c5360c90997d3572d5ac4d7e11048c30f
io.ktor	ktor-network-tls-tvosx64	3.0.0-rc-1	metadata	cdc1a2eb2be9939ac8e88d5337e7cc1fba1b2cdb
io.ktor	ktor-network-tls-tvosx64	3.0.0-rc-2		0ab1876d321613b56e858ceaa37e328d9af79baa
io.ktor	ktor-network-tls-tvosx64	3.0.0-rc-2	metadata	0ab1876d321613b56e858ceaa37e328d9af79baa
io.ktor	ktor-network-tls-tvosx64	3.0.1		8928046e91cd25d2643ce160a26f8e1a44d7340d
io.ktor	ktor-network-tls-tvosx64	3.0.1	metadata	3ca9963f173fb473ba83b969434fd23b4d9bc841
io.ktor	ktor-network-tls-tvosx64	3.0.2		d18a47e09ca06e7eba4b6eebc04961270223ab80
io.ktor	ktor-network-tls-tvosx64	3.0.2	metadata	23e0d227ae5eacdd3cac5ad09e62f8fd3b2749bc
io.ktor	ktor-network-tls-tvosx64	3.0.3		7327df912cbc87fce2d8b0a47b37663705c9116c
io.ktor	ktor-network-tls-tvosx64	3.0.3	metadata	38e97fc15b686fbbbd351c95371a40eceb8bbc8a
io.ktor	ktor-network-tls-tvosx64	3.1.0		b72843415bb00ed956050c970c2a5db9b401fdc5
io.ktor	ktor-network-tls-tvosx64	3.1.0	metadata	358b108ac0272a0be4dc4fc7325b260d60395a35
io.ktor	ktor-network-tls-tvosx64	3.1.1		a527dce7ca64380d35b918fa0efa72837a688150
io.ktor	ktor-network-tls-tvosx64	3.1.1	metadata	1088f8eeb502584b8027645f641706a86a283ff1
io.ktor	ktor-network-tls-tvosx64	3.1.2		01eedc9353d0ea742f05f53a18e5a0b018cf449a
io.ktor	ktor-network-tls-tvosx64	3.1.2	metadata	cef8b82624a0b4a0809dc6201a26a62695b95079
io.ktor	ktor-network-tls-tvosx64	3.1.3		58eeda8be0c4447e39576c3e89608c90df5788d3
io.ktor	ktor-network-tls-tvosx64	3.1.3	metadata	055a7a151172621970a08e6a41eb015064a82de5
io.micronaut.openapi	micronaut-openapi-bom	4.10.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.3.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.4.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.4.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.4.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.4.3		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.5.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.5.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.5.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.6.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.7.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.7.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.3		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.4		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.5		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.6		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.8.7		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.9.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.9.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	4.9.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M1		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M10		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M11		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M12		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M2		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M3		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M4		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M5		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M6		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M7		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M8		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.0-M9		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.0.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.1.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.1.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	5.2.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.0.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.0.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.1.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.10.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.11.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.11.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.12.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.12.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.12.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.12.3		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.13.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.13.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.13.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.14.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.15.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.2.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.2.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.2.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.3.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.4.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.5.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.5.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.6.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.6.1		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.6.2		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.6.3		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.7.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.8.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.9.0		N/A
io.micronaut.openapi	micronaut-openapi-bom	6.9.1		N/A
io.patriot-framework	docker-network-simulator	1.1.0		269ecdb789e802ca5f0a5f2168d43553a08759ca
io.patriot-framework	docker-network-simulator	2.0.0		607680ffd2760d4b701d518c68f0520297588e8d
it.shifty	datamask	0.1.10		c17da3cf33a7583695725e9f08a9b6166a5692b6
jcifs	jcifs	0.6.5		1bcc44f866637432c8248f68b08c95888a24d3d5
jcifs	jcifs	0.7.0b12		ff8c95847ef6fe68cfdc07726d70549c1c5ab103
jcifs	jcifs	0.7.0b5		cb4b11079542adbb1da9607c80722de359f65cfb
jcifs	jcifs	0.7.3		9a224928222a2b4dd3a5392d2bb84ea7b4a07c38
jcifs	jcifs	0.7.8		7f0c8df9794e7bebde25fb390bc49ba8ef52a1f0
jcifs	jcifs	0.7.9		91237855fa9ff6f2506c5bae7e3ef2da1b52c267
jcifs	jcifs	0.8.3		b6f5dec2419063490845b7ed8458339fb82b8c55
jcifs	jcifs	1.2.6		N/A
jcifs	jcifs	1.3.17		60e3805e7bcfe96bf1f1907b821d251cc9d789ec
jp.wasabeef	takt-no-op	2.1.0		N/A
jp.wasabeef	takt-no-op	2.1.1		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.1.4		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.2.0		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.2.1		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.2.2		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.2.3		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.3.0		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.3.1		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.3.2		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.3.3		N/A
net.databinder	unfiltered-web-toolkit_2.7.7	0.3.4		N/A
net.guerlab.cloud.user	guerlab-cloud-user-auth	2022.0.0		N/A
net.guerlab.cloud.user	guerlab-cloud-user-auth	2022.0.1		N/A
net.guerlab.cloud.user	guerlab-cloud-user-auth	2022.1.0		N/A
net.guerlab.cloud.user	guerlab-cloud-user-auth	21.11.0		N/A
net.guerlab.cloud.user	guerlab-cloud-user-auth	21.7.0		N/A
net.guerlab.cloud.user	guerlab-cloud-user-auth	21.7.1		N/A
net.guerlab.cloud.user	guerlab-cloud-user-auth	21.7.2		N/A
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.10		2f0e45a1be741726e8e70f3b43f1b3c8f8b1e5a9
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.11		1a5f03c4d76309c8db2c3c97894385eceacbc85a
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.12		1b0cda803044961decbb6d7d9ba5ce1f29a5fde0
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.13		7bc8fa0fc69894ba1d7b2f7d86e8ec0b0dc3f9f2
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.14		aad8041af399560ca16c01e9ff4e08fef5880f75
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.15		41eec3f6ea80ac168a311f6cf1990d46400dada3
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.16		b9171d326d04b188b15cce4b3cde2dc9bd7fee54
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.17		ab26b4acde1e64bd6f529b1770466e469b045ddd
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.18		bf1cde1b189c4fbd8939e1ec2650e31d19fadd8f
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.1.9		34a5fffed41f1900918a1d43be6d8ca0a0222c5f
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.0		066cab4a0b25de2bd98e00e194a8a5d27bb17ef3
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.1		92136b3172b0104bbadb27442719f8577961d4af
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.10		b77ad2cc86f579c7cf3b9f90f2c9eb33d17b4350
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.11		4322bdcf306f041e55a469ca542d1ed55f7cf3e0
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.12		eae463f9b6b885ae9464f4c88d048c5b2e85072c
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.13		9c5dfe0d700e99b3ae444a461f59cb77cb3d5c09
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.14		1a4b6554a52682b20d2ae955df5af6b66dc56240
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.2		3a5d38865ce1cc4906c37a0e8f4e8ec703f0fd81
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.3		907bfa34521f953a7f829d328eaca4939eb28f9b
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.4		7e96fd42c9ddd1ed03337cc0ef787071e1405956
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.5		750f48b1f6e0bbedcd9d142c2547291a0a7d60f2
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.6		89e4ec7b04fb0a63a35b859baa92fd2ac5c97c16
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.7		c8144dc42d81845bc070cd4d08f576ca0b1b9407
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.8		80dba4c80e7e11eeb0cfafeb0c1ea317633608da
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.2.9		3cdf48d6782722a0bc1eba7da795823dc39d092b
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.0		2cef7da346f1daf71608a6327a9f8846ea9d2289
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.1		59d854fba1019c801d0373c43971e8446f3afb94
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.10		739212a7531b4350400c751d83f3cdae1a76e7d0
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.11		3a11ba3ce5f685ad496dbc73f7d974d55374378a
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.12		23a3f32829821a750128d7b3f164ca05d592eafb
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.13		5df1a2bcdd3715c0242474835b934e9ebaeb52d6
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.2		11d2ac9efa6c01dfe2fd8b767a9c5f6b5bf15d64
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.3		e74e22c6d09e7cfb1231f3e453c845cc3b733c95
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.4		b83615d85179a0ed54321130013e08fbfa3d5d13
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.5		16adc96a20152997e1840bcb4cf302d4d08f3909
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.6		6987f3bb2fed82893946e9a1629b6d45c2dbd3a4
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.7		6a6f8204f7d7d6b4104a3fa649e234cc4904b368
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.8		d329db1c8c0820cefe7cd6a007abb3d1a0ff4c41
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.3.9		fd370ef93abf142be0716650739b09610f2c54c0
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.0		c7fc6af326b35ca81ea8747f4490081d7c1e204d
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.1		74302ec5dbddf1d7a73c474d8d633a68db1bda19
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.10		ca45330a37da10572a5d2dd863d6798a681e49ad
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.2		dca30e152c701f0a855148fd7aba605864c7a3b4
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.3		96704abc8761288932dc1c225076ff53575eb913
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.4		9555ffbd8385cd7019bd48ddb46f8e3e6d0796bd
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.5		ce5f7920f86cb4579b9920ab83b37b30ca78c0d3
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.6		5a282991c7093f24cff5e170e3e2d78bd3925531
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.7		6364d183966b05a92f81d56325f3ad48eaec9c1e
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.8		05c78785224c09ea6fa86e7374f83cd2a6d7e283
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.4.9		389cd925fb7adaa1540fbf1907c35b57203ea3c8
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.0		99416a95c3edfe9c413d5c0e6e65cd09c4a79774
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.1		d6710bfd8a8b8d3f3273fe735907f1d6819a3351
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.10		c5a58694565d2e109b07b25272a0c6a209038ae3
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.11		735490dadd638b3e1d90ea36000125951fa08054
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.2		4fdc75f61b7494a8ca3921de49c128eec26d827b
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.3		81ddf1459cde4e698a415c221a7b9427c81675dd
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.4		99d39430f4f1afffdf2c667b6366b0c6e8c241c1
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.5		d5b4dc8c82491f39e39b38b81dee039831ae58ad
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.6		969136b737fd2995841465066cb6cbdafa6f4139
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.7		44d1f079ea88933da52216d871a326812f9aa3a1
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.8		198a7515dcd75445ecc29d86f1eac981a3388002
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.5.9		c92d95361c6e631011344f60aa551808182a481d
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.6.0		e11356d0172ac544e5f2a9414d52e0897872755a
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.6.1		638d30d7aa08626307eb52d2eafb09baedcc62b3
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.6.2		fd147b938deb421c8d3f1c4000a52e30e9c57c09
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.6.3		c7d01a86f03fdd7c717db7200e5cabec292666cd
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.6.4		3e0bf532742a06d4d16c1b4f22853f6e2c501bc8
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.6.5		1891937541e7c0dba02be4a9d8377ed43b162593
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	3.6.6		0d4ede2d1137081e85a3444cd03527f60dfac05a
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.0		1559f2cd5bc6e667e05341e78fa84c833fd24e76
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.1		ce27735851160a56b8d58e6e1386ff7b6ed6e73e
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.2		e85f8d0221ac17abe12e4611329e6feee218c7c3
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.3		e5c65293a8322bc01dfb969b1b315e5442649ac8
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.4		2b2079751857ce5dbcfc3b23dd4b02a589d83b2f
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.5		d0780f291460a5c25d2f93e62eb3302b95c120e2
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.6		804062248f7162a242b7a6c8f56c5a9971937fa4
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.0.7		a03d74640b9d6f1eda78c30d30bc9a6fb382f8de
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.1.0		dec1f3025771d32908009bbc8db86e27717a0106
org.apache.cxf.systests	cxf-systests-cdi-weld-no-apps	4.1.1		aed40c9c85cc8770880163ba111b920324874c0f
org.apache.felix	org.apache.felix.prefs	1.0.2		af1f831a1cc506293934e35ec5a4848d196c3a68
org.apache.felix	org.apache.felix.prefs	1.0.4		4d9d5f2e6404cd48855325339497af92d7604cbf
org.apache.felix	org.apache.felix.prefs	1.0.6		554a6be00c61bb46014261c222cabc49166d1098
org.apache.felix	org.apache.felix.prefs	1.1.0		b07ff338b7fcbc5e723bb9a3ca431ecee714c79f
org.apache.flink	flink-connector-rabbitmq-parent	3.0.0-1.16		N/A
org.apache.flink	flink-connector-rabbitmq-parent	3.0.1-1.16		N/A
org.apache.flink	flink-connector-rabbitmq-parent	3.0.1-1.17		N/A
org.apache.nifi	nifi-property-protection-aws	1.16.0		34d7a444b94383b93c73d579e3c23508e6b90899
org.apache.nifi	nifi-property-protection-aws	1.16.1		3c72919a8cf704e8962203909f568266386731d5
org.apache.nifi	nifi-property-protection-aws	1.16.2		f90bf13ddb246c471463a26fdc9c2ce5083acf75
org.apache.nifi	nifi-property-protection-aws	1.16.3		cf057d74325d2daa0f77b37deba1466cecae3e27
org.apache.nifi	nifi-property-protection-aws	1.17.0		cd6d2015209bd1f782b96753f62ea58afd6267a4
org.apache.nifi	nifi-property-protection-aws	1.18.0		7247ae809341582a629c8eff3706874c6f19bb9e
org.apache.nifi	nifi-property-protection-aws	1.19.0		3ead2521295ee90d42f60a4ebb6baedf2a65d502
org.apache.nifi	nifi-property-protection-aws	1.19.1		14bdc29770ca70dcb00e85d55c6a4bc9b201096a
org.apache.nifi	nifi-property-protection-aws	1.20.0		7e3918dd5e2fa0e846975707866101e9c85fa220
org.apache.nifi	nifi-property-protection-aws	1.21.0		3d4b1395ffae1fcc338060e72910fb047c1aed41
org.apache.nifi	nifi-property-protection-aws	1.22.0		7a6142209355ba1976cd572f864e7fbe2c8ee09b
org.apache.nifi	nifi-property-protection-aws	1.23.0		a68a696515b99f5040bc9ed7ea103ac7d52f62bb
org.apache.nifi	nifi-property-protection-aws	1.23.1		0fe14bcd802b0441bf8427dd543b2995f1e97c13
org.apache.nifi	nifi-property-protection-aws	1.23.2		4f32b23b1a6ee0267ed9d54b25e0b23c727906d8
org.apache.nifi	nifi-property-protection-aws	1.24.0		7fc89b1c1746f4b8d02fd36a655ad1cba81c73fb
org.apache.nifi	nifi-property-protection-aws	1.25.0		7392af74305105be9b0a1bc15b6648b3a630622f
org.apache.nifi	nifi-property-protection-aws	1.26.0		872d84d50fe2bd6614cdefb1632448e50bf1b370
org.apache.nifi	nifi-property-protection-aws	1.27.0		b856bbae2e0852304aee9773bca1e20ecd0f262e
org.apache.nifi	nifi-property-protection-aws	1.28.0		987ee2a72e6e50d41638f6d7fdad206c3bfce1eb
org.apache.nifi	nifi-property-protection-aws	1.28.1		df53bfe9782d1b5ca694cd8193af26849262e83c
org.apache.nifi	nifi-property-protection-aws	2.0.0-M1		3eec242fc843cbcb7c20309a5e5502ec04515ab1
org.apache.nifi	nifi-property-protection-aws	2.0.0-M2		7c0031088c35bc1cefc3e9590c5102dec2e5b361
org.apache.nifi	nifi-property-protection-aws	2.0.0-M3		fa9e6af2c7f7ad1031ce05afe894cc40338f7dc1
org.appspy.perf	org.appspy.perf	1.0		N/A
org.appspy.perf	org.appspy.perf	1.1		N/A
org.bsc.maven	gitlog-jira-utils	6.20		fa213ec9c0a41735b152ec2d35770c3b47712fb8
org.bsc.maven	gitlog-jira-utils	7.0		286c85708b7ac3b3f9914f6fa5f50b3741dbf831
org.bsc.maven	gitlog-jira-utils	7.0-beta1		16ac338009e86dc91c7076c09a2d52e5009b4061
org.bsc.maven	gitlog-jira-utils	7.0-beta2		328bb104ce187ff6d73156ba5a3cb89f1c6d45c5
