cn.bingoogolapple	bga-menu	1.0.0		N/A
de.telekom.eni	horizon-core	4.0.2		7537e0b9d338babb22b6326a2a3c5caf5f798f81
de.telekom.eni	horizon-core	4.0.3		3de4b9501f95609e822e587d5e3ae603ab064002
de.telekom.eni	horizon-core	4.0.4		a49028315b954fbf5f75dcbaf2a77edc9f1c5279
de.telekom.eni	horizon-core	4.0.5		827544ae72abfcd04d223381fad9dd8eb276aadd
de.telekom.eni	horizon-core	4.1.0		8813c6ac608fa867720d04b81d7021d5efed1b12
de.telekom.eni	horizon-core	4.2.0		688fbb5c879958483ebafe52ce464dc23b16c9db
de.telekom.eni	horizon-core	4.2.1		cadb8d20ac7f5ccf24d7c94afa9dc052018fa401
de.telekom.eni	horizon-core	4.3.0		f92704f7981b62eb62086554b5096a016257cefd
de.telekom.eni	horizon-core	4.4.0		eba163da71d3dc03fa84c421f2d3d6a378629237
de.telekom.eni	horizon-core	4.4.1		144a55a42073c52ebb4027510f7e5587eabcb4f7
de.zazaz.iot.bosch.indego	bosch-indego-controller-lib	0.7		c0ec2d08f1ffef93fe163c0b50271dfc117883f6
de.zazaz.iot.bosch.indego	bosch-indego-controller-lib	0.8		d82f92ee0786bf8c4b14fc75bc271643da76831a
dev.inmo	tgbotapi.core	0.32.4		0aabe0617d8aada02ef749344860891352ce7228
dev.inmo	tgbotapi.core	0.32.5		65dfc72d872f7f5eea8f434b7fe11b338399c462
dev.inmo	tgbotapi.core	0.32.6		d9b8b2a761d20e953edd24f6691a16eb0f8e652b
dev.inmo	tgbotapi.core	0.32.7		ab672ac1de0db05644b904a3bcd8993085ed9e09
dev.inmo	tgbotapi.core	0.32.8		f58eebde4f77474eeec6430596e72f8e29b5319a
dev.inmo	tgbotapi.core	0.32.9		4df892fd9e290393959f7406ae140979e3847606
dev.inmo	tgbotapi.core	0.33.0		1323df51e05b247fcef1c2c49d42c03181067d0d
dev.inmo	tgbotapi.core	0.33.1		bcb91e53d80189bc78b48820567da66d2e470677
dev.inmo	tgbotapi.core	0.33.2		a3b1c9ba0d694545701ae67a342d179c9a0c42ee
dev.inmo	tgbotapi.core	0.33.3		279bafb602fadf61be9a63d408bb279371f6c205
dev.inmo	tgbotapi.core	0.33.4		4a180e4eb7534004704f7e5506474ce433ba87b2
dev.inmo	tgbotapi.core	0.34.0		f725552a1035dbbf2a0f22c3d42e65550b4baa04
dev.inmo	tgbotapi.core	0.34.1		2d890b5b1f6a5116bd0ed788f918a54ebdc1b3fd
dev.inmo	tgbotapi.core	0.35.0		f4682bda047de2f8aaeb2663ae5c90098f383b3e
dev.inmo	tgbotapi.core	0.35.1		f353dcb10c7cfed1de63eb2569c90c9aa7de899e
dev.inmo	tgbotapi.core	0.35.2		00df032902e0cc6fc5f08a842c4babbdb0d69aeb
dev.inmo	tgbotapi.core	0.35.3		e160ba0908e6ae98ad40c98b04da9d2cbc8398b2
dev.inmo	tgbotapi.core	0.35.4		291961c617ee413d63ae8f140f345aac1696167f
dev.inmo	tgbotapi.core	0.35.5		8f4fc475566033b34a8be58125dd8859c5612bff
dev.inmo	tgbotapi.core	0.35.6		b7803847e22a278423fca0369858a9259ca19afd
dev.inmo	tgbotapi.core	0.35.7		8e06a16e71cf8c5bb7f858405d55808ef08f67c4
dev.inmo	tgbotapi.core	0.35.8		a5b11ca8b2dd44572f740cd6f3b7a93031471d16
dev.inmo	tgbotapi.core	0.35.9		e7a21748ae1c1a1dc46fed6e0e6fc5bd20ce9237
dev.inmo	tgbotapi.core	0.36.0		77b5c0c1aab6e416cba9ea88edf37ff900fe1f2c
dev.inmo	tgbotapi.core	0.36.1		060d02dcbca267044cfc86e8f891f44e2559719f
dev.inmo	tgbotapi.core	0.37.0		13defe5eeac7cff40b637fb2afa97dc2c6cf602b
dev.inmo	tgbotapi.core	0.37.1		17ababdcba8ee96aa65d38df0f6fc7d98e5d29c4
dev.inmo	tgbotapi.core	0.37.2		a22b78ca186be2fb9ce8197c6becae9094fe932a
dev.inmo	tgbotapi.core	0.37.3		d75e26f18f37c210c187a145a2e9ce4294935753
dev.inmo	tgbotapi.core	0.37.4		97a04ef1a997a7618d3c7d5850d4b5538d62abe2
dev.inmo	tgbotapi.core	0.38.0		df1668c2cc58f7de9fd468e0ce99c2d21d5f697e
dev.inmo	tgbotapi.core	0.38.1		86891964fc54c4476fbdfd32c26b8b2d0b438b39
dev.inmo	tgbotapi.core	0.38.10		786bc8a0d98781ccb8a0ad0602bda5d3ed30fddc
dev.inmo	tgbotapi.core	0.38.11		212a58e5e056432913eb03b0d759083854689613
dev.inmo	tgbotapi.core	0.38.12		bfa8bb6bd0a5ac992d66c6e2dc6598f002a3d970
dev.inmo	tgbotapi.core	0.38.13		285f3f50278eaa27edf0cd60e1c8eecbe5e60977
dev.inmo	tgbotapi.core	0.38.14		6fa80034371e6ad7209d86a273becac523ba5193
dev.inmo	tgbotapi.core	0.38.15		c853dce073ff7d0e125db533224b7baf5d24bacd
dev.inmo	tgbotapi.core	0.38.16		ee36726b6b55e657e5f4f38df8d0672da5e2099b
dev.inmo	tgbotapi.core	0.38.17		f239c4c114c83121ce414b580ed67d54614ba5a3
dev.inmo	tgbotapi.core	0.38.18		201c8e1a3fcfb818f6aa4a6315a7c9900117780d
dev.inmo	tgbotapi.core	0.38.19		3ee81ead7026e48cabefdd04f1c612385185e7d1
dev.inmo	tgbotapi.core	0.38.2		4191066760ffaea6986d0096166baee845f6cbc4
dev.inmo	tgbotapi.core	0.38.20		92858ead902f9de10cf0c213141cf7b5eda86766
dev.inmo	tgbotapi.core	0.38.21		b2954fa0b9e1ace068b1ae9890c24370db203274
dev.inmo	tgbotapi.core	0.38.22		bd2e3f2a6d99051e18fc586282be7812feec8da5
dev.inmo	tgbotapi.core	0.38.23		b922ce46831690631428e29fb5efc747dbd6c5ef
dev.inmo	tgbotapi.core	0.38.3		cdd7607e7795ab69bba2ff50d78108590f2a6ea7
dev.inmo	tgbotapi.core	0.38.4		432448db7814ee6a7d1c419bc1ce8690f98c1e3f
dev.inmo	tgbotapi.core	0.38.5		bb7b6bdc348ce7298a13dac44782bfe61f730f1a
dev.inmo	tgbotapi.core	0.38.6		dfb4262abbfe95f6dadfc23e396367f27ddea3f1
dev.inmo	tgbotapi.core	0.38.7		38acac6e4ffb27656de7dad751969d2d5e01b832
dev.inmo	tgbotapi.core	0.38.8		59b4f2d15223ff41cc49cade69c88615feb59ea1
dev.inmo	tgbotapi.core	0.38.9		65d089837080a2813e927d5aaf32b974e6c80805
dev.inmo	tgbotapi.core	1.0.0		3996e9206221da91da4ace21f30721c741e68761
dev.inmo	tgbotapi.core	1.0.1		ce06c53eb4349e716437530a28f0f5881b1324db
dev.inmo	tgbotapi.core	1.1.0		3ef73d6b7805ce7aa37fe78ae2838211a5973143
dev.inmo	tgbotapi.core	1.1.1		ed013d2b99da14e28550b3c018600107d3f51f0c
dev.inmo	tgbotapi.core	1.1.2		d715f97ab6e72d1c779b2fb31aecdfbf2b48b84d
dev.inmo	tgbotapi.core	1.1.3		6173900ba8ef57fa4f88d992bff7c65a9fceff0a
dev.inmo	tgbotapi.core	10.0.0		27e3eeb1bbc7c45da9577588738136d6786252a4
dev.inmo	tgbotapi.core	10.0.1		27e3eeb1bbc7c45da9577588738136d6786252a4
dev.inmo	tgbotapi.core	10.1.0		b1a360b00c819c8e56550d8ca6653334da4ec786
dev.inmo	tgbotapi.core	10.1.1		b1a360b00c819c8e56550d8ca6653334da4ec786
dev.inmo	tgbotapi.core	11.0.0		d61eb0aa57908c86db8429e884b0d5f29bf24d0d
dev.inmo	tgbotapi.core	12.0.0		95016f3368acd5a73339baeaee4ba04a16f3386c
dev.inmo	tgbotapi.core	12.0.1		95016f3368acd5a73339baeaee4ba04a16f3386c
dev.inmo	tgbotapi.core	13.0.0		bcd0ed16121469c4db15e2c91b60cc5b313db52b
dev.inmo	tgbotapi.core	14.0.0		adb2bad02dfee36d343de2269868bb3e52da4f01
dev.inmo	tgbotapi.core	14.0.1		ebfe3c5606419b314f89af3a5d3875de13eb2608
dev.inmo	tgbotapi.core	14.1.0		ebfe3c5606419b314f89af3a5d3875de13eb2608
dev.inmo	tgbotapi.core	15.0.0		95b453c38a7b2bd849e2028a42126f556e281b02
dev.inmo	tgbotapi.core	15.1.0		a4f6a703502a25bd7ee9ec1c1ca246f4bae3fb27
dev.inmo	tgbotapi.core	15.2.0		8e14f7336390dca55ccab9dbbe4c872427c4a6f7
dev.inmo	tgbotapi.core	15.3.0		8bbfb489fbaa14bb6622b23396cddf1aa8a4a62d
dev.inmo	tgbotapi.core	16.0.0		c812411a3294e19eedfe63000f671cfee9cf4421
dev.inmo	tgbotapi.core	17.0.0		6a65f0cffd515580c1b3183f1422405a422d9eaf
dev.inmo	tgbotapi.core	18.0.0		56744e9e81702d3d5ded000ade1a0a87f2451c0a
dev.inmo	tgbotapi.core	18.1.0		56744e9e81702d3d5ded000ade1a0a87f2451c0a
dev.inmo	tgbotapi.core	18.2.0		7c4d6f89e82830e404eba612ff9254e905b1f20d
dev.inmo	tgbotapi.core	18.2.1		7c4d6f89e82830e404eba612ff9254e905b1f20d
dev.inmo	tgbotapi.core	18.2.2		f53b0e0eb55917cfd6f75633d6846f89dc028493
dev.inmo	tgbotapi.core	18.2.3		c6c2a8fbe79b3b8256739e08d1bc73cbfe076400
dev.inmo	tgbotapi.core	19.0.0		be33b474e89febd7e7088c2d87b10e9afab8d092
dev.inmo	tgbotapi.core	2.0.0		f08e61a670517d417493200ca11f2e18108bb148
dev.inmo	tgbotapi.core	2.0.1		bc419ec4ed9d121d74ad2ca3d337a82783e8e745
dev.inmo	tgbotapi.core	2.0.2		e8f11d814e1ea18e4886b4c069be79c5dfbd1580
dev.inmo	tgbotapi.core	2.0.3		e52a63e4a89cd358992c98b8044a5444992d1d37
dev.inmo	tgbotapi.core	2.1.0		95151c83a1ef03ed2548e79cfd38f7c24d8fc36f
dev.inmo	tgbotapi.core	2.1.1		cc79a8f39067e73b931e048c71ced1ff582f347b
dev.inmo	tgbotapi.core	2.1.2		bdc14e8c0ff2abb7ed421cef4e8e148c9e028f46
dev.inmo	tgbotapi.core	2.1.3		6c7f8499bc8a096628d219cb5a971df0f8bbe674
dev.inmo	tgbotapi.core	2.2.0		1ecc790117467c81ab9e9f686fb3fd86135b38b4
dev.inmo	tgbotapi.core	2.2.1		37be696f99982c15edc28b5a6745e26f093b6d95
dev.inmo	tgbotapi.core	2.2.2		a2ca579439722cc5160f70aff3a3acf115e8dcc1
dev.inmo	tgbotapi.core	20.0.0		0c268c0810d1e2f5531d5d366b35f1b1fb692c6e
dev.inmo	tgbotapi.core	20.0.1		3b6f111b83316dbd04b09f832545b85d41b4336f
dev.inmo	tgbotapi.core	21.0.0		a513da2a61ed9227b526bcb2ba947cffd11ca2ed
dev.inmo	tgbotapi.core	21.0.1		db10c1671eba0366cbf13f9b4c416d55adcf4b6b
dev.inmo	tgbotapi.core	22.0.0		c4f903adc04682e903f69137b811c89434a6f17d
dev.inmo	tgbotapi.core	23.0.0		a1f207b2758c11148d4f54038576250f4683cc2d
dev.inmo	tgbotapi.core	23.1.0		6dce3eb71db3724efc7e07d3aa83a5a5a3ba03bb
dev.inmo	tgbotapi.core	23.1.1		6dce3eb71db3724efc7e07d3aa83a5a5a3ba03bb
dev.inmo	tgbotapi.core	23.1.2		e7c3e608a3758cdf14036e96f89ebc76c7237838
dev.inmo	tgbotapi.core	23.2.0		c8503122a503ddafc58d362cc5020dc91bbf9b55
dev.inmo	tgbotapi.core	24.0.0		c641a61a83b7e4d5cecf45067d9f52d893274ad5
dev.inmo	tgbotapi.core	24.0.1		403ebbc74c78b1b0d0ff25a70c2d3587213b3869
dev.inmo	tgbotapi.core	24.0.2		39a1d6e174f0ae5b578c5ac8321924b8f48f274e
dev.inmo	tgbotapi.core	3.0.0		7b664abeca1498f549f8bd2a12afaaeddfc857fd
dev.inmo	tgbotapi.core	3.0.1		8259dd94aeae061874725b3d6c9c26ded555bfd1
dev.inmo	tgbotapi.core	3.0.2		2b0f55a25b6c3019b0f00b117cbc6e49993ca994
dev.inmo	tgbotapi.core	3.1.0		286980d12655d2e889e6c617f985b06d9fc83c90
dev.inmo	tgbotapi.core	3.1.1		5facf984e6c61c4bc3987400971daa4f16ed75e9
dev.inmo	tgbotapi.core	3.2.0		dbc14b14ef541dc118d3df1c7de35ef047e503b7
dev.inmo	tgbotapi.core	3.2.1		7f32d923a2637bb0fc56ee006f4478634f46949f
dev.inmo	tgbotapi.core	3.2.2		60890e688cbb070d157d32cfbed8748fd815e1b9
dev.inmo	tgbotapi.core	3.2.3		ecb029cbc5c83e87f4bf95d20f10c6f26f8c9cd0
dev.inmo	tgbotapi.core	3.2.4		970069925ea408f7c2f073acdcbbcdf552ba1d51
dev.inmo	tgbotapi.core	3.2.5		c1ed6ba34d81cd06cd2537063599fe83847022de
dev.inmo	tgbotapi.core	3.2.6		8ca470df4e6ac9224104b4ef7898bfb7135c3e29
dev.inmo	tgbotapi.core	3.2.7		96486e05168619ae019bf567019aced0ff1a4aff
dev.inmo	tgbotapi.core	3.3.0		642ac1cf53b1a0e3671e249938f840d900dc3133
dev.inmo	tgbotapi.core	3.3.1		08e070de120d1d967cdb12507dcc7a0e3624c6b3
dev.inmo	tgbotapi.core	4.0.0		5fb2ec14e70c62c1c49ff6e2f13336f1738edc40
dev.inmo	tgbotapi.core	4.1.0		550b52e05a56210a79aeec15b7c6e4b7583a4af0
dev.inmo	tgbotapi.core	4.1.1		48a90e8ade657b0cb5bd671ada8314512436ae30
dev.inmo	tgbotapi.core	4.1.2		48a90e8ade657b0cb5bd671ada8314512436ae30
dev.inmo	tgbotapi.core	4.1.3		24024d6ce509dcdcb1958eefeaead5c63d1b84ca
dev.inmo	tgbotapi.core	4.2.0		0d7851af658c656892a914eef82f6ca367c139e8
dev.inmo	tgbotapi.core	4.2.1		0d7851af658c656892a914eef82f6ca367c139e8
dev.inmo	tgbotapi.core	4.2.2		f3e59b3ebfb92edf7f78681b548fe4bf271bead5
dev.inmo	tgbotapi.core	4.2.3		459c29e7a7d1cf8874bf63fa78da92760a0bc561
dev.inmo	tgbotapi.core	4.2.4		459c29e7a7d1cf8874bf63fa78da92760a0bc561
dev.inmo	tgbotapi.core	5.0.0		210f635590474b4f84c4f7dc6f0f7196ffcaa116
dev.inmo	tgbotapi.core	5.0.1		a9a8b2c4d940858d7509d2f083573f5eb855ad56
dev.inmo	tgbotapi.core	5.0.2		a9a8b2c4d940858d7509d2f083573f5eb855ad56
dev.inmo	tgbotapi.core	5.1.0		e299d8d0fdb0a77b5d6befe952323355ff26b8fa
dev.inmo	tgbotapi.core	5.1.1		656367addb9397bd642bf1a30c109343b20cfbdc
dev.inmo	tgbotapi.core	5.2.0		656367addb9397bd642bf1a30c109343b20cfbdc
dev.inmo	tgbotapi.core	5.2.1		c8de6448e9dbc90e53bbda123e4c5d92411e27c4
dev.inmo	tgbotapi.core	6.0.0		70b81bee80f2039bcaf803cc4008154436f9bd49
dev.inmo	tgbotapi.core	6.0.1		70b81bee80f2039bcaf803cc4008154436f9bd49
dev.inmo	tgbotapi.core	6.0.2		70b81bee80f2039bcaf803cc4008154436f9bd49
dev.inmo	tgbotapi.core	6.0.3		6ae052970fd2dfcb410b044c734b0c3c2f158a90
dev.inmo	tgbotapi.core	6.1.0		6ae052970fd2dfcb410b044c734b0c3c2f158a90
dev.inmo	tgbotapi.core	7.0.0		1c01283ddd5734c8ba23f3164242c571fcfc398c
dev.inmo	tgbotapi.core	7.0.1		9a347bbbf010fadcee9354af1d9f561ab77286de
dev.inmo	tgbotapi.core	7.0.2		3e36b4e37aec66b8cea1e1bbed087f525c3aa7ee
dev.inmo	tgbotapi.core	7.1.0		e7e8bd91bd893ba1006773eb6c3421488178d135
dev.inmo	tgbotapi.core	7.1.1		969e97b4d380734880c9f168747a5da971b03421
dev.inmo	tgbotapi.core	7.1.2		74ecdd8d721f9c92480bf9fed4f6a317ca462798
dev.inmo	tgbotapi.core	7.1.3		32c880ab036ecb5623ed202538c2ebb70b8f99b6
dev.inmo	tgbotapi.core	8.0.0		4eeba595ba8a904f5d11274678f94426415b6723
dev.inmo	tgbotapi.core	8.0.1		4eeba595ba8a904f5d11274678f94426415b6723
dev.inmo	tgbotapi.core	8.1.0		03ea6063c7dbd2c1fce41c8bd4e3590d0ce96cf7
dev.inmo	tgbotapi.core	9.0.0		19bc62b545393775cd50ec4bca03724beb4ec8bc
dev.inmo	tgbotapi.core	9.1.0		ed66eb4c3ff4c6b3f9029bce44f0076b40fb6c71
dev.inmo	tgbotapi.core	9.1.1		24eb7a79a91155a7f3548e30fbef526671d626f9
dev.inmo	tgbotapi.core	9.1.2		01c54389d0ec9fe9e90f340e938506da2808490b
dev.inmo	tgbotapi.core	9.2.0		7aa06c02594e67e9500dcddafb3e5b58fb967deb
dev.inmo	tgbotapi.core	9.2.1		538327aeb75a4cbe122a44b8f0c8a26b5b72b1a7
dev.inmo	tgbotapi.core	9.2.2		8aa0f3ca933050b7e2c039ff08d590bedd90735a
dev.inmo	tgbotapi.core	9.2.3		8aa0f3ca933050b7e2c039ff08d590bedd90735a
dev.inmo	tgbotapi.core	9.2.4		8aa0f3ca933050b7e2c039ff08d590bedd90735a
dev.inmo	tgbotapi.core	9.3.0		6a8e69110f4fe417a1011308a93a2aee4ddc48f1
dev.inmo	tgbotapi.core	9.4.0		3fd3c7af70e9443dd9c3ffdad8afaf9581ec1713
dev.inmo	tgbotapi.core	9.4.1		3fd3c7af70e9443dd9c3ffdad8afaf9581ec1713
dev.inmo	tgbotapi.core	9.4.2		3fd3c7af70e9443dd9c3ffdad8afaf9581ec1713
dev.inmo	tgbotapi.core	9.4.3		ab88175d86d0e8169efea2fe00db6d5e54788619
dev.zio	zio-test-intellij_3.0.0-RC1	1.0.5		5842050c178bd2f32ee5e3403a54574d9a113cb8
im.mange	little_2.11	0.0.10		e00d2d1fdfe512d771a1c0d3a93cc4a70f0b55bb
im.mange	little_2.11	0.0.11		27ca5ba6895491489196438b0f306648bec26573
im.mange	little_2.11	0.0.12		a135bdc86ad63cf2dc7f6b8c8f096cb44b6ea409
im.mange	little_2.11	0.0.13		e5e0f56c709ddd8cd0311ee990a5d36c1849ee4c
im.mange	little_2.11	0.0.14		83490add1ab14d3b832091bffc636a99b9a92913
im.mange	little_2.11	0.0.15		ef080489855061b7d1ef202c0bd9212a5d6fc551
im.mange	little_2.11	0.0.16		6f64222a7d6aefcec125d9fda26825687be42252
im.mange	little_2.11	0.0.17		623eb3559ff703f10d348d2a6d059b238cf8c540
im.mange	little_2.11	0.0.18		49232a147c672ff31b2ab48b4713d1b514942306
im.mange	little_2.11	0.0.19		08d2aa523910866bcfadf0e52e23f687fc8d3f1e
im.mange	little_2.11	0.0.22		7feac71d17f96af36a836764110f0d2a73b2c845
im.mange	little_2.11	0.0.23		14c2171c52283e6d45ea8c6f7da4c2d20966faad
im.mange	little_2.11	0.0.24		39865406f6acdb69feabbf4fe4050e32f998ce96
im.mange	little_2.11	0.0.25		dcf52fa9199f5639f1d538cd6b00f6536680a227
im.mange	little_2.11	0.0.26		73ebd90dd7f7959b089c7cfd0b4cc414a541ece1
im.mange	little_2.11	0.0.27		f086645e6c59a692840291ab922d375992d06769
im.mange	little_2.11	0.0.28		30767ce4b041e5ca233ab8e52b60f6e87c869687
im.mange	little_2.11	0.0.29		8173841473a662e462a96ff6c45e9f941a9c4a5f
im.mange	little_2.11	0.0.3		74ddd47a2cd4206cbb54bf4e3437abe87d006dc8
im.mange	little_2.11	0.0.30		d98d4933f221e83296e09f5f94dd92bf4d18e679
im.mange	little_2.11	0.0.31		9abbb0550a8164f2e3e5c839a0db1b0692a7e244
im.mange	little_2.11	0.0.32		b070e1f5662e63e8e5051a5dcf80ffc4e6729f04
im.mange	little_2.11	0.0.33		ed1e806b8c207397bb6cf2c046c4bb20286c569e
im.mange	little_2.11	0.0.34		b9835a806c95fdbe50db7c69e5588baa95a747e9
im.mange	little_2.11	0.0.35		b96b635babc295de1de7591fdbe47d943e636090
im.mange	little_2.11	0.0.36		964ca31a16b12d2bb82fb1cbc2edde0d43963030
im.mange	little_2.11	0.0.37		3be59c0b4ccdb469bd51fcc03a092f8eac576d4c
im.mange	little_2.11	0.0.38		54fd90f60943a591b9a97240eb275d2a5c9a1658
im.mange	little_2.11	0.0.39		2d6cf7c35251153432fe609913027d6b83015973
im.mange	little_2.11	0.0.4		a8463132e72789ddb719aef3bd0d1d7f5de73bba
im.mange	little_2.11	0.0.40		18d66c32d2a59258be02976b604ecddfce87288d
im.mange	little_2.11	0.0.41		a01a803b3c9fbebc2ec4aab0f3e0779a0a6d891b
im.mange	little_2.11	0.0.42		5ee4c1dd3ed3ab003a71ae2002d9004b90bbc8a2
im.mange	little_2.11	0.0.43		60a7609d1c5d454c2ec10df9aaf240b7c4950fa2
im.mange	little_2.11	0.0.5		54f08898a1cb47a4df5b6c94b0973d5c0c3309ef
im.mange	little_2.11	0.0.6		895c7cbe2cf335166fc51c7fb863c6408f0efc49
im.mange	little_2.11	0.0.7		ff6cf7cac9c724b31e895ad0ef3082c8464ff137
im.mange	little_2.11	0.0.8		04aadf0cd5881ec5a792d170ea91c553c49894e9
im.mange	little_2.11	0.0.9		5af42b6467456832f2923961fc555c0f666b649e
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0		39bc97daa35b5eec80c5c8334e500daab3a5911c
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M1		0086266b546da95de8ea7a8d758bb17c28718b96
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M10		b18446e86d241d2aa727cf762b28dd5e287899f4
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M10-ZIORC16		172f9bc5d1cf780a3c87cf0f145170ea9bb7b04d
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M11		92a29f90dfe4108229a1342d66c162a7d38e2e33
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M11-ZIORC16		63951e1b7e755fa71048340c74c6ae00819ce016
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M12		fb04340227719fe1108d52fcc2c4c814f25b5ad1
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M12-ZIORC16		a14b88e91814f0170c2a500f71e3930e877b55e8
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M13		14599fbc15fa8a44c656f8d6a55b1a4dd6a1fb31
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M13-ZIORC16		3ddc1b13bf41e3bf8536e1d75d4ce6a56034e3be
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M2		9fff61fe532377d6b0d02b7129e2f2ff531f6d74
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M3		2ab4bd0cf3fc1ccc7b27d2f930319fd09f24e385
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M4		a1969f3ae9f3d8d95f473bf1caa6084abcee01ca
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M5		3076d151003848637324a61c2c6e9b2b97c3b5f5
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M6		936b789d1fe3d2fd94cc791d2caad024d207d339
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M7		a0ed4f97798bd29b1b945ca36abe9c475bae3bf2
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M8		2b445096bf1e03ee1c5534cb7066124c44340315
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M8-ZIORC16		7b6938f8a7b369a31f95ec8477dabab8faaa785e
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M9		12fd703e3d480ff597e7658dafae07b373e525bc
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-M9-ZIORC16		45c2021c5daad7bba642aa6c0596a4d5efa4b534
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.10.0-ZIORC16		6165b9cca54c30e9e1a973191b30ba2def42f260
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.8.8		2b862963c8523194c5accb8f25ea542e3f20da41
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.8.8.1		49c26af1db3c0f3415d55d0719a25f6c82ff0c34
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.8.8.2		b6120b20f805a7044772c8672460fcb0ca6f6460
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.8.8.3		7f509d06add57f682072795b5af404fa844d1357
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.8.9		fee8fb23c463daccfefc82d1c0e83cb16907b54f
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.0		8ada9013a3ea4653c6268cd91a89f99f8245e60e
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.1		330ca8afa660dd9e437de0cbd37f1aabba4f3435
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.10		c93f74c54fa41370a434c5d7849e92a2ad92458c
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.11		7b15c61e56648f660cac1fa49da5b99f7aab8cc8
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.12		abf62a2047c60a30564971565aff982333fd2ffe
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.12-M1		f9f191a1d07339f84330541cb88132238acc199a
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.12-M2		94d2d6a8cbbc018a373f3fefe235a34b69675129
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.13		20de2b8137916b65eaef31eaae1b3f7805425b67
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.14		c56ab7b66fcfd79c546d130ec33db528126e210e
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.14-ZIORC16		013738c4c8f8fdd295033af21139287c2cb26a54
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.15		cf344589aa8c6943084d72fe5150788ab56c76de
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.16		503e5c0d33901b7a62a6ccc5f102984f2cd7156d
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.16-ZIORC16		15ed7ae2ba21ece633dd45acb4ed7557a7129fc6
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.17		2f9906d7e3fc9001c382c0d611e0a1873d639bf4
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.2		cf76e73c04f9bc79823c77b6800245155a5fccfa
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.3		36aef335d8af9c04b45b81912fb623a4a9cb22f8
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.4		96992e902d15cb40fb6da83828a2b456515536cf
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.4-M0		7772c2de45b0273f79dd1240b620637e94e691e9
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.4-M1		5114b9170846e2c844d30a7564984f0245d05f80
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.4-M2		0db220d377706256cb624a5a41508c68885a9966
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.4-M3		6163381f5dd9ea41e9eb37f3a8595c44650845cd
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.5		8fe5ac0fe96c0cb6805c8dfe7517bdc2012eda92
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.5-M10		31970ae680d29151eb54475b7bc9eed9db04022e
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.5-M14		7ed2038a0fa38e43a63a3f1827150c7c258f3732
io.7mind.izumi	logstage-api_sjs0.6_2.12	0.9.5-M15		ef49d19563b5caf0364e87037e85aa95f49674f7
