cn.bingoogolapple	bga-menu	1.0.0		N/A
org.sonatype.nexus.plugins	nexus-obr-plugin	2.8.0-05		14a24fe5adb4b1d3d3cba014b0f4df97c763f86f
org.sonatype.nexus.plugins	nexus-obr-plugin	2.8.1-01		8c2e7329a5b5a7bdbe22a3af610d32c969bbd782
org.sonatype.nexus.plugins	nexus-obr-plugin	2.9.0-01		510c965e6da52fe239a52b38433da46a4a96d731
org.sonatype.nexus.plugins	nexus-obr-plugin	2.9.0-04		9df7e84a9365a0f275ec493992146b3ff111aa0a
org.sonatype.nexus.plugins	nexus-obr-plugin	2.9.1-01		ddc16f39066be4122abd0ea9f979f47f0ef2ddc2
org.sonatype.nexus.plugins	nexus-obr-plugin	2.9.1-02		cca4030c0f7eb38a4f1e1ff12c6c548f9bb13af6
org.sonatype.nexus.plugins	nexus-obr-plugin	2.9.2-01		04c00b32cb42a2216f2cbeb3b0c6d33d4281df8d
org.sonatype.nexus.plugins	nexus-obr-plugin	3.0.0-b2014101001		fe9ad87bddc186b77d4322b3d1d01b688f48db50
org.sonatype.nexus.plugins	nexus-obr-plugin	3.0.0-b2015020701		13ccbbfcef92d665ab9a7a161e19c316db1dc3b3
org.typelevel	discipline-core_sjs1_2.13	1.0.2		19dd3b7a55323c919a960f7ce2fb95e98d6b6f95
org.typelevel	discipline-core_sjs1_2.13	1.0.3		0d30c5ef200f870db146ee38c50407ab16460080
org.typelevel	discipline-core_sjs1_2.13	1.1.0		69d56ea22808c0cfe7a1d6eab4d73fad77731925
org.typelevel	discipline-core_sjs1_2.13	1.1.0-RC1		1ce013708346f0cc927be24a5cd93f79835955fe
org.typelevel	discipline-core_sjs1_2.13	1.1.1		04d174a0feeb087447bfbf2ae59390196a2efd6d
org.typelevel	discipline-core_sjs1_2.13	1.1.2		c4f4281ee4c3ad984171758e17ec45478e9697e5
org.typelevel	discipline-core_sjs1_2.13	1.1.3		1fef7162faa97c2b8fe9cd1a266fd110934b9613
org.typelevel	discipline-core_sjs1_2.13	1.1.4		833626d145c2b63448e326976c2790adf52820de
org.typelevel	discipline-core_sjs1_2.13	1.1.5		7494e1b80323f6c781a7be893302a11b680a2b1e
org.typelevel	discipline-core_sjs1_2.13	1.2.0		5f2e959a2a7e6db19e9947b0031ffab1f31a39aa
org.typelevel	discipline-core_sjs1_2.13	1.3.0		a28fe53af063d547db0194a990722558fe3aa79b
org.typelevel	discipline-core_sjs1_2.13	1.4.0		ea35036162493e99015f93920a786e17b406ad91
org.typelevel	discipline-core_sjs1_2.13	1.5.0		efe512d23636fc440b32860553b53e6037950066
org.typelevel	discipline-core_sjs1_2.13	1.5.1		dce55223c0f3c3c501693780c84f77ba3dfebfce
org.typelevel	discipline-core_sjs1_2.13	1.6.0		fef4c0c2cf745a8e7f68d54966505371ba6f59da
org.typelevel	discipline-core_sjs1_2.13	1.7.0		741db7433bbf66220c6973d60597a18127e8c876
pl.wendigo.airlift	trace-token	253		f0d9b9a7d19f7cfd9d5348093f7e3781037e4ac5
sh.almond	scala-interpreter_2.13.14	0.14.0-RC15		3d105ce534378a930359763f4ec32494b418bd10
sh.almond	scala-interpreter_2.13.14	0.14.1		052df8c9325a5005b8a406cae3b2631585098bd0
sh.jove	jove-scala-play-plugin_2.3_2.10	0.1.0		421683fdf8e85bcced54e4a764c2db9f90313f05
