au.net.causal.shoelaces	shoelaces-jersey-integration-tests-container	2.0		ec08796a4753077822fe0045bdf383fa433e13a5
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-M1		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-M1-JONAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-M1b-JONAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-M2		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-M3		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-M3-JONAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-RC1		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-RC2		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0-RC2_JONAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.1		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.0		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.0-M1		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.0-M2		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.0-M3		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.0-M3-JOnAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.0-M4		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.0-M5		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.1		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.2		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.3		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.2.4		N/A
org.ow2.fractal.juliac.adlet	juliac-adlet-opt-ultra-merge	2.8		2a99056578c41845ab0fde888253ab474cd08742
org.scalaj	scalaj-http_2.9.1	0.2.9		5587d7fed10036e01ba4c2c4c009e57c9be1187c
org.scalaj	scalaj-http_2.9.1	0.3.0		cb5c685d3760ebb20800e363ed9cab98956462de
org.scalaj	scalaj-http_2.9.1	0.3.1		f60969f2dbe0e88108439a20322e812e28f56aad
org.scalaj	scalaj-http_2.9.1	0.3.2		c9ef5c29b1e05d88386990aa1d08e0a286e3f0c6
org.scalameta	contrib_sjs0.6_2.11	1.7.0		d543e0bd0b139bc3ffcb82f66af912c220402be3
org.scalameta	contrib_sjs0.6_2.11	1.8.0		5b56708ad7b6f07ab91fc7876e2b2a61fa65c963
org.scalameta	contrib_sjs0.6_2.11	2.0.0		bfbe1d797f19596d61bb2d3da1f6f908c6a329fe
org.scalameta	contrib_sjs0.6_2.11	2.0.0-M1		cb8c6b1be8f912d6fefd159fb64a71daaf393c0e
org.scalameta	contrib_sjs0.6_2.11	2.0.0-M2		4c629cfcf02065a53fef95b6e3cdcfb6d9673945
org.scalameta	contrib_sjs0.6_2.11	2.0.0-M3		7df517dcbe31c0fe6ba9821895d7913bce0a00d4
org.scalameta	contrib_sjs0.6_2.11	2.0.0-RC1		86be687631aae513a20bd9cd0a26baab2d702dc8
org.scalameta	contrib_sjs0.6_2.11	2.0.0-RC2		75577184e633e0c11d4ed91cf50776bd33818044
org.scalameta	contrib_sjs0.6_2.11	2.0.0-RC3		c4b9fb7c0e35dc649d656fbc5e220f51e5d33bf3
org.scalameta	contrib_sjs0.6_2.11	2.0.1		da090454e4086d52eab8453f1d9ed7af71a3cb0b
org.scalameta	contrib_sjs0.6_2.11	2.1.0		fa28e8ab7212be59a36ad1ffca20fa31f4fd05ed
org.scalameta	contrib_sjs0.6_2.11	2.1.1		becde05bcf24b6a3924b64e1361aa05c49771f77
org.scalameta	contrib_sjs0.6_2.11	2.1.2		f4a3a5cbb92a9469a1291802cf551d31027da822
org.scalameta	contrib_sjs0.6_2.11	2.1.3		d760243b9a6b8c029d78c011709cb36de972d4d2
org.scalameta	contrib_sjs0.6_2.11	2.1.4		400224f4fa67900525443d0ec33f3fff3bd5b12f
org.scalameta	contrib_sjs0.6_2.11	2.1.5		c0a4a7f860324bce2102e664d4562769cfa96fba
org.scalameta	contrib_sjs0.6_2.11	2.1.6		e1c325655a15f939e3e20939f0a68f408bfd7980
org.scalameta	contrib_sjs0.6_2.11	2.1.7		e6725c2025445277c8aec0975b3e73878e478434
org.scalameta	contrib_sjs0.6_2.11	2.1.8		e6a32aa11e9a957789f44df7371a48fe8b17d9cf
org.scalameta	contrib_sjs0.6_2.11	3.0.0		54ec78536bfd0a7edb676be52a55583d6aa67f62
org.scalameta	contrib_sjs0.6_2.11	3.1.0		5b748485e01360401be7937bcce4a9c3e46de85f
org.scalameta	contrib_sjs0.6_2.11	3.2.0		40c8124b4b6e805803aea1c8cd76d617b1527a8b
org.scalameta	contrib_sjs0.6_2.11	3.3.0		0d82f29eae954e53c0ae28c4f674c8fcc58285aa
org.scalameta	contrib_sjs0.6_2.11	3.3.1		a7fa2fbb3683cfff43ffaef74fd915814d189dfd
org.scalameta	contrib_sjs0.6_2.11	3.4.0		f51c024d31cdacc3d04a71be332d64d95f1ac8a3
org.scalameta	contrib_sjs0.6_2.11	3.5.0		64c77cc11363b568b2649fae18f70a3141163ed6
org.scalameta	contrib_sjs0.6_2.11	3.6.0		7b07875a6ee0592a8036ad8a72dac83687dc0810
org.scalameta	contrib_sjs0.6_2.11	3.7.0		c4b916adf35adef6dca29260e25d54ce9d3f5265
org.scalameta	contrib_sjs0.6_2.11	3.7.1		42db5969131a8b3fc26f92977ba40a77aba085f0
org.scalameta	contrib_sjs0.6_2.11	3.7.2		d14b9e239a3c3d38d8a32c8c43e6346ea33603e0
org.scalameta	contrib_sjs0.6_2.11	3.7.3		ccb2b363341a23d0569616c25ce881b18aae12de
org.scalameta	contrib_sjs0.6_2.11	3.7.4		097a9a8b0200c116873045b98c34a03c86d983b4
org.scalameta	contrib_sjs0.6_2.11	4.0.0		3d8e4483435203ece98fd8db1e9d928920c2e20a
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M1		b48421b2a890e36d6a2524b546cf1e5e0f6bb930
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M10		99afdd373f6a229fa671284424bd7aa14b4c3aab
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M11		210f7e23bb345bf265ce1c850aeda9cc64c04f5f
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M2		981fc7725a09d008ee90465c3033fa874df6e30f
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M3		91738dee9c2298a6877112fc3d2725a7ef186bfe
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M4		a077ae870239427456fcd7397843d0490f7f9522
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M6		f9a67645a66eb1c5edf97766db42e63d4cc44df1
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M7		076fb44660340b23f8a5e1b6d148b8c202677e97
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M8		b8d8c6db07df9e1eca734c0f5f7ba678f122fa75
org.scalameta	contrib_sjs0.6_2.11	4.0.0-M9		4b6909ee64256fdb1037d2293dbfed31ebc54a97
org.scalameta	contrib_sjs0.6_2.11	4.0.0-RC1		68aa18bc6266f062591128e59511911bd38f87ad
org.scalameta	contrib_sjs0.6_2.11	4.1.0		027429b9f3415bb4cccd465e45c66d5adb7a938b
org.scalameta	contrib_sjs0.6_2.11	4.1.1		06399fefef7c1872bfa6c4b90e60be0f93947d06
org.scalameta	contrib_sjs0.6_2.11	4.1.2		c22cd428c751b23e03233e8e82ffa7762ff26731
org.scalameta	contrib_sjs0.6_2.11	4.1.3		b7f020248075a08624f3d220f7cc67f29deec8d7
org.scalameta	contrib_sjs0.6_2.11	4.1.4		a2c8a16a17570434d8f0cdcc7b1d902d74acb9a3
org.scalameta	contrib_sjs0.6_2.11	4.1.5		21a83401da4286750514614a702e0ac4c46ad91d
org.scalameta	contrib_sjs0.6_2.11	4.1.6		a07a93f40dd2c41f9fe2deb23861e2f4c13526a5
org.sistcoop	openfact	1.0.1.Final		N/A
org.sistcoop	openfact	1.0.2.Final		N/A
org.sistcoop	openfact	1.0.3.Final		N/A
org.sistcoop	openfact	1.0.4.Final		N/A
org.sistcoop	openfact	1.0.5.Final		N/A
org.sistcoop	openfact	1.0.6.Final		N/A
org.sistcoop	openfact	1.0.7.Final		N/A
org.sistcoop	openfact	1.0.9.Final		N/A
org.sistcoop	openfact	1.0.RC13		N/A
org.sistcoop	openfact	1.0.RC14		N/A
org.sistcoop	openfact	1.0.RC15		N/A
org.sistcoop	openfact	1.0.RC16		N/A
org.sistcoop	openfact	1.0.RC17		N/A
org.sistcoop	openfact	1.0.RC18		N/A
org.sistcoop	openfact	1.0.RC20		N/A
org.sistcoop	openfact	1.0.RC21		N/A
org.sistcoop	openfact	1.0.RC22		N/A
org.sistcoop	openfact	1.0.RC23		N/A
org.sistcoop	openfact	1.0.RC24		N/A
org.sistcoop	openfact	1.0.RC25		N/A
org.sistcoop	openfact	1.0.RC26		N/A
org.sistcoop	openfact	1.0.RC7		N/A
org.sistcoop	openfact	1.0.RC8		N/A
org.sistcoop	openfact	1.0.RC9		N/A
org.sistcoop	openfact	1.1.1.Final		N/A
org.sistcoop	openfact	1.1.2.Final		N/A
org.sistcoop	openfact	1.1.3.Final		N/A
org.sistcoop	openfact	RC19		N/A
org.typelevel	alleycats-core_2.13.0-RC3	2.0.0-M3		010db43705db097a705163924b2bc7c24e8cf4be
org.ufoss.kolog	kolog-iosx64	0.8		N/A
org.ufoss.kolog	kolog-iosx64	0.8	metadata	449b30cdae7801b276084647ca9e2a7159271265
org.ufoss.kolog	kolog-iosx64	0.9		N/A
org.ufoss.kolog	kolog-iosx64	0.9	metadata	2fb8f2f9cf677e24e41e352f0764155cb9d97e82
org.webjars.bower	github-com-kugaevsky-jquery-phoenix	1.2.3		c4311f236e3ee220fdb000484635c45446876fed
org.webjars.bower	jscrollpane	2.0.22		0b44e73a03279e3f2196531f93e99a88e91bf2d6
org.webjars.bower	jscrollpane	2.0.23		be0b436ade1ec73f27e6d91e31e67a11b86d4bb2
org.webjars.bowergithub.jsteunou	webstomp-client	1.2.0		950de06026f04be994cecbaf5b1e3f43106d72c5
org.webjars.bowergithub.jsteunou	webstomp-client	1.2.2		3194fac20417c7943848fc082cca9c91e5f81020
org.webjars.bowergithub.jsteunou	webstomp-client	1.2.4		8ff63d7a566ccb724eefbb94d21fa9f2eb154c0f
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.0		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.1		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.10		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.11		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.12		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.13		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.14		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.15		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.16		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.17		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.18		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.19		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.2		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.20		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.21		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.22		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.23		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.24		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.25		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.26		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.27		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.28		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.29		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.3		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.30		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.31		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.32		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.33		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.34		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.35		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.36		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.37		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.38		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.39		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.4		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.40		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.41		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.42		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.43		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.44		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.45		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.46		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.47		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.48		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.49		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.5		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.50		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.51		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.52		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.53		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.54		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.55		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.56		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.57		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.58		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.59		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.6		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.60		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.61		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.62		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.63		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.7		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.8		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.sp.http.analytics.widgets.server.request.count.comparison	1.0.9		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.emailotp.connector	1.0.1		76ce7edaff5f7d7828e1e0585c3e4a8c95520e4e
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.emailotp.connector	1.0.2		4aa569b73a08d8c7f5defa02d55cc56b38dc2719
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.emailotp.connector	2.0.0		a131f433c1fe0635e7317a5deda1ee9355e37f36
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.emailotp.connector	2.0.1		f368f9180ef3b12c7744b9b78831117ff1bfc203
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.emailotp.connector	2.0.2		5463434512d6df39691bf5d4bfca7f8c80cf67fb
org.wso2.ei	websocket-client	1.0.0-alpha		N/A
org.wso2.ei	websocket-client	1.0.0-beta		N/A
org.wso2.ei	websocket-client	1.0.0-beta2		N/A
org.wso2.ei	websocket-client	1.1.0		N/A
org.wso2.ei	websocket-client	1.1.0-alpha		N/A
org.wso2.ei	websocket-client	4.0.0		N/A
org.wso2.ei	websocket-client	4.0.0-alpha		N/A
org.wso2.ei	websocket-client	4.0.0-beta		N/A
org.wso2.ei	websocket-client	4.0.0-m2		N/A
org.wso2.ei	websocket-client	4.0.0-m3		N/A
org.wso2.ei	websocket-client	4.0.0-m4		N/A
org.wso2.ei	websocket-client	4.0.0-m5		N/A
org.wso2.ei	websocket-client	4.0.0-m6		N/A
org.wso2.ei	websocket-client	4.0.0-m7		N/A
org.wso2.ei	websocket-client	4.0.0-m8		N/A
org.wso2.ei	websocket-client	4.1.0-alpha		N/A
org.wso2.ei	websocket-client	4.1.0-m1		N/A
org.wso2.ei	websocket-client	4.1.0-m2		N/A
org.wso2.ei	websocket-client	4.1.0-m3		N/A
org.wso2.ei	websocket-client	4.2.0-beta		N/A
org.wso2.ei	websocket-client	4.2.0-m1		N/A
pl.iterators	baklava-scalatest_2.12	0.1.0		d826e278a0e78829b59915daeff8bdcf064bad6f
pl.iterators	baklava-scalatest_2.12	0.1.1		f09c87bf673e271a90c67d1398f0fa1641a78bc9
tools.jackson.module	jackson-module-scala_2.13	3.0.0-rc1		60dbb069bc348833b0c3ed29e1926a44bd9bf89f
tools.jackson.module	jackson-module-scala_2.13	3.0.0-rc2		6692b0628b50a0498cd152e97e62c38cab1c7eba
tools.jackson.module	jackson-module-scala_2.13	3.0.0-rc3		04dfaaa1eb05b88a0027047264b621c86c52f38a
