au.csiro	elk-cli	0.5.0		e2f8556204f8c33fcd7505239758bbed905dfac0
org.flowable	flowable-case-validation	6.7.1		cce37a0f284dd477f6562ad6f0c17c8867b68dc6
org.flowable	flowable-case-validation	6.7.2		cb3c56f1b0e858d7f52b4113a1b86d192b23c061
org.flowable	flowable-case-validation	6.8.0		7c02db71e206bbf8142ce0e7af02c2c9f6b8df75
org.flowable	flowable-case-validation	6.8.1		a2b1e3bf07c66b9326f5e0bc7fdd7e0416ef913d
org.flowable	flowable-case-validation	7.0.0		a2bc266ed32b6e87013238e9fc588e6bc9936d22
org.flowable	flowable-case-validation	7.0.0.M1		abe961a5ff9822027f6cec5be5a5585f3828ebb8
org.flowable	flowable-case-validation	7.0.0.M2		2a0712edc8ead13bf849a41c57cf05a528a2b136
org.flowable	flowable-case-validation	7.0.1		f10dfdab5ab2329bf9fb6b31d85f105d5f11b67e
org.flowable	flowable-case-validation	7.1.0		2966c7adb26a3865eb8f8244bd70a4d0ca053b79
org.glassfish.main.orb	orb-connector-l10n	4.0-b33		c203ac38d0c1a4f27ae016f99627f1682043f42e
org.hnau	android	1.0.0		N/A
org.hnau	android	1.0.1		N/A
org.hnau	android	1.0.2		N/A
org.hnau	android	1.0.3		N/A
org.hnau	android	1.0.4		N/A
org.hnau	android	1.0.5		N/A
org.hnau	android	1.0.6		N/A
org.hnau	android	1.0.7		N/A
org.hnau	android	1.0.8		N/A
org.hnau	android	1.0.9		N/A
org.hnau	android	1.1.0		N/A
org.hnau	android	1.1.1		N/A
org.hnau	android	1.1.2		N/A
org.hnau	android	1.1.3		N/A
org.hnau	android	1.1.4		N/A
org.hnau	android	1.1.5		N/A
org.hnau	android	1.1.6		N/A
org.hnau	android	1.1.7		N/A
org.hnau	android	1.1.8		N/A
org.hnau	android	1.1.9		N/A
org.hnau	android	1.2.0		N/A
org.hnau	android	1.2.1		N/A
org.hnau	android	1.2.2		N/A
org.hnau	android	1.2.3		N/A
org.hnau	android	1.2.4		N/A
org.hnau	android	1.2.5		N/A
org.hnau	android	1.2.6		N/A
org.hnau	android	1.2.7		N/A
org.hnau	android	1.2.8		N/A
org.hnau	android	1.2.9		N/A
org.hnau	android	1.3.0		N/A
org.hnau	android	1.3.1		N/A
org.hnau	android	1.3.2		N/A
org.hnau	android	1.3.3		N/A
org.hnau	android	1.3.4		N/A
org.hnau	android	1.3.5		N/A
org.hnau	android	1.3.6		N/A
org.hnau	android	1.3.7		N/A
org.hnau	android	1.3.8		N/A
org.hnau	android	1.3.9		N/A
org.hnau	android	1.4.0		N/A
org.hnau	android	1.4.1		N/A
org.hnau	android	1.4.2		N/A
org.hnau	android	1.4.3		N/A
org.hnau	android	1.4.4		N/A
org.hnau	android	1.4.5		N/A
org.hnau	android	1.4.6		N/A
org.hnau	android	1.4.7		N/A
org.hnau	android	1.4.8		N/A
org.hnau	android	1.4.9		N/A
org.hnau	android	1.5.0		N/A
org.hnau	android	1.5.1		N/A
org.hnau	android	1.5.2		N/A
org.hnau	android	1.5.3		N/A
org.hnau	android	1.5.4		N/A
org.hnau	android	1.5.5		N/A
org.hnau	android	1.5.6		N/A
org.hnau	android	1.5.7		N/A
org.hnau	android	1.5.7.md.1		N/A
org.hnau	android	1.5.8		N/A
org.hnau	android	1.5.9		N/A
org.hnau	android	1.6.0		N/A
org.hnau	android	1.6.1		N/A
org.hnau	android	1.6.2		N/A
org.hnau	android	1.6.3		N/A
org.hnau	android	1.6.5		N/A
org.iartisan	iartisan-generator-apiDoc	1.0		757d3efac3579c8ccd5d89b39131c821c3a4d6cf
org.json4s	json4s-ast_2.13.0-M3	3.5.3		752298bbb47d3f9fb646b64e38f958fc827c2dd9
org.json4s	json4s-ast_2.13.0-M3	3.5.4		6809b0e03b3d7ee9d0810e3b3ca71edb61d58ee0
org.json4s	json4s-ast_2.13.0-M3	3.6.0-M2		5b8788f560d9ac8781530e0e4c81e5fea1b9547c
org.json4s	json4s-ast_2.13.0-M3	3.6.0-M3		c1590ddb10b8cf8624c0ec9ff16385034eee97bf
org.mdedetrich	json4s-spire_2.11	1.0.0		302405688bb30627d50b27b9564aec684dee0759
org.mdedetrich	json4s-spire_2.11	1.1.0		9a13a7db4f8700fe7634a65025fbd233ee15e2c7
org.mdedetrich	json4s-spire_2.11	1.2.0		db15433e81417ec7d9ee189904e4648305474e5f
org.mdedetrich	json4s-spire_2.11	1.3.0		32261fc6f8071f1a0df1dfa4f7ceec6c7e4d47fc
org.scala-js	scalajs-ir_sjs1.0.0-M5_2.11	1.0.0-M5		040b2120d8f46b6306e4aff5d06ae60b76a4e374
org.scalatest	scalatest-refspec_3	3.2.10		9f2e574f91f73921c9a49bc453bb4efdf2e58d81
org.scalatest	scalatest-refspec_3	3.2.11		48d74b97e65ea285eef378e7a769465a7d7d5614
org.scalatest	scalatest-refspec_3	3.2.12		e1e8f5e0158f56c22418595400bb1cdc5bf517a8
org.scalatest	scalatest-refspec_3	3.2.12-RC1		51347cc903c42041f9e0ab7d668ef32d45262874
org.scalatest	scalatest-refspec_3	3.2.12-RC2		343378fba3754be96bee372049d1d7794ec5c26a
org.scalatest	scalatest-refspec_3	3.2.13		9e02e895ac783040b2178a84a1ff2b2e2cff1a3f
org.scalatest	scalatest-refspec_3	3.2.14		10f505ccd9fd071b4fdee11ce9412a35ee920b31
org.scalatest	scalatest-refspec_3	3.2.15		581f787e923c164b9e033fa2ae0d5bde635521f2
org.scalatest	scalatest-refspec_3	3.2.16		59ff634a1131c1b3a837aec46cf6d11295f8bd23
org.scalatest	scalatest-refspec_3	3.2.17		ae07be9abd2595bd0b76738bde891b5699c6ab65
org.scalatest	scalatest-refspec_3	3.2.18		fe8ab8659d0ed7f7be1b2900a1fd6371e16b55da
org.scalatest	scalatest-refspec_3	3.2.19		88160253f5bd278eeb78ba315f3b29475fad2114
org.scalatest	scalatest-refspec_3	3.2.9		e2730fab207bf118a51ad8df4eba83b226b23398
org.scalatest	scalatest-refspec_3	3.3.0-SNAP4		b2c4cff61151a25203e43b7123b95b466f7730dd
org.scalatest	scalatest-refspec_3	3.3.0-alpha.1		d14d6e267c05cad0a8cd0e43d99aac77c5fcd07f
org.soitoolkit.commons.poms.mule-dependencies	soitoolkit-mule-3.2.1-dependencies	0.5.0		N/A
org.sonatype.p2.bridge	eclipse-bridge	1.0.2		98b3ab090251c401cbf7e92ed27bdbf174043760
org.sonatype.p2.bridge	eclipse-bridge	1.0.4		6b7e4bb9d1ecad542a3f517fc8d464fdde90ba4f
org.sonatype.p2.bridge	eclipse-bridge	1.0.5		1b074c4fd37c8634ef9460c3f8fd987fc54b12c2
org.sonatype.p2.bridge	eclipse-bridge	1.0.7		f8d504ba3d764d08df2ef9e7a1cb65053c383258
org.sonatype.p2.bridge	eclipse-bridge	1.0.8		71b286a07255df761d6be32c8168e18ef0b4b440
org.sonatype.p2.bridge	eclipse-bridge	1.0.9		b9ac8e9f7e85ece042cd6671042ca740922c1671
org.sonatype.p2.bridge	eclipse-bridge	1.1.0		42896ac38aab450273ceeb5c83a487f6e743fabc
org.sonatype.p2.bridge	eclipse-bridge	1.1.1		1bbfa960e1cc16bcd9f35621667cac9e6adebb6e
org.sonatype.p2.bridge	eclipse-bridge	1.1.2		5448f3c378c661b5fdfab823759aeab347a4c0c3
org.sonatype.p2.bridge	eclipse-bridge	1.1.3		6b0209ec45b2da9a55612f25c498709922db3fa7
org.sonatype.p2.bridge	eclipse-bridge	1.1.4		0e8da4c870c643280705f356b7c16837151279a6
org.sonatype.p2.bridge	eclipse-bridge	1.1.5		a3a5a0e61e0e71a40feb74e04cd8c709d146227e
org.sonatype.p2.bridge	eclipse-bridge	1.1.6		dbb3acd55f980226a8d8457fef0182699f42d504
org.sonatype.p2.bridge	eclipse-bridge	1.1.7		bd44b3dc0ceaddeccc5d2840a9cfd251c2559dba
org.sonatype.p2.bridge	eclipse-bridge	1.1.8		53325337af695713a71e14c218d4bb67f6df9bf0
org.sonatype.p2.bridge	eclipse-bridge	1.1.9		5c7201f1ca2b6eebfe350272e12afd8df84d9f70
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	1.0.2.RELEASE		ae9bccef46a104e878b41f3a3289fbbbc33310bd
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	1.0.4.RELEASE		eb5f8f57410a6f69a195c04273cbbcf3233f5a21
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	1.1.0.RELEASE		fb3acbfde15b272c5523288194de4665b9b4d534
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.0.0.RELEASE		7d88662fe4596553fe951e6e17c3b10fdff7d905
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.0.0.RELEASE	metadata	2cfff633a8e6ad6220b6e79a25dee8fdbf7b9e7b
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.0.1.RELEASE		4b3785341a93040667b08437f6817f517b0ea04e
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.0.1.RELEASE	metadata	d1cd49359710393fb5216ad726bc7b2da3379cda
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.0.RELEASE		244c60734df42f7f8ece4c2ada8848599c556f83
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.0.RELEASE	metadata	a711ae70285ff9d472c231b1c59e8e4001975410
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.1.RELEASE		e29a82f4d9602ce4385703bed46dc84c7b0a6106
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.1.RELEASE	metadata	ef04e4315a51726a2b3a6b4786cd731c681de2c5
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.2.RELEASE		15c4076b9c8ee59535fb11db10fdf129df03d519
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.2.RELEASE	metadata	6826f22c082c72578adfefb13e62da519f06abd8
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.3.RELEASE		a7f5902df926da707def65c57cf92f8bd9a5f8d0
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.3.RELEASE	metadata	043be16f315ee25fb2144f0721b838cf7e058a50
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.4.RELEASE		8b7c0a093e74170ac48deb817c7b45874ecd2d25
org.springframework.cloud.stream.app	scriptable-transform-processor-kafka	2.1.4.RELEASE	metadata	8f84b885c09e0454ad19c11c90c9657bfecf7c69
org.typelevel	jawn-util_2.13.0-RC1	0.14.2		5af706733571dabf097a2b15dae24abbd33c2a53
org.webjars.npm	codexteam__icons	0.0.4		292f1e17442ecaf0fa55b840220756c9c2195644
org.webjars.npm	codexteam__icons	0.0.5		1c5bd553cdce0fcac51ea6bc7cd7134e966cf951
org.webjars.npm	codexteam__icons	0.0.6		b10fe600378aa47f8b987ec0322eb4b6f6e698d9
org.webjars.npm	codexteam__icons	0.1.0		f4253278c8b6c978c595813ac24bda0268ed147f
org.webjars.npm	codexteam__icons	0.3.0		0f30b29bf2482ecdb6644c360a4d3cdbe042538e
org.webjars.npm	stylus	0.54.5		51159d3db5a6566760cafac644918047e89e897f
org.webjars.npm	stylus	0.54.7		09c29249ae8292a3556f2308381a68b80f02f2ee
org.webjars.npm	stylus	0.62.0		ed17851d28bbc79bf070935cce983e4501772a74
servletapi	servlet-api	2.4		3fc542fe8bb8164e8d3e840fe7403bc0518053c0
servletapi	servlet-api	2.4-20040521		d66b0e9c78a90552042ab6f9f2f0afb1d87a268f
zone.gryphon	screech-annotations	0.1		faf6ee1ca0640c3015c32ed7c96f47da6e3a1f3f
