au.csiro	elk-cli	0.5.0		e2f8556204f8c33fcd7505239758bbed905dfac0
com.norconex.commons	norconex-commons-lang	1.13.1		6183b39c13ee1978854be0cabd6af905c7cad6b9
com.norconex.commons	norconex-commons-lang	1.14.0		736bdfef8edd241cbefd8b427d4859d710b59ab4
com.norconex.commons	norconex-commons-lang	1.15.0		efe44a9f13ce398ced6abeb742e72e8325a0c4d9
com.norconex.commons	norconex-commons-lang	1.15.1		0996aac20ee747df038e2cae9e7ea6f69b4b1631
com.norconex.commons	norconex-commons-lang	1.15.2		8b253278cbe52ca45164878bcec7a72c768ef8c0
com.norconex.commons	norconex-commons-lang	1.5.0		410b93da982bd96d3f51371c49d1b466708ead8f
com.norconex.commons	norconex-commons-lang	1.6.0		9e310ccd691cea993fa1dbabf760e59c61ae7ebd
com.norconex.commons	norconex-commons-lang	1.6.1		352963324078c9bd88713ba8af7588b103961ca1
com.norconex.commons	norconex-commons-lang	1.6.2		1c9d2605d1a9e41846f2eb3b613e598e0903d46a
com.norconex.commons	norconex-commons-lang	1.7.0		6d15c2646e0f26c05a8f04fbf1c8c7249c2ad403
com.norconex.commons	norconex-commons-lang	1.8.0		e441d3eaf94f0bc2876f1d08cc59df0dd74090cd
com.norconex.commons	norconex-commons-lang	1.9.0		0971a2a5b935082ab19e0ea5ed727ff1d58dbe73
com.norconex.commons	norconex-commons-lang	1.9.1		41413beb69a1002c66589a117b6d0465049819f1
com.norconex.commons	norconex-commons-lang	2.0.0		3c612be213e42f3026952cec2e5ea35027187963
com.norconex.commons	norconex-commons-lang	2.0.0-M1		e031e7229d0940c05041b81b3ac98a0efd3ab1dd
com.norconex.commons	norconex-commons-lang	2.0.0-M2		d8e2a26290a86b9f2f9bdbb54f8ca2ac61dfd391
com.norconex.commons	norconex-commons-lang	2.0.0-RC1		60f098e186e90e9c2b171aa40f22ea7a9371c9d1
com.norconex.commons	norconex-commons-lang	2.0.1		1b52bfaf09f1d3828f14bc1cac100c826b1d63bf
com.norconex.commons	norconex-commons-lang	2.0.2		e5980368fa07c7d971d66133de691ce8b62d012b
com.shazam.fork	fork-reporter	1.1.0		0336169fb4f1cc6c07df51c7cf7b714338498718
com.shazam.fork	fork-reporter	1.1.1		38a7a6c4fff1f9b7fc3c23f292f050561632888f
com.shazam.fork	fork-reporter	1.2.0		afdfbe7bfb5b01570f207077360365b9f3f1f5c7
com.shazam.fork	fork-reporter	1.3.0		e4b60b6464441d93381f418b8d4de384e1f17d10
com.shazam.fork	fork-reporter	2.0.0		3ddd6369cf46402158d538117e2fbcfaa42a36ee
com.shazam.fork	fork-reporter	2.1.0		9608f80aab123f89529897cf94965ddf0b4f223d
com.shazam.fork	fork-reporter	2.2.0		3c75d87e97e9111dba143ecac7aa4ae4c6898870
com.shazam.fork	fork-reporter	3.0.0		723be9352784452da460bd4ec88916533851506b
com.shazam.fork	fork-reporter	3.1.0		8d19933ca27ae46b4db10eaf9e6853a5c8b66f34
com.shazam.fork	fork-reporter	3.10.0		ede2545cbb5accdc0bbc1593d3a24d13a9136bf7
com.shazam.fork	fork-reporter	3.11.0		204f17eaba35dc336b09e865d86255a68814c9bf
com.shazam.fork	fork-reporter	3.12.0		3f2accefb1551082374b6582465f34fa4ec77e47
com.shazam.fork	fork-reporter	3.13.0		066bf7dc3f70d2b3bf8af13a041bbc7d81993b55
com.shazam.fork	fork-reporter	3.14.0		ee871d826fbc00d1968f3a4a853a215b861ef1b4
com.shazam.fork	fork-reporter	3.15.0		3dd6a5b6073943adfca9e5210fc0597e164f2dda
com.shazam.fork	fork-reporter	3.16.0		78d45af4b90b36bcd1cdd376d4051bf1c35510c3
com.shazam.fork	fork-reporter	3.17.0		6e57fd0c55b8586e43c89d84fda84f1f642eece2
com.shazam.fork	fork-reporter	3.18.0		a002acd0952b5c9dcbb1f53249a9bcf0b06e346e
com.shazam.fork	fork-reporter	3.18.1		cc520383a9283e56cb58a38d7b5f1c4e7638211f
com.shazam.fork	fork-reporter	3.2.0		4ecf1d47b6242bd11bf4f90f7695c90a7a83398c
com.shazam.fork	fork-reporter	3.3.0		d579c169bc81a4f5736fa2d1fc04d1e7d7a3e177
com.shazam.fork	fork-reporter	3.4.0		317168add46c0a7a2d47e57074d760d4fd7169be
com.shazam.fork	fork-reporter	3.5.0		3addf789d95d5aef796298a1fd556b07fc550385
com.shazam.fork	fork-reporter	3.6.0		05902724e0ae987877722f72ba3c238da07e0101
com.shazam.fork	fork-reporter	3.7.0		cea7f664d2a1961ad0fc2d9e3660e389ee183e9e
com.shazam.fork	fork-reporter	3.8.1		723e64f935c819d376f3038659872e770dc4c81a
com.shazam.fork	fork-reporter	3.9.0		f7c194fa3b437327ba3255ed10fc6f4004b653af
com.sksamuel.pulsar4s	pulsar4s-streams_2.11	0.90.1		25518e01fd0e4234c121747591d159322092b7cf
com.sksamuel.pulsar4s	pulsar4s-streams_2.11	0.91.0		5762fb30677bf910e7fe79cc4f3651786ab1ce1d
com.sksamuel.pulsar4s	pulsar4s-streams_2.11	1.0.0		ed5e70e858f86975072f6d220fdb9381030b6a8a
com.sksamuel.pulsar4s	pulsar4s-streams_2.11	1.0.1		7b67e5a233565d967f2c5ad1db192f3a8eca74f8
com.soywiz	korlibs-memory-wasm-js	6.0.0		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha2		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha3		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha4		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha5		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha6		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha7		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha8		N/A
com.soywiz	korlibs-memory-wasm-js	6.0.0-alpha9		N/A
com.ttlock	ttlock	3.1.5		N/A
com.ttlock	ttlock	3.1.6		N/A
com.ttlock	ttlock	3.1.7		N/A
com.ttlock	ttlock	3.1.8		N/A
com.ttlock	ttlock	3.1.9		N/A
com.ttlock	ttlock	3.2.1		N/A
com.ttlock	ttlock	3.2.2		N/A
com.ttlock	ttlock	3.2.3		N/A
com.ttlock	ttlock	3.2.4		N/A
com.ttlock	ttlock	3.2.5		N/A
com.ttlock	ttlock	3.2.6		N/A
com.ttlock	ttlock	3.2.7		N/A
com.ttlock	ttlock	3.2.8		N/A
com.ttlock	ttlock	3.2.9		N/A
com.ttlock	ttlock	3.3.0		N/A
com.ttlock	ttlock	3.3.1		N/A
com.ttlock	ttlock	3.3.2		N/A
com.ttlock	ttlock	3.3.3		N/A
com.ttlock	ttlock	3.3.4		N/A
com.ttlock	ttlock	3.3.5		N/A
com.ttlock	ttlock	3.3.6		N/A
com.ttlock	ttlock	3.3.7		N/A
com.ttlock	ttlock	3.3.8		N/A
com.ttlock	ttlock	3.3.9		N/A
com.ttlock	ttlock	3.4.0		N/A
com.ttlock	ttlock	3.4.1		N/A
com.ttlock	ttlock	3.4.2		N/A
com.ttlock	ttlock	3.5.0		N/A
com.ttlock	ttlock	3.5.2		N/A
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.1		36097305afae95de48271c2c06555a42548defa2
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.2		731c4efe2cca49fb5cdab736f5691edba39fab36
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.3		c14532be3dd8d56c2d57b12b62d1c43ec0571c82
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.4		95dc1de0c357808322df210aa3c4e786fe2fde8a
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.5		1779c3794782f61fe031172f30e8a9156bac5120
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.6		33444071927b2f3df095e6d616298ce6b8373d93
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.7		9c79818cdc0e02d78fc1c77992a062031813d00d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.1.10-beta.8		ec82e77893b692481d0b1fc4e45fb8ff2e9c7045
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.0		6290ffced289ef9df54553dcc9d56c4892236102
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.0-beta.1		18ef7e690988d2d1d8d7d0a64661d77647196723
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.0-beta.2		48acb1f5cde66e0a761270d445d0c00033b4a16d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.0-beta.3		46936b63ce9921e9daffb5cb5ed497865ea686c3
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.1-beta.1		8ccd071ce575ae35e05be3b050ba25a8e8443ada
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.1-beta.2		42dcc30d8d2055d4b105f4d4010b1625e69b4384
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.1-beta.3		6bec352d5d5ccdbecff873d059fca6f7d9a74f28
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.1-beta.4		0ecb7f92b17e2ca9a2ec667b3fd9130c1ca7b0b2
com.undefinedlabs.scope	scope-coverage-tests-java8	0.10.1-beta.5		3691b701736235113089416b921635c2a365b51a
com.undefinedlabs.scope	scope-coverage-tests-java8	0.11.0		e052d18eff4317e39d1d5fcf32cf6bf75930dc67
com.undefinedlabs.scope	scope-coverage-tests-java8	0.11.0-beta.1		69be8374804cc5f8545885cdcfa53be1800d2884
com.undefinedlabs.scope	scope-coverage-tests-java8	0.11.1-beta.1		81d6019ea3c0aea29aa5828d7a6a949cc97b3f36
com.undefinedlabs.scope	scope-coverage-tests-java8	0.11.1-beta.2		b5bb383d30d21c48b80397d8017ec9ad50763b59
com.undefinedlabs.scope	scope-coverage-tests-java8	0.12.0		993a43167ce663b4686aa923cf727af4119e6bdb
com.undefinedlabs.scope	scope-coverage-tests-java8	0.12.0-beta.1		e6287060bd0ee28824ac145758079141d58f5228
com.undefinedlabs.scope	scope-coverage-tests-java8	0.12.0-beta.2		aebec34a877aeeceab43aed7b2ecfdf160df609e
com.undefinedlabs.scope	scope-coverage-tests-java8	0.12.0-beta.3		1daf732c10b97e8e5031b51ded0a76d9970bf2be
com.undefinedlabs.scope	scope-coverage-tests-java8	0.13.0		11bed4c311f207c75a3d0a3bbf600b1d51c13f1a
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0		39be6b69397257ab216929c0c247bd94c6c3f129
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0-beta.1		88f1d0e0cb810584646936dffc16e4d67407d08d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0-beta.2		975522393e8a4b5a57f603d2a4d0a89ad385392b
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0-beta.3		b0141ab1d843c94ceaecaa964360d34694fc0ac2
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0-beta.4		12c692c395173728a99c72140d61f76b176ea0d3
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0-beta.5		ef1c6fe1ed687c6bd75d53fdec474d16c0cf7d30
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0-beta.6		63c59bcf4b5c44a4db4dfd566f84b7e015920cfb
com.undefinedlabs.scope	scope-coverage-tests-java8	0.14.0-beta.7		7a79ddd6b52d835e77a96c5ed16fed9b1590ba56
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0		8ce84246e36d07dd62c63071de3e1ec41065f845
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.1		e31334668cbf69efa9fd715cec6921aca61b748e
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.2		c3a6058a506cd94e1c764e2bc9c472f9989926a4
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.3		6ea53a338231fa3b18ef485394e4a46e7286b9c3
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.4		dbbb1f7fc2dd9ada30e274c32c57624f68dbf9f7
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.5		a25a37ca2a6390211883134d7f7e25b652c9a5e4
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.6		4407cda5a32363e834fc96f1c296a85c764b7b09
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.7		2b701ae88a1aaf54974dcd2ce5ca9584658be4aa
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.8		17a62265459c58f240391b3df44d52c012fbdebd
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.0-beta.9		905c7582889877413bc6131a5ab2d2b5decb58f6
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.1-beta.1		4202662d68939aad25c23558a82e14885ed54fa4
com.undefinedlabs.scope	scope-coverage-tests-java8	0.15.1-beta.2		2dbb802ca5baff937ae158ed2b7ce4fcfacd1fb5
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.0		e775a34e8de8b80e10437fc352fcfa94af8d7cd9
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1		84631fbfacbe75979c191a5a3b9d07dd527e7e60
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1-beta.1		0c3548d9e348fac185bfe98a946a2f9bb571f5e0
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1-beta.2		e2be6357518299ed96ba7a373769fb658d74bdfb
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1-beta.3		df2ff64e30820097074d6b5349b077ec1f17957c
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1-beta.4		c9062a5688ac5e9a9fe37b6e861342b1511f8b7e
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1-beta.5		272f87b2d1c5d0ed6ac573eae513d170b0375b46
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1-beta.6		089a424604325e2004b0d23d6974d22b27f0f646
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.1-beta.7		8f7b59f3063ec93d7ebdcac916411e96a117eaef
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.2		9157cf73df10aabcfeb6b4cdbedd92a667ac35bb
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.2-beta.1		8dc2dd153ea72b03ec7c43cd55437849da659622
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.2-beta.2		13e899bc4d8fdaf673c62dab46231d5dd5406652
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.2-beta.3		6f677edf690fe4074398f63e011ae04f9d668821
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.2-beta.4		59369f5c1c5e20c3c9ec79e2dd1bb2d421a565d0
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.3		5f10a3f0385262e67508defcce89b3fe8bb8057d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.3-beta.1		2e89f764ca39fb1a6000e78124abcf76e232f97b
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.4		31f02a718a9a0c44d6cf94768f728f2e6b56e1a9
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.4-beta.1		f3a1dc6f34dd2e53fd062da21726a2646a7ab2a2
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.4-beta.2		0c9e3b32e56ed6e6ace4d3e5e20f080cf0fc8c4b
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.1		8278b0f05046c1510e060af563ee806c7d36ebd8
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.10		e3cd93653b655daf7654a362835ea90b6fd7e1fd
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.11		d0a61997fd5da9fcb7ba1dc3caf2cccc02e176f8
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.12		a314861d47a9f1754f9867ae5b44724d7336f78a
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.13		e7b13b159ffc828a2783c59579c8d6f16048af13
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.2		db3a4c5ee946f763e94361514d9edccbebc68d4c
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.3		4e023b45a6126af68cca325a22309e11233e1ff2
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.4		6d9a83372ca3e489ea74e9fc372f1e52292705a2
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.5		0f3ab94bb59284a50784446f23ae74c263e2f444
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.6		2018e4dadf64a6ed8e58ae284122dd8e567e940e
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.7		55fda1f5370df0af92c6d287e841bef066a36dc7
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.8		7ae7a494a4b65cb9e464ef5ab195361e9f3ac620
com.undefinedlabs.scope	scope-coverage-tests-java8	0.2.5-beta.9		621bbbc603954dcf2e3b4c3e75172c592ef52728
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.0		873ac47c81eb47720faaa5f00e671e5019c17bbc
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.0-beta.1		fb70393281842215629b38bbf284198b61def44f
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.1		1d98fab4d581781af9a78a0d3fcaf25fb4ec7ab7
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.2		b0dc3bcf3501ec30151bad7e113d9cd6bde82ef9
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.3-beta.1		31f3dcf5067f6ddbbbbcaa8e1b107226c11d1897
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.3-beta.2		41004f0dcea4dc699587572c33cac808c5b24027
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.3-beta.3		97f1f7066a2cad1a64cb6163e4d88b3b0716431c
com.undefinedlabs.scope	scope-coverage-tests-java8	0.3.3-beta.4		8ad89a7db54c084d5b2b303aa4a58dc7ad8eaf5d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.4.0		bcc7e3daa074f4954c450e2a03759b42bb52cc5d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.0		b5158bece266a88a37ad3fe2c56980443c29dc19
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.0-beta.1		a166f005353f2ae1387b32c768a5c0f3d02b6644
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.0-beta.2		8f4595032bb48496b771b7ab7076bc09d4eb0249
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.0-beta.3		57436c05e7689372608b7c3a2f826c8e238e27da
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.0-beta.4		197c48a7613666ac4375c1c998364038a2a00ce5
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.1		e7fa4977159021c4af2ad28f29281cdcc6ba2cb9
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.2		dc9a165a78aabb753a4e48c9122943674b23913e
com.undefinedlabs.scope	scope-coverage-tests-java8	0.5.2-beta.1		8bb6f2d195bc1b5cbf0faf18539220ca55314dfb
com.undefinedlabs.scope	scope-coverage-tests-java8	0.6.0		458d13ccf3b160f5673117a061498899e0b31e3d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.6.0-beta.1		a42f3a1244bb75d1a1a86abe91c48cf9cefed483
com.undefinedlabs.scope	scope-coverage-tests-java8	0.6.1		1f01eae63b79d602a028054aa6a2fe8dde3fc261
com.undefinedlabs.scope	scope-coverage-tests-java8	0.6.2		d536e069849b45943ab818f938cc292c9c565d73
com.undefinedlabs.scope	scope-coverage-tests-java8	0.6.3		de2c4b27a68b84167528a1c2937d1c335b070bc3
com.undefinedlabs.scope	scope-coverage-tests-java8	0.7.0		9c1eeb7625a66a8cd43af14945362b088b238b1d
com.undefinedlabs.scope	scope-coverage-tests-java8	0.7.0-beta.1		526795fbcd33b5e7f0a63ec6f9c4d0fda2671d81
com.undefinedlabs.scope	scope-coverage-tests-java8	0.7.0-beta.2		309fd9f8502f2670d9751653171197329a2b9b93
com.undefinedlabs.scope	scope-coverage-tests-java8	0.7.1-beta.1		df75750c1a96c0cfcc26e824b5739ca5a96504a4
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.0		c144f1530a7a5aed7aa822d28ac80e035a9fa12b
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.0-beta.1		fdfcb74e0dae95ef936a76f310efa0cd227efc5e
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.0-beta.2		2a22cc9bf4458807a6d3c5e3f74378ea8cbfe6e1
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.0-beta.3		048a73fb28cee856f32b5ad18e6f5c89352acad5
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.0-beta.4		d28d7825d1b09bdb6f8b5ce8002d23be40936db3
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.0-beta.5		5b1456c476c54a0d7f72f7a94151756c6c05b62a
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.1		e6cabad41dea7bc529cc86eadb1efcdaffd24bd7
com.undefinedlabs.scope	scope-coverage-tests-java8	0.8.2-beta.1		5bffbc912d6b97eeff7073ef8891a84802084fd7
com.undefinedlabs.scope	scope-coverage-tests-java8	0.9.0		274aa3160e8c7227e6e4de6da20f91671b9cc766
com.undefinedlabs.scope	scope-coverage-tests-java8	0.9.0-beta.1		5f3ff1b57860498731aa303f808511530a32a8b1
com.undefinedlabs.scope	scope-coverage-tests-java8	0.9.0-beta.2		137451176433b94ed70ce27719b8b0d75dc893d5
com.undefinedlabs.scope	scope-coverage-tests-java8	0.9.0-beta.3		04333cda5c2407df16efbbccdbd9d9ddff448aa2
com.undefinedlabs.scope	scope-coverage-tests-java8	0.9.0-beta.4		38f8d16073789edd4b4c172357bb2fc01af0a76f
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.1		3bec7eef30ef68c3ca0b61ae4e632b3b18a99c95
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.10		f0d385f18a658f78974aa12fc2f43b6d43075c4f
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.12		3e5fe724d695f94bb025f5618771e353895bb223
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.13		d82f25175ea8159c0a11b495593f739091af4221
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.14		34367afb764015c4ddcab1aa257776b4653242f2
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.15		b50d42d42443d9b842e3fed0f4876472704e25eb
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.20		83f0e780985ad81caea162e0cc83e8e4757f1c2f
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.21		94799a26b8c22d7ba7e4233a842ce044c75e2889
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.22		7717af056d17e46fdf002b9f4d64a018b6a5e5c0
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.24		f054d869e53b7641ff649da998eceb9a0b4572cf
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.4		3daf089285dea4ae1172b2f42ae13a6071de31a9
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.5		b849ec546f98903ba079c150f203ab84badeb14b
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.6		3970465051430c62afed48dfc072e3227006eb25
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.7		7ba6997ac068d29bd98b16e1f379b6c94886a033
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.8		dc22251819b38d7065bf4641609a7a2cb20864cd
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.9		dcb520168025f5863e634c0e4857675ca23ef81b
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.0.RELEASE		c72fdeed7a6e4571b7d883b8b592b324c051ef69
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.1.0		6aaa3b164135396e1f9db635904e9a122a135632
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.1.12		c38ad4b63355f64fa2a7592cd4c6625cbf2d0910
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.1.4		fdcda7de51ed4b891fd01afbbb56b2ad1984a867
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.0		5eda4b33c8d5e339db09fb0caa40de8ec49eb7f7
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.1		3d32d145fc4daa9c6d3fc5912cc3db1c7b9a02c3
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.10		e1e0f2f9ec0d47f870b6913e5e08e57d660fbcea
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.12		2a17e8215a85235661c2bfc8d6b1bfcf455d0dcd
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.4		8faf011fad9d588bb63feb7ce06573af9b60ab76
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.5		67d9591c3e405db1e947992b01bdb5d4651f5564
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.6		bc43fa8a8d9804d69b200e7cecb650013d3646af
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.7		b075c2b7b9042d56706ca6994892f5383c96cf98
com.zhaofujun.nest	nest-plus-spring-rocketmq	2.2.8		aedd1a86e4ffb7405c9000c2b60c19bfc0c413dc
de.javagl	jgltf-model-builder	2.0.2		b1a891746ff17f4af18a78e9ac4e1f47c1e2dd3e
de.javagl	jgltf-model-builder	2.0.3		c2226c8eae5288f5d9acf8058dbd860c044026ec
de.javagl	jgltf-model-builder	2.0.4		63a864c5482ac3c9d0d2346b4a601964acf92ea7
de.sciss	fscape-views_2.13.0-M5	2.24.0		3df567e4a368b0af5e05c663526ea4d1d5eb7255
dev.datlag.tolgee	core-macosarm64	2.0.0-RC		N/A
dev.datlag.tolgee	core-macosarm64	2.0.0-RC	metadata	b0b4cdc69f9bf475e386d298ee1995701f326611
dev.datlag.tolgee	core-macosarm64	2.0.0-RC-1		N/A
dev.datlag.tolgee	core-macosarm64	2.0.0-RC-1	metadata	b8c063867fffb065a3c3fc5dcca78352ff4c1a48
io.github.copper-leaf	json-utils-android-debug	0.1.0		N/A
io.github.copper-leaf	json-utils-android-debug	0.2.0		N/A
io.github.copper-leaf	json-utils-android-debug	0.3.0		N/A
io.github.copper-leaf	json-utils-android-debug	0.4.0		N/A
io.github.copper-leaf	json-utils-android-debug	0.5.0		N/A
io.github.copper-leaf	json-utils-android-debug	0.6.0		N/A
io.github.copper-leaf	json-utils-android-debug	0.7.0		N/A
io.github.minhhoangvn	protoc-jar	3.11.4		2df806dc421bd9df548c97fd3ba5ba85b77854b8
io.github.minhhoangvn	protoc-jar	3.21.4		b2a89871d21326c22110118583ca08aeb3dbd749
io.github.seker	logger	1.0.0		N/A
io.github.seker	logger	1.0.1		N/A
io.github.xxmd	dlna-cast	1.0.0		N/A
io.github.xxmd	dlna-cast	1.0.1		N/A
io.github.xxmd	dlna-cast	1.0.2		N/A
io.github.xxmd	dlna-cast	1.0.3		N/A
io.maryk	maryk-testmodels-jvm	0.2		d1911e728e977fdafa35fb39e01e6a99347605c8
io.maryk	maryk-testmodels-jvm	0.3		50e1295e67a8ff5496ee5e922ae889733d5f9260
io.maryk	maryk-testmodels-jvm	0.4		647c876a073761ee7429d106b33ff6017a9f28b9
io.maryk	maryk-testmodels-jvm	0.4.1		647c876a073761ee7429d106b33ff6017a9f28b9
io.maryk	maryk-testmodels-jvm	0.4.2		647c876a073761ee7429d106b33ff6017a9f28b9
io.maryk	maryk-testmodels-jvm	0.5.0		a55e5b7f0b5d416818f0109ccfd3f23448ef0f5d
io.maryk	maryk-testmodels-jvm	0.6.0		0ddd03745622dd43b4e4a3416ad52e9716aef85e
