ai.wanaku	jbang	0.0.4		cdfbae12c7f3aac56a4a47294b3e311d2c1d8a77
com.io7m.jwhere	io7m-jwhere-cmdline	0.4.0		edd339984206c27512aa2426cf0233d47005c97b
com.io7m.jwhere	io7m-jwhere-cmdline	0.4.0	main	d1a9aa81903b86cdfffe90a3225134de38e9727f
com.macasaet.auth	jersey-hmac-auth-client	0.16		7aa821003dad53d41f90aa4c12f84e762dc40b08
com.specdevs	specgine_2.11	0.2-M1		de5cd74e418e62590c685ad6cd8b5e42ff52cfeb
com.y3tu	y3tu-tool-http	1.2		2f4cca91e4d11bbe8e07fa3e13668b254fcf7295
com.y3tu	y3tu-tool-http	1.3		2edf5fc52b94e3475d9079761f63dceffab2ff94
com.y3tu	y3tu-tool-http	1.4		0c90c1009eac345185a12cecb6f708b3313c777b
com.y3tu	y3tu-tool-http	1.5		7e5fb6b9b5981a3878165bb2b7b52ff7ac483573
dev.datlag.tooling	tooling-compose-iosarm64	1.0.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.0.0	metadata	bba403b75eecb97718b4b377bf5386fa7fc8cc1e
dev.datlag.tooling	tooling-compose-iosarm64	1.1.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.1.0	metadata	66e1022640e3a45d90f10646c5af1427fbc80e24
dev.datlag.tooling	tooling-compose-iosarm64	1.1.1		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.1.1	metadata	6f0255ec20134c3b461b0d339be4a3be5f48d9ea
dev.datlag.tooling	tooling-compose-iosarm64	1.2.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.2.0	metadata	142b1a926476b1237c6dbe5620e918692f939218
dev.datlag.tooling	tooling-compose-iosarm64	1.2.1		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.2.1	metadata	92a308398e51dcf445189dc8d2edabe32c32067b
dev.datlag.tooling	tooling-compose-iosarm64	1.3.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.3.0	metadata	cb61e45f48aa2caeceb11ccbd406b5c7ef8bb485
dev.datlag.tooling	tooling-compose-iosarm64	1.3.1		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.3.1	metadata	017074ec94a413f628a2276fc19afd087ec8b91f
dev.datlag.tooling	tooling-compose-iosarm64	1.3.2		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.3.2	metadata	950b08e4846ffde7f871fb648776d77b289a3efc
dev.datlag.tooling	tooling-compose-iosarm64	1.4.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.4.0	metadata	686944fcaf1ce36af98e5f0f47b6f9af61096c39
dev.datlag.tooling	tooling-compose-iosarm64	1.5.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.5.0	metadata	9a95095867cc70809deaf3bffa372d1f5d42c133
dev.datlag.tooling	tooling-compose-iosarm64	1.5.1		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.5.1	metadata	efdab783e15bea9b8c90b0ef707a475c3812fa09
dev.datlag.tooling	tooling-compose-iosarm64	1.5.2		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.5.2	metadata	404bdea189e6b4284c70c1779c4c476583425f72
dev.datlag.tooling	tooling-compose-iosarm64	1.6.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.6.0	metadata	ec0158277f22d58b1c14a0ec9af65071be3e8f14
dev.datlag.tooling	tooling-compose-iosarm64	1.6.1		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.6.1	metadata	5872d885ef8da2f7d00c112bd0424e8a0e373026
dev.datlag.tooling	tooling-compose-iosarm64	1.6.2		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.6.2	metadata	374d3f22df35d321a8b6e0d6282837e89910223e
dev.datlag.tooling	tooling-compose-iosarm64	1.6.3		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.6.3	metadata	c7578712e91832b794bf56f1fbbc382c1906f999
dev.datlag.tooling	tooling-compose-iosarm64	1.6.4		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.6.4	metadata	792c7a08515dce0349f9654a80233d0364dadd4f
dev.datlag.tooling	tooling-compose-iosarm64	1.6.5		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.6.5	metadata	fd1557288fabd3236dc9fe1f361f182161f81924
dev.datlag.tooling	tooling-compose-iosarm64	1.7.0		N/A
dev.datlag.tooling	tooling-compose-iosarm64	1.7.0	metadata	f7643a6880bbcdfb97725ffab2728290675d1b07
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.32.4		4d7952be645ed6baeb98ca7c694360a202606255
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.32.5		3acee6d18abc07ee7765f801e30f12ee8e034f6d
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.32.6		f5cd1b28e7b6dbf6e0cc7f5f6770663342edb826
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.32.7		765148d280b391fa556a7ac5da0b3775e9ebd5ed
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.32.8		417dcce2f553ce25dec7269a9ac0fffad7213dc8
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.32.9		88fe3a295a705a8bfecf00a76eeecbb3a5f55767
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.33.0		e9dc6095420059e251892bedfd8298e38a32655f
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.33.1		f152b9f8eb11be9f9d9b9ce4c8063e2130d5eff5
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.33.2		22874728e3541983d0065df39c58e55032305e05
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.33.3		87b5ccd4338237053f396f9447678139e965bb76
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.33.4		f179957c7329006b93e74d9e98f2c1fa59a5313d
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.34.0		d8cbc03449172ecdb4aa657d70cca856da9239de
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.34.1		e5ba250f96a4766cf6602621bcc3dcef4ae1eaf1
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.0		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.1		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.2		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.3		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.4		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.5		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.6		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.7		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.8		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.35.9		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.36.0		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.36.1		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.37.0		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.37.1		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.37.2		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.37.3		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.37.4		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.0		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.1		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.10		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.11		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.12		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.13		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.14		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.15		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.16		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.17		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.18		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.19		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.2		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.20		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.21		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.22		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.23		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.3		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.4		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.5		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.6		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.7		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.8		N/A
dev.inmo	tgbotapi.extensions.behaviour_builder-js	0.38.9		N/A
dev.jordond.compass	tools-web-jvm	0.1.10		4678515f5f649e3e20381b031a4a89f1abca6f9b
dev.jordond.compass	tools-web-jvm	1.0.0		4678515f5f649e3e20381b031a4a89f1abca6f9b
dev.jordond.compass	tools-web-jvm	1.1.0		67ef4ed70774b694deb8dbf3a3ddae7618248a75
dev.jordond.compass	tools-web-jvm	1.2.0		6f76eb308ea0b2a49beb7d308fe376ec01ce5c96
dev.jordond.compass	tools-web-jvm	1.2.1		c770c4e07b947868230ccf10ceaab527d85bd184
dev.jordond.compass	tools-web-jvm	1.2.2		c770c4e07b947868230ccf10ceaab527d85bd184
dev.jordond.compass	tools-web-jvm	1.2.3		c770c4e07b947868230ccf10ceaab527d85bd184
dev.jordond.compass	tools-web-jvm	1.2.4		09d308245b9e8d94dc7df866d5746f0bc9aae270
dev.jordond.compass	tools-web-jvm	2.0.0		08b1c7fc06ad4a39b02eb6789ba9322f3804e7c5
dev.jordond.compass	tools-web-jvm	2.0.1		3a16486e6d9f9b258638966862cc58d65dd57ed1
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-alpha01		N/A
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-alpha01	metadata	c869fc7c09d8aae600206de992d1f604e185188a
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-alpha02		N/A
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-alpha02	metadata	ca40f3e3bfc0760bd11f512060b0b56361cc8e44
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-alpha03		N/A
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-alpha03	metadata	98cbad9a5fd4f674f3b2d3941b5db6251af0250c
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-rc01		N/A
dev.jordond.stateholder	dispatcher-iosx64	2.0.0-rc01	metadata	75ba2c39c92bb3a0e6ff518f66d6b391904b0ecb
eu.codlab	kotlin-http-client-js	1.10.0		N/A
eu.codlab	kotlin-http-client-js	1.11.0		N/A
eu.codlab	kotlin-http-client-js	1.11.1		N/A
eu.codlab	kotlin-http-client-js	1.12.0		N/A
eu.codlab	kotlin-http-client-js	1.13.0		N/A
eu.codlab	kotlin-http-client-js	1.13.3		N/A
eu.codlab	kotlin-http-client-js	1.14.0		N/A
eu.codlab	kotlin-http-client-js	1.14.1		N/A
eu.codlab	kotlin-http-client-js	1.14.2		N/A
eu.codlab	kotlin-http-client-js	1.15.0		N/A
eu.codlab	kotlin-http-client-js	1.16.0		N/A
eu.codlab	kotlin-http-client-js	1.17.0		N/A
eu.codlab	kotlin-http-client-js	1.18.0		N/A
eu.codlab	kotlin-http-client-js	1.18.1		N/A
eu.codlab	kotlin-http-client-js	1.3.1		N/A
eu.codlab	kotlin-http-client-js	1.4.0		N/A
eu.codlab	kotlin-http-client-js	1.5.1		N/A
eu.codlab	kotlin-http-client-js	1.6.0		N/A
eu.codlab	kotlin-http-client-js	1.7.0		N/A
eu.codlab	kotlin-http-client-js	1.8.0		N/A
eu.codlab	kotlin-http-client-js	1.8.2		N/A
eu.codlab	kotlin-http-client-js	1.9.0		N/A
eu.mihosoft.freerouting	freerouting	1.3.0		51fb7db3dd0114857be677ede15cd5c401ac60de
eu.mihosoft.freerouting	freerouting	1.3.0	executable	00096a48b09209b1c99b1f383a661f2237272520
in.neuw	aws-iam-roles-anywhere-core	0.1		5a60c8d1723d273806cce1b381b0d8fffbe0705d
in.neuw	aws-iam-roles-anywhere-core	0.2		1483850f469e5f9c739d1b4e73e885b3dec048ab
in.neuw	aws-iam-roles-anywhere-core	0.3		b4a8d815ac601118913e75079bb1eee19e1c725d
io.github.jrosenkranz.opts	opts-samples-parent	0.0.1		N/A
io.github.lemcoder.mikrosoundfont	soundfont-linuxx64	0.1.4		N/A
io.github.lemcoder.mikrosoundfont	soundfont-linuxx64	0.1.5		N/A
io.github.lemcoder.mikrosoundfont	soundfont-linuxx64	0.1.6		N/A
io.github.lemcoder.mikrosoundfont	soundfont-linuxx64	0.1.7		N/A
io.github.lemcoder.mikrosoundfont	soundfont-linuxx64	0.1.9		N/A
io.github.lemcoder.mikrosoundfont	soundfont-linuxx64	0.2.0		N/A
io.github.lemcoder.mikrosoundfont	soundfont-linuxx64	0.3.0		N/A
io.github.openguava	jvtool-spring	0.0.10		996cf620e7b749de0911926f658f58cbb97603d1
io.github.openguava	jvtool-spring	0.0.11		65d2249dfae01ac19bec8e910710e0a3607095fd
io.github.openguava	jvtool-spring	0.0.2		e9cc05420caa51be0a977938cb8077623e11a57e
io.github.openguava	jvtool-spring	0.0.3		c66d82e85fd32b2b3268ce3476d85f082af4eccb
io.github.openguava	jvtool-spring	0.0.4		876eb6f52836a3e3a87c08d84e18b71bdf809f3e
io.github.openguava	jvtool-spring	0.0.5		0b59a6c2be9b671da0a11c50ec88918161e39424
io.github.openguava	jvtool-spring	0.0.6		f99ab0bdeee95d27108fdd6b44fd0e20af845654
io.github.openguava	jvtool-spring	0.0.7		393f0caa86f2c940c5fbaf284d14e2c41799faeb
io.github.openguava	jvtool-spring	0.0.8		96279579315cf8b5169da2a41cd59340c29589de
io.github.openvega	openssl-parent	1.0-dummy		N/A
io.github.openvega	openssl-parent	1.0.2k		N/A
io.github.parubok	multiline-label	1.17		1ee7f47d506172441f5d246237dec96852cd6684
io.github.parubok	multiline-label	1.18		baeff7bf54a1f912331ecec35b6104204cfe6fce
io.github.parubok	multiline-label	1.19		b9ac40f52c2b91f04a8378fa717b6372f47ca82d
io.github.parubok	multiline-label	1.20		bd187d8836dc91618cbaf41256f1b8c40525efd6
io.github.qiunet	GameTest	7.0.0		517748a6cb0cf67cad6c33a9f0a43eaa736efced
io.github.qiunet	GameTest	7.0.1		9ed3df57355bddf706cb566253bf084895fa63b4
io.github.qiunet	GameTest	7.0.10		7d4f470bd3179d783353169fcec814de2d894fbf
io.github.qiunet	GameTest	7.0.2		f78d7c94a8aeefa07dc9a39b5f1cccef2904a2e3
io.github.qiunet	GameTest	7.0.3		245dbeddfcf89bffc95e1985e1dae790524dac7f
io.github.qiunet	GameTest	7.0.4		df2b9cc01678ec4cacd88da04534d0ad419537ba
io.github.qiunet	GameTest	7.0.5		39a20068b96de4222cbf1418bb4131a5d5397359
io.github.qiunet	GameTest	7.0.6		c1648a1108924688c8cfca28094f32554af13887
io.github.qiunet	GameTest	7.0.7		a4cd3ff50d585fc8f079b28b08630e485e9af706
io.github.qiunet	GameTest	7.0.8		88684b3517ff1bbf2a4ed05ed16332dca5b37194
io.github.qiunet	GameTest	7.0.9		9ed7fa2f5a2e0486417f3c28eb8b3620bbf72fb7
io.github.qiunet	GameTest	7.1.1		961a0ea671df83ea6a2c909007c9bc2e5beabaa3
io.github.qiunet	GameTest	7.1.2		56f3a2bdda06a2db56de9308661c2a08361d22cf
io.github.qiunet	GameTest	7.2.1		9fe0a819b718e443acea29c3fa6506e713582a66
io.github.qiunet	GameTest	7.2.2		13387a5f5e66699c13c0a7473f470b350a914c34
io.github.qiunet	GameTest	7.2.3		b44b37bb8cc25dcf9e78bc8817a8c2e34a63df00
io.github.rzo1.org.apache.cxf	cxf-tools-common	4.1.0-tomee-M1		10965be31638b268d10759e86155452c4af9e788
io.github.rzo1.org.apache.cxf	cxf-tools-common	4.1.0-tomee-M2		e1af835fcdb2de9d76560c7804ea170bd9263963
io.quarkus	quarkus-camel-netty4-http	0.11.0		6ae88cc4e2c30ed327ed632d850c929f39746d1b
io.quarkus	quarkus-camel-netty4-http	0.12.0		e9a399d35a0262ae6d66bb11af93732b8fe73389
io.quarkus	quarkus-camel-netty4-http	0.13.0		708dbf8e0abfa1a092b22cdeeb408b1c3113673c
io.quarkus	quarkus-camel-netty4-http	0.13.1		8151001405cce9d9289f3d8bb4eac54f90ebf07a
io.quarkus	quarkus-camel-netty4-http	0.13.2		dae5e9cf8261c35695e1820243c75a65252cf0d3
io.quarkus	quarkus-camel-netty4-http	0.13.3		1db5300bd113069e91c537a10eaf14b56c332555
io.quarkus	quarkus-camel-netty4-http	0.14.0		6ed945a2f3e332e7af13e285b524fee5ea7febf9
io.quarkus	quarkus-camel-netty4-http	0.15.0		31aa1b405a54d01e42458f56363d9a4c89f186a8
io.quarkus	quarkus-camel-netty4-http	0.16.0		1ff90e898bcc109a5efca4eb5561165559aade3e
io.quarkus	quarkus-camel-netty4-http	0.16.1		4050fb3cbeb86f12936e40a95f40ee746c756fa8
io.quarkus	quarkus-camel-netty4-http	0.17.0		82e61a1ff6e337d67c99ba7d5f1b9bb7870f2a1d
io.quarkus	quarkus-camel-netty4-http	0.18.0		b14701aa24dd5180729b39bc89c0634727a55d0f
io.quarkus	quarkus-camel-netty4-http	0.19.0		b544725f652cd38ca0c92b95abc7229407a03e1f
io.quarkus	quarkus-camel-netty4-http	0.19.1		b553e12db7ca8d8bac74d8c34b756fb06cc1987d
io.quarkus	quarkus-reactive-mysql-client	0.23.0		878f518d79cc069ec5e1f42c098e2eb80966a803
io.quarkus	quarkus-reactive-mysql-client	0.23.1		e3e06a4496c6567076ca76947b5ff85a391da66d
io.quarkus	quarkus-reactive-mysql-client	0.23.2		c2a3a0212f92ed6010bff815a571e8ebfd703a5e
io.quarkus	quarkus-reactive-mysql-client	0.24.0		e46ec512fde81a0ee06389c40c210549f0180346
io.quarkus	quarkus-reactive-mysql-client	0.25.0		c344fe24b2cc87da6b09c95f486489334a31437b
io.quarkus	quarkus-reactive-mysql-client	0.26.0		f2651cae9a79a3c2e2c55a14d16ce844fda5154a
io.quarkus	quarkus-reactive-mysql-client	0.26.1		259fcb4b67e72f6f388e4d71d369ed2ee5be09e2
io.quarkus	quarkus-reactive-mysql-client	0.27.0		3f92f411be477b0b7775b35c14e2bbb83987534d
io.quarkus	quarkus-reactive-mysql-client	0.28.0		0c49e6023db1e8910d3230d9b1a3231870367e06
io.quarkus	quarkus-reactive-mysql-client	0.28.1		77ff4c8210589b2ed080c5ded9964a2669eeac7c
io.quarkus	quarkus-reactive-mysql-client	1.0.0.CR1		ba6b30292375a3ae2b402998cdc38ad7ff1f0ef2
io.quarkus	quarkus-reactive-mysql-client	1.0.0.CR2		f110998c43188e4b4fea40cdd63674fde5b6962a
io.quarkus	quarkus-reactive-mysql-client	1.0.0.Final		d92d55fca02aa97ecbf3d3e8266f484eee99b900
io.quarkus	quarkus-reactive-mysql-client	1.0.1.Final		589dbf66db42129f5320c37d46c92694414799a0
io.quarkus	quarkus-reactive-mysql-client	1.1.0.CR1		5b1ec546a57bf1b4a7b37676a78aee31f87a587d
io.quarkus	quarkus-reactive-mysql-client	1.1.0.Final		de7c9deed87b7b6957e739c183af669f996a604c
io.quarkus	quarkus-reactive-mysql-client	1.1.1.Final		e87cdb650270b7dc9e3c990bc95150f020241438
io.quarkus	quarkus-reactive-mysql-client	1.10.0.CR1		d0f248f2690c3df7e4b8a823902f7519f94cb71a
io.quarkus	quarkus-reactive-mysql-client	1.10.0.Final		cd19cab8f67d4b7de2fd45279310e91bee0e5eb3
io.quarkus	quarkus-reactive-mysql-client	1.10.1.Final		0e77b9987c2450cba82dcec5d7d28caa023576bc
io.quarkus	quarkus-reactive-mysql-client	1.10.2.Final		ea2222a187d0980f0bf7ac244d8f31602da806b7
io.quarkus	quarkus-reactive-mysql-client	1.10.3.Final		4cdd7eac991119733e9b3067b9b96d3bcec4a3f5
io.quarkus	quarkus-reactive-mysql-client	1.10.4.Final		276c348025a2bc6c36b4f27bf28c087c8e29c09b
io.quarkus	quarkus-reactive-mysql-client	1.10.5.Final		33aeca7bf30a4201932b39a369b3d47979de5eab
io.quarkus	quarkus-reactive-mysql-client	1.11.0.Beta1		b77e6d41d6941f9dcb3bbc24c0dbbc750a887526
io.quarkus	quarkus-reactive-mysql-client	1.11.0.Beta2		4a077f7b3f41268a752e6e49bf4683e4f36c0392
io.quarkus	quarkus-reactive-mysql-client	1.11.0.CR1		f62aac65e43890314cf81b315cf60ac1f374dc1c
io.quarkus	quarkus-reactive-mysql-client	1.11.0.Final		f8e1d9b1de1f51918ff55212cda2cebe5ca81da3
io.quarkus	quarkus-reactive-mysql-client	1.11.1.Final		938c030f746e93455f6111dcbda1ff705f398aeb
io.quarkus	quarkus-reactive-mysql-client	1.11.2.Final		34e10a5ac392fbccc8e0eb0b35ccd22bcf677888
io.quarkus	quarkus-reactive-mysql-client	1.11.3.Final		0b310eb940a2c056881882f84ceac5936b510612
io.quarkus	quarkus-reactive-mysql-client	1.11.4.Final		7c373bd003103874faafa91cf4a5618cb1ae41f3
io.quarkus	quarkus-reactive-mysql-client	1.11.5.Final		08c71ab245e0bbce0ab34e7a0c038bd07b0942e6
io.quarkus	quarkus-reactive-mysql-client	1.11.6.Final		216784d9b6a49cf06600c35f869469c023405d84
io.quarkus	quarkus-reactive-mysql-client	1.11.7.Final		aada48490b2b63229e8adf27eea72af58c568b7f
io.quarkus	quarkus-reactive-mysql-client	1.12.0.CR1		7d21c02a6cbb472aafa89910d4becfdffed38ee5
io.quarkus	quarkus-reactive-mysql-client	1.12.0.Final		ed0af051209320eb14b8152703211de61c8799ea
io.quarkus	quarkus-reactive-mysql-client	1.12.1.Final		925ebfb7f4c52da1bc8024fb010faf8aaae519c7
io.quarkus	quarkus-reactive-mysql-client	1.12.2.Final		a0e1025adb4387bce4af817076f4ee1cf52c4028
io.quarkus	quarkus-reactive-mysql-client	1.13.0.CR1		b7bced4189f0e494c2cd6146bc037e51761361c7
io.quarkus	quarkus-reactive-mysql-client	1.13.0.Final		0af4f1058067a6c614fc9711745fa24e8387220b
io.quarkus	quarkus-reactive-mysql-client	1.13.1.Final		d2a8e5261df6584795cc88694f9099b56121f109
io.quarkus	quarkus-reactive-mysql-client	1.13.2.Final		e7f75824ba25d460f390530aeecb2adaa4baeb16
io.quarkus	quarkus-reactive-mysql-client	1.13.3.Final		ae1cef214558986d5124c11df7b686ce3bc21261
io.quarkus	quarkus-reactive-mysql-client	1.13.4.Final		20390b94e92714f480577fa4d348a04cabee6e20
io.quarkus	quarkus-reactive-mysql-client	1.13.5.Final		79e09d6ef882b5e1d94ceb03b55e7d944da702b5
io.quarkus	quarkus-reactive-mysql-client	1.13.6.Final		5bf8fc9cc3b2c07116c68db4f64563cbf2427252
io.quarkus	quarkus-reactive-mysql-client	1.13.7.Final		082bd5a8aba6391f6e1fda95a114d3a1411b33bb
io.quarkus	quarkus-reactive-mysql-client	1.2.0.CR1		9e75a862a30f82ec6ad9c137d7bce304f1fc9c09
io.quarkus	quarkus-reactive-mysql-client	1.2.0.Final		a6feb9bda82d64148e9c3a0f993c1618fed750e8
io.quarkus	quarkus-reactive-mysql-client	1.2.1.Final		7bc461cee1934311cb832f9087b7457218850057
io.quarkus	quarkus-reactive-mysql-client	1.3.0.Alpha1		3c52c35bc0532985cd71b219dc88192f980514c1
io.quarkus	quarkus-reactive-mysql-client	1.3.0.Alpha2		a555c59f2a30a1a4e50300c5b14c79f2b2328760
io.quarkus	quarkus-reactive-mysql-client	1.3.0.CR1		077dc98b3b38838baff6c82e72413061fba45485
io.quarkus	quarkus-reactive-mysql-client	1.3.0.CR2		412f1938eb4afb91eafca8932e1f0b1379200460
io.quarkus	quarkus-reactive-mysql-client	1.3.0.Final		94637fef510122f659f843e4a8b8d9beb2a49f30
io.quarkus	quarkus-reactive-mysql-client	1.3.1.Final		1a36013e88d206131c6dba59b0bc981669025bad
io.quarkus	quarkus-reactive-mysql-client	1.3.2.Final		ac3705f52383fcde1be7ad2ff603e6dcb8461602
io.quarkus	quarkus-reactive-mysql-client	1.3.3.Final		0238c96d1c342313f48dad0b8f234225442221c1
io.quarkus	quarkus-reactive-mysql-client	1.3.4.Final		dcc631e35d8c24a50d719290b2322ba1219c7547
io.quarkus	quarkus-reactive-mysql-client	1.4.0.CR1		832c5a440100d069ece5e1fc4c80ef0d81334120
io.quarkus	quarkus-reactive-mysql-client	1.4.0.Final		96b2cdad352e74f87059e3335947542b2180913b
io.quarkus	quarkus-reactive-mysql-client	1.4.1.Final		b107ccc5502f5c39b3e79f16bab725b63bdacb6e
io.quarkus	quarkus-reactive-mysql-client	1.4.2.Final		42c379a27f9f725a001dc9b23d130fceb781c19a
io.quarkus	quarkus-reactive-mysql-client	1.5.0.CR1		1113f5256fc5fbf8aa709bb50a597d08cad8cfa9
io.quarkus	quarkus-reactive-mysql-client	1.5.0.Final		5749615ef6209fba7af1cf13e755f2fd5b734e89
io.quarkus	quarkus-reactive-mysql-client	1.5.1.Final		fab4d78b22dc3e9955ed24ab32f7e2f4b77c6f86
io.quarkus	quarkus-reactive-mysql-client	1.5.2.Final		a364fb844ec85223734355467c230e7659e3226b
io.quarkus	quarkus-reactive-mysql-client	1.6.0.CR1		835f01b5aff507072a4e2f7f8eb475abd5ea4919
io.quarkus	quarkus-reactive-mysql-client	1.6.0.Final		5327a957a03b918ac4d1ebf2e682a9d2216d1731
io.quarkus	quarkus-reactive-mysql-client	1.6.1.Final		306461d3be9d187dff0f51c3e230e43b4f2ea7ea
io.quarkus	quarkus-reactive-mysql-client	1.7.0.CR1		634d7156060cf1021fbffcec61a89ab7273e6f14
io.quarkus	quarkus-reactive-mysql-client	1.7.0.CR2		fdb3f2a3a0831e1218e25b676bf45276418172b7
io.quarkus	quarkus-reactive-mysql-client	1.7.0.Final		71e36cc6bae1ce4c8936cb1673be1a1f852ee0a4
io.quarkus	quarkus-reactive-mysql-client	1.7.1.Final		368582dfa3936688ed75807537bdc780186bda5e
io.quarkus	quarkus-reactive-mysql-client	1.7.2.Final		2ae592345decf003a76aa94b3f5977f75659fb66
io.quarkus	quarkus-reactive-mysql-client	1.7.3.Final		45cb8fac3a9a1977ba6e5e399113b4b32a39a0e7
io.quarkus	quarkus-reactive-mysql-client	1.7.4.Final		dc59480c053a850e3501e65309c7ce83ebcfbe60
io.quarkus	quarkus-reactive-mysql-client	1.7.5.Final		5c5f1601d18ba9a9917ee433b872229371361a1b
io.quarkus	quarkus-reactive-mysql-client	1.7.6.Final		b44d40d4455aba3d14c5ed65a74e1710174f1e56
io.quarkus	quarkus-reactive-mysql-client	1.8.0.CR1		17c8c6036fff6dc9b38a5a327b3469f086642cac
io.quarkus	quarkus-reactive-mysql-client	1.8.0.Final		ca706b5512d4b502512ba409117a73aba28b30f1
io.quarkus	quarkus-reactive-mysql-client	1.8.1.Final		514ccd45473687265013b8c255bf450d0d2eda5d
io.quarkus	quarkus-reactive-mysql-client	1.8.2.Final		be55ca5dca10066f2c52da52d2a2f18350431dc3
io.quarkus	quarkus-reactive-mysql-client	1.8.3.Final		dd6beac5a19def20e1ab6f930a4e4984406f641a
