ai.scandoc	scandocsdk	1.0.0		N/A
com.hivemq	hivemq-edge-extension-sdk	2025.3		6c13e34f6c06bbba47e69af8e7b65986c5ed28bb
com.hivemq	hivemq-edge-extension-sdk	2025.4		6842ff59cdcf174e39fe80608bb321844aec6335
com.hivemq	hivemq-edge-extension-sdk	2025.4-rc		16268019c72b7a4802fe0ddc6ec6e6b367a2718d
com.hivemq	hivemq-edge-extension-sdk	2025.5		ac3c72ce394b68620fc4ac361d15a405e2e4544e
com.hivemq	hivemq-edge-extension-sdk	2025.6		ff17129f0f42e4bbc7e408bf661fc07e210215d8
com.hivemq	hivemq-edge-extension-sdk	2025.7		e031d38bb5404e3c76fca3ed79021b092c19a271
com.hivemq	hivemq-edge-extension-sdk	2025.8		6829dd403faa8408c4450d980854f548f537cf14
com.inkapplications.regolith	processes-tvosarm64	0.2.3		N/A
com.inkapplications.regolith	processes-tvosarm64	0.2.3	metadata	a4185b6c7f20f3c8aa0003279d7f41319c993bc7
com.inkapplications.regolith	processes-tvosarm64	0.3.0		N/A
com.inkapplications.regolith	processes-tvosarm64	0.3.0	metadata	c89f7725c860876d5c2b2e80fb2d5a207644806f
com.inkapplications.regolith	processes-tvosarm64	0.4.0		N/A
com.inkapplications.regolith	processes-tvosarm64	0.4.0	metadata	519072f620eff109654ed0e62396258f106e2522
com.inkapplications.regolith	processes-tvosarm64	0.5.0		N/A
com.inkapplications.regolith	processes-tvosarm64	0.5.0	metadata	b8a95b6a0f2624abb248ec45ac2a18e226c92714
com.inkapplications.regolith	processes-tvosarm64	1.0.0		N/A
com.inkapplications.regolith	processes-tvosarm64	1.0.0	metadata	f5b329d768d38b9667e0291d44425a6b635941ee
com.inkapplications.regolith	processes-tvosarm64	1.0.1		N/A
com.inkapplications.regolith	processes-tvosarm64	1.0.1	metadata	902c2d044cc739a677c66d2bdfa4479ce5fa4f4f
com.inkapplications.regolith	processes-tvosarm64	1.1.0		N/A
com.inkapplications.regolith	processes-tvosarm64	1.1.0	metadata	f19ddbef91e38e6ff119bedd34f9fd6e1c7c72c0
com.inkapplications.regolith	processes-tvosarm64	1.1.1		N/A
com.inkapplications.regolith	processes-tvosarm64	1.1.1	metadata	3b0393b3b69e0aa38ea6b193680b591b0816f212
com.inkapplications.regolith	processes-tvosarm64	1.2.0		N/A
com.inkapplications.regolith	processes-tvosarm64	1.2.0	metadata	d1b9c5cc276f6023cfd75ce60c7ea56505660069
com.inkapplications.regolith	processes-tvosarm64	1.2.1		N/A
com.inkapplications.regolith	processes-tvosarm64	1.2.1	metadata	47f873d7854989dc1c12d864e97949d14e570583
com.inkapplications.regolith	processes-tvosarm64	1.3.0		N/A
com.inkapplications.regolith	processes-tvosarm64	1.3.0	metadata	b9d6c0fa74f9d9b259a151ce5ec4ea785a70fb4c
com.inkapplications.regolith	processes-tvosarm64	1.4.0		N/A
com.inkapplications.regolith	processes-tvosarm64	1.4.0	metadata	32c1ec9a61d1f8d5be9b8056f8a744c85b769041
com.inkapplications.regolith	processes-tvosarm64	1.5.0		N/A
com.inkapplications.regolith	processes-tvosarm64	1.5.0	metadata	2776462b18b29ed586af7e6faed1ece1c812f3bd
com.inkapplications.regolith	processes-tvosarm64	1.6.0		N/A
com.inkapplications.regolith	processes-tvosarm64	1.6.0	metadata	5a1c3180b88c5d8d368e4c9954391db858831322
com.iohao.game	broker-starter-monitor-logic	17.1.0		65e677fdc21c66c67134fa6414da626f29af8489
com.iohao.game	broker-starter-monitor-logic	17.1.1		b51d852b98c8778292bfe67e39ea5b77323ec2f6
com.iohao.game	broker-starter-monitor-logic	17.1.10		2eb3812aa2663f582d544ba936237ad26910674e
com.iohao.game	broker-starter-monitor-logic	17.1.11		adb59b0cb66311473be85ae2dbf7b0122d8c7ad6
com.iohao.game	broker-starter-monitor-logic	17.1.12		becdf8c422ba32ca12accc47afa2b3f58af3afba
com.iohao.game	broker-starter-monitor-logic	17.1.13		5e0aa842e0b1e5ec845478c9c2f404606de354aa
com.iohao.game	broker-starter-monitor-logic	17.1.14		a0cc35b61159245e05afe76a9129b7cd15240951
com.iohao.game	broker-starter-monitor-logic	17.1.15		46a6869f9153be9b49f249512673898ace470216
com.iohao.game	broker-starter-monitor-logic	17.1.16		fd152b969bce609ecc6ec4c590f836e1a17173f0
com.iohao.game	broker-starter-monitor-logic	17.1.17		e18864208ee54a51f2f023f384b685e4bf28630b
com.iohao.game	broker-starter-monitor-logic	17.1.18		2eed1c3a229264758689035380ae97c4e5512b32
com.iohao.game	broker-starter-monitor-logic	17.1.19		dc67bbd0d5c6602a2ff37df4eadc60ea8f05041f
com.iohao.game	broker-starter-monitor-logic	17.1.2		7847b80c2d93c5a14cbb970a447f7a9a6d8aa4dc
com.iohao.game	broker-starter-monitor-logic	17.1.20		d2788c2dd89f34b248e605afe08e72124f944c2d
com.iohao.game	broker-starter-monitor-logic	17.1.21		54934805bfb56aef3f57a2f1b942067934b6cb6d
com.iohao.game	broker-starter-monitor-logic	17.1.22		33336438a194d848470ce0d01b1b1ec7079c94a2
com.iohao.game	broker-starter-monitor-logic	17.1.23		4330188bb9cf17448b384c624a62c485b825b6d5
com.iohao.game	broker-starter-monitor-logic	17.1.24		b86089c473fb33dd5df8fb4421aa4c4f7074e27e
com.iohao.game	broker-starter-monitor-logic	17.1.25		fa9d815e49910c55f5e198eed4bb31bd3d302d92
com.iohao.game	broker-starter-monitor-logic	17.1.3		1edcf1b038aead5cb1a3bb75967f33dfb63384f5
com.iohao.game	broker-starter-monitor-logic	17.1.4		52a5cd4a97aaac54a020ed1e98730960554b9903
com.iohao.game	broker-starter-monitor-logic	17.1.5		020e2f126e8d857e549596738783a9b60c2062f0
com.iohao.game	broker-starter-monitor-logic	17.1.6		37d5f82c2f83b3b72aec07a99a62df2de25f9575
com.iohao.game	broker-starter-monitor-logic	17.1.7		546678cfbb3d28dda7defe83ebdbf186848e7dbc
com.iohao.game	broker-starter-monitor-logic	17.1.8		ebdce6c8833fdd27f8b962699cd47c04d3a78b85
com.iohao.game	broker-starter-monitor-logic	17.1.9		64dcdf2da637c4c30b4d170ed6f0634ea96c2fb4
com.jpomykala	spring-higher-order-components	1.0.11		0904370038439c0e22f4605415f9d89b11d8153c
com.jpomykala	spring-higher-order-components	1.0.8		b2b6d57f17d3b0eecaa2a5fc717cee580212e86d
com.jpomykala	spring-higher-order-components	1.0.9		ba8d58ede2096d4d880a0cf1f1f261bf05f46e5b
com.lightbend.akka	akka-projection-eventsourced_2.12	0.3		05a37ffd990c55271ba9d1f40d25c61d4a11f2eb
com.lightbend.akka	akka-projection-eventsourced_2.12	1.0.0		f9d0dbe8b74442812f09acddf8932ac4fffe965e
com.lightbend.akka	akka-projection-eventsourced_2.12	1.0.0-RC1		fa28106f2e9b9704d787095735f69c1565bc4d56
com.lightbend.akka	akka-projection-eventsourced_2.12	1.0.0-RC2		1c63ed0ef59bb33ae7ec84e9f1f60afe8adef101
com.lightbend.akka	akka-projection-eventsourced_2.12	1.0.0-RC3		345e7dde829f0d35d5f30a735fa9a61ba7715680
com.lightbend.akka	akka-projection-eventsourced_2.12	1.1.0		ddb61bb3c655ad48dc3f898dbc8d2b4851fa4a08
com.lightbend.akka	akka-projection-eventsourced_2.12	1.2.0		5085959bd7b01f38f992b6d9ae25427b6b47a860
com.lightbend.akka	akka-projection-eventsourced_2.12	1.2.1		f4f460f4cf08ee0a223e951b6d8ea4415f9eca34
com.lightbend.akka	akka-projection-eventsourced_2.12	1.2.2		6374a25aeb08e34ec32b2a6566e298b89b6be53a
com.lightbend.akka	akka-projection-eventsourced_2.12	1.2.3		07efed950ef733bf78668642f4dfd6b3f69e2424
com.lightbend.akka	akka-projection-eventsourced_2.12	1.2.4		3188dfff7a874e24e4f689e6374c3e0ad80ad087
com.lightbend.akka	akka-projection-eventsourced_2.12	1.2.5		71be12f1f296cca119d28610fe96307f96b113a6
com.lightbend.akka	akka-projection-eventsourced_2.12	1.3.0		45e99fb5427ff4e61f1e63d62afae406925366bb
com.lightbend.akka	akka-projection-eventsourced_2.12	1.3.0-M1		42e0ef0159b4bf5bd3a322697b7e29e816e98ef6
com.lightbend.akka	akka-projection-eventsourced_2.12	1.3.0-M2		5d77260fe84cbe17c89b876efa88ba01407d4712
com.lightbend.akka	akka-projection-eventsourced_2.12	1.3.0-M3		3abc13af42f866c59a488bf2c226e0435d175230
com.lightbend.akka	akka-projection-eventsourced_2.12	1.3.0-M4		5ad02bd1c4d697292238458364e16eec64cf9605
com.lightbend.akka	akka-projection-eventsourced_2.12	1.3.1		abfe8b03089b21ce9560af35412650a94b7826c5
com.lightbend.akka	akka-projection-eventsourced_2.12	1.4.0		913ac27fea7c2cc088a00c929c97f582cdc692ec
com.lightbend.akka	akka-projection-eventsourced_2.12	1.4.0-M1		612d31b05c5251c01903fc3f0bf893867755fa14
com.lightbend.akka	akka-projection-eventsourced_2.12	1.4.0-M2		1137a6881961d2cc3d09f4cd24b8a3a4c011ef71
com.lightbend.akka	akka-projection-eventsourced_2.12	1.4.0-M3		fad202d8e2adda5769c2101cb74fc3f9941d84fd
com.lightbend.akka	akka-projection-eventsourced_2.12	1.4.0-M4		8dd25026af44f96200f4ffa7df7329b49fd4d6e5
com.lightbend.akka	akka-projection-eventsourced_2.12	1.4.1		af47f8a319d0f809935d549ba572eac45422e4f1
com.lightbend.akka	akka-projection-eventsourced_2.12	1.4.2		c2ab956a0ca82e3956501a3b5202b840a5b2990b
com.lightbend.akka	akka-projection-eventsourced_2.12	1.5.0-M1		c052c9f9a279cb0ea5a252ffe7675a72bb0ee753
com.lightbend.akka	akka-projection-eventsourced_2.12	1.5.0-M2		9d69a74ba2769dfde660222963f6bc865ff980c2
com.lightbend.akka	akka-projection-eventsourced_2.12	1.5.0-M3		adedafd917bcb21aac8022bc5236557ed5f7db98
com.lightbend.akka	akka-projection-eventsourced_2.12	1.5.0-M4		aa32a3688ccc875db6cb7e0c6779b4fe737a6079
com.mcxiaoke.commons	ui	1.1.0		N/A
com.mcxiaoke.commons	ui	1.2.0		N/A
com.mcxiaoke.commons	ui	1.2.1		N/A
com.mcxiaoke.commons	ui	1.2.2		N/A
com.mcxiaoke.commons	ui	1.2.3		N/A
com.mcxiaoke.commons	ui	1.2.4		N/A
com.mcxiaoke.commons	ui	1.2.5		N/A
com.mcxiaoke.commons	ui	1.2.6		N/A
com.mdsol	mauth-signer-sttp_2.12	10.0.0		b76d9491cdd82e088d8b4942f66e43326f5dd021
com.mdsol	mauth-signer-sttp_2.12	10.0.1		cbffd667337815ab01cc47d14ae2cc25ce0bb6d6
com.mdsol	mauth-signer-sttp_2.12	10.0.2		2a933dc78dee424d60a92b8ec58704178607108e
com.mdsol	mauth-signer-sttp_2.12	10.0.3		4de51aa0ed8663f09caafe20cac9c356b659e191
com.mdsol	mauth-signer-sttp_2.12	10.1.0		f1a0fe95fe3336db6a96984582ca0316de83ddfe
com.mdsol	mauth-signer-sttp_2.12	11.0.0		c6e5843c568d5bc7ac240c84bc2dcd491b6f4d0f
com.mdsol	mauth-signer-sttp_2.12	12.0.0		e1c36209fd5a2bc085e266dbd7b00de5e59d7c9b
com.mdsol	mauth-signer-sttp_2.12	13.0.0		60f5e537125f9fae3cacc8acf39650ea5172dcbe
com.mdsol	mauth-signer-sttp_2.12	14.0.0		78c038695b3c08387b362e66fe3cd45fd3cd57f8
com.mdsol	mauth-signer-sttp_2.12	15.0.0		f68f0f3bb9003c70095ea52a4297576acc1455d9
com.mdsol	mauth-signer-sttp_2.12	16.0.0		9b6d76295cb70a7fb33dd84e6a9b92cfbe1a19d6
com.mdsol	mauth-signer-sttp_2.12	16.0.1		05a1fd5828048a61196219d4aa06747be015db23
com.mdsol	mauth-signer-sttp_2.12	16.1.0		2e368c21f9f377658580e12b4e90664747b086ea
com.mdsol	mauth-signer-sttp_2.12	17.0.0		0445ae06823f4740d041e26c8ad3dc81cc3d44a4
com.mdsol	mauth-signer-sttp_2.12	17.1.0		7be1b151383c0091661704d3edfa53d09ec54017
com.mdsol	mauth-signer-sttp_2.12	18.0.0		22504164bf11f8d46614d07018f995d91f4f44e1
com.mdsol	mauth-signer-sttp_2.12	18.1.0		5d263d3ac2ff338bb8aa3cb38a44568562c05545
com.mdsol	mauth-signer-sttp_2.12	19.0.0		273bbd2fb0e2a663aadb533110cf0e4be38dc269
com.mdsol	mauth-signer-sttp_2.12	4.0.1		9d2d80af1dc3a67a5728acd1e07f896a89ce0ddc
com.mdsol	mauth-signer-sttp_2.12	4.0.2		31f4ceb406a9cd1e925c4eaf27bdc616b83c8fcd
com.mdsol	mauth-signer-sttp_2.12	5.0.0		e810c7af65f7657c3ec4a823e00c2941f3f907a7
com.mdsol	mauth-signer-sttp_2.12	5.0.1		d75ee2fc7e8e2bdbd6cae3bdf0946a7befb07ec8
com.mdsol	mauth-signer-sttp_2.12	5.0.2		4b32feea484e4776cbc49e8cfa720394f819970d
com.mdsol	mauth-signer-sttp_2.12	6.0.0		9ccbeeaea46788814769b2d6522fae713925ac7d
com.mdsol	mauth-signer-sttp_2.12	6.0.1		956bcee9f66fe300b0ddeb854fe9f2f5bc2d5b2e
com.mdsol	mauth-signer-sttp_2.12	7.0.0		fdf544f52310ea68610eb3f1b7fe9b96e485ee70
com.mdsol	mauth-signer-sttp_2.12	7.0.1		e94937903034c709ed3771002d35a4682fbf218f
com.mdsol	mauth-signer-sttp_2.12	8.0.0		b0160661dbe890db19b91afa9eb2fdbbe28d1e07
com.mdsol	mauth-signer-sttp_2.12	8.0.1		4ed839c4f75d4f22bb9317b9451f005b71d5f01c
com.mdsol	mauth-signer-sttp_2.12	9.0.0		aaa2b72880c7aeab5cc08e0ca07e4335d36c616a
com.mottimotti.android	sample	1.0.0		a8d3af0a5394dd7385b5e95aa110a6543deb47fc
com.mottimotti.android	sample	1.0.5		b2ff1bb03903d32d9acd09c96e03a7edb93b281c
com.mottimotti.android	sample	1.0.6		92c061c3359cd63b03a9eb64849dbed76cd5c9cd
com.mottimotti.android	sample	1.0.7		69b4860443153d1028fbb33cb12874ff690fb7a5
com.novartis.opensource	yada-war	6.2.2		N/A
com.novartis.opensource	yada-war	6.2.3		N/A
com.novartis.opensource	yada-war	7.0.0		N/A
com.novartis.opensource	yada-war	7.1.0		N/A
com.novartis.opensource	yada-war	7.1.1		N/A
com.novartis.opensource	yada-war	7.1.2		N/A
com.novartis.opensource	yada-war	7.1.3		N/A
com.novartis.opensource	yada-war	7.1.4		N/A
com.novartis.opensource	yada-war	8.0.0		N/A
com.novartis.opensource	yada-war	8.1.0		N/A
com.novartis.opensource	yada-war	8.1.1		N/A
com.novartis.opensource	yada-war	8.2.0		N/A
com.novartis.opensource	yada-war	8.2.1		N/A
com.novartis.opensource	yada-war	8.3.0		N/A
com.novartis.opensource	yada-war	8.4.0		N/A
com.novartis.opensource	yada-war	8.4.1		N/A
com.novartis.opensource	yada-war	8.5.0		N/A
com.novartis.opensource	yada-war	8.6.0		N/A
com.novartis.opensource	yada-war	8.6.1		N/A
com.novartis.opensource	yada-war	8.7.1		N/A
com.novartis.opensource	yada-war	8.7.2		N/A
com.novartis.opensource	yada-war	8.7.3		N/A
com.novartis.opensource	yada-war	8.7.4		N/A
com.novartis.opensource	yada-war	8.7.5		N/A
com.relaximus	hql-builder	1.0		834d9c623632a201f859eaf874056459078e10fd
com.sinvay	oakenshield-files	0.4.1		N/A
com.soywiz	korlibs-indenter-iossimulatorarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-indenter-iossimulatorarm64	6.0.0-alpha2	metadata	6a9939959eba43e0558b507095710cb57a6891ab
com.starrocks	starrocks-spark-connector-3.5_2.12	1.1.2		b7088f01b7c79d9d83fb5efa92b3f9b277463468
com.starrocks	starrocks-spark-connector-3.5_2.12	1.1.3		d9004ffed2199647f72d887f42ae93cfd7195d5b
de.otto.edison	edison-guava	0.45.0		08c7f4915449249e316e8fa542d7718d2a644753
de.otto.edison	edison-guava	0.45.1		cdc98e64df804749e180f99fe70ab701eeab0909
de.otto.edison	edison-guava	0.45.2		d5957ee4f7e7129b2fac9f363eb322b4bd34bc10
de.otto.edison	edison-guava	0.45.3		e5f33493451f462848ee49f2cd3f330e755bfe70
de.otto.edison	edison-guava	0.46.0		aa32bc7e3a1369294e36c6727323357cd6e353eb
de.otto.edison	edison-guava	0.46.1		e2b24d56023dbcf70d8f34866f5d168b7dd2ff90
de.otto.edison	edison-guava	0.46.2		66ed0fcf03b7cfe3cd0756474562468ba7861e54
de.otto.edison	edison-guava	0.47.0		6a717c1ff15b55eb82fee2961036b4aab86c36b7
de.otto.edison	edison-guava	0.47.1		c00c96eeed84d15879cb27de2f63ad19e9c24d90
de.otto.edison	edison-guava	0.47.2		1c69c347d9d9d0211bfe5afe388b1874375eab90
de.otto.edison	edison-guava	0.48.0		90e3917919cac741de8130d639445a2a93421ff1
de.otto.edison	edison-guava	0.49.0		894cb038b10d3a3e12e20be6b4846ee49321fceb
de.otto.edison	edison-guava	0.49.1		9b5c172aa2bacc6a39e2f8ecd0446117e8eba1d2
de.otto.edison	edison-guava	0.49.2		b4d095e3e945d05100737986374fbc42d6d6e276
de.otto.edison	edison-guava	0.49.3		d43368c6016fa53298990200e6f37d056719e9f9
de.otto.edison	edison-guava	0.49.4		bd402aa5dbf60d1b6cd7b503445407de58a40b66
de.otto.edison	edison-guava	0.50.0		bdc97f758daa996859c4053f82fb09d9e21a1e4c
de.otto.edison	edison-guava	0.50.1		803b0d540621465ed691e9a48c4e37a1237d522d
de.otto.edison	edison-guava	0.50.3		93ed9b6f4f4271183f777bf2d917d636373dffc7
de.otto.edison	edison-guava	0.51.0		2ff6dc5e6c8d141dcfa1b2452e957dd096bfe30b
de.otto.edison	edison-guava	0.51.1		5e603da2db519a4b1624ee2f1f5bc6b96c1a68af
de.otto.edison	edison-guava	0.52.0		3c0f8ad487e8c4c04a635660175240baa36c8414
de.otto.edison	edison-guava	0.52.2		f3b50e3489cfa4311bcb83cfaf946de87f3e1704
de.otto.edison	edison-guava	0.52.3		9ab8e3c8a4f3c63a5ddf7a6428cc7a91197e2227
de.otto.edison	edison-guava	0.53.0		a1876ea8c98ce33cfeccf183074c3c53931cfece
de.otto.edison	edison-guava	0.53.1		7fb0b31bb2d64d42faf5e20f2fa4c7737c3ffcaa
de.otto.edison	edison-guava	0.54.0		4fb2b33a691b3c25fec6335f38f6d8df2bfd1c21
de.otto.edison	edison-guava	0.54.1		e2e31985852910981ca2a730f62e4a2a6bf7ccf8
de.otto.edison	edison-guava	0.55.0		5c132222f71e930d2dc9ee5db998c23f66c25285
de.otto.edison	edison-guava	0.55.1		4c8e1611f64a51f4f8b425bcf5b70899dfb3ad52
de.otto.edison	edison-guava	0.55.2		a14ea247e6137b9b32512fcf97118eb037b53392
de.otto.edison	edison-guava	0.56.0		aa16f212517979de522170cd86452e830fda3974
de.otto.edison	edison-guava	0.56.1		2dd4c2800436d04db772706c61ed3639c803ccc3
de.otto.edison	edison-guava	0.56.2		692e51b7709403da619367d65ef16711bfac5d8a
de.otto.edison	edison-guava	0.56.3		5743f15b02e99d97b69827b3584b3d2621186dc0
de.otto.edison	edison-guava	0.57.0		0432bbbd70b5b91e008a14d291141c9239a61d7a
de.otto.edison	edison-guava	0.57.1		01e31bc8b9a3e00dfd13dfdb617432f4e6a18142
de.otto.edison	edison-guava	0.57.2		d64739f4139cb12d391651de0955d41010cbd736
de.otto.edison	edison-guava	0.58.0		83cd5e488d62108c96c3887471ec6d98735fa219
de.otto.edison	edison-guava	0.58.1		1525c6f6f9bf79cfeb49a9826750263ee4ce82b6
de.otto.edison	edison-guava	0.59.0		99650cd31e0e4366fc728f9e48b10d0b4ecf6a1f
de.otto.edison	edison-guava	0.60.0		371423fa8c6baa83ab91365de728658d06fc7dde
de.otto.edison	edison-guava	0.61.0		c3e256ed89710681c8af4795eb76cf400bf9cd04
de.otto.edison	edison-guava	0.62.0		3e4f156a10bf9ebdb88f490a58a3af47e1ab0681
de.otto.edison	edison-guava	0.63.0		1ae79e58a2642e7b6a2f95f254eb9e35c4b34a37
de.otto.edison	edison-guava	0.64.0		93290609fabe5510655edf773037c14f8db9fc77
de.otto.edison	edison-guava	0.65.0		5bdc947b893fc81ce14b76fec0c66be808a51ffc
de.otto.edison	edison-guava	0.65.1		acb18142aee53045f10f19e3d4db58797c795e7b
de.otto.edison	edison-guava	0.66.0		ac3cf3902b84f24c1b3035e81fd110fd3c7df52d
de.otto.edison	edison-guava	0.66.1		e6dd7da4a64d14fdea410cf5bb9e7eb4ec8775ca
de.otto.edison	edison-guava	0.66.2		6af5d9c5d1d3bf5e9a15a4a3237b9551eae68d90
de.otto.edison	edison-guava	0.67.0		11c313a319913a58b687603640be2b71fe885c5e
de.otto.edison	edison-guava	0.68.0		f6408c81689879547b1711610f98d4d06d697602
de.otto.edison	edison-guava	0.68.1		6344a8efc28f4ccb40bb5344b517fdda2ef062d4
de.otto.edison	edison-guava	0.69.0		36444110ac93b63a1298329734889a08b5d41312
de.otto.edison	edison-guava	0.69.1		ed16c3792c73cce44e0d114d11d2ad1d1cdc927f
de.otto.edison	edison-guava	0.69.2		23cb2e9a8bbb406a7da67b2d2fb64ab090368f7f
de.otto.edison	edison-guava	0.70.0		69378249db120363d1ce51d7407d1081df738fdf
de.otto.edison	edison-guava	0.71.0		72f8e2c3c29a8e46bbed69ebaa2a59d83245b30e
de.otto.edison	edison-guava	0.72.0		dd2e2d637348b09d9f967be0d6fc1da1e5afbe83
de.otto.edison	edison-guava	0.72.1		5d2205a5a4d159a2854124e1d156d8e724d61177
de.otto.edison	edison-guava	0.73.0		d482f8fa6be31a35ef6951764aa1307bc6bcb7f7
de.otto.edison	edison-guava	0.74.0		6c69afe8cb06a6d31c72c311add74b59b5c8d552
de.otto.edison	edison-guava	0.75.0		02db4a8115cea56e093a5964e1ec275caaae3668
de.otto.edison	edison-guava	0.76.0		94374dab69e0a74390c84f01f40f128209717bb5
de.otto.edison	edison-guava	0.76.1		aa1bbaeb199f1981f2615c33591c3f1b18095a3c
de.otto.edison	edison-guava	0.77.0		2ba70dd3db74d3881587f3894515156ce0c6fb6f
de.otto.edison	edison-guava	0.78.0		12fab46319e2a53421cc477c55ff32f16aaa4bfb
de.otto.edison	edison-guava	0.79.0		8f0923a59b30e5d5b735893351273786a73af9b9
de.otto.edison	edison-guava	0.79.1		55ec393d8f20718523800bed64f2e473c6e3f1b6
de.otto.edison	edison-guava	0.79.2		42074093f7b0472106485db4b9d5b0501507b0b8
de.otto.edison	edison-guava	0.79.3		3c612e164e248b39e99c90b7f0d1738e442073d2
de.otto.edison	edison-guava	0.80.0		1603e8520fce1d6ee2fbd4fe9156e6e52a984cec
de.otto.edison	edison-guava	0.81.0		d3afd0b6ee27270bb2792da4dca4710b179c7f53
de.otto.edison	edison-guava	0.82.1		b0c5a5a807f88fcd440637f3091a41dff5751fa6
de.otto.edison	edison-guava	0.82.2		28f8b0a99f52313fe31566ee348f2170e1c616c6
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.10.0		f99a80a0a7ecedd897e9a42d4cb4708b949d6519
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.4.0		92084b956851be964727c7131ab7d5b46c7460bb
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.5.0		0038c829a755b3157795d9e134856a48f01f8878
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.6.0		bc911429aedfc1f422250c293a533fef9ebe85d6
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.6.1		4e253557df902e5870a99fc0218cca3ce32cd2fa
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.6.2		a5c8cfb401df7e3f64453bf42657fe03b57ea241
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.7.0		e29d1be3bded0a8329c40887b03d91a8089d9138
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.8.0		315ed4108831ac735fe4ac94255dab6af52598d1
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.9.0		d6a5a8600bf8076e5b06cf141896627d9e5ebc8a
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.9.1		4054d676dda2fbddc6a82b5d2565491f9dd12cdd
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.io.jdbc-asl	1.9.2		25528aecb8015b0db95d3d11d35b221321766397
