avalon	avalon-composition	1.0		d5ca3eccc560c3d94b18f3ab800df4c48f6a3709
com.zegreatrob.testmints	minspy-macosx64	8.0.5		N/A
com.zegreatrob.testmints	minspy-macosx64	8.0.5	metadata	5b9d29c481e7dad5777ccc3a36e78e16b515a153
com.zegreatrob.testmints	minspy-macosx64	8.1.0		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.0	metadata	5b9d29c481e7dad5777ccc3a36e78e16b515a153
com.zegreatrob.testmints	minspy-macosx64	8.1.10		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.10	metadata	e3061ba125d34ca2189a8f19830ac754a7850d96
com.zegreatrob.testmints	minspy-macosx64	8.1.11		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.11	metadata	e3061ba125d34ca2189a8f19830ac754a7850d96
com.zegreatrob.testmints	minspy-macosx64	8.1.12		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.12	metadata	e3061ba125d34ca2189a8f19830ac754a7850d96
com.zegreatrob.testmints	minspy-macosx64	8.1.13		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.13	metadata	e3061ba125d34ca2189a8f19830ac754a7850d96
com.zegreatrob.testmints	minspy-macosx64	8.1.15		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.15	metadata	15511b940ab17fc2a8b984a4deb835ca35abdf16
com.zegreatrob.testmints	minspy-macosx64	8.1.16		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.16	metadata	17d64aeb90c80eee8d4ced69ba43446d6ca8f1c7
com.zegreatrob.testmints	minspy-macosx64	8.1.17		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.17	metadata	159a009e1a0f95d6aca2d8c43f595d28e158f2c0
com.zegreatrob.testmints	minspy-macosx64	8.1.18		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.18	metadata	cd0b8f845bd329b362770b1fb9dcdfe11745ea44
com.zegreatrob.testmints	minspy-macosx64	8.1.2		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.2	metadata	5b9d29c481e7dad5777ccc3a36e78e16b515a153
com.zegreatrob.testmints	minspy-macosx64	8.1.3		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.3	metadata	052ff226344493e62d9c9bfaff05195647c64d03
com.zegreatrob.testmints	minspy-macosx64	8.1.4		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.4	metadata	929d720d60b4f22c6d5d86879b77f4c6f45c69e0
com.zegreatrob.testmints	minspy-macosx64	8.1.5		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.5	metadata	929d720d60b4f22c6d5d86879b77f4c6f45c69e0
com.zegreatrob.testmints	minspy-macosx64	8.1.7		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.7	metadata	e3061ba125d34ca2189a8f19830ac754a7850d96
com.zegreatrob.testmints	minspy-macosx64	8.1.8		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.8	metadata	e3061ba125d34ca2189a8f19830ac754a7850d96
com.zegreatrob.testmints	minspy-macosx64	8.1.9		N/A
com.zegreatrob.testmints	minspy-macosx64	8.1.9	metadata	e3061ba125d34ca2189a8f19830ac754a7850d96
com.zegreatrob.testmints	minspy-macosx64	8.2.0		N/A
com.zegreatrob.testmints	minspy-macosx64	8.2.0	metadata	1315bdc59cb61613720730f0c340ec13a429f85c
com.zegreatrob.testmints	minspy-macosx64	8.2.1		N/A
com.zegreatrob.testmints	minspy-macosx64	8.2.1	metadata	8f014783a9ca61ad00ade7f643302c6d99aa230b
com.zegreatrob.testmints	minspy-macosx64	8.2.2		N/A
com.zegreatrob.testmints	minspy-macosx64	8.2.2	metadata	88b1afa8d0a791187da529225254998066b9746a
com.zegreatrob.testmints	minspy-macosx64	8.2.3		N/A
com.zegreatrob.testmints	minspy-macosx64	8.2.3	metadata	be2ec06ab0b07cc205687a0a8a2aa5f87e39155a
com.zegreatrob.testmints	minspy-macosx64	8.2.4		N/A
com.zegreatrob.testmints	minspy-macosx64	8.2.4	metadata	e963a6d7b2ccdad061a58358dc41b93575b568bb
com.zegreatrob.testmints	minspy-macosx64	8.3.0		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.0	metadata	ae0e9bff5104ee6c4a7223f908ff045c6b89831e
com.zegreatrob.testmints	minspy-macosx64	8.3.10		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.10	metadata	db404fcd95ac631474833aa2c1f6e669fa751fc1
com.zegreatrob.testmints	minspy-macosx64	8.3.11		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.11	metadata	d460e59f045083a87d6cbb548fbbf95f5fe0a2a7
com.zegreatrob.testmints	minspy-macosx64	8.3.12		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.12	metadata	c08f1afccf0269a018c21ae91819b5c619d63806
com.zegreatrob.testmints	minspy-macosx64	8.3.13		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.13	metadata	4c89f26ce87a7d8d35d282d2d4cabb48e561f73a
com.zegreatrob.testmints	minspy-macosx64	8.3.3		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.3	metadata	c74db3131926a8e90ade6e5cd3f9201ef2196af1
com.zegreatrob.testmints	minspy-macosx64	8.3.4		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.4	metadata	71a60a6ae666511a5ed52198b838c99a923638f9
com.zegreatrob.testmints	minspy-macosx64	8.3.5		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.5	metadata	24549f11dcf6d7afedb77ae110ae7266eff9d8fa
com.zegreatrob.testmints	minspy-macosx64	8.3.6		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.6	metadata	987a59b6a23ffa7f5317feef1bbfab0c781049f8
com.zegreatrob.testmints	minspy-macosx64	8.3.7		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.7	metadata	15cdf2ae0a8ef03cbd5b99afd0a2541efd4ddf51
com.zegreatrob.testmints	minspy-macosx64	8.3.8		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.8	metadata	9a676fd5a10383e07a9755d9b04f85f717cea835
com.zegreatrob.testmints	minspy-macosx64	8.3.9		N/A
com.zegreatrob.testmints	minspy-macosx64	8.3.9	metadata	399705804e6fd112b166480c8a2fd14a4bf74ae5
com.zegreatrob.testmints	minspy-macosx64	8.4.0		N/A
com.zegreatrob.testmints	minspy-macosx64	8.4.0	metadata	02a21f5de8ee25908a909720e9f77745955b76a8
com.zegreatrob.testmints	minspy-macosx64	9.0.10		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.10	metadata	3eefddb762234ccd1ccd19ce9d03af85ee8c3774
com.zegreatrob.testmints	minspy-macosx64	9.0.11		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.11	metadata	49cb81c4352daa6dce5874d14a68613080859a06
com.zegreatrob.testmints	minspy-macosx64	9.0.12		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.12	metadata	34382bce935e42d0e76d10aab1dd201f7ea5ee25
com.zegreatrob.testmints	minspy-macosx64	9.0.13		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.13	metadata	8102cb71b230cfe37c5f2c136ea9d5c23a6ea430
com.zegreatrob.testmints	minspy-macosx64	9.0.14		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.14	metadata	fceddac6768c5b6bf470e60327a54fe4c6b8a6eb
com.zegreatrob.testmints	minspy-macosx64	9.0.15		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.15	metadata	a5e94af43336046683a0cb514698c15fae8b5873
com.zegreatrob.testmints	minspy-macosx64	9.0.16		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.16	metadata	1c0dfc6086f34c47f509ee9da3232cea369b8699
com.zegreatrob.testmints	minspy-macosx64	9.0.2		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.2	metadata	45d750079abbaeb716ed86ad886c4a58cd0498ca
com.zegreatrob.testmints	minspy-macosx64	9.0.21		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.21	metadata	542fb23d53e91e65417abde3d92dfe6dc7ac3f0a
com.zegreatrob.testmints	minspy-macosx64	9.0.3		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.3	metadata	ace43d652d436a73f0582b10c909cb40f8849d66
com.zegreatrob.testmints	minspy-macosx64	9.0.4		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.4	metadata	9aba58a07485a6e7ed760182e573399aac7ccca0
com.zegreatrob.testmints	minspy-macosx64	9.0.5		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.5	metadata	282e887eb64c490eaa2d6cdef4cebdfbecf607e7
com.zegreatrob.testmints	minspy-macosx64	9.0.6		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.6	metadata	5817f5c28b2f1564bf734ed5df37c5ebec196f12
com.zegreatrob.testmints	minspy-macosx64	9.0.7		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.7	metadata	43967a85f26483c02199cc7fb5a7dda329a04a70
com.zegreatrob.testmints	minspy-macosx64	9.0.8		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.8	metadata	0270c2e10948a364505afa5b9411b0ead96197e4
com.zegreatrob.testmints	minspy-macosx64	9.0.9		N/A
com.zegreatrob.testmints	minspy-macosx64	9.0.9	metadata	18584ad6a8cf0ade0b69589b3dd504f9355bc0db
com.zegreatrob.testmints	minspy-macosx64	9.1.0		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.0	metadata	307eefcbaf0971f9c686211e790caea58e38885d
com.zegreatrob.testmints	minspy-macosx64	9.1.1		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.1	metadata	8cad855a4531cc568ca07e7c86af35c44f17facf
com.zegreatrob.testmints	minspy-macosx64	9.1.10		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.10	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.11		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.11	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.12		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.12	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.13		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.13	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.14		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.14	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.15		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.15	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.16		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.16	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.17		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.17	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.18		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.18	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.4		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.4	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.6		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.6	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.7		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.7	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.8		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.8	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.1.9		N/A
com.zegreatrob.testmints	minspy-macosx64	9.1.9	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.2.0		N/A
com.zegreatrob.testmints	minspy-macosx64	9.2.0	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.2.1		N/A
com.zegreatrob.testmints	minspy-macosx64	9.2.1	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.2.2		N/A
com.zegreatrob.testmints	minspy-macosx64	9.2.2	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.2.3		N/A
com.zegreatrob.testmints	minspy-macosx64	9.2.3	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.2.4		N/A
com.zegreatrob.testmints	minspy-macosx64	9.2.4	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.2.5		N/A
com.zegreatrob.testmints	minspy-macosx64	9.2.5	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.2.6		N/A
com.zegreatrob.testmints	minspy-macosx64	9.2.6	metadata	639ca219a1c2cdd0b043b3cddf6569ff96239b61
com.zegreatrob.testmints	minspy-macosx64	9.3.0		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.0	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.1		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.1	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.10		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.10	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.11		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.11	metadata	e60d904d994a58f009c2593e5bf1a0e80cc5f0cb
com.zegreatrob.testmints	minspy-macosx64	9.3.12		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.12	metadata	e60d904d994a58f009c2593e5bf1a0e80cc5f0cb
com.zegreatrob.testmints	minspy-macosx64	9.3.13		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.13	metadata	e60d904d994a58f009c2593e5bf1a0e80cc5f0cb
com.zegreatrob.testmints	minspy-macosx64	9.3.14		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.14	metadata	d9d09c2803f975651954c7f85fcee7f58bba7173
com.zegreatrob.testmints	minspy-macosx64	9.3.15		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.15	metadata	d9d09c2803f975651954c7f85fcee7f58bba7173
com.zegreatrob.testmints	minspy-macosx64	9.3.16		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.16	metadata	d9d09c2803f975651954c7f85fcee7f58bba7173
com.zegreatrob.testmints	minspy-macosx64	9.3.17		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.17	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.18		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.18	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.19		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.19	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.2		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.2	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.20		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.20	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.21		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.21	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.22		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.22	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.23		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.23	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.24		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.24	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.25		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.25	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.26		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.26	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.27		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.27	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.28		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.28	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.29		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.29	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.3		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.3	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.30		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.30	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.31		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.31	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.32		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.32	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.33		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.33	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.34		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.34	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.35		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.35	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.36		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.36	metadata	e7f5b158837e074374db4db46cbcc940d2ef896b
com.zegreatrob.testmints	minspy-macosx64	9.3.37		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.37	metadata	5a70005da8ae26e7e85a332ac18491e4f31522a6
com.zegreatrob.testmints	minspy-macosx64	9.3.38		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.38	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	9.3.39		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.39	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	9.3.4		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.4	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.40		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.40	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	9.3.41		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.41	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	9.3.42		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.42	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	9.3.43		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.43	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	9.3.5		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.5	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.6		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.6	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.7		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.7	metadata	13a46c726561537ebf6415cb778d361bec402aa4
com.zegreatrob.testmints	minspy-macosx64	9.3.8		N/A
com.zegreatrob.testmints	minspy-macosx64	9.3.8	metadata	13a46c726561537ebf6415cb778d361bec402aa4
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	2.5.0-SBT		7b8f5a65e88d58dd3e9047347acb27a1d39e3770
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0-M1		815d49b96b29a1d937906cc5eadc5ae6c0a6b351
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0-M19		768b01f50ccbe559c25f9df028e216042dea9c7a
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0-M2		f2feeb0836ef0dc21aaf58558e6e2217e61bcbe7
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0-M4		140da1f9da9a1cadd9f2328c08183460ed22a0c7
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0-M5		6d86c0789322b47fccbc5b34bee47398eb21daa9
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0-M6		a22ef69b515fc8bf5ebe9f0c5dc2658f789ed3b4
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0.13		61ec6a2a4ce01871256ad9b1e80c977e8489e570
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0.3		f4d62f222a6b896702dc466f2620151c5eb7c08b
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.0.5		f7c634636e02c188f4d35368e0bbc3f1670ce9c7
de.wayofquality.blended	blended.akka.http.jmsqueue_2.12	3.1-RC2		9c93b7197389fdf415317439565b4cca4456bf9e
dev.siroshun.codec4j	codec4j-api	0.0.1-alpha.1		e2d0478303f12dbdab59e1b622d1045a441b6c76
dev.zio	zio-config_native0.5_3	4.0.4		224634255f027db5a1b6fc9211153027fc21a286
fun.krinsiman.llm	llm-agent-azure	1.0.0-beta.4		ce598953561d330c1dc5c3b4930506f1f754d806
fun.krinsiman.llm	llm-agent-azure	1.0.0-beta.6		197ef33eb1ce5ef6d57cf7af3a4843adfe8fb96a
hu.icellmobilsoft.jaxb	openapi-jaxb-test-xsd	2.0.0		dab4408389ffd4c02844fd268cb69da8f43c56ee
in.nvilla	scala-xml_sjs0.6_2.11	1.0.6		8cc08e5a0fa5486deef2c4e734a469b49b1245ef
io.elastic	sailor-jvm	1.0.0		99e7a13f55d52b5308e55f1e19bc43a171100df7
io.elastic	sailor-jvm	1.0.1		b066cc5f802b5edcddb339ed45be5ea9b096ac17
io.elastic	sailor-jvm	1.0.2		bd44c6ee3479d4c92a81d03f0c87facd85b5ab52
io.elastic	sailor-jvm	1.1.0		84786e3e592af4b36aa1e2528a922b0559a12920
io.elastic	sailor-jvm	1.1.1		ac1883f6e3044939b07ff38e6f596a13bdf52ad7
io.elastic	sailor-jvm	1.1.2		b9701cc58c91755e2e9de8add4f0f8b6073a3b66
io.elastic	sailor-jvm	1.1.3		032d74ebb22dd5c8825804756d1a8db171414ff0
io.elastic	sailor-jvm	2.0.0		fdb8c330c7cd8eba4052f690ab15b7d45f68d53d
io.elastic	sailor-jvm	2.0.1		88fd36bfcbb9f98420971afd989d22485a82e4d1
io.elastic	sailor-jvm	2.1.0		76c12f2082a57f803217f6a9480940a6ab5aabb2
io.elastic	sailor-jvm	2.1.1		1f4bd342f651548e9c43d690a3ce3916babfbcab
io.elastic	sailor-jvm	2.1.2		65f23d808e327fbe59a30f43b5bac11381c0caac
io.elastic	sailor-jvm	2.1.3		790a192ffa47a9f7e3a8b6baf4ec6470ceabcec1
io.elastic	sailor-jvm	3.0.0		1548e8f83e338be0fd0fb9848bf8dbd5094622ce
io.elastic	sailor-jvm	3.1.0		88878c297e356e9586fecd01d90d0d54d63c6c08
io.elastic	sailor-jvm	3.2.0		d3df34d3b3a2b0e089bd706b093f79d0473fd64a
io.elastic	sailor-jvm	3.3.0		507468b7a261cf2a5b18749c4fcf328dd9e94396
io.elastic	sailor-jvm	3.3.1		7c0f3d07b1c04b5e4221488991930c8888952f30
io.elastic	sailor-jvm	3.3.2		605e8fd58549ada648f4bf6ed1e808cf568420b8
io.elastic	sailor-jvm	3.3.3		f1705a94c5a3a869956e697c2912e996424bd6b1
io.elastic	sailor-jvm	3.3.4		92ca8674f9cce15c2bdf29eacabfaedf1e40e153
io.elastic	sailor-jvm	3.3.5		469b784b80893e13b5ba41b36a2672d037095a72
io.elastic	sailor-jvm	3.3.6		5e62139596098b8da90112a15c665c84aca1c9b0
io.elastic	sailor-jvm	3.3.7		484f050bf5c3452ee930712997d066bb643a7ca7
io.elastic	sailor-jvm	3.3.8		b8571044f92f7b1e7b2d498dd7b299638a546c90
io.elastic	sailor-jvm	3.3.9		02a144a3f4f689ccbfae76780816d20fd99057ec
io.elastic	sailor-jvm	3.4.0		838743d5b4ad7604dbc3c0bc105fd1747e40f72b
io.elastic	sailor-jvm	3.5.0		c8ae0c96e86ce569c0681d63eeb8146d9be8785b
io.elastic	sailor-jvm	4.0.0		0be78a13ee4fad9a103a50ec77d7eabb7bae8292
io.elastic	sailor-jvm	4.0.1		edd7edd800734cb0887134bce9fcd75a54e3d532
io.elastic	sailor-jvm	4.0.2		a649cd3630292bab1dae1db30e134a77aeeccab0
io.elastic	sailor-jvm	4.0.3		04a73cc0d9e0dd09efdaa539f0fc04bd4d07e630
io.github.920651004	baseHttp	1.0.1		N/A
io.github.920651004	baseHttp	1.0.2		N/A
io.github.NevetScar	pathos	1.0.0		cc1b132a80818f43bbd39b99016bf2cd4572f4e5
io.github.invvk	actionbar-1_13	1.4		f463c4e1af0a2699275e98eac8bfe4e264493922
io.github.invvk	actionbar-1_13	1.4	all	d0f2d6ac13217c4620d1835589999437eb9ae5b6
io.github.jordond.voyager	voyager-navigator-js	1.0.0-alpha01		N/A
