ca.gosyer	voyager-core-js	1.0.0-rc08		N/A
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M3	1.4.0-RC2		006fd04af486a1be631cb8ef459a9d6d7d460577
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M3	1.4.0-RC2	playdoc	3bf1bd665b1b49fbf4fc8c19dcefd55f4f8bf340
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M3	1.4.0-RC3		2386d1ed737f66547751cbde91a2063c2ccbbadc
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M3	1.4.0-RC3	playdoc	04b36ce83957b0e0143f17c2042504c2024187f1
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M3	1.4.0-RC4		b0f159907e06f616ad7ddea531c26f6dc87d025e
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M3	1.4.0-RC4	playdoc	f4ab1bc29fd27c999edd8d558f2d82dda3659c05
com.unseenspace	jaci-core	0.2.1		b2c3e0c84952992a9ef9442cf3e16ee0dee06ad6
de.julielab	jcore-pubmed-reader	2.0.1		acd87b2f62a8a015563fdbb3f1e6aab893ca1b0f
de.julielab	jcore-pubmed-reader	2.1.0		5c51e3fc177dec1e8a5d6bf99c7e8b07fe63ad2e
de.julielab	jcore-pubmed-reader	2.2.0		ac122e85006bc245554fb87f0e23a082e553560f
de.julielab	jcore-pubmed-reader	2.3.0		31766ca170adb5a9bbd5a708af9173c1d1947ef4
de.julielab	jcore-pubmed-reader	2.3.10		bb0b05d3f1fc914db1ef8dc11b6baa08f93b14b1
de.julielab	jcore-pubmed-reader	2.3.8		405aceee87ddfae5dee0bc5f2b986af21cc9c6dd
de.julielab	jcore-pubmed-reader	2.4.0		2832cfa9b4a182a75ce76f4246ca730d8b645da1
de.julielab	jcore-pubmed-reader	2.5.0		bf581c4617b7bbd845d0e78d0c78ec468bdf407a
de.julielab	jcore-pubmed-reader	2.5.1		3ecd604f1aa8361eaac1c78b71ea1be631435b3e
de.julielab	jcore-pubmed-reader	2.6.0		08f9ef39869d9afe724191ab46077e6b7fb3629a
dev.zio	zio-aws-elasticsearch_2.13	5.17.102.7		765b4de934077e030b14539f3a1d220357af806a
dev.zio	zio-aws-elasticsearch_2.13	5.17.102.8		3eb4a7a82786fa846839c527719a22d9993f6b35
dev.zio	zio-aws-elasticsearch_2.13	5.17.102.9		2bb6085def16ffabef4b3b8d18496cae2ad373a4
dev.zio	zio-aws-elasticsearch_2.13	5.17.103.1		d3077d8eab9fbc93fce67f6e9301905bc3efca89
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.1		8ae42d21c3d80d55a785940700e33931be63c9ab
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.10		4aa1f992dafe5c73bcc7043a9e5ae55079eaf968
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.11		266f4b6bd4d3f36d61a5c92ba91d0b2ec25d4feb
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.12		a99421a76add3b4e49e74fc42b8bd9893d0f710e
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.13		c2f6ac27bcd54394e01289841dcb9d3b72e98996
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.2		aad7611a7b19ff509f6e1eb4d370abd6d1ffa76a
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.3		ffe92a9aa8a04da7cbe746230faf02de3f345ce7
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.4		b7c0905ec1e8cd08f8ec9e186072518951878ccf
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.5		03bcbdc6232f5baa3867b06290b9f636a3399e7c
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.7		29a1a529e2a24aebba661be7c1b40ce731a44384
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.8		cbc317c38e1d72ade55730889427f2db5283a53d
dev.zio	zio-aws-elasticsearch_2.13	5.17.104.9		62f580c1892a74a1aca5d5e5be03602d2bfec59c
dev.zio	zio-aws-elasticsearch_2.13	5.17.112.1		62c6cd3c07deae5240ae8aa83efd99adada45815
dev.zio	zio-aws-elasticsearch_2.13	5.17.113.1		6c8e1e06f9dd98b6142d11b72a5cfcb4c34663a4
dev.zio	zio-aws-elasticsearch_2.13	5.17.115.1		50c200415a1c9758408c36a4e571ad7a782292df
dev.zio	zio-aws-elasticsearch_2.13	5.17.116.1		b7a9a604fb3b2ba55baa8a7dfbbcbc01c6178962
dev.zio	zio-aws-elasticsearch_2.13	5.17.116.2		d40edf595b9df98ec2624dca318d8a366f1d8ca3
dev.zio	zio-aws-elasticsearch_2.13	5.17.121.2		57498ebc12b2c51d10aacd6b9c20a8bec58fb7a4
dev.zio	zio-aws-elasticsearch_2.13	5.17.121.3		de30b1ae4bd22193769e1cab20239939b160000e
dev.zio	zio-aws-elasticsearch_2.13	5.17.122.1		dc01ca6273d776e8967dbb977da513c7512dc3a3
dev.zio	zio-aws-elasticsearch_2.13	5.17.123.1		ae961332db7538d1030c9a670d6603dd00fb1fa8
dev.zio	zio-aws-elasticsearch_2.13	5.17.123.2		8f7dca803d66d4e912aefdfd242e25478e5b76b2
dev.zio	zio-aws-elasticsearch_2.13	5.17.124.1		99bf6468cb8f7247925cec9f0fa334faa3265005
dev.zio	zio-aws-elasticsearch_2.13	5.17.124.2		96930bda89d4ed41a68060370f78c87bac73e89c
dev.zio	zio-aws-elasticsearch_2.13	5.17.124.3		6f7632e640ffe0159b4f4c0bf0a717838e76bf3b
dev.zio	zio-aws-elasticsearch_2.13	5.17.125.1		1ef66a89c86bd633140a15925ac7bed42d5fa3ef
dev.zio	zio-aws-elasticsearch_2.13	5.17.126.1		587fb804e6bb926f998fac01aa6a88ac77881cbe
dev.zio	zio-aws-elasticsearch_2.13	5.17.126.2		8f7c1817dcc4e364c31a7095d6c48a6398891785
dev.zio	zio-aws-elasticsearch_2.13	5.17.127.1		ad64e2fc78f93e7044298bfd33bc01c08dd64f37
dev.zio	zio-aws-elasticsearch_2.13	5.17.127.2		86014e8e82eacc1950f837fd465080b7b5834ee7
dev.zio	zio-aws-elasticsearch_2.13	5.17.128.1		7eecd868db09a16945cff3b60c2769023a0819dd
dev.zio	zio-aws-elasticsearch_2.13	5.17.129.1		9359b25d7927e8aa9cb9b424be3e1389e63d01ed
dev.zio	zio-aws-elasticsearch_2.13	5.17.129.2		9aaedb2bc974c155b92a11ec47b33e923c7cf1c2
dev.zio	zio-aws-elasticsearch_2.13	5.17.129.3		eb2a38b934b49eafb0e886fc7da7808795d6b4e9
dev.zio	zio-aws-elasticsearch_2.13	5.17.130.1		85dce9b2d8aa458a3fa7e7b9d1bea4cfbe55e429
dev.zio	zio-aws-elasticsearch_2.13	5.17.130.2		541da032a989b588766a6ef7ab2c5e09c3d97621
dev.zio	zio-aws-elasticsearch_2.13	5.17.130.3		adfa2844a68b9a2774d15f132270570a265708ef
dev.zio	zio-aws-elasticsearch_2.13	5.17.130.5		281fe3e98f45a1be2f39d506c2d3f9f4feb47a31
dev.zio	zio-aws-elasticsearch_2.13	5.17.130.6		b302d2f98880a0bebdef7cc909ff0576bfbda879
dev.zio	zio-aws-elasticsearch_2.13	5.17.130.7		edbe533803c48d1e34d3248dbbc0c2e0ca6534b6
dev.zio	zio-aws-elasticsearch_2.13	5.17.130.8		4d5472a67e5390a0453dca0229e48a3e529c5732
dev.zio	zio-aws-elasticsearch_2.13	5.17.144.1		e696dac2a3142de13249e48b526056d5c0f1faa1
dev.zio	zio-aws-elasticsearch_2.13	5.17.145.1		62287e1063993f7296ce3198f4028a3afab222fd
dev.zio	zio-aws-elasticsearch_2.13	5.17.146.1		0f95c0b73e7862a7aa84b5eaf72a858f33e5a1d7
dev.zio	zio-aws-elasticsearch_2.13	5.17.146.2		bcd92c8f6adaf0ea24340b092d35bd7adfc48fef
dev.zio	zio-aws-elasticsearch_2.13	5.17.147.1		017da17d42dbbf32f83264508e47614337da68f8
dev.zio	zio-aws-elasticsearch_2.13	5.17.148.1		f87364a582dd529c2229abbabf7947fbbdcd1de7
dev.zio	zio-aws-elasticsearch_2.13	5.17.149.1		ffc6e7f25cee9e37f7cf4a5b1328f87026045d2c
dev.zio	zio-aws-elasticsearch_2.13	5.17.150.1		fc968a17a5ed94f646cf5092e0f1754f99d0424d
dev.zio	zio-aws-elasticsearch_2.13	5.17.151.1		6c72a2a0d4737669d7d86345f8a94df52a3208e9
dev.zio	zio-aws-elasticsearch_2.13	5.17.151.2		0f2cf17c5e2f5da1db0bdfa216b90b647c16ae13
dev.zio	zio-aws-elasticsearch_2.13	5.17.152.1		059f233303ca4d1dd5f5df627c2c0a8b1b1c0914
dev.zio	zio-aws-elasticsearch_2.13	5.17.153.1		6fd8a7e793002cd751c3b3d0cb25a2f3ae93f4be
dev.zio	zio-aws-elasticsearch_2.13	5.17.153.2		ad43f08bf35670a85bdf0c3a3f0ebd06ae336c1f
dev.zio	zio-aws-elasticsearch_2.13	5.17.153.3		b3982f581fd5e37fb76798a536db370ad8d22c65
dev.zio	zio-aws-elasticsearch_2.13	5.17.154.1		66963fbce6f392913f342ef434b7d355c131bb88
dev.zio	zio-aws-elasticsearch_2.13	5.17.155.1		a77da53f7805f24c440fc07e1f85309c1d5f36e0
dev.zio	zio-aws-elasticsearch_2.13	5.17.155.2		15fc09d9949287fe8344ccb9cc72b1f88acbbd46
dev.zio	zio-aws-elasticsearch_2.13	5.17.157.1		a8fb61b616c3f4fb5d0522505813a5e2ac99705b
dev.zio	zio-aws-elasticsearch_2.13	5.17.157.2		d72e4c31574b47cd8e2b3a3556b31374ebd05deb
dev.zio	zio-aws-elasticsearch_2.13	5.17.158.1		bda1c5d9d47d2a0e875b6872f09e57bb3915ee0d
dev.zio	zio-aws-elasticsearch_2.13	5.17.158.2		51333090d86a6456b745ada792a69568a0206071
dev.zio	zio-aws-elasticsearch_2.13	5.17.158.3		254d4fb326bf294235e67821a1160460df734b61
dev.zio	zio-aws-elasticsearch_2.13	5.17.158.4		52e89c53b4eae6fa059d67589c3c1fbc052734e8
dev.zio	zio-aws-elasticsearch_2.13	5.17.160.1		14f4d760caf7a8acb479765b00bee3f615aa6489
dev.zio	zio-aws-elasticsearch_2.13	5.17.161.1		b9e5cd468437f80f04b0dbe62f9f275652449d1b
dev.zio	zio-aws-elasticsearch_2.13	5.17.161.2		f60631096571e271e1b7aa09185945292483fa6e
dev.zio	zio-aws-elasticsearch_2.13	5.17.162.1		6df6c3615fddc88de9f1629bf72a276b49788435
dev.zio	zio-aws-elasticsearch_2.13	5.17.162.2		c6d724e36378e2e450de450a1a941b8c717fa17b
dev.zio	zio-aws-elasticsearch_2.13	5.17.162.3		770779d2ddb041698c52b1f26dc54a2e8698079c
dev.zio	zio-aws-elasticsearch_2.13	5.17.163.1		ee0726a146c077820355c16b838f678e4dde4eba
dev.zio	zio-aws-elasticsearch_2.13	5.17.164.1		5fd9aa67d626b66214b450e480ab2560e21b895d
dev.zio	zio-aws-elasticsearch_2.13	5.17.166.1		8b2f1c0f3ac77ea630ce36d6842472a894538f19
dev.zio	zio-aws-elasticsearch_2.13	5.17.166.2		9dee2332810e08f1c7a953751449d93d4b3f63a7
dev.zio	zio-aws-elasticsearch_2.13	5.17.166.3		c3688343db5b55f2d16cdc7d8c351fcf06197ad9
dev.zio	zio-aws-elasticsearch_2.13	5.17.167.1		65190455e24b7df8d8fa6d2c62162b67e7d08a4d
dev.zio	zio-aws-elasticsearch_2.13	5.17.168.1		6b857221c2c8f2735ef6d9d2a970954672983ddf
dev.zio	zio-aws-elasticsearch_2.13	5.17.169.1		670ae5f4eb3678cf32fc3b5da9686bf5805536f3
dev.zio	zio-aws-elasticsearch_2.13	5.17.170.1		8008a39c6ebabaec5e4c19ea8f43736fc17d7863
dev.zio	zio-aws-elasticsearch_2.13	5.17.171.1		5836772f15aafc089c81ad17e505f454f21a69d4
dev.zio	zio-aws-elasticsearch_2.13	5.17.172.1		01e60241ab5685dcb89fd5355936250a08e5f968
dev.zio	zio-aws-elasticsearch_2.13	5.17.172.2		97d9034b1ea2534ec3b1319a2a3babb8c453e3ed
dev.zio	zio-aws-elasticsearch_2.13	5.17.174.1		24e09550c6a4e0e223b699b4ba6841db26eef56f
dev.zio	zio-aws-elasticsearch_2.13	5.17.175.1		04e0b920347bbf61c20395b3d9e14db6c0423668
dev.zio	zio-aws-elasticsearch_2.13	5.17.176.1		98b5225ea7cccbe108d2b40f83a17384fdad181b
dev.zio	zio-aws-elasticsearch_2.13	5.17.176.2		694f62a8fe6ea00bd4b55e5ca885ac65ab88e41f
dev.zio	zio-aws-elasticsearch_2.13	5.17.177.1		ef9471eb726689fa37c473a39d6459c7f2822e2f
dev.zio	zio-aws-elasticsearch_2.13	5.17.178.1		d9a9489aa4c884334dc8fe3f1f4bf56910ac07b2
dev.zio	zio-aws-elasticsearch_2.13	5.17.181.1		9ee03533253b8afc2b93934d7c6dd3ab15b023d6
dev.zio	zio-aws-elasticsearch_2.13	5.17.182.1		7e1b395dfaf8d6d8d031f2641b9a08c4922ef636
dev.zio	zio-aws-elasticsearch_2.13	5.17.183.1		1b068fbcd4c4123ed66e6feb6649c06d7952ab1a
dev.zio	zio-aws-elasticsearch_2.13	5.17.184.1		8eca88de09d33cf186a027fd3e03beb9fa3dc55c
dev.zio	zio-aws-elasticsearch_2.13	5.17.186.1		5aff800490d845b4ea3c6014dcf2ee1242b563cd
dev.zio	zio-aws-elasticsearch_2.13	5.17.187.1		c46d9622ef67417a68d90f346790d8f3b51bc8a1
dev.zio	zio-aws-elasticsearch_2.13	5.17.188.1		a613fde42f21351f8f6d399139ea9aa0f4ab3899
dev.zio	zio-aws-elasticsearch_2.13	5.17.190.1		52c233c568f778cd176f7da43760479770b653ec
dev.zio	zio-aws-elasticsearch_2.13	5.17.190.2		689c6c5755a326587b57a4ef0b55de9a546800f2
dev.zio	zio-aws-elasticsearch_2.13	5.17.191.2		8ccd951f339dab606fa16a0348449b224e8c66dc
dev.zio	zio-aws-elasticsearch_2.13	5.17.193.1		d07758d1c9b28088209fb2e6d96671e3171685d4
dev.zio	zio-aws-elasticsearch_2.13	5.17.193.2		3b5137d6f5c433ef58a296f9c93acdc9ae291300
dev.zio	zio-aws-elasticsearch_2.13	5.17.194.1		f5b6df21939f2daaa9007e56181f05c7287c4660
dev.zio	zio-aws-elasticsearch_2.13	5.17.195.1		21923d74856b1e8a46af7ffcfc5866c2233d30ea
dev.zio	zio-aws-elasticsearch_2.13	5.17.195.2		66883c19b7dd8991e4022cecea6306d443c795ff
dev.zio	zio-aws-elasticsearch_2.13	5.17.195.3		886f78eeb8320331c2856a0bdd98f437a84d43fd
dev.zio	zio-aws-elasticsearch_2.13	5.17.196.1		2629aba64432ba0d1e151eec866d887dae8fa7e7
dev.zio	zio-aws-elasticsearch_2.13	5.17.197.1		70a2498f8a80219d45f287c5036ae93b2682f90b
dev.zio	zio-aws-elasticsearch_2.13	5.17.197.2		4d0d75d349136f20a644fca13c280d393f59d914
dev.zio	zio-aws-elasticsearch_2.13	5.17.201.1		3788ba60f36f170b6d9b5ffbd4d12c4156de956c
dev.zio	zio-aws-elasticsearch_2.13	5.17.201.2		2b5f05640c4f07604241bf2bc966b9cdfb8684cc
dev.zio	zio-aws-elasticsearch_2.13	5.17.202.1		5e9007e18dbc37213e0136a70042a952a90e6cbb
dev.zio	zio-aws-elasticsearch_2.13	5.17.203.1		07c601f7c37c2a3f4f9f4389b1db1a2f5ab2092b
dev.zio	zio-aws-elasticsearch_2.13	5.17.203.2		ed77d0b941e4ba12098acbb193c62c699e05010f
dev.zio	zio-aws-elasticsearch_2.13	5.17.204.1		f4500963a91277db861b8ba3f1edf6c0f373cc3b
dev.zio	zio-aws-elasticsearch_2.13	5.17.205.1		7cefb6afd411206d1c4884ad29268329629dd629
dev.zio	zio-aws-elasticsearch_2.13	5.17.206.1		ddd0887b014403650ea14c2b3152bcff0d7bf56e
dev.zio	zio-aws-elasticsearch_2.13	5.17.207.1		eea5600112000d59bc053f0f772867f60b37e018
dev.zio	zio-aws-elasticsearch_2.13	5.17.208.1		ac9d4a45bd39e131e925d14f69f9b329904e0164
dev.zio	zio-aws-elasticsearch_2.13	5.17.208.2		225a1d4dd8b077802b7b0bf84e9b8f51f73bc010
dev.zio	zio-aws-elasticsearch_2.13	5.17.209.1		38bb030b40a96c57cfd8657d568f856d22500a66
dev.zio	zio-aws-elasticsearch_2.13	5.17.211.1		0108804d377abf95a871ebc3f3db2c29faad051e
dev.zio	zio-aws-elasticsearch_2.13	5.17.212.1		37bcfe35488d89b25f12786157e6b6f15a5d0139
dev.zio	zio-aws-elasticsearch_2.13	5.17.214.1		6c9e0bb5c70a0004e20c17f41c5a100020d31537
dev.zio	zio-aws-elasticsearch_2.13	5.17.217.1		981c3441b248bcb49709748e1c5d8e26826f4057
dev.zio	zio-aws-elasticsearch_2.13	5.17.218.1		f4501d41a52e4ee58f8e60b6396b4e037453db15
dev.zio	zio-aws-elasticsearch_2.13	5.17.224.2		9a7fd89f601c1f8feb0a43a547a18d8d24159fcc
dev.zio	zio-aws-elasticsearch_2.13	5.17.224.3		2a9bbc5608b12994f3c2a91b161ac707bbe9eea5
dev.zio	zio-aws-elasticsearch_2.13	5.17.224.4		decc982386f4e16b6de631e1581068c79e43975d
dev.zio	zio-aws-elasticsearch_2.13	5.17.225.1		5d3aa297818edc714c5f08709245759b332b5e93
dev.zio	zio-aws-elasticsearch_2.13	5.17.225.2		87195e6784064c0ae76582f4e6d1ca684a7f617c
dev.zio	zio-aws-elasticsearch_2.13	5.17.233.1		9ea9c98ca73010d5fab84d199db7fc2b949e3e58
dev.zio	zio-aws-elasticsearch_2.13	5.17.234.1		f7f240359a53f9bf61ba70975e440eb7ee36c7d6
dev.zio	zio-aws-elasticsearch_2.13	5.17.239.1		8e95c7c79cdee83ae71ca5d6931d7c904a96f8d6
dev.zio	zio-aws-elasticsearch_2.13	5.17.239.4		e3ca8cd407d21bc689f381c4bc9afd78c650f2b7
dev.zio	zio-aws-elasticsearch_2.13	5.17.252.1		8eaf05d1ca7332f9971f14e69ca4548e8ed5ee88
dev.zio	zio-aws-elasticsearch_2.13	5.17.257.1		4c1c4e611aaa0ed0ee6d797ec0878d5208ff7180
dev.zio	zio-aws-elasticsearch_2.13	5.17.265.1		d4c04df6750da00b6fac39f845b4e1d9b1e3e3a0
dev.zio	zio-aws-elasticsearch_2.13	5.17.267.1		a679e9b86ad71a29089a115e63bf50081e79e5b7
dev.zio	zio-aws-elasticsearch_2.13	5.17.267.4		d3ad41469f27fcc32eaf8a80e8a7093b0693ba23
dev.zio	zio-aws-elasticsearch_2.13	5.17.267.6		744bd5535963fdb0c35d61ab340871c4f902822d
dev.zio	zio-aws-elasticsearch_2.13	5.17.267.7		82c313b3c5865d03f75af752b9707db9d4848e87
dev.zio	zio-aws-elasticsearch_2.13	5.17.269.1		2fc0acd5c3350ebad89cb94422afe1f9be1179bd
dev.zio	zio-aws-elasticsearch_2.13	5.17.271.1		4e26273c70f43fe18f3ea3c76ae78c23b2096f7b
dev.zio	zio-aws-elasticsearch_2.13	5.17.280.1		b7601ff40439acaa68fc0e3302bcf086e0ba543f
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.1		1562f920259734cddc16cc492f9122f9fd5a5d80
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.10		1acb8740d6f706172496cdc48ef2738b39b1f0fc
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.11		5441d84964cabe749739b1a2435c83d2c754741c
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.12		38458e98cb1477ded18737c108021ca6edce0a5e
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.13		7cca6a420e3aff48b1a88c98043332c9961a683c
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.14		d9852c44194b5ae4fcdefc0f900f619eb50e16b3
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.15		562cb63aabac9abfe048c64adc497189687e5664
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.16		218787d64ec02a05bd054126b2707a82c9acf98f
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.17		d26318b870938f3af651657976243457ca418aa5
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.18		f96fa675664a48246a8c28680dd18205d208ad2a
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.19		f7fdb53d2bfff7750ef8394c5f0f2625a7886e15
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.2		ef72e1e2103bff165615353b9163a769ec376c91
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.20		3844226dc5aca6d2f11178a7538f68e5258a5b98
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.22		9d2b0cb7bcb483305722db3f6bcbcec622d3f155
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.3		4bbe66fb2fc963b0d01d91345f7bd6de887d200f
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.4		65f5c0aa9b360a777f9c8da700bf66f47fe6d04d
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.5		28e629d82b1518e8766239fee1f0a0efaf4ec4e1
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.6		899d9f81944bb53ad5f9c5cb70ecf5e8d91bdf59
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.8		b930113f849e0abe2faeb647c78413f95d862e40
dev.zio	zio-aws-elasticsearch_2.13	5.17.295.9		68686bef2bdd6e4e4daacadf496ee4868ebc6ea6
dev.zio	zio-aws-elasticsearch_2.13	5.19.12.1		112a22fdd8174feb5bd0d03afa4c19c7a178f671
dev.zio	zio-aws-elasticsearch_2.13	5.19.17.1		d08e308b1b8c1b2e98ed386288c0fa0815c0f267
dev.zio	zio-aws-elasticsearch_2.13	5.19.17.2		06d0f15b969b34c796b043a0600bc73fcaeaa8b3
dev.zio	zio-aws-elasticsearch_2.13	5.19.26.1		dccc540fd12d2a01b298cfc867d0da6d01005be5
dev.zio	zio-aws-elasticsearch_2.13	5.19.31.1		1f9d9376ff85a5cafd577b1cedbd4c0f85fd32ab
dev.zio	zio-aws-elasticsearch_2.13	5.19.31.2		32d688fb4a93d64ced6054aa72c1d400a0149fd7
dev.zio	zio-aws-elasticsearch_2.13	5.19.31.3		3ad700b9b03317294e588aeeb42226a16e4d63f6
dev.zio	zio-aws-elasticsearch_2.13	5.19.31.4		a076cf5236bc4b1da43fd577af087d186df7498b
dev.zio	zio-aws-elasticsearch_2.13	5.19.31.5		5d09f5917e1f9e8267dc3faeb33fba8b461d71a4
dev.zio	zio-aws-elasticsearch_2.13	5.19.33.1		bbb8a746e1da7fba50aa33b29d0eb003262a044f
dev.zio	zio-aws-elasticsearch_2.13	5.19.33.2		806c8e7c6e03813b604fae1ed799a64a539b10f3
dev.zio	zio-aws-elasticsearch_2.13	5.19.7.1		e452f1e18781cb2fda6ccdf12f62afac3b1d2abe
dev.zio	zio-aws-elasticsearch_2.13	5.19.7.2		e4e9b723af6a6c6a93ef4320b27492f69d18ddaa
dev.zio	zio-aws-elasticsearch_2.13	5.19.7.3		101083c6b113292bc6e4976589dfe890f8901b1f
dev.zio	zio-aws-elasticsearch_2.13	5.19.7.4		cb2774ae327e7f97e3e864cfab08d5f5d25339b4
dev.zio	zio-aws-elasticsearch_2.13	5.19.7.5		7aa0a6ee3e15a9aa5cb7bc34fab1ae00329641e4
dev.zio	zio-aws-elasticsearch_2.13	5.19.7.6		16098b7c0778f475de23d3ac5d456a5274aa5219
dev.zio	zio-aws-elasticsearch_2.13	5.19.8.1		ad29ab11f1bb777344e82663295763691a3a5a9b
dev.zio	zio-aws-elasticsearch_2.13	5.19.8.2		fe2cece13a9d637799c36a09cc92d14bfac770ac
dev.zio	zio-aws-elasticsearch_2.13	5.19.8.3		ecb78407b0c5891111122dae9d82cf920d058eda
dev.zio	zio-aws-elasticsearch_2.13	5.19.8.4		e2bdc19c085bf1ca798b71d6fa643510f526f0c6
dev.zio	zio-aws-elasticsearch_2.13	5.20.17.1		952ad7e5d215a51365515eedeafc62ec93e8dee4
dev.zio	zio-aws-elasticsearch_2.13	5.20.17.2		f12660661c187ff82a3809c1461d74e3e8211a15
dev.zio	zio-aws-elasticsearch_2.13	5.20.22.1		edcab1e1ac80dcbc2e7c026802c278b535fba193
dev.zio	zio-aws-elasticsearch_2.13	5.20.22.2		14ac488691a8b5893ee0f52f83d09be256f1ee68
dev.zio	zio-aws-elasticsearch_2.13	5.20.22.3		02eb43f3964f2787ba6b663f81058e272699c7f0
dev.zio	zio-aws-elasticsearch_2.13	5.20.32.1		444a386684372985060dc62df1d2afeb4d7e3bf9
dev.zio	zio-aws-elasticsearch_2.13	5.20.32.2		2a2b3506b0c0e4e22c57e1b1efb8a1098a09e970
dev.zio	zio-aws-elasticsearch_2.13	5.20.37.1		acb967ecd3817d57db1ceb64c48918d43d0c5270
dev.zio	zio-aws-elasticsearch_2.13	5.20.42.1		40a94f550a98c1f8953029318114158648f47653
dev.zio	zio-aws-elasticsearch_2.13	5.20.7.1		52d17e037733a6e2f711de016106e68ae1723369
dev.zio	zio-aws-elasticsearch_2.13	5.20.7.2		0ab6beb55cc234202f2dbcbd469c55bb649f4408
dev.zio	zio-aws-elasticsearch_2.13	5.20.7.3		b2af5775f89395437bc42601866bc505e5740f8e
dev.zio	zio-aws-elasticsearch_2.13	6.20.103.1		f5fe18847e1d8d9e592ff9d6248b43f1b31763f6
dev.zio	zio-aws-elasticsearch_2.13	6.20.103.2		b13989e66f17808f94226be8898349dd35333cf0
dev.zio	zio-aws-elasticsearch_2.13	6.20.115.1		6b902a5d1f142cb17fd63ed3877d48df6cf7e3d6
dev.zio	zio-aws-elasticsearch_2.13	6.20.115.2		5908f6433f871570370a92d63784c5c0326f0bf0
dev.zio	zio-aws-elasticsearch_2.13	6.20.120.1		bae0a537ede3447763670c6749fb472b900d7f4d
dev.zio	zio-aws-elasticsearch_2.13	6.20.149.1		430a0ddeed8a317bcd8bed72a20ff7e18daec00e
dev.zio	zio-aws-elasticsearch_2.13	6.20.149.2		c64efcab4ef467e9d7394b86eb88e1009dad15e6
dev.zio	zio-aws-elasticsearch_2.13	6.20.162.1		103efc587eb72bbe7b9a9a5a72c186ab18a86e36
dev.zio	zio-aws-elasticsearch_2.13	6.20.162.2		3ae1c4dd83afeebb09528fe48ac7a1a089e06fbf
dev.zio	zio-aws-elasticsearch_2.13	6.20.42.1		1773d11d6d84f5ed465ded1c2baffde5b58933f7
dev.zio	zio-aws-elasticsearch_2.13	6.20.42.2		6bd1e9ba1ade8ad8bbe97f4953c6e429f3fadca4
dev.zio	zio-aws-elasticsearch_2.13	6.20.47.1		a52093f9a035eb9284a771186aa482731f65ca78
dev.zio	zio-aws-elasticsearch_2.13	6.20.56.2		f92e7010898eb1a765f8c35e1f19fc082effe981
dev.zio	zio-aws-elasticsearch_2.13	6.20.58.1		a328bb58214605795fa789d94ac5cd6479170211
dev.zio	zio-aws-elasticsearch_2.13	6.20.58.2		3444daf003b5c3c3948aede18d4d99bcfcf2026e
dev.zio	zio-aws-elasticsearch_2.13	6.20.58.3		05214cb270ed3ae2f4601125248db7928ce40015
dev.zio	zio-aws-elasticsearch_2.13	6.20.61.1		137def56830e1d9b5d35fd63505a72f72b6e80d8
dev.zio	zio-aws-elasticsearch_2.13	6.20.69.1		cd2a91d58876eb0480db84d1ffc77354eae4ad7e
dev.zio	zio-aws-elasticsearch_2.13	6.20.69.2		09db15e7e1343c2c4747f055744b44bd68811fcb
dev.zio	zio-aws-elasticsearch_2.13	6.20.74.1		462b715090c53a897a4c5aed6c9485bb6c4493fc
dev.zio	zio-aws-elasticsearch_2.13	6.20.74.2		a01423e1a9e9526ca81e1763968d1c71ded9ae00
