ae.teletronics	godfather	0.9		N/A
com.sun.xml.ws	httpspi-servlet	4.0.0-M2		361085199b83dba0376546ca67d1cccca267be74
com.sun.xml.ws	httpspi-servlet	4.0.0-M3		f31096156c7851ce603c5e9fbcbe18e8d0baa690
com.sun.xml.ws	httpspi-servlet	4.0.0-M4		14e7ca4ee1b648b89bf1dafb0178492e521d9b17
com.sun.xml.ws	httpspi-servlet	4.0.1		be112152c4f5ebe0bff5a191d224dacf1d20be5a
com.sun.xml.ws	httpspi-servlet	4.0.2		42a429df411c63bc04d3deb113a6d7ad29942822
com.sun.xml.ws	httpspi-servlet	4.0.3		0f7a086d5ac80f7169e12fe31c4a13e68526dfde
com.techsenger.reposium	reposium-cli	1.0.0		d160623490d6b9d360edf097598787078ff122d7
com.uber.autodispose	autodispose-rxlifecycle	0.4.0		e256dd1195b732ff6172faf10e4eeff953bf35b4
com.uber.autodispose	autodispose-rxlifecycle	0.5.0		ee7bb1370a9fce62d8a8e1f9cccc5cf60a176b14
com.uber.autodispose	autodispose-rxlifecycle	0.5.1		8c818587d99f0a7a51883b2e1a7ed8551e69c521
com.uber.autodispose	autodispose-rxlifecycle	0.6.0		ce91d065507cc40bfb2a23b753c345776b705c3c
com.uber.autodispose	autodispose-rxlifecycle	0.6.1		9f267987b39b06b106bf717279b431ab14013a25
com.uber.autodispose	autodispose-rxlifecycle	0.7.0		c738738a156d9c7fba52d73081a5c92272de5b47
com.uber.autodispose	autodispose-rxlifecycle	0.8.0		4c600d62c08b1efe2aaf54ace465f3a9f2322eeb
com.uber.autodispose	autodispose-rxlifecycle	1.0.0		79b9bc3293143fa8efe3d1d9487c286999ad125c
com.uber.autodispose	autodispose-rxlifecycle	1.0.0-RC1		78a72c346c3bea21a6c1605ad043570c1fa685f3
com.uber.autodispose	autodispose-rxlifecycle	1.0.0-RC2		f6e83c731f25f4e379e5aad4aa43227dc812bc98
com.uber.autodispose	autodispose-rxlifecycle	1.0.0-RC3		91edaaf8f7616faa7ff2d0062a70dd451a968793
com.uber.autodispose	autodispose-rxlifecycle	1.1.0		957d046803bb4c1a33b143870066f6c9cfa7736e
com.uber.autodispose	autodispose-rxlifecycle	1.2.0		566658b581a106a1721b025c2365cb0eb800545f
com.uber.autodispose	autodispose-rxlifecycle	1.3.0		4ee7791667291caeee7907023b78701bbf0faee7
com.uber.autodispose	autodispose-rxlifecycle	1.4.0		e87daedb5ff2131c21707dc6562b42326ee64c13
com.uber.autodispose	autodispose-rxlifecycle	1.4.1		dc2a0cc0664c315322f2f001255254cd5c5ecdbe
com.walterjwhite.java.modules.email.modules.organization	plugins	0.0.17		N/A
com.wix	greyhound-future_2.12	0.0.3		10e450b94a94361a7b4606032c7d8c592d3e205a
com.wix	greyhound-future_2.12	0.0.5		cc682cb108f97260a3c7d2081798181a32e9c754
com.wix	greyhound-future_2.12	0.1.0		d77af8e118af847f58a175bf8d7c288c9c948360
com.wix	greyhound-future_2.12	0.1.1		b6aecf7c1e7f650428e54004e4fa4b39e6c8e395
com.wix	greyhound-future_2.12	0.1.2		a92d37002bcfd8fd0661e2e1856977e5bd4278d8
com.wix	greyhound-future_2.12	0.1.3		8fb00c8eebf204831758e1ff977cf651fa9b51a3
com.wix	greyhound-future_2.12	0.1.4		c726c75dc1d1e9373e2f5353c58ffd978cdadef9
com.wix	greyhound-future_2.12	0.1.5		f0077d749d875a201a6d6810e6002f5181134322
com.wix	greyhound-future_2.12	0.1.6		4f1292c0befc6f0c39d3678acce83c5976089401
com.wix	greyhound-future_2.12	0.1.7		0ae653cfc0ab80ad1680e55a852d0587720436fa
com.wix	greyhound-future_2.12	0.2.0		d3880700fd3cfa0478edff300200488313f93da8
com.wix	greyhound-future_2.12	0.3.0		c613d4013b4f4eb2beebb61283e07b9499454c9b
com.wix	greyhound-future_2.12	0.3.1		68e42571152f72e95b0b62dbb576e3064f3d86cd
de.huxhorn.sulky	de.huxhorn.sulky.3rdparty.jlayer	1.0		2020d545657508bd82beab00359dcc50996b875e
de.jensklingenberg.ktorfit	ktorfit-converters-response-ktor-3.0.0-beta-2-jvm	2.0.1		49cad4f23a6ba89ece44e03e2cb2fef5180f34e1
de.jensklingenberg.ktorfit	ktorfit-converters-response-ktor-3.0.0-beta-2-jvm	2.1.0		49cad4f23a6ba89ece44e03e2cb2fef5180f34e1
dev.scottpierce	kinject-core-wasm-wasi	0.1.3		N/A
dev.scottpierce	kinject-core-wasm-wasi	0.1.4		N/A
dev.scottpierce	kinject-core-wasm-wasi	0.1.5		N/A
dev.zio	zio-morphir-annotation_native0.4_2.13	0.2.0-M01		083ec9480a0bdd1df9f2d21b34bb2c84d3eb0e73
edu.wisc.library.ocfl	ocfl-java-aws	0.1.0		f2ed561e16e0ddbcc5381d7951d2ae6d4dcd70a9
edu.wisc.library.ocfl	ocfl-java-aws	0.2.0		625bfa7816d4fef84e8a3cc0d775d229d0f58ef9
edu.wisc.library.ocfl	ocfl-java-aws	1.0.0		985894b547c9e3fb72ab58deab7efa981c2fe2e4
edu.wisc.library.ocfl	ocfl-java-aws	1.0.1		dfaccbb94b2db723d88d2baed2a502feebfdfcbb
edu.wisc.library.ocfl	ocfl-java-aws	1.0.2		b20755d614e1c432afab396433c52140cfd47ba6
edu.wisc.library.ocfl	ocfl-java-aws	1.0.3		216c16d6e798266ef9eb6a9f7f293b02b6040ee8
edu.wisc.library.ocfl	ocfl-java-aws	1.1.0		b31e742bf45ba2a0266d6527e67dcc5e65cbf0df
edu.wisc.library.ocfl	ocfl-java-aws	1.2.0		a024fdbbd88d7734bd415f77e06e77bdca2fe5bf
edu.wisc.library.ocfl	ocfl-java-aws	1.2.1		395c72d2ca298c3fda8c3d9634910eea8c27ad83
edu.wisc.library.ocfl	ocfl-java-aws	1.2.2		23a1e71395d7ef8d328f3b6bc9789f3b17d9d163
edu.wisc.library.ocfl	ocfl-java-aws	1.2.3		dbb400e756166389a327b0e849133e78f5268eab
edu.wisc.library.ocfl	ocfl-java-aws	1.3.0		98b5c96df703cd65ae09d718b36ab5476a25c13c
edu.wisc.library.ocfl	ocfl-java-aws	1.3.1		f7e5f78dfad25c21f4867c10333e3a6a17120739
edu.wisc.library.ocfl	ocfl-java-aws	1.4.0		29fbff5a0213378204fcc26a9a76cdec4062e724
edu.wisc.library.ocfl	ocfl-java-aws	1.4.1		67ab75cca0c5a4f13bfc87e9aea35dac14cd6730
edu.wisc.library.ocfl	ocfl-java-aws	1.4.2		2a0b032096ada38b6fc3f946df9db0fefbf2039d
edu.wisc.library.ocfl	ocfl-java-aws	1.4.3		ae787b1d797058ecaef1b38d212b1daf1b474b8f
edu.wisc.library.ocfl	ocfl-java-aws	1.4.4		a69cffead31a17f137d7a5048f04b49781418014
edu.wisc.library.ocfl	ocfl-java-aws	1.4.5		04f502bfdaa6d965f6f595fe53ce380814a8911e
edu.wisc.library.ocfl	ocfl-java-aws	1.4.6		ea8f57635964c407a2a277c340fd5ffce37143a7
edu.wisc.library.ocfl	ocfl-java-aws	1.5.0		1101dc92f9dd212fcf9718aedcbc76a9d1aadc6d
edu.wisc.library.ocfl	ocfl-java-aws	2.0.0		N/A
edu.wisc.library.ocfl	ocfl-java-aws	2.0.1		N/A
eu.getintheloop	sbt-locfinder-plugin	0.1.0		2ab4c6ae854cf4abba7bf7b0e32cf5b95d4431a4
guru.nidi	graphviz-rough	0.12.0		b126c4d17aeef78dbf3a9cdd17ae61fb120f4e27
guru.nidi	graphviz-rough	0.12.1		907a045f448519fc264eeee41c01557d9d7d75b2
guru.nidi	graphviz-rough	0.13.0		012951579a7e367d4a48a9ab2708b2ec65f23897
guru.nidi	graphviz-rough	0.14.0		0336dbad6a854bffafe7e40ce15c7fe2b6727002
guru.nidi	graphviz-rough	0.14.1		0caec72b74bbe0e4467c539235dfe6deadee3aa2
guru.nidi	graphviz-rough	0.14.2		fe7cc249e6b5f47a0fa4bcb2186d45e0fbe384d9
guru.nidi	graphviz-rough	0.15.0		06477accd44a9fa74f6b6a2ac9e78cf5b903928e
guru.nidi	graphviz-rough	0.15.1		76d61696bbf0d43cffcb07252e8e7859dabbcf2a
guru.nidi	graphviz-rough	0.16.0		3c895222861bacc305b1883bae6c3b0400101ad2
guru.nidi	graphviz-rough	0.16.1		ab4f116ce8f5d70e4a34eed659743475f1fd3ae6
guru.nidi	graphviz-rough	0.16.2		2f4ecd0d3c59cfebcddf6e513b9c702cff07ab5b
guru.nidi	graphviz-rough	0.16.3		a02f0bd5325549fe581b69a62800162fa126271b
guru.nidi	graphviz-rough	0.17.0		e48f2e32e16f05d6288f8f6479d5b81f176e2989
guru.nidi	graphviz-rough	0.17.1		d90717c8e239d4dade44551567852c042af5d699
guru.nidi	graphviz-rough	0.18.0		dea78ec25a233f6741bac0c53f6335c55c4f66fb
guru.nidi	graphviz-rough	0.18.1		1b1030df00ff85c7ccb8cc77182fa23638c79a44
io.ably	network-client-default	1.2.43		c89bb4076343d04d3e44690156992e03f8f44ce6
io.ably	network-client-default	1.2.44		c89bb4076343d04d3e44690156992e03f8f44ce6
io.ably	network-client-default	1.2.45		c89bb4076343d04d3e44690156992e03f8f44ce6
io.ably	network-client-default	1.2.46		c89bb4076343d04d3e44690156992e03f8f44ce6
io.ably	network-client-default	1.2.47		b59812ac98288e3d3c8caf1708ae920df6b2651f
io.ably	network-client-default	1.2.48		1549fa2feaf7df12a0a98f8ccf3a69259687d6bf
io.ably	network-client-default	1.2.49		ea76506ecfd9eb3bf2be6ad7dfb8b7d0bdc21242
io.ably	network-client-default	1.2.50		c89bb4076343d04d3e44690156992e03f8f44ce6
io.ably	network-client-default	1.2.51		898f1e7b08e8bf167e171eaada431153aab9cf3b
io.ably	network-client-default	1.2.52		974d1b43e48dbcdc1b3ae74de316cf71eb85a42f
io.apptik.comm	jus-okhttp	0.6.2		c211fadce9ac3bd71ef7e878feda5dd3fad6f50b
io.apptik.comm	jus-okhttp	0.6.3		69e0ee4ac396f0c254d76eee9461c19ae5a597cf
io.apptik.comm	jus-okhttp	0.6.4		cba34628753a08849a8a4a64c2be5109dee52d82
io.apptik.comm	jus-okhttp	0.6.5		aef7f0533b16b7a15c0ada6496729149e054e908
io.apptik.comm	jus-okhttp	0.6.6		79711fa9c25d83f4a04c253d3ce46d40b64f15ef
io.apptik.comm	jus-okhttp	0.6.7		0e433cc0287a0ac3d4df364765fa58c8ed85ca43
io.apptik.comm	jus-okhttp	0.6.8		cfd8b570e315c6bb9f4a23f25f114bff40ce9703
io.apptik.comm	jus-okhttp	0.6.9		308636d4a28409830c9a76a5ab9c123422a5c146
io.axual.helper	axual-generic	1.0.0-M1		72b241beb05c03a721a5df26c919a0b7118f71d3
io.axual.helper	axual-generic	1.0.0-M2		f3604ccd59b49f0ce3177dff85022c404d3ee537
io.bootique.cayenne	bootique-cayenne-parent	0.16		N/A
io.bootique.cayenne	bootique-cayenne-parent	0.17		N/A
io.bootique.cayenne	bootique-cayenne-parent	0.18		N/A
io.bootique.cayenne	bootique-cayenne-parent	0.19		N/A
io.bootique.cayenne	bootique-cayenne-parent	0.20		N/A
io.bootique.cayenne	bootique-cayenne-parent	0.24		N/A
io.bootique.cayenne	bootique-cayenne-parent	0.25		N/A
io.bootique.cayenne	bootique-cayenne-parent	1.0		N/A
io.bootique.cayenne	bootique-cayenne-parent	1.0.RC1		N/A
io.bootique.cayenne	bootique-cayenne-parent	1.1		N/A
io.bootique.cayenne	bootique-cayenne-parent	1.2		N/A
io.bootique.cayenne	bootique-cayenne-parent	1.3		N/A
io.bootique.cayenne	bootique-cayenne-parent	2.0		N/A
io.bootique.cayenne	bootique-cayenne-parent	2.0.1		N/A
io.bootique.cayenne	bootique-cayenne-parent	2.0.B1		N/A
io.bootique.cayenne	bootique-cayenne-parent	2.0.M1		N/A
io.bootique.cayenne	bootique-cayenne-parent	2.0.RC1		N/A
io.bootique.cayenne	bootique-cayenne-parent	3.0-M3		N/A
io.bootique.cayenne	bootique-cayenne-parent	3.0-M4		N/A
io.bootique.cayenne	bootique-cayenne-parent	3.0-M5		N/A
io.bootique.cayenne	bootique-cayenne-parent	3.0-M6		N/A
io.bootique.cayenne	bootique-cayenne-parent	3.0-RC1		N/A
io.bootique.cayenne	bootique-cayenne-parent	3.0.M1		N/A
io.bootique.cayenne	bootique-cayenne-parent	3.0.M2		N/A
io.burkard	aws-cdk-scala-iotevents_3	0.1.2		e6f685865d2f866bc0b8d80e7319bc83f67d2ff2
io.burkard	aws-cdk-scala-iotevents_3	0.1.3		cfe640762e7c7dacd6a6257be671e28e48b7c09f
io.burkard	aws-cdk-scala-iotevents_3	0.1.4		4f2fad9734e883d0e13e9b12e95d5600c9cd16d0
io.burkard	aws-cdk-scala-iotevents_3	0.1.5		1fe3a7ddd64b4f821ae570818ec75c2408f694aa
io.burkard	aws-cdk-scala-iotevents_3	0.1.6		fe6079fc21238360292775bc76e13751a137b8c9
io.burkard	aws-cdk-scala-iotevents_3	0.1.7		fcca6416578092573632aa599df58c4180735f3f
io.burkard	aws-cdk-scala-iotevents_3	0.2.0		291eec2573e4052a1dcb61159d50212406ca4ddb
io.burkard	aws-cdk-scala-iotevents_3	0.3.0		d3ace665f6c66a46b4d6a66f05da7601dcdb1261
io.burkard	aws-cdk-scala-iotevents_3	0.4.0		01895fad51ea058b2123820a17a8562e6d8747b7
io.burkard	aws-cdk-scala-iotevents_3	0.4.1		1bbd688cf83b04ffda702f7ea982c7fd7d69a6fb
io.burkard	aws-cdk-scala-iotevents_3	0.5.0		2ef56f46fa8c1e2de34eaf53a11f170ff30a834f
io.calq	library	1.1.0		N/A
io.calq	library	1.1.1		N/A
io.calq	library	1.1.2		N/A
io.circe	circe-iteratee_2.10	0.9.0		91eed6d73c2d0beadd4e66daf4d2fda818a2d4a7
io.circe	circe-iteratee_2.10	0.9.0-M2		c87c3e6424b1cece92fc58f24ae88b27fd5e022e
io.circe	circe-iteratee_2.10	0.9.0-M3		087470e20ebce82e06179f3e16eaeb8227af7fe9
io.circe	circe-iteratee_2.10	0.9.0-M4		972c93a45c595111d7b3dbe5e04c93927f2def57
io.circe	circe-numbers_native0.5_3	0.14.10		7abd4871d5df6015b58d1591a6a47d779514ead3
io.circe	circe-numbers_native0.5_3	0.14.11		e93e90787134a08c619d8615939cdd28a5bcae9d
io.circe	circe-numbers_native0.5_3	0.14.12		f3754af5cdf9f4087b783e439c7fe5e66960b73d
io.circe	circe-numbers_native0.5_3	0.14.13		210d48cd1e812faa256779db6e59f0bffb70128a
io.circe	circe-numbers_native0.5_3	0.14.9		bf353d3b5023d22a186931b7255fea66f039aad6
io.github.chivorns	wingbank-model-android	1.2.0-beta1		4da0050f49e23199d746eb9691c037c6c4df0048
io.github.coralewh	whispir_library	1.0		553187c8a7c09cde07a09248cc96240b98f9c916
io.github.cs1302uga	cs1302	0.2.123		N/A
io.github.cs1302uga	cs1302	0.2.124		N/A
io.github.cs1302uga	cs1302	0.2.125		N/A
io.github.cs1302uga	cs1302	0.2.129		N/A
io.github.cs1302uga	cs1302	0.2.130		N/A
io.github.cs1302uga	cs1302	0.2.131		N/A
io.github.cs1302uga	cs1302	0.2.132		N/A
io.github.cs1302uga	cs1302	0.2.139		N/A
io.github.cs1302uga	cs1302	0.2.143		N/A
io.github.cs1302uga	cs1302	0.2.144		N/A
io.github.cs1302uga	cs1302	0.2.145		N/A
io.github.cs1302uga	cs1302	0.2.148		N/A
io.github.cs1302uga	cs1302	0.2.30		N/A
io.github.cs1302uga	cs1302	0.3.1		N/A
io.github.cs1302uga	cs1302	0.3.101		N/A
io.github.cs1302uga	cs1302	0.3.102		N/A
io.github.cs1302uga	cs1302	0.3.103		N/A
io.github.cs1302uga	cs1302	0.3.104		N/A
io.github.cs1302uga	cs1302	0.3.105		N/A
io.github.cs1302uga	cs1302	0.3.106		N/A
io.github.cs1302uga	cs1302	0.3.107		N/A
io.github.cs1302uga	cs1302	0.3.30		N/A
io.github.cs1302uga	cs1302	0.3.31		N/A
io.github.cs1302uga	cs1302	0.3.34		N/A
io.github.cs1302uga	cs1302	0.3.35		N/A
io.github.cs1302uga	cs1302	0.3.36		N/A
io.github.cs1302uga	cs1302	0.3.37		N/A
io.github.cs1302uga	cs1302	0.3.57		N/A
io.github.cs1302uga	cs1302	0.3.58		N/A
io.github.cs1302uga	cs1302	0.3.59		N/A
io.github.cs1302uga	cs1302	0.3.61		N/A
io.github.cs1302uga	cs1302	0.3.62		N/A
io.github.cs1302uga	cs1302	0.3.63		N/A
io.github.cs1302uga	cs1302	0.3.64		N/A
io.github.cs1302uga	cs1302	0.3.65		N/A
io.github.cs1302uga	cs1302	0.3.66		N/A
io.github.cs1302uga	cs1302	0.3.67		N/A
io.github.cs1302uga	cs1302	0.3.68		N/A
io.github.cs1302uga	cs1302	0.3.69		N/A
io.github.cs1302uga	cs1302	0.3.70		N/A
io.github.cs1302uga	cs1302	0.3.71		N/A
io.github.cs1302uga	cs1302	0.3.72		N/A
io.github.cs1302uga	cs1302	0.3.73		N/A
io.github.cs1302uga	cs1302	0.3.74		N/A
io.github.cs1302uga	cs1302	0.3.75		N/A
io.github.cs1302uga	cs1302	0.3.76		N/A
io.github.cs1302uga	cs1302	0.3.77		N/A
io.github.cs1302uga	cs1302	0.3.78		N/A
io.github.cs1302uga	cs1302	0.3.79		N/A
io.github.cs1302uga	cs1302	0.3.80		N/A
io.github.cs1302uga	cs1302	0.3.81		N/A
io.github.cs1302uga	cs1302	0.3.82		N/A
io.github.cs1302uga	cs1302	0.3.85		N/A
io.github.cs1302uga	cs1302	0.3.88		N/A
io.github.cs1302uga	cs1302	0.3.89		N/A
io.github.cs1302uga	cs1302	0.3.90		N/A
io.github.cs1302uga	cs1302	0.3.91		N/A
io.github.cs1302uga	cs1302	0.3.92		N/A
io.github.cs1302uga	cs1302	0.3.93		N/A
io.github.cs1302uga	cs1302	0.3.94		N/A
io.github.cs1302uga	cs1302	0.3.95		N/A
io.github.cs1302uga	cs1302	0.3.96		N/A
io.github.cs1302uga	cs1302	0.3.97		N/A
io.github.hungvm90	redis-lock	1.0.1		1016f61e9341d96b10835898ad4b010cb77fc405
io.github.hungvm90	redis-lock	1.0.2		221ac0ad8e68b815bd5f6932f55c1b1c2b6861f4
io.github.mavenreposs	royalcms-component-datetime	0.0.1		8b091018d50b27e1e11a776ff144a5433ccc0e9e
io.github.mavenreposs	royalcms-component-datetime	0.0.2		45fe22ddbf4b72eaa8585d27f84401da879bc35c
io.github.mavenreposs	royalcms-component-datetime	0.0.3		ea795883f4e41a1bc9dc64ec76f2625da7fc001c
io.jobial	scase-circe_2.13	0.2.1		55b1c981ce276fc9e38190e1fc8a1de265a04367
io.jobial	scase-circe_2.13	0.3.0		67c05f7bb7599693ec46836b2ff4f524cc254f6f
io.jobial	scase-circe_2.13	0.4.0		fb5f9237a565a8a32e20ed551c0cb8cad799213f
io.jobial	scase-circe_2.13	0.5.0		636c2e5a2f6e07f1f6ccaea06819042ce298c753
io.jobial	scase-circe_2.13	0.5.1		ed5793b4848c83d16c4b9d7bfb45412d54cbb5f2
io.jobial	scase-circe_2.13	0.5.2		1af77da13973b1386f51c636aabfe1e434ddf119
io.jobial	scase-circe_2.13	0.5.3		06e5dccd615836a6f40eac65fba14f21a2f7068c
io.jobial	scase-circe_2.13	0.5.4		6e879346ded32d8f12f1daa439fbc62a5af908f9
io.jobial	scase-circe_2.13	0.5.5		1e120f4b51075184b2c447146c8b51015d3fc5cb
io.jobial	scase-circe_2.13	0.5.6		5d2d1c3287d3e9c706242d4dccfd3124a091fdc9
io.jobial	scase-circe_2.13	0.5.7		250c8d92cae28b1fff26d6babc3208cdccbe30d2
io.jobial	scase-circe_2.13	0.6.0		e2319f7cc25ac2b2096d288f2c3b13df938a294c
io.jobial	scase-circe_2.13	0.7.0		530f9e77afc440781a9bcefea8b48d2e42c77161
io.jobial	scase-circe_2.13	0.7.1		8796b0304940e8f4564e97c3041e9d3be42fc121
io.jobial	scase-circe_2.13	0.7.2		bc40f5f8e78bb43be4e2548a75d5816cd8d21dc7
io.jobial	scase-circe_2.13	0.7.3		9d9189ae014eab1308a2332cde56db7830a4e6bc
io.jobial	scase-circe_2.13	0.7.4		350836955ca7de4a85de2ec9ebf3a676c35fbd69
io.jobial	scase-circe_2.13	0.7.5		cf2ecd2209c366af14396ace22123b6b4cd6655a
io.jobial	scase-circe_2.13	0.8.0		d9fe9fa9cf22476ea9b5fda3c9b1e645abaadd62
io.jobial	scase-circe_2.13	0.8.1		db3c527af23273d900d3b9de9fcc22d10847b0ef
io.jobial	scase-circe_2.13	0.9.0		9641d481b83d0bf6f36d119e5df88a3ab802f39a
io.jobial	scase-circe_2.13	0.9.1		20955e4f9b437b5385d92283344ae6ea934068e7
io.jobial	scase-circe_2.13	1.0.0		afed65c9e52db5bdf5321a86f5acca95824157b1
io.jobial	scase-circe_2.13	1.0.1		2a8ab905a5c76d77501203538f6516680a76151f
io.jobial	scase-circe_2.13	1.0.2		120f96a9ae0077de358e4eb1387389a5e59a58f4
io.jobial	scase-circe_2.13	1.0.3		8cb3f428ca1a6bcce9e46bf4885dc57f0a639674
io.jobial	scase-circe_2.13	1.0.4		2452446590d0e1877a795cadf98dbfe60c9d5b1a
io.jobial	scase-circe_2.13	1.0.5		f9d788acd63d912b01283b2caf562d91830d6d18
io.jobial	scase-circe_2.13	1.1.0		54ba12719294292034566fb78ea866b8c3936acf
io.jobial	scase-circe_2.13	1.1.1		6c262c647a4dbd5c65d2ae5e55b8e3a3d2a9c35e
io.jobial	scase-circe_2.13	1.1.2		d36531f3a54f381b7700dc0fb8c013f06e780273
io.jobial	scase-circe_2.13	1.2.0		aabd66f4d281281e9ad49400957a1ce6563f6eac
io.jobial	scase-circe_2.13	1.2.1		0830f01d1efe0030cf7ae6b4d57a1ff9c9016078
io.jobial	scase-circe_2.13	1.2.10		f91849c1060a2bb41d1ffdf4f3e5456f0e204a9c
io.jobial	scase-circe_2.13	1.2.11		077f877a420e20ed9242e3335610c60859217e24
io.jobial	scase-circe_2.13	1.2.12		a401b39074c4d9829d0d16cb17205ae72fd316ac
io.jobial	scase-circe_2.13	1.2.13		1c268590c15ae0c949771925dd09bb20380d7c20
io.jobial	scase-circe_2.13	1.2.14		3b89853f1b3ef80bb4925575b6bd8256b536d79b
io.jobial	scase-circe_2.13	1.2.15		864117a228449b3716bb016970711ce662d720bc
io.jobial	scase-circe_2.13	1.2.2		24d6441e1271507279be71d9a31c3e3c2b2e13e7
io.jobial	scase-circe_2.13	1.2.3		e7d8ec132f1b55ec58d6ea17b4b1f656e86868d3
io.jobial	scase-circe_2.13	1.2.4		c1bd5074b6d344e1fe18bb718821a57f90dbca73
io.jobial	scase-circe_2.13	1.2.5		cd1c0331c07e1a175a8e6b5970e8edaf09b23385
io.jobial	scase-circe_2.13	1.2.6		11ed3143dbb44be683885a300e2f26d24e965b0b
io.jobial	scase-circe_2.13	1.2.7		af7f22c2c5a7de1792c241b2eb4282d3acdad103
io.jobial	scase-circe_2.13	1.2.8		703b331e08a6fa2245770fc59b9b5cef8f146d03
io.jobial	scase-circe_2.13	1.2.9		1ad1d7f33e138c8a8c1de98f12fcc125f2fba1fb
io.jobial	scase-circe_2.13	1.3.0		4ab19ddd60333679e46a4c2e0325fff0f60ccbe0
io.jobial	scase-circe_2.13	1.3.1		e9fbf8a9272e233e6920428de2c647e4849e0fd7
io.jobial	scase-circe_2.13	1.3.10		2dd5a29eeeb04f70ba16e4678382d41af00ff1ad
io.jobial	scase-circe_2.13	1.3.11		1c77e56877c0e94222fb1c60c2a57c7618576f57
io.jobial	scase-circe_2.13	1.3.12		6723f8079f7a208bf70b3e99829843384fd18cd2
io.jobial	scase-circe_2.13	1.3.13		891be271e8e9d695f19530f16fb333810056a62a
io.jobial	scase-circe_2.13	1.3.14		23ed6f1882176ab31da898c01b69854f211b9f22
io.jobial	scase-circe_2.13	1.3.15		671713a0a183eb89fd0668492faf1223277310fa
io.jobial	scase-circe_2.13	1.3.16		05cc054d0c15d5955fa23c5b67386d7a5ff8ca67
io.jobial	scase-circe_2.13	1.3.17		38c0f082403d5f241d687705b80bfd9ab35fce0d
io.jobial	scase-circe_2.13	1.3.18		8d23d22cc2a421a6cde5ac6f80c3516ab6cd668e
io.jobial	scase-circe_2.13	1.3.19		d1946d37fe58d76d5c9d22fd79f421d235fcc5df
io.jobial	scase-circe_2.13	1.3.2		e48d2e9abe5a3aaabefdad682c6b10d110b16f9f
io.jobial	scase-circe_2.13	1.3.20		03548253db74b3bfbc84888a5b6326f6d842d5f3
io.jobial	scase-circe_2.13	1.3.21		0a28f8b02f745a3fcbf3496ba224dee183b8c2a8
io.jobial	scase-circe_2.13	1.3.22		cbb8b0cf0b29e6c00da2778af706c3fd7105ffe1
io.jobial	scase-circe_2.13	1.3.23		023da0a2a096702a1b437a29f47f6afe576e4d59
io.jobial	scase-circe_2.13	1.3.24		058c2ca55bc5aebe8bd3ff4bd7a2cd586df0f4bd
io.jobial	scase-circe_2.13	1.3.25		1538f7e0f342568f8a5e172450276c9d0a8ecab3
io.jobial	scase-circe_2.13	1.3.26		de77ab35ad8186e918c3bfe77b671f2122d6b021
io.jobial	scase-circe_2.13	1.3.27		6a2b9f076939d3270cedbbc0270418e93a60370c
io.jobial	scase-circe_2.13	1.3.28		935639f050e77f139001f397f3ed0cad79327175
io.jobial	scase-circe_2.13	1.3.29		bed3aba8a895138c00c1120a271617ddba441743
io.jobial	scase-circe_2.13	1.3.3		1f3d4ba763e4dc07fb8d27ae583e5425dcf8dbba
io.jobial	scase-circe_2.13	1.3.30		969b28b8ebebb7270db05ca99153eb5f2d5af262
io.jobial	scase-circe_2.13	1.3.31		e10e4554b0b2e74cdb19b2e150b6ede97aee0e84
io.jobial	scase-circe_2.13	1.3.32		7e8a6a997c1038d4d28df8256af4e72d6fbf3220
io.jobial	scase-circe_2.13	1.3.33		45b22b490d39d3699abed43aac243143c6efbb73
io.jobial	scase-circe_2.13	1.3.34		f8ae70335599de5525b017945216f9b382a82264
io.jobial	scase-circe_2.13	1.3.35		03d546dd9f4c6581693faf8e9c17d14e96e56fce
io.jobial	scase-circe_2.13	1.3.36		785e151fb8bb348dafc26963a28bb35fdb88425c
io.jobial	scase-circe_2.13	1.3.37		c4acda7d41f8976b77786b58629b7e47f42e5f63
io.jobial	scase-circe_2.13	1.3.38		39f7e89a9d4e11cccfbfbda9182dd2dded5d6644
io.jobial	scase-circe_2.13	1.3.39		47961150b6382e537b662e7b97a0a32ff6a4501c
io.jobial	scase-circe_2.13	1.3.4		3712d52f3cff86cd32829eec566433546067aed4
io.jobial	scase-circe_2.13	1.3.40		c4cbd6f9a909830ecdb8606751c99e74ac27b571
io.jobial	scase-circe_2.13	1.3.41		e9c8e65ffd4d0f6bcf43eb0ce0735c7bacfa8818
io.jobial	scase-circe_2.13	1.3.5		be294061c5f5655217e240e6a53b23365c425d83
io.jobial	scase-circe_2.13	1.3.6		299e978d05868f2ba698373309e0808af1f3c733
io.jobial	scase-circe_2.13	1.3.7		10417edfafcafad4c66b46ad821a588c1c13fe0b
io.jobial	scase-circe_2.13	1.3.8		623ae71bcd9231389889f3c7e56ef3c29af747be
io.jobial	scase-circe_2.13	1.3.9		2a4bb66094bcc4833bc9bff706ab6c400389269e
io.jobial	scase-circe_2.13	1.4.0		abb44836d9a54c2c0f98f0ab2809ed14fea5e13f
io.jobial	scase-circe_2.13	1.4.1		76c0cc3dd6ecb6e6ba78f1019d664e12892fea94
io.jobial	scase-circe_2.13	1.4.10		68fcad1e34b11ec7ec326c1c215147c5d7f4e546
io.jobial	scase-circe_2.13	1.4.11		ac9fef469f4376c193155058aba6117098225865
