ch.cern.spark	spark-streaming-kafka-0-10-assembly_2.12	3.0.1		269871127cc313ba629473b5ad9a752038cd5ae3
org.molgenis	molgenis-scripts	7.2.8		6964f4ed2fc87f217335fc68acb025f886140e17
org.molgenis	molgenis-scripts	7.3.7		fc336bc40e1e4399000d646ae77be001b752243b
org.molgenis	molgenis-scripts	7.4.1		8e3d31720d3bcf696f8ec13c0d1be82a8f740185
org.molgenis	molgenis-scripts	7.4.8		2eee03e68100687be78e6bbc2ef8db65e56c8335
org.molgenis	molgenis-scripts	7.4.9		d28ded8f4e675579663a01c51528d9ecd3b0a644
org.molgenis	molgenis-scripts	8.0.4		7db19213a2d5001dd74bfe07965f6cffa335c86d
org.molgenis	molgenis-scripts	8.1.1		235c0b1304b18fd3b4e62e8f2991278b8d0a8576
org.molgenis	molgenis-scripts	8.1.6		27cc806624442eab624c5768e306f38123f2c410
org.molgenis	molgenis-scripts	8.1.7		5d2c9413b7702a1245e5ac53ec6ccb31843ac8ac
org.molgenis	molgenis-scripts	8.1.8		5e5ab24ed7e4688f66cb0db33b82f2119a976d0f
org.molgenis	molgenis-scripts	8.2.1		012f67abe403731f6ed96463018f504037ef4673
org.molgenis	molgenis-scripts	8.2.3		c6571ef38fa9ada1bccc80e911c77c43717db171
org.molgenis	molgenis-scripts	8.2.4		c8b7e532bce5cdc264c756ce7ede236215aba567
org.molgenis	molgenis-scripts	8.3.10		48807956aaefda862ac962733fa5e99adad8873e
org.molgenis	molgenis-scripts	8.3.11		83234e2570b6c35ff3ba8f79bd6320183440106e
org.molgenis	molgenis-scripts	8.3.4		1d47a741048db5f2c02dd0e07c0f16bcaf8e44b7
org.molgenis	molgenis-scripts	8.3.5		ad8121b366f5f6dd00da4cc789e5165a50842e2e
org.molgenis	molgenis-scripts	8.3.6		3bdb226bdbb45b2bf7d8da77a6df1aae23da5419
org.molgenis	molgenis-scripts	8.4.2		58f1f88999aa1158a891d993e716ba69b51c25c0
org.molgenis	molgenis-scripts	8.4.5		555552997271dba6da4692cc41cc0596ba9d6661
org.pageobject.patch.org.scalatest	scalatest_2.12.0-M5	3.0.0		7c1d1990779616d3f193085adf4b744ad5d45358
org.restcomm.protocols.ss7.oam.common	alarm	8.0.0-136		6f50814bd2128cb7d0e62bd530310852e91581d7
org.restcomm.protocols.ss7.oam.common	alarm	8.0.0-139		24d3b36fd5e37526eff2e1fc05c0c40897b657a0
org.restcomm.protocols.ss7.oam.common	alarm	8.0.0-140		bf55583630a59b569517b43990abfe3620e483b3
org.sosy-lab	javasmt-solver-bitwuzla	0.4.0-g4dbf3b1f		N/A
org.sosy-lab	javasmt-solver-bitwuzla	0.4.0-g4dbf3b1f	bitwuzla	d5bd191f1c28de4f52a49f97e81372bedfdb92e2
org.sosy-lab	javasmt-solver-bitwuzla	0.6.0-g2b3d69a7		7b42857646654028487db18b524fd2e9def1a2fc
org.sosy-lab	javasmt-solver-bitwuzla	0.6.0-gab3db0e6		N/A
org.sosy-lab	javasmt-solver-bitwuzla	0.6.0-gab3db0e6	bitwuzla	2e953035da966e7ed3fec286af185cf0700e461a
org.sosy-lab	javasmt-solver-bitwuzla	0.7.0-13.1-g595512ae		fe6ce7cf55d89e20dabf9d81cff8163567e26082
org.tpolecat	typename_3.0.0-RC2	0.1.6		2fcdb4501447aa4ba75579c64b2a5156205650a5
org.tpolecat	typename_3.0.0-RC2	0.1.7		8e97f7dbbc4f986fa75ad7983d533b0dd8ccb2dd
org.webjars.npm	a-sync-waterfall	1.0.0		b91fed01c1482c2a0cddb7795f3bfb66e70c5ae5
org.webjars.npm	a-sync-waterfall	1.0.1		0ce74da072a26af6caf30a2622ef9c16acb2d6db
org.webjars.npm	angulartics-google-tag-manager	0.0.1		7a63c2fc471c7d09761bafe43a4fd80fa7865f7c
ro.kuberam.expath.exist	ft-client	1.2.0		dd83c6c56c1e4e7830a09163a91f1093e3095cc4
top.zrbcool	pepper-metrics-ds-prometheus	1.0.11		504b0f063f6fdfe96533b1427cc0c63963c1ac19
