asia.hombre	keccak-linuxarm64	1.1.0		N/A
com.bumble.appyx	customisations-desktop	2.0.0-alpha07		a7f4d084521afe5b49d2bb8f38dbbff48d9f1c29
com.bumble.appyx	customisations-desktop	2.0.0-alpha08		a7f4d084521afe5b49d2bb8f38dbbff48d9f1c29
com.bumble.appyx	customisations-desktop	2.0.0-alpha09		4adfebd0c76ee399f17561a4a76bb352eb3bde7a
com.dwolla	async-utils-finagle_2.13	0.1.0		f430412ce69b159b05bab129c6c178d1666a066d
com.dwolla	async-utils-finagle_2.13	0.2.0		269707285a261355cc9bca7e2855a3733c6e8b27
com.dwolla	async-utils-finagle_2.13	0.3.0		4d3674f7811e5117619494eba351c926b52e829e
com.dwolla	async-utils-finagle_2.13	1.1.0		6c559ad908760a22eb9e82c88d3c3bf17806a718
com.dwolla	async-utils-finagle_2.13	1.1.1		3f2533baffad3b45eeed76dbf35a1ee62b838cfc
com.dwolla	async-utils-finagle_2.13	1.1.2		e2e7060dfb3a30ece361d3ae52e23f0f5bf395e7
com.dwolla	async-utils-finagle_2.13	1.2.0		3121c1c1057cd8790b3048982418e2c1e26915c6
com.fathzer	games-core	0.0.1		7e5d793f735dc6db5eb08f2c20097556fa1886e9
com.github.arturopala	scala-xml-security_2.12	1.1.0		f38c0292852801d07f986c0ddc41615d1f0be691
com.github.arturopala	scala-xml-security_2.12	1.2.0		6f261d010079baf00f9547f1681706a2ce31ab59
com.google.cloud	google-cloud-ids-bom	0.1.0		N/A
com.google.cloud	google-cloud-ids-bom	0.1.1		N/A
com.google.cloud	google-cloud-ids-bom	0.1.2		N/A
com.google.cloud	google-cloud-ids-bom	1.0.0		N/A
com.google.cloud	google-cloud-ids-bom	1.0.1		N/A
com.google.cloud	google-cloud-ids-bom	1.0.2		N/A
com.google.cloud	google-cloud-ids-bom	1.0.3		N/A
com.google.cloud	google-cloud-ids-bom	1.0.4		N/A
com.google.cloud	google-cloud-ids-bom	1.1.0		N/A
com.google.cloud	google-cloud-ids-bom	1.1.1		N/A
com.google.cloud	google-cloud-ids-bom	1.10.0		N/A
com.google.cloud	google-cloud-ids-bom	1.11.0		N/A
com.google.cloud	google-cloud-ids-bom	1.12.0		N/A
com.google.cloud	google-cloud-ids-bom	1.13.0		N/A
com.google.cloud	google-cloud-ids-bom	1.14.0		N/A
com.google.cloud	google-cloud-ids-bom	1.15.0		N/A
com.google.cloud	google-cloud-ids-bom	1.16.0		N/A
com.google.cloud	google-cloud-ids-bom	1.17.0		N/A
com.google.cloud	google-cloud-ids-bom	1.18.0		N/A
com.google.cloud	google-cloud-ids-bom	1.19.0		N/A
com.google.cloud	google-cloud-ids-bom	1.2.0		N/A
com.google.cloud	google-cloud-ids-bom	1.2.1		N/A
com.google.cloud	google-cloud-ids-bom	1.2.2		N/A
com.google.cloud	google-cloud-ids-bom	1.2.3		N/A
com.google.cloud	google-cloud-ids-bom	1.2.4		N/A
com.google.cloud	google-cloud-ids-bom	1.2.5		N/A
com.google.cloud	google-cloud-ids-bom	1.2.6		N/A
com.google.cloud	google-cloud-ids-bom	1.2.7		N/A
com.google.cloud	google-cloud-ids-bom	1.20.0		N/A
com.google.cloud	google-cloud-ids-bom	1.21.0		N/A
com.google.cloud	google-cloud-ids-bom	1.22.0		N/A
com.google.cloud	google-cloud-ids-bom	1.23.0		N/A
com.google.cloud	google-cloud-ids-bom	1.26.0		N/A
com.google.cloud	google-cloud-ids-bom	1.27.0		N/A
com.google.cloud	google-cloud-ids-bom	1.28.0		N/A
com.google.cloud	google-cloud-ids-bom	1.29.0		N/A
com.google.cloud	google-cloud-ids-bom	1.3.0		N/A
com.google.cloud	google-cloud-ids-bom	1.30.0		N/A
com.google.cloud	google-cloud-ids-bom	1.31.0		N/A
com.google.cloud	google-cloud-ids-bom	1.32.0		N/A
com.google.cloud	google-cloud-ids-bom	1.33.0		N/A
com.google.cloud	google-cloud-ids-bom	1.34.0		N/A
com.google.cloud	google-cloud-ids-bom	1.35.0		N/A
com.google.cloud	google-cloud-ids-bom	1.36.0		N/A
com.google.cloud	google-cloud-ids-bom	1.37.0		N/A
com.google.cloud	google-cloud-ids-bom	1.38.0		N/A
com.google.cloud	google-cloud-ids-bom	1.39.0		N/A
com.google.cloud	google-cloud-ids-bom	1.4.0		N/A
com.google.cloud	google-cloud-ids-bom	1.40.0		N/A
com.google.cloud	google-cloud-ids-bom	1.41.0		N/A
com.google.cloud	google-cloud-ids-bom	1.42.0		N/A
com.google.cloud	google-cloud-ids-bom	1.43.0		N/A
com.google.cloud	google-cloud-ids-bom	1.44.0		N/A
com.google.cloud	google-cloud-ids-bom	1.45.0		N/A
com.google.cloud	google-cloud-ids-bom	1.46.0		N/A
com.google.cloud	google-cloud-ids-bom	1.47.0		N/A
com.google.cloud	google-cloud-ids-bom	1.48.0		N/A
com.google.cloud	google-cloud-ids-bom	1.5.0		N/A
com.google.cloud	google-cloud-ids-bom	1.50.0		N/A
com.google.cloud	google-cloud-ids-bom	1.51.0		N/A
com.google.cloud	google-cloud-ids-bom	1.52.0		N/A
com.google.cloud	google-cloud-ids-bom	1.53.0		N/A
com.google.cloud	google-cloud-ids-bom	1.54.0		N/A
com.google.cloud	google-cloud-ids-bom	1.55.0		N/A
com.google.cloud	google-cloud-ids-bom	1.56.0		N/A
com.google.cloud	google-cloud-ids-bom	1.57.0		N/A
com.google.cloud	google-cloud-ids-bom	1.58.0		N/A
com.google.cloud	google-cloud-ids-bom	1.59.0		N/A
com.google.cloud	google-cloud-ids-bom	1.6.0		N/A
com.google.cloud	google-cloud-ids-bom	1.60.0		N/A
com.google.cloud	google-cloud-ids-bom	1.7.0		N/A
com.google.cloud	google-cloud-ids-bom	1.8.0		N/A
com.google.cloud	google-cloud-ids-bom	1.9.0		N/A
com.gw2tb.gw2api	api-types-watchosarm32	0.5.0		N/A
com.gw2tb.gw2api	api-types-watchosarm32	0.5.0	metadata	fdf8f1e8d208aa245749c31de7c76c3f9bd7c76f
com.gw2tb.gw2api	api-types-watchosarm32	0.6.0		N/A
com.gw2tb.gw2api	api-types-watchosarm32	0.6.0	metadata	bf17a03dc9a90d2a9c2ce8c63f77e3f48d816ac1
com.gw2tb.gw2api	api-types-watchosarm32	0.7.0		N/A
com.gw2tb.gw2api	api-types-watchosarm32	0.7.0	metadata	1628bf0be5ca8aac6200baf4b9c0740eea6acd86
com.gw2tb.gw2api	api-types-watchosarm32	0.8.0		N/A
com.gw2tb.gw2api	api-types-watchosarm32	0.8.0	metadata	0a3796067c72981f0e636e6ac043d14e9ae2898d
com.gw2tb.gw2api	api-types-watchosarm32	0.9.0		N/A
com.gw2tb.gw2api	api-types-watchosarm32	0.9.0	metadata	9843ec86cc91924f834fdd96eb6abc0446400202
com.helospark	lightdi-test	0.0.2		70ac9828ebd9fbd099416ae29188033747e9d8d0
com.helospark	lightdi-test	0.0.2	jar-with-dependencies	8e51082be99029f4fa25d231f579c52db49a9068
com.liferay.mobile	liferay-android-services-v7	7.2.3		N/A
com.liferay.mobile	liferay-android-services-v7	7.3.0		N/A
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-68-50d39ec4		e79faf8d5af18436a3560d534b6d4ac8c71b0182
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-69-8d1e4600		9d80eebae4c1f9518c2884ac48b8d830e1b18953
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-70-45c2ae79		3a4bf2b9eaa42ad97a3ceb3a47af3606b5b91105
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-71-1e75159e		41c3515087d91a5e2c7aae3b27ff8bc66cdb476f
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-72-21dc3ed9		d4ff32ad53d5a498074b04399a8da08b516d02c1
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-73-3e75635d		890235eb4ead1dd9565ec0ace6bf22ff3b18fb80
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-74-c58df82f		9ad5235332923dee37322ffce46fba5c28f8a804
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-75-95b58dcd		04ae7c7123d1c2cd31f5d8446aec8afccc849ee2
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-78-a38fbac7		8134ccaba7118691517926519bb5d14b3663ab64
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-79-25cb55d6		bcb15b43cb8005ab8c05c9fc7e08b906f0ed0171
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-80-0c6cb10c		5725b8a0c62f7890e8570a2d8e3b92ba11252149
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-81-8d9ea548		a2c5c097b8ffd61dda2b5b53e4fb7f80a1554c73
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-82-3e0b9472		f8dbd92d1c8d55fb99efa1532a1adb35d30beb0f
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-83-c70bfdfb		4a4cdae8f0fba1dc9dd3762137c2be90331e2539
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-84-0b53d8cc		47dac133ab74b0dbca390bc5415b304ec56655aa
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-87-0ba1ece4		9563d2acd68787b1779d544a4c7219ad92e7d083
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M0-92-0b2ae1a1		d5c45f4247b8da34a2db35c462309436ddbe783d
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1		05d1138d123992cc2f721faa93f5327cccbc55ac
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-10-105f9e32		13f051fa71fa8561b0e0f44a8d512d5c20c5e3fd
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-11-950a5d3d		aaecce731692e8bef7f22cee72d5c84d50eec8be
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-12-983d136c		3401666fb24d4286cacd18b31a9cb1570f3671a6
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-13-139e5beb		a0a44694162f401fe0e3e3fe1c58f4f888e7cc26
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-14-dcee60fa		1bd06a789d55240e57283847169e65fa6acc5117
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-15-240bc71d		2bbb0baa56eab1ff65dc140f73071fb1c9c2fe35
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-16-4d83c0b7		0d84a9f5c400641661a6db7e17a2477ac26aaeb3
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-17-2ee6a197		9e6c10c6f644592c667a8f75dc56f7ff13e06547
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-18-99efad1f		f13de1bca85904d756afe1b3b97ffad0eec84ff4
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-19-a7973e17		77b44ea55f71cbc2cb7f30f7db3300cf8c43769b
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-2-7b5c3954		3fe37a5b42896a8ebbc9c974e6b57bde82f5797d
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-20-497c01aa		b5f3bc9fc3a31aec74a6413d12a37816bfda0ce3
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-21-3845491e		7722e9e9f29c4403ec7706ef2bbf308b97b772aa
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-22-d78a6cf1		2c4157acb97e016cda04907faad24ecf4a9fac2c
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-23-e3c82421		b3ebbe66a93db2e26c5c41957249d1c048053413
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-24-26133e66		bfaee3b8ec4f32e25a9e5545b794caf9607e7534
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-25-48eb976e		a4c0b31efb13841b5dbf0ffa98fb616d64181582
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-26-cd78484b		33c8662d054decfb1c2d9635064ac9b6fd4fa458
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-27-a6d11ef7		0ca4050594e5e96bb9ebe00151ca26313f9b72e8
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-28-910aa659		b041afd07e115d6d1bb7b6469471d2d6e38533a0
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-3-47512ee8		1df59611564c55be1b09cfb000d94e766c06dba6
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-4-9b5bf77a		0e5ba0fbbf095bc31a2dcb02de65c4c295fefa34
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-7-43812d49		6e61e5afc4c23d651f68b4e237c8971d22ad60ae
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-8-35694880		7cf7d34de950ae16b744b05550c1ea588f72af59
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M1-9-08f04d97		fcfe10f591c609bac686d6a3fff36bf0dc4b23f6
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2		53adf19216f340e88f6c11777e66fc303ac19cfb
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-1-3763a1d4		efd89052562f7769b17c5c103e8c9e07bdd89df7
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-10-f6e2c001		ebe08a0903ebe11ef26534d27c353419581d2b14
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-11-713b6963		03941f70c7cf6fd191fae40e497d768129da2b8d
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-12-951bbc1e		24442fe8dd2847d506e04d1a68f5817f155297ea
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-13-23a8ef64		41dfc3dc2c12d90cae5bae3f48d2a3372c39c96c
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-14-23a07fdf		dc9567cd55c8b3b4a15a4e824336d4ffa0dea18d
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-15-9bed9700		acd68887d0cb817983f4f10dc1a424dfec066750
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-2-741e5dbb		41e704dace037d35fd15cc70a5c72af047fb4ec3
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-3-b5eb4787		7a4e18144a3d18aeece0e06fe960cf27c76b72ae
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-30-486378af		ac1820385cab4bee8aad5a00711bf4c93ff54a2f
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-4-c3312916		46c8f3bdd84d05a7da6a61e9087f2ca3d659772f
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-5-1c823fef		47c05c77f20b6b5fb5f0e4c89cf8f32e588d7d62
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-6-38698450		87e72cb3f6f1bc02fc7ea59c7669b1f48317ef15
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-7-8f1180d4		2c8a09372acdfc0a4bc6be5e6dbc9bb9adf2e70c
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-8-ba4429a2		8ccb53533f4e0eb5600e45425844630ca466605e
com.lihaoyi	ammonite-compiler_3.3.3	3.0.0-M2-9-88291dd8		49c42036a5a476792f52eecfbc63b2156bbb5650
com.lihaoyi	derive_sjs0.6_2.10	0.3.0		fd449affd20397ab0982b43045513c7cca2622c9
com.lihaoyi	derive_sjs0.6_2.10	0.3.1		7f9d844d2ebeafe2ec12dbb25784898dc6896932
com.lihaoyi	derive_sjs0.6_2.10	0.3.2		759c11fa46bb35c23c6a732478c2f27c04699c2c
com.lihaoyi	derive_sjs0.6_2.10	0.3.3		3ed0f68263627f998701d87a13a0e9d81dca5415
com.lihaoyi	derive_sjs0.6_2.10	0.3.4		961e7b1c9fb8e459660c0c08336f137f7b9b3841
com.lihaoyi	derive_sjs0.6_2.10	0.3.5		7ca140456323e4b4d87b40d8f7d16d58ef07245d
com.lihaoyi	derive_sjs0.6_2.10	0.3.6		35e6bf62c8825d33ded596933045a9f281c13fe8
com.lihaoyi	derive_sjs0.6_2.10	0.3.7		380dc16cc29e90d6c2cf85082bd51613470c4c7a
com.lihaoyi	derive_sjs0.6_2.10	0.3.8		4b62f071527cf88b610811158146d5dd4f69cc27
com.lihaoyi	derive_sjs0.6_2.10	0.3.9		8960e7e0def44141504eae19f4eeba4d784b0384
com.lihaoyi	derive_sjs0.6_2.10	0.4.0		fb2ae6b770d8d04bfb447aa2d9111d96b6c501c5
com.lihaoyi	derive_sjs0.6_2.10	0.4.1		f086c6f7194b2c1dde0df1055b5f1f989abef0de
com.lihaoyi	derive_sjs0.6_2.10	0.4.2		b53c58f527b7127e276156c61a6401b41533b130
com.lihaoyi	derive_sjs0.6_2.10	0.4.3		2ba631fcd0b8ec587fd4355fc943ad2e9763e2fc
com.lihaoyi	derive_sjs0.6_2.10	0.4.4		1fe5a6b76b431f8143be5cdfed72892e64e15881
com.litongjava	hotswap-classloader	1.0		ab95618d3c48668a07a35362618ddbcab325f7d9
com.litongjava	hotswap-classloader	1.0.1		4cbc9b0c4df6dcefdc6d472c6583546b0755885f
com.litongjava	hotswap-classloader	1.0.2		a8eb55978bc461d290d3c6859feab374b6da45e3
com.litongjava	hotswap-classloader	1.0.3		7fb4e6342d18f06f52efc61f4f4616ff64b606b7
com.litongjava	hotswap-classloader	1.0.4		f8b7d286925b14906afc1ae2fb5a27e47f0bce06
com.litongjava	hotswap-classloader	1.0.5		18aca646484e6eeeb19c20c9ba3bfb5745d70b4b
com.litongjava	hotswap-classloader	1.0.6		7d0272ab7480877164f8d933f16048bc802dce02
com.litongjava	hotswap-classloader	1.0.7		ab065a4daeaa80f91db8427b2846f66a1b112408
com.litongjava	hotswap-classloader	1.0.8		e2c81bd1e352fb3febcf996db48e03923d7064dc
com.litongjava	hotswap-classloader	1.0.9		7dc25452469bff925b06c13f83e6d9dc035dba25
com.litongjava	hotswap-classloader	1.1.0		84febc863f6474045bc6e3ea6d241c02cafdeea2
com.litongjava	hotswap-classloader	1.1.1		3f316262dca17350c12b6de88ab74ba7dc72d47c
com.litongjava	hotswap-classloader	1.1.3		c796e307f0d299fdd8728f2305872191e65645db
com.litongjava	hotswap-classloader	1.1.4		67ca7ddb1661f701f030a0a9aa91f0365337cd8a
com.litongjava	hotswap-classloader	1.1.5		0ebc2e65f68db67160247e5f7336b61bdd255453
com.litongjava	hotswap-classloader	1.1.6		17ee26ce42d608990070d4eb051f10423d76f62a
com.litongjava	hotswap-classloader	1.1.7		ab2d8293d666f3fa09f2b7da1e54ad4e7b4c0002
com.litongjava	hotswap-classloader	1.1.8		ac88e7d82c1e46ff447be0e9b3c37b6b47c5e0d4
com.litongjava	hotswap-classloader	1.1.9		27162e6fbd00ca030660083bf662bbe717c4621f
com.litongjava	hotswap-classloader	1.2.0		56f8baaa15aea586b40e48fa1ddfa7328b479d7e
com.litongjava	hotswap-classloader	1.2.1		bce8a220cf65dcd047a36ffefc83a2bcfef9bdc0
com.litongjava	hotswap-classloader	1.2.2		8b0cb0f28b785b777e7c03f3fe087b72dad64362
com.litongjava	hotswap-classloader	1.2.3		e775d30cb42a990582d8eb6bc779c0527697450b
com.litongjava	hotswap-classloader	1.2.4		06dab4dfd2c443cf5a2f0e3210dcf6585958b130
com.litongjava	hotswap-classloader	1.2.5		906fc67ade1248f51d90f3f477a920c84fb886ab
com.litongjava	hotswap-classloader	1.2.6		0a2c377cc0747c2806de538a00fc5d92b1b399a4
com.litongjava	hotswap-classloader	1.2.7		dd115ab3124fc490c5db2127da08ea65d1559c8d
com.malinskiy.marathon	marathon-gradle-plugin	0.1.0		222e491a550245206a3a4f85d956c9bcce23369b
com.malinskiy.marathon	marathon-gradle-plugin	0.1.1		8539279024b1ee9e5599f67520a35f4acafe26fc
com.malinskiy.marathon	marathon-gradle-plugin	0.1.2		938f188443c11c27ee456b37f4e24975cf500a31
com.malinskiy.marathon	marathon-gradle-plugin	0.1.3		ac44dacb2ef6d3040295f33587e4a6a0195ae9fe
com.malinskiy.marathon	marathon-gradle-plugin	0.1.4		dcdc4a6dead15bf18e72d66daf04354f8d643831
com.malinskiy.marathon	marathon-gradle-plugin	0.1.5		2e4a191492504ee0572698fb300b2d06d55bb384
com.malinskiy.marathon	marathon-gradle-plugin	0.1.8		bae6579a90b1bc8dee2ec5c6295d0d8ac3b514f8
com.malinskiy.marathon	marathon-gradle-plugin	0.2.0		89ccdf946840ccdd4af62d61239391e7e3a2f1fa
com.malinskiy.marathon	marathon-gradle-plugin	0.2.1		e4c43562461a2fd78e558e21659e419f3682c4e6
com.malinskiy.marathon	marathon-gradle-plugin	0.2.2		71d5fe067337928bde91b95e87e155255a25a8c7
com.malinskiy.marathon	marathon-gradle-plugin	0.3.1		10b25e90379b669e489da72c42f19b95fc6d8fbf
com.malinskiy.marathon	marathon-gradle-plugin	0.3.5		b2a0745ff85b88fb28c4092a7830bdf7d52c280d
com.malinskiy.marathon	marathon-gradle-plugin	0.4.0		0b0fbe1ae0931599da321f398cd9987b356822a8
com.malinskiy.marathon	marathon-gradle-plugin	0.4.1		a255bf203c3991129f5f934eae10b40db7acb7a8
com.malinskiy.marathon	marathon-gradle-plugin	0.5.0		b84bcfd6c00b3d737b07860b86590ff6d8d3878d
com.malinskiy.marathon	marathon-gradle-plugin	0.5.1		1a34883247741ed72918bb86ef5e42817d7c2978
com.malinskiy.marathon	marathon-gradle-plugin	0.5.2		9fa5e6287e61661f4eb6b90c71a465de96ee30e9
com.malinskiy.marathon	marathon-gradle-plugin	0.6.0		487f3b1556b961a9c2f5077b200ef813769db4a0
com.malinskiy.marathon	marathon-gradle-plugin	0.6.1		42ce6e9330bc3248f518e7843d6f4c609c06d83b
com.malinskiy.marathon	marathon-gradle-plugin	0.6.2		9d703cb4313030da2379b936bf684e6a0fdf1761
com.malinskiy.marathon	marathon-gradle-plugin	0.6.3		38c9be710bd13b1a794dc8e7dd4e787a69d685a9
com.malinskiy.marathon	marathon-gradle-plugin	0.6.4		ad85f5f909cb0142625d20e1016e3513cef61552
com.malinskiy.marathon	marathon-gradle-plugin	0.6.5		e2804948d20ff123cffa420134476699e3b0f860
com.malinskiy.marathon	marathon-gradle-plugin	0.7.0		89681a6ef74c61d1f221b766f8ae929af85fe3d7
com.malinskiy.marathon	marathon-gradle-plugin	0.7.1		4101ca17c5373f164402035fda55e71bc0e93974
com.malinskiy.marathon	marathon-gradle-plugin	0.7.2		cdb14d610a2fdf23a0b2d9afa1d6d3fa1b4411aa
com.malinskiy.marathon	marathon-gradle-plugin	0.7.3		d93dd0e2dc52d801f69bf5a8c14e73b67b196984
com.malinskiy.marathon	marathon-gradle-plugin	0.7.4		e3624020a8784a7d92a62609a049022751d9734c
com.malinskiy.marathon	marathon-gradle-plugin	0.7.5		17a77677fb4c5eaae7f1363166b0da01283f59f8
com.malinskiy.marathon	marathon-gradle-plugin	0.7.6		4aa22a3e94100e495d1a6e32e58fefe3a823af45
com.netease.cloudmusic.opensdk	opensdk	1.0.1		N/A
com.netease.cloudmusic.opensdk	opensdk	2.0.0		N/A
com.oregor.ddd4j.ddd4j-domain-details	ddd4j-domain-detail-repository-inmemory	0.0.2		efee2a7080f7d7e078d4996df06b6fec44d2a590
com.pauldijou	jwt-circe_2.12	0.10.0		56d9f1996692a700c13bd0c70fd9442ace91c6e8
com.pauldijou	jwt-circe_2.12	0.11.0		1ebf0d5d6aa6c9151638f6b592127f88cf4c5ec7
com.pauldijou	jwt-circe_2.12	0.12.0		60646c24ee425efe090cb77fca701c150666ce36
com.pauldijou	jwt-circe_2.12	0.12.1		d0cfd341f4872fb0b78e68284955279a746e324e
com.pauldijou	jwt-circe_2.12	0.13.0		5e16bd5208c2335d5d27e5e7f4536f4cd29904a6
com.pauldijou	jwt-circe_2.12	0.14.0		03d9ab1f6def550b7286871974637aaee86e7cc2
com.pauldijou	jwt-circe_2.12	0.14.1		c03ddea9ad4f688e74f84bdce3c237c2f0e29e8c
com.pauldijou	jwt-circe_2.12	0.15.0		b7f180e0484cd904928cf6d025bcb61862f54455
com.pauldijou	jwt-circe_2.12	0.16.0		1e1a9c099caced952fac361e574e9dcc9c0dded7
com.pauldijou	jwt-circe_2.12	0.17.0		4e560d400662d9aefc772736253ead92aab5c6b9
com.pauldijou	jwt-circe_2.12	0.18.0		48436469b367269f186d1f540dd6dc450da770b2
com.pauldijou	jwt-circe_2.12	0.19.0		acf72a8db6b36973e40c025333407d848f1028f8
com.pauldijou	jwt-circe_2.12	1.0.0		80eb368d91b6db3ce01baeb78f0829be371b80fc
com.pauldijou	jwt-circe_2.12	1.1.0		2735f5bfe7ebab0a8a16f7648cf34c6c9f6f7827
com.pauldijou	jwt-circe_2.12	2.0.0		9f63960c51b703fba42136c30a30511e743b0fb6
com.pauldijou	jwt-circe_2.12	2.1.0		16649a6a13063812d100c6ecc06b6aa6c6873c48
com.pauldijou	jwt-circe_2.12	3.0.0		00f176ba1b82f10ce844ebbf153f334ea5dd1a8b
com.pauldijou	jwt-circe_2.12	3.0.1		6f7b45e6df7cb2dd3a56580bd12f1baf6046ecd5
com.pauldijou	jwt-circe_2.12	3.1.0		8a6c5de12e4e31c090803791b6f8097597429723
com.pauldijou	jwt-circe_2.12	3.2.0		a1c00849085c927c4453c0e9aaeaad4632f62007
com.pauldijou	jwt-circe_2.12	4.0.0		704da8c43119033904c70689fbbd06665ee8bad5
com.pauldijou	jwt-circe_2.12	4.1.0		4ce440eb404bfadb4bc0a48af411efc1f2495da8
com.pauldijou	jwt-circe_2.12	4.2.0		67a7741b89c93db6974f1936ffed214151d830d4
com.pauldijou	jwt-circe_2.12	4.3.0		421a9829add79142cc94fb283052a168be88558e
com.pauldijou	jwt-circe_2.12	5.0.0		2e71a3fbb4cffed6147b824435917892f54c8cfe
com.raw-labs	raw-snapi-parser_2.12	0.28.10		f250ef90ae033527006382b0ca00b7627452b963
com.raw-labs	raw-snapi-parser_2.12	0.28.11		33b7fdbe1e301d783b5600dafa7d2bec47efbbf0
com.raw-labs	raw-snapi-parser_2.12	0.28.12		10210f4129fbb38b8ff0697d383e4015117b66b7
com.raw-labs	raw-snapi-parser_2.12	0.28.13		04a5b11fbdc45a1558bf70741b30fb776eaee4c7
com.raw-labs	raw-snapi-parser_2.12	0.28.14		ae794bbf4f21dabf9684497077e5f68b7cb730ba
com.raw-labs	raw-snapi-parser_2.12	0.28.15		f85b361480552134dbe853e3f58d50981a57de95
com.raw-labs	raw-snapi-parser_2.12	0.28.16		b2ad0976b0cb253d224d80a54e759e19261effda
com.raw-labs	raw-snapi-parser_2.12	0.28.17		61aa92eba24c23cc2a5e9abf3a82984ce75c031e
com.raw-labs	raw-snapi-parser_2.12	0.28.18		097af04fbea0b91f83968ad5d548db74116117f1
com.raw-labs	raw-snapi-parser_2.12	0.28.19		7a5a0dc1580ad042660f6479944e6bfa932d73ab
com.raw-labs	raw-snapi-parser_2.12	0.28.20		3fcef24cc41d0eceff125d64600f913c6581b20e
com.raw-labs	raw-snapi-parser_2.12	0.28.21		7dfd713ac0c53ed960bb057697a1e2920c91058d
com.raw-labs	raw-snapi-parser_2.12	0.28.22		d4887dd46ecd2228c748967cb387dc57b080146d
com.raw-labs	raw-snapi-parser_2.12	0.28.24		776ca33c0e46bc6323c45c1763e04e0994251218
com.raw-labs	raw-snapi-parser_2.12	0.28.25		739e729ed1619fb48d5c6e290ec6bbf74df4a6d4
com.raw-labs	raw-snapi-parser_2.12	0.28.26		421237a5d489e12a0a5f38d093a20e44eee6c64c
com.raw-labs	raw-snapi-parser_2.12	0.28.27		70c7c8aa449c87ed30dacb1317b9c206c6ed1355
