asia.hombre	keccak-linuxarm64	1.1.0		N/A
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.4.2.Final		a7a63f1f60682a57577caebc6995628dd6a9e6da
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.5.0.CR1		0275f230dffb45df4878059da99c94dbcc7c66f9
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.5.0.Final		fb6e173c730695497b39d86ea8fb1bf7d3eee1d6
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.5.1.Final		b2483f877ede1a411ce251fa9420b22439bcf027
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.5.2.Final		dc52165fa7cbadf1dce5e39631f2f34fdaf3dbe7
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.6.0.Final		86c0e74e203ea4b8252137f8d9a90157df4298aa
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.6.1.Final		5de8f8e557f4f7f626ae00cc33fac393dd4a2a84
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.6.2.Final		960bdc95674472b5a395d8bbd519c7b443690981
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.6.3.Final		65fcea024a64d691b1988dbc50a616827eb091d8
org.wildfly.swarm	logstash-modules	1.0.0.Alpha6		aeeafd2f9c7fc643f654280a317351afb5a0cbea
org.wildfly.swarm	logstash-modules	1.0.0.Alpha7		f2f2a34a100df3de1a96360fcd6c7f0c569326c0
org.wildfly.swarm	logstash-modules	1.0.0.Alpha8		0e5b76a2a8ea13bb81c2c2d023ab37dd9f8768f6
org.wildfly.swarm	logstash-modules	1.0.0.Beta1		dd968abd6e0b5d67e524b40285962856387632b6
org.wildfly.swarm	logstash-modules	1.0.0.Beta2		d829e7ca8a717f76ffe696621e5fd76bd82dac4d
org.wildfly.swarm	logstash-modules	1.0.0.CR1		feff4f203210902a010c356d984a159ce5608fe3
org.wildfly.swarm	logstash-modules	1.0.0.CR2		0614ffcb6fb1ede9834bd45048317d1c8059b7c1
org.wildfly.swarm	logstash-modules	1.0.0.Final		81f579ca5282ec7c7b34cfcffd45aa3363c072c8
org.wildfly.swarm	logstash-modules	1.0.1.Final		ec40569e6242e0e9e1173ae383fcb61215519905
tz.co.asoft	liquid-number-androidnativex86	2.0.16		N/A
tz.co.asoft	liquid-number-androidnativex86	2.0.17		N/A
tz.co.asoft	liquid-number-androidnativex86	2.0.18		N/A
uk.co.qorr	hvalspik-testing-localsource	1.3.0		2d5c045fad6775208c9c09df6becbc63b276a170
uk.co.qorr	hvalspik-testing-localsource	1.5.5		a2e5fcccb2836597979936ea058af7b5dbd70c39
uk.co.qorr	hvalspik-testing-localsource	1.5.7		a1e3cd3b942fb2df8189a18317e42db567f780f5
uk.co.qorr	hvalspik-testing-localsource	1.5.8		67cc3d43c46384e5747da2b893f2b0655490c05e
