at.released.weh	bindings-chasm	0.1-alpha01		596cdea72ab4f8ae4d7a3b062147ba02596e7aac
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha12	metadata	13635f4b120bfc2737a9603d4b3c8dde5f1ce2cb
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha13		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha13	metadata	eab94a893ee6f958fc07b578729f082403a79cc1
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha14		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha14	metadata	26dc81b450cef883735c98f268f3982e006f3fd2
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha15		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha15	metadata	3f175c32abc8d4ffb42a7ff64cc8b3fe58d5b13a
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha16		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha16	metadata	e948cc63a37bdeeffa2f8ce6a8b93c148181ec36
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha17		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha17	metadata	60e128cebd9f01db1d738b8db3e74a92d7f6b79c
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha18		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha18	metadata	0bd59b75a8bc7858784cb2b527aaf88b5f0c8a97
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha19		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-alpha19	metadata	6ce8f18b2d2e65d1cb17c594e63534410a41d56a
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-kotlin19-alpha10		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-kotlin19-alpha10	metadata	6fdb15b7be75303a93d42d19cbb0788bbd3a394a
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-kotlin19-alpha11		N/A
com.attafitamim.mtproto	client-auth-iosx64	3.0.3-kotlin19-alpha11	metadata	5417f29f199b79775ff095e3c1e37168b2006ac4
com.avast	bytecompressor-huffman_2.9.2	1.2.0		c7ce659ae380f8c09fe4a075d97a5915a5bdda4c
com.blacklocus.jres	jres-util	0.1.13		541d9316a8163ea6d035f446251f15173edecff4
com.blacklocus.jres	jres-util	0.1.14		5a40ba21c20a6679111e1f85f745c81cbbe905b4
com.blacklocus.jres	jres-util	0.2.0		e68c9adb5dd7d8f5f9908bd04b87fdc0eabdde58
com.bluetrainsoftware.parent	java-parent	1.1		N/A
com.bluetrainsoftware.parent	java-parent	1.2		N/A
com.capitalone.dashboard	ui-tests	3.1.0		805e849b757196bd952c953d10889dadf85c96dc
com.ensime	mezcal_2.13	0.1		e6dcf54daf83c8087808280f20f701aea723ddb7
com.ensime	mezcal_2.13	0.2		69cc118a62b9d3deb48cabb7d276fadc6375e5c7
com.ensime	mezcal_2.13	0.3		094e847a4277c365698495f81b9b3c42dfb90153
com.ensime	mezcal_2.13	0.4		356960b562ac61f2a739749ab4ca3a34ee70cdfe
com.ensime	mezcal_2.13	0.5		d598bb107e86bb642608f78abe04adfeb9fda7e1
com.fiestacabin.dropwizard.guice	dropwizard-guice	0.5.1		476dca46d24928c456f7c7790418b71387a3ae2d
com.fiestacabin.dropwizard.guice	dropwizard-guice	0.6.1		1070fd12eeb5260c072dc50a813da158735e8ee8
com.fiestacabin.dropwizard.guice	dropwizard-guice	0.6.2		1f9303fedbe557fd0df94b6b56a789e9fc98d4b7
com.fiestacabin.dropwizard.guice	dropwizard-guice	0.7.1		97e8f08719d59d20d43e2811021c8ff4759be0e1
com.github.alexarchambault	case-app_2.13	2.0.0		d9a299546fa741c59a73019b9fe56d7e56c78239
com.github.alexarchambault	case-app_2.13	2.0.0-M10		03c026b7e28072fbd85c63227f05d5c83429d245
com.github.alexarchambault	case-app_2.13	2.0.0-M11		73838235bff8c518248d2d6431817017c89fc603
com.github.alexarchambault	case-app_2.13	2.0.0-M12		adfdfcc5ea2ced8751161bc7406cefaba267bddd
com.github.alexarchambault	case-app_2.13	2.0.0-M13		876bed29d57cc91cb80194e7527222987881f84a
com.github.alexarchambault	case-app_2.13	2.0.0-M14		288886739370817ef8426a083b33ae5e70ab28a9
com.github.alexarchambault	case-app_2.13	2.0.0-M15		4c85f4de6b65ea00204be445a708d3cb3fcaa6aa
com.github.alexarchambault	case-app_2.13	2.0.0-M16		024313234b29b067399dcc3f54f1f2137a80fe28
com.github.alexarchambault	case-app_2.13	2.0.0-M9		f7b59445368c5c77a5ac307c035b75b2f6857b33
com.github.alexarchambault	case-app_2.13	2.0.1		334a550291f6d12a2c2f31f595117d8bea294b37
com.github.alexarchambault	case-app_2.13	2.0.2		a66df35a7b019f8bc974c75ae433a451bbae50f7
com.github.alexarchambault	case-app_2.13	2.0.3		617238e8efb6899ab36db8053f611c856ac89ddc
com.github.alexarchambault	case-app_2.13	2.0.4		07919328bf86bed41ef49b76cd1099b94bb64e6e
com.github.alexarchambault	case-app_2.13	2.0.5		7f2797fa5efdc4e0c9defda1b2e0b6965a0e6264
com.github.alexarchambault	case-app_2.13	2.0.6		d85def533fd2b3598d8a7d5b31271f79d5600263
com.github.alexarchambault	case-app_2.13	2.1.0-M1		c4e54449d797b3d536c1826fad7f907c8b777b8e
com.github.alexarchambault	case-app_2.13	2.1.0-M10		6619f37e34a62f56c8b0c20e69461165b34e9019
com.github.alexarchambault	case-app_2.13	2.1.0-M11		6a6311bfb8a418e3c14f956f49bdb17e74c7d575
com.github.alexarchambault	case-app_2.13	2.1.0-M12		d51c0bf831db52f7c52444f46e243c09f72280e1
com.github.alexarchambault	case-app_2.13	2.1.0-M13		db6c87ff015559bb915d2f0922b96d37a6c6a359
com.github.alexarchambault	case-app_2.13	2.1.0-M14		dbccf8c4b0314f22608c92c88210ea82ed1b330b
com.github.alexarchambault	case-app_2.13	2.1.0-M15		b0c9199006b14118308c9eb32cddac5c188ce6d3
com.github.alexarchambault	case-app_2.13	2.1.0-M16		ea6082855e58d3802c7c1849656a5e74d6570581
com.github.alexarchambault	case-app_2.13	2.1.0-M17		5cf0f1096fee06fbee4e0f6ec549502005244b29
com.github.alexarchambault	case-app_2.13	2.1.0-M18		a83540111ed93b8ba96bd3bbe8301a122fcc2c29
com.github.alexarchambault	case-app_2.13	2.1.0-M19		b6ae9f2a32695bdaf526169dc54f3f5c1adc7a30
com.github.alexarchambault	case-app_2.13	2.1.0-M2		7bd7b431c7b01ab3626c99ee0797b4cb763b7a28
com.github.alexarchambault	case-app_2.13	2.1.0-M20		1a7e3fc6e055cd9502b859c9a0dae96aedff335f
com.github.alexarchambault	case-app_2.13	2.1.0-M21		6d3b3e0a4ec485fea0ff5022da961e6c735a39bd
com.github.alexarchambault	case-app_2.13	2.1.0-M22		5ff3125352ba14040fca06c2f6c4a0b3cb15d6df
com.github.alexarchambault	case-app_2.13	2.1.0-M23		ffd2a4b296228f8c1184687f91826804fe7262ae
com.github.alexarchambault	case-app_2.13	2.1.0-M24		3b6dfaeb4b6b4c4ad59ba1994277c69d368546c4
com.github.alexarchambault	case-app_2.13	2.1.0-M25		73f3a75872acdd27825eaa53cf6f3b8f5c89dadc
com.github.alexarchambault	case-app_2.13	2.1.0-M26		e3a7a93fc41d7155e469b41f30613c4c81cc5678
com.github.alexarchambault	case-app_2.13	2.1.0-M27		11ff69eb3e2649fdcf1298d5ce74c7aeab9d0e22
com.github.alexarchambault	case-app_2.13	2.1.0-M28		22a60650dca46c8185ba1c553271b6de00c1c1e2
com.github.alexarchambault	case-app_2.13	2.1.0-M29		0a25614c08985c7abade57b9d0f981574267dcba
com.github.alexarchambault	case-app_2.13	2.1.0-M3		1b714ec2be4be303229fe960a53f2664f4ecacc8
com.github.alexarchambault	case-app_2.13	2.1.0-M30		0c39357bf7859351231e89cd2568ca72f7d8de54
com.github.alexarchambault	case-app_2.13	2.1.0-M4		3c34ea59331d653a18649d1b1dcf11583cd18c56
com.github.alexarchambault	case-app_2.13	2.1.0-M5		70377a72c965e283d467a8977c25f26f23c43e5b
com.github.alexarchambault	case-app_2.13	2.1.0-M6		266458d4c9822ff7c92f9867576074570961687c
com.github.alexarchambault	case-app_2.13	2.1.0-M7		b224340a1a43c92473e3ba8b34d904f081ca3923
com.github.alexarchambault	case-app_2.13	2.1.0-M8		06589ab90c57daba535db4e00120d552094f99c2
com.github.alexarchambault	case-app_2.13	2.1.0-M9		582fe04d30eb1d2a6d6e8ea0930956806a2b7e65
com.github.ddth	ddth-commons-jedis	0.8.0		N/A
com.github.ddth	ddth-commons-jedis	0.9.0		N/A
com.github.ddth	ddth-commons-jedis	0.9.1		N/A
com.github.ddth	ddth-commons-jedis	0.9.1.2		N/A
com.github.ddth	ddth-commons-jedis	0.9.1.3		N/A
com.github.ddth	ddth-commons-jedis	0.9.1.4		N/A
com.github.ddth	ddth-commons-jedis	0.9.1.5		N/A
com.github.ddth	ddth-commons-jedis	0.9.1.6		N/A
com.github.ddth	ddth-commons-jedis	0.9.1.7		N/A
com.github.ddth	ddth-commons-jedis	0.9.1.8		N/A
com.github.ddth	ddth-commons-jedis	0.9.2		N/A
com.github.ddth	ddth-commons-jedis	0.9.3		N/A
com.github.ddth	ddth-commons-jedis	1.0.0		N/A
com.github.ddth	ddth-commons-jedis	1.1.0		N/A
com.github.gv2011	util-context	0.10		bb745d44f397e231a00c3066eccc5b257de16de8
com.github.gv2011	util-context	0.12		3d9f31b207dd920543887a9eeb2710387656734c
com.github.gv2011	util-context	0.13		75360f9631ce1b3eb0b15baf185f49b1076c4494
com.github.gv2011	util-context	0.14		d9835444e8848b17105116fe723cf8394bdbc280
com.github.gv2011	util-context	0.4.0		76299a55019bfe431b9408e5c35e91a152bc801d
com.github.gv2011	util-context	0.5.0		c8addd7729273a710e482fefefcebe09ded059de
com.github.gv2011	util-context	0.5.6		7ab0f342a1539eb30aaf36231bd0ed644187acfe
com.github.gv2011	util-context	0.6		203b11db0c58065a4f2dd666518bf7aeb0e13eef
com.github.gv2011	util-context	0.7		b21a6dd1bde235562d2a08c42bc5ad2df4357e77
com.github.gv2011	util-context	0.8		8503e0efeffa927af5f167efce03d9673c8dc066
com.github.gv2011	util-context	0.9		67a3c90ab84fb9920849144e0c0afcf6d4cbe2e4
com.github.jwt-scala	jwt-circe_sjs1_2.13	10.0.0		2ea5dcd8e07acf98da2845ca233bb71b054555e3
com.github.jwt-scala	jwt-circe_sjs1_2.13	10.0.1		42615e170313538e7585e334348f01c474b30a32
com.github.jwt-scala	jwt-circe_sjs1_2.13	10.0.4		ee836e4c05a92ed3815f82052808462f7c9702f6
com.github.jwt-scala	jwt-circe_sjs1_2.13	9.4.0		2ccb818d2ebd7ed28e2e2471fffa2b0ad07376e4
com.github.jwt-scala	jwt-circe_sjs1_2.13	9.4.1		ef53e578d5f0773f0d1a269ad1e2abefb21fe09a
com.github.jwt-scala	jwt-circe_sjs1_2.13	9.4.2		d0108d105e55835e5d3963ac8e75f8828c2dfb49
com.github.jwt-scala	jwt-circe_sjs1_2.13	9.4.3		62e319a2c4cab3f10f3cc82b9460692f471d34e4
com.github.jwt-scala	jwt-circe_sjs1_2.13	9.4.4		440dda08cea7dbb1dd0ad40fd7a1153c1a3f7d5d
com.github.jwt-scala	jwt-circe_sjs1_2.13	9.4.5		a9efb1a901640041e23f2f98faace87dc936d3c0
com.github.jwt-scala	jwt-circe_sjs1_2.13	9.4.6		408395cd2f6d41c3838a9cb03a61c235c60dcba1
com.github.sharispe	slib-graph-io	0.9		5a4881711a2b8f45694a8dbd6eab3f4a5bd7c41f
com.github.sharispe	slib-graph-io	0.9.1		9c183261f98fb39c7e7aadc95801cc58903e9b1f
com.godmonth.status	transitor-def	0.2		610a77874a1c26fd93c41d451e516e9f60473ca2
com.godmonth.status	transitor-def	0.3.1		e3bccbe205b12d1811cde215bfb205ea4b709607
com.godmonth.status	transitor-def	0.3.2		0cc24c51d16d183fa719ccdb612ee63e75ecef9b
com.godmonth.status	transitor-def	0.4		40991c6342de30c2debdcefdf0b10b993bbba76f
com.godmonth.status	transitor-def	0.4.1		a5171be8aa66d97b4082e0378739c71720e06577
com.google.cloud	google-cloud-automl-spring-starter	4.0.0-preview		1ca8844dc8f7b21f8a4ee197591b3b5681836a30
com.google.cloud	google-cloud-automl-spring-starter	4.1.0-preview		af2bb8edeee22f9cbcc21cb2147aed0a95e75ac5
com.google.cloud	google-cloud-automl-spring-starter	4.1.1-preview		ddd4bbe824e230005dcb95a695ca0ed6c9b3ee60
com.google.cloud	google-cloud-automl-spring-starter	4.1.2-preview		71b35065ba1c243912d79e87f5a4ba648bb24a44
com.google.cloud	google-cloud-automl-spring-starter	4.1.3-preview		2cec56d72c9ed8284615c974ab3b2fd8dd72dd81
com.google.cloud	google-cloud-automl-spring-starter	4.1.4-preview		373094f114ba013c1b545bb29ae300d976bc4c85
com.google.cloud	google-cloud-automl-spring-starter	4.10.0-preview		b775800b0b4cde909cfbe9867d90e2a2c4ffb92e
com.google.cloud	google-cloud-automl-spring-starter	4.10.1-preview		428c9d662171402a48e70caff42c01838f302f20
com.google.cloud	google-cloud-automl-spring-starter	4.10.10-preview		406ecd34da740bccf9a2cbcbd57590db9f0eac75
com.google.cloud	google-cloud-automl-spring-starter	4.10.11-preview		b1f944413161c42d7499f6e2f92f9c9b17072589
com.google.cloud	google-cloud-automl-spring-starter	4.10.12-preview		c489ceab6280b198ae0615f2527320a7e86c3850
com.google.cloud	google-cloud-automl-spring-starter	4.10.13-preview		b44b56211583264beaa451d7f84eed1d61e4800b
com.google.cloud	google-cloud-automl-spring-starter	4.10.14-preview		06964bdb4ea49ddce35975c2ddfa2d6adece1bdc
com.google.cloud	google-cloud-automl-spring-starter	4.10.15-preview		58cf6631b69b08aa59a82eefcad44d9f89ea7a86
com.google.cloud	google-cloud-automl-spring-starter	4.10.16-preview		8b4ab67f6b4e24bcd06f4a2a3d92fcc09c5c170e
com.google.cloud	google-cloud-automl-spring-starter	4.10.17-preview		151d72634fda5dc38ebdb6acbb164c82899b07ad
com.google.cloud	google-cloud-automl-spring-starter	4.10.18-preview		0b2ead93cafd29d4e13d0a782a2861486d312184
com.google.cloud	google-cloud-automl-spring-starter	4.10.19-preview		c5c352a8c732999e4fe46ba70649d83b2ea5ab6b
com.google.cloud	google-cloud-automl-spring-starter	4.10.2-preview		dec95a3521c1c7f53f26bc0b55d94ad0efb3397a
com.google.cloud	google-cloud-automl-spring-starter	4.10.3-preview		a2c7778652fe6bd9d7163688eb5e3100780e5f64
com.google.cloud	google-cloud-automl-spring-starter	4.10.4-preview		ce30fdea64f90e14b7e4eba377a078ab5192df40
com.google.cloud	google-cloud-automl-spring-starter	4.10.5-preview		c5be4ef0d57fa59b6001d5f3dbbaafbd9a60f8b2
com.google.cloud	google-cloud-automl-spring-starter	4.10.6-preview		3af67cd0ee47ca9c8ab09d7bac46ab76c10c650a
com.google.cloud	google-cloud-automl-spring-starter	4.10.7-preview		5d46c809cb67201f32bf0dd268198c9b192ade63
com.google.cloud	google-cloud-automl-spring-starter	4.10.8-preview		f27a5b881a6f7cbbe11758d66b680fa750e2116f
com.google.cloud	google-cloud-automl-spring-starter	4.10.9-preview		9e83bf473718c0dbfe9a607e6335c7291170f40a
com.google.cloud	google-cloud-automl-spring-starter	4.11.0-preview		0cd445e1c00417189e45a1bb9d2854c45fbadb60
com.google.cloud	google-cloud-automl-spring-starter	4.2.0-preview		499fcf478136211bdace0208946bece9e3d77233
com.google.cloud	google-cloud-automl-spring-starter	4.3.0-preview		b89a3a519d23bfec82f9d12b783fd897faef3584
com.google.cloud	google-cloud-automl-spring-starter	4.3.1-preview		ddfdf7146cdcbf44f25718e38010c71bb9cdac07
com.google.cloud	google-cloud-automl-spring-starter	4.4.0-preview		1304e1f886a30c457d8baad6bbac0fe72f928ce9
com.google.cloud	google-cloud-automl-spring-starter	4.5.0-preview		b574767a34ff3e70c1f26247d6edcad4b01b64b5
com.google.cloud	google-cloud-automl-spring-starter	4.5.1-preview		5ec3d3f3477a05e3497ed328e682279272b52bea
com.google.cloud	google-cloud-automl-spring-starter	4.6.0-preview		8f43694b8757de023d50bed66508c12c0e1646ad
com.google.cloud	google-cloud-automl-spring-starter	4.7.0-preview		5410aa9807591088bac4cf620814edeab4537e04
com.google.cloud	google-cloud-automl-spring-starter	4.7.1-preview		82b953b9e470a9d8b4af41c198de6729a389e5e0
com.google.cloud	google-cloud-automl-spring-starter	4.7.2-preview		54e7f1c85dec1d0ce88ba828db6be88dd745b8c0
com.google.cloud	google-cloud-automl-spring-starter	4.8.0-preview		8168a324cb64f245f0d2d3d0b18803665d4b0464
com.google.cloud	google-cloud-automl-spring-starter	4.8.1-preview		727876b2448042cbffbaf98a8ca488ff8525f0ec
com.google.cloud	google-cloud-automl-spring-starter	4.8.2-preview		94a9978ef98547dae168b62c1cdde8ea534db07a
com.google.cloud	google-cloud-automl-spring-starter	4.8.3-preview		db50ab6af4f91bbebd952e09b8e498c1e9586a6b
com.google.cloud	google-cloud-automl-spring-starter	4.8.4-preview		86bf2401b9c6718122fe53e31b5b43d719eef2b3
com.google.cloud	google-cloud-automl-spring-starter	4.9.0-preview		68e8c59d9fae3479942fa20b8b2caa4c3828485d
com.google.cloud	google-cloud-automl-spring-starter	4.9.1-preview		fd922c0b0eb31bd273074918518ead0402aa73ab
com.google.cloud	google-cloud-automl-spring-starter	4.9.2-preview		8e9e14c72d88db341bd0ccf56fe93e712ac477d1
com.google.cloud	google-cloud-automl-spring-starter	4.9.3-preview		4b576fa08a07ca8d71578d5cb6c01b038b8cde81
com.google.cloud	google-cloud-automl-spring-starter	4.9.4-preview		d2ac73905dbd53e711eb883fee0eab65fd8956bb
com.google.cloud	google-cloud-automl-spring-starter	5.0.0-preview		a48b854f16bbfd7999a2e3378c109ed176d7e082
com.google.cloud	google-cloud-automl-spring-starter	5.0.2-preview		5f3b7410cb95331e85fb2d95f11cf03bfa3fc5cf
com.google.cloud	google-cloud-automl-spring-starter	5.0.3-preview		a3ebb5dd7d27dff0bd5d3a2fd63d1bd60dbdd54b
com.google.cloud	google-cloud-automl-spring-starter	5.0.4-preview		bafd0ef1ed3c8588799965efaaf80d4a9e72b4db
com.google.cloud	google-cloud-automl-spring-starter	5.1.0-preview		4c40f86594e3929d9c8ec9a5c2760769123b33eb
com.google.cloud	google-cloud-automl-spring-starter	5.1.2-preview		77f5250df3f2c1ff58837d6332515c4a831b8de5
com.google.cloud	google-cloud-automl-spring-starter	5.10.0-preview		38b0a9edb32343d49de063b1831a1485de7b287d
com.google.cloud	google-cloud-automl-spring-starter	5.11.0-preview		98137bcc9a77dc6a9659646e190a061c1718f4e9
com.google.cloud	google-cloud-automl-spring-starter	5.11.1-preview		a9081bc70d387f1f7e8bfce818810ad9a92cd023
com.google.cloud	google-cloud-automl-spring-starter	5.11.2-preview		0db92c313f54f3153af0ea80714f9fbc67dad65a
com.google.cloud	google-cloud-automl-spring-starter	5.11.3-preview		3e5817adf683b4796a67187d7d59b5904c293775
com.google.cloud	google-cloud-automl-spring-starter	5.12.0-preview		4e98b34b1e40635f73ee8a700481a74bc17835af
com.google.cloud	google-cloud-automl-spring-starter	5.2.0-preview		a2110fd7d5d7e1adbb9f088204d38b5679ac9843
com.google.cloud	google-cloud-automl-spring-starter	5.2.1-preview		47c82cd8ff0bca955c6aa83380772bcf154b4a1c
com.google.cloud	google-cloud-automl-spring-starter	5.3.0-preview		0c584997f0f56006b2b6d76b80a5558d30b9655f
com.google.cloud	google-cloud-automl-spring-starter	5.4.0-preview		e8862a2e367a75753859b5460f6f5bf55e04cb0b
com.google.cloud	google-cloud-automl-spring-starter	5.4.1-preview		800e74062d10338bdb68d949f4b654604dbf24ca
com.google.cloud	google-cloud-automl-spring-starter	5.4.3-preview		951f9a31335f3661da0a66933751e8f5ce47c40e
com.google.cloud	google-cloud-automl-spring-starter	5.5.0-preview		5c6e64b6b30f11e6c0e53d96f8fc98fa91d534b2
com.google.cloud	google-cloud-automl-spring-starter	5.5.1-preview		4864343ffcdc07c8c5a53f7db5cb27c8fd4be5c1
com.google.cloud	google-cloud-automl-spring-starter	5.6.0-preview		7b568d63768c8e908d1afac1bbb43c67a5adeffe
com.google.cloud	google-cloud-automl-spring-starter	5.6.1-preview		6993f14324a5e3ea48e357a78a018567b398faa0
com.google.cloud	google-cloud-automl-spring-starter	5.7.0-preview		ce6da5b20c8af6a0a8746b04430ef7788186c13f
com.google.cloud	google-cloud-automl-spring-starter	5.8.0-preview		194c1f732bfdea0b8f99332962c636a18aacd7ec
com.google.cloud	google-cloud-automl-spring-starter	5.9.0-preview		c646f35ab0a35e9d2520ea9e670351278fdc7d5b
com.google.cloud	google-cloud-automl-spring-starter	6.0.0-preview		67d05a5e99d968c95ce3921a7f12bc6fbd7bf0ec
com.google.cloud	google-cloud-automl-spring-starter	6.0.1-preview		2d2c4b710d59643fab70023040b56db681581351
com.google.cloud	google-cloud-automl-spring-starter	6.1.0-preview		6c8794ec24e02d135d7f009b5a29ffbbf6d1af96
com.google.cloud	google-cloud-automl-spring-starter	6.1.1-preview		abb57dc8505e173154624a206be68027fb450342
com.google.cloud	google-cloud-automl-spring-starter	6.2.0-preview		28ebb1464d5346e276162a9d46b0de810210ea87
com.google.gwt.eventbinder	eventbinder-parent	1.0.0		N/A
com.google.gwt.eventbinder	eventbinder-parent	1.0.1		N/A
com.google.gwt.eventbinder	eventbinder-parent	1.0.2		N/A
com.google.gwt.eventbinder	eventbinder-parent	1.1.0		N/A
com.guicedee.services	sl4j	1.0.10.0		8b07465e69f20e160ec6ae359b6f0427d11f202c
com.guicedee.services	sl4j	1.0.10.0-jre13		030c142d2901b7709669e08973de1188108f14c3
com.guicedee.services	sl4j	1.0.10.0-jre14		511c2bd9d7f21c58746d648ac623a99e08b8cb74
com.guicedee.services	sl4j	1.0.10.1		4732b1bebbf0bddb992f5856ef36243a322c94cf
com.guicedee.services	sl4j	1.0.10.1-jre14		9ba3bcb444bf786184f1ef8d3577d736d6e281ec
com.guicedee.services	sl4j	1.0.10.3		d41495c86a5c503df8b842bacfd8cbc5023e86ab
com.guicedee.services	sl4j	1.0.10.3-jre14		2f9355fbe78d2b0fe1552eb53be052e0c732dbe2
com.guicedee.services	sl4j	1.0.10.4		cfa02589fa17c1b833dd66bac753b80fabf96f15
com.guicedee.services	sl4j	1.0.10.4-jre12		3d1cb42f71c8d87902e141a0a50769e7f75e1869
com.guicedee.services	sl4j	1.0.10.4-jre13		ce4a2484ee4b8725dd216ef3534b6415cd7247cb
com.guicedee.services	sl4j	1.0.10.4-jre14		1c880d5671fa02779b58e257fe2822b26dda21b7
com.guicedee.services	sl4j	1.0.11.0-jre14		3ae1336cc5be6c7183b9b6060ec4b3f9e410dff0
com.guicedee.services	sl4j	1.0.11.2-jre14		c684697cbbf499f4e283be29e65988e1ff334aef
com.guicedee.services	sl4j	1.0.11.5		44074f24070b51d6fb513695eba2b144ef1379c1
com.guicedee.services	sl4j	1.0.11.5-jre12		a06c89328e3df04ec72196c5cdea711a4451d303
com.guicedee.services	sl4j	1.0.11.5-jre14		957fb7536b70825cc256353829fde0f298f67d69
com.guicedee.services	sl4j	1.0.11.6-jre14		ac3b335313332eaa37127ae2d1cc6592687e1268
com.guicedee.services	sl4j	1.0.11.7		0179ae42c1dd0427d1f73c94a1604b6e5456135b
com.guicedee.services	sl4j	1.0.11.7-jre12		5dcfb86f84c71054157445bd722f1c1cff731ee5
com.guicedee.services	sl4j	1.0.11.7-jre14		aeacd8f4b4153442e93f3a62196b38dc28600933
com.guicedee.services	sl4j	1.0.12.0		22c47af26a994c939973a8efe78dca9e14df43d5
com.guicedee.services	sl4j	1.0.12.0-jre12		54674fbd9d138e21619fd21048b67967e78cc9f7
com.guicedee.services	sl4j	1.0.12.0-jre13		e697f4b9be61c4167bfc11bc4856e1023509f335
com.guicedee.services	sl4j	1.0.12.0-jre14		8a1ee81043c9f5945a0e8263ef4405578be1bbf8
com.guicedee.services	sl4j	1.0.12.0-jre8		4afaab43b30fca4d0dedf68c7a21e3a3646c4eea
com.guicedee.services	sl4j	1.0.12.1		4dc71fb87e4d355949d144e9cc676e4569e756fe
com.guicedee.services	sl4j	1.0.12.1-jre12		353fd8c46c126ae59eb203031c48a816e309d7d0
com.guicedee.services	sl4j	1.0.12.1-jre14		ea8ddd762618c7c14aedfd33d4baa10d00a05c91
com.guicedee.services	sl4j	1.0.12.2		d845d7f1b1b4b3b93836f0110af7ca3eea0bc474
com.guicedee.services	sl4j	1.0.12.2-jre12		751f9226a0cfe85971dc609616bc2da95ca98d57
com.guicedee.services	sl4j	1.0.12.2-jre14		8cffef1e89d7427145d8ede52c65e989db4d8913
com.guicedee.services	sl4j	1.0.12.3		97f84055a8953e8342f023537bb276e8f2701d97
com.guicedee.services	sl4j	1.0.12.3-jre12		45ab42d80b9441dd1313afa22a926f591363ccf2
com.guicedee.services	sl4j	1.0.12.3-jre13		7e6c557924b2a70d714cc12e867d5d9ed6813755
com.guicedee.services	sl4j	1.0.12.3-jre14		0d7408bb72ccb0b2075848f7594dc2fd28141ad0
com.guicedee.services	sl4j	1.0.12.4		2ca8ee741fa8967bccd6f3a5e4b877b7a0c669d5
com.guicedee.services	sl4j	1.0.12.4-jre12		b11f394bc61dbc23ccf1e72f3a230b353bbec465
com.guicedee.services	sl4j	1.0.12.4-jre13		704c3686afb10997211ee32d139ba1ea49343541
com.guicedee.services	sl4j	1.0.12.4-jre14		0077a26462eb017a8d18d07967331915f93e655c
com.guicedee.services	sl4j	1.0.12.4-jre8		87cde72ab15b4b944a5d5573510e37a8ccbcbdc1
com.guicedee.services	sl4j	1.0.12.5		1df25399447be7383b58ccaf2b37b758305084ec
com.guicedee.services	sl4j	1.0.12.5-jre14		273843e8ed4371a6c5a21621db565fb9fdb33161
com.guicedee.services	sl4j	1.0.13.0		0dec6b52039e2ab2271941afebec170136879df7
com.guicedee.services	sl4j	1.0.13.0-jre12		ee0a37216ba4a181be212fae6c0c6bd4e7ffb293
com.guicedee.services	sl4j	1.0.13.0-jre13		ec39dc7c6f37e907f0148609a73cd461505f7b31
com.guicedee.services	sl4j	1.0.13.0-jre14		193827a12440c9f3f5b6c3a640c08cdd40e4c3b8
com.guicedee.services	sl4j	1.0.13.0-jre8		cf31c497f1c06aea1480f5f9f52e5aa034122362
com.guicedee.services	sl4j	1.0.13.1		8f8adb6dcaffe79da395951f67ed05eae3543638
com.guicedee.services	sl4j	1.0.13.1-jre13		2fb46dbde805b08ae7394a688100f0ef547eb72b
com.guicedee.services	sl4j	1.0.13.1-jre14		0e62db2c974ecd90e572082d429fc6bf0d711802
com.guicedee.services	sl4j	1.0.13.1-jre8		9dcceb13ad930ad58cb3fb07bebf8e9d48549cf3
com.guicedee.services	sl4j	1.0.13.2		513fe17c1171b506441260bec048ff483dbc32c8
com.guicedee.services	sl4j	1.0.13.2-jre12		0208a71aa5eaa4426a49166782978a2213c44115
com.guicedee.services	sl4j	1.0.13.2-jre13		8f279040c0f4e5ff09eaa14b3a8ad6ca1e1b4cdb
com.guicedee.services	sl4j	1.0.13.2-jre14		789211827385dc9e45f68a51a7dd4f911bf4c022
com.guicedee.services	sl4j	1.0.13.2-jre8		43ea35d399d166501b9c9fd10ee7c6331bd66c17
com.guicedee.services	sl4j	1.0.13.3		28971e32c0d4e10a7d8ea347727b8cf34dbee628
com.guicedee.services	sl4j	1.0.13.3-jre14		d3331b0ccddb71596eff2ae340a67869b4b04d28
com.guicedee.services	sl4j	1.0.13.4		e83a2e16e017dae9599e7d368262c44724f98720
