ca.gosyer	voyager-routing-android-debug	1.0.0-rc08		N/A
com.gu	scala-automation_2.10	1.42		46d1f28caeb1a2ccace661c061bd057e9789b226
com.gu	scala-automation_2.10	1.43		5510bede7b30a2a3e9ba1acda6ca7f3381994a39
com.gu	scala-automation_2.10	1.44		b77ec3212811c3dd64fd28462e91c33c47bfa8d0
com.gu	scala-automation_2.10	1.45		970ac7fafd888ea9c965fe1e5934329f76e5adf0
com.gu	scala-automation_2.10	1.46		fe1d6eb40ae5fc6c64324d1d63a52887056acc0e
com.gu	scala-automation_2.10	1.47		986ce9991500a74030a69972fe55763b70b5c9d0
com.gu	scala-automation_2.10	1.48		47b7256c7025e019b6547904a68b02309e3c08bf
com.gu	scala-automation_2.10	1.5		804082b6e59ccd1f2cf77a9984ffa280a8c1e46a
com.gu	scala-automation_2.10	1.6		b5d2cf65a2316bb3946d2637dddc33cbf34b6460
com.gu	scala-automation_2.10	1.7		43a9b17087c9e79ef94742af398f5c5d561bd3bd
com.gu	scala-automation_2.10	1.8		36499a40d8a08bf605f39249f1ac126785758e7e
com.gu	scala-automation_2.10	1.9		e8e5f770dbf9ab49ad6a26f2f7f9a7c6f138ce11
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.1		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.2		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.3		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.4		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.5		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.6		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.7		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.8		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.1.0-alpha.9		N/A
com.javiersc.mokoki	mokoki-serialization-android-debug	0.2.0-alpha.1		N/A
com.mobaijun	openapi-spring-boot-starter	3.0.10		3286f982d17af7691e4cf09cb4beaf9866bd1148
com.mobaijun	openapi-spring-boot-starter	3.0.11		a341ff5bd72df954d7b58f4f0757d85a084a6442
com.mobaijun	openapi-spring-boot-starter	3.0.12		a3b2d957d2de61988668620350728b060d4b7ead
com.mobaijun	openapi-spring-boot-starter	3.0.13		de085ed9e9e177ec76053ee2d0593e5e5b2fb06b
com.mobaijun	openapi-spring-boot-starter	3.0.14		b5b885be8a2cea4aea8aff72242f4cced1d1cf77
com.mobaijun	openapi-spring-boot-starter	3.0.15		9a0aa7e458dba9efd5f0108a5be9eef29adb1180
com.mobaijun	openapi-spring-boot-starter	3.0.16		96d8fac29759b23e2171bff28b0e79169083d824
com.mobaijun	openapi-spring-boot-starter	3.0.17		513b9bb31a75d7cb12243402f3ead7bedb75ac1c
com.mobaijun	openapi-spring-boot-starter	3.0.18		2e44661200277b5c0279a86cea8fc339bc60fc61
com.mobaijun	openapi-spring-boot-starter	3.0.19		8a07e93c092fb6976beffec31d4002330b7582df
com.mobaijun	openapi-spring-boot-starter	3.0.2		f40eedd29c7dfba9934747f44cd477dc62e54493
com.mobaijun	openapi-spring-boot-starter	3.0.20		757eaa7f96204bc322eeaf25ff2dbda662aff36d
com.mobaijun	openapi-spring-boot-starter	3.0.3		a16d1e01f2ebad2db5ee9d75557673a53165d2be
com.mobaijun	openapi-spring-boot-starter	3.0.4		18711fa8a830dece346f337fdbb10d30e61c1046
com.mobaijun	openapi-spring-boot-starter	3.0.5		6e30818829592adfc7250128e6243bfe5f2660b7
com.mobaijun	openapi-spring-boot-starter	3.0.6		c6e83e9a0bdca6947ba5997fb17b6aba32d1e533
com.mobaijun	openapi-spring-boot-starter	3.0.7		a7ef8a30bd7f52c707e491d8c73a5ed92fdbd084
com.mobaijun	openapi-spring-boot-starter	3.0.8		3c51e6125915fb0423eb6d7277d3f2eeca0d576e
com.mobaijun	openapi-spring-boot-starter	3.0.9		93fbd5cc1dc20ec265c484869878ded08fa9d8cb
com.qlangtech.tis	tis-config	1.0.0		b07252d7fed520d3e68a4427d76a7a0ce0e83846
com.qlangtech.tis	tis-config	1.0.1		5539e68cd42f5c3e8c4ab8163e2b6dcc39c09265
com.qlangtech.tis	tis-config	1.0.2		ea835f4eea441b08b5b77aa053d5311ffb5d4878
com.sparkutils	shim_runtime_15.4.dbr_3.5_2.12	0.2.0-RC1		b12babc0ecf13c378836356d1c6efab58e771d64
com.typesafe.play	cachecontrol_2.10	1.1.1		0397052723d7c8225ba99fbd2c0528f92c32c9ef
com.typesafe.play	cachecontrol_2.10	1.1.2		efc2d38a22d9df2e532158ced0c91e56e86018ea
com.typesafe.play	cachecontrol_2.10	1.1.3		059f4b0006ec80543b1cdc406e5465e1114b6cbf
com.typesafe.play	cachecontrol_2.10	1.1.4		edb3f204536e6d6ec0480f15802c27df03e0975c
com.wavesenterprise	we-tx-tracker-api	1.0.0		a8eed460b1b1871d139ac2b0fa82774ac31b8317
com.wavesenterprise	we-tx-tracker-api	1.1.0		2f9973a0dbc5a35133d668720e8ec37f1c3e4911
com.wavesenterprise	we-tx-tracker-api	1.1.1		0a4469f4248281fc83dda6bea8377779e2e2452f
com.wavesenterprise	we-tx-tracker-api	1.1.2		d11cbd00ccf881867b198b4e03af57964c17c7a7
com.wavesenterprise	we-tx-tracker-api	1.1.3		aecc801194f8b1b486b1b69d8f992aaa59c15bf3
com.wavesenterprise	we-tx-tracker-api	1.1.4		5f0707a7506e02cf722ca624bb19f23871778bd7
com.wavesenterprise	we-tx-tracker-api	1.2.0		fc084b3e948905aa317bc9a100ae2f2e338d36aa
com.wavesenterprise	we-tx-tracker-api	1.3.0		a356255f4f230d00c331cf8c6d18f5d40e10141c
com.wavesenterprise	we-tx-tracker-api	1.3.1		41f5c2bc29dacbc942adc3bc7660eccc2a99a81e
com.wavesenterprise	we-tx-tracker-api	1.3.2		da3107350368a9c1c893022baf426db20de55f16
com.wavesenterprise	we-tx-tracker-api	1.4.0		815c3b1549b4f0b1bc361e6ae812ff0cf3ec2cbc
com.wavesenterprise	we-tx-tracker-api	1.5.0		cc4a1b4c2198187287e20e46ebad9c286e75c0c7
com.wavesenterprise	we-tx-tracker-api	1.5.1		13aad317eda540d4d2b9d8253f7ab65dceddcc2c
com.wavesenterprise	we-tx-tracker-api	2.0.0		88a0eec806a0ce004a182fc4e6ab070710928e55
com.wudgaby.platform	code-generator-spring-boot-autoconfigure	1.0.0		32e6c09711ca7d8e943d30a26dc0bed6d6aad86f
com.wudgaby.platform	code-generator-spring-boot-autoconfigure	1.0.2		a129016e0cc0ab8d05add50ad109f581053d2dc3
com.wudgaby.platform	code-generator-spring-boot-autoconfigure	1.0.4		f250f094620ca919484e5593f5c77108a15cd888
com.wudgaby.platform	code-generator-spring-boot-autoconfigure	1.0.5		cd4b83c3e52990bbab75745cf2549282378fecb4
com.wudgaby.platform	code-generator-spring-boot-autoconfigure	1.0.7		9917d7bbabfb0415d85520ce83df9f452a122e14
com.wz7982	sqala-static_3	0.2.0		594efc69f737b8a64fff25668dd3ac0dd8739cae
com.wz7982	sqala-static_3	0.2.1		2335622072bb82eb2818119b896855fcd8a50255
com.wz7982	sqala-static_3	0.2.10		caa9d67fae1247e6bc157f8f77d009db4121ad0c
com.wz7982	sqala-static_3	0.2.11		f5fc8955a95403f98b69c8f7864a94b07ce48fec
com.wz7982	sqala-static_3	0.2.12		0d589f8b49af0945a5691d6724e2e7446b1bfc03
com.wz7982	sqala-static_3	0.2.13		4194f76bba6be579da14a405d082924ebab1d310
com.wz7982	sqala-static_3	0.2.14		594d604544b1e0023a8a735bf837e2c758e8d471
com.wz7982	sqala-static_3	0.2.15		a9e0ab9b474af015e4833f14e6c9956feed743f6
com.wz7982	sqala-static_3	0.2.16		e3164259bea17d25e39b5cb2689fd6b6ea2157d9
com.wz7982	sqala-static_3	0.2.17		9fdc46afc6923416a8f70d65491a703a92401218
com.wz7982	sqala-static_3	0.2.18		c37b955c466791d724d451d161750bcca8cb9cb5
com.wz7982	sqala-static_3	0.2.19		5bc6d1ab12632fb0bfaae48501fa2101c9d197c8
com.wz7982	sqala-static_3	0.2.2		fb986b71c4f179233eb544871cb9cce1794d9eee
com.wz7982	sqala-static_3	0.2.3		3501c48de72ed4c4d1f0a17bcc368e5b21deb4be
com.wz7982	sqala-static_3	0.2.4		34e70528138ba3fc33bdc84fdec80b4fabda9fd9
com.wz7982	sqala-static_3	0.2.5		4dc1766bca4e61944a6e2ad56042310c2be45cec
com.wz7982	sqala-static_3	0.2.6		60bf3119e85c39b8034419f0c1d949b2c8f789ce
com.wz7982	sqala-static_3	0.2.7		04c0fc3c74a2298ef928d151b659bdac15718ef7
com.wz7982	sqala-static_3	0.2.8		7321e66638842d86844b92d24a7100de976b126d
com.wz7982	sqala-static_3	0.2.9		c3f1b71240d7bf43d7039fa4ea1e4def9900eadb
de.sciss	lucre-expr_2.10	3.2.0		2a4a392a634d2e81c2e43f4579c7f8408079ae7f
de.sciss	lucre-expr_2.10	3.2.1		1a57f003eb36493d67082037e555e6e67f154322
de.sciss	lucre-expr_2.10	3.2.2		36b6e92a98424e2755e36418eb5ba1466483bcee
de.sciss	lucre-expr_2.10	3.3.0		4b15eb19da69af2581e393cb6736bf343e625ae3
de.sciss	lucre-expr_2.10	3.3.1		1d12a7efe3b71819c8358b8c724301bfd3df0eda
de.sciss	lucre-expr_2.10	3.3.2		f6c4556639c6c24a521108409fbc9fa00b3cd6b4
de.sciss	lucre-expr_2.10	3.3.3		e9ff6fdbf089daf320ea46e646e3cb390175251a
de.sciss	lucre-expr_2.10	3.4.0		d1ebfad7faa01ab8cde37efe622e1cdb0aedda53
de.sciss	lucre-expr_2.10	3.4.1		7d0fdb66d8770ed3b1c851f8f4d900fa5259a508
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.1		c391d07d463f5ec6b67ff2fd84059ed6a84df992
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.11		ec5d49bd584a775af71bee0e8c7cf51da50b08dd
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.12		be4ead126aedeb94e37e4bc43815894f20b96a3f
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.2		684713fd30877b01b822a0fbbbaa6673b8331d06
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.3		0558033c5785d10cb98238a2e827bbfa2d223d04
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.7		d0f98c246751561ceeabc32ae9d1e7af0c2618cd
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.8		3b8ec004fe155ccc8c58184fa4dbfbad4d96519f
dev.ikm.hybrid-reasoner	hybrid-reasoner-snomed	1.0.9		f45bf3263d8026c56de6406c666321b6ef0f6666
dev.mokkery	mokkery-core-iosarm64	1.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.0	metadata	8099681929c4c00265cdd36d5d39864e4da9ec94
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.0.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.0.1	metadata	3e19844011347e84396e96d49174b77896d5afcf
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.1.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.1.0	metadata	7b235f928b678629fa992bec318f97d621c23d38
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.2.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.2.0	metadata	f5ccf122db1ecbfea645456e1991c05035d7c997
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.3.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.20-1.3.0	metadata	47710b084755504c53424d680fcc20272c05b1d7
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.0.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.0.1	metadata	2a286f5d1ff842c7969715015c35c1b5cba46810
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.1.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.1.0	metadata	399836018c29a7bcbc5cf632dcdd6541fe026c82
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.2.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.2.0	metadata	2d1f1022183452635a48afe4c4fc4d7970efb71c
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.3.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.21-1.3.0	metadata	39756c2278626b82b25c24a0b75b22bc6013b96c
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.0.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.0.1	metadata	0735f5a6dfb9d9e7df8a80d98e4e87fb3778f31a
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.1.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.1.0	metadata	f88739c6800aecffcb17f4b35820aa5e122d4308
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.2.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.2.0	metadata	187f971a514aafd7972e716795b5800977529fdb
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.3.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.8.22-1.3.0	metadata	31f63fc07cbae4dcf461dfc80450eda9721fc0fd
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.0.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.0.1	metadata	4f7ceba2b2e796bf4d9b847de902c418cb460f09
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.1.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.1.0	metadata	3d3c7eb83bba36b8fec4fc8162fe5e64f6771ef1
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.2.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.2.0	metadata	e7b6d82ec6bb99c7b26d5dba8fdb28cab367324f
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.3.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.0-1.3.0	metadata	33b12bffc7dce9934fac18730a7265c83a7ff9c6
dev.mokkery	mokkery-core-iosarm64	1.9.10-1.3.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.10-1.3.0	metadata	247fd12ef6c9bf0d0698cd302ac4f1da8629adc3
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.3.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.3.0	metadata	3c517ec7dbabbc2278cbf6d17a7a286eddd40eed
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.3.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.3.1	metadata	11d5c96c1136a16da8b0deb2fbf57228ae353ab8
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.3.2		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.3.2	metadata	75c63e88cde8327005fb91ad067048d442c4893d
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.4.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.20-1.4.0	metadata	7a0f71972914059e36940a99e3c808456d4c1fb2
dev.mokkery	mokkery-core-iosarm64	1.9.21-1.3.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.21-1.3.1	metadata	de0a23bdb4269f35c3366b223a754b6194d4722e
dev.mokkery	mokkery-core-iosarm64	1.9.21-1.3.2		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.21-1.3.2	metadata	bf9eac74a96718095255ac85870e00bb18dff2ef
dev.mokkery	mokkery-core-iosarm64	1.9.21-1.4.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.21-1.4.0	metadata	2805ff58043ce7e018a2ff28c2abb8409be591b3
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.3.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.3.1	metadata	de927ff875fd69c04f63e15206bc90832c4b6ac0
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.3.2		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.3.2	metadata	ee89ecb98cad4f78cf08f25c0cec8f570c968476
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.4.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.4.0	metadata	7e05979b56fccce32685a68003402eec84130cb3
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.5.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.22-1.5.0	metadata	903794348e7b1280210e6015583236bfdf91b469
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.5.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.5.0	metadata	b41df5d7f0a1c33f24363bc186a31424e74765be
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.6.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.6.0	metadata	c212e23c75288d8b6da52dd3ef2619368f189e9a
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.6.1		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.6.1	metadata	17685d6710d5b64245d4f59737fb975f29c6b402
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.7.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.23-1.7.0	metadata	dcb657bd99b4d48316c81690f6a856359dc53dbd
dev.mokkery	mokkery-core-iosarm64	1.9.24-1.7.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.24-1.7.0	metadata	b3f74600d47d6773c073f6bb0f8e6e87274f651c
dev.mokkery	mokkery-core-iosarm64	1.9.25-1.7.0		N/A
dev.mokkery	mokkery-core-iosarm64	1.9.25-1.7.0	metadata	7dfcd8b673a8ba40cfe2c575899a3c14cd95807f
dev.mokkery	mokkery-core-iosarm64	2.0.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.0.0	metadata	cb54bfe3d18d1191808cc63dd01a90cfd5a20c24
dev.mokkery	mokkery-core-iosarm64	2.0.0-Beta1		N/A
dev.mokkery	mokkery-core-iosarm64	2.0.0-Beta1	metadata	89ccfa0691c90c623e3ff0ab05b36c21cb3cd321
dev.mokkery	mokkery-core-iosarm64	2.0.0-Beta2		N/A
dev.mokkery	mokkery-core-iosarm64	2.0.0-Beta2	metadata	5f567f1521575fa945ae4ea680726bbcabfb3294
dev.mokkery	mokkery-core-iosarm64	2.0.0-Beta3		N/A
dev.mokkery	mokkery-core-iosarm64	2.0.0-Beta3	metadata	ab3f064199992b61300d0fe252c3f34bd9c94a88
dev.mokkery	mokkery-core-iosarm64	2.0.0-RC1		N/A
dev.mokkery	mokkery-core-iosarm64	2.0.0-RC1	metadata	ce4f6fcf19b85f162faa289ef25cafcd50cd8123
dev.mokkery	mokkery-core-iosarm64	2.1.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.1.0	metadata	9470b2b86557564adc15c532956eecf10cc56950
dev.mokkery	mokkery-core-iosarm64	2.1.1		N/A
dev.mokkery	mokkery-core-iosarm64	2.1.1	metadata	7b5fb9f4b1d19bd5e53890c73a393d5490f8dd00
dev.mokkery	mokkery-core-iosarm64	2.2.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.2.0	metadata	4ac78285a9c2a1173bbad64ab8615fc9a1607fd2
dev.mokkery	mokkery-core-iosarm64	2.3.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.3.0	metadata	75843478c5b38f1b1754e5ba950b62d88fd090c3
dev.mokkery	mokkery-core-iosarm64	2.4.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.4.0	metadata	07b6c5244b5ef58f79cb3bc2ddba96d10050dce1
dev.mokkery	mokkery-core-iosarm64	2.5.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.5.0	metadata	c2f637cac1fdcb91ca140cf4bd8907bbc40c7df7
dev.mokkery	mokkery-core-iosarm64	2.5.1		N/A
dev.mokkery	mokkery-core-iosarm64	2.5.1	metadata	8232d4e18618340074f2837379f0055bcf78fbaf
dev.mokkery	mokkery-core-iosarm64	2.6.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.6.0	metadata	7117a381976713288facdba8a1de697a4446197a
dev.mokkery	mokkery-core-iosarm64	2.6.1		N/A
dev.mokkery	mokkery-core-iosarm64	2.6.1	metadata	f71705d08178437116df6b8bbc631412a8ae14fc
dev.mokkery	mokkery-core-iosarm64	2.7.0		N/A
dev.mokkery	mokkery-core-iosarm64	2.7.0	metadata	3b16cd0166b9e4a39cfb924722ceb0f4b1df34d1
dev.mokkery	mokkery-core-iosarm64	2.7.1		N/A
dev.mokkery	mokkery-core-iosarm64	2.7.1	metadata	76c0c360a87e33788c952739b58c8c74da6220cb
dev.mokkery	mokkery-core-iosarm64	2.7.2		N/A
dev.mokkery	mokkery-core-iosarm64	2.7.2	metadata	f66b15b32cbd44937e6df93aa841523a6cca5a5b
eu.codlab	kotlin-permissions-android-debug	1.10.0		N/A
eu.codlab	kotlin-permissions-android-debug	1.11.0		N/A
eu.codlab	kotlin-permissions-android-debug	1.11.1		N/A
eu.codlab	kotlin-permissions-android-debug	1.12.0		N/A
eu.codlab	kotlin-permissions-android-debug	1.13.0		N/A
eu.codlab	kotlin-permissions-android-debug	1.13.3		N/A
eu.codlab	kotlin-permissions-android-debug	1.14.0		N/A
eu.codlab	kotlin-permissions-android-debug	1.14.1		N/A
eu.codlab	kotlin-permissions-android-debug	1.14.2		N/A
eu.codlab	kotlin-permissions-android-debug	1.15.0		N/A
eu.codlab	kotlin-permissions-android-debug	1.16.0		N/A
eu.codlab	kotlin-permissions-android-debug	1.17.0-alpha0		N/A
eu.codlab	kotlin-permissions-android-debug	1.17.0-alpha1		N/A
eu.codlab	kotlin-permissions-android-debug	1.9.0		N/A
eu.essilab	lablib-checkboxtree	4.0		a2befbba5922db5725e70cc24d7d034afe138514
eu.essilab	lablib-checkboxtree	4.0-beta-2		1365f0ff28dcd4e44054360e809b9666145f67ec
eu.ostrzyciel.jelly	jelly-core-patch_3	2.10.2		f5fd448e92a6a58eed7dc470771b51a574624a81
fr.onepoint	universal-tester	1.0		9253a3302c6b95a06dc0169282faea14bddc609b
fr.onepoint	universal-tester	1.1		d746030b3452da1c79af334ee6eb053b2b091750
fr.onepoint	universal-tester	1.2		960e2e39a7c3cff9661d4ee47292c6519d00cb70
fr.onepoint	universal-tester	1.3		b654b20f893406bcf2ad71407af3232600c0c5b9
fr.onepoint	universal-tester	1.3.1		32613675333442361527c66abe1f6b27a2a2ec7f
hu.icellmobilsoft.dookug.testsuite	dookug-ts-common-base	1.0.0		d28771106d63964102537d29d4e4abb29b0a4526
hu.icellmobilsoft.dookug.testsuite	dookug-ts-common-base	1.1.0		6ced1c79f460d38a97a6d4d07bf17f80fd167758
hu.icellmobilsoft.dookug.testsuite	dookug-ts-common-base	1.2.0		1ec38c4a3e25c0501413a785f467e9bf2e18da0c
io.bullet	borer-derivation_sjs0.6_2.12	0.10.0		56e23e8dd752032b937db27070250620dc5c59f2
io.bullet	borer-derivation_sjs0.6_2.12	0.11.0		c76bc29363044baad70ce4d919cae960fb3877f4
io.bullet	borer-derivation_sjs0.6_2.12	0.11.1		67258a1dc50812a509bc33e5c893cee58746b305
io.bullet	borer-derivation_sjs0.6_2.12	0.5.0		b2c1b8812dc305d8444c87322dde63911ecccb1b
io.bullet	borer-derivation_sjs0.6_2.12	0.5.1		6289b38d57aaee62c27239f4a5a07bad6d5aaa68
io.bullet	borer-derivation_sjs0.6_2.12	0.6.0		51a33d1536a304170f4b9fa90a4396271a9f9025
io.bullet	borer-derivation_sjs0.6_2.12	0.7.0		c55319cab7f09fdfccab52b35d2107742bf941b2
io.bullet	borer-derivation_sjs0.6_2.12	0.8.0		8aa854f514d7edee5114ead6bb13cd5bdeaed789
io.bullet	borer-derivation_sjs0.6_2.12	0.8.0-M1		144be38340131d4dc76983b645ee6e7c9d569aab
io.bullet	borer-derivation_sjs0.6_2.12	0.9.0		09a203e09b6be8470d1eda88563e09c3ea686f25
io.bullet	borer-derivation_sjs0.6_2.12	1.0.0		4d82f0a7b3e777af2ce450be01d51f30f2ad44db
io.bullet	borer-derivation_sjs0.6_2.12	1.1.0		e94b7162553e12403c7ee805e4a10b41c970d945
io.bullet	borer-derivation_sjs0.6_2.12	1.2.0		89f5940aac6b084e7ccf2fed0cd1849cfb8aebc7
io.bullet	borer-derivation_sjs0.6_2.12	1.2.1		729cdc2416543731f885230a928f09ffe4a96e28
io.bullet	borer-derivation_sjs0.6_2.12	1.3.0		835f7f0423abad74a3ac55068e5a8c085cfb958a
io.bullet	borer-derivation_sjs0.6_2.12	1.4.0		82d90144925ba2d4a7517b3c03f0cdc981d627e9
io.camunda	spring-boot-starter-camunda-test-pom	8.6.10		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.11		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.11-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.12		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.12-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.13		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.14		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.14-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.7		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.7-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.7-rc2		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.7-rc4		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.8		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.8-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.9		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.6.9-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0-alpha3		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0-alpha4-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0-alpha4-rc2		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0-alpha4-rc3		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0-alpha5		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0-alpha5-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.0-rc3		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.7.1-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.8.0-alpha1-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.8.0-alpha2		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.8.0-alpha2-rc1		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.8.0-alpha3		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.8.0-alpha3-rc3		N/A
io.camunda	spring-boot-starter-camunda-test-pom	8.8.0-alpha4-rc1		N/A
io.fsq	spindle-rogue-adapter_2.11	2.0.2		e75685c32f976e0e1b372a4e93640fd610c32198
io.fsq	spindle-rogue-adapter_2.11	2.3.0		9b61186f2bd708255ca3afd3a470bee53bc19218
io.getkyo	kyo-direct_2.13	0.5.0		96a48c0f5ee0819199120517e67881ac4aa20416
io.getkyo	kyo-direct_2.13	0.5.1		bbf4f9283f88575c7c2d534552de4270e07b4d45
io.getkyo	kyo-direct_2.13	0.5.2		52cc4eb27bf75a10d501f7aa820522fe1c7bbb25
