am.ik.aws	aws-apa	0.9.5		c98b8f6333df6b75183684914f1951b943fb47b8
com.mxpio	mxpio-boot-base-security	1.0.12-beta.2		ad2e4e3f0d0c9d76b2cb95a671524bdfe14c388d
com.mxpio	mxpio-boot-base-security	1.0.12-beta.3		d3275e0fc8aef11a061102122c4668bc6756db75
com.mxpio	mxpio-boot-base-security	1.0.12-beta.4		2f9e2844111fe3a541255e911413b243a0ed743e
com.mxpio	mxpio-boot-base-security	1.0.12-beta.5		9b9aa4aeaa57a3b68acf5c6afe5b50f9b1ac12c8
com.mxpio	mxpio-boot-base-security	1.0.12-beta.6		206d6d58109df7e9f67141388d5445c8ee1930b4
com.mxpio	mxpio-boot-base-security	1.0.12-beta.7		fc4b077062d387bc51ce5ce7865634a5e8b30311
com.mxpio	mxpio-boot-base-security	1.0.12-beta.8		55456bc3cb1ead29e2661621b5feec39ca0c2c8f
com.mxpio	mxpio-boot-base-security	1.0.12-beta.9		af6bc2bbb306cf8819a4ccc25c663d2306ce95b3
com.mxpio	mxpio-boot-base-security	1.0.2		a15ae7396a9da1358cb369b5bc8ce98fe2adb994
com.mxpio	mxpio-boot-base-security	1.0.3		9b2e0245e855c819438d9bccd599a76512642b8a
com.mxpio	mxpio-boot-base-security	1.0.4		bb9f74ce55501c02439e94d44e29af993e63ca51
com.mxpio	mxpio-boot-base-security	1.0.5		21e1bc99485119bcbd95e999d90930b70240c900
com.mxpio	mxpio-boot-base-security	1.0.6		8cc022c3a6615fea2385cd99c657e9935f6170d5
com.mxpio	mxpio-boot-base-security	1.0.7		e30dca263108255e4a5fd162345d195bada9af83
com.mxpio	mxpio-boot-base-security	1.0.8		cfb486bbc3e12894555260fcda44fc56cc059da9
com.mxpio	mxpio-boot-base-security	1.0.9		417deecdf7c6767fc39ff0826df79ad4597976fe
com.senspark.ee	adjust	2.10.0		N/A
com.senspark.ee	adjust	2.10.1		N/A
com.senspark.ee	adjust	2.10.2		N/A
com.senspark.ee	adjust	2.10.3		N/A
com.senspark.ee	adjust	2.7.0		N/A
com.senspark.ee	adjust	2.7.1		N/A
com.senspark.ee	adjust	2.7.2		N/A
com.senspark.ee	adjust	2.7.3		N/A
com.senspark.ee	adjust	2.7.4		N/A
com.senspark.ee	adjust	2.8.0		N/A
com.senspark.ee	adjust	2.8.1		N/A
com.senspark.ee	adjust	2.9.0		N/A
com.senspark.ee	adjust	2.9.2		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0	metadata	def1c9eec0cbd57d5eb5b3897ffec830d40ca8aa
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha2	metadata	ec262cb18d3738889f89656631c1b118cc0960f5
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha3	metadata	b4d394840f5d2371c8783d75364c12dce8547ad7
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha4	metadata	2997d43929f2dbf89147e968d10688ad36e817c8
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha5	metadata	726e5f99616e3a87e4d841e5a87e5deb8e900d48
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha6	metadata	5515fe1c4913d3ade4ceeda147a92c2a68cb1085
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha7	metadata	4120a0d15f80d71dfb96852075a3da11e1c5b36f
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha8	metadata	224ede0121aca967d28d44211ca26377534c2e0b
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.0-alpha9	metadata	c78e99b8183059ac8abfbf5927f0da3b9dc6193f
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.1		N/A
com.soywiz	korlibs-io-nodejs-iosarm64	6.0.1	metadata	57262b68b701b6fe5f306e5a5659733f519e8a32
com.vast.sbt	sbt-slf4j_2.10	0.2.1		59c14f71905a44513c86b021ee8abfb34b1f0d58
de.ruedigermoeller	kontraktor-reactive-streams	3.04		3f35e65f2ee9582057c5e8a4c31ccdb08872d16d
de.ruedigermoeller	kontraktor-reactive-streams	3.05		2b3c9dca25777de11a55dbb0545bfef549b0a7c3
de.ruedigermoeller	kontraktor-reactive-streams	3.06		26d04ce0bd182b805e0a3f48cc5f2dfd09b8b922
de.ruedigermoeller	kontraktor-reactive-streams	3.08		a1534d834f24a83a6061401aee935a123986bce5
de.ruedigermoeller	kontraktor-reactive-streams	3.09		2d231c642178729a94b8bdda93057cdbe39792ea
de.ruedigermoeller	kontraktor-reactive-streams	3.10		857671da17482c3dca3896d4bc1347d64aba9e65
de.ruedigermoeller	kontraktor-reactive-streams	3.11		58d269d6d3350bb690b8aac91826b39422035c0d
de.ruedigermoeller	kontraktor-reactive-streams	3.12		bf10bcbf0fdc1126ff472b406c2b428f6c70cc09
de.ruedigermoeller	kontraktor-reactive-streams	3.13		850bfaab40562054d5fb43eaf4865d1f915efab3
de.ruedigermoeller	kontraktor-reactive-streams	3.15		a1a6ee12350590667443eaaf96528852695db5c9
de.ruedigermoeller	kontraktor-reactive-streams	3.16		4656f9baa73eaf7bcd2867d09ba97da3c621537b
de.ruedigermoeller	kontraktor-reactive-streams	3.17		3c7f7beb7175a3c130f618de9b9ab74e00988d49
de.ruedigermoeller	kontraktor-reactive-streams	3.19		2fa6fa37a013bee1895e180ef42b61a2ca97f07e
de.ruedigermoeller	kontraktor-reactive-streams	3.20		5cec7d52b064c3807ff6ae536b86799c84605fc0
de.ruedigermoeller	kontraktor-reactive-streams	3.22		5609fa1a4c6068cc4bfb517f73b17fa75ba3dbc8
de.ruedigermoeller	kontraktor-reactive-streams	3.23		9e728583fd401d9762c0a08116838c40476fb3a8
de.ruedigermoeller	kontraktor-reactive-streams	3.24		9ad5247378c07b41c43dab160d7df972c47aaadf
de.ruedigermoeller	kontraktor-reactive-streams	3.25		88b73284f503d36472ff0c487aa91357309c5543
de.ruedigermoeller	kontraktor-reactive-streams	3.26		09a2abcc5f778e1c32d638bacb2ab2e49b6c817b
de.ruedigermoeller	kontraktor-reactive-streams	3.27		8abce477de403e2fba4869d9db6ebb9ca09e1735
de.ruedigermoeller	kontraktor-reactive-streams	3.28		0331364bf7641830316dbebac1096361cbbea600
de.ruedigermoeller	kontraktor-reactive-streams	3.29		7fcc8ddbb13dc550194cfb339b71c6b019f386e9
de.ruedigermoeller	kontraktor-reactive-streams	4.01		81f84c73e17047b63470e89d2850272f1292238b
de.ruedigermoeller	kontraktor-reactive-streams	4.02		2cc5bc4026c466e19a527b8a31f5dd0cd2c64661
de.ruedigermoeller	kontraktor-reactive-streams	4.03		39a44d6476caf25d00b0c06f5c658ef7300882ed
de.ruedigermoeller	kontraktor-reactive-streams	4.04		4e62b73e6b2dade9f1da33301f9fa09640392ed3
de.ruedigermoeller	kontraktor-reactive-streams	4.05		b4aa940fa0790c87b2cf9d2f35e154080b72b46c
de.ruedigermoeller	kontraktor-reactive-streams	4.06		70ab2b5c63b98811a72f2ae55f67f14b44000cc7
de.ruedigermoeller	kontraktor-reactive-streams	4.08		243db291579594af9116f31d80bad836b63cc490
de.ruedigermoeller	kontraktor-reactive-streams	4.09		511deb96111be84840c8c888681f914d78b669e5
de.ruedigermoeller	kontraktor-reactive-streams	4.10		013872977abd33a88ea839107965ccbb47d4a318
de.ruedigermoeller	kontraktor-reactive-streams	4.11		54e4898ba4445d05c90d1bf03cd21884542f0a94
de.ruedigermoeller	kontraktor-reactive-streams	4.12		8643e7c53ef43ae7fd50b64b7d4400defbc9d25b
de.ruedigermoeller	kontraktor-reactive-streams	4.13		a62e31a68f25a55e4d68697192c85738e886be66
de.ruedigermoeller	kontraktor-reactive-streams	4.14		f40ccd8b36e6c12a2a736e736a0e128bc14ca63d
de.ruedigermoeller	kontraktor-reactive-streams	4.16		9331b7c39b690e0ee0e11d2702b23b026730e1bf
de.ruedigermoeller	kontraktor-reactive-streams	4.18		58ce051c7cb5e7782d6af6916bf1eb9d44a6d720
de.ruedigermoeller	kontraktor-reactive-streams	4.19		81b045b51c65dfb42943d19ccf2f52146b0e9288
de.ruedigermoeller	kontraktor-reactive-streams	4.20		269b2e1ee4f8e34a55659758044c76e779f1af53
de.ruedigermoeller	kontraktor-reactive-streams	4.21		7a0005b39f3fad18aeccf55edf62a222d5c4d12d
de.ruedigermoeller	kontraktor-reactive-streams	4.22		c45c217ff550ba9f2fc33d192ec9f7b38f2334da
de.ruedigermoeller	kontraktor-reactive-streams	4.23		57c7affc72551635c5ec225909b279231a04c6fb
de.ruedigermoeller	kontraktor-reactive-streams	4.24		69d147c93f70635bb2dcbd646d7cd199c12103f6
de.ruedigermoeller	kontraktor-reactive-streams	4.25		272afc83ea0940d1472feead43f2b2f3fb9afe49
de.ruedigermoeller	kontraktor-reactive-streams	4.26		06d9a8f576e01959a5a85de88b9b48847cffff38
de.ruedigermoeller	kontraktor-reactive-streams	4.28		9bd73ac290494afddb7b277d02dcb5fa1c415052
dev.chrisbanes.insetter	insetter-widgets	0.4.0		N/A
dev.chrisbanes.insetter	insetter-widgets	0.5.0		N/A
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.10.0		dd87686bb2514d26f9522d69f78198ff02a6b81b
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.11.0		f56a71aa46d13b47e7e0c878551478010feafc69
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.11.1		46831faa1a3c8d43ee4536436433476d84591682
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.12.0		5b797ec3daf73d1969f59d3988550e1e7b4406f3
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.12.1		ac11c9fe58ce7e696d91eb909f08761fe79ac691
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.13.0		9f465b95259c0695750efd925aa93d4d3bdaf46d
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.13.1		5d1c93abecf511c119cb588f86e2ff270f94740b
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.14.0		115d9c9473bd90e389f1be4e25675b1d58694068
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.15.0		29f29dcf9fc4d27cd3c9ea76c4119a3216ba6e5a
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.15.1		0e41a37f22d79f5151d86322bd773dc17c9cbe07
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.15.2		91c5ecbf5db92934280e7c0b562fba2d2b5b999c
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.15.3		14fce0f0732f83affc5326384ed1bc5d4dfe8ad4
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.16.0		a213e1337040a29e97488b5822cff5550cda0e1b
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.16.1		1a1550ebf88a7ccd68d3e8604946e03b92855aa4
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.16.2		f6f2cf80d3cdc43e8f09f8476434acd6db3b2657
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.16.3		ac8198d7f53ce874a35ee8ffa26cec6f3bf56ec2
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.16.4		716788ad3c0548bc2df94b63b4b9a7715a20952c
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.17.0		9c61465c24d2813ad992d6025a5baacc29e35f42
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.18.0		d701d23ef38bca51155693e89e5d6c2909ef6cda
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.19.0		a5248b99b5ec850f3485524de189b2c2e9ceef60
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.20.0		d90a3a28808446fde75de75556abaa4fc9297557
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.20.1		89a1baaa157cfb9e93ccba7ba4a52f18714508ef
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.20.2		eb2907c0c2db98160efbd3086684acba9fe756a4
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.20.3		67d6e49e796c3086ce7c664ddd5d9d4b4cd03ded
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.21.0		7670a79306fc5f261b327c780bc8998374446267
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.22.0		8b169d5d1c8ae1e9890bf3eec4351a118877e86e
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.23.0		7dfcc1d456af2cf97ab1f9eb83c6cff7991b76fa
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.5.0		dc69081255b9ccdbdeb4f8d4b0c62f5305791f9e
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.5.1		64e923fa5efc7fe8bcd9f8fe1570f605bd9de58b
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.5.2		fbc4a13f2f5ed83358dc097de162070740f56e3a
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.6.0		59e7c95bfb5beeb956b7032eac97e21327fddf65
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.7.0		311d00dfb2f1013ab75f6d2c1c1634f51d88d0ed
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.8.0		2e5a5afd52f5a41463c7f11684d94f59b8ca1d41
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.8.1		ce3ebe0402a860ce34d261cb8bee4e3362a4224e
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.8.2		836e35d43beb8e363ad101a3facd962ab3e9ad6d
dev.hnaderi	scala-k8s-sttp_native0.4_2.12	0.9.0		6f1cdf1d77590cbb86c8bb2f5cfc65b940e72b24
dev.zio	zio-aws-neptunegraph_3	7.28.24.2		677c6d43781c88b7b2d30f4f39ba2f5b6ce8046d
dev.zio	zio-aws-neptunegraph_3	7.28.26.1		5022dc4f7d2c6ee2b1695815052ee3bf0afe8826
dev.zio	zio-aws-neptunegraph_3	7.28.29.1		dfc12e64f2f31fcc2f044f25983bb9c204dfc870
dev.zio	zio-aws-neptunegraph_3	7.28.29.10		d91c2786fb606107e9b8579fdb8a176c0c2bf4bd
dev.zio	zio-aws-neptunegraph_3	7.28.29.11		59e9fa015e91393d35d10526f6b275ce1f4c9a8b
dev.zio	zio-aws-neptunegraph_3	7.28.29.12		4a660c8697c52ad09b4fd91bf63fa802e82cb907
dev.zio	zio-aws-neptunegraph_3	7.28.29.13		e90bfd91d1627d929fa73b4243566dcdb96e6381
dev.zio	zio-aws-neptunegraph_3	7.28.29.14		6433251144abc84df523e6c48faba7574c1a85c5
dev.zio	zio-aws-neptunegraph_3	7.28.29.15		a4c6e1ca44bee0e95257ea598577011570c6019c
dev.zio	zio-aws-neptunegraph_3	7.28.29.16		5ba1884a9b2284e7e73991f9cae705c707811503
dev.zio	zio-aws-neptunegraph_3	7.28.29.17		61e44f5a8fe823b991b7988ec817b29ad0814208
dev.zio	zio-aws-neptunegraph_3	7.28.29.18		79a1247e8db75165370fb0de932a8cdb410232cf
dev.zio	zio-aws-neptunegraph_3	7.28.29.19		71a9daa4dc6f6e310254b53e44a3baa0365cdd0b
dev.zio	zio-aws-neptunegraph_3	7.28.29.2		e3232deabb1ce729db3e15eaabe86db4903d6418
dev.zio	zio-aws-neptunegraph_3	7.28.29.3		7ef45dee3e70d2bf6d34a5ca2dcdd248720b26a8
dev.zio	zio-aws-neptunegraph_3	7.28.29.4		a2e733d88cccd267e3f6b7832a238aaec4893535
dev.zio	zio-aws-neptunegraph_3	7.28.29.5		6cd6c2b363e86c6537086a6f321e5fd784dc465a
dev.zio	zio-aws-neptunegraph_3	7.28.29.6		a1c06dadcfdbea3fbc3d76bf2425480b6f779ecb
dev.zio	zio-aws-neptunegraph_3	7.28.29.7		de53d00168a452a195fbfbdbfa31d09b5ce3cced
dev.zio	zio-aws-neptunegraph_3	7.28.29.8		e5ca8d24bc52633a1883df0e478a49fc49898de6
dev.zio	zio-aws-neptunegraph_3	7.28.29.9		b235e7bb2101cbb0ada08aea42a92268bdb22810
dev.zio	zio-aws-neptunegraph_3	7.30.15.1		11d5b896753e1aff5f9df7f8e77306132e569aa9
dev.zio	zio-aws-neptunegraph_3	7.30.15.2		a68cb56f239b61c3fcca1f03dbefab5a825023fa
dev.zio	zio-aws-neptunegraph_3	7.30.16.1		9be680c1784958caae3cd950c1e072913f366a29
dev.zio	zio-aws-neptunegraph_3	7.30.16.2		c8a469d7d3becb5e55de825b65c5875ee73f47da
dev.zio	zio-aws-neptunegraph_3	7.30.16.3		49811c9af678585cd2e1641e2c7732845c6ddf7b
dev.zio	zio-aws-neptunegraph_3	7.30.16.4		3f87c6328c0767d1e1a9eb592d302bcf85ab7c77
dev.zio	zio-aws-neptunegraph_3	7.30.20.1		619a6970f08cbcbd57af8b6a13d1308ea425d826
dev.zio	zio-aws-neptunegraph_3	7.30.22.1		3d866af92e9e0de3d89de89d5a76993d5dafffb0
dev.zio	zio-aws-neptunegraph_3	7.30.22.2		c898d9b0767daf79676c490962ed9571e7f61f2e
dev.zio	zio-aws-neptunegraph_3	7.30.23.1		73bb79328a1955dc59c146825d541615d4468718
dev.zio	zio-aws-neptunegraph_3	7.30.24.1		1e11f0379c8774f87af25d7d00ce4089f8373480
dev.zio	zio-aws-neptunegraph_3	7.30.24.2		86fba66b5e2146955d11890b9757a67baa161949
dev.zio	zio-aws-neptunegraph_3	7.30.25.1		aa2299c1e61442e95a5fb5a2159d8288e4235b22
dev.zio	zio-aws-neptunegraph_3	7.30.26.1		c89c6c83d5feefd05a65f54f4d3d232cfb348b2b
dev.zio	zio-aws-neptunegraph_3	7.30.27.1		2f978889004e444f51b7c8499d8e2aae1ea831c0
dev.zio	zio-aws-neptunegraph_3	7.30.27.2		8f253733b75caab83022ddd9dd40b047fd6527f9
dev.zio	zio-aws-neptunegraph_3	7.30.29.1		56bc4c197a75b770db8cd593b648b40c53aa668f
dev.zio	zio-aws-neptunegraph_3	7.30.30.1		e5a737a96c45a85040497a1c9d0bff0dacaed924
dev.zio	zio-aws-neptunegraph_3	7.30.31.1		8db74cfa6b393f2e8e55ba07af496e67d6e530d7
dev.zio	zio-aws-neptunegraph_3	7.30.31.2		35128a693d5f94e86c3516db351b24cccb1f7262
dev.zio	zio-aws-neptunegraph_3	7.30.32.1		4ecdfec08b455b9d0c66bb385c694c6317d4159f
dev.zio	zio-aws-neptunegraph_3	7.30.33.1		ca65b5154809cb91dcef6ee26fa6cf900c6f5506
dev.zio	zio-aws-neptunegraph_3	7.30.34.1		2096cff39b89f5fb3abca4940b428c70f88bfbd2
dev.zio	zio-aws-neptunegraph_3	7.30.34.2		4c0d984c45502410c46d45e18c0d729295b1c5b1
dev.zio	zio-aws-neptunegraph_3	7.30.35.1		7cdd45f2c94513233ddfd3f62b99c9fecf3c5675
dev.zio	zio-aws-neptunegraph_3	7.30.36.1		77981584a798e26db4bf791a88c48d9be7e30efe
dev.zio	zio-aws-neptunegraph_3	7.30.37.1		f8bcb2775d81ebc5b5765e9d721fce7102b003dd
dev.zio	zio-aws-neptunegraph_3	7.30.38.1		8abf534eafc05e50af97e78f546b6a61b8eb8997
dev.zio	zio-aws-neptunegraph_3	7.30.38.2		005413a22cb32521c31855598f1442da77df7a32
dev.zio	zio-aws-neptunegraph_3	7.31.0.1		2fa6b00e85abf3701265a8b7c7be311967f29f66
dev.zio	zio-aws-neptunegraph_3	7.31.1.1		72a63cad9183451416c5e07da2182b8c11395075
dev.zio	zio-aws-neptunegraph_3	7.31.1.3		914d909c8a5d1c7f9e35a455b3290213ccdf7fe2
dev.zio	zio-aws-neptunegraph_3	7.31.1.4		02620adf99d58d27303b2a560054d4d44744a935
dev.zio	zio-aws-neptunegraph_3	7.31.1.5		3305dc30bb2a2a936cff0ef8be1c4b4f70baf4b7
dev.zio	zio-aws-neptunegraph_3	7.31.10.1		6d196a4acefff4a7c750b36cac35204215c7aa5a
dev.zio	zio-aws-neptunegraph_3	7.31.11.1		657bc9b372a548ee252eb77ecdb6dce0b0e49628
dev.zio	zio-aws-neptunegraph_3	7.31.13.1		1c1caeacedb1ebaca65b8356813c5871e010154b
dev.zio	zio-aws-neptunegraph_3	7.31.14.1		fc8575a328aa3f01455d0b0632a851e0a83c0fae
dev.zio	zio-aws-neptunegraph_3	7.31.15.1		6fa781051b111007055d50c1221006cf9c41d8b1
dev.zio	zio-aws-neptunegraph_3	7.31.16.1		dac2c098edcf92941bd0abd874b3e22ce3be76ce
dev.zio	zio-aws-neptunegraph_3	7.31.16.2		096b617837b8a9310aa3c61b7659800c0a8306ac
dev.zio	zio-aws-neptunegraph_3	7.31.17.1		01fce7c8b26d3a1d6d69fe47fddca508a51d22b9
dev.zio	zio-aws-neptunegraph_3	7.31.18.1		cc67b0896db7cdacc817f63fc144d08c3a0bcfa8
dev.zio	zio-aws-neptunegraph_3	7.31.19.1		bdda3c5118d0dbf3a3ebfd2484b5970dbd75e974
dev.zio	zio-aws-neptunegraph_3	7.31.2.1		287942bfcd326f4af377196edcda52ae62ef0697
dev.zio	zio-aws-neptunegraph_3	7.31.20.1		c29e118ade79740054566b9cdfe7a529b16700be
dev.zio	zio-aws-neptunegraph_3	7.31.21.1		c2b78f269b73fbec2cd1dd0f416cdf44860cef5e
dev.zio	zio-aws-neptunegraph_3	7.31.22.1		0f9ffd93ad55cc29cfd2dbaf93c1edca959554c8
dev.zio	zio-aws-neptunegraph_3	7.31.22.2		cdca2e7ea7277ba0366d27e1076461a205aebdb6
dev.zio	zio-aws-neptunegraph_3	7.31.24.1		7e6fb96a9fd526991a37157dbbc753ca633b2c7b
dev.zio	zio-aws-neptunegraph_3	7.31.25.1		49ba00683d0ade67f95f440b87e61f2ae8b0df90
dev.zio	zio-aws-neptunegraph_3	7.31.26.1		ddf347a8670b5276eb36cf73366c24e8981ac0c7
dev.zio	zio-aws-neptunegraph_3	7.31.26.2		0d077894609910d3f2840b281ef695d747a55a22
dev.zio	zio-aws-neptunegraph_3	7.31.27.1		e481a5fba670741dc32aaa084a42bbf769e77ec8
dev.zio	zio-aws-neptunegraph_3	7.31.28.1		78dfac848f0b785deafadc2d105839cc65062015
dev.zio	zio-aws-neptunegraph_3	7.31.3.1		70e9e266aaf15d46f3f943fe3192f5f2b618f866
dev.zio	zio-aws-neptunegraph_3	7.31.30.1		5532b70a5c73710120bd58b8e332dff3f56b50f5
dev.zio	zio-aws-neptunegraph_3	7.31.4.1		738c3edc4ce96b360069261e35c911577295fd5a
dev.zio	zio-aws-neptunegraph_3	7.31.6.1		a2433fddc24ac0eab99a8ab1759c76560f2e57fe
dev.zio	zio-aws-neptunegraph_3	7.31.6.2		39dbc969de311ea8f9d5e52274294b4d60179b8e
dev.zio	zio-aws-neptunegraph_3	7.31.6.3		178f8f16784c2f4ebd27153a7c948bf3894736d9
dev.zio	zio-aws-neptunegraph_3	7.31.7.1		d2b6a9b53a20265a63f4e3682c8fe78c85628968
dev.zio	zio-aws-neptunegraph_3	7.31.8.1		54961a6f12ce2934ea53325ce5c2bd6d3a25cc49
dev.zio	zio-aws-neptunegraph_3	7.31.9.1		29fd80df6ded87df81b26464bfcefc3d431b3cd9
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.1.0		df834c98eeee9b0ba49a091b7c58b0b6891410e0
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.2.0		250d5dac8c2d3f8aec47aae4350dcb5c1e345f98
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.3.0		db71a97ce9b3673c573cd33a40a3b09647f9a11e
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.4.0		bb06e5338daa17e57e582010c82b9b5cb0f17254
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.4.1		561b0afd64ad55d83fef8c837c2c32e08d9e8f3b
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.5.0		8953101a577055ee855a496f617f1c496ca1d615
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.5.1		b6bc68e9650744cc3f16333d74758a41cff34e5e
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.6.0		96129b0491bd6c29fbdec6f6410d44b3b5a4f952
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.6.1		4753e36d54ae595ce0175d7ca3c2348d1ab67770
edu.gemini	lucuma-typed-highcharts_sjs1_3	0.7.0		c49a0aa334353eb48e64c52ebc1ef87d18fae53f
fr.compose-player	player-core-iosarm64	0.1.1		N/A
fr.compose-player	player-core-iosarm64	0.1.1	metadata	9646adcdaa1dd087bd88e3b04bc2e5073fa91cd7
fun.nibaba	lazyfish-trans	0.0.1		70243de6105e32e56d5789a427702cfc5f6d44b2
fun.nibaba	lazyfish-trans	0.0.2		f41d03961b9687f3fb4076e0d3add9fd40950e84
games.rednblack.talos	runtime-libgdx	1.5.0		820067a3298fa1c448d29a80ebcad960f15e7211
games.rednblack.talos	runtime-libgdx	1.5.1		bab2f2b6b5521db1b8a85b40c0ef818eae27fe00
icu.zhhll	tools-web	0.0.3		c6ba2e49af1582fcd63a1b06d79793972ae898fb
icu.zhhll	tools-web	0.0.4		12fbddad34c8e2fbb6822aa6262f4f4359644577
icu.zhhll	tools-web	0.0.5		51d8c3fabc6d3fa6c9c348f9822254d8d559196d
icu.zhhll	tools-web	0.0.6		09ed71225929bc49fcd633733b392e7061c65f8c
icu.zhhll	tools-web	0.0.7		5a3813ddc7c875ea1b7a9f5f183799ac01dfd071
icu.zhhll	tools-web	0.0.8		591455997b40a4af649e5b133cd1f4f83aca2ccf
icu.zhhll	tools-web	0.0.9		e12018c895ec515f7587065d1febe675ad3d209c
io.continual	cpModel	0.2.33		86ba8d2ae180e61b34ec7a25fec9891d97f42bfe
io.continual	cpModel	0.2.34		3d59f92b3f776e7300444e278448478c1c59c51b
io.continual	cpModel	0.2.35		61b7785f351bd22a5843a09b1141a3e3d1fd0e38
io.continual	cpModel	0.2.36		ff46d8973a609bb88c8c2ceee545fb8f145619a5
io.continual	cpModel	0.2.37		2dc6baab21b444623de651819341f840fa58d428
io.continual	cpModel	0.2.38		124119156bd7712cc73a9c190de0739481173c1c
io.continual	cpModel	0.2.39		829cea600785c5a2760701d77d28619accd8d2d1
io.continual	cpModel	0.2.40		4b0580c2ab116049665a1b6b5b5dbc2afd964dd3
io.continual	cpModel	0.2.41		535999c8d5dd8cf6a7faad3f89e0073472005868
io.continual	cpModel	0.2.42		c05901d297e0b701e9fec92252ba9ac2a5953684
io.continual	cpModel	0.2.43		bb370c131195db07d184816aba8056804e819662
io.continual	cpModel	0.2.44		29e26c5c1f88f4396bff634463e3cdb43b2293ad
io.continual	cpModel	0.2.45		496f5056ac68581ba7a799ae9f5b36b90d4cbafc
io.continual	cpModel	0.2.46		81baa78841dfd219e87579350c5063be3543d29b
io.continual	cpModel	0.2.47		3f39fb6ea1b3f5d20d9979e77d9bd50f5f478db9
io.continual	cpModel	0.2.48		2a93c827f10c2d85a2fd49c5491392f61fac9ed9
io.continual	cpModel	0.2.49		f56641cb1dd09936cc17c1d57beb7da8264a1757
io.continual	cpModel	0.2.50		a7806b3a7be3054df1a37ba3fdac546b0b090006
