co.luminositylabs.oss.ica	ica-web1	0.2.0		N/A
dev.soundness	anticipation-text	0.16.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.17.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.18.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.19.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.2.0		579b32c79c7bafbeb6a2b52e2c90bc33bb4668d8
dev.soundness	anticipation-text	0.20.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.21.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.22.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.23.0		7f8e90b6ece55db4a1417801f09b21d1d9a9133d
dev.soundness	anticipation-text	0.24.0		f09db38eb7145ad7868b55151aa403bd60833b89
dev.soundness	anticipation-text	0.25.0		dcafa36b37f47b28b73fe765349d1d2f03fbe8d8
dev.soundness	anticipation-text	0.26.0		dcafa36b37f47b28b73fe765349d1d2f03fbe8d8
dev.soundness	anticipation-text	0.3.0		173bd4c1fd8924696e076cb65998e14b7c7fd5e5
dev.soundness	anticipation-text	0.4.0		34209381989cff70aaa940a4d4ae27a019b3dac9
dev.soundness	anticipation-text	0.5.0		34209381989cff70aaa940a4d4ae27a019b3dac9
dev.soundness	anticipation-text	0.6.0		2a5d04ac92a82d2ffc51dd22f29f2c51d9746aa6
dev.soundness	anticipation-text	0.7.0		2a5d04ac92a82d2ffc51dd22f29f2c51d9746aa6
dev.soundness	anticipation-text	0.8.0		d4ff9278c61a755f6ec605d1f8829fb0826eb89b
hu.icellmobilsoft.roaster	roaster-zephyr-common	1.0.0		c5068f0fbfcef74b01c26fe5e146b469ac56af1e
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.0.0		3c17701cddb3f32cc91beb5c54160e3161e15228
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.1.0		3200bc9cf09bb47083cfd3a5355fb935d61a3973
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.1.1		02803dade68f40336f9c2cbc38dcdc8926e6850e
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.1.2		2c702dca066b7df7b86a33132a2b62c9d9d1d4fc
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.2.0		a7fa588021873af0428e27a98def4fb08f57f9cd
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.3.0		d35f90bf96fb347f760ac814f42210401e65d830
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.4.0		1f04d4ce6bab7d69d5af0018fa0de26d9e50868a
hu.icellmobilsoft.roaster	roaster-zephyr-common	2.5.0		9f5c1110c288b4b727f330ffb709d468bd79c920
io.cdap.cdap	hydrator-test	6.0.0		76cc1b3657c8325a7c11e8b2028f33c435d4bc38
io.cdap.cdap	hydrator-test	6.1.1		d02f789408f8320639f40abc30478c5f2f8417ec
io.cdap.cdap	hydrator-test	6.1.2		153e549605a3c8c0237f5f0416cc357758e78701
io.cdap.cdap	hydrator-test	6.1.3		8fa4ee9155d7d6a46eaf68f9e52034fbb06d0aa0
io.cdap.cdap	hydrator-test	6.1.4		936b20a611ca3699913503358e557bec93824f4a
io.cdap.cdap	hydrator-test	6.10.0		68edae840e0fb71668abf9513bf2ebace4111581
io.cdap.cdap	hydrator-test	6.10.1		cea137acc4da8c628f6242e0b07f7912f9da89bf
io.cdap.cdap	hydrator-test	6.11.0		02a6b06d03469bb9abfb1d1f4261aa9084f8934d
io.cdap.cdap	hydrator-test	6.2.0		e4414cdfceb34e0d0b1e3452302529187ba5c6bc
io.cdap.cdap	hydrator-test	6.2.1		8dbda7aac49982cb4946cb980f70f69cb2247b71
io.cdap.cdap	hydrator-test	6.2.2		e67491e09afbacab45b18940458316a41775f5f1
io.cdap.cdap	hydrator-test	6.2.3		20e67ffdf96f7d58ac8a472442a0d72392e0c8f7
io.cdap.cdap	hydrator-test	6.3.0		d7ff4155b5d1f1120cb1134ba9bc2ae3a16a03ff
io.cdap.cdap	hydrator-test	6.4.0		c22f41570c299a762c71a8eaf90e7bd6cfe42bc4
io.cdap.cdap	hydrator-test	6.4.1		75d4715b1ba3d9f2611a3e5999e0947b47253e37
io.cdap.cdap	hydrator-test	6.5.0		22acb4dc7336a0ffbefe5b74b4850a8a805e40fa
io.cdap.cdap	hydrator-test	6.5.1		8aee6d2dc68c72e732a7781a2cafb0665b7bf95e
io.cdap.cdap	hydrator-test	6.6.0		93247c6f294e440fbe0dc5f8ba7bb4f311a24403
io.cdap.cdap	hydrator-test	6.7.0		f2f43bbb9cde5ef3b268b167180182653140d7ff
io.cdap.cdap	hydrator-test	6.7.1		654df459676b837d5af4a2abd2d64cb1ae1cff79
io.cdap.cdap	hydrator-test	6.7.2		30c61082a029f86ab223b6390ab2cbac441f2521
io.cdap.cdap	hydrator-test	6.7.3		4e00f62db880f06dc1dac1a16fa2e2455ebf309c
io.cdap.cdap	hydrator-test	6.8.0		e6feea02ae39332638df1bd45008f14bbf76e60b
io.cdap.cdap	hydrator-test	6.8.1		e578806b43f99877f1f88c1e37684b3f1d86f3da
io.cdap.cdap	hydrator-test	6.8.3		847a3d5e1a72c0f9e5e6e4a77e95753e7a5d2088
io.cdap.cdap	hydrator-test	6.9.0		359bc29fe786cbfd7eba127daa9bd43eae256737
io.cdap.cdap	hydrator-test	6.9.1		e9d235702b0429e491d5ca1ef646b0a582bcd405
io.cdap.cdap	hydrator-test	6.9.2		9334cf987eb14203bf8cc1a4f0f4055415a374d0
io.digiexpress	spring-app	1.1.2		e12c0c9a0f139b57ca69f38a160378e73228dd0d
io.digiexpress	spring-app	1.1.3		400470a36dc3ab9abb53a54628294a14f8e381f0
io.digiexpress	spring-app	4.278.119		aacd08b3189ba0b8cb129bc974bfdaa4efdbabdb
io.digiexpress	spring-app	4.278.120		3b43a917303698c96246c5c434092d6061010849
io.digiexpress	spring-app	4.278.121		6fb0bda73f392181b382b88b51b95a7b264df156
io.digiexpress	spring-app	4.278.122		4327beae56d7481c79e26332ce847a3d523e8b09
io.digiexpress	spring-app	4.278.123		c318f56d7fc468d83b7f3db90871be59eee690cd
io.digiexpress	spring-app	4.278.124		4787e383e32cc571d3d36a6d681412740aff43ea
io.digiexpress	spring-app	4.278.125		366c11f57051ad277c132daf4befd93847609712
io.digiexpress	spring-app	4.278.131		7bcb3d81527fbe083cbfcbab5a35e5999676a20d
io.digiexpress	spring-app	4.278.132		8799c7a8a3bb0c5a9085afc42ec6f344db5f2550
io.fsq	exceptionator-actions_2.11	2.0.2		c1e5b6514abeff69caf7980fb96a187bb61d3a61
io.fsq	exceptionator-actions_2.11	2.3.0		3748e2be7f3e01347955087bfe80573537c35e6e
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.1.0		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.1.1		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.2.0		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.3.0		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.3.1		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.4.0		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.5.0		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.6.0		N/A
io.github.alexandrepiveteau	kotlin-graphs-linuxx64	0.6.1		N/A
io.github.artemy-osipov.thrift	rest-bridge-micronaut	0.4.0		23b7d8ff72d51fdc3debd54ceb2f2f0678f5fbcd
io.github.artemy-osipov.thrift	rest-bridge-micronaut	0.5.0		c221af3d3d1cf767f097b4bb2d07ccb048aeb978
io.github.cfgametech	luksdk	0.0.1		c402e19594884b8405dc02f72e42efaf3663210a
io.github.cfgametech	luksdk	0.0.10		4e892eab5f09c24d966e32eb623d7eeb5c352c76
io.github.cfgametech	luksdk	0.0.11		8397c664cd1cc9c940f3641e0f5db334bded1e1c
io.github.cfgametech	luksdk	0.0.12		2ee01f370ebe09b5093d76bf2a5cd23757fd24e1
io.github.cfgametech	luksdk	0.0.13		194ee5f8352cb0a253b0002a4b2716bbc735dc93
io.github.cfgametech	luksdk	0.0.14		3a15cfab48dec51ea9e3bf02cb9dd9e27ac0da5c
io.github.cfgametech	luksdk	0.0.5		2c3ea9f655f4a0f213427c9aacff43cbefb7d278
io.github.cfgametech	luksdk	0.0.6		ef15248422aae9045ee2c7d6da56815e3da9ea95
io.github.cfgametech	luksdk	0.0.7		e0935659526f06bd29173b528bdc9561a08ec923
io.github.cfgametech	luksdk	0.0.8		ba370fc293a31a883cee35f7f3c568dec64e3aba
io.github.cfgametech	luksdk	0.0.9		a1923c82bb19c11d4a784e4c2e4ae26414a60dfa
io.github.dautovicharis	charts-jvm	1.3.0		021b8b5384ac5743e8eea5d1ebab5efca9d54546
io.github.dautovicharis	charts-jvm	1.3.1		021b8b5384ac5743e8eea5d1ebab5efca9d54546
io.github.dautovicharis	charts-jvm	2.0.0		87fca646ed9b5e191567a5dfe8df2dfec50c2436
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.10		aabca6e4a0097eeb07d13c1982bb027101e6395b
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.11		67ac94a2c5aee23ba4631c2627cfd63a985c88f3
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.13		ba324a43106d13bb2279ee73abd9b72eae01514c
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.14		9bffda6d09a63305c76c51e939732c7cf72f71b7
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.15		cbbfa8751f2d98ee2352b253d0b5f98b14d9a55e
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.16		d8ce86cf49ebefa43ead393222b2b1bd433c453e
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.17		7e62251b4e683b161f32e57d1594b471d93d513b
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.18		bfbc1f201561681def2a2e3ab401dd035bb7e7ff
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.19		2ee1653238c46b25a702def753b039e3b29c8b7b
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.20		1c7f94c13a93c49783a3f1f9d191a240fed074cd
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.21		3300811687b4a7d1b761c1bf7c361373dff34863
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.22		a8a330fbc3ab26657022e39a43f65566da815f9f
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.23		6b293c2d4278259efb2698d47cf47f31d0ebcb90
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.24		f12c3270b909805cba1e3168feb6046d5990273b
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.25		dd5fb4c72f0d9b992022acfebd2e7977a4fe4ab1
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.26		5837e6274b45dda0ecc9412df833e9966f0fbce4
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.27		860d93120a65cf8683e9adc8208a41fccbb7067f
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.28		64bef628d05775c5d11b2f452876f00dc20a04e5
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.29		fa5224aa1bd3d85ee1939709e651a66ec042250d
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.3		e0558a4842d5901506a49afae0ec4e577d19c351
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.30		c7f17879eeabf91bda5cc557665d80ce2bf38869
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.32		7dc5eecef215661cb9b35966c5c4f5d202af4108
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.33		77a031002b92049c823b872c1f23e4788f761a3d
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.4		f8a939a959a9d0699be106399b984bfcdebbb120
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.5		770ab2fff1e2130eb81725366333b2c9b5139648
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.6		a482691d00024486a89d96b7b1c165bd2495c53c
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.7		0c71558c2cc3673fd2ad73e2be3905d13c6a2f5f
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.8		18661b6efaccaad90d15f819bcdc352d7df4344e
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.0.9		87fe65a603bdc05249076758ac9c9cd60d1af621
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.1.0		051a9c0ce575db24a26dcc22b40289172b40ed3d
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.1.1		c9c553d75470f7cb8eae6a438b9e81d5946298c5
io.github.etspaceman	kinesis4cats-smithy4s-client-logging-circe_sjs1_3	0.1.2		223cdd90a07ba852be77ea7d9c704e33890cd344
io.github.h8000572003	jdbc-start	0.0.1		2abadb0f902680b20e28571f12ca2d02f442eb06
io.github.jiopay	pg	0.0.1		N/A
io.github.jiopay	pg	0.0.12		N/A
io.github.jiopay	pg	0.0.13		N/A
io.github.jiopay	pg	0.0.14		N/A
io.github.jiopay	pg	0.0.15		N/A
io.github.jiopay	pg	0.0.17		N/A
io.github.jiopay	pg	0.0.19		N/A
io.github.jiopay	pg	0.0.2		N/A
io.github.jiopay	pg	0.0.20		N/A
io.github.jiopay	pg	0.0.3		N/A
io.github.jiopay	pg	0.0.4		N/A
io.github.jiopay	pg	0.0.5		N/A
io.github.leberkleber.ljcm	ljcm-minimal-parser	1.0		6fc966d2f3517b7d7f3d2fffd36ad81561e9d60c
io.github.leberkleber.ljcm	ljcm-minimal-parser	1.0.1		1c27d0dbb645238fba58eb1529e00a4748cf50ca
io.github.qiunet	CfgReader	7.0.3		05b44d8db340c352eaa47969a76f98bed7899a3d
io.github.qiunet	CfgReader	7.0.4		3ac6e38b02ad14b16121150d160a61ce7bd8fe99
io.github.qiunet	CfgReader	7.0.5		ee0e7081e7944c008aa87c4b895c06e421eba1e1
io.github.voxelchamber	vanadium-js	0.1.0		47c4ba9246274980f161e8e06c573dba977b62e0
io.github.voxelchamber	vanadium-js	0.1.1		29042573e536a6ca26d621658f2243c192e0cc66
io.github.voxelchamber	vanadium-js	0.1.2		48f4b90e99c29b53503d28fea6f8c5b4790fec6e
io.shardingsphere	sharding-transaction-2pc-xa	3.1.0		a53e4b00ada6eca1eb776d0213496eb8abb2038e
io.shardingsphere	sharding-transaction-2pc-xa	3.1.0.M1		fe2ecc3e4f52de9e76b92fd75ef30f5f20ff9a93
io.sunshower.zephyr	zephyr	2.0.111.Final		N/A
io.sunshower.zephyr	zephyr	2.0.112.Final		N/A
io.sunshower.zephyr	zephyr	2.0.113.Final		N/A
io.sunshower.zephyr	zephyr	2.0.115.Final		N/A
io.sunshower.zephyr	zephyr	2.0.117.Final		43947509eacd9a2fbe2cc9fb2ad7ba2cc8115e83
io.sunshower.zephyr	zephyr	2.0.121.Final		2e7159cfc3daa65592eb99b9011afe31e85e292e
io.sunshower.zephyr	zephyr	2.0.124.Final		6ae257b22009fb018100fcca0d9398dfcec62b86
io.sunshower.zephyr	zephyr	2.0.126.Final		fe1e39855d69e389adf33438d3b18d4b63927f46
io.sunshower.zephyr	zephyr	2.0.128.Final		df3e5824d59cac10aacc9918f94d5122f88ae4be
kr.jadekim	chameleon-sei-jvm	0.1.0		ca568ada5e1505f3a2ceaf6dc51067a75df0acff
kr.jadekim	chameleon-sei-jvm	0.1.1		ca568ada5e1505f3a2ceaf6dc51067a75df0acff
kr.jadekim	chameleon-sei-jvm	0.1.2		3dfde84da6777abc0f48f764a3bdae9a3a154786
kr.jadekim	chameleon-sei-jvm	0.1.3		3dfde84da6777abc0f48f764a3bdae9a3a154786
kr.jadekim	chameleon-sei-jvm	0.1.4		3dfde84da6777abc0f48f764a3bdae9a3a154786
kr.jadekim	chameleon-sei-jvm	0.1.5		3dfde84da6777abc0f48f764a3bdae9a3a154786
kr.jadekim	chameleon-sei-jvm	0.2.0		a1d9037926828440b0f81378556116d55d9a5d12
kr.jadekim	chameleon-sei-jvm	0.3.1		81aaf76f6c86a75b7f17ed6d578a9bc9c7780eb9
kr.jadekim	chameleon-sei-jvm	0.3.2		81aaf76f6c86a75b7f17ed6d578a9bc9c7780eb9
kr.jadekim	chameleon-sei-jvm	0.3.3		81aaf76f6c86a75b7f17ed6d578a9bc9c7780eb9
kr.jadekim	chameleon-sei-jvm	0.3.4		81aaf76f6c86a75b7f17ed6d578a9bc9c7780eb9
kr.jadekim	chameleon-sei-jvm	0.4.0		61f59a253b05537e2298dacecfc9551163a2d554
kr.jadekim	chameleon-sei-jvm	0.4.1		61f59a253b05537e2298dacecfc9551163a2d554
kr.jadekim	chameleon-sei-jvm	0.4.2		65f211e44222414ad702f9dfb977d007b8f3a9d6
kr.jadekim	chameleon-sei-jvm	0.4.3		1fd729aaba4a22c84ef2b91e289159d7e9243ab1
kr.jadekim	chameleon-sei-jvm	0.4.4		1fd729aaba4a22c84ef2b91e289159d7e9243ab1
kr.jadekim	chameleon-sei-jvm	0.4.6		8fb449d4b4f9be66a8904adeb42b94445a0e4e5c
net.consentmanager.sdkv3	cmsdkv3	0.1.0-alpha		N/A
net.consentmanager.sdkv3	cmsdkv3	0.2.0-alpha		N/A
net.consentmanager.sdkv3	cmsdkv3	3.0.0		N/A
net.consentmanager.sdkv3	cmsdkv3	3.0.1		N/A
net.consentmanager.sdkv3	cmsdkv3	3.1.0		N/A
net.consentmanager.sdkv3	cmsdkv3	3.1.1		N/A
net.consentmanager.sdkv3	cmsdkv3	3.1.2		N/A
net.consentmanager.sdkv3	cmsdkv3	3.2.0		N/A
net.consentmanager.sdkv3	cmsdkv3	3.2.1		N/A
net.consentmanager.sdkv3	cmsdkv3	3.2.2		N/A
net.liftmodules	imaging_2.6_2.10	1.2		700c92ea8a1e69324efeed3ac3e83555c6f7f5ae
net.liftmodules	imaging_2.6_2.10	1.3		c24d8829a13536cca9b1c4b0c4ce3b1897c80228
net.sf.exlp	exlp-maven	0.1.11		e80d7aa1746d8572e7af2daf6765c33c66537701
net.sf.exlp	exlp-maven	0.1.14		e120c02c78872aac734a22295c06d3729d2b19e5
net.sf.exlp	exlp-maven	0.1.17		3052edb2127e79c326d4a2d36b1d3908cc3c66ca
nl.reinkrul.nuts	java-client	0.0.1		4c39bc9e28ff2906128cfbe5fb11b4b3bfed9e15
nl.reinkrul.nuts	java-client	0.1.0		ba263004a8e3178b79a553f542bf0071f2f4ac07
nl.reinkrul.nuts	java-client	0.1.1		1a92f0bf39654b0105fbec9d2ad87f45e39d8cc4
nl.reinkrul.nuts	java-client	1.0.0		4231de3a70a5bca7d69d4daf670a621620c42202
nl.reinkrul.nuts	java-client	1.0.1		46c8048a4934628b98e6418dfb59f215f8bdb4d4
nl.reinkrul.nuts	java-client	1.0.2		935ea39b2f0720f9b5cb7d587381c74dbb9ee345
nl.reinkrul.nuts	java-client	1.0.3		7470409efa1ed2b1685b9900b72017a56cd6297c
nl.reinkrul.nuts	java-client	3.0.0		c669280fb2189f53eb703e229952f68b644c0967
nl.reinkrul.nuts	java-client	4.0.0		8d5c34816fb9ce5a6a46cf9cf0840a3ac5b5a82e
nl.reinkrul.nuts	java-client	4.0.1		b3aa6c0f027372b6c947d075fb2c15b5e3682c1b
nl.reinkrul.nuts	java-client	4.0.2		d4710c93084efd58bd5b0ae83a58ec9150e75d1b
nl.reinkrul.nuts	java-client	5.0.0		ba7d182a11eaae320ae09f9583964dce9948f94c
nl.reinkrul.nuts	java-client	5.0.1		300c7acac6f96713385090316eb5b8a65c098601
nl.reinkrul.nuts	java-client	5.2.0-rc.1		c7cbcf3e6f714a6fbf6c1e17169f2971706f8d07
nl.reinkrul.nuts	java-client	5.3.0		5a74744255878cddc42362ab88db087029ca0b70
nl.reinkrul.nuts	java-client	5.3.0-rc.1		77f81ba840eec43c94744a3aa83a207f25678f29
nl.reinkrul.nuts	java-client	5.3.0-rc.2		cddd92f5e16830e1056aa4927826f17e80f54926
nl.reinkrul.nuts	java-client	6.0.0		aa8bd97fc1e145679fac4bee88c3386f32345015
nl.reinkrul.nuts	java-client	6.0.1		d4923f7db4a883464f007fe7170aee711153ad65
org.apache.edgent	edgent-connectors-websocket-jetty	1.2.0		b1f680a7184aa62a413c6c8ae82e36834704280a
org.apache.kylin	kylin-storage-hbase	1.5.0		ef81c934dee389557aceb7757124935ace775e3d
org.apache.kylin	kylin-storage-hbase	1.5.0	coprocessor	30b5621e74934ef8199c61cdbaa1c3bcf494383f
org.apache.kylin	kylin-storage-hbase	1.5.1		65666a9934481b33c54c511296764943101ba365
org.apache.kylin	kylin-storage-hbase	1.5.1	coprocessor	de4d74113adcc7534cfb333de4af28c00a8e3f8b
org.apache.kylin	kylin-storage-hbase	1.5.2		f7f5c259015b9f066e4a054db1e6fbe02c607dcf
org.apache.kylin	kylin-storage-hbase	1.5.2	coprocessor	ef2d0cb6b96fa2b6227334e06ceeb852325258ab
org.apache.kylin	kylin-storage-hbase	1.5.2.1		548f0da7feb266714ee2b4161cd45778c1b195e2
org.apache.kylin	kylin-storage-hbase	1.5.2.1	coprocessor	fba9cdb7e03e8e80cd0cd438794b2a850c269ca5
org.apache.kylin	kylin-storage-hbase	1.5.3		28d63e415a8a1a0745c0f53cc6cd19a4d99081fa
org.apache.kylin	kylin-storage-hbase	1.5.3	coprocessor	ec99c37badb2811e6b3fec4b78fe54a3e258f683
org.apache.kylin	kylin-storage-hbase	1.5.4		044e77373a22c7c77492f8a1c31db9e58a74341f
org.apache.kylin	kylin-storage-hbase	1.5.4	coprocessor	0b5ba90c09569ebb63b1bb9e0f81e018e4f24263
org.apache.kylin	kylin-storage-hbase	1.5.4.1		1fc461e799969caca57e05e3a9e9479a6f3547a7
org.apache.kylin	kylin-storage-hbase	1.5.4.1	coprocessor	65a67a0ffd0f8930797e282bf4dca6fcd72d939d
org.apache.kylin	kylin-storage-hbase	1.6.0		fb951e37d19ec4744f379d206684892aadbe49a6
org.apache.kylin	kylin-storage-hbase	1.6.0	coprocessor	94cad4cec66c5eea02200c2b098df87e333ecfe9
org.apache.kylin	kylin-storage-hbase	2.0.0		7eaa17ab07cb1a312abba830cefd7a3ef972291a
org.apache.kylin	kylin-storage-hbase	2.0.0	coprocessor	078d3ae73754c1d93c297a5f5646ca34680e6593
org.apache.kylin	kylin-storage-hbase	2.1.0		2fb6e7180b4ea9c43388e7400d5f010a56381ce0
org.apache.kylin	kylin-storage-hbase	2.1.0	coprocessor	b45e62eaf521d1e5205be9bbecb3f3231ca33e1d
org.apache.kylin	kylin-storage-hbase	2.2.0		8f0f1892f168a6c31be4d1e04db8f4113af27b53
org.apache.kylin	kylin-storage-hbase	2.2.0	coprocessor	92c13a27019c061b25815701eb6f17b6cd909d1e
org.apache.kylin	kylin-storage-hbase	2.3.0		e02074a574621115e30a58c322130bcdc4214a49
org.apache.kylin	kylin-storage-hbase	2.3.0	coprocessor	9cdf00274bd70917f2cec964a5526586576e2fde
org.apache.kylin	kylin-storage-hbase	2.3.1		ba0c478a0706104b2f9a73fca3f4e362ed40d69f
org.apache.kylin	kylin-storage-hbase	2.3.1	coprocessor	4b81a7e28f20a35f95fdb482761dcf8062012ed6
org.apache.kylin	kylin-storage-hbase	2.3.2		b852a4ddeb27e95c6e6e87ed30ba0077ce33d02e
org.apache.kylin	kylin-storage-hbase	2.3.2	coprocessor	30d558ec20baef5b56365f558b43aeef46a90ad0
org.apache.kylin	kylin-storage-hbase	2.4.0		3cddba20233de9bb3fefcfb069dc89d881aab713
org.apache.kylin	kylin-storage-hbase	2.4.0	coprocessor	d463afd52ca41f7d701e26ceb7a37cfdc11e9e31
org.apache.kylin	kylin-storage-hbase	2.4.1		8f8d5dce97d667f9fc398ea00f496646360f4141
org.apache.kylin	kylin-storage-hbase	2.4.1	coprocessor	146861763dd0117d0662a770d2c257f295845aa5
org.apache.kylin	kylin-storage-hbase	2.5.0		e9adf0d70e974b174ee56f0ff756a21849c4f3fb
org.apache.kylin	kylin-storage-hbase	2.5.0	coprocessor	f55d9d88ba073007174713c64c9a50e238a8e727
org.apache.kylin	kylin-storage-hbase	2.5.1		7671b8d626729d913c5f7c04e098ffd4d9a67bca
org.apache.kylin	kylin-storage-hbase	2.5.1	coprocessor	1213f704d2bf5c09524d2526069c4e7cabc86830
org.apache.kylin	kylin-storage-hbase	2.5.2		eecdb914e0b3f916fc30718099b405c29e4c5801
org.apache.kylin	kylin-storage-hbase	2.5.2	coprocessor	26006ba3806280d809003dc61b71b793241512b1
org.apache.kylin	kylin-storage-hbase	2.6.0		58de46f106307920dad3085973b718ddb77d1153
org.apache.kylin	kylin-storage-hbase	2.6.0	coprocessor	53073163c348b9a19a6138e040b2daf136d0df04
org.apache.kylin	kylin-storage-hbase	2.6.1		0bff47b5d58fc717fbae9796e7c387e898224994
org.apache.kylin	kylin-storage-hbase	2.6.1	coprocessor	c03f20c49df4389754a63cc96362a0fb79cd8964
org.apache.kylin	kylin-storage-hbase	2.6.2		53f24130aa39d5ac7fd47ae43e8e4db59f0ac740
org.apache.kylin	kylin-storage-hbase	2.6.2	coprocessor	65d8b8f6cfc4b23b29cd577b96f1707ab4791233
org.apache.kylin	kylin-storage-hbase	2.6.3		87fa5085c582cf2ad70f438a7beda0980a136bf7
org.apache.kylin	kylin-storage-hbase	2.6.3	coprocessor	34d29ac2c77a7bb74208bf116e15cc9a323d8fd3
org.apache.kylin	kylin-storage-hbase	2.6.4		ebcdbe0591678ffe60c7a1b99ee1827997cffec3
org.apache.kylin	kylin-storage-hbase	2.6.4	coprocessor	b81b2d88ade49bafe6e9b0d611e4bf97d1de4733
org.apache.kylin	kylin-storage-hbase	2.6.5		faca4b334e48495e7421365a02851d0523f01fcc
org.apache.kylin	kylin-storage-hbase	2.6.5	coprocessor	0a9b7aaa003894db1c7f71f36e2421e609c921d8
org.apache.kylin	kylin-storage-hbase	2.6.6		26599b48e730a5d232b4a4ba9a629498b506ba9f
org.apache.kylin	kylin-storage-hbase	2.6.6	coprocessor	6e5f87b7ad56710b80c3f6a68172b6efce57d01e
org.apache.kylin	kylin-storage-hbase	3.0.0		3a7f74f0c0069336584a9ce3b5efb30bc03c5f1f
org.apache.kylin	kylin-storage-hbase	3.0.0	coprocessor	b9c06f6573b23cbf33cb7683c5634d21f7ef5812
org.apache.kylin	kylin-storage-hbase	3.0.0-alpha		1f099a431eb9d01883efa51920387f3760d7aacb
org.apache.kylin	kylin-storage-hbase	3.0.0-alpha	coprocessor	e916301da785b6c756bae111561caa9cd30abf14
org.apache.kylin	kylin-storage-hbase	3.0.0-alpha2		0e52901b3d8d0d18280cf601cb98c80cdb836b2f
