ai.swim	swim-dynamic-api	3.10.0		ad9e2fc1120bb49e05be3d652f2c77b80addb33e
com.gitee.fubluesky.kernel	auth-sdk	1.3.0		b09c99ac459ff378ceacbb44ba8be4136cd68bc8
com.gitee.fubluesky.kernel	auth-sdk	1.3.1		f31fbb6cbb15d66c32cb1c2a357990cb2dc32bd8
com.gitee.fubluesky.kernel	auth-sdk	1.3.2		de071240d3ebe482ea4732a56a4e0277a7ce8de7
com.gitee.fubluesky.kernel	auth-sdk	1.4.1		65336694b5de43f900c1a7d6959d732aa8e4fe35
com.gitee.fubluesky.kernel	auth-sdk	1.4.2		6a77f9e25472090690910fa3ea4a3140a6a4ddd3
com.gitee.fubluesky.kernel	auth-sdk	1.4.3		45472c87e7afae24178842de5abb78d482630e47
com.gitee.fubluesky.kernel	auth-sdk	1.4.4		a7bd4a15f4d91524030a6e73b05c47af7ef472fd
com.gitee.fubluesky.kernel	auth-sdk	1.5.0		08892aca9139247c914745b508d1db555406c31a
com.gitee.fubluesky.kernel	auth-sdk	1.5.1		360d3f691a5a09b555234b975b4a29ee348a3ce9
com.gitee.fubluesky.kernel	auth-sdk	1.5.2		c9b7e57e23cdbc8e67551b238416ca7abb10fa26
com.gitee.fubluesky.kernel	auth-sdk	1.5.3		f1f88ef3f860518687e73a4d52756cab1633a97d
com.gitee.fubluesky.kernel	auth-sdk	1.5.4		7cf474390b0e3840d9c1139ac988640626a9e675
com.gitee.fubluesky.kernel	auth-sdk	1.5.5		6fdba8a3d164268f9c060ca2e0a281f2c1019c76
com.gitee.fubluesky.kernel	auth-sdk	1.5.6		32d5c4f9e9db11f30d63639aa54516f5565cb265
com.gitee.fubluesky.kernel	auth-sdk	1.6.0		d947c89a0624ecb395ee29fa35a64ff3ce5a4fe0
com.gitee.fubluesky.kernel	auth-sdk	1.6.10		3a9fa092ea6f8637edafe0a1089d84822f19b805
com.gitee.fubluesky.kernel	auth-sdk	1.6.2		22b1bf9dde5de3dc4bba8466a2e14035b2790a56
com.gitee.fubluesky.kernel	auth-sdk	1.6.3		3e4a8719decdcd11da8157c7a6b7a80428d10119
com.gitee.fubluesky.kernel	auth-sdk	1.6.4		98d417e3034683a8841cf1303e877ace859c8aad
com.gitee.fubluesky.kernel	auth-sdk	1.6.5		70b9b554ac44da2fa17ebaf8d666735bb1616004
com.gitee.fubluesky.kernel	auth-sdk	1.6.6		cf5e83a124b4580face978b35e3046f4eb53adf9
com.gitee.fubluesky.kernel	auth-sdk	1.6.7		b5cae9840037e29df5335b7f810789d59bc8409f
com.gitee.fubluesky.kernel	auth-sdk	1.6.8		60e2f4a111c356ef2fb04d6bb5328b9b1918124e
com.gitee.fubluesky.kernel	auth-sdk	1.6.9		3e34cf099aa6977e529be3fe9eb81bc2e0ca2f98
com.gitee.fubluesky.kernel	auth-sdk	1.7.0		cb87ca9b79a1ec565616088cf7c9858643db5441
com.gitee.fubluesky.kernel	auth-sdk	1.7.1		bcdee1bc7745369372eb4832c64dca81a9bad51b
com.gitee.fubluesky.kernel	auth-sdk	2.0.0-M1		07cd3f74f510fc479481af1b374a4acfee73d733
com.gitee.suveng	util-spring	1.0.14		2d0701150e10b9eee3c3a18a6772b699ea03a55a
com.gitee.suveng	util-spring	1.0.15		fed9a81d371a17219fc4d8279021c173191aac09
com.gitee.suveng	util-spring	1.0.16		d0809cd3e6132dbe591d5b4d4b683ec36da73cfb
com.gitee.suveng	util-spring	1.0.4		03fd78769df728074513b07a114f1d15f2a98494
com.gitee.suveng	util-spring	1.0.5		bf68efe6a219680e7fb0955881b03b2d215b81c8
com.gitee.suveng	util-spring	1.0.6		74f0cafd11296ec0811ce52b8a8cb8294ad2cc76
com.gitee.suveng	util-spring	1.0.7		eb110c5eb81d5d6c30a5aee63addb146d4757bcd
com.gitee.suveng	util-spring	1.0.8		ca4030d0f073a14251a141e8707cf0faeb77d364
com.github.ToolUtils	daoge-common	1.0.2		27780c6257b64ccebaf4f70aa98c79d1bc0358bb
com.github.jodersky	flow-native_2.10	2.0.0		28b967d52d73c211f0f734ff79be644a491890c5
com.github.jodersky	flow-native_2.10	2.0.0-RC3		c5334cf3324a4a847c27c1f322fbcaf6c23d2c5a
com.github.jodersky	flow-native_2.10	2.0.0-RC4		2fc3fb69df9af7fed6b4072bf836c92c7f629648
com.github.jodersky	flow-native_2.10	2.0.1		5399e1b7a83f3f927923e69fa77a5d59bc6f2290
com.github.masontool	reflect	1.0.0		42dff34fee720c25520768935e7e0f6c42cf5df5
com.github.masontool	reflect	2.0.0		ddde2660e188df2e528cc093a1f9587385573edb
com.github.masontool	reflect	2.0.1		da2f4c45a4f38101d6e46c4bbb186c872612a6c8
com.github.masontool	reflect	2.1.0		7c8ab4cff8f56de7c8df78fc75643d0d2d499c94
com.github.masontool	reflect	2.1.1		9e8e0e9d4f0fbb56b7c2b755010a9d8aeba370ba
com.github.masontool	reflect	2.2.0		f29d730119dd436c486ec1075ba713cf4b2b6413
com.hellokaton	blade-log	0.2.0		8e2859adfd60133318113369ec13ddb077514185
com.hellokaton	blade-log	0.2.0	jar-with-dependencies	2f24744abb563a8c2b104e4b9400a4a3e5a31239
com.mizhousoft.boot	restclient-spring-boot-starter	1.0.2		20fcc91a98eb4eb89100097275a7cbc3898e88df
com.mizhousoft.boot	restclient-spring-boot-starter	1.1.0		9941814dcbca4651bf5f9dbb0f06214ee10d9965
com.mizhousoft.boot	restclient-spring-boot-starter	1.2.0		378ec8d203edabfbbfadab5cd5767bcab7ecc886
com.mizhousoft.boot	restclient-spring-boot-starter	1.3.0		e2638c84bc69a7358d74b319f5d60743d78ef398
com.mizhousoft.boot	restclient-spring-boot-starter	1.4.0		7d68db536c805fc5a189394c4b80b818a6c9bec1
com.mizhousoft.boot	restclient-spring-boot-starter	1.5.0		1a3f79c6c93735953ee732b1f1737fe3a85a7004
com.mizhousoft.boot	restclient-spring-boot-starter	1.6.0		f6a69f9ae959058abc3faff0c253423183abae8e
com.mofum.scope	scope-common	1.0.0.1.RELEASE		ad1d031a559b925b938d277fb3f5cc0dd195eb03
com.mofum.scope	scope-common	1.0.0.RELEASE		89a71b9870db3a8dca75fcdd1b99c69a957c943f
com.mofum.scope	scope-common	2.0.0.BETA		2e172b6a7a614975b7e567b76f5e88e4f45291c8
com.mofum.scope	scope-common	2.0.0.BETA2		7a9662de15cfc70e61b84e19f4d37ff6356eef21
com.mofum.scope	scope-common	2.0.0.BETA3		16707de37edb4a2bdb58875106407416af414893
com.mofum.scope	scope-common	2.0.0.RELEASE		d4dfb3433f81b5574563d105ab0d0dca2edd9208
com.nbsaas.boot	code-article-generator	1.0.1-2024		b915f9c6408e3d7413ae00a42d02930580a2eb4e
com.nbsaas.boot	code-article-generator	1.0.4-2024		b01ec9647f26a277d7e159b7d4896bbaf97b2002
com.netflix.iep	iep-spring-spectatord	4.0.0		8e127bf69ecadd3a10ce17fa7311d3719fc68426
com.netflix.iep	iep-spring-spectatord	4.0.1		86e1dc1efeed14c04a14bdeedb905fe3e5dc02b7
com.netflix.iep	iep-spring-spectatord	4.0.2		0a45b19df4589eb296482248efef09f362087b23
com.netflix.iep	iep-spring-spectatord	4.0.3		f5bb055c5c79a517d21fa542cf068b35576b462a
com.netflix.iep	iep-spring-spectatord	4.0.4		a5ff3a79e0ad00a1c8e1bd893064e33040aa7f64
com.netflix.iep	iep-spring-spectatord	4.1.0		90bd5ced3185793bc89703dfffcc041fe95e381a
com.netflix.iep	iep-spring-spectatord	4.1.1		aa1139d5d18ac5b78bed7a606ac91abbc85d0f60
com.netflix.iep	iep-spring-spectatord	4.2.0		1f083e8f304df802cc73268373e4ab15a948c928
com.netflix.iep	iep-spring-spectatord	4.2.1		c720c857026d334dae959bf638cbbd4786eecd91
com.netflix.iep	iep-spring-spectatord	5.0.0		04b5191aa30144bb52ea4a3038b7dbca97ce6267
com.netflix.iep	iep-spring-spectatord	5.0.1		fa78af17edcb5d455c153eddae23ca5b68e502b3
com.netflix.iep	iep-spring-spectatord	5.0.10		363745dd0247bf1a34aef6a77b5389d1519cff8e
com.netflix.iep	iep-spring-spectatord	5.0.11		a144117b1bfe50ff7208a74c0538144fd133c5e6
com.netflix.iep	iep-spring-spectatord	5.0.12		bb7a2ed62f15a6eb9cd591daeb4204c000747696
com.netflix.iep	iep-spring-spectatord	5.0.13		f87f810da64226f4eac44c627347a7e389b1e1b6
com.netflix.iep	iep-spring-spectatord	5.0.14		a905c01287de0c8bde7a0f9b259e1b2d6a0293f0
com.netflix.iep	iep-spring-spectatord	5.0.15		93deaa91db16d439df2f68493de95875cae32690
com.netflix.iep	iep-spring-spectatord	5.0.16		37a9c7cf956d615f65a95b95d5513a20facf952c
com.netflix.iep	iep-spring-spectatord	5.0.17		883be220818d95c16245ba04edcf992d7812fd6f
com.netflix.iep	iep-spring-spectatord	5.0.18		b122d2d527aa43ab232f726b00e13bb75fc7e1fb
com.netflix.iep	iep-spring-spectatord	5.0.19		09e648f100d2e43f314b140807059135db5c1e6e
com.netflix.iep	iep-spring-spectatord	5.0.2		a898f8c2a8fac08ef44b46e988c662b22bf674b0
com.netflix.iep	iep-spring-spectatord	5.0.20		8b23e851ab61c05c9153315a58d9c3abe2f483ea
com.netflix.iep	iep-spring-spectatord	5.0.21		92c8d352d4100220972535ecf57e1bca199353c2
com.netflix.iep	iep-spring-spectatord	5.0.22		325fafea8513fb305961a34749c265dd8fb3f87f
com.netflix.iep	iep-spring-spectatord	5.0.23		35cd725eb788c42ad3bbee84837eae22ba3cdb2a
com.netflix.iep	iep-spring-spectatord	5.0.24		0da33c97e642b613a5fe3c29ab4648ac3fbf358d
com.netflix.iep	iep-spring-spectatord	5.0.25		6df43657d8245fdb72e600d3f9bd2cee0d45c736
com.netflix.iep	iep-spring-spectatord	5.0.26		3c33e4f87effaf50c8798b7145826e35015839ab
com.netflix.iep	iep-spring-spectatord	5.0.27		ed6a25c34b2d9f63d83016a8896e45679c8af84f
com.netflix.iep	iep-spring-spectatord	5.0.28		daec1e3dee0b2891af00e7578ba4005204a26fba
com.netflix.iep	iep-spring-spectatord	5.0.29		e3a7b88b1c644cadc40b918e4526af5556edf669
com.netflix.iep	iep-spring-spectatord	5.0.3		c844fab94925dc74f95cd6e55206610aab263663
com.netflix.iep	iep-spring-spectatord	5.0.30		9be9d1b88f9f10c478fa68c976a785e7d5a5896a
com.netflix.iep	iep-spring-spectatord	5.0.31		7eb3a57a6fb638cc723f3d9036391568d0e77ae6
com.netflix.iep	iep-spring-spectatord	5.0.32		8bc66aefee87f74bb0c3f1ed3e6e1d41941ae210
com.netflix.iep	iep-spring-spectatord	5.0.33		ad7aa0815624ca6d24c4fdf879076350a44face1
com.netflix.iep	iep-spring-spectatord	5.0.4		16909e874d619b0eb1e5d8bff0e7d1dfd7567381
com.netflix.iep	iep-spring-spectatord	5.0.5		afe21e658b0c78cc10847a8cf72a825dfc130419
com.netflix.iep	iep-spring-spectatord	5.0.6		be5a3877566d4c37136785c2ebb750cd91ad2b65
com.netflix.iep	iep-spring-spectatord	5.0.7		40a41975d981e18d7f481aab55e7b4b7bc8db075
com.netflix.iep	iep-spring-spectatord	5.0.8		4b76543b3f8ed486d14070e4b71ed05757d733f5
com.netflix.iep	iep-spring-spectatord	5.0.9		33b3c391fd339f1d5fcdaf01415d9bc6b99e52f6
com.netflix.iep	iep-spring-spectatord	5.1.0		937ba157a854ab7ef84b38982ff1b28b7a49159a
com.netflix.iep	iep-spring-spectatord	5.1.1		39d656734e39ccd1727d7bceab83ec9b82e8d3ae
com.oceanbase	oceanbase-client	2.4.0		d31a70a6ef92184f6ceb3235b4804647f3a3e765
com.oceanbase	oceanbase-client	2.4.1		e8872552ffb8a5800eff9bab369e3d2d745d026d
com.oceanbase	oceanbase-client	2.4.10		f6f336220c6d710dd75f1bc8bcf6a3409353a623
com.oceanbase	oceanbase-client	2.4.11		3bd19149a16445fb84e03d47e1b1d471e41b9a60
com.oceanbase	oceanbase-client	2.4.12		317cbc871a1f94bb83534bbf9f28b1c80f50cb5c
com.oceanbase	oceanbase-client	2.4.13		f763a734b18b32af3317f207941c0096d2c69938
com.oceanbase	oceanbase-client	2.4.14		babf6811bf2eb4dcb89199027a1aee13008a7d17
com.oceanbase	oceanbase-client	2.4.2		8174ce382c66ceffeabddf8fcb4bd641cab28e79
com.oceanbase	oceanbase-client	2.4.3		7668e68a412b81d624e3cf27c4a0b03c55653bde
com.oceanbase	oceanbase-client	2.4.4		db52b14671d474e3fb3b0fbac1a0195518241771
com.oceanbase	oceanbase-client	2.4.5		c9df7cb0fc253187f0611be20bc752aabc6019b9
com.oceanbase	oceanbase-client	2.4.6		a8a9eea2bcdde4792117a7d7d04dab792cd0cad6
com.oceanbase	oceanbase-client	2.4.7.1		88a5956410711b2de49756d67b4ba84ab19b086b
com.oceanbase	oceanbase-client	2.4.8		5d69398542e21c2df826c2940efbb6326f05105e
com.oceanbase	oceanbase-client	2.4.9		cf94e418165bf0b582bc9c4b853ad1efcb464b28
com.octo.captcha	jcaptcha-api	1.0		ff18fc63ff3871f11f5d59d929630c34ea793069
com.pepegar	hammock-circe_2.11	0.6.2		4037e2a98fd9bbb0d9fa79e9cb961b00a7aa9a84
com.pepegar	hammock-circe_2.11	0.6.3		9575a87a81a527df510c8e79c1cc2d18bb023c87
com.pepegar	hammock-circe_2.11	0.6.4		65618824f6c5a1db1d81e47f31a60a4f78e8e0bf
com.pepegar	hammock-circe_2.11	0.7.0		16829dbea8ceab7ad235305a725315033c2d6530
com.pepegar	hammock-circe_2.11	0.7.1		5cd20690d30fdcadf85578a6916e6ac4a8a48d46
com.pepegar	hammock-circe_2.11	0.8.0		67b64e65dfc20af447392df9ea648fa70eef3650
com.pepegar	hammock-circe_2.11	0.8.1		35338325ae2b4342363c5c107100930830229310
com.pepegar	hammock-circe_2.11	0.8.2		7d02eda277eca623b9d850f82e0be41fb7fd71a1
com.pepegar	hammock-circe_2.11	0.8.3		a88f3ca4d178e0f4a31f8541f2e0a285637451a1
com.pepegar	hammock-circe_2.11	0.8.4		1aff6df104c7e179828842c78698ce38d058452f
com.pepegar	hammock-circe_2.11	0.8.5		cfe1f76a3cb8b86d01d8149188b89c2ee786d85d
com.pepegar	hammock-circe_2.11	0.8.6		c770f9109cc35e913ddad842509004e842e4ecbb
com.pepegar	hammock-circe_2.11	0.8.7		e98cf5faebca92938d8417d2d23ae41f2096b42e
com.pepegar	hammock-circe_2.11	0.9.0		80ae55d8988b9e93c707353a83003887035a778b
com.pepegar	hammock-circe_2.11	0.9.1		3b154047b573acd96660c7394cf822dbaad60bdc
com.pepegar	hammock-circe_2.11	0.9.2		13750d498fd6746e5c7e7df95fa0e862795a2205
com.plusmobileapps	paging-iossimulatorarm64	0.1-alpha01		N/A
com.plusmobileapps	paging-iossimulatorarm64	0.1-alpha01	metadata	525412ce719659f2203dd532ab7a0e2a8abf037a
com.propensive	rapture-js_sjs0.6_2.11	2.0.0-M6		f3b931cea7aa8ea669d6d7766c6cc9e05a737bf3
com.propensive	rapture-js_sjs0.6_2.11	2.0.0-M7		5fb942b0ecf1d2f5409f802b4914e62d6bb03075
com.propensive	rapture-js_sjs0.6_2.11	2.0.0-M8		fbe42c16072e4d563349b4df2bb982cfdf3f3357
com.propensive	rapture-js_sjs0.6_2.11	2.0.0-M9		00a3872020957938703f4bb161506e5cb340ab0b
com.scleradb	sclera-plugin-csv_2.13	4.0		ebb71c19c0e4d06b8971b484767ed7a1704ddc2b
com.seanshubin.code.structure	code-structure-nameparser	1.0.0		5616dca58a42310e44c3e8c622201ef23f10900c
com.tigrisdata.tools	code-generator	1.0.0-alpha.1		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.10		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.2		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.3		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.4		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.5		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.6		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.7		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.8		N/A
com.tigrisdata.tools	code-generator	1.0.0-alpha.9		N/A
com.twitter.hraven	hraven-assembly	0.9.1		N/A
com.twitter.hraven	hraven-assembly	0.9.10		N/A
com.twitter.hraven	hraven-assembly	0.9.11		N/A
com.twitter.hraven	hraven-assembly	0.9.12		N/A
com.twitter.hraven	hraven-assembly	0.9.13		N/A
com.twitter.hraven	hraven-assembly	0.9.14		N/A
com.twitter.hraven	hraven-assembly	0.9.15		N/A
com.twitter.hraven	hraven-assembly	0.9.16		N/A
com.twitter.hraven	hraven-assembly	0.9.17.t03		N/A
com.twitter.hraven	hraven-assembly	0.9.17.t04		N/A
com.twitter.hraven	hraven-assembly	0.9.17.t05		N/A
com.twitter.hraven	hraven-assembly	0.9.2		N/A
com.twitter.hraven	hraven-assembly	0.9.3		N/A
com.twitter.hraven	hraven-assembly	0.9.4		N/A
com.twitter.hraven	hraven-assembly	0.9.5		N/A
com.twitter.hraven	hraven-assembly	0.9.6		N/A
com.twitter.hraven	hraven-assembly	0.9.7		N/A
com.twitter.hraven	hraven-assembly	0.9.8		N/A
com.twitter.hraven	hraven-assembly	0.9.9		N/A
com.twitter.hraven	hraven-assembly	1.0.1		N/A
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.10		860a48975844fe460ed3b7a8620dad0b2cbff868
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.11		a6983c7de5d0ae833f00d0bdc6d8b913cb4747d7
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.12		7b328da2302ef0fe4a4ed82cdb32848f751e4332
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.13		1212444b5e83decd34884c8791ee4b62969389fb
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.14		9de6b94b74577482c93ac78441baeadef5fec11f
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.4		59a47c8f1b907f126c4a54158ba5f181a7e3650b
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.5		178a303253157892f1ae66c27097de8ff0d21b6f
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.6		e24e621e8d0cbf334c4a3d44629b4b61373dd60e
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.7		62e0a8255df4270604e8dc0e54bea6b08acb59fe
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.8		cfcae6460839de499be987d3a348045ed56e0cfc
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.4.9		dbc093b4f66bf79675f263b31bfd6c6c34f4676e
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.5.0		cc3646fb66db67fa5e099c8fcccd82fb1900e632
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.6.0		fcc90bddaa7a2d94650b2ef200dcc4d8a168455f
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.6.1		70298dc23784e851c125ab7e89d0cde56ddd0c86
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.7.0		e3a3eb693127272ebbf37706607b362aff39ac57
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.8.0		267c4d37ded85d991e2913d8a2e7db3730479ecc
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.8.1		bf5df348d7840dabefa86aaeac5c041509cd5d37
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.9.0		e199ab164a7a88c42b01fea6def14c14c3a5170f
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.9.1		a7f2795aed3829004ba874cc7b2e30d51ca7eaf5
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.9.2		9e939ef5d00d946a4417ed20f1e03d6c213e976c
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.9.3		9819bbcfb27f76efa33a766f3c985e00846792a3
com.typesafe.conductr	akka23-conductr-lib-common_2.11	1.9.4		0e4dd1b05da024cfa0f3674ddb97d836b5037893
com.uid2	uid2-client	3.0.3		a93faaaedd6868d6a6e1f0277df30981fd7f58ef
com.uid2	uid2-client	3.0.3	jar-with-dependencies	19883002d4b72d8dbe3d22e460ef92b3392d2c7f
com.uid2	uid2-client	4.0.0		5851c8f5d582bb97add9fd46f6c26808fc6edfc6
com.uid2	uid2-client	4.0.0	jar-with-dependencies	22b93b39bac5faf54e24feadc34211585d9504d1
com.uid2	uid2-client	4.1.2		6443c4f22c3cfc353e47244322835a724199a7f8
com.uid2	uid2-client	4.1.2	jar-with-dependencies	5fbf50a46e5b4e7db37099accf644a9ad4288f3f
com.uid2	uid2-client	4.2.2-9c0ebaaaa9		066f896a2916c7a5eff731e51e234dfb2376b89b
com.uid2	uid2-client	4.2.2-9c0ebaaaa9	jar-with-dependencies	32f303b65f1dc9d5dd37898a3e659b85e5a78b62
com.uid2	uid2-client	4.2.4-dcf7ac1ce6		8a64ae40e35c703979f4aeb9b5e5ec0311364493
com.uid2	uid2-client	4.2.4-dcf7ac1ce6	jar-with-dependencies	5a384924f0d73c47bec640fe1b518be9a535378c
com.uid2	uid2-client	4.3.0-3f9bbbefc8		929e67e6a6ff2fa211b39825ad74ea1c4350cb77
com.uid2	uid2-client	4.3.0-3f9bbbefc8	jar-with-dependencies	5e62c822c605417cc329a3e111f024b9ff77c574
com.uid2	uid2-client	4.3.20-670656b0bf		e802ffd09e1b786de61a13482b9f4b8ccd110109
com.uid2	uid2-client	4.3.20-670656b0bf	jar-with-dependencies	e516da2493dfe5988a6f44aea2d66c2cfc713ce0
com.uid2	uid2-client	4.3.22		ccdd6a21b3e29595202fd10f52024efda9ec045c
com.uid2	uid2-client	4.3.22	jar-with-dependencies	f676dfb70b46bb811223528be4508390a305735a
com.uid2	uid2-client	4.5.0		4bbad4bd628bbe48f119274a6cc524547a988153
com.uid2	uid2-client	4.5.0	jar-with-dependencies	942681b724793467b7b9735aab8f332927e53e86
com.uid2	uid2-client	4.5.9		5a8ef7bfa32db83bddd1259f9f24df3237baeaf9
com.uid2	uid2-client	4.5.9	jar-with-dependencies	8230855fd443c294dd4930cd9b2c0ca8ee07ebad
com.uid2	uid2-client	4.6.0		f9f79665618127d347eb0cdf7ea3f5725ce44d51
com.uid2	uid2-client	4.6.0	jar-with-dependencies	71c2584fdef611b75c900d416d7ddac770bb1f48
com.vaadin	vaadin-login-flow-parent	1.0.0		N/A
com.vaadin	vaadin-login-flow-parent	14.10.0		N/A
com.vaadin	vaadin-login-flow-parent	14.10.1		N/A
com.vaadin	vaadin-login-flow-parent	14.10.10		N/A
com.vaadin	vaadin-login-flow-parent	14.10.11		N/A
com.vaadin	vaadin-login-flow-parent	14.10.12		N/A
com.vaadin	vaadin-login-flow-parent	14.10.2		N/A
com.vaadin	vaadin-login-flow-parent	14.10.3		N/A
com.vaadin	vaadin-login-flow-parent	14.10.4		N/A
com.vaadin	vaadin-login-flow-parent	14.10.5		N/A
com.vaadin	vaadin-login-flow-parent	14.10.6		N/A
com.vaadin	vaadin-login-flow-parent	14.10.7		N/A
com.vaadin	vaadin-login-flow-parent	14.10.8		N/A
com.vaadin	vaadin-login-flow-parent	14.10.9		N/A
com.vaadin	vaadin-login-flow-parent	14.11.0		N/A
com.vaadin	vaadin-login-flow-parent	14.11.1		N/A
com.vaadin	vaadin-login-flow-parent	14.11.10		N/A
com.vaadin	vaadin-login-flow-parent	14.11.11		N/A
com.vaadin	vaadin-login-flow-parent	14.11.12		N/A
com.vaadin	vaadin-login-flow-parent	14.11.13		N/A
com.vaadin	vaadin-login-flow-parent	14.11.2		N/A
com.vaadin	vaadin-login-flow-parent	14.11.3		N/A
com.vaadin	vaadin-login-flow-parent	14.11.4		N/A
com.vaadin	vaadin-login-flow-parent	14.11.5		N/A
com.vaadin	vaadin-login-flow-parent	14.11.6		N/A
com.vaadin	vaadin-login-flow-parent	14.11.7		N/A
com.vaadin	vaadin-login-flow-parent	14.11.8		N/A
com.vaadin	vaadin-login-flow-parent	14.11.9		N/A
com.vaadin	vaadin-login-flow-parent	14.12.0		N/A
com.vaadin	vaadin-login-flow-parent	14.12.1		N/A
com.vaadin	vaadin-login-flow-parent	14.12.2		N/A
com.vaadin	vaadin-login-flow-parent	14.12.3		N/A
com.vaadin	vaadin-login-flow-parent	14.12.4		N/A
com.vaadin	vaadin-login-flow-parent	14.12.5		N/A
com.vaadin	vaadin-login-flow-parent	14.12.6		N/A
com.vaadin	vaadin-login-flow-parent	14.12.7		N/A
com.vaadin	vaadin-login-flow-parent	14.12.8		N/A
com.vaadin	vaadin-login-flow-parent	14.4.10		N/A
com.vaadin	vaadin-login-flow-parent	14.4.3		N/A
com.vaadin	vaadin-login-flow-parent	14.4.4		N/A
com.vaadin	vaadin-login-flow-parent	14.4.8		N/A
com.vaadin	vaadin-login-flow-parent	14.5.0		N/A
com.vaadin	vaadin-login-flow-parent	14.5.1		N/A
com.vaadin	vaadin-login-flow-parent	14.5.2		N/A
com.vaadin	vaadin-login-flow-parent	14.5.3		N/A
com.vaadin	vaadin-login-flow-parent	14.5.4		N/A
com.vaadin	vaadin-login-flow-parent	14.5.5		N/A
com.vaadin	vaadin-login-flow-parent	14.6.0		N/A
com.vaadin	vaadin-login-flow-parent	14.6.1		N/A
com.vaadin	vaadin-login-flow-parent	14.6.2		N/A
com.vaadin	vaadin-login-flow-parent	14.6.3		N/A
com.vaadin	vaadin-login-flow-parent	14.6.4		N/A
com.vaadin	vaadin-login-flow-parent	14.6.5		N/A
com.vaadin	vaadin-login-flow-parent	14.6.6		N/A
com.vaadin	vaadin-login-flow-parent	14.6.7		N/A
com.vaadin	vaadin-login-flow-parent	14.6.8		N/A
com.vaadin	vaadin-login-flow-parent	14.6.9		N/A
com.vaadin	vaadin-login-flow-parent	14.7.0		N/A
com.vaadin	vaadin-login-flow-parent	14.7.1		N/A
com.vaadin	vaadin-login-flow-parent	14.7.2		N/A
com.vaadin	vaadin-login-flow-parent	14.7.3		N/A
com.vaadin	vaadin-login-flow-parent	14.7.4		N/A
com.vaadin	vaadin-login-flow-parent	14.7.5		N/A
com.vaadin	vaadin-login-flow-parent	14.7.6		N/A
com.vaadin	vaadin-login-flow-parent	14.7.7		N/A
com.vaadin	vaadin-login-flow-parent	14.7.8		N/A
com.vaadin	vaadin-login-flow-parent	14.8.0		N/A
com.vaadin	vaadin-login-flow-parent	14.8.1		N/A
com.vaadin	vaadin-login-flow-parent	14.8.10		N/A
com.vaadin	vaadin-login-flow-parent	14.8.11		N/A
com.vaadin	vaadin-login-flow-parent	14.8.12		N/A
com.vaadin	vaadin-login-flow-parent	14.8.13		N/A
com.vaadin	vaadin-login-flow-parent	14.8.14		N/A
com.vaadin	vaadin-login-flow-parent	14.8.15		N/A
com.vaadin	vaadin-login-flow-parent	14.8.16		N/A
com.vaadin	vaadin-login-flow-parent	14.8.17		N/A
com.vaadin	vaadin-login-flow-parent	14.8.18		N/A
com.vaadin	vaadin-login-flow-parent	14.8.19		N/A
com.vaadin	vaadin-login-flow-parent	14.8.2		N/A
com.vaadin	vaadin-login-flow-parent	14.8.20		N/A
com.vaadin	vaadin-login-flow-parent	14.8.3		N/A
com.vaadin	vaadin-login-flow-parent	14.8.4		N/A
com.vaadin	vaadin-login-flow-parent	14.8.5		N/A
com.vaadin	vaadin-login-flow-parent	14.8.6		N/A
com.vaadin	vaadin-login-flow-parent	14.8.7		N/A
com.vaadin	vaadin-login-flow-parent	14.8.8		N/A
com.vaadin	vaadin-login-flow-parent	14.8.9		N/A
com.vaadin	vaadin-login-flow-parent	14.9.0		N/A
com.vaadin	vaadin-login-flow-parent	14.9.1		N/A
com.vaadin	vaadin-login-flow-parent	14.9.2		N/A
