aspectwerkz	aspectwerkz-nodeps-jdk14	2.0		823c730aabb6e15a283a128dea9c2ad51db7768a
com.facebook.presto	presto-session-property-managers	0.227		337bc28764979b2fea1b945ec40315b3bd4b263a
com.facebook.presto	presto-session-property-managers	0.228		3d4dd5e36a21442b59bf0cb4eb3647879f7ee06b
com.facebook.presto	presto-session-property-managers	0.229		daf9c72af3da361d162a8c36eede22ed19ca774a
com.facebook.presto	presto-session-property-managers	0.230		1c8de314012f14d419b9cd344e35c97d67728f4b
com.facebook.presto	presto-session-property-managers	0.231		9c38e91c302e34f95bfec298b1fbb748e6ed9288
com.facebook.presto	presto-session-property-managers	0.231.1		60309abd9226ea3388f27a4231f1d84f61f084e4
com.facebook.presto	presto-session-property-managers	0.232		1b7df934e8960b96ed6c0a96556ea60258ea345b
com.facebook.presto	presto-session-property-managers	0.233		861229b0e5211b6b53200ffde87a37124292d3b7
com.facebook.presto	presto-session-property-managers	0.233.1		bf1db1545e00c4e58e7c9038709781abc4a9d1fc
com.facebook.presto	presto-session-property-managers	0.234		fbf7e1f0dfcdfccdb6b60c6b2dc5529fa4d378bb
com.facebook.presto	presto-session-property-managers	0.234.1		cc26e16a1a36da5ca4021d80ee8112825dd94aa3
com.facebook.presto	presto-session-property-managers	0.234.2		7b650ad223b8a1d5e59c186d796cd4006630f42f
com.facebook.presto	presto-session-property-managers	0.234.3		00443479a1544075a190b7b2c5f9800dfd90e6bd
com.facebook.presto	presto-session-property-managers	0.235		c91eb60756b7440e366006ad81524a2024bd93f7
com.facebook.presto	presto-session-property-managers	0.235.1		7e55c7c85cfd3da75fad655998baaafacb61f895
com.facebook.presto	presto-session-property-managers	0.236		ee3189c1486c7a75103ab39d062ecfb1e2fdd0da
com.facebook.presto	presto-session-property-managers	0.236.1		230ef90c76cb23764ac07749c5ace0d30418f65b
com.facebook.presto	presto-session-property-managers	0.237		6a2b28b176d5e04168091d0d3c9ffcb96d8c9056
com.facebook.presto	presto-session-property-managers	0.237.1		6384a305c7bcbe000592ea530e3f91e8c62a87fc
com.facebook.presto	presto-session-property-managers	0.237.2		565a1999bee162096c436dacf2d4174654d85a07
com.facebook.presto	presto-session-property-managers	0.238		b0c2af5a38c45dcb8983eade0df4cb510c471bd5
com.facebook.presto	presto-session-property-managers	0.238.1		ec4ca0f80c8fdd391e647d48b1f0c040a779d42c
com.facebook.presto	presto-session-property-managers	0.238.2		12f9605a2f74caa08fa3da83857f7add4f33e072
com.facebook.presto	presto-session-property-managers	0.239		bad8974822bd06efca9bb43ab210f9626b4ca534
com.facebook.presto	presto-session-property-managers	0.239.1		7b447edbd2c80b97f2b0cc2b5e8f5e608da4e8cc
com.facebook.presto	presto-session-property-managers	0.239.2		120061d7e07416e95871d6c6e1f64a9b5951fae6
com.facebook.presto	presto-session-property-managers	0.239.3		8c83217ef01208573fd2774af1001869464e2da0
com.facebook.presto	presto-session-property-managers	0.240		b1f4e0b47fd95f54cfed05944396bf0c47571a22
com.facebook.presto	presto-session-property-managers	0.240.1		045c467265b6fd4ba0c30f6cde813c956301d447
com.facebook.presto	presto-session-property-managers	0.241		770dd5870e6820bd244ef03e110a3f3e8ed63d05
com.facebook.presto	presto-session-property-managers	0.242		425cfcd3c621550af62d496df14b02b8ebc5c7df
com.facebook.presto	presto-session-property-managers	0.242.1		4b0a60c7c2f12cca3e183d5f8aa19efffcb74171
com.facebook.presto	presto-session-property-managers	0.243		22d04c4c42a59ed1eba556e8f8be6347aeffee2b
com.facebook.presto	presto-session-property-managers	0.243.1		34a46d8dd082af0a78595820100ec2bd7dcd44e7
com.facebook.presto	presto-session-property-managers	0.243.2		ecb582237c818f73751338accacf9832c9f58e5e
com.facebook.presto	presto-session-property-managers	0.243.3		acd9983f506fa9c7505598bf9aeab82fd5386fc6
com.facebook.presto	presto-session-property-managers	0.243.4		e1a31cc7c63f7e538e64f7dce8b2f87a180ee643
com.facebook.presto	presto-session-property-managers	0.244		e8173e1b587daabd4bfbe976781e6cfadf35b197
com.facebook.presto	presto-session-property-managers	0.244.1		9ccea369472a641481461668ac617c05a334f98f
com.facebook.presto	presto-session-property-managers	0.245		7e4ef70a875ed0fe47e69889aff096adb1f50ee7
com.facebook.presto	presto-session-property-managers	0.245.1		a4c1af707f90827df8f40b0ce32d8833410fb106
com.facebook.presto	presto-session-property-managers	0.246		ceda9460a92b0c6dc66fe7b98741f23acdf9b2b8
com.facebook.presto	presto-session-property-managers	0.247		77c4c6e6b7b330bceb404edf1e3f90d62be0b168
com.facebook.presto	presto-session-property-managers	0.248		48793f061a91c24ecad96e4184be8b36d1e7744b
com.facebook.presto	presto-session-property-managers	0.248.1		39dd752c32ff238025cb6b0e792d45f17a82fa84
com.facebook.presto	presto-session-property-managers	0.249		176bb8d8f7af8eb44948687805742f13cc792899
com.facebook.presto	presto-session-property-managers	0.249.1		866891c17eae03efb2f242367109b4138eaa9c16
com.facebook.presto	presto-session-property-managers	0.250		aee8449067d15ff5afe6623d9e94db9753039c0e
com.facebook.presto	presto-session-property-managers	0.251		1b37b9cff2681abf954f8f927a640d1a37c436a8
com.facebook.presto	presto-session-property-managers	0.251.1		ab4b044bd128c54291c92bd7610af79b8f1e575a
com.facebook.presto	presto-session-property-managers	0.252		7d04852329a2370d939b29ed55dbd4df20af8987
com.facebook.presto	presto-session-property-managers	0.253		aa3bbadbfe038342e5c512e79ca78a77bf940450
com.facebook.presto	presto-session-property-managers	0.253.1		645206ff45d8b6bc001b6391e34d74040afb16e1
com.facebook.presto	presto-session-property-managers	0.254		b36fcdf530f420e919b0a3dc42c0289554b70e62
com.facebook.presto	presto-session-property-managers	0.254.1		f9488834469d9d79046f874c3afcd0e393b5956c
com.facebook.presto	presto-session-property-managers	0.255		ab29389e3c7ace92e0b99e2c550ea4decaef03d7
com.facebook.presto	presto-session-property-managers	0.256		dfd50074427fbd0d9b4f4b3f0151df43282f0230
com.facebook.presto	presto-session-property-managers	0.257		ac4bced7799af58672732bb3f51e91278dc3bc4e
com.facebook.presto	presto-session-property-managers	0.258		337c7105cc0dbe21fad972a33fcce5571a9bcd70
com.facebook.presto	presto-session-property-managers	0.259		c18150e5da7cf5f0fb24a24003e95599adec93d5
com.facebook.presto	presto-session-property-managers	0.259.1		ab58b2eeaed708981fe7a71e39298b9e3fe21d31
com.facebook.presto	presto-session-property-managers	0.260		0fa640625387cb3e7ff2db7ba0a4242d5551cdab
com.facebook.presto	presto-session-property-managers	0.260.1		d6435cce4c80dd3c9ac5e07d967ae13861aca94e
com.facebook.presto	presto-session-property-managers	0.261		d7900e7d7185c193eec5f3874c7197eeba985a55
com.facebook.presto	presto-session-property-managers	0.262		f165b5d64042bb86c62a17e35496f6207ca401ed
com.facebook.presto	presto-session-property-managers	0.263		816290da2a2c0b4ad591d20c66d43db72b828bc0
com.facebook.presto	presto-session-property-managers	0.263.1		ce24f8aa25e391974d9acc5d74175754735b0b83
com.facebook.presto	presto-session-property-managers	0.264		5462e89c30681e1231476f68bcc37a85d0de02e8
com.facebook.presto	presto-session-property-managers	0.264.1		ad5fcc0fa80acddd50dd048594f2d04720b94879
com.facebook.presto	presto-session-property-managers	0.265		074acea987d1b57532d7673ccfe93138381f6289
com.facebook.presto	presto-session-property-managers	0.265.1		52df3c765b4f434346c6efdc1fe6e4f527da8a4b
com.facebook.presto	presto-session-property-managers	0.266		d5e0ea0d118b3c96a14bf48605414791842ed787
com.facebook.presto	presto-session-property-managers	0.266.1		2095d00fd3c718c9f29c2ba3bbce38ff1e5bba1f
com.facebook.presto	presto-session-property-managers	0.267		d547a0ea98d4fa852641a30c4ddf3a9a288f98eb
com.facebook.presto	presto-session-property-managers	0.268		2695ca264745e224ab823f5bdd46c1cc32ede518
com.facebook.presto	presto-session-property-managers	0.269		e7496230b63d61c68f184ff6876b98c764a0f0b0
com.facebook.presto	presto-session-property-managers	0.270		ef556f2d3a27fccd8c39909540a77fa4c93f5be8
com.facebook.presto	presto-session-property-managers	0.271		818383e5ba185643607ac401c10880f52c93fd45
com.facebook.presto	presto-session-property-managers	0.271.1		8b83b10f9872eba2e1548c4636dd70ae7cb5ea90
com.facebook.presto	presto-session-property-managers	0.272		ca2820f4811eeee3bf0ab98e8780db8e45fc0e0c
com.facebook.presto	presto-session-property-managers	0.272.1		7690fa4b761bd8ceb508f0fafe782e3d253a0d90
com.facebook.presto	presto-session-property-managers	0.273		7ad53c67855323d34a5deb90e7f790a8e3efd4a5
com.facebook.presto	presto-session-property-managers	0.273.1		3d8f1a5979630fbd724315571418885b2a804006
com.facebook.presto	presto-session-property-managers	0.273.2		ae8ea162a3df44539d45c798051b2fc6fc62a33f
com.facebook.presto	presto-session-property-managers	0.273.3		7e486b7611ffc97d1967e43a7b39300b44d51e82
com.facebook.presto	presto-session-property-managers	0.273.4		a30e1a3115f1edbc4069e42a9bc997b8239bdc9a
com.facebook.presto	presto-session-property-managers	0.274		b7f76fe2d5e2658d5c211c37c8238742cbe27ab5
com.facebook.presto	presto-session-property-managers	0.275		da63e2259487d261b3859d1984b7b6bd1d4bd9c2
com.facebook.presto	presto-session-property-managers	0.276		e6243becebf826bf7ab9a19971574d4f7e41a176
com.facebook.presto	presto-session-property-managers	0.276.1		c4069b30bd5453aa78368ddcd1f93db099144dbe
com.facebook.presto	presto-session-property-managers	0.276.2		5b619ebf07bb6e026102dec562589c270943226e
com.facebook.presto	presto-session-property-managers	0.277		7786df680a0e143dc2e302fdf50f58868c304183
com.facebook.presto	presto-session-property-managers	0.278		b90dd511b562ad5da6745faea03078a45e292757
com.facebook.presto	presto-session-property-managers	0.278.1		7ba24c2b4c9f020e0656cd83683fcc0319d0e949
com.facebook.presto	presto-session-property-managers	0.279		3051e6b4b9b7bad244c67c4dc0bb00335df3f47a
com.facebook.presto	presto-session-property-managers	0.280		d1b1618fc3f421ce57d86772acdec934fc207947
com.facebook.presto	presto-session-property-managers	0.281		eeb991aa5cb4094a8d7aa37e58d91f356ec2bcc8
com.facebook.presto	presto-session-property-managers	0.282		b6502a9ba216434ccc23d030104ae8f5e7fcaf2e
com.facebook.presto	presto-session-property-managers	0.283		4ef2b06fddda95180ff561fc04b97c5aaf374938
com.facebook.presto	presto-session-property-managers	0.284		9ff1005a62be29d2b51cccab8f97c4af29907ffe
com.facebook.presto	presto-session-property-managers	0.285		ac3d9afc907334553fad29fd4cf8ffa457141d37
com.facebook.presto	presto-session-property-managers	0.285.1		39304359ea95288c251bc42e5891011877dcd931
com.facebook.presto	presto-session-property-managers	0.286		df928ccb030f178f20b1af3958343db960d7834b
com.facebook.presto	presto-session-property-managers	0.287		058a14a1284f312e794fe6821c62289cd025bafd
com.facebook.presto	presto-session-property-managers	0.288		4bd2b15dc456d3b92f1ce7c74831d8bb9068e2a9
com.facebook.presto	presto-session-property-managers	0.288.1		6a9f8fda60165ac403b3c2ec3d02d2329fb616b1
com.facebook.presto	presto-session-property-managers	0.289		7cf011d429273dad4934bcfce56e78af615b9d1a
com.facebook.presto	presto-session-property-managers	0.290		f2697788233bfb7f030f8cacabe56fa3f4218380
com.facebook.presto	presto-session-property-managers	0.291		aa4f19c40519ff6c19fe2601d55f6650636fcdaf
com.facebook.presto	presto-session-property-managers	0.292		ca24d850408fd62bd3feb24e9c7c78b42508422b
com.garethahealy.poms	springboot-parent	1.0.0		N/A
com.garethahealy.poms	springboot-parent	1.0.1		N/A
com.garethahealy.poms	springboot-parent	1.0.2		N/A
com.garethahealy.poms	springboot-parent	1.0.3		N/A
com.garethahealy.poms	springboot-parent	1.0.5		N/A
com.garethahealy.poms	springboot-parent	1.1.0		N/A
com.github.cioccarellia.ksprefs	ksprefs	2.2.4		N/A
com.github.cornerman	keratin-authn-frontend_sjs1_3	0.1.0		53e0402f0dec4c6c5f0b539373fc87638caa5b3d
com.github.cornerman	keratin-authn-frontend_sjs1_3	0.1.1		09b75f66c38f81f6192a30228645b20399345729
com.github.cornerman	keratin-authn-frontend_sjs1_3	0.1.2		e827889d1e19ed2e5808c87064a4dd196c1a7635
com.github.cornerman	keratin-authn-frontend_sjs1_3	0.1.3		4b0eba79992d3e4d3868413d0c56d732e81603cd
com.github.dandelion	dandelion-yuicompressor	0.10.0		e0df575dc65dfd0c8cc8a1d209ba0dee30bf7f69
com.github.dandelion	dandelion-yuicompressor	0.10.1		017fac2ddb2bac8707dc9f8992eac7e6761d4629
com.github.emilienkia	ajmx-osgi	0.1.0		8f292602e35061b0cecaf30e444b0ace95082ef5
com.github.emilienkia	ajmx-osgi	0.1.1		d773561fe2032f9f68bca7c81a78a8b6df4012c4
com.github.hungntbka	htime	1.0		ee9f366eb0dcc3646fd6ea00930a13f7526e461f
com.github.kugel-soft	k-comunicacao-balanca-rodoviaria	1.0.0		2a3e120aa9bb07b68f0a4ec44abdef71d5d46378
com.github.kugel-soft	k-comunicacao-balanca-rodoviaria	1.1.0		f3c2ecfc1aa5a5cff0086c376206b130095bbd32
com.github.kugel-soft	k-comunicacao-balanca-rodoviaria	1.2.0		7649f687d6f95c2ae38827871b654589ded4e287
com.github.kugel-soft	k-comunicacao-balanca-rodoviaria	1.3.0		8f37ed49a96ce732726547d7b286f580d6793004
com.github.xitren.data	browser-data-model	1.5.1		273bede1beed1a1c5a132cc0806d1c51cb221d4d
com.github.xitren.data	browser-data-model	1.5.2		0ad23a02012c7f1a7c3bf680c8c058d37532fda4
com.github.xitren.data	browser-data-model	1.5.3		812f75ee25e80ef22c3a20a2eaf97eb5a18dd888
com.github.xitren.data	browser-data-model	1.6.1		7a7d521d88cc6645952d35480ff8a7bf116e5022
com.github.xitren.data	browser-data-model	1.6.2		0bf9234d7f91ea44b310c32b37778e0f8791b38e
com.github.xitren.data	browser-data-model	1.6.3		8ed6b8d2c6374e4633dc7373143480a991a31700
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.1.0		8ad6bf86a90df64092ca7bc3d9494c04724f139a
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.10.0		a78691ac56d2c255f07316951a9350e44b03442c
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.11.0		82562443c46636891949a885712fc874f5a20414
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.12.0		a8946ff6b5328d738812657f7fdc5776b5149397
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.13.0		afc6fefc31c4b53ff607771611b24e73d3231596
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.14.0		39012a9c9e95800577335e22d35483af540c7956
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.15.0		65d44843cd1588fe124a737ab1532293e50327a0
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.16.0		460992f8958da0b10a48a1ec0d50e41e6079939b
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.18.0		d33edd21bbf32cf1568d1534045c9027a304cc97
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.19.0		1885016af4e40213b5d2e0e1402043693da38c5c
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.2.0		b25b0a2dcc422bed3a937db0d62b2a6fd1e2326d
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.20.0		ebadd39049b217d803f047136f9e5540abb25839
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.21.0		73e4a700f64734324a74d5298a6f7981b515d470
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.22.0		07a9b81382731893e5aba5f101f45fd7a60e8ef7
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.23.0		f4b2333ca6bf266ef4a07934dcf05b09f0fbb265
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.24.0		3d140c14b8c5414bc4d482d286d6c8962da7d58c
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.25.0		1aa34e999da56598d61c29a03268d832f2d360ca
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.26.0		082077be36b178b284e0da46f4be2d75264be107
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.27.0		590208da712ff0e99734dc0b329b3cd302d9fb8e
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.28.0		1f0686d3b3da18dd06f05dabda3f2a1e941baa5f
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.3.0		864b8f76553af7764165be79a8329a67166ca6d2
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.4.0		ea43ffda9a48e99d165e6e33043587b4ecc218fe
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.5.0		5ba973bc2a6cae4d29cdad002b8a4d03ca078d3b
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.6.0		cb43e2c3ad99ed38fc8edc81a27c76a74e649af1
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.7.0		5025ea784c7f3cae215518aaca519e046c3034b6
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.8.0		4cb52f67e5c8805a4d396e1613baff742994e224
com.google.api.grpc	proto-google-cloud-meet-v2beta	0.9.0		7ee67239e12eeaada4933af3bc30704972b9698b
com.google.cloud	google-cloud-trace-bom	0.109.0-beta		N/A
com.google.cloud	google-cloud-trace-bom	0.109.1-beta		N/A
com.google.cloud	google-cloud-trace-bom	0.109.2-beta		N/A
com.google.cloud	google-cloud-trace-bom	0.109.3-beta		N/A
com.google.cloud	google-cloud-trace-bom	1.0.0		N/A
com.google.cloud	google-cloud-trace-bom	1.0.1		N/A
com.google.cloud	google-cloud-trace-bom	1.0.2		N/A
com.google.cloud	google-cloud-trace-bom	1.0.3		N/A
com.google.cloud	google-cloud-trace-bom	1.1.0		N/A
com.google.cloud	google-cloud-trace-bom	1.2.0		N/A
com.google.cloud	google-cloud-trace-bom	1.2.1		N/A
com.google.cloud	google-cloud-trace-bom	1.2.10		N/A
com.google.cloud	google-cloud-trace-bom	1.2.11		N/A
com.google.cloud	google-cloud-trace-bom	1.2.12		N/A
com.google.cloud	google-cloud-trace-bom	1.2.13		N/A
com.google.cloud	google-cloud-trace-bom	1.2.2		N/A
com.google.cloud	google-cloud-trace-bom	1.2.3		N/A
com.google.cloud	google-cloud-trace-bom	1.2.4		N/A
com.google.cloud	google-cloud-trace-bom	1.2.5		N/A
com.google.cloud	google-cloud-trace-bom	1.2.6		N/A
com.google.cloud	google-cloud-trace-bom	1.2.7		N/A
com.google.cloud	google-cloud-trace-bom	1.2.8		N/A
com.google.cloud	google-cloud-trace-bom	1.3.0		N/A
com.google.cloud	google-cloud-trace-bom	1.3.0-sp.1		N/A
com.google.cloud	google-cloud-trace-bom	1.3.0-sp.2		N/A
com.google.cloud	google-cloud-trace-bom	1.3.0-sp.3		N/A
com.google.cloud	google-cloud-trace-bom	1.3.1		N/A
com.google.cloud	google-cloud-trace-bom	1.3.2		N/A
com.google.cloud	google-cloud-trace-bom	1.3.3		N/A
com.google.cloud	google-cloud-trace-bom	1.3.4		N/A
com.google.cloud	google-cloud-trace-bom	1.4.0		N/A
com.google.cloud	google-cloud-trace-bom	1.4.1		N/A
com.google.cloud	google-cloud-trace-bom	1.4.2		N/A
com.google.cloud	google-cloud-trace-bom	2.0.0		N/A
com.google.cloud	google-cloud-trace-bom	2.0.1		N/A
com.google.cloud	google-cloud-trace-bom	2.0.2		N/A
com.google.cloud	google-cloud-trace-bom	2.0.3		N/A
com.google.cloud	google-cloud-trace-bom	2.0.4		N/A
com.google.cloud	google-cloud-trace-bom	2.0.5		N/A
com.google.cloud	google-cloud-trace-bom	2.0.6		N/A
com.google.cloud	google-cloud-trace-bom	2.1.0		N/A
com.google.cloud	google-cloud-trace-bom	2.1.1		N/A
com.google.cloud	google-cloud-trace-bom	2.1.10		N/A
com.google.cloud	google-cloud-trace-bom	2.1.11		N/A
com.google.cloud	google-cloud-trace-bom	2.1.12		N/A
com.google.cloud	google-cloud-trace-bom	2.1.13		N/A
com.google.cloud	google-cloud-trace-bom	2.1.2		N/A
com.google.cloud	google-cloud-trace-bom	2.1.3		N/A
com.google.cloud	google-cloud-trace-bom	2.1.4		N/A
com.google.cloud	google-cloud-trace-bom	2.1.5		N/A
com.google.cloud	google-cloud-trace-bom	2.1.6		N/A
com.google.cloud	google-cloud-trace-bom	2.1.7		N/A
com.google.cloud	google-cloud-trace-bom	2.1.8		N/A
com.google.cloud	google-cloud-trace-bom	2.1.9		N/A
com.google.cloud	google-cloud-trace-bom	2.10.0		N/A
com.google.cloud	google-cloud-trace-bom	2.11.0		N/A
com.google.cloud	google-cloud-trace-bom	2.12.0		N/A
com.google.cloud	google-cloud-trace-bom	2.13.0		N/A
com.google.cloud	google-cloud-trace-bom	2.14.0		N/A
com.google.cloud	google-cloud-trace-bom	2.15.0		N/A
com.google.cloud	google-cloud-trace-bom	2.16.0		N/A
com.google.cloud	google-cloud-trace-bom	2.17.0		N/A
com.google.cloud	google-cloud-trace-bom	2.18.0		N/A
com.google.cloud	google-cloud-trace-bom	2.19.0		N/A
com.google.cloud	google-cloud-trace-bom	2.2.0		N/A
com.google.cloud	google-cloud-trace-bom	2.20.0		N/A
com.google.cloud	google-cloud-trace-bom	2.21.0		N/A
com.google.cloud	google-cloud-trace-bom	2.22.0		N/A
com.google.cloud	google-cloud-trace-bom	2.23.0		N/A
com.google.cloud	google-cloud-trace-bom	2.24.0		N/A
com.google.cloud	google-cloud-trace-bom	2.27.0		N/A
com.google.cloud	google-cloud-trace-bom	2.28.0		N/A
com.google.cloud	google-cloud-trace-bom	2.29.0		N/A
com.google.cloud	google-cloud-trace-bom	2.3.0		N/A
com.google.cloud	google-cloud-trace-bom	2.3.1		N/A
com.google.cloud	google-cloud-trace-bom	2.3.2		N/A
com.google.cloud	google-cloud-trace-bom	2.3.3		N/A
com.google.cloud	google-cloud-trace-bom	2.3.4		N/A
com.google.cloud	google-cloud-trace-bom	2.3.5		N/A
com.google.cloud	google-cloud-trace-bom	2.3.7		N/A
com.google.cloud	google-cloud-trace-bom	2.30.0		N/A
com.google.cloud	google-cloud-trace-bom	2.31.0		N/A
com.google.cloud	google-cloud-trace-bom	2.32.0		N/A
com.google.cloud	google-cloud-trace-bom	2.33.0		N/A
com.google.cloud	google-cloud-trace-bom	2.34.0		N/A
com.google.cloud	google-cloud-trace-bom	2.35.0		N/A
com.google.cloud	google-cloud-trace-bom	2.36.0		N/A
com.google.cloud	google-cloud-trace-bom	2.37.0		N/A
com.google.cloud	google-cloud-trace-bom	2.38.0		N/A
com.google.cloud	google-cloud-trace-bom	2.39.0		N/A
com.google.cloud	google-cloud-trace-bom	2.4.0		N/A
com.google.cloud	google-cloud-trace-bom	2.40.0		N/A
com.google.cloud	google-cloud-trace-bom	2.41.0		N/A
com.google.cloud	google-cloud-trace-bom	2.42.0		N/A
com.google.cloud	google-cloud-trace-bom	2.43.0		N/A
com.google.cloud	google-cloud-trace-bom	2.44.0		N/A
com.google.cloud	google-cloud-trace-bom	2.45.0		N/A
com.google.cloud	google-cloud-trace-bom	2.46.0		N/A
com.google.cloud	google-cloud-trace-bom	2.47.0		N/A
com.google.cloud	google-cloud-trace-bom	2.48.0		N/A
com.google.cloud	google-cloud-trace-bom	2.49.0		N/A
com.google.cloud	google-cloud-trace-bom	2.5.0		N/A
com.google.cloud	google-cloud-trace-bom	2.51.0		N/A
com.google.cloud	google-cloud-trace-bom	2.52.0		N/A
com.google.cloud	google-cloud-trace-bom	2.53.0		N/A
com.google.cloud	google-cloud-trace-bom	2.54.0		N/A
com.google.cloud	google-cloud-trace-bom	2.55.0		N/A
com.google.cloud	google-cloud-trace-bom	2.56.0		N/A
com.google.cloud	google-cloud-trace-bom	2.57.0		N/A
com.google.cloud	google-cloud-trace-bom	2.58.0		N/A
com.google.cloud	google-cloud-trace-bom	2.59.0		N/A
com.google.cloud	google-cloud-trace-bom	2.6.0		N/A
com.google.cloud	google-cloud-trace-bom	2.60.0		N/A
com.google.cloud	google-cloud-trace-bom	2.61.0		N/A
com.google.cloud	google-cloud-trace-bom	2.7.0		N/A
com.google.cloud	google-cloud-trace-bom	2.8.0		N/A
com.google.cloud	google-cloud-trace-bom	2.9.0		N/A
com.gu	tip_2.11	0.1.0		0ea9355a71943b8c559fb20e3f7fd269e93ddb74
com.gu	tip_2.11	0.1.1		dc5b66046f1c3b4f07b2a9daaf6f3aae8b884d7c
com.gu	tip_2.11	0.2.0		08fc3251fc83b727046d25c7630ec15cf142d8e1
com.gu	tip_2.11	0.2.1		b119ba2a9b02e0bb277de7916c08303a550152b5
com.gu	tip_2.11	0.3.0		a5383355280fc33c6940fed1e6201daca5f5dd44
com.gu	tip_2.11	0.3.1		604ce30a596fb98f9894e97b95fa9d38bd7b5272
com.gu	tip_2.11	0.3.2		87c4402fcc759f6c9e45282ab61fb20bfa18eab6
com.gu	tip_2.11	0.3.3		3e27f1e98c49c5cbb1492f258ce4883a5e6ef7ba
com.gu	tip_2.11	0.4.0		8153d5fd65f562ab43ef9674249952c33cc2cbb5
com.gu	tip_2.11	0.4.1		34de35ff276a23edf16ba3f2b2cd1ef9e8669631
com.icthh.xm.commons	xm-commons-security	0.2.0		bb0e7fd4dd53bcddf4341789dba3d1172b45352f
com.icthh.xm.commons	xm-commons-security	0.2.1		f693359d09883e393db097eff6630c59e3a06038
com.icthh.xm.commons	xm-commons-security	0.2.3		c15b52322f09e93e9b5ada75e9c1855af636ea70
com.icthh.xm.commons	xm-commons-security	0.3.3		e9d67bf8d5935946be2fd3c40f966cb6c04a20da
com.icthh.xm.commons	xm-commons-security	1.0.0		9315e7ebd60d5c7b45c81da00e1d8a379b7bb01e
com.icthh.xm.commons	xm-commons-security	1.1.0		c6c68a2366dd94c8b180c7b3ef17294b4c3d74a9
com.icthh.xm.commons	xm-commons-security	1.2.0		9a1bdfa069cadb7a49a579a210d236c13e7e6ebc
com.icthh.xm.commons	xm-commons-security	1.2.1		6706676e7da62a577c9882fb41d31095f4946913
com.icthh.xm.commons	xm-commons-security	1.2.10		043a97e9a9c57ca17c51c5013a8559639a0d606e
com.icthh.xm.commons	xm-commons-security	1.2.11		e60e780105e8cb502a60b7eeb0c785c48231e7fb
com.icthh.xm.commons	xm-commons-security	1.2.12		8d047a654dbcc9ef1e345537416ee55d98b4f691
com.icthh.xm.commons	xm-commons-security	1.2.13		93737877ade5c0be14057e8565f3da72c497e664
com.icthh.xm.commons	xm-commons-security	1.2.14		4d7bc15e0c3ddfb7ab21e159c9478140910ee630
com.icthh.xm.commons	xm-commons-security	1.2.15		502b5765fff1a3a128636b05a022e8798311ad5d
com.icthh.xm.commons	xm-commons-security	1.2.16		d87f202617f73729f1a0ba82682beb0508ccf306
com.icthh.xm.commons	xm-commons-security	1.2.17		69b7415921061f00e657e4c03c1762c7f31ef402
com.icthh.xm.commons	xm-commons-security	1.2.18		9c7604878854439faeb4c14f8a563cf50cdecb87
com.icthh.xm.commons	xm-commons-security	1.2.19		1ac9472f1e6c6d1cfe64c9908f0ccaad6379d805
com.icthh.xm.commons	xm-commons-security	1.2.2		d65af6c0c40b07badf862492d732f0b329e89020
com.icthh.xm.commons	xm-commons-security	1.2.20		39f76adce123787bf0d8040d999e0c1891cd31d8
com.icthh.xm.commons	xm-commons-security	1.2.21		0806a7685c33ad377fb2f5b33628bdc97adc2cd5
com.icthh.xm.commons	xm-commons-security	1.2.22		725f36db358b6b351f615a8c47eda270b444bfa4
com.icthh.xm.commons	xm-commons-security	1.2.23		e538010c1d8de638f090475ef61a603c71a258cf
com.icthh.xm.commons	xm-commons-security	1.2.24		ba8086db659c2a2e2fa7fa23fca398bb8103d6d7
com.icthh.xm.commons	xm-commons-security	1.2.25		5167a5db0054972616e9640df23b5aedd420f641
com.icthh.xm.commons	xm-commons-security	1.2.26		60a9a4f40db3da21562ec167358aee4036efbc1e
com.icthh.xm.commons	xm-commons-security	1.2.3		eccc5881e999f21b0474327e6d6ee9aa81857246
