app.slyworks	navigator	1.0.0		N/A
com.dropchop.recyclone	recyclone-extension	1.1.7.Alpha		N/A
com.dropchop.recyclone	recyclone-extension	1.1.8.Alpha		N/A
com.dropchop.recyclone	recyclone-extension	1.1.9.Alpha		N/A
com.dropchop.recyclone	recyclone-extension	1.2.0.Alpha		N/A
com.dropchop.recyclone	recyclone-extension	1.2.1.Alpha		N/A
com.dropchop.recyclone	recyclone-extension	1.2.2.Alpha		N/A
com.dropchop.recyclone	recyclone-extension	1.2.3.Alpha		N/A
com.dropchop.recyclone	recyclone-extension	1.35.1		N/A
com.dropchop.recyclone	recyclone-extension	1.35.4		N/A
com.eygraber	gradle-conventions-kotlin	0.0.25		570c2efa947813b4f658fce2a2c518961642b136
com.eygraber	gradle-conventions-kotlin	0.0.26		219afbb846ff45634f9ed28f805e1fec008ea703
com.eygraber	gradle-conventions-kotlin	0.0.27		e28dd1c742256acbb339605dc123accfae325a2d
com.eygraber	gradle-conventions-kotlin	0.0.28		2cf3cb0e2de9e3cc1c4bbf5648ab9e23d0894a54
com.eygraber	gradle-conventions-kotlin	0.0.29		13216ff60c69a240ff34a3a413994741557203c4
com.eygraber	gradle-conventions-kotlin	0.0.30		a331c82ed73cc20fed011d8dad58ec1dbd592b45
com.eygraber	gradle-conventions-kotlin	0.0.31		674c9fb95598c5ebcc873edafca6652adb40c276
com.eygraber	gradle-conventions-kotlin	0.0.32		dcaac137d024b2bf7520e488a9ef4e91f39855d6
com.eygraber	gradle-conventions-kotlin	0.0.33		f4417db9b761845108d6069c73c2c0a8bc371c1c
com.eygraber	gradle-conventions-kotlin	0.0.34		afe0308d5c8e63338c17e17847a9273810682b7b
com.eygraber	gradle-conventions-kotlin	0.0.35		df2abb2b8be10808c5afb2614741ee6d7b624145
com.eygraber	gradle-conventions-kotlin	0.0.36		dacda6925cd9cca726727825c81c1ed838d84d6f
com.eygraber	gradle-conventions-kotlin	0.0.37		4dc92f432b5e8da57aaab36324f73281723ad23d
com.eygraber	gradle-conventions-kotlin	0.0.38		87e7fbd1fa4a480a9f53ff4727622e184bd0e544
com.eygraber	gradle-conventions-kotlin	0.0.39		750b35adfc153e6c9a00d8fb8e26eb1b9fc1f1e7
com.eygraber	gradle-conventions-kotlin	0.0.40		4b54a09b1e413fb29704f087b7debb7e9c287bf8
com.eygraber	gradle-conventions-kotlin	0.0.41		6f35d371a7eb06f3576d7a9b2943a430fd104c7a
com.eygraber	gradle-conventions-kotlin	0.0.42		5f5c6028863ca9557dc8504e147d992e8c14978d
com.eygraber	gradle-conventions-kotlin	0.0.43		cf906f1976859354f206e0b3e5f962128b4b9709
com.eygraber	gradle-conventions-kotlin	0.0.44		55b9317779dcf1a656fc91930136af5614136b0a
com.eygraber	gradle-conventions-kotlin	0.0.45		a793a9f93220f4829259c5e729df790d863d2ff2
com.eygraber	gradle-conventions-kotlin	0.0.46		af5063652d15d8c6916e3a05f82707fcd3062e08
com.eygraber	gradle-conventions-kotlin	0.0.47		b74135699cfe2b9f5840feb3e8e9bc979a119c36
com.eygraber	gradle-conventions-kotlin	0.0.48		cbf9935c8dcf8b52da649034c2c1aabf4ae81386
com.eygraber	gradle-conventions-kotlin	0.0.49		eda8da06aac6dca0d37f58c7d144838c54316d6f
com.eygraber	gradle-conventions-kotlin	0.0.50		68fc984bf2c0bcd968b6bdb438ba16cbedc466d9
com.eygraber	gradle-conventions-kotlin	0.0.51		f2e7cd79d2b060a71cc577234f0f4d3e85461d39
com.eygraber	gradle-conventions-kotlin	0.0.52		e316b6d63ea59355bfc3920b132febb5213bec69
com.eygraber	gradle-conventions-kotlin	0.0.53		66797d727d6d62dbd914e50693f090d84027aa2d
com.eygraber	gradle-conventions-kotlin	0.0.54		ea5b8b31bc9f7f80563be056ba5bf145c0a04048
com.eygraber	gradle-conventions-kotlin	0.0.55		3487b5f49901e65e28b78c59e76edd6504e8bf52
com.eygraber	gradle-conventions-kotlin	0.0.56		97d59735e528ac62ddcc9edecd8971bcc4949672
com.eygraber	gradle-conventions-kotlin	0.0.57		86f155d644d7de0412a6dded4567e4dbf179a8cd
com.eygraber	gradle-conventions-kotlin	0.0.58		d2f901562aac76f5eed7de17c082add7f7d16ffa
com.eygraber	gradle-conventions-kotlin	0.0.59		1d6a94bbccd8661573b7eb050d6b8d58e0db4894
com.eygraber	gradle-conventions-kotlin	0.0.60		62d0ca8a3d01cf6e934d9196107b94b234df2ca4
com.eygraber	gradle-conventions-kotlin	0.0.61		9696401047f2463d5d0f8bdc0f322a160696d2e9
com.eygraber	gradle-conventions-kotlin	0.0.62		32d42e0c6b0cb30b16dba94b5578496f58756e60
com.eygraber	gradle-conventions-kotlin	0.0.63		ba511b25a4a00f9f8cc1bcec567831c290f8d66e
com.eygraber	gradle-conventions-kotlin	0.0.64		33383a2915bdd97b8ac08d6bc27266ee8f7d7641
com.eygraber	gradle-conventions-kotlin	0.0.65		f64227c0487f3dd93e7995553604b9b85ad62775
com.eygraber	gradle-conventions-kotlin	0.0.66		44280b5e57a8977762cb79bd236d094708b0f347
com.eygraber	gradle-conventions-kotlin	0.0.67		fa380e3e4c4830ef8bf0c371a73443d5635fa03c
com.eygraber	gradle-conventions-kotlin	0.0.68		c99c55e751461c8860bd1e0ab1792a43acc4e342
com.eygraber	gradle-conventions-kotlin	0.0.69		f8701adac225417fb7e34e3e130c0455d1121764
com.eygraber	gradle-conventions-kotlin	0.0.70		c160d722dc6957da963db554ead76617b5c3e212
com.eygraber	gradle-conventions-kotlin	0.0.71		69b488abe98d71ed54a850a48f333e3b62cbb8f3
com.eygraber	gradle-conventions-kotlin	0.0.72		6b3b8df11032531400e6fc4a194210e47de5064a
com.eygraber	gradle-conventions-kotlin	0.0.73		2987a635efca97478a433e6649fedbb87b939774
com.eygraber	gradle-conventions-kotlin	0.0.74		7ce85c76ed855389b5e7687f6853dd94844b26cd
com.eygraber	gradle-conventions-kotlin	0.0.75		e66fc5d615205a23b30b791e72d7da10e9df2d47
com.eygraber	gradle-conventions-kotlin	0.0.76		a892624e8073f187811ef2fd7b812870f15ca0a0
com.eygraber	gradle-conventions-kotlin	0.0.77		ab785464751c7996023d201908d69919c14933fd
com.eygraber	gradle-conventions-kotlin	0.0.78		24ddbd74de88b099c8634da5ac4cfe0751e02939
com.eygraber	gradle-conventions-kotlin	0.0.79		47f26ee6b955c952c46f8703813d3eef2c227686
com.eygraber	gradle-conventions-kotlin	0.0.81		15287269a5ae6434ed456ad6dcca4e6a0ef02ea1
com.eygraber	gradle-conventions-kotlin	0.0.82		f5082cdf4983de7ae8bcd0756ef778d904fcabed
com.eygraber	gradle-conventions-kotlin	unspecified		cfce39b8a6209f61320bcf16b530b2cf37aa2860
com.getperka.flatpack	flatpack-client	2.10		8bebd1f47b8dbfc8e200999720ecee79561c5dac
com.getperka.flatpack	flatpack-client	2.11		bf8996321146b6c9c0b7a4f47bfa8479ede13397
com.getperka.flatpack	flatpack-client	2.12		2f90df3a7206b06d2769e6d220eb6edf096eb890
com.getperka.flatpack	flatpack-client	2.13		26653f3d92c264424bcf5817f787b5b68981c881
com.getperka.flatpack	flatpack-client	2.14		aba3e6c73c01e83622cd387f0b3e395180242142
com.getperka.flatpack	flatpack-client	2.15		5c44d4d6a67ac189a546910673b14eee6b3873b7
com.getperka.flatpack	flatpack-client	2.15-android-2.2		fab642b82defdc894d44a9f8788bcdb556bb59aa
com.getperka.flatpack	flatpack-client	2.15.1		94ee822f69031aa4e7b8ec912a0dbee0353e8eb8
com.getperka.flatpack	flatpack-client	2.16		751681d3ae03eb9be02cc27612c22773bcbcff4c
com.getperka.flatpack	flatpack-client	2.17		10bfcf589260e8a7e3189ba5cacc6f9ee4697ceb
com.getperka.flatpack	flatpack-client	2.17.1		8e43f9f971d4d129f76b1d23d183bdbd30f317d0
com.getperka.flatpack	flatpack-client	2.17.2		e72ff7355236fa236ec1db7a229d559ef6c7a7c2
com.getperka.flatpack	flatpack-client	2.18		8cc295459f82a109920f72522cbdc82f07888d6b
com.getperka.flatpack	flatpack-client	2.18.1		c962f85d56af6534a54d2ac93c335a66c9e9ce61
com.getperka.flatpack	flatpack-client	2.19.0		4ebabf3a75118ec9576964a188a683e292db59de
com.getperka.flatpack	flatpack-client	2.19.1		68a42267e52ca5ae9a02e2350d6a5d64f255c0a9
com.getperka.flatpack	flatpack-client	2.20.0		236ef6ae7ae956b9d234db4fd08b82ac2e0eebf3
com.getperka.flatpack	flatpack-client	2.20.1		5c4837f4f71d3f3f9feda1e9d69969e62bbddc8e
com.getperka.flatpack	flatpack-client	2.20.2		041e6c1a2a1d893ad9fd4459f2c67c884452e6f1
com.getperka.flatpack	flatpack-client	2.20.3		8a607e7b4ad98210b96102d61310aa05e3412724
com.getperka.flatpack	flatpack-client	2.21.0		595b5fbba78b7748733b1a2875ad4976160d0b1e
com.getperka.flatpack	flatpack-client	2.5		59aa0b6a425a380ec02a816414b9a65748f8a64f
com.getperka.flatpack	flatpack-client	2.6		d601fd694f7fde1d0754d59d9c9707346cb8d219
com.getperka.flatpack	flatpack-client	2.7		bb8aba996c39415c9a4f5df0b2c15fe0f776afbd
com.getperka.flatpack	flatpack-client	2.8		c6ff989163409e9e5ac2659c6406d57b49bd643c
com.getperka.flatpack	flatpack-client	2.9		b18a2148aa1a4aa6df1dc73b51bd4ee98530bcf8
com.github.7moor-tech	7moor_visitorIm_sdk_hzbf	3.6.0		N/A
com.github.enalmada	squeryl-dao_2.11	0.1.0		a383a562af79c622251679a952db11ccf32e1467
com.github.qq549631030	recyclerview-flexibledivider	1.5.2		N/A
com.github.qq549631030	recyclerview-flexibledivider	1.5.3		N/A
com.github.shynixn.chat	chat-plugin-sample	1.0.1		96940683fde759dfd2286655cd2479c2c5c52f9e
com.github.shynixn.chat	chat-plugin-sample	1.0.2		24ba87fbf37a80111e7aa1a2afaecf94e96d4242
com.google.cloud	google-cloud-container-spring-starter	4.0.0-preview		21b6b50e781e55f4c9e47e314e83a3f563d45e9f
com.google.cloud	google-cloud-container-spring-starter	4.1.0-preview		7b46edd0219edf9fb4d39f69017bfa15642fa070
com.google.cloud	google-cloud-container-spring-starter	4.1.1-preview		da21137334630eaeb3ba4f99043caaea5cca8710
com.google.cloud	google-cloud-container-spring-starter	4.1.2-preview		41b7f937b0e07116f707ff75d2da1c104205be51
com.google.cloud	google-cloud-container-spring-starter	4.1.3-preview		1a6e48eb5908bb4e542bdc4f1193909a5aa931e7
com.google.cloud	google-cloud-container-spring-starter	4.1.4-preview		9613861a8c06cb257058f9f723e9b5847764526a
com.google.cloud	google-cloud-container-spring-starter	4.10.0-preview		a492929c77f99cd80f809c76e2cf5329a8106863
com.google.cloud	google-cloud-container-spring-starter	4.10.1-preview		3bebd679490688793904c696dbe3a6756aa359da
com.google.cloud	google-cloud-container-spring-starter	4.10.10-preview		7f34965c528a85a1637aad7856391015cd07e478
com.google.cloud	google-cloud-container-spring-starter	4.10.11-preview		342fe443a9cc9d3fda9ac81e3e5bcd57dfefa412
com.google.cloud	google-cloud-container-spring-starter	4.10.12-preview		99f9d09320baaaef3cbc73bee33a112371ebdfc1
com.google.cloud	google-cloud-container-spring-starter	4.10.13-preview		c60f419abe03e103707495b5462aef776701fbfb
com.google.cloud	google-cloud-container-spring-starter	4.10.14-preview		8cd5204aa9095e3bdd24ff788fe9434018472589
com.google.cloud	google-cloud-container-spring-starter	4.10.15-preview		6ffef1f617cc224de288512e21df3f4a61a0c431
com.google.cloud	google-cloud-container-spring-starter	4.10.16-preview		06cdeed45c31261741c8c08cb1e588d4d1d6170c
com.google.cloud	google-cloud-container-spring-starter	4.10.17-preview		4c687bcae82f1833551b29dc940541c6cdc5ba02
com.google.cloud	google-cloud-container-spring-starter	4.10.18-preview		65a1847d1014f57c82e60d94669fbbda0c20abc9
com.google.cloud	google-cloud-container-spring-starter	4.10.19-preview		bddbd1fdaa5f0b08a28ddb49c936e060867a806d
com.google.cloud	google-cloud-container-spring-starter	4.10.2-preview		7f8f8991bb7afa7a386f8eaa7b96284c7130e876
com.google.cloud	google-cloud-container-spring-starter	4.10.3-preview		ab085045461dab94d2de9e39285d3a40133c20d3
com.google.cloud	google-cloud-container-spring-starter	4.10.4-preview		b03c1e76c108835da6437b813b6c02b474f15319
com.google.cloud	google-cloud-container-spring-starter	4.10.5-preview		21349dcc267aef2b7087ab0f881361453ac9c282
com.google.cloud	google-cloud-container-spring-starter	4.10.6-preview		8da45f4818442868d31d06f0934f16bd70d4dca9
com.google.cloud	google-cloud-container-spring-starter	4.10.7-preview		adb37086958f3140ec44ee21a36cf2156fb190ed
com.google.cloud	google-cloud-container-spring-starter	4.10.8-preview		b439fa469c337ad05b18df9a75e0361f654931a3
com.google.cloud	google-cloud-container-spring-starter	4.10.9-preview		f858e8f2a3003f3dc11c5939c420c8d90d7ce7e6
com.google.cloud	google-cloud-container-spring-starter	4.2.0-preview		515b616c0ea1ed2ae122b7c9a3c502a8bf875b31
com.google.cloud	google-cloud-container-spring-starter	4.3.0-preview		60cc8079cf91b76111d9135b6932d16434719346
com.google.cloud	google-cloud-container-spring-starter	4.3.1-preview		4c5526735d73e628809ab29e853807cd2854296c
com.google.cloud	google-cloud-container-spring-starter	4.4.0-preview		52c6bdab1d754fab3b72fb556db25838f00fac9a
com.google.cloud	google-cloud-container-spring-starter	4.5.0-preview		2df6dd56b0a3fe7fe4fd75641d8dce1a242843ac
com.google.cloud	google-cloud-container-spring-starter	4.5.1-preview		962e20a6734b0042a989e147f0200256d4f0e1bc
com.google.cloud	google-cloud-container-spring-starter	4.6.0-preview		70e9b70699812898d31ae0d2cdc0844044a078a3
com.google.cloud	google-cloud-container-spring-starter	4.7.0-preview		6d7869db6d41218414df5aa7727e0df5fd29a2b5
com.google.cloud	google-cloud-container-spring-starter	4.7.1-preview		6dee0d1e86923a700edf427ad592c200ef65c875
com.google.cloud	google-cloud-container-spring-starter	4.7.2-preview		02802e2e41120ab8fe7fef899f34a268963aecec
com.google.cloud	google-cloud-container-spring-starter	4.8.0-preview		5e6f9b71dcb01857752ff265848310fcd2f3feb8
com.google.cloud	google-cloud-container-spring-starter	4.8.1-preview		f35dca2946fa33ccdf4f18b0f98cd42960bced53
com.google.cloud	google-cloud-container-spring-starter	4.8.2-preview		09786c3a8d5bdf9b65de874e7cf4a825e41e71a5
com.google.cloud	google-cloud-container-spring-starter	4.8.3-preview		56028726469e58b2ecc6cdd69bdfb40079045710
com.google.cloud	google-cloud-container-spring-starter	4.8.4-preview		40149fb251d5a82dfad0ff985013d93d79a9341b
com.google.cloud	google-cloud-container-spring-starter	4.9.0-preview		c2f2684ea5ebea5df844449cf0b48506b9e8294e
com.google.cloud	google-cloud-container-spring-starter	4.9.1-preview		97e550a5bb88c72a2e1239689c06d7eee9e4536d
com.google.cloud	google-cloud-container-spring-starter	4.9.2-preview		fb474f6a2745f58ed9ee8ac66dcfa5a902a4fcdb
com.google.cloud	google-cloud-container-spring-starter	4.9.3-preview		e9c9c3cec669d0d5c0ff0f79989d9f625e87bffe
com.google.cloud	google-cloud-container-spring-starter	4.9.4-preview		8bb1fa83cd650fa82b886c451df26d7d4479776f
com.google.cloud	google-cloud-container-spring-starter	5.0.0-preview		eb5e22fbbe43a60fd79d328f45a9516ec93c5cc9
com.google.cloud	google-cloud-container-spring-starter	5.0.2-preview		9b83d0a8c4192aa2ad8a89c4442f364f422243bb
com.google.cloud	google-cloud-container-spring-starter	5.0.3-preview		19f6ba8634587c92db869f1b215cc4962a6c3ba5
com.google.cloud	google-cloud-container-spring-starter	5.0.4-preview		8a8422e4365ab5ca2a089b990f06bd0593bd49cf
com.google.cloud	google-cloud-container-spring-starter	5.1.0-preview		8f66c01dea1ada0aef33ee033be33d59e92eafea
com.google.cloud	google-cloud-container-spring-starter	5.1.2-preview		68c2886290bf7e8fb1bd514e5a3110f0e87441a2
com.google.cloud	google-cloud-container-spring-starter	5.10.0-preview		3bf537c265b029ee88f62a2f1d95d94633e95c94
com.google.cloud	google-cloud-container-spring-starter	5.11.0-preview		365f0d6a2ef9389b92953e31c81173742b6cf154
com.google.cloud	google-cloud-container-spring-starter	5.11.1-preview		8c48ac5a635007b4d1057350e72fefec115d9236
com.google.cloud	google-cloud-container-spring-starter	5.11.2-preview		5a5c4fad00dc687c4e167f1460150493d9f0fda7
com.google.cloud	google-cloud-container-spring-starter	5.11.3-preview		0a5ec6876f489c8026bebf5957a01828131664da
com.google.cloud	google-cloud-container-spring-starter	5.2.0-preview		459502f09f69469935076b266011d4feae0235f8
com.google.cloud	google-cloud-container-spring-starter	5.2.1-preview		64200de4f6c0f6754bbd3d791b05200248dabb84
com.google.cloud	google-cloud-container-spring-starter	5.3.0-preview		ddf3e79c5b3f1265d0a0b5bbc75e49e552ef4672
com.google.cloud	google-cloud-container-spring-starter	5.4.0-preview		bae33d183708b6c8b399ec923cc2060f4b42c832
com.google.cloud	google-cloud-container-spring-starter	5.4.1-preview		34dcca2d443680e95794c493e021f1ed9cb46163
com.google.cloud	google-cloud-container-spring-starter	5.4.3-preview		1618aae762f067eb11d13add284a9c48d4e0eea5
com.google.cloud	google-cloud-container-spring-starter	5.5.0-preview		78632cb23eedf00b34ec67912f7e92400e6da98e
com.google.cloud	google-cloud-container-spring-starter	5.5.1-preview		651c8fc5f8d5f826b9efb6228c980b7990d6dbc8
com.google.cloud	google-cloud-container-spring-starter	5.6.0-preview		bec28282a53e06695718001cb5f087c09f9f3353
com.google.cloud	google-cloud-container-spring-starter	5.6.1-preview		d7bdd8a0ee8300b7289d554d1ea5901ff4fbaa57
com.google.cloud	google-cloud-container-spring-starter	5.7.0-preview		3a350c01c32e09dec7c24d91ff727fa423b2c1b9
com.google.cloud	google-cloud-container-spring-starter	5.8.0-preview		b99a8f9a65237abce23ad980c464c79be2918221
com.google.cloud	google-cloud-container-spring-starter	5.9.0-preview		38fc7a0724829b64352ad05ee375e2e16688f2ea
com.google.cloud	google-cloud-container-spring-starter	6.0.0-preview		f8b4afe59823146cd35f48fdee675768c671c1bf
com.google.cloud	google-cloud-container-spring-starter	6.0.1-preview		547cf2c838ff5e65524799234cd544b7ac214ab8
com.google.cloud	google-cloud-container-spring-starter	6.1.0-preview		9ed777f39ac59285bd91bee82a30b5a65b4a39e3
com.google.cloud	google-cloud-container-spring-starter	6.1.1-preview		36998b889b5a73cbfd7875b8d5ddfac51db5e695
com.intershop.xsd	intershop-xsd	1.0.1		d2437b75a65ff07f95e575cd17d240146a6b2c0c
com.intershop.xsd	intershop-xsd	1.0.2		ac900f253ad9402c3f308b213f44c677c714b204
com.intershop.xsd	intershop-xsd	2.0.0		34e46fa57b42d2e9733599a8eda7914e986c5752
com.intershop.xsd	intershop-xsd	2.0.1		5b8894acdd5a6f5129e36fdab2a03847d6058ccf
com.io7m.jarabica	com.io7m.jarabica	1.0.0		N/A
com.io7m.jareas	io7m-jareas-core	0.1.0		410e0ec7896f9290d4ac5d9dbecc5d21b8b58cea
com.io7m.jareas	io7m-jareas-core	0.2.0		bc3990de6862a412d0c6dcdd2195e282f37ea378
com.io7m.jareas	io7m-jareas-core	0.2.1		a99d625120626f5a1f3cd9a99b8d91a6e822b03d
com.io7m.jxe	com.io7m.jxe.documentation	0.0.1		e40324773538077f3e8b63987dd8bd3832ba7e9b
com.io7m.jxe	com.io7m.jxe.documentation	0.0.2		6024ca36374b639d845d6891718c0deee41a377c
com.io7m.jxe	com.io7m.jxe.documentation	1.0.0		7497a87195a4ec6ca9439bfe388fdedd53b56f8a
com.io7m.jxe	com.io7m.jxe.documentation	1.0.2		44b7793da41936c864fb3bce67a03d50c267e8ce
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.4.1		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.4.1	metadata	0df96017112f0d2dbd8d4f0fedb00f557e4da570
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.0		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.0	metadata	4ec18bb096f695282437645d059137de39229b8e
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.1		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.1	metadata	be99dfe8399bdd932c9050bb351cba6d567f31d3
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.2		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.2	metadata	04b65736893217c5ef2b7928d0f2ca0d557346c5
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.3		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.3	metadata	2fc0bedace02ccf28d93c687c0e5701dad07883d
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.4		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.4	metadata	157a8163752661b31390832f8770a1f5fbd05d45
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.5		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.5.5	metadata	af3b1a865deaeb4e9b8e6eaf1a819d0589c15e3b
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.6.0		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.6.0	metadata	733eac3175fb8833241659e3d2b6bb4ec530a134
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.6.1		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.6.1	metadata	7bd4aae888afafd2772744e9ba995d68e1a20f77
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.7.0		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.7.0	metadata	9b1f75035b7296a156007c59661b060977694cd9
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.7.1		N/A
com.mohamedrejeb.calf	calf-file-picker-coil-iosarm64	0.7.1	metadata	6b527522e75a9ce282a3ee485f3256a01516ea77
com.msignoretto	sekurity	1.1.0		N/A
com.oracle.kv	oracle-nosql-client	18.1.16		49357adf8b8db3c5ac35ccc7b5a334a47f6ea9aa
com.oracle.kv	oracle-nosql-client	18.3.0		befbafdb8be6031c84044c4870e30a02658398e0
com.oracle.kv	oracle-nosql-client	18.3.10		4cc18ca2b9c5a9e874cb38f35e188a14a306ab41
com.oracle.kv	oracle-nosql-client	18.3.9		41f0867992b0e3f94eac9c5f8c4f468d5858af0f
com.oracle.kv	oracle-nosql-client	3.0.14		1ae1c9a296ffb4f5ba0c6e98001c06a361e5a000
com.oracle.kv	oracle-nosql-client	3.0.5		39478e44a475c9467ef982c39326b13cf01411bb
com.oracle.kv	oracle-nosql-client	3.2.5		79cab496c258b0d613ed7dbfb8530d0b363fd9f7
com.oracle.kv	oracle-nosql-client	3.3.5		e81d7f1bb6919da0a4af2b28e97bf99b01467c56
com.oracle.kv	oracle-nosql-client	3.4.8		e75d07c21dade3a4a4c5528f6d304341cb37c799
com.oracle.kv	oracle-nosql-client	3.5.2		13167552bd409bb395a74799fb1cb015d7951a3f
com.oracle.kv	oracle-nosql-client	4.0.9		dea7f76b0b6e08898c2bc2be9b4dd4c8c50f2f41
com.oracle.kv	oracle-nosql-client	4.3.11		3be1e05025abe900c506d440b26aeab272d4d96a
com.oracle.kv	oracle-nosql-client	4.4.6		2aab8170874701656f4144f818bc67ce05bf0a92
com.satori	satori-rtm-sdk-core	1.0.3		87654bceb944389ce9e87759be625ef1bf116724
com.satori	satori-rtm-sdk-core	1.1.0		893caac684bf250a1ed40b09b6fb253ca2a29017
com.satori	satori-rtm-sdk-core	1.1.5		a63e4a26b3c37bc47b5c22b20d0174f830a7c951
com.satori	satori-rtm-sdk-core	1.1.6		7d23d4e195e30bd086410ea8ed21f9be3f1ea239
com.satori	satori-rtm-sdk-core	1.1.7		2370d634d386c34fa33a17a75958cd428ddb196c
com.satori	satori-rtm-sdk-core	1.1.8		aab7431137b15b0812f2c1b2081bedb11d74cec7
com.satori	satori-rtm-sdk-core	1.1.9		e18f04ca79f02e5ba5139467b3cfa1aa58445df6
com.satori	satori-rtm-sdk-core	1.2		ea264714a6b71abf2f920a4159888871b8d2e4c8
com.spotify	magnolify-guava_2.12	0.1.2		95b16966db33467d1c56e85b35668c2ce75e5629
com.spotify	magnolify-guava_2.12	0.1.3		89dc53064295c24d7e98f8b0291a73a2ee94035b
com.spotify	magnolify-guava_2.12	0.1.4		2ec07cb59ab0bec44c67fd1f5cf4bf411840f142
com.spotify	magnolify-guava_2.12	0.1.5		fa8399b658be1fcce3812283d0dcc300586587b4
com.spotify	magnolify-guava_2.12	0.1.6		86cce92d3be531e52f625a54ac42010963cdd2e1
com.spotify	magnolify-guava_2.12	0.1.7		96948ca1f29a2609d0988d1b987fabd8fc01d5e1
com.spotify	magnolify-guava_2.12	0.2.0		9ac536d5289c95cd977c556b02f19c4edc0ceab7
com.spotify	magnolify-guava_2.12	0.2.1		43d8d61ffde2a434d664ba251be2d74e7d04b337
com.spotify	magnolify-guava_2.12	0.2.2		f4904cc25b825026dc623710ca59c1dc7c755063
com.spotify	magnolify-guava_2.12	0.2.3		f5fbc0932ae722a42f5b82160b9ef6cda5f3a989
com.spotify	magnolify-guava_2.12	0.3.0		c3370c7a58a9a27c8b5bc866190eb344ca86aa03
com.spotify	magnolify-guava_2.12	0.4.0		37855a50bb44145a8b6bbcbee5380d604845587c
com.spotify	magnolify-guava_2.12	0.4.1		23557e7ba7368bff22574db388b250ba84f726ea
com.spotify	magnolify-guava_2.12	0.4.2		b20c1f4bc934792668405631126cf6ee8cde0863
com.spotify	magnolify-guava_2.12	0.4.3		d99fa39f66c1aba76402254a521551cbd28cda5d
com.spotify	magnolify-guava_2.12	0.4.4		f49f4b11cb689631818018e1b8b60482fc12b81c
com.spotify	magnolify-guava_2.12	0.4.5		78822dda54afaa4b2eba29e4c7ec7599cf9b8075
com.spotify	magnolify-guava_2.12	0.4.6		e6ee2b60d0392332ea4b3a800b4a06acadf29dd2
com.spotify	magnolify-guava_2.12	0.4.7		2aea5ed3045ac878fef1df31f510f65082638abe
com.spotify	magnolify-guava_2.12	0.4.8		f1109df5b364fdc1f171122d5d834215f555cb5f
com.spotify	magnolify-guava_2.12	0.5.0		4f2f63f8276cddc1bb7a62a397f055b88c538ea4
com.spotify	magnolify-guava_2.12	0.5.1		6b5e025a09fa764148a89bf51d3625f4c9a9c647
com.spotify	magnolify-guava_2.12	0.6.0		e3ad17362c747f79c059123e6db4cee969952195
com.spotify	magnolify-guava_2.12	0.6.1		95e0ac8cfade31fbb19183d6648b2897a6952c9d
com.spotify	magnolify-guava_2.12	0.6.2		6dbf37c760aa2760ea29d5dcd5740757e7563f57
com.spotify	magnolify-guava_2.12	0.6.3		cb74df7a910cb94c6f4aaeae96cd1587bd11e36a
com.spotify	magnolify-guava_2.12	0.6.4		ba19346c41ab0809ba7ba9667f037cef8887bd2a
com.spotify	magnolify-guava_2.12	0.7.0		400298e5d2249895017460b109eba6782e3bbcce
com.spotify	magnolify-guava_2.12	0.7.1		7eba2dcfe2244d3be40c6a765dc40294aa5b9cd5
com.spotify	magnolify-guava_2.12	0.7.2		e338ac55a990a73902a2eddee00c1a1d689f45b9
com.spotify	magnolify-guava_2.12	0.7.3		6a69105e1ea8048fbfa0f47fa6694786c7eb864e
com.spotify	magnolify-guava_2.12	0.7.4		7a9bb0be6f017bed22deb7c7d2f74a404d8fcd44
com.spotify	magnolify-guava_2.12	0.8.0		d499bb1036b7801c89770c9475f9929f82f1984b
com.tqdev.metrics	metrics-http	0.9.21		bea07d75241ec80436a257edf7d9e135b0c9e0ac
com.tqdev.metrics	metrics-http	0.9.22		001ee8c107c5537339f752330c80603bec9d6d13
