at.a-sit	grapheme-clusters-mingwx64	0.0.1		N/A
com.liferay.commerce	com.liferay.commerce.data.integration.service	3.0.7		045b933cc1a08e474030bc3ec802d6c749ae0998
com.liferay.commerce	com.liferay.commerce.data.integration.service	3.0.7	wsdd	4f63e9c1b1affbb47479910f589c8a8454444519
com.liferay.commerce	com.liferay.commerce.data.integration.service	3.0.8		8af5dcdd9e7eccc748ff0a04262ac7c92258d93a
com.liferay.commerce	com.liferay.commerce.data.integration.service	3.0.8	wsdd	f35ca15c74a9306a57b08495cce413b60a46a227
com.liferay.commerce	com.liferay.commerce.data.integration.service	3.0.9		1a0b5473d3378783edb0405ed185ce310a4f19b1
com.liferay.commerce	com.liferay.commerce.data.integration.service	3.0.9	wsdd	627131305cf1b3fe29b64a769e5d0eec445813d0
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.10		24b3f742700015fde618fc0637b08ced1b72bc80
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.10	wsdd	bd16b99d586357305770495579267de3d07a2232
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.11		17a06b723a81f521842e34e7295d6003f39a0a01
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.11	wsdd	26dd424aadca909636a8954257e24ed5b5ff053b
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.12		1f5dd9742ef0c8604fdc04cafc750fbdfd8ab780
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.12	wsdd	c82ff75dee30ebfb2ead34e8c62cea8f9ecb9fcd
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.13		93d0772453dd730dd65c597e753d1fb7a90e50cd
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.13	wsdd	b6e3e0ca76c7065eec79a631a1c936b7fa54a3cd
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.14		3f5177481f6a0fee56935268335612d5644f9baa
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.14	wsdd	96aeecc3dc66e49a737500ea51b728caa5103af8
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.15		4fb730dc109d9c4297d259631a35f5c62cb8c06c
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.15	wsdd	eb2fb379c48c4613b7350f1b385c518e7bf3b64e
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.16		177a19101e56be5e8b1ec1cc3bb10416a165a406
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.16	wsdd	dc6fecab99443160fa468480c3a4afac49c29db0
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.17		a66c2ec22306af130a10984ef425476737b7165d
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.17	wsdd	b4d49138227c146ce267b30580c83eaf2037df6b
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.18		73c1ee969155e2087cbb9dbde1d33b2c7688db8e
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.18	wsdd	1909d4ad74331b60e119bdab146623fb161f3e8f
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.19		47561a84dee72ea09b1f027504efdb38ece1bf8b
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.19	wsdd	dbdef367fbfc2321fdb9413ec00e43da1f7c84ee
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.20		21ea0778ce6855ba7a7916055aa651d2010fa92c
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.20	wsdd	805b516a9635abe14f61be73a32be320cc17178b
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.21		04e4a3f0e3dadba8430be94237e9af597eca8e7a
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.21	wsdd	e45a53c899a083f7c6e0197c96f8a14ccfc776c6
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.22		5476bc492d852ca15da504f874e9c53d101638b2
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.22	wsdd	3164f5d51bf91f5cd1b3deb2e81042db5697b91e
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.23		1ef83da25f71bbaa9df2ffbc0dd90db2a03ad348
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.23	wsdd	2a92bc3d2c5d8a8160406871100fc15bf031ffe5
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.24		d49b1e47cc27611b4db787fd79b31c7c9a94fea9
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.24	wsdd	a0290249a36bbd8b023a2d5dcb95fdfce32abb4d
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.25		5f915d05716bd9ab3f3a68bfbb17d9b435810179
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.25	wsdd	d57f1bd71c4266864f59c2f31aa9b858f6e70801
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.26		de2641d8c271c86057f03a5f6f41f7259ab616fc
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.26	wsdd	8ecccf141ac9452f02b8a6c95055c1d00fcb4f0a
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.27		392fc2faf90f7067dcd58048235ecd95744f7783
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.27	wsdd	257782a1f6262a3400d3d2587cf5e15992d851c5
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.28		63239cb18b9975107d848842f25c27183d25e5ad
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.28	wsdd	ab640063efc64623237c0c93d7902916e363a579
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.29		d230ab5ec270b6f2bc8861dbea35ab479263bd2b
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.29	wsdd	5bd886f8cd726d7b22494bb2c176448b1c957093
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.30		2ef52a6cd73141805949fcc3b337873c4800c4ef
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.30	wsdd	77e9adf50a8be634e1bec06b8695dfc37606ec69
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.31		20587f28ddba154131f3aeb590f0ddd6e25ab8c0
com.liferay.commerce	com.liferay.commerce.data.integration.service	4.0.31	wsdd	597f729f8be4401463e0df0cdb2b270f5418ef9e
com.neotys.ascode	neoLoad-framework	1.0.1		68e325172e47e5b7a6d930cbb7e8108cfbd8f193
com.neotys.ascode	neoLoad-framework	1.0.10		e24d897bd48e8e8cee854d2a9f57309096037ace
com.neotys.ascode	neoLoad-framework	1.0.11		d1743aa2de82f589670081a23c44346e3a46cf37
com.neotys.ascode	neoLoad-framework	1.0.15		e015663d4ea3faf6f88c5b2ea22ad9eafadf5d45
com.neotys.ascode	neoLoad-framework	1.0.16		0ea732b1d06257f9255448f9d965c5a21801b204
com.neotys.ascode	neoLoad-framework	1.0.17		7ef8b3fb4c66738679c8694effd22f2013a74578
com.neotys.ascode	neoLoad-framework	1.0.18		f974b444a893d45ad93f1a30dfd5ed1cb4c6938e
com.neotys.ascode	neoLoad-framework	1.0.2		e4089296ac84993154546d69e25b3958d0f555d4
com.neotys.ascode	neoLoad-framework	1.0.20		b8a66e6aeedefd80858e2dc1fd6b853dad4189a1
com.neotys.ascode	neoLoad-framework	1.0.3		0075517d4a5c14c4ad7bf071531faff202da2efb
com.neotys.ascode	neoLoad-framework	1.0.4		5c4ea7bae2d8734400d81305f9cb06d2494ffcb0
com.neotys.ascode	neoLoad-framework	1.0.5		66baf008c3ee96725032827315104e96e4e7813a
com.neotys.ascode	neoLoad-framework	1.0.6		3c2141bbae949f133d82597a176e5ab4b95e8ab3
com.neotys.ascode	neoLoad-framework	1.0.7		df3ae2d22b7150f17b2838a45377e4a482a0191e
com.neotys.ascode	neoLoad-framework	1.0.8		1a8766894ba727d5a61d1d06f6934c9d58d49fb5
com.neotys.ascode	neoLoad-framework	1.0.9		551b088d3725659e7f23ecf29d933dbee9bf0729
com.nerdvision	jsp-tests	2.0.0		8415db0c68efe6def3bd8f1ddc1c1b9b1b43edc0
com.nerdvision	jsp-tests	2.0.1		c2433d7e105ec5279fd078c70e4a78199181738d
com.nerdvision	jsp-tests	2.0.2		bb9b5b20d7952b32cb8e2283eea83fab6e394d99
com.nerdvision	jsp-tests	2.0.4		597ba2fcf76cdb24ec0738ed57611950de7ed020
com.nerdvision	jsp-tests	2.1.0		fed1ba5df6a92a32cd877a545b0245c69c556bf8
com.nerdvision	jsp-tests	2.2.0		9d24bb6eb79dc2c5615d37e1d08f438990e50b51
com.outworkers	util-testing-twitter_2.10	0.30.0		14db6da67dcb39811ceac84cb24b8557e65d92e4
com.outworkers	util-testing-twitter_2.10	0.30.1		74589674524f50723092254f69cb83c9e410154a
com.outworkers	util-testing-twitter_2.10	0.32.1		4fbb82e91bc1012b08a586d83a2a3030acd53a70
com.outworkers	util-testing-twitter_2.10	0.33.0		0dff7ac408b45dd570b102394f819e95cd2bbade
com.outworkers	util-testing-twitter_2.10	0.34.0		662464d1556eddedf07b9c78f418ddde3c700a78
com.outworkers	util-testing-twitter_2.10	0.36.0		e2d366c4b260a804ae0ad9633742f6aa4b001d80
com.outworkers	util-testing-twitter_2.10	0.37.0		7ce89c7cf38641bcf2810f700b3330e6d7b1d5c8
com.outworkers	util-testing-twitter_2.10	0.38.0		9a5596f46897e598624cc230b7942bac41368b38
com.outworkers	util-testing-twitter_2.10	0.39.0		893fab15ef6c9b69f961e0e637e79c2e0f7b331d
com.outworkers	util-testing-twitter_2.10	0.39.1		7205fd6bc95beb66d8ea9a3663f4a039fca10134
com.outworkers	util-testing-twitter_2.10	0.40.0		9b49a6f98fba2afff76aa17174429c63e48ef68d
com.outworkers	util-testing-twitter_2.10	0.43.0		ea8aa97474d3d5152e88ea26f0fb24257342cfa3
com.outworkers	util-testing-twitter_2.10	0.44.0		70dc7014d41a32399d249de6af6096eaf986599d
com.outworkers	util-testing-twitter_2.10	0.45.0		1f4f18ac395af9a874c0d2937de447c3acb6ec26
com.outworkers	util-testing-twitter_2.10	0.46.1		9a085acd239af2fd6ef443c2774adfd1c4678d06
com.outworkers	util-testing-twitter_2.10	0.47.0		6b1c16ac9a42dbbac5be30452ac834c759c3850f
com.outworkers	util-testing-twitter_2.10	0.48.0		1b4010d8cd4565a02083cb02c19fcba44882c933
com.outworkers	util-testing-twitter_2.10	0.49.0		cccdb073551c86f19e3fe7ae03924d62dab3ab51
com.outworkers	util-testing-twitter_2.10	0.50.0		b3e42123d639941522f1353a281cd57fb1e06dd2
com.permutive	common-types-gcp-scalacheck_2.12	0.0.1		fc5303f3836349c8e7bd3cb7943e67b065e54018
com.permutive	common-types-gcp-scalacheck_2.12	0.0.2		e8f61985be7052374932971447a06e93e4b5a9f0
com.permutive	common-types-gcp-scalacheck_2.12	0.1.0		c22373a8107fe84c87e7cf5e92bed7ed3ff98a02
com.permutive	common-types-gcp-scalacheck_2.12	1.0.0		39143170e2bc1989cb2b22d270eddfa7243ee87c
com.permutive	common-types-gcp-scalacheck_2.12	1.1.0		875aa39a2ade89edc70e7d7341586aac4d9601a2
com.speedment.common	archtest	3.1.18		73403d48e06b2ef621677bee77cacdb3aff70d66
com.speedment.common	archtest	3.2.1		b586f262f80591a372ffbc274437e88b11b1bbb7
com.speedment.common	archtest	3.2.10		7f3fb9fd3cbca18931b5b81849ae9cd2fc3b039e
com.speedment.common	archtest	3.2.2		3ab0b62e5b9ad0d8295fb22968b4917b7e2a40fd
com.speedment.common	archtest	3.2.5		16f1aa4807d973d83df2b67a22df50c0e93ff204
com.speedment.common	archtest	3.2.6		7011065fbbecc4e08aceb0c314f70b049473b8d8
com.speedment.common	archtest	3.2.7		1a9707b3283250d0207a7fcfc2f2bbd89ab73cbe
com.speedment.common	archtest	3.2.9		d0ec167fda069826ac3d15db54919152b393823a
com.utopia-rise	godot-coroutine-library-release	0.10.0-4.3.0		b681981d1c11032daedeaffd753a8e6c81dd14ef
com.utopia-rise	godot-coroutine-library-release	0.11.0-4.3		8c71f5f3d559f2c6fe2f3c7e8ff1213bf9ee7ec7
com.utopia-rise	godot-coroutine-library-release	0.12.0-4.4		8d63a46efdd2a522ae01644242c80d80a0191fb1
com.utopia-rise	godot-coroutine-library-release	0.12.1-4.4		5ec42e31c62cbe5baa5a5b6b316c925f6cdaee91
com.utopia-rise	godot-coroutine-library-release	0.12.2-4.4		c8b72350097d1bcbd6b29d8971e0ca2399fb1540
com.utopia-rise	godot-coroutine-library-release	0.12.3-4.4.1		1f2f45616fee47668ad6357262c11aacc7cab110
com.utopia-rise	godot-coroutine-library-release	0.13.0-4.4.1		8e4088a03da8ca3ce73c909dda55222681fcc1e8
com.utopia-rise	godot-coroutine-library-release	0.13.1-4.4.1		d94b75a6f2d457a3d4af6de70f1e93f7827b55c6
de.jensklingenberg.ktorfit	ktorfit-lib-ktor-3.0.0-beta-2-wasm-js	2.0.1		N/A
de.jensklingenberg.ktorfit	ktorfit-lib-ktor-3.0.0-beta-2-wasm-js	2.1.0		N/A
de.learnlib	learnlib-statistics	0.13.0		2ad5fdf3a330ceb97a0b35146362e265acd539f6
de.learnlib	learnlib-statistics	0.13.1		f29fb15981f5ddb95ab950f560b6dc63bff42378
de.learnlib	learnlib-statistics	0.14.0		49be2a3ce9408b2b37f6c554d32d88624998e5a0
de.learnlib	learnlib-statistics	0.15.0		6506da8c50730b0d858e8bc7da05823ac160f8b0
de.learnlib	learnlib-statistics	0.16.0		b60143df6830abf2d804d45e1f8b7c96e4da186b
de.learnlib	learnlib-statistics	0.17.0		1a5e8aa370e82f1c7754fca7705462c9a97ebd06
de.learnlib	learnlib-statistics	0.18.0		f9e4d768585776f4b8e611ade456598eec59f528
de.sciss	filecache-mutable_3.0.0-M2	1.1.1		65017090b69f2f8f931455c596b5cd3882d00476
dev.snowdrop	vertx-spring-boot-samples	1.1.4		N/A
dev.snowdrop	vertx-spring-boot-samples	1.1.4.Alpha1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.1.5		N/A
dev.snowdrop	vertx-spring-boot-samples	1.1.6		N/A
dev.snowdrop	vertx-spring-boot-samples	1.2.1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.2.1.Beta2		N/A
dev.snowdrop	vertx-spring-boot-samples	1.2.2		N/A
dev.snowdrop	vertx-spring-boot-samples	1.2.2.Alpha1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.2.3.Alpha1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.2.3.Beta1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.2.3.Beta2		N/A
dev.snowdrop	vertx-spring-boot-samples	1.3.0		N/A
dev.snowdrop	vertx-spring-boot-samples	1.3.0.Beta1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.3.1.Alpha1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.3.1.Beta1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.4.0		N/A
dev.snowdrop	vertx-spring-boot-samples	1.4.0.Beta1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.4.0.Beta2		N/A
dev.snowdrop	vertx-spring-boot-samples	1.4.1		N/A
dev.snowdrop	vertx-spring-boot-samples	1.4.1.Beta1		N/A
dev.zio	zio-prelude-scala-parallel-collections_native0.5_2.12	1.0.0-RC37		c6487e5e9d47396d3e3a3208132d541c7059a63a
dev.zio	zio-prelude-scala-parallel-collections_native0.5_2.12	1.0.0-RC38		be8e7661c43a007726cfd1a437c42721ebdf4842
dev.zio	zio-prelude-scala-parallel-collections_native0.5_2.12	1.0.0-RC39		a9e28c273ab99a2282b7471028957f88fa94d385
dev.zio	zio-prelude-scala-parallel-collections_native0.5_2.12	1.0.0-RC40		e0836434ee89ba173ff470554e5ec0ce18be2ad8
eu.digitisation.utils	input	0.2		79d6e4303685a9094f91e7252c4676b448b55ce0
eu.digitisation.utils	input	0.2.1		15b0efcb6a044ec4c19d3c979b35dfac36511058
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.3.1.2		3349701061b95b092917c1929b5a8b7c01b3537c
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.4.0.2		c93344cf4fa80c6078536473fbebbfe0ee4cc15c
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.4.0.3		c5672ea81b8a9e1c196a509f74293fb3f718b3a8
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.4.0.4		a73bfc8e0f79dfa7c752d7177d7c68d6ba428144
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.4.0.5		24f4e8a3c7ba511a71a46a04ea1917d476416a45
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.5.0.0		74c01296f7c16241769ed6178b820f5306737c10
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.5.0.1		04f1f36beb28b52ae86a010d5b7d1831c6a5ae04
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.5.0.2		635177c16fdfb9e98de476c47404863b7577edc8
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.5.0.3		95f0c7890265667d9718db6e8226eb7e4f126fc3
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.5.0.4		4827f8f0965b0fcf0b5ae53b9ef1257a7bff8b73
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.5.0.5		370efdd2b5b1e06c701c4f27b40d24d581dc9587
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.5.1.2		e8570e160368138bf5856def648f11ab607868ba
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.0-M2		f1fc02e8371e8ac977108a8786dc0b40f7cc8f91
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.1		4541a20eb82660814c833c3a9b240045be11d6cd
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.10		fa4e407061292d0f5b408821b769e3e3cfa84862
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.12		db319ec1d4e95a17b3f01fef5272443781a6484f
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.2		c931315c3eab99efbbcbace1a10dbad1c51f9c60
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.3		b867547be0be1b0be62a32334ad1f2dc75e8eda5
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.4		7cbb755c0ec3b5fda3b19c8da12a3c086d936279
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.5		04003ac77e4af5dc1910ef75c0fd3a3f4d2cdb48
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.6		7307006a7904669cabcf0c25d56275cae2c6c988
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.7		93a6999bd8ec673a6708424e8776cb89c5002bdd
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.8		be6e41b862edc22f7e4394a4708ab15c0bc41e0b
eu.l-space	lspace-parse-argonaut_sjs0.6_2.11	0.6.0.9		36e61b92cb5fb8eb2d57ef47a29e8ada5ddba11b
io.chrisdavenport	cats-scalacheck_native0.4_2.13	0.3.2		707b78f396b22c25410d5e8aa9caf60e1c369a5c
io.exemplary.guice	guice-behave	1.0.0		cb7a7c17bf2927b0b3531ba8eb67098ebdd72ad9
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.0.2		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.0.2	metadata	f399a8bf9f2c1f2d136814ff6394f4c557a46484
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.0.3		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.0.3	metadata	c65fbaf7a5a03477bd8fbb0d53c0a8b9a0f4b198
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.1.0		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.1.0	metadata	f93dbc80e78e757d767eec6b7050b49bf8358cbf
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.0		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.0	metadata	1939da718372746d64abce4c51f9532453158c5e
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.1		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.1	metadata	494cdb0940834e2c8b28b167a1d05c7b98289de8
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.2		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.2	metadata	b2afc49e6d791d96f5fc6bd88457acb8e151ef36
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.3		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.3	metadata	b2afc49e6d791d96f5fc6bd88457acb8e151ef36
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.4		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.2.4	metadata	b2afc49e6d791d96f5fc6bd88457acb8e151ef36
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.3.0		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.3.0	metadata	1567f4fc72ffed9d7705607cf8f3d1a924cfc257
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.3.1		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.3.1	metadata	b2afc49e6d791d96f5fc6bd88457acb8e151ef36
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.4.0		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.4.0	metadata	64d88db5c2e41ae54ac0265c4cd13f07a5c35cf0
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.4.1		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.4.1	metadata	b2afc49e6d791d96f5fc6bd88457acb8e151ef36
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.4.2		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.4.2	metadata	b2afc49e6d791d96f5fc6bd88457acb8e151ef36
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.5.0		N/A
io.github.arttttt.simplemvi	simplemvi-viewmodel-iossimulatorarm64	0.5.0	metadata	47e73f504393d2e863e146f554df9eeb6e932726
io.github.charlietap.chasm	predecoder-iosarm64	0.9.6		N/A
io.github.charlietap.chasm	predecoder-iosarm64	0.9.6	metadata	4bfd485bff5639c6cb5a6b0fb61e381ba95153d3
io.github.charlietap.chasm	predecoder-iosarm64	0.9.61		N/A
io.github.charlietap.chasm	predecoder-iosarm64	0.9.61	metadata	85869f787aa6d9d5445a596f554475d4e419763c
io.github.charlietap.chasm	predecoder-iosarm64	0.9.62		N/A
io.github.charlietap.chasm	predecoder-iosarm64	0.9.62	metadata	e899cd9aad159985ec20cd499d2279bcf9834cd9
io.github.charlietap.chasm	predecoder-iosarm64	0.9.63		N/A
io.github.charlietap.chasm	predecoder-iosarm64	0.9.63	metadata	c7a7f7b28b5df18f5b712322d9761fa25e3643d4
io.github.charlietap.chasm	predecoder-iosarm64	0.9.64		N/A
io.github.charlietap.chasm	predecoder-iosarm64	0.9.64	metadata	c55a639d6152b9aafe2b81ccfaffa444ebbc0671
io.github.charlietap.chasm	predecoder-iosarm64	0.9.65		N/A
io.github.charlietap.chasm	predecoder-iosarm64	0.9.65	metadata	b73dfceb5b35e81eda61cf2037ad43bd9942769d
io.github.charlietap.chasm	predecoder-iosarm64	0.9.66		N/A
io.github.charlietap.chasm	predecoder-iosarm64	0.9.66	metadata	749a103f3718623f57a48f0b01662f333a37765a
io.github.luca992.getenv-kt	getenv-androidnativex86	0.3.0		N/A
io.github.luca992.getenv-kt	getenv-androidnativex86	0.4.0		N/A
io.github.maidsg	demo-library	0.0.1		85a8167c75442b4074d3f7575fe99319a359e84f
io.github.open-accelerators	counterparty-administration-client	1.0.2		82cdf3e4b1105ee714e8b51ffa8c13897c0a259a
io.github.skeptick.libres	gradle-plugin	1.1.3		09d24b2fd396b3aea6be2635718c4551b7c4d5eb
io.github.skeptick.libres	gradle-plugin	1.1.4		b16b82efbe136cfc24cb81dd1593bf2473493c52
io.github.skeptick.libres	gradle-plugin	1.1.5		478fb1fea896b78a15b50d46938f61cbdbd6604d
io.github.skeptick.libres	gradle-plugin	1.1.6		745979828a80cdd8cb4f7a1be4f485f390127e2b
io.github.skeptick.libres	gradle-plugin	1.1.7		f138699e2d8c24594ce79bbbe0a7465b8a5a7441
io.github.skeptick.libres	gradle-plugin	1.1.8		722e31e00b163a97a7723b339aa94934c5cbba53
io.github.skeptick.libres	gradle-plugin	1.2.0		e5d1607398c7a262f63fbf14d0342218301bf0e6
io.github.skeptick.libres	gradle-plugin	1.2.0-alpha01		31dd45d6b5321e5f8022b39c4daa752e29631105
io.github.skeptick.libres	gradle-plugin	1.2.0-alpha02		b62abb9df808ac718d6a26f701290e48ea39d058
io.github.skeptick.libres	gradle-plugin	1.2.0-alpha03		1b194602ba3ffff75f5aa94e442ac95b0aaa79ab
io.github.skeptick.libres	gradle-plugin	1.2.0-beta01		acb3ef5c76ad4b826a3f03457935d133f5006c33
io.github.skeptick.libres	gradle-plugin	1.2.1		f6a4a32e3d5e7bcc249972c4feb3fde0f7ae6dd0
io.github.skeptick.libres	gradle-plugin	1.2.2		578d4f3cfcb2ed6ef3e308ff917e50861bc61f93
io.github.skeptick.libres	gradle-plugin	1.2.3		f8c7e7e38b30d8467be1d6b105d425f59762030b
io.github.skeptick.libres	gradle-plugin	1.2.3-beta01		e3c897019ef38ceaef264eec01ee8d3b2a570dd2
io.github.skeptick.libres	gradle-plugin	1.2.3-beta02		9ae5e3d32c0ad833c60710c0393f73a388d9d3db
io.github.skeptick.libres	gradle-plugin	1.2.4		54d7fa187e0591fbb8b7577e9887993481a29d7a
io.github.stephenshen1993	ssrpc	0.0.2		N/A
io.github.stephenshen1993	ssrpc	0.0.3		N/A
io.github.zeotuan	spark-fast-tests_2.12	1.4.0		6df750d07b889495ea1d43df120c57de36420200
io.ktor	ktor-resources-tvosarm64	2.0.0		b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-resources-tvosarm64	2.0.0	metadata	b4c06d1f7d7714cfc2b2b0f74a84d26ce3587ec6
io.ktor	ktor-resources-tvosarm64	2.0.0-beta-1		4860db50dc4ef767a2be11ff780bd3dded259e3a
io.ktor	ktor-resources-tvosarm64	2.0.0-beta-1	metadata	423b40c639972df184f56b5b388ba5de46f7c4c8
io.ktor	ktor-resources-tvosarm64	2.0.0-rc-1		78ae6481964a93436bd6012c44c946b8569e3fbf
io.ktor	ktor-resources-tvosarm64	2.0.0-rc-1	metadata	33f003b2df9946760bfbadfa230dd865ff67e0c8
io.ktor	ktor-resources-tvosarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-resources-tvosarm64	2.0.1	metadata	b679d288b858e982c563c868dac05f1e91e56a90
io.ktor	ktor-resources-tvosarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-resources-tvosarm64	2.0.2	metadata	e541b8760bb8ff2fff4f935c310ab67c35d7bbc3
io.ktor	ktor-resources-tvosarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-resources-tvosarm64	2.0.3	metadata	2a73f1fc41a5a073ed07733c805553781f8dc18d
