ai.wanaku	core-persistence	0.0.4		N/A
com.itv	scalapact-circe-0-12_2.12	2.3.15		a6121c1e7815d7c846ba21fc6f63d039df6d4dab
com.itv	scalapact-circe-0-12_2.12	2.3.16		9e7bfb1247fbfa1c244dea5530c2217f67c7823b
com.itv	scalapact-circe-0-12_2.12	2.3.17		dc1740f6014e6cecd62a2539a92ecdfdb22fe639
com.itv	scalapact-circe-0-12_2.12	2.3.18		f44d0f7cf697cf8d5e75a9088c87846fab14dda5
com.itv	scalapact-circe-0-12_2.12	2.4.0		fcbce36dc3bf334aa3a269b71e35570e916dc505
com.khubla.pragmatach	pragmatach-jcr	1.40		5ae8db85200a61f0939cb2fdd422c85379b8e2e6
com.khubla.pragmatach	pragmatach-jcr	1.42.0		f0d91a85e69e5f3a1834cff77381584fc492c788
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.0		1483435bbfe705cb0e6c1b3437fd036261227639
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.1		991968e68de9c71e03a6d1631b370ca1bd1cb61e
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.2		23be9f81ff463303a038fc0cec42ea858e619189
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.3		f7cf1040306a188fccc5a15bf41f529f6923f32e
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.4		45391d470f58d79a598c331662872206dc517a12
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.5		5bee59c97cfa7d91c1bb2ece3dfe7014bcc6dd04
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.6		8806e13f07ad38d9e4ef3cfdef3837f62a2cefa4
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.7		607f5eb17b88efe4a14f12b3a9affa8803c80503
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	1.0.8		3663ee9c8266e1846d200123c49be084d0d879b4
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.0		29fd79b99c3af7de42f6eb051232722172058c8c
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.1		9860667e33055cb3214ba4ece7091d11659f1038
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.10		25b7dc3f5df1424c9e345e66956e3a8e08a6b15d
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.11		f4ba4b511feb56ae46b9fb878ce2a9ed7339d920
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.12		6dcb00aea951c22d6031cf77dadc71e50320c674
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.2		cd3eaffaf2208d9f7dbf542a745dde3ee473f093
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.3		3de6f54900f9e335b68128354cdd791ae9fbbd1e
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.4		8a74fd598f5c7c42b84747ea998b892af840ee98
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.5		5a5ca733395e8edb52680f1e79fe29e1e0c88832
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.6		119c54b81270a940119509b13e400f9352e8be5c
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.7		b7eb4b5f8514fbbfe6cf77ed6f01c87c6878196c
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.8		e9ad30b69e39c57a70283007548c66a0b34424f9
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	2.0.9		c6376d1d3d6d6a18fc6ac1c927e6064db6d9ea11
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.0		5d1bbc3edf22efad74b06091d7b3d286a0092fa1
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.1		4ac8034b7ea5c72c255ecdcbedb43c4b0ea67c01
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.10		bab791bd85a6aac096159fcb561a145a9d18ad89
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.11		8c49df17678c2891d0975d97e7d1162b90856519
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.12		f731749826138cf44fcf88e32c4ee4ac5a4a1dfd
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.13		2dafc3ac97f126a4e7ac15dd0ea12e38a7b4397a
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.14		56247b07438d3c603be78948fed42e2f3286c46c
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.15		0af851f3f123a795f1b7068303f43d2d64f33de9
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.16		03fdc14cf31ce8d99b237ae2bff07644ccb748e3
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.17		3f9d4b84053fd6555e86affdb8c65ed06ee493b7
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.2		94cf418b35d0868d851e3612d81ef597be016baa
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.3		b35e03576a227c6640f554b6e6a80bb98cfd85b9
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.4		96d2278bd353350d835b7e3f188e65817656cde2
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.5		cd0254a25c35db0c571b93eb9ccfba7b76adc791
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.6		729e0fc26ac49e4c9eef57c31817f3577c368851
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.7		ce43e50cada7d6d4f6365d4e615c0c308a0f1e5a
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.8		ea3571d0508d945edc2423b54794d14069cc1e02
com.liferay	com.liferay.portal.dependency.manager.component.executor.factory	3.0.9		d3577c125881f35a9606a39a0bcab1f3c07c07c6
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.0		54de0c97b9cc71bfcbf97eb0ab9dd043dd0e3aeb
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.1		e9eca0b5b793f23b2d1f95461425287ebe9ba8be
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.10		c1ec17df04851dd564d7cdbb8b298021c08c9c3a
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.11		fb7c822add5b008b70ef161ac11fa39127d578e6
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.12		e212287803ffce9ab01169fcd27d6c16950b8a97
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.13		1f95e2e096381e496bc754c6afa263046a3cdd2d
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.14		d77217ce6c72e1946e727a25e77e92e437458d65
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.15		d74a900a11ec64afc790951985b106de4a7acefc
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.16		580a709df299035b581d79b491ce1e825a8cdc2c
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.17		0a6ffe29834058a05569449afab45aafd5763a5a
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.18		0e49e5d53ca2acd5cfc23a38227cb25aea30971f
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.19		5792630365e067566a4c89ddeb69c7cb6d236248
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.2		674eeca152ea53c13da5392193f01c6055a9d6a9
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.20		13fea8aa98d49f4f56fd4a3c603109fe30e3e64f
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.21		1cb6d4d54093ae4b97eee1d6374cede313b40be3
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.22		de381c8a29850096bde5d9e7abee05908c8bd3ea
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.23		cea88d9042ff74379b90eb613dc11bf2e7a984e3
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.24		407c488baf117aaf9ff731ba9a7bcb8436b74915
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.25		85cd6f1fa7a9f418afc515220d5bc87b7d02099b
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.26		a4a8e3900dce59666591bb8338259d77cb32b5ee
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.27		7a0f3246ff393d86f57954165a1163902aa6ae64
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.28		dda3983404c5966bc7865c3c534716291125b3b2
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.29		4259173f4be21c0789b731dcfa25873a34799a40
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.3		072887e96207d78a8c26c591191f01b96d3bb1d0
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.30		f5b656c281484af7abd3220f87824250522ac5a4
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.31		02dccea37f506aa8c7278d679e9c44f15d6315a9
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.32		a42202d20c930932f6a8ca1680436ed79c110343
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.33		99237d778efbcf7fa823ab74e72ef9c38607105c
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.34		87aa37b0896c8c05a7c7ee196ba333f0e6bd439f
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.4		ed9fd476602ee7fd75cffa85bcdb6878c1dc9742
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.5		23dad924d222194f005adb2f19a57d7ccabab285
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.6		d90acaf31a081bb364b0dde276e526d240642f18
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.7		87cee9434f7993563ff587fb0d399d5a6c2c5f2a
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.8		20781b2c28dfec21bba69114938f60eaeace2528
com.liferay.blade	com.liferay.blade.extensions.remote.deploy.command	1.0.9		2a78433e40167557306f49d6b4b6408e31544c25
com.mypos	mypossmartsdk	1.0.0		N/A
com.mypos	mypossmartsdk	1.0.2		N/A
com.mypos	mypossmartsdk	1.0.3		N/A
com.mypos	mypossmartsdk	1.0.4		N/A
com.mypos	mypossmartsdk	1.0.5		N/A
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.10.1.3		7bf942fcbc66259aae03e48c052f8ec3c2ad769c
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.11.0.156		6cc67300ad649627e2f5e5d7cd9d4b5f51be4449
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.11.1.7		a1dadcce1dce39e41a5dc900c1077b2be55d0f04
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.12.0.252		7bcd59acf53caf64c03729dce922d7913a5f45bc
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.12.1.3		e7d14f105a2d867a8852c1af2e0aae77b9b11e05
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.13.0.387		ba4f539ac31d90e062f832d5d8543239ecbb1847
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.14.0.455		d8f2d3046e9bcd4871a4241bbd0db9de5d3f301b
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.15.0.516		5acf9f139929009aef499cdb9c4c40fa642c9492
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.16.0.585		b1b4a75ff1a649839071b565c0bcb0d5446a396b
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.8.3326		33e91d2249502a8cd875790d7e1c9e8d0bf34d2f
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.9.20.29		e46ccdc27b63a90cb965d20bc124add6f5dd3cb0
com.oracle.apm.agent.java	apm-java-agent-helidon3	1.9.21.4		26b72e28e5719b686ff4aeb5b8a6b6028ab6b64d
com.saucesubfresh	open-starter-job-register	1.0.2		5d200d9bdea7666657854dd574ded14ed4469f9f
com.saucesubfresh	open-starter-job-register	1.0.3		1c15a7e11f715d84298a6fc20b535440fcbee050
com.saucesubfresh	open-starter-job-register	1.0.4		064a3e4421befa2cb41e4eac851d8c2f9176be01
com.saucesubfresh	open-starter-job-register	1.0.5		3875452cbace80b3cdf333b2af8c17563f34924a
com.saucesubfresh	open-starter-job-register	1.0.6		a76299a52d12b584302f0d45e718b3be5cc16d08
com.soywiz	korlibs-io-path-watchosarm32	6.0.0-alpha2		N/A
com.soywiz	korlibs-io-path-watchosarm32	6.0.0-alpha2	metadata	0b01c72bdab7b491989abc794e7c177d10692004
com.syntaxphoenix.syntaxapi	json-tools	2.0.2		201b8c0b83a6f4f2e1491edbf623adc93f64009e
com.syntaxphoenix.syntaxapi	json-tools	2.0.3		141194b4eacaf55f01dda6fc0efe1c692b22ee2e
com.syntaxphoenix.syntaxapi	json-tools	2.0.4		2aa1cfd7cac6521a963bf30cf59225929ae410aa
com.syntaxphoenix.syntaxapi	json-tools	2.0.5		eafa4388a128793a9ba7c8af2111a9a2bc609e38
com.syntaxphoenix.syntaxapi	json-tools	2.0.6		4f111b57107283eaa74ab025e755284e32eeae2f
com.typesafe.akka	akka-stream-testkit_2.13.0-RC3	2.5.23		bdd42ae8e1bd30384cf85239467ecf67013c3936
com.volcengine	cdp-openapisdk-java	1.18.0		a623ba00e3f113262866b94ea4cad4674a539005
com.volcengine	cdp-openapisdk-java	1.18.1		15ad1ea87f5574c6e2e4b922b4a3c105ff5a174b
com.volcengine	cdp-openapisdk-java	1.18.2		14dfde09fe0c16c050b798279fcc72d49aa18697
com.volcengine	cdp-openapisdk-java	1.18.3		e716982bbf537a9cc367e59440c573f75634b11f
com.volcengine	cdp-openapisdk-java	1.18.4		60df10ab53cdacdf1aecd31ee7a2c0e2f7884290
com.volcengine	cdp-openapisdk-java	1.19.0		195b771d2c42dc1774f0f58a926f7b18a09c93c6
com.volcengine	cdp-openapisdk-java	1.19.1		8a918a4ffc32d9b2eccacca102429fbd96659807
com.volcengine	cdp-openapisdk-java	1.19.2		1b3cf01f5a5084fa4d4472f269d770e7eac5da0e
com.volcengine	cdp-openapisdk-java	1.19.3		2e8944a73050ac6c3f5cc038e3a12ab3eae74f68
com.volcengine	cdp-openapisdk-java	1.19.4		c0ec7f311f5ac86bc3529e2bcd5b28fd2c219217
com.volcengine	cdp-openapisdk-java	1.19.5		759557f1e5e2ace214ff00f1a1720da2f199c1a8
com.volcengine	cdp-openapisdk-java	1.19.6		6a1002ad3816cddc389910c36e0d2847bfae5c07
com.volcengine	cdp-openapisdk-java	1.19.7		1ff4611813f511902d2114700d65971e2ed7dbd4
com.volcengine	cdp-openapisdk-java	1.20.0		d2e903b3273f030b4a7ac64dc82f2b55e0953396
com.volcengine	cdp-openapisdk-java	1.20.1		6c710fb2fa9e8d2d88452d49ac274322675cddc3
com.volcengine	cdp-openapisdk-java	1.20.2		8e02c3a13c76ae028f2f6eb889b7e2cac4cc0f97
com.volcengine	cdp-openapisdk-java	1.20.3		68478d4af28466c6af99ee3d845e7b3c5a76bd66
com.volcengine	cdp-openapisdk-java	1.20.4		763c0666198750790548667363e764444d263ef9
com.volcengine	cdp-openapisdk-java	1.20.5		903625221a9f557db15099456796801c94a8d069
com.volcengine	cdp-openapisdk-java	1.20.6		84fc1e78fdf4932b6d97755006015a16e4f8b129
com.volcengine	cdp-openapisdk-java	1.20.7		e08a45b40b38b1f71ab6abec15a0c7a723896c28
com.volcengine	cdp-openapisdk-java	1.20.8		7ace7c000e4d41b3c5bb1fcc324f96ac930a4ef0
com.volcengine	cdp-openapisdk-java	1.21.0		343d6e86a6e7a69e441b94e38e68776bd36f4cd8
com.volcengine	cdp-openapisdk-java	1.21.1		d4a577a091622ee955b0556d4e7e40a0ca77d54b
com.volcengine	cdp-openapisdk-java	1.21.2		1732c7b850f62d9291704db62cff85f72a6ddc6e
com.volcengine	cdp-openapisdk-java	1.21.3		7fb9e7e8b3c41d82cae9a872afd0e7cc62a0b13d
com.volcengine	cdp-openapisdk-java	1.21.4		a6d5382da5bb29eb1aa98864c5c294e2b91ca583
com.volcengine	cdp-openapisdk-java	1.21.5		d6abacc5215877a91d2a682be1c63f93988e71e8
com.volcengine	cdp-openapisdk-java	1.21.6		69d43841832e0b6e7670dfcb3e456c6dd9f62e43
com.volcengine	cdp-openapisdk-java	1.22.1		3c6f9333002c515355bca5cf07a4a84708ade1b1
com.volcengine	cdp-openapisdk-java	1.22.10		524a2ee33d7f5d90193acdb9b24d327fee638118
com.volcengine	cdp-openapisdk-java	1.22.11		581e3fcb4f5a660994329670bb7a572bfd9c26d3
com.volcengine	cdp-openapisdk-java	1.22.12		e73a1dfa9c61a2bd18af7a4ce652a7375fea2c8c
com.volcengine	cdp-openapisdk-java	1.22.13		bf2981865569aaa8341ec625ac2fee8e5fc77183
com.volcengine	cdp-openapisdk-java	1.22.2		0980fc3351d3c70f29d3d931f4f85158b42e27f1
com.volcengine	cdp-openapisdk-java	1.22.3		8b9992d79e2ccacde432d48a007fcd0705c32c3b
com.volcengine	cdp-openapisdk-java	1.22.4		f3ddec5dde136d49537bcb3244f06e25105fec87
com.volcengine	cdp-openapisdk-java	1.22.5		N/A
com.volcengine	cdp-openapisdk-java	1.22.6		c0f1456be67726e6b50e589e066124d765526af8
com.volcengine	cdp-openapisdk-java	1.22.7		fe7fbaf466858be8e2cb883b14cbbffd2132d55c
com.volcengine	cdp-openapisdk-java	1.22.8		0977529e46646289cd47f6a5b50f89f10c19ed27
com.volcengine	cdp-openapisdk-java	1.22.9		043f18e2c87a805328539378257316d3c83b01a6
com.volcengine	cdp-openapisdk-java	1.23.10		bc337ca3174c592546bbd51d4b05556dcec9a97b
com.volcengine	cdp-openapisdk-java	1.23.11		2dc010f7059f2a3264b18b5d101263605b011cea
com.volcengine	cdp-openapisdk-java	1.23.12		16b2e3da84ba0a90dc859901edf670ffda14c5c1
com.volcengine	cdp-openapisdk-java	1.23.13		9f61e1379399d83ee9c351b9c19e5960f31bbf68
com.volcengine	cdp-openapisdk-java	1.23.14		e2c9c8c0d91735fd7d43b79fa825644d9045ea23
com.volcengine	cdp-openapisdk-java	1.23.15		52c9e68d2702126010e0d82b18729dcbe5c0c380
com.volcengine	cdp-openapisdk-java	1.23.16		0525c12f3debbf986c105971a090a7315318a816
com.volcengine	cdp-openapisdk-java	1.23.17		ea0bfbdd014fe3fbebd1f2fc2d39d52f4a713f2a
com.volcengine	cdp-openapisdk-java	1.23.18		0f1b27fef7f150daa4fc95c6e0ec3b33a98e1396
com.volcengine	cdp-openapisdk-java	1.23.19		1c45547ed2829bbf9cef3e7a49f3cb9453310cfe
com.volcengine	cdp-openapisdk-java	1.23.2		39185578bf9f66ad07331ab459d08ab8dae74543
com.volcengine	cdp-openapisdk-java	1.23.2.udf		354122bb618aeeaa03de0936e945fb0b63ea0b0d
com.volcengine	cdp-openapisdk-java	1.23.20		7256fff63c205022d36ac21361edc09796b1fa56
com.volcengine	cdp-openapisdk-java	1.23.21		081f0a9e9a462b9fdb67bac1a710ebbe2d726759
com.volcengine	cdp-openapisdk-java	1.23.3		8906c7b6df814dcc8be29da7e41bcf44eef7eadc
com.volcengine	cdp-openapisdk-java	1.23.4		3d1db982f762f615d12513152486da4216ac0eb6
com.volcengine	cdp-openapisdk-java	1.23.5		2f4cf584dd3819225a8b0bcc16749c0f97ca5156
com.volcengine	cdp-openapisdk-java	1.23.6		d68c53ed017ac0e6741bd3300aa0a314786e11d5
com.volcengine	cdp-openapisdk-java	1.23.7		8ffab47998b9ff78e1c11833b74e02b3fb9248aa
com.volcengine	cdp-openapisdk-java	1.23.8		da2f1007e19505c7623d9132260ea77493b688fb
com.volcengine	cdp-openapisdk-java	1.23.9		b9d048de529142bdf62752ab3a7f78834f51af36
com.volcengine	cdp-openapisdk-java	1.24.1		32cbc5024df30a3a2684248922272b9e430683c3
com.volcengine	cdp-openapisdk-java	1.24.1-internal		ef0437e93a74130e00425c88cccb083bba23c5eb
com.volcengine	cdp-openapisdk-java	1.24.2-internal		84ccacd111c9c6f7a1adb82f4e2da37371a0b62f
com.volcengine	cdp-openapisdk-java	1.24.3-internal		9e8d6ef8838c0a627d2971ebc4b805c7eff6bb11
com.volcengine	cdp-openapisdk-java	1.24.4-internal		49f5a1f5ac0a79819939e0f89246cab6daa8b4e7
com.volcengine	cdp-openapisdk-java	1.24.5-internal		d06d32620d35a9a34f92b2a8781b170f5bfc1940
com.volcengine	cdp-openapisdk-java	1.25.1		20416f49ee0907799abe464ce752a1cc4eca5845
com.volcengine	cdp-openapisdk-java	1.25.10		6dbe1dbb19ec103a513c3a8e9042826d8a0bb080
com.volcengine	cdp-openapisdk-java	1.25.11		58deb0c198711a68b6004afee234b8b11f2b144d
com.volcengine	cdp-openapisdk-java	1.25.12		edd09bb059db402b9e701f3151b7287bd13d576b
com.volcengine	cdp-openapisdk-java	1.25.13		6434f81382f558c1387bc2f236fc301f046eab0e
com.volcengine	cdp-openapisdk-java	1.25.14		2720ea48b9c29934c5613254e3d9f2aae2f339dd
com.volcengine	cdp-openapisdk-java	1.25.15		e8778ba6aaedcd0b28ba21b6c4e13be963d47daa
com.volcengine	cdp-openapisdk-java	1.25.16		384eea2ed6f90fd360ca26f5f9d3e16323a76a4a
com.volcengine	cdp-openapisdk-java	1.25.17		5adf18aca377800f10b735cd74515daa73e1f388
com.volcengine	cdp-openapisdk-java	1.25.18		258c80d39374d9c54c9f92760b8222e2905e5d0c
com.volcengine	cdp-openapisdk-java	1.25.19		52b70ac0c565b5939a7711ca71099b0339493833
com.volcengine	cdp-openapisdk-java	1.25.2		96c01b8e1ebb3805a2864aa3224f5680b77bc18c
com.volcengine	cdp-openapisdk-java	1.25.20		111e31bc5107d1d22f32b425ea1b17521f6ce489
com.volcengine	cdp-openapisdk-java	1.25.21		087ff6a931bbd0fb9139e135844d15bcae7e911e
com.volcengine	cdp-openapisdk-java	1.25.22		c8678b29059c5b19711776b115a7ac4ddcd642da
com.volcengine	cdp-openapisdk-java	1.25.23		876169ea851594ea58b0a6786a07e1b011cbad00
com.volcengine	cdp-openapisdk-java	1.25.24		09bf4c4e282f6b93989371ac41f226e58e94b947
com.volcengine	cdp-openapisdk-java	1.25.25		5a27a8475799a6a10fef5a72bb06f3e490311f95
com.volcengine	cdp-openapisdk-java	1.25.26		e2ce42e9a2973e1b991a8dd6cf72db91be40ab99
com.volcengine	cdp-openapisdk-java	1.25.27		64f828c99d6cbafb70512d09d050ef15bd021d2c
com.volcengine	cdp-openapisdk-java	1.25.28		0bc3c8357c4b8524fda1349850d370bcebf94ac0
com.volcengine	cdp-openapisdk-java	1.25.29		ce2c37d38e8612b46f8e870ecc2aaa229acc3397
com.volcengine	cdp-openapisdk-java	1.25.3		40a0dcc06a5f08b757c585dd19bd42ec8e0423c2
com.volcengine	cdp-openapisdk-java	1.25.30		c84fb871466292b16c15a87c5848c18bb0cc5321
com.volcengine	cdp-openapisdk-java	1.25.32		4ab3791f4af5fcdbead37cf39974b7e5478d3674
com.volcengine	cdp-openapisdk-java	1.25.33		060daedeae05e012b9b040164e31b7fec07b2dca
com.volcengine	cdp-openapisdk-java	1.25.34		6ee34c5107fd7c626b397eb3fecf0dcceb3b5395
com.volcengine	cdp-openapisdk-java	1.25.4		1d413f8f1f052fcf288fb5df4fedd83651ddbcd9
com.volcengine	cdp-openapisdk-java	1.25.5		10dc3f88473fcc20c2f18d59055013403b4f6355
com.volcengine	cdp-openapisdk-java	1.25.6		744c346583c67996308e6bb42a7956265b07fb6a
com.volcengine	cdp-openapisdk-java	1.25.7		a349a8e17b219bf34a08633a9805de234a7d8124
com.volcengine	cdp-openapisdk-java	1.25.8		4674b5835d0aefde98e3b8aacbb6fce3bb3e9be8
com.volcengine	cdp-openapisdk-java	1.25.9		5a1d7629b825f33bd2cdc78f5c34647c3cac9cde
com.volcengine	cdp-openapisdk-java	udf.1.23.2		31ae91b118fcb9c33247e5a9f2682fb3d1dd497b
dev.chrisbanes.circuit	circuit-overlay-iossimulatorarm64	0.9.1-compose-mp		N/A
dev.chrisbanes.circuit	circuit-overlay-iossimulatorarm64	0.9.1-compose-mp	metadata	0d5a973837922ac680a4bd11e9cd0b237b0c0795
dev.petuska	kmdc-banner-js	0.0.4		N/A
dev.petuska	kmdc-banner-js	0.0.5		N/A
dev.petuska	kmdc-banner-js	0.1.0		N/A
dev.petuska	kmdc-banner-js	0.1.2		N/A
fr.hmil	scala-http-client_2.11	0.1.0		11975ed715afc783197a0d0dcc979f1a5642ea48
fr.hmil	scala-http-client_2.11	0.2.0		9af843fac497970948767801f22733af8771762e
fr.hmil	scala-http-client_2.11	0.3.0		423e88cece94ca78692d12df458033212b10c11d
io.burkard	aws-cdk-scala-inspector_2.12	0.1.2		4610c082f0836ead62b5769a860e9b380f9f5c5a
io.burkard	aws-cdk-scala-inspector_2.12	0.1.3		accac017af90abbcfeea27e18c2c51c4eff0888c
io.burkard	aws-cdk-scala-inspector_2.12	0.1.4		58c5534a4d13db2d8ad9e811695da45d8a43de0a
io.burkard	aws-cdk-scala-inspector_2.12	0.1.5		6ab025174749789aff71e598106a343c295a30db
io.burkard	aws-cdk-scala-inspector_2.12	0.1.6		a195c04d3a96e0bd5a66c34535f929f42d71718f
io.burkard	aws-cdk-scala-inspector_2.12	0.1.7		eb0959f30e055c6ed3a1a5fa9d7c6ac66c8e45b2
io.burkard	aws-cdk-scala-inspector_2.12	0.2.0		454aebe3874b5c303572a4ff461097031785bc79
io.burkard	aws-cdk-scala-inspector_2.12	0.3.0		8caf979da604add2af269b465759fcd30f0290e1
io.burkard	aws-cdk-scala-inspector_2.12	0.4.0		356fbf1c25e304e5c52ad99f86ae90a3ce57822a
io.burkard	aws-cdk-scala-inspector_2.12	0.4.1		9c890e9dde217f350e9abad807e5e2771404e339
io.burkard	aws-cdk-scala-inspector_2.12	0.5.0		5031183c66ff84f2ea1c3fe2fee4c6514f7327ca
io.gitee.ank_code	ak-admin-cloud-server	0.1		25901ad33ef516388d923306cc66b1f459dce908
io.gitee.ank_code	ak-admin-cloud-server	0.11		a8afa0f2f9cb9caac841b9d367e6e6074311dd49
io.github.dawdler-series	dawdler-web-dependencies	1.0.2-jdk1.8-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.2-jdk17-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.2-jdk21-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.4-jdk1.8-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.6-jdk1.8-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.6-jdk17-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.6-jdk21-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.7-jdk1.8-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.7-jdk17-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.7-jdk21-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.8-jdk1.8-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.8-jdk17-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.0.8-jdk21-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.8.2-jdk1.8-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	1.8.4-jdk1.8-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	17.2-jdk17-RELEASES		N/A
