at.unbounded	serialization	0.1.0		faef02d224de42139c1dbbafe79559e1c466c41e
aws.sdk.kotlin	mediastore-jvm	1.3.105		c73ad69b354ee00126798db213af648559079551
aws.sdk.kotlin	mediastore-jvm	1.3.106		c8703bb9977040e9debf373e53355f9449924c09
aws.sdk.kotlin	mediastore-jvm	1.3.107		f54135ba2a3b4355ad440bca3e48423c8ceb16f4
aws.sdk.kotlin	mediastore-jvm	1.3.108		f00e4fae8ff4bb12cae0c13c8334f1936d113d20
aws.sdk.kotlin	mediastore-jvm	1.3.109		1e365b420711219a495b4b8aa48973603eb06500
aws.sdk.kotlin	mediastore-jvm	1.3.11		974a7bbd0e0986715243183ee335fae8fa15baec
aws.sdk.kotlin	mediastore-jvm	1.3.110		11d9a95a26fd6e2cbd48fe73313088d2876abddd
aws.sdk.kotlin	mediastore-jvm	1.3.111		4ea65695349e7b37e737e3757216f490deb49a9b
aws.sdk.kotlin	mediastore-jvm	1.3.112		69fa0c79f422d4cd46b69d5c3f5e1009f5d3fb44
aws.sdk.kotlin	mediastore-jvm	1.3.12		190656966b7dc4383e395d4d62e31c7c78dd6bfa
aws.sdk.kotlin	mediastore-jvm	1.3.13		36e633e2c24326951b9e91cf8798ff540f16bf67
aws.sdk.kotlin	mediastore-jvm	1.3.14		e4bb2593879316f06130813dabf05e81367733b8
aws.sdk.kotlin	mediastore-jvm	1.3.15		536a4fba660119652dc3e37729ad3d840f2b90cb
aws.sdk.kotlin	mediastore-jvm	1.3.16		04940a3e37331122b4f6d5b453c0aa738b85b846
aws.sdk.kotlin	mediastore-jvm	1.3.17		23646b5c2bdd83d86c55eaafa92dc8e3a089f8ef
aws.sdk.kotlin	mediastore-jvm	1.3.18		b170c0baf20c11b36cbe500339985945c41a1c5f
aws.sdk.kotlin	mediastore-jvm	1.3.19		3c0656ea9479d2831c74f720fa5085f21e4171d9
aws.sdk.kotlin	mediastore-jvm	1.3.2		84e4c8af19af77c0200ba1bd5e96333a7260aa03
aws.sdk.kotlin	mediastore-jvm	1.3.20		7b61784ed897f685dddfd379387a420b7011d85f
aws.sdk.kotlin	mediastore-jvm	1.3.21		008e6ddbcbd3b2c6574fa19461e4e81549597093
aws.sdk.kotlin	mediastore-jvm	1.3.22		ddb67e745228da08c62d4eab5e7f7150ded730ae
aws.sdk.kotlin	mediastore-jvm	1.3.23		273893b447d438e376b28df3e78ffad7a23229e9
aws.sdk.kotlin	mediastore-jvm	1.3.24		5df8dc01ff761c6ab97b38d82e9b8dbc4e34965c
aws.sdk.kotlin	mediastore-jvm	1.3.25		fc08001eccc86f06bad3e59c543de48e7af66db8
aws.sdk.kotlin	mediastore-jvm	1.3.26		953642c62dbba791cc89015d4059c4480145b7a5
aws.sdk.kotlin	mediastore-jvm	1.3.27		e9c94d37dbaa36339a69ff26c5d01960e976324a
aws.sdk.kotlin	mediastore-jvm	1.3.28		ee41663a2bab3c6614d4fa9359924fa02f0324c0
aws.sdk.kotlin	mediastore-jvm	1.3.29		cd6d8eada8b5bfaa91d1a4d47fb85c4ad0f7839e
aws.sdk.kotlin	mediastore-jvm	1.3.3		858458bc1e517c62568b743a98cd098b9ed816bf
aws.sdk.kotlin	mediastore-jvm	1.3.30		8694ea68a8bc539b4760c03d0fab8a2d02d739e4
aws.sdk.kotlin	mediastore-jvm	1.3.31		e4f0a59ac328c8ff82d1bfb187199002e8a1ddab
aws.sdk.kotlin	mediastore-jvm	1.3.32		f5cc89432e87f02e4853cc09f956eb55e905dca4
aws.sdk.kotlin	mediastore-jvm	1.3.33		a074a7212a885dfc034584ea01960ae75129f3ab
aws.sdk.kotlin	mediastore-jvm	1.3.34		194cf80c7676a0b37480ca711b46967b1a544d4c
aws.sdk.kotlin	mediastore-jvm	1.3.35		6a763a65d1912782c90957194f8558584e635ff7
aws.sdk.kotlin	mediastore-jvm	1.3.36		120669de4ba9eed4bdb16170a6b4bdb45ed4d49b
aws.sdk.kotlin	mediastore-jvm	1.3.37		4560f210a14a7b7ade931a6e0793b8a51577ab1b
aws.sdk.kotlin	mediastore-jvm	1.3.38		5d559f9ef020563cd9cbe634c4185e55af566641
aws.sdk.kotlin	mediastore-jvm	1.3.39		3b1586bc3b8cf9df61772dabf2438024d6cc4c0f
aws.sdk.kotlin	mediastore-jvm	1.3.4		769f733d05ea178253aa5ef0b28df0c8c5bfb46a
aws.sdk.kotlin	mediastore-jvm	1.3.40		518a25f27c298a66404bf28651af80c7d514d276
aws.sdk.kotlin	mediastore-jvm	1.3.41		5ccbcf6e8d5e39057799403aedc3357fd75cd2cf
aws.sdk.kotlin	mediastore-jvm	1.3.42		5a8ee632f4b99f91c2451390cc15e0e5f0a5f553
aws.sdk.kotlin	mediastore-jvm	1.3.43		2051b7b336d74676818c4be4ad928747baa3c11d
aws.sdk.kotlin	mediastore-jvm	1.3.44		01d73a817fd6438b6fb6553d1265736f9f5edd5a
aws.sdk.kotlin	mediastore-jvm	1.3.45		893a9ec331fdcc4640e7c818843c36615bc63731
aws.sdk.kotlin	mediastore-jvm	1.3.46		755e163cb8a73d4160d15483b164bbcd62b0b77f
aws.sdk.kotlin	mediastore-jvm	1.3.47		5e31145e96863e2969555b214447f8f5e65368dc
aws.sdk.kotlin	mediastore-jvm	1.3.48		a2e5bb03c3c93b46f1a2c50c011b283c7cfcd168
aws.sdk.kotlin	mediastore-jvm	1.3.49		cef01aebd064a2dc2e05792d4deeea01b9a22cf9
aws.sdk.kotlin	mediastore-jvm	1.3.5		f9663dd66d3414059c14aa1df2a13c49e49731ed
aws.sdk.kotlin	mediastore-jvm	1.3.50		1496bd959cbc598f90f6a4b136c73ace0b8b74b3
aws.sdk.kotlin	mediastore-jvm	1.3.51		eaa31a3ed5f5a64001911746b59b670315481342
aws.sdk.kotlin	mediastore-jvm	1.3.52		097fd5136d378fece414d93599d2fdf0f68e2c61
aws.sdk.kotlin	mediastore-jvm	1.3.53		965ee1c6c599b565f003bcf2629504c573623157
aws.sdk.kotlin	mediastore-jvm	1.3.54		8956ad7e9af2b3dec977fb0da0c9f1efea0f8aed
aws.sdk.kotlin	mediastore-jvm	1.3.55		48da8c23a9274241467bea37ae7e2e487152764b
aws.sdk.kotlin	mediastore-jvm	1.3.56		828ae819d8c9ef5d89d3120233b7701034d6a370
aws.sdk.kotlin	mediastore-jvm	1.3.57		584dcc8f1225767f274d254fb2a2e8bad82a0072
aws.sdk.kotlin	mediastore-jvm	1.3.58		9f36414eda434a828551853cd60197152fb9fd4d
aws.sdk.kotlin	mediastore-jvm	1.3.59		72ccaf5ba6aca1ca2854239571795b4d163fb07b
aws.sdk.kotlin	mediastore-jvm	1.3.6		e92f5f7560bfed3882a9178f9ec8a890e897f020
aws.sdk.kotlin	mediastore-jvm	1.3.60		f46ea07411ee604ed5064cfa2d835c346ce884e9
aws.sdk.kotlin	mediastore-jvm	1.3.61		816770386c2058553baa0e7c037e6575ad3e2dbd
aws.sdk.kotlin	mediastore-jvm	1.3.62		cb9bb5d4b536109f99d0be4d3fb40ca242568a2b
aws.sdk.kotlin	mediastore-jvm	1.3.63		1aacd666174b5f5a6156fe083530ae7b5bfc1c4e
aws.sdk.kotlin	mediastore-jvm	1.3.64		882a1730649e928138dfb906767a117214058dbc
aws.sdk.kotlin	mediastore-jvm	1.3.65		185cdd4723525a4b86bfd801723bfe82b97a08c2
aws.sdk.kotlin	mediastore-jvm	1.3.66		1fba1104ee3c05cc3db2eec108d48c2fd45dd001
aws.sdk.kotlin	mediastore-jvm	1.3.67		d15aae073cdf1661321f3db2e67afcc4b47f5628
aws.sdk.kotlin	mediastore-jvm	1.3.68		f8310a88345cca0e602edd8f39c711e0977ae6a4
aws.sdk.kotlin	mediastore-jvm	1.3.69		fd9d6bd2ea498262c5b557d06fa466b25a466a45
aws.sdk.kotlin	mediastore-jvm	1.3.7		ea31b6dcaf6af3b3311525e772c40bc7ed0896b2
aws.sdk.kotlin	mediastore-jvm	1.3.70		8329079fce527051d247ddca05c0734e0c2bca3b
aws.sdk.kotlin	mediastore-jvm	1.3.71		8d41fa8ed838793b3f1978d2a195c6825fb55b30
aws.sdk.kotlin	mediastore-jvm	1.3.72		047f9ad1affc54ea515b75fc80b0a0514c0c6564
aws.sdk.kotlin	mediastore-jvm	1.3.73		fedddc94ddf4c14d9bd69988b14431d1526356cd
aws.sdk.kotlin	mediastore-jvm	1.3.74		0a68b2ce8cf65a3d81a10d9a947dd577b1705100
aws.sdk.kotlin	mediastore-jvm	1.3.75		ca39cfd5d2bba7a94817e57b881284c86815f22b
aws.sdk.kotlin	mediastore-jvm	1.3.76		5fab06188187a5ac42f3532ad2cd746301c37260
aws.sdk.kotlin	mediastore-jvm	1.3.77		87951f65bbc6376ebddefca6d0cc15151c1f4f75
aws.sdk.kotlin	mediastore-jvm	1.3.78		323ae150f4a180296dd20d2ba7c3f1be2bb30e6a
aws.sdk.kotlin	mediastore-jvm	1.3.79		dffa680439e591329cf0162cadf70ed303358950
aws.sdk.kotlin	mediastore-jvm	1.3.8		72437de0ae69a40d6d82022a1ab0a98841f4917a
aws.sdk.kotlin	mediastore-jvm	1.3.80		c3606d3f8f24e96bac004f0d671727045b973e54
aws.sdk.kotlin	mediastore-jvm	1.3.81		113c0780b135d904343338f9c0adc053dfc0015b
aws.sdk.kotlin	mediastore-jvm	1.3.82		fb203dfce71a2ecd52fbef353a2ee3526c3c1e95
aws.sdk.kotlin	mediastore-jvm	1.3.83		26ed96e3041575ac3e4b8b15624131ee2b0a7517
aws.sdk.kotlin	mediastore-jvm	1.3.84		510fce5316946b90b97449dfa24328ee67085471
aws.sdk.kotlin	mediastore-jvm	1.3.85		58f4933bc21591ea7700be73bbab4fa420c559d5
aws.sdk.kotlin	mediastore-jvm	1.3.86		fa470c0ca225bc5d02cbcb6a040ba934d01975b3
aws.sdk.kotlin	mediastore-jvm	1.3.87		650917737421134b829eef43a8a3f012dc8087c2
aws.sdk.kotlin	mediastore-jvm	1.3.88		6cdee62e42d4195bbb820b0989fe0a72c4445d08
aws.sdk.kotlin	mediastore-jvm	1.3.89		9397773c95847c9b3798bf2be4c9134873f59592
aws.sdk.kotlin	mediastore-jvm	1.3.9		02852effa8b4b871e55b3ddb677f19ca9220e87e
aws.sdk.kotlin	mediastore-jvm	1.3.90		f1bfd67ccca7ef7e06e8dc1787b61e7558b501f2
aws.sdk.kotlin	mediastore-jvm	1.3.91		1ed2010264da017042a54f4c4eecddadc0af8165
aws.sdk.kotlin	mediastore-jvm	1.3.92		ed9ed1a4d84640a9330b58210679a6651c0019d1
aws.sdk.kotlin	mediastore-jvm	1.3.93		96208d9aaa642d3615405e66a55ae52afc4dfa58
aws.sdk.kotlin	mediastore-jvm	1.3.94		868e44188d0cea9fcd08a53a16113f392888e38c
aws.sdk.kotlin	mediastore-jvm	1.3.95		a4ea093b185e757e29cc6775b92e2a884dc8c710
aws.sdk.kotlin	mediastore-jvm	1.3.96		727b19aa917cfebbd59cfe084440ab82f84ece7d
aws.sdk.kotlin	mediastore-jvm	1.3.97		0d5219e069fc28d8523200f8e35e870cfaacad7a
aws.sdk.kotlin	mediastore-jvm	1.3.98		ff669f9b507fe23595b54c674b4ea93acf8388dd
aws.sdk.kotlin	mediastore-jvm	1.3.99		cd0aeba23bdbaa972581b9f854e230d013b3660f
aws.sdk.kotlin	mediastore-jvm	1.4.0		90ca522d983d25fe5de05fce403f2484476a49dc
aws.sdk.kotlin	mediastore-jvm	1.4.1		4107f7fa09338fb687646ea5bc9772c8e3b3ea2a
aws.sdk.kotlin	mediastore-jvm	1.4.10		64e815b0beb4a14061d2c641ea46491ad03bfd03
aws.sdk.kotlin	mediastore-jvm	1.4.11		c175fb98a16c1189b4eab4e1d7beac13552911bc
aws.sdk.kotlin	mediastore-jvm	1.4.12		2331f8415f9bcfb6c9c944a6330e22faed6cbc44
aws.sdk.kotlin	mediastore-jvm	1.4.13		ab2996be9610b44321e1df9d5ade49ec22e62db9
aws.sdk.kotlin	mediastore-jvm	1.4.14		9392983a2055d809c9fec4319e130a1b0363af24
aws.sdk.kotlin	mediastore-jvm	1.4.15		a29c7903e7a62098b8bdce142ca342acdc9af1c6
aws.sdk.kotlin	mediastore-jvm	1.4.16		2a6471be7323a100225c5a0fe33cd7737c93eee9
aws.sdk.kotlin	mediastore-jvm	1.4.17		319510d720c8b5e8c7828125e14498587c65fbf2
aws.sdk.kotlin	mediastore-jvm	1.4.18		308842fd764612130730ec256f534ea75b44357b
aws.sdk.kotlin	mediastore-jvm	1.4.19		80e23854426ee185943fce2dbbaf1853e7bcdca4
aws.sdk.kotlin	mediastore-jvm	1.4.2		5c4574965376ff910f1d46aefe0c36effdc3cf3c
aws.sdk.kotlin	mediastore-jvm	1.4.20		040f08ae20dfdc6b009442be8c845df8f145b972
aws.sdk.kotlin	mediastore-jvm	1.4.21		33ea8707991169a7d336d98c122bc25acf446ec3
aws.sdk.kotlin	mediastore-jvm	1.4.22		8ca85110402e032af3b66e60c6d72c5dfecbbd6a
aws.sdk.kotlin	mediastore-jvm	1.4.23		5a419826f25f82658860e05bacee2c6f2e2188c6
aws.sdk.kotlin	mediastore-jvm	1.4.24		93be2e21a486ad40caec11af6addcc1416a2c178
aws.sdk.kotlin	mediastore-jvm	1.4.25		669b875d52cca6f6b1365e3b3e3930a79c4e0279
aws.sdk.kotlin	mediastore-jvm	1.4.26		ce65c63b3ff070acfc338e8d13539317b402aa0d
aws.sdk.kotlin	mediastore-jvm	1.4.27		995fda69ad3802d564aba3cc1a9273cca9400385
aws.sdk.kotlin	mediastore-jvm	1.4.28		509cec161c15699821d271953293f5ca08c0c828
aws.sdk.kotlin	mediastore-jvm	1.4.29		c9e7f8bfa9c3990a1d7f6ee7693096910fdeec5e
aws.sdk.kotlin	mediastore-jvm	1.4.3		2c090402e325289e621876ae3f01a63c03cc2d82
aws.sdk.kotlin	mediastore-jvm	1.4.30		1ec2d00f2df6a326c94d6b67d47fc13fc66b1d47
aws.sdk.kotlin	mediastore-jvm	1.4.31		30f489035ab8739c181324f3afc4bc5f42eb5f61
aws.sdk.kotlin	mediastore-jvm	1.4.32		33d4d8e020fb48317e24290268a54c03b3f9ca9c
aws.sdk.kotlin	mediastore-jvm	1.4.33		b1000efce6e90905e7df4a73445289b4574e27bd
aws.sdk.kotlin	mediastore-jvm	1.4.34		5d4188748d609c119d46e20b26e422ae42c90551
aws.sdk.kotlin	mediastore-jvm	1.4.35		58a67e2c9e0edb5461860f5e22931cc82ae719bc
aws.sdk.kotlin	mediastore-jvm	1.4.36		69a92b06dc76702d599baecbbe3e8d2dd218196e
aws.sdk.kotlin	mediastore-jvm	1.4.37		4d52cf696bf46a40e0b08a9a52565998f10f1b23
aws.sdk.kotlin	mediastore-jvm	1.4.38		95862e9a0e55d11a6dc4e363b6e7c310d71d04e3
aws.sdk.kotlin	mediastore-jvm	1.4.39		4dd234c1bae9927047d00355f0a7c95aa5630ff5
aws.sdk.kotlin	mediastore-jvm	1.4.4		878b153711830793aa0fe0a5e9fc3411369673fb
aws.sdk.kotlin	mediastore-jvm	1.4.40		bc3976e641fc408a8a9aeea1821006ac1c7b0a8e
aws.sdk.kotlin	mediastore-jvm	1.4.41		511ea4a437d617742651c34ba740e06b20d50385
aws.sdk.kotlin	mediastore-jvm	1.4.42		8b409c9d4903f242852d8bdb3cab32f8af9b77cf
aws.sdk.kotlin	mediastore-jvm	1.4.43		1b71bb90d1700daf01972f71079641272f455a5c
aws.sdk.kotlin	mediastore-jvm	1.4.44		455994b55d801d9c21ef456e663567c879ebab0f
aws.sdk.kotlin	mediastore-jvm	1.4.45		467207d3e342b0ea41e49bd545c3d1e90de5666b
aws.sdk.kotlin	mediastore-jvm	1.4.46		7bf496004c606d4caa6a9d385d8ef8aa3ad13f05
aws.sdk.kotlin	mediastore-jvm	1.4.47		bfcbd82d69cd315087ff7c217968a8644d08e0aa
aws.sdk.kotlin	mediastore-jvm	1.4.48		8611b21da60c90b4bc45f8072a15a872c66c8233
aws.sdk.kotlin	mediastore-jvm	1.4.49		3cb05116e1822adf9627ccf639b12d7cf4f44377
aws.sdk.kotlin	mediastore-jvm	1.4.5		e7045bef6ece3ef24af32e0842da350466aa745b
aws.sdk.kotlin	mediastore-jvm	1.4.50		0ae25aa09c8b12a05ddf9aa3ab03189f20caae18
aws.sdk.kotlin	mediastore-jvm	1.4.51		4a5a0717bb8c3f985f8dc1b426d30a5990f11841
aws.sdk.kotlin	mediastore-jvm	1.4.52		9c46b7960e53cd252c7e79b5e6d806709735b381
aws.sdk.kotlin	mediastore-jvm	1.4.53		d3764fc6a48b8c79386e030ccd0e532e02abe9dc
aws.sdk.kotlin	mediastore-jvm	1.4.54		2927f5007c2531c3777d578c4c7c917c9b16d46f
aws.sdk.kotlin	mediastore-jvm	1.4.55		2ad9114d34f502d5cc8ff4f0bb37bbc219a29060
aws.sdk.kotlin	mediastore-jvm	1.4.56		8752404db41e8d756b621def223f96e41daf9272
aws.sdk.kotlin	mediastore-jvm	1.4.57		6e4913bebf636411b20d669b2a67e26109ca2e30
aws.sdk.kotlin	mediastore-jvm	1.4.58		988ac66d3ec0b4883d2d65f55d7d02bbfe12cdf9
aws.sdk.kotlin	mediastore-jvm	1.4.59		f69ceb9b2d30e09bd11b09b32bd0ec885c85694d
aws.sdk.kotlin	mediastore-jvm	1.4.6		8df69520e778067653a95fca514005063594f999
aws.sdk.kotlin	mediastore-jvm	1.4.60		d521686af15f223065b08661b50e47ec53303b95
aws.sdk.kotlin	mediastore-jvm	1.4.61		6f311b7f8263a05b8b9407ea4d9833fb127f8bd5
aws.sdk.kotlin	mediastore-jvm	1.4.62		c832043219616aaecaef95f64fc2914313832503
aws.sdk.kotlin	mediastore-jvm	1.4.63		b8207b70b9e9fd644054de74e94046544f1888e5
aws.sdk.kotlin	mediastore-jvm	1.4.64		832a626e8438863b0efec044519038680ca81ec4
aws.sdk.kotlin	mediastore-jvm	1.4.65		3b83232068fb082da57d0a2201a7beeac09a2eed
aws.sdk.kotlin	mediastore-jvm	1.4.66		0db272e242069c574b75b254a4e0fe2a34423695
aws.sdk.kotlin	mediastore-jvm	1.4.67		49e0b80b9a2b6dbabb126b095d7312b57b5f64ac
aws.sdk.kotlin	mediastore-jvm	1.4.68		6e6fb1e58202cce6e4f25089192702218fae04c9
aws.sdk.kotlin	mediastore-jvm	1.4.69		ff66e5c484d0f6fdd4ef0e62f49082a7b20ec727
aws.sdk.kotlin	mediastore-jvm	1.4.7		fab9bc30598448658398cee89cbccaef219c6477
aws.sdk.kotlin	mediastore-jvm	1.4.70		dc1595b2fce5f0829be69c946808de941e3ceb4d
aws.sdk.kotlin	mediastore-jvm	1.4.71		a3e9803e33c5ec10938e674a7003b1cc2d2f78ab
aws.sdk.kotlin	mediastore-jvm	1.4.72		2d330af72e4b28427a923453940c96a57be3d5ab
aws.sdk.kotlin	mediastore-jvm	1.4.73		4f82cb7dafd27ce8f61d07150661667400ab84f4
aws.sdk.kotlin	mediastore-jvm	1.4.74		06c2688887bdb38ae89d95a63c96cf7d0bb59586
aws.sdk.kotlin	mediastore-jvm	1.4.75		ef04f1adbc7742e3aec86c1461f35956945ba8dc
aws.sdk.kotlin	mediastore-jvm	1.4.76		e49539b6d9b8df081d472c5ab4914d3be192397f
aws.sdk.kotlin	mediastore-jvm	1.4.8		25ecbe78a4b2d7d60282522a861d86a6a2ae1928
aws.sdk.kotlin	mediastore-jvm	1.4.9		2f1544c018ad8422eb3d6f6b3eaabd346dba9b27
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.0.0		d77e8f2b92f6c1ad931d8bd059b87a14c60840cd
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.0.0	jar-with-dependencies	50f9688bf97138fb956e62829ffb59458e03fadc
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.3.0		861f91f61f4658765c599bdb1c1966b6487b480f
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.3.0	jar-with-dependencies	3502152764195772680e10a7ec07a25a6925a07e
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.4.0		4c9ba1907f1c543ee6e4480d18f8f67e9d5aacc7
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.4.0	jar-with-dependencies	088b9abdc0b3099f7004af0f461b7adf3788cbe3
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.6.0		8c538e35af0534b5f19ff5ef0481689cee9e8bda
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.6.0	jar-with-dependencies	e0cfb2bc55aa044795cb59a6ace125303ca54c37
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.6.1		8fd4cd0a3a0dfbacfad775d8e881dd0793c4bf41
be.vlaanderen.informatievlaanderen.vsds	postgres-admin-repository	3.6.1	jar-with-dependencies	6ac4e37c99c65d1c9a9986de5ac4bfc10fdc99c8
br.com.objectos	parent-build	0.1.0-jdk11		N/A
br.com.objectos	parent-build	0.1.0-jdk17		N/A
br.com.objectos	parent-build	0.1.0-jdk6		N/A
br.com.objectos	parent-build	0.1.0-jdk7		N/A
br.com.objectos	parent-build	0.1.0-jdk8		N/A
ch.exense.step	step-controller-plugins-measurements-jdbc	3.15.3		89f750d09f9a9e5da7d62c46ef8f3dd15e5b3c3f
com.aliyun	osssddp20240222	1.0.0		cd9ed5149392c21cd1cf7b75e7f6a0943e4cd294
com.aliyun	osssddp20240222	1.0.0	shaded	ad0888c82e95964be486734652a02ba815a09597
com.atomgraph	server	4.1.0		1dfbf14cd576f376357b1649430206c993eed343
com.atomgraph	server	4.1.1		a518058da07b575635e12e7d7244254e9e5811fe
com.atomgraph	server	4.1.12		c23adbc015d987e96bfa5f5873317f28b6022791
com.atomgraph	server	4.1.2		27426ddf15fa1cba4551c33d8afe767fbff8b578
com.atomgraph	server	4.1.3		7103a731515973c36a6a4e34325327d6a1e6ed94
com.avast	sst-http4s-client-blaze_3	0.16.0		00244d8c38161d0928d89afc989df1148a8d15c6
com.avast	sst-http4s-client-blaze_3	0.16.1		9fe9e97c62e06432164aa40d592baa5c5e9f65c2
com.avast	sst-http4s-client-blaze_3	0.16.2		b62570d16b4207ac5b837a910c9fcb5e1c51ddd0
com.avast	sst-http4s-client-blaze_3	0.16.3		8bc29bfb60ca8a64cec32f83d9bc9af431fb4da8
com.avast	sst-http4s-client-blaze_3	0.17.0		380f8692557204ce7c00c6772ad303bdbdb9c8d5
com.avast	sst-http4s-client-blaze_3	0.17.1		c741ea11c000fd1c59aa658c25a6fa14c0971107
com.avast	sst-http4s-client-blaze_3	0.17.2		0fdf4c554bc4d1c52123a24356f0a85d4b7d6976
com.avast	sst-http4s-client-blaze_3	0.18.0		8a67f670f45fa15ae8bc163e838b0748853cf7b3
com.avast	sst-http4s-client-blaze_3	0.18.1		d4a05a8decd135f41b9934384dfd2c4410d843fa
com.avast	sst-http4s-client-blaze_3	0.18.2		a9e0a351ae7e75995bb128f09a88ef3bf9cf778e
com.avast	sst-http4s-client-blaze_3	0.18.3		24c6c449cefee3131cf63b62cb654efa792f83f2
com.avast	sst-http4s-client-blaze_3	0.18.4		5724ae2f565cac60aa96e8f1eeb4ca750881bea2
com.avast	sst-http4s-client-blaze_3	0.18.5		fae76bbfeeeef18e7f4e2d721ad79711a0c214e3
com.avast	sst-http4s-client-blaze_3	0.18.6		279c6fac0a0d3e2c6cf36d791e093c7e5e00f7ec
com.avast	sst-http4s-client-blaze_3	0.19.0		2c12a09702acef3dcefe2370875688edc4e44a82
com.cloudbees.event	cloudbees-event-api	1.0		143b3662d0dd17efca283a63d453f1c909bb20f1
com.cloudbees.event	cloudbees-event-api	1.1		f55e8091df2654855438221b12120ab09686e400
com.cognitect.aws	sdb	666.2.364.0		f0c294f23ae4c27bd673a8976593c34c2b1bb3b7
com.cognitect.aws	sdb	697.2.391.0		476fa9e6c5a913c871c8d7e82dca7e5a90de5eb4
com.cognitect.aws	sdb	747.2.533.0		dcd01e5117d3593eb04c0bfd4f9699c37c1d4223
com.cognitect.aws	sdb	770.2.568.0		07e1a95375c133ec39b32e7869664dd07982a539
com.cognitect.aws	sdb	822.2.1109.0		12aa5e747c919db25c3bb804314dfddbfd1a6837
com.cognitect.aws	sdb	847.2.1365.0		a8abb2fd90328a09f21e742df749a210137e8c5c
com.fizzed	ninja-bom-lite	6.2.2-2		N/A
com.fxytb	dev-tools	1.0.0		N/A
com.fxytb	dev-tools	1.0.0-RELEASE		N/A
com.fxytb	dev-tools	1.0.1		N/A
com.fxytb	dev-tools	1.0.1-RELEASE		N/A
com.fxytb	dev-tools	1.0.2		N/A
com.gitee.tiamosu	jfly-navigation	1.0.0		N/A
com.gitee.tiamosu	jfly-navigation	1.0.1		N/A
com.gitee.tiamosu	jfly-navigation	1.0.2		N/A
com.gitee.tiamosu	jfly-navigation	1.0.3		N/A
com.gitee.tiamosu	jfly-navigation	1.0.5		N/A
com.gitee.tiamosu	jfly-navigation	1.0.6		N/A
com.gitee.tiamosu	jfly-navigation	1.0.7		N/A
com.gitee.tiamosu	jfly-navigation	1.0.8		N/A
com.gitee.tiamosu	jfly-navigation	1.0.9		N/A
com.gitee.tiamosu	jfly-navigation	1.1.0		N/A
com.gitee.tiamosu	jfly-navigation	1.1.1		N/A
com.gitee.tiamosu	jfly-navigation	1.1.2		N/A
com.gitee.tiamosu	jfly-navigation	1.1.3		N/A
com.gitee.tiamosu	jfly-navigation	1.1.4		N/A
com.gitee.tiamosu	jfly-navigation	1.1.5		N/A
com.gitee.tiamosu	jfly-navigation	1.1.6		N/A
com.gitee.tiamosu	jfly-navigation	1.1.7		N/A
com.gitee.tiamosu	jfly-navigation	1.1.8		N/A
com.gitee.tiamosu	jfly-navigation	1.1.9		N/A
com.gitee.tiamosu	jfly-navigation	1.2.0		N/A
com.gitee.tiamosu	jfly-navigation	1.2.1		N/A
com.gitee.tiamosu	jfly-navigation	1.2.2		N/A
com.gitee.tiamosu	jfly-navigation	1.2.3		N/A
com.gitee.tiamosu	jfly-navigation	1.2.4		N/A
com.gitee.tiamosu	jfly-navigation	1.2.5		N/A
com.gitee.tiamosu	jfly-navigation	1.2.6		N/A
com.github.athieriot	specs2-embeddedmongo_2.9.1	0.1		3e344e2fc161eb71029e3da993fa112fda3bfbcb
com.github.daniel-shuy	jax-rs-jpa-crud	1.0.0		cfd7961a8d3418b3345ae15d0f8d1217668fd968
com.github.daniel-shuy	jax-rs-jpa-crud	2.0.0		686df1c4f6f07777dc6213a14b605785eb9e28bf
com.github.daniel-shuy	jax-rs-jpa-crud	3.0.0		f0a72666a9b670df2cd91c1c28fd44334c7c9a5b
com.github.daniel-shuy	jax-rs-jpa-crud	3.1.0		70c31e23fd0fd696ed36dd51b88c2900038cd932
com.github.daniel-shuy	jax-rs-jpa-crud	4.0.0		9ec0c4dee59516509258c75d5cf6006e2274a879
com.github.dbfit	fitlibrary	20091020		a9d7767bf5906a0337130fe27625a86067cb47f5
com.github.intel-hadoop	gearpump-experiments-storm_2.11	0.3.2		d1166b792bfae9ebbc6c9c5f0d553c161aff485e
com.github.intel-hadoop	gearpump-experiments-storm_2.11	0.3.4		1ca12f3eeca60ddd1c5d57fb8df80421d780f573
com.github.intel-hadoop	gearpump-experiments-storm_2.11	0.3.6		db9c44e87278b88b4e966a305666f3947ed72c93
com.github.intel-hadoop	gearpump-experiments-storm_2.11	0.3.7		70e614416324575a441e18101f760464cf231efb
com.github.intel-hadoop	gearpump-experiments-storm_2.11	0.4		50fbfb3b8a39f88b1c54348ddb628083f27dc927
com.github.intel-hadoop	gearpump-experiments-storm_2.11	0.4.1		2eefb879839e9f0b3b9df00bb0b26e2776cd8923
