by.exonit.redmine.client	client-play-ws-standalone-2_2.12	6.0.0-M5		81d93357058405f4e1b408c46b54586fbfeff966
com.amazonaws	aws-java-sdk-finspace	1.12.598		3e28e104e9f559dcdb498f5884c0cee109cd5e24
com.amazonaws	aws-java-sdk-finspace	1.12.599		038212eaa181dafc35fc7b6731fbdfbdf4cf12f2
com.amazonaws	aws-java-sdk-finspace	1.12.6		0837cc0b7cd77861173e2fac6a8c2d3c76f04d99
com.amazonaws	aws-java-sdk-finspace	1.12.60		a044f8abd8f6d9bd02f03fd6ecf9fbd4f49712d3
com.amazonaws	aws-java-sdk-finspace	1.12.600		6fa89f5c9badef1435918a919667127e66b2d583
com.amazonaws	aws-java-sdk-finspace	1.12.602		ebfccc5e4269a655d3a00f52db31df49d2e97f35
com.amazonaws	aws-java-sdk-finspace	1.12.603		c1dad2132bf21519062d75becc410236e313d3f6
com.amazonaws	aws-java-sdk-finspace	1.12.604		6ad62e4c949c44c895505a68bb3215ac7d6a21d5
com.amazonaws	aws-java-sdk-finspace	1.12.605		b6b76c2db2ab7879d982b6033d2ac4519a7d3579
com.amazonaws	aws-java-sdk-finspace	1.12.606		fbd758d809e1e0575300eb18445308a783bb527f
com.amazonaws	aws-java-sdk-finspace	1.12.607		476bad1d73aca31e54ec943ae15f42ecd1914a7e
com.amazonaws	aws-java-sdk-finspace	1.12.608		dbb46d45ea9839df6f6b827cf85a514a7d75d792
com.amazonaws	aws-java-sdk-finspace	1.12.609		2582404e0fa5408fd8210db9e8c2c5a7f3fae07c
com.amazonaws	aws-java-sdk-finspace	1.12.61		982bb9c27e838b1a606ae2a0350ca7acde7d06c8
com.amazonaws	aws-java-sdk-finspace	1.12.610		edabc44242fda5fc5dc67b2dcf957710250b0cd6
com.amazonaws	aws-java-sdk-finspace	1.12.611		24720f704d705a79f98e7ed54627960d17a1adf1
com.amazonaws	aws-java-sdk-finspace	1.12.612		35fab056122d113a985032c096cc81850367214a
com.amazonaws	aws-java-sdk-finspace	1.12.613		73cdeeae6a398e0262787a8176943eee20ceec0c
com.amazonaws	aws-java-sdk-finspace	1.12.614		6072b3a2b416cd4a9ebde03817ddf6fcd7fe15bb
com.amazonaws	aws-java-sdk-finspace	1.12.615		5d4cfdea1e48cedf578aaba5545fc72ed94e9429
com.amazonaws	aws-java-sdk-finspace	1.12.616		6a43c39c3231f49c4e0a0b52660a341275dde39b
com.amazonaws	aws-java-sdk-finspace	1.12.617		33b054fccac58fbdbec6d84072a916b9fdcc3b4d
com.amazonaws	aws-java-sdk-finspace	1.12.618		926c6608bd1cc423cbbd89b43ae9f8b92c8759b1
com.amazonaws	aws-java-sdk-finspace	1.12.619		86e867aef7177f7526eeb8fac8d024f9ee7c14cd
com.amazonaws	aws-java-sdk-finspace	1.12.62		1760c394df9ee27019fd4759887d9495cec04d81
com.amazonaws	aws-java-sdk-finspace	1.12.620		6914e0734adf6be04113f2b7978a63e13cdeae6b
com.amazonaws	aws-java-sdk-finspace	1.12.621		5ba684c6fcdc7ca03a9b6b1e4394b85cc9087f3f
com.amazonaws	aws-java-sdk-finspace	1.12.622		fc715760f8b03c72521e3b1f46406ebb91381ab3
com.amazonaws	aws-java-sdk-finspace	1.12.623		7f735232b6b0c5ac83237e5c2869c42e356fcb7e
com.amazonaws	aws-java-sdk-finspace	1.12.624		e9ab75129cc5ca8ce1c32ca99fb1150d08373e37
com.amazonaws	aws-java-sdk-finspace	1.12.625		42bae6b63921165b487e3673651fda65b1180c31
com.amazonaws	aws-java-sdk-finspace	1.12.626		56cf3cbdbf458b0cc56949fcf70d512b56f4928a
com.amazonaws	aws-java-sdk-finspace	1.12.627		a6cb84aab03dc2c260e5cd39a95b3224b1a0b90f
com.amazonaws	aws-java-sdk-finspace	1.12.628		884e383951c0e5c117cd6a5c33e488296cfa2058
com.amazonaws	aws-java-sdk-finspace	1.12.629		a51a57686e9bfa512781956c8d72dc6a99022009
com.amazonaws	aws-java-sdk-finspace	1.12.63		9b9236c6498b549f53c66c3d22aa100a302ef0bb
com.amazonaws	aws-java-sdk-finspace	1.12.630		711a41548d3a9699699f72570e9501a9a700bc57
com.amazonaws	aws-java-sdk-finspace	1.12.631		24f5b3715d747b49b9e4bf4c27e8e5618b77af75
com.amazonaws	aws-java-sdk-finspace	1.12.632		8667546f9d68ac898963a0788cdea460d818bfdc
com.amazonaws	aws-java-sdk-finspace	1.12.633		5534849155dd532b19566e6d0e4153f529a81add
com.amazonaws	aws-java-sdk-finspace	1.12.634		c368e506183b165abf4dad590a038526b5e9aa9e
com.amazonaws	aws-java-sdk-finspace	1.12.635		2761132c46e82f3f67b61d36ea0d9b869443e3a5
com.amazonaws	aws-java-sdk-finspace	1.12.636		da8517adbe637a255f335a6f8e25b24612975b1f
com.amazonaws	aws-java-sdk-finspace	1.12.637		83a3f1efecc267e32184834f8d5eefffa5a6a171
com.amazonaws	aws-java-sdk-finspace	1.12.638		87400444461cb84831bebc57c2a4e066e3bca1d3
com.amazonaws	aws-java-sdk-finspace	1.12.639		72d9f5fbc59fe07ef7c8547e47b08a1ec431d35c
com.amazonaws	aws-java-sdk-finspace	1.12.64		b73fee4c588cfa1683f98eb514003efc2fb80ea5
com.amazonaws	aws-java-sdk-finspace	1.12.640		b61c60d00f10819da14ce74d0a215a4d9684e80b
com.amazonaws	aws-java-sdk-finspace	1.12.641		a9fdaf9a1cf2b18a8542a5f7ccb7daa1c3fd9b3e
com.amazonaws	aws-java-sdk-finspace	1.12.642		f1226cb5e7d9c823e5d74b778008fcd0593be8d8
com.amazonaws	aws-java-sdk-finspace	1.12.643		91323e68924b3233f454257e2b093e5659b39276
com.amazonaws	aws-java-sdk-finspace	1.12.644		f1aee3f03fe257f85c74a84b2d1cfd74d9957c27
com.amazonaws	aws-java-sdk-finspace	1.12.645		c5be160b71bc3ee9947c5dc6c89fb3ddcc6985eb
com.amazonaws	aws-java-sdk-finspace	1.12.646		ead8e3401cfa513e1843f8942b1954a12f4b0b29
com.amazonaws	aws-java-sdk-finspace	1.12.647		394e73d5f130096ec5e5478dbdeeafb8f2bab1ea
com.amazonaws	aws-java-sdk-finspace	1.12.648		2aca04e362b35c7ec20ee036c74330c84fc38336
com.amazonaws	aws-java-sdk-finspace	1.12.649		16267fe40bfc18b86baf9e198d7b7f2d0131b669
com.amazonaws	aws-java-sdk-finspace	1.12.65		9b9b93bfb6030e218910d4402fd0c7fbbe064ed0
com.amazonaws	aws-java-sdk-finspace	1.12.650		ea866a8cdcc54b0aa4d236e51ee92d7f6b677ed4
com.amazonaws	aws-java-sdk-finspace	1.12.651		4ff789d50c75c028fb99ab5ead529f80c8974156
com.amazonaws	aws-java-sdk-finspace	1.12.652		cf6d2a5e67bf9db7a11fcbd49485929f60bf58fd
com.amazonaws	aws-java-sdk-finspace	1.12.653		7c70a31a8ad3be8a604de89ce5918f6c6d2a5f97
com.amazonaws	aws-java-sdk-finspace	1.12.654		efeb25ac3a961cbfbb23e026ce616662e2c2b6a8
com.amazonaws	aws-java-sdk-finspace	1.12.655		10aeaa6d4f11043a09f4e51d14af617069b11c35
com.amazonaws	aws-java-sdk-finspace	1.12.656		7e48060cf89d4275cb239b065e2593552f02cf7f
com.amazonaws	aws-java-sdk-finspace	1.12.657		f6a4849d7ab3b239e0ca2d9d349b054cc1d616fa
com.amazonaws	aws-java-sdk-finspace	1.12.658		be18be10719dda0cf65beecf6ae3273e7a0517d1
com.amazonaws	aws-java-sdk-finspace	1.12.659		b796ccf04f2ce88af3eb2b0919baf0c988e406d5
com.amazonaws	aws-java-sdk-finspace	1.12.66		f1913b049f5c1858bb56ca8e7a0bdd250688ccfa
com.amazonaws	aws-java-sdk-finspace	1.12.660		d011f6deb07487892cac35977b179859ff8a2b34
com.amazonaws	aws-java-sdk-finspace	1.12.661		a2a8987619f2ca78a2bf757d794dc9fa16ff0abd
com.amazonaws	aws-java-sdk-finspace	1.12.662		5cf4e10f6b0b786b6c4f2467c6053175423d7aa6
com.amazonaws	aws-java-sdk-finspace	1.12.663		044488ddc6c69cdefc12c0317bb36a25c73a4e05
com.amazonaws	aws-java-sdk-finspace	1.12.664		00012fc37421f993d65554d4bc003ad7dfd9a580
com.amazonaws	aws-java-sdk-finspace	1.12.665		120a499a4c9bedcd25161671664b01c890dfaa93
com.amazonaws	aws-java-sdk-finspace	1.12.666		608ee6b3bbb37239da2612ff5cde57b06f420583
com.amazonaws	aws-java-sdk-finspace	1.12.667		8113a122468c8cb16a4e1aff151a252de9c1c1da
com.amazonaws	aws-java-sdk-finspace	1.12.668		ec3e8dafcbd722dee0b98e84b9fec4184ca49bae
com.amazonaws	aws-java-sdk-finspace	1.12.669		0a8973663c30063cefb61971142ce03bf6df6ede
com.amazonaws	aws-java-sdk-finspace	1.12.67		349e393423bcd5d8716f88b9307a54c8f676016f
com.amazonaws	aws-java-sdk-finspace	1.12.670		4fb23508e4dcfea57528101fa16265061bb8bd4a
com.amazonaws	aws-java-sdk-finspace	1.12.671		54fa3811c72df8ec452255cbd477dedcb791f62a
com.amazonaws	aws-java-sdk-finspace	1.12.672		3d66d39bfe37edafda8109511bf7e01046eac666
com.amazonaws	aws-java-sdk-finspace	1.12.673		765ac16b6ed9652e96c421788df8fbb57dfd8baf
com.amazonaws	aws-java-sdk-finspace	1.12.674		38dc7fbcfaa0e03e9d1d1eff8fa259e175cd5fe4
com.amazonaws	aws-java-sdk-finspace	1.12.675		071c257100f2e90e36edf5f9368b8ba94ac61b8c
com.amazonaws	aws-java-sdk-finspace	1.12.676		3a0b5a757c5ff8b438ec2a8432d51cdf553687f0
com.amazonaws	aws-java-sdk-finspace	1.12.677		549dbb2abd3d01f6efbd6ca514b9a5524caa70b5
com.amazonaws	aws-java-sdk-finspace	1.12.678		c4fa2dfee986fb8d8cd20c2602c540b9598cc11a
com.amazonaws	aws-java-sdk-finspace	1.12.679		963a1cde53877f72a258e2456b9aefe1225170ac
com.amazonaws	aws-java-sdk-finspace	1.12.68		f32b3192cec7db5a069addff2b66dea6a33332ec
com.amazonaws	aws-java-sdk-finspace	1.12.680		b3b682aaba4a5dd041adfa0d2a8e4f362f193440
com.amazonaws	aws-java-sdk-finspace	1.12.681		ed92045128e345ab9e03c942a009f39676bc136d
com.amazonaws	aws-java-sdk-finspace	1.12.682		a387e92adae7b6b64b283595d9ebea08f05cb1f5
com.amazonaws	aws-java-sdk-finspace	1.12.683		a074402119fd11880c5b8a6e991c099a79e3153d
com.amazonaws	aws-java-sdk-finspace	1.12.684		f03dcc3eb02afc61cbfacba1ac11b0ffe6db8d59
com.amazonaws	aws-java-sdk-finspace	1.12.685		9edf2a3ad33e1bae78cc8f182dcf2f9f3583e0f6
com.amazonaws	aws-java-sdk-finspace	1.12.686		bb49cfb2c5ae5f26b4d790c6bc511ce8d1c4bc25
com.amazonaws	aws-java-sdk-finspace	1.12.687		1e3776ae3a9f4e6060cbf02770bd69c2c7dcaddc
com.amazonaws	aws-java-sdk-finspace	1.12.688		58b34c942f9e8ce9982cec39e0e84d53bd960014
com.amazonaws	aws-java-sdk-finspace	1.12.689		e234d1740f34d07804558666c5e97e62c18d77e0
com.amazonaws	aws-java-sdk-finspace	1.12.69		cd6fba8c633ea76e9ae05acaf9741b431089f8cf
com.amazonaws	aws-java-sdk-finspace	1.12.690		990dce7a50b6ad11bc8779f44bbf7e0044a5c2d9
com.amazonaws	aws-java-sdk-finspace	1.12.691		9032eb8b29fe4c8ad8fab4def2d743e1ff100864
com.amazonaws	aws-java-sdk-finspace	1.12.692		74f6bdc01d808b6c565410e05bdbde9c0c64d704
com.amazonaws	aws-java-sdk-finspace	1.12.693		eb7cda1f12058d73dd3cc400d6dc06d5fd9a4235
com.amazonaws	aws-java-sdk-finspace	1.12.694		f06b6ce4c4616be63be91c6f338cdf2dfa6b14e0
com.amazonaws	aws-java-sdk-finspace	1.12.695		c72f126002c5120460c72e1ad61539f1d5ff37df
com.amazonaws	aws-java-sdk-finspace	1.12.696		523a7fd86f516cbf4c445ad3940478267b81697c
com.amazonaws	aws-java-sdk-finspace	1.12.697		4b778423dcc7d277cc9795cd235fb6d4fb48e439
com.amazonaws	aws-java-sdk-finspace	1.12.698		648bd1d353a2655cccad8576b1273e7a4c042250
com.amazonaws	aws-java-sdk-finspace	1.12.699		569e2ad1075308201b51ad9a6a5e1045ca02d3c1
com.amazonaws	aws-java-sdk-finspace	1.12.7		c7bdb75835653c624277a4b1b9e28cb9b78b03a2
com.amazonaws	aws-java-sdk-finspace	1.12.70		a0d281ee91390a919912830b19f693585d2202de
com.amazonaws	aws-java-sdk-finspace	1.12.700		ed6f60da4f22a1ad84a897e872205a2acc01c4c3
com.amazonaws	aws-java-sdk-finspace	1.12.701		32102772891a370e42fabb04ffdc9192a82a0fef
com.amazonaws	aws-java-sdk-finspace	1.12.702		b6f5e76edb1194b380c239f4fdb341db99989dec
com.amazonaws	aws-java-sdk-finspace	1.12.703		dc9f866a51e1907357f53579d3dc1936896a34b6
com.amazonaws	aws-java-sdk-finspace	1.12.704		86de799f06bbf5417df0c276ae5504c857567155
com.amazonaws	aws-java-sdk-finspace	1.12.705		8ae84134a4ec31b9eb891862a89fbf96015d160a
com.amazonaws	aws-java-sdk-finspace	1.12.706		c36d320e4c7a1a4e2202bebc3ee72b29a1124ea3
com.amazonaws	aws-java-sdk-finspace	1.12.707		5f6eae3c85b03eb50cf751a4f34d4134944f641a
com.amazonaws	aws-java-sdk-finspace	1.12.708		eca54205ec65978ff877ab239183505503866f49
com.amazonaws	aws-java-sdk-finspace	1.12.709		1e0523ea636a0254b90d67d0ab20b24bfb435bf4
com.amazonaws	aws-java-sdk-finspace	1.12.71		ebed0e7c1a950967e6196517c61a4836f4994697
com.amazonaws	aws-java-sdk-finspace	1.12.710		97e9c6fbc32374559be37ddabb97b4ee23cad5c9
com.amazonaws	aws-java-sdk-finspace	1.12.711		42277f75a594dbfd3cf8e0b7349c94648e062ce9
com.amazonaws	aws-java-sdk-finspace	1.12.712		9b99dd2c5c8fc6090780515e0ab86f6bdc4c3deb
com.amazonaws	aws-java-sdk-finspace	1.12.713		49640b7c177ed0ab89b96bdcd41867c2a9665bc2
com.amazonaws	aws-java-sdk-finspace	1.12.714		697575a8151294b8d2a78ac75724b9aa604b1c32
com.amazonaws	aws-java-sdk-finspace	1.12.715		4c22fad03907b67e43f54e39041184b827a36ffa
com.amazonaws	aws-java-sdk-finspace	1.12.716		4b9e6c73ca4c6feaf95bdac49e99df62fe57dee7
com.amazonaws	aws-java-sdk-finspace	1.12.717		89a50c465f5cdb81292d5c3b41180b0429f8eed1
com.amazonaws	aws-java-sdk-finspace	1.12.718		4b6937e7282330bab069a7a3178e4fcc8e8ddd64
com.amazonaws	aws-java-sdk-finspace	1.12.719		f99111c385415a975870361461c2d3d52c1c245b
com.amazonaws	aws-java-sdk-finspace	1.12.72		de0efbbd526b92324a9f6c65b7a1e83057574120
com.amazonaws	aws-java-sdk-finspace	1.12.720		61595cd6b2b1308333aec7492270171a5600524a
com.amazonaws	aws-java-sdk-finspace	1.12.721		4caebd5ae0af4183144bbbb53657dc67246daf0f
com.amazonaws	aws-java-sdk-finspace	1.12.722		2709e1a57d6c74aa54e6698df15a32e9641114f3
com.amazonaws	aws-java-sdk-finspace	1.12.723		573d258a7fc3e117348cc19919e7611f44730830
com.amazonaws	aws-java-sdk-finspace	1.12.724		7df05fb6d692e105709f10776ce5147d6e5f43fe
com.amazonaws	aws-java-sdk-finspace	1.12.725		9c6e0d433f0a0eb28e87ac99341d4073e98fef57
com.amazonaws	aws-java-sdk-finspace	1.12.726		b715bc47c652d7db9239854d26b13c4a95efab7b
com.amazonaws	aws-java-sdk-finspace	1.12.727		1c94cc2565f16271a4c707178ea8e26d3a1eff57
com.amazonaws	aws-java-sdk-finspace	1.12.728		de98f558f2e4d5ea24ddc0f05c03774637939fa7
com.amazonaws	aws-java-sdk-finspace	1.12.729		300550e12fb878fc5dbb04ff65af99e1111272fd
com.amazonaws	aws-java-sdk-finspace	1.12.73		b2332068578da89c1330f19a8a6c4010432f3f3b
com.amazonaws	aws-java-sdk-finspace	1.12.730		3c4e20234384b767e0ed06b9c47051a9ccbe9de9
com.amazonaws	aws-java-sdk-finspace	1.12.731		d4ee3856e2504a6c5fb54ad4c9cc19bab8d39c50
com.amazonaws	aws-java-sdk-finspace	1.12.732		f8f833982f21aadbe945fb173ea6a5330c47b766
com.amazonaws	aws-java-sdk-finspace	1.12.733		865795af9cec768713a43c8ab4c6fc092d536af5
com.amazonaws	aws-java-sdk-finspace	1.12.734		80fec0d0b901e02d2e1f2852682628cc7eeeafbf
com.amazonaws	aws-java-sdk-finspace	1.12.735		9f43b14e8079fbf4322a15dbe9c808c9254f7041
com.amazonaws	aws-java-sdk-finspace	1.12.736		5eefb75d3381c7189809d0cc27f93e3d0896e13f
com.amazonaws	aws-java-sdk-finspace	1.12.737		d456ba8a561873df4da53becbc8b6eeb333c4629
com.amazonaws	aws-java-sdk-finspace	1.12.738		6a587d74c79bcb69ed7674d2a7058efb7d3950b1
com.amazonaws	aws-java-sdk-finspace	1.12.739		e91e528a076c59fdbe9e5d18acde1650e76dc2b0
com.amazonaws	aws-java-sdk-finspace	1.12.74		899a918ce7730e6d92515c2fd5934e48cbd54df8
com.amazonaws	aws-java-sdk-finspace	1.12.740		642f33aa192a6f72113ad69ab8c09ff3f69a6846
com.amazonaws	aws-java-sdk-finspace	1.12.741		ac43b4b524bb2455186a083af90c44bc8e90e9b8
com.amazonaws	aws-java-sdk-finspace	1.12.742		94ed0fea7627009c1e0776642173b1294fe8cffe
com.amazonaws	aws-java-sdk-finspace	1.12.743		ed26d5d8965f51aad1d5eea44f861549b1a18aab
com.amazonaws	aws-java-sdk-finspace	1.12.744		b57bf3e365931e12afea26aaa80d359aef8449b4
com.amazonaws	aws-java-sdk-finspace	1.12.745		55201e5eb566eac81df2b1ae515aa76e288515e2
com.amazonaws	aws-java-sdk-finspace	1.12.746		ba0256d1809e92b9495ac32d8019a91192a5f786
com.amazonaws	aws-java-sdk-finspace	1.12.747		e95f35e27412280e7bfad4b7099b2c401bf2b656
com.amazonaws	aws-java-sdk-finspace	1.12.748		52bd6ff640963578bfd26d423ca28aed978cd40a
com.amazonaws	aws-java-sdk-finspace	1.12.749		0509b969935c3bea931b58f1feee0a7a33e8fee2
com.amazonaws	aws-java-sdk-finspace	1.12.75		3f1b3ce294eecd9b44ecb7cb0456788d59f14c84
com.amazonaws	aws-java-sdk-finspace	1.12.750		1536be9c53cef08cfb43ee68556f8cd995a7579a
com.amazonaws	aws-java-sdk-finspace	1.12.751		83dd9c6e70aceb0d428ed410fb82414ca4b20295
com.amazonaws	aws-java-sdk-finspace	1.12.752		2c11b9e7e06be6a700c1a2f4bc5683c19ae11941
com.amazonaws	aws-java-sdk-finspace	1.12.753		8ce39174c394cfa35ab505a853aa59bd65f81490
com.amazonaws	aws-java-sdk-finspace	1.12.754		63d917c09631c670f806b401f688b5bfd16f7da9
com.amazonaws	aws-java-sdk-finspace	1.12.755		5bb48859f8f9ad7d31fab6415a79ecb12d846beb
com.amazonaws	aws-java-sdk-finspace	1.12.756		9707ae535539bb27f50a31a1010c926f48605745
com.amazonaws	aws-java-sdk-finspace	1.12.757		52a5b4c0fa9cba627c34996952266c75820ef192
com.amazonaws	aws-java-sdk-finspace	1.12.758		b761780a7e86555e4a7e210e03aaf0afc39442d9
com.amazonaws	aws-java-sdk-finspace	1.12.759		e322cede49c4012e7dfaf91481b28ca5caddd47b
com.amazonaws	aws-java-sdk-finspace	1.12.76		bc728e1c31ceb61f39d65b65df302b88bdf577f1
com.amazonaws	aws-java-sdk-finspace	1.12.760		1db1ad45f1b5874f3935f1eabd2dec3b85fd8937
com.amazonaws	aws-java-sdk-finspace	1.12.761		37dcd788a4f2fa7c4aa4ed848f66c1e1c22dc1f2
com.amazonaws	aws-java-sdk-finspace	1.12.762		e41d7df17b9eab3e8a4ff3810fb0a860191c98d0
com.amazonaws	aws-java-sdk-finspace	1.12.763		26afae18c98230f83ca91e6bd37af0460f02c180
com.amazonaws	aws-java-sdk-finspace	1.12.764		eb9fc5d9f57c7832eca71543c20b421f1afeef94
com.amazonaws	aws-java-sdk-finspace	1.12.765		290c92bfeca0fd0c9ed2d06c08992f5a367b988d
com.amazonaws	aws-java-sdk-finspace	1.12.766		cf9817404577a65b5b62d34ca4b727cf1cfdda08
com.amazonaws	aws-java-sdk-finspace	1.12.767		9aa4a74d915e3737314a534b4d0f5ed909eac2bb
com.amazonaws	aws-java-sdk-finspace	1.12.768		d0218e509b48b7d30313e0d56de900939349b241
com.amazonaws	aws-java-sdk-finspace	1.12.769		a9a50c6f96967bdc440113022bb2914563203853
com.amazonaws	aws-java-sdk-finspace	1.12.77		b030f392d5b24c8b39ee776b3cd4df4f7ce1b9f5
com.amazonaws	aws-java-sdk-finspace	1.12.770		bf2c45468c18d4d70d3d76a7e2863b23d589aa03
com.amazonaws	aws-java-sdk-finspace	1.12.771		64abb13a3d762762255c245d7315ecc688a0efb8
com.amazonaws	aws-java-sdk-finspace	1.12.772		86b76a1bc3e9628c4cb2688130a44db26fd3d094
com.amazonaws	aws-java-sdk-finspace	1.12.773		2ccf45c482cf5756ca715df26c90c98d8319b49d
com.amazonaws	aws-java-sdk-finspace	1.12.774		9466949973e505a9e4a878a925df5eaf22a6aed6
com.amazonaws	aws-java-sdk-finspace	1.12.775		aca79855ef757162d988c52218c77a7d1c0dd1fd
com.amazonaws	aws-java-sdk-finspace	1.12.776		93ae0c7eb0a6cafb9e7de1402c77a4abf2fa9ec6
com.amazonaws	aws-java-sdk-finspace	1.12.777		3e2b3a43a5751f57e66b38772e341f863a00dc29
com.amazonaws	aws-java-sdk-finspace	1.12.778		e349e149db938299ab205ed7305dea2f806fa09f
com.amazonaws	aws-java-sdk-finspace	1.12.779		cccdc7cb2df227934013123f0a1fbef5b2594c61
com.amazonaws	aws-java-sdk-finspace	1.12.78		0c19ec58bef5a828d0f0af86f02a76db15dc4996
com.amazonaws	aws-java-sdk-finspace	1.12.780		50a41c3631a85b140875ddb2c9bb34a550de3d4a
com.amazonaws	aws-java-sdk-finspace	1.12.781		0c342bd272025b11c2942158f9066217dad5b544
com.amazonaws	aws-java-sdk-finspace	1.12.782		f5633d1b11f95f42c2e6b3c5634bbb509214c927
com.amazonaws	aws-java-sdk-finspace	1.12.783		47f5a28e0452e3bfb5cba016fa90a5347b940bbc
com.amazonaws	aws-java-sdk-finspace	1.12.79		36af2221a6f89d3c2c108268c9d427f4f9e2cb68
com.amazonaws	aws-java-sdk-finspace	1.12.8		574c925e4093161dfb39bffe2f51c41d27c66f10
com.amazonaws	aws-java-sdk-finspace	1.12.80		078bbb0f49b624106819e7b750fcd45aaef306d7
com.amazonaws	aws-java-sdk-finspace	1.12.81		f21c5b1b152a2bbc6499fba8a529c76dc9737392
com.amazonaws	aws-java-sdk-finspace	1.12.82		1d3f363c3dbf3b707a11094fe7bfed0bf679f303
com.amazonaws	aws-java-sdk-finspace	1.12.83		42c04855a7e2b68c4b563723909b34ae56b1ae72
com.amazonaws	aws-java-sdk-finspace	1.12.84		2b7ef4f23c7493f081b6ed06fdc78d39caab5331
com.amazonaws	aws-java-sdk-finspace	1.12.85		dab1c9d640c89f4619e0b9ad2597d78bc00c9032
com.amazonaws	aws-java-sdk-finspace	1.12.86		103326ebcad772974f1746d49cdcd7a88a70eb2a
com.amazonaws	aws-java-sdk-finspace	1.12.87		ca27bffaede92d2fedaced808948adae98805523
com.amazonaws	aws-java-sdk-finspace	1.12.88		02259550573a5515e783812153a8011b01e0e2d7
com.amazonaws	aws-java-sdk-finspace	1.12.89		86e3ddeedadaea44f213ba7e3bd2dc2fac6567ff
com.amazonaws	aws-java-sdk-finspace	1.12.9		e2f648e0765115da973a65a2660f9284aeb838c1
com.amazonaws	aws-java-sdk-finspace	1.12.90		f8f94514c318e48a84b1384594e2ce117d9423b4
com.amazonaws	aws-java-sdk-finspace	1.12.91		2446ab08b054a68ae5e6588e6d2f5ad033365225
com.amazonaws	aws-java-sdk-finspace	1.12.92		dfeebd2c7ec50c9882c191c42402d4b967bf5519
com.amazonaws	aws-java-sdk-finspace	1.12.93		4e2f1d52e29e4a161112ba3baee073865e119922
com.amazonaws	aws-java-sdk-finspace	1.12.94		5bb4457421da558b9f65a99e07853a9fe0bf0666
com.amazonaws	aws-java-sdk-finspace	1.12.95		f53eb6520f7020ad458220bdc95c1ced299c8ae1
com.amazonaws	aws-java-sdk-finspace	1.12.96		e00ebf61ecf247fec50d1a831076b427e4200df1
com.amazonaws	aws-java-sdk-finspace	1.12.97		7d2abb35904dd7b51316f9e3caba7ba31ded7876
com.amazonaws	aws-java-sdk-finspace	1.12.98		1b6d429c7ad7723cf55e4977497b6ff73f2c4b04
com.amazonaws	aws-java-sdk-finspace	1.12.99		623df07b1ebe681941fae1714622a0c9a4cb2296
com.badlogicgames.jglfw	jglfw-platform	1.0		6edab83b7428c4ffcb0f93f52e0f56f9200ccd01
com.badlogicgames.jglfw	jglfw-platform	1.0	natives-desktop	a80de0a78e2af5ab20af843b18cb7cbc6c874eda
com.badlogicgames.jglfw	jglfw-platform	1.1		1163c21f5832ca6158339b9bc56e14fa1f723334
com.badlogicgames.jglfw	jglfw-platform	1.1	natives-desktop	223b5e0141167c4bcdc89da9d5b2440ffe4327fa
com.github.benfromchina	swagger-spring-boot-starter	1.0.0		39b316788eab4f79f81fe0afb2456cbd113007ea
com.github.dreamroute	mybatis-pro-core	1.0.0		9d46c225a029dbf7d624a7cc95a011e8747b5630
com.github.dreamroute	mybatis-pro-core	1.0.1		1be70ede33b8fd638cf55b6612736c8842c70455
com.github.dreamroute	mybatis-pro-core	1.0.2		29b095563b78b7ceffa501a223731496a73d03ad
com.github.dreamroute	mybatis-pro-core	1.0.3		ed05ca605e61dcf64393f24602baf033b02e06e5
com.github.dreamroute	mybatis-pro-core	1.0.4		1edd03ad9c9106b918815cfb6789ce9796859357
com.github.dreamroute	mybatis-pro-core	1.1.0		1734efb878a85e2c90d0f35fa0beef13a69b8a71
com.github.dreamroute	mybatis-pro-core	1.1.1		2dbaf0d43b65b801971140f5c48afa6c13aeddbb
com.github.dreamroute	mybatis-pro-core	1.1.2		0cfb38b6abe88879868346b2afdfe4c0295d67b3
com.github.dreamroute	mybatis-pro-core	1.1.3		cbae3f907c9e9f14e70e621c523ced2533d419b7
com.github.dreamroute	mybatis-pro-core	1.1.4		d565063d21164b89772fd957e1fd8d07fc1d29e0
com.github.dreamroute	mybatis-pro-core	1.1.5		9225584d3c03fb7242074a7a0dee9335e21cac63
com.github.dreamroute	mybatis-pro-core	1.1.6		e16a6174b2eb593fdeeec95e9cfe912a9cdadb60
com.github.dreamroute	mybatis-pro-core	1.1.7		d7d340a12c75ae9451ebf13c3b446dc1a2e2a734
com.github.dreamroute	mybatis-pro-core	1.1.8		4eb490aac7d40ea4e79ec4b2d4475c8a71e38b41
com.github.dreamroute	mybatis-pro-core	1.1.9		ed248d58608db1c1414c5a1e9aa3a6f6382d4b0d
com.github.dreamroute	mybatis-pro-core	1.2.0		82544216828fd10823da1b662a9a2c404c33f9c8
com.github.dreamroute	mybatis-pro-core	1.2.1		5da717f19fb64cd1a51698010a60bf77a0dc47d6
com.github.dreamroute	mybatis-pro-core	1.2.2		45f0616fec612dde00a423aca3e19267ebf8d073
com.github.dreamroute	mybatis-pro-core	1.2.3		a83b647266a4d98bf9c604f97ca67a35c4dc7790
com.github.dreamroute	mybatis-pro-core	1.2.4		eedab4d0935eaf61835bd76a751b4bb9d1ca3465
com.github.dreamroute	mybatis-pro-core	1.2.5		0838edef5a201468ab09a086f275a807d38a49c7
