app.cash.copper	copper	1.0.0		N/A
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.37.0		08d31eb567d88e81206e4ac4aa1a1e489daa90ed
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.38.0		8900afb3730f9ccfe28a62d62c51565b5ebeb736
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.39.0		6513feed60ad902bafba56262668097b95d3cf6c
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.4.0		9ace912f9ae5da917d97a1bf145365f13904aedb
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.4.1		a7c2df7b8f0478c4e679e2ea45c66e4933888c9d
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.4.2		4a725ddf8fc8c12a27383c92b75bd2719b5e6117
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.4.3		2abaab617689b3cb63ebdf85617e014c2cd08da6
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.4.4		fd982388a6476abda76775821d7eeccffc3d5c03
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.4.5		19a15d8a454e068ad084ce43a4d0439378f9bfb6
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.4.6		21fd48ba39c757d6de5b1789fe719b84f043e760
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.40.0		448c707dcb1f48564b50cd745a9ff42ea57c60ef
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.41.0		a6751e1af26e03a1c86a1e9a6bdacf9179aab3a2
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.42.0		bfd0303e981651589e8cab7b81bc6b60077f33d2
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.43.0		557bd3aeffdf13fe9ab3db25b6cdcdde5291b546
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.44.0		c62347eaaece846802413843ce4770d1a6296148
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.45.0		9faf89f6c514538aceb5850a88d177fe3bc68810
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.46.0		1ef0cd52ac35516d882e0b4b46966d2caa5eef75
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.47.0		a529fb9be1e122198af2a91c0f80f7ac8870a347
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.48.0		e1ffe8b5571c4887abbacbc116bccabb903518f5
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.49.0		4d7d4cebfc88e6d61dfaa0bca59bc07dfcd5e847
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.0		e45779e46eff500201b8ba320e7df3b9c75f0efc
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.1		5644bbda6b87f9a5758cb0d82621612d2c81f880
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.2		d19b23ccc9ad4a37146f6d91b0e32a0aa4e90ed3
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.3		a667eca1dfe12e277ff2a00f131d897ac373ffc8
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.4		694a02d424364a26c76c91bffcdd3872401b1d98
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.5		3b185906f1e049fed4567f659c7f04368acf8a62
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.6		6acf938853e4968f5905b72f07b3c3a04affe0c4
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.5.7		fa7b6e716dc9405f5431f0ab15a73091aa6fb6bd
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.50.0		2db79bbd919383c13e02f2fa35b7a10c23a869de
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.51.0		2a20b801a32a53232dc480dd55d8dc4d7d3111d6
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.52.0		9dd2b83925cc92c208bd40878d7fc73668f7d166
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.53.0		0f5ae058c19a957360339e015b612ca7ae27641c
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.55.0		b577513ec1868f8688a27124c73d20819a4a3451
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.56.0		fd0b937483b93d0dd9a7de2c56332b6da503070e
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.57.0		14984fced3126654df8747399b4a4655df5ada00
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.58.0		b26ddc1e37b80c123ebf06f8e8ff055c69e1cb3e
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.59.0		f76832d51e28bf9204038f93d96e99b0ad96d5f4
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.6.0		9f629f6b66e1f0eddd296d28aa24c38993975eae
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.6.1		6e64b13f1bd19809fe94f93a701d01bbbcae5186
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.60.0		1bc7047f8187c4cc31ab3fd0e63d879b3bd10a44
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.61.0		2350c7704cd24b20357c1708fb1b5f6e0a5ca57a
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.62.0		e213e84f1e671a906e08d1d6a74bf5be512ba4d4
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.63.0		b902a2823d9d8e82bae3c9a6955376a10918e554
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.64.0		6fce4c24e739f9c6fc81b0006dd538c20df5b203
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.65.0		6217711f81bd01288a9bff3c861a6908332ab9e4
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.7.0		3cc1769efe14c2f01e67a2b88234def93cef13b9
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.7.1		9a796bf8ab86a4f602613c0dbc93f8b746764a3f
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.7.2		c07943ef3c2539e2617daffa17410f50fa490528
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.7.3		4ce24f99cbc878705cce31d74661be75d2535dee
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.7.4		a089bc7bc5161fd48012b8387f9cafe97faca494
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.7.5		57606c2f1e26d1944fb5085bd74d9c15c0243d5a
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.7.6		afdd640f8f445831e012788a6cf549ad13499af6
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.8.0		941dd4f79984ef52b132722c1f5732d16b84885c
com.google.api.grpc	grpc-google-cloud-workflow-executions-v1beta	0.9.0		4edf681030aff214f60a8f7d60e37438b62c3d7f
com.infuse-ev	docile-charge-point-command-line_2.12	0.6.0		3171ad15c3341fa9a51ea9744ecc225d48a572a7
com.io7m.changelog	com.io7m.changelog.cmdline	3.1.0		ffe5771bd51ddca2cdb0b5e171ee165e4e95fffd
com.io7m.changelog	com.io7m.changelog.cmdline	3.1.0	main	05c8b7e52ef267325f6e3d21404c987644c7fa15
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0		4771f34973d523d1765e186cee22052230752923
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0	main	05c74aed59b06ffb1e90f20a92d7462366c2e56e
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0001		216726042c997364487251ea7665925326e954ca
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0001	main	00f6c5b9d76e33cb3337a747edc7be71671e21da
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0002		62ad166e8e19e5f2357834ad196742adf6fd8d4a
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0002	main	d43a2b9ce706c217198d50e1fbd4c2e5c2a142b0
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0004		3bb6d480c1a95e4d808631115a02226442275ba0
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0004	main	c613284917f488f4be50c894c0143b3ee069e3b8
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0005		d33175c501fe2eb7112657c2bc293b8bf64436ec
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0005	main	68729b741fd0ec6d8727431ea09e16948f402771
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0006		be3dd4435a2d4070ebf6f26fcafb86a9811771c0
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0006	main	4471eac27351b61ad8d098b157e80b3997486a65
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0007		5ea3b29bfd445d356af29388493d66b3f7fbf813
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0007	main	7f9de787c58fabdb0196b6bd1f9e890e5e8031a7
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0008		192f02b1ce62d0c22a7ef42138ac80a4b1847752
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0008	main	38f3782ef22fe7f7fc6ac11b8367f31efd031b65
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0009		e49589ad2cd9bd6eca93f9dc8510199dd89e7dce
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0009	main	5172fdb08f694ba0f8a5afd6bd7b8a4578f182ca
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0011		72a671bb9535209771b33386a188a2f289ba64a5
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0011	main	227ebfba0e6c0c77e40b88dd3f16d15945d3226b
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0014		2402df33b3a9dbebf96a2741a7ebfa2361a50280
com.io7m.changelog	com.io7m.changelog.cmdline	4.0.0-beta0014	main	ada246d852067d02e0a93dddfcbb22468d0ec4fb
com.io7m.changelog	com.io7m.changelog.cmdline	4.1.0		09fdf4c06148e6b63259310e526abed897b7e258
com.io7m.changelog	com.io7m.changelog.cmdline	4.1.0	main	a11184459bbcb2bd7ad0c80c9a9b8da43477a5bc
com.io7m.changelog	com.io7m.changelog.cmdline	5.0.0-beta0001		8bf927f7c28f7dabc187e59f2ce672c4dc0bc3d9
com.io7m.changelog	com.io7m.changelog.cmdline	5.0.0-beta0001	main	439b7d7eb35f59bafeb040096cf8cd0a7aabd296
com.io7m.changelog	com.io7m.changelog.cmdline	5.0.0-beta0002		1b2d059761a52e3e582a5a540d6cc79fc7f5044e
com.io7m.changelog	com.io7m.changelog.cmdline	5.0.0-beta0002	main	dba234b2b8528f72bcea58673b8249dad1dd2071
com.nike.backstopper	backstopper-spring-boot2-webmvc	0.12.0		4e4c89dacd2dd3e7d0dda76a2ff66035571d785c
com.nike.backstopper	backstopper-spring-boot2-webmvc	0.13.0		43bef9f5225683a4836af3daf0299f3598e4ed78
com.nike.backstopper	backstopper-spring-boot2-webmvc	0.14.0		7480541490b1f4e128a6cbd0447ef60c867d97e2
com.nike.backstopper	backstopper-spring-boot2-webmvc	0.14.1		1c1b3c1d44620bfb870f9f44db3a116c0c3bbe0a
com.nike.backstopper	backstopper-spring-boot2-webmvc	0.15.0		f63a7705391ba18868e228ecc10aec704e2e0655
com.nike.backstopper	backstopper-spring-boot2-webmvc	0.15.1		5df96b88d6fb3620081b9c9745555cff33e1a996
com.nike.backstopper	backstopper-spring-boot2-webmvc	1.15.2		d4bcd32ba3e5c6dca83c435c6640cb0021033118
com.nxoim	decomposite-android	0.2.1.0-p0		N/A
com.ontimize.jee.sdms	ontimize-jee-sdms-event	1.0.0		1dc0c63226a330b6ce46c8f71c901f0507117381
com.ontimize.jee.sdms	ontimize-jee-sdms-event	1.1.0		36611411623b89c6840f37d0a5a9468bd193d297
com.ontimize.jee.sdms	ontimize-jee-sdms-event	1.2.0		6653bb7f125419769ac283a49b3f3392d61ae8df
com.ontimize.jee.sdms	ontimize-jee-sdms-event	1.3.0		6bb8918cab6956287e6fb343f018eed67d59cf29
com.ontimize.jee.sdms	ontimize-jee-sdms-event	1.3.1		9304f782fda2b1a787e2c5db4112d5eb49ba337a
com.sksamuel.quaestor	quaestor-postgres	1.0.0		8dc3f8413c26ab52112e1d41d97d49075ebb3fec
com.sksamuel.quaestor	quaestor-postgres	1.0.1		46c800d2ff511396ec0a5092b5e9f43f84ee74d3
com.sksamuel.quaestor	quaestor-postgres	1.0.2		6084637ad855826481afb2c4ec147573f648bd1e
com.sksamuel.quaestor	quaestor-postgres	1.0.3		2b922b4ef46eb44890e7ce6bc1bb1aac3ac28432
com.tourapp.tour	com.tourapp.tour.assetdr.report	0.8.0		ce6715e4c5e46a9c56c2618225de59ef9cb93219
com.tourapp.tour	com.tourapp.tour.assetdr.report	0.8.1		5bd5383fe45fad7a9ae211c08e5afef05659ba95
com.trendyol.android.devtools	view-inspector	0.1.0		N/A
com.trendyol.android.devtools	view-inspector	0.1.1		N/A
com.trendyol.android.devtools	view-inspector	0.2.0		N/A
com.trendyol.android.devtools	view-inspector	0.2.1		N/A
com.unflow	analytics-iosarm64	0.1.0		N/A
com.unflow	analytics-iosarm64	0.1.0	metadata	9dfceae44cb57d73dad98185c017c16d38f9660f
com.unflow	analytics-iosarm64	1.0.0		N/A
com.unflow	analytics-iosarm64	1.0.0	metadata	9c5372326a525cac9da8799548a34e28e01ca9c5
com.unflow	analytics-iosarm64	1.0.1		N/A
com.unflow	analytics-iosarm64	1.0.1	metadata	9c5372326a525cac9da8799548a34e28e01ca9c5
com.unflow	analytics-iosarm64	1.0.2		N/A
com.unflow	analytics-iosarm64	1.0.2	metadata	1fc288604b0a271d73551e03cf894b9d9b51e664
com.unflow	analytics-iosarm64	1.1.0		N/A
com.unflow	analytics-iosarm64	1.1.0	metadata	9c5372326a525cac9da8799548a34e28e01ca9c5
com.unflow	analytics-iosarm64	1.10.0		N/A
com.unflow	analytics-iosarm64	1.11.0		N/A
com.unflow	analytics-iosarm64	1.12.0		N/A
com.unflow	analytics-iosarm64	1.12.0	metadata	089b64d87f4e59026fdd58b0f675bcef21353f68
com.unflow	analytics-iosarm64	1.12.0-alpha		N/A
com.unflow	analytics-iosarm64	1.12.0-alpha	metadata	089b64d87f4e59026fdd58b0f675bcef21353f68
com.unflow	analytics-iosarm64	1.12.1		N/A
com.unflow	analytics-iosarm64	1.12.1	metadata	089b64d87f4e59026fdd58b0f675bcef21353f68
com.unflow	analytics-iosarm64	1.13.0		N/A
com.unflow	analytics-iosarm64	1.13.0	metadata	089b64d87f4e59026fdd58b0f675bcef21353f68
com.unflow	analytics-iosarm64	1.13.1		N/A
com.unflow	analytics-iosarm64	1.13.1	metadata	089b64d87f4e59026fdd58b0f675bcef21353f68
com.unflow	analytics-iosarm64	1.14.0		N/A
com.unflow	analytics-iosarm64	1.14.0	metadata	bc014938a9339e3cd94a687a3800faba5f291fa2
com.unflow	analytics-iosarm64	1.14.1		N/A
com.unflow	analytics-iosarm64	1.14.1	metadata	bc014938a9339e3cd94a687a3800faba5f291fa2
com.unflow	analytics-iosarm64	1.14.2		N/A
com.unflow	analytics-iosarm64	1.14.2	metadata	bc014938a9339e3cd94a687a3800faba5f291fa2
com.unflow	analytics-iosarm64	1.15.0		N/A
com.unflow	analytics-iosarm64	1.15.0	metadata	bc014938a9339e3cd94a687a3800faba5f291fa2
com.unflow	analytics-iosarm64	1.15.1		N/A
com.unflow	analytics-iosarm64	1.15.1	metadata	8dfe3991370251203a3a33faa6f8c8170bbf10f6
com.unflow	analytics-iosarm64	1.2.0		N/A
com.unflow	analytics-iosarm64	1.2.0	metadata	9c5372326a525cac9da8799548a34e28e01ca9c5
com.unflow	analytics-iosarm64	1.2.1		N/A
com.unflow	analytics-iosarm64	1.2.1	metadata	9c5372326a525cac9da8799548a34e28e01ca9c5
com.unflow	analytics-iosarm64	1.3.0		N/A
com.unflow	analytics-iosarm64	1.3.0	metadata	9c5372326a525cac9da8799548a34e28e01ca9c5
com.unflow	analytics-iosarm64	1.4.0		N/A
com.unflow	analytics-iosarm64	1.4.0	metadata	9c5372326a525cac9da8799548a34e28e01ca9c5
com.unflow	analytics-iosarm64	1.5.1		N/A
com.unflow	analytics-iosarm64	1.5.1	metadata	450de49f4e9c97d7858ab2cf13135dfecef9024b
com.unflow	analytics-iosarm64	1.6.0		N/A
com.unflow	analytics-iosarm64	1.6.0	metadata	450de49f4e9c97d7858ab2cf13135dfecef9024b
com.unflow	analytics-iosarm64	1.6.1		N/A
com.unflow	analytics-iosarm64	1.6.1	metadata	450de49f4e9c97d7858ab2cf13135dfecef9024b
com.unflow	analytics-iosarm64	1.6.2		N/A
com.unflow	analytics-iosarm64	1.6.2	metadata	450de49f4e9c97d7858ab2cf13135dfecef9024b
com.unflow	analytics-iosarm64	1.6.3		N/A
com.unflow	analytics-iosarm64	1.6.3	metadata	450de49f4e9c97d7858ab2cf13135dfecef9024b
com.unflow	analytics-iosarm64	1.7.0		N/A
com.unflow	analytics-iosarm64	1.7.0	metadata	450de49f4e9c97d7858ab2cf13135dfecef9024b
com.unflow	analytics-iosarm64	1.7.1		N/A
com.unflow	analytics-iosarm64	1.7.1	metadata	450de49f4e9c97d7858ab2cf13135dfecef9024b
com.unflow	analytics-iosarm64	1.8.0		N/A
com.unflow	analytics-iosarm64	1.8.0	metadata	a1efcdfece0bf7d6989774b2ee21c0d220792fb7
com.unflow	analytics-iosarm64	1.9.0		N/A
com.unflow	analytics-iosarm64	1.9.0	metadata	a1efcdfece0bf7d6989774b2ee21c0d220792fb7
com.unflow	analytics-iosarm64	1.9.1		N/A
com.unflow	analytics-iosarm64	1.9.1	metadata	a1efcdfece0bf7d6989774b2ee21c0d220792fb7
com.unflow	analytics-iosarm64	1.9.3		N/A
com.willowtreeapps	fuzzywuzzy-kotlin-ios	0.1.1		N/A
com.willowtreeapps	fuzzywuzzy-kotlin-ios	0.2.1		N/A
com.willowtreeapps	fuzzywuzzy-kotlin-ios	0.9.0		N/A
com.y3tu	y3tu-tool-mail	1.1		f5f7d4d6fc3069eef355891333178c400e851f88
com.y3tu	y3tu-tool-mail	1.2		2e47f3f3ca976ba26ab0005521c690c750adc4c6
com.y3tu	y3tu-tool-mail	1.3		fdacf40b540d92d70d4318b4b6eac98555464469
com.y3tu	y3tu-tool-mail	1.4		51c295a08507c96afcad020ce133041bed8cf5b2
com.y3tu	y3tu-tool-mail	1.5		929cb70c27d639f5e03dadb83ea6217fecad2bd9
de.gematik.bbriccs	feature-toggle-brick	0.1.10		41bd4509b26044d13c633ab6b654350bd468262b
de.gematik.bbriccs	feature-toggle-brick	0.2.0		6ce0b5b32d7aad95c557b3f78938e76f554393aa
de.gematik.bbriccs	feature-toggle-brick	0.3.0		2f3035828fbe13382d6d6778e38d1d2463baaa3d
de.gematik.bbriccs	feature-toggle-brick	0.4.0		7536432eead6b0085d410be6664f1e2176965577
dev.programadorthi.state	compose-watchosarm32	0.0.1		N/A
dev.programadorthi.state	compose-watchosarm32	0.0.1	metadata	06196c60267ad04980d598d527c0309c8938d744
dev.programadorthi.state	compose-watchosarm32	0.0.2		N/A
dev.programadorthi.state	compose-watchosarm32	0.0.2	metadata	dc9ee262307fd8afec3b0f95350814488917abbd
dev.programadorthi.state	compose-watchosarm32	0.0.3		N/A
dev.programadorthi.state	compose-watchosarm32	0.0.3	metadata	a2fd0ef7098d656df80dd239c5cebdece25d3dbe
dev.programadorthi.state	compose-watchosarm32	0.0.4		N/A
dev.programadorthi.state	compose-watchosarm32	0.0.4	metadata	38294d2c8aac0b825754f0736c92ed36c73c5418
dev.programadorthi.state	compose-watchosarm32	0.0.5		N/A
dev.programadorthi.state	compose-watchosarm32	0.0.5	metadata	c0feb2ec81a176ec71be174cd0799ee1fc65cf68
eu.agrosense.api	style	14.01-beta		ec7d856eb02914da14ca5122a97e9964e41740a8
eu.agrosense.api	style	14.02-beta		5f2fe004fd93e4748cdea83a39e7534e7f6a693a
eu.agrosense.api	style	14.04-beta		dedfa660c1588d389b74bd836259e808884cda33
eu.agrosense.api	style	14.04.1-beta		f595fb7d5c0ed3ef6389f9d224b1160566428587
eu.agrosense.api	style	14.06-beta		3945115702caea8fe0011b58c61b5601d5d970ef
io.circe	circe-refined_native0.4_2.12	0.14.3		b48291b4066326204069cc91d7b72f225ce11c99
io.circe	circe-refined_native0.4_2.12	0.14.4		aa8a718f9e61dcd787e9d6ecfbcbf7616f68082a
io.circe	circe-refined_native0.4_2.12	0.14.5		8650aff57608836a03962915d2fd3a63b75126de
io.circe	circe-refined_native0.4_2.12	0.14.6		57803912904790ac58f61b5a9e9943ea559ea00b
io.circe	circe-refined_native0.4_2.12	0.14.7		7d2228fa7e5b7d818e1e96edfd22c1e1724b18de
io.circe	circe-refined_native0.4_2.12	0.14.8		a226095ae79f18a9b2928a7602ceceaf7311b3af
io.data2viz.d2v	d2v-voronoi-jvm	0.10.0		6dae46489330a37b9a598e787ca5f483dfc79825
io.data2viz.d2v	d2v-voronoi-jvm	0.10.1		99abf643203e1a01da002876e9c7d1a96c1834c9
io.data2viz.d2v	d2v-voronoi-jvm	0.10.2		1a906ce5659e9f05ed04e5bd6d09bf9e2a55a490
io.data2viz.d2v	d2v-voronoi-jvm	0.10.3		1a906ce5659e9f05ed04e5bd6d09bf9e2a55a490
io.data2viz.d2v	d2v-voronoi-jvm	0.10.4		1a906ce5659e9f05ed04e5bd6d09bf9e2a55a490
io.data2viz.d2v	d2v-voronoi-jvm	0.10.5		1a906ce5659e9f05ed04e5bd6d09bf9e2a55a490
io.data2viz.d2v	d2v-voronoi-jvm	0.10.6		1a906ce5659e9f05ed04e5bd6d09bf9e2a55a490
io.data2viz.d2v	d2v-voronoi-jvm	0.10.7		1a906ce5659e9f05ed04e5bd6d09bf9e2a55a490
io.data2viz.d2v	d2v-voronoi-jvm	0.9.0		80529c2fe9a150d0cb9330dce3269abcffb76e62
io.data2viz.d2v	d2v-voronoi-jvm	0.9.1		27b40019b11f58d9df5bb313bb44e52a0640b0fc
io.data2viz.d2v	d2v-voronoi-jvm	10.0.3		N/A
io.data2viz.d2v	d2v-voronoi-jvm	10.0.4		N/A
io.github.cerve-development	data-result	0.0.1		5903b0c884ae41dbbfdbba123c62497482090a38
io.github.cerve-development	data-result	0.0.11		1fc16ff8040143f3ba9a703587b9459d0e0b93be
io.github.cerve-development	data-result	0.0.12		1fc16ff8040143f3ba9a703587b9459d0e0b93be
io.github.cerve-development	data-result	0.0.13		950d6f754dea21e4fb866c053d0a316202f8d408
io.github.cerve-development	data-result	0.0.14		749009b6473037ebe16616c519fa0e72328f5708
io.github.cerve-development	data-result	0.0.15		5f7d7b1e215476d0a6e13d284413a43c3647f4eb
io.github.cerve-development	data-result	0.0.16		7d27063a9b083017cc2ce02845ee9b21c132647f
io.github.cerve-development	data-result	0.0.17		7aaabf2e6d1cd20772304665a09669c74177684b
io.github.cerve-development	data-result	0.0.18		072e2566c27ce696836c3f28a8b9be23cc9ba8c8
io.github.cerve-development	data-result	0.0.19		670fe195b000de9d95bb9904ed7289a5938727c9
io.github.cerve-development	data-result	0.0.20		c209e74b12c8c63cdc87bd1dbb883b41abcbbf55
io.github.cerve-development	data-result	0.0.21		aa2b55b7f5c93907dd9e1eff015a0c233609d595
io.github.cerve-development	data-result	0.0.22		1890f514cf959c62536f42ad202b44ecfb40e2d8
io.github.cerve-development	data-result	0.0.23		9b3cc9ddc569a3db604a4dc7f16bc01d9998786f
io.github.cerve-development	data-result	0.0.24		3d3492f51a37dd1e14caa1a3eb26349957f6af7a
io.github.cerve-development	data-result	0.0.25		c92ed4a77c863e4974099ba0ca836f2b2350285f
io.github.cerve-development	data-result	0.0.26		c92ed4a77c863e4974099ba0ca836f2b2350285f
io.github.charlietap.chasm	runtime-external-iosx64	0.9.4		N/A
io.github.charlietap.chasm	runtime-external-iosx64	0.9.4	metadata	d2a5d0e075357651578ed26d52fe9a38964930aa
io.github.charlietap.chasm	runtime-external-iosx64	0.9.41		N/A
io.github.charlietap.chasm	runtime-external-iosx64	0.9.41	metadata	c411d397c284e8d61a86dcae8f5c2afa6f008893
io.github.charlietap.chasm	runtime-external-iosx64	0.9.42		N/A
io.github.charlietap.chasm	runtime-external-iosx64	0.9.42	metadata	0b13c794c0eb44d77f47abbdfcd373b85ecca714
io.github.charlietap.chasm	runtime-external-iosx64	0.9.5		N/A
io.github.charlietap.chasm	runtime-external-iosx64	0.9.5	metadata	b9aa513f2c8c2ed84cb7965c3c6efa8922114411
io.github.charlietap.chasm	runtime-external-iosx64	0.9.51		N/A
io.github.charlietap.chasm	runtime-external-iosx64	0.9.51	metadata	be2938c7074252b9b7fc481fd4eee92634eec382
io.github.charlietap.chasm	runtime-external-iosx64	0.9.52		N/A
io.github.charlietap.chasm	runtime-external-iosx64	0.9.52	metadata	0c5da8e4d84a68198b670d7f607698e6deef8043
io.github.charlietap.chasm	runtime-external-iosx64	0.9.53		N/A
io.github.charlietap.chasm	runtime-external-iosx64	0.9.53	metadata	8cacf4dbf2962f2cfd0bb2e0f8f5fb6afd3dd116
io.github.chengtx01	libp2p	0.1.1		560a47f522a6db03a0e96974379b09be5f8924ff
io.github.chengtx01	libp2p	0.1.3		3fca885a4a06e73d3d3eb0a7309372dd4b6f560f
io.github.expatiat.jambalaya	jambalaya-tenancy-jooq	0.1.0		254f85a9b05aee888a6493d63e998465f206176c
io.github.expatiat.jambalaya	jambalaya-tenancy-jooq	0.1.1		5c92a33c14c80c1c12ec367d040f62b7fa059ede
io.github.expatiat.jambalaya	jambalaya-tenancy-jooq	0.1.2		05e41416a65f31d7a3af2a9c7669ca2de2cbb9f1
io.github.expatiat.jambalaya	jambalaya-tenancy-jooq	0.2.0		e5a004f96da2ef2b035e585d9e3bdbbd2318a7cf
io.github.expatiat.jambalaya	jambalaya-tenancy-jooq	0.2.1		660a44ab1c1de4ed6db1cfd782422dbd5c7bfb36
io.github.expatiat.jambalaya	jambalaya-tenancy-jooq	0.3.0		527b3c341dcd37b7520dbb8a6cf088f7678f679d
io.github.nillerr	test-http-server	1.0.0		3bc88f01b13b713d267c2abceff935ca1c6de83b
io.github.nillerr	test-http-server	1.0.0	html-docs	69ad67bb8ce1b0e7c056732826c788683d374326
io.github.nillerr	test-http-server	1.0.1		12b28630a48fe90b35d1e773a7d6aa88497b1d1b
io.github.nillerr	test-http-server	1.0.1	html-docs	2d2ba49173cb74db2e7542618867d5682812e10c
io.github.nillerr	test-http-server	1.0.2		2e3be6bcb1c1247f706d153914203cdafe9d2de6
io.github.nillerr	test-http-server	1.0.2	html-docs	2ba2efa838e26f01aa39155acffe8c5ff96d95c0
io.github.starlangsoftware	InformationRetrieval	1.0.0		bb85ea23f93dbb5c2f76d64ae85db3bc140b5cb5
io.github.starlangsoftware	InformationRetrieval	1.0.1		b671170ad13851f951eb72c13a5081cbd315c73b
io.github.thiagolvlsantos	specrunner-hibernate3	1.5.18		463b17ad9a318f64b51a2215dc440e221790844e
io.github.woody230	ktx-compose	4.0.1		efa8161cba53a167616a27b87ef47418cef92dbe
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.3.0		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.3.0	metadata	99a9e25da2491881a4ed44713756ffd09c1d35c1
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.3.2		N/A
