app.softwork.serviceloader	runtime-wasm-wasi	0.0.15		N/A
io.getkyo	kyo-direct_3	0.6.2		83f4cd95533dbb559f48b459937501b4a97adb67
io.getkyo	kyo-direct_3	0.6.3		8e1e1bbb920abad32b985b2fa26726b3626351b4
io.getkyo	kyo-direct_3	0.6.4		7fd719ae09b146cfd1697af03dfa2af1969eb190
io.getkyo	kyo-direct_3	0.6.5		ce4db2c9e76980197202a018f25e318681490608
io.getkyo	kyo-direct_3	0.6.6		8f70141d59a9d125f512f15592e9d54075bbbfa8
io.getkyo	kyo-direct_3	0.6.7		ec401fbaef6435ee528fedcabb090247ee8df84b
io.getkyo	kyo-direct_3	0.6.8		eefbe6af33e6b2651c3a6608b22f2ec6208749af
io.getkyo	kyo-direct_3	0.7.0		b2cb1990e09799df0ae1f05349f3e50121a9b0dc
io.getkyo	kyo-direct_3	0.7.1		62a736543bb0790b3616cc95966ea27a1e5bbf4d
io.getkyo	kyo-direct_3	0.7.2		d381d81d67424789718cef6130e27c5b27c0e0fe
io.getkyo	kyo-direct_3	0.7.3		79a5b3109deda4583670378cb4eeddf62e845980
io.getkyo	kyo-direct_3	0.7.4		18b432d46cddd7d2e96c6335aea8b82553b662dc
io.getkyo	kyo-direct_3	0.7.5		3fbdd90e00d228d318decae9131041bd97a08fd8
io.getkyo	kyo-direct_3	0.7.6		46384378b0b694c217d87285ce1e939bb4d22e39
io.getkyo	kyo-direct_3	0.7.7		950294dbb63a136cc5c1f59ca782ff337bacc880
io.getkyo	kyo-direct_3	0.7.8		b25f6e8610c593a9e1cb8631c6d191118f650a0d
io.getkyo	kyo-direct_3	0.7.9		3bca3d64cbcc35b8e288be6f786d223481f13129
io.getkyo	kyo-direct_3	0.8.0		d197f2df3943c0a9ddb72502afc5dbf7c2d12d64
io.getkyo	kyo-direct_3	0.8.10		30ed05c47f5bb96b470a8fd73b99978b4876e848
io.getkyo	kyo-direct_3	0.8.11		eb8555a58c13708cc5cd1bbfe937ba5edd6373e6
io.getkyo	kyo-direct_3	0.8.2		a9a3346891e82fbfc3d0f3d8ef4ec4eeaafa2b7e
io.getkyo	kyo-direct_3	0.8.3		6ae9e9c9f70ee0df7768b8452a621adfa16cf209
io.getkyo	kyo-direct_3	0.8.4		f123011ed2badea366c91d736a6e73b717d910cc
io.getkyo	kyo-direct_3	0.8.5		75a32aff65dab19a53d72d5006aed26d19e7072b
io.getkyo	kyo-direct_3	0.8.7		0abc925166747b0182f5115e11288bd3b6daa13e
io.getkyo	kyo-direct_3	0.8.8		f9d86545a4ad06cdea953deb37b1dbec31a07085
io.getkyo	kyo-direct_3	0.8.9		facfe98672c8726f9242035536b989fd63227d82
io.getkyo	kyo-direct_3	0.9.0		8fc25b7e18466d0584a344623d8b2a45e2aeeb37
io.getkyo	kyo-direct_3	0.9.1		b8668866d7df679484433216029079a2607fb442
io.getkyo	kyo-direct_3	0.9.2		2e0e2647135a23e08b49279c392c68592b2c9cab
io.getkyo	kyo-direct_3	0.9.3		4b938a65f71afaee82ad35c7f8fb79c54483b3db
io.getkyo	kyo-direct_3	3.0.7		d1adabda1c92390cc6d93ad65c6a3182616b0733
io.github.amrhassan	httpc-circe_2.11	0.3.0		82e79632b4b694716d5d3b7a8b7aebca6038f788
io.github.amrhassan	httpc-circe_2.11	0.3.0-RC1		139c8fec66a221cda15f3a969e078ffcb03f4c95
io.github.amrhassan	httpc-circe_2.11	0.3.0-RC2		e606adad346405980d42bc5d2218c0dc43c29b6a
io.github.huashijun	sse-spring-boot-starter	1.0.0		322e9dee200c163567eded2acf32d1f4b19934d1
io.github.ivysdk	AIHelp	10.0.0		N/A
io.github.ivysdk	AIHelp	10.0.0-test34		N/A
io.github.ivysdk	AIHelp	10.0.1		N/A
io.github.ivysdk	AIHelp	10.0.10		N/A
io.github.ivysdk	AIHelp	10.0.11		N/A
io.github.ivysdk	AIHelp	10.0.14		N/A
io.github.ivysdk	AIHelp	10.0.15		N/A
io.github.ivysdk	AIHelp	10.0.16		N/A
io.github.ivysdk	AIHelp	10.0.17		N/A
io.github.ivysdk	AIHelp	10.0.18		N/A
io.github.ivysdk	AIHelp	10.0.19		N/A
io.github.ivysdk	AIHelp	10.0.21		N/A
io.github.ivysdk	AIHelp	10.0.22		N/A
io.github.ivysdk	AIHelp	10.0.23		N/A
io.github.ivysdk	AIHelp	10.0.3		N/A
io.github.ivysdk	AIHelp	10.0.4		N/A
io.github.ivysdk	AIHelp	10.0.5		N/A
io.github.ivysdk	AIHelp	10.0.6		N/A
io.github.ivysdk	AIHelp	10.0.7		N/A
io.github.ivysdk	AIHelp	10.0.8		N/A
io.github.ivysdk	AIHelp	10.0.9		N/A
io.github.moyeranqianzhi	deepseek-iosx64	0.1.0-alpha.1		N/A
io.github.moyeranqianzhi	deepseek-iosx64	0.1.0-alpha.1	metadata	c9c75526e37710c7f6d1589114df1a775b172f59
io.github.neotypes	neotypes-cats-effect_2.13	0.18.0		43f4b6353c7c59c5035bc5a7a5c87fef8a81d676
io.github.neotypes	neotypes-cats-effect_2.13	0.18.1		1f488ef36778d7ba769c68f3a6b08fa47f1bd567
io.github.neotypes	neotypes-cats-effect_2.13	0.18.2		150c35489a25fdac3117d0c92ced1125ccdceca6
io.github.neotypes	neotypes-cats-effect_2.13	0.18.3		9d406aa46e0406adf6ae9d3ac5df576fb3fb9eb9
io.github.neotypes	neotypes-cats-effect_2.13	0.19.0		d76db5ce59eafe18ab8fdaffac207724e767240b
io.github.neotypes	neotypes-cats-effect_2.13	0.19.1		789699c6f4f244613a48feb7aaa21947cc4ffb1d
io.github.neotypes	neotypes-cats-effect_2.13	0.20.0		db3aa5d9bdd5866b2808b1476064e1cb9e2cf25d
io.github.neotypes	neotypes-cats-effect_2.13	0.21.0		dd248724b7a4bc156dba22574aec22b1f9cf88a4
io.github.neotypes	neotypes-cats-effect_2.13	0.21.1		21ba9b7105cb1b08905558d0379e96cd44d0368b
io.github.neotypes	neotypes-cats-effect_2.13	0.22.0		403af937eb53375f5b77c560a3c5ff03a704cb48
io.github.neotypes	neotypes-cats-effect_2.13	0.23.0		c7823b9ce5acee37e48af41ece5411f1e8b9bd8f
io.github.neotypes	neotypes-cats-effect_2.13	0.23.1		6b64c795721a3a7b3e9ad71ebe43fa07ef7399fd
io.github.neotypes	neotypes-cats-effect_2.13	0.23.2		10f6bc6d58715d5c097185d31d64c5d29f2ef474
io.github.neotypes	neotypes-cats-effect_2.13	0.23.3		6583c511b38e4d21f8dc1214f7f13d217eb6f73c
io.github.neotypes	neotypes-cats-effect_2.13	1.0.0		c3826a9a3d0ffc178f190d525ec8f13a6966ae3e
io.github.neotypes	neotypes-cats-effect_2.13	1.0.0-M1		747891775df13e7e9ca100cd9fdf7ebaa2a17753
io.github.neotypes	neotypes-cats-effect_2.13	1.0.0-M2		02200b6121c0c5df41ac93528e9bb8e50017dcd7
io.github.neotypes	neotypes-cats-effect_2.13	1.0.0-M3		edd89fb1522399e508afb8bd94b64e14729954ae
io.github.neotypes	neotypes-cats-effect_2.13	1.1.0		a2e778bd5fb5a1107a6bb1131239abf9022b3a5f
io.github.neotypes	neotypes-cats-effect_2.13	1.2.0		e6afae1d974f5302e9b639e8ded71fa3cffb6d62
io.github.neotypes	neotypes-cats-effect_2.13	1.2.1		54ef563a4e48f6c8a1006476f90b400296981625
io.github.panpf.sketch4	sketch-singleton-android	4.0.0		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha01		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha02		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha03		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha04		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha05		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha06		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha07		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-alpha08		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-beta01		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-beta02		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-beta03		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.0-rc01		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.1		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.2		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.3		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.4		N/A
io.github.panpf.sketch4	sketch-singleton-android	4.0.5		N/A
io.joyfill	events-jvm	1.0.0		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.0.0-K2.0		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.0.1		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.0.2		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.0.3		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.0.4		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.0.5		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.0.6		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.0		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.1		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.10		60ee8b320618a7c2c69873e01d85308dc1052c30
io.joyfill	events-jvm	1.1.11		60ee8b320618a7c2c69873e01d85308dc1052c30
io.joyfill	events-jvm	1.1.12		60ee8b320618a7c2c69873e01d85308dc1052c30
io.joyfill	events-jvm	1.1.13		452a8be847c731987e3a71b31ca520b4abd80cb1
io.joyfill	events-jvm	1.1.14		e8c398a4447f0dbfd17951ea0c3f7804ab440d2e
io.joyfill	events-jvm	1.1.2		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.3		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.4		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.5		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.6		a2fb180f71fd8155a956d6da4c5c8599492c8cd7
io.joyfill	events-jvm	1.1.8		cb026734d46509d5b71ddf474ef90b108fec628d
io.joyfill	events-jvm	1.1.9		7b4f8d92fd6c01c3ed517f7898a2b858c57394cc
io.joyfill	events-jvm	2.0.0-Beta01		2c6006aa37fe57d15ba1f0d6b56da4b9bce88cb2
io.joyfill	events-jvm	2.0.0-Beta02		2c6006aa37fe57d15ba1f0d6b56da4b9bce88cb2
io.joyfill	events-jvm	2.0.0-Beta03		2c6006aa37fe57d15ba1f0d6b56da4b9bce88cb2
io.kevinlee	logger-f-scalaz-effect_3.0.0-M1	1.5.0		3244cea0cb35524868a48475eec35d497f1aa1d4
io.komune.fs	fs-file-client	0.15.0		d7a3e901e6c1685dc79a5e163c7d2c969403fbbf
io.komune.fs	fs-file-client	0.16.3		79123f5ac6fcdf25a48b5e41553a2257f75a108d
io.komune.fs	fs-file-client	0.16.4		4a61ead934ac7bb7e5e71cfe8924b91c6478a25e
io.komune.fs	fs-file-client	0.16.5		8e3c7710060517d9bd139d477ac4965e74ecdc27
io.komune.fs	fs-file-client	0.17.0		cdb1eaca91a72103d24fb32f2c0f2d2e297ac18a
io.komune.fs	fs-file-client	0.18.0		4b40ca3324e8ca15ae6a72f4ad1a346f5a1dd6fe
io.komune.fs	fs-file-client	0.19.0		dbd34f18a519a0ecbadbc059d723648f7038e71d
io.komune.fs	fs-file-client	0.20.0		4a9563bc824b7c4e4b585d5dedb9497f914f7cc5
io.komune.fs	fs-file-client	0.21.0		b8cff19a6bacc0e88b8de3fbc73ab4477d3859b2
io.ktor	ktor-client-logging-iosArm64	1.1.0		5227fda118b6f671ba8fc983e903c2045d646ee9
io.monix	minitest-laws_sjs1_0.27	2.9.0		274b6c48551675b3c9b070f66d4b74b676da354e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.12.0		1ab54d55abe3f563050e7bb965e6468434b5966b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.12.1		74269343ce80db133591fd81b04d7cb29cf0160f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.13.0		33323bbabd80b669b0086ffbc467d935fda3ba73
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.13.1		57550708f6e47ca4004250ccd4a42a66bfe121fa
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.14.0		1b32c5656a7a8b078c47ae9b5e8935b81c8d2d4c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.14.0	all	e2b9a6729763310f67695e416e092eae2c1165fd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.15.0		af19b7c63ebe384f5faa014ed8ec2e54ff622dae
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.15.0	all	af30a1af385b4d76e9ddef3744d410feb4f41262
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.15.1		ef7a906d05f3d1ae4ce6e35299b828843c799b24
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.15.1	all	f37f6e3e999b1b7a6870362a1256fc8279e103c0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.16.0		52a71019cc683cf34bde399161a0b3b34d05a5ef
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.16.0	all	5093dff82f697d2a67a1505043b76a7f459453c7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.16.1		d34edee527621e256210869d4c5f36f30fd29e36
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.16.1	all	5cd73f876af0d49e4c178eb0df25ce57257680b7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.17.0-alpha		7b9c31d3c0e177a91320e6505221491cdc7f1968
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	0.17.0-alpha	all	7085718773e588a5950d7229b6967f31a2617ff6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.0.0-alpha		550065ad8c5fc90257db4a39a2dd880f69d4bee7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.0.0-alpha	all	6c7f8e87c2e83a7cb4ebefb5df438ebf4c4fea6c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.0.1-alpha		07715a590c87aa837db931baff118dfd9b788965
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.0.1-alpha	all	cba99a7adeb10ceb057fbed621c1ec11db5c4167
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.1.0-alpha		c4f1d333dc558f58da9eac1d17eec853e58a2d88
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.1.0-alpha	all	6aeed3fded9c766d1f35c129eb83bb331a682c71
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.10.0-alpha		b60301a65a0ee1184b734717bf2c78056a57459b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.10.1-alpha		2b9548e712cce9e4e677e84c44fe2174c1f6f916
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.11.0-alpha		ed7d379a60090bc64eea5d4959be868d3285887c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.11.1-alpha		e3688a952b5c070c5e07811b0b9e12e9b3803ed9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.12.0-alpha		de7e28dbd64e002039d821f0f5fabe7c6c1eda02
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.12.1-alpha		32ef600f9279b42fd898bb511a60ca4ccb8c3a41
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.13.0-alpha		d84f68f80423de35a12b8bfa9dca4dc8f6935498
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.13.1-alpha		7bdc441a520f9961f436a1cf16f0bf0385c0dd94
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.14.0-alpha		45516df9ea37b624ae8c3574f9ebae3dbcb0cdfc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.15.0-alpha		9327c0019d844b89abe4106a1f90b635d42951b7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.16.0-alpha		4d941ce5c0edac455ad5789199d2555cab4c8055
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.17.0-alpha		a6e2107b12566a35bfc01db5fe6f1ce29bf69615
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.18.0-alpha		5f977f3806b262757b439f71a348e62b23335912
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.19.0-alpha		3bb1a9b7236a9bd44fbf2e08854c228666e22d55
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.19.1-alpha		5bebb17262df2264e7dffe15c8abc529b308d312
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.19.2-alpha		cd88f40577aabb373dd2b2f85db858d569dd87b1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.2.0-alpha		2f86858825aac1775466aa9508e74bde6271a48c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.2.0-alpha	all	3b0d34e165ec9ae7d5e0cfc3d6ef756b9727d60b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.20.0-alpha		ab592e61d81ce967ca5255f9b42c08b4a116058d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.20.1-alpha		855157dc4cfcbd46f6a42481a1dd578654479099
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.20.2-alpha		85c78e2c0363f2ff197d1e340ece4a7be19a7004
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.21.0-alpha		b7230e808f26ae7124b5560a9361732c442e15fe
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.22.0-alpha		625fb836cfdedb1fece8ed8d8f41295b637e3a80
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.22.1-alpha		f4b53497822b05523f49073e509441c91741cfdb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.23.0-alpha		bdfa98d1b526611af056b536bce6a601a0820e9b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.24.0-alpha		cd7247309bc647224d36b6b41fb73958f3cfe501
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.25.0-alpha		04fda1b2b619184ef6ba3c713659101cc8a23565
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.25.1-alpha		0a160bd4f2cd572e3ef28a96d67a6171b2bd95cc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.26.0-alpha		34b65baaefce9605da674e2c413cd3f6c6d4b2ac
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.27.0-alpha		7d163e49449f33dae2ac331315908f0a0e7b51bf
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.28.0-alpha		a14bd851d7cdb28efb9a70bc8434340eaf88ce90
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.29.0-alpha		d187ca89100abeb3766c4e0e55782a47cbe4b16f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.3.0-alpha		275d662f13bb804e646b8ffc2191edd2e6fa5c79
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.3.0-alpha	all	16fc8219f135994449ec8fbba280a4c8693edc23
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.3.1-alpha		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.3.1-alpha	all	591983461d60b8dfd08b734d5a86766451ae099e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.30.0-alpha		7122de42d8562486476637d40f18fd51f4c52c3b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.31.0-alpha		110b7953baf1161a49f31a703eec5f7093fa4594
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.32.0-alpha		d7b683043de2a73948c0f35d442a61242f5b4a82
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.32.1-alpha		ca8b146d273c27a06da4827f51ae52c013921534
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.33.0-alpha		91b08fff3cc4fd5dd5bd767312be960c6e08d921
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.33.1-alpha		54a8baa8655dd8b30a1473b5c7d561db92c13894
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.33.2-alpha		73e847988e4d78f6c82531354fa5f23172a5752b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.33.3-alpha		0e988feed9ddf0cc8cee6def8b5b3e9563117db3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.33.4-alpha		11213e187ff34585c3f60a767e076638ee401410
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.33.5-alpha		e9c27d7138354293e7c2c5b5aa7c5eb3b4b45fcd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.33.6-alpha		da0b41ad8fd0e4f37ea0e35641753b14db10f9c4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.4.0-alpha		4463cc129f0187d5a2854831d46e0a45b98e1df3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.4.1-alpha		dbc6f62406dcbb691d5cc36bf8cba1198b9699cc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.5.0-alpha		7450ebfd26a275ce3285de651238f241d2e44e86
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.5.1-alpha		8c07655ade4db5940ea4fbb408c538ae8dfcf8a9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.5.2-alpha		d4da22e9b81c3d4d0e1405705078ec1bd05a141f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.5.3-alpha		78b2ba9cac67dc74d0e601662b600afef87fcb00
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.6.0-alpha		558c7e6fd50a3a3e25260bd08492d22fcb1968e5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.6.1-alpha		2e99dce4ac472a92c7243bb090a4be757282cc1f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.6.2-alpha		19b756845ceee3fbbe491f77ce09ddd715343cc0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.7.0-alpha		67ee0dfc5e27bffe97cc696fb5f2ba7992d98631
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.7.1-alpha		4646d712f7be7d3c6faff4f44472bec3a2791f3d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.7.2-alpha		eea9cfc182725f1ebb891c7b1076d1f7f8c5f081
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.8.0-alpha		3e5c2c677f7126c35b8f607eca6fe29b88008a6e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.9.0-alpha		2a66d87540833bfea22f9aaec8badddffee56b48
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.9.1-alpha		8463ac19ab0d673d75feb6b104e4a365e807aa0c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	1.9.2-alpha		443e3d38666848f1ae7d3cddadf3f546bbb882de
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.0.0-alpha		5428bbdcbd91b0de77828fdbd23d4e21848c9e88
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.1.0-alpha		4c792fd75f32e25f505978ee650d6297d42f85ab
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.10.0-alpha		3cc9348dec43eba276e290d0f2ce8966e185ce72
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.11.0-alpha		f42acdb634ad39ec9624e3a48fa9204b9b44752b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.12.0-alpha		cf5ad575a6feccfa936f4f4e97c1401e0af22d78
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.13.0-alpha		689aa2f0d54e11e94e8cbaaa8cb93196d051d4f0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.13.1-alpha		843d1d1671cfa023bbbfb71f3f47cb1ebc8cddc7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.13.2-alpha		2177c3ad60e4b596b6b754f8e204126b3aaa61b2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.13.3-alpha		72f373cfe307eb1fabe6389cfb2d8e4e14313c9a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.14.0-alpha		69ac955f73e80c020045014eb9ccef18a248d344
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-kubernetes-client-7.0	2.15.0-alpha		444e042de2c7ce53f109a4150d6ad30b8d09004a
