ch.voulgarakis	spring-cloud-stream-binder-jms	1.0.0.RELEASE		5377e68c88bd300df6dd6b149429c0829aab3230
org.scala-lang	scala-library	2.8.0.r18462-b20090811081019		afeefff4943d8a64a4ad8f5a552ecb648a229c4f
org.scala-lang	scala-library	2.8.1		f29b85957d5061a079b51f8afecc1864ca0bf653
org.scala-lang	scala-library	2.8.1.RC1		1b7ad5841ee6b398b2813beab0e1452eff7693f6
org.scala-lang	scala-library	2.8.1.RC2		0375d15a25fe4d94a5d1e3a2850d62e16f850955
org.scala-lang	scala-library	2.8.1.RC3		17fec1f06b732bf78f6ba85d3b83a90f47cb0c88
org.scala-lang	scala-library	2.8.1.RC4		a32991d22f6b92ac7e099e17631c79d4bde06dcd
org.scala-lang	scala-library	2.8.2		99da58eae986ad839f919741895b3f000ba225bd
org.scala-lang	scala-library	2.8.2.RC1		0b0cb602bfb7ce256e5189e656dbdb7ca0b9b1e8
org.scala-lang	scala-library	2.8.2.RC2		212a6084bc27cf20a7646fe59c1a9e75b5b9521b
org.scala-lang	scala-library	2.8.2.RC3		1c24d200d45cad7595e450918546754376473769
org.scala-lang	scala-library	2.9.0		a7e6ba032cad275eb8dcc1e086f5377a88cc4c05
org.scala-lang	scala-library	2.9.0-1		b01e1ceb44e6bedc0b3af3867daa31d988d30ba8
org.scala-lang	scala-library	2.9.0.RC1		93a25e8df5853ac4af619853b5fdec424188b16b
org.scala-lang	scala-library	2.9.0.RC2		f1935729ea256eb0c17ded5e027f8462d621b73c
org.scala-lang	scala-library	2.9.0.RC3		3e88a390697860f935de9397a4366dff6a2e3fbd
org.scala-lang	scala-library	2.9.0.RC4		faa308729a442940129383e85a642fe28ea3c886
org.scala-lang	scala-library	2.9.0.RC5		e1ce09fa14c2167521ba953e9f7062700b11be80
org.scala-lang	scala-library	2.9.1		681ebd06c98c6f3ce583e5cf2e831a353b451c6c
org.scala-lang	scala-library	2.9.1-1		40dc7767615d4a6a85102de453a91382e0d8347e
org.scala-lang	scala-library	2.9.1-1-RC1		fd970d13b1b83efa3fb1eb49d4ae1df41595b8f8
org.scala-lang	scala-library	2.9.1.RC1		81e8a46038ccc7639711348bb56925dc9ec75bc4
org.scala-lang	scala-library	2.9.1.RC2		eb9ad260ab34405d9997cef92ff0d9148395b53c
org.scala-lang	scala-library	2.9.1.RC3		bf1de8a642603a355b5bfbf29b04be23e51f7c3d
org.scala-lang	scala-library	2.9.1.RC4		941cf1397a085ad4df55e7e6c7f97db1f63692b4
org.scala-lang	scala-library	2.9.2		055cf429e92d45524a548929a9d6e790205a0e61
org.scala-lang	scala-library	2.9.2-RC1		2a3f8452e0fd7683a0c24b2a61e647b70bce1f14
org.scala-lang	scala-library	2.9.2-RC2		aae4d0c3bb6dcd845347690188a877706a119453
org.scala-lang	scala-library	2.9.2-RC3		d4a91a287282e52538160995962d943d625336f9
org.scala-lang	scala-library	2.9.3		732f1e6452a5fc3ba08c3ae2862eed1ab88049c2
org.scala-lang	scala-library	2.9.3-RC1		06aebe86d7a132997feff41b8cdbda66af3cc063
org.scala-lang	scala-library	2.9.3-RC2		7f176295c7df51d648e5d4f0143b15ba5e447af7
org.specsy	specsy-junit	2.3.0		d8e19376fa43adf83efba88c2f787a3b4e223bd9
org.specsy	specsy-junit	2.3.1		1c204068eed57aeefef984d4ad34af7c7502184f
org.specsy	specsy-junit	2.3.2		b0dd4f2984319be3f0f28aa7260aeec6aaa99822
org.specsy	specsy-junit	2.3.3		d590a9f6d85bea2ff6940ae57c420e3420f02935
org.spincast	spincast-plugins-validation-tests	0.9.11		2116ebdc781eda9bf4869d09dc7e1b6913718f96
org.spincast	spincast-plugins-validation-tests	0.9.12		5ff9cc7fc4600bb89476020be4bd47ae8f196ac1
org.spincast	spincast-plugins-validation-tests	0.9.13		acf687b3223a54cbc5363186bc0fcc30bf04a4e1
org.spincast	spincast-plugins-validation-tests	0.9.14		89e949f0bdd1d37277c91201f32c08ac12e2e124
org.spincast	spincast-plugins-validation-tests	0.9.15		b24a5bcf8c8241705489644871428c5e14c1125f
org.spincast	spincast-plugins-validation-tests	0.9.16		698a2e49cab4ff16c806cadaafb869b063c8987d
org.spincast	spincast-plugins-validation-tests	0.9.17		eea3ccabc557e9ace3ac026b8bb93876a89db3ae
org.spincast	spincast-plugins-validation-tests	0.9.19		bb5f044abf3aa03fe6bd716f67e55549c2e6e29c
org.spincast	spincast-plugins-validation-tests	0.9.20		bf20c21968bb0b35d82706580c82cc3a37e5cd0e
org.spincast	spincast-plugins-validation-tests	0.9.21		27f76950fcf92005177ab6790a4c34b349c153e5
org.spincast	spincast-plugins-validation-tests	0.9.22		2824cc70daecb9134e80108207ff73c7296bd56f
org.spincast	spincast-plugins-validation-tests	0.9.23		079bdd2c01f3f912845fc72931b6583cd37a08d0
org.spincast	spincast-plugins-validation-tests	0.9.25		b9583e52ae63d8fc7c340ae13e28308d3627b20a
org.spincast	spincast-plugins-validation-tests	0.9.26		5afca274a9a3c3971674aed841103bc21a2c4ceb
org.spincast	spincast-plugins-validation-tests	0.9.27		573e61efed568c0db97647302b44e2d60231031e
org.spincast	spincast-plugins-validation-tests	0.9.28		fb5c6fb57515286e979f94364a971e26666b8c72
org.tinygroup	bizframe2-dao-inter	2.0.0		72c000c798bca8c807b63521839eef7383f12b95
org.webjars	flotr2	d43f8566e8		eeef628f1c147947921184270ecf46bcb016c98b
org.webjars.bowergithub.morbidick	serviceworker-helpers	2.0.6		8a6921a8430465b06d607bc29c1ce2b2283084f8
org.webjars.npm	vitejs__plugin-legacy	2.3.1		8f77bf79f41902e43b883953e4d4d99608d0d788
sk.tuke.yajco	yajco-metalexer-lexer-generator-module	0.1		56af100c580f1b7685a87428e2a26a53c74f0d8d
sk.tuke.yajco	yajco-metalexer-lexer-generator-module	0.1.1		82a7c5bc416ef616ede375216390be66d92fe217
tech.guanli.boot.suite	mybatis-plus-dml-history-mongodb-store-spring-boot-starter	1.0.0-RELEASE		f13db2014bab2ccc842739b762efc30746e70c9e
tech.guanli.boot.suite	mybatis-plus-dml-history-mongodb-store-spring-boot-starter	1.0.2-RELEASE		babaf59b16b92e175fa5003b13f5888bc2db7f6c
tech.guanli.boot.suite	mybatis-plus-dml-history-mongodb-store-spring-boot-starter	1.0.3-RELEASE		82123652fde34daf47882f7a1d7eaef21f0179ed
tech.guanli.boot.suite	mybatis-plus-dml-history-mongodb-store-spring-boot-starter	1.0.4-RELEASE		d6f119cb7f32c609f5b406727efe07ef2c31c9b1
tz.co.asoft	raven-email-resources-file	3.0.14		50a8f9f1f32e7425cb574481c5d7e91a1b59a2fe
tz.co.asoft	raven-email-resources-file	3.0.15		faab544e3cf96e0a842f1720ca2544027ad68306
