at.crea-doo.homer	decanter.feature	1.0.11		N/A
aws.sdk.kotlin	mgn-jvm	1.3.109		587002431f5b7e77dbbd39dd6cf5f1fc48b6e6fe
aws.sdk.kotlin	mgn-jvm	1.3.11		a3225849d94c7d58ec7cd9a6d160467e39eba7c2
aws.sdk.kotlin	mgn-jvm	1.3.110		275dc84f0bcb52745e1b51af228ae301ed90669a
aws.sdk.kotlin	mgn-jvm	1.3.111		8d31bf9772888db3b7d8e4f11761c33b9b9b2c96
aws.sdk.kotlin	mgn-jvm	1.3.112		351edf4fe72b7e58240e401fcc40c74693295aca
aws.sdk.kotlin	mgn-jvm	1.3.12		e10a3705be23de0bc8de71ffe18772dadc0b0c2d
aws.sdk.kotlin	mgn-jvm	1.3.13		eb448b5aa1727ed17d667adedb4927d7df4c362c
aws.sdk.kotlin	mgn-jvm	1.3.14		1c5296aaa47bd89fbf2974fcc855899620bc867b
aws.sdk.kotlin	mgn-jvm	1.3.15		67742794f88f5abcb4b4bfb316948d923c798ff8
aws.sdk.kotlin	mgn-jvm	1.3.16		56a06fcb008e74c2b9778c528ab2aebcd7bbfb59
aws.sdk.kotlin	mgn-jvm	1.3.17		c4c3843e45d8588c64b85ceb020e5ef85be21fa1
aws.sdk.kotlin	mgn-jvm	1.3.18		5e022607a59e02b866290ba1146d684a77925b31
aws.sdk.kotlin	mgn-jvm	1.3.19		0fd9208688ab50adcc32c875f8319a9eaced0e14
aws.sdk.kotlin	mgn-jvm	1.3.2		22fca73cf98d447753615c8efdcb43871150f42f
aws.sdk.kotlin	mgn-jvm	1.3.20		990c255f2f4095c273ee38de7cbf8d21e481020f
aws.sdk.kotlin	mgn-jvm	1.3.21		48041580f4ebb082705f1febe4bd727c6e6f079e
aws.sdk.kotlin	mgn-jvm	1.3.22		e06aae1338891b8a85d8f5f65009a6ee567ac733
aws.sdk.kotlin	mgn-jvm	1.3.23		610c65cdd9a054715d58922a3597ff4e0241b11b
aws.sdk.kotlin	mgn-jvm	1.3.24		df46ffbe9109f273169420229f31dabb212047b2
aws.sdk.kotlin	mgn-jvm	1.3.25		e7c62a3ae57658b2d543574ebb81c2d674450612
aws.sdk.kotlin	mgn-jvm	1.3.26		dbda3a9f0e92488ac1773e33d58ef36e4a2ec6f8
aws.sdk.kotlin	mgn-jvm	1.3.27		00846c8909075eb520fa92f1b85b1c00a694ba82
aws.sdk.kotlin	mgn-jvm	1.3.28		3bec6a5e0cb2221deb398b0a0dd73d07cb9fa870
aws.sdk.kotlin	mgn-jvm	1.3.29		f9335fbb99e60eafa666a17e9719e0d0004e02eb
aws.sdk.kotlin	mgn-jvm	1.3.3		dfac5769f1f50b63d16fe55e119dc03267773fb5
aws.sdk.kotlin	mgn-jvm	1.3.30		3160446aecb1fc314cdace41a95e0f985a7051c9
aws.sdk.kotlin	mgn-jvm	1.3.31		9980738d76abd4286f1d4ed97ad469d2bea9fd19
aws.sdk.kotlin	mgn-jvm	1.3.32		577428105bdf958450a99a0b7af34b5c3ecab783
aws.sdk.kotlin	mgn-jvm	1.3.33		4783a571ecfb3c782fb876fac78ae654243dfec7
aws.sdk.kotlin	mgn-jvm	1.3.34		85ffb393cf1bcc2c554f511389fb7107aa68abf3
aws.sdk.kotlin	mgn-jvm	1.3.35		d4d6e6de367309043aa60fffa2c39035d29908d7
aws.sdk.kotlin	mgn-jvm	1.3.36		3920c550f150bc7412262d72c37cd50ed96ad64d
aws.sdk.kotlin	mgn-jvm	1.3.37		074c88ac52b3dc25d07819b6ed902a1be6f562eb
aws.sdk.kotlin	mgn-jvm	1.3.38		66bf84bd7642b4584c56ab99d8eca669a0999ade
aws.sdk.kotlin	mgn-jvm	1.3.39		13411f94c3a1f2d3251bb878ff63a44874d8e8f7
aws.sdk.kotlin	mgn-jvm	1.3.4		4d50555866cbdc701bd598aafab6244a9fdfa089
aws.sdk.kotlin	mgn-jvm	1.3.40		89aefcc6898afb7c6abe141d43b18de1c6b529b6
aws.sdk.kotlin	mgn-jvm	1.3.41		62f4d08afff8cd457858e9d05b1f65ddcde0f4ae
aws.sdk.kotlin	mgn-jvm	1.3.42		64059093957143cc70055fc3000bd44078b097a5
aws.sdk.kotlin	mgn-jvm	1.3.43		b1381c064f61cf7fc970121c9574d1dd6c0674c9
aws.sdk.kotlin	mgn-jvm	1.3.44		ada23baff2c755db3ce584bb0569696ee18f8cd7
aws.sdk.kotlin	mgn-jvm	1.3.45		d5c03693bd512e0a869d2eed540686bdc3eea7d0
aws.sdk.kotlin	mgn-jvm	1.3.46		1f7081bc9d56ce669089c237588d1ee76b490471
aws.sdk.kotlin	mgn-jvm	1.3.47		ee08506ed07aa07dfce784101678b54660fc9c7a
aws.sdk.kotlin	mgn-jvm	1.3.48		8c7202b37b1be11338cfe09d915e7691e1077b26
aws.sdk.kotlin	mgn-jvm	1.3.49		21fb6ec99ef6611ba8b05b9cf12cbf88766b5566
aws.sdk.kotlin	mgn-jvm	1.3.5		47ef19191d2bbfdc327079fda9fa42d64951804a
aws.sdk.kotlin	mgn-jvm	1.3.50		3ee90aae233119f4ad8b5c74665643c4b8015009
aws.sdk.kotlin	mgn-jvm	1.3.51		dc38ed2ed2d5e96d8a1f2b676548f130b998e66c
aws.sdk.kotlin	mgn-jvm	1.3.52		4b39e9308db81988eee95a11f7b6a0c5e6105387
aws.sdk.kotlin	mgn-jvm	1.3.53		c0bd6835d859260a6f4d7cc8b3ff5136a9382c9b
aws.sdk.kotlin	mgn-jvm	1.3.54		76431d618ce18cc34d1acadbbcdc5cd4f1262660
aws.sdk.kotlin	mgn-jvm	1.3.55		6ad1d88a44d8e8d1468b674a439edeedd66b7b7c
aws.sdk.kotlin	mgn-jvm	1.3.56		17268e61cf46c06bf71cb85e5d824bd4e478d3fe
aws.sdk.kotlin	mgn-jvm	1.3.57		e886834fa095ec1d482c2e2256d5b7afcbec656a
aws.sdk.kotlin	mgn-jvm	1.3.58		f0d634b4f7998c971c8ccaf256a3bd43af60a3be
aws.sdk.kotlin	mgn-jvm	1.3.59		7f83a3def441282a98d0c4f81dd87b877a1be0c7
aws.sdk.kotlin	mgn-jvm	1.3.6		98e465b896ac0049f9d3c3b008c528b1296326c8
aws.sdk.kotlin	mgn-jvm	1.3.60		861fed7f571fc975a22ac62add1b612267beefc7
aws.sdk.kotlin	mgn-jvm	1.3.61		eb22976c063d3b67bfe49a2ee9a9ed53a85a7dfb
aws.sdk.kotlin	mgn-jvm	1.3.62		4a8c595159499f043a796af82d7b02b66e1c5088
aws.sdk.kotlin	mgn-jvm	1.3.63		904ab7f19e004e62cc4432706a3d6e9fa988031b
aws.sdk.kotlin	mgn-jvm	1.3.64		ebea5c2c998a88c249948eb17d0d9a8d5186888a
aws.sdk.kotlin	mgn-jvm	1.3.65		23ccb51ae81f291d5438dd614b17e3df15189938
aws.sdk.kotlin	mgn-jvm	1.3.66		75c588c4718788a819be513efeaabd994f7529a3
aws.sdk.kotlin	mgn-jvm	1.3.67		bdf6e7afeaff78658fb889975d48bc288cfe624d
aws.sdk.kotlin	mgn-jvm	1.3.68		52c06bee998668fd60dbc1b4b22d8d0ce798f231
aws.sdk.kotlin	mgn-jvm	1.3.69		b2998ca19a0977332ad2940b1987e6f98b71ca71
aws.sdk.kotlin	mgn-jvm	1.3.7		2616ee23e1962aa2039fc10d6f15acce8d105496
aws.sdk.kotlin	mgn-jvm	1.3.70		eb37905302053b0188fbfd3678cd4f3c13a55906
aws.sdk.kotlin	mgn-jvm	1.3.71		e77ebc6d0c571f46858efee03f3bc0f3176c741d
aws.sdk.kotlin	mgn-jvm	1.3.72		a854a805a712c5c1d62bea69fb9d25467b86b9f7
aws.sdk.kotlin	mgn-jvm	1.3.73		4183da76882dc5ac802781e61e77e45eb66b3cfb
aws.sdk.kotlin	mgn-jvm	1.3.74		ac38826f4e4bb371ab6cad53bbb7cce705dd2831
aws.sdk.kotlin	mgn-jvm	1.3.75		a6950d707ca55c10fca881f625c6170347e2db45
aws.sdk.kotlin	mgn-jvm	1.3.76		a926817313917d8b6bf9320d79933d4069a49aeb
aws.sdk.kotlin	mgn-jvm	1.3.77		db0abe62d05386c2c943bd3e49180b16d76f0d4b
aws.sdk.kotlin	mgn-jvm	1.3.78		5eeafcaf936be74063796cf0b6fa5a1d2f508d9f
aws.sdk.kotlin	mgn-jvm	1.3.79		799eb408307e4074f008ab1179785923df9cd888
aws.sdk.kotlin	mgn-jvm	1.3.8		5af6b12a73c3861d74eccd46037772aaf969a476
aws.sdk.kotlin	mgn-jvm	1.3.80		c038cecdfb05be7c2306e8a2f1a85006ab8c7261
aws.sdk.kotlin	mgn-jvm	1.3.81		23a5b5161529d78630a5b3f40dee8a8eb491cea4
aws.sdk.kotlin	mgn-jvm	1.3.82		308ecfcbb2ab281d33b928e04b70b61c41fa87f8
aws.sdk.kotlin	mgn-jvm	1.3.83		ee5ca73a0ff2e3807a1a1d77f70efb30f4e38675
aws.sdk.kotlin	mgn-jvm	1.3.84		3ef790b226d4aba9b80d2a2ce93b066a3b75b9b0
aws.sdk.kotlin	mgn-jvm	1.3.85		69636fd6b5ca7fdff50650a165314ebf4e830781
aws.sdk.kotlin	mgn-jvm	1.3.86		75998c61fbd7b1cb6bf3d1de50f4d4fdc1fef68f
aws.sdk.kotlin	mgn-jvm	1.3.87		258c434e27c89400917482f217a466b580b9d545
aws.sdk.kotlin	mgn-jvm	1.3.88		1f5ea0a871771d1ea7d8f1384d42d650cf551f26
aws.sdk.kotlin	mgn-jvm	1.3.89		9f3bd93be874e5d0490973df94c6a71741e254d6
aws.sdk.kotlin	mgn-jvm	1.3.9		3e5d2b274168aa865783ffc2d4bf872684e0bc29
aws.sdk.kotlin	mgn-jvm	1.3.90		a8fb2182392af69bd6a9f702a355e7133530757e
aws.sdk.kotlin	mgn-jvm	1.3.91		05b85e77ab07a36965b2c1b3bb0a1cdd81e01a67
aws.sdk.kotlin	mgn-jvm	1.3.92		13078e9766188aee5292c88fc9105a52164884ff
aws.sdk.kotlin	mgn-jvm	1.3.93		ee82b986c511cd191f05de9ad6e19c9861074eb4
aws.sdk.kotlin	mgn-jvm	1.3.94		7bbbc8a5128cf73db6d6134a7ec9cd10195e8f88
aws.sdk.kotlin	mgn-jvm	1.3.95		dd13edf4eb468ac4f92b82bee13fb1e8f4874bfd
aws.sdk.kotlin	mgn-jvm	1.3.96		4be0b176878de30693159b99349bf059bcfc59c0
aws.sdk.kotlin	mgn-jvm	1.3.97		5a62061a7d80ba84d77a8eedd4932f8d3c5c7539
aws.sdk.kotlin	mgn-jvm	1.3.98		56cd296d10e02d6f2026b6537e5dd97fe44c4b40
aws.sdk.kotlin	mgn-jvm	1.3.99		639241876ce16ebbd5621e02e61ef82028927b4c
aws.sdk.kotlin	mgn-jvm	1.4.0		c4da426846ef334b9e75f6c067d074e031a9bc1a
aws.sdk.kotlin	mgn-jvm	1.4.1		925bdb2cf163a9245b03666c35902ef95fb3c461
aws.sdk.kotlin	mgn-jvm	1.4.10		96842768af2b99922409b557f3ef623d1f3a6f86
aws.sdk.kotlin	mgn-jvm	1.4.11		fc95ab49adf45363753c8dd0fb2aa22467d6bc7e
aws.sdk.kotlin	mgn-jvm	1.4.12		f5eeb875569d5ecad452ad17884b4a222603d416
aws.sdk.kotlin	mgn-jvm	1.4.13		df38aad8fcc08c6f605471fcb39ffe0697cdfae1
aws.sdk.kotlin	mgn-jvm	1.4.14		e2e051c09eea5e203bd82de68e637b66983a1070
aws.sdk.kotlin	mgn-jvm	1.4.15		ef676164a808b59c92ab135b44ec848f1764e43f
aws.sdk.kotlin	mgn-jvm	1.4.16		39a958334b0d45b5c569bb5cd00bcff7e26f647b
aws.sdk.kotlin	mgn-jvm	1.4.17		11ba5e4403a85521e09cbbda3d477615b5cbd94a
aws.sdk.kotlin	mgn-jvm	1.4.18		090a1fd464bcecc4eab2389850482210ba17c81f
aws.sdk.kotlin	mgn-jvm	1.4.19		25b2c6b5c7a7a79fa461761b3127a2c5bc2976aa
aws.sdk.kotlin	mgn-jvm	1.4.2		6eab1dd1784f45b90c68b1d5434a97739ce9f3ce
aws.sdk.kotlin	mgn-jvm	1.4.20		fc1c343021165bc1aadf73ea2e1604fb74a4b3f1
aws.sdk.kotlin	mgn-jvm	1.4.21		d156dbc7810fddb2992002ba2345cd9cb08073cb
aws.sdk.kotlin	mgn-jvm	1.4.22		11274a94a6172a7fe1e31fe10e8989e6ee20d6b0
aws.sdk.kotlin	mgn-jvm	1.4.23		22ccbf00b091eb25bc0ff659b813d17ebdf59b49
aws.sdk.kotlin	mgn-jvm	1.4.24		789383c92da741169b55dff9adfc97adb20a775b
aws.sdk.kotlin	mgn-jvm	1.4.25		1b2919b26e460a5694eb33563f047a208a93bfc4
aws.sdk.kotlin	mgn-jvm	1.4.26		c3ddbbf36b18d52bd5afe1e3534a852b3aed2ab9
aws.sdk.kotlin	mgn-jvm	1.4.27		5be17ce6084f8c4131e23ff56345372b9c788b1f
aws.sdk.kotlin	mgn-jvm	1.4.28		af23a69238d499ca43b2f4947fe9cb3cf678c0c5
aws.sdk.kotlin	mgn-jvm	1.4.29		317bf901348cb68811cf4216fd0980bd7877bb4f
aws.sdk.kotlin	mgn-jvm	1.4.3		f526ceff4f37134cbc60a127f14014f8f894118a
aws.sdk.kotlin	mgn-jvm	1.4.30		af400e1b8bb8da1baf8bf2fb0be2cee063928c68
aws.sdk.kotlin	mgn-jvm	1.4.31		2671f33b2627ed0caa0d8e40847b6a8522b74678
aws.sdk.kotlin	mgn-jvm	1.4.32		b7061bb5daf515b27a7c49532357b35a482bee64
aws.sdk.kotlin	mgn-jvm	1.4.33		1490eb900a4599f1e9d71b8375c7797a2737f23f
aws.sdk.kotlin	mgn-jvm	1.4.34		6eec398b1e7906262919b5b01bd5ff6c2cb3fff6
aws.sdk.kotlin	mgn-jvm	1.4.35		fee7855666bc4f352408413c083c78fe8720792d
aws.sdk.kotlin	mgn-jvm	1.4.36		4954021bfbe7f50d53c02aa9ca4d356f7ac61792
aws.sdk.kotlin	mgn-jvm	1.4.37		ce0bb2c38c7333488ca5c9f3308ad147b49f9fae
aws.sdk.kotlin	mgn-jvm	1.4.38		83daca1990c337add87bf6829d4c097b85f9edeb
aws.sdk.kotlin	mgn-jvm	1.4.39		c195db2ef030800b4fea19c2481d9e88ab77acf3
aws.sdk.kotlin	mgn-jvm	1.4.4		ce657ef51f1833af058bffc97acc44526f60ad4b
aws.sdk.kotlin	mgn-jvm	1.4.40		1430645e8a10ea4048a283a4fff30c32f858db99
aws.sdk.kotlin	mgn-jvm	1.4.41		b109e540cd75169d85c3ee461df9fb58162160e2
aws.sdk.kotlin	mgn-jvm	1.4.42		18a37866e11cea836f556a2f22f7390c3982ec78
aws.sdk.kotlin	mgn-jvm	1.4.43		9cf480cea8349a5adb5e3086775412f11096b8ed
aws.sdk.kotlin	mgn-jvm	1.4.44		0188251d6ad279696c461a956f2d30817e9feb6c
aws.sdk.kotlin	mgn-jvm	1.4.45		b47bd43f856bc62ef079ddc7dd529cfe8c3b3a44
aws.sdk.kotlin	mgn-jvm	1.4.46		1837c321d3052a0a8c200ed06f63fcf3d85141b2
aws.sdk.kotlin	mgn-jvm	1.4.47		73e22002f7e7d197fb2a40fe2c302f07f27e9df7
aws.sdk.kotlin	mgn-jvm	1.4.48		090ca8f793a99cba6315245676f30d3911dd8fb8
aws.sdk.kotlin	mgn-jvm	1.4.49		80e5db7a9df0a6ad5636a34db57bdb8633d99e7d
aws.sdk.kotlin	mgn-jvm	1.4.5		c9aa4ee0b5aa47afd8ad41bb1fa09ef7e8a6db92
aws.sdk.kotlin	mgn-jvm	1.4.50		c4b1066306aca8110b9b81e58db4d0c854c89449
aws.sdk.kotlin	mgn-jvm	1.4.51		331a73b3649dfe85e59c2fa82d7fc404b657ec4e
aws.sdk.kotlin	mgn-jvm	1.4.52		021b2c62282a55a3d4d8a07380e0ec76e4b93689
aws.sdk.kotlin	mgn-jvm	1.4.53		9e0aaf4b9d34de6966fb46d8889ded85ac4389e6
aws.sdk.kotlin	mgn-jvm	1.4.54		69bf63ffb8de61a691d0acf0c0a948f7873245b1
aws.sdk.kotlin	mgn-jvm	1.4.55		e1dbb9711551f54c13acf84ebaaa778e3544214a
aws.sdk.kotlin	mgn-jvm	1.4.56		0b7fc23a256421e624ec173641d939ebe6ef2d3a
aws.sdk.kotlin	mgn-jvm	1.4.57		bcb10700048c204a74c95a6b52b25f7220086286
aws.sdk.kotlin	mgn-jvm	1.4.58		5ad799be05feeb7954a1b4a0d1c929a129fa824d
aws.sdk.kotlin	mgn-jvm	1.4.59		c91fe25797a9a6e0103691574cce9391a0c593a7
aws.sdk.kotlin	mgn-jvm	1.4.6		afda653aab64e6bd40b50921da9c0d2da6253f62
aws.sdk.kotlin	mgn-jvm	1.4.60		6be51c7d6476d4c51c1b44daabd54ded41437ae1
aws.sdk.kotlin	mgn-jvm	1.4.61		6d83b57d654b95413debf3fcf65f3ecbc9927d3c
aws.sdk.kotlin	mgn-jvm	1.4.62		e91e5018a2bca13986a8d66029b99c5677654425
aws.sdk.kotlin	mgn-jvm	1.4.63		f508bd4b043f7dc878e9209af5441ebf92dad822
aws.sdk.kotlin	mgn-jvm	1.4.64		fefb466be02d73a665abde85295d43458cb0a0a3
aws.sdk.kotlin	mgn-jvm	1.4.65		eeb014ad82b758c19cae801e8fdfb409a193cf42
aws.sdk.kotlin	mgn-jvm	1.4.66		33e9eededf29167cce0d7c9d0c9cac1d38b1261b
aws.sdk.kotlin	mgn-jvm	1.4.67		d3e2575ab7000f7b8faa80782e79a63d238a9524
aws.sdk.kotlin	mgn-jvm	1.4.68		d39250591227c0c31ad0964a45b4214b0e9df732
aws.sdk.kotlin	mgn-jvm	1.4.69		fe2af7d8dbc674f343582d6b7f50c5a4756d3d01
aws.sdk.kotlin	mgn-jvm	1.4.7		00a54dd047bf8db06b5a3feaf119275139f38fba
aws.sdk.kotlin	mgn-jvm	1.4.70		0fbcaaae1bf8a7218f397bb17987fc7ea83a639b
aws.sdk.kotlin	mgn-jvm	1.4.71		0cad1fcb2501cad7d85db24b3d0c26913d15a444
aws.sdk.kotlin	mgn-jvm	1.4.72		e23be38933740c41dc5bf27adb2cf03a5c5edcc4
aws.sdk.kotlin	mgn-jvm	1.4.73		2f0b9c16309d8ac0b432904d09db705f7090383f
aws.sdk.kotlin	mgn-jvm	1.4.74		9658fc90d90500a3a78b3fba0e01dd49c7d702a2
aws.sdk.kotlin	mgn-jvm	1.4.75		36996a3b24d026163d37c06076535e2ad1911cb0
aws.sdk.kotlin	mgn-jvm	1.4.76		91ae3644abb6b8cb715026b90dc6c23b47145b7a
aws.sdk.kotlin	mgn-jvm	1.4.77		1125732d9bbfaf603d356bcacd92603e6a9b1fb7
aws.sdk.kotlin	mgn-jvm	1.4.78		d51154cd4bb50acf10a033f2bdde5128b43126f3
aws.sdk.kotlin	mgn-jvm	1.4.79		b7665585eb00a9927c09053af0ab513a943191f9
aws.sdk.kotlin	mgn-jvm	1.4.8		66b1466bff2cc913fa88cc0262d11e1be1dad4d2
aws.sdk.kotlin	mgn-jvm	1.4.80		05e297fdf6da13c7e9a4e8311ee94963a09de8ad
aws.sdk.kotlin	mgn-jvm	1.4.81		30e53046e7965cbe786ffdc499a8e362efc9516f
aws.sdk.kotlin	mgn-jvm	1.4.82		496883b13a01a9eb2b28694920ea694e7d20096d
aws.sdk.kotlin	mgn-jvm	1.4.83		5a014d10b5940214c0f2b6341cbabfda06247471
aws.sdk.kotlin	mgn-jvm	1.4.84		ca55a4a2e1f7adc516c388c743021d11e09a76cc
aws.sdk.kotlin	mgn-jvm	1.4.85		974b519fded8eb1696defbcaa293a5e53da0f369
aws.sdk.kotlin	mgn-jvm	1.4.9		7fa2390228d46cacea7f984abc3be5a9f49444b5
cafe.adriel.lyricist	lyricist-macosx64	1.3.0		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.3.0	metadata	f03ff2cb2bfd9692357a201eea60b1f65b97c4da
cafe.adriel.lyricist	lyricist-macosx64	1.4.0		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.4.0	metadata	0bd5febaf1ac386e390ec16c6572dc7cd9d429fc
cafe.adriel.lyricist	lyricist-macosx64	1.4.1		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.4.1	metadata	c243f2d04ccb96dd76bb95856c9c2de910e66fb4
cafe.adriel.lyricist	lyricist-macosx64	1.4.2		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.4.2	metadata	90a6b1cb16c8ef28ef443cd02e1f2972cc5cba7f
cafe.adriel.lyricist	lyricist-macosx64	1.5.0		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.5.0	metadata	aa4c52ca29be22936004e049aa3a1f93e618822d
cafe.adriel.lyricist	lyricist-macosx64	1.6.0		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.6.0	metadata	8473a5816f0414bbacca5d8ab9afc9534b04d558
cafe.adriel.lyricist	lyricist-macosx64	1.6.1		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.6.1	metadata	79eb8f42d78ad05c4d862ad6ffdbca58a42e2461
cafe.adriel.lyricist	lyricist-macosx64	1.6.2		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.6.2	metadata	c381e0380611da79409117ea5dcc61d411b9ce04
cafe.adriel.lyricist	lyricist-macosx64	1.6.2-1.8.20		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.6.2-1.8.20	metadata	809df5947b7dbadfc7815af56a4340b60682cc80
cafe.adriel.lyricist	lyricist-macosx64	1.7.0		N/A
cafe.adriel.lyricist	lyricist-macosx64	1.7.0	metadata	39d78c1104e35ce5c8952ec5de94c7fa6f17eaf7
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.1		33f023d71a1862ed8849669e5a7ea368a21d8f23
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.2		b87e20de1ce4a580c17e7e9f8ba4ada39c29e08b
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.3		6c3d6b81d610e16ccd3db56b8c6794e956185cf3
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.4		9677ae167df997afb6960ef1ded6640f7b5b2135
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.6		cf05a1a7f590435cfeaaa9140ea5ecfe6b110f2a
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.7		d7ce29c5a596ca83b2f0ecc6ed07795ec60c3f7b
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.8		c6421e86f65d73aa922d25bfc1ddf6f985b3956b
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.0.9		7653748377cd490628f0a7bf3332e37f55f7154f
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.0		55f6ad61c230f57d4cead9959f0304b24e300cab
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.1		219338575c7717cb9b14d787967fa7f2345f8697
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.2		0b2302da45638496a4a5247d047d4c31d95fba4a
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.3		dddfce55fa8960dcacb624733aa50cabf7f579ab
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.4		980a1e0e5738bd7035c8a3fe6da54a09ab6c83f5
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.5		a84c9c023d6f9bb0757bfe5fd6b21738df3f768c
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.6		bb8b4110c0c2b9c8d92309a11d4f2f8bee4efda0
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.7		5f5e18e3dabcd832c11015b7b7d0c04835c6f84b
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.8		08d1ce79d2ef8a22835c05f544f4f152fc36d777
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.1.9		44edce7dc5ac831b5cd2b7e811d954b0631e1d12
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.2.0		1f66a60d8fc25432513119a995b49e3113a72b88
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.2.1		e98849ded1811bcf5f6e4fe01d3225bcef25961c
cn.fox-tech	fox-edge-server-protocol-zs-sht30-1t-1h	1.2.3		6d76c8814582246c27c78b9fd86fd4f6e8175383
com.adamglin	compose-continuous-rounded-corner-shape-js	1.0.0		N/A
com.avast.bytes	bytes-gpb-v3	2.2.0		1df15f2b8f8c68ae0689b343e8e05cabbe2010ca
com.eed3si9n.expecty	expecty_sjs1_2.13	0.13.0		f4447a6839df80a651ec897d7b08251981119863
com.eed3si9n.expecty	expecty_sjs1_2.13	0.14.0		4356905b99094e8cced5936173f5b4be461f07bb
com.eed3si9n.expecty	expecty_sjs1_2.13	0.14.1		456402db9f668f370b82f8468ad5bd7c039873d9
com.eed3si9n.expecty	expecty_sjs1_2.13	0.15.0		329b9d2e85ed68270b432a8a5fd72817cd6141b2
com.eed3si9n.expecty	expecty_sjs1_2.13	0.15.1		b106ebb387ab31bc1cbac7490136982f056abcff
com.eed3si9n.expecty	expecty_sjs1_2.13	0.15.1-M1		ff6d812162a997fe98243adcf25d2b9d34f0b164
com.eed3si9n.expecty	expecty_sjs1_2.13	0.15.1-M2		269cf367a837754f877c5a3727466c22d7154e02
com.eed3si9n.expecty	expecty_sjs1_2.13	0.15.2		7f71969c340eef27e17c74bbabff0e474136f595
com.eed3si9n.expecty	expecty_sjs1_2.13	0.15.3		732081957f2bdbd2f7da4276bebc07cb3447ac3b
com.eed3si9n.expecty	expecty_sjs1_2.13	0.15.4		97e65a2914c787df49d70d79c3aa1bfe9d202f80
com.eed3si9n.expecty	expecty_sjs1_2.13	0.16.0		3174dc9c54dca2e50fce9341a4307fb60cfc13ea
com.eed3si9n.expecty	expecty_sjs1_2.13	0.17.0		308afc7dd46261137ea55479a33ec9db45fe036b
com.fizzed	tkrzw-macos-arm64	0.0.4		2bf7a587f634b38f14505d2eb4434958622517f9
com.fizzed	tkrzw-macos-arm64	0.0.5		940b5e8db058bdf8ff32d5e69dcef8b9f30d1aa5
com.fizzed	tkrzw-macos-arm64	0.0.6		a5db237f7ab39d20c7c9c9346a5e805162ac5f24
com.fizzed	tkrzw-macos-arm64	0.0.7		ed41523e4e0cbf9a480e1db44ca01d088ff9859a
com.fizzed	tkrzw-macos-arm64	0.0.8		c730d83594044ee50e0d9b6cbac792e283210022
com.fizzed	tkrzw-macos-arm64	0.0.9		0ce180376ba6677d3a345fdf0e4f22bff08d2cc2
com.geirsson	semantic_2.11	2.0.0-M1		1679bb29f5ad46d9493e39661bab62f3f9240f40
com.geirsson	semantic_2.11	2.0.0-M6		d2a3d551b303ab6e3652969ce5540bfc64a88e28
com.gitee.chinasoft_ohos	fuel-ohos	1.0.0		N/A
com.gitee.target123	develop-spring-boot-login	1.2.3		c3daafc2fb97b7772e255308e66e3f8494b03389
com.gitee.target123	develop-spring-boot-login	1.2.4		18381081dd2b2135e773960f2a4203facb2eb8a1
com.github.aaronp	agora-api_sjs0.6_2.11	v0.1.0		c9749e31bfa1517de33145148bd91bce5059668f
com.github.aaronp	agora-api_sjs0.6_2.11	v0.1.1		4cd0e9eb69722e329df2fc70f9d4773ea20e7dcd
com.github.aaronp	agora-api_sjs0.6_2.11	v0.1.2		59f4cc9eab753e12f71c26522723447e3e373775
com.github.hadasbro	defargfunctions	1.0.2		f0aeac28dfff1b106e28da3189427d35db651a3c
