ai.wordbox	domain	1.0.0		N/A
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.670		e128dc33dd02349a96c8bf8a6e99b2fa77306246
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.671		4a8063fd91d983871bd628ae1254a88b0e62cf72
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.672		bdb779536547a8f00042da1bd8aecfed8444891d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.673		f5b4e1e3a2b235ab561a03c7d289f6ae5a3f7650
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.674		884431627a16824dfee66a3d60393d7b6a2e7a68
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.675		78a295d7ba94b13b41919e337d9604939f02ca7d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.676		f249915c01f3d6d33b1b73b1ce43ca559ba2d8f2
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.677		951be827387e68b59b0ceadc3e9ae5470054adf8
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.678		e40b17b1cdd9942621c915bb3239f5555365e498
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.679		f69c022e0372b0b74a8729f026af3db05ab27b3c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.680		fc69af87de8f2e83bfad689cf4bb4dadad6d9f43
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.681		b53b88e64aa62495862c034c1bb44a2c82f9c34f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.682		f8f86b109fc0e4fe567b96e428c9e9920e5d201a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.683		6cd580226dfc424f9cceef5c7623cf7d2b212830
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.684		3822a053d4c449f3dc225bf4762ba2dd70f84733
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.685		9503147da1e5f9c150b2853a59de04e854eb8bb7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.686		3dad6fdec0f6dc0727c7bf6b9f1203f951ec377d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.687		796d70b14e15b380f86048c043c06d589e7c497b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.688		20b932e960cf606f9d35e937e60fba75ab96bf9c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.689		a3bf34bcf52db69631fcb5c9e0ee1d18ba840d4d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.690		12f53a8a329828dfae9a3a323297dec6b8cc24b1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.691		d6b1c85c3a8f9fd6b96dbe8e4eecffce13af3b2b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.692		38496fcd8a0542168ace2ad2ea8d9a9f6a486acf
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.693		b5a3faa86a218d64fa148e65c26bcfc2d9a1bf8d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.694		e6c89a18ed6e7059974a37c9801fff87c2c56512
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.695		a2cc0159df4bdc8ecc3acdd9f535c4ecc11957b3
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.696		921176a37b494398992539aba3276ce4843853b7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.697		bea7d0b627d4d18e09cdda1db0154ee44baef207
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.698		9b17f064104ba95aca737519c5b96bbce5e09d8a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.699		291e9c7a5af7b56f704b0b3790f91ae099a985e2
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.700		d7f4d4ebf5ed00eacbe89ef63929baa89c210521
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.701		c658da0a7c09a545085034ab9e23b99fc9f8067f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.702		cdbc2e0b9b364a0dcc3deaedc90f60b10910720d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.703		d258a6aaa424d62c696600fd20d7ea9b7797b92f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.704		7fb9bfd73587a0f757cdf1bf3b981ab79ede036e
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.705		71d1ebf25cc4e56b931dc648c6962a506dc7825b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.706		b5559f7b089e68d5425b8333dc1a593411a57350
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.707		1a2ee989b3e6f185c5e97c834ff13ef93d42d198
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.708		0a05a51ba38091c8d8047262cc5d029a508efe2a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.709		6ed1cfee68b6c2b4556d84170ca470c00629d9a7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.710		fec129abf69c3a478733ee014e69e0c03ba293ff
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.711		65b9beb817fc42914744b3c60eaceb75dcbaad83
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.712		633d317f31d395422a8afc8744724116182fa965
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.713		5b2188feeff915eeafa49ca51ec940c549087aab
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.714		4d91b8fa268f17ec5af663ba3d83cf90c849b1e7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.715		e0f4ac9a6373eccce9245b579c245ea803b46b84
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.716		9c1795cdf4b40f6b9d935b745d1bc2fe02a1c0de
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.717		b45cb010e524760c503ffae0ad3f609f4d4ef949
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.718		d0794047302506028078ac520031c3638d55c3a6
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.719		ce63acdfdfb883bab1dd0b6108c27adec21e1430
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.720		c97c04192d18263c5af5cde5a3492f2ab6ad1db2
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.721		82f25c795f2c6899ce156b24a10dddf514f14f89
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.722		7373bd709d7a4d6a857ff58de3efb37b326b647b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.723		6f7f44b9c8fd3470b42439037af70cc448799a93
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.724		5c8e967adfdcce8d2ef16f115ca18b661b8cea09
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.725		2532c91ada8b6aff5338185601aa0ac109d40775
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.726		21f3f89e5dbfdce24b91de5b007bab764d997d31
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.727		b9c6eabd228c1aa65a133fd3c6bbc657d3842b12
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.728		903e814009f4e6cccda337732050bd4f85c730d5
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.729		c806070f5a1971a37466e268b2f6f74b995c735d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.730		90e189001aeff826fec2c3039c978fe275916bd9
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.731		e9f92e6f8ffce726ef6ef2000badc89fbb47c27a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.732		bfc7244c934c46a67570ddcd9c953c7e7e8e0345
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.733		ca525723f3fa027a0f718838de5598f0af278dd1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.734		7a4b5cc6c728a6ec20dbadaf8468b69f0dc9e8ce
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.735		2febf75db9f4ddc4eda8bcc870241689c16d87b3
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.736		efbc320437facd3e1dece50f55f9d4cada1c800f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.737		2dd950fa939b630ac6f4c21021536199dd23bab1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.738		b99ed56b21c3fea6eba43b0ef9afc5833d135117
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.739		56ad1f0466272521af6a364ea965bc161e4a3184
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.740		339f5964375cf0210879cee97809138fd06c16a8
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.741		fb7905d6a3ec630c1d84be0b3dd2bd3b1cd73aca
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.742		c546154c2e4d8406e393f68abc90a282b92661ce
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.743		2475010c7108041c93a9dce42e8cbc1434bd0e7f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.744		149187f8907feacc0d20f7431524e1e4242032fa
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.745		57072273fa28fd852270bfce16a139b1ebb9f0f1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.746		76fef0542b5481696f735fc9177d9e85c9a24db3
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.747		397f6364d8d835939d2b4761744bab7804349678
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.748		cfa0114b73323e1ab5e6d46d16e7a2bed2b18c68
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.749		6a6ebfbda94bbc8ca6ed7b8bd4add8cbfd9155f5
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.750		ee964aabc33d9843b2efc5e5f2ed090a2359bd06
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.751		886ec2b10c8a520da247cb868114835f8531fb6b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.752		ba3923571ac1b79a60b899e00d7e8f549829eb16
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.753		203c1312e45507c03c01760412b36d1657e7a019
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.754		2e053fa8728d798e279aadf4204cb411fa762efd
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.755		10ac06d5d8cf449478eea137b9ab34fa4233ab4d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.756		98206b98ccf40762ff5d197eeffdfdef02213a51
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.757		4ba8a60340fc6d93aacd78862734e120468a2659
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.758		d9b5f8b9cd410d8cab310b021855fe56b2ceb8b7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.759		6311dd738454b9534b2fa799752225d158b75bd8
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.760		1447f203c6f572fbe33d804db32bbb3bb7391b5b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.761		a76c229597c118e9f88c7e6e8e5bacdf07b4825d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.762		1cab3ba8785584bbf9cad1f19e1c1ff0c103c390
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.763		80e6e3041ebd45807d642bff449cbfd6872782da
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.764		79e234672ed5687c16dfb3b1b54c1edd5561e6cd
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.765		8eade8d6328aa6456990a7f30a1301713b9fed80
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.766		e41ef597f0e47f5567eed6249a4489f5ce25c206
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.767		90934848cea82c179e68c359769ff8415198f7de
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.768		609efc208008abef0347b3dfaf312a9de4514c0d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.769		2e3d3ac41cebeb641407dd8b1aff6fcbd8d17e0b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.770		1a28aa3dfb7f08caa1a657e3bbdb856e590d56ad
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.771		0e54522048886cbe64f20a6623d38396e748dcc1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.772		c298a31a273b72db58395ae9096140b3ca0bc318
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.773		8c60bb25da1cb7384791c773b774498139520814
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.774		af71a3f2e4cb49be864f25ee1143959a37189723
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.775		a4231c9f518e7ecdfc61940bebd55de8aec6fe2c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.776		5f82c1b91bc3eb6d8e79e4ddfead5e00baffda81
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.777		94028c0b6aa8f02c88687059f7689658b0cf6d55
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.778		4f5308e821faf881e5a817bf4cff7b87a26e8c19
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.779		fd7ad0b14efb11af80a1df15af4c316b0a443d3a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.780		9390b8eb58034fcb46710c4e2afbee6722a0bc72
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.781		cccd30d4dbf8ab181c37d43951d67017a94745e0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.782		e907486c6746ba39466e740405f755d98a315fac
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.783		93264e8d60037389bb0f51c10cd61008870e2ea0
com.apollographql.apollo	apollo-http-cache	0.4.2		ab0bb8e50622cc60a2d45b08ae36d26b61935862
com.apollographql.apollo	apollo-http-cache	0.4.3		8eaf7cdb58b7ae6a5a9b418b117fa4f96cf12c6d
com.apollographql.apollo	apollo-http-cache	0.4.4		dca1c7b42c0659f565a97ce13236db3bce62bd92
com.apollographql.apollo	apollo-http-cache	0.5.0		f331e7b056b24324f301ff5824f675097626ad98
com.apollographql.apollo	apollo-http-cache	1.0.0		18ad0b4bab431d5e5ef134c40462053e5c9ce55b
com.apollographql.apollo	apollo-http-cache	1.0.0-alpha		12f67fec83b2a4fc5fa4afa830e044cbc4d2d9b2
com.apollographql.apollo	apollo-http-cache	1.0.0-alpha2		e41ddff2c6f26f72baf8304f87d988a475e77530
com.apollographql.apollo	apollo-http-cache	1.0.0-alpha3		a7f003349643b264ce5fc44a41cffe486f736746
com.apollographql.apollo	apollo-http-cache	1.0.0-alpha4		e34c79579e480129adb5dba6755a4594823d67ce
com.apollographql.apollo	apollo-http-cache	1.0.0-alpha5		21143a11800f72f3691a7a2b0701a49d03064edc
com.apollographql.apollo	apollo-http-cache	1.0.1		45489fc0d0782aaddc6767fc4e9d7ed2ce501165
com.apollographql.apollo	apollo-http-cache	1.0.2		c1448ec02488e500e1531b73dd1c1b2b2d02007f
com.apollographql.apollo	apollo-http-cache	1.1.0		057f87c36577d09cbc9fa043349bbf1877094f3b
com.apollographql.apollo	apollo-http-cache	1.1.1		8b1d2b0bd0c1d7b9e3380a9fa70cc24b888bfd6b
com.apollographql.apollo	apollo-http-cache	1.1.2		e91ec09cf4e7ab9f9fc3cad9f49bd625d063f583
com.apollographql.apollo	apollo-http-cache	1.1.3		80710b13f1ca8532def16ce545193667639047fb
com.apollographql.apollo	apollo-http-cache	1.2.0		e3b1c3f2ec34e3514b5c203fadabf9d7eb386b8e
com.apollographql.apollo	apollo-http-cache	1.2.1		632cd28b453ee6e89d78c9657f1c19ee55da6075
com.apollographql.apollo	apollo-http-cache	1.2.2		f455a996d179fb4c167576379adf1f6037e878b8
com.apollographql.apollo	apollo-http-cache	1.2.3		704f698fadcae32659c45216aced05f69b89301c
com.apollographql.apollo	apollo-http-cache	1.3.0		cae88ee5297c9545ca3108071564ce05b5bce58b
com.apollographql.apollo	apollo-http-cache	1.3.1		c4528a012a5ffd8967aefb3d90be806f646ae4d6
com.apollographql.apollo	apollo-http-cache	1.3.2		7cfab9cf6052a05e38723a42452374287b4e41a3
com.apollographql.apollo	apollo-http-cache	1.3.3		5009b82818aa7423758a88972c199c60af867be8
com.apollographql.apollo	apollo-http-cache	1.4.0		30a82f355aeb7227dbe24d8565eeb639b94dfe5d
com.apollographql.apollo	apollo-http-cache	1.4.1		073def962b192ace43fb4d817d0f1d6f1ac95030
com.apollographql.apollo	apollo-http-cache	1.4.3		055e866ad354de7be78ef09ee1c39c316b423d5d
com.apollographql.apollo	apollo-http-cache	1.4.4		7818cf6784b9229bcb414751b72fa481b7a92252
com.apollographql.apollo	apollo-http-cache	1.4.5		b106dd1d2a7b83c839085d7ab33c6eaf088bf42d
com.apollographql.apollo	apollo-http-cache	2.0.0		fc9589f7de7ad76bd1cfb5dd83ab71a290f55cfe
com.apollographql.apollo	apollo-http-cache	2.0.1		e7d4c8fc3868e77f159d482d65280b619cb5026a
com.apollographql.apollo	apollo-http-cache	2.0.2		081c36e77b002b39ca9a3dac500b1b542a11c6e4
com.apollographql.apollo	apollo-http-cache	2.0.3		2039b9963ef1e1cab092be686f10d769d9c039bc
com.apollographql.apollo	apollo-http-cache	2.1.0		06f528051d77fbcf7438af0f4f9f03cc760407a8
com.apollographql.apollo	apollo-http-cache	2.2.0		85fc319b78a45b2560c600ae682f4f2f801882e9
com.apollographql.apollo	apollo-http-cache	2.2.1		462a1386abca379878467ea1b87d5b0ea8dfac9f
com.apollographql.apollo	apollo-http-cache	2.2.2		7036fe5e5fcde2bad99b799c1f9e9449c7b8494a
com.apollographql.apollo	apollo-http-cache	2.2.3		9c7dc33c9a63cb36f49e11ca0d693a2c63fe6d67
com.apollographql.apollo	apollo-http-cache	2.3.0		e6ccce8cdab1ea8802bafc553ef2cd6e6fb7ab67
com.apollographql.apollo	apollo-http-cache	2.3.1		b4bfd74f383dcfcd52d8431630b331f5a53d7c5b
com.apollographql.apollo	apollo-http-cache	2.4.0		72b4d56f1a2d0754b4f622cd789b83d82d110291
com.apollographql.apollo	apollo-http-cache	2.4.1		4eff999e1369f78b2ef1c555d54d19cb5f447647
com.apollographql.apollo	apollo-http-cache	2.4.2		37441cf0dccffb9f4d820cd4d1c61dfd5601c339
com.apollographql.apollo	apollo-http-cache	2.4.3		8428399bbdf484a75a9da04116bce1b28d9eb0fb
com.apollographql.apollo	apollo-http-cache	2.4.4		238c4c35b230d6400940d577bbd594a11fab3eaa
com.apollographql.apollo	apollo-http-cache	2.4.5		aad580c0bffdcdc7c1c8f90f3c3253bab142b32a
com.apollographql.apollo	apollo-http-cache	2.4.6		7ba3eed188c7c11ea2f4acb4a743a42f0d19135a
com.apollographql.apollo	apollo-http-cache	2.5.10		2f304e4531b2546cac65cb9aea3972de1e4ab4fd
com.apollographql.apollo	apollo-http-cache	2.5.11		8171331ff5b7beabcafbe3adf9d31ad57b2268a8
com.apollographql.apollo	apollo-http-cache	2.5.12		c29c4159b3996dabadb41a5d6a3b8b7bf521a271
com.apollographql.apollo	apollo-http-cache	2.5.13		396bdd8f0e66f587b481f674d39778684857bc29
com.apollographql.apollo	apollo-http-cache	2.5.14		1c3f52ba27c9c29e22f5aa1d4b6433d213feca88
com.apollographql.apollo	apollo-http-cache	2.5.2		5dd9b623fbb45eb8aaf4dec3ab2743fb5fbba140
com.apollographql.apollo	apollo-http-cache	2.5.3		f6066b8ca2e56844a6e50b45601fcf721e11ba06
com.apollographql.apollo	apollo-http-cache	2.5.4		1d60200519ad991c532b7d5b7e3a5a24bffe48df
com.apollographql.apollo	apollo-http-cache	2.5.5		aa54a7d073c25d00cf9d519f9724d654ef0ec76c
com.apollographql.apollo	apollo-http-cache	2.5.6		695fcd60bdb26483cba2679139969dff36f981bf
com.apollographql.apollo	apollo-http-cache	2.5.7		8f9e7f8ea1cf91286edf1e8e5aa76cc1f94bdfc3
com.apollographql.apollo	apollo-http-cache	2.5.8		be854da7a5f77b68790d93e63438763651e00a5e
com.apollographql.apollo	apollo-http-cache	2.5.9		6db1901b0c4d43cf6c94d524ca066a252f39bdae
com.apollographql.apollo	apollo-http-cache	4.0.0		6e67bf9a03af92fbce3656acff6a826a0076b5fd
com.apollographql.apollo	apollo-http-cache	4.0.0-rc.1		383193deb160c087eacb83866b80adedf65f83ca
com.apollographql.apollo	apollo-http-cache	4.0.0-rc.2		11c7a2c8aeddf122a1a43cf5833d2f073199e557
com.apollographql.apollo	apollo-http-cache	4.0.1		2ef1c57d6ee0922ec326af202cf305ff6d4dee7b
com.apollographql.apollo	apollo-http-cache	4.1.0		5e3c2cd003bb7a5c05e16648afe5efc783051bbb
com.apollographql.apollo	apollo-http-cache	4.1.1		bf5925c37a538dfabfd1f1fe0bcf8d8a923bd4cd
com.apollographql.apollo	apollo-http-cache	4.2.0		97416d1045b169fcfbc285bf634a05882cb90604
com.enragedginger	akka-quartz-scheduler_2.12	1.6.0-akka-2.4.x		2b158ba041ac62e7d444edca5abba71dab9fc01c
com.enragedginger	akka-quartz-scheduler_2.12	1.6.1-akka-2.5.x		3436d398225c5adc634291a6a02569ab38ed4287
com.enragedginger	akka-quartz-scheduler_2.12	1.7.0-akka-2.5.x		129d4fd25f507c8366537b55867a641835d1211c
com.enragedginger	akka-quartz-scheduler_2.12	1.7.1-akka-2.4.x		015dfb81821bfe22bd228302d03c62b66a0c0613
com.enragedginger	akka-quartz-scheduler_2.12	1.7.1-akka-2.5.x		74dead4759e3636670a4899ac57589cdccf33406
com.enragedginger	akka-quartz-scheduler_2.12	1.8.0-akka-2.5.x		a49d8c6abb71d1b8cbb4517d4c4d740a2d8d0870
com.enragedginger	akka-quartz-scheduler_2.12	1.8.1-akka-2.5.x		64be0aaa53a8fe2c71cfdd758a69c4ab71dadfbf
com.enragedginger	akka-quartz-scheduler_2.12	1.8.2-akka-2.6.x		702c8861d7a459f774858ec4f715f804a1b87fa1
com.enragedginger	akka-quartz-scheduler_2.12	1.8.3-akka-2.6.x		9e983c1a6470c27e1d5fba1c2edb3f0c51efaac7
com.enragedginger	akka-quartz-scheduler_2.12	1.8.4-akka-2.6.x		c9c5a475e62c2b7a87789e7b6ae736bff49f43f3
com.enragedginger	akka-quartz-scheduler_2.12	1.8.5-akka-2.6.x		0ef69dbb206b310465ea8ff4deb8c75d43b56b60
com.enragedginger	akka-quartz-scheduler_2.12	1.9.0-akka-2.6.x		d4d8c70db1604a9ea88b95bc3de57407e4afb5ad
com.enragedginger	akka-quartz-scheduler_2.12	1.9.1-akka-2.6.x		9e503dd9432cd65cb8ffa78396878abae9f338db
com.enragedginger	akka-quartz-scheduler_2.12	1.9.2-akka-2.6.x		e16e6d8fb23073ab66c4841ba929c5e6b694e371
com.enragedginger	akka-quartz-scheduler_2.12	1.9.3-akka-2.6.x		8bc8518b80e8f85c6da323af267a957961c82514
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.1.4		d86a7ebc4a5944efb959d5838c764d102d51195d
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.1.5		86aecbeab31f64c8eb2ceb20fc259dbf0fb7f819
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.1.6		ba36a999e524a43b73754b6f8a9edc0625795258
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.1.7		25c6a09d3428666b89fdb0b7e38224702749b0b2
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.1.8		1dd790fc17762eec5447f8c339f7fad6ea828c44
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.2.0		13f3fa3530d906c2dff0b9e8abaf8697bc727c56
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.2.1		fd95620baaef1e13aaf908b58f3d133e8a7d5be5
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.2.3		d527c9d4425e659d58d2ac43078ea84f0b155d2c
com.github.j5ik2o	reactive-aws-dynamodb-cats_2.13	1.2.6		489ccdc35162e3211a6b86b590af9631c6449d63
com.github.jaceksokol	akka-stream-map-async-partition_2.13	1.0.0		0592f2c741ec44338fd936a904e368f4d022ab01
com.github.jaceksokol	akka-stream-map-async-partition_2.13	1.0.1		48d8a5e6364d146ccc3978c1dc6b637248022485
com.github.jaceksokol	akka-stream-map-async-partition_2.13	1.0.2		cb79cc55951d6043cf6d3bd81081ac8bc4af4013
com.github.jaceksokol	akka-stream-map-async-partition_2.13	1.0.3		cf3c818832340316e9b7b8ec8f5a5e206caff091
com.github.matthew123cl	ApexCollectSdk	1.0.0.1		N/A
com.github.mercurievv	bulyon-core_2.12	1.0.12		9b7f18d5aef9ea5462fc99a57ae9a7cc1e766d93
com.github.scopt	scopt_native0.4_2.11	4.0.0		e72fe8d2d2574ffd0a7e45caf32053414fcf4832
com.github.scopt	scopt_native0.4_2.11	4.0.1		e99bf8ae182918836d8a11528fdd91e142e75076
com.github.scopt	scopt_native0.4_2.11	4.1.0		fc44a81a949c203907acb1cd62413afe3949d847
com.github.tntim96	JSCover	0.3.0		30b29a7c0dfaada21c188544cf640e81e075cc0e
com.github.tntim96	JSCover	0.3.1		a0c3b6e21cc16292eed976b5160c609cd648edbf
com.github.tntim96	JSCover	1.0.0		aaa5e27dbe76cf46efebcf465fe146d71a462477
com.github.tntim96	JSCover	1.0.1		ee984578297fc6c3bed28b06465114623272ae99
com.github.tntim96	JSCover	1.0.10		e4d3f60b8e941961a680a02af4eca2b49d66ba08
com.github.tntim96	JSCover	1.0.11		95a7cff36c7f9662354a6dd2427377746a194667
com.github.tntim96	JSCover	1.0.12		5e9534fd2524db9b33ad86086d55042260199df9
com.github.tntim96	JSCover	1.0.13		c094b55eee3d29b408d67be9322e1819d9085e77
com.github.tntim96	JSCover	1.0.14		6d5affa3e7f2c615d70ee5a348f1702abfc7ae6b
com.github.tntim96	JSCover	1.0.15		b2bab6a4aadcb85efcb3d9bbfc4741a49dca1cfe
com.github.tntim96	JSCover	1.0.16		d1f8950775902b9686e165909b9d6a0677b09a41
com.github.tntim96	JSCover	1.0.17		9db2f257974787427f2ddb822684a498a2969f67
com.github.tntim96	JSCover	1.0.18		b6befb713cf4f43cce9ad989d5243c923295d2a6
com.github.tntim96	JSCover	1.0.19		bf087297a03398f73ecdbb2b385e7059609fbd24
com.github.tntim96	JSCover	1.0.2		c8dd2659b0eb072ca6287a6e2a4d713bde88acef
com.github.tntim96	JSCover	1.0.20		80d1d2f6abc91ec51292eff272349da022e4e1dc
com.github.tntim96	JSCover	1.0.21		6c855e98871efe55919c1dbc83c77e724f0d7161
com.github.tntim96	JSCover	1.0.22		01a4eca47bda1f2844bc52e84a9a1189673f5ff4
com.github.tntim96	JSCover	1.0.23		94128b50c562c0a32a43c0922654085fdd0af4f4
com.github.tntim96	JSCover	1.0.24		fd279585c4d75ab3b27fdc286c4355dfa5f649bf
com.github.tntim96	JSCover	1.0.25		72363995f65015370a6705240d6daa913dd8c18b
com.github.tntim96	JSCover	1.0.3		9b8f63aff2b53677f866e5a4260877678fe74841
com.github.tntim96	JSCover	1.0.4		012fe9f8396f832a018b4d76d694667f64c72de2
com.github.tntim96	JSCover	1.0.5		7b0c5d7c94b165b55247d537e32cc4686d4f1ed6
com.github.tntim96	JSCover	1.0.6		7976a98cd99a1f3cde50dfb8f321d8bf137272fb
com.github.tntim96	JSCover	1.0.7		156a1395c616b00b6009d409cb3f7b92a3a72538
com.github.tntim96	JSCover	1.0.8		6926f4f7fb66d25de192070586f75c41c0169005
com.github.tntim96	JSCover	1.0.9		d9c5227177160db45d364d5e8af344fc6c35917c
com.github.tntim96	JSCover	1.1.0		b3fa02473396236574fd7d2b2c8313d87d7be297
