app.cash.treehouse	app.cash.treehouse.gradle.plugin	0.1.0		N/A
me.escoffier.certs	certificate-generator	0.5.1		a8cc6250c44258edccb03de334ed4d62b77dfafb
me.escoffier.certs	certificate-generator	0.6.0		4826279ae14f3474d2001a6fc17fe2143e7d3549
me.escoffier.certs	certificate-generator	0.7.1		b7f982d250819324d12e7e4fdc47623c05d37aa8
net.automatalib	automata-modelchecking-ltsmin	0.10.0		50e6656120b97a6abf9004c969b7ba6815aecd8b
net.automatalib	automata-modelchecking-ltsmin	0.11.0		a95b9d8c050a41a2770a9ddb4583742302c1423e
net.automatalib	automata-modelchecking-ltsmin	0.12.0		c42d203e69f172949f8fad249eb342d868c4121a
net.automatalib	automata-modelchecking-ltsmin	0.12.1		a23a036109483307ab84d59c01dbef8d8060bda3
net.automatalib	automata-modelchecking-ltsmin	0.8.0		aee5563a2fe7b18fcd06be43135b39a851f38683
net.automatalib	automata-modelchecking-ltsmin	0.9.0		798811ad0f24fd1bc6b9dfc5abc4d9e1400349aa
net.exoego	aws-sdk-scalajs-facade-machinelearning-nodejs-v8_sjs0.6_2.13	0.26.1-v2-524.0		a0a9496ec3785a42369e30ad22595683694b89e9
net.exoego	aws-sdk-scalajs-facade-machinelearning-nodejs-v8_sjs0.6_2.13	0.26.1-v2.524.0		13a819c0a7055cc2a6623242e9a3ccaf8cf68fe5
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.04-15.24-b819e9793a12		6d2b6ed3f604333a75b8f9a42e9922eb0203098b
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.04-19.15-2a19721005cd		4a5c3c1ded4ba8d243cf8547ba6663e0c3161830
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-12.34-f79cb7a9ec30		88d72f51401a7cd35007086563e508c1b526a2bb
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-12.47-bc696e8da670		a53885bdb1763477bb4c7fe4951251d8911d6eef
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-13.09-68c5e29efdaf		d2ca94c0fcc582c4d9b660f4422d001eaa034e90
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-13.22-15d4168c3489		03c20af34d9081c219b963d29f7068269f82bcad
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-14.04-8f31edd8597f		1863af31498dd886dc7fe7a56f8c51d5e5319fab
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-14.45-6ce9fa39edbc		f1c1ce79bbf490b2e6226bee8112d67ae2cfdbca
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-14.46-fa6dc2fe3c08		72628795e3eecaef44586dc73350ba37b83d4022
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-14.48-ab04c64cb6bd		224bf03614f9ce0609896d221291ef4999c58419
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-14.50-53ddb88419c9		8e53e62f58e4b398580c7e0c3593bc074631067d
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.07-15.51-a1bba42f33fc		4ac2d3b25f0aeb8b540e30d89d447262ee4f6609
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.08-11.12-8f0e87a6bdb3		eae58d81bd718f1b12e1352870039d1d6db501d3
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.08-12.37-fc5b8e97668d		10fef03de1926a3c653958ba42428dc92783020d
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.09-11.55-84c21cab82d3		749797e8a5ad5dcea6125c5739431510b1fd787e
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.16-07.28-b15ecbd7e114		40eac1681afce13f67191f0ad5d4f6cea18b1eee
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.16-10.26-afc54bed6f85		67475bc021c2f1988c728d2ffe2306c7378fee85
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.16-13.18-afc54bed6f85		99994ee2ba55f7c21b5b89b154035de0e43eb9bf
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.01.16-21.19-afc54bed6f85		fe7a8c9bb035a2cd5a5de09a0138244db773560b
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.02.01-15.24-2552a2e49189		7375880776c81a50beea1197b535a72b1523bd49
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.02.04-18.50-74f9bede5375		dd08566fac2dde815f8cb54c1ff4dfd8c7ea5b4e
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.02.06-20.03-9acde4111245		16ac870f0b597795173655b9d4ddc09731b42652
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.02.21-15.06-0d69fb1f3278		12144ef580b73097e92fe09967819bd76f9da1c9
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.02.28-12.52-e0a79af1ccde		629cd8514c513416f1a7c7e408a8f75bc932b355
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.02.28-20.22-e0a79af1ccde		4104232d8b17fe8906291c743767bf6420f9998b
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.03.03-19.34-397915678050		898f4823b9a03cdfd6cc05296eaf55db20c3d7ae
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.03.04-09.22-880557851723		e71a2148078734fee1ed307ad57045f61f350e60
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.03.04-09.26-1e4b0c19c0be		76e5e453f42b13f7e478be889541027f69354f8b
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.03.05-14.13-d95264192bc7		06f0a69315d4024896d04c46089eb8be62719341
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.03.05-14.15-99dc7babdf21		f01d1a94929e58a7504c0d8676a866a1cfa6ad2a
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.03.26-11.06-58bc24a56f8e		70e6e4a1c05b557d1e86798eae20a65904970711
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.04.01-14.11-bd945ca760ae		a25dc105fd448aaafee52118271bb79f385101f5
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.04.03-23.09-56488320520a		a0df3be9eaedc8ac5db1ca2231ff7682e199aa7a
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.04.04-09.14-c6cea90b8e95		6698ef08555d1b23515120bead10ce9cba47d612
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.04.05-09.36-fbdf6a084578		229147d4b14cf703645e4f57c4270957fffc8475
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.05.23-08.28-c9a2c8477f7d		99ee35e823ebe03fde4f9c0deff8d907ac25a88f
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.05.31-14.28-6627afa127a2		05ca6616dc6c00f4a4041226a66372d7495d94af
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.06.04-10.12-7ca179183512		d9b20a8655836a443ee510bbd79f9f712b48f9ba
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.06.04-12.36-7ca179183512		d06066689457a552ebf51d16e084daef22b5f3e1
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.06.11-13.36-786a4cec3151		5cbf06fe1aad921bf33dab63780ca58ff8ca11ff
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.07.10-10.57-b55f47790a9d		38cdb565062d3ac53dbebe75cf8fa35d86a04c2e
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.07.10-12.21-b55f47790a9d		be11c5421c1166e254314ed720666f03adc005af
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.07.11-06.47-b55f47790a9d		339eac625d88065d142a609c1acda4c2cbe829de
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.08.12-12.12-4258f3dded02		e37fbc9988b4b736d329e36d9959107b2a854808
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.08.16-13.46-35cbdfd492d4		b5efdc84c1172e828ff104cadfb772c6e8283115
no.nav.tjenestespesifikasjoner	nav-fim-brukerprofil-v1-tjenestespesifikasjon	1.2019.09.25-00.21-49b69f0625e0		1ab67ed3c04abbd9ae937f1f9a7f6b86c350af6b
no.priv.bang.jdbc	jacoco-coverage-report	1.1.0		d25f1c38565f63ecf22960f59a9f2b2704de5dc6
no.priv.bang.jdbc	jacoco-coverage-report	1.1.1		e07eff29b18004a03fcc062cb7e0cfcecd33a498
no.priv.bang.jdbc	jacoco-coverage-report	1.2.0		a8ebac49e7d2b8b19bdc62039c86dcfbbbe04ecb
org.apache.geronimo.plugins	console-tomcat	2.1		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.1		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.2		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.3		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.4		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.5		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.6		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.7		N/A
org.apache.geronimo.plugins	console-tomcat	2.1.8		N/A
org.apache.geronimo.plugins	console-tomcat	2.2		N/A
org.apache.geronimo.plugins	console-tomcat	2.2.1		N/A
org.apache.geronimo.plugins	console-tomcat	3.0-M1		N/A
org.apache.geronimo.plugins	console-tomcat	3.0-beta-1		N/A
org.apache.geronimo.plugins	console-tomcat	3.0.0		N/A
org.apache.geronimo.plugins	console-tomcat	3.0.1		N/A
org.apache.streampark	streampark-flink-shims-base_2.12	2.0.0		961607aec6f563cf4cfd15b09094625e68115ad1
org.apache.streampark	streampark-flink-shims-base_2.12	2.1.0		f109b530ef6d3ca7870d96677f0f14b513659c93
org.apache.streampark	streampark-flink-shims-base_2.12	2.1.5		d5254b3e691de0131b081218ab5c344343627533
org.apache.submarine	server-api	0.3.0		cd093fa98bc12d30d4ff7e8ccf0e19ea7fc28caf
org.boofcv	boofcv-WebcamCapture	0.27		21763aee483d0b43339c0603700f4bf7311824a5
org.boofcv	boofcv-WebcamCapture	0.28		fe8ebf497f81c5c5c90c4729a3967a51c01311a5
org.boofcv	boofcv-WebcamCapture	0.29		2b4f7cf7a573c76d8c2167b4435bc73812189858
org.boofcv	boofcv-WebcamCapture	0.30		84e89b9c0786a1cc0117efb6d607f496a2bf0836
org.boofcv	boofcv-WebcamCapture	0.31		020044e9d2fd3c9a09902f1f5c4e37adcac0913f
org.boofcv	boofcv-WebcamCapture	0.32		b0e552bce1f0fb05b50ae356135d2293b4cda5ed
org.boofcv	boofcv-WebcamCapture	0.33		befb800fd57a994bdf86cd0f402c53b6defcd434
org.boofcv	boofcv-WebcamCapture	0.33.1		76ebc41fb962909fcff797f778179772ee9085d4
org.boofcv	boofcv-WebcamCapture	0.34		8248c20fdce6af47ffac33bfbcf60eff22d04236
org.boofcv	boofcv-WebcamCapture	0.35		818f0f2a31d2ba0e5bea2c16fc8e27efc91398d0
org.boofcv	boofcv-WebcamCapture	0.36		c79ce33bc5233f6e47983c6a3f1897092d97e3a8
org.boofcv	boofcv-WebcamCapture	0.36.1		de17b0853fc48edf6b73360ef0c78140f9eb6148
org.boofcv	boofcv-WebcamCapture	0.37		c517063a76bc146656b1e0adae8b43d7df48823b
org.boofcv	boofcv-WebcamCapture	0.38		11c03e3d66504392ea5640f8c47471375a29e2fd
org.boofcv	boofcv-WebcamCapture	0.39		29c8718b4ec869d29383b1a7c53dff50bc032053
org.boofcv	boofcv-WebcamCapture	0.39.1		6ff3e17d00d9bbe6727ee33d8d50cdc99ba0cc91
org.boofcv	boofcv-WebcamCapture	0.40		bf15587a88c745535d6853abae8aa3de75becda5
org.boofcv	boofcv-WebcamCapture	0.40.1		144ec33d34a6f978c4083f84f74c9d342fed7aac
org.boofcv	boofcv-WebcamCapture	0.41		c1e4843830566a0455e1f364f8cf631a188acca2
org.boofcv	boofcv-WebcamCapture	0.42		6cf5690d7c962226851d86abeeaf860f2f0e3ecc
org.boofcv	boofcv-WebcamCapture	0.43		ca64467e2631b17ddbcf31ca4b099165f3bd7767
org.boofcv	boofcv-WebcamCapture	0.43.1		3123855555f71ef8a52bba83aa90285aceec3f11
org.boofcv	boofcv-WebcamCapture	0.44		15c765979744fb4311e02ae1ef35c488afe695b0
org.boofcv	boofcv-WebcamCapture	1.0.0		e9796e448e5cb474f2f6b870a06c4b05bb74988a
org.boofcv	boofcv-WebcamCapture	1.1.0		db536baf1c8c0ad59e972e1069a79ca7053f1c54
org.boofcv	boofcv-WebcamCapture	1.1.1		277def9861662c7b9a70ecd22bbe614442295b9c
org.boofcv	boofcv-WebcamCapture	1.1.2		1a7cccdc0a3a9e966d8c3198cc7c47cae6f53aa0
org.boofcv	boofcv-WebcamCapture	1.1.3		8174d21e6f6974a71ac5936730c12abd6f35da7d
org.boofcv	boofcv-WebcamCapture	1.1.4		d3b0648390f178efd445fc8e6996a5cc412391eb
org.boofcv	boofcv-WebcamCapture	1.1.5		bc59d9841d5675478c56930c8fdc441aa75b30b0
org.boofcv	boofcv-WebcamCapture	1.1.6		cfcec6b7d7d4936b180451ce39e961faa5943c6b
org.boofcv	boofcv-WebcamCapture	1.1.7		91ffa6cc873f049455fcab9e5320c3083a3a7dbe
org.boofcv	boofcv-WebcamCapture	1.1.8		d31f63eae5192309553ad5858852d5235bf63859
org.boofcv	boofcv-WebcamCapture	1.2.0		e2d161c16baaa8db3b409f9d4b455254f1d3481b
org.boofcv	boofcv-WebcamCapture	1.2.1		38bbf82f7b1fde765cf446fe93fb5143be256bf4
org.boofcv	boofcv-WebcamCapture	1.2.2		02e9bde5cef3e5c4800d2204edf4baa6076ec841
org.bytedeco	libdc1394	2.2.5-1.5		c9751d49a8fb6ff3bc2e5c08380e07de605bcec9
org.bytedeco	libdc1394	2.2.5-1.5	linux-armhf	419fb55b3117f3a3356c090f5298b7b5e16487ce
org.bytedeco	libdc1394	2.2.5-1.5	linux-ppc64le	f17d8d72918ab04ae3e335cb183fbf77c9021ee5
org.bytedeco	libdc1394	2.2.5-1.5	linux-x86	4ff3bcfeb308376cddb8ddca93f07e2c17becf6a
org.bytedeco	libdc1394	2.2.5-1.5	linux-x86_64	cd18bbb25219cd4d2052226b0b3dc2fe05670d0d
org.bytedeco	libdc1394	2.2.5-1.5	macosx-x86_64	fc35206b9bbc8faa6c5d0411917f9292d386cf3e
org.bytedeco	libdc1394	2.2.5-1.5	windows-x86	c1e685659d146b2fc7eadbdf854c14b6f57dd9bf
org.bytedeco	libdc1394	2.2.5-1.5	windows-x86_64	33cfcf097e87a15b27b080d175be79a59987b499
org.bytedeco	libdc1394	2.2.6-1.5.1		fd2e569aaaa89c18cf1bd200002a15e4b66b549b
org.bytedeco	libdc1394	2.2.6-1.5.1	linux-arm64	56148ada9b64cb82245df5de689a027501703542
org.bytedeco	libdc1394	2.2.6-1.5.1	linux-armhf	c0f2ccce666bfb9aeacadd21c6d33a8ca0196c99
org.bytedeco	libdc1394	2.2.6-1.5.1	linux-ppc64le	1af12bd004549a00d2724309162a0936ab2ee860
org.bytedeco	libdc1394	2.2.6-1.5.1	linux-x86	1002422abd5f14b89c0c44623935486b2c3b4e1c
org.bytedeco	libdc1394	2.2.6-1.5.1	linux-x86_64	f0a34efd14ac44ede4960ce28a1176a600dd2333
org.bytedeco	libdc1394	2.2.6-1.5.1	macosx-x86_64	13cb51a6204bb2ec5b0f8cebc46ba0866fd413f3
org.bytedeco	libdc1394	2.2.6-1.5.1	windows-x86	577cafdeb062727a655accb9f6598208d73a3399
org.bytedeco	libdc1394	2.2.6-1.5.1	windows-x86_64	11a6ea71cf067b0d0514222c30b2087fcf642c17
org.bytedeco	libdc1394	2.2.6-1.5.2		308d713a700abaecded4d46ffe0b5a1ec308e970
org.bytedeco	libdc1394	2.2.6-1.5.2	linux-arm64	39b84e1e926a565185eb0fd0e16a3b58d4bffaa7
org.bytedeco	libdc1394	2.2.6-1.5.2	linux-armhf	75c7b59f7de62368e4fd636b9c4f72d16a4e2b09
org.bytedeco	libdc1394	2.2.6-1.5.2	linux-ppc64le	aa218ff1e5505c8f43af0c0ec230ebeb7661c399
org.bytedeco	libdc1394	2.2.6-1.5.2	linux-x86	d8ffa5a79d0d1e0067f6d11db766345119b74f2e
org.bytedeco	libdc1394	2.2.6-1.5.2	linux-x86_64	aa9cd5c92ee145c4c860ae00cd40b0181afac7d9
org.bytedeco	libdc1394	2.2.6-1.5.2	macosx-x86_64	ffa8177dcc6be68bfef938b5caaa41c6179326df
org.bytedeco	libdc1394	2.2.6-1.5.2	windows-x86	1a48f29b0c37eec92986b1745d52ef04920c0b8f
org.bytedeco	libdc1394	2.2.6-1.5.2	windows-x86_64	7811d3e8a0f32b0a30abf322435c2334dc89d99d
org.bytedeco	libdc1394	2.2.6-1.5.3		551184fb11237f1235023ededd320a20cca16012
org.bytedeco	libdc1394	2.2.6-1.5.3	linux-arm64	2b2a4f13da53d0755b46ff303c9f3265a7980cb8
org.bytedeco	libdc1394	2.2.6-1.5.3	linux-armhf	a26652a2af936f59cf0b1d4b278542dd271e1f38
org.bytedeco	libdc1394	2.2.6-1.5.3	linux-ppc64le	a12b3d390493d52cd25b74fe0a7e0a1cd6f96731
org.bytedeco	libdc1394	2.2.6-1.5.3	linux-x86	dc8e61650daa2596ee3ba9a719e49850489e221c
org.bytedeco	libdc1394	2.2.6-1.5.3	linux-x86_64	73179ee386c122526ca9e59fd1a334577cc4bdcd
org.bytedeco	libdc1394	2.2.6-1.5.3	macosx-x86_64	7944de7e260bf17055fa83bdc66b2897bc8eadd5
org.bytedeco	libdc1394	2.2.6-1.5.3	windows-x86	2d3c64b56705d228851c1294856dbf7f73ece4ba
org.bytedeco	libdc1394	2.2.6-1.5.3	windows-x86_64	f2d61a947458564836a4c98ea2916ddba9ca69e4
org.bytedeco	libdc1394	2.2.6-1.5.4		a03ee43c725252adbf5362bfab546f0f59eabbc9
org.bytedeco	libdc1394	2.2.6-1.5.4	linux-arm64	cbe52ac542b58f07bbac5e0b59e7b0c74f645eba
org.bytedeco	libdc1394	2.2.6-1.5.4	linux-armhf	7fa3fe188bd4701af88b8e9527e3759d7fb9800e
org.bytedeco	libdc1394	2.2.6-1.5.4	linux-ppc64le	62a26ee2aa384b3044d2c554b5b36cfff3845294
org.bytedeco	libdc1394	2.2.6-1.5.4	linux-x86	201337c7edc942e5fe59f23b47780fb1523f453c
org.bytedeco	libdc1394	2.2.6-1.5.4	linux-x86_64	331393c000bf75797992df883c005019128a5f68
org.bytedeco	libdc1394	2.2.6-1.5.4	macosx-x86_64	47f689f84d5d2b7c44a56699fea485099b4b59af
org.bytedeco	libdc1394	2.2.6-1.5.4	windows-x86	b9a8d84dd58ccc4ae991b0cd7ff64051930d1a74
org.bytedeco	libdc1394	2.2.6-1.5.4	windows-x86_64	13c3b896cb9dc4a00e2eeaedb57e5eca8457e063
org.bytedeco	libdc1394	2.2.6-1.5.5		9397d34ecccf9a6aa2ae6a22b02dc7f143d560fb
org.bytedeco	libdc1394	2.2.6-1.5.5	linux-arm64	338f538ca4e63c30ccc9b41f8a012ec0c91b18e2
org.bytedeco	libdc1394	2.2.6-1.5.5	linux-armhf	4bc8862107f39d03badb9ef6e29aa46c61b8f649
org.bytedeco	libdc1394	2.2.6-1.5.5	linux-ppc64le	544819fc589fef5258bc84e5ef01fa6f7732242d
org.bytedeco	libdc1394	2.2.6-1.5.5	linux-x86	455c986e93ba74c7d27051586d40803750b9f267
org.bytedeco	libdc1394	2.2.6-1.5.5	linux-x86_64	5d762ec2f6967bdbf66a2248fc8e9b1ef903f74a
org.bytedeco	libdc1394	2.2.6-1.5.5	macosx-x86_64	e3ac33f16bd30c5899e21c81b49c1150283b7cbf
org.bytedeco	libdc1394	2.2.6-1.5.5	windows-x86	ce216f9203527788ab2116681777d4cee882c587
org.bytedeco	libdc1394	2.2.6-1.5.5	windows-x86_64	eb21aba9e128bf45cfb6e1ea138aec58e2932a7f
org.bytedeco	libdc1394	2.2.6-1.5.6		9e3226a2616629ec5ea2978257d7517165abee7b
org.bytedeco	libdc1394	2.2.6-1.5.6	linux-arm64	aa2164d80df9e12f2a15d7cb17943a9746d38e99
org.bytedeco	libdc1394	2.2.6-1.5.6	linux-armhf	141064bebcdbecc7b6638423c5b64f4ef0ea895e
org.bytedeco	libdc1394	2.2.6-1.5.6	linux-ppc64le	3081f67faeca6fdb6962cdcea084f9127132036a
org.bytedeco	libdc1394	2.2.6-1.5.6	linux-x86	de728744297c58635d76d258ad71d6efb7f2a70b
org.bytedeco	libdc1394	2.2.6-1.5.6	linux-x86_64	eb1cba5114d52be4c08d8f3d32ec32915ed9158f
org.bytedeco	libdc1394	2.2.6-1.5.6	macosx-x86_64	cbea09854ff4da320a605df200d6066c78f242b9
org.bytedeco	libdc1394	2.2.6-1.5.6	windows-x86	ae6a72b7193934ab7d184ed9772d193b18263474
org.bytedeco	libdc1394	2.2.6-1.5.6	windows-x86_64	f48c31ae79c0b9fe01e6c66ee14cf8cae9f9aa56
org.bytedeco	libdc1394	2.2.6-1.5.7		701dd85ae73b0415d56765f9e1644b7b0ffc7d37
org.bytedeco	libdc1394	2.2.6-1.5.7	linux-arm64	0fa224530ab7932338a78f791cf1d4c7106e89e5
org.bytedeco	libdc1394	2.2.6-1.5.7	linux-armhf	66765a23ecea00cb8e3b8a957b46e13610012fef
org.bytedeco	libdc1394	2.2.6-1.5.7	linux-ppc64le	4dfedaef1389f174f3a14da5082fd7587353838b
org.bytedeco	libdc1394	2.2.6-1.5.7	linux-x86	a941cd67371d69bfa3617a0e1ccd82ad167b63ca
org.bytedeco	libdc1394	2.2.6-1.5.7	linux-x86_64	614831703fa33bd09ba55ec80cab3ce8c295983e
org.bytedeco	libdc1394	2.2.6-1.5.7	macosx-x86_64	36f247e09e9fbd8392069241fdf11b5254742bd4
org.bytedeco	libdc1394	2.2.6-1.5.7	windows-x86	ddd047d5b782564a300596a451b2cb4ed7adc14d
org.bytedeco	libdc1394	2.2.6-1.5.7	windows-x86_64	6973b400db94ff4aefede0d7dcef883088b37039
org.bytedeco	libdc1394	2.2.6-1.5.8		15607b88ddaf87732b50f5caa10865b42dc4eb41
org.bytedeco	libdc1394	2.2.6-1.5.8	linux-arm64	ed58a8386128f0e991e7c498ad2a3e79142a6f0d
org.bytedeco	libdc1394	2.2.6-1.5.8	linux-armhf	8bb3146b2606fd3203db0b85fbf12d413a47d3ab
org.bytedeco	libdc1394	2.2.6-1.5.8	linux-ppc64le	04e334392d3489169a462e14002476d55309e271
org.bytedeco	libdc1394	2.2.6-1.5.8	linux-x86	cae7781d67b64aa365d3d8dc923e29070973f59f
org.bytedeco	libdc1394	2.2.6-1.5.8	linux-x86_64	4578cff654330f95ccd0c69dcd29e33b43ce40cb
org.bytedeco	libdc1394	2.2.6-1.5.8	macosx-x86_64	c1706186c27ee8df9006608471d824faca8608fb
org.bytedeco	libdc1394	2.2.6-1.5.8	windows-x86	3217288d8bffa21cea7c1819ac3f2bd31bfde15b
org.bytedeco	libdc1394	2.2.6-1.5.8	windows-x86_64	96d498f6ef1b992cfcab61f2f06bf4f7f25d42f3
org.bytedeco	libdc1394	2.2.6-1.5.9		fa32142e37d3be048b64fb52ca51deca6d5de667
org.bytedeco	libdc1394	2.2.6-1.5.9	linux-arm64	ea94313a066e52cd2cee9b200823c807acbabccd
org.bytedeco	libdc1394	2.2.6-1.5.9	linux-armhf	e5b12f9ca1ff3f57f361c4152d1ec5505538f6e1
org.bytedeco	libdc1394	2.2.6-1.5.9	linux-ppc64le	a3084219b82faa7c61fa27e8cd3362d2baadc016
org.bytedeco	libdc1394	2.2.6-1.5.9	linux-x86	f7d9403ef3ac56375bae667c13bce4512ea3ad14
org.bytedeco	libdc1394	2.2.6-1.5.9	linux-x86_64	7acad7231f224ff3cdf47c484ef3fa6f20963659
org.bytedeco	libdc1394	2.2.6-1.5.9	macosx-x86_64	d27a2a94a6eb8bf3c41c4db0a521950efd08e0a1
org.bytedeco	libdc1394	2.2.6-1.5.9	windows-x86	e5be5dc0f4e6c786adbe2ae17ed0044df86d615b
org.bytedeco	libdc1394	2.2.6-1.5.9	windows-x86_64	d82e9b05c5b4c2fd4a70b9c95ecdaf53cd7f672d
org.danbrough.touchlab	sqliter-driver-tvosarm64	1.2.1		N/A
org.danbrough.touchlab	sqliter-driver-tvosarm64	1.2.1	metadata	86a217a6603f152c9d3b65bea11ae0ac05eaf7fc
org.eclipse.ditto	ditto-signals-announcements	2.0.0-M2		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.alpha0		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.alpha1		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.alpha2		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.alpha3		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.beta0		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.beta1		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.beta2		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.beta3		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.0.beta4		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.1		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.10		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.11		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.12		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.13		N/A
org.eclipse.jetty.ee9.demos	jetty-ee9-demo-spec	12.0.14		N/A
