asia.redact.bracket.properties	pcompiler-maven-plugin	1.0.0		a42dcaa58393fbfd87e255b480d308eae7cb87af
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.0		2f289f25ea2cd9c938dd0531186985fe49f7e810
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.0	sql-jar	d4191ba5930b789b1a3378ef3201031f2e5acee6
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.1		ac1ea627124a5fe17ea2485cf0c814d4228b0c5f
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.1	sql-jar	1f3f7b67c7ec36261b527fc5f55e2ab8be556641
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.2		f2cca4480bff3c60a95d8960a9a2b56e3c1cc538
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.2	sql-jar	d8fa0b25f868ddaa988f2c3dba08d62944846862
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.3		1ccdf9e1820b607f034584166b0195736d241468
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.3	sql-jar	c6caca55c89dbad5500d3175ae78ba968f7aac56
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.4		81ccac28c1aa6ff3325b599214fe08cd4f5c1330
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.2.4	sql-jar	e0491671d1b0825ea8a58e0e0fe330255f06906e
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.3.0		5d36df094f5d82320a02fe4aaf029ea1bc3fe0c7
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.3.0	sql-jar	840eae56fe9dbc07e136c63716899337a72bf410
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.4.0		63098a2242f74d985d0377d08de1ce97e6e99d9d
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.4.0	sql-jar	ae7cf7b7017f7d50601b4519baa479220eda9ef7
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.6.4		c9aed5e1a72c688246bb774ecbc16a020b4d8c47
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.6.4	sql-jar	4c110298b955046dd1aeebbbe4f82d066e6b59b5
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.6.8		beee82296b408f1393f61bb974def36b6e95a7fe
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.6.8	sql-jar	33c878e942b61767a1dcecdd078e149da729a955
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.7.0		214543d379e00a054f29b307ff116c90beeb081f
com.alibaba.blink	flink-connector-kafka-0.10_2.11	blink-3.7.0	sql-jar	6518b04e478c2d985730e3d1f457d0b9c3116ef4
com.aoindustries	ao-collections-book	1.0.0		6d9633fb9f8101cede8ac4aabf07227a4ba49d75
com.aoindustries	ao-collections-book	1.1.0		253944dc1da478c2bab93d783e3ba35c6436aae0
com.aoindustries	ao-collections-book	1.2.0		62cc7914183fbfe33f4c98526113ecd4a63b1a77
com.aoindustries	ao-collections-book	2.0.0		N/A
com.aoindustries	ao-messaging-bom	1.1.1		N/A
com.aoindustries	ao-messaging-bom	1.2.0		N/A
com.aoindustries	ao-messaging-bom	1.2.1		N/A
com.aoindustries	ao-messaging-bom	2.0.0		N/A
com.aoindustries	ao-messaging-bom	3.0.0		N/A
com.asialjim.microapplet	commons-security-web	1.0.0		c3fcd2cd4b99e400cf8a3aa224dd02b71151347c
com.asialjim.microapplet	commons-security-web	1.0.1		523974e79b4d9463abfb369bfaf04d1cb59daabc
com.asialjim.microapplet	commons-security-web	1.0.2		bf569fe58a49df1ea1d3580e756df118635e3e54
com.asialjim.microapplet	commons-security-web	1.1.0		3c91da5f867faf7673445a5cc2fa3bd06cb5b6ed
com.bazaarvoice.emodb	emodb-databus-client2	6.5.10		225c096ad7d45d36756234721c42226287b56b84
com.bazaarvoice.emodb	emodb-databus-client2	6.5.11		47cb86737f73b8215f265d11c8502b1b4f633062
com.bazaarvoice.emodb	emodb-databus-client2	6.5.12		fe3029c68cf6c425562d8991d5b80d4dd9bfa4ca
com.bazaarvoice.emodb	emodb-databus-client2	6.5.13		77f374f8acecc0216ae19e06bc8e0e61498ebe78
com.bazaarvoice.emodb	emodb-databus-client2	6.5.14		e53c566819aebd0d5e6eb5d31376753b5644f456
com.bazaarvoice.emodb	emodb-databus-client2	6.5.15		49c2dcacef3a01e938bb12988ddece12c975685e
com.bazaarvoice.emodb	emodb-databus-client2	6.5.16		dc2b49ce611bbd83692b64fafc2a47833d71e06e
com.bazaarvoice.emodb	emodb-databus-client2	6.5.17		a2648e5f8f1e27c6caa454292c2f5955772589e6
com.bazaarvoice.emodb	emodb-databus-client2	6.5.22		8dd15f7d059b543440ca69bd5d14b79bf2d63647
com.bazaarvoice.emodb	emodb-databus-client2	6.5.22.2		8f614b33566ddd3c7a994211bb488d78a729142e
com.bazaarvoice.emodb	emodb-databus-client2	6.5.23		11cb4106e9a3d3c1419e3d97e9c094c7b544beec
com.bazaarvoice.emodb	emodb-databus-client2	6.5.24		c7a7731deb8e850666b96e9a1933ff8c6073f01e
com.bazaarvoice.emodb	emodb-databus-client2	6.5.25		0eba7bf1732e1d4975648db8add0f6c896df8dc0
com.bazaarvoice.emodb	emodb-databus-client2	6.5.26		d99c548770af75006a6a022bb1cc9dede4a4d167
com.bazaarvoice.emodb	emodb-databus-client2	6.5.27		b88ec9417dc9f30249057a285eedd17653cc2e65
com.bazaarvoice.emodb	emodb-databus-client2	6.5.9		d5f79228b34c4ae263c4cdef8adcc74795f43d95
com.foursoft.harness.vec	vec-v12x	0.1.0		520b6e4c5df1ca58fe6ff1681d14d89bff189d38
com.foursoft.harness.vec	vec-v12x	2.0.0		835b8aac94f7ba44bf4cdb28405409460cb5112f
com.foursoft.harness.vec	vec-v12x	2.0.1		fb5853be36c11e21ecb85737ea116c5000a83335
com.foursoft.harness.vec	vec-v12x	2.1.0		d07c9b54023b0790dab407c710c6196754637891
com.foursoft.harness.vec	vec-v12x	2.1.1		439091a0b349307195f0f6386c1bdf90a17fb5f8
com.foursoft.harness.vec	vec-v12x	2.1.2		b2343c3b5670b6fdba314ca5948373deb4892c25
com.foursoft.harness.vec	vec-v12x	2.1.3		d4a1e5a26c93a8ae02a1e4bdec42916824d1944a
com.foursoft.harness.vec	vec-v12x	2.2.0		80a61e50d60156e0cbdeac61228c4509865cf644
com.foursoft.harness.vec	vec-v12x	4.0.0		8686d574a66dcc9aaf6ef6675fc902742d86b1ea
com.foursoft.harness.vec	vec-v12x	5.0.0		cce31afa585e90242f21eb98c1a6aecc7bb6f427
com.foursoft.harness.vec	vec-v12x	5.1.0		301fc5e05d68300e7707ac8cf13a9f9adfe3d021
com.foursoft.harness.vec	vec-v12x	5.2.0		61583eef35afba2ab005098ce4436a33f7470e21
com.foursoft.harness.vec	vec-v12x	5.3.0		e6f6f4735f258fc24271d2742a443f4ac61c9ff7
com.foursoft.harness.vec	vec-v12x	5.4.0		e2c0de2854ba6ca79287162c530f78dfc92c771f
com.foursoft.harness.vec	vec-v12x	5.4.1		d637e64ed5850f95fa5a9b417821fbf360f43431
com.github.antelopeframework	antelope-commons	1		67e66699a47552fcd856c0ef6d82c17afe2d59ca
com.github.antelopeframework	antelope-commons	1.0.0		6bd6f94ebb88d427bd3b407b5499752278c9b3e7
com.github.freegeese	easy-excel	0.0.1		ba15c0b52843832c4a11f694e49603430e9a3308
com.github.freegeese	easy-excel	1.0.1		43f2750c204880db5bd2ec81cf46fa10dbd47d3f
com.github.freegeese	easy-excel	1.0.3		eb0ab64621bf2b06eba00b8effdedf93ed44caff
com.github.gaojh	flyingboot-rabbitmq-starter	1.0.0		4743edc887c1624f60a828a0849a56569f583af1
com.github.lolgab	mill-mima_mill0.11.0-M9_2.13	0.0.20		e83792d923de0102e3a7aa9746b436cd809af31f
com.github.mkopylec	session-couchbase-spring-boot-starter	1.0.0		d40227e665f5f865eed5ea6506214e911b5fb22a
com.github.mkopylec	session-couchbase-spring-boot-starter	1.1.0		cf576073dc12a772b1dccc6102b83e8a80db5d78
com.github.mkopylec	session-couchbase-spring-boot-starter	1.1.1		8af972b23c90a9378a3afa28654be78612ed7419
com.github.mkopylec	session-couchbase-spring-boot-starter	1.1.2		d819b9755426ec07b944f7f52a22a28b6ba81f4f
com.github.mkopylec	session-couchbase-spring-boot-starter	1.1.3		f22278b5bcaa10b4a77474b64e247ca2ab96f7c4
com.github.mkopylec	session-couchbase-spring-boot-starter	1.2.0		afd4049df2c59f7db33565331a83da05716dc4d9
com.github.mkopylec	session-couchbase-spring-boot-starter	1.2.1		d8c8e928d684460b4da0cb2b8acc1ee9617740a6
com.github.mkopylec	session-couchbase-spring-boot-starter	1.2.2		94b57941c7160ed69cddfb83d0d1c2c0942957b1
com.github.mkopylec	session-couchbase-spring-boot-starter	2.0.0		b0eb9356f096121ae53547c03aba46cf34aadac1
com.github.mkopylec	session-couchbase-spring-boot-starter	2.0.1		453b6a1f801050040371548e3d9e3f920da4351c
com.github.mkopylec	session-couchbase-spring-boot-starter	2.0.2		43605f35c6236a3e72b97d1d2e5e5044b50b43ae
com.github.mkopylec	session-couchbase-spring-boot-starter	2.0.3		7e37efa88335e1cc96cc3aeec9fc0adb3d664e61
com.github.mkopylec	session-couchbase-spring-boot-starter	2.1.0		fdfcdb2bb2ea02e377326465349a6a32c6bbf3ab
com.github.mkopylec	session-couchbase-spring-boot-starter	2.1.1		53860b90c22745a8a0a6141a0c8334caa0655d2a
com.github.mkopylec	session-couchbase-spring-boot-starter	2.1.2		e40d1b56bd517c753417ed38a49b1a0f299be528
com.github.mkopylec	session-couchbase-spring-boot-starter	2.2.0		66456ad8b429c4585b76573c044c1f1f144b2898
com.github.mkopylec	session-couchbase-spring-boot-starter	3.0.0		34c5584e624c9a5c7718111759f1d386ea3f0f9f
com.github.mkopylec	session-couchbase-spring-boot-starter	3.1.0		83708fc554c8168fbfadaf1468ef59827f30a531
com.github.mkopylec	session-couchbase-spring-boot-starter	3.1.1		500326ffd7550309b2d62a1720d6dd47c73cb5ab
com.github.privaliatech	gingerspec	1.0.0		481e70cc3d17d1efcdffd3f9e197792a847f8644
com.github.privaliatech	gingerspec	1.0.1		2aeb9b56e7964a3a8a7b7abe562d7b9a0c73f22e
com.github.privaliatech	gingerspec	1.0.1-RC1		9dd4b1e7d0dd85f5dc6383e97ba661e1876155b1
com.github.privaliatech	gingerspec	2.0.0		684375141724761c926c9a30289bfe69aa6d7c27
com.github.privaliatech	gingerspec	2.0.0-RC1		fe9882dc332e01756e9fb4c2d12fa69de5c3e433
com.github.privaliatech	gingerspec	2.0.0-RC2		459357400666b9564a0d46ccb2411b2ed25f6cd5
com.github.privaliatech	gingerspec	2.0.0-RC3		04a5161e0420b50e8bfe572aa1877cf4c6aee056
com.github.privaliatech	gingerspec	2.0.0-RC4		e0a1c633ee35f9949c1b940d5343395e5bf1f5d0
com.github.privaliatech	gingerspec	2.0.1		2465f418e808e85a63fde280ed4623db61cb11c8
com.github.privaliatech	gingerspec	2.0.2		3fcd3fbbe26ff0abe1722f1501bad7e71bd60fd1
com.github.privaliatech	gingerspec	2.0.3		c74c332132e33e3468682797d6d3c25f69767ce7
com.github.privaliatech	gingerspec	2.0.4		b4095b0c4271442895ede3df5a046f44643cf18d
com.github.privaliatech	gingerspec	2.1.0		6c5d0762524c30c1608f4f68aa6449e60654d4f1
com.github.privaliatech	gingerspec	2.1.0-RC1		ad42896cb4890d454dd6db392e985d10ead2244d
com.github.privaliatech	gingerspec	2.1.0-RC2		818c314c13463831dcb4e796412072ddc0fc1dd4
com.github.privaliatech	gingerspec	2.1.0-RC3		5c073587f68c89b3dae366d83746f7402d157d0c
com.github.privaliatech	gingerspec	2.1.1		0db28fd31653551bb30ec157f35fd0e6423a3f65
com.github.privaliatech	gingerspec	2.1.2		8986a7866a182489f7a8dcd46b2653507895e4d4
com.github.privaliatech	gingerspec	2.1.2-RC1		983de1d733bc75e9c0c6b55ff172c87e6c71f6d3
com.github.privaliatech	gingerspec	2.1.2-RC2		c83c34c775895ae31f845e9adef7612251529c4c
com.github.privaliatech	gingerspec	2.1.2-RC3		c13b7366289f952023771effd38751e1b4f8efce
com.github.privaliatech	gingerspec	2.1.3		feeff8974b703d880d35979220159eaa038dc2c6
com.github.privaliatech	gingerspec	2.1.4		147963051974de2af3dc313aaf759eba991287f0
com.github.privaliatech	gingerspec	2.1.5		50f409319dfcef0cd3d556b161c1f40c4a24db5f
com.github.privaliatech	gingerspec	2.2.0		89458fe374724d0fe22a73c0bcd562395d39143b
com.github.privaliatech	gingerspec	2.2.0-RC1		205dd6aee71ea34faf3814809479529b1787e3b9
com.github.privaliatech	gingerspec	2.2.0-RC2		c732be6576325a6dbe9e2dc4613ce6888043d355
com.github.privaliatech	gingerspec	2.2.0-RC3		bb043c7f7491aefa0d262c07cff7e51c2b527df3
com.github.privaliatech	gingerspec	2.2.0-RC4		e944077982891df0c796f2d857139996f8c86b91
com.github.privaliatech	gingerspec	2.2.1		8f1378b211a8775f99c0f4896dd7c4a6500996ef
com.github.privaliatech	gingerspec	2.2.1-RC1		cfdd9ddbb7dae9b18d3c109e42c14198f2be56e9
com.github.privaliatech	gingerspec	2.2.1-RC2		859830915d8b1c33f4b081bdbfe7397dcc7a5ab4
com.github.privaliatech	gingerspec	2.2.10		ccd102cb122b8c514403655b2efcf7f103b587bb
com.github.privaliatech	gingerspec	2.2.11		65d6fcf0d2c3d14c95c6226704a2f6fb7c1ef597
com.github.privaliatech	gingerspec	2.2.12		12b33d38ca414559aad2709221f3406386718b25
com.github.privaliatech	gingerspec	2.2.13		29c09013a1e639c714b3bad6e10bebcdda8b741a
com.github.privaliatech	gingerspec	2.2.14		b72c5c6681dfbb36002a99cf030d18fcd037c1a6
com.github.privaliatech	gingerspec	2.2.15		29167a3ac63d2502e15ab65807cd3a86cb2db89d
com.github.privaliatech	gingerspec	2.2.16		bed4f845031c99d138e2702c52c0ad5cf04dfdc3
com.github.privaliatech	gingerspec	2.2.2		3aa66545a9959638ca8cc133a11151d79e8bbd87
com.github.privaliatech	gingerspec	2.2.3		3562bbcb98e918156b4d5942f75a55f186ff6957
com.github.privaliatech	gingerspec	2.2.4		ff2c00215a65aacf7a731a07ce969bb1ca763b49
com.github.privaliatech	gingerspec	2.2.5		d319a1b8a7081c299077c3b301bff324fa9dc604
com.github.privaliatech	gingerspec	2.2.6		c41ee4e26db7ee4833bcb1705e0b22cd38a8f7bf
com.github.privaliatech	gingerspec	2.2.7		96f6f8ea25358c8854c26720295dbcdeb1504761
com.github.privaliatech	gingerspec	2.2.8		fd30e228fc181d226e182c818b096f8daaaa9eeb
com.github.privaliatech	gingerspec	2.2.9		21dbfc8fdead5d8a421b06984d440e0bed7b6525
com.github.scalaprops	scalaprops-scalazlaws_2.12.0-M5	0.3.2		6e272375810dcb883e0bb27564e7ae4876036326
com.github.scalaprops	scalaprops-scalazlaws_2.12.0-M5	0.3.3		69ed457462d77b86bcea2d62af7ee0a47d113141
com.github.scalaprops	scalaprops-scalazlaws_2.12.0-M5	0.3.4		4fe2805c84e44b99df3ee074960dc15a5d26c578
com.github.tototoshi	csv2xls_2.13	0.1.0		9e6e359572a4b22f21e942f02c10e27dc71bc923
com.link-intersystems.dbunit.testcontainers	lis-dbunit-testcontainers-core-integration-tests	1.1.1		5e11e094656157260883372ba11e99fbff5f7506
com.link-intersystems.dbunit.testcontainers	lis-dbunit-testcontainers-core-integration-tests	1.2.0		6646b393780ae3aaff50d04d6cd2b22bfc851387
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.17		N/A
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.17	metadata	8681c45d0cb6876de08c0e8d1f0238892b9a2010
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.18		N/A
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.18	metadata	49ca53129be56a4b388219c750fc1893883b0a61
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.19		N/A
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.19	metadata	c31dba29db23daffce5c1e246382db563c1cc503
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.20		N/A
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.20	metadata	beb4c8195ce8b0458022c45192fa52801d39699b
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.21		N/A
com.michael-bull.kotlin-result	kotlin-result-tvosx64	1.1.21	metadata	a5ae0e3814f012375842a31fb24d332b347a01b9
com.michael-bull.kotlin-result	kotlin-result-tvosx64	2.0.0		N/A
com.michael-bull.kotlin-result	kotlin-result-tvosx64	2.0.0	metadata	3b2a1f3280eec0ea4168c135d696315407f94604
com.michael-bull.kotlin-result	kotlin-result-tvosx64	2.0.1		N/A
com.michael-bull.kotlin-result	kotlin-result-tvosx64	2.0.1	metadata	10e9af54332af4d80113f055204c90a6c6f9a00f
com.mob.sdk.push	mobpush-api-java-client	1.0.0		7a12f34c0bc73c6b6c83c17ec5dc1310bcaa4693
com.monchstudio.image	pngquant-png	1.0.0		dd2161da8dc54ecf593c2dcc2f325b389a484e9a
com.oracle.cloud.spring	spring-cloud-oci-function	1.0.1		603436cba534a5888c2aff63eee00413019237f8
com.oracle.cloud.spring	spring-cloud-oci-function	1.1.0		db5e7198d6c3396f01e098941ffb43e178f64db4
com.oracle.cloud.spring	spring-cloud-oci-function	1.2.0		f30fbf95d10b7f22ca00709a66a2bc8457f0b13b
com.oracle.cloud.spring	spring-cloud-oci-function	1.3.0		551c8970df71464e89d89d4888d0e1b064162c6d
com.oracle.cloud.spring	spring-cloud-oci-function	1.3.1		cdf35dcdede7242b1d16aaeafb8ab50c8fd281ac
com.oracle.cloud.spring	spring-cloud-oci-function	1.4.0		49fa7eb761af7bd7023da141d0e56b656bf77482
com.oracle.cloud.spring	spring-cloud-oci-function	1.4.1		20243cc03de1228d283a64b6b01a754b039cbd2a
com.qrolik	utility	0.1.0		N/A
com.qrolik	utility	1.0.0		N/A
com.qrolik	utility	1.0.1		N/A
com.qrolik	utility	1.0.2		N/A
com.qrolik	utility	1.0.3		N/A
com.qrolik	utility	1.0.4		N/A
com.qrolik	utility	1.0.5		N/A
com.qrolik	utility	1.5.0		N/A
com.qrolik	utility	1.5.0.1		N/A
com.qrolik	utility	1.5.0.2		N/A
com.risingwave	risingwave-java-root	0.1.0		N/A
com.saveourtool.cosv4k	cosv4k-linuxx64	0.0.10		N/A
com.saveourtool.cosv4k	cosv4k-linuxx64	0.0.11		N/A
com.saveourtool.cosv4k	cosv4k-linuxx64	0.0.12		N/A
com.saveourtool.cosv4k	cosv4k-linuxx64	0.0.13		N/A
com.saveourtool.cosv4k	cosv4k-linuxx64	0.0.14		N/A
com.softwaremill.diffx	diffx-utest_2.13	0.4.3		8bbae086236d441eb31f201df36c282b820c7ce6
com.softwaremill.diffx	diffx-utest_2.13	0.4.4		5677fdb543aea9613d5572dca9f3a41aa77dd622
com.softwaremill.diffx	diffx-utest_2.13	0.4.5		dc368f882c8a76750bc4bef1bfb6c4719f7dcf60
com.softwaremill.diffx	diffx-utest_2.13	0.5.0		199aff0a7232d8829d6489434eb8230ac646164c
com.softwaremill.diffx	diffx-utest_2.13	0.5.1		5c1a1f83f9649c56f4fe1e26ac1dc251eb44682d
com.softwaremill.diffx	diffx-utest_2.13	0.5.2		fc5c8e300d5d5eaf8637378f98bbcbddb7b91dff
com.softwaremill.diffx	diffx-utest_2.13	0.5.3		9ed61ced75a2067cebb9dd213cd9fdfe5854d09c
com.softwaremill.diffx	diffx-utest_2.13	0.5.4		96f7687ba5adfda8be1f5a878f7dc656d6a8cfca
com.softwaremill.diffx	diffx-utest_2.13	0.5.5		3256fb9406c5c9c26bc9adaa2c55c600f15d849d
com.softwaremill.diffx	diffx-utest_2.13	0.5.6		a426a1b8da7c5eb4d4d98713f168f9e231fcfe66
com.softwaremill.diffx	diffx-utest_2.13	0.6.0		5718db96d825b205d8e71fbaf3faa1581ea34a8c
com.softwaremill.diffx	diffx-utest_2.13	0.7.0		d7b023dca27bd51285e3e781bda2199dc674fa81
com.softwaremill.diffx	diffx-utest_2.13	0.7.1		1c5b10fa830d72d9b3bdc431e1793da2a2ac614b
com.softwaremill.diffx	diffx-utest_2.13	0.8.0		dbe7e03f99bcd6ccb01a9412da3125c4c30f4793
com.softwaremill.diffx	diffx-utest_2.13	0.8.1		b4a5c0afa1ee08de59fe793db58f6ce2f78a6c0e
com.softwaremill.diffx	diffx-utest_2.13	0.8.2		84e92ba177f71ec92dad28b362217c5ebb1cba7b
com.softwaremill.diffx	diffx-utest_2.13	0.8.3		c987df287224645a03301e57bc69fa2a01b6dcd6
com.softwaremill.diffx	diffx-utest_2.13	0.9.0		2a04275e931307e6e953036cdccaaa38b0139ea9
com.vertispan.rpc	workers	1.0-alpha-1		f9bcebbd401c1a33db9fd1911217a75afc32206c
com.vertispan.rpc	workers	1.0-alpha-2		9c81421cfd74bcff48b9dec4a175a201bac1eb06
com.vertispan.rpc	workers	1.0-alpha-3		b67c3f1ea41ca3cf8ffc15cadcdeb9315bfd1f1c
com.vertispan.rpc	workers	1.0-alpha-4		d394bbe90a331e0376ce6565db9d470e98e64c10
com.vertispan.rpc	workers	1.0-alpha-5		20b9d10b1db5b5f52be16986136fba9a9767a7b9
com.vertispan.rpc	workers	1.0-alpha-6		32934a6a66619e145884da65548ca7a6c743480f
com.vertispan.rpc	workers	1.0-alpha-6.1		9c4b52b8e3839f1855acc3e308dff0c8af8ac026
com.vertispan.rpc	workers	1.0-alpha-6.2		d58373d36c2f2afb12afc6c5d517ae387f9e03a0
com.vertispan.rpc	workers	1.0-alpha-7		e6ff41c02123f8a9ac3e25913538b0ef23c1725b
com.vertispan.rpc	workers	1.0-alpha-8		3aa9bee585c0d91b4558a8e12d8a02ebbe678daa
com.wizzdi	flexicore-boot-security-adapter	1.0.0		8e9ba85ab4667662ae0094c8744838aec4ba0720
com.wizzdi	flexicore-boot-security-adapter	1.0.1		b44ca12ccefa0f2d7b097610ad3f3cbb1f81ec42
com.wizzdi	flexicore-boot-security-adapter	1.0.2		966253c6467f49324438caa79d296b9e9f0bd829
com.wizzdi	flexicore-boot-security-adapter	1.0.3		7c9a76165121455ba392b02756c11ddea071d740
com.wizzdi	flexicore-boot-security-adapter	1.1.0		684c7894fd2a6fc6571502cc4320c320fea77619
com.wizzdi	flexicore-boot-security-adapter	1.1.1		eca0025c90b73ed2f4c62afa13d825bfa7c8270d
com.wizzdi	flexicore-boot-security-adapter	1.1.2		e461517056e06f14aaffbd8b2d4bb117ba555169
com.wizzdi	flexicore-boot-security-adapter	2.0.0		1a1f43ee1ebff5662a541105d8427e89a7560dc6
com.wizzdi	flexicore-boot-security-adapter	2.0.1		cdb75ccb66afae9f445dfb7a3e135c9372d7a183
com.wizzdi	flexicore-boot-security-adapter	3.0.0		273729539f4a6ed3ed35df2a5e0d1c19fa5cb22d
com.wizzdi	flexicore-boot-security-adapter	4.0.5		d4b83a7aeb2ebfe06afa8e9b57102651037e81b1
com.wizzdi	flexicore-boot-security-adapter	4.0.6		49bc3078b20b0b08473902efea237f45531bef37
com.wizzdi	flexicore-boot-security-adapter	4.0.7		9e6823334edbd5f1a09c82df0e0f0ad695a55a5c
com.wizzdi	flexicore-boot-security-adapter	4.0.8		4164127e8d15590ea496004c5e3a37e5b0d1cc88
com.wizzdi	flexicore-boot-security-adapter	4.0.9		6b491284ee7235816936368c7ab9b138e9c49c12
com.wizzdi	flexicore-boot-security-adapter	4.1.1		0545d087f6cbf86c36a25720e117d6fbb0cfd3a6
com.wizzdi	flexicore-boot-security-adapter	4.1.10		883cb648e1e351d401f805854acc30e9975f8edc
com.wizzdi	flexicore-boot-security-adapter	4.1.11		1fe3a35789c7599253c307e42ba79b816bbd074f
com.wizzdi	flexicore-boot-security-adapter	4.1.12		3b4e8e11faf9ff3bf3a2b13cee5a5405f2eb2c79
com.wizzdi	flexicore-boot-security-adapter	4.1.13		2698841e602dd86867f91401a7e39c6b16f28655
com.wizzdi	flexicore-boot-security-adapter	4.1.14		70554a13c645165cb1fa3f4f3415d254c13ba469
com.wizzdi	flexicore-boot-security-adapter	4.1.15		74fd13083f31fae630c3fe077bea038a6c96e0b7
com.wizzdi	flexicore-boot-security-adapter	4.1.2		07a143ff80460d96efea0cbba0f896d4db96f39a
com.wizzdi	flexicore-boot-security-adapter	4.1.3		cb82e4d39a2aa359e5b002cf4907a991eae5dd78
com.wizzdi	flexicore-boot-security-adapter	4.1.4		613b13c5095f6af49195bd16c73f5d83dd4950a0
com.wizzdi	flexicore-boot-security-adapter	4.1.5		725c889ec0d6eb6c7a5c1d7243e153b125e44128
com.wizzdi	flexicore-boot-security-adapter	4.1.6		94b00256320cf345d83b44973c998fda75055d2a
com.wizzdi	flexicore-boot-security-adapter	4.1.7		c21032f721b0ee4b5cf94b779212750e51f9942e
com.wizzdi	flexicore-boot-security-adapter	4.1.8		ac07bab9d2f49c3ae58029b7facf72a751d682ed
com.wizzdi	flexicore-boot-security-adapter	4.1.9		6c5f3c9c8eb8b8baf255faf2e7a7e3fa69f610c1
com.wizzdi	flexicore-boot-security-adapter	5.0.1		0f99b5e48ecd5d99d41052d9a3ea742fdba8cd00
com.wizzdi	flexicore-boot-security-adapter	5.0.2		39dfa21d8799ae23380afba9aa9eb98c154e3ace
com.wizzdi	flexicore-boot-security-adapter	5.0.3		6e0b4c558f6860f90b3014c024a94d3addde5902
com.wizzdi	flexicore-boot-security-adapter	5.0.4		1923ee2ee86a55d92bcd1ce37841e1e240f0f70f
com.wizzdi	flexicore-boot-security-adapter	5.0.5		8d38295d5bb5709fada6399d95bfbaaa79cc609e
com.wizzdi	flexicore-boot-security-adapter	5.0.6		d7c5b5cbb0c2037f9a360a39c0aa794842abe035
com.wizzdi	flexicore-boot-security-adapter	5.0.7		9ab736436ae57466c0b670266f2d9bebeec80589
com.wizzdi	flexicore-boot-security-adapter	5.0.8		d1250f8ed312defbc967ffa8d001d53c57e2303d
com.wizzdi	flexicore-boot-security-adapter	5.0.9		ac45871cbd7aa02c47d317b3b5ff1373501b413a
com.wizzdi	flexicore-boot-security-adapter	6.0.1		520ee19e0075eb6cde09cf76d8ddfc4389bfcc34
com.wizzdi	flexicore-boot-security-adapter	6.0.2		10c804c91ff6bba48990dcd6974dcee3e13099f4
com.wizzdi	flexicore-boot-security-adapter	6.0.3		300f949b020bf0d0b9b9e2cf7d1f97d8772a774a
com.wizzdi	flexicore-boot-security-adapter	6.0.4		1cd09830c48403374a255eb1e0a85607ab2b47de
com.wizzdi	flexicore-boot-security-adapter	6.1.1		cc5e848273b2bc872089cd4e65934dbb915a1ef9
com.wizzdi	flexicore-boot-security-adapter	6.1.2		18536ce50e803749ce4336573b62cf16caf42973
com.wizzdi	flexicore-boot-security-adapter	6.1.3		77fed6963bcf5a433d5b2a9e4dc20bf66a71737f
com.wizzdi	flexicore-boot-security-adapter	6.1.4		6545d3ed52a9aded26f1cde9102ccae83c85b3d7
com.wizzdi	flexicore-boot-security-adapter	6.1.5		32d816d295c44290f482f990ce16a7969150d0bf
com.wizzdi	flexicore-boot-security-adapter	6.1.6		f2043acd4b82f34814032751eff61b5439a76f16
com.wizzdi	flexicore-boot-security-adapter	6.1.7		c5e08fad16dda015870cf11158b5ddd15dd61c1e
com.wizzdi	flexicore-boot-security-adapter	7.0.1		7a2d28b93eb1a7fb3a4decf37e40b039f1cabac1
com.wizzdi	flexicore-boot-security-adapter	7.0.10		d148def03c32909280c76055ede8dbfa6bc0b08b
