ai.djl.dlr	dlr-native-auto	1.6.0	-	74af89a315a802290f292a1f72d0691ad063492e
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.6.2	0.6.2-metadata	5f469822a25e1a3b7be4b87d714cc77c487fe224
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.6.3	0.6.3-metadata	b8d7f1a7a0ae450a66a2f396739eb24ba8cba56d
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.6.4	0.6.4-metadata	9ce226bee926acd1ff64a9d3ab34b6d373ffbe0a
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.7.0	0.7.0-metadata	096a434e22022fb3381df025f0d5d497a3598b5d
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.7.0-preview.2.0.0-RC2	0.7.0-preview.2.0.0-RC2-metadata	66e64ca23718a9834376f51b32bc2f4e203d22d6
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.7.0-preview.2.0.0-RC3	0.7.0-preview.2.0.0-RC3-metadata	4062ad0b56cca2363ccd3196c0139e7cae0acc28
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.7.1	0.7.1-metadata	5136963fd02170e8e3e31a1d77b7026afc37c88e
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.7.1-preview.2.0.0-RC3	0.7.1-preview.2.0.0-RC3-metadata	77d6cf04e83900f2ca30402339c0b06b1112eb8b
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.7.2	0.7.2-metadata	6d08b54c706f4a69136a7dfeee781812bffff7fe
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.7.2-preview.2.0.0-RC3	0.7.2-preview.2.0.0-RC3-metadata	04726a2e23735b886213de4e752c7f2c08964572
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.8.0	0.8.0-metadata	3ade6c116154ae668ddbbc05853b54facec01ee6
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.8.1	0.8.1-metadata	5206457145adb06a8d8e0bdf2090cdfd93e8c3dd
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.8.2	0.8.2-metadata	353c711aa481455c7ec2d74a8c92af67a32450fc
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.8.3	0.8.3-metadata	983ad14ee165aa238c727b10080b028efc321493
co.touchlab.skie	runtime-kotlin-watchosarm64__kgp_1.8.0	0.8.4	0.8.4-metadata	0f429873c7380630f697931c921a1bc53c2bc404
com.47deg	freestyle-monix_sjs0.6_2.12	0.1.0	-	703aae777166b8fa4a13032c3ba01fef121c15f2
com.abiquo	api-model-transport	2.2.0.1	-	e6d0ff3494e8b0918b34abc58e3d7fc944928162
com.abiquo	api-model-transport	2.3.0	-	7e1ec0dc256f9c28a616b00e4427594eb651683d
com.abiquo	api-model-transport	2.6.0	-	4d492e5c557bf25af58ac3d3a318748eb1035861
com.abiquo	api-model-transport	2.6.1	-	bbb3f0664aab4da019c89f2dc5985f12c208a978
com.abiquo	api-model-transport	3.0.0	-	198eaea1b639ef44e11e8e621f665f286864939c
com.abiquo	api-model-transport	3.1.0	-	92f2da7d89496496d1d6871036e9d04ef510e97a
com.abiquo	api-model-transport	3.1.3	-	2ed15d47cbb7ba95e13f66048a56165efbf15265
com.abiquo	api-model-transport	3.10.0	-	9567ebefb234ad929811c27f1915b339613c73f2
com.abiquo	api-model-transport	3.10.1	-	509b13ad1199b97481510111431eb238c93beae4
com.abiquo	api-model-transport	3.10.5	-	676a2290161fa535b3678f67984550cb1b573116
com.abiquo	api-model-transport	3.10.6	-	0df4c6826850036d65db989dc4385b68951457ef
com.abiquo	api-model-transport	3.10.7	-	f5a844b93faaaaf676aa9356fdd78099d1e856a4
com.abiquo	api-model-transport	3.10.8	-	9bcb49158c0c705056714f223038437f6ae5ac57
com.abiquo	api-model-transport	3.2.0	-	e8d131270391ec36b2a19315b5f28f99d10a3d60
com.abiquo	api-model-transport	3.4.0	-	0ab83e98485c6b17ee16c95755618b83605fee79
com.abiquo	api-model-transport	3.6.0	-	2312d876ca0403ea3e805cd85fc459c3a47cb773
com.abiquo	api-model-transport	3.6.2	-	2489be691a0b3945d9b23a2eb4738cf3b3c267ad
com.abiquo	api-model-transport	3.8.0	-	a5b1961fa204364f6f7ade4df41aa133d8c8dbae
com.abiquo	api-model-transport	3.8.1	-	77803e860aeb8b1ac8fa02ca71ade0dd83119cd2
com.abiquo	api-model-transport	3.8.2	-	30366d2e854a561d26e82e158267213497f33feb
com.abiquo	api-model-transport	3.8.3	-	b3917b8263dc1979a65f0a2e19ed8264fe465c8b
com.abiquo	api-model-transport	3.8.6	-	1cddc671ed4acde8f0e54253b5b4e0daec7d1ae5
com.abiquo	api-model-transport	4.0.0	-	933be5f007d38878d90c933db9918ad970f3ba84
com.abiquo	api-model-transport	4.0.1	-	866dd68220cae097b4a18c42aa131f5324927294
com.abiquo	api-model-transport	4.0.2	-	db6189aeac281abc00b8ee7144e25df8c4e2cc3e
com.abiquo	api-model-transport	4.0.4	-	bbb4b1946b2eaa74c4269033cb15ec8e56b55fa3
com.abiquo	api-model-transport	4.2.0	-	1aeff181c0e3460d567f50e2f3742fc0b85c856f
com.abiquo	api-model-transport	4.2.2	-	8e807c2b6720452af5fd9814e8bf3b46baf5b4c3
com.abiquo	api-model-transport	4.2.3	-	4f7e9b9cd325470173aeb4231fad1e2e5695e8df
com.abiquo	api-model-transport	4.4.0	-	ecc8b355591e5c93567fd865558b0688d5dc4e02
com.abiquo	api-model-transport	4.5.0	-	5bbda13ba17f1c33c3af1b80f5034bea5c8d8e0e
com.abiquo	api-model-transport	4.5.1	-	77bfb674ec554752982408eee0bfffb629ccf1e1
com.abiquo	api-model-transport	4.6.0	-	96b2996ec1abfd3fbf2f51d7763058d050422d00
com.abiquo	api-model-transport	4.6.1	-	ce6512e2581f1ba7e0dc07dbda5ffad81ba2caf2
com.abiquo	api-model-transport	4.6.2	-	35102a3c78c2e054d5cce85a59de331d50161216
com.abiquo	api-model-transport	4.6.3	-	a10c0c1d3ae69b128a33c1373b39c3835113ac78
com.abiquo	api-model-transport	4.6.4	-	e1ae3e4c2bdb92bcbf8ba12ec2d1d8f9bc00a2cd
com.abiquo	api-model-transport	4.6.6	-	f772fa0595492edb7d62f90be6b55949f8ea0a4d
com.abiquo	api-model-transport	4.6.7	-	4a8ae060242d7cd2c05aa7d3f6483fec41b82f82
com.abiquo	api-model-transport	4.7.0	-	8f23cd629bc4f1f12afb26ac5df1f2a1d17bd9cd
com.abiquo	api-model-transport	4.7.1	-	7a6b9be5fff1e35c0532730c1818bf86ba6e7bfd
com.abiquo	api-model-transport	4.7.2	-	6e5919e361fe9967b290e84f3c0d87c44b2fe1e6
com.abiquo	api-model-transport	4.7.7	-	a52523c63af558091828a45f8b7096734353ca31
com.abiquo	api-model-transport	5.0.0	-	952462f933c22e215398efc516f7c39a25d408c5
com.abiquo	api-model-transport	5.0.1	-	4610a8a32e98fa1d13d52a5eef46224fb6bdfb89
com.abiquo	api-model-transport	5.0.2	-	3738b353aa1c5ab07d9877984d6c408a055a597e
com.abiquo	api-model-transport	5.0.3	-	b156025e8a118f533fb5f55e7e8351d9dffbbd90
com.abiquo	api-model-transport	5.1.0	-	9e683c5c87bff859c64066f82a408b5b3872f92a
com.abiquo	api-model-transport	5.1.1	-	0787ac26b02ca125cacacff14662933d09a7fd68
com.abiquo	api-model-transport	5.1.2	-	113795d2c8811ca4b8a18b0b26c56555f59896ac
com.abiquo	api-model-transport	5.2.0	-	237bde07ca0773536ab5baeafb99a3bcf42a494a
com.abiquo	api-model-transport	5.2.1	-	7d24c4c61b66a18fd9d81a60854d90f29976bf59
com.abiquo	api-model-transport	5.3.0	-	9ea59e61bab9735015d6d5b8635a675444f5f9c8
com.abiquo	api-model-transport	5.4.0	-	c080158f18daa60fdaa1fcce2fdc4779b207be62
com.alibaba.cloud	spring-cloud-alibaba-nacos-config	1.5.0.RELEASE	-	f334d21b76997bc2866b1a5a1f999297c15c464d
com.alibaba.cloud	spring-cloud-alibaba-nacos-config	1.5.1.RELEASE	-	a90ffa34a017624e519e969102d9401c5a1cef1a
com.alibaba.cloud	spring-cloud-alibaba-nacos-config	2.0.0.RELEASE	-	d5f6750be04d1b3bdb7db9186cab3370679f9d04
com.alibaba.cloud	spring-cloud-alibaba-nacos-config	2.0.1.RELEASE	-	c74d68d9379fad18d20f64788ee2813ebb7f7a5c
com.alibaba.cloud	spring-cloud-alibaba-nacos-config	2.1.0.RELEASE	-	5653fbaa734217264f8ea0c0cf773f524e362655
com.alibaba.cloud	spring-cloud-alibaba-nacos-config	2.1.1.RELEASE	-	2754f42085ee68e16428efaf995f300e38ef2ab9
com.alibaba.cloud	spring-cloud-alibaba-nacos-config	2.2.0.RELEASE	-	ab783e446010014578ea669fc6cffc528f4f87de
com.aliyun	alibabacloud-domain20180129	1.0.0	-	a7d2d5f79765e7e8daf0e4f6d2a78f8e88705688
com.aliyun	alibabacloud-domain20180129	1.0.1	-	cff22cc96d4ae1011bbea2c30ceb30ef596a16b4
com.aliyun	alibabacloud-domain20180129	1.0.2	-	fe1759b7349a44aebba6774f59ead83cec487690
com.aliyun	alibabacloud-domain20180129	1.0.3	-	370a7d23f968aced694fae47e742c4048e67db68
com.aliyun	alibabacloud-domain20180129	1.0.4	-	4356c71d87c570e025c11a836c8270cb9e1aaea3
com.aliyun	alibabacloud-domain20180129	1.0.5	-	4014af95b00931e9cbe43e84133550ad54b7fbcb
com.aliyun	alibabacloud-domain20180129	1.0.6	-	d017ff819a7eaa08f8588d20c78d4854f6297e8b
com.aliyun	alibabacloud-domain20180129	2.0.0	-	52d62eb8a7fac78113ce0aa503a44e7b257f66af
com.aliyun	aliyun-java-sdk-fnf	1.0.0	-	d5f6bff08305bf961422f972859cff93e5000148
com.aliyun	aliyun-java-sdk-fnf	1.1.0	-	aed564eb5ba059c1275d38577b5ec9685f197b3f
com.aliyun	aliyun-java-sdk-fnf	1.2.0	-	aa9f70a095f4ef33ab5ac2acaeaf6a4417f6e27f
com.aliyun	aliyun-java-sdk-fnf	1.3.0	-	d490f7f77486c9ce3df058a273eb19919e5be6bf
com.aliyun	aliyun-java-sdk-fnf	1.4.0	-	62f179ffc9195e845fcb38d54a1ece9b020241ef
com.aliyun	aliyun-java-sdk-fnf	1.5.0	-	8c4a8cab716c001c20d4419dee9f12c68ad47e5a
com.aliyun	aliyun-java-sdk-fnf	1.6.0	-	1baadf9d0858fc689026344322c66e1403aeab6e
com.aliyun	aliyun-java-sdk-fnf	1.7.0	-	7da719b907d04a83820801c85ed2f405a51a7e5e
com.aliyun	aliyun-java-sdk-fnf	1.8.0	-	1beb58dab344df9e1da9095ac61be50e4bac3efb
com.aliyun	aliyun-java-sdk-fnf	1.8.1	-	8ac2e11323f52a4ecebcc04dc56306b9f22ec911
com.aliyun	aliyun-java-sdk-fnf	1.8.2	-	016021e2911c2553fff00de7802c1076e1b4c608
com.aliyun	aliyun-java-sdk-fnf	1.8.3	-	41a932eec1d9a57e36ecfb2ea43652c93f018eac
com.aliyun	aliyun-java-sdk-fnf	1.8.4	-	46eadfd320701c3ba387acb84a7a65840cf3f094
com.aliyun	aliyun-java-sdk-fnf	1.8.5	-	38f446094626d70ef86dbc5b3bd6ada961d5f3bb
com.aliyun	aliyun-java-sdk-fnf	1.8.6	-	3aebd4a0d92a15a15e0a8902bccdb6da358b18ea
com.aliyun	aliyun-java-sdk-fnf	1.8.7	-	bab38b40a42692ec4e8b8decc4d2ae581bae0d7d
com.aliyun	aliyun-java-sdk-fnf	1.9.0	-	3202a4cb206008d6807e4e2b5294db46a5d8cd3b
com.amazon.device.tools.lint	lint	22.9.0	-	840c12d18a949258c311cc8ba578ca3545a1d472
com.amazon.device.tools.lint	lint	22.9.1	-	b23997659b1114e726107c182970d8287d10a4df
com.amazon.device.tools.lint	lint	22.9.2	-	bc4216acca1c54db9e678252deb1837175b06783
com.amazon.device.tools.lint	lint	23.0.0	-	dac327e6feb932eff2ae9c8cd9e4310cd3d9e28b
com.amazon.device.tools.lint	lint	23.0.1	-	8afd58ebc75d9379dfc6fa89124d6d650873dd91
com.amazon.device.tools.lint	lint	23.0.2	-	5e2746e559a60200f0a53cf13a719feb38bad482
com.amazon.device.tools.lint	lint	23.1.0	-	e426a6c8ecc3a8954b24edb1c8afedbf98fa950b
com.amazon.device.tools.lint	lint	23.1.1	-	e34204222fa1cbf98c613fc947beea042e0ad401
com.amazon.device.tools.lint	lint	23.1.2	-	b027a5d1206b738022fab4de5271c6099a7ef3da
com.amazon.device.tools.lint	lint	23.1.3	-	68aaa8813f1b5d9e9a3b7bf5aae4eab1841f64ea
com.amazon.device.tools.lint	lint	23.2.0	-	090136835512f95f2ac36c09d147fb2869b6f70a
com.amazon.device.tools.lint	lint	23.2.1	-	4fa738d16a1613a17c68fc793f3a661d193cf788
com.amazon.device.tools.lint	lint	23.2.2	-	26d9a2e83fd7c7db94469f1bd0b36d1d60c36d63
com.amazon.device.tools.lint	lint	23.2.3	-	bc0ce8deb4a370f18bc9eaccb455179b23a4ffd8
com.amazon.device.tools.lint	lint	23.2.4	-	7860fd64022947ed7765384fffae3f2cd916cb21
com.amazon.device.tools.lint	lint	23.2.5	-	da4e17e51b388b295a380ed63abce714bb1c7a3d
com.amazon.device.tools.lint	lint	23.2.6	-	d8bd2e67ce82fc30c9c9934c9f5df9a17ff1a210
com.amazon.device.tools.lint	lint	23.2.7	-	8bc7969bd3a3dbc75b042d43f669bc7174f5b6c1
com.amazon.device.tools.lint	lint	23.2.8	-	b8fd1d335ffe1bba3d52073a30e0e2338cde4efe
com.amazon.device.tools.lint	lint	24.0.0	-	2ff21ffcd130db4a35b83107c650bc3a63b777d2
com.amazon.device.tools.lint	lint	24.0.0-1	-	1432408ccebaf6d6a40bcc9b6ce896402155dd4d
com.amazon.device.tools.lint	lint	24.0.1	-	a1928f3ece49058ae9c2c328f5fc8766fde67032
com.amazon.device.tools.lint	lint	24.1.0	-	52ffd0bec631903258b6ceaa53d8e99dcf558335
com.amazon.device.tools.lint	lint	24.1.1	-	0e2c1a905ec3ef3ee93a8089d533ba5e0c7d15ce
com.amazon.device.tools.lint	lint	24.1.2	-	81d33079ba89c38acf6b3a8e6212ebd8809af27e
com.amazon.device.tools.lint	lint	24.1.3	-	acf9baef29ba2bb04dcafc1069448132fe5a1f78
com.amazon.device.tools.lint	lint	24.3.1	-	333b7a0b11f6d928a1be12b85befdd953596b775
com.automationrockstars	gir	1.0.2	-	dcde2b7fecee09753ec88615d8c399b92235eb90
com.automationrockstars	gir	1.0.3	-	458bcfe594b203f6897769587fa7eebda367b9ba
com.automationrockstars	gir	1.0.4	-	207b06305e7196178417d739756c2b33cc8d4c9b
com.automationrockstars	gir	1.0.5	-	fb1124e4eba7d14e8a7dbf7bb5aa77a8c177963a
com.automationrockstars	gir	2.0.0	-	34f338d5b90b99279781f25998a143842ba6a7ae
com.automationrockstars	gir	2.0.1	-	d9892820b180de59b695336cd096675e83957abf
com.automationrockstars	gir	2.0.2	-	a7586b5da11ca488a26d1d3acd1187ca0f19b361
com.automationrockstars	gir	2.0.3	-	9034ff9cd9f95845aa0227aa666e2f93f1e9d423
com.av8data	add_transformers-tafdata_2.12	0.0.16	-	82231963e00866070f7e9fa17cbd708fc972838a
com.av8data	add_transformers-tafdata_2.12	0.0.17	-	757cde54afcf16f36fbf68f28e78435c0beecf27
com.av8data	add_transformers-tafdata_2.12	0.0.18	-	a6391c1bdb956ebab368a64ce1898b0559a6a141
com.av8data	add_transformers-tafdata_2.12	0.1.1	-	73ad94f55fdf18774cd3e2ad8693b149bd6bd148
com.av8data	add_transformers-tafdata_2.12	0.1.10	-	4e213b8b495bbc2a584978a288c338b5c6585474
com.av8data	add_transformers-tafdata_2.12	0.1.12	-	30bcb0bcc976d9651d93b7fd3092963630b72237
com.av8data	add_transformers-tafdata_2.12	0.1.13	-	00943b689dacc3cdef8f18d071861a29e0f7275d
com.av8data	add_transformers-tafdata_2.12	0.1.14	-	4afc0b4d4622657e4643e2b36364f017141be2ad
com.av8data	add_transformers-tafdata_2.12	0.1.15	-	fe2afe5f046ee8af21310a62af80c23164146a9d
com.av8data	add_transformers-tafdata_2.12	0.1.152	-	57499bc3a997b053aeade270d1ddfe514c1cc74a
com.av8data	add_transformers-tafdata_2.12	0.1.16	-	32136420ab1cb6f2c2cd1b8e87fd66613da6e3c2
com.av8data	add_transformers-tafdata_2.12	0.1.161	-	fb5a93108daae6507510c8f530f4f434a1824038
com.av8data	add_transformers-tafdata_2.12	0.1.162	-	ecb8fc114c639333077d8effc2f059b668ce7413
com.av8data	add_transformers-tafdata_2.12	0.1.163	-	9b2371dc4b926fc4f8f3d8662630ee3ff5dbcc34
com.av8data	add_transformers-tafdata_2.12	0.1.164	-	0227da6e302b2dc8d031ef77efa66fa58ee902cb
com.av8data	add_transformers-tafdata_2.12	0.1.165	-	b4f50fb5d8d1ed49926247a2750df654583520c9
com.av8data	add_transformers-tafdata_2.12	0.1.166	-	3a79843940ab62517a2735ce4769c828725a5ac4
com.av8data	add_transformers-tafdata_2.12	0.1.167	-	b6757057f6bdb6dded514fb9d32bfedd3d853e63
com.av8data	add_transformers-tafdata_2.12	0.1.168	-	5a9a7bbde355e9555be3063d7af254cd6d666bb1
com.av8data	add_transformers-tafdata_2.12	0.1.169	-	eaff2f47809fd4df82fe6104b96861e416942336
com.av8data	add_transformers-tafdata_2.12	0.1.17	-	8334b1630ef44a4c5983e091a8590f924ba08988
com.av8data	add_transformers-tafdata_2.12	0.1.170	-	80694b63fc53136ba5ebac1895c019eed7d19c44
com.av8data	add_transformers-tafdata_2.12	0.1.171	-	751dc1fa1a5ff136dc3c12f8f0d532044666bb65
com.av8data	add_transformers-tafdata_2.12	0.1.172	-	c3b38ceca76df5cf99a008ae2fa9e5f13094d2d3
com.av8data	add_transformers-tafdata_2.12	0.1.173	-	cb5b3b42580329186dbdac318ad702f27dccf50c
com.av8data	add_transformers-tafdata_2.12	0.1.174	-	deb864ecd7cce57644abc36bbcf1bac6e69d1ef9
com.av8data	add_transformers-tafdata_2.12	0.1.175	-	fcf3399a31e9df7ce26c9435b7811bf7e4bba774
com.av8data	add_transformers-tafdata_2.12	0.1.177	-	0c2d5c25174aa87dd9f7b5215ac0af903e525025
com.av8data	add_transformers-tafdata_2.12	0.1.179	-	756f843e42d5502367ea39b160c969b28f0abdbf
com.av8data	add_transformers-tafdata_2.12	0.1.18	-	41d7735cc83e64432564a6be6ce474d066e6666e
com.av8data	add_transformers-tafdata_2.12	0.1.181	-	9bad04859b0d271aea97385def103bc670cedd77
com.av8data	add_transformers-tafdata_2.12	0.1.183	-	60358d9cf9739b5a3d6ed969c8d1616ec37646bb
com.av8data	add_transformers-tafdata_2.12	0.1.19	-	d265d6cf870882c7a3c9fdf866e3b9cfabbfaee0
com.av8data	add_transformers-tafdata_2.12	0.1.2	-	d4c3c01ba148909e97bd7467a80fc457e47b117a
com.av8data	add_transformers-tafdata_2.12	0.1.20	-	4d09c308bab3228e466d7305c161d44b74e00aa4
com.av8data	add_transformers-tafdata_2.12	0.1.21	-	626f81a5a1d52c8f74ca6606b319137003d92d2e
com.av8data	add_transformers-tafdata_2.12	0.1.22	-	4e2f146d2e99ffc1036ccb2f50f5c6b795d2e5ba
com.av8data	add_transformers-tafdata_2.12	0.1.23	-	7290b615883f39c22231507785bac6b437b2195a
com.av8data	add_transformers-tafdata_2.12	0.1.24	-	5ecae719db7793f4d0dec37a97c13c8ebdad2f22
com.av8data	add_transformers-tafdata_2.12	0.1.26	-	2043a16cd7cd9047f41c0191334585e0ecfcbd23
com.av8data	add_transformers-tafdata_2.12	0.1.27	-	92b902bfad6d6f708ac148033c11f3f0f4481a5a
com.av8data	add_transformers-tafdata_2.12	0.1.28	-	9219cfb7ba2fe794d8fde24096de60af7b936017
com.av8data	add_transformers-tafdata_2.12	0.1.29	-	b6e68de8f31491a571eea5cd769407f3fb615cf1
com.av8data	add_transformers-tafdata_2.12	0.1.3	-	175cab51f3f5f5e20814607554c42b74582c0f76
com.av8data	add_transformers-tafdata_2.12	0.1.30	-	aedba1da435ce4e3a073598e0546511d7a407ca6
com.av8data	add_transformers-tafdata_2.12	0.1.31	-	4cef008426d965bec2f3f3325da9b1019a950adc
com.av8data	add_transformers-tafdata_2.12	0.1.32	-	35a3e029299c1a96353937f97cde6cfccfec6313
com.av8data	add_transformers-tafdata_2.12	0.1.33	-	718c0d590fceb4060ed0e9bdfce9b7c2e27977f4
com.av8data	add_transformers-tafdata_2.12	0.1.34	-	5dd6f04c19dd44b1655c995cad42d5cee44ef188
com.av8data	add_transformers-tafdata_2.12	0.1.35	-	a8880f273eb8aa171049773d89b815938174acc0
com.av8data	add_transformers-tafdata_2.12	0.1.36	-	8a348d50b3dfd9199a049231ad5697e4ff88094f
com.av8data	add_transformers-tafdata_2.12	0.1.37	-	4d1283dcdaacdd524ffd01a1176e1ed5161c3ac0
com.av8data	add_transformers-tafdata_2.12	0.1.39	-	5b29702773a83ad33264f7ca113ff834c4568558
com.av8data	add_transformers-tafdata_2.12	0.1.4	-	170d6d6e4f7b9f4a3dee219b2580fb7c6eccb895
com.av8data	add_transformers-tafdata_2.12	0.1.41	-	7c951c50be74efd9f35bbd3ac0b454b7f110a4cd
com.av8data	add_transformers-tafdata_2.12	0.1.46	-	a05ae35d391bf7a45f4769ed1f5625b12ff3a029
com.av8data	add_transformers-tafdata_2.12	0.1.5	-	b2b3c3eb8d98f2e083810f02f61fd1d6d0b4fa3a
com.av8data	add_transformers-tafdata_2.12	0.1.50	-	5c165de284e691f6a587d5b7ed455f4fe6e7adec
com.av8data	add_transformers-tafdata_2.12	0.1.6	-	f114958f4fb1d6a0a0c21a0bb1aa100880419d05
com.av8data	add_transformers-tafdata_2.12	0.1.7	-	50da8c920aae6c468d67d5c7ac67cc161d5e162b
com.av8data	add_transformers-tafdata_2.12	0.1.8	-	147c23f291bac401d268c5ce26e74d0086d3a897
com.av8data	add_transformers-tafdata_2.12	0.1.9	-	f96595613710c1d66cb8f661893499b4d648a08d
com.basksoft	baskserver	1.0.0	-	324203d41e8d9adffb312ecb4fbe3426fe6d3b45
com.basksoft	baskserver	1.0.1	-	440aaf66d8df283a8ac3287f9ce9f794e0af557e
com.basksoft	baskserver	1.0.2	-	6735ada52c388c9ce24a380d15b0140c53bf70ea
com.basksoft	baskserver	1.0.3	-	5991cb6b3fae75bde00891e03424d218cab82968
com.basksoft	baskserver	1.0.4	-	bdbf1cc6fe4e9835fe22a958eeb76a36e219b669
com.basksoft	baskserver	1.0.5	-	8fee12c305128126287aabe73b53517adcf80432
com.basksoft	baskserver	1.1.0	-	88386c95372d03bf8a7ecc854ad4a6bb9e467570
com.basksoft	baskserver	1.1.1	-	6b01d81432aded5976b770ade1d167167a82cb41
com.basksoft	baskserver	1.1.2	-	bfb5331739a19c61be18bc977d0c10fa27b1046f
com.basksoft	baskserver	1.1.3	-	990c670068afbf045e98fc94ec782431b993741f
com.basksoft	baskserver	1.1.4	-	6dd15fe4e2a3e92d7beb76cbb25663c95d654bd5
com.basksoft	baskserver	1.1.5	-	2dab5dfc075b95fc8b6d9ddc0855eac2fde62a34
com.basksoft	baskserver	1.1.6	-	79b4f1a48b436a6b767e77cd32e0118e0ef4befb
com.basksoft	baskserver	1.1.7	-	4d00093d34dfabbe14f898c9c4c798e993d3f51d
com.basksoft	baskserver	1.1.8	-	6a0dfa40318747341ebec4b42b8f5e823d627fee
com.beachape	enumeratum-test_2.12	1.5.10	-	718d5fcfc5fcc664dba7b11ad9d1158f398a428a
com.beachape	enumeratum-test_2.12	1.5.11	-	be0c30d9aa99bb4b9f6615d402b9c793dd3c01cc
com.beachape	enumeratum-test_2.12	1.5.12	-	0d4b8431e428a68c8d400221eb6abae3f318592b
com.beachape	enumeratum-test_2.12	1.5.13	-	0553919ad11ef0aded76839f48e604bf21905676
com.beachape	enumeratum-test_2.12	1.5.14	-	0b8ea2d35297dc8f4b06e907435910c9dc4e87cb
com.beachape	enumeratum-test_2.12	1.5.15	-	62d7342fa8e204ab4bb4efe1576e0faa02459551
com.beachape	enumeratum-test_2.12	1.5.4	-	391dcaffdd70c8f7471991d1698c044f34f852e5
com.beachape	enumeratum-test_2.12	1.5.5	-	8bf6c83492984ff4be50a98b3f268f6c510df7ed
com.beachape	enumeratum-test_2.12	1.5.6	-	1882a5bca9c28f0ee5f6ca9d648b4680122adb13
com.beachape	enumeratum-test_2.12	1.5.7	-	9d0f25fe936c89fef5c2c907a7594cab6acf131f
com.beachape	enumeratum-test_2.12	1.5.8	-	70de660b4023d02ca8128f72255ba045d6fbe396
com.beachape	enumeratum-test_2.12	1.5.9	-	69e423af33b3f52c4ef6ece265a17dcea258cabd
com.beachape	enumeratum-test_2.12	1.6.0	-	3370fcdb820c6e1cbea1a9c66b290e1443708793
com.beachape	enumeratum-test_2.12	1.6.1	-	18344339b1dc30eb9f1d47909e27b84610dde07c
com.beachape	enumeratum-test_2.12	1.7.0	-	e13b602380bf95b28a445e0d35c71fc71acbb4a3
com.beachape	enumeratum-test_2.12	1.7.1	-	2377b4ddf0de8cd698423a779bbf3505f807c8c4
com.beachape	enumeratum-test_2.12	1.7.2	-	da9d099f4b2fc7ddd4b5af45880ba16d5c52dae4
com.beachape	enumeratum-test_2.12	1.7.3	-	8e76522eaa9ce6859cc36c17e46e879e71c3f0fb
com.beachape	enumeratum-test_2.12	1.7.4	-	a375e71678833a2f8b2f12c669885fc4e25e28a6
com.beachape	enumeratum-test_2.12	1.7.5	-	ee6523ccfed74c92385e60d20896f235c8ca912e
com.bertramlabs.plugins	groocss-asset-pipeline	2.14.7	-	2bade44db1e06dce41df69882cc9ef74aed43d66
com.bertramlabs.plugins	groocss-asset-pipeline	3.3.2	-	400c7117f4e94f9cbe7c3e595f6cd718210458d4
com.bertramlabs.plugins	groocss-asset-pipeline	3.3.3	-	cedd97cb3e633d7e73bf758e2cf6eb5f8b89fac5
com.bertramlabs.plugins	groocss-asset-pipeline	3.3.4	-	a77a0a284d4efbab2b7c149c60e17f31655bb460
com.bertramlabs.plugins	groocss-asset-pipeline	3.3.5	-	0087fc894429be5eb8b1cb2672179fffc454f029
com.bertramlabs.plugins	groocss-asset-pipeline	3.3.6	-	60b6bd58eb597592046a830d4462543cb7ff4a6f
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.0	-	7a2690f32669b16e8b9a207ae426dd454f684bab
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.1	-	73b896abe46dcea86d700a85e812358d6751d280
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.2	-	de812f46b1829a25ef9db4b54e00c3218f29e47a
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.3	-	aa25d1dcd6aa53ec8e83618be3df182fea1f588a
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.4	-	94661c74a028f5808777386f871a7d8a18c88a7c
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.5	-	523b657b44baee83d7892887c377e46362c56bf7
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.6	-	b3ffaa4e91e0b4820cfc49d6e0a3ef5446140f78
com.bertramlabs.plugins	groocss-asset-pipeline	3.4.7	-	0f7544440527d8463f620b05917e97bdb84314cc
com.bertramlabs.plugins	groocss-asset-pipeline	4.0.0	-	3a5cb290998de9981694fa9388bdee1e1cf92d8d
com.bertramlabs.plugins	groocss-asset-pipeline	4.1.0	-	64f9812c6e976f7122b90e66f3058ddd8d6b6dc7
