by.shostko	mock-data-source	0.2.1		N/A
org.drools	drools-wb-test-scenario-editor-backend	7.61.0.Final		43b7b4f11b1ca39cd37062ec801822489e849c16
org.drools	drools-wb-test-scenario-editor-backend	7.62.0.Final		908ab85cf6e94b5a64b51a592787c2e68ffa8047
org.drools	drools-wb-test-scenario-editor-backend	7.63.0.Final		412b10d2cfa47f40468e58bb126be17eddedef9c
org.drools	drools-wb-test-scenario-editor-backend	7.64.0.Final		310a7169327c51e43e857bb53e1c288591d1f265
org.drools	drools-wb-test-scenario-editor-backend	7.65.0.Final		cfe30ac2b9a486d11e521f6dd2ab509af0c89b9f
org.drools	drools-wb-test-scenario-editor-backend	7.66.0.Final		d3977418218762cbadd0d580b179bd08627abff3
org.drools	drools-wb-test-scenario-editor-backend	7.67.0.Final		8085266f8b991c83a3a03c28f6f180fc5d7a4612
org.drools	drools-wb-test-scenario-editor-backend	7.68.0.Final		365870a217bedb9e06a9717af7c0e094c19bd635
org.drools	drools-wb-test-scenario-editor-backend	7.69.0.Final		0764cc5f89e04316e75cf207ab357e4693989e8f
org.drools	drools-wb-test-scenario-editor-backend	7.7.0.Final		d6f737686d842b7fb1e8fa1833f087ff29509031
org.drools	drools-wb-test-scenario-editor-backend	7.70.0.Final		8430ea275e1d6ef28bb2aac658d50eee60a2600f
org.drools	drools-wb-test-scenario-editor-backend	7.71.0.Final		444b1f6b9cddfefbbc3099141cba37a2848f8d89
org.drools	drools-wb-test-scenario-editor-backend	7.72.0.Final		3d508320da77d7dee0e6f10451d5d5d39224e97b
org.drools	drools-wb-test-scenario-editor-backend	7.73.0.Final		ca2b53747a754d308acb1f91429c25eb4d384331
org.drools	drools-wb-test-scenario-editor-backend	7.74.0.Final		d3fd0f1fb148a9666bd9c67c81b1be29cf490e65
org.drools	drools-wb-test-scenario-editor-backend	7.74.1.Final		75c1f59803243b6aab5b587e13f04226d67e91f7
org.drools	drools-wb-test-scenario-editor-backend	7.8.0.Final		d11e146e9e91f662c693e00fc9eb46f20d5b3722
org.drools	drools-wb-test-scenario-editor-backend	7.9.0.Final		a87382fde505b3e974a6a32cc5b3107cf66934c9
org.finos.legend.engine	legend-engine-xt-relationalStore-duckdb-execution-tests	4.46.2		8875ccaf9ba0c3c08551290be8171dbda0eec30f
org.fomkin	korolev-zio-streams_2.12	0.17.1		e043ab99f6584aba4cbe24066a07e443143cb8df
org.fomkin	korolev-zio-streams_2.12	0.17.2		7cb1915e5f9c70d53ec7c2bb34fdb3afd3034fb8
org.fomkin	korolev-zio-streams_2.12	1.0.0		9bf8f01428c2e37a617ab2fe200531cf53be446c
org.fomkin	korolev-zio-streams_2.12	1.0.0-RC1		ae922d059771ef6dd81515e35a01cb1d20a097b6
org.fomkin	korolev-zio-streams_2.12	1.0.0-RC2		82bcb7f0c0a31ef400da31ecc196bee614389301
org.fomkin	korolev-zio-streams_2.12	1.0.1		9ecfdfddb7efd1344f93aeb7548509941b2ec586
org.fomkin	korolev-zio-streams_2.12	1.1.0		8a0c29de00f6446f24cd73c4cc4644d62eb79f36
org.fomkin	korolev-zio-streams_2.12	1.16.0-M1		b1560f6f1a316b867506374b86b838018036e29b
org.fomkin	korolev-zio-streams_2.12	1.16.0-M4		dc6734c7c671ad9bcbeea33be760ce8f7bbe0f0b
org.fomkin	korolev-zio-streams_2.12	1.16.0-M5		dc102b819d5f3b07ddc70a9264bbfa56c0775dcc
org.fomkin	korolev-zio-streams_2.12	1.2.0		e53b8b0e9f6bf403e82abff9892dec7ed2154f50
org.fomkin	korolev-zio-streams_2.12	1.3.0		7389ff4ef91a4c5e62f46e4efef6e8cbbcdbc832
org.fomkin	korolev-zio-streams_2.12	1.4.0		a2afa363145812eee498213863118dd181a0d161
org.fomkin	korolev-zio-streams_2.12	1.5.0		af50c892248e41138353c11e84e7c453f164bda0
org.fomkin	korolev-zio-streams_2.12	1.5.0-M1		2a795115c3a57f83cffb7320518bda12c3d04ade
org.fomkin	korolev-zio-streams_2.12	1.5.0-M2		5e051f8f2d21b94f06c732ee2f2a144d5f3effac
org.fomkin	korolev-zio-streams_2.12	1.5.0-M3		9396e438c00bff3c6aabd1cbe3fb0028dbf42e7c
org.fomkin	korolev-zio-streams_2.12	1.5.0-M4		f71cbe78491ced4599c7d8f44e8f63992fd3ce83
org.fomkin	korolev-zio-streams_2.12	1.5.0-M5		1aa2f2ddd16648e7419665e3f66b13a59c2ae78d
org.fomkin	korolev-zio-streams_2.12	1.6.0		cfe611b44af5a84364126ab76c08d72fe0c4c2ea
org.fomkin	korolev-zio-streams_2.12	1.6.0-M1		acd286ec334fc1f08b6a804da5d2cdb0d3d17e4d
org.fomkin	korolev-zio-streams_2.12	1.6.0-M2		4e5cc163fa88df371b9c90c839bc94d76b954d3c
org.fomkin	korolev-zio-streams_2.12	1.6.0-M3		872c630da99dcf8db765faa9d4b8afe66f8aca75
org.fomkin	korolev-zio-streams_2.12	1.6.0-M5		af19842345d4723ba91b082b1b53493c65962111
org.fomkin	korolev-zio-streams_2.12	1.6.0-M5.1		39ff471401359186b537265c9786298325620ab5
org.fomkin	korolev-zio-streams_2.12	1.6.0-M6		e1a174ab9899cce097428956afa55f1f0e139f65
org.fomkin	korolev-zio-streams_2.12	1.6.0-M7		cb5c559974eca646784e1091d71e8e69690b19e8
org.fomkin	korolev-zio-streams_2.12	1.6.0-M7.1		461672e9965b2d6869e26bc37303274a1df22141
org.fomkin	korolev-zio-streams_2.12	1.6.0-M7.2		7f9967e292770eeb2bfd0aa5ab9d74837e895550
org.fomkin	korolev-zio-streams_2.12	1.6.0-M8		b7f322871949080984e46dc7712895e7e8d6a881
org.fomkin	korolev-zio-streams_2.12	1.6.0-M8-8-g20abb89		58304a726a96eb6326bd00798c5f735ca9bdf49c
org.fomkin	korolev-zio-streams_2.12	1.6.0-M9		0b611d21a2713846104f9b5ba3301d3912ce0d84
org.fomkin	korolev-zio-streams_2.12	1.7.0-M1		f5ee009c00a24bcff6b2b7bab9c6f0abdb700fab
org.geomesa.nifi	geomesa-lambda-processors_2.13	4.0.0		1224a5d369b2b1aeeae9f1baae989f4b1805cf75
org.geomesa.nifi	geomesa-lambda-processors_2.13	4.0.1		df18bef8b61a1c6c32b4a844cbd934f51b0201d7
org.geomesa.nifi	geomesa-lambda-processors_2.13	4.0.2		1f44d6316f57dff2aeadeca265f3be099cf04a9f
org.geomesa.nifi	geomesa-lambda-processors_2.13	4.0.3		f82d7846db6719ccc2081aaed1d16ac97a3bb302
org.geomesa.nifi	geomesa-lambda-processors_2.13	4.0.4		5fbb81881a0aae19c205bacd48ea7807b4e7e5e2
org.geomesa.nifi	geomesa-lambda-processors_2.13	4.0.5		46867995d473d733dc1e39d843c6248b872c482a
org.geomesa.nifi	geomesa-lambda-processors_2.13	5.0.0		8aaabd5e6831cb422367622d9ae7e43dfca10292
org.geomesa.nifi	geomesa-lambda-processors_2.13	5.0.1		69f44fe82ce540fb7ad9bd564ef2515888bcb8ac
org.geomesa.nifi	geomesa-lambda-processors_2.13	5.1.0		375f3d245ba0dcef0842c06c4b5d7ad45660aff8
org.geomesa.nifi	geomesa-lambda-processors_2.13	5.2.0		8bee18b846add2c6a3dc1a34ab21679267674db7
org.geomesa.nifi	geomesa-lambda-processors_2.13	5.2.1		9d18b830abb933e3d6d5326fbea9b7a7566ac5dc
org.geomesa.nifi	geomesa-lambda-processors_2.13	5.2.2		96e013f65cb8f65003e05a4220967472d7b0162a
org.hawkular.services	hawkular-services-itest	0.0.1.Final		926d66600f3ee7ed3b882f4d062d1ed37ef6b02d
org.hawkular.services	hawkular-services-itest	0.0.10.Final		9ba8cb4703c094fd52670a3bc31bed1ca946c55c
org.hawkular.services	hawkular-services-itest	0.0.11.Final		f60dfc136c0c611d975210728552c34320fd902d
org.hawkular.services	hawkular-services-itest	0.0.12.Final		1d17ec74c3fe0cb5357ed2976c77250c87df2679
org.hawkular.services	hawkular-services-itest	0.0.13.Final		9fcf2d384b02b06702bf4214728c9679851a7681
org.hawkular.services	hawkular-services-itest	0.0.14.Final		4cd57c0bcb88420503a0d389527b9c4667c97e0a
org.hawkular.services	hawkular-services-itest	0.0.15.Final		e5c5e615e0979c6ad2493c53076b2b7af2e20599
org.hawkular.services	hawkular-services-itest	0.0.16.Final		a6d7cff83008850a386076d020d3e9b05ed3e171
org.hawkular.services	hawkular-services-itest	0.0.17.Final		6e5643b7c2eeba454152df072f5809d0c21241a2
org.hawkular.services	hawkular-services-itest	0.0.18.Final		cd511ec0d9fecfee91a878a6beef7fb054d9ad00
org.hawkular.services	hawkular-services-itest	0.0.2.Final		55123e6673bb36729e5474e41a4405072f316647
org.hawkular.services	hawkular-services-itest	0.0.3.Final		3cb3a8c5468fe8df3fe1f834fe6909608892d148
org.hawkular.services	hawkular-services-itest	0.0.5.Final		7da4a20ee21a3d1d4545596992d582b4222f74e5
org.hawkular.services	hawkular-services-itest	0.0.6.Final		3b3fa135ee6fc08a909dfdde4b05b74be1bb2383
org.hawkular.services	hawkular-services-itest	0.0.7.Final		288ebe7a1f8b599616d649db92125bf3c1122b9d
org.hawkular.services	hawkular-services-itest	0.0.9.Final		350444705b78b401eea2772a08e0994cc83571e1
org.hawkular.services	hawkular-services-itest	0.19.0.Final		163e276ba7480e66cb5067bd148bde932b55acb6
org.hawkular.services	hawkular-services-itest	0.20.0.Final		aa802683b48431bf5609d7149376beaf41a4c7f0
org.hawkular.services	hawkular-services-itest	0.21.0.Final		9b1859652c98a5b0ff8b76e0acad75cb97a70f33
org.hawkular.services	hawkular-services-itest	0.22.0.Final		7850e32ef4ae6da258911c2f10f66c718dafe4df
org.hawkular.services	hawkular-services-itest	0.23.0.Final		50f4c14edb07f5803bcc0321100ee3d36e2b0a7b
org.hawkular.services	hawkular-services-itest	0.30.0.Final		3dea62ffa05a4077a5006a33a0efdeb4f0889eb2
org.hawkular.services	hawkular-services-itest	0.31.0.Final		e007ed7c48645f36b338fcacabbfed92149f2da0
org.hawkular.services	hawkular-services-itest	0.32.0.Final		2ef867a94efd82ce62e71f8275941ab171434d65
org.hawkular.services	hawkular-services-itest	0.33.0.Final		5e17f909174d0d48fdedf19906b442c968a5fcd8
org.hawkular.services	hawkular-services-itest	0.34.0.Final		c744a25e764a6cf064ae533ed434c351907914be
org.hawkular.services	hawkular-services-itest	0.35.0.Final		bb8930d61b6a8142848fc56bcb3acb45e2f0b9bd
org.hawkular.services	hawkular-services-itest	0.36.0.Final		cd416aceb21a929b0bbbe9dba70d72f15e965fd7
org.hawkular.services	hawkular-services-itest	0.37.0.Final		53489fd1dd1c3921874ac321590d854ea3d22dc8
org.hawkular.services	hawkular-services-itest	0.38.0.Final		a282154fbb34be73a82eeb0fc0560c0f27aaa8db
org.hawkular.services	hawkular-services-itest	0.39.0.Final		c66d068a0acd3e8e9ff9b8d784c9296b931b850b
org.hawkular.services	hawkular-services-itest	0.40.0.Final		3d5e92d549204bde1670c77bac46879f13b1e857
org.hawkular.services	hawkular-services-itest	0.40.1.Final		6084fcad18d61ba083de5c93e26d1c1a509b7425
org.javolution	colapi	1.0.0		167cdf4ffbeb1ee7510eca21b06ebc544a3fce28
org.javolution	colapi	2.0		6798925df6a9eb99696d30f072a8fff7a46407df
org.julienrf	endpoints-scalaj-client_2.13	0.11.0		9be28b88d1d007e5f8c75a309df8f1714f9c1366
org.julienrf	endpoints-scalaj-client_2.13	0.12.0		1e55277fd15ca70153ed3eb2458790f6bfe32cea
org.julienrf	endpoints-scalaj-client_2.13	0.13.0		5efab7b31a8896ea22f74cf9e799e4e44f623879
org.julienrf	endpoints-scalaj-client_2.13	0.14.0		146a8f136aa164da790b6600c9acd775f551cb53
org.julienrf	endpoints-scalaj-client_2.13	0.15.0		44310a7d7d784e769deebb7b757d2e23a819e269
org.julienrf	endpoints-scalaj-client_2.13	0.15.0+46-37dde73f		7309153faafdd4347bff0c7c0d346edfe8400c14
org.julienrf	endpoints-scalaj-client_2.13	0.15.0+90-108c999c		518b8676160a736d2f744f1f52c28689adb972a8
org.mobicents.resources.mscontrol	mscontrol-events	2.8.10		7da2f20a113f364c37e77955d6a8d6e6af87f612
org.mobicents.resources.mscontrol	mscontrol-events	2.8.100		b95fc10b0be87b28548dece27833bc59bd0c1480
org.mobicents.resources.mscontrol	mscontrol-events	2.8.101		a05ae6ff24cd672ab3f24a9c4287b5d408b888bd
org.mobicents.resources.mscontrol	mscontrol-events	2.8.102		8a2372a62e15ce450580c2fb4036561641764d98
org.mobicents.resources.mscontrol	mscontrol-events	2.8.103		ec24cb98f6cb74649527528febef0ed15e03127a
org.mobicents.resources.mscontrol	mscontrol-events	2.8.104		2bffb03d013b050580f0f0376ce36db338306a9b
org.mobicents.resources.mscontrol	mscontrol-events	2.8.105		6938dcca327e00c38b59cfca31797a58cd1ad1af
org.mobicents.resources.mscontrol	mscontrol-events	2.8.106		8ca18c817a1db1d9478b2d967d9005d77e383a10
org.mobicents.resources.mscontrol	mscontrol-events	2.8.107		8121b84c3bc88f6e359a93c6a9556cb771cac635
org.mobicents.resources.mscontrol	mscontrol-events	2.8.108		c63ff17624c0fa619920bc833d31f55d8a0378af
org.mobicents.resources.mscontrol	mscontrol-events	2.8.109		7d93774ef80ad3122211f30e0a7f5bfa04384cc7
org.mobicents.resources.mscontrol	mscontrol-events	2.8.110		b2e60121fc383f233aab58fc43ce5c35a0f73dfe
org.mobicents.resources.mscontrol	mscontrol-events	2.8.111		d7c288a12aa8c4b5d68c60a121c9125d0a199b3b
org.mobicents.resources.mscontrol	mscontrol-events	2.8.112		480968c19f4ba60da950d4ee2a32b3f354ce377d
org.mobicents.resources.mscontrol	mscontrol-events	2.8.113		f145aefd07c4b2c7c516e117c6cb982bf720b5d5
org.mobicents.resources.mscontrol	mscontrol-events	2.8.114		98dd309427fec0db86e39b532504d06b467afda7
org.mobicents.resources.mscontrol	mscontrol-events	2.8.115		5cfa5133ed22c75c6a2b711ba93243b4f8a7f903
org.mobicents.resources.mscontrol	mscontrol-events	2.8.116		20536c30a8dfb79849f59152c11e5eb85626788f
org.mobicents.resources.mscontrol	mscontrol-events	2.8.117		3e33c4bde8d4fdaf2a5ecd9a6c06a992e2661b2d
org.mobicents.resources.mscontrol	mscontrol-events	2.8.118		80bbf792f6774b8b998286956fd343c18b6ba51f
org.mobicents.resources.mscontrol	mscontrol-events	2.8.119		25f48fc7e16686128b7c4c5a7ff226f1372f6ca0
org.mobicents.resources.mscontrol	mscontrol-events	2.8.12		b9a880737db675d2df8d6192b0e5d2dc28292d0b
org.mobicents.resources.mscontrol	mscontrol-events	2.8.120		21bd0d96815383bae9ceea5aa75fc1bb85cf9119
org.mobicents.resources.mscontrol	mscontrol-events	2.8.121		eaea22cfeb59716630c5bc03ddde2005ed64c3a4
org.mobicents.resources.mscontrol	mscontrol-events	2.8.122		326feef680da1695606cfd6f5b5e14148f40924a
org.mobicents.resources.mscontrol	mscontrol-events	2.8.123		d37cab82816d110e64d5797eba4666cbae05ad2c
org.mobicents.resources.mscontrol	mscontrol-events	2.8.124		bc4d35c469131ef9a58f15db66d3be6c993c2672
org.mobicents.resources.mscontrol	mscontrol-events	2.8.125		da03be697fd77acb4e0a45fced9dc3f917e66038
org.mobicents.resources.mscontrol	mscontrol-events	2.8.126		0d59fd4c7241cdd8b8832ce99bdf309ab456a6e2
org.mobicents.resources.mscontrol	mscontrol-events	2.8.127		eba0ba03337ba80c55441c57d20196ad0dd58140
org.mobicents.resources.mscontrol	mscontrol-events	2.8.14		f9efddc6a8ca88b67ef1ae45aae27018ec254117
org.mobicents.resources.mscontrol	mscontrol-events	2.8.15		4088acb740f909938f062b2eec5f846218d00ce4
org.mobicents.resources.mscontrol	mscontrol-events	2.8.16		714d8adeb63dab8b06148f8f02d96ad71fe74113
org.mobicents.resources.mscontrol	mscontrol-events	2.8.17		69093833f89cf4d04019c9c77faffd7dee40e0b6
org.mobicents.resources.mscontrol	mscontrol-events	2.8.18		4f4080ce2e5eca96f8590205e47d2c553af5dd57
org.mobicents.resources.mscontrol	mscontrol-events	2.8.19		0671e9d675104150e6eb750df4b0c45fa8c810cd
org.mobicents.resources.mscontrol	mscontrol-events	2.8.20		20589920017fad3eacf6af90802acb226295f979
org.mobicents.resources.mscontrol	mscontrol-events	2.8.21		e7090cb1ba7bc9499826c76d4e9cce0c1ca9499f
org.mobicents.resources.mscontrol	mscontrol-events	2.8.22		2777aa8d2d3cc871566b9e6c24a1000e4b66300f
org.mobicents.resources.mscontrol	mscontrol-events	2.8.23		3f61751fed0de75b3facf9e3c9c55b1cec8bcfac
org.mobicents.resources.mscontrol	mscontrol-events	2.8.24		45d4cc1bbf71e22164db8c6716b0f74f71e261a0
org.mobicents.resources.mscontrol	mscontrol-events	2.8.25		679fac29134c21c09e6eb106d272bc11f28d6a28
org.mobicents.resources.mscontrol	mscontrol-events	2.8.26		e312bc3892eb622e9dc84e9ba2de507166fd9cce
org.mobicents.resources.mscontrol	mscontrol-events	2.8.27		9a82cef7dcb466276c98cdd58b327878e8d70caa
org.mobicents.resources.mscontrol	mscontrol-events	2.8.28		cc4ab4d900d54310a226f74b229a94964f0a92e2
org.mobicents.resources.mscontrol	mscontrol-events	2.8.29		05793cb13cc40f40254cff2008c762abb3e678d3
org.mobicents.resources.mscontrol	mscontrol-events	2.8.3		abbd87174a6b3dbf037754c1adb5b8b0ebe14a94
org.mobicents.resources.mscontrol	mscontrol-events	2.8.30		79a24e7adc8633f8c1115c18a084d2100c1d0164
org.mobicents.resources.mscontrol	mscontrol-events	2.8.31		9d3f137fc05dc2e2745c2d3f503f2c6a035d1284
org.mobicents.resources.mscontrol	mscontrol-events	2.8.32		ae090aed5c5fadf7eedd5763a2bc54d5b388b6be
org.mobicents.resources.mscontrol	mscontrol-events	2.8.33		ce1391747b774b65db4f3c68c02e28f0e0d716df
org.mobicents.resources.mscontrol	mscontrol-events	2.8.34		949632f478f579d40b4e6f5171a40fb1e8c041f9
org.mobicents.resources.mscontrol	mscontrol-events	2.8.35		aa38ec1495f249251f25767fdb9a6584d8c52671
org.mobicents.resources.mscontrol	mscontrol-events	2.8.36		ecf66b660bd7ef24ed5cb75f4bec157a08f9f0ad
org.mobicents.resources.mscontrol	mscontrol-events	2.8.39		9f946c2070602b8a2cca3b27d3ebcc4ccab8c0fc
org.mobicents.resources.mscontrol	mscontrol-events	2.8.4		f6335c66563c83d8fcf9d05b2cc9174b73c3c5b3
org.mobicents.resources.mscontrol	mscontrol-events	2.8.40		779576dbfbc8bb92bea4f38027ac015f5554ad45
org.mobicents.resources.mscontrol	mscontrol-events	2.8.41		9d7ccce9dc66a927e0cf3050504b127651ef429b
org.mobicents.resources.mscontrol	mscontrol-events	2.8.42		b562845f39f629c14a58c9f385ab42ed1488d897
org.mobicents.resources.mscontrol	mscontrol-events	2.8.43		8c63436defd23cbe986f588b9d6354ae37608eff
org.mobicents.resources.mscontrol	mscontrol-events	2.8.44		5c861a894147df5ad8f97d0ef13727e74c50e5de
org.mobicents.resources.mscontrol	mscontrol-events	2.8.45		9cce9f1f45e986a0dacec9a1ab462c92c813293d
org.mobicents.resources.mscontrol	mscontrol-events	2.8.46		97f7131993ec9234fcba61e24dab432ce58cc215
org.mobicents.resources.mscontrol	mscontrol-events	2.8.47		9fb8f278fdf7fce77a4e4a505a418e877b47744c
org.mobicents.resources.mscontrol	mscontrol-events	2.8.48		fe1ec7ce66fa193aa7105f4b94f2134f19ae80fa
org.mobicents.resources.mscontrol	mscontrol-events	2.8.49		df4c940e202ac12c0af88f602ea90ad2697851d7
org.mobicents.resources.mscontrol	mscontrol-events	2.8.5		72465b870552aeee5d05404318a2edc4b904c2d3
org.mobicents.resources.mscontrol	mscontrol-events	2.8.50		26a658616c2bad314526a247346fa5d8d3f02d16
org.mobicents.resources.mscontrol	mscontrol-events	2.8.51		e1717fa7914d79355081d2d539ec24fa7fe7cac3
org.mobicents.resources.mscontrol	mscontrol-events	2.8.52		c2f765bca21ad5b163c79db1061ed83759d729ea
org.mobicents.resources.mscontrol	mscontrol-events	2.8.53		6746ff25e0e9387e54cc9be9b3d411c35b497b49
org.mobicents.resources.mscontrol	mscontrol-events	2.8.55		6734a98418f5708deb8c226cd13231f6c7bc7ea3
org.mobicents.resources.mscontrol	mscontrol-events	2.8.56		6ad0a22264b9e19467b34841f265b2fa52519a3e
org.mobicents.resources.mscontrol	mscontrol-events	2.8.57		9cfc337680480c9be0b8d0fa6c0993be338258d7
org.mobicents.resources.mscontrol	mscontrol-events	2.8.58		f73baab5877792ed3ba6f4556addb871d250f41f
org.mobicents.resources.mscontrol	mscontrol-events	2.8.59		434aff2357e1c42083ae8f9408d4fde62ae3d9ca
org.mobicents.resources.mscontrol	mscontrol-events	2.8.60		d9bfeee62af6bbf4e4c0c85c5cef8dd090051b0d
org.mobicents.resources.mscontrol	mscontrol-events	2.8.61		f2bb78008e6e5561a6209f9209a3acbbb938e1b5
org.mobicents.resources.mscontrol	mscontrol-events	2.8.62		532a6f5a0627d82da5d853d80519c283f1c4e990
org.mobicents.resources.mscontrol	mscontrol-events	2.8.63		78eba8a226ac64496757a83afcd7367925f4f82d
org.mobicents.resources.mscontrol	mscontrol-events	2.8.64		21cfc68142c88d5cd7f9c8f4c81fabe2dd10fb51
org.mobicents.resources.mscontrol	mscontrol-events	2.8.65		a31c92335a6a73ce13390067ca03319dec8c13ba
org.mobicents.resources.mscontrol	mscontrol-events	2.8.66		c6ac9583635d82dfa072aa2caa348b29e244c420
org.mobicents.resources.mscontrol	mscontrol-events	2.8.68		c7faa93a3aede4e4782cd01915f5c9c1e30c1fc1
org.mobicents.resources.mscontrol	mscontrol-events	2.8.69		a3cde6504fbe994bcc2c51a85bba053db7690df0
org.mobicents.resources.mscontrol	mscontrol-events	2.8.70		bfc09760f524ca2afbeb795d43670c4c89599e09
org.mobicents.resources.mscontrol	mscontrol-events	2.8.71		9f9496060f8591760f3394acbb8b41731320d016
org.mobicents.resources.mscontrol	mscontrol-events	2.8.72		27bfb6820f22da95e44aaf6954904d7c4dfbfb40
org.mobicents.resources.mscontrol	mscontrol-events	2.8.73		79281f40d07155bd0a5c3fb7f1f0e70475869ebf
org.mobicents.resources.mscontrol	mscontrol-events	2.8.74		dbe4f9e2ac81fcd6899fced7acc496f0e17d4bca
org.mobicents.resources.mscontrol	mscontrol-events	2.8.75		3c745d834997d448679d3f1c35d24329c6211442
org.mobicents.resources.mscontrol	mscontrol-events	2.8.76		d9ba5073044bcf7a803a3ad37f5837abba07a835
org.mobicents.resources.mscontrol	mscontrol-events	2.8.77		c78790151252d2b5438115702eef44fc86fff1a7
org.mobicents.resources.mscontrol	mscontrol-events	2.8.78		c4a1f836e31f0c01ccb066c5ff85e9a5faf2c423
org.mobicents.resources.mscontrol	mscontrol-events	2.8.79		122d40cd81604d37ce0de34e30d44868c5e48216
org.mobicents.resources.mscontrol	mscontrol-events	2.8.8		2801958ba324a8e4807651b4f8ad92e86ad9d591
org.mobicents.resources.mscontrol	mscontrol-events	2.8.80		bd21690f7c57e166e5a08983cb59020609580122
org.mobicents.resources.mscontrol	mscontrol-events	2.8.81		e074df2ba7172860d42ffc0d4cdf9c5cb2bc62b9
org.mobicents.resources.mscontrol	mscontrol-events	2.8.82		9e0eb25d804cf05e1835d2ef621ecd2f88e6deb3
org.mobicents.resources.mscontrol	mscontrol-events	2.8.83		7be2b741bf9830e0cfad9adb90b2b2765ae43a13
org.mobicents.resources.mscontrol	mscontrol-events	2.8.84		0bd624f043063ea7475d4f5b623e95b22bd392b7
org.mobicents.resources.mscontrol	mscontrol-events	2.8.85		c8795637b3d3cc0225babd63e03daea089a77474
org.mobicents.resources.mscontrol	mscontrol-events	2.8.86		78fe2f09e6165bdd0c432d71f0bedaf58edaf1a6
org.mobicents.resources.mscontrol	mscontrol-events	2.8.87		525cd02aacd3a29b013db0ca99f7f5f3c97abd1a
org.mobicents.resources.mscontrol	mscontrol-events	2.8.88		3d5250c5a674c239601469626490bd98756ddc39
org.mobicents.resources.mscontrol	mscontrol-events	2.8.9		ec4e77d418aa6ca618afcf1131014d1b9f38ed4a
org.mobicents.resources.mscontrol	mscontrol-events	2.8.90		a218d09aac28953ce457d1b13bccecd63ed93a72
org.mobicents.resources.mscontrol	mscontrol-events	2.8.91		858b19f8a4ca9fe5fec2248a3550dc3a3fc4239f
org.mobicents.resources.mscontrol	mscontrol-events	2.8.92		76d1fc4df0240e28a2ca36795b5c22d3cd62efc3
org.mobicents.resources.mscontrol	mscontrol-events	2.8.93		5d162633c506886a9f75e4e2dd659ffb7b8edd51
org.mobicents.resources.mscontrol	mscontrol-events	2.8.94		abc54fc672a6c62323b9db41b0c7274fce45f120
org.mobicents.resources.mscontrol	mscontrol-events	2.8.95		43eeeb7bef0aab05af5deedf0362f3d68b880073
org.mobicents.resources.mscontrol	mscontrol-events	2.8.96		fafceb3120c57e19ae9e97259fffd9b90e138107
org.mobicents.resources.mscontrol	mscontrol-events	2.8.97		620d3d73b80c5b79ecbdc21258316fd4b20b5760
