cc.kebei	webapp-boot	1.1		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.12		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.12	metadata	2e4d411ec6589d4c683576a4071e302dbb464bce
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.13		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.13	metadata	02749b9d9b07d637ca8f6bc706fc006805aa256c
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.14		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.14	metadata	6ab19fae6b81a8f6e114896cc2631f2f24864a19
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.15		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.15	metadata	3bc215b536a09b33f477825281ceb54b1f8ecc8c
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.16		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.16	metadata	44a66ee14274f78d9e62cc2d4347a466a4909c49
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.17		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.17	metadata	05fc0e994a7541cf07d0130628ef1556144697d7
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.18		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.18	metadata	d16dd74ccc34e512db553df654ed588ae7f3e2bd
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.19		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.19	metadata	47a3a5221954406bfce16f742f2083e9375fb443
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.2		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.2	metadata	e25c2ff60c8d08e5d1f8e1b93f666ea0f071ab09
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.20		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.20	metadata	064ce35bd49770bbee9400f556f9714c00157460
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.21		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.21	metadata	8159e46276a6d21a2a7a194e89f160d358b08fdd
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.22		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.22	metadata	1b8d0eebfdea798f95b2fcf04b7c8d2c36cf57fb
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.23		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.23	metadata	0be343107185418b4b039ea5cc30dce7749bedaa
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.24		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.24	metadata	e6c487712997b7f0077f1b5660f7a871073ca67b
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.25		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.25	metadata	1a482d3dfd0497e7659b0df5919ae522d0d818f8
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.26		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.26	metadata	2dcd63990fcdbf78a4d7dcd929406650f1066921
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.27		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.27	metadata	2327b0a4128d0db42cef3bfa5e17b02b4ad9e5f6
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.28		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.28	metadata	eab37d0d1e18e8167f35ad8dc5b4bef4c9ef4978
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.29		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.29	metadata	a65df1685651f868c3dd08dac764c7b77cb10b53
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.3.0+2022-05-16T16-21-58-758705Z		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.3.0+2022-05-16T16-21-58-758705Z	metadata	85cb319db94ccfd2f9eb6eb9bda3ca86409d1724
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.30		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.30	metadata	3d6636e4e6d219b77d63f62324f1e3fa98192dcf
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.31		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.31	metadata	eb20948f612aab9836e24cab802d0521e4c2d82b
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.32		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.32	metadata	84a22241c138a1a714665a6d501c7f8d67c53643
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.33		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.33	metadata	e7bd328aaad31cf0c41976c7d01186d9e2c436f4
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.34		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.34	metadata	5631cdc84c25c0de26445d84169c8b97fbeeb7f1
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.35		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.35	metadata	a7d52537a1c9cdcb56784e7adde7cc73db18bfff
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.36		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.36	metadata	6cf6d268e928546137f95c90a76f2bc43f8c5c38
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.37		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.37	metadata	473ac29e0b6da632900101e8266852229c7c760f
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.38		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.38	metadata	79d7c09e167a5d1bf88a6f0c73608a7de94fe556
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.39		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.39	metadata	1c02f951e384dc9fd22896d482e416d0ace00e51
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.4.0+2022-05-17T09-11-10-723810Z		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.4.0+2022-05-17T09-11-10-723810Z	metadata	e405fb8ffd3abfaf96a46fe2658f930b17cb45e9
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.40		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.40	metadata	d078a7bdf6805de350ed77aa0d249959e98c9c31
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.41		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.41	metadata	c6509089d8b3abee215d7a1c3c2f6bab5fa2f2bb
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.42		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.42	metadata	55f9ac3f58bf9f9d96f25080ac474da6eac5ae30
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.43		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.43	metadata	450350aa7e8f19ce8a5fe8d2bb81a8b5f034c8f6
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.44		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.44	metadata	f0a1119f48dd36091fdc5f24082c39e17daf17aa
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.45		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.45	metadata	fddbacbb197e8df8049c0b3a8f8f55e16280b048
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.46		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.46	metadata	b61770aa9bbd1e6401cc725749683d1fc411e157
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.47		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.47	metadata	7ccd1798a53ef5bb2f9876b6a72ea7c452f2058d
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.48		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.48	metadata	345f43fb20cbe4a6e011a4543101b32632ad9889
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.49		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.49	metadata	fb457d259dc44a7aa76ec985f23324136bcd1c89
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.5.0+2022-05-17T11-44-11-714740Z		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.5.0+2022-05-17T11-44-11-714740Z	metadata	5c2328ed0cde2f4e4051feef5cc4a6cf4d9473cb
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.50		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.50	metadata	bf779170d47d6751b04aa7d0d9b4f14e82902fa7
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.51		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.51	metadata	1b703e20c88501cacfdfe7f1ea3455ccecca8908
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.52		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.52	metadata	58004bb106d28d4ea03dbb83786aecb315ef48b4
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.6		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.6	metadata	6f43fdc73b6797d31c14922cc68a513c210989db
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.7		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.7	metadata	fdb6b6ded091e80cc98ea54845b1f695c2804fa8
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.8		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.8	metadata	fe34894a8eb6ae15dc89779bb0939dc9d307b67b
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.9		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-alpha.9	metadata	db052d4cd8de11979f0c904f9a6b2defd7a63437
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-rc.1		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.3-rc.1	metadata	ee7530d185cb4e9ab22f6b54f6441a80acf75185
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4	metadata	6aec5b415c4081488c81910fd1b1c58396a5354e
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.1		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.1	metadata	2493908a3b60dcaf51dca158917fa735042a711e
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.10		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.10	metadata	57b5517f5f7e60402cb0b69909204071dafbc067
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.11		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.11	metadata	fdeebd66b7ea5c5a69140156723b9c329fbd2b0c
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.12		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.12	metadata	8dab5f11af6fc8e7edd7739d27daf7362297144e
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.13		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.13	metadata	236b1440ab4d2f2d392d5c1cdeb58f0475cbfa13
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.14		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.14	metadata	f84e5a632ba4e5890b47ed49f4079ea118ba7ede
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.15		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.15	metadata	56214f6885f71da5fb2b57d1643edbe68ea626ca
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.16		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.16	metadata	0e7bfaf73c10c7c079827c01f7449467c2dd0acf
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.17		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.17	metadata	8d884b8f1b4aca1db9d606b9b61c9ae8725f887b
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.18		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.18	metadata	712c08808ffd0ad33c8e4b1d920b9e8f22ab86f0
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.19		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.19	metadata	6f6f337ca024e4986e36bc619a600af16a1a06ba
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.2		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.2	metadata	4dc1d631e3e9aca8226cd2fddf9d575e65e2e7c1
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.20		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.20	metadata	f26f3d1c12fddb51f2f08051120caab045d767fd
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.3		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.3	metadata	80940c795295ddf38069e88013043fd23c5f3627
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.4		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.4	metadata	477561e66f6932313b7d965637423c87d868f38f
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.5		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.5	metadata	1cc8f30eb5979614f5cbf98255d4476e07f66c50
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.6		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.6	metadata	8566ccef21eac607d447c441f71a4bff41948af9
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.7		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.7	metadata	cf9b7d95050bdae62873978636712a40c67ba737
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.8		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.8	metadata	b1d8abce8e3118986e92fa522e215f210148e4a9
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.9		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-alpha.9	metadata	19cfaf687f2af6db11e91bbd3e29ea85e2ed99d6
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-rc.2		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-rc.2	metadata	690474e52143c842b673a3a0a7dc6729d4b2324b
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-rc.3		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.4-rc.3	metadata	b11191271b40202a0f6c80113decb57caad19c4a
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5	metadata	83f1e95a4e2fdee9901404594cf8386870e53819
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.1		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.1	metadata	73c42b1ff806bb69fc98adc7ff8e81a60e2b11cd
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.2		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.2	metadata	7d817b72fca2e9536eb48beddf901169606c1f78
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.3		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.3	metadata	d508883352311f1f229fdf125efe94dfd1bdc062
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.4		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.4	metadata	f7c80187bf05367bdf14f25d1369f381b33f1237
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.5		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-alpha.5	metadata	4a2e2e11771aa1eb22189bbfdccf2f3cf54481de
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-rc.1		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.5-rc.1	metadata	525c6ace29f53d7b3256b04454db2f90f521b060
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.1		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.1	metadata	451a5ba317d82433ed02cf301e3f745ba77043a8
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.11		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.11	metadata	e48ca0187c1671bf927796e17266a6d4624c2f2d
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.12		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.12	metadata	7bc0a82f70096dea59972faa0395fc2cd6589c29
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.13		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.13	metadata	3e52cae195b99839bf45b178df440c4d82d51e27
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.14		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.14	metadata	5539c74134c69d1603baa335b5a8f442e8cfa3fc
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.15		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.15	metadata	753c719504ac17da4f15524e234b70f386560768
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.16		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.16	metadata	a1f009a48aa7b4d74067848e3f4fa40105a7e4a1
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.17		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.17	metadata	b44a2eaff393caeb00725856f91894b5e456ad82
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.18		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.18	metadata	442bffa9b95e6c9ff0e71fd543f0063ffb166061
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.19		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.19	metadata	fd7dc2a4a62e5b4224149749ac91b6f87cb6b719
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.2		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.2	metadata	9ea0d881bd72cc84752f03d191e78a3cfb6dba03
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.20		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.20	metadata	70b630ed28f572ef5d0ca06b60c6b652f14b0a04
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.22		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.22	metadata	c2d85d97cbb481961d14cda428ba9b09e3dc42d7
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.23		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.23	metadata	5f8e90e91e494e66ee5f811680c6872bd0c08ecb
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.24		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.24	metadata	5d44f9c04cb6f338cf02c147c7af29311a3907b3
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.26		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.26	metadata	bebd59bc3e957b41bd38265d3f952565b0804a15
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.27		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.27	metadata	023b825bb9e59640254b0d28f54ad7257133b5f4
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.28		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.28	metadata	6591378fad9f4c6057ecaa94eca0c81fa670db09
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.3		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.3	metadata	f1290dbba4aafae820bbba7f87c5b413b233a316
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.33		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.33	metadata	0313f5cf79becc9290e00860e2600cf354f1fd1b
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.34		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.34	metadata	e73298ba45ff2bd86f7de29d9e9020657de10b52
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.35		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.35	metadata	8c8b3d9f69d4c8078a251618de4da52770fe6054
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.36		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.36	metadata	cfeef99bacbb87d5ba2b986a7f2ad3e3d65a4a56
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.37		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.37	metadata	0368a2d617744349b1de2f0ec6bd6a12a13d11dc
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.38		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.38	metadata	6ecf58c8bad89e86dd92203ef1dc2a7ae414446d
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.39		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.39	metadata	c423c38236c2f5d2a8707b3277f61b4fd476aca7
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.4		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.4	metadata	a7cb85687192e459c825713a4d62ad457a917c20
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.40		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.40	metadata	c17a12e59ae79c1403c504ed4777954eb4a360d1
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.41		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.41	metadata	0d87f2d942cadd706428c3eba9a60af4bdc50b39
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.42		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.42	metadata	00c123aafd5a8613e6c54384fe8e9d5e355f9fd4
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.43		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.43	metadata	7993c60db91ca6384fa741fe6afd21d60cff86c1
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.44		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.44	metadata	f7aa047bf9420c0c06cc8e00f9adb38712afb9ef
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.45		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.45	metadata	5e4338d2abb8f069e41ff63a51ffb5110e8a9893
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.46		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.46	metadata	dfb74de8de894d64ee800b9c5ebbfcf6b7db04ae
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.47		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.47	metadata	f14818ed90094b7dd67893860efaa57261b173cb
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.48		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.48	metadata	9ffe630361dbc6ad553decb011781b9f4b45e259
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.49		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.49	metadata	5cc54229edf014276b107a073f3e9c66a7080da3
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.5		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.5	metadata	7e5e5227f19272764b6f0423ec6858f89c226083
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.50		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.50	metadata	0be1e435860abe74e04c5af78b67d5dd9daf182d
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.51		N/A
io.arrow-kt	arrow-annotations-tvossimulatorarm64	1.1.6-alpha.51	metadata	57f712e187396aab5da6f61c60a97cba958a8659
