au.csiro	elk-util-parent	0.5.0		N/A
org.glassfish.hk2	ctm-example	2.1.44		797f9ae5e6394eca6da158f41a209af6f50a9d6d
org.glassfish.hk2	ctm-example	2.1.45		ab69d86ad9da9356c49bf7ee5be7d0203a71b547
org.glassfish.hk2	ctm-example	2.1.46		9a84845e177cf18b6c991b4656593cdf4a3669c6
org.glassfish.hk2	ctm-example	2.1.47		7744635574fe48b88b89ceecd75c2e16e440c834
org.glassfish.hk2	ctm-example	2.1.48		1810a81b8b993e495389c114b1df87c033317ee7
org.glassfish.hk2	ctm-example	2.1.49		20658c67fd9c415363822c4ba5ae13cd581f39a8
org.glassfish.hk2	ctm-example	2.1.5		f598d0365b4f9cf55a344694ba999521a62f63b8
org.glassfish.hk2	ctm-example	2.1.50		6f9397d6ec49644869601260cb878f37ec6fe8dd
org.glassfish.hk2	ctm-example	2.1.51		0fc9ceeaaff928e198b72fab981bca3c24a7994c
org.glassfish.hk2	ctm-example	2.1.52		4290998e66a794e24069a548a7d9bdf32072cec6
org.glassfish.hk2	ctm-example	2.1.53		a684fd041571457521c5e5016a89585fc85f19a0
org.glassfish.hk2	ctm-example	2.1.54		134de1660c79d51c1e918717d890e4486f192bae
org.glassfish.hk2	ctm-example	2.1.55		6406b2c5c8d397f7929cad7822a6924ab793fd07
org.glassfish.hk2	ctm-example	2.1.56		005ea521a5cfdb547ab5c40c80aead0a617035f7
org.glassfish.hk2	ctm-example	2.1.57		103ac265b666c95af38f7cf126f4b3f2fe3f3e20
org.glassfish.hk2	ctm-example	2.1.58		a608e5843023d1336e19b3625f0ec9aed01e18ff
org.glassfish.hk2	ctm-example	2.1.59		ce6866c2e90ce753634a4eab82cd209b26f7d700
org.glassfish.hk2	ctm-example	2.1.60		d7de860c9a7c91ebbc7d9a4998c2c734982e677d
org.glassfish.hk2	ctm-example	2.1.61		391b0808b6d51d6f11f5310ce78af44d9271a1ff
org.glassfish.hk2	ctm-example	2.1.62		f3c3b776f8526a5290bf40083129572321fac453
org.glassfish.hk2	ctm-example	2.1.63		c2d77f9dcabe702b7a50e7fb4d3709abcf501f91
org.glassfish.hk2	ctm-example	2.1.64		d8db2556c948f170641798b20ed5f29c2ecccf7c
org.glassfish.hk2	ctm-example	2.1.65		4f669a2f72ab1e3faa32168597dc949c747d8132
org.glassfish.hk2	ctm-example	2.1.66		6053067c770663712839a80a3fbf04acc0951859
org.glassfish.hk2	ctm-example	2.1.67		e2148737660bdf808d7a24de23c7f798d572b0ec
org.glassfish.hk2	ctm-example	2.1.68		81c94dea497f8b5df868332f78797ae65f5ede7b
org.glassfish.hk2	ctm-example	2.1.69		c1c9873895d57f3bcb8a03c20242985eb5f2d656
org.glassfish.hk2	ctm-example	2.1.7		e247c87cd5dcd3ec632492d31f62fc3dbef1a100
org.glassfish.hk2	ctm-example	2.1.70		3f1cfb0ec27b2e58da6b6fe72afb3b9ea29e8e91
org.glassfish.hk2	ctm-example	2.1.71		df8c96628e6f358277c7f95eb272735539c56a76
org.glassfish.hk2	ctm-example	2.1.72		1d683785a4ad758401b9672e88e443347b4e42b9
org.glassfish.hk2	ctm-example	2.1.73		3ddaba4ee057a640e15f6ab8b3e95ab358888223
org.glassfish.hk2	ctm-example	2.1.76		77ffec69267e0b9a6a8402a5eda661279649f775
org.glassfish.hk2	ctm-example	2.1.78		a005dc4152f59d06a5081ac24363c17c64428c6d
org.glassfish.hk2	ctm-example	2.1.79		94d2d0a823b3a20d4f2bcc5a43ec2b9b7428e753
org.glassfish.hk2	ctm-example	2.1.8		627bc4a79f0bf90c4bb573aca939264eded1b53b
org.glassfish.hk2	ctm-example	2.1.80		950bbe94c61163220b873f3392145fd2966cfa54
org.glassfish.hk2	ctm-example	2.1.81		6e92753baadf04db7ca19f2e0cba852cd7c90362
org.glassfish.hk2	ctm-example	2.1.82		7cf094db97f0a382d9bafd99677364a6f716632a
org.glassfish.hk2	ctm-example	2.1.83		a477a575e179cd955eb6e9d7ce910902ad3d3769
org.glassfish.hk2	ctm-example	2.1.84		8a5db1f34c23f16546014e4e173577e476c4335a
org.glassfish.hk2	ctm-example	2.1.85		47d6f6d5415d2db2436bcc1a3d03b811603103a5
org.glassfish.hk2	ctm-example	2.1.86		b00499c3a9871cea854f4ffcabfa13637d8a280c
org.glassfish.hk2	ctm-example	2.1.87		03166574c1390af52868b9f43f59eb9384c939e8
org.glassfish.hk2	ctm-example	2.1.88		938431587e52d393710043829d5d119553fdad60
org.glassfish.hk2	ctm-example	2.1.89		e380ab9505ca94ac96f2effe1735ccff22a51404
org.glassfish.hk2	ctm-example	2.1.9		98f7d358f6319649c8385815249e1978b4f7c5f2
org.glassfish.hk2	ctm-example	2.1.91		a17c4621cf6df9f12c0f67e8501d971af948334a
org.glassfish.hk2	ctm-example	2.1.92		23141441f369cc996b74a213a15666210a541261
org.glassfish.hk2	ctm-example	2.1.93		f018f906d01f5d92b52c3dfa8b9eed2b21a8b3bc
org.glassfish.hk2	ctm-example	2.1.95		a96df6cf3c36f01154b4b9c5dd28929783ab84c8
org.glassfish.hk2	ctm-example	2.1.96		ee4ca6279430378ab51456746c21b6694cf0cc2d
org.glassfish.hk2	ctm-example	2.2.0		0b644361aa920eaf78c7de545cbcc2c59f82f6a2
org.glassfish.hk2	ctm-example	2.2.0-b02		bf700d6e7df3337d3fd9aacae9aa8cd2509411d5
org.glassfish.hk2	ctm-example	2.2.0-b03		6cf34428eac9202aed68450bf8cdb6811d893d89
org.glassfish.hk2	ctm-example	2.2.0-b05		5b95de435fbd5ed2686f4b0d5dec4aea8edabc05
org.glassfish.hk2	ctm-example	2.2.0-b06		964272727b92e0931a6a2665835fd8493e191c26
org.glassfish.hk2	ctm-example	2.2.0-b10		711e541dd3d1dd9331aaba4f28d777783c8e51ec
org.glassfish.hk2	ctm-example	2.2.0-b14		9e76524a3507ef0c44c85c2a1e3f155a78d6c773
org.glassfish.hk2	ctm-example	2.2.0-b15		3cb9b528ff6bf6e361a160cc29c040bd25218aea
org.glassfish.hk2	ctm-example	2.2.0-b16		f63d72f4aaef8cd90978b6df17464459cdf1aa18
org.glassfish.hk2	ctm-example	2.2.0-b17		5b95c6cd9d78a606e177b6299bfd02a1675cd5ea
org.glassfish.hk2	ctm-example	2.2.0-b18		5f195456a32e527cdeeaea85113dda1f0aa5875d
org.glassfish.hk2	ctm-example	2.2.0-b19		e7d3f80d7ec01433dc3f4caae03b93c2841c5f80
org.glassfish.hk2	ctm-example	2.2.0-b20		76f3fdeb21a86301d0a3f2f3b90751943ee30499
org.glassfish.hk2	ctm-example	2.2.0-b21		b74f0ac8ad8bba1cd04e31779b6db7ef588c5920
org.glassfish.hk2	ctm-example	2.2.0-b22		450cf83b2d48fa308233f9e3a3d081dcf99f3b00
org.glassfish.hk2	ctm-example	2.2.0-b23		4920daeeeee3fd2e676338920051332c0410fe8d
org.glassfish.hk2	ctm-example	2.2.0-b24		e43bedd3931b0845d626fd646b7848886f77eaf7
org.glassfish.hk2	ctm-example	2.2.0-b25		c14688dccebabbe1993381e1ccfb647d6af98706
org.glassfish.hk2	ctm-example	2.2.0-b26		ce672e09e4836f84bb0934f4221323d265c2d6b8
org.glassfish.hk2	ctm-example	2.2.0-b27		339034f004637d0a207c1170d635a842e230211e
org.glassfish.hk2	ctm-example	2.3.0		c66cc5d99209ee3209cff8be05876725af63076a
org.glassfish.hk2	ctm-example	2.3.0-b01		55ac8e55bf041e0363c4bd50eca6b813aaebda21
org.glassfish.hk2	ctm-example	2.3.0-b03		8d82060c58a7e6ac33c1bc1a630a4cacba4e7dce
org.glassfish.hk2	ctm-example	2.3.0-b04		063c21ce57d87dd3d0df328f8caf2d1220455bd3
org.glassfish.hk2	ctm-example	2.3.0-b05		87e4b84728c4b3b1c47651eebf50c6dbfcb9a6e6
org.glassfish.hk2	ctm-example	2.3.0-b06		2810ea2aaf2f0f6824dadf718db1c3d5f8c3cc58
org.glassfish.hk2	ctm-example	2.3.0-b07		13413245fd71e38a12d0bf24253aa69efe678572
org.glassfish.hk2	ctm-example	2.3.0-b08		0982e61ba9069790bef85d4518511e12cf942948
org.glassfish.hk2	ctm-example	2.3.0-b09		44d1255f834c1229ecd2d76c61d51ad3bb95e8c4
org.glassfish.hk2	ctm-example	2.3.0-b10		ba855f213d00124d56e71093f5ee84d9daa19df2
org.glassfish.hk2	ctm-example	2.4.0		6fe18b87aca56e875b332050b7f3cbc510d06313
org.glassfish.hk2	ctm-example	2.4.0-b01		c5874d0d10f784fc76d706ebdab41ddbd8e12244
org.glassfish.hk2	ctm-example	2.4.0-b02		a47190f818e4bbb96207b0d7d885e6433e6983f3
org.glassfish.hk2	ctm-example	2.4.0-b03		5162f3273f079252238c7bfe4812b3d653a95cec
org.glassfish.hk2	ctm-example	2.4.0-b04		09abe670f8144b3fd5560611ee2fc1fecfcef7b7
org.glassfish.hk2	ctm-example	2.4.0-b05		6ba5155a8fe8188263c53427485878084e60a18f
org.glassfish.hk2	ctm-example	2.4.0-b06		314f73a5b4f6b413045694dc58075dbfb2f790b2
org.glassfish.hk2	ctm-example	2.4.0-b07		e00190e919669ba78bb9baa0187d182fd176c79f
org.glassfish.hk2	ctm-example	2.4.0-b08		3e7ec642722eacd2888c14fb485b7451251938ed
org.glassfish.hk2	ctm-example	2.4.0-b09		12bcaa0d739aa45b8cf1da26e7170fe1d601427a
org.glassfish.hk2	ctm-example	2.4.0-b10		41672799b21c48033557303d00e91db8036522aa
org.glassfish.hk2	ctm-example	2.4.0-b11		d9451f615f81d7b28b69bcb4858e3e1221d88064
org.glassfish.hk2	ctm-example	2.4.0-b12		fd5edf6986855a14bd05b40f09db4c22df30a462
org.glassfish.hk2	ctm-example	2.4.0-b13		51ddf4703aa2a59476f7748be7c9bb8953b50da5
org.glassfish.hk2	ctm-example	2.4.0-b14		1de4bccd397e25060a6bcad4d4f27f0be407b73b
org.glassfish.hk2	ctm-example	2.4.0-b15		8dbae0d66ec3e056590e226a700b652d6608f95d
org.glassfish.hk2	ctm-example	2.4.0-b16		2956889748069d749d0a65ed2dfeab4879b127e6
org.glassfish.hk2	ctm-example	2.4.0-b17		3313a2aa9b5637099a50da68bf600cfc3a9b786a
org.glassfish.hk2	ctm-example	2.4.0-b18		93ebebc6a6b5d39d27f6910db8a53c8a14ef3490
org.glassfish.hk2	ctm-example	2.4.0-b19		fcc08cdd2aaca36ad8f07d54651b6f59f4ea5175
org.glassfish.hk2	ctm-example	2.4.0-b20		62c623f9fa2a64fff94eb99cc67528b8ebbde1b9
org.glassfish.hk2	ctm-example	2.4.0-b21		c5a53523235db8e130f8ce8e59ab7a5cab3a723c
org.glassfish.hk2	ctm-example	2.4.0-b22		d867dd53038b11b870bf8742ef06b2c7960cef30
org.glassfish.hk2	ctm-example	2.4.0-b24		2a12ce6bcdf9b1b9f4e3631d6455d37267fb619e
org.glassfish.hk2	ctm-example	2.4.0-b25		74e7566baf1153054a90d1706341ffe3b8c6d820
org.glassfish.hk2	ctm-example	2.4.0-b26		9b22bded675ae80defefa84b9655dcf74e407fb4
org.glassfish.hk2	ctm-example	2.4.0-b27		fe442b178aa21bd56af1e153535e250e72a9383a
org.glassfish.hk2	ctm-example	2.4.0-b28		649bf8f7657f2aaff731de3141243aca8592f40c
org.glassfish.hk2	ctm-example	2.4.0-b29		dae17419c1e5bc8f083c432119287ef07c2d865f
org.glassfish.hk2	ctm-example	2.4.0-b30		be28ac255aece12f8d73e8f528f265824f5e8560
org.glassfish.hk2	ctm-example	2.4.0-b31		b3a70104e47c4d09899a246d589ff41392353740
org.glassfish.hk2	ctm-example	2.4.0-b32		ffe5647e3f8cab7eab6706141b728f223d22480e
org.glassfish.hk2	ctm-example	2.4.0-b33		67a6c8af95bb5c6c81b0893655f744e0081448a7
org.glassfish.hk2	ctm-example	2.4.0-b34		a5b7b382c3fc6ae5a9be8dd22ec4f5b8ced47ebc
org.glassfish.hk2	ctm-example	2.5.0-b01		c1d2af25492711ec483ecdbede6505306172e247
org.glassfish.hk2	ctm-example	2.5.0-b02		49ff114099b4a81e6772e81293db87752378f2cc
org.glassfish.hk2	ctm-example	2.5.0-b03		8644cd9a8347c661cc980653ea37544f31e09730
org.glassfish.hk2	ctm-example	2.5.0-b04		880ada6567229cef2c3b1a6399e90f4c6830679b
org.glassfish.hk2	ctm-example	2.5.0-b05		1fe99581d0d40bb2d2f9dabaa08635d543f01546
org.glassfish.hk2	ctm-example	2.5.0-b06		70275230daaaf8b0f843b3d7be5743efa94396b7
org.glassfish.hk2	ctm-example	2.5.0-b07		753b6766b1cf7ff2b1691d1969c137aefe7506f7
org.glassfish.hk2	ctm-example	2.5.0-b08		2461c0ef039818bdeb9a21bbd2c2e24df7706885
org.glassfish.hk2	ctm-example	2.5.0-b09		92c0cc1465fc801b1bfc11e6e9faea499dc91d8a
org.glassfish.hk2	ctm-example	2.5.0-b10		43c3741c4fd80d924c710e2d31a494ba9f004c32
org.glassfish.hk2	ctm-example	2.5.0-b11		e2caa742794960009a7cec259afb3623bd70a20f
org.glassfish.hk2	ctm-example	2.5.0-b12		65e8810fdfc9e663b433ea943527c2735b35315a
org.glassfish.hk2	ctm-example	2.5.0-b13		bd4cd412a76e76b6b82c91d5cbd172ef32b04dea
org.glassfish.hk2	ctm-example	2.5.0-b14		bce1176c192cf0ea26cd35bd37a8fff7b3a979b8
org.glassfish.hk2	ctm-example	2.5.0-b15		4a48aaee023dd75aff155782d0dacd447232e07e
org.glassfish.hk2	ctm-example	2.5.0-b16		b5bddef78cee20af2bd672ecae69a6c7c71be373
org.glassfish.hk2	ctm-example	2.5.0-b17		eb82be0e4e6df9ea3b852c19679b8096ace2834f
org.glassfish.hk2	ctm-example	2.5.0-b18		0e612a60f4877dd45a4f8c16e4c613166b09d53a
org.glassfish.hk2	ctm-example	2.5.0-b19		b1fffb4cd648b58b71c881107df5f8d445daa83e
org.glassfish.hk2	ctm-example	2.5.0-b21		5601c620cb9f018767850b3a935495bb6988c9eb
org.glassfish.hk2	ctm-example	2.5.0-b22		25409432bc1293101644d8e0b755f704a618e3eb
org.glassfish.hk2	ctm-example	2.5.0-b23		ecfeb2b5cf244efe459ede5bc7490d873dfbd194
org.glassfish.hk2	ctm-example	2.5.0-b24		10652f56883fcadca2106693cf5989cf021127e1
org.glassfish.hk2	ctm-example	2.5.0-b25		4003e8da8152388fd6b901aaf9e3e373af36f1d8
org.glassfish.hk2	ctm-example	2.5.0-b26		767c73ded747129136630b7f2194a14a1e827c9d
org.glassfish.hk2	ctm-example	2.5.0-b27		470f0a2eed5229a4674b8083307b845b828e1199
org.glassfish.hk2	ctm-example	2.5.0-b28		b9ee16a79f8febe1b9f36d11744285e075a24391
org.glassfish.hk2	ctm-example	2.5.0-b29		2890a11ff4422ac00409d4f5af7de0f6a2a63239
org.glassfish.hk2	ctm-example	2.5.0-b30		84dd080581bebbd150335a5c50a9970d6152c76b
org.glassfish.hk2	ctm-example	2.5.0-b31		5587616ebfcea5ccb6466c6246467cc732b97b4a
org.glassfish.hk2	ctm-example	2.5.0-b32		b9e7757c213fe9ea84bb0c1f2bf0dfafd95a632e
org.glassfish.hk2	ctm-example	2.5.0-b33		e811e70e43fb01017c256142a0c2c2f0ae5f4b80
org.glassfish.hk2	ctm-example	2.5.0-b34		4efd695656513a09ce2bed0be9cd8824816f56e5
org.glassfish.hk2	ctm-example	2.5.0-b35		de97f4a6d166a95065a1ba04e498aa5b94205344
org.glassfish.hk2	ctm-example	2.5.0-b36		0f6631ae5b8fb66230311586372cffcd96b23a5d
org.glassfish.hk2	ctm-example	2.5.0-b37		6bbe2820ee9e960689cb848069cffa76be9f0e00
org.glassfish.hk2	ctm-example	2.5.0-b38		7c6a96fa2fa975d5b4dc001cf0f7bdacb3c7cedf
org.glassfish.hk2	ctm-example	2.5.0-b40		fdf9f3e1bae5edd15c573bda9ad11a5fb9d324fc
org.glassfish.hk2	ctm-example	2.5.0-b41		c2d5c50e88164cc39a743778a1b162a9e08742c7
org.glassfish.hk2	ctm-example	2.5.0-b42		94e32c4cc057bc27e89425e836df626c9ca6e342
org.glassfish.hk2	ctm-example	2.5.0-b43		a69764e65435074a8957ca48796aa31516bff771
org.glassfish.hk2	ctm-example	2.5.0-b44		36dccbc3cc3f146c6c1252c85beea2879889a270
org.glassfish.hk2	ctm-example	2.5.0-b45		146bc8331a3138486abce2d9bd69163558a69718
org.glassfish.hk2	ctm-example	2.5.0-b46		4c8ec355ef6e8470c3743a7b4d85aecc1d482a9f
org.glassfish.hk2	ctm-example	2.5.0-b47		cd8d828c9d4b23c23972906014264f896c218bc6
org.glassfish.hk2	ctm-example	2.5.0-b48		907e9f23f5ecf671edad619387b9e878e03b141b
org.glassfish.hk2	ctm-example	2.5.0-b49		ac3e83c8aa9f7c3050a9e9fd3a7977404e92ded9
org.glassfish.hk2	ctm-example	2.5.0-b50		e59a1b2a81b0ea412d557a29872e8ad9eb2827b7
org.glassfish.hk2	ctm-example	2.5.0-b52		5a967b899f77cb88908caa2997a9ea63746831e0
org.glassfish.hk2	ctm-example	2.5.0-b53		0da5ddadaac316f4f42321f39a966930d1336332
org.glassfish.hk2	ctm-example	2.5.0-b54		df31fa85916c1990b0bebd2284ee587262e43dac
org.glassfish.hk2	ctm-example	2.5.0-b55		9e89619ccae70fd23e225b438de4629f80cc70f1
org.glassfish.hk2	ctm-example	2.5.0-b56		1378ad51091fd7f363e20a727d8463712dc68f80
org.kodein.memory	kodein-memory-crypto-watchosarm32	0.10.0		N/A
org.kodein.memory	kodein-memory-crypto-watchosarm32	0.10.1		N/A
org.kodein.memory	kodein-memory-crypto-watchosarm32	0.10.2		N/A
org.kodein.memory	kodein-memory-crypto-watchosarm32	0.11.0		N/A
org.kodein.memory	kodein-memory-crypto-watchosarm32	0.9.0		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.10		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.100		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.101		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.102		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.103		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.104		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.105		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.106		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.107		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.108		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.109		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.110		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.111		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.112		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.113		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.114		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.115		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.116		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.117		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.118		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.119		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.12		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.120		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.121		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.122		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.123		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.124		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.125		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.126		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.127		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.14		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.15		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.16		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.17		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.18		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.19		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.20		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.21		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.22		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.23		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.24		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.25		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.26		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.27		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.28		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.29		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.30		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.31		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.32		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.33		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.34		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.35		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.36		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.39		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.40		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.41		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.42		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.43		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.44		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.45		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.46		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.47		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.48		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.49		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.50		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.51		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.52		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.53		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.55		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.56		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.57		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.58		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.59		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.60		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.61		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.62		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.63		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.64		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.65		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.66		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.68		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.69		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.70		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.71		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.72		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.73		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.74		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.75		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.76		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.77		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.78		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.79		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.8		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.80		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.81		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.82		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.83		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.84		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.85		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.86		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.87		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.88		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.9		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.90		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.91		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.92		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.93		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.94		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.95		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.96		N/A
org.mobicents.resources.mscontrol	restcomm-slee-ra-mscontrol-release	2.8.97		N/A
