au.csiro	elk-util-parent	0.5.0		N/A
com.leiniao.code	atomic-gradle-plugin	2.0.22-beta		a8b68c9cb95799d667bb16743aadd9f0d63049c5
com.leiniao.code	atomic-gradle-plugin	2.0.23-beta		4380c5adce12153216d27ae2b11d13394164c783
com.leiniao.code	atomic-gradle-plugin	2.0.24-beta		36e59e29d529d2cad77dcfcfb32441a9b930ce4c
com.leiniao.code	atomic-gradle-plugin	2.0.25-beta		3bf9977945c714c770094ea8865722736e78092e
com.leiniao.code	atomic-gradle-plugin	2.0.26-beta		679093a8f730cc9089e0a922148a064e96ac6d5e
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.0		998b688178671ab149d8557145b587f65b8eb392
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.0	jspc	15b89f0291776e11beaae04dee1a2485304c5682
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.1		89730617c153b4e6a70762c5f5d5443dddb03cf2
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.1	jspc	922a94580e8afff0ab12f42aaa3991fe1da74f49
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.10		ddb4151bbce0d86ef702adce5a60915c75df13e8
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.10	jsdoc	3284a1ee436f1ca208231e373dcfd7827ea2954d
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.10	jspc	1f651bd5685955dc85832edee5fe970d1829995f
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.11		4bdab8bc12d28db3233dfb1512a71b17981103ea
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.11	jsdoc	f6e420ff9b3aa799a813ff41ec14978d3f1a32fd
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.11	jspc	1812dd388c92221f3eae70f9ed4d0d010189f914
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.12		aff49d4538e5074f5ab89681e61be7166a45ac01
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.12	jsdoc	bacfacc4c84de71b8f9230c00e630d25b67eb5d3
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.12	jspc	f71ac993888a539dd9013053f3a307d91c8f689b
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.13		4e21e1963c2820ae6ba15007ac1623690a6331c0
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.13	jsdoc	245728880277db5701be4f6a13040174d59b83b3
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.13	jspc	520ae48907de57b4994e2250f87c1cbb01bb905d
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.14		a15e445124c6c95223e2089c790218840c69d2f9
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.14	jsdoc	05682aa3995ea496e6fcc9d4da70b9eff9d95f46
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.14	jspc	da39c4324d5b2173c3186d5f6771f74a5e1eaef3
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.15		775ff3631a376c213e823ab23c7da1ec73d23b32
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.15	jsdoc	f2b74adbc719bcfff136ff06d5dc9e9bf10690d2
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.15	jspc	623a223ed88af2c169d2e26be0d059f566a0cdc1
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.16		a8d209f2fcd43610f83610a97a51ced16ce52bea
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.16	jsdoc	3f00a2dd6653e6624d97382f66b3b5a909084fe7
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.16	jspc	1f8aad394ac48fd9ec9ca0b47b544d17ee61ea59
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.17		fd9fb96141f68cd2c5223f520e84c7185c72b888
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.17	jsdoc	4cc0a60a177a6bb53088dfe4bf508fc182f6c09c
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.17	jspc	b069b213ad0c041983c977119817135cf7d4d026
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.18		a9424775728072211a853c2d3aed090224e8b70d
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.18	jsdoc	0d810b6c054f02b60207a8ff866b1179538572af
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.18	jspc	86a9a4644dfd265913bd43e303c4db6ef96ddb9a
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.19		828a6d651eef7243cbabe6a74efb0fba68d306f4
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.19	jsdoc	a2c5d9ac5f3f9cf99035b3ec178230c6bf80cb91
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.19	jspc	b69873f825d57d2c410021c2661442ebdce29e37
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.2		398dfcf6e2af77d4aecf8371db28164bb7a65c5d
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.2	jspc	812e00f7258f53624a5661961e9752e692ee8fc9
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.20		dcf768cd70f3ca19c633a4322e2cf82c1d2e0d63
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.20	jsdoc	8b64b16919ec98decfb07acfa108c05d671fd043
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.20	jspc	4115f73ae995f63f3d771a95f82d14d767c547e2
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.21		e82198f3b6109f958c420bc25e52d47ecfe98dd4
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.21	jsdoc	b9a3c60e1a579be76a6b7b705e7ece841b2fae6d
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.21	jspc	83e9e819da2a0791f64b515ffe5536e44d221931
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.22		3c10918174650c51f27b2b5b77663d2db1f7c979
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.22	jsdoc	d71651a88110b26b913bbb4f4e3e04cfad8c7e57
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.22	jspc	b9bd17d3dd52182ac631a4819584c267336c2f4f
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.23		1d258315932b9a7722b6a0fd2a21eba95f17298e
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.23	jsdoc	29032fa21d6288ac8fa39b0b0efa2e1bee1e7625
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.23	jspc	25b1809c4bc312571f045b6137ee2ce78a4307a4
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.24		60f7ff56bc8a4e26921e7bf7f9bde7c498f78d89
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.24	jsdoc	ff41d33c0d361b09d6c3a2a5b0c63f95cc728b91
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.24	jspc	44a6dbebc432bbd49755370f90def101c33f6cce
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.25		f503978d7278e39f6a1b58bed314ae43e48370a6
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.25	jsdoc	c4c83dd6dbcddf9d3e5d8b2269b24faee8b16f12
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.25	jspc	d8098cd9485573c36210db56c4784c8e38b64c54
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.26		7a4723f07a7c05cafba9090a7148b4e86aedaefc
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.26	jsdoc	c1c1ea45f4d6f2c6993fc0d8667a134712af16ad
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.26	jspc	bf067bfd6947a99f5bbee8aef61332c537ae9804
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.3		364e877abd4e513652b72c0a1c88dcac4af0d8b6
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.3	jspc	4c309acdbf3965d486a809ad9a826b1b4c745405
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.4		b55d283c974bcb7b42515bfef841788570df4bc4
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.4	jspc	6535969a2b31d90ad12baf402d7c731fd9fa77fb
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.5		37dd0548c61790b7e93fad3437a402ca69b4dbe1
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.5	jspc	a527ea0cfac52971bc0983f4ab802c3b51400133
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.6		abfc9eaf9e8649f9d514e6bfbf23be088e12b7b1
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.6	jsdoc	b247d38988e3d0df73ea9bfae225b38a76482cc1
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.6	jspc	6cd247aeaa0ee0e18ee9ec54be7c1b5f83c22401
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.7		ae0ee68d6c1862b8a9d3192422571c366eb00fc9
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.7	jsdoc	8fb1ee14f245fd9cb23acaafc331be6818e9c703
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.7	jspc	49c1a191ba33ad5b00126649ab138903e8e0b791
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.8		66c7c5abc5ae4090fdd0256b1ea9a9e79a6eedab
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.8	jsdoc	4a87b82fb0959237475fcb18f30a0ec0278c1832
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.8	jspc	9c9a6b82d2a521bdf5b74d155366fc123f87940e
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.9		67190fe1d9a6c7a7a947eed3952a49885b4d2f22
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.9	jsdoc	6dafdc0bdd5e87ffde0a9dd8b37efb1347a4f7e6
com.liferay	com.liferay.change.tracking.change.lists.web	1.0.9	jspc	6ad7ae89167b679e28158c1e97ed24facc136343
com.lucadev.trampoline	trampoline-security-abac-starter	20190308		c3235c068ca230e84a172dd7015938cdde5d2853
com.lucadev.trampoline	trampoline-security-abac-starter	20190329		0dded1235049dc228fd9268fec484d2c5e525d90
com.lucadev.trampoline	trampoline-security-abac-starter	20190507		4fc9b520d029b340608baabf8efe881e7ef88bf2
com.lucadev.trampoline	trampoline-security-abac-starter	20190509		0846783d4dc10d7554e6da9c11707b06401193ae
com.lucadev.trampoline	trampoline-security-abac-starter	20190628		4d51474435fc784758f8ba4be3e21bfb35243c11
com.mchange	ethdocstore_2.12	0.0.3		e1bd6322528542d1238271c8cabadaa8707d84ff
com.mchange	ethdocstore_2.12	0.0.4		c519830d70943914b5c82762571a52d36c6ab211
com.mchange	ethdocstore_2.12	0.0.5		000867082e71ddb38ab0b04ca3be8ca77f26a66d
com.mchange	ethdocstore_2.12	0.0.6		0e125e3f30f9ea0d77da437af50a9a7de003524c
com.michaelpollmeier	flatgraph-domain-classes-generator_2.12	0.0.70+6-29cd1935		3c3743e25971e27084ffc969b188298fbdd15974
com.michaelpollmeier	flatgraph-domain-classes-generator_2.12	0.0.70+7-325153f5		b3cb172b4027b4ee3f1c18b720f9e154d2208585
com.mobaijun	xxljob-spring-boot-starter	3.0.10		0c4685ad591c9a0b2c9dfd39829ef53e04d11904
com.mobaijun	xxljob-spring-boot-starter	3.0.11		2bbfdc87277ef673d080f45aa4e3be765d04b53b
com.mobaijun	xxljob-spring-boot-starter	3.0.12		9ac69b08457230f59229d2626b453316534bf369
com.mobaijun	xxljob-spring-boot-starter	3.0.13		602b719bc86e4bd119f62fc50c5378761b8a7b7f
com.mobaijun	xxljob-spring-boot-starter	3.0.14		b760e9d43546a5e4d2a5caefb3874bd22f548194
com.mobaijun	xxljob-spring-boot-starter	3.0.15		b0dd7e56cb3aa546b49bdee1afa590d8e10acac7
com.mobaijun	xxljob-spring-boot-starter	3.0.16		38da2050f1a7d958c2bd8218d1a8db9465dbe373
com.mobaijun	xxljob-spring-boot-starter	3.0.17		e8c1820b1e5421a2b2d7d6c2e96506307f37fdb7
com.mobaijun	xxljob-spring-boot-starter	3.0.18		d225365832bae22236f20d8b5aa67ec0c10a96f6
com.mobaijun	xxljob-spring-boot-starter	3.0.19		633d4df6643df4a9b05642dde676bc9c39ee387a
com.mobaijun	xxljob-spring-boot-starter	3.0.20		91723016e6860df44f6ed580c36ee83e7da5a257
com.mobaijun	xxljob-spring-boot-starter	3.0.4		1d21383cafbfb324531fa9149a54071f71e3fa26
com.mobaijun	xxljob-spring-boot-starter	3.0.5		93f2b7d5f763dec0153681944a69a6de3ba05a7b
com.mobaijun	xxljob-spring-boot-starter	3.0.6		a19787aa02282bf017450d53ce65ff84d6f39994
com.mobaijun	xxljob-spring-boot-starter	3.0.7		8bb6ffaa56ba4e4d9f2c425ba79bc04bd367117b
com.mobaijun	xxljob-spring-boot-starter	3.0.8		ec98f0840803325bfb259d087d787371c3737a0f
com.mobaijun	xxljob-spring-boot-starter	3.0.9		33e3110e2a332c5884eb299abe7c30d69b973835
com.moriatsushi.compose.stylesheet	compose-stylesheet-icon-android	0.0.2		N/A
com.moriatsushi.compose.stylesheet	compose-stylesheet-icon-android	0.0.3		N/A
com.pauldijou	jwt-play-json_2.13	3.0.1		fa8911a6577abb1be0923303cea0e0e296f7d447
com.pauldijou	jwt-play-json_2.13	3.1.0		6961fa16b7de0080b5fce316be7db355c9cd1d4a
com.pauldijou	jwt-play-json_2.13	3.2.0		caa8173e3216a83e6356ca0e81cc378849ee43ff
com.pauldijou	jwt-play-json_2.13	4.0.0		17b47f6fb469638a23a0d3257f6537f72abe06b7
com.pauldijou	jwt-play-json_2.13	4.1.0		ed7ab6530d21d28b3d4a773856ff8a5938a96957
com.pauldijou	jwt-play-json_2.13	4.2.0		b760e4021a7ded910b777e3536bcf41750890bb5
com.pauldijou	jwt-play-json_2.13	4.3.0		c4dc49ab8f5bff732dd9e53222aa1bc3c5274e7b
com.pauldijou	jwt-play-json_2.13	5.0.0		e94b4556ee2e1d2b5fe2748f14281155f7d4b668
com.puresoltechnologies.purifinity.server	wildfly.modules.hadoop	0.4.0		N/A
com.puresoltechnologies.purifinity.server	wildfly.modules.hadoop	0.4.1		N/A
com.softwaremill.macwire	macros_native0.5_2.12	2.6.1		f11b735f71485cda1e52e462706626578417465d
com.softwaremill.macwire	macros_native0.5_2.12	2.6.2		eaee38cad24d59bc3947aab2162f41479496e102
com.softwaremill.macwire	macros_native0.5_2.12	2.6.3		253f8086c2604696ba5d252f06dc576e545cf394
com.softwaremill.macwire	macros_native0.5_2.12	2.6.4		0095ac0d912c49905b3afe32ad16f09a153bb5e4
com.softwaremill.macwire	macros_native0.5_2.12	2.6.5		2cd561de02e6222daa4f38dd31f377b92ffab1d8
com.softwaremill.macwire	macros_native0.5_2.12	2.6.6		0a7bfcd8091dcb77009d8eb4783f57943c196e19
de.carne.common	java-mcd-jvmdecoder	0.2.0		da8f7f37b351b82cb2a98f6ae29a0763be38f3ba
dev.mardroemmar	lexica	0.1.0		ac98f77c6e489927b5c72d13b94e0e4686461e65
dev.programadorthi.state	core-jvm	0.0.1		2573a3db5575da4c427634e7d0e948fa5c5565d1
dev.programadorthi.state	core-jvm	0.0.2		2573a3db5575da4c427634e7d0e948fa5c5565d1
dev.programadorthi.state	core-jvm	0.0.3		2573a3db5575da4c427634e7d0e948fa5c5565d1
dev.programadorthi.state	core-jvm	0.0.4		7e9257800db782f582cf4fe63ada545400cae8a1
dev.programadorthi.state	core-jvm	0.0.5		7e9257800db782f582cf4fe63ada545400cae8a1
dev.yuyuyuyuyu	simpletopappbar-iossimulatorarm64	0.1.0		N/A
dev.yuyuyuyuyu	simpletopappbar-iossimulatorarm64	0.1.0	metadata	51fcffd29447bc702cbed3791f118728ca2dca1f
es.weso	srdfjena_2.13	0.1.101		b38c0103e9f87e760a62ace61edecd3f748a0b5d
es.weso	srdfjena_2.13	0.1.102		10fddd5a49dcbaee5853ad772390d2a37c3e84b0
es.weso	srdfjena_2.13	0.1.103		2e1f79017e08cd66c91c592cc5f03ded6eba30f2
es.weso	srdfjena_2.13	0.1.104		bd94612a64531876972c122fb5b1f2ea551877ba
es.weso	srdfjena_2.13	0.1.105		33e88eaae5effbf2a32df82809655ebbc430b744
es.weso	srdfjena_2.13	0.1.106		7649cfd1837252dd98e35afcf4bc7bdd06711616
es.weso	srdfjena_2.13	0.1.107		b05332173e4ccc0dfcc0049b25002f2567829833
es.weso	srdfjena_2.13	0.1.111		580f3959bd3bd4a441d51300685fda3bb7decd5e
es.weso	srdfjena_2.13	0.1.112		935578ea68a88655ecffa07434f00b9e99396591
es.weso	srdfjena_2.13	0.1.113		eb4487551c39abfb875d60f27b5a817f07d0a22c
es.weso	srdfjena_2.13	0.1.114		440d8c4f8cdbc0878810b18f77ed0c856a3a6c42
es.weso	srdfjena_2.13	0.1.116		b666c2a911fa74bb44dcc18160aff37d440b905e
es.weso	srdfjena_2.13	0.1.117		7ed16ffa0e7e3a30e36cb01ef7968f18a8dfc107
es.weso	srdfjena_2.13	0.1.118		0e3a6622a18c1dc08c51160f3f069e1d531b9f4d
es.weso	srdfjena_2.13	0.1.119		a1d8c2dcce22c50b555d598c2a8ad796c7656f8c
es.weso	srdfjena_2.13	0.1.120		d50570cca6d8291224a4e0f5c67cccd5adf096c1
es.weso	srdfjena_2.13	0.1.122		ff81c3b12fe2054ba058b2c9db0f9ffea212669d
es.weso	srdfjena_2.13	0.1.124		2052f6fb112b0a8b57ee7993def8055afaf43aaa
es.weso	srdfjena_2.13	0.1.125		e605d78aad9d5e77cdf1f6298346c446e7de0698
eu.agrosense.api	api-parent	14.01-beta		N/A
eu.agrosense.api	api-parent	14.02-beta		N/A
eu.agrosense.api	api-parent	14.04-beta		N/A
eu.agrosense.api	api-parent	14.04.1-beta		N/A
eu.agrosense.api	api-parent	14.06-beta		N/A
fr.lteconsulting	hexa.binding	1.0		1118e24a242dfda2dcdf7dca2ce9e15974ca9b56
fr.lteconsulting	hexa.binding	1.2		c1dbef8fee45e2acb1f6ea5f80365465305c25a0
fr.lteconsulting	hexa.binding	1.3		c513e0c006842b9d8cf2850a17a07f7fa0b4af0b
fr.lteconsulting	hexa.binding	1.4		bc801a8ee36e4e0b47229748d4e68360d713cd49
garden.ephemeral.math	komplex-iosx64	1.0.0		N/A
garden.ephemeral.math	komplex-iosx64	1.0.0	metadata	9ca41ce858cf8b2d15c16449fe032e39cc4ca784
io.atlassian	kadai-logging-all_2.12	7.0.0		2e0ecb20c923e619666e7bf953a7dccb496f90d8
io.atlassian	kadai-logging-all_2.12	7.0.1		9a971e5a8c8baa0f6fa651654d206f471c080942
io.dropwizard.metrics	metrics-jmx	4.0.0		04fb95d49a5bee896cc6963ffeb1cce090acc381
io.dropwizard.metrics	metrics-jmx	4.0.0-alpha1		f058f199b40ee9ef0f6a207d2226268e6b73cd4d
io.dropwizard.metrics	metrics-jmx	4.0.0-alpha2		efc4dd13d9846d8e8378be63cd4bd9979a3abdaf
io.dropwizard.metrics	metrics-jmx	4.0.0-alpha3		6bb00f32fe337eb23c6a792f93509cd1e2045a2f
io.dropwizard.metrics	metrics-jmx	4.0.0-alpha4		857fdd5e84422e46e4191cab30d7a856f162fc72
io.dropwizard.metrics	metrics-jmx	4.0.0-alpha5		e9dc9e4dcfe7113e622bf46f878b330b87a174f0
io.dropwizard.metrics	metrics-jmx	4.0.1		b043c74236d731d6ccc5bdc9ee043209266bb38a
io.dropwizard.metrics	metrics-jmx	4.0.2		c8c14f6d66100a6b79f5d4b6de1d50ccc7f627fb
io.dropwizard.metrics	metrics-jmx	4.0.3		d49313634a606496433e34b733251ba9fdbb333f
io.dropwizard.metrics	metrics-jmx	4.0.4		a8e1dbf101ef84674be1a2fd1292dc5324d15696
io.dropwizard.metrics	metrics-jmx	4.0.5		d7be4ddd7ba674ee8be1d23d883fb3ca68ee1d54
io.dropwizard.metrics	metrics-jmx	4.0.6		dc9b9de4649b54e770c15509a3403b34a5d5dc11
io.dropwizard.metrics	metrics-jmx	4.0.7		9a441f6b4635eb49b8e0af1d46153ebb61c82bc4
io.dropwizard.metrics	metrics-jmx	4.1.0		2f6c4b7a3a085f7459c3ae9d993d4d668d7b84f1
io.dropwizard.metrics	metrics-jmx	4.1.0-rc0		be1b34a79ea2fd36ec1c365b39435030a1060d27
io.dropwizard.metrics	metrics-jmx	4.1.0-rc2		1fee0e50ea2dc3ee430712949e794b544b0dca13
io.dropwizard.metrics	metrics-jmx	4.1.0-rc3		ba0ad30148be99e35ffbfd29d3e7c931bdb18f28
io.dropwizard.metrics	metrics-jmx	4.1.1		45a4c74d2d4790e02ce7917d58e549b713dba201
io.dropwizard.metrics	metrics-jmx	4.1.10		6e3214bfee090b5eade549907958b3edcae6a6c5
io.dropwizard.metrics	metrics-jmx	4.1.10.1		a343994c508029a18091ca0640ad66f191b228a2
io.dropwizard.metrics	metrics-jmx	4.1.11		b45ac243e74110753912310c7f0c936a7d1c8aeb
io.dropwizard.metrics	metrics-jmx	4.1.12		6f3277f3b0dfa078c221cc4c1763684926429054
io.dropwizard.metrics	metrics-jmx	4.1.12.1		0fb1e42f6f182d306d0b567c7b9e26cadd13b49e
io.dropwizard.metrics	metrics-jmx	4.1.13		4ee5eebc6d8d2086e0554fe66a1e636841278233
io.dropwizard.metrics	metrics-jmx	4.1.14		a8ad14642831e599507cafe9ae2aee39224092cf
io.dropwizard.metrics	metrics-jmx	4.1.15		4ec08bbf35e3e9d5c01d4d2b941ee97cd1d59216
io.dropwizard.metrics	metrics-jmx	4.1.16		c87bbe6b79bee8edc63adc3bacb78889c04b67e6
io.dropwizard.metrics	metrics-jmx	4.1.17		43b17c1849738448591cd01ff59552cf1bf25be2
io.dropwizard.metrics	metrics-jmx	4.1.18		087b6e8f5dd5252c102eb5d1f206ddd63d50ee2d
io.dropwizard.metrics	metrics-jmx	4.1.19		57d5b289683922998825afbfdf18f710b490f165
io.dropwizard.metrics	metrics-jmx	4.1.2		73a242395eadde5bc4cd16a43230531dccb3d0eb
io.dropwizard.metrics	metrics-jmx	4.1.20		8ed7a84093de87b6351b015020b7805122975ec1
io.dropwizard.metrics	metrics-jmx	4.1.21		fe947e806dc6f6f94db376d79f32ad8d76c579d0
io.dropwizard.metrics	metrics-jmx	4.1.22		5bb7284689e0c44670873f5d0e92fca544be71cb
io.dropwizard.metrics	metrics-jmx	4.1.23		92b03a8555ae3e849f2aa4a32c14b0393aeca9b7
io.dropwizard.metrics	metrics-jmx	4.1.24		63d6e0a0c135a721cb322e5213279cf93e9b348c
io.dropwizard.metrics	metrics-jmx	4.1.25		0ac9c5d6c38a911dfab2c1859930bd45c7aff2d3
io.dropwizard.metrics	metrics-jmx	4.1.26		ea9735868b4ffccb39e7521f2464bdc08c509b59
io.dropwizard.metrics	metrics-jmx	4.1.27		f23dca9ba8d835ccfb078d1f968eef46e9636775
io.dropwizard.metrics	metrics-jmx	4.1.28		bed5caebe38a5bf70abc2ffe55dbf962d6c907bb
io.dropwizard.metrics	metrics-jmx	4.1.29		ca5c4641416f7a0cf45523c735fc819bf0beb8a9
io.dropwizard.metrics	metrics-jmx	4.1.3		179edb41f41b0dad453ce7ebf45e8b94d6fe222d
io.dropwizard.metrics	metrics-jmx	4.1.30		90b65fb9214ce2d111138e0f4280c678cfb9f7c5
io.dropwizard.metrics	metrics-jmx	4.1.31		188e0ff99092222a9a9bcfd2a612db00cdf009b3
io.dropwizard.metrics	metrics-jmx	4.1.32		5bcbd192cb2a354dc74bf0879e6b4d0952d4ab5a
io.dropwizard.metrics	metrics-jmx	4.1.33		a7d4167f86f93f02498e75c30519bd24689e8001
io.dropwizard.metrics	metrics-jmx	4.1.34		7aeeb20b37789a185712a9211b8c9d78c69e53b5
io.dropwizard.metrics	metrics-jmx	4.1.35		f53bb9a5b050eb8b73b3418741a416f2022c2b90
io.dropwizard.metrics	metrics-jmx	4.1.36		e0c3a2c242d05652fd5af83f5e02b2c3c43cd69e
io.dropwizard.metrics	metrics-jmx	4.1.4		3af19d4d15c83c7f6e9db9fa2c76528f35565032
io.dropwizard.metrics	metrics-jmx	4.1.5		7cb3e3e5b5d1eb6ed89ce86a345d467a377fb95a
io.dropwizard.metrics	metrics-jmx	4.1.6		993a1da42693a28281ed5ea389a611719cdae6aa
io.dropwizard.metrics	metrics-jmx	4.1.7		8372be8cc4d82138e3c2ce4b6bc349c38909e0c9
io.dropwizard.metrics	metrics-jmx	4.1.8		e1602c6e2e5ec4ce74557f7819d247468e8ff202
io.dropwizard.metrics	metrics-jmx	4.1.9		94978c59e6e883b32eb3024d1f4668a09b0777af
io.dropwizard.metrics	metrics-jmx	4.2.0		6d43d0f5a6d97497126d6230f437f8def09b6ebc
io.dropwizard.metrics	metrics-jmx	4.2.0-beta.1		f8f1c9582d6f045c82f0d2d6e2771c116ebcb6f6
io.dropwizard.metrics	metrics-jmx	4.2.0-beta.2		ae8dcb848a7a26b79638802b18358fbc87e5ec49
io.dropwizard.metrics	metrics-jmx	4.2.0-beta.3		c5f5bcbeaec4027d73fe11cec99cd5bee649c573
io.dropwizard.metrics	metrics-jmx	4.2.0-beta.4		3ccca4d37f81779d3017242bb7a86e01b1fdde8c
io.dropwizard.metrics	metrics-jmx	4.2.0-rc.1		f365540b183f229e3539652205b377e286770943
io.dropwizard.metrics	metrics-jmx	4.2.0-rc.2		3ae9a3e75f9d139dd0636334b52a088741926bbc
io.dropwizard.metrics	metrics-jmx	4.2.0-rc.3		bc896264e6891ebcd690b022cbdb9d8a806a8af7
io.dropwizard.metrics	metrics-jmx	4.2.1		18634af15faab585a01440bf0e474aa18a92f93c
io.dropwizard.metrics	metrics-jmx	4.2.10		02e03e3139244e7db9dcc403bf0212be981ca6eb
io.dropwizard.metrics	metrics-jmx	4.2.11		d7f19a0349569ac2b0a74165284a5358bd06a8d9
io.dropwizard.metrics	metrics-jmx	4.2.12		fc1d861de6ab0ae46d0257b17d4129979597f41c
io.dropwizard.metrics	metrics-jmx	4.2.13		993e5e1bb5f6226fd77f2993ad1ac1b435837cbf
io.dropwizard.metrics	metrics-jmx	4.2.14		0798f50b424c7d3343901a6c6f82aeff1e876784
io.dropwizard.metrics	metrics-jmx	4.2.15		ddbdf83a5510dbdf67a14bfdb8a92fd742078841
io.dropwizard.metrics	metrics-jmx	4.2.16		510f56f5fc358925d4be61d8bfe8c239b4b82853
io.dropwizard.metrics	metrics-jmx	4.2.17		9e0dfff64c755cbf918d5b3babd9a072652d73a8
io.dropwizard.metrics	metrics-jmx	4.2.18		5053b12feaac638abd00b35d006289c99d0cbd66
io.dropwizard.metrics	metrics-jmx	4.2.19		474c1c764df01a0d93fc268da1f779ab97fe99ae
io.dropwizard.metrics	metrics-jmx	4.2.2		42fa67ee318c2b426bd4a50b86fe975806200aa5
io.dropwizard.metrics	metrics-jmx	4.2.20		6723adff28670f900e37fea60d9a6abc7537e78f
io.dropwizard.metrics	metrics-jmx	4.2.21		0651c1c0027b960d5c644aacd064eb84d9a08a12
io.dropwizard.metrics	metrics-jmx	4.2.22		2f23beded3e46a3552fc3c1a0fdfb810c24d8f97
io.dropwizard.metrics	metrics-jmx	4.2.23		a004114e1c5ce0fbbad5ebd46f6406477450ea51
io.dropwizard.metrics	metrics-jmx	4.2.24		9434a0c1cc7efeeb2535cb819532e1be3a1f9c34
io.dropwizard.metrics	metrics-jmx	4.2.25		8d57d9f33530fef4ed3489dc8d1351deb18d1f15
io.dropwizard.metrics	metrics-jmx	4.2.26		abafdb8fc03b47447e197248fda192d12c6a9130
io.dropwizard.metrics	metrics-jmx	4.2.27		10f1376905dee23aefd18bb83fa90654acc62742
io.dropwizard.metrics	metrics-jmx	4.2.28		1b72fe2feec99de4c7c82ae35d80b037a249eef5
io.dropwizard.metrics	metrics-jmx	4.2.29		92696a1c2459a3087b83783a9bb208ecf37e8931
