au.id.tmm.github-pr-language-detection	github-pr-language-detection-lib_2.13	0.0.2		0c3365543e3d65dcbe8d75be665ac038f6a7a08a
com.twitter	util-benchmark_2.10	6.26.0		f059da5f9f6b464021750309f56e3f5f164fb673
com.twitter	util-benchmark_2.10	6.27.0		d2e5e1bc97a6df73d6fe7558604949c47b51b477
com.twitter	util-benchmark_2.10	6.28.0		476eec40eec86d28246e9c66048f9a694880827d
com.twitter	util-benchmark_2.10	6.29.0		32c319f4cae3f9632213cb4f52c1d84d8f3dd6be
com.twitter	util-benchmark_2.10	6.3.0		93f8da4c5f9ae99c49422798ece0cd9ea5c679e0
com.twitter	util-benchmark_2.10	6.3.4		63988cfb7c3b1b4a4aa2b9a6257fe8eb09f40edc
com.twitter	util-benchmark_2.10	6.3.5		57f3a486638aff3ddf28cefaea56fc9c840d5528
com.twitter	util-benchmark_2.10	6.3.6		834e0264b779b211fc52198320a22725003e9746
com.twitter	util-benchmark_2.10	6.3.7		8c69b95c1c6a5ced40dc4c07a7aceb6555de9f35
com.twitter	util-benchmark_2.10	6.3.8		37780c254f6039ceb58d3cbd74d0aa9adcf0d756
com.twitter	util-benchmark_2.10	6.30.0		61a70730f610c734bedeed7183ed04f9b17c2465
com.twitter	util-benchmark_2.10	6.32.0		a96f6fd606156fe8faf001020658eefd964a1b89
com.twitter	util-benchmark_2.10	6.33.0		f82418581071802e798f656d222d06ddb127da4b
com.twitter	util-benchmark_2.10	6.34.0		3c340feda4b57bd96a6ec1c72d9ee31f2ddaf01e
com.twitter	util-benchmark_2.10	6.4.0		d2765eae8f569d6f943d18daf3c69655b178a0a0
com.twitter	util-benchmark_2.10	6.5.0		4093121956db9f1df91f3312bcf2f5865c29f7af
com.twitter	util-benchmark_2.10	6.6.0		b9f2d191772b977429453f43cddb87337866c92c
com.twitter	util-benchmark_2.10	6.7.0		7130966ebaf8542287a5754cfc237504a4629704
com.twitter	util-benchmark_2.10	6.8.0		8bd29deeb2e3ea168a9489cca58974d611be019e
com.twitter	util-benchmark_2.10	6.8.1		40dd775683448dfd52591dafc2a2baa9ab0cbf3c
com.twitter	util-benchmark_2.10	6.9.0		6a5b2ee188dafacacbcdb104a841d2a2ce76a12b
de.alpharogroup	address.book	1.0.1		b9599271ab13273cd84830bf3d67a8d1de31f989
de.alpharogroup	address.book	2.0.0		844da567bf6505b652fa101ebed586adf59746e9
de.alpharogroup	address.book	2.1.0		c72649a73bfe1d913f38f6d97f2b450f3ec1fd83
de.alpharogroup	address.book	2.2.0		5d9a46278c59209fc3892860cd85975ad4534c09
de.alpharogroup	address.book	3.0.0		01782011986e87d394e7f4ba2d37c87dd4f13403
de.alpharogroup	address.book	3.0.1		b30ced9d452c6b7e07578441f4d18071b264acab
de.opal-project	jcg-annotations_2.12	1.0		0d47fb0f81db2db3f9ec68462c7710142e3b4a66
fr.braindead	npm-resolver	1.4		7fc67dd40634550276ce5e28f3d65e6d3eae1e20
io.edurt.datacap	incubator-datacap	1.0.0.20221015		N/A
io.edurt.datacap	incubator-datacap	1.1.0.20221115		N/A
io.edurt.datacap	incubator-datacap	1.2.0		N/A
io.edurt.datacap	incubator-datacap	1.3.0		N/A
io.edurt.datacap	incubator-datacap	1.4.0		N/A
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.10		54b163d94e4aacde9bbf80087df7b85ef55a4465
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.11		20f978a573b77998ffa098227843f955ec614577
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.12		835825a8cf6dcf7d376dc5c8da4dabd9b109f1b1
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.13		0eff47708aab05636f387be5d8c58cffbb2abac4
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.14		4b45f3acd832299c05169a4db0c89fcb0f81da0d
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.15		cfc52295ed54f189c64771a8f0cbc4adc83dd35d
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.16		af9ca3ffe4798fde9ea401df942ebde809f72fae
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.17		b3afb308f659b4c52b7f5a2252aa6f5771206bac
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.18		73a8f8dfa7a44641942a8aaa67f97a6096e4d89c
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.19		3214e6cb6499d22b28d92a02aa9872724aed9fd4
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.20		94dd9446ae2c181a343094b0ddb72865f89cb2ea
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.21		aba0d36a654f6c827dcb68462951e920f7634d89
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.23		1fa3e4684cee3084cb26128effb8d15502eb6861
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.24		25cc203430da3cb40107325c97dbd8f404e6e1f3
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.25		af0b71d4ef69787165969d5be8abf9a05b80f388
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.26		e13c08b5d4c99b0bf9972dc6e9d179872046176f
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.27		33c5ff3ba741942ceeba7f9940fe0353cbe4f8d2
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.28		9ef0102e30841d451ed36837d21acb0e1b9d185b
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.28.1		70c48fda414c8f9e9cc42c2308acbd2482567567
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.29		49bda5cbcc7c79730d5d32c8c641c394bd558a73
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.30		b921a92988b76ea5b397070365a285c98fe0b72c
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.31		9a8e414087eba3d86789ee02b60717312d5f560d
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.32		8da073be922571317a356911788e6d30a0707d27
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.33.1		be973baec45878b7e636afb0f5554fee2055a041
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.34		97ff6062e23da27a20d1a0c18655dde7310f0ebb
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.35		91b0aae8aa4efc8f6f000a051f7acd1cd2c6a278
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.36		106d1fed67eca24422a5211a1b516d1b4403d8a5
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.37		eca85c59a9eb36d1108894fd764c031f38ec9cb9
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.38		f042386fbf2b515f7da63057c32c944718347c1c
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.39		8107845cf072c4a4a49d1fbcecb0a2fe336a885f
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.40		943c9dad4d3077b03582306aed1bf289722387e9
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.40.1		4232001e3af9c54fa1f92764076941a1847fcebf
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.41		c0a576fcc7dad91bba7ccf8ba5b365cb47fb3c9b
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.42		f07f41b24a8f05ce9dc9a9955c8ebedd2a70e04f
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.43		60071e80f091d04ceef86bbb74520d47f3ddee31
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.44		a852c88c1dce15c9dccf4ce3328951965f4be5e5
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.46		1a377a4e0e4b8b8be2095eef9c78589763e527b2
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.47		c09765bc36afb15b76479a230644ccf02afe23b4
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.5		d0621b35a01e65fa1faf650037e7feb7655729e4
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.7		a04faea5f0ae162688c8f4b3e874cfab4af56e21
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.8		b6e728210f0adda76885e4f4183fb73c29e6dfa9
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.9		96f5b75e2156d2a7ee9b7330a5cd7e4f43d781b7
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.0.9.1		7a2682964ebdf1671c14265bc0efb3b04b438371
io.fabric8.jube.images.fabric8	quickstart-karaf-cxf-secure-rest	2.1.1		767e412f105f41d72dc45a5d7eb08e4c7a575887
io.github.Arjen10	geoserver-manager	1.8.0		ec37f561bc961ea9c1a380b0a466f6c4de2d1ad0
io.github.agoraio-usecase.tools	statistic	1.0.1		N/A
io.github.eaopen	eap-module-infra-rest	2.2.0		87f7d36c3f2de115d8e555c4cbaed15927f800dd
io.github.eaopen	eap-module-infra-rest	2.5.0		f6152c82e1b2a6456b8e690c5c82d7bb833445f0
io.github.eaopen	eap-module-infra-rest	2.5.1		7ff7eb6d73d78f89362d417ed9a532d495001709
io.github.eaopen	eap-module-infra-rest	2.6.1		8d8f0a9a94513f17725ef5dfdcf2e8ea48e48547
io.github.eaopen	eap-module-infra-rest	2.6.2		3c57efc54550d41a9c09324cf876162808f356a9
io.github.eaopen	eap-module-infra-rest	2.7.3		0e68a0aacbed71b84caf526e662aaa415c8ade39
io.github.openmaqs.base	openmaqs-base	3.0.0		feec6712bdce210020f3ee30c8d9b613695845b1
io.github.openmaqs.base	openmaqs-base	3.0.1		d5456f90bd976fc3fca20180a160a957bdd1e255
io.github.rxxy	miya-websocket	1.0		8937e52dddd096630b1dbeb455ccd36fa7087ad9
io.github.zawn	converter-java8	2.10.0		68480ee5faac3f3374589dc0c05a0380deb643e8
io.github.zawn	converter-java8	2.10.1		b7252ec3205021a0d964aced5b98b3ff64e57dbe
io.github.zawn	converter-java8	2.10.2		352546a2c9f3fe311adc34a1cc60d5c7ac3ee9b0
io.github.zawn	converter-java8	2.7.3		608ed03e5a1e56d46a62472dfc10a4eb0f233cff
io.janstenpickle	trace4cats-natchez_2.13	0.0.0+1-191a6c5f		4f724466d60b28c07ed45682caa3bca2f010cc72
io.janstenpickle	trace4cats-natchez_2.13	0.0.0+1-7a9df181		b4745b86f5edf37d9b1873c4f3314ca958a1523c
io.janstenpickle	trace4cats-natchez_2.13	0.0.0+2-bee29d56		76cc0e554fcb472e1a0badf216e9680a5b91188a
io.janstenpickle	trace4cats-natchez_2.13	0.0.0+3-5f8ccef8		de9b2790e6a9f96e54dd049e88f3ea92bcfa872e
io.janstenpickle	trace4cats-natchez_2.13	0.1.0+43-e6dc014f		6d8d7492bd2cb50378588db289b675389e1fd42b
io.janstenpickle	trace4cats-natchez_2.13	0.1.0+45-447c4e91		0a2cb8faf15a0dbc27249bbc9820082b33a60c76
io.janstenpickle	trace4cats-natchez_2.13	0.1.0+47-761ead7c		188476042b6c0d9c208e52d980e54b16a491d824
io.janstenpickle	trace4cats-natchez_2.13	0.10.0		62d300a9aed18d2b9350c63014149f03a86e72cd
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+1-3f1d2c52		08a34002f705514c57d6d718955bfbc2f57c1db6
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+10-653d3274		b93a94e10c2f25fda01b7aa08f35d6262c9896dc
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+14-805c2bd1		93f76df004c8b259e094a9c89f37d3897e502843
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+16-0db5d26e		d6f9a5dfaf22a7fc0a02337632fb1fa11f890fac
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+18-d13b28ec		ed5ccf7a127e99993f881fed097b6cadb7485eda
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+20-fa514d80		fbd77e6137e4aca59f5f9450cc3770e2238a0d85
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+22-95c7020c		ef6654323b8b4e918b54a53418ce704a3c094d9a
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+23-42f59057		8df9e3e9ebcfcab1868995f1a34f264f1b4bae02
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+3-d01f175d		bb664d14a8962b0a02750610a06dbe1c1a77744f
io.janstenpickle	trace4cats-natchez_2.13	0.10.0+8-ee0fd53c		451c2598c2310bf89bfbd3c96efce58b472ae58b
io.janstenpickle	trace4cats-natchez_2.13	0.10.1		102b63799d195197463b8d7a1d21f78cbb31910e
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+101-a3f5d661		e8e9c32a87ff0b72d034842bc04beae3a89d6608
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+107-a33acc5b		d6d81360050dca2ab00e06bfbe655f3cf52d4f05
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+110-22ef803b		efa58d1eca5b140a80b120a3c6e58eba554c84c0
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+114-e293f4ff		d2584055f2790dc4507501b0ecbb65860d9af75a
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+116-447ea1ed		535e5b36c99a7bd9140b51919f18f7dbb6afd28d
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+118-e2d5332f		5b56810995cf3d97f1f6426ef96dc74e5715b04d
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+12-b896ec8e		5a28896cb0da325ca65a4fba29d8ac9572580f3c
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+120-2d990a81		273234e1f98226c4bc19efa3498f1dd96c2c0eb7
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+122-e0518758		270073b3ab540ef4f095a11ff5c683976389f4ac
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+126-38d1e9a4		50bff9c419be5b39f10fd10fbb23f3dbf39012d2
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+132-7116a4a3		fa151bc2fe28f7ac6b73fb0857b860f5880ff5ca
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+133-e720a24d		16d43f72e5ae0f36ed38f2ca6045445e9779b25b
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+134-fd264fc8		6c96a946af0f99d1d459a40592a3b91104524584
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+136-caf318e4		f9c22e95df33146802813bae089e3251738d14bd
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+138-1fb11d87		559a9c4928d5530633c49611312e95ff3f627c1e
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+14-55694849		4588d096f3775f3108991d1ae01d417f6f1d5e98
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+19-06bc6c85		c1ac737f1722f5b9b52f691b9bdc6404e52a8b5d
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+2-1f4d95e3		0c977a78833364671d5543b79e7a54303825e249
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+23-7d2d2e54		f426f3f168ce0db0d243e2b0418084af8036e3e1
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+25-4568de1c		721f5abf9da0ebdc659fe248d1ef36c894bcbed7
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+27-dbccb29c		9baf897fff94351eced80d21031e5a8e1aec7e68
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+29-2bf77144		896b05f7a8b8e2590824c226bbfea3bdce03a5b3
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+31-871b7f1e		4ad7ecdba92d7c8dc02c769950ecb7c1c6e8b441
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+32-1a5bb66b		2a839a0b8ea00c1ed47def4b663049829dbb1c01
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+34-61a70c85		0d978ec2bbca4592f1043a41a79be78253365ae1
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+36-ea0b8523		1c500c79e1f5490326baf7b0c56ed79ead084d50
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+38-d0a4e8cd		d6240bbbf2c12bb426a672e4e27075a74ec93b7e
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+4-13fcb2cb		6a501e28872431249931f736dad03bc131c66fdf
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+40-cd5c5e27		a2e7569404969a178c0a2fb218aa9045b3f867e8
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+42-33038cb3		b1694ae86a9bce138f0350fd25ddd5bdad7523d1
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+45-1e1112d5		8779a61425c6872c99ef84cf7dff7e57e4ba6a9b
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+47-49a7b7b5		fa2f1320841527f6360451a2df6d393a0bb72b3c
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+49-aff7b7b8		aa9c6d40c7bfaec544e5d72784aac125dfe28aa7
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+50-3de3b4de		6fcd100e336fe0bc46ad68ba2fe03235a623b499
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+52-00303923		a24bfbb52a84bdce8d2664ac27ffdceaa816e14c
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+54-5b03c67e		ece81be12cd527ee60ee9fd1437e8d1cc020f4b9
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+56-57c0868e		4b86272b867ed564a4ee3e612b3231cec3b250ca
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+58-7d9a813e		ecf503e8441a75c60be8254524b219c87168a553
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+61-97dc1216		ef546331c4fa3201241cfe098076d485b656f765
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+63-ed6b7230		5eaa26cb338be4b59c4049b7a6e693565891bffd
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+65-2474740a		3882c769350a75f16e28d87317518eaf16ebcee3
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+67-47c00a3b		7c52b80db783c1dc80af62fd6e33581f4ac2dfd2
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+69-76dd49b8		3b5b367e75f7c10200a52a8e140f7b7a787a7396
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+71-a57fa933		d055584a05ca305409e87bfe76f7bdd21a9beaf2
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+75-3b48d622		093831dca08086004447e750a2ea5a8951c0f72e
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+77-f6db83c2		2289bc2df9d3baf4ca87f659376996da6502a2e7
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+79-5e549eff		215ee92cbfe861cf55ef094d4762f12133816369
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+8-41dd19ce		93f9d85b09ab282b8a7c85c1d3a72bc98422a269
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+81-94fa5817		f0d701dfc64f2bb240d1388fb9d8343120a145bb
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+83-b026f7bf		b724df3d3661fed73502e0226e22b51e8cd17b18
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+85-94ce71d2		7f0f3c7524d3c1d2727fb93c14179536e7430e61
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+86-da0bcdf0		c34603a52080f8dfbcbac9fe520981aade7a6ff1
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+88-895adf24		4f213aa8d953135b16e5ac77ef9489406d3d0975
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+90-cd417bb3		b743231df3f4c2470267b9ab8782bef7deb95ade
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+92-6add905f		7618c45a141b37245cd9da3e97e901dd7e758857
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+94-78a47e5e		14a83f34b8988776c0a719a4ab7086bd229ec944
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+96-506a5de4		0cfe74845b63021800724c34d9cec528d4ecb460
io.janstenpickle	trace4cats-natchez_2.13	0.10.1+99-e293587b		8056c39e4905d02381e67e7eac5377bda62d767a
io.janstenpickle	trace4cats-natchez_2.13	0.11.0		81f4c74565a95e3f631d643c02ef3575e310ca89
io.janstenpickle	trace4cats-natchez_2.13	0.11.0+79-d21ea0df		d225aba499f6cb92c1edfcb35f47d390d3931edd
io.janstenpickle	trace4cats-natchez_2.13	0.11.0+80-21dd59d7		669db8f685da9a3906ae5deb7ec9f9fc37c700d4
io.janstenpickle	trace4cats-natchez_2.13	0.11.1		f6ef27977fb92640af0db3458b07812203d668ac
io.janstenpickle	trace4cats-natchez_2.13	0.12.0		c07d2dc0cc78b163cfa57fe98307b6d9b7881fc5
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1		fb61952ee403c035e220462164f4804c6d296811
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+10-1acfba3a		4e98f78fdcddb48bbe3e51d26a2b3fc74598c971
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+104-bbf8a8bd		702ecf6f13c566bc3dc1ce7b5090a653a6401ecd
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+12-57ed71f7		24e45497593473975408ad59ab98baaa8e521eae
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+125-f68e01bd		a76662bcda182005c1cba5f52631ecf6dc000363
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+128-9e36e321		66aec227cdc3e08f0ee9b7c7b9f208d468f0faaf
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+14-556dcbc9		0dd03199df8d28fda8afeb1cf13e30a392d695b9
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+144-2e5fe5eb		c57e2ed43c24b656417b05954551d0fbba939c5a
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+146-d193db1e		04c9f93e6a9dbd4bfafd07b52d835ae33c20bf41
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+148-ffc89c33		d5eee3705a79dff72da65ddf288d8eb1702b8cff
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+150-44d78e6d		9046c5b8fa84fd1cb27fba1f9774640585cb4cc7
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+152-e3a578e1		5b393ab96ce030f3f281691a5022014c23663ca8
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+156-7ea07b63		3ab432c78121da8b75a4b391cefe31e2183f401e
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+159-1f006820		3be4f13cd526ffcea923483d9b5614773705f591
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+16-4a628e17		6994768324d19772080069d112247533c61ddd1c
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+162-70070fb2		b07e3539b7b5e8a1c68870e945013e68b8961094
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+18-85264314		c9be543bdb881e044c11232669bf6c32a83cf8d4
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+2-7529693c		8a44b15f8b1329c0e533500fe97892bdcf1660ad
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+20-6e08950f		38e1cb511363184e33ddf551dad4362f0c94fd4a
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+22-e7d2a52a		4a78e1769f46008ef45ab98cf7d37415a8ccd083
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+24-49ec34ca		5d950cec8cd3bb87b8f8393102ed8e8acd106c41
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+26-0ee94bdc		aebd758020bb7daa0c151e3e566438110b9bd1be
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+28-3dbf2691		bfb026a97c636db6d1a2a2eb78057ed80520a6d3
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+4-3678a569		ef7b98068c3ff496ad76290f0131fd887e4bc732
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+6-1a426dd2		9d7dca77fb429d4acd11a589c95a3597e784b411
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+8-1b586be3		af5cc0885c4db5d7441b1b462e7083e0b7aca168
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+85-6d61581e		e6e9a7731acb420bcf9cd9a6f4baf24939ea84a6
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+87-488c0deb		0f83ed7cbf9efa436661d29dd29657b629817933
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC1+95-d8e1ce7b		d61822dcc9d8cc9128091b4055e132729d2573fd
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC2		43b98169069ea207fb5d6aa230887c7a00da6d64
io.janstenpickle	trace4cats-natchez_2.13	0.12.0-RC2+4-4d54284a		9f9b13a12c91cc863c3672b48b4d3f1e6e0d2294
io.janstenpickle	trace4cats-natchez_2.13	0.13.0		a3c8d805c2ead7c5b7c31510e968d856d9a42658
io.janstenpickle	trace4cats-natchez_2.13	0.13.1		fc70c02956b6d2761b22b4ddd844a72d5bb08b98
io.janstenpickle	trace4cats-natchez_2.13	0.13.1+13-af5654a9		4be7f35da5021d7fcf5d066f3fc3eb9fb84f9e32
io.janstenpickle	trace4cats-natchez_2.13	0.13.1+21-93a9ce2a		902dff14385a55ecb803ec25a54ae372182c5ed2
io.janstenpickle	trace4cats-natchez_2.13	0.14.0		19a9291953941720268a85ed255078db44ae00b4
io.janstenpickle	trace4cats-natchez_2.13	0.14.0+31-e17462bf		cf327ae0f6b7fffab2245fdc278d3ccfc9227ba9
io.janstenpickle	trace4cats-natchez_2.13	0.14.0+37-15497358		c9e1449a14dd6291502e38e0532b8b04f985e1cc
io.janstenpickle	trace4cats-natchez_2.13	0.14.1+1-14c8d322		9980b26e52e21fb9cd30bdc9e1a828b66e654d7a
io.janstenpickle	trace4cats-natchez_2.13	0.2.0		e8e0de1fbb41995c7a7ba9071dfba101a3e56235
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+1-b13cdc37		11106de06fe058b1bb2880296338512149cc5de2
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+10-22fefa0f		5c9a69d48a0f40f5701b5fc74d99ce16a3d2b739
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+13-a707db62		6ef71d64f2546e6b93e0f71ffcc91b5e0510c1ad
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+14-4bbaee9d		07bebb7dca94ff3c9903454cd1ec3540d2194737
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+16-191bf756		a932f0113a6c66a55e6c9bd9cd51fd966b1bc649
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+18-1abfe3df		5b7b97c89e82ee38ca3e925b2623f50002667e60
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+2-50d27dc2		5787aa3b399ad29bfca5140cee2c9bed4d4a83ce
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+4-ec21184f		0843a47da23d78790d746626f47038b237766288
io.janstenpickle	trace4cats-natchez_2.13	0.2.0+6-29c0a493		91aa22c9801fa29f75adbae8ec3d5497cebb7086
