at.released.cassettes	cassettes-common-xdg-linuxx64	0.1-alpha01		N/A
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-android-armv6	dddadaec0bd0797c274f8be38da823fadecba330
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-linux-amd64	265eb9407b89dca9d875147ddbc40dac7304d6e7
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-linux-armv6	52dbe3ea5a5e54edd69bf4577596eaad54c4fd95
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-linux-armv6hf	8ae04b180b12e454652dac74ed0af2c30394b8d4
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-linux-i586	1c0df6d8c13cbd52b1763f0adc58276fa0c1a816
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-macosx-universal	7b0d3d48285c9c80a2624a62d0b0489be559ea30
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-solaris-amd64	34ea2b32f2668f5582b497ae78daaa48b6ef4885
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-solaris-i586	96d60961e1170957232d0c19eb55a9ae3c8012e5
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-windows-amd64	927cb772dc291b7dd2a793d8f20189fc86d5e50e
org.jogamp.gluegen	gluegen-rt	2.1.3	natives-windows-i586	2893aa36ab360125f06b397c37afa17164e0f811
org.jogamp.gluegen	gluegen-rt	2.1.4		a461e632020c918d193c0395cf476c96fad9faab
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-android-armv6	8f61b676a3b4918dba8ff3849d4a471ef47375f6
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-linux-amd64	10da80d857b3f6c83dadcff77c63fff59b863da7
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-linux-armv6	5c8d52fdb09ed7c3209a124dc01e5e8d654ded8d
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-linux-armv6hf	ebc404907a34c2734c32ae6726cd2321836eb848
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-linux-i586	b01ae84f199625c8b61b9044ff2aef3b81aab0aa
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-macosx-universal	a93ff930caa0971fe5e0c7d25c37a956fcbd23e8
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-solaris-amd64	076b70fa46efb5b2860c92d65f64f700e2972239
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-solaris-i586	c5d15cfe51fc759a0ad404a8a2b89927ad18352c
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-windows-amd64	f4f01df0769d3d42f47bc249882fb69b4e682ab6
org.jogamp.gluegen	gluegen-rt	2.1.4	natives-windows-i586	5275210c263b8bc99106078fbd140ac7f239c342
org.jogamp.gluegen	gluegen-rt	2.1.5		572bd5cdd557a0561503c5bd99fb1900bd908592
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-android-armv6	7cd0a366c6b33bfff539fe0933ca4bc2c0697133
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-linux-amd64	3b83621d32a2a8aec21e535ec38dbf495d77abc9
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-linux-armv6	308a9aa3ed04c2ced956948a475415971f0af65e
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-linux-armv6hf	9e6a89a81561f73763cb07ba09b10336df0eb601
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-linux-i586	06d13d58dabcf86f5f083ddefbbf85e205fca690
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-macosx-universal	d75bafa7d3c4f29b21a02d948b77e9aebf519729
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-solaris-amd64	41701a982842bbcc1592bf584ae08ee95e97a311
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-solaris-i586	a9bd46bd3e638e41c449c69e4574a4caa0a2d808
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-windows-amd64	dca4e615f3acd8946f71c7d7d7c98d33b1e62c21
org.jogamp.gluegen	gluegen-rt	2.1.5	natives-windows-i586	c2da34ff255b3ab1af56dd82aceccc924007c5c2
org.jogamp.gluegen	gluegen-rt	2.1.5-01		00f8d80652bb29eb2b9012fbafe1c160ba80775c
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-android-armv6	7cd0a366c6b33bfff539fe0933ca4bc2c0697133
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-linux-amd64	3b83621d32a2a8aec21e535ec38dbf495d77abc9
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-linux-armv6	308a9aa3ed04c2ced956948a475415971f0af65e
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-linux-armv6hf	9e6a89a81561f73763cb07ba09b10336df0eb601
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-linux-i586	06d13d58dabcf86f5f083ddefbbf85e205fca690
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-macosx-universal	d75bafa7d3c4f29b21a02d948b77e9aebf519729
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-solaris-amd64	41701a982842bbcc1592bf584ae08ee95e97a311
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-solaris-i586	a9bd46bd3e638e41c449c69e4574a4caa0a2d808
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-windows-amd64	dca4e615f3acd8946f71c7d7d7c98d33b1e62c21
org.jogamp.gluegen	gluegen-rt	2.1.5-01	natives-windows-i586	c2da34ff255b3ab1af56dd82aceccc924007c5c2
org.jogamp.gluegen	gluegen-rt	2.2.0		347d30b3bf4f663e14294e11666691b3027a93d3
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-android-armv6	b7c1ebc889e623aab07ce894a4b8feac21187393
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-linux-amd64	400c42a270c143b752832578a50429696b98a144
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-linux-armv6	629efec83025b72ca757726e8e9765c78c998bf2
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-linux-armv6hf	3b631a8b7617917ddc37b9f6b3a910d8fcf9305a
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-linux-i586	33ceecc96d20f943736f45be977ac42f34b0de34
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-macosx-universal	4d2292e974a838dedc793451e5b17a9d5f500ac3
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-solaris-amd64	4ff3ff751bde221317c6608992768c9d11ef364d
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-solaris-i586	1b1aa50634ca9eaf9a9b8bd1cd4eaa283b2a983a
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-windows-amd64	c627da582834f51891c91aa5aac7b26e989c6811
org.jogamp.gluegen	gluegen-rt	2.2.0	natives-windows-i586	283d56c27c5c2d602f20c7e01cc4e579b914a729
org.jogamp.gluegen	gluegen-rt	2.2.1		a60f63f7ec4030ce53ec1a381ac1e12a425e2aa8
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-android-armv6	6260bd9c0bc78e85c16f891a38c9710a4e2bf5ea
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-linux-amd64	18867ad6c1404fb107e60df4be8f9408cf39d4a1
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-linux-armv6	57f5593b0d0f96e022b41a3b12941edce3000091
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-linux-armv6hf	0fec835c6cee2f518589602ba7a9d5a7dd3b23fd
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-linux-i586	cd0f545cabc75271a118f8d3181bd537e32463f6
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-macosx-universal	ecffc6bcc55900c481737736c2b81d8ee78bcaa7
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-solaris-amd64	d3a0d9acdf531050c355a784ca3376c52bfac737
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-solaris-i586	b34fb372d593aaa41f33f44a8697ba585bb11a13
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-windows-amd64	da363bc1c0350ba4f069be8d3722831ba6658e58
org.jogamp.gluegen	gluegen-rt	2.2.1	natives-windows-i586	a05f0336369739aa8ce1c3a42c658689d1a26b26
org.jogamp.gluegen	gluegen-rt	2.2.4		9e149bd4cc20855c0bf1baf59c51b176053808ef
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-android-armv6	fb114ecac8af8f5b45348b98b9b873ef88f20856
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-linux-amd64	c76e57f7f25b56733305e1589e21c5fd12803078
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-linux-armv6	61d5a11e6cb55d0185d51d7dc573765467f4f741
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-linux-armv6hf	c81302fc91e1bf86c72fee91cf6d2d989d526b4b
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-linux-i586	e98d0ad7a30d4da9b55c7e0f77c1fcff7c08396a
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-macosx-universal	7526368ea842cc7d017581c2de71c55ebf12cdf8
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-solaris-amd64	472ef728196cdfc4cfa3f391f9b40693198290b7
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-solaris-i586	6215bb66153bbd94a40f80ce1a9a8e85fe9dc550
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-windows-amd64	c7528a3f500e93925a95b7f5ec2c0cad755a0e01
org.jogamp.gluegen	gluegen-rt	2.2.4	natives-windows-i586	21d0d32f2e8232120e268ded469fb56b0065fc48
org.jogamp.gluegen	gluegen-rt	2.3.0		3bb0d07c5be9e72474d467438c6c835a6fb34c1b
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-android-aarch64	d63565d4488ec134008df959c8b7b3c64f94ae20
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-android-armv6	0b8c9b73de6e91dc5c4497cc31a078b09348d7b5
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-linux-amd64	a0720e44076590671670f4a695844a887f8edf91
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-linux-armv6	b4732c5d3ee7b97643c61a9610090c8f807e9be9
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-linux-armv6hf	7f83bd51b2eadb7ab49a7f2b78b51a3ee4669279
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-linux-i586	498ce312085e225f0942c393335c0d6ced45dbb7
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-macosx-universal	ed441cd6e76403d2a37fc024ffb5ed99da751725
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-solaris-amd64	4f24511f29955dbc514bf694d8c6784c5c95c690
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-solaris-i586	528fb0f2527c95fd0e1d274d4cd1f733936dea46
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-windows-amd64	51e80a394e16d60867fd6f93256267fd05239c27
org.jogamp.gluegen	gluegen-rt	2.3.0	natives-windows-i586	fbc66784ac51d8476c2f608bed126bf16060df67
org.jogamp.gluegen	gluegen-rt	2.3.1		b28a5ed162a28ab18f3018c6e25449770bcc2c2a
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-android-aarch64	54c878c7325063307617974ffb875ddc3e9f1be9
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-android-armv6	13eeb84308daf6054875537c4c8ee5a20292b408
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-linux-amd64	4fc91a2476b5bfc2cab9aa130ba0279acccc37be
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-linux-armv6	26e043e15b58c8c4bf2b1bcc19f3568e01203b18
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-linux-armv6hf	4c3fe93985ab5f81cf52ff31d4e45441a10d420b
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-linux-i586	846bc0c48ae091570df3847577d7a7a87c39a5ec
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-macosx-universal	eecdb0f18070d0d5f212bc5dd768e45a62ad8c12
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-solaris-amd64	c2206cf637c322c1ae5d9d7f70d9c7e490dfc223
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-solaris-i586	7a2317ffb049f53b857d068ffb9973f6ca2c6533
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-windows-amd64	e4c542372e3fa0df3d8255a0f1cbe462b95e7f4e
org.jogamp.gluegen	gluegen-rt	2.3.1	natives-windows-i586	2b86175d6d3b355f8b18792eae8f1a13ee6a0f87
org.jogamp.gluegen	gluegen-rt	2.3.2		edc35ccfc13d4a4ad02c50d580874c18bf48bbef
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-android-aarch64	4c104c7aef98cda5c404eacb96b1a4e04fe0dd68
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-android-armv6	2130295b94ef5c19f85fb4ba6107ca193e987858
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-linux-amd64	477a6bc4f9256d8c9935b75d55e2b7b01314440b
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-linux-armv6	c55cd566d98d4fcd004b9aaa2c502c8c2dcec192
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-linux-armv6hf	f6d3587b061d7ae6e68932fc62317e3500d2112d
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-linux-i586	da68aff010edd35a9ee89b1801dce6e284c7e673
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-macosx-universal	7227ae9e480354909d80f4df92b30bbb965387be
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-solaris-amd64	9a23cd22c59e3f04082e7589e850b79c9e696dc4
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-solaris-i586	a5d9ee96c7a365055fba41e30f9a10f42a3c1a3e
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-windows-amd64	85213c97a5a50d8dd37de4c35ef32cd4b0ac2ef0
org.jogamp.gluegen	gluegen-rt	2.3.2	natives-windows-i586	f9b848384a343f39f454e59cead435c2c0cbf542
org.jvnet.jaxbcommons	jaxbcommons-core	1.0		9237273dc3fb08fbf382c0320777312f615baab7
org.jvnet.jaxbcommons	jaxbcommons-core	1.0.1		dcfa3de5b293cfb52946b6dd57f2b1db1f6d5b04
org.jvnet.jaxbcommons	jaxbcommons-core	1.0.3		31bccac368fac0d58ddd93c04718f8248fa4ef38
org.jvnet.jaxbcommons	jaxbcommons-core	1.0.4		b3f24faa8f1888119a7fcb49c40e05d2fa210f67
org.jvnet.jaxbcommons	jaxbcommons-core	1.0.4.6		e0e01584dac45137f8e916cdeb31c9c20de29fc3
org.jvnet.jaxbcommons	jaxbcommons-core	1.0.4.7		40d9c06e2bb58d2d7acdcdb5e155865841c8c6c0
org.jvnet.jaxbcommons	jaxbcommons-core	1.0.4.M2		c588fba0ea2de81b47d52bdf7c22672e919694bd
org.jvnet.jaxbcommons	jaxbcommons-core	1.0.4.M3		3a953e3382a4186ac28889cb3d2c150ed40bdb4d
org.kie.kogito	kogito-addons-springboot-events-decisions	1.10.0.Final		daec92de3b751d836fba3ec8e89ac3c1abb083a5
org.kie.kogito	kogito-addons-springboot-events-decisions	1.11.0.Final		d2d46c4280db10ca2deb26e9a38c9a17c54c5b13
org.kie.kogito	kogito-addons-springboot-events-decisions	1.11.1.Final		a670d3062d5e61018922368c3787ce5bf2943b53
org.kie.kogito	kogito-addons-springboot-events-decisions	1.12.0.Final		9d489d14713ca5f393cb12aabaf6f524a11e17d7
org.kie.kogito	kogito-addons-springboot-events-decisions	1.13.0.Final		224e1e6a02e271b84408fa1b85c4fc49f8a31cde
org.kie.kogito	kogito-addons-springboot-events-decisions	1.14.0.Final		fad7c599eed28b1916a69ea3010ad35e613a5316
org.kie.kogito	kogito-addons-springboot-events-decisions	1.14.1.Final		dcce8ca3104b6309cb195c0a27635a15bbb5b7f7
org.kie.kogito	kogito-addons-springboot-events-decisions	1.15.0.Final		d9dce3ea6f6a81ecf7f5d07fc62d1c3c6b7b3733
org.kie.kogito	kogito-addons-springboot-events-decisions	1.16.0.Final		5204992914c41d9a8fe0630eb14b01da78d16499
org.kie.kogito	kogito-addons-springboot-events-decisions	1.16.1.Final		5c81e2a0020a61e2681d1214f1ab92313050b3c9
org.kie.kogito	kogito-addons-springboot-events-decisions	1.17.0.Final		a45d16328775d56f06fe673a1aa20db304a1aab3
org.kie.kogito	kogito-addons-springboot-events-decisions	1.18.0.Final		1be7c98d420ceec4d020be2e854195354eb3e209
org.kie.kogito	kogito-addons-springboot-events-decisions	1.19.0.Final		82b4e4731589a083948448c3cdc044107c9eb3fd
org.kie.kogito	kogito-addons-springboot-events-decisions	1.20.0.Final		fccb16fcd9c5755370fe04155e6d94c0ac963a6d
org.kie.kogito	kogito-addons-springboot-events-decisions	1.21.0.Final		f9a363e248cafdd41718b7c5a998d9cc8f7cd06d
org.kie.kogito	kogito-addons-springboot-events-decisions	1.22.0.Final		6e4566f11d02d8228f744f74800f35dfb110dedb
org.kie.kogito	kogito-addons-springboot-events-decisions	1.22.1.Final		1b7c0288d2deabe301dfafa1ff636ba06e443558
org.kie.kogito	kogito-addons-springboot-events-decisions	1.23.0.Final		6a85bd36fcd1d7919127e40d1f35486b15e5fcbe
org.kie.kogito	kogito-addons-springboot-events-decisions	1.24.0.Final		2292cd10902423d60ac8d9fd4c9309db83d7b832
org.kie.kogito	kogito-addons-springboot-events-decisions	1.24.1.Final		9be8be0cf0e403f674a323ed2253199cdfadbdd9
org.kie.kogito	kogito-addons-springboot-events-decisions	1.25.0.Final		e69608366f5e69b3d61c0b92bc43f009e3df48a3
org.kie.kogito	kogito-addons-springboot-events-decisions	1.26.0.Final		49fbd01baf09b3be34cf41e001be32becef0c767
org.kie.kogito	kogito-addons-springboot-events-decisions	1.27.0.Final		4e9625014d4ac3cfa21b6ee7b8081ab238ddcfdc
org.kie.kogito	kogito-addons-springboot-events-decisions	1.28.0.Final		bd16b851e61de7a25c427fb185cb6d31ac1c8a30
org.kie.kogito	kogito-addons-springboot-events-decisions	1.29.0.Final		3e3786fd883aefaa1c5596e54bbfba29fd4cf833
org.kie.kogito	kogito-addons-springboot-events-decisions	1.30.0.Final		dbf1ff7db91a0f54a2df39c05a4d013237c6f12c
org.kie.kogito	kogito-addons-springboot-events-decisions	1.31.0.Final		98a060964e8efa872ff314c23dd073c65fc49713
org.kie.kogito	kogito-addons-springboot-events-decisions	1.31.1.Final		b01bdc51ca52c117ef717f3476c95cf53c15a8d3
org.kie.kogito	kogito-addons-springboot-events-decisions	1.32.0.Final		42256950d12fb48d5b75f6bed499390395f26be5
org.kie.kogito	kogito-addons-springboot-events-decisions	1.33.0.Final		42fae9f30a138bf1901424f318bceb4a229ca801
org.kie.kogito	kogito-addons-springboot-events-decisions	1.34.0.Final		6522ecbf38defb9ca2c62c944f3906b379f8606e
org.kie.kogito	kogito-addons-springboot-events-decisions	1.35.0.Final		009f3cbc21a3d2cce2c171c9e593e0fbf6754b5f
org.kie.kogito	kogito-addons-springboot-events-decisions	1.36.0.Final		839c4989d1a8d2d079f3eebab643c28a829ac042
org.kie.kogito	kogito-addons-springboot-events-decisions	1.36.1.Final		c54a707a9e846b55aea02ce7b5ed828d6112151d
org.kie.kogito	kogito-addons-springboot-events-decisions	1.37.0.Final		d21d59933d9442cccc01a45b06eb493677e782a3
org.kie.kogito	kogito-addons-springboot-events-decisions	1.38.0.Final		bd9dab1f968a095bd1ca7016ed54b71c6ba2a43d
org.kie.kogito	kogito-addons-springboot-events-decisions	1.39.0.Final		1fc74e74b4d21f5787866b5968ac2d2925d8b88e
org.kie.kogito	kogito-addons-springboot-events-decisions	1.40.0.Final		4ceca1e8f9675d25cac4ffa22e877c84af3906eb
org.kie.kogito	kogito-addons-springboot-events-decisions	1.40.1.Final		43291eec96ce631372746fbab9fe859e3249cd16
org.kie.kogito	kogito-addons-springboot-events-decisions	1.40.2.Final		3811cb0b74804744f1a864594a7e876ce68d87d6
org.kie.kogito	kogito-addons-springboot-events-decisions	1.41.0.Final		bd959dc3a086178b3801837881fdd4fc58d4d46f
org.kie.kogito	kogito-addons-springboot-events-decisions	1.42.0.Final		29244117af0a152a44cc2fe0962f0945033c0296
org.kie.kogito	kogito-addons-springboot-events-decisions	1.43.0.Final		a3032453c6ededa7a9aa123610343c4cd5ff35dc
org.kie.kogito	kogito-addons-springboot-events-decisions	1.44.0.Final		919cb1deee486fb4e9e91486ce4f9083f657f035
org.kie.kogito	kogito-addons-springboot-events-decisions	1.44.1.Final		aec232642cdb40fac8651ba904e45014ed866d16
org.kie.kogito	kogito-addons-springboot-events-decisions	1.8.0.Final		768da7cb8a114fdcb43503f3446ee162507996a8
org.kie.kogito	kogito-addons-springboot-events-decisions	1.9.0.Final		e5417d86419d91508858de9fe0f426b3849ef03a
org.kie.kogito	kogito-addons-springboot-events-decisions	1.9.1.Final		d2d37bc39a6061f0f4ec873a9e3a1261ca14ad90
org.kie.kogito	kogito-addons-springboot-events-decisions	2.44.0.Alpha		ae190af28f80234af43779c13e4dccc9054ca5c3
org.kodein.mock	mockmp-runtime-tvosx64	1.0.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.0.0	metadata	b50ff9e8671b5c91fb1f7a9de5549b4f4a3b7f60
org.kodein.mock	mockmp-runtime-tvosx64	1.0.1		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.0.1	metadata	c41a7ee29c3024f194a9f607a7372ad557ff7151
org.kodein.mock	mockmp-runtime-tvosx64	1.1.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.1.0	metadata	f02acb1f318326497174a4102389ccce92839989
org.kodein.mock	mockmp-runtime-tvosx64	1.10.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.10.0	metadata	32f8ad56d3845a278445ccc2e122566809a6fb98
org.kodein.mock	mockmp-runtime-tvosx64	1.10.0-kotlin-1.7.20-RC		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.10.0-kotlin-1.7.20-RC	metadata	c39208352166f6e7cef3c8fbdb317c8af04c6e47
org.kodein.mock	mockmp-runtime-tvosx64	1.11.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.11.0	metadata	0b7d55b10fd3bf98e8ba091cd433e07febd88958
org.kodein.mock	mockmp-runtime-tvosx64	1.12.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.12.0	metadata	7d3efebb477f77c52366d7e23dc3f372b03d0ac7
org.kodein.mock	mockmp-runtime-tvosx64	1.13.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.13.0	metadata	415b481d695aea042216758e60210f184b7ce8ee
org.kodein.mock	mockmp-runtime-tvosx64	1.14.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.14.0	metadata	7a1c5300687a3ded3a6120daf35bb3ecb686b05e
org.kodein.mock	mockmp-runtime-tvosx64	1.15.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.15.0	metadata	4477992608c24204ef5bf910efa8cd0eff9ebd24
org.kodein.mock	mockmp-runtime-tvosx64	1.16.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.16.0	metadata	28f17bce0d825f998d3289c349bc3dc7b051f2b0
org.kodein.mock	mockmp-runtime-tvosx64	1.17.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.17.0	metadata	04669d70c8bd1d8b5e00724306a19fba0b3b2ea1
org.kodein.mock	mockmp-runtime-tvosx64	1.2.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.2.0	metadata	615b9455c4af96ba7d48197e830c1edc3ef2c9e4
org.kodein.mock	mockmp-runtime-tvosx64	1.3.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.3.0	metadata	3150598901172727398ca7578f54d255c3daac32
org.kodein.mock	mockmp-runtime-tvosx64	1.4.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.4.0	metadata	323456e5290fc9882feb740948ffc85505fc989d
org.kodein.mock	mockmp-runtime-tvosx64	1.5.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.5.0	metadata	3a3a9f42c0e70dbff52710fa7b9c299632e3b4a7
org.kodein.mock	mockmp-runtime-tvosx64	1.6.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.6.0	metadata	08917f52abbc35f694dff509d3bf31036530af86
org.kodein.mock	mockmp-runtime-tvosx64	1.6.1		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.6.1	metadata	77cdd179440b5f680e3276c77190af0b621a9244
org.kodein.mock	mockmp-runtime-tvosx64	1.7.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.7.0	metadata	36c34a3b386661a634cec8e5bacd5ea219099c71
org.kodein.mock	mockmp-runtime-tvosx64	1.8.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.8.0	metadata	ce121d5677c3098a42c8fc1108da9ed724d4e0eb
org.kodein.mock	mockmp-runtime-tvosx64	1.8.1		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.8.1	metadata	b611e612f052f9b784d8ae0e59b8ff392371e654
org.kodein.mock	mockmp-runtime-tvosx64	1.9.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	1.9.0	metadata	5ebac340519809d07f490ce8b492068786c52a0d
org.kodein.mock	mockmp-runtime-tvosx64	2.0.0		N/A
org.kodein.mock	mockmp-runtime-tvosx64	2.0.0	metadata	42b1793333294b9d7154f4f70bad1ad745edf234
org.kodein.mock	mockmp-runtime-tvosx64	2.0.1		N/A
org.kodein.mock	mockmp-runtime-tvosx64	2.0.1	metadata	063fa2b960677307fa57f9444560daa6fbad633b
org.kodein.mock	mockmp-runtime-tvosx64	2.0.2		N/A
org.kodein.mock	mockmp-runtime-tvosx64	2.0.2	metadata	28d093f3980a29ca2d8892990fb70b8a37a2b8ae
org.mortbay.jetty	project	6.0.0beta7		N/A
org.mortbay.jetty	project	6.0.0beta8		N/A
org.mvnpm	jstransform	7.0.0		b916e8adc367c0ed11ef84dfd9df810a908eaa53
org.mvnpm.at.lumino	messaging	2.0.1		861eebfece05168c9ab59f17e18caa071b40600b
org.osgi	org.osgi.test.cases.pushstream	8.1.0		70F81F4AC5F64B6B6080A55016F2AD5F03640BE0
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.3.1		54b616bfda320edf5f5e323b3a09d16114af5c37
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.3.1-M1		62c6c3abfc0e6f2faf3fa8e8c77f21ac239b3f50
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.3.2		18e215fe3ef85ce0351c2c5e6f691ede961b3651
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.3.3		63dc8b96ce858b8a4960978b264043f570a39597
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.3.4		9274e1b4357807e73a559d1918f9b128ccc0d976
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.4.1		841695bad7b0b7e6c40bd00e27084296ae1c1cc1
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.4.1-M1		e77d184fec4ad41891006bf8df5dddcc15cd6a30
org.ow2.jasmine.monitoring	jasmine-eos-probe-server	1.4.2		0f324310058a283930a73834bb1ca65577739441
org.ow2.sirocco.vmm	sirocco-vmm-agent-mega-bundle	0.7.0		becf46cb4431853e2b58e6e8e02e49fe3647fd9b
org.ow2.sirocco.vmm	sirocco-vmm-agent-mega-bundle	0.7.1		83b18246763e83d787d631b837630ca49f87bfb7
org.scala-lang.modules	scala-collection-contrib_3	0.3.0		f2d29a1a5854f667a65e81a9ff09c94c69516024
org.scala-lang.modules	scala-collection-contrib_3	0.4.0		b3df1499e30cdefef11cc6393da406c2adc872f5
