at.released.cassettes	cassettes-common-xdg-linuxx64	0.1-alpha01		N/A
com.mikepenz.hypnoticcanvas	hypnoticcanvas-shaders-android	0.2.0		N/A
com.mikepenz.hypnoticcanvas	hypnoticcanvas-shaders-android	0.3.0		N/A
com.mikepenz.hypnoticcanvas	hypnoticcanvas-shaders-android	0.4.0		N/A
com.mikepenz.hypnoticcanvas	hypnoticcanvas-shaders-android	0.4.0-b01		N/A
com.mikepenz.hypnoticcanvas	hypnoticcanvas-shaders-android	0.4.0-b02		N/A
com.noctisnet	stix2.1	v0.0.1		b6e530e8ee0296e6ef97bc907b823b0ebc866dbb
com.noctisnet	stix2.1	v0.1.0		af4b63ad6b16263e3a5d0fa5d3708dd32b5d49c3
com.palantir.srx.prometheus	prometheus-metrics	0.10.0		d00ddcfcf9d83fc436d707970eeb9d48d8a0fb5a
com.palantir.srx.prometheus	prometheus-metrics	0.11.0		42f88ac7298aa2aceb1bdb434a5087b9a0230c30
com.palantir.srx.prometheus	prometheus-metrics	0.12.0		5f5b0be2a89a6e24e50e0036c6e5832285db48ab
com.palantir.srx.prometheus	prometheus-metrics	0.13.0		6b34da20867c28e35e7d52e6dcedc9309c99abdc
com.palantir.srx.prometheus	prometheus-metrics	0.14.0		dba90a230715104468ae7a10b41a148bfccddfd5
com.palantir.srx.prometheus	prometheus-metrics	0.14.1		7a4c8ffdb6b62bca1df9c5a435dd0fb37a925170
com.palantir.srx.prometheus	prometheus-metrics	0.14.2		1e6b6530a23317a1238e30e7874d81ba33a2cd77
com.palantir.srx.prometheus	prometheus-metrics	0.15.0		4f1c730f4fca2b914e8ac2cbdf45413ddef237f8
com.palantir.srx.prometheus	prometheus-metrics	0.16.0		0844ed8b14754d98e652973027ed2e2951eaeca0
com.palantir.srx.prometheus	prometheus-metrics	0.8.1		2980769d20c98ce3420c6ff77065dbe997ddccb6
com.palantir.srx.prometheus	prometheus-metrics	0.9.0		baab5a0fd906e45525e16a73b8e705fe9d56d7bd
com.palantir.srx.prometheus	prometheus-metrics	0.9.1		745668571f88538ba486b8ac5941d16d17009608
com.palantir.srx.prometheus	prometheus-metrics	0.9.2		5837c311f59c274eb2d0dd2ebcc8f990b494b6b3
com.palantir.srx.prometheus	prometheus-metrics	0.9.3		64f037e9f33530e28ee44f520696d9c286fc0349
com.rhythm.louie.swagr	swagr-server	2.0-beta		N/A
com.thedesignium	cdk-log-notifier	2.0.3		bab2f009f613a02772e945589048cba95bfaeb9e
com.thedesignium	cdk-log-notifier	2.0.4		0b07cb2adaed2f95851afdd7107889af20417070
com.thedesignium	cdk-log-notifier	2.2.0		788106bcd71281205685b3f3e15dbf1ebe290bfa
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.1		4e9d46f2a431eb289c4f6ec80dd7f7d1bd0df1a2
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.10		d407ff11fc68808164e80d4ed83e3f7a9b4d8a39
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.11		489c34865a13182ad8cea44868d29f0adedbbf8b
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.12		e89978a6fe20f47116af5a2b1c6b9d6314874b89
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.13		c47874e90fa30bb5019da28e80abd27e5e5d043e
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.14		de52ee23165a516ce09a5f19bc2859662b5beb77
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.15		408b768a4ff5351a257cd29a9b6aafc9a9799779
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.16		8f201a17788324ceda109b0ea1b0f5cb665e1475
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.17		a13c24f20e296bf76b861d66a63049ff5372060c
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.18		14b8e4ef6907793c6665a1cb45954a692a3cd3fb
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.2		1b120eab4aaae2a77711643ccbe8ec48e8c54ccc
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.3		7ed20f87564303b4a46ac69dd9fabae5d9d86fb0
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.4		8becf0104b245e793167b4895bd7cfbbc2ebf294
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.5		6f35d915b1f2d18a01f77f3a13aaddee9ff81b7a
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.6		c4739174e27baf2202b14971d5125fbab7f37ce3
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.7		e3a80b77f7c4ae3d6b5f88e31a3a974bba2306a1
com.trueaccord.scalapb	protobuf-runtime-scala_2.11	0.1.8		ba32658b5102e5cab87a5d211c4d1c44cfbe05cb
com.twitter	storehaus-http_2.12	0.15.0		c2e299baf695f95fac13decbbbd0b4d36166e553
com.twitter	storehaus-http_2.12	0.15.0-RC2		9244e4cb87c882e3a35cb2dcfb910280099f9dfb
com.wizzdi	maps-model	4.1.5		8b63aae7c3f3ba9c042aad2e0f6806dd0afa10f5
com.wizzdi	maps-model	6.0.1		19cc7306b5b1e4f44d98a63b5b1a249ca2b43d3e
com.wizzdi	maps-model	6.0.2		31f60565244a7d5b70ce7bb9dfd01f5a21afcca6
com.wizzdi	maps-model	6.0.3		eeb9286d18fa882ba77dfcf5944d495adc7ad427
com.wizzdi	maps-model	6.0.4		8f6039dd9628c643e97ded229b084f1609932658
com.wizzdi	maps-model	6.0.5		e7cce094cb971710d66a8fed46925d9f0b73bc6a
com.wizzdi	maps-model	6.0.6		e705b55eb6c4e441fdf25ce352beb1fe4a001141
com.wizzdi	maps-model	6.0.7		8736705c4bcfd9a6fb4c493ea7dc45a05dc5f54e
com.wizzdi	maps-model	6.0.8		bf36361934ce395a3a06ab654f082f2eaa4b6cc4
com.wizzdi	maps-model	6.0.9		0ddc65efe9887100ecfc705e79bcbbedb6e1bdb5
com.wizzdi	maps-model	8.0.1		82cd93adbd217f13cddee20dba8f615260aaf82d
com.wizzdi	maps-model	8.0.2		bb8415c413a9186ae50f7646bd8ebac00bf5b14a
com.wizzdi	maps-model	8.0.3		cda9769892633ad88e431f2612ddc76fe9f44bd7
com.wizzdi	maps-model	9.0.1		5f5bcb81af8cbf23deb2c2c0aef97301d091820d
com.wizzdi	maps-model	9.0.2		df61280dffd0792e37ca59c880b17b69209851d7
com.wizzdi	product-service	3.4.0		76e2a61965855ddf946b856019c824f16d691405
com.wizzdi	product-service	3.4.1		fdb7448e437fbe12a65e08a3f384b04fb7d238ee
com.wizzdi	product-service	5.0.0		4d81295a94f7d165fd0dc9e2ad163bfe0b2d492e
com.yandex.pay	feature-plus-sdk-api	2.3.10		N/A
com.yandex.pay	feature-plus-sdk-api	2.3.8		N/A
com.yandex.pay	feature-plus-sdk-api	2.3.9		N/A
com.yandex.pay	feature-plus-sdk-api	2.3.9.1		N/A
cool.taomu.framework	taomu-compiler	0.0.3.1		5d3af2d57be48456ab0e3dab545994233d28050e
cool.taomu.framework	taomu-compiler	0.0.3.1a		5a043261f01eab30c534bab636ba7b449da522f8
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.1.0		0662ed70dd664ba3a8d8fe040b7a216a72717ade
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.1.1		559b94a73a991a437bf574f21b35d378bb571f79
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.1.2		7fc051c4b701a5a1a30192c4473fd804dffab306
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.10.0		32a2f785d45b067a028d006113d16d86129e5be4
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.10.1		9acaac41bba5ce928ab72bd283e6bce7c81771dd
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.10.2		be7981d2e249fc21f408a52fc2b8b89775638be1
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.10.3		466d27a9e52f0274d04159c3875d902472a7e6a9
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.10.4		e548b82d4365f16b73f677a4fd24b6ce04797a17
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.11.0		899390fba908ab84f18249b758b6a0a867662082
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.11.1		2672d6f9f806d90c78c823513bf9ee43c4db8602
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.11.2		ecb3919e9dea670650aef488fb6e71104bd7fd2a
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.12.0		1ad1eb3c6dabaad0d132f6394c4a708ca4ca9f3e
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.13.0		6475bd735a4c3f7f6956cfac752a4786819fa688
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.13.1		5849e9807942d134869a54f7fbfc84f67e384258
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.13.2		4095e5fb63a32d7b452ba05052ea60e4c9937126
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.13.3		8ebb465cbde774313ea4a15e72ae99d94415fa11
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.13.4		f0fd07bf191eb6a45ba23ab919b280fc28671d6b
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.14.0		2d44cb4d33fcec637514a2820287cbbba3212525
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.14.1		87b15246dad4312008db48b78f0b034bde0e970c
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.2.0		99c4550740a4d076c9acf4293a68a6e4a28a5dc2
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.3.0		6fa5ff1bfdaf293bea1f5a7fd6b27cc15987d46e
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.4.0		7031333a503761dbc0129bfbae001b3d07c4632b
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.4.1		25f3e3d70e4ae118c9a409a74854d8abf067bff1
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.4.2		efbf936120403c28edfb5939459ad2e132f3d161
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.4.3		28398b33d15fd9a3edf16dc7e70f6b524f633546
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.4.4		0df3c61e6c8061d91459927a7babf19f164cda07
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.4.5		91e426eb57529da6002a4e78e29ea431bec6ec43
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.4.6		627f13e15b0f2cb0583ba7003548b9a9900a0b1e
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.5.0		59943655b325ac0b6b6ad7039c6b5b079d97d061
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.5.1		aa25ecb9f68469dae24318864e50a03a56160093
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.5.2		e3b6827e600d32acef39d02699b60c32a2993ff3
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.5.3		11c6ec668f22881220b4a8034918ff5b51ea237b
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.5.4		679215fd71510094ee053950d49b386eb720be2a
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.5.5		bac0f495d467f0e800ec43de3b75ed1c2c4f9542
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.5.6		fd2c9c88ddd614ed3943972b8356aabcc5f03d69
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.6.1		ffbc2e27dd2ec198d2bb16be5b20e3c1a1649b8a
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.7.2		4fe6039e85d67dedae79942a3eca0d7585eba1ae
de.muenchen.oss.digiwf	digiwf-dms-integration-starter	1.9.1		52f07d9ceba9f5378ce9d6838e1f0aa347cd8a7a
dev.piste.api	val4j	0.0.1		8e4d96cf79de6f9aea95193af4e82edfc8d6ed17
dev.piste.api	val4j	0.1.0		1e972aca9e1c7631504d42fb478975cf2db5b178
dev.piste.api	val4j	0.1.1		3ed68e4e92666b32d04e1e1dc435320bf67dfa95
dev.piste.api	val4j	0.1.10		01ab09d8fe6bc3348c4114b8f402c319ba28b4a3
dev.piste.api	val4j	0.1.11		5097828439cebbd843953f887ed7dcbb501df439
dev.piste.api	val4j	0.1.13		76fb68e08a74e63da7d52126ad1e9eabc8454822
dev.piste.api	val4j	0.1.14		aeafcf1d3d65ec45041fd0e15f823024ef04561d
dev.piste.api	val4j	0.1.15		80c2942b41a790fd522639ab5bd004c010950d29
dev.piste.api	val4j	0.1.16		6d5039f8b24c442f6b5df9b9d055a1a07263d375
dev.piste.api	val4j	0.1.17		12047f8733f77723583134e277f24fe8b98a7529
dev.piste.api	val4j	0.1.18		86b0fafaa8802ea5529522946891ab56427d31b7
dev.piste.api	val4j	0.1.19		6bd11723886f937c08d1fdf2e48c831378d21344
dev.piste.api	val4j	0.1.2		89f6822de8edcb68215a7af2babf332f84a2386b
dev.piste.api	val4j	0.1.20		ebeaca4acf8e42d39af517d8a68795b5f40b1eee
dev.piste.api	val4j	0.1.21		26a1b2721cbfe1bb215475c817477a9ca7e377d8
dev.piste.api	val4j	0.1.22		0a8d2247a292b090671e1582f14083f43644151f
dev.piste.api	val4j	0.1.23		862fe7a919520592b166281f1a3959f487b4ae1d
dev.piste.api	val4j	0.1.24		e83191d0cac9381626dcb1a292739ae40163a69f
dev.piste.api	val4j	0.1.25		57e05f53d2a7fb3013d6c8bbc328f0f0c519399a
dev.piste.api	val4j	0.1.26		e5986f4c5ef1086d032743c9b2b950a31b0eaaa9
dev.piste.api	val4j	0.1.27		875704bbb1d411d74ce6fa1d517ea346a0bfe194
dev.piste.api	val4j	0.1.28		d5b2b79515e55342974f674494f7ab4cd788c070
dev.piste.api	val4j	0.1.29		5f92ede021e5ab4669d4c2bdc4bf25de25a18b6c
dev.piste.api	val4j	0.1.3		251a70dbd5381f86e5b64ca9c13d4d24ac0f8c86
dev.piste.api	val4j	0.1.30		c17619e05486fe517f96d3610c125957e8aa48c4
dev.piste.api	val4j	0.1.31		c621b2d6fef3d9f459e8577fae96e39cc7154f36
dev.piste.api	val4j	0.1.32		3d1681fb6f50e3d61ecd455bd9e7aae54deef551
dev.piste.api	val4j	0.1.33		d99baa6abf7b1268d2e9c17dbbf3f922486819f1
dev.piste.api	val4j	0.1.4		5a8b5e3b093ba42adbcdd2028ce0c0b24895914f
dev.piste.api	val4j	0.1.5		a85d31e7ad64335dc262cc4cb94c3e7ba57ddf98
dev.piste.api	val4j	0.1.6		608ba9699115f77de21baaef4525b35aa7fd21e9
dev.piste.api	val4j	0.1.7		585feecebfcef1b667a69c9dbbd5266da3ed213e
dev.piste.api	val4j	0.1.8		9ad83af2e4cfcdf3168fb1353f7a38e817b8e522
dev.piste.api	val4j	0.1.9		34128c07e4aa2c2d3c37a96d7b186ad22dc2b949
dev.piste.api	val4j	0.2.1		4d2f2227cc52d2c4dcb341cc48f19bc57a19a46b
dev.piste.api	val4j	0.2.2		ab21de3aa669d595e891502c164200ffd6a28581
dev.piste.api	val4j	0.2.3		1daf929677ae1e2e40704cdc9032abdd4ea395aa
dev.piste.api	val4j	0.2.4		2ee5c4797d251b8f126b5c2b79aba9232ab60b34
dev.schlaubi	stdx-coroutines-macosarm64	1.0.0		N/A
dev.schlaubi	stdx-coroutines-macosarm64	1.0.0	metadata	c737cb950effa7a4253f976932167efe191a8668
dev.schlaubi	stdx-coroutines-macosarm64	1.0.1		N/A
dev.schlaubi	stdx-coroutines-macosarm64	1.0.1	metadata	2e904432116797392a81f3d002493270e4b332ff
dev.schlaubi	stdx-coroutines-macosarm64	1.1.0		N/A
dev.schlaubi	stdx-coroutines-macosarm64	1.1.0	metadata	9f60783aefbd403d16fd071503de098559afa12a
dev.schlaubi	stdx-coroutines-macosarm64	1.2.1		N/A
dev.schlaubi	stdx-coroutines-macosarm64	1.2.1	metadata	cbed33975c68456fe5f423bc3b3abefb8288b12b
dev.schlaubi	stdx-coroutines-macosarm64	1.3.0		N/A
dev.schlaubi	stdx-coroutines-macosarm64	1.3.0	metadata	dffa5694d169b3df298ae88212bc92954169e58b
info.cqframework	elm-test	2.10.0		3f42c3bdf602fed39fec0b154f88e879dba41043
info.cqframework	elm-test	2.11.0		8b7ca16ec76ac250ce171ba62e300a18c43df4ca
info.cqframework	elm-test	3.0.0		af8b96946e0a1adf5c3f324a1081c34c4f9f2748
info.cqframework	elm-test	3.1.0		167715f4e9e047ad0d9b28da5851430ae29871de
info.cqframework	elm-test	3.10.0		e443fe6045b8dba52d7f6b9d40ade79f6709940b
info.cqframework	elm-test	3.11.0		843b2a35a362dab21e4ac75c1ac4f91bc674f0a1
info.cqframework	elm-test	3.12.0		959479fc32bf6a7a4cc853c9d1302719c57280f8
info.cqframework	elm-test	3.13.0		8606045931691cadc38174b48cd2bad583eaea05
info.cqframework	elm-test	3.14.0		0314e7263dfcd6f72465a9c543db81524497713f
info.cqframework	elm-test	3.15.0		75ed1ccc4d000f8de589faaaea5bdd1a24e001dc
info.cqframework	elm-test	3.16.0		28a8f0a64f550d77800aa13646f176649e89190c
info.cqframework	elm-test	3.17.0		2e463381e1e77815074baae6edf5c1f86fdefbc3
info.cqframework	elm-test	3.18.0		832c7dbe877faef822fcb3856b29a902d735cea7
info.cqframework	elm-test	3.19.0		7f5756704e995594f5b12dc1936b0f6e5d7ef69d
info.cqframework	elm-test	3.19.1		f574c83f2c68e59b49b20b265adbfe951f3d2f7a
info.cqframework	elm-test	3.2.0		94cd349aad5418c1320af22049d90a0dca81c94d
info.cqframework	elm-test	3.20.0		4931ccc06770942d4d5a072762be210157442ed1
info.cqframework	elm-test	3.20.1		0c2ad7beb19c529e0118dcc159b9f5bc82cc94a2
info.cqframework	elm-test	3.21.0		7bdf359e1444dc1bde8e696298efcc7605b90044
info.cqframework	elm-test	3.22.0		b4d31af76417af0daab33b36d1bf4e611a03173c
info.cqframework	elm-test	3.23.0		14afa6fd4ac29a2297cba4e4cd6253d7f0c6132e
info.cqframework	elm-test	3.24.0		0faa78653aae713ff84357486f18b85dd17676df
info.cqframework	elm-test	3.3.0		f06762e556944241d07a810dc6b03af08391f6b2
info.cqframework	elm-test	3.3.1		8c6ce3fc4599f482222cd6a938eeee3ad24c9f03
info.cqframework	elm-test	3.3.2		c32166d105ee118382eb9bc428efc745ecde1ee7
info.cqframework	elm-test	3.4.0		6bfed0dafc8aad96255f0a4d782192ec21980c11
info.cqframework	elm-test	3.4.1		7403d404dfe134a3e371ecdc8b3343bdc2fd4df1
info.cqframework	elm-test	3.5.0		5aa9717f9d081f2edb981978228ca53f5ac1f647
info.cqframework	elm-test	3.5.1		fc45cf39e9cf1df86ceada88ef02a4c24c6561e8
info.cqframework	elm-test	3.6.0		6b79fad485a26273e2decb59264a9e9d6c0a0ab5
info.cqframework	elm-test	3.7.0		b9ea1b4a7dfe0e300ac2d0e905c6f0103970408e
info.cqframework	elm-test	3.7.1		aa563eb56bf0cf17e08b00926ec41aa95e622229
info.cqframework	elm-test	3.8.0		9e41cb815d01a1bbc72e7ff03bf467d48ced577a
info.cqframework	elm-test	3.9.0		bef0bff8e601d151521df23a0790e4f8accf0f06
io.avaje	avaje-spi-service	1.0		a618ac52495961ab44cba34cacf0a057ac6cb9be
io.avaje	avaje-spi-service	1.1		448f16fdbc68d19d3b8137e2db4554124210b6e5
io.avaje	avaje-spi-service	1.10		0aa420e449f1cd5c8a625f998f09828b091a7f50
io.avaje	avaje-spi-service	1.11		20ee57bf8a204a60727a040a87ff94b1111d76ca
io.avaje	avaje-spi-service	1.2		e1fccf557dc36e315dbe87fc03befbc14bcf618f
io.avaje	avaje-spi-service	1.3		e918831e0397acfe9190e1637a51561936fb02cd
io.avaje	avaje-spi-service	1.4		51a9e0a016a27beda556f285c24d449848e76690
io.avaje	avaje-spi-service	1.5		8befcb05863dc7a4f7c82b5f4c6b78f6de5a546d
io.avaje	avaje-spi-service	1.6		e5112e4858750420709be7a8100055a524ef9184
io.avaje	avaje-spi-service	1.7		a53710cf131f21e3615788095e298c1483e61d1c
io.avaje	avaje-spi-service	1.8		07dc3cd6c31046b57cdb6bf6f03badbf081da2cb
io.avaje	avaje-spi-service	1.9		49d0c163de1203a549aacfb583f0266696208eca
io.avaje	avaje-spi-service	2.0		a9b88e0de6a55432eb7f7f3320fc810a190af8df
io.avaje	avaje-spi-service	2.0-RC1		7827aec6db60fc36397424b4222336c9bb927ad9
io.avaje	avaje-spi-service	2.1		f065b9b1b59fb5820d77a932cf3f150a7a3b8907
io.avaje	avaje-spi-service	2.10		dd11a0664fadfd80f2e174cd8a5d339e4d63c875
io.avaje	avaje-spi-service	2.11		e53eaf13e3c92a2e7e68f43fc30aa1e735643697
io.avaje	avaje-spi-service	2.12		9bdac2b5dd0c211eccb8af7e14b8358cfd36abb4
io.avaje	avaje-spi-service	2.2		3ffcd9028ef87b2f5554c66400bb8bffcac4c719
io.avaje	avaje-spi-service	2.3		a7d83e172bb44431940ebdb363411f8e5a54a604
io.avaje	avaje-spi-service	2.4		2ce86185135f6881b52e06aa902285e725833ca8
io.avaje	avaje-spi-service	2.5		971c3570d0f8617dfe72c81acef8bc2c0b6e0d4e
io.avaje	avaje-spi-service	2.6		400d70ae616f7a1f1424e1e83bae12c0ff360afb
io.avaje	avaje-spi-service	2.7		c3f592ec5894fd74d0a935e27843e90905c7d761
io.avaje	avaje-spi-service	2.8		2e4158237aa05efd18491e9caad6abcc9f4ce668
io.avaje	avaje-spi-service	2.9		6f204842a3cec34de7b773cb8d1f095156c67210
io.codearte.accurest	accurest-gradle-plugin	0.2.0		b3574fd51882390ceff9d83f53cf03cb67ea6e2a
io.codearte.accurest	accurest-gradle-plugin	0.3.0		8ee5a6236c9068745c7932eae35370d64d5ca7d9
io.codearte.accurest	accurest-gradle-plugin	0.3.1		b95730777c4fedbe1421e20c505af30e485698c1
io.codearte.accurest	accurest-gradle-plugin	0.4.0		984ebc20ebd8afab75d2408dcbe582e4cc67edc1
io.codearte.accurest	accurest-gradle-plugin	0.4.1		34c6393d8db33cbf272dbcbba62f12e42fcaa35c
io.codearte.accurest	accurest-gradle-plugin	0.4.2		e8a2b74f40d350e91c9b089ea37e903c5b734b3f
io.codearte.accurest	accurest-gradle-plugin	0.4.3		6187bf5762875cda2d7ba7304bc3771e138365a9
io.codearte.accurest	accurest-gradle-plugin	0.4.4		0faf300b76d8568868974097fe986ce59144779f
io.codearte.accurest	accurest-gradle-plugin	0.4.5		8d4ec69e1ffb01a3d6f84c6e1f79dcd032dcdf7b
io.codearte.accurest	accurest-gradle-plugin	0.4.6		f57648d5152076fa23fe9b6f00b2bd6d748ae2f0
io.codearte.accurest	accurest-gradle-plugin	0.4.7		9ee723038da45a42c3c628c739ed30327eb161db
io.codearte.accurest	accurest-gradle-plugin	0.5.0		4394848f869f581dc8aac479368dc0d3f0e106cd
io.codearte.accurest	accurest-gradle-plugin	0.6.0		e5fb1f475015edec1bea67c2f8dec1a80f806690
io.codearte.accurest	accurest-gradle-plugin	0.6.1		302fc4bfdd432993b086dcb062e7e44cd58ed527
io.codearte.accurest	accurest-gradle-plugin	0.6.2		19a9af190c7976329dc4d618b2e24b0a011e5c3f
io.codearte.accurest	accurest-gradle-plugin	0.6.3		c7dc659a5299495a956161e7179c6a205ff91ce7
io.codearte.accurest	accurest-gradle-plugin	0.6.4		b22f3ee9d0bcd6944bff8c2e3d2d9f8f014738d9
io.codearte.accurest	accurest-gradle-plugin	0.6.5		54df61c8fdde90aac86e0f386a169003fa1bf28e
io.codearte.accurest	accurest-gradle-plugin	0.6.6		85ee24e7b03da3b3aece7031673138abed95e89f
io.codearte.accurest	accurest-gradle-plugin	0.6.7		b5fca6c7d125d901bddfcd5849fe3ecdeb882810
io.codearte.accurest	accurest-gradle-plugin	0.6.8		52199fc88b8d558abb50b92a5d5ef669e4a54eee
io.codearte.accurest	accurest-gradle-plugin	0.7.0		756186d8fe5c28bc2c942c429766c3043161d157
io.codearte.accurest	accurest-gradle-plugin	0.7.1		b25c6155e02d3cdc3f3abd098bfcf43460032809
io.codearte.accurest	accurest-gradle-plugin	0.7.2		c6e488da406625a04cf8aad4bd6680c84bf91ddf
io.codearte.accurest	accurest-gradle-plugin	0.8.0		85b5267e19a1bfff4967039834cf7f93f6c0d2d5
io.codearte.accurest	accurest-gradle-plugin	0.8.1		2edaa06c3f6faf6ca873611b60faac6538ae4474
io.codearte.accurest	accurest-gradle-plugin	0.8.3		eae308abde2070f640ac5adba2de4d2e5759e148
io.codearte.accurest	accurest-gradle-plugin	0.8.4		d4204570f8e46cca4e02e6584ef5175cafedfc86
io.codearte.accurest	accurest-gradle-plugin	0.9.0		608b5ae71812c6575a42ddd79c274ac69a785fd2
io.codearte.accurest	accurest-gradle-plugin	0.9.1		bb73982705e50e094266fb9783e1670d6a911f36
io.codearte.accurest	accurest-gradle-plugin	0.9.10		08fa79b1ef689585e5f41667f9930d5002f71037
io.codearte.accurest	accurest-gradle-plugin	0.9.11		691eb4c9313adddadc67f726522b06e082347b4c
io.codearte.accurest	accurest-gradle-plugin	0.9.12		ed439620016d12c9b5f66fcde7b9b994f1c254ea
io.codearte.accurest	accurest-gradle-plugin	0.9.13		c6b53d977da776c159a2a13d2a88aa2232a23347
io.codearte.accurest	accurest-gradle-plugin	0.9.14		5e87828fa3214500acf9a255e06dba4d5ceebe12
io.codearte.accurest	accurest-gradle-plugin	0.9.2		b54482bcedacf7daf7c5e71c1da06047f3148478
io.codearte.accurest	accurest-gradle-plugin	0.9.3		06d13bd75eb9e563dff8b4c2fd0a68795f423a17
io.codearte.accurest	accurest-gradle-plugin	0.9.4		891018e758b38fdb9f893de916b3b6d3f0cd4847
io.codearte.accurest	accurest-gradle-plugin	0.9.5		9166ff777dc0004b45b078f5a737991102cfd87d
io.codearte.accurest	accurest-gradle-plugin	0.9.6		beb2d78341ec9082c12a43f9bcb010b93068edd2
io.codearte.accurest	accurest-gradle-plugin	0.9.7		10a7375be20479d05e4c332f1b95929fcfe9dea1
io.codearte.accurest	accurest-gradle-plugin	0.9.8		eaf91c75d78ecb6913607fd341f03231ae43b3b4
io.codearte.accurest	accurest-gradle-plugin	0.9.9		6d52cb9f82447379cdfbb49f73655bb039c60472
io.codearte.accurest	accurest-gradle-plugin	1.0.0		86e830b310799cd212efe8457250ac4c57e3c8c6
io.codearte.accurest	accurest-gradle-plugin	1.0.0-RC1		78f4b65fe5fa0c2c8b572cfd3fd58babee728d73
io.codearte.accurest	accurest-gradle-plugin	1.0.0-RC2		64f93e3fe3de75ff245ea541ff82546da9aa0694
io.codearte.accurest	accurest-gradle-plugin	1.0.1		0d8f123c9ba57ac0aefdbf3427a5ddf7be80daa7
io.codearte.accurest	accurest-gradle-plugin	1.0.4		bdb61380cb9f7c0142a7880ebdb2bc2893c47f3c
io.codearte.accurest	accurest-gradle-plugin	1.0.5		80ff936afc4316652576e0f49086a4eec15cd76b
io.codearte.accurest	accurest-gradle-plugin	1.0.6		8d9d6656e4f330e01a59c775bac089fa012102d8
io.codearte.accurest	accurest-gradle-plugin	1.0.7		c8f8560cef501795294909e70d12b48bcbbfbeff
io.codearte.accurest	accurest-gradle-plugin	1.1.0		f49e8929d97ae0c79278384f7f7afb5547c9f9b2
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M1		b1741de155b276c59f51232d5d0bf4c04dc5b0ef
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M2		df6bcce12ae8a6bcc8a7e4898319d8ba6b4a7feb
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M3		bb6531b0c44cf08fe3b1282a35d928d4efcf39dc
