app.softwork.serviceloader	runtime-wasm-js	0.0.15		N/A
com.daml	ports_2.12	1.5.0-snapshot.20200902.5118.0.2b3cf1b3		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.5.0-snapshot.20200907.5151.0.eb68e680		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.0		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.0-snapshot.20200908.5166.0.1623baec		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.0-snapshot.20200915.5208.0.09014dc6		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.0-snapshot.20200922.5258.0.cd4a06db		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.0-snapshot.20200930.5312.0.b9a1905d		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.0-snapshot.20201007.5314.0.b4a47d0b		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.0-snapshot.20201012.5316.0.d21cb496		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.1		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.1-snapshot.20201021.5317.0.aafe46a5		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.6.1-snapshot.20201215.5318.0.547abc97		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.7.0		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.7.0-snapshot.20201006.5358.0.0c1cadcf		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.7.0-snapshot.20201012.5405.0.af92198d		6e71007b0d25b26c82503520858d10f5ed8db23a
com.daml	ports_2.12	1.7.0-snapshot.20201013.5418.0.bda13392		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.7.0-snapshot.20201020.5481.0.03a03957		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.7.0-snapshot.20201023.5508.0.9dec6689		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.7.0-snapshot.20201027.5530.0.bdbf8977		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.7.0-snapshot.20201103.5565.0.e75d42dd		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.7.0-snapshot.20201103.5565.1.e75d42dd		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.8.0		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.0-snapshot.20201110.5615.0.b35c9fcb		5ac1574c05ca7486b079b338e6414368e741d109
com.daml	ports_2.12	1.8.0-snapshot.20201117.5661.0.76fae40c		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.0-snapshot.20201124.5709.0.dabd55d0		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.0-snapshot.20201201.5776.0.4b91f2a6		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.0-snapshot.20201208.5840.0.38455e8c		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.0-snapshot.20201214.5841.0.a8ae8e4a		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.0-snapshot.20210303.5843.0.d443707c		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.1		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.8.1-snapshot.20210115.5842.0.59f5d407		c6072fb2019c9e0a800dcd214f1a8acc589bdfd4
com.daml	ports_2.12	1.9.0		109e7cdf616a15dc66d5635f36c78b71363f9186
com.daml	ports_2.12	1.9.0-snapshot.20201215.5907.0.a6ed34c5		f4ecf496ce83085daf2fab14717b9d405ecfb43e
com.daml	ports_2.12	1.9.0-snapshot.20210106.5986.0.c6995a9c		f4ecf496ce83085daf2fab14717b9d405ecfb43e
com.daml	ports_2.12	1.9.0-snapshot.20210111.6034.0.7855b023		109e7cdf616a15dc66d5635f36c78b71363f9186
com.daml	ports_2.12	1.9.0-snapshot.20210112.6040.0.7171cb38		109e7cdf616a15dc66d5635f36c78b71363f9186
com.daml	ports_2.12	1.9.0-snapshot.20210113.6060.0.9ed787cb		109e7cdf616a15dc66d5635f36c78b71363f9186
com.daml	ports_2.12	1.9.0-snapshot.20210119.6062.0.5b3663a5		109e7cdf616a15dc66d5635f36c78b71363f9186
com.github.cb372	scala-typed-holes_2.13.11	0.2.0		43278e6e969f9ca29eb2735a58343f4996cadf70
com.github.j5ik2o	reactive-aws-common-core_2.12	1.0.1		63b60d67b385f7950ad4dc3d9495c8bd710dcbc5
com.github.j5ik2o	reactive-aws-common-core_2.12	1.0.2		231c281f4190f7611f99fa4d020a9f1b344ad647
com.github.j5ik2o	reactive-aws-common-core_2.12	1.0.4		5a1bfad3c9e55dbd57223b0b41b8acd5679eb958
com.github.j5ik2o	reactive-aws-common-core_2.12	1.0.5		ab41c0c074e8f4788903a9422804d4381524bc4f
com.github.j5ik2o	reactive-aws-common-core_2.12	1.0.6		8c79a523436a46b3c16f4638995ab1351d490865
com.github.j5ik2o	reactive-aws-common-core_2.12	1.0.7		8bda5020c81ee17e029aafa1673ed1568659b525
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.0		175638d3cf7fbe0a6dfbb7c7e8bf43a8d0084834
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.1		01a8ac9828a30ff03f9b9a1bd68f8b3dddf02b5d
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.3		4263508b5d319b4627771f3d84502ff14133c043
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.4		505ce424d78640f910a955e3aa78d307acce4358
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.5		2eaec31edfaab10d08a0e850b9941c3d7ed14e0b
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.6		c1c4f862e1faf6bb6450466868ab27e8b14ab55d
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.7		075ebbc332836ec3d5acae114cc883c1af8ff5a1
com.github.j5ik2o	reactive-aws-common-core_2.12	1.1.8		a3ddc197f7bbdae2777a5553222330ba0d9b42e2
com.github.j5ik2o	reactive-aws-common-core_2.12	1.2.0		0526d73a777f5fd28c75c8b7708c02fa0a9ce974
com.github.j5ik2o	reactive-aws-common-core_2.12	1.2.1		4762a1f0006106151931d3c04b5b479eee0ec50f
com.github.j5ik2o	reactive-aws-common-core_2.12	1.2.3		c875eeb68e061eb77644592503c386e3ed61fa6e
com.github.j5ik2o	reactive-aws-common-core_2.12	1.2.6		a179e78f6630f6fcc44f125cb93e3ad5a8686458
com.github.nicholasda	ld.mybatis	2.3.0		cb6f8de3b79e1528b90d43b339b6da4ec9ca1f91
com.github.nicholasda	ld.mybatis	2.4.0		50010a82786c7139d7339f1193e550ddd795f467
com.github.nicholasda	ld.mybatis	2.5.0		a574e14913a4b955f5b843ee5aad01de81b1352c
com.github.nicholasda	ld.mybatis	2.5.2		9686905aca75d5a724813a98af612ecb0a280a3f
com.github.nicholasda	ld.mybatis	2.5.3		74fc114a10e3ecb4bd0fe8d4f383a1f8372fbe43
com.github.nicholasda	ld.mybatis	2.5.4		d4df20417bfb41ea851680aab6f7cb981f91289a
com.github.sundev79.MineBootFramework	MineBootFramework	1.0.1		cffdb4d6a2f8575814e7d6e0a3413ff14ce3d861
com.github.sundev79.MineBootFramework	MineBootFramework	1.0.1	jar-with-dependencies	e845936e82141218d575901299ef42470b44a8a1
com.github.sundev79.MineBootFramework	MineBootFramework	1.0.2		32e68423c514434bd2247494a05fd69b4eb2b39a
com.github.sundev79.MineBootFramework	MineBootFramework	1.0.2	jar-with-dependencies	900e48fa24b009d855ed139e48dd218312555ed1
com.github.sundev79.MineBootFramework	MineBootFramework	1.1.1		7e1e81853c8919fa4ad3d88d65bc46dfda533d1a
com.github.sundev79.MineBootFramework	MineBootFramework	1.1.1	jar-with-dependencies	822709ba7ff95f057aa9a10e951721b6f5b2b81a
com.github.wnameless.spring	spelscriptassert	1.0.0		1edbee92c5ae488ff3851ad220678bccb5af54c7
com.github.wnameless.spring	spelscriptassert	1.1.0		9f7d5bf3712a226276e6607db170f3a94e5610a4
com.github.yingzhuo	carnival-spring-boot-starter-batch	1.10.35		d191121a27e65fdff1f7037d438e245b427cb272
com.github.yingzhuo	carnival-spring-boot-starter-batch	1.10.36		299b88e82869fb989faea908bb3fa6853e247dbb
com.github.yingzhuo	carnival-spring-boot-starter-batch	1.10.37		06314ed62e98e66e38aed2342f3dd78cf3ddc704
com.github.yingzhuo	carnival-spring-boot-starter-batch	1.10.38		efae9048902a929b74a99440dea1206185b51c08
com.github.yingzhuo	carnival-spring-boot-starter-batch	1.10.39		ea5f1fed103a769375189749fee2103e3a1cfab0
com.github.yingzhuo	carnival-spring-boot-starter-batch	1.10.40		20acb2f556ab23d76694b1c280caa6c1f2008025
com.gluonhq.attach	share	4.0.10		1f6f7bc2ae3cced0cdeb8778f9ab4ab6e6945ec7
com.gluonhq.attach	share	4.0.10	android	2b8c8199f8033be889d83c5f8f08fbc26c95b3bb
com.gluonhq.attach	share	4.0.10	desktop	cccfd22b5e88a32df652fe6edff42b25d52587da
com.gluonhq.attach	share	4.0.10	ios	95fb4df7ff83627074b4382e75828b33c736e5af
com.gluonhq.attach	share	4.0.11		8c481094f54a355226cc0d541e8fb591903132d0
com.gluonhq.attach	share	4.0.11	android	23b16017c78c39e755c6f939c42b4bc636359633
com.gluonhq.attach	share	4.0.11	desktop	c64b34e5ad969566396a9efbb286c87cb1528cf6
com.gluonhq.attach	share	4.0.11	ios	14ae78e738ef0a2d72007e4837796d78cc73469b
com.gluonhq.attach	share	4.0.12		bbee4e227a4a5165d08cb854cef2f1240f51c089
com.gluonhq.attach	share	4.0.12	android	1fb8b0eed3fbd42f680cb93b9d77c295a0b86e25
com.gluonhq.attach	share	4.0.12	desktop	bb60503f8f9a22ce2f0072444743eee8579ab8d7
com.gluonhq.attach	share	4.0.12	ios	cf75bdc98880f97d69b8c1a0049e4ab5ae9038c9
com.gluonhq.attach	share	4.0.13		df989c605a3fa9ea0536e875caf1547e484c6354
com.gluonhq.attach	share	4.0.13	android	249c6716dbf542894a8d0d8de4644859c2d7fef3
com.gluonhq.attach	share	4.0.13	desktop	776a32976c89b00f9ec05858e95f3933990c7b64
com.gluonhq.attach	share	4.0.13	ios	c230ceda916a18c18bf4d33bda41c42cfab260ed
com.gluonhq.attach	share	4.0.14		2907faeef0ab75e47b05809b37d9c154787ec189
com.gluonhq.attach	share	4.0.14	android	1f67ca2dbae6a41a0317c64c97125758e58ade54
com.gluonhq.attach	share	4.0.14	desktop	6b3ecd5c67c71238ccbd08fd83cedc4de5c00418
com.gluonhq.attach	share	4.0.14	ios	a40f6d3fab4b6aa4b562a95e28179ea1942aad33
com.gluonhq.attach	share	4.0.15		0e1c37f515f554c0d62a5f252124bee3421d7efc
com.gluonhq.attach	share	4.0.15	android	95bf7053c13296082616809031fd4362fe517e64
com.gluonhq.attach	share	4.0.15	desktop	9c973013f00e7eb25ef3bf5e235e9b6c3cf06279
com.gluonhq.attach	share	4.0.15	ios	3ea5a667da6d6d0127dfaaae57e86ce7ae77dbf6
com.gluonhq.attach	share	4.0.16		ae87d0506605c064917aad5e462ba4701051d811
com.gluonhq.attach	share	4.0.16	android	298fe48720a5980f0480c70eb88231359a18a41b
com.gluonhq.attach	share	4.0.16	desktop	cde13a5f9c20c037c2170735116fae906bd0ce5d
com.gluonhq.attach	share	4.0.16	ios	1cfe3b57a69bb5a949fc76a7b026b1ffe266f734
com.gluonhq.attach	share	4.0.17		e6c3251536d2c1a3a2a7c32a86acdbcc417dc659
com.gluonhq.attach	share	4.0.17	android	c9a58c683afb61b29629b4dbec86255991959afb
com.gluonhq.attach	share	4.0.17	desktop	a55b5b9c8de5bcd13df605f427ba326026c37481
com.gluonhq.attach	share	4.0.17	ios	d476b1001bf4cfcb15038020b5a653eed38e39cf
com.gluonhq.attach	share	4.0.18		e410689461a03fd4458d8398b1b4d86d874ea94b
com.gluonhq.attach	share	4.0.18	android	444c9e05294b7100884238aad8dc38ad8aa0ae82
com.gluonhq.attach	share	4.0.18	desktop	20bfc0abb1de8d4816cb4b4ded2ebb1339289fa4
com.gluonhq.attach	share	4.0.18	ios	ca9d7f9612091cd18ccdb78beeb2e57b09074ca4
com.gluonhq.attach	share	4.0.19		8f1c75f34691e6c7c3e93f776918f1a276ff7020
com.gluonhq.attach	share	4.0.19	android	ca72ec5cbf153659c700c19f027004aa06248b13
com.gluonhq.attach	share	4.0.19	desktop	52dbfaf2406cb66c05ff810360eb8749c21044e5
com.gluonhq.attach	share	4.0.19	ios	f48224f62cf4753dab3dcdbd9a05c9e0e882f4b3
com.gluonhq.attach	share	4.0.20		c1b8568fa6b132886bcb2fea458f8a32cf20e70c
com.gluonhq.attach	share	4.0.20	android	100cafcedfe23f9fa9cdd5058abb278d424cbbe1
com.gluonhq.attach	share	4.0.20	desktop	12626c62dcd9d28307063875b3614fc374a4d53f
com.gluonhq.attach	share	4.0.20	ios	9f790e6c5e7b50742df09788a5f381050ef9ef93
com.gluonhq.attach	share	4.0.21		50931a6d3ea7e5f967e753e03c72bc9e98a3308f
com.gluonhq.attach	share	4.0.21	android	7adebe8cfed7df34932634e5e56f3a897563e533
com.gluonhq.attach	share	4.0.21	desktop	f1f8d4e49a96d3d12dfe3272f1a7b129223553b3
com.gluonhq.attach	share	4.0.21	ios	18b5352a779c7b17caa7fa95fa2d8a8a893fc011
com.gluonhq.attach	share	4.0.22		e027bb2413a2e7c0c10ad49eb22ef7d9ad31dbba
com.gluonhq.attach	share	4.0.22	android	df7c4e4faa3020c5b7f74ad83e4484a5d799cf1a
com.gluonhq.attach	share	4.0.22	desktop	98ccda0641596b3ac75b2fed106661e986c0b2b2
com.gluonhq.attach	share	4.0.22	ios	9f5b5b0988344abff4cffc9c8c40cbc7e9a3c24f
com.gluonhq.attach	share	4.0.7		d16a0c7d72b2a2ecf22698e80e63b85129e4f87e
com.gluonhq.attach	share	4.0.7	android	273b57ce32ed651c4943a482dcb0f62f68ac228e
com.gluonhq.attach	share	4.0.7	desktop	a9ae797fb30df86496da3cfc546a965c75893567
com.gluonhq.attach	share	4.0.7	ios	5355bd2ec8b646f878910b570c3ff8fc7f2e3dad
com.gluonhq.attach	share	4.0.8		cd515313e1209f3d8622152440af4307a26ee65b
com.gluonhq.attach	share	4.0.8	android	03eb30d9b55b6b534123d0f2796ca6c34f5d4fa4
com.gluonhq.attach	share	4.0.8	desktop	c3a2013687679a7e34da67b83beff54e065fea1b
com.gluonhq.attach	share	4.0.8	ios	347ffc5f59b7c9e09274c99dcd98af26dd14184a
com.gluonhq.attach	share	4.0.9		17689cb96a0ee312709fc268bdb39502b5991e61
com.gluonhq.attach	share	4.0.9	android	f4911d867a1333cf38791760df8ad6a01f1faa0b
com.gluonhq.attach	share	4.0.9	desktop	9e4449dbd4eeafb26757397c1c6542d23c241a56
com.gluonhq.attach	share	4.0.9	ios	1671fd4cfb610a4985efb4e354751872c93271e7
com.ikingtech.framework	sdk-dict-api	1.1.1		025ab187884e85f2acd0d1951279b4a4fb4d409a
com.ikingtech.framework	sdk-dict-api	1.1.10		d7749ebcaded92b0ba4d9c2a3ba313d3d1cda616
com.ikingtech.framework	sdk-dict-api	1.1.2		8f638aebca9b60677cba4213f0d81d7957a6fa01
com.ikingtech.framework	sdk-dict-api	1.1.3		74889084e0e72579eabe0f50bc5f28831b9b87b1
com.ikingtech.framework	sdk-dict-api	1.1.4		08655293a05e35fa159056c49b5c31d51f2c63b4
com.ikingtech.framework	sdk-dict-api	1.1.5		b495a6266863025a301b90ac63a79f8744d8e4a8
com.ikingtech.framework	sdk-dict-api	1.1.6		f4b9e1ede6c69a4925dd022945c474a8efe52c84
com.ikingtech.framework	sdk-dict-api	1.1.7		267e4f605e816ddace4a9712b7cec25d17994d62
com.ikingtech.framework	sdk-dict-api	1.1.8		24f7f522f4f050b3f12edc575ff29e954a518660
com.ikingtech.framework	sdk-dict-api	1.1.9		c7875060f86cdd7b68c944580afe1e8ccb17d6d0
com.javaguns.roses	i18n-business	8.1.2.1		41f829a367f334160f7ddc6c6c46d54c9acfcbeb
com.javaguns.roses	i18n-business	8.1.8		745f639000192334ea37b49aa373e1e2f6d4a4c5
com.javaguns.roses	i18n-business	8.3.0		051d53aee47fca93a9987a0d3de31762206d02c3
com.javaguns.roses	i18n-business	8.3.1		43eec8ed561e53c3904e9b59b818ccd10c1f6873
com.javaguns.roses	i18n-business	8.3.2		7ab821a9e9cb4105763df7d94c28ade353e8faab
com.javaguns.roses	i18n-business	8.3.3		762902ef3085031344e64a0d47c41f62c49c23cb
com.licheedev	hardwareutils	1.0.0		N/A
com.madgag	scala-io-file_2.11	0.4.2		088ecf6510497f04462555e5f375ab24e2436713
com.manorrock.eagle	eagle-azure-keyvault-certificate	23.4.0		88fb3626b2b6a5788406262be0fba9f3c82a1033
com.manorrock.eagle	eagle-azure-keyvault-certificate	23.5.0		7da479e4ab7e8508429b97d5105436682efd6298
com.manorrock.eagle	eagle-azure-keyvault-certificate	23.8.0		793a8f101a10d4d5d59009f9d794c24417a5da9b
com.opsbears.webcomponents.application.slf4j	log4j	1.0.0-alpha10		4c85a680c9f32c56a881aecf6d7358797b1c512f
com.opsbears.webcomponents.application.slf4j	log4j	1.0.0-alpha11		4a35c9ba3a4c0cb00e0981c3594c6597ac184de1
com.opsbears.webcomponents.application.slf4j	log4j	1.0.0-alpha13		fac15a03cac405b95056d9870372556a40e879ed
com.opsbears.webcomponents.application.slf4j	log4j	1.0.0-alpha14		ad9d6876049125999de2c57284116ae1689f2998
com.opsbears.webcomponents.application.slf4j	log4j	1.0.0-alpha8		133b26d4ef14df6161b0e1afb74236f78f17978d
com.payermax	payment-easy	1.0.08		N/A
com.payermax	payment-easy	1.0.09		N/A
com.powersync	static-sqlite-driver	1.0.0		74ee10cf2a13747638c6724f49d5262e62d4ed2c
com.powersync	static-sqlite-driver	1.0.0-BETA28		85ed3e3ddf75c2733a52c379d5712b795bd58236
com.powersync	static-sqlite-driver	1.0.0-BETA29		74ee10cf2a13747638c6724f49d5262e62d4ed2c
com.powersync	static-sqlite-driver	1.0.0-BETA30		74ee10cf2a13747638c6724f49d5262e62d4ed2c
com.powersync	static-sqlite-driver	1.0.0-BETA31		74ee10cf2a13747638c6724f49d5262e62d4ed2c
com.powersync	static-sqlite-driver	1.0.0-BETA32		74ee10cf2a13747638c6724f49d5262e62d4ed2c
com.powersync	static-sqlite-driver	1.0.1		74ee10cf2a13747638c6724f49d5262e62d4ed2c
com.softwaremill.diffx	diffx-refined_2.13	0.3.19		b5692219119a09232fb14343e9aea2e94a1aff36
com.softwaremill.diffx	diffx-refined_2.13	0.3.20		f4e96512d6fc1fad6bcf1e9fbbefeb6fa50755b0
com.softwaremill.diffx	diffx-refined_2.13	0.3.21		df9438dec44dfb30d29aa02da43ea13a87f01dfd
com.softwaremill.diffx	diffx-refined_2.13	0.3.22		e05ddd1f4b29de2210c5a6612045b4b2e7c0c77c
com.softwaremill.diffx	diffx-refined_2.13	0.3.23		460f40d8a1912a9d9e8ae242f9841539376901ce
com.softwaremill.diffx	diffx-refined_2.13	0.3.24		2f4a2b61a4d4b768ade3be4bdf6d0ea8a96f9d34
com.softwaremill.diffx	diffx-refined_2.13	0.3.25		88b666abcf1c5c95f89438b2671a24782facf7db
com.softwaremill.diffx	diffx-refined_2.13	0.3.26		53b3997557a129c84016c267986fc0d7f7042a91
com.softwaremill.diffx	diffx-refined_2.13	0.3.27		975edd1811706e4b41a69b8b3bcb55f4ba77a86e
com.softwaremill.diffx	diffx-refined_2.13	0.3.28		8016bea358e80c6af808577dfcd959a989f87b21
com.softwaremill.diffx	diffx-refined_2.13	0.3.29		fad8c0d50842faa77d672893b707f0ddf0125b85
com.softwaremill.diffx	diffx-refined_2.13	0.3.30		9eb37b37a99d1693f9a66cff831461dd6100d92e
com.softwaremill.diffx	diffx-refined_2.13	0.4.0		f6b60021213e81faf7ca5ce4f3cc33a6fcd8d9fd
com.softwaremill.diffx	diffx-refined_2.13	0.4.1		a20aece2e725abdf17b75625dce245046616fce4
com.softwaremill.diffx	diffx-refined_2.13	0.4.2		b8be90c6e28ee4053cca4b88766334b108bae754
com.softwaremill.diffx	diffx-refined_2.13	0.4.3		16a1cc33f4347afb543453b04e478ad9784f70ae
com.softwaremill.diffx	diffx-refined_2.13	0.4.4		ab0e5aa7d0bc0eb00d11a2050d9dfb5d4123c995
com.softwaremill.diffx	diffx-refined_2.13	0.4.5		34681470dadcc51ddd18630d805e8a353b714bd3
com.softwaremill.diffx	diffx-refined_2.13	0.5.0		5aef47870cfa12861a54d10980e28b91ed31be2f
com.softwaremill.diffx	diffx-refined_2.13	0.5.1		61845b43878aecd2f291ba07311a7823fbc37911
com.softwaremill.diffx	diffx-refined_2.13	0.5.2		9f5958c05f2d7fb5512bd8ea3dcb53ee39c03ddd
com.softwaremill.diffx	diffx-refined_2.13	0.5.3		cf894f2f81604231afd81e5e35e5dfd511f163f1
com.softwaremill.diffx	diffx-refined_2.13	0.5.4		67c1e0827cf5961695294b3c71d81e5414a96c44
com.softwaremill.diffx	diffx-refined_2.13	0.5.5		cb7694a9a8e7a7769c9dee997d861ba3d1f2b765
com.softwaremill.diffx	diffx-refined_2.13	0.5.6		0026020e42c0275cb50df22b5db10b3cef6b2a0c
com.softwaremill.diffx	diffx-refined_2.13	0.6.0		04b941be32814e69c8fd258e46439e2d8e885bd5
com.softwaremill.diffx	diffx-refined_2.13	0.7.0		eadbde99895353f993885dad9b72aafc9c55ed01
com.softwaremill.diffx	diffx-refined_2.13	0.7.1		1cd7a29bd9e67cc3c5716e13e7e719255ffd429a
com.softwaremill.diffx	diffx-refined_2.13	0.8.0		2268b336476f987133a88d895f8f03144edbaa34
com.softwaremill.diffx	diffx-refined_2.13	0.8.1		0806b65290e049b0fde5bb786aadc442ba031edc
com.softwaremill.diffx	diffx-refined_2.13	0.8.2		186e05e32428644ee02779938af9f0353e42d3f8
com.softwaremill.diffx	diffx-refined_2.13	0.8.3		9e33079a56bd13e2e2eb456e62b673ef5bcdc30a
com.softwaremill.diffx	diffx-refined_2.13	0.9.0		e4465fa321c0c76317eafb95b7aa55d19cc42be2
com.soywiz.korlibs.klock	klock-androidnativearm64	2.0.7		b6e43abc46800fba38db69c72cfc94ebfbbe9110
com.soywiz.korlibs.klock	klock-androidnativearm64	2.1.0		8e4b64fc2a57ab07d0d37bcf0257e2e63270fed7
com.soywiz.korlibs.klock	klock-androidnativearm64	2.1.1		39a9f7cc3512976774107c78883cd52c12e67296
com.soywiz.korlibs.klock	klock-androidnativearm64	2.1.2		38ccc1021a904404464f63d9c8aa85a303acf569
com.soywiz.korlibs.klock	klock-androidnativearm64	2.2.0		880469a3dd46ec72226aa7d65fde4d45e0eea88e
com.soywiz.korlibs.klock	klock-androidnativearm64	2.2.1		fdbcc041c379e93f8da6526473c8642c038c13fc
com.soywiz.korlibs.klock	klock-androidnativearm64	2.2.2		a8ac902b1585f95561b95afcbab9664490948646
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.1		7f5c9f8596cf47e7ad022a1d1641f15d22579875
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.10		3c48ed5324de9b03cc93e58f94af6414dd91deea
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.11		49a7c05a76bdeb430f84079623a71f865d506de3
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.2		a1269506b6230881c9283ceff8ad0e8f63f66f1a
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.3		4cd80c39a7955561dc06083289a403c8b4a10254
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.4		54f0c580208f51fba628b2eccce5522442c44c11
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.5		e190b1b2435b700bcc3991903150fdf760b974d1
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.6		eb1ab3c165b3bb1ba71c6226fec1f1d78769dc8b
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.7		3891e56aeff09dbe92975fa8358834163345e93a
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.8		9a59ee4bafbdd15c32140f2dfc860dad8efee045
com.tangzc	mybatis-plus-ext-actable-annotation	1.2.9		e37b96fe4d09347234b5be4c1f008dfc32bff9db
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.0		54576b9252bc97a664cf61483dd014d9a94615e5
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.1		6a943a406724d28c97fccad9273105ceec04dd3c
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.10		0fd4898aa2863e7d4a7efc705947f6605ec7d28b
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.11		6be7aab99d04e10a45f6f8ea59dc0a07166cb8ce
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.2		ea5f0f7df6754e6d422af517a6ae8f3c881f0d9e
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.3		24842c02e59724ccd89592a8472e43d3431fd2d0
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.4		0c61f31e78d92c2f232737313ae60e3d3bde87a6
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.5		2999501db60e1d2befc21ceeb41cf3aa60c657c0
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.6		9fb245363c80eaa1ebc6448d6af02bade92c0c62
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.7		bd02eb54a2ae2c233b2cf19389283c302fa44d22
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.8		a87e2c25b17dee40e6b87178ad4ff1e62f9bbf5f
com.tangzc	mybatis-plus-ext-actable-annotation	1.3.9		86af7c90c22cc4b59caab477c712a1f0267cd408
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT140		4be6c11d165f6802549c213e42214d1727307c39
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT141		b6f117bbbcceb021c139461a0a4cbfb210384b91
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT142		1dc43093bfb85da3afc39a7a2777f9c4d28a04f1
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT143		d30d22143f885202bb34de10ef73c1f0c70a4a89
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT144		f14d0773aa227a6852ac321b2f9a0e6101983c47
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT145		7ad436cd0c970baef65e5e08fb5a281e5e46cadf
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT146		c4eba8ab5fd1de85e091e45450539db5f8371458
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT200		022898a1d51a5f097672d8e35fa7fdb0a6389c3d
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT201		d3b199cf050a284993461d4fce976a3c542b37f1
com.tangzc	mybatis-plus-ext-actable-annotation	3.5.2-EXT202		3eefb86823643f56685163f3908d5aeb65d76d47
com.techsenger.jeditermfx	jeditermfx-app	1.0.0		5fa57dadef7d0f3e197effdc691f77d523b38427
dev.openfeature.contrib.providers	statsig	0.0.1		9bcd300b0ced95ad9a256b91eee88643e7f24070
dev.openfeature.contrib.providers	statsig	0.0.2		e50fc530e01863ca2d10c1be914326a4722cdc6a
