at.released.cassettes	cassettes-base-jvm	0.1-alpha01		2b9521548ae200d9b75d4c43da2f7e02ccdd9e56
org.eclipse.jkube	jkube-kit-wildfly-jar	1.6.0		b6833fc408426f8ffa75656f33835a3bda8fb558
org.eclipse.jkube	jkube-kit-wildfly-jar	1.7.0		97c4c82bd659db6ddb3d497def1757dce0db7292
org.eclipse.jkube	jkube-kit-wildfly-jar	1.8.0		86bdcb826776b73261c1c5016e2fa4698a4abfb9
org.eclipse.jkube	jkube-kit-wildfly-jar	1.9.0		7ab512597988d9bbacffef5d5e372c0e15257454
org.eclipse.jkube	jkube-kit-wildfly-jar	1.9.1		a84830e561f1ebf39baf6dc064d064be309daceb
org.embulk	embulk-filter-column	0.9.0		61c6a868022ee60f20ce18395b728912a3b30242
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha10		e9ea30ce641c4501492060d013ffd0a03cd9d0c2
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha11		c6fd3703dfeeea6908e72d5e9b52074a5867e7bd
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha12		8e116a23da79a54a9672835b23a4e01fadae82cc
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha13		4fe2eb1413ccbb152e82a5553e9c670d078119f2
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha14		35f46559b9b39c70511fdaa5fca940bf4f2989c3
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha7		3f4d5a318f6c24c70ddf321635a98137be784e93
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha8		bafce98695cccd5b76998c100ff6d4c62a9279f3
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Alpha9		2e9025239171007dfc21556d13e6617a742d1958
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Beta1		0d6634ff61a91c732e2c8f33d698b858859483ef
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Beta2		cce9d68de55853b5c9d1889e46ff539739aa3543
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Beta3		f66dd5fb3a8719682231fcafe68a9de170f9496c
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Beta4		3bf6917b8e63ea00a8ee14c58d06dfdc681a8eab
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.CR1		f0425746463e68fe2e445cedf8cd0369986df4d4
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.CR2		6336b9c39cb6caa01ecd7ded64c874b5823da616
org.jboss.forge.furnace	furnace-manager-tests	2.0.0.Final		14f14db4c29ed2a10842f6d4198ba9a1559dc2df
org.jboss.forge.furnace	furnace-manager-tests	2.1.0.Final		2f0170f74e35ab9fddd00d205cc509f30d3e5591
org.jboss.forge.furnace	furnace-manager-tests	2.1.1.Final		b05b6459b3d501549a28ff9cc162874b5ee89a5f
org.jboss.forge.furnace	furnace-manager-tests	2.10.0.Final		b1587d11c0d550842b8a8acf5ceb59d1d284d534
org.jboss.forge.furnace	furnace-manager-tests	2.10.1.Final		a1861d5866c38c36a48c54dc698b021e0ee936a9
org.jboss.forge.furnace	furnace-manager-tests	2.11.0.Final		a3fe5e27808330b59d2ea206bb745636f00a88ff
org.jboss.forge.furnace	furnace-manager-tests	2.12.0.Final		33188112b9c2b1958544cddab6ba5d6786fb5a38
org.jboss.forge.furnace	furnace-manager-tests	2.12.1.Final		590b1f8afcd52d5274c15bd8980abdfe81094abc
org.jboss.forge.furnace	furnace-manager-tests	2.12.2.Final		4de3ef74723b4c19bf329a821da5d1ec0cfa961a
org.jboss.forge.furnace	furnace-manager-tests	2.12.3.Final		848b02f38c3585adb80d6bc6ed2ed379afc6237c
org.jboss.forge.furnace	furnace-manager-tests	2.13.0.Final		31c9dc1294e6e7bdd94aede5b1c5c5d020441e8c
org.jboss.forge.furnace	furnace-manager-tests	2.13.1.Final		990699f326b184765860b6192e99d368db7e3d1a
org.jboss.forge.furnace	furnace-manager-tests	2.14.0.Final		b9b093e0ee55e87d54e2da6e4507d6928a3a07bf
org.jboss.forge.furnace	furnace-manager-tests	2.15.0.Final		80e2c8477dddfa9338034162b2ac2c4505a41cca
org.jboss.forge.furnace	furnace-manager-tests	2.15.1.Final		c09b03a2b28df2633f2487f7e12450f5a304ff3f
org.jboss.forge.furnace	furnace-manager-tests	2.15.2.Final		b431ecb43812e81e0ce660f9aea12462aeb122c3
org.jboss.forge.furnace	furnace-manager-tests	2.15.3.Final		bbd0bf854aa7c4517a6452ddbbc5693af0e8c772
org.jboss.forge.furnace	furnace-manager-tests	2.15.4.Final		070124b43b462b29ca1cae20029ae851d46a3a91
org.jboss.forge.furnace	furnace-manager-tests	2.16.0.Final		a83f86720afdc45819929d73ca52b211d9270f8d
org.jboss.forge.furnace	furnace-manager-tests	2.17.0.Final		b6462dcc3868dd2f996d126d8160b116588cdf78
org.jboss.forge.furnace	furnace-manager-tests	2.17.1.Final		d465ca551f121a4ad5c8591695bbb555762cdde6
org.jboss.forge.furnace	furnace-manager-tests	2.18.0.Final		615689a2acd65e96e6f5e5c8d232172da33d6bfb
org.jboss.forge.furnace	furnace-manager-tests	2.18.1.Final		88c637729b6136e3c687bc8cf4a62cb88a735d9e
org.jboss.forge.furnace	furnace-manager-tests	2.18.2.Final		ee0607b885dc08534e1e22ddfb40c32db11b9589
org.jboss.forge.furnace	furnace-manager-tests	2.19.0.Final		85843f94399f4ebd777fea120162a536eaef82dd
org.jboss.forge.furnace	furnace-manager-tests	2.2.0.Final		ca85a380b02e24514d50586eeda4381a371e5c44
org.jboss.forge.furnace	furnace-manager-tests	2.20.0.Final		3077bccd85220eaa28d23f4b9d2f0822d13729c2
org.jboss.forge.furnace	furnace-manager-tests	2.20.1.Final		20a0bed8a10d08de1d1bff07f7c8cdaa33a82f77
org.jboss.forge.furnace	furnace-manager-tests	2.21.0.Final		144a071a2a9416dd21874b677287fdf53def91de
org.jboss.forge.furnace	furnace-manager-tests	2.22.0.Final		90551c0c9b72d1cb25e4eb8fb00b0e56c98512f8
org.jboss.forge.furnace	furnace-manager-tests	2.22.1.Final		b2ccf129e8a82f975958ef8e226df1617e9e28b9
org.jboss.forge.furnace	furnace-manager-tests	2.22.10.Final		ad0a58d46242b19a7dd91a98e27917674223bc74
org.jboss.forge.furnace	furnace-manager-tests	2.22.2.Final		d5843f351bbb0c34c8e9fdffd2d328a9b843479b
org.jboss.forge.furnace	furnace-manager-tests	2.22.3.Final		e0759c905d4519491b4c0b4481eac3504a471872
org.jboss.forge.furnace	furnace-manager-tests	2.22.4.Final		7c240d6e55e2325d0f5e8d4985d31ff633cc8915
org.jboss.forge.furnace	furnace-manager-tests	2.22.5.Final		441c232ad64d324fbfe4a0f565091cc237194749
org.jboss.forge.furnace	furnace-manager-tests	2.22.6.Final		d2138b5e9c25df2122b604200650cfceb60c9e42
org.jboss.forge.furnace	furnace-manager-tests	2.22.7.Final		358b65616aae52e7ed88abbbb4a3ec7399b455de
org.jboss.forge.furnace	furnace-manager-tests	2.22.8.Final		1c445804840c3f0e9f3282d3a4a08ffcf653dda5
org.jboss.forge.furnace	furnace-manager-tests	2.22.9.Final		758a98fd08e9fb9e451e5a2a707cb76c75cd474a
org.jboss.forge.furnace	furnace-manager-tests	2.23.0.Final		6ef5a248e50c502387b1dfe7636bb33473a8025d
org.jboss.forge.furnace	furnace-manager-tests	2.23.1.Final		a35ecad4a90940dcd3d1b2318c6a859fbaee69f7
org.jboss.forge.furnace	furnace-manager-tests	2.23.2.Final		22d54a9506c6d182cfadf3a64aff9c60e4c6ceba
org.jboss.forge.furnace	furnace-manager-tests	2.23.3.Final		54819a97c824be70e6d529d9eed282a960860cdf
org.jboss.forge.furnace	furnace-manager-tests	2.23.4.Final		cd6c8bec07dd77272984235c82bb7424c5ec3f0a
org.jboss.forge.furnace	furnace-manager-tests	2.23.5.Final		83066cedaef70d1341b76f209d0bb29a24593183
org.jboss.forge.furnace	furnace-manager-tests	2.23.6.Final		bac24e0d5e16f5dcb3fecb36b2e7fb5e2e1773d5
org.jboss.forge.furnace	furnace-manager-tests	2.23.7.Final		89357fbd280be5aecb33ecd932990125f230af67
org.jboss.forge.furnace	furnace-manager-tests	2.23.8.Final		450a9475f1b6434f4b52c1e80ef649ad7fdab7b4
org.jboss.forge.furnace	furnace-manager-tests	2.24.0.Final		91244a668a53cf2d26e337381c4f50732d9d5103
org.jboss.forge.furnace	furnace-manager-tests	2.24.1.Final		c1d0ff02b18fe235a60c60b6cb6ccc15b5095548
org.jboss.forge.furnace	furnace-manager-tests	2.24.2.Final		0910fd8ee91e6cc0d5ed2d652638560e49a4710f
org.jboss.forge.furnace	furnace-manager-tests	2.24.3.Final		5ca43f0aa22db8fe053fe78455c4f502d2aeefd7
org.jboss.forge.furnace	furnace-manager-tests	2.25.0.Final		339d7e89d6a2ef7197aefee1cab1afcbb03f28ca
org.jboss.forge.furnace	furnace-manager-tests	2.25.1.Final		cd19ddb508461da5ef296fb894370aa545693088
org.jboss.forge.furnace	furnace-manager-tests	2.25.2.Final		1786242de38dfd91af1583c4d6f3b75d424a2f93
org.jboss.forge.furnace	furnace-manager-tests	2.25.3.Final		6ea7ffdadae21b7e57158c4ba8030f628600bf75
org.jboss.forge.furnace	furnace-manager-tests	2.25.4.Final		6941f0a338e1b83a443a6298bdb8248c0f6a15c6
org.jboss.forge.furnace	furnace-manager-tests	2.26.0.Final		6c47b1e06d9d62ee3cc2aaaf0dee4f182a843659
org.jboss.forge.furnace	furnace-manager-tests	2.26.1.Final		e3a2cbd81848a84fe810fdf743e63fdaf649c1c5
org.jboss.forge.furnace	furnace-manager-tests	2.26.2.Final		3cd73842925c3ac3d83cb248c9a32256913bfa84
org.jboss.forge.furnace	furnace-manager-tests	2.27.0.Final		94a439e8cc90c92566ed4bfdfc4e6507f8a55cfb
org.jboss.forge.furnace	furnace-manager-tests	2.28.0.Alpha1		9aa60b59980723df48feb133989b50963dc8131a
org.jboss.forge.furnace	furnace-manager-tests	2.28.0.Alpha3		b76d8b38ad40cb31637bde63a25406fef615b5a6
org.jboss.forge.furnace	furnace-manager-tests	2.28.0.Final		8942846cfa26fffb923745f87dc67c13e54e0514
org.jboss.forge.furnace	furnace-manager-tests	2.28.1.Final		c07957f44ee4688477ea0bed6c1a30f2dad9f025
org.jboss.forge.furnace	furnace-manager-tests	2.28.2.Final		b1253f7065ba2c9e0ab05d3a0efcf776fecd63b9
org.jboss.forge.furnace	furnace-manager-tests	2.28.3.Final		d51e557d1c54fbb6465d26794ac91f0d41202aed
org.jboss.forge.furnace	furnace-manager-tests	2.28.4.Final		b447cd3adeba76342824957666758341a51d332d
org.jboss.forge.furnace	furnace-manager-tests	2.28.5.Final		67188880ea01f0b9804efc68ae328115d9d9666d
org.jboss.forge.furnace	furnace-manager-tests	2.28.6.Final		3d0bf679861131fd475271d8b26e34b4c1fd5d0a
org.jboss.forge.furnace	furnace-manager-tests	2.29.0.Final		08b1877c71aea7fa5d0043d596b0d557be1dfef6
org.jboss.forge.furnace	furnace-manager-tests	2.29.1.Final		68b4b5e9555b58d5bbf409192fc74b02e70a8b01
org.jboss.forge.furnace	furnace-manager-tests	2.3.0.Final		51be06a0b0c68b1a5ddd2b9bfe54b5748028484d
org.jboss.forge.furnace	furnace-manager-tests	2.4.0.Final		8ed49fb6d49de74d6bb6f9a2981873a59f21bd29
org.jboss.forge.furnace	furnace-manager-tests	2.4.1.Final		16d01dfc8b3f668044f3380d8d7e1591d0381408
org.jboss.forge.furnace	furnace-manager-tests	2.5.0.Final		f1703c7321679b6ab35b6857b696dc4a80d03700
org.jboss.forge.furnace	furnace-manager-tests	2.6.0.Final		bf9bbf42415a15af6ed22c7c750dc6073d70e281
org.jboss.forge.furnace	furnace-manager-tests	2.7.0.Final		624a8cbaf9726f4083ac626a2a8ae8251bce438e
org.jboss.forge.furnace	furnace-manager-tests	2.7.1.Final		df26d2f136afb2dd910643ad162bb2db9cb5a9e9
org.jboss.forge.furnace	furnace-manager-tests	2.7.2.Final		f22808e1d48b83d59641174c1c48ed2b93e4c54d
org.jboss.forge.furnace	furnace-manager-tests	2.8.0.Final		be9fd1c7588ea7ecd0d3ae5a3b22a9ac6290f77b
org.jboss.forge.furnace	furnace-manager-tests	2.8.1.Final		0c79fa18bd556b5c58ab26f35b77fff3db5c2bbf
org.jboss.forge.furnace	furnace-manager-tests	2.9.0.Final		ae46c48826380755aec9510f0189da917fa8fc3f
org.jboss.forge.furnace	furnace-manager-tests	2.9.1.Final		14595972f92092afc8bcf0447306562dd0699133
org.jboss.forge.furnace	furnace-manager-tests	2.9.2.Final		3b9055acddb535cfbe21307454f162ffe7394b31
org.jboss.logging	jul-to-slf4j-stub	1.0.0.Final		7f51397a2c4dc2ebf406c8660ca1f44d81aa0383
org.jboss.logging	jul-to-slf4j-stub	1.0.1.Final		4399b60dd598134860176c93f17b0acdfd3c8ad7
org.mvnpm	ansi-dim	0.1.1		6e3c29f8760fddba6f2cf8b6680a11c81c49fc2a
org.opendaylight.coretutorials	openconfig-features	1.0.1-Lithium-SR1		ba61036d9355aa79e566df3f596d9902adafe6c8
org.opendaylight.coretutorials	openconfig-features	1.0.2-Lithium-SR2		cb2ccb885fd8380deece99325fe44db631968c92
org.opendaylight.coretutorials	openconfig-features	1.0.3-Lithium-SR3		1d254d9ee1eb1713e520a79cc58eaf9066ea505e
org.opendaylight.coretutorials	openconfig-features	1.0.4-Lithium-SR4		0e68c6fdeb375ee8024d3ee47e85644dc07232c1
org.opendaylight.coretutorials	openconfig-features	2.2.0		77949cadb5424327c98697712f9fb48bad37db7d
org.openstreetmap.osmosis	osmosis-testutil	0.43-RELEASE		969defd7a7744f5133c89f119ecada83da88c31b
org.openstreetmap.osmosis	osmosis-testutil	0.43.1		6e0a0b6a511ae686191ba96c7e12dc6fa8fce243
org.openstreetmap.osmosis	osmosis-testutil	0.44.1		8c57227f26d0416bf43d30f8e662a81617236c01
org.openstreetmap.osmosis	osmosis-testutil	0.45		491b30cf02677868923d2d0723207f616bf129d5
org.openstreetmap.osmosis	osmosis-testutil	0.46		66b90c3a4d0fd9cc3b75fd734827e42dbd0488b0
org.openstreetmap.osmosis	osmosis-testutil	0.47		769fc2633d411780e0d240bdae77af6c34eb0be8
org.openstreetmap.osmosis	osmosis-testutil	0.47.1-1-g80be2971		c0e31ccfbe662807388a6b584e47edb74fe05171
org.openstreetmap.osmosis	osmosis-testutil	0.47.2		42b42d3bf206208bf989e379082e80c79119b6b6
org.openstreetmap.osmosis	osmosis-testutil	0.47.3		abd7ca6fbb009a6572df32e28be1969a0b94cede
org.openstreetmap.osmosis	osmosis-testutil	0.48.0		81e2a1732f41570c801c3df2d9219bc0838a260e
org.openstreetmap.osmosis	osmosis-testutil	0.48.1		a8493b50920928378b47c0d107703826bc9fe079
org.openstreetmap.osmosis	osmosis-testutil	0.48.2		d9fc78b70742bb1b4ff44339ff7e57599bf83c55
org.openstreetmap.osmosis	osmosis-testutil	0.48.3		0b43d675b9034dbc9ef99801d1f4c3ada5ce8885
org.openstreetmap.osmosis	osmosis-testutil	0.49.1		c6a5c31e4de45b82a5274fec221bc71477e98dfe
org.openstreetmap.osmosis	osmosis-testutil	0.49.2		2716fb14bb59ad6442f4a03c6c8920f728861e53
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.1		c047404935a7ed943361755f3ef63776eac99be6
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.2		ea4929533178d10e7dc7b6e9d0607ca3c1abfa84
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.3		cdeffcd09e8ee5a13caac1e708c4b04c1abea96d
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.4		5ed0e0485ef09860f3cb3afcd2200b182a4ae8da
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.5		e9b0366a0bd9712acd6a9fb55bab472dae9264e0
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.6		b7ff086329e65aa95f6e5455b9994e8a9d2e0c75
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.7		cc44aade4bf7d4cfe4b893741c3e51613b66bb42
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.8		3b02bae95f96576556c8e6408fad58a8613295fc
org.oxerr.rescu	rescu-ext-proxy-auth	0.0.9		0359756c409b64839c5215f66b7264cd992aa572
org.primefaces.themes	cupertino	1.0.11		4fb6d1077ded64154d0bc882a616db9cc83cd755
org.primefaces.themes	cupertino	1.1.0		84c1e89d6f27d0834a74f0b00e0feae8449aeca9
org.scalatest	scalatest-shouldmatchers_0.17	3.1.0-M1		f3f7b8f19b6689c93807d026c91d03028555b281
org.scalatest	scalatest-shouldmatchers_0.17	3.1.0-M2		2372091d04dfa91aead899420ccd461044e47205
org.scalatest	scalatest-shouldmatchers_0.17	3.2.0-M1		1bc2cdf90fdca57e1be89bbf2dafb8aea6341e62
org.scalatest	scalatest-shouldmatchers_0.17	3.2.0-M2		20b16aff31daa72a044134833f5cdb63159dab1d
org.webjars	react-async	1.0.2		2f4634ca52fb0d9a0237e831c6fbabb254ca53de
org.wso2.msf4j	petstore-util	2.4.1		9dbd3b6c00db3b900b7a14d6f63514780af9ef4b
org.wso2.msf4j	petstore-util	2.4.2		e02ceaa157fe92d9ab779daf5fa0309c525b590a
org.wso2.msf4j	petstore-util	2.4.3		a7920b62e19d15521884c5027ab4560b49fe172b
org.wso2.msf4j	petstore-util	2.5.0		e4ac22afa140e4e7c41fc330749272e746861dc5
org.wso2.msf4j	petstore-util	2.5.0-beta		97b3ec1e3750ef20e5ea58fa56a55f2bed187c84
org.wso2.msf4j	petstore-util	2.5.0-beta2		56f70eaefae80698e48265a836d73f6263ed8a2c
org.wso2.msf4j	petstore-util	2.5.1		c5a8262cd4d44991004b4c59ce1d6e5856d82cf4
org.wso2.msf4j	petstore-util	2.5.2		5b2e649b101fadb72354e945d5dad8511fd798c1
org.wso2.msf4j	petstore-util	2.6.0		312e9409d564d2f79a76b112da68a2d90ff531ba
org.wso2.msf4j	petstore-util	2.6.1		d157c591fcea17a0c4395f907c7a5f12172d17ba
org.wso2.msf4j	petstore-util	2.6.2		a01064912c19daf07e72790308cddfecf2a7bff6
org.wso2.msf4j	petstore-util	2.6.3		caeed50e4972957d263ac3ba98e488756471c570
org.wso2.msf4j	petstore-util	2.6.4		0cd0a6c690f16d7ec1152ee9b8633c5a229a1cbb
org.wso2.msf4j	petstore-util	2.7.0		cafe6bbafbaaab6af8eaa575d4bff0fed67ebdd4
org.wso2.msf4j	petstore-util	2.7.7		f2df8eab6e92349fd7882d6bcd1991a0410ba713
org.wso2.msf4j	petstore-util	2.7.8		35e941ef2f74b278faa0b522eadb959286f48eda
org.wso2.msf4j	petstore-util	2.8.10		N/A
org.wso2.msf4j	petstore-util	2.8.11		N/A
org.wso2.msf4j	petstore-util	2.8.2		N/A
org.wso2.msf4j	petstore-util	2.8.3		N/A
org.wso2.msf4j	petstore-util	2.8.4		N/A
org.wso2.msf4j	petstore-util	2.8.6		N/A
org.wso2.msf4j	petstore-util	2.8.7		N/A
org.wso2.msf4j	petstore-util	2.8.8		N/A
pro.juxt.crux	crux-metrics	1.17.1		b5e36a02bd761ed424a6be142e447729fccdac44
pro.juxt.crux	crux-metrics	1.17.1-rc1		1dc0eaf783e18ac97893e6f51c79592dfd4731eb
pro.juxt.crux	crux-metrics	1.18.0		4e16724d8b96681f28f6b60c1967caf4f56697b4
pro.juxt.crux	crux-metrics	1.18.0-rc1		d4024fc3a2f1a5e24cb4a080e4476c89097d9493
pro.juxt.crux	crux-metrics	1.18.1		8293019ce5c203891251064e29d23b54d3122de9
pro.juxt.crux	crux-metrics	1.18.1-beta1		6d866c3c62170888c5ea646c6f8328b608c236fd
pro.juxt.crux	crux-metrics	1.18.2		aaea848ae7ee00f2dc0ae4c1a61d00a453ed656d
space.kscience	cern-root-loader	0.5.0		45c7033c615e9816ebddf0660d697a53f82af75a
ws.unfiltered	unfiltered-netty-server_2.13.0-RC2	0.10.0-M4		5eb6e159b93c9f71dff125b8ad39571139e1dd6d
