at.released.cassettes	cassettes-base-jvm	0.1-alpha01		2b9521548ae200d9b75d4c43da2f7e02ccdd9e56
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.47		ba74febdb9872e6da5d59249f3e373fe03f8f6d0
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.48		6c4559f8d7305d2631ab079cc068fd126be30db0
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.49		2bb854b847aa8725b953acfe3a4fed810ad22755
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.50		1c0b8608122d9bf949f870709ac86c2a483ab532
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.51		dababc63b2a38a78c152237d87f6bfc8fdbdaef6
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.52		14241aa7ce41bbd798d4c1ee62c574b9475113ba
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.53		d81054c53cf0d651ee9436291aa24f80671b3224
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.54		1a0f5ebf20dff347963bea3fe924ebea05fa24db
com.ibm.websphere.appserver.api	com.ibm.websphere.appserver.api.transaction	1.1.9		7c8a8149f8a90ff7b28d1b60a92810cfa66efd8c
com.kazakago.storeflowable	storeflowable	3.2.0		b0e662cffbe0401d2bcd6305e7e03055f4e0dba6
com.kazakago.storeflowable	storeflowable	3.3.0		e030e127fa70f051e5c22c8b44bfb0af7a65a7be
com.kazakago.storeflowable	storeflowable	4.0.0		7b681a3dc534f39dd595036f6e8a421a07033fe6
com.kazakago.storeflowable	storeflowable	5.0.0		f53c37b45bab79de4e900215dc61eb56995639be
com.kazakago.storeflowable	storeflowable	5.1.0		50e5379434244fffd9233e55efae1f7ff4a58792
com.kazakago.storeflowable	storeflowable	5.2.0		e1584d6508924d65f796ede16a4a0e7f93123c84
com.kazakago.storeflowable	storeflowable	5.2.1		52075e6ed63c398af7e271a5fc9ab4c2108a7955
com.kazakago.storeflowable	storeflowable	5.3.0		35f350d605979b96b6e88c9df8f2df7a434443d1
com.klinkerapps	drag-dismiss-activity	1.0.0		N/A
com.klinkerapps	drag-dismiss-activity	1.1.0		N/A
com.klinkerapps	drag-dismiss-activity	1.1.1		N/A
com.klinkerapps	drag-dismiss-activity	1.1.2		N/A
com.klinkerapps	drag-dismiss-activity	1.2.0		N/A
com.klinkerapps	drag-dismiss-activity	1.2.1		N/A
com.klinkerapps	drag-dismiss-activity	1.2.2		N/A
com.klinkerapps	drag-dismiss-activity	1.2.3		N/A
com.klinkerapps	drag-dismiss-activity	1.3.0		N/A
com.klinkerapps	drag-dismiss-activity	1.4.0		N/A
com.klinkerapps	drag-dismiss-activity	1.4.1		N/A
com.klinkerapps	drag-dismiss-activity	1.4.2		N/A
com.klinkerapps	drag-dismiss-activity	1.4.3		N/A
com.klinkerapps	drag-dismiss-activity	1.4.4		N/A
com.klinkerapps	drag-dismiss-activity	1.5.0		N/A
com.klinkerapps	drag-dismiss-activity	1.5.1		N/A
com.klinkerapps	drag-dismiss-activity	1.6.0		N/A
com.klinkerapps	drag-dismiss-activity	1.6.1		N/A
com.klinkerapps	drag-dismiss-activity	1.7.0		N/A
com.kubukoz	sup-http4s-client_2.12	0.1.0		da1738dbf3c150e90b50496c3b8313d511630970
com.kubukoz	sup-http4s-client_2.12	0.2.0		bb31bca4350807f9fa2be35e6188eced9306da5d
com.kubukoz	sup-http4s-client_2.12	0.2.1		ce5ac282d7205ad7a8c2b590f51075bad7bb3001
com.kubukoz	sup-http4s-client_2.12	0.3.0		f86ce4dfd26c3eaf928f21e846741e719b0e46aa
com.kubukoz	sup-http4s-client_2.12	0.4.0		9b13487f8b27b8161efa48370d422b971bd1fba5
com.kubukoz	sup-http4s-client_2.12	0.5.0		ce70f57b63db3fca663cf37df7188b3d39fd26f1
com.kubukoz	sup-http4s-client_2.12	0.6.0		964f76c7cecffbc1d89df604bcce1f5d0b020de2
com.kubukoz	sup-http4s-client_2.12	0.7.0		beb5101dcd4b1f850608415a25ebee5bad7f30f8
com.kubukoz	sup-http4s-client_2.12	0.7.0-M0-TEST		4cda605efe33928fd54ece36905d2ee8ac48c8dc
com.kubukoz	sup-http4s-client_2.12	0.7.0-M1		43a77a740689912141163d63078a8ddf28c455c5
com.kubukoz	sup-http4s-client_2.12	0.7.0-M2		76acfacda31701b6190d73c37cdd076c7e224198
com.kubukoz	sup-http4s-client_2.12	0.7.0-M3		d57e0a4ecd6a2c13f0f11a6bf7a43ab3640625ec
com.kubukoz	sup-http4s-client_2.12	0.8.0		eea87ac58791285a8180242a5feb4fcd9e1a109c
com.kubukoz	sup-http4s-client_2.12	0.8.1		683f8f7ccc14f75c4ca112dd6820c7d326fe215f
com.kubukoz	sup-http4s-client_2.12	0.8.2		eebd06daa98d0dd8c6c01d6fd7512b2bc8ddab04
com.kubukoz	sup-http4s-client_2.12	0.9.0-M1		2593c11c52599846ebf5b0b5fdd51c91195805a4
com.kubukoz	sup-http4s-client_2.12	0.9.0-M2		3c672e0aa12a988cf551db69b449bdc4b7a61a29
com.kubukoz	sup-http4s-client_2.12	0.9.0-M3		41c6391d1a9b7d448661d07229f15ea97f637b83
com.kubukoz	sup-http4s-client_2.12	0.9.0-M4		989b42c9d718fe9489c6fbdaa82df13c16b74fa0
com.kubukoz	sup-http4s-client_2.12	0.9.0-M5		e6896bc291de380ab658e39ae64a55c3e158decf
com.kubukoz	sup-http4s-client_2.12	0.9.0-M6		5989eeeb2788e0d69140c02fb54e77149a3ee2f4
com.kubukoz	sup-http4s-client_2.12	0.9.0-M7		056fbf490c12f2cbf0224f4130f3e7289bcacce5
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.2.0		23151061dbbd1594422026db889a9ffb7c889de0
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.2.0-RC1		3951e1fd6ce4545084576b859963a87d1007a15f
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.2.0-RC2		e8a5151ebce369e8b2638555f96ed71abb15dfba
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.2.1		e9843edb394069b1356d4727dc8628c4fc3a0b61
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.2.2		0e4a9622167e966ff9422b7b9e6d46aa3bd73614
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.2.3		5d2b530092ab0f989cd8920d8167399f656eb049
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.0		824f31d14406150414d20bec77bd1856fe74bcac
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.0-M1		babd08a64e193aabe039ff4f3db0ad39a71483d5
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.0-RC1		91c92e163b830abc70655242ce53a8b721c060dc
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.0-RC2		592e884a3d0316344bf1670de139e69d892f7d45
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.1		afda0d86e050d4b3da66a11c9a200f02fb30dc8d
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.10		ae7795a650a0c6da4432566baf90b93be55871d9
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.10-M1		ee3755e634d46a01dba711095b62ca9af80dc23a
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.11		1eedf9b9a8748c8c2fc2d022e44a8c4fd27bd5f3
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.2		48980ec165bbcb94e3d8d55d88483350f6a4a3f3
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.3		fcaffc86728506529aa2b430d5a4b529a536f0bd
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.4		410c56de4c4ef34184050ab6c752d244a73baf0e
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.5		52d45f63659ba9759532d06637bfcabe5d17a802
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.6		1a1e022f05ab708ff9aaf93510f5dd1285d7653e
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.7		41a9a16921dac399ea5f19763b571d5b8d60a199
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.7-RC1		665fe3a3fde905d1f4ba71017a75a67c404e41fc
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.8		81f2c7feda7dbea403fc64fde241316325544753
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.8-M1		269b3aa36b4a0b03c6658658af96520f2b906506
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.3.9		714e5d8dcd24d10c02e8026654fa0517ec44907a
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.0		2510531234bab2b08aa80e8051369d9e90894489
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.0-M1		91af231dd729e8d83c773cfa58f5af6f63c27e64
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.0-M2		78c802f1078b128aa8f06402ac8056b63071b3fa
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.0-M3		5a8bd7591377369f5608c86a3c46a27034fb6389
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.0-RC1		533735b78fd40a955da4250a2e01b33dd3ef48b0
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.1		c7a346345414156d1c220b2ad00e0c11a2f29833
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.10		42186c75fdddcb39d8a6792dc2f71e39e3c7437b
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.11		57300e0f247c0dbbed375315646f2bddb4eebcca
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.12		25d2a5ac06eb8256b3eb57c1a5efd7b1dfe38834
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.13		640757a8cb026bde20de02c6ca20259431bc6dde
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.13-a5bd71c7		e39728e27129a8fdc87d3405b935599a04b3e1be
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.14		5244a9784764636465c9e642f6db174bbdc41f2b
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.15		08a9c65e37002800c2e40bf86fd3c00fe90b7ba5
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.2		3cc0a6d0c5c9c2f1a53cfdef31deed78d789e2b3
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.3		ce07cc3687eb662be59341c5e9d28e7f93001524
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.4		b80de43092d58e0ce547cc5d95041924e2dab2d5
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.5		e406d069c7ce9a39dbdf6b6b1264f1d33d4f23b7
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.5-M1		0f236642b61889220196d153e540d699820f8dd1
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.6		b16c3362f48eafb77e17825b55582019cff5b153
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.7		2fefb48e53e837c6975a798d0ba19d1bd4eca47c
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.8		03f128b89c9db5af4c66c7f962431cdadc97200e
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.4.9		2943ab724392ec6549835b727b3d1d9d71c06b54
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0		e34312b77c67b45b7def8b17a8776762b91f019e
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0-M1		5baf1a20b96ac0a6e6e13f17ad8a3b9f8180a4e6
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0-M2		80ba4f3f96e7417977ed3eaead9ab19102aa4dae
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0-M3		d7e9ef6284328ce6bceab62e699efcba927c6201
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0-M4		8d03d106f83590d37556bcafa71364f06a0fe7a9
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0-RC1		f19d9644a657192da112f8afe6e20f09000a5993
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0-RC1-26-g7d68234		a59e2647327dbd8f93acfc6b8484e6dc302d4dbb
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.0-RC2		6044986f6d04bd4ce939d0e7f4ab728ef274bea9
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.1		62038af0765496f098b193881d4ed00e50671e4a
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.3		2632b7923f3048f903ff0c95b20e1914eed0d963
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.4		6b5a7018ca20e4a5cde0322036edb5cc9bc44120
com.lightbend.lagom	lagom-javadsl-persistence-cassandra_2.11	1.5.5		b580935897b225878e1af88cab39a117e45d3882
com.luoaijun.mcp	mcp	1.2		a61dd91450ba02a4c8de1ecc0d8918438e9de04f
com.qwazr	qwazr-extractor	1.0.1		47c6f481a15fd82f53c5329ef80b9b11a86c33f6
com.qwazr	qwazr-extractor	1.1.0		0e80a6f277512a889a26a02ed984b8d01c702b6b
com.qwazr	qwazr-extractor	1.1.0	exec	924c1bd46aa1a672f3dd301fbf9aea8b7cc19213
com.qwazr	qwazr-extractor	1.2.0		bdb1ec7c626318af2df6d1875069b23e927b1462
com.qwazr	qwazr-extractor	1.3.0		861fc6908ea3b2fcc1ab938a609f924f87082005
com.qwazr	qwazr-extractor	1.4.0		bc98dcf4d23cb2e84d4474992ab37df8ec6e6fce
com.qwazr	qwazr-extractor	1.4.1		e66f6815a89a61196f3c1b3b8623429181a76c09
com.qwazr	qwazr-extractor	1.5.0		1df7d848dc7b41dccd5fec793d6568864b50bad2
com.qwazr	qwazr-extractor	1.5.1		b60cf0e548e407fbc1d2d1b9782969c752aeb3c9
com.r3.conclave	conclave-web-host	1.3		3ee29cf847c2a58283d53c88ca3e0973600f48c9
com.r3.conclave	conclave-web-host	1.3.1		1a3fd2f34b038ecfaca9517702aa5250dbfeea23
com.r3.conclave	conclave-web-host	1.4-beta1		e5c4843d0755333bc2fb6a6f56aa485ee9e80efe
com.scloudic	rabbit-web	3.3.2.RELEASE		03998437fa0175f147a32f382287a17c150e9255
com.scloudic	rabbit-web	3.3.3.RELEASE		408e80d87c007d67b041c27750b761e6bdee8a5f
com.scloudic	rabbit-web	3.4.0.RELEASE		ff62a7d32cd99a16a6c80a59ae3303fe9b62ca7c
com.scloudic	rabbit-web	3.4.1.RELEASE		a3eac4c6fc2c9d085f315aec8bcca6404a4bce0a
com.scloudic	rabbit-web	3.4.2.RELEASE		736a33841fb5f5000981ad6e5466a4ecf5a5df76
com.scloudic	rabbit-web	3.4.3.RELEASE		509b66529ea80fcc1abb048439d6c7501a5a287a
com.scloudic	rabbit-web	3.4.4.RELEASE		c6b053c9c46634be26cf4eac531f48b0af810cfc
com.scloudic	rabbit-web	3.4.5.RELEASE		c0d8e4bee4e48bb32a8ad5a2871ebc10bd834528
com.scloudic	rabbit-web	3.4.6.RELEASE		53e7de92e7b220fe7a180b4836d354a181853fa5
com.scloudic	rabbit-web	3.4.7.RELEASE		bd85f33e23356e9c74bfca3c17c80b04edc8a01e
com.scloudic	rabbit-web	3.4.8.RELEASE		99ae83d4e7ab5689928e2cc8200197613ae94a96
com.scloudic	rabbit-web	3.4.9.RELEASE		123c4173c80469579f99ab0241a789da054d5a9a
com.scloudic	rabbit-web	3.5.0.RELEASE		ebf0a385ae80d6c8e00b1f878917b552e14e75bf
com.scloudic	rabbit-web	3.5.1.RELEASE		4bc095df598d13e640bbc82634a6adae05fe03e8
com.scloudic	rabbit-web	3.5.2.RELEASE		aba3f5b221eccbc132670dbe9058f2305bb4648b
com.scloudic	rabbit-web	3.6.0		90341865f2e6e2173cc38c86841b2aefd5ef603e
com.scloudic	rabbit-web	3.6.1		abd72bda4261534f0714cadbb25205e8d5a467aa
com.scloudic	rabbit-web	3.6.2		9d9386a01109d2686cf1556c22d9bc78b92f399c
com.scloudic	rabbit-web	3.6.3		9b897dd316e2b6729dc7c6edf29b96f4bf4862e5
com.scloudic	rabbit-web	3.6.4		b3068d3b66e67bad6701cf7125710633e94c3e6c
com.scloudic	rabbit-web	3.6.5		2d4466e83df068afe42967d05f8b1a722ce3a09e
com.scloudic	rabbit-web	3.6.6		75b8b89ee216e06149e938fcdb7891f14549397f
com.scloudic	rabbit-web	3.6.7		44c5606295e0e0db4bd8d8068ec464e75c2178f1
com.scloudic	rabbit-web	3.6.8		eb69803fde15013b7d32655a93fc23eaefd9c4b2
com.scloudic	rabbit-web	3.6.9		8ff1e7fc5be549b9d65ace3080d72ccd17b0101d
com.scloudic	rabbit-web	3.7.0		da21c36cc7630c2e48694b2aedf5175be6fd8f3a
com.scloudic	rabbit-web	3.7.1		d9840878f9b4b90ab7920040fd6f6f4d4cc8a585
com.scloudic	rabbit-web	3.7.2		9b82b442863a17a8fc74fa8cf11c3d96f1e985d3
com.scloudic	rabbit-web	3.7.3		e3b716470f7fd42675bfecef413a9c6cf16a4ab7
com.scloudic	rabbit-web	3.7.4		425cbc4e2c2dec577d83bb5670d1e6c5e2bc1522
com.scloudic	rabbit-web	3.7.5		b53f320a3cf545b8bc1eca084a4bafac22b51ea5
com.scloudic	rabbit-web	3.7.6		c6e66e32f4015b6e42a156efe26694f8e8fe1781
com.scloudic	rabbit-web	3.7.7		4e342e2f70737616e05c34d87ce5cba36f50e551
com.scloudic	rabbit-web	3.7.8		5a9d71e5ed54f7dbba3cc0e87387617510564e65
com.scloudic	rabbit-web	4.0.1		4083a5ac933b1d170428fe760c13dce818b04500
com.scloudic	rabbit-web	4.0.2		d4890592ce825f83ce242257a8b05d1f8e444211
com.scloudic	rabbit-web	4.0.3		da13844b2a0e11051ae06147bd1d81aea7ef3c09
com.scloudic	rabbit-web	4.0.4		b333635f0b1f524e89766b3007f1b5b02628e1bc
com.scloudic	rabbit-web	4.0.5		b86af3a57d90bf1eb65296de5ee202f7b9e7f462
com.scloudic	rabbit-web	4.0.6		e9e45180519f440e1fb301c160911c48518a996e
com.scloudic	rabbit-web	4.0.7		3fb0c5c1b9415cdefb9cb41c4ef0599822c9867a
com.snowplowanalytics	kinesis_2.12	0.1.0		6b0cacef5440f54849d84ef62d88de62ac148b6f
com.snowplowanalytics	kinesis_2.12	0.1.0-M10		a20a4b878240b733d0af108c90ce4e2f02a5c877
com.snowplowanalytics	kinesis_2.12	0.1.0-M4		910552679a1ca5a91eb7e45997c4b99678ff88a6
com.snowplowanalytics	kinesis_2.12	0.1.0-M5		62c41cc2d4e78225d8c8cefab0f14d856a4985ab
com.snowplowanalytics	kinesis_2.12	0.1.0-M6		7c8f3c51eede297762a210bfba4ca9232d1b5eb4
com.snowplowanalytics	kinesis_2.12	0.1.0-M7		9c84c97c813f3c70ba807c4a28d000cb551f9f50
com.snowplowanalytics	kinesis_2.12	0.1.0-M8		b075d820173d17adcc65e367cd2433c924f905c5
com.snowplowanalytics	kinesis_2.12	0.1.0-M9		bf2ff60c662f17ec690076ff7c8ec617f9dcf46a
com.snowplowanalytics	kinesis_2.12	0.10.0		1bdb93c19f28a5247313c8673abbe56e70e8a08d
com.snowplowanalytics	kinesis_2.12	0.10.0-M1		28d1afe304936672900f63d934cb38df286235c6
com.snowplowanalytics	kinesis_2.12	0.10.0-M2		f018f96fce9f24b58a333c50f0232d544b6c7fc7
com.snowplowanalytics	kinesis_2.12	0.10.0-M3		d27e23eecae6040f1f79b241cab2b4965ef26512
com.snowplowanalytics	kinesis_2.12	0.10.0-M4		68e1db95cd181365b74e1a575dee068fa9f66896
com.snowplowanalytics	kinesis_2.12	0.10.1-M1		574beddeb2743e618f7da353c4c5f02c65bec75e
com.snowplowanalytics	kinesis_2.12	0.10.1-M2		764eab79b1ea9a975df20eebc44a979b91a74182
com.snowplowanalytics	kinesis_2.12	0.10.1-M3		e597c86223f8806c2941327ec531df7880ca5082
com.snowplowanalytics	kinesis_2.12	0.10.1-M4		98388b5103bc4a3a4145f5b4a1b7c0e3453e982a
com.snowplowanalytics	kinesis_2.12	0.11.0		1cc921bc551a9db688bbe64d10c9f945259d5994
com.snowplowanalytics	kinesis_2.12	0.11.0-M1		e72d90ff046e5d9e866d782943c669181b06da9a
com.snowplowanalytics	kinesis_2.12	0.11.1-M1		8ff9f7f6aae184523df7b463ee5c558907f3f9b9
com.snowplowanalytics	kinesis_2.12	0.12.0		333e952f496f6a92338c66bd1e50e86e8c24b970
com.snowplowanalytics	kinesis_2.12	0.12.0-M1		a0317b40f91d4bb507134ac0267b7380f020157b
com.snowplowanalytics	kinesis_2.12	0.2.0		40fd7a1b02d2081fe9e74398c834a3083ac05208
com.snowplowanalytics	kinesis_2.12	0.2.0-M1		eaccfba3e843996d2810ffb14482f826cbbec771
com.snowplowanalytics	kinesis_2.12	0.2.0-M2		f2b97320a57b4f3722d629a6fc695faf0afaba3a
com.snowplowanalytics	kinesis_2.12	0.2.0-M3		c34d48933695d44070fe790df9d6aab1fa11f500
com.snowplowanalytics	kinesis_2.12	0.2.0-M3b		37efb7a6c091aa13e6ac9f589e5affa80a998454
com.snowplowanalytics	kinesis_2.12	0.2.0-M4		4d561a522132cddb2c7e0a3e76ca505c2f9c7061
com.snowplowanalytics	kinesis_2.12	0.2.0-M5		65131de0216427bf30ffe5dadfe4196f3c618988
com.snowplowanalytics	kinesis_2.12	0.2.0-M6		5a8ec26e2415f9e0ae482272a705552a87afc351
com.snowplowanalytics	kinesis_2.12	0.2.1		0d78a39955a4a5ba2a6465fe4ebf595ff1c14a02
com.snowplowanalytics	kinesis_2.12	0.2.1-M1		95ddc6f44bdd6cdc8cff9e5a09efae709de24334
com.snowplowanalytics	kinesis_2.12	0.2.1-M2		a701fa8d020af84235263fa2aedc62b276c7e618
com.snowplowanalytics	kinesis_2.12	0.3.0		226052a094d37bb604e591cbc6ca7ddba84ad489
com.snowplowanalytics	kinesis_2.12	0.3.0-M1		763a3c535ef16a12dbeca4fb9248d80d1a520e12
com.snowplowanalytics	kinesis_2.12	0.3.0-M2		e354d9e0a2d1e47fb5697c5a38bd3812b7d06335
com.snowplowanalytics	kinesis_2.12	0.3.0-M3		d88dbba3f3043c6cf276ebd8854deb212d42cf10
com.snowplowanalytics	kinesis_2.12	0.4.0		8cdf96aae77dbe23015c05e703ed3e58966b0162
com.snowplowanalytics	kinesis_2.12	0.4.0-M1		307d0a9474cdcd5900dea31b59bc812403b547a5
com.snowplowanalytics	kinesis_2.12	0.5.0		58b5923a913f9d70fdb5ba62da13a70d57392152
com.snowplowanalytics	kinesis_2.12	0.5.0-M1		654183cc9a8c073aba81cbd973aba395f7dc7d2d
com.snowplowanalytics	kinesis_2.12	0.5.0-M2		11818c3bd34b37103337742692e2c9f05cfc9da0
com.snowplowanalytics	kinesis_2.12	0.5.1		8922d7b8d448dda7775ba560d5f844fb6dd33b88
com.snowplowanalytics	kinesis_2.12	0.5.2		172014c0546be3fb21df140376b0ddca471417e3
com.snowplowanalytics	kinesis_2.12	0.6.0		ae0a8fea727f670e980c2ad57957305b8bbec337
com.snowplowanalytics	kinesis_2.12	0.6.0-M1		049eb68fb18147b868dcfe97abd58c640cd4999f
com.snowplowanalytics	kinesis_2.12	0.6.0-M2		5533cc69156821587405bae66e9de308216bb071
com.snowplowanalytics	kinesis_2.12	0.7.0		d4a20926d6a84265f3f6a2ce08886bead7a1ba0e
com.snowplowanalytics	kinesis_2.12	0.7.0-M1		15bd4f527f4d186c1356e2e53385d258eff0980d
com.snowplowanalytics	kinesis_2.12	0.7.0-M2		33dd64a784243a0e514bf84623c843080be679ce
com.snowplowanalytics	kinesis_2.12	0.7.0-M3		06968465634efa81ea67efa45c92d5608481a439
com.snowplowanalytics	kinesis_2.12	0.8.0		10171150bfac7099f6ad563c7d04a5874259a09b
com.snowplowanalytics	kinesis_2.12	0.8.0-M1		fa2af2c9d10790c0d3fbfef6a3b6add8e0ae6e68
com.snowplowanalytics	kinesis_2.12	0.8.0-M2		bbe64d54765a42ca5ad0e4f0d0f446e6e5eb1eeb
com.snowplowanalytics	kinesis_2.12	0.8.0-M3		f323be4bf3871cdb56b509d6f8ed536ad78ead03
com.snowplowanalytics	kinesis_2.12	0.8.0-M4		b80a514caa0d5fb8abcea6462da565e698141459
com.snowplowanalytics	kinesis_2.12	0.8.0-M5		7d11abdda90a686e6985d7500e3f4227a2f82d0d
com.snowplowanalytics	kinesis_2.12	0.8.0-M6		8e6b615bfcbb613e5218d43c0b84c0f0d0c04d7e
com.snowplowanalytics	kinesis_2.12	0.8.0-M7		10d45a97078b879a7340c2fae91ee3e384c29149
com.snowplowanalytics	kinesis_2.12	0.8.1		5c86a70a60e9681899c0659080b3f186992c4e98
com.snowplowanalytics	kinesis_2.12	0.8.2-M1		6b59bae574498002e89eef7acd857adc3966c98d
com.snowplowanalytics	kinesis_2.12	0.9.0		4ec3b5c8db6c03d8a6db2632fdc9fdeca9eadfa4
com.snowplowanalytics	kinesis_2.12	0.9.0-M1		612f2f128c8c1213d1c4a87bd60095a2ab6f60a2
com.snowplowanalytics	kinesis_2.12	0.9.0-M2		939e8d08e4fcb8916d31791caf639bea03b380e8
com.sun.phobos	phobos-rhino	0.5.10		267fca247301f486be2b8d32dffc967c3605fa29
com.sun.phobos	phobos-rhino	0.5.11		f77c0a82833425bfb58091c54290e629d99e9df7
com.sun.phobos	phobos-rhino	0.5.12		3c9eace400fdba610dc01259dc3b76064cd1ee0c
com.sun.phobos	phobos-rhino	0.5.13		26e67b973507c6fbcf287bb95dec015a061fe275
com.sun.phobos	phobos-rhino	0.5.8		5884ebe0ceae0c02be64c418c7858d18ce1c95cd
com.sun.phobos	phobos-rhino	0.6.0		a82102f71d22ae4b05e46da168596d3e92e181ae
com.sun.phobos	phobos-rhino	0.6.2		379cc1d5540e90f2a97d26c1e3b52a96bd1f8cc5
com.tersesystems.blacklite	blacklite-logback	1.0.1		cb3baad2e177ee2381c81dd350641e5fde68f130
com.tersesystems.blacklite	blacklite-logback	1.1.0		f1f8e314109aa107aed890876e5c887ae2a04661
com.tersesystems.blacklite	blacklite-logback	1.1.1		b0c3807b16d14694c4fc1f64efd52b57c7918923
com.tersesystems.blacklite	blacklite-logback	1.2.0		5a070a81a17f97ee2582f9eaa6b87d571b5a13c8
com.tersesystems.blacklite	blacklite-logback	1.2.1		f4c5d24a4f3dbd21537feadf099c6025377e4a98
com.tersesystems.blacklite	blacklite-logback	1.2.2		9930f89e7f9610293edbd8bdafb8cf671063627d
com.thoughtworks.dsl	domains-task_sjs0.6_2.13	1.3.2		00bf24ebdfe454491be038d34a0b78887110efe2
com.thoughtworks.dsl	domains-task_sjs0.6_2.13	1.3.2+10-4e2e1d8e		8aa3822f8e5d3af035b6860f6d814649fbb40e1f
com.thoughtworks.dsl	domains-task_sjs0.6_2.13	1.3.2+16-25823e1d		5a2319ff16eee0c58651b3bf669ac7369695c778
com.thoughtworks.dsl	domains-task_sjs0.6_2.13	1.3.2+2-25f1a99d		c03ab00b43655a376771d50f9c83ee46e6fdda3d
