be.atbash.ee.security.octopus.opinionated	jsf	0.6		N/A
org.openrewrite	rewrite-yaml	8.13.8		70382c892d4539cae2145d6c7a001cf1c714128f
org.openrewrite	rewrite-yaml	8.14.0		cc20808a6e9b7bfe0771335a9f18b323d0872d1c
org.openrewrite	rewrite-yaml	8.14.1		9c55f3eb30c562b5fae039a452ff837c8d580934
org.openrewrite	rewrite-yaml	8.14.2		b593490123b3832b42b89c1893bcaed04722c738
org.openrewrite	rewrite-yaml	8.14.3		7a35082ece484f69be2c2867f67245f2a4309ce0
org.openrewrite	rewrite-yaml	8.14.4		866587991ff67c5617c49dfa06c37bc0387a21db
org.openrewrite	rewrite-yaml	8.15.0		d200d390f24882f7e0a0a3b1cd96aff8073ee3a4
org.openrewrite	rewrite-yaml	8.15.1		4cd88f0b78a96e99eb94651d09c58183e7e85a42
org.openrewrite	rewrite-yaml	8.15.2		e96cd96d41a390c9c8347ce1baa8081340980e52
org.openrewrite	rewrite-yaml	8.16.0		f14b60b273ce16b2fc759a4a5ed2df698bebd10e
org.openrewrite	rewrite-yaml	8.17.0		5fb6cc7d40b4c5e316bf6da67b9c2edd35316856
org.openrewrite	rewrite-yaml	8.17.1		2628294c8956131a54a8cbac3898a6b35675a5f3
org.openrewrite	rewrite-yaml	8.18.0		0df0f1677c37dd2556c3300011efba297633eaf0
org.openrewrite	rewrite-yaml	8.18.1		c9687b34d36abb8d8d5c2bc66b93a7a519c2505b
org.openrewrite	rewrite-yaml	8.18.2		78d1ea6a4b774c6cccf8a0362eb781a618ca0133
org.openrewrite	rewrite-yaml	8.19.0		2c774b240403eb0fa569fede3500242300ace9bc
org.openrewrite	rewrite-yaml	8.2.0		1cdabd8d136dfeef650011763b883e9022e40d34
org.openrewrite	rewrite-yaml	8.20.0		ca3154effa00a8eda360fed448a554d1d0d30ec1
org.openrewrite	rewrite-yaml	8.21.0		c0ab9717543dbc35a379eda7d7c41ae074a033cf
org.openrewrite	rewrite-yaml	8.22.0		c814c8f8cea747c1e64b1eb2d72d29270a81b61e
org.openrewrite	rewrite-yaml	8.23.0		d288bb9194fc1cef809077dff06bcaa634a6260b
org.openrewrite	rewrite-yaml	8.23.1		749b53189ea600b9b26f785c02de0775136b9eb6
org.openrewrite	rewrite-yaml	8.23.2		519e673257c7f210d610097b26dfc6a338ed3184
org.openrewrite	rewrite-yaml	8.23.3		39b08d36c03395fbc11d3c08f9f12865cb7bcfa7
org.openrewrite	rewrite-yaml	8.24.0		a03d1856ec61f892eb3fffe8a5553d32cfc63eee
org.openrewrite	rewrite-yaml	8.25.0		720c11dc93665d9117bf4e72b164a58d1b9b5e56
org.openrewrite	rewrite-yaml	8.26.0		41f90428e20022e721f34b08c0e9ca620d1bd880
org.openrewrite	rewrite-yaml	8.27.0		be6292b6b955eaf34a1e1751ee926e1f326c1b79
org.openrewrite	rewrite-yaml	8.27.1		0eedd5616d463e5598f5d0f93d83df8eed1a2eb3
org.openrewrite	rewrite-yaml	8.27.2		725b8976905e69ae5a03b3c55c16aca65065e0f7
org.openrewrite	rewrite-yaml	8.27.3		c1b48a7d4256804771dc70c254f0c0fd0a9b56be
org.openrewrite	rewrite-yaml	8.27.4		a0701c495147f78d064ffd4c85bc1d5aacdb4dc5
org.openrewrite	rewrite-yaml	8.28.0		6e8032bf84c1caca6152be256a776bf17eea763a
org.openrewrite	rewrite-yaml	8.28.1		56d4c9103817f85bafd07fbade3d6684ece8d93e
org.openrewrite	rewrite-yaml	8.29.0		368b21febf85f15af69d7c0fb0448504cda03e1f
org.openrewrite	rewrite-yaml	8.3.0		008d3072417d7b0a85b0078d187d2a022dd3b126
org.openrewrite	rewrite-yaml	8.30.0		d3582c9eb8b1e1f7625fa2f58bc82e3bc9de5726
org.openrewrite	rewrite-yaml	8.31.1		b88a8623dfa451f71f335cbde1ee7e98fb62bd52
org.openrewrite	rewrite-yaml	8.32.0		80d8e395be230f46e54c21f343396222c9825cc5
org.openrewrite	rewrite-yaml	8.32.1		8d1f357f236c7c4c57bbab35ba3c16b9a07baa7e
org.openrewrite	rewrite-yaml	8.33.0		30d18009d31d0e9adaa41a544dc203ae370d61dc
org.openrewrite	rewrite-yaml	8.33.1		44d1bce916e4496738decec8b69a9bd3a367da0a
org.openrewrite	rewrite-yaml	8.33.2		976789a438f53dace3a919c0b857ad31983b2a53
org.openrewrite	rewrite-yaml	8.33.3		d7f2ee4ec7f3d4203173446ef50af0ad19f7e43b
org.openrewrite	rewrite-yaml	8.33.4		8979b9942e70d247d1a90be704bb9c84a48c2df1
org.openrewrite	rewrite-yaml	8.33.5		ce9b9e8f268264f495b5c3585abc9be894a0c73c
org.openrewrite	rewrite-yaml	8.33.6		ab78de6ef11db42a8b343267a3cf66e206957667
org.openrewrite	rewrite-yaml	8.33.7		539137a2916c517cdccff0139a65c699ad18b6d5
org.openrewrite	rewrite-yaml	8.33.8		93a2e25f62a7ac734d32f1a109b0a89f161dede0
org.openrewrite	rewrite-yaml	8.34.0		2f1df068675166f1bc0f774576f90f8093e64439
org.openrewrite	rewrite-yaml	8.34.1		bdb3e61b9617e833b944e995791e46b3f4dac200
org.openrewrite	rewrite-yaml	8.34.2		ebaf13ee5e681055dbcc8285073947a60074480b
org.openrewrite	rewrite-yaml	8.34.3		aa32cd5a606dc7de2d2a121b066217fb406c0c54
org.openrewrite	rewrite-yaml	8.34.4		b55c3f1e435202f9a767795d8d3aa132e8067c44
org.openrewrite	rewrite-yaml	8.35.0		0eefced8e6b2732aaccf6aaeb20cc9a5fa145ed7
org.openrewrite	rewrite-yaml	8.35.1		965ad78b6e502b048252224e791513f5af0487fd
org.openrewrite	rewrite-yaml	8.35.2		2886909ced4462ee35b26d9275fba1fe18962586
org.openrewrite	rewrite-yaml	8.35.3		35ad759f5b6bf3c46f437c7808b0dda1576b11ef
org.openrewrite	rewrite-yaml	8.35.4		6045dee8209a2c507b0ba77be4547b0936b1ebb8
org.openrewrite	rewrite-yaml	8.36.0		11f58126c7bd5beeedd5a54c720118579cade99c
org.openrewrite	rewrite-yaml	8.37.0		8cf605cd15616a164e6a90ec606862f15f1dbcfa
org.openrewrite	rewrite-yaml	8.37.1		cb40e73c56459e4eda795c6a99ba05cc8790eb11
org.openrewrite	rewrite-yaml	8.37.2		6dcd6e130c05791facb58cffc7b19b9c38f8642f
org.openrewrite	rewrite-yaml	8.37.3		a75c013dbd27106428834dfef12159b4d5ccfa1b
org.openrewrite	rewrite-yaml	8.37.4		5ce9f59b70bb9dc98be072d5402f11b0b192c9d7
org.openrewrite	rewrite-yaml	8.38.0		25fcbfad522d70ac05dcef317a43f7ebd6e1907e
org.openrewrite	rewrite-yaml	8.38.1		f9476cb9df920425cecd94c4b0d2897379e1144d
org.openrewrite	rewrite-yaml	8.38.2		0cf9df39c1683158ad37cc17d084911d04e12ba6
org.openrewrite	rewrite-yaml	8.38.3		7b8ff5cd6bc8e090456fe9ff4f879f820f6f6968
org.openrewrite	rewrite-yaml	8.39.0		cbc772fb9919dc62375c9b94b8e4ace9bbbee77e
org.openrewrite	rewrite-yaml	8.4.0		fdcc2c11b43ea82512f87051a71b6532bbbdf59c
org.openrewrite	rewrite-yaml	8.4.1		2a08cd0713b1aa677def5522a3885034319b488d
org.openrewrite	rewrite-yaml	8.4.2		9bab484ea987861b197497b22dd39b04b2705f4c
org.openrewrite	rewrite-yaml	8.40.0		8b7ff00036f19358bc4255748ceddb85f2b72079
org.openrewrite	rewrite-yaml	8.40.1		1011335f429cf99bc6ec19b1d93d492f8d4bf7b5
org.openrewrite	rewrite-yaml	8.40.2		1ed15d50700d76b70276ee978ad001e8714ed3d3
org.openrewrite	rewrite-yaml	8.40.3		f7cf9353614b304e2bd138a0d8b57c19cb2f30c7
org.openrewrite	rewrite-yaml	8.41.0		20bb00a8fa61944b3115952ed239351716f9a45d
org.openrewrite	rewrite-yaml	8.41.1		0d9e8038fba577c86de27ba87489ab69401cdd35
org.openrewrite	rewrite-yaml	8.41.2		4337cf03aac62714454f0cf94e1f0492e191d3a7
org.openrewrite	rewrite-yaml	8.41.3		c4bcb524d85944da55b577d5ebd39c43675f964c
org.openrewrite	rewrite-yaml	8.42.0		ce6b46e67a97f6119137edbecf20a63f01bdccc7
org.openrewrite	rewrite-yaml	8.42.1		9023df6328d5fc0fec90e2d234f113448341a6e6
org.openrewrite	rewrite-yaml	8.42.2		1697362a62909dc15fc1dd96b4876e9af631eac4
org.openrewrite	rewrite-yaml	8.42.3		b410df15bed6be7b484ffe3df8c0984f5a0c8d05
org.openrewrite	rewrite-yaml	8.42.4		e57c1865deda1cbd7d1390bc0aadadc5f9b753ea
org.openrewrite	rewrite-yaml	8.42.5		ac5ef3ab48a7a4e5c0cf13410a1739ca77665388
org.openrewrite	rewrite-yaml	8.43.0		e65e1f651d40cc9ab8e343cef6ed8ba9bde7b5f7
org.openrewrite	rewrite-yaml	8.43.1		65cae1cd1d728aee5440e01b31b46c45b67b644d
org.openrewrite	rewrite-yaml	8.43.2		0dd38bf5f1197156e6e92be2392e1ce54f087e94
org.openrewrite	rewrite-yaml	8.43.3		323f1fc6212ad0d1fae5504eaee70fe442fddb69
org.openrewrite	rewrite-yaml	8.43.4		35239d3f60db96e4737b69f97dde7abb34e97926
org.openrewrite	rewrite-yaml	8.44.0		78045965f63db2cd1d7bb84c9b44a182c8b7877b
org.openrewrite	rewrite-yaml	8.44.1		a6ef198da476a6e7622897203ecfd3076d87b449
org.openrewrite	rewrite-yaml	8.44.2		08c2cdeb8cb74ef326d2f9b1acbc8ac116adc5dd
org.openrewrite	rewrite-yaml	8.45.0		f16285716cf77ef8d9ca9128bed9046bd67ed85e
org.openrewrite	rewrite-yaml	8.45.1		09f1daa652141b95c032f83a4f929a33ad2e8673
org.openrewrite	rewrite-yaml	8.45.2		fda46413de6d7a387e413184c3573ac3af8fb960
org.openrewrite	rewrite-yaml	8.45.3		2e571f07b03c2aece52d282d745e136dd69667b7
org.openrewrite	rewrite-yaml	8.45.4		84b7cb5e46c7e7a0c751afca8184a97d0ca614d1
org.openrewrite	rewrite-yaml	8.45.5		739fd11497ad116f292ff896ea6e9241893f473a
org.openrewrite	rewrite-yaml	8.46.0		f446883a247bc4b249858cd95a4270e485b35bab
org.openrewrite	rewrite-yaml	8.46.1		b6d29168fef4027ee2ad40dd62e7e68c32cd7910
org.openrewrite	rewrite-yaml	8.47.1		750b1676329f1820f96089802b00566679af2187
org.openrewrite	rewrite-yaml	8.47.2		83540d93f8648f8e9ecfb302e30940105f14be17
org.openrewrite	rewrite-yaml	8.47.3		423b3ac44f77524f7e36dd2766bde8ce0b30dfee
org.openrewrite	rewrite-yaml	8.47.4		1267afc229e2c7b8589288fd016fd99e8ddc4c07
org.openrewrite	rewrite-yaml	8.48.0		f7164da0207bec586349db4c7304c3a957f37964
org.openrewrite	rewrite-yaml	8.48.1		49775568f7f0597bc184770228956b5ef499ff68
org.openrewrite	rewrite-yaml	8.49.0		196b113afe1360817987c73fa484da3d07ee62f3
org.openrewrite	rewrite-yaml	8.5.0		167bd0655c19dae98006ce8b8ba4a9029dca8b31
org.openrewrite	rewrite-yaml	8.5.1		d7963d1320897fed69ca219a12c2962c46863560
org.openrewrite	rewrite-yaml	8.5.2		833bd32a730cd13e55a804ad7c38428b54b37951
org.openrewrite	rewrite-yaml	8.50.0		34a3eb21559e317323eaad02c2366f27cac0d5c3
org.openrewrite	rewrite-yaml	8.50.1		a3827fcd1840f64c45b926d3bdd08da0812053a0
org.openrewrite	rewrite-yaml	8.50.2		7a45318a23bb1dc1df44a8b4cd6c5930c053d286
org.openrewrite	rewrite-yaml	8.51.0		da2195231ab2477fd31bb7eda54a73e630b844ef
org.openrewrite	rewrite-yaml	8.52.0		d3153e15b7e1b8770554dd5be7fbadc979b009ad
org.openrewrite	rewrite-yaml	8.52.1		b888fb59c6503c7c5ebd62042b9073543086d9ca
org.openrewrite	rewrite-yaml	8.6.0		e9d0895c290cb5f35aaea70927833d286394bb1e
org.openrewrite	rewrite-yaml	8.6.1		b4a91d4325627c3c64d8683fbfc00af09ebd79bf
org.openrewrite	rewrite-yaml	8.6.2		55f966129f00b28b042357a80faf860550506e4a
org.openrewrite	rewrite-yaml	8.7.0		34da1ee85379827921bf0931dc1f8f542a5873d7
org.openrewrite	rewrite-yaml	8.7.1		28d74b7576a870de7f20184d815989061a8261df
org.openrewrite	rewrite-yaml	8.7.2		e6bb848042afeb49556b11bca4eb70316b49930f
org.openrewrite	rewrite-yaml	8.7.3		fcb85b30727d75391d702f8e060316a0c249119f
org.openrewrite	rewrite-yaml	8.7.4		72219cc87792bb6704bda2813539434bd1639451
org.openrewrite	rewrite-yaml	8.8.0		5eb1d94a6833ec0d83b131b60eec45accd63ad4c
org.openrewrite	rewrite-yaml	8.8.1		6afd7a48ed88a4afe1a5249991dc105052b75156
org.openrewrite	rewrite-yaml	8.8.2		5f443e4a48d705803a9bc55b2d8457bbaf9b0dfb
org.openrewrite	rewrite-yaml	8.8.3		03e290f7db0aaf7941339eaa3d35d9c35f466824
org.openrewrite	rewrite-yaml	8.8.4		4f13d6a4c0a6ba4f8b0a59c8d38a0ae83015161a
org.openrewrite	rewrite-yaml	8.9.0		9f619a48e72221a0a378abb310b506bf17749693
org.openrewrite	rewrite-yaml	8.9.1		f50122c60be9191c2c49190019c3e5357b4ed80f
org.openrewrite	rewrite-yaml	8.9.2		8b15ca1d41c52a0342d3aa2d14df6e9335b23efa
org.openrewrite	rewrite-yaml	8.9.3		785e70859fee6093156b4a66a5a674bfaf23c337
org.openrewrite	rewrite-yaml	8.9.4		9c0d45ac3c2cffc10621f2e6b29f3712d9fa8154
org.openrewrite	rewrite-yaml	8.9.5		03bbddb6345241d057ba7f99e1042c0f650f23a7
org.openrewrite	rewrite-yaml	8.9.6		39f1400424eaa1bc50c5dfefd5058ca69ace8f55
org.openrewrite	rewrite-yaml	8.9.7		d3b35b606d92d613c9610491f86129a50910a47d
org.openrewrite	rewrite-yaml	8.9.8		16633c5d905d9ba97284962cdd63f64ccc245ad3
org.openrewrite	rewrite-yaml	8.9.9		930e9703b4324f2ad05d19f698d6d530224f3dae
org.scommons.shogowada	scalajs-history_sjs1_2.12	0.15.0		37fb91cf6dd877a745f258b121eef54a32bc5505
org.scommons.shogowada	scalajs-history_sjs1_2.12	0.16.0		cf120de36439ac9d8e0d516bedf958900474478c
org.scommons.shogowada	scalajs-history_sjs1_2.12	0.17.0		49d0ca7a28e97632ac6ef72bf44126ef09bda93a
org.spincast	spincast-plugins-jackson-json-tests	0.9.10		a12acbb831f97af80512348d5eec61fe95a5aa63
org.spincast	spincast-plugins-jackson-json-tests	0.9.11		bf6b5c265fd2ce011f078b766ad38740bc05f61f
org.spincast	spincast-plugins-jackson-json-tests	0.9.12		0736b6714a123365b9f61cb8bcf72730a3b51e3e
org.spincast	spincast-plugins-jackson-json-tests	0.9.13		8d32ac87c9467718596646657dbd1f33fa8b7b0a
org.spincast	spincast-plugins-jackson-json-tests	0.9.14		45f9d7ca1e9ae1f18e8ba0b47661d0df7dcadc59
org.spincast	spincast-plugins-jackson-json-tests	0.9.15		7a093422fbe12dc2c230b575060d7acf6ec6e25a
org.spincast	spincast-plugins-jackson-json-tests	0.9.16		58ef4bb5724c0c23b5c5eeeab759a326c57420a9
org.spincast	spincast-plugins-jackson-json-tests	0.9.17		add1aad32ab95175a657f7f4ebae8f1f5de07076
org.spincast	spincast-plugins-jackson-json-tests	0.9.19		56b55fe75ea8645b1680d6872a1a44828e2e86ef
org.spincast	spincast-plugins-jackson-json-tests	0.9.20		c23726fbea5a1c59cb83086939aa019ab52fc425
org.spincast	spincast-plugins-jackson-json-tests	0.9.21		ec3bc06e9970e0678b276663f6a4185efacca46c
org.spincast	spincast-plugins-jackson-json-tests	0.9.22		e92d3cc0e79680f11f2a51540e17917456c93d59
org.spincast	spincast-plugins-jackson-json-tests	0.9.23		a76aeb55366e9c3990fc72117e38439920b17dd0
org.spincast	spincast-plugins-jackson-json-tests	0.9.25		2821345d376967046c4a6adea82043c4797dec6a
org.spincast	spincast-plugins-jackson-json-tests	0.9.26		443446a0ffe41b7f078fc7d91320dcec04813604
org.spincast	spincast-plugins-jackson-json-tests	0.9.27		de7a061922adff5b8b3075496ad805c0ba093e8a
org.spincast	spincast-plugins-jackson-json-tests	0.9.28		3f5b7e2f6c22b4752711e137b7aa571d195f3c08
org.spincast	spincast-plugins-jackson-json-tests	0.9.29		d71622991437fdd102746d3e2a035b9b87e7e2f6
org.spincast	spincast-plugins-jackson-json-tests	0.9.30		7f2e161a2a60c2a9762112ab04182a9d027d6c4c
org.spincast	spincast-plugins-jackson-json-tests	0.9.31		f365dcdaa9f3a096aff2677e87f8f534b1f455c1
org.spincast	spincast-plugins-jackson-json-tests	0.9.32		d6af4548c922e9ffd865baac65cbe4b007356e9b
org.spincast	spincast-plugins-jackson-json-tests	0.9.33		9a6d5c7cc9ddceeea411779aba5724428b06b2a8
org.spincast	spincast-plugins-jackson-json-tests	0.9.34		afaf1661cd74bf77c8edd32bad6284ef0c55a770
org.spincast	spincast-plugins-jackson-json-tests	0.9.35		1fe4cf7e61dfbeb0f084787a5a59520b6a23e7b1
org.spincast	spincast-plugins-jackson-json-tests	0.9.36		6f0af409e996f8f777d5311dfa3554603a09abab
org.spincast	spincast-plugins-jackson-json-tests	0.9.37		40b13fe2a2fe504a704f33e2168bafa7a99b668d
org.spincast	spincast-plugins-jackson-json-tests	0.9.38		2998c17cd5217f4f2c59a2b5d8e4bdf56e8f7692
org.spincast	spincast-plugins-jackson-json-tests	0.9.39		369dd8f1b2a4f133f36a4fcf75e7e28602a8bd3d
org.spincast	spincast-plugins-jackson-json-tests	0.9.40		30edaa41e804e1a47ce7cbd5e9502b98ea173c8d
org.spincast	spincast-plugins-jackson-json-tests	0.9.41		5c54dc00362c68b45ae2189f4d207eefcb46e935
org.spincast	spincast-plugins-jackson-json-tests	0.9.42		cdae089ebec75fc3f6b653e649783898507247e9
org.spincast	spincast-plugins-jackson-json-tests	0.9.43		cde4bc17ba1669a672ac35108e29c6a8a448ed74
org.spincast	spincast-plugins-jackson-json-tests	0.9.44		931f97857265e310d0d2bc8b69794e7edbd13aad
org.spincast	spincast-plugins-jackson-json-tests	0.9.45		76a66126733eb4231bb9fb26db18ac4f43a5532b
org.spincast	spincast-plugins-jackson-json-tests	0.9.46		d7e058f99e211c3ba4fcc762f3103b490f176c12
org.spincast	spincast-plugins-jackson-json-tests	0.9.47		b408c6e7ddc9be8ef127f5c9bfd338f2a3267e14
org.spincast	spincast-plugins-jackson-json-tests	0.9.48		14d2da24e25b09707a685772fb17c274f431cbd7
org.spincast	spincast-plugins-jackson-json-tests	0.9.49		404af1de2206e39269647ed85156844a5c0c98ab
org.spincast	spincast-plugins-jackson-json-tests	0.9.50		689aacb9d510e23ccb0ebd344659eff81197fa0f
org.spincast	spincast-plugins-jackson-json-tests	0.9.51		123dee2457d5405e157c342068b235b68aa5fe09
org.spincast	spincast-plugins-jackson-json-tests	0.9.52		e2f441ba23d2e5e37202aeefb18620df11d5408d
org.spincast	spincast-plugins-jackson-json-tests	0.9.53		0d813f52d9327d49ed3313dc9f87378c8045ec4e
org.spincast	spincast-plugins-jackson-json-tests	0.9.54		27b1395d66a839867b8fd20acd907d57d465cdd7
org.spincast	spincast-plugins-jackson-json-tests	0.9.55		41404a84875e69fe0e966c9684f30aa9981ffda7
org.spincast	spincast-plugins-jackson-json-tests	1.0.0		9b8c5b3ae711e6d85d13bd097463a1ac62b07b86
org.spincast	spincast-plugins-jackson-json-tests	1.1.0		d714469431e9fdd275405d2ae21c6f4bfaa213d3
org.spincast	spincast-plugins-jackson-json-tests	1.1.1		aca39f510bc0b78fc15bde1883101f5b34005130
org.spincast	spincast-plugins-jackson-json-tests	1.10.0		df2e84f870edc4eb4c311285f6123ce84633508f
org.spincast	spincast-plugins-jackson-json-tests	1.11.0		82c5daa91997e2cd9e7be610ebf7304c671b067f
org.spincast	spincast-plugins-jackson-json-tests	1.11.1		67fd6ee5b89144837500d7dd716f61c5814bad4d
org.spincast	spincast-plugins-jackson-json-tests	1.12.0		5c0eb0a52079e01fe6677fe749a92bcc82aa1303
org.spincast	spincast-plugins-jackson-json-tests	1.13.0		a2384af24db30243a4190c639561619d2462f667
org.spincast	spincast-plugins-jackson-json-tests	1.14.0		13f5f53ae3aca9f2258c36e5c2a57fd1fef60080
org.spincast	spincast-plugins-jackson-json-tests	1.14.1		6385c28f133360a4df9ebc69bad9b9b2775df0c1
org.spincast	spincast-plugins-jackson-json-tests	1.2.0		2bd75a6772598a04bcab3a48b69f5d4418a89455
org.spincast	spincast-plugins-jackson-json-tests	1.3.0		0fc844190f8b3ade8473c0df15b81b2463a93252
org.spincast	spincast-plugins-jackson-json-tests	1.4.0		8fc769e8ff2b2404194023394126e5fd3f446990
org.spincast	spincast-plugins-jackson-json-tests	1.4.1		4cfd70b86dda9b99a90654206fcd14bc07d3a97a
org.spincast	spincast-plugins-jackson-json-tests	1.5.0		9eb39ba5f67f5a0839ff7221c352b8daf324b795
org.spincast	spincast-plugins-jackson-json-tests	1.5.1		073f1f69c7c9fe47cc76c8bd0d1097b7cca47acf
org.spincast	spincast-plugins-jackson-json-tests	1.6.0		eafe28c44c4f5e8ca358decd6a7d8ede7d9d5fe1
org.spincast	spincast-plugins-jackson-json-tests	1.7.0		cf0796202d3f737eb4f93f9f8869c2528166aa27
org.spincast	spincast-plugins-jackson-json-tests	1.7.1		980d1d5518dfa70061a4b701a7bd8964e7f5b141
org.spincast	spincast-plugins-jackson-json-tests	1.7.2		911783337554eb7a67b8b02267b46df1227f59c1
org.spincast	spincast-plugins-jackson-json-tests	1.7.3		2f856f39df66d35a5685a0043c0890367b7e150e
org.spincast	spincast-plugins-jackson-json-tests	1.8.0		51a17e1f38fd50b344a2321051c1bd2e3fef48bf
org.spincast	spincast-plugins-jackson-json-tests	1.9.0		0068fd2a7e5fa52832940ca67c34bb6a864e8820
org.spincast	spincast-plugins-jackson-json-tests	2.0.0		77233ebe880b0a37e685f6899b2adfda97f195c0
org.spincast	spincast-plugins-jackson-json-tests	2.0.1		37be6b18b78121dc56e6eca1e8cbde6c5d75a968
org.spincast	spincast-plugins-jackson-json-tests	2.1.0		7a954ae78750f0be69b91cf78ab156c21ba36e8f
org.spincast	spincast-plugins-jackson-json-tests	2.1.1		1f69637f9e7999cbe3c02e0ebf4a2c728a03ad99
org.spincast	spincast-plugins-jackson-json-tests	2.2.0		d960bdedb5c92d11da6f11a5f80fc7e5e1f444be
org.springframework.amqp	spring-amqp-dist	1.6.1.RELEASE		N/A
org.springframework.amqp	spring-amqp-dist	2.3.0		N/A
org.springframework.amqp	spring-amqp-dist	2.3.1		N/A
org.springframework.amqp	spring-amqp-dist	2.3.10		N/A
org.springframework.amqp	spring-amqp-dist	2.3.11		N/A
org.springframework.amqp	spring-amqp-dist	2.3.12		N/A
org.springframework.amqp	spring-amqp-dist	2.3.13		N/A
org.springframework.amqp	spring-amqp-dist	2.3.14		N/A
org.springframework.amqp	spring-amqp-dist	2.3.15		N/A
org.springframework.amqp	spring-amqp-dist	2.3.16		N/A
org.springframework.amqp	spring-amqp-dist	2.3.2		N/A
org.springframework.amqp	spring-amqp-dist	2.3.3		N/A
org.springframework.amqp	spring-amqp-dist	2.3.4		N/A
org.springframework.amqp	spring-amqp-dist	2.3.5		N/A
org.springframework.amqp	spring-amqp-dist	2.3.6		N/A
org.springframework.amqp	spring-amqp-dist	2.3.7		N/A
org.springframework.amqp	spring-amqp-dist	2.3.8		N/A
org.springframework.amqp	spring-amqp-dist	2.3.9		N/A
org.springframework.amqp	spring-amqp-dist	2.4.0		N/A
org.springframework.amqp	spring-amqp-dist	2.4.1		N/A
org.springframework.amqp	spring-amqp-dist	2.4.10		N/A
org.springframework.amqp	spring-amqp-dist	2.4.11		N/A
org.springframework.amqp	spring-amqp-dist	2.4.12		N/A
org.springframework.amqp	spring-amqp-dist	2.4.13		N/A
org.springframework.amqp	spring-amqp-dist	2.4.14		N/A
org.springframework.amqp	spring-amqp-dist	2.4.15		N/A
org.springframework.amqp	spring-amqp-dist	2.4.16		N/A
org.springframework.amqp	spring-amqp-dist	2.4.17		N/A
org.springframework.amqp	spring-amqp-dist	2.4.2		N/A
org.springframework.amqp	spring-amqp-dist	2.4.3		N/A
org.springframework.amqp	spring-amqp-dist	2.4.4		N/A
org.springframework.amqp	spring-amqp-dist	2.4.5		N/A
org.springframework.amqp	spring-amqp-dist	2.4.6		N/A
org.springframework.amqp	spring-amqp-dist	2.4.7		N/A
org.springframework.amqp	spring-amqp-dist	2.4.8		N/A
org.springframework.amqp	spring-amqp-dist	2.4.9		N/A
org.springframework.amqp	spring-amqp-dist	3.0.0		N/A
org.springframework.amqp	spring-amqp-dist	3.0.1		N/A
org.springframework.amqp	spring-amqp-dist	3.0.10		N/A
org.springframework.amqp	spring-amqp-dist	3.0.11		N/A
org.springframework.amqp	spring-amqp-dist	3.0.12		N/A
org.springframework.amqp	spring-amqp-dist	3.0.13		N/A
org.springframework.amqp	spring-amqp-dist	3.0.14		N/A
org.springframework.amqp	spring-amqp-dist	3.0.2		N/A
org.springframework.amqp	spring-amqp-dist	3.0.3		N/A
org.springframework.amqp	spring-amqp-dist	3.0.4		N/A
org.springframework.amqp	spring-amqp-dist	3.0.5		N/A
org.springframework.amqp	spring-amqp-dist	3.0.6		N/A
org.springframework.amqp	spring-amqp-dist	3.0.7		N/A
org.springframework.amqp	spring-amqp-dist	3.0.8		N/A
org.springframework.amqp	spring-amqp-dist	3.0.9		N/A
org.springframework.amqp	spring-amqp-dist	3.1.0		N/A
org.springframework.amqp	spring-amqp-dist	3.1.1		N/A
org.springframework.amqp	spring-amqp-dist	3.1.10		N/A
org.springframework.amqp	spring-amqp-dist	3.1.11		N/A
org.springframework.amqp	spring-amqp-dist	3.1.2		N/A
org.springframework.amqp	spring-amqp-dist	3.1.3		N/A
org.springframework.amqp	spring-amqp-dist	3.1.4		N/A
org.springframework.amqp	spring-amqp-dist	3.1.5		N/A
org.springframework.amqp	spring-amqp-dist	3.1.6		N/A
org.springframework.amqp	spring-amqp-dist	3.1.7		N/A
org.springframework.amqp	spring-amqp-dist	3.1.8		N/A
org.springframework.amqp	spring-amqp-dist	3.1.9		N/A
org.springframework.amqp	spring-amqp-dist	3.2.0		N/A
org.springframework.amqp	spring-amqp-dist	3.2.1		N/A
org.springframework.amqp	spring-amqp-dist	3.2.2		N/A
org.springframework.amqp	spring-amqp-dist	3.2.3		N/A
org.springframework.amqp	spring-amqp-dist	3.2.4		N/A
org.springframework.amqp	spring-amqp-dist	3.2.5		N/A
org.springframework.amqp	spring-amqp-dist	4.0.0-M1		N/A
org.springframework.amqp	spring-amqp-dist	4.0.0-M2		N/A
org.wartremover	sbt-wartremover_sbt2.0.0-M2_3	3.2.3		df0b4d0b71208cff3ba1e3f277573cd06dd97ce0
org.wartremover	sbt-wartremover_sbt2.0.0-M2_3	3.2.4		3e8966611a55097745985bff35c2eea5dcf95b7b
org.wartremover	sbt-wartremover_sbt2.0.0-M2_3	3.2.5		4d4ca721d1ee257e8f072e9c7792212aa99fd2fb
org.webjars.bower	github-com-tabalinas-jssocials	1.3.1		ac8764a50bb3735c7ff19efab4627deb36a78d4e
org.webjars.npm	npm-profile	10.0.0		bc319a8f3d6b07137fa3ab24cc31452819fc80f5
org.webjars.npm	npm-profile	11.0.1		8f952e99533428bb8dac7e065f36974fd0ab4858
org.webjars.npm	npm-profile	2.0.5		bc161a96697e1a7dbf973f6bf91e1c8c3d618b35
org.webjars.npm	npm-profile	3.0.1		e507c0a716d6ca99a08a433eb8202935f86d1b68
