be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	rdf4j-repository-sink-processor	2.12.0		N/A
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.48		0403b7f7add65582790410c7afa3c0fd1c468510
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.49		d649a7a9e259a20aaa9a005c26c2e21f34c93ffd
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.5		f9d94900e4ccdd353d820eaa1889047782b88845
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.50		b91e6edaa428e12d5b40201b32007e50090b5474
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.51		6d04ade5bb904962450cef8aeb001e40e9775cea
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.52		f80d58e51ab207e36d79d7ade9732de783d26635
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.53		00dca15f848d5b9166dd3d8daf04fe21f9f0e296
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.54		e461531d199519e0442bbcee5dc8ec9d9e3897a3
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.55		c30ad91d832250978706b77df0b2b00a1604a9af
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.56		259053d9c8d3a20fb712e66b7cafbccf06dee4e0
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.57		35b8deccf64f98988d24b9ab56fdfd977bf79315
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.58		194e78c14633395e04182cda551be69ed53d03a8
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.59		e67e3be59e840ff35f8d051439b104512365ecb4
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.6		7e0f4d5864121676ea004128c11f8a4f29d48b56
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.60		cc63fdb6080237962f7e5dcd2f7e8d2b34e1c16f
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.61		af301b78b1d01ca32f0e55ea9164c8091919d1d2
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.62		eef592bec74bb975e9a81032f3055fca3aca87b6
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.63		dfef21ca6164c4aab5159cd15b162b8851ec0194
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.64		89c34fa631ae3c02244e2b1d4f9dab2c825f2bbf
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.65		755341187135369a66b078abaecd937ac451f325
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.66		c6e11786229b48fecceef9b9ee4f67f7857750d2
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.67		024b5c0684ad3f98824f70bdae743d248ecf06f7
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.68		560c822896ac80f84a9ef0ae03f3e348a9510a22
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.69		97f740c42177093d14797c852b877f9a57d6dcbd
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.7		2311d93aea8d53696b1644ea451ec015a8934596
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.70		ef78e6a2e3f4558a542610ad4ef094387521d5b4
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.71		18ac98172dba138993b043856a735ee6950ff60d
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.72		91d12f3ee1a85be958f8976fcee5575450f80a25
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.73		4630987030f4c5220b356797b38a7b668e12fbf1
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.74		8933cdf4cf26d85caf7bc1378a0051284d4b7d76
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.75		8ea361b948af423b337c56f1f45e6dc408487c15
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.76		391da0ffe32aaf8f08ded4ddd0b9e08e01a26506
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.77		b2a86618d10dbeb17c389c06eae4950b6544af8b
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.78		8a15905c2ac984f34de1a0d88b2a9dd9118edffa
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.79		83f5e9647d3e49b1808fcb57ce8d17ccb18cb881
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.8		bcc820bf5b976e0a4a12426e48c07c0aec20fccb
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.80		e983b0288a5ed28e6c8d601574b81c8532f1e6f8
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.81		183066fa82160bcd8838139dabd9e927e15e5df3
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.82		03f9f2f036a88d978894533b59828cae66167782
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.83		88474783ac3e9d05ad574b3d235946534018d9ea
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.84		df08040199b8b891a355b57c2001697620a27780
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.85		4c580165cbb2385cc2b1d633b6ade134e6e1ee83
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.86		22f60fc0c0c84f415f0775ff8c4ae9f1ca4e268e
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.87		f19467319e64d4044d0a2e6f69f5fdc257081c49
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.88		e91c7875a7833519cd16b2fe02e6680a830f99a5
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.89		009fb3ca904b4baf3ff77fa958f6a46c991a32b5
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.9		5270fb379ee645bde00aa0eff74c824961bafab9
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.90		e8af18288b9bac6150d46359355eba61c711e69f
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.91		f701a3080daa53756f10386ff381cdf8645c95d0
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.92		09b25c09e31f8ab5f7cbc8e018a560bb918b4e56
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.93		654c02df5c9109d218a7a4da00d5258f4f95fe4a
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.94		139f6a343ecc5ee77dce1f0641e731cd5f465f4c
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.95		38c58c88da1dc3aadc3306705a993388ad4bf957
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.96		ee7a163d5625c3350df3a31bb1a39750457c088a
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.97		1f8c3c496c27352e6f5f5eaa47a814e5f1aaf219
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.98		63c5301b685c418e52af3d142475a34e674939ab
com.liferay	com.liferay.portal.workflow.metrics.rest.impl	3.0.99		9c79beaa738645f33193a31ec99372362bae48d2
com.marvinformatics.feign	feign-java9	0.1		38ba32484d067cc661551ac5b7d203bf61a08adc
com.marvinformatics.feign	feign-java9	0.2		ff629d8cdfdb5d5f9475f868422c9ad9fb141064
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	0.0.3		d6a5ed79258ade044c76fde3c223119ca7200081
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	0.0.4		579c2c367dc213d94c53a1fc044171fbc645279b
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	0.0.4	uber	ea1bcacaba73d7c59e04f92fb64923ec6e509601
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	1.0.0		67cdfcd94bfa7c10c46c86e95b12111edca6a4db
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	1.0.0	uber	ffa1036782bddaafbc1ffda84e7bc6ee3fe2bd7d
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	1.1.0		a548a7fc2708af175db4bae40a76391c3f2dfa75
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	1.1.0	uber	8b55cdde35a3fc9c43f28215945d9ecd77e4ced2
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	1.1.1		1173f9db375127e3d73a8f0a3878b29194f2c2b9
com.microsoft.azure	azure-cosmosdb-spark_2.2.0_2.11	1.1.1	uber	90bfa8975410a9522cf8fb9d64a48d81d4bab780
com.mikepenz	devicon-typeface	2.0.0.1		N/A
com.mikepenz	devicon-typeface	2.0.0.2		N/A
com.mikepenz	devicon-typeface	2.0.0.3		N/A
com.mikepenz	devicon-typeface	2.0.0.4		N/A
com.mikepenz	devicon-typeface	2.0.0.5		N/A
com.mikepenz	devicon-typeface	2.0.0.5-kotlin		N/A
com.mikepenz	devicon-typeface	2.0.0.6-kotlin		N/A
com.mikepenz	devicon-typeface	2.0.0.7-kotlin		N/A
com.mikepenz	devicon-typeface	2.0.0.8-kotlin		N/A
com.mikepenz	devicon-typeface	5.1.0		N/A
com.softwaremill.sttp	play-json_2.12	1.3.6		3ecd78017ca2bacb2e8862ccaccd517cd361efc6
com.softwaremill.sttp	play-json_2.12	1.3.7		6498b8200baef2f9188bb6a90ad391230dee4aeb
com.softwaremill.sttp	play-json_2.12	1.3.8		e4459d74ec700c07c420046ca78a135d706b497b
com.softwaremill.sttp	play-json_2.12	1.3.9		35facb2294c02252fa74c25198484cc0db13eecc
com.softwaremill.sttp	play-json_2.12	1.4.0		6130ed8e21548dbfa08431878d1e711c192727c2
com.softwaremill.sttp	play-json_2.12	1.4.1		63e727bae4a31143e68b40c11c4107d4947fc2bd
com.softwaremill.sttp	play-json_2.12	1.4.2		d774c44633fce655b1653c6c542fab97193e3bd1
com.softwaremill.sttp	play-json_2.12	1.5.0		f80762a4330f8688748fd64e994d1a7ade4559bf
com.softwaremill.sttp	play-json_2.12	1.5.1		b5ee720cfe850d72f92125581b2468f201d9e843
com.softwaremill.sttp	play-json_2.12	1.5.10		d4fe77101c6bd69147fa138a654682963186a7fd
com.softwaremill.sttp	play-json_2.12	1.5.11		adbf0018480a920abd23420c49304ce6ce35b267
com.softwaremill.sttp	play-json_2.12	1.5.12		2d87f8951c0071a6cdf13099520335bae007f2ae
com.softwaremill.sttp	play-json_2.12	1.5.13		be0548a84f4b24365838d3b11a8e038a510eaaf7
com.softwaremill.sttp	play-json_2.12	1.5.14		45a025fed24cf92bd7f3f435dd430dbeb2e78134
com.softwaremill.sttp	play-json_2.12	1.5.15		359ffb0a8594c3d79221e6822cce76df2e732bfc
com.softwaremill.sttp	play-json_2.12	1.5.16		a7cb5cdf8388b269f7d749ee782b11f2c9bcfcdb
com.softwaremill.sttp	play-json_2.12	1.5.17		2aefbae95adfcea98bf505206180d06c44b6270d
com.softwaremill.sttp	play-json_2.12	1.5.18		b6a4ac546f86ce84463dd78ab41e0546925f6923
com.softwaremill.sttp	play-json_2.12	1.5.19		56a8964407baabed1eaa64c87d6a6f628707cab0
com.softwaremill.sttp	play-json_2.12	1.5.2		0d9c8012afd863eda0f7ce246df41779512c6073
com.softwaremill.sttp	play-json_2.12	1.5.3		d91a588de9922b0b1303861975b9169da02305f5
com.softwaremill.sttp	play-json_2.12	1.5.4		8f24fb6aca443a4f40a01f6646fd9a49d3b8278e
com.softwaremill.sttp	play-json_2.12	1.5.5		9e5b64a705ddabf7fe0acedbd7d1494ba585b51d
com.softwaremill.sttp	play-json_2.12	1.5.6		dba8ae5c031541ba002b7aba2715a5589fa8b133
com.softwaremill.sttp	play-json_2.12	1.5.7		d060087931327d308e82acdf9056c02a3b76b5e0
com.softwaremill.sttp	play-json_2.12	1.5.8		b637b117a86dcb60d0b83b708c85ac21d60b12f0
com.softwaremill.sttp	play-json_2.12	1.5.9		46c1c4b09d1b976fc7be043a9e45bb9d06bda0b4
com.softwaremill.sttp	play-json_2.12	1.6.0		544c4ea02cb96b46aed8c7c24d209a73f4d7544b
com.softwaremill.sttp	play-json_2.12	1.6.1		543004c2d8b4fead88f86d41e5d51b6890bdd2d6
com.softwaremill.sttp	play-json_2.12	1.6.2		60e1b86f22ae450b30374d7182f39688c7799870
com.softwaremill.sttp	play-json_2.12	1.6.3		6f193e191626f784d50bbd23c8073e65e4c2f999
com.softwaremill.sttp	play-json_2.12	1.6.4		7218794145e54999aa7fc5405d13b8f69a6f46e3
com.softwaremill.sttp	play-json_2.12	1.6.5		f07f9d6d53f4ee73dbdccac7f2a0ec808ee4c1a3
com.softwaremill.sttp	play-json_2.12	1.6.6		ac0fbed2a8d3e543a4dd776cc937f189ace9dbab
com.softwaremill.sttp	play-json_2.12	1.6.7		dacd62ea16c171b6760806c20b9c44327460f7b1
com.softwaremill.sttp	play-json_2.12	1.6.8		26aa17f8fe35e8b4dc8d61e2b0e0373c8c11af4d
com.softwaremill.sttp	play-json_2.12	1.7.0		531d90371c3b215efd55ac2552196580161a4da0
com.softwaremill.sttp	play-json_2.12	1.7.1		5fe6e14cbafdbc006f5f0aeee066e716780f9a71
com.softwaremill.sttp	play-json_2.12	1.7.2		b722dc11b9902a9d30c7b550abd8444d7d7ccdbd
com.tksimeji	kunectron	1.0.0-beta.1		8982b3f4b97e4f5afdb14a69f73264b5dce16cb1
com.tksimeji	kunectron	1.0.0-beta.10		3549c6bb6bc2ce4db6e40b38711a0efc13bc5d67
com.tksimeji	kunectron	1.0.0-beta.2		595a0927822ab843081a413c78b03272c0b872f7
com.tksimeji	kunectron	1.0.0-beta.3		3a95a8c4c9aa619e6b910df247ec5e76eb59f36a
com.tksimeji	kunectron	1.0.0-beta.4		72556e3879d3d2ef9dd5d0956fc36c712c34311a
com.tksimeji	kunectron	1.0.0-beta.5		c0c7590c53db4f1de21b1bff0de3fdc5f3a140c6
com.tksimeji	kunectron	1.0.0-beta.6		bcf4755c6720ca15c42ea7aaa44644186a70c34e
com.tksimeji	kunectron	1.0.0-beta.7		f1c8b2b186d5b54015f34fe0b724159926a77d31
com.tksimeji	kunectron	1.0.0-beta.8		6efb0b105d42afbb8675162fcca25fa3f1b897aa
com.tksimeji	kunectron	1.0.0-beta.9		e0cc3789f0da7ac291f37676b78dacab5c3e4955
com.typesafe.akka	akka-kernel_2.12.0-M2	2.4-M3		28c1dfadcfc39abf37a48ce16d7b0749aa354d3d
com.typesafe.akka	akka-kernel_2.12.0-M2	2.4.0		93693dbfbeff13c5edcbe61884a243042c268b77
com.typesafe.akka	akka-kernel_2.12.0-M2	2.4.0-RC1		539c6399a73c7d891355608431b08a2d2dd10dda
com.typesafe.akka	akka-kernel_2.12.0-M2	2.4.0-RC2		e7edc459c88f736426cd88893665b63f18ab9193
com.typesafe.akka	akka-kernel_2.12.0-M2	2.4.0-RC3		1ea13e8b3472a05821a0da8e60ef4e33e8ae8223
com.zhaofujun.nest	nest-ddd	1.1-release		8355599917377619b8d69b7ead1c3da564395f90
com.zhaofujun.nest	nest-ddd	1.2.RELEASE		8815710e0bd0b1484976d0c67cce2e6d6a3e0775
com.zhaofujun.nest	nest-ddd	2.0.1		e97a97a931eb15dfa2f541fd0da44e0724f62018
com.zhaofujun.nest	nest-ddd	2.0.10		a662aae9ba9f2e3209781384d4bfd9fe2f23bd42
com.zhaofujun.nest	nest-ddd	2.0.12		cf30f744393a4ebed8919a9de11ab569ab3ed7a5
com.zhaofujun.nest	nest-ddd	2.0.13		c772e004f6dd9f49f73e0877906c2c7855e075ff
com.zhaofujun.nest	nest-ddd	2.0.14		56d2e2e62d412ba4a63b2609bc906c1077170e4c
com.zhaofujun.nest	nest-ddd	2.0.15		c8f0c8e264469c43ccdc153becf1c4e15fde3e72
com.zhaofujun.nest	nest-ddd	2.0.16		07269a5996cdc65c0b5177f1c0e5fd1ca122018c
com.zhaofujun.nest	nest-ddd	2.0.20		0f9844ce3f84f14ad40107772c0604a5e7f25421
com.zhaofujun.nest	nest-ddd	2.0.21		da6db2232404514050659934dcd1f64d5b202e69
com.zhaofujun.nest	nest-ddd	2.0.22		5c29d2e83c1b088b1fa19c0be01132572c4a7143
com.zhaofujun.nest	nest-ddd	2.0.23		ef8d836f8dfb7f734ed8d02df9abd2e5a291b8d3
com.zhaofujun.nest	nest-ddd	2.0.24		dcf918d5af1d15812e39f3b4e2dd13607c568ba3
com.zhaofujun.nest	nest-ddd	2.0.25		b6c54998b92ad3e4e9b1a431c8293c4ffbbfda3e
com.zhaofujun.nest	nest-ddd	2.0.4		d63ed943a652bb88d05ba883bc3d0384f5279713
com.zhaofujun.nest	nest-ddd	2.0.5		8edd0480515cadaedcdcf8d91470deba5da2f6ac
com.zhaofujun.nest	nest-ddd	2.0.6		56ea70141916304f89bad85fb8a5b19a372c43fd
com.zhaofujun.nest	nest-ddd	2.0.7		8aa610fbb24a16837306dbef3fac47c6a42fe26a
com.zhaofujun.nest	nest-ddd	2.0.8		3410a5072beccb0eb004ac8bcd42cbd29715fb3f
com.zhaofujun.nest	nest-ddd	2.0.9		8ad3c05460ac708381561ae3e4a8cae899b452ce
com.zhaofujun.nest	nest-ddd	2.0.RELEASE		dd94aa0bc191cf4a404263f58f7e18dd3e30a276
com.zhaofujun.nest	nest-ddd	2.1.0		05a856a8a746a9f3068813ddaaf07fa81edc9278
com.zhaofujun.nest	nest-ddd	2.1.1		14bc41dee388d326e89606932f0ac22731dbc241
com.zhaofujun.nest	nest-ddd	2.1.10		0c8536a8a044c32c67a82d0eb1a9ab6fa87f5c9e
com.zhaofujun.nest	nest-ddd	2.1.12		4236aad4a79ad74f8953a0102cd0193cade3c089
com.zhaofujun.nest	nest-ddd	2.1.13		ebda9b90b3c9a5572be5d1f9007b5bfc1dc0a434
com.zhaofujun.nest	nest-ddd	2.1.14		4fe5f838ecbc38f95afdb33b67cb3e1a73f07fdf
com.zhaofujun.nest	nest-ddd	2.1.15		76942e9102cd9f986123ec15a47054eb13b4b63c
com.zhaofujun.nest	nest-ddd	2.1.16		678978f4966099b5a3175ed8d4ec25b9c5d67af4
com.zhaofujun.nest	nest-ddd	2.1.17		4fd667fcf454b9e4247174a727ef80ec8a9c7950
com.zhaofujun.nest	nest-ddd	2.1.18		441e3f31fa04186c7a0beb069f97ce2c7ae0902d
com.zhaofujun.nest	nest-ddd	2.1.19		ef63ed495a678d8d564ed388c3e8288e32a16741
com.zhaofujun.nest	nest-ddd	2.1.2		2813080203e881788dd95958d0d9e42c17f8ed08
com.zhaofujun.nest	nest-ddd	2.1.4		ed2c579e09580241a6328e569b6719c5446f7331
com.zhaofujun.nest	nest-ddd	2.1.5		e9a9dce14431c47e6b15fdf00018e232ff9cd658
com.zhaofujun.nest	nest-ddd	2.1.6		357efb755c774798aa7d597eb9230d7e2a6e5a1b
com.zhaofujun.nest	nest-ddd	2.1.7		db1f0c77733371c2206dbbf29184986117878559
com.zhaofujun.nest	nest-ddd	2.1.8		15f98d42ac3278cb439c4bbd20d9fd4c78ddb600
com.zhaofujun.nest	nest-ddd	2.1.9		N/A
com.zhaofujun.nest	nest-ddd	2.2.0		f18bd5de4ad9f5179a2577ef0175ba085ea2e53b
com.zhaofujun.nest	nest-ddd	2.2.1		d30d00b7a29ecce3dc8a0994ab42a7d7dea53b48
com.zhaofujun.nest	nest-ddd	2.2.10		11b21b51583623ff4cfe2bea08f482546e3bcedc
com.zhaofujun.nest	nest-ddd	2.2.11		3e4102aaff01fe1c1ea72c20ee4dcdc2500d6d20
com.zhaofujun.nest	nest-ddd	2.2.12		96aa3fd566fd47b2be1bdbc482d41f34498e7935
com.zhaofujun.nest	nest-ddd	2.2.13		1f09580dc31fdffefc56a668232bebf0a313ed2f
com.zhaofujun.nest	nest-ddd	2.2.14		c5f8dfd8ed12c89cbc9db8722a472f4ac8475d3d
com.zhaofujun.nest	nest-ddd	2.2.15		953497f6796139807a414d24537c4115392715bb
com.zhaofujun.nest	nest-ddd	2.2.16		09e33cef186f2d1281b6dc09cda1d8d55f1c59bf
com.zhaofujun.nest	nest-ddd	2.2.17		5ae035a14b732ee354843a4ea41cce1fd08998b5
com.zhaofujun.nest	nest-ddd	2.2.18		c53a7d1f28857dc86659262c7a33e640e0c0a837
com.zhaofujun.nest	nest-ddd	2.2.19		ffb2c58175ac3f9019057eb31358471aff16d8f3
com.zhaofujun.nest	nest-ddd	2.2.2		4dd47f27485c05490f39a4772774d41aba8617cb
com.zhaofujun.nest	nest-ddd	2.2.3		54ae5479da6145e4e377304914d25575d28c9cee
com.zhaofujun.nest	nest-ddd	2.2.4		52b91f9abcbd8bbeed242f93e88b2fe8efe9fc0b
com.zhaofujun.nest	nest-ddd	2.2.5		84294cb2bd6b0638dcc0dad861288fa2d7859c39
com.zhaofujun.nest	nest-ddd	2.2.6		04bab32f8006fb8aa1dfb7bb6b0b1cd79c0f667b
com.zhaofujun.nest	nest-ddd	2.2.7		d408688b0ebc478354360e1bdd6679a82fd1b62d
com.zhaofujun.nest	nest-ddd	2.2.8		521286cee019f7316d57a7d57a51d843c51d6adf
com.zhaofujun.nest	nest-ddd	2.2.9		a217f827541c15857fd49835cb806ce87bd6b94b
de.gematik.idp	idp-commons	21.0.12		93241ba8f6669c1403e5eb84397dcc29087e9b2b
de.gematik.idp	idp-commons	21.0.16		7d82d63c514cb021b84f9ba3364e97a9cd371745
de.gematik.idp	idp-commons	21.0.20		dcba67dca3f86bed5bef670cf625c7c055314299
de.gematik.idp	idp-commons	21.0.22		a0fac97731f9368310be94327396d960502d87e3
de.gematik.idp	idp-commons	21.0.23		ca870272cdd93d8bb727b4896dbd88e4bfccb26d
de.gematik.idp	idp-commons	21.0.25		2eb92bafe9ab707776ed19fd62bac9a5274f5ad5
de.gematik.idp	idp-commons	21.0.30		8604c0647c471d4807ab724abca78c4168501965
de.gematik.idp	idp-commons	21.0.33		7283cd0ce6bebc533820facb638c2a9bcc78e0de
de.gematik.idp	idp-commons	21.0.8		1df054356950a921372d716ffb6a92caae9ecd38
de.gematik.idp	idp-commons	22.0.1		d766141c797569f74541ffc07e99ea05bed0f7c0
de.gematik.idp	idp-commons	22.0.3		c5f4aa7e921ea6fec225c7150a339886cdd02a13
de.gematik.idp	idp-commons	22.0.4		e3b84a73b86c5cec0f12c7844f43bd5ad494fae3
de.gematik.idp	idp-commons	23.0.1		bffd5655cfb5d50c360ad8299c2dd125480a0878
de.gematik.idp	idp-commons	23.0.2		c0358efe8b7da65414b0cd23479fdab9dd0900b1
de.gematik.idp	idp-commons	23.0.4		5ecdc45c77fe8637acf9afde097a3ce7703b7139
de.gematik.idp	idp-commons	24.0.0		83c4929929032a86b87a2642fc4a3491d793b5d0
de.gematik.idp	idp-commons	24.1.0		8202ed417a0cd6695bb3880362642ea34db9391f
de.gematik.idp	idp-commons	25.0.0		d8d7a0cfff54fead4448335ed0939467d1da599d
de.gematik.idp	idp-commons	25.0.1		c05c757406e3dd7e9fe47df7e7fb8d1d45527104
de.gematik.idp	idp-commons	25.0.4		6a2588eb342429e6bad5a82023baea24e03fc27c
de.gematik.idp	idp-commons	25.0.5		520aa82e5db00cbf4fcf6af967640588f074f29e
de.gematik.idp	idp-commons	25.1.0		4a47dfa0eac19839750386fc3d795d8a04ccd6ae
de.gematik.idp	idp-commons	25.1.1		707852dc7a0dd7052990b34684499ed9d7cacb49
de.gematik.idp	idp-commons	26.0.0		41cb9a12b4aade6878a151d20c074e6084de518e
de.gematik.idp	idp-commons	26.0.1		832a2b72273e41e5cceb5f091558a4bd92076622
de.gematik.idp	idp-commons	27.0.1		dbffcb0a7ce40c1d018d20f27c2dc01098d9acc1
de.gematik.idp	idp-commons	27.0.2		8259c7e8bc50cca446f030a83e25483e221c8ab4
de.gematik.idp	idp-commons	27.0.3		7955f5d8b52cdee228e4371790711e63d82ae254
de.gematik.idp	idp-commons	28.0.1		74a34489aded46bc7c958fac9887dd62857414df
de.gematik.idp	idp-commons	28.0.2		90ec4866398a644ff97187bd9d6d939ffb193f99
de.gematik.idp	idp-commons	29.0.1		8c5534fb0379d155a6117d4404fe533cb7d44ddd
de.gematik.idp	idp-commons	29.0.2		2f6e15d3931e3cc4468b40a053bcbb8c30d3c591
de.gematik.idp	idp-commons	29.0.4		4638d226ebe6124425ee03956c53c99b9c80cd09
de.gematik.idp	idp-commons	29.1.0		4cca7055c424fb1d38d215765a540b26a78abc75
de.gematik.idp	idp-commons	29.1.5		54e7ed56927d5453699552ce203e0256927b7b24
de.gematik.idp	idp-commons	29.1.7		6442ee200a697d3b5588df1790e4c5ffd5fe8f50
de.gematik.idp	idp-commons	29.2.1		026175ee71ac0d0f58e573fa459d4df95697216a
dev.benedikt.compression	sixpack	1.0.3		43ddc0ecbe8bcc1aa430eb8ea87f194d6d07cb99
dev.mauch	spark-file-mover-2.4_2.12	0.0.6		6abc5ca3eddcdb8f5919e1795bf7986ff702be69
dev.prokop.fps	drivers	1.0.1		d1397bf8e3719396b5f237bdb58e7a39cf85d17d
gr.teicm.pm.smartfilemanager	smartfilemanagercorelibrary	0.0.6		698c69bd2982d4daa4b1e37f786c9914836206a2
graphics.glimpse	glimpse-ui-android-debug	1.0.0		N/A
graphics.glimpse	glimpse-ui-android-debug	1.0.0-ALPHA2		N/A
graphics.glimpse	glimpse-ui-android-debug	1.0.0-ALPHA3		N/A
graphics.glimpse	glimpse-ui-android-debug	1.0.0-ALPHA4		N/A
graphics.glimpse	glimpse-ui-android-debug	1.0.0-BETA1		N/A
graphics.glimpse	glimpse-ui-android-debug	1.0.0-BETA2		N/A
graphics.glimpse	glimpse-ui-android-debug	1.0.0-RC1		N/A
graphics.glimpse	glimpse-ui-android-debug	1.1.0		N/A
graphics.glimpse	glimpse-ui-android-debug	1.1.0-ALPHA1		N/A
graphics.glimpse	glimpse-ui-android-debug	1.1.0-ALPHA2		N/A
graphics.glimpse	glimpse-ui-android-debug	1.1.0-ALPHA3		N/A
graphics.glimpse	glimpse-ui-android-debug	1.1.0-BETA1		N/A
graphics.glimpse	glimpse-ui-android-debug	1.2.0		N/A
graphics.glimpse	glimpse-ui-android-debug	1.2.1		N/A
graphics.glimpse	glimpse-ui-android-debug	2.0.0-alpha.1		N/A
graphics.glimpse	glimpse-ui-android-debug	2.0.0-alpha.2		N/A
graphics.glimpse	glimpse-ui-android-debug	2.0.0-alpha.3		N/A
in.hocg.boot	utils-spring-boot-annotation	1.0.22		4e2ec04ba1ed8f486ffd8b87871291a40cf510b8
in.hocg.boot	utils-spring-boot-annotation	1.0.23		e5cf84678ae6452b8f4616878af62dea8de54486
in.hocg.boot	utils-spring-boot-annotation	1.0.24		1c573986c460b4919c1a0d198d25614de9c47053
in.hocg.boot	utils-spring-boot-annotation	1.0.25		0ce21145e470d8c7e87366ce0d35284309de5e22
in.hocg.boot	utils-spring-boot-annotation	1.0.27		46766a4137100b98d2e25526ca7d4064a69f6605
in.hocg.boot	utils-spring-boot-annotation	1.0.28		329901ad97c122d607d8920073d5b11d0491fae8
in.hocg.boot	utils-spring-boot-annotation	1.0.29		489c29487430ab91142e8487f8b9d6fd1c69d590
in.hocg.boot	utils-spring-boot-annotation	1.0.30		af0a4e517b2149009deae437c0ebc20ff151edc2
in.hocg.boot	utils-spring-boot-annotation	1.0.31		09e1a8eb23186f127684b7eddad31bbc4d5177f1
io.argonaut	argonaut-jawn_3.0.0-M1	6.3.2		beccd4aeaf079879dac0d28a1cf1c537d2ab35bd
io.burkard	aws-cdk-scala-athena_3	0.1.2		126a766c046f937af11a7c5225c52f816d34a5a3
io.burkard	aws-cdk-scala-athena_3	0.1.3		4d784dda6a85e1dc88910d76c7e30cfa1bc8b286
io.burkard	aws-cdk-scala-athena_3	0.1.4		ebb101df51fe6d8b1df430fed0d60743b473c0a1
