be.fluid-it.tools.rundeck.plugins	rundeck-httppost-plugin	0.1-1		bd8d9a41cc6010cb114c640033da02c3951c8fdd
com.lwohvye	unicorn-logging	4.5.0-tau-Beta2		ecf1aef4ae978b803400ade43fb776efefa087b7
com.lwohvye	unicorn-logging	4.5.0-tau-RC		d5a19e29186d6d9f4151c174fb92ba18bdf8f010
com.lwohvye	unicorn-logging	4.5.0-tau-RC2		ef3932888a99aec0998fe6c256e213887f061225
com.lwohvye	unicorn-logging	4.6.0-upsilon		3b518f7a7bdc4c224e26427e7c7c420f9084d930
com.lwohvye	unicorn-logging	4.6.0-upsilon-Beta		2eed9e85213523a17505c81234a594864141ca1d
com.lwohvye	unicorn-logging	4.6.0-upsilon-Beta2		6b14d5c89c7924bcc96d8a3e683a34625bffa557
com.lwohvye	unicorn-logging	4.6.0-upsilon-RC		1d728cf6eb8519aa45b6f7d83926f31ac458faaa
com.lwohvye	unicorn-logging	4.7.0-phi-Beta		eb21ec223e70d7cdfea782192d28d88a49033128
com.lwohvye	unicorn-logging	4.7.0-phi-Beta2		29ff40bf2f9da1524563f497b4b42b12d4dcf0f9
com.madgag	util-intervals	1.21		756f06c123e3e6031a27d45e9f66d9ea5ed4fa31
com.madgag	util-intervals	1.22		432959f8cfbb06431fc4d1f31ba8656e6c3f902a
com.madgag	util-intervals	1.23		bb56f0faeffaea786a8ddc3f53059f0d22c965e7
com.madgag	util-intervals	1.24		56a41b6a1c15eafc3c47cc077950ebe2afa9994e
com.madgag	util-intervals	1.25		b21ea816c71d2a8cd0984b8cfc1abd369bc55b73
com.madgag	util-intervals	1.26		59cb0ba0dcf3a8e5461fa6b242d9a61aa345d0c3
com.madgag	util-intervals	1.27		9fd32d441414cac35b36913157f2be6a538db000
com.madgag	util-intervals	1.28		71d39a1681f831012955aae502495106c6f29ae1
com.madgag	util-intervals	1.33		b01b0a1773b86849b7f7f1fac25e7a54eff7d759
com.madgag	util-intervals	1.34		f9749b0a1c7e4ad6ea603c312dd0a9c3a6314786
com.madgag	util-intervals	1.35		fffbc58595b503597776cb0a507ab8939e6a5c6c
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.0.0		13576fd28de8b3d5bf57209f62814dd9608e871e
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.0.1		ac6f32e10c095fd4ec12ff0c08da55fc068aee4a
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.0.2		3efad6aa3ce86ac82c6f10ad3e9e04f1617bf454
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.0.3		0beb3de4e73140e3b48a5cbc60615eeb4e5342f4
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.0.4		af0ea024528c2ba556266caacb1f281bd28f09ab
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.0.5		46e7c83fb97f5cc6a8aa5cc443807df2bc64606d
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.0.6		a0d16f6476d76a5d3d7121529a1e36314a65d6c7
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.1.1		43cb28286eb3d19e2fc58210630ffdd91c1adfb6
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.1.5		a77de67e6102559187ba931fdc3019ededc8c47b
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.1.6		44f50751a052359a23fb9946de70f21c5235b3ea
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.1.7		3e66987ecf35c72b2bc8eaa7fc1c50f68b3274ec
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.1.8		338dd1e2dac4137ea8bf318630f64df2eec69cd9
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.2.1		e6e83dbee0b1f01a8559e359698be692d2714e7a
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.2.2		8b4da4f6bfddfb4197e5d0fc35e7f5a93fa2a0db
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.2.3		32bb6d689cd173b338be77544cb68c280d0e458a
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.2.4		6fd01ba1bc6be4c15c87de34a426b4637493b401
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.2.8		210fdaf0cd429e817d4918ba6de90eae8216e9d2
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.3.0		72fc04eb2fdf90a166e51159b1807cc7877c232d
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.3.1		981d107bdfabc218a8558b8f66666bfa577fd3bb
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.3.2		e9fa01c11cd950226bc99ff22175153280486e37
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.3.3		c34e6d8c945efbfbe28fdbf690b7c965b8ed3a76
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.0		b4cc9ad575ec15d7239be0b0b5a1acbbd6112766
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.1		a557063717eb392958ec9552bad108466e7fe97c
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.2		2d35f5e7197cd85703d46a908d1e5e1ca5e04648
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.3		838194c23e3a22dbbb667362dfc517e72363eb32
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.4		5fafb35c048061796e289bc9f43df5f82c1d6796
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.5		fbed5a4906fa262ca7cd1edad8ee81e128194ea3
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.6		314793de33b29a9ecd03b4a7447a7de1ea3332a5
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.7		5454eeae1db1e5638c3da55d6b06ed51db3869a3
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.8		68745b6f73de6705e446ccb20e8108b7506410ea
com.metaring	framework-ext-mongodb-sensitivedatapersistence	1.5.9		6d74ba451476a833e9bfccba323e46cf71a37669
com.netflix.evcache	evcache-client	1.0.5		8af52271058386e3ca76ceb7f9955af4c40ada13
com.netflix.evcache	evcache-client	4.0.0		e1a2c8b5874a89c71b5ee4511de45ce1a5e9d376
com.netflix.evcache	evcache-client	4.1.0		187adea5305431edad96424e02c59cf93cf60ad3
com.netflix.evcache	evcache-client	4.1.0-rc.1		57e2dc9ea8d75e6f14f6236dd135ba09c180caf4
com.netflix.evcache	evcache-client	4.1.0-rc.2		3cea898c436111d0c64ebc81b4b77cd1a1129d0d
com.netflix.evcache	evcache-client	4.1.0-rc.3		d38d26223e53b4a7c915a6760fc1f2ad4a25326f
com.netflix.evcache	evcache-client	4.1.0-rc.4		6442dcbb74ca4462c200e114160e53ca0e427feb
com.netflix.evcache	evcache-client	4.1.0-rc.5		3024ce1f2426740bebd976d761299b3e4e8e7500
com.netflix.evcache	evcache-client	4.1.0-rc.6		848a13ad4e926eb46aefbdcbe4d2ec8c64b8d26f
com.netflix.evcache	evcache-client	4.1.0-rc.7		ca33e2443cc40fe7ac9c57093bbbac36bffc7d2f
com.netflix.evcache	evcache-client	4.1.0-rc.8		2f3790894c519d879c1ef95b6aba37c5aa5de18e
com.netflix.evcache	evcache-client	4.10.0		b2271fc5fa9b863a08454429f547cd7e0efe4732
com.netflix.evcache	evcache-client	4.10.0-rc.1		ebc881d200016ff91456c1b677691ab3771d723d
com.netflix.evcache	evcache-client	4.100.0		d1116b908c95a31649c8d99c8158f59d3c13896e
com.netflix.evcache	evcache-client	4.101.0		28f4f6ed470f89bb818a40be8043bfc7796ea549
com.netflix.evcache	evcache-client	4.102.0		aaba532fc47c2cbacb81354caa34bd6c25a9a935
com.netflix.evcache	evcache-client	4.103.0		3c2bede800f627af6db59ec3787d5727f9822530
com.netflix.evcache	evcache-client	4.104.0		5b22fa1e50d5d3fa354ed3bb7dbad52671744f6a
com.netflix.evcache	evcache-client	4.105.0		0c58cc9398e9f5a904d469daf9871b86d94c8831
com.netflix.evcache	evcache-client	4.106.0		2de16bcf90438f8847e8fee89c611807d5a75a57
com.netflix.evcache	evcache-client	4.107.0		909376afa0568ab4e5f9ff2cd2c806f537e07627
com.netflix.evcache	evcache-client	4.108.0		37c014a8e6ac6f17c5b78d628917dd39681aa33e
com.netflix.evcache	evcache-client	4.109.0		60b58e4566025e5069832d26310789c387a3ade6
com.netflix.evcache	evcache-client	4.11.0		dccab946d6a47efcf84b09cfb0c218fcfa4415b2
com.netflix.evcache	evcache-client	4.110.0		e9bbb0bf6d7965155d25d63c5c89603ba4c846b4
com.netflix.evcache	evcache-client	4.111.0		ba1dbf819dc9e2b2524cca53252480da7afc0792
com.netflix.evcache	evcache-client	4.112.0		66ebd8b854872f0e2e1e766092eb4d428f5aa6d4
com.netflix.evcache	evcache-client	4.114.0		ed7c70e444f8784d8a07cb7fbc313cf180ba8e69
com.netflix.evcache	evcache-client	4.115.0		273ae1e4680df152f2ddd425ba23fde66104335e
com.netflix.evcache	evcache-client	4.12.0		cb56f5f0a1bc8942139ea0f51debb01ab02890db
com.netflix.evcache	evcache-client	4.12.0-rc.1		c3b73eb5bbbbf4ea1a7205923e7867f263a5bd14
com.netflix.evcache	evcache-client	4.124.0		2433a9d6bc38507f17ff6bd46236bf746e288e6b
com.netflix.evcache	evcache-client	4.125.0		bc3b79b8558f7e5f1712a9b45d953e4a45887678
com.netflix.evcache	evcache-client	4.126.0		5a9cf6e353b0818fe5f0413b2346a0e69908cb6c
com.netflix.evcache	evcache-client	4.127.0		48e70276bdfb2d9e1cc30cee1547f9f67a5bfdd6
com.netflix.evcache	evcache-client	4.129.0		ea65da60ff37b6aa012d9d1a3754342b4283516a
com.netflix.evcache	evcache-client	4.13.0		e38a96c5e2145837347d6b8848d380ed36bafee6
com.netflix.evcache	evcache-client	4.13.0-rc.1		e7c865132920c8d629a530dc92d5ffb64113c8b9
com.netflix.evcache	evcache-client	4.130.0		bc3c77e698059c93b4b3851b0196a479e84a7560
com.netflix.evcache	evcache-client	4.131.0		16e313ed0526b3497e4eaafbd9c000e3961936c6
com.netflix.evcache	evcache-client	4.133.0		3164c27d93087b120a56e3db66450736338e8125
com.netflix.evcache	evcache-client	4.134.0		8cfc09708567f3cb97a4c5066d348b20adc4ea3a
com.netflix.evcache	evcache-client	4.135.0		6f8ba7d7d16d9ecaa03bad818cb0ea680d570ec5
com.netflix.evcache	evcache-client	4.136.0		8e3b20fce39d350b696f968fb510cd692953ddcc
com.netflix.evcache	evcache-client	4.138.0		43505365c9d2d99594add29ad830abd71bed4e3a
com.netflix.evcache	evcache-client	4.139.0		48d6ec3e85f2811eca1cc4817097d898477b48e1
com.netflix.evcache	evcache-client	4.14.0		27ebd000107d7d26b888aa705b2b3e44d064aa17
com.netflix.evcache	evcache-client	4.14.0-rc.1		1ce149c9965ac93d9b332b4fb1372566b9eceae3
com.netflix.evcache	evcache-client	4.140.0		333e89cd8338b55661759f3ba28af459a5a1c8fb
com.netflix.evcache	evcache-client	4.141.0		41efe854f061f65f34714b1c71bc7b19b01fbd07
com.netflix.evcache	evcache-client	4.142.0		7cc404cffc5efd8246661b9acdff6722c509f7df
com.netflix.evcache	evcache-client	4.143.0		4709be573df343edfcfc61d217b82c1c2a679bfb
com.netflix.evcache	evcache-client	4.144.0		c8338d4c419440a39b8ef4b31b210aa2afeca8a8
com.netflix.evcache	evcache-client	4.145.0		72d6fb41f64a92711b5539d3829e00c290a28bce
com.netflix.evcache	evcache-client	4.147.0		031f86dc32895cecf515d1ac43679a5179f6cf8e
com.netflix.evcache	evcache-client	4.148.0		ee51436cf33189e5d24e6a047fbdb9166ea44519
com.netflix.evcache	evcache-client	4.149.0		d3b9f890029d5ffe31028110d6b8f78a4ac6a143
com.netflix.evcache	evcache-client	4.15.0		e54a178af7b0825c7b708a088f94618e286b1128
com.netflix.evcache	evcache-client	4.15.0-rc.1		f64dec61189b4c9bd33db818e48bc047ae74ea67
com.netflix.evcache	evcache-client	4.150.0		d29ac6fd5899038724e4010e82f36c0d7684b5ee
com.netflix.evcache	evcache-client	4.151.0		04ef23fcf49f99dfced4f30e6cb814fffb9a49dd
com.netflix.evcache	evcache-client	4.16.0		7f1d7402d63efe5d3e851be8845ccf6fe54172d5
com.netflix.evcache	evcache-client	4.16.0-rc.1		939f44df269c5bf264557a3bd0cd89ad235c153a
com.netflix.evcache	evcache-client	4.16.0-rc.2		0a023151d960d3c4c12efa3012db38dbcc042af2
com.netflix.evcache	evcache-client	4.17.0		dacb41fa9f688ecb89406d0f12002cdec6cf4472
com.netflix.evcache	evcache-client	4.17.0-rc.1		ea7f94bc9fd603466ec854ddcbbf3ad7d3865851
com.netflix.evcache	evcache-client	4.17.0-rc.2		f47e881b81248755fcfd53e507bb04b6b3241591
com.netflix.evcache	evcache-client	4.18.0		f8c506efd76a1009bcb98a7b2a5b26bfcdce1d58
com.netflix.evcache	evcache-client	4.18.0-rc.1		7e735abffdee422b273941b750b449b9810772d4
com.netflix.evcache	evcache-client	4.19.0		991fb15054b54e30ed64b0b457493421cab519ac
com.netflix.evcache	evcache-client	4.19.0-rc.1		3440c62a6067d6b048a118bfe8c796c033a894dc
com.netflix.evcache	evcache-client	4.2.0		53a61916c3bf6ccddd0484bac5c5da1b6c3399b8
com.netflix.evcache	evcache-client	4.2.0-rc.1		1a616cc943e712d76288153ff8807e9cf366804d
com.netflix.evcache	evcache-client	4.2.0-rc.2		c24fc1088f9671936cfe4de68f857b936a277457
com.netflix.evcache	evcache-client	4.2.0-rc.3		3d537d647c5c2c2be0241707cca093b45ce0d0db
com.netflix.evcache	evcache-client	4.20.0		c67804498693ae831879445721a08462382f510b
com.netflix.evcache	evcache-client	4.21.0		6337cbf4fe5597e530c61e278e6b7a855ce73d55
com.netflix.evcache	evcache-client	4.22.0		b9d5d84d57fe6d8862fdb5ccd6427cb4d6624c35
com.netflix.evcache	evcache-client	4.22.0-rc.1		8c2d24ff7170a1c6a36b3b5dfb5d771ca211d3b5
com.netflix.evcache	evcache-client	4.23.0		5ce1d7e5efe10d43e95fe76954600d07ccc3ef94
com.netflix.evcache	evcache-client	4.24.0		609fe81543cc8ec597f697b5ea3092fdff305b92
com.netflix.evcache	evcache-client	4.25.0		2121e3afc5b638a4c4db5417e9096acc46f34afd
com.netflix.evcache	evcache-client	4.26.0		0853cd9462e7129746a74d8f4ece39f1890656e4
com.netflix.evcache	evcache-client	4.26.0-rc.1		bbaf26879f524244f962921412123cc217934227
com.netflix.evcache	evcache-client	4.27.0		96fd409ac619fd26c7c35fb013dbb1e3c4fea0d3
com.netflix.evcache	evcache-client	4.28.0		721fe96cec4f3a32217f2a3294a05da5687ea158
com.netflix.evcache	evcache-client	4.28.0-rc.1		a6df5dc6811dfaa6cfacc53a3825972d219eb50c
com.netflix.evcache	evcache-client	4.29.0		2c363457de2ed4ff53960372e9790455cf6d91e7
com.netflix.evcache	evcache-client	4.3.0		d2bd9060a3515e4fb649da4f3e8582f33f2b8319
com.netflix.evcache	evcache-client	4.30.0		6b949daa1629f5ccb89239e1f8dd200ed1f1658b
com.netflix.evcache	evcache-client	4.31.0		ce5bd34fcb3afebd792f570feef33502ea73b310
com.netflix.evcache	evcache-client	4.32.0		b5548c12f560fc1f4457d8461e1fc218f695a7bb
com.netflix.evcache	evcache-client	4.33.0		019265d9ea86caf94d45d37b79f038977e9c84d0
com.netflix.evcache	evcache-client	4.34.0		7b7380d4e4a46840b43afbc571d5d0aa7b97fe79
com.netflix.evcache	evcache-client	4.35.0		0c776eb888fabac0b854b86f631d0dfa495f997c
com.netflix.evcache	evcache-client	4.36.0		c312edc77e785ad08c9d1d626f0003d43200a1c1
com.netflix.evcache	evcache-client	4.37.0		53944b0dc22b332847a18d5452efd00390c552e1
com.netflix.evcache	evcache-client	4.38.0		787874cdfe8356d50886216b3d8fba22e53ae333
com.netflix.evcache	evcache-client	4.39.0		871d4e919f0651f130308dd2ba3d1305466a3d1e
com.netflix.evcache	evcache-client	4.4.0		b9c4bf51c3580adeb7667c13b8ebb2a5ff4fad7e
com.netflix.evcache	evcache-client	4.4.0-rc.1		da0685d1cafda497aa507cd1bade44be75282af3
com.netflix.evcache	evcache-client	4.40.0		23a6cc54b52ed59eed629c49d5d07d25e401a73f
com.netflix.evcache	evcache-client	4.41.0		4518acd18c71f049735b5d6be16cc98b2e99fb52
com.netflix.evcache	evcache-client	4.42.0		c3296c95f9fd495fed5966bb2a17b89eeb58f9e8
com.netflix.evcache	evcache-client	4.43.0		db3c99b879109fe87f082b2612d766e245a21b34
com.netflix.evcache	evcache-client	4.44.0		58d47e86d874888c6bc238808af2c117d4b0a022
com.netflix.evcache	evcache-client	4.45.0		418db5e13e947c00551eb97059252a4158da339d
com.netflix.evcache	evcache-client	4.46.0		9688f5f8dbbb2dd99989891f09d597d6d20a1473
com.netflix.evcache	evcache-client	4.47.0		00ce675bf93cb9cf787a31bab9bff910efbf7ec8
com.netflix.evcache	evcache-client	4.48.0		0637f1f2befd53706286fe4ba69a62d34d0354a2
com.netflix.evcache	evcache-client	4.49.0		7b95c0b1e2bba11eaa679a52ae70945723d0ef91
com.netflix.evcache	evcache-client	4.5.0		89ab14ab5d9f1e5c7e38c1731306f125da6c8e94
com.netflix.evcache	evcache-client	4.50.0		6ca820f1e3c693e6d073864b262407eae218a28f
com.netflix.evcache	evcache-client	4.51.0		b1594761f1ede5562f0032e6642403bfc239334c
com.netflix.evcache	evcache-client	4.52.0		e47a9ad7c4284d7bc7160eb0daea6a7356de7bb6
com.netflix.evcache	evcache-client	4.53.0		aab84278bc841c1943737a761688e0bd639f4154
com.netflix.evcache	evcache-client	4.54.0		205aba011f451c62bd5e5a06bff6844e38e0b4ed
com.netflix.evcache	evcache-client	4.55.0		495ed4caa9dc5d2ed2c9d08430d3660475e2611e
com.netflix.evcache	evcache-client	4.56.0		6ced1783ea21a4a021b923d7cb0adc2d8f88486f
com.netflix.evcache	evcache-client	4.57.0		d563930a294f1b9a37b3512bb53374301d061be4
com.netflix.evcache	evcache-client	4.58.0		7c6d2aa34b4d53a1606b29648b8d762e4d7a1e3c
com.netflix.evcache	evcache-client	4.59.0		8b1c306520638134d274c2c5870d277f935b3e62
com.netflix.evcache	evcache-client	4.6.0		c8631f677cbdf6a589065803236c1bfae93eee63
com.netflix.evcache	evcache-client	4.60.0		999c498faa5cac355b647473b6af0a9a80564f0c
com.netflix.evcache	evcache-client	4.61.0		43c0680e0271cfdc8eb85a2e542994337553968e
com.netflix.evcache	evcache-client	4.62.0		a55c1b145e92a8faf45364d0e3f1c38f2bd36b8f
com.netflix.evcache	evcache-client	4.63.0		c1200f9835bb392958ea6b7c0499364b6c21fcf7
com.netflix.evcache	evcache-client	4.64.0		3249c4906757c507e6bacb5bbbca11ec2099d6b9
com.netflix.evcache	evcache-client	4.65.0		9a01ee796fd5a2d032c334fcb96a90b9147746b8
com.netflix.evcache	evcache-client	4.66.0		f9626517fde9fb50d8f70b48b2816d08038d67a0
com.netflix.evcache	evcache-client	4.67.0		552b4e2b263605c0462c472cda38aa8737f8ee0f
com.netflix.evcache	evcache-client	4.68.0		f037f1bc219e280a00a4932af3f95bf9ea0471a3
com.netflix.evcache	evcache-client	4.69.0		a0579753c6c154cca5f627cb0ab8eee968bb5bd8
com.netflix.evcache	evcache-client	4.7.0		e233632f35df234020295518efc504d69bb2fc29
com.netflix.evcache	evcache-client	4.70.0		30f50b36c79ff935393f0398879998787eb036ac
com.netflix.evcache	evcache-client	4.71.0		aeedb91a2a22c4b214935a77fdab9c0c5abf0a35
com.netflix.evcache	evcache-client	4.72.0		c512f92b229786e6807e24f2aa99556f34589baf
com.netflix.evcache	evcache-client	4.73.0		e2b98637f53291e54b5953ada7f125dd803c8ef1
com.netflix.evcache	evcache-client	4.74.0		766dd616e733fa823a3b9a19967b11a91b2009df
com.netflix.evcache	evcache-client	4.75.0		a7423903e18f4b8282b9ea2fde535b94d5c79fa1
com.netflix.evcache	evcache-client	4.76.0		24b2b0e05bcca6c3c5ecbe48caafa391051b9793
com.netflix.evcache	evcache-client	4.77.0		f019b2b88f35267a723205e26f6ddd32c7f76da7
com.netflix.evcache	evcache-client	4.78.0		ab161876e135cf093f6db50f6027d16b4b2775a4
com.netflix.evcache	evcache-client	4.79.0		268df70ba8c9f0ae0964789ae48053d6eeed5c0a
com.netflix.evcache	evcache-client	4.8.0		ee9eb87850c6fff7b32edd5817f9fbe735394a6c
com.netflix.evcache	evcache-client	4.80.0		a9112ae6a2cfa628bc4cff534bcdfe77c47a12c9
com.netflix.evcache	evcache-client	4.81.0		c3733b27c57bf303b55816a64f3aad97bf9bf195
com.netflix.evcache	evcache-client	4.82.0		86c61aa0f53d3dd541679b47a1deccb351b7b489
com.netflix.evcache	evcache-client	4.83.0		eaa4451d64729d3d9b931301e38291593ef9489c
com.netflix.evcache	evcache-client	4.84.0		45bdb0ef8e451bc891d628d094838ba8ea029c1c
com.netflix.evcache	evcache-client	4.85.0		f20b98f563434e8a4858674443dbb239c6d1dd83
com.netflix.evcache	evcache-client	4.86.0		de081a3db91a49f02a9deca2908f293e00092f76
com.netflix.evcache	evcache-client	4.87.0		ddc94bc9de9460c457b9e8a8c6cd08f54e53754e
com.netflix.evcache	evcache-client	4.87.0-rc.1		68632f8d57ff0879fba3a845cfc14248ba86dde3
com.netflix.evcache	evcache-client	4.87.0-rc.2		67313b1f6b97c0de8117f1e05de3a680966f6b1d
com.netflix.evcache	evcache-client	4.87.0-rc.3		d9ca12b39318c3dd27ef9ae9a41772c0fe448c5e
com.netflix.evcache	evcache-client	4.87.0-rc.4		d47e5c850337f54cc627ed3c32b31044426f44a0
com.netflix.evcache	evcache-client	4.88.0		f788e17dce63c97992730faae1ebe6cd64f07ab7
com.netflix.evcache	evcache-client	4.89.0		71d4b545dc1ccd44b30908ff5f064d12a27e371a
com.netflix.evcache	evcache-client	4.9.0		fc69c503d0831dc5c89c00e6ff26396014b1a1e7
com.netflix.evcache	evcache-client	4.9.0-rc.1		9cf1bd54c508e35967718dec117a30f9d2a5ae2e
com.netflix.evcache	evcache-client	4.9.0-rc.2		c6209a2305cdaabf300f5c8d2ff11ff515562548
com.netflix.evcache	evcache-client	4.90.0		8ef475c6c1a1fc2def84908d71de7b94a1586ce0
com.netflix.evcache	evcache-client	4.91.0		8bdc4a272db23cbc304f7585488bd0f4a7e4d731
com.netflix.evcache	evcache-client	4.92.0		a5d5f81ef128b022ba81f8ad2eb0d4db1b297a8a
com.netflix.evcache	evcache-client	4.93.0		353bdb1df6d6fbccc69e53d8eb3a2a15ffcb18df
com.netflix.evcache	evcache-client	4.94.0		afa17254b4e3d9073f372815ba4b911e35250592
com.netflix.evcache	evcache-client	4.95.0		4833341a52d5d1f5bbbbb8834dbdf8ca595c3cf7
com.netflix.evcache	evcache-client	4.96.0		a197c1a444ddef402d0784a9925dcf37326fd12a
com.netflix.evcache	evcache-client	4.97.0		3fb8fb9a860e1be10b4705268dae1ea9908fafc8
com.netflix.evcache	evcache-client	4.98.0		45be500a67e2a6d74606c83f5b09addc52f1c5da
com.netflix.evcache	evcache-client	4.99.0		c8c859103d362816f7d0163a1670520e6c4afc81
com.netflix.evcache	evcache-client	5.0.10-rc.1		339c81464f4f4204f4e696f9bd9fa4a74703111e
com.netflix.evcache	evcache-client	5.0.11-rc.1		e2eaa0f2f71bdc7838780afdb33f63c5334cc68d
com.netflix.evcache	evcache-client	5.0.12-rc.1		1a0aad4a8049239ab06ed880efced1424767f773
com.netflix.evcache	evcache-client	5.0.13-rc.1		8414e59a962d4780235562e6c2834943635b2eb6
com.netflix.evcache	evcache-client	5.0.14-rc.1		344f07ee1c17c19daa15a050b52c33a5b8aa9c23
com.netflix.evcache	evcache-client	5.0.15-rc.1		def24ffd2467af12a132bd7d93a3fae79ab59c35
com.netflix.evcache	evcache-client	5.0.16-rc.1		34cd48f4ecb1a92e7dc7dd15f9408a5ff0c9d091
com.netflix.evcache	evcache-client	5.0.17-rc.1		d704c07f02f69143a40a21f816efe9b536589e0c
com.netflix.evcache	evcache-client	5.0.19-rc.1		ea039205b50be0e582f02b0cf01fc827ea31fdb8
com.netflix.evcache	evcache-client	5.0.20-rc.1		db807a7cd8f8722b62cfe95ef2f0eee0fc95f89d
com.netflix.evcache	evcache-client	5.0.21-rc.1		f17c6c4331057fcad3873f8fda70880f028d9c3f
com.netflix.evcache	evcache-client	5.0.22-rc.1		83e63cd50a8639e468f083209ac2129ab66e84a2
com.netflix.evcache	evcache-client	5.0.23-rc.1		5c6dea6919abed9fe4bd3e36d5e5a15f25f2cfa8
com.netflix.evcache	evcache-client	5.0.24-rc.1		98ea64da844231ac4fca696f9148f7d88785942d
com.netflix.evcache	evcache-client	5.0.25-rc.1		a97f251481918061a1f2e95de11230f6379b1f9a
com.netflix.evcache	evcache-client	5.0.27-rc.1		c34ed4ea2fa9cc47a036b37c97a0791a04f6bcb7
com.netflix.evcache	evcache-client	5.0.29-rc.1		c7262474975a7522a344112316903949597b18e0
com.netflix.evcache	evcache-client	5.0.3-rc.1		12a689ffd094f8657d69ac3215b56257218dfab5
com.netflix.evcache	evcache-client	5.0.30-rc.1		5e78be81629e138c6549d28c79175454f8cc5ce9
com.netflix.evcache	evcache-client	5.0.31-rc.1		fe1e35dc7c17333826fbaa7840a7a0c7b8d175ea
com.netflix.evcache	evcache-client	5.0.32-rc.1		328ce38106a75dbbb115bf1ed0be901ebf542805
com.netflix.evcache	evcache-client	5.0.33-rc.1		0220876ef2a77244e6a9e1365403e9cd868a4c6a
com.netflix.evcache	evcache-client	5.0.34-rc.1		2136792102b425839cde9a2168c19a8e626c2236
com.netflix.evcache	evcache-client	5.0.35-rc.1		f926415c0bd5006ba8797ae75f46d10b30311399
com.netflix.evcache	evcache-client	5.0.36-rc.1		c6bf634d963fc03fed41a93dae41d3cc6a3532f0
com.netflix.evcache	evcache-client	5.0.37-rc.1		c577616a4c4cc4997257e40712568a3c99ddbf91
com.netflix.evcache	evcache-client	5.0.38-rc.1		d326f5d4e5af5a0a7145fdbcc24282ac2c5db5ba
com.netflix.evcache	evcache-client	5.0.39-rc.1		d1d25b1871640fa48d80ade7cf31d82560d1155c
com.netflix.evcache	evcache-client	5.0.4-rc.1		a4f08cfb26c3734512183940b6f184534f66b850
com.netflix.evcache	evcache-client	5.0.40-rc.1		e9118fc8ead337eb4ceeec3cfbcf8fbf76683dae
com.netflix.evcache	evcache-client	5.0.41-rc.1		3e465415bdf2713a0125ea30c5e0dc98fa14ed97
com.netflix.evcache	evcache-client	5.0.42-rc.1		0b84999ee35d7e7666a06f05d5188fba19409d18
com.netflix.evcache	evcache-client	5.0.5-rc.1		5a99b2e09012f396cae59c12e878364f531640cc
com.netflix.evcache	evcache-client	5.0.6-rc.1		05e50ee7a3a7189a4e4a8a0d369d639cd1cb6087
com.netflix.evcache	evcache-client	5.0.7-rc.1		ecfea4805f79b8a00c7d03242581ca775d0e47c9
com.netflix.evcache	evcache-client	5.0.8-rc.1		2faf0d4e0622c093a6963541c0e9162944dcd594
com.netflix.evcache	evcache-client	5.0.9-rc.1		c4deaf191010ba8fea304aa75813ef4c0dad8d63
com.netflix.evcache	evcache-client	5.1.0		9c27bc5fe7e742776dc121bcfb7ce872db371aaf
com.netflix.evcache	evcache-client	5.10.0		39b22677dedc2f90a481e17a850c4e10c07abbe2
com.netflix.evcache	evcache-client	5.10.1		bc41f630bba902aa3eee64cb4ff48d17ab56f054
com.netflix.evcache	evcache-client	5.10.2		6a2dc36dc287205c6d49418c8be29b1c3791ac3e
com.netflix.evcache	evcache-client	5.11.0		8398b76c586aca6536f6fdca8594412330bf37e9
com.netflix.evcache	evcache-client	5.11.1		2ddffbf89b2640236e44588557bb70ed00f8b23d
com.netflix.evcache	evcache-client	5.11.2		ef462aa0f316c16f297b9ae843e2d33103071f0d
