at.released.weh	filesystem-mingwx64	0.1-alpha01		N/A
io.dekorate	halkyon-annotations	0.12.5	noapt	63b883ec3ed4a69e307756645f98b5ea2ccee85b
io.dekorate	halkyon-annotations	0.12.5	processors	0beb7e94d06b7e18984ba6a1fbd4e5d46602f1c8
io.dekorate	halkyon-annotations	0.12.6		7b1486d2c8dd2fe065276b73ce41a6df3e75c309
io.dekorate	halkyon-annotations	0.12.6	annotations	63d71024b0d6523224466dbbd28b41d8ae43dc7a
io.dekorate	halkyon-annotations	0.12.6	noapt	a86944ec919587d99e7c8611d9f96bd21df7aa76
io.dekorate	halkyon-annotations	0.12.6	processors	2839714c927ee499a3dce62f4855636b2c946208
io.dekorate	halkyon-annotations	0.12.7		4e10c06a2b285d0a5d7086a55395acc8bff9dda2
io.dekorate	halkyon-annotations	0.12.7	annotations	d77e696147a37a9b32c0e4fdc09a4d4cc07bad68
io.dekorate	halkyon-annotations	0.12.7	noapt	0c4166261866970b1687013ffe64ca3a1b442bfb
io.dekorate	halkyon-annotations	0.12.7	processors	ea8d4e7cf1cc02bdc764917dd30a9d66e72954f3
io.dekorate	halkyon-annotations	0.12.8		d365b9225db5e2734f097c8b438b694d760f1004
io.dekorate	halkyon-annotations	0.12.8	annotations	43e1ef8c85683afb1e6665def5d8e1a3b101c8aa
io.dekorate	halkyon-annotations	0.12.8	noapt	5eb20fd7ff79157cb127c26da86dd5509c4fd547
io.dekorate	halkyon-annotations	0.12.8	processors	d09cece75ede58e1b7e31b48bb4ef9153c8f7791
io.dekorate	halkyon-annotations	0.12.9		6167c8c67c862d089371f7c4063dc6825db53f46
io.dekorate	halkyon-annotations	0.12.9	annotations	16fa224920cb066f58538aea7f4aad6179c2bf1e
io.dekorate	halkyon-annotations	0.12.9	noapt	c91f4fe703e3bf1b0485ca249133e5b6c49cfd9b
io.dekorate	halkyon-annotations	0.12.9	processors	1fa33d22e84ee444cf73e44ab2e4660cd71ff825
io.dekorate	halkyon-annotations	0.13.0		2049be57b69d9a580eba1e3dc79682a51a91edcb
io.dekorate	halkyon-annotations	0.13.0	annotations	665ddd6bb0331a5d399062af08639b1316b765bc
io.dekorate	halkyon-annotations	0.13.0	noapt	f082259ebbff1e4d61cb48bf88f2dd3855d6cd36
io.dekorate	halkyon-annotations	0.13.0	processors	a9c91b0aca1f7f45f9025cd08249a1843b9a42f5
io.dekorate	halkyon-annotations	0.13.1		dec68fca07d11f1f9a86ad0d21f5073f5a742e95
io.dekorate	halkyon-annotations	0.13.1	annotations	5e6e0e1b59c7908be95668af86bb980776243d24
io.dekorate	halkyon-annotations	0.13.1	noapt	497ff31283d18aae251a51b1dd4020a6f62e7a77
io.dekorate	halkyon-annotations	0.13.1	processors	20e2b48aef368e29da8c7f889cff2be3a338762c
io.dekorate	halkyon-annotations	0.13.2		64def3ec58c2d63c72575a2145e194787b6a3897
io.dekorate	halkyon-annotations	0.13.2	annotations	8658a873637ec961958c6c7daf9b92ce05196f6a
io.dekorate	halkyon-annotations	0.13.2	noapt	95e2676a1d72078fef94589f1f9c46c4a1a1a91f
io.dekorate	halkyon-annotations	0.13.2	processors	055ebbcbc38350c03c110c706225ef5798fd4857
io.dekorate	halkyon-annotations	0.13.3		b5c28802ea67f872f086d09301b69436b437370d
io.dekorate	halkyon-annotations	0.13.3	annotations	8b7a6b506f44f863ad129b3074ea9313d19aaaa7
io.dekorate	halkyon-annotations	0.13.3	noapt	c0c29f5fb3010a6e03478c11f804d293717ee91f
io.dekorate	halkyon-annotations	0.13.3	processors	8b6a0a7cf5e427d945451472cff84c4aa1dee6e3
io.dekorate	halkyon-annotations	0.13.4		87d4118766b2bd953c74342b7a5a49c4062260fb
io.dekorate	halkyon-annotations	0.13.4	annotations	bde930d41b8b9bc3bd98fe3f516673177b5c19f6
io.dekorate	halkyon-annotations	0.13.4	noapt	5c6081053d1684ce4f29c025de17e79e3ec5e8dd
io.dekorate	halkyon-annotations	0.13.4	processors	cd6258502e0e30fc1578d63627e018a7660fe75b
io.dekorate	halkyon-annotations	0.13.5		1651494fce0ae1f3ff991a223e78f83074762b04
io.dekorate	halkyon-annotations	0.13.5	annotations	2ad9341d4a07d09b69209559a8fdea17f6d67b97
io.dekorate	halkyon-annotations	0.13.5	noapt	fbf24a3b4ae5214d0bd8e9aec89c55c2cf881dd2
io.dekorate	halkyon-annotations	0.13.5	processors	cb82101228eb7db7a6d82fdbee4125681408adb7
io.dekorate	halkyon-annotations	0.13.6		a61e210daac6ae2e649298c3f69b2d8e1c9ba6c5
io.dekorate	halkyon-annotations	0.13.6	annotations	26ba685de03777e31fe6119d6ec12719dab41326
io.dekorate	halkyon-annotations	0.13.6	noapt	5446aae96661b17d4e345f9b1a3bd139eb65b43e
io.dekorate	halkyon-annotations	0.13.6	processors	cc9fc112064cb3b14d6a45819dea42ffdd57f639
io.dekorate	halkyon-annotations	0.14.0		4d63a1d73fbe35a89b5d6aef78dabc8337fa65d2
io.dekorate	halkyon-annotations	0.14.0	annotations	90fd6b260655bb2129cbfa053ea16cba43d3d92d
io.dekorate	halkyon-annotations	0.14.0	noapt	527b0963a07020b9250343b065dd928b250218d1
io.dekorate	halkyon-annotations	0.14.0	processors	9b2bfed457860f97f10f6fec15b2264dc91bfc39
io.dekorate	halkyon-annotations	0.14.1		8ec31399dca2ac9e74a0b96b509879a90651d991
io.dekorate	halkyon-annotations	0.14.1	annotations	5dd4c9b644040965a48f75fadbc445d839e5d285
io.dekorate	halkyon-annotations	0.14.1	noapt	e040825a99fb3a6348f69ccb5e02171f8bb574ba
io.dekorate	halkyon-annotations	0.14.1	processors	3de4277589852e7a4329ccc2b7da3c974d34eaca
io.dekorate	halkyon-annotations	0.14.2		c29dc7b5eaa22b2be4b1b84195f34da4d78ea086
io.dekorate	halkyon-annotations	0.14.2	annotations	2603655670ac6a5f06ef244bea8d05e0c094bd39
io.dekorate	halkyon-annotations	0.14.2	noapt	9f114270dfe05b92a876516004b9cec7f711f67b
io.dekorate	halkyon-annotations	0.14.2	processors	90773323dffb81b4267c1f8a3c7c4ac7e63561e2
io.dekorate	halkyon-annotations	0.14.3		200de625913e0e79cd6e9d4651aff7d773334511
io.dekorate	halkyon-annotations	0.14.3	annotations	ea003e821c313a6a1c0b4f6aed84af5e3799b40e
io.dekorate	halkyon-annotations	0.14.3	noapt	52ea54ab3e3e1a11acd5ccd60189758987f4fced
io.dekorate	halkyon-annotations	0.14.3	processors	45faeca782525186e0ee9e00168bb719838d065c
io.dekorate	halkyon-annotations	0.15.0		b6681a3647a9a20458127bea0296311c051112ae
io.dekorate	halkyon-annotations	0.15.0	annotations	ca39196de02b53e6975b8c7fdc8f093ecbef50e2
io.dekorate	halkyon-annotations	0.15.0	noapt	d73fa42d8b700d73382666d9e5699eab56d93af4
io.dekorate	halkyon-annotations	0.15.0	processors	58c90937c120fcb96ba5bb001e5e05e3561d713c
io.dekorate	halkyon-annotations	0.8.0		74f84821995dc0467473fa5c3b26f24c3da8ee03
io.dekorate	halkyon-annotations	0.8.0	annotations	b04f3ee8f5e43fa3b162981b50bb72fe1acabb33
io.dekorate	halkyon-annotations	0.8.0	noapt	b9440d1205ebb1868abd19f3143a04d67abd4120
io.dekorate	halkyon-annotations	0.8.0	processors	b097507841c18df266ec313ef8e76128d94f7661
io.dekorate	halkyon-annotations	0.8.1		3088c85dbfd796979f51dec87f79a4e42282f399
io.dekorate	halkyon-annotations	0.8.1	annotations	960afac84839fa895a767a3e0d7f2def1cc0dc8b
io.dekorate	halkyon-annotations	0.8.1	noapt	e05323dbde4f7a14e5ccd2c7580097a42eef184c
io.dekorate	halkyon-annotations	0.8.1	processors	d4655e55e6bf6666c764a7fb00b7d536ee3f4c6b
io.dekorate	halkyon-annotations	0.8.2		8cc2e96a44e7e431f9f0e275dffab5b049804531
io.dekorate	halkyon-annotations	0.8.2	annotations	a0825e65cc88f350545c7c98fdff9a946ecdaf4b
io.dekorate	halkyon-annotations	0.8.2	noapt	99ae95ec2f8a570f7f88625966400b9eebacba94
io.dekorate	halkyon-annotations	0.8.2	processors	bb2de474b4e38206616ac2135e154a35fa36a7b1
io.dekorate	halkyon-annotations	0.9.0		38d75720ba9dd3eab5a3ff11034a090af4fb3d73
io.dekorate	halkyon-annotations	0.9.0	annotations	8ca38d364aa5c771a508fb66d24b69b172174dd8
io.dekorate	halkyon-annotations	0.9.0	noapt	fd685a1d3dc61868c2103eceec45fa2de5744772
io.dekorate	halkyon-annotations	0.9.0	processors	355064863f026d1832e14931f15226756bf73376
io.dekorate	halkyon-annotations	0.9.1		0d532c183ff247da2e9eacd721f745457b2a49c5
io.dekorate	halkyon-annotations	0.9.1	annotations	682891903ede251e61828f03df646ad32a16b2a5
io.dekorate	halkyon-annotations	0.9.1	noapt	1ae3e9e492c8e0a2fa1d9c2e5cd4e7673b4f4d77
io.dekorate	halkyon-annotations	0.9.1	processors	23fa837a39e00c9e55b5438f86caa90e5a520821
io.dekorate	halkyon-annotations	0.9.2		cb1ce4c419e829a8dfdbbe29f8090af0088fa813
io.dekorate	halkyon-annotations	0.9.2	annotations	06578a489ec7916ed308906583caa22bbe0b9769
io.dekorate	halkyon-annotations	0.9.2	noapt	e84b1f0a51ab6959e82e5cc163b23914450d4886
io.dekorate	halkyon-annotations	0.9.2	processors	4c619c94608a72c935ac3692e2a4f15bbea4234a
io.dekorate	halkyon-annotations	0.9.3		24ea7545ba1ca45e8beb3dd282f821e04e8fd4d7
io.dekorate	halkyon-annotations	0.9.3	annotations	96db3a6474b26b8b17dfcf2194dc4c6dc55196e2
io.dekorate	halkyon-annotations	0.9.3	noapt	08f2580051566bc5ac886f40d22e7a143c727366
io.dekorate	halkyon-annotations	0.9.3	processors	f7de4d34371f6df60322c555c991762c6120d218
io.dekorate	halkyon-annotations	0.9.4		5188e20bd185ec398944658fa1abf366dcfb032a
io.dekorate	halkyon-annotations	0.9.4	annotations	4af114091989f01d8471656635ec405b7a780334
io.dekorate	halkyon-annotations	0.9.4	noapt	f9cfd14f46646066c5c9300641f3bd424c083963
io.dekorate	halkyon-annotations	0.9.4	processors	f428301d3c01b7873829740f1d8f106906a6a5df
io.dekorate	halkyon-annotations	0.9.8		1b7521c70e1e08536dec45cb8bee38e98741ce92
io.dekorate	halkyon-annotations	0.9.8	annotations	c6f30e93fb117b79b44043b12c8abf9620cd6ff8
io.dekorate	halkyon-annotations	0.9.8	noapt	b3b7b5da3b5117eef02ad0e3547d536d2e160890
io.dekorate	halkyon-annotations	0.9.8	processors	377f3e48ed7c3f1d383ff16f43149c5761b95a6a
io.dekorate	halkyon-annotations	0.9.9		3cba6b0ec2dd0d5ffc7bffb127eef8268fdaaf3c
io.dekorate	halkyon-annotations	0.9.9	annotations	ecccd8df02992ea8f9784d993946a78b057b667d
io.dekorate	halkyon-annotations	0.9.9	noapt	3c91cf9d31c5df46c57b55c5f43322a786586cc2
io.dekorate	halkyon-annotations	0.9.9	processors	12f63fec621d4289559ee2284a8aa49876ed040b
io.dekorate	halkyon-annotations	1.0.0		8d45b76bb13af45d5b5a34a45ba5387b6ae00ddd
io.dekorate	halkyon-annotations	1.0.0	annotations	b619f089c4757a259b2b5a236262c6b2e477b315
io.dekorate	halkyon-annotations	1.0.0	noapt	517a075de48148f86aa899c157894e375d5cc597
io.dekorate	halkyon-annotations	1.0.0	processors	4c7eec580494431a0916fbbdabe550396310b257
io.dekorate	halkyon-annotations	1.0.1		4ceac76f7aefbf5c6ad7a6110e235013e600580d
io.dekorate	halkyon-annotations	1.0.1	annotations	14347f5922c34358fa2529c0ac6356688895f872
io.dekorate	halkyon-annotations	1.0.1	noapt	a5cd20d96a4d90b0fa94cc72ed49b770e49701a0
io.dekorate	halkyon-annotations	1.0.1	processors	b90ffad6f0f173a158d428947aea8bd1abea9656
io.dekorate	halkyon-annotations	1.0.2		b9e5f0018956a4a067fc4ffe984788b7c1cd02a4
io.dekorate	halkyon-annotations	1.0.2	annotations	978a04fbda3a7c6b9072308a83ef63b139564c54
io.dekorate	halkyon-annotations	1.0.2	noapt	d919d6cbfbde241bf2b1bad9ef2e215839b7b391
io.dekorate	halkyon-annotations	1.0.2	processors	2a3272be48a0eb93ff757755da3a79ef1bf204db
io.dekorate	halkyon-annotations	1.0.3		4aeec5d138df4671fef92011b385f0de65975d71
io.dekorate	halkyon-annotations	1.0.3	annotations	31afc85b9a5538479ebd0cac40f880492968bec7
io.dekorate	halkyon-annotations	1.0.3	noapt	d05583ce09e4f4fd08d6bf57d1be081fffb8295b
io.dekorate	halkyon-annotations	1.0.3	processors	b8f3865e67d8ee8effbd597018df0377f2484b9d
io.dekorate	halkyon-annotations	2.0.0-alpha-1		b63c850c0b99b144caf609eea579f537f448fa4a
io.dekorate	halkyon-annotations	2.0.0-alpha-1	annotations	a0f128f990089802eaa86fa5abfc61328b33c98e
io.dekorate	halkyon-annotations	2.0.0-alpha-1	noapt	e56ad539952a142ce1df973a02328bbf50c5a5c3
io.dekorate	halkyon-annotations	2.0.0-alpha-1	processors	89853ee542165ca884eaa8e6880a7c8cb837f43b
io.dekorate	halkyon-annotations	2.0.0.beta1		3c88d518a77430e623cfcb5107f1a740b47e89dc
io.dekorate	halkyon-annotations	2.0.0.beta1	annotations	6377ad5f66ae783fae6316cbdde1d691a0aff965
io.dekorate	halkyon-annotations	2.0.0.beta1	noapt	60d561446c6b8cb03d0412a0b1dc5e18dad3ba4b
io.dekorate	halkyon-annotations	2.0.0.beta1	processors	cdb9151ac366fad20c2b929178e1232411d2a03c
io.dekorate	halkyon-annotations	2.0.0.beta2		df2e45e9a578dcf748b22e4c6383fcba5201b87b
io.dekorate	halkyon-annotations	2.0.0.beta2	annotations	05f66797863fe93b43f83cb3b07ff10be444005e
io.dekorate	halkyon-annotations	2.0.0.beta2	noapt	9c6f31fcb06541c3c4914f57b66a5a33aff94c97
io.dekorate	halkyon-annotations	2.0.0.beta2	processors	94cb6801ed19c0b2a033581e761d244faecea50d
io.enoa	example-index	1.6-beta.2		3fc1c2f02904a3d44ebcb9a86a6797a48f232bbd
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.38		faf94701f7fcbae296d45df6b5798d64d6b985dc
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.39		e8bcf17630152db2b7d82571705cba02bf496658
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.40		c72595861f77f35057e6bf76f519a08134d2f025
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.40.1		06134bee6e8ffa5e218770dd053a484c1e1347b2
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.41		0dd2ed28c64bf8da9590483d44d949bd3d82f8e1
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.42		320b2b96fed81b40bf1b4a594477db67745f1be6
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.43		4eb2ff882125b2b4ef864e1b536d3bab35fec3d6
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.44		c5b51bbd92b642ace30656c418cf54176d256d4a
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.46		41c91d38bbeb1fa98468557be255b0fc37ecfd1c
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.0.47		c7449e16ae0a01e06f1c93d3895500a678ea29c6
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.1.1		f97b2908204e78c74ce1aa57e280ec4379e0b2cf
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.1.10		3660752b9ba81753f4682a7ce6f0323b13b3cb81
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.1.11		000b4ab2c003933c6dba841666b6cefa1812c332
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.1.6		7e5f5121bfce1595f05bf767de351d855fdaf699
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.1.9		74a8fe60ed98725dd0392f3def326333b5be4ef7
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.0		0b78b574e30c552425b6f5311a9c9c4ede249e5c
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.1		d4da6ff1e2a7557c958ac887c33a85babc2060be
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.10		572bac5fc112e58c1c4610a90b1352ebd4a38416
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.11		51ea7e7b6265622cb6c3928f67184e0f9ad9a418
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.12		55461414748ebcafacd7dd3e5c8d18d58a544ac7
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.14		7feb99deb751c81585c9cde4d0d677ed91ce84e5
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.15.1		8789b07669b94d01bcf317d16da311626408bf2e
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.16		fb01bec7dcb42ad837c8a6981f817d5b45245077
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.17		e829860fbce9c4d3e05a6edc8ed4573cfa68a836
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.18		144a66c8be3d24bd374125c275c5fd3fe1a61589
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.19		72f7608b35c03fd0bf61b15fb0ac3f795243e280
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.2		c17ae187c17959ad8d5b504ef8a6ac732ad29a7e
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.23.1		d8eef3e374376b19e961327390f8a40990e45df9
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.3		3de7c961e5f7132b033da9df8cbfa5160a37adc5
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.5		eff239c1f389fc016b8cf165dbaae7eb19d994cb
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.7		c7906f889c1e43d1c9f3ed2fc52bc5966fd0d159
io.fabric8.archetypes	java-camel-cdi-mq-archetype	2.2.9.1		321f9d31df20ec2d06c36529a69d6f20c922b3d3
io.github.bonede	tree-sitter-rst	0.1.0		c2294781b417d55fda3b70d0f4a93c3d8cc7723e
io.github.bonede	tree-sitter-rst	0.1.0a		4f557b4a519590bcbb23aaabb77963a60545725c
io.github.deepakdaneva.nifi	nifi-dd-services	1.0.0		faab95f939eb8480f1a7ba1acba2de44179bed42
io.github.devreborn	android-tasks	0.2.0		N/A
io.github.devreborn	android-tasks	0.2.1		N/A
io.github.devreborn	android-tasks	1.0.0		N/A
io.github.dzsf	hyperlog-ohos	1.0.1		N/A
io.github.harryxlb	ureport2-font	3.0		c807cf42ae565d873bd599a8ef15915e523e0af4
io.github.harryxlb	ureport2-font	3.0.1		8222a8b3634cf29696bc92ea209141171fabdf00
io.github.harryxlb	ureport2-font	3.0.2		939ec891197c4625086f2f68f8a0d2f811b2217c
io.github.jacoblanter	CoolFriday	1.0.0		0678094ac768472300db47978c59f91c555022c6
io.github.janmalch	ktor-revfile-html-linuxarm64	0.0.1-alpha.1		N/A
io.github.janmalch	ktor-revfile-html-linuxarm64	0.0.1-alpha.2		N/A
io.github.jmcardon	tsec-signatures_2.12	0.0.1-M10		a8ffef90eca780f286e31cbe7e7b35e1fbf70e46
io.github.jmcardon	tsec-signatures_2.12	0.0.1-M11		5e82dd9edc60e94c9ae1a7a29597fe4833863921
io.github.jmcardon	tsec-signatures_2.12	0.0.1-RC1		1aaf3907f3a2d1d69a5b2048b675f4aecced7b59
io.github.jmcardon	tsec-signatures_2.12	0.1.0		92e7f93ba235437c66c2047aa3f0713bf41a9409
io.github.jmcardon	tsec-signatures_2.12	0.1.0-M1		d0f84fa979f0c3fb2556bd0386e97029b6731152
io.github.jmcardon	tsec-signatures_2.12	0.1.0-M2		ce2ee4ac9938141bc529907d87cb0dfd9db40769
io.github.jmcardon	tsec-signatures_2.12	0.1.0-M3		cbf148982b54761476a3e508de275b83d4c49df8
io.github.jmcardon	tsec-signatures_2.12	0.1.0-M4		bf780d8e3109ce373467a085ebd170d5dbe48cce
io.github.jmcardon	tsec-signatures_2.12	0.2.0		b99d4e0ee81b2e87ed32b796c9b58fca09e5dad8
io.github.jmcardon	tsec-signatures_2.12	0.2.0-M1		0646e15434bbe502d85d42d0dcd2c530e6dcab49
io.github.jmcardon	tsec-signatures_2.12	0.2.0-M2		2324c8cef66d09b0eab967f5e03d4c08e62dce27
io.github.jmcardon	tsec-signatures_2.12	0.2.0-RC1		c3e488e28efd7104523eefc1680c2e40bafbe98e
io.github.jmcardon	tsec-signatures_2.12	0.2.1		e276d7b9bd7ebe351065c57f59cf374967e5be54
io.github.jmcardon	tsec-signatures_2.12	0.3.0-M1		90c44b0feebae00a141a11b634a3d46837fd3a9c
io.github.jmcardon	tsec-signatures_2.12	0.3.0-M2		66e32a87a36b3630d4e88ba0890cb03579ccd964
io.github.jmcardon	tsec-signatures_2.12	0.4.0		070a485200638ab2559a821ae6725156292ab454
io.github.jmcardon	tsec-signatures_2.12	0.4.0-M1		eff8243ba22c132b8236cb1190d99318b2b33d7f
io.github.jmcardon	tsec-signatures_2.12	0.5.0		14bd9c0a8f4bc600a6c8e70df417d282845341b6
io.github.jmcardon	tsec-signatures_2.12	0.5.0-M1		02c81cbb486e90ba1d32f98c6b729ea88c38c382
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.10.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.10.0	metadata	0abcf75fc046ea583ca98e8982af460fbb2e352d
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.10.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.10.1	metadata	af84c033569d63fa7a58fde92976f44c8bea6183
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.11.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.11.0	metadata	0abe3ef4e3aa63fdec722533ee5eaa7ad9971368
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.11.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.11.1	metadata	af6a8c9427739a4933c5b78cea72b16f12de52f9
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.11.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.11.2	metadata	664ada3e2870ccf974891acff312842d5559edf4
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.0	metadata	8f02c5a624293a46bf6609d2d824aa127063373e
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.1	metadata	a946573750c1cef45fe9176ebdd08fdffb97beb5
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.2	metadata	8c6b8053fbba6ae1ca0d8e079d44f6c3f71d336b
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.3	metadata	e16ac4fc274d212a8a706062d989a9743608ba79
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.12.4	metadata	84142ca4b5844dbea5ec3351651a5c4bb653a3e2
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.8.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.8.0	metadata	09ac7fb02845f4d6c2c7f2c5383ed38ca867218d
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.8.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.8.1	metadata	f962d283f75c7ad1926e41724756c07fc34d07c3
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.8.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.8.2	metadata	3c96b21014c0d9107735a807ad41f3c5297c7153
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.0	metadata	183f9e5193468748653d13859cac353271584da5
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.1	metadata	9723d158de071443b3a3cfb3fd5332b7116497b8
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.2	metadata	a93412c1da0a23af0a11c5ac2102ba457b74680b
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.3	metadata	d8151f905252d653f3e516f5249c8a6a729d0c69
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.4		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-ktor-iossimulatorarm64	0.9.4	metadata	3bb086e614fb1ad0bb527d2f4e316b5e72daf9aa
io.github.pandulapeter.beagle	log-crash	2.8.0		N/A
io.github.pandulapeter.beagle	log-crash	2.8.1		N/A
io.github.pandulapeter.beagle	log-crash	2.8.2		N/A
io.github.pandulapeter.beagle	log-crash	2.8.3		N/A
io.github.pandulapeter.beagle	log-crash	2.9.0		N/A
io.github.pandulapeter.beagle	log-crash	2.9.1		N/A
io.github.pandulapeter.beagle	log-crash	2.9.2		N/A
io.github.pandulapeter.beagle	log-crash	2.9.3		N/A
io.github.pandulapeter.beagle	log-crash	2.9.4		N/A
io.github.pandulapeter.beagle	log-crash	2.9.5		N/A
io.github.pandulapeter.beagle	log-crash	2.9.6		N/A
io.github.pandulapeter.beagle	log-crash	2.9.7		N/A
io.github.pandulapeter.beagle	log-crash	2.9.8		N/A
io.github.pandulapeter.beagle	log-crash	2.9.9		N/A
io.github.qsy7.java.advice.delay	api	0.3.3		5956c88abb20040bff39cc054910fd2fb425edf7
io.github.railian.data	data-result-collections-wasm-js	0.3.0-alpha04		N/A
io.github.railian.data	data-result-collections-wasm-js	0.3.0-alpha05		N/A
io.github.railian.data	data-result-collections-wasm-js	0.3.0-alpha06		N/A
io.github.shabinder	soundbound-extension-loader	1.0.0		02ade5d1f46ba5ff40165f97ba19ad75da77d5cf
io.github.shabinder	soundbound-extension-loader	2.0.0		95f69e3f7040c1db2c6a26d4e809cb597204803c
io.github.shabinder	soundbound-extension-loader	3.1.0		95f69e3f7040c1db2c6a26d4e809cb597204803c
io.github.shabinder	soundbound-extension-loader	3.2.0		95f69e3f7040c1db2c6a26d4e809cb597204803c
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.0.0		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.0.1		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.1.0		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.2.0		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.2.1		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.3.0		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.3.1		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider	1.4.0		N/A
