ch.nexsol-tech.spring	spring-build	1.0.0		N/A
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.0.2		e6b4d3a3131ee6ab21aa26bd5d6ac92893f0db94
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.0.3		cebefef54a062c1a4fe527bc79c32104ffbea755
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.0.4		026d44465d11d4ebffa6c9f7a69e554f963029e0
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.1.0		0a3eced7a73ee8120cc533783e8da3830405789f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.2.0		983c00ca73c7b811b612ec0bfa65bcc1bc8c9d24
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.2.1		b8800aab62c689c06e83742c7ab45df081ff6a28
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.2.2		114396e5a01dae667b31d0a7298e25c91477f529
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.2.3		c655665659be3bf1f125794dfdaf218d598cc943
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.2.4		4a3eeee8ee4e42c996a952f31eb3fa16ebf09fbd
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	15.3.0		5dca0a85b10eced8f3d734a0c4f2598be07f3396
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	16.0.0		0c279a6d269d0d93bc641f566cca6d9a8327ada0
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	16.0.1		aeb4a8b72fef60fe175a2f6446e257d917de4be2
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	16.0.2		b9d9ea7b86646723ebecd4a8091036ad271c7372
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	16.0.3		6cb0a81b86f98f2d902f368c619a020163e0fc2f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	17.0.0		8fd5f1ff825209b1c8243a603bebeac4e799fc5e
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	17.0.1		49c010aa74cf0e79194872d0f7cd12a135070795
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	18.0.0		0def552c31bc67724fd9fd6695b74827a736e7d1
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	18.0.1		e2c54caafde19efa8d17d299ef6bdf149cf325e6
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	19.0.0		5ce8ddd9ab1c8b617fcfb3e2cf05199ab73cbd6f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	19.0.1		981a656a5935b90e14417595db4e69566e4da808
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	2.0.0		c9c8252cbb0f65ec74c1466411adb6381d166fd8
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	20.0.0		d459bd77d2725cf5f38658f9a4a8087086c43449
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	20.0.1		a76f46a36c27855e279dac05c1fe295395149899
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	21.0.0		9ed0e57a0321a651aaf38b3fcab64ddf7945a2e0
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	21.0.1		4d4e38eb54ea59f68149a5a6031c4f2d2cba9ad8
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	21.0.2		b42b79b2b2a3bc4644bf6256b1c3489777546af9
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	22.0.0		049b32194c05ed03a583223c4112c2603c1d79db
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	22.0.1		e9df79f9bb891a4204228f994c0869d332ee2ac1
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	22.0.2		394c342578690cb55b0169a04d461063cd6ba580
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	23.0.0		5ef60eefda4e07ad810cc4a8827e5ba0cdc57ac2
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	23.0.1		93baaa897a2f91f62d890da9bc07b3c8eac69230
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	23.0.2		743fa1f9313edaacc039cf479b79d7a1f8bb00d5
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	23.0.3		0113ac55ab17cb978bf06211cc126337f3a693de
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	24.0.0		cd3b9c49433a952a0499ea3cd8f385d7d46b3a83
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	24.1.0		1702244190951cec758aa834e566d93c62c363c4
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	24.2.0		c19dcfda1b80c30f98aa8eb811a5c02afe49fa29
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	24.2.1		4952b599bf3673a4a5ca40caf25e49facbbfc02d
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	24.2.2		97a159dd3d910a82ba8dbcb4d1bd554eb9c9985f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	25.0.0		501a22be77b01144b21b37efd9618a955e83c918
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	25.1.0		6a89b88faa83f0d252dd6c85a3fe9d91652d66ff
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	25.2.0		6b1d367f6becf548def54472a64244c982f13f02
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	25.2.1		d13786a5080fc7d5cea0180c70dc333eb82ce091
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	25.2.2		68b4340e574f4c4d3d6c73a8b35359e56d77455a
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	26.0.0		7a5a84d03002c24634963385a92b23b4049d729b
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	26.1.0		fd98c5d9caff09d6014cb2e6fcb4aa9b77e6b900
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	26.1.1		252db6f948293ddca43ee3a5ddee19df4502a92b
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	26.2.0		3243eb166ad1c65fe68e4f1d103212e7889ec68c
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	26.2.1		99dd3b4ebce52f423fb4b565029ccd268aff5eda
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	26.2.2		bce93fea462cfd1534b8c7828939727164fba248
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	26.2.3		5efcfdd6a07ca61639555be68383c72b23e16354
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	27.0.0		23e168faffb0f90977fdda976fa8aebd34de4d84
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	27.1.0		88d1676bd3fb0806b2b63d3664f12437fbb5fee7
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	28.0.0		8d3dc6af11f6c2970f3333d0de9feeec7e904534
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	28.1.0		358dc7d4619cce5f49738b6dbcc31792d6c7c7fd
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	28.1.1		d731848177100d3b1bb1d9d0d39c8073af0139da
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	29.0.0		455c845b195b9997cb95275437420d723758e225
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	29.1.0		59cb822604f88f3d6efd2a0afbb5a8053470b69d
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	3.0.0		7366c160bd71966ec1622dbcc67c7d7c5c3845b4
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.0.0		a83487229675f5dd6f8ee02701297c6a73b7a357
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.1.0		41a87ded05925854dbd04e8f924b69711d0f8b5f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.2.0		af271a86f4f1124b17e98a2fad49cdae3e72e836
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.2.1		a98bf1b3ccc0b8f31b5d380048a457fee5ecdcb3
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.2.2		53217dea289ec8b1cc605b1f0df4a0e2148020af
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.2.3		bda487bf98efae1e520fb7e8e24078009dc08725
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.2.4		a4bae796d7f7235ac922231fd955044a7ae4bea7
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.2.5		cd8ee5c576b0796d8be40aeb1a631a100c652c1f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.3.0		c922185bda600bfb264402f1b0cb06740d014183
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.4.0		de804cc69ded5d21788cffe1a5d2772261a8b46d
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	30.4.1		509f0d34fbe7d438f916f89870549cf243720cc3
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	31.0.0		0d8b13823145b7dacfec25cffa00a29652856275
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	31.0.1		38dcc7975d8a1e1599231aabe810d8ca64fe2d3f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	4.0.0		13a0070c26871cf0ba658b4f1901129698ff6c13
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	5.0.0		57764655d71f8edb19f4aef850dd8fa8c874665b
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	5.0.1		a2f9311828f568c2853adbbbd47324d3b64bb981
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	5.0.2		42b2747815067c0ce0e67f05bd8c885eaf7ac10c
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	5.0.3		ff0beb300d66e217f3d7abccc1d71d4f7d620cca
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	5.0.4		196f6b906b17b73461aebae9344d075fc5ffa8ba
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	5.0.5		e698b43017c39867b9fda0863c06ffebd2ff65dc
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	5.0.6		a1769e0ec7e0d4c41c661a77a599d87ac76ea948
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.0.0		77e7325b52754738c2618d799051974bdc67affc
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.0.1		1805a37c999a5209192c51706155fb60ea2974ee
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.0.2		74f9d6ef602e7d19583c0611a3229210cdc1c1bf
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.1.0		5645a2b5e278d8b07af2fe25f33c680cadc9d12d
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.1.1		fd079588725b6929a02c088377a1dd99040b2136
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.1.2		fd8b47fd08c0998bd9dac3139c50f93db47d37d0
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.2.0		c62ea012e7dcc0e8c3201f4ccfde9ae1133edfab
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.2.1		c1c4462b64301416deaa0020ea27105f122dc8b3
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.3.0		38704b59174c384eafb673e20972ed790ae7ffc9
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.3.1		3e2bd68eb57254464be397a10d6574a904688d1d
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	6.3.2		bb9aa090fc068bb506fcbe3f262abc5287bc9266
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	7.0.0		2f1b2c02d9e5b01b478b1ec016cae1b4103144dd
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	8.0.0		dc3cef5270cbd07f767ebb6eed6a0b4051f8a5d2
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	8.1.0		0d2d74be67bfec7006f6b75e5eb59fa191f6ff9a
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	8.2.0		154128dfb0c5e07b2c374e18e9b6fbece25c999b
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	8.2.1		07d05b44389765597ec01ddd94993f62b50fc1c8
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	9.0.0		7bbc2558dde91ac06c5816a220054b4355b8783b
com.lightbend.play	play-grpc-scalatest_2.12	0.5.0		6d7f5dd45a038ca122a363bc415d7c56b93a72d4
com.lightbend.play	play-grpc-scalatest_2.12	0.5.0-M7		022aa9b419f293cb3654ebb6a1cba36bd7331dd4
com.lightbend.play	play-grpc-scalatest_2.12	0.6.0		9569db17d28dd46d699a6ed110edaba252aa1593
com.lightbend.play	play-grpc-scalatest_2.12	0.7.0		50939fef7fe144cb856b2fd8578146da0efc0468
com.lightbend.play	play-grpc-scalatest_2.12	0.7.1		44acc249861d171d81dd6f5927f79c940eaad346
com.lightbend.play	play-grpc-scalatest_2.12	0.8.1		fa27c84645d720766c89936910cd770baa84c110
com.lightbend.play	play-grpc-scalatest_2.12	0.8.2		851a2bc6cf6fe7754d92e66391c8762ad87aecc2
com.lightbend.play	play-grpc-scalatest_2.12	0.8.3		1b25e94a8c2b1c10f616f05df2b7c996281ff275
com.lightbend.play	play-grpc-scalatest_2.12	0.9.0		7be010be32195afbce5b14083dbf68b1d358ee5a
com.lightbend.play	play-grpc-scalatest_2.12	0.9.1		e0a01190b7e449af5e09d5e57052f8df7e82c447
com.lyloou	component-logger-controller	1.0.2		1aa2e4063f705e552f8651746b6097e605017fc4
com.lyloou	component-logger-controller	1.0.4		4c6ce9ccefe81a7ecf1beb1d6c8312ae4036d529
com.moriatsushi.compose.stylesheet	compose-stylesheet-surface	0.0.1		b5c279e188d58b904783ba6aa8ab6f099e71db10
com.moriatsushi.compose.stylesheet	compose-stylesheet-surface	0.0.2		9931c20cd5267dd584dd05ec000e510c40327c42
com.moriatsushi.compose.stylesheet	compose-stylesheet-surface	0.0.3		bb2f75556e2f14838ed89e0c9ab7528c3f492d3b
com.pakybytes	sec	1.0.0		763d2c496ae8d836c53508496ce8bca175615d4b
com.pakybytes	sec	1.0.1		4f876ccecf42bb69330abd46cb77a450fa1c6425
com.sksamuel.elastic4s	elastic4s-effect-monix_3	5.7.0		34abfd54a880f00ccbfcc4e12398bf0114a3d697
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.10.0		70b06fc607d46b6d6fb5623548df5abec16814ae
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.10.1		dfe323849c387873411465952bf205f81ead0cac
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.11.0		09339993569c8dccda59c512acc5d40eb92f6e9f
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.11.1		cbda08209f90addbd3a9ed52c91c9ed247ac1d78
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.11.2		06c980bbe6efbde156d6c5af5502e22ed86a0c0c
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.11.3		c5b9b8647bd01a26d571511ebf772471ddcdfc64
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.11.4		070b0f1889eedb458822077de392cb84f6985d10
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.11.5		4d14d3fd27af9ab801a66ff2b448209e475ac946
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.4.4		e4f5aa0b5d36710aed58e1875f8df990bc276fc5
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.5.0		88c36153d42785e73ff15657778f089a3eced41e
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.5.1		6e63069c43c1bc1cbe39924ca69b92b4c81440a9
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.5.2		8dc4d2b77b28ec2def8fb0c3324e92019312d4a3
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.5.3		9ae007582eb1caeeeb9765efe398b5803802a76a
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.5.4		8df9ec34ca91ed246d298f1a97c55da5826b45c0
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.6.0		18eec6c6bb0bf452b8a771f02770d6421eb9ecd0
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.6.1		7377d06cab3d844bd22e07296808e726c415ec77
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.7.0		393390e0c8168b331142e6e79d24f01b6fee7d25
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.7.1		b6bd2b534d5c4280a3df96685fe8aa0dfe30e869
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.8.0		169845f93be45abeb5c1ba860bbeef3491c7e5ce
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.8.1		ef82088f6b613de9550a9bb9a013ce6ee764677e
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.8.2		5072e7cb8591624ee546b5423c3acc9e2439fcef
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.8.3		0120674fe3ae67dab9b11d148f779cc2cc54990c
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.9.0		328a87a32c4d2aea73636f3991e7d0c3c01dc89a
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.9.1		3352e71d3c17a1955e7a2a85873c3ffc4668f13b
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.9.2		9a75dc7b4a53b40a8d91f9aa49e54a471300d072
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.9.3		7a15a9ad6c34cd0bddb585e8646df04d481c913f
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.9.4		883ed53d29bfa7328d3f21bbf435b9f8854f7d0d
com.sksamuel.elastic4s	elastic4s-effect-monix_3	8.9.5		3a7adb1e3cd941f69dc9fb163a36c0cf1660e47d
com.softwaremill.diffx	diffx-tagging_2.12	0.3.10		06ca125f6675c7af027de9e583fd1983e419ebf4
com.softwaremill.diffx	diffx-tagging_2.12	0.3.11		120c478a956f0c2e8e05f3e7f2d5bcf460b0afbb
com.softwaremill.diffx	diffx-tagging_2.12	0.3.12		b5a763c65592a1172c8f7b8906619616597c9747
com.softwaremill.diffx	diffx-tagging_2.12	0.3.13		3fa19bc694929cb0d2231712861e631270c18f8d
com.softwaremill.diffx	diffx-tagging_2.12	0.3.14		6b37b31bdd9564880b638ec99f26c29018b2a26a
com.softwaremill.diffx	diffx-tagging_2.12	0.3.15		5605b992558f147681b654023c180a02f827eb82
com.softwaremill.diffx	diffx-tagging_2.12	0.3.16		e01ae2ff68fad4335d13d4a38251871b3b45af14
com.softwaremill.diffx	diffx-tagging_2.12	0.3.17		120bd835201916b6df44815d6a068bd438db8271
com.softwaremill.diffx	diffx-tagging_2.12	0.3.18		1bc2733defedaf3e2f3ffc04fff3f79d53c54a1e
com.softwaremill.diffx	diffx-tagging_2.12	0.3.19		73d9e2699c8ab70bf99d87e76c71b0c4fb460763
com.softwaremill.diffx	diffx-tagging_2.12	0.3.20		b4cc4fdb4e9ebf914b90181b78fdbdc8725fab56
com.softwaremill.diffx	diffx-tagging_2.12	0.3.21		f51c95bcb68d87f517430eb34b9ba11ad5acd4ab
com.softwaremill.diffx	diffx-tagging_2.12	0.3.22		22c420a4b9e2a1bb5d7accdc1fecf4203614b152
com.softwaremill.diffx	diffx-tagging_2.12	0.3.23		7c7ec7a144deb728825cabe380c3b9efd388c3c8
com.softwaremill.diffx	diffx-tagging_2.12	0.3.24		b5aaaea1809773e8d8d175692d591d4fcca10f7b
com.softwaremill.diffx	diffx-tagging_2.12	0.3.25		d03a3cd110ae4193509846cc3d816496da0dd3e5
com.softwaremill.diffx	diffx-tagging_2.12	0.3.26		c3b2916b535883acf9392be36dfb5bc66c27702b
com.softwaremill.diffx	diffx-tagging_2.12	0.3.27		85b66938063706007e64e02565229080138434fa
com.softwaremill.diffx	diffx-tagging_2.12	0.3.28		34fbc0ce3181bdcdb6ceaf3402f1809fc19062b2
com.softwaremill.diffx	diffx-tagging_2.12	0.3.29		84c3ee4b9ea09ffdd96013127e5d44258077b9ac
com.softwaremill.diffx	diffx-tagging_2.12	0.3.30		8f274912f21f6f91b1ce9c161d6d8b79fd5d4ca2
com.softwaremill.diffx	diffx-tagging_2.12	0.3.6		07e3864995d9de436574e344240ff66377e3ba10
com.softwaremill.diffx	diffx-tagging_2.12	0.3.7		c6b75b6813139947974b202a3f9cb0c60b31f53e
com.softwaremill.diffx	diffx-tagging_2.12	0.3.8		f612986ff83b7640daeaa1a54f0e4b73cb12558e
com.softwaremill.diffx	diffx-tagging_2.12	0.3.9		08c47b40cd86099cb931406294c80c9fb3027cc0
com.softwaremill.diffx	diffx-tagging_2.12	0.4.0		1dc6edd371e2c2429c8deb698f9793fa5d6facff
com.softwaremill.diffx	diffx-tagging_2.12	0.4.1		66029f32bd135d577f99da9ae814136b54d33e73
com.softwaremill.diffx	diffx-tagging_2.12	0.4.2		536a0881d7b368aed3931ac452d9856c5a5caa89
com.softwaremill.diffx	diffx-tagging_2.12	0.4.3		4abb7065bbe0b6eae6c0967549e0e7b5f09a98c3
com.softwaremill.diffx	diffx-tagging_2.12	0.4.4		37e71fb1f4f0361362c0c1f6c69a3af87bac6916
com.softwaremill.diffx	diffx-tagging_2.12	0.4.5		a98bc1b469dfdcf68757adfe82c5f5df9e29c948
com.softwaremill.diffx	diffx-tagging_2.12	0.5.0		02ed76d69ddfe397be717fa3292a97a546660065
com.softwaremill.diffx	diffx-tagging_2.12	0.5.1		7484e00356b8b5a5cb1a05b7ba6bc79b096ece12
com.softwaremill.diffx	diffx-tagging_2.12	0.5.2		03bb470a619d4c46235a2381f1227f29918f5984
com.softwaremill.diffx	diffx-tagging_2.12	0.5.3		72858b1155a97a56234907be725bfc4be7b266ae
com.softwaremill.diffx	diffx-tagging_2.12	0.5.4		c815226d3f323407b771c7a0d27ed87af9b328da
com.softwaremill.diffx	diffx-tagging_2.12	0.5.5		7b217ee6d599d4837193be1495c057c184a9d24c
com.softwaremill.diffx	diffx-tagging_2.12	0.5.6		67ca273450cdb919a31617d31b1f1d192d14bc57
com.softwaremill.diffx	diffx-tagging_2.12	0.6.0		6c5d12e3cdaac175844b6d19534a2f57fb5e64c4
com.softwaremill.diffx	diffx-tagging_2.12	0.7.0		e1553be982e8a4c1a0e64db99400321ffaf60851
com.softwaremill.diffx	diffx-tagging_2.12	0.7.1		ee8e42dc547c0e59e5ed6b9062ae576f8cc39232
com.softwaremill.diffx	diffx-tagging_2.12	0.8.0		64f2508e3f3c9a8a4ceb026dc7168c6f61271a1f
com.softwaremill.diffx	diffx-tagging_2.12	0.8.1		599b70cb6a14176eb620694cc024ca9c40a44e88
com.softwaremill.diffx	diffx-tagging_2.12	0.8.2		dbe2f6ac7fa9fcf59dbe95803dba743eb2dbcfdf
com.softwaremill.diffx	diffx-tagging_2.12	0.8.3		c7b0c08637809fa8598650f6ea8a263371b41d42
com.softwaremill.diffx	diffx-tagging_2.12	0.9.0		999b0fbea0e982900fe5079337a994cc976837a7
com.watchrabbit	scanner-attacker	0.8.0		914b7986032dafff04a50c76bdd887d08a2ff7e4
com.watchrabbit	scanner-attacker	0.8.1		1a26c3a29537ed5c92c2b3a9e8726140e942e83b
com.wiredi	security-integration	1.0.0-rc4		b47ce61b23f89c5cb771dc218ddf5f6236d50e36
com.yandex.pay.inapps	core-finances	1.0.0-alpha		N/A
de.peilicke.sascha	kase64-android	1.0.3		N/A
de.peilicke.sascha	kase64-android	1.0.4		N/A
de.peilicke.sascha	kase64-android	1.0.5		N/A
de.peilicke.sascha	kase64-android	1.0.6		N/A
de.peilicke.sascha	kase64-android	1.1.1		N/A
de.peilicke.sascha	kase64-android	1.2.0		N/A
de.peilicke.sascha	kase64-android	1.2.1		N/A
de.sciss	prefuse	0.20		N/A
de.sciss	prefuse	0.21		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.2		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.2	metadata	8b204125a25d37dce840a94f0effaa1a537a209f
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.3		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.3	metadata	69cb62b781e7268e64a0025ebc291c655e510115
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.4		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.4	metadata	11e93985e5ca39d459aa5edb1b358aa6dc807640
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.5		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.5	metadata	a9b0b6ae5b8b53193a77d5b741bbd890e2582021
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.6		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.6	metadata	607aa334e8ef385226e7b2834e665b6d3c11100b
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.7		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.7	metadata	7889f15432ae153cb6a9286a2b3b9df84c8dddcb
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.8		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	0.0.8	metadata	8e9400326c5c56adc0d1a0a1a16f0729c811d128
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	v0.0.1		N/A
dev.programadorthi.routing	resources-stack-watchossimulatorarm64	v0.0.1	metadata	6bfbe46bd471187cb5f34cc0eeabdcd55a736e04
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.102.7		85d7c8ff2a61d8dca0ee9103f6e9e9cbc3a30eff
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.102.8		69489b80ba042cde26ead8d3cd25136c11e2f2ce
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.102.9		99da20e81212f48430248c4d59d5016e0899f174
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.103.1		d1cb94c1c5da19848372d9848e3ccf048d22cf31
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.1		0cb9ede58d9a8f3ed4ca07c19ca15a33aafe90ea
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.10		c178992b52370d30952bd1140c0013d752890a02
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.11		887fa2659a21c67b4161737bf0eb4d57da64ffd2
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.12		4f5241b53de200529faac11ba4960f9c98804501
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.13		2fb609f40869034aa939d4b1a945bd16319e04dd
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.2		b5b28131cd0cae9ab951a3440c564548a2be089b
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.3		57c82707dc75c944668c4504906d974c7c3ed399
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.4		1ad84a9dbcc2c0ebd21f2fd06053303d61476b70
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.5		bbbcf731e7ab018e92f1e530726f63da9d5e4b19
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.7		902b12f3a925790f3b963ceea2d41e0def7e0c9b
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.8		c20903c4f0f404f8acd83ddb3ebb819dddacc2d8
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.104.9		239816e3b21e74fa512c04133384161e8c427712
dev.zio	zio-aws-cognitoidentityprovider_2.12	5.17.112.1		1facfe35811db75d99436ad3f07fff8346a8af75
