ai.faculty	dynamic-configuration_2.13	0.4.0	-	bbdfccb3e9c915d1c8ebaed38ddb3b94bc559464
com.restfb	restfb	2022.3.1	-	80c44b86d2ef0bf239bb31572f1dcacc45226473
com.restfb	restfb	2022.4.0	-	cbe07c054f5c30bed7a3d5987d73efb7d5186ca9
com.restfb	restfb	2022.5.0	-	fb07e5b8feaf8f3365af7da1e8588a5fbeb2d6ae
com.restfb	restfb	2022.6.0	-	f590fe35dddfe0bc52349b33e50a6341fd549838
com.restfb	restfb	2022.7.0	-	43758dc6fe2e077688339f55b56904d11fd16fc4
com.restfb	restfb	2022.8.0	-	2624c6dbf1fdb136c5507efd5ccb1cc074b600e1
com.restfb	restfb	2022.9.0	-	105d0df688e547597f2c7d42f6747ba22a6d7d0b
com.restfb	restfb	2023.1.0	-	38aea669f15e82cdd4cd9d78dddce6d3fb8493b0
com.restfb	restfb	2023.10.0	-	5908f5788bccc2e76d4a1792235582070f64530e
com.restfb	restfb	2023.11.0	-	b94baab35eabe9bebb93cf86561497b1073acdbc
com.restfb	restfb	2023.12.0	-	175a8b663846553573d971884dc43976ffba82a5
com.restfb	restfb	2023.13.0	-	8d7b4072ae397b6476f0137cbf759b6a011e8978
com.restfb	restfb	2023.14.0	-	2028914cfe7b71afe54ed4c38563c79483f4f0b0
com.restfb	restfb	2023.15.0	-	cd2d13b3f8f9a0dfd2bb5987cf6c4e972d42ca87
com.restfb	restfb	2023.16.0	-	2f6493da2eb15571684eaf946f46994928ad6d13
com.restfb	restfb	2023.17.0	-	d310c169358fd9da096d07b4c1e742fa7d70164f
com.restfb	restfb	2023.2.0	-	80fff30202dcdcf623bca0287f69a76900f27133
com.restfb	restfb	2023.3.0	-	bb93f89681f41796e0a70a9a6b8dcc9e34be2664
com.restfb	restfb	2023.4.0	-	ea57dceae447fdc92fc93c6c9747a57dd8b6b874
com.restfb	restfb	2023.5.0	-	7dda4cec28e6565ca0c50181fc1ebe606f02f3c0
com.restfb	restfb	2023.6.0	-	57f45362bae79d47d7f9acb37e03195b798780f2
com.restfb	restfb	2023.7.0	-	674d7af2cbc7dffc6ad9c2d000354c96705bdd75
com.restfb	restfb	2023.7.1	-	7a7f72cfb53a19e4d60ace2c72d4721f700a4d32
com.restfb	restfb	2023.8.0	-	5d3a76738562eaa73ef0961df96d6d54ebbc2ac4
com.restfb	restfb	2023.9.0	-	a8fc9b8106f06d523fb4ff2197138ee411bb069a
com.restfb	restfb	2024.1.0	-	871070f477b346f1f224f2d7c72e97840cff304b
com.restfb	restfb	2024.10.0	-	4ea9a6729f474455c0821732ae323758139acb17
com.restfb	restfb	2024.11.0	-	688843758f6b24547e5126510afc937ef2cd6b9c
com.restfb	restfb	2024.12.0	-	a51d7a51aab5d65c4df8a010e7b4983f4a46fc16
com.restfb	restfb	2024.13.0	-	c507ef35a769d4eb980deb2c0f7dd9a5f234391f
com.restfb	restfb	2024.14.0	-	10bfb343dea42cc67724ef2f2b7c376c9b339278
com.restfb	restfb	2024.15.0	-	26ecf19420ecdb01b1a84bbcf96e42540e972a81
com.restfb	restfb	2024.16.0	-	3a224646f7d7b72f6a93b75393f674732c34156d
com.restfb	restfb	2024.2.0	-	973103fc2161616dd4f1bdebed4988bad015b5ac
com.restfb	restfb	2024.3.0	-	fe9f66ad48b74c1f8d298b835fe2cdc073a69a57
com.restfb	restfb	2024.4.0	-	345e031fdd222c82b0f3ac026be1dd2b3f29ea9f
com.restfb	restfb	2024.5.0	-	92455a04fb96ae34da0365ec76b757b41064afe2
com.restfb	restfb	2024.6.0	-	a95e7ed3b897a1f29d7994c352efae5b26fbc8c8
com.restfb	restfb	2024.7.0	-	695e64ac49f052a74ce695a46ef02e184c945670
com.restfb	restfb	2024.8.0	-	93154a8677968aeff8ba71e12c39e0becfe00a4e
com.restfb	restfb	2024.9.0	-	2fea97487a1ebe9177e861e80d7e59ed6ab25f93
com.restfb	restfb	2025.1.0	-	8677892e1c51bb9f3b076d72900a64f1296f4860
com.restfb	restfb	2025.2.0	-	4423e52673421c7bbbaa73087663e289e6f5af93
com.restfb	restfb	2025.3.0	-	9af82aff0f94ea62f89caf9168f1c569c4d4953c
com.restfb	restfb	2025.4.0	-	111cb564132e2bfef8380572cc6654218fce9dfd
com.restfb	restfb	2025.4.1	-	1dd08d2bdafa5bb9f933f04d9625a8241afe01c6
com.restfb	restfb	2025.5.0	-	e51e175d886411709e49f0a1af9cc0d37497d8d5
com.restfb	restfb	2025.5.1	-	2c72253d1ac1d2bfb7e92a86812dc7f674539462
com.restfb	restfb	2025.6.0	-	e79c9917e8a2ec87fe238d8235027b28ffbb13e7
com.restfb	restfb	2025.7.0	-	92e680332dcc4aea42e47235929c80d647f1b310
com.restfb	restfb	3.0.0	-	7f1d3fbd0d56d4580cdecd673cb0382a4b164761
com.restfb	restfb	3.0.0-RC.2	-	0a5b2d5d164d896c6d03dd73fd1718da86bfe11f
com.restfb	restfb	3.0.0-rc.1	-	6ddd0660204549380dad2f100b478bdfed70eb07
com.restfb	restfb	3.0.0-rc.3	-	fd11a1a36db4daef527725c11c1dfcd0a35f22ab
com.restfb	restfb	3.1.0	-	62603ebdbab66a34feebb49ce96aa54556dbbc3b
com.restfb	restfb	3.10.0	-	25724cbf3fde04f8f095b3eb23c0f6dc75d7c6e0
com.restfb	restfb	3.11.0	-	92aa51775111ed007e83c876980b7ba5b066ea74
com.restfb	restfb	3.12.0	-	182a0ff57309ab8aa47671cd74f277a2593ba8e1
com.restfb	restfb	3.13.0	-	37afb1dd7aa834aaa9510305e1fdb84de736ec2a
com.restfb	restfb	3.14.0	-	bee8bebfd18c84e510aca47c6ea7ad5dcdbdd910
com.restfb	restfb	3.15.0	-	e1a6994453658ea38aff9c633dbda6c76d0b45db
com.restfb	restfb	3.16.0	-	0307e38e17171052a46c02effb7cc2cefb07c362
com.restfb	restfb	3.17.0	-	239698ae6b8b2cb3a6af3f2534659aec9c51707e
com.restfb	restfb	3.18.0	-	fbd2fec88980c740749bb34e6d9cfaa041b11073
com.restfb	restfb	3.19.0	-	7a8301bdb37fbd6809d8ddcfaa78bf8a93be620c
com.restfb	restfb	3.2.0	-	bc384e826ef9f49353f868b6c6363571c334dabf
com.restfb	restfb	3.20.0	-	698baf83bf671db33e80779820b3eb006ac61f5e
com.restfb	restfb	3.21.0	-	2b33beba44003ce512543c0d69363e1f4e6ffb4c
com.restfb	restfb	3.22.0	-	40173199c6d7259e980a4c17e72c5d60fff5ec37
com.restfb	restfb	3.23.0	-	d2b41bed25f35b335521b8f6c9a84af50166240a
com.restfb	restfb	3.24.0	-	7fb93352f2bf749488e11dddf553bdb23b881576
com.restfb	restfb	3.3.0	-	76b097ae65b7fc3c55e31d0da94b64dd988faa6d
com.restfb	restfb	3.4.0	-	c649156e150b4fe05cb5ed960a129546903a4b0c
com.restfb	restfb	3.5.0	-	6aab56955cd5e670598007c8ee03dbad609f7d44
com.restfb	restfb	3.6.0	-	574bdc8258d05705f36260a5bc488c66babe2460
com.restfb	restfb	3.6.1	-	1cd7fc4e1fb8cfea7a19b3c7dd948c18efe824d4
com.restfb	restfb	3.7.0	-	1497316c01796a013c46181a2e585b4981238bf6
com.restfb	restfb	3.8.0	-	c688243a7ecd2013b8149704208b8bfd4c924795
com.restfb	restfb	3.9.0	-	0236e1d96d021c757bc96e3115b4d0989b5af94e
com.rexsl	rexsl	1.0	-	b6ebbd19c2d1eb963cb6266eed9ad1f26d64cfe2
com.rexsl	rexsl	1.1	-	f6fba78c94954415c87ccdcba9b103c5409f8355
com.rexsl	rexsl	1.2	-	1eb4777562e250d258e2c5e522fe50ece801ebb7
com.rexsl	rexsl	1.2.1	-	56c95e6e394e0da057e561e658cbf2345a7afdd4
com.rexsl	rexsl	1.3	-	e690f67e1c9c4cefc7d60266919617d67f7a01f7
com.rexsl	rexsl	1.3.1	-	f10c0b9d961e515c608505a1ea807ba9b6bd318c
com.rexsl	rexsl	1.4	-	1c570f31965490189effc73e607d8e16c74a1562
com.rexsl	rexsl	1.5	-	b44bcfa498758ce6bc8bc6e79a2756ee298a08d3
com.rexsl	rexsl	1.5.1	-	15eeb281b15bb02aaa0cbd395f9b7d0870729f1c
com.rexsl	rexsl	1.5.2	-	8dc8ea4d6635950675e29a97870da9396f544bb6
com.rexsl	rexsl	1.5.3	-	ad1422abd73d41b1548f6afd458b49a42f3116c1
com.rexsl	rexsl	1.5.4	-	2542c41c861314e51b9ae805f760a45981d7fa49
com.rexsl	rexsl	1.5.5	-	e9c28e487c61297c181b2ba5c1bb35ce9806587b
com.rexsl	rexsl	1.5.6	-	cfecdb66129dc82d8739d807ea85f299c1414b2a
com.rexsl	rexsl	1.6	-	07d5bdf98a35d8fcfa6d15ef4dd0a095749fb3a5
com.rickbusarow.modulecheck	modulecheck-utils-coroutines	0.12.3	-	597070b54a1cf519b4f3c00008574f080be2ed5e
com.rickbusarow.modulecheck	modulecheck-utils-coroutines	0.12.4	-	e8d1138da10871bd5a04fafb9538948b624710ce
com.rickbusarow.modulecheck	modulecheck-utils-coroutines	0.12.5	-	9420d2c739c0b1e9ec580399a6f7e1e59e913c8c
com.saucelabs.selenium	selenium-client-factory	1.0	-	6f1a41ee145d9191e6196d8f79ec82c4ed212a95
com.saucelabs.selenium	selenium-client-factory	1.0	1.0-jar-with-dependencies	f1504d8d9f9f9652099425c3fad3604542d5b71c
com.saucelabs.selenium	selenium-client-factory	1.1	-	62260d003f1eb1b44d9093f86b6e2231dc1ab05d
com.saucelabs.selenium	selenium-client-factory	1.1	1.1-jar-with-dependencies	f2543a74eb2fc36194a982074c73d2ce1edbe1bc
com.saucelabs.selenium	selenium-client-factory	1.2	-	d2b6381f86c02a2280573a0e916520085f4ecd77
com.saucelabs.selenium	selenium-client-factory	1.2	1.2-jar-with-dependencies	440356b936f250301e8206605f49ed7086d126b1
com.selectdb	flink-selectdb-connector-1.13_2.11	2.0.0	-	e54753f612f1ff189973adde368e5501c712ad6f
com.shekhargulati.reactivex	rx-tweet-stream	0.1.0	-	c026add2f0529b127f966fc1a0ba1866cd619b1c
com.sksamuel.tabby	tabby-fp-js	2.0.0	-	553b819325df80ffa4588a355115850b74b1b9f0
com.sksamuel.tabby	tabby-fp-js	2.0.1	-	da088e7f024e8d912decfdacef2203cf1d150dd5
com.sksamuel.tabby	tabby-fp-js	2.0.10	-	edeca9122b52a832cd6e2b1c8d14cd554f1bc859
com.sksamuel.tabby	tabby-fp-js	2.0.11	-	6ac1f82aa38252db9021130c53d668e24ed57ca1
com.sksamuel.tabby	tabby-fp-js	2.0.12	-	64cb5e9d8ade81614a28de54551b71de12f223ca
com.sksamuel.tabby	tabby-fp-js	2.0.13	-	dba30cf5aa2ef26c7c9fffcbe4038090ed9ff850
com.sksamuel.tabby	tabby-fp-js	2.0.14	-	b9aa9175407c12d033e6dc6faad8f081218f63b0
com.sksamuel.tabby	tabby-fp-js	2.0.15	-	60b1aed9b014afed0c193faf8ab0a76c52f14682
com.sksamuel.tabby	tabby-fp-js	2.0.16	-	69ad557dfcc51788b89b224d606cba85f95b0e4e
com.sksamuel.tabby	tabby-fp-js	2.0.17	-	655710b7bd897f42deb8599add3ad4c1454fc56a
com.sksamuel.tabby	tabby-fp-js	2.0.18	-	92ff007ac4a07a3509d75e761afef0e3a3631391
com.sksamuel.tabby	tabby-fp-js	2.0.19	-	bd2cd8badd2fcb1d2823a2e17054dde112b77709
com.sksamuel.tabby	tabby-fp-js	2.0.2	-	3c1dd8e092dbae4a860a559692815fdd11bd9144
com.sksamuel.tabby	tabby-fp-js	2.0.20	-	80d038982ccfeabf5c71d57083e1f714eefbc699
com.sksamuel.tabby	tabby-fp-js	2.0.21	-	133073b218642e74d82ae6d75ad780d2a32a07be
com.sksamuel.tabby	tabby-fp-js	2.0.22	-	3ce44da7d14455d5d0c6066c4e5550edfd389e66
com.sksamuel.tabby	tabby-fp-js	2.0.23	-	bd3496b883f17d8406f60e7283d8af6813f4549f
com.sksamuel.tabby	tabby-fp-js	2.0.24	-	c0a87aeb483a3b78c7b75665e16d52076b19e7d9
com.sksamuel.tabby	tabby-fp-js	2.0.26	-	144e16233788c7ff1de1d6f798401160741fd9e4
com.sksamuel.tabby	tabby-fp-js	2.0.27	-	54c6fc7723a5b95f2b294a0cbe39e8be3d219aed
com.sksamuel.tabby	tabby-fp-js	2.0.28	-	a874ce36bc97a5a1bc1f680b6d8a7ccbdc5d61fc
com.sksamuel.tabby	tabby-fp-js	2.0.29	-	bf1471bc9f598c95175fa251b14cf0ba09eeb138
com.sksamuel.tabby	tabby-fp-js	2.0.3	-	3c6a51117bc5d7da4184542c6c378a74ad05963e
com.sksamuel.tabby	tabby-fp-js	2.0.30	-	663398be89efa4909e618dbc446490055ef3cd88
com.sksamuel.tabby	tabby-fp-js	2.0.31	-	05a232b8948c8e42fd69fb5ca5e78f6ca48b49b2
com.sksamuel.tabby	tabby-fp-js	2.0.32	-	94a3879feb4756a6f6e38800815889926b3ff7ed
com.sksamuel.tabby	tabby-fp-js	2.0.33	-	bdeb82e9b06434f60ee2b50452050ab4da685b27
com.sksamuel.tabby	tabby-fp-js	2.0.34	-	d41971490c5b9b80a68458adb868337803f61adc
com.sksamuel.tabby	tabby-fp-js	2.0.35	-	f8a32578748f77fb6a2c0450ee42e3f756f31795
com.sksamuel.tabby	tabby-fp-js	2.0.36	-	2f51dbdf05fe71084a351eae90670c936568b5bf
com.sksamuel.tabby	tabby-fp-js	2.0.37	-	97581b852d105d68380921d4dff3f9e4f1cc0724
com.sksamuel.tabby	tabby-fp-js	2.0.38	-	2d58958d9ad79092643b4be2b99ff9dbba07ce28
com.sksamuel.tabby	tabby-fp-js	2.0.39	-	9f9429a3b62f226e2333e8acc39495b1f6265c0d
com.sksamuel.tabby	tabby-fp-js	2.0.4	-	bfe0252ab01771aded1de88fd3f04ba4b04bceeb
com.sksamuel.tabby	tabby-fp-js	2.0.5	-	200ac398d77afc9b6af73e90f2859acad7cf1b5e
com.sksamuel.tabby	tabby-fp-js	2.0.6	-	d51aeec2a8d03b27bced2e9cdcdf26517cf32273
com.sksamuel.tabby	tabby-fp-js	2.0.7	-	0ccadac15e1cd34afc312e8996dea8ac56e9d681
com.sksamuel.tabby	tabby-fp-js	2.0.8	-	01892309e2214d9de5cb3e3a7cbbc19c87707dfc
com.sksamuel.tabby	tabby-fp-js	2.0.9	-	0cea22619032410900bbe68561c1e2a7ad685933
com.sksamuel.tabby	tabby-fp-js	2.1.0	-	00fb7ed11c80fab6997951514121d2844ddca29a
com.sksamuel.tabby	tabby-fp-js	2.1.1	-	670b00c3597aaecbeee361dba4f7e7c466425b14
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-github-adapter	2.0.0	-	20619563d115c8b5c245951616019f7753eea8d2
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-github-adapter	2.0.1	-	03c7f5229eab65d58409140ae9f466ec9bc33426
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-github-adapter	2.1.0	-	f7c9ce30bf6f1624eb17b24b8c803906fffe3ca1
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0	-	75019173e5db3d5c1b03335bb56d5afab2bb20a8
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC10	-	86895720fa29ede805df9c63a1b908af685aab4c
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC11	-	caf9bdaffc44580bab78e54ad573b6b567921fc8
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC13	-	984523f9639fe25811ea99f40e3096ba226a040e
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC14	-	145628592375ad040eb81200d823a440e80f0a3f
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC15	-	5136d03b8076a6d8a01ef6539cbe266fbfa49b6b
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC4	-	ae695012502051d82db9892f13f72ebff9f0cc8e
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC5	-	3b4c934b3abecbfb64915e1b8646e1d4c5825fc9
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC6	-	d98f8f5684a1c218f9203b0fff520ae97825db68
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC7	-	10f257554164e90af3c944aee43d9e28ab4eb76d
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC8	-	3078b077f1d83b47b0867f5de5578cbb7f16ac70
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.0.0-RC9	-	2994eb03cceb5e9eb4eb9da07d8c9dea40b1bcc8
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.0	-	93822af8f517d674e6707d622e2eff8d44a5d284
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.1	-	6168dbe866d49c1295d2c309ae9d472f98826557
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.2	-	e46c4ca91dcf9302adf9a2929340a70e17a8a41d
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.3	-	78201d75dc33442b56f38edfacb986d5a264ceb9
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.5	-	b2ca33abfa61126036671774cf3f8e40a5b7f8f7
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.6	-	a62aff279c137451b6698266f09657807d23399b
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.7	-	0ddc0f381374c3ad61ba52cf8d59b95ffd67fbfc
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.1.9	-	25b6931acb9eb995b7b957045f5b09c4fe91b2a7
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.2.0	-	980c81156b55bea3c4d7a4efebb5e3d58f7c66d0
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.2.3	-	c757a98da505207fc6d0931fc3df461e6c222219
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.0	-	924e7a2b242867cdf68354d716b1abdc95cb27fd
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.0-RC1	-	f2bc85c5fa655afc0aaec4b14bd49e9c3b0cd191
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.0-RC2	-	610a13f79f226b3709f3342de21468cd15820aeb
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.0-RC3	-	8223c267701a91c913e720cb43db6007068ef9f1
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.0-RC4	-	52549c2242dd4a8b9f5d2f66e938f098b0677b8f
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.0-RC5	-	d8bd3490386d1f149bc498012925741f4403a32c
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.1	-	19cab28fd2039fe130f679d31ed6109928604826
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.11	-	d6bd9d8d636c347d2f853094cbca7fa92fdc853b
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.12	-	6bee6b2e4f6191e49138324c43a02a5f28d9536b
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.13	-	9e3c779987709be4a150bca0d5ace5ced747ef7d
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.14	-	04339f4171b3ca77c2976504a21bde60ebb8d2b2
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.15	-	4d9054c5ae6f87629f4ffc04f1e75ef4f6e8d036
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.16	-	6740920f7a3c1c0c2b859d01067dc6e3b5047624
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.17	-	a63486fb405d0319509beaacd83199e3aa6ec3e6
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.18	-	77af1fc43ff612dc10f4731805fedeede22fa2c4
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.2	-	c4a118c6c3375dd3e31bf13b9035e1bee0f40fd7
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.3	-	1a5065622e173fa2ff64e9f4ad6984c74ab3c0c8
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.4	-	f4dd736e4aa5bce38480a8c23794799ba02de759
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.5	-	71ab25629cbfd3f3ea5bd112c4a00395e8ca51fe
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.6	-	ed2cfc408707d6e19bde3885d588630f151701fa
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.7	-	1758d63086429a5086715b6030a1840969317239
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.3.9	-	6adfed38e5babd5b0c8c23efece8b943f597810b
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.4.0	-	718ec2ac95ab97ef93f71dcde99baaa2f627e930
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.4.1	-	6bd0d900bbc69a6e474eb81c9a95f1c9919d1d49
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.4.2	-	79e21b39ff509cb8d946d386b473e7214eb33495
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.5.0	-	15d58a7cf7c87b52382f09848ab75d6ddc1e426b
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.5.1	-	60a2a00f25c3ce98980f856a39694a5100d74267
com.softwaremill.sttp.client3	opentracing-backend_2.11	3.5.2	-	a78482c57cd35d08989171e7e4001b202c1df04a
com.solanamobile	rpc-okiodriver	0.2.3	-	c074d956789fe5a7dbf386b9ddb7e34d1618dbab
com.solanamobile	rpc-okiodriver	0.2.4	-	52f958fc2a69baba23dfd1f3e64dfc4143d08ed4
com.solanamobile	rpc-okiodriver	0.2.5	-	52f958fc2a69baba23dfd1f3e64dfc4143d08ed4
com.solanamobile	rpc-okiodriver	0.2.6	-	b94fe605ea8ff0f68f3feab065ae0b7d67860964
com.solanamobile	rpc-okiodriver	0.2.7	-	b94fe605ea8ff0f68f3feab065ae0b7d67860964
com.solanamobile	rpc-okiodriver	0.2.8	-	b94fe605ea8ff0f68f3feab065ae0b7d67860964
com.soywiz	kds-root	0.1.0	-	0c0a8644f87901efb01c2b6377523726a9252906
com.soywiz	kds-root	0.3.0	-	2877a8b06088f60b51b1eeb3a06d487747d5d2fc
com.soywiz	kds-root	0.3.1	-	abe1b2d24ef98c3d3c0aa4a8ff128d36a6491c95
com.soywiz	kds-root	0.4.0	-	889c44d685ee0b983e4e6e1b718db5cdae786027
com.soywiz	kds-root	0.4.1	-	e24b59cee5071d4a84ef6f26b167ab04258b5c26
com.soywiz	kds-root	0.4.2	-	ee486e80c43fe359c4ac68e16039d4d7e126d420
com.soywiz	kds-root	0.5.0	-	e5a37a8f7508831db7f9336813528142020350cf
com.soywiz	kds-root	0.6.0	-	3993c8c891b4cd202ce10461f7328e28f22a98a3
com.soywiz	korlibs-io-http-core-watchosarm32	6.0.0-alpha2	6.0.0-alpha2-metadata	7e9427f47bf774d78141b5ca02b2f7e87237eb51
com.soywiz	korlibs-io-nodejs	6.0.0	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.0-alpha2	-	7116091ab8beea49b2f7cc049ac5c9e218e3cdca
com.soywiz	korlibs-io-nodejs	6.0.0-alpha3	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.0-alpha4	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.0-alpha5	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.0-alpha6	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.0-alpha7	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.0-alpha8	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.0-alpha9	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.soywiz	korlibs-io-nodejs	6.0.1	-	00f79225193a0dd9b50086503fc6ec6e24237669
com.stratio.streaming	streaming-siddhi	0.5.0	-	8636f29af50b2c70fc88eff01a92e1b813a5c48e
com.stratio.streaming	streaming-siddhi	0.6.0	-	0c5ea1d03cd21783606ed9acb8ae19a89b28ad96
com.stratio.streaming	streaming-siddhi	0.6.1	-	fd4cc8439593257da0b06b86ef99438f5e519b61
com.stratio.streaming	streaming-siddhi	0.6.2	-	bee653d2fa21dc07262af97c62b2834c8c1f6ab6
com.stratio.streaming	streaming-siddhi	0.7.1	-	19f0543b419de5ac52f36ab51b5ba188a1fe9124
com.stratio.streaming	streaming-siddhi	0.8.0	-	f4878d44a2ffa66d2ef744595abfaaafd9628e3b
com.stratio.streaming	streaming-siddhi	0.8.1	-	330ff40b6b1f992ebb38706bfff7e838df1eea38
com.stuart	zcaffeine_3	1.0.0-M1	-	704e19f8dbd6b0a2057a622f361dc1242599d675
com.stuart	zcaffeine_3	1.0.0-M2	-	d4c1d29bbe8cb139b2af47a2d025f46e96cfc55c
com.stuart	zcaffeine_3	1.0.0-M3	-	5cdb47b60373db08e5b8440f126eb470053fabb0
com.teradata.airlift	skeleton-server	0.137-t	-	889719e0ea517d00957fa3e86fabc54f3b66ad68
com.teradata.jdbc	terajdbc4	17.20.00.12	-	00c63e8bbf1cec4b9a3dea0b16181561f115bb3c
com.terheyden	event-router	0.0.1	-	e15f1faeaa64434b1cbec3be0f0533da82ca8f3c
com.terheyden	event-router	0.1.0	-	09ee6ab1e07bf8d91d54aae9b5eef44c393c9174
com.terheyden	event-router	0.1.1	-	81838348dfd5255324613b6424233dedcd4d3647
com.terheyden	event-router	0.1.2	-	2ff7785f497396c546be4038e793c760de08031b
com.terheyden	event-router	0.1.3	-	5401aeef5f8791b6189f080264d26eec6b29681b
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	1.5.5+97-7274f4aa	-	0091685f4db134996d1d106013f5e4f8babed3f5
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0	-	1f23f162c6b5e289532e1f1c48328bccccfef0a2
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+100-bae4b070	-	0fd356f12208e7839cd78df965d8182850c4dc40
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+101-57400c2c	-	7af63c02d7b12de2370b2d194230533bb096e80d
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+105-230c89ec	-	1dbf928a28f1e3049f04eaf3d0293ee2ab7b0e68
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+108-b172502d	-	49b204ad088cc9d4a7d8776b3924216f1d2b19e4
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+109-c4b90485	-	ff5179f610cc5ee9439baabf70266578d57ef7ed
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+110-af34c909	-	1b3af6a0b67175c3173d0b5a4ba7c72db36fafe6
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+111-2d7d6b8b	-	b1aea09a9d7d5cd241d78fbb6de4c932a7ee72b9
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+112-900e38e2	-	408aa858229195bc5e721035b30599e2128431c7
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+27-763e25c2	-	2508ccafbd51361fc081262689be746b87f4cba3
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+38-910e17e0	-	a799d947eaa3f5728d4724ee3872065dd00bbea7
com.thoughtworks.dsl	keywords-trycatchfinally_sjs1_3	2.0.0+39-4dd79a87	-	ab256e1709cd0d7ae2559c23ecbfa07e680b4df5
