ai.floom	java-sdk	1.0.0		5a34a162e968506fedd0c5a04bd20465a8aea51b
org.rapidoid	rapidoid-http-fast	4.4.0		3c5a7b353f38732d782b1925cec777757d679f94
org.rapidoid	rapidoid-http-fast	5.0.0		c14c3c5682e525748b3bbe970813b94544f196cd
org.rapidoid	rapidoid-http-fast	5.0.1		e0f7c002eaf254b2e8a888a445feae8ad430be40
org.rapidoid	rapidoid-http-fast	5.0.10		b3f7a6359f5e0e85b43e207cd31fd1d954aedce0
org.rapidoid	rapidoid-http-fast	5.0.11		2e2b7d316f74b753fc60cd716fa0620900a530ae
org.rapidoid	rapidoid-http-fast	5.0.12		2e47f3fab44e0bdd81c8990b3db116b45d12fa31
org.rapidoid	rapidoid-http-fast	5.0.2		d45df95ae17f4663237d5a46f4d3af47e1497d96
org.rapidoid	rapidoid-http-fast	5.0.3		b88608f7aa9ed1ed512837d48a0196b0614be21f
org.rapidoid	rapidoid-http-fast	5.0.4		3c47f3a685fe0f377300610ba3ca93bd9d372f42
org.rapidoid	rapidoid-http-fast	5.0.5		d005a9f50fcb9812f99359e1cee3bd5e2218b4de
org.rapidoid	rapidoid-http-fast	5.0.6		9347ec70225609bbfdad3a4d9b83022067f67957
org.rapidoid	rapidoid-http-fast	5.0.7		b367800e055339b43c3130fad7a1bc624e730224
org.rapidoid	rapidoid-http-fast	5.0.8		d02a37fee67fe7f1ec122b731a8bdd7ee9228f5f
org.rapidoid	rapidoid-http-fast	5.0.9		f0f19afce01c8cff0f9dfbf9c4c7871f77fc62b7
org.rapidoid	rapidoid-http-fast	5.1.0		7a65b2727296e0a12e6f4776da973262182e41ad
org.rapidoid	rapidoid-http-fast	5.1.1		759c49334da8cfa621b150702a174309a6563d14
org.rapidoid	rapidoid-http-fast	5.1.2		3c0946317dfa79e596cc46d6785887e9491b39f3
org.rapidoid	rapidoid-http-fast	5.1.3		007abe20b0a8a7767eb0d1dc4ed4325d00486478
org.rapidoid	rapidoid-http-fast	5.1.4		d8eb2149a47d0b98149351c3d21f04d0836d183b
org.rapidoid	rapidoid-http-fast	5.1.5		9d4b8c78b34751f038584abb3479d9aff5d77494
org.rapidoid	rapidoid-http-fast	5.1.6		99613426bd6dc8352d47c6543b98bd58cf0b0c37
org.rapidoid	rapidoid-http-fast	5.1.7		5985ace966f284bef763f366b89adb42d91e5e0e
org.rapidoid	rapidoid-http-fast	5.1.8		c31c4f0cfece3faa590da9fb45b7c7ad34587636
org.rapidoid	rapidoid-http-fast	5.1.9		97c10d876e82ddd881264a4f7e9413cfa0a5c7d6
org.rapidoid	rapidoid-http-fast	5.2.0		ba87c3fe2ee10a5a44190f7b396b6dac18d4a9af
org.rapidoid	rapidoid-http-fast	5.2.1		3b6c8e1ba4be988ee4700cb17e909a80afe5ea72
org.rapidoid	rapidoid-http-fast	5.2.2		533fb665048d1518742a85c717b0f5d6de4d7271
org.rapidoid	rapidoid-http-fast	5.2.3		0a12aa4f72649ef97307dac7e49fd41eb77e9a73
org.rapidoid	rapidoid-http-fast	5.2.4		927c13d676ff6bfb4abecc822e5f465f1a78fcde
org.rapidoid	rapidoid-http-fast	5.2.5		be494d2cf52e4657f38c3931c4fa5dc3ef6baa23
org.rapidoid	rapidoid-http-fast	5.2.6		f289d00adb3a73751fd4f497630a6118e5eefb15
org.rapidoid	rapidoid-http-fast	5.2.7		2d23980771f788c715e31af6491b70b965ce8235
org.rapidoid	rapidoid-http-fast	5.2.8		64d04569521b5c468799748c7560030096077461
org.rapidoid	rapidoid-http-fast	5.2.9		c8e71a6cde99e0227505acf2c0c0fa2bf6d40976
org.rapidoid	rapidoid-http-fast	5.3.0		44cc5d74d38b7e8d08b9a960224faf6466132d61
org.rapidoid	rapidoid-http-fast	5.3.1		fb01598652685ee224e76294165552e47ac41726
org.rapidoid	rapidoid-http-fast	5.3.2		084e922b5eeef6848c6de5443420b52ab0ca3fa5
org.rapidoid	rapidoid-http-fast	5.3.3		ff5f2c89278dfe60fe3a284a2ed94c704d934fde
org.rapidoid	rapidoid-http-fast	5.3.4		a8c6c9eab5f8d401163c2eaad91090511a68b648
org.rapidoid	rapidoid-http-fast	5.3.5		0a35d758a005dd4cdc6e29b20d91e2809b16fc45
org.rapidoid	rapidoid-http-fast	5.4.0		d33bf458d787bc435f77d7e96f5512f4caa0e81d
org.rapidoid	rapidoid-http-fast	5.4.1		ed3fe0b1b62162d8be887682dbe1805560a54dad
org.rapidoid	rapidoid-http-fast	5.4.2		dff94843807dd8143d11d152b3bed8b653a3db04
org.rapidoid	rapidoid-http-fast	5.4.3		e0b1033fe8d525a0476253021b061e1f121f1575
org.rapidoid	rapidoid-http-fast	5.4.4		77a663d5d1b2215d07e77dfa760e3505412367e0
org.rapidoid	rapidoid-http-fast	5.4.5		9e25ff1e63cd3a81c37c5dab25eabc27c9d5d33e
org.rapidoid	rapidoid-http-fast	5.4.6		84dc207cc67a6f105be03dc1b01701a4909ef93b
org.rapidoid	rapidoid-http-fast	5.5.0		b38d9b5cb3f891ec83c8e909d6eeedd8453fc272
org.rapidoid	rapidoid-http-fast	5.5.1		8729fae291ccaf6c0003840216d79185763fef54
org.rapidoid	rapidoid-http-fast	5.5.2		bbde52364cac67ed8903cc7caaa86254628b03cf
org.rapidoid	rapidoid-http-fast	5.5.3		783ef604a87108de93a4271d2f8e59e71db536fb
org.rapidoid	rapidoid-http-fast	5.5.4		8eed2fa40d1cb637d061b6066e19996b4115d7bb
org.rapidoid	rapidoid-http-fast	5.5.5		2436371736f1e766e6777d6c90f5310c976ca6ee
org.scala-native	clib_native0.5_2.13	0.5.0		900265035ebe7d29ad022cbc33cd2c3aa0ea21d1
org.scala-native	clib_native0.5_2.13	0.5.1		a573ac9ff49bbffde8790515e4fa0f96e572105c
org.scala-native	clib_native0.5_2.13	0.5.2		79b90d072b39f6165788f2a0792d1acb5b6a7a06
org.scala-native	clib_native0.5_2.13	0.5.3		35ed807c3f498ab873256400de74200179d5e64e
org.scala-native	clib_native0.5_2.13	0.5.4		b12fad6789692422ea2b33114deae98aa55fec79
org.scala-native	clib_native0.5_2.13	0.5.5		4a143c4754635bd479ab86f300ee2fcbd1ac3a72
org.scala-native	clib_native0.5_2.13	0.5.6		e9a55f206cf92dc07febf6e706733c0bf6f6c72a
org.scala-native	clib_native0.5_2.13	0.5.7		b7df1c13e304d01fdb141a9c78e5706e35afb4a6
org.scalatra	scalatra-socketio_2.9.0	2.0.0		2cd7415ecf6cd4d2bdbf1f08ac03ead53b55425f
org.scalatra	scalatra-socketio_2.9.0	2.0.0.M4		3ac53a9fbd7b362dd76220074a0aa9c633fbf727
org.scalatra	scalatra-socketio_2.9.0	2.0.0.RC1		e325fbb132383c00870c2c7dab969d7091d285a2
org.scalatra	scalatra-socketio_2.9.0	2.0.1		67fb2df8c864eba20055c234b18aca4c8ad48460
org.scalatra	scalatra-socketio_2.9.0	2.0.2		f4233e9776c22164acd1a46e12e047dae022484e
org.scalatra	scalatra-socketio_2.9.0	2.0.3		dfe066deb6fb0b27319d9e83282306e1d4448528
org.springframework.cloud.fn	redis-consumer	1.0.0		85404dffa4fabfb9f65e6fe7caef10cfcd73cc75
org.springframework.cloud.fn	redis-consumer	1.0.1		76cfe498a033f061f5a2f5c9771b9152bdb83079
org.springframework.cloud.fn	redis-consumer	1.0.2		d6af975ddc7dedfa6321715a564fa0faa6e08ea7
org.springframework.cloud.fn	redis-consumer	1.0.3		b79b633bfeffa77212a3b647be4509150ccc167b
org.springframework.cloud.fn	redis-consumer	1.1.0		ddf52f37a51cdada60c4f22ab6268afcec949eca
org.springframework.cloud.fn	redis-consumer	1.1.1		8496f95a4cd1c34e5a19c4f2cfc2e7f422eba95c
org.springframework.cloud.fn	redis-consumer	1.2.0		309105ee5511dfe047c33757886bf9c6d6fb4ab4
org.springframework.cloud.fn	redis-consumer	1.2.1		3052f41708f449dfc48f3a060f914f29ade2b017
org.springframework.cloud.fn	redis-consumer	4.0.0		cf3970a75900e4089425f9daef1754ee7787f2f6
org.springframework.cloud.fn	redis-consumer	4.0.1		9703b61ad00d30780cbfb1140380a10710804c46
ru.ldralighieri.composites	composites-fiberglass	0.1.0		N/A
ru.ldralighieri.composites	composites-fiberglass	0.1.1		N/A
ru.ldralighieri.composites	composites-fiberglass	0.1.2		N/A
ru.ldralighieri.composites	composites-fiberglass	0.2.0		N/A
ru.ldralighieri.composites	composites-fiberglass	0.3.0		N/A
ru.ldralighieri.composites	composites-fiberglass	0.3.1		N/A
ru.ldralighieri.composites	composites-fiberglass	0.4.0		N/A
ru.ldralighieri.composites	composites-fiberglass	0.4.1		N/A
ru.ldralighieri.composites	composites-fiberglass	0.4.2		N/A
ru.ldralighieri.composites	composites-fiberglass	0.5.0		f9899e3863ac785d88e594c89a007f656586b6ad
ru.ldralighieri.composites	composites-fiberglass	0.5.1		3c8bce41c005184218dd4d22c1845008cc4a16b0
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-36-8856669f		c5637579392de4450a92445c6ac702ef88012617
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-38-dd60a0b5		669a5e93828cc3da9720732a8ac740eeed5f2ec9
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-39-72f519a6		ea0f10aa15897f6babb99658db628dc80537803f
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-40-d95c3b3d		0b136018d69347cfac4c5c4a3c665781778affab
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-41-26a93d9c		3badbdf47e4e995c8d56ee649f592852c2536149
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-42-a9b51919		5709e7bf580499699ec20e1eaa805c72454d5a7a
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-44-1f535bd1		6ebf86032f28c008d7a5546448766b47f0d5ee6f
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-45-9c598c7c		ec40dea1d3b1fb02c949170ea5161935230e8b76
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-48-6c09dd71		6bc6674da620e4ab5c94b7ff9244b92769ccce2c
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-49-82b3e605		0025e2e429fbf5634dfb3cca9a35babffb41d354
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-50-9a35e1dd		5442b0bed0639beb0ec818d49c5631b7897a8500
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-50-f03f2d82		fdac8b5fb0702e14c9d5313693722d4356c4810c
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-58-8d00463c		c0d1b89f10e7ac49a9810bf25619d92985974a32
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-67-83057fea		a5ff676d15e81132f0570cbc1fba10409e3b77e3
sh.almond.tmp.ammonite	ammonite-compiler-interface_2.13.6	3.0.0-M0-67-fcfedca6		524fb5f879461531210f5a0148eb53ec553ec1ba
xyz.kotlinw	kotlinw-oauth2-ktor-server-jvm	0.0.6		079173e05d0b7724eec14cc5efb75cdf465e6158
xyz.kotlinw	kotlinw-oauth2-ktor-server-jvm	0.0.7		6a8406c4ba816b3f3ea3d941270de2577f3026aa
