br.com.objectos.sql	parent	0.12.0		N/A
com.kloudtek.ktcli	ktcli	0.9.4		c981c023e2e9eaf674f6a03f9962b054a5505918
com.kloudtek.ktcli	ktcli	0.9.5		9494cf15c2ee7437152e0f2c99d95144a120c0ac
com.kloudtek.ktcli	ktcli	0.9.6		e75fe6d1110978c6ed68e099bce4cc7c5707b08c
com.kloudtek.ktcli	ktcli	0.9.7		1fc30a7a0da14be70a19af5779f7835414908717
com.kloudtek.ktcli	ktcli	0.9.8		03c69b4a05ca7de3c2273e9f3db743d363c0f614
com.kloudtek.ktcli	ktcli	0.9.9		05d64e220712e3f58833188d3a0de6f230b14b46
com.kumuluz.ee.amqp	kumuluzee-amqp-common	1.0.0		08b873ffb0a6c8c4fd4b488e5d29d1d155e1f02e
com.levinzonr.reflected	navigation	0.0.1		N/A
com.levinzonr.reflected	navigation	0.0.2		N/A
com.levinzonr.reflected	navigation	0.0.3		N/A
com.levinzonr.reflected	navigation	0.0.4		N/A
com.lframework	redis-starter	1.0.0		190a69b125a7bc6a3abb28d4c7ad7dbedb5c4893
com.lframework	redis-starter	1.1.0		e1a5265b7501668faddb16115a6b218e6a491c93
com.lframework	redis-starter	1.1.1		a549ea66379bdc714e3b3d4d6e45d9c6a2f3ae91
com.lframework	redis-starter	1.1.2		17fea893fb9201fa23fdbacb17b8517d7884af88
com.lframework	redis-starter	1.1.3		9ef9eae9b425fcac04f17187fe53a93723bba8f9
com.lframework	redis-starter	1.1.4		5450de09784ef813948673bb351886bdcd60b505
com.lframework	redis-starter	1.1.5		824d7e2b274b8306f50db7a33f7d3cc403d53563
com.lframework	redis-starter	2.0.0		523eeeb70650d673cb2df724d5dd383c6ca3386e
com.lframework	redis-starter	2.0.1		f4680124a98f42afd3107f4cb1ab56ea471e59ad
com.lframework	redis-starter	2.0.2		597cbc3baaa1e51f6e9c1f61a3c3755d85007ffa
com.lframework	redis-starter	2.1.0		b5b6cc9ccc1bf0378e90081025922a84663c9187
com.lframework	redis-starter	2.1.1		5bcb2452b8cebb605f90fc79307cc0eb5a1b06f4
com.liferay	com.liferay.portal.workflow.taglib	1.0.0		14dd3247d1cb2195beb67b8c0e3e3ae0facdae71
com.liferay	com.liferay.portal.workflow.taglib	1.0.0	taglibdoc	607e8d88fbc29b40875b9ac06833ab90bd72e331
com.liferay	com.liferay.portal.workflow.taglib	1.0.1		06f89efa8a77ce9975281d2f34fff73466511945
com.liferay	com.liferay.portal.workflow.taglib	1.0.1	taglibdoc	09ddb05aa1a885140ec2341cf4714c8428d4c95f
com.liferay	com.liferay.portal.workflow.taglib	1.1.0		00cb0911880285f61afa83e33351a46f4c51845f
com.liferay	com.liferay.portal.workflow.taglib	1.1.0	jspc	97ad911ea402f30b5c2ea093922def33b09e21d3
com.liferay	com.liferay.portal.workflow.taglib	1.1.0	taglibdoc	9671d88672adebe9f9279b7813ee2466f6b1add6
com.liferay	com.liferay.portal.workflow.taglib	1.1.1		0db4c897693df3d2f7cc6a326bad371c640d0502
com.liferay	com.liferay.portal.workflow.taglib	1.1.1	jspc	af28ffbcf23a37a43a7028ce57e20943aa0b4f26
com.liferay	com.liferay.portal.workflow.taglib	1.1.1	taglibdoc	805642a7881558abeb377dcfac1f3edef0090d52
com.liferay	com.liferay.portal.workflow.taglib	1.1.2		82f20f6bc94d6ff422716f7bee7b60ad70927f5f
com.liferay	com.liferay.portal.workflow.taglib	1.1.2	jspc	1094e5766f70cbb75d0235f52f1ee296021405bf
com.liferay	com.liferay.portal.workflow.taglib	1.1.2	taglibdoc	54b46d77c7e88dd349c64fbd27a2e526b496ef10
com.liferay	com.liferay.portal.workflow.taglib	1.1.3		6de81193fbae947a044cab41c8990fc95b23654b
com.liferay	com.liferay.portal.workflow.taglib	1.1.3	jspc	7573fbd1d86734ee87025853855ec6f22467a856
com.liferay	com.liferay.portal.workflow.taglib	1.1.3	taglibdoc	ad5cce863cd3cd43d38bfa6a28bcb13b2696ef05
com.liferay	com.liferay.portal.workflow.taglib	2.0.0		b06fbdd54b42c697dd2bf1aaf11f3ef033bf2e81
com.liferay	com.liferay.portal.workflow.taglib	2.0.0	jspc	c342dcc0b4468e08b34405979022b62042f46c37
com.liferay	com.liferay.portal.workflow.taglib	2.0.0	taglibdoc	7b28ccd6669227daa86df13481ee905387128fff
com.liferay	com.liferay.portal.workflow.taglib	2.0.1		7ad96de9eecff44ab1dc96e9195377c06f449c56
com.liferay	com.liferay.portal.workflow.taglib	2.0.1	jspc	74f003e61476d441b8b1d575a91551de0326e1b7
com.liferay	com.liferay.portal.workflow.taglib	2.0.1	taglibdoc	445f5334a9416d2a8df61f0a867dd7456aa95355
com.liferay	com.liferay.portal.workflow.taglib	2.0.10		63e3a377b56bcbfe8128593dd55a72d451b02b05
com.liferay	com.liferay.portal.workflow.taglib	2.0.10	jspc	923804b23f738458f809165cfeaf7c5b8579876d
com.liferay	com.liferay.portal.workflow.taglib	2.0.10	taglibdoc	c52b311a1e4ec24a9dacd0e0c5cbf14712a4cdec
com.liferay	com.liferay.portal.workflow.taglib	2.0.11		1143ee58a21ff5000d9c64232fbe1a85328e1910
com.liferay	com.liferay.portal.workflow.taglib	2.0.11	jspc	71980d39142a33d2a9aede8e243ac68d83c66725
com.liferay	com.liferay.portal.workflow.taglib	2.0.11	taglibdoc	7ac965c8cb322f03142e2b8b0fec20bcd5739882
com.liferay	com.liferay.portal.workflow.taglib	2.0.12		54510003b4f4b169f2082947f559f5677e548f78
com.liferay	com.liferay.portal.workflow.taglib	2.0.12	jspc	3100f2d5882ec9b78097040319e07e85c19f5c37
com.liferay	com.liferay.portal.workflow.taglib	2.0.12	taglibdoc	5744ab763658b2d8a4b5c722d4253dddab1e7dd8
com.liferay	com.liferay.portal.workflow.taglib	2.0.13		8cb04afa5cb111970b788c3d1fb0f94e3822ae2c
com.liferay	com.liferay.portal.workflow.taglib	2.0.13	jspc	34606f4b23c62927b77debeb868c3e8f701b8f89
com.liferay	com.liferay.portal.workflow.taglib	2.0.13	taglibdoc	0c0ef59d15368b0fedf57151f3f38151c3b51f13
com.liferay	com.liferay.portal.workflow.taglib	2.0.14		920d73a1f140e847b1093d6d294f55d5f482b938
com.liferay	com.liferay.portal.workflow.taglib	2.0.14	jspc	404b3ce835e9ded218d7489626e60e8826297e4e
com.liferay	com.liferay.portal.workflow.taglib	2.0.14	taglibdoc	b790e9843f46dd3ff88066237c3ee8b8e039e972
com.liferay	com.liferay.portal.workflow.taglib	2.0.15		6331b8561e2ad636e0baf69eb6a50f00779de267
com.liferay	com.liferay.portal.workflow.taglib	2.0.15	jspc	67fa70441fa97ee0b60012a29cb90fe1308be458
com.liferay	com.liferay.portal.workflow.taglib	2.0.15	taglibdoc	dfcf3b05ab05fe79e0afdbcd56a9d615e8e7423e
com.liferay	com.liferay.portal.workflow.taglib	2.0.16		8c8cd22bd540cde1b834473a757c9ca125696f90
com.liferay	com.liferay.portal.workflow.taglib	2.0.16	jspc	c4a6bbb46dc049b64b0bf6d1dfc0ed9611b970ad
com.liferay	com.liferay.portal.workflow.taglib	2.0.16	taglibdoc	fad2baa404a3400bd5e4ccb1298252c1ee5c3060
com.liferay	com.liferay.portal.workflow.taglib	2.0.17		05514a1a5d68f34256b1ed91f5bce1947f3c5066
com.liferay	com.liferay.portal.workflow.taglib	2.0.17	jspc	9db240dc23d9d86ae9631add399e0c85864be7f1
com.liferay	com.liferay.portal.workflow.taglib	2.0.17	taglibdoc	fc90c5bfd5c9e8562d30fdb9279bf879869a51dd
com.liferay	com.liferay.portal.workflow.taglib	2.0.18		052a808762d1bb4aa6ab7212d89649e60bc0ba7f
com.liferay	com.liferay.portal.workflow.taglib	2.0.18	jspc	06ecd00d0c4c64a01d37b33827a615c9bb072cf6
com.liferay	com.liferay.portal.workflow.taglib	2.0.18	taglibdoc	3f40da94189b35f698958d41fbe53683d85f6e30
com.liferay	com.liferay.portal.workflow.taglib	2.0.19		81304d4844f4b57713a7bf3464e028c97f745c05
com.liferay	com.liferay.portal.workflow.taglib	2.0.19	jspc	9047ca8b456927ef7ba640307066ad2935c48296
com.liferay	com.liferay.portal.workflow.taglib	2.0.19	taglibdoc	ac09ff6569d38b54e626af9f7004f859529cd144
com.liferay	com.liferay.portal.workflow.taglib	2.0.2		7219d7c8467f8137fb370aff33ccf04717c2e3df
com.liferay	com.liferay.portal.workflow.taglib	2.0.2	jspc	3c6a1b415921befd2d6886551536396aeddc321b
com.liferay	com.liferay.portal.workflow.taglib	2.0.2	taglibdoc	278ee5fd37fc1157d8a15ddab4d1b1e7d7a64410
com.liferay	com.liferay.portal.workflow.taglib	2.0.20		7c6c9e066306388419194dccb2925aeb0f075010
com.liferay	com.liferay.portal.workflow.taglib	2.0.20	jspc	19acbd29472b3712c8f3f11b88f58ff1d3b52240
com.liferay	com.liferay.portal.workflow.taglib	2.0.20	taglibdoc	fe35b022faac952c60f10fd849a7abc529189ba7
com.liferay	com.liferay.portal.workflow.taglib	2.0.21		12465287e2d95cb8449d7438ce7d7f54ec04e214
com.liferay	com.liferay.portal.workflow.taglib	2.0.21	jspc	7ff0add6a991e37b4d42fcece0104d63a4071afe
com.liferay	com.liferay.portal.workflow.taglib	2.0.21	taglibdoc	585a8db23c1970908b229c2ad8caa71a0d6bc26f
com.liferay	com.liferay.portal.workflow.taglib	2.0.22		d9ef293f3d8a85298e663bead05437b7380edb71
com.liferay	com.liferay.portal.workflow.taglib	2.0.22	jspc	bfae9d00d683308dcf939566ecdd3f729c08bb98
com.liferay	com.liferay.portal.workflow.taglib	2.0.22	taglibdoc	599b79b35d8da42fe6eefab7bba92d170403afc7
com.liferay	com.liferay.portal.workflow.taglib	2.0.23		6a028abac398e09ec8f830c32e6ced1b7595d82f
com.liferay	com.liferay.portal.workflow.taglib	2.0.23	jspc	758d142009485c2cc35152beef18176cf0a382b5
com.liferay	com.liferay.portal.workflow.taglib	2.0.23	taglibdoc	fa868ad6ce89fcde23cd26625cc9d3293afd4dcf
com.liferay	com.liferay.portal.workflow.taglib	2.0.24		2f432bc5ac7fa67b049c241f3aa59e799d0395ef
com.liferay	com.liferay.portal.workflow.taglib	2.0.24	jspc	d7fabbfe9b54a16385dd1e8e123ed9c7f8508f2b
com.liferay	com.liferay.portal.workflow.taglib	2.0.24	taglibdoc	1bf865a6638d3162cf1faf86f31775ce532c0020
com.liferay	com.liferay.portal.workflow.taglib	2.0.25		5b82582e405d4763eddfec69987cba6fbe7f4378
com.liferay	com.liferay.portal.workflow.taglib	2.0.25	jspc	d8c2402683dcaa5ae128e5e3941519d5c6896d10
com.liferay	com.liferay.portal.workflow.taglib	2.0.25	taglibdoc	f8042d66ff7088fee383f0e04e64a58e92a91707
com.liferay	com.liferay.portal.workflow.taglib	2.0.26		c1d9eee9cedcc2ab09cade2e2cc771eeb9324fbf
com.liferay	com.liferay.portal.workflow.taglib	2.0.26	jspc	5b4a0566a7e8c1e140ac51c67cb4402571a72e54
com.liferay	com.liferay.portal.workflow.taglib	2.0.26	taglibdoc	409571ef0c9b7e6b62f329d621d1435703402839
com.liferay	com.liferay.portal.workflow.taglib	2.0.27		3d80ab2c71cfacbcf66c25a811d24eac2bd82ea7
com.liferay	com.liferay.portal.workflow.taglib	2.0.27	jspc	04acb544ba2456b5546afc9b6b241c05b0140c83
com.liferay	com.liferay.portal.workflow.taglib	2.0.27	taglibdoc	9c730ef410a54ce92abd326c73b0b70389264882
com.liferay	com.liferay.portal.workflow.taglib	2.0.28		344df5db06020415cd5c1f143407d3586b506e85
com.liferay	com.liferay.portal.workflow.taglib	2.0.28	jspc	557d57aa47f2b22b095559c4b4b3f92f6262760c
com.liferay	com.liferay.portal.workflow.taglib	2.0.28	taglibdoc	d92f9ef0f46b1c954e4c6fdb38240fbb5372a43e
com.liferay	com.liferay.portal.workflow.taglib	2.0.29		2593a15087b5a30dd7860b7eb9f5a9e5a00bacb7
com.liferay	com.liferay.portal.workflow.taglib	2.0.29	jspc	fe4316b12189e1abd32ab567ae8c9ea77e05cef0
com.liferay	com.liferay.portal.workflow.taglib	2.0.29	taglibdoc	53609423980e3a39ab380347c406b9b81d694c39
com.liferay	com.liferay.portal.workflow.taglib	2.0.3		19db8974ba810666ad38b55f3ec5d9fbbfc2ee95
com.liferay	com.liferay.portal.workflow.taglib	2.0.3	jspc	1525fb523170f3d3d5e3bb90b64521713b873929
com.liferay	com.liferay.portal.workflow.taglib	2.0.3	taglibdoc	eecd22c9e25c13e9d10b6f108457895b8eb15282
com.liferay	com.liferay.portal.workflow.taglib	2.0.30		837c0a03abfcf7113d5f4efe1dfbf7441400e5b7
com.liferay	com.liferay.portal.workflow.taglib	2.0.30	jspc	c1a196ee08cace2609dec187704fba07a6463d73
com.liferay	com.liferay.portal.workflow.taglib	2.0.30	taglibdoc	ef1c18bc355f0c495c8ce8d317df25ef35e4a9b3
com.liferay	com.liferay.portal.workflow.taglib	2.0.31		9136ec8fa771ee72cf823dfe8bd3a173b58f0025
com.liferay	com.liferay.portal.workflow.taglib	2.0.31	jspc	6db1df8dbc567ac744ff3edb7d8bb42ce01e02d2
com.liferay	com.liferay.portal.workflow.taglib	2.0.31	taglibdoc	d6972dd3ba0a6467692e5290d2fb39255c910e4b
com.liferay	com.liferay.portal.workflow.taglib	2.0.32		f0f6a4b15759b975645c26c9adacfa04c9749676
com.liferay	com.liferay.portal.workflow.taglib	2.0.32	jspc	0b2f1c849d76f0f55e256bf327d439bc6e728824
com.liferay	com.liferay.portal.workflow.taglib	2.0.32	taglibdoc	06fc35bba8d1ffec0cb5a34e7ae78a0017dca73e
com.liferay	com.liferay.portal.workflow.taglib	2.0.33		236b47125e9d19eb39374cef96f19aa2dfda7411
com.liferay	com.liferay.portal.workflow.taglib	2.0.33	jspc	47a7d135cb3522902157d59225ce2876fb2099d4
com.liferay	com.liferay.portal.workflow.taglib	2.0.33	taglibdoc	25c1290614a48618ef522d6bdb179ef5f2fbea70
com.liferay	com.liferay.portal.workflow.taglib	2.0.34		a59955d3e9c407a30fd83dda1d530d62cc2581fe
com.liferay	com.liferay.portal.workflow.taglib	2.0.34	jspc	1890aa65e77a0770527fb616a4a452a5adbd3bc2
com.liferay	com.liferay.portal.workflow.taglib	2.0.34	taglibdoc	7c1764dab0b71bbfca6e47b1842f85f54bf91a0d
com.liferay	com.liferay.portal.workflow.taglib	2.0.4		f9db1b14a44f71ba7d13e8de6a0bf9eef9f0e046
com.liferay	com.liferay.portal.workflow.taglib	2.0.4	jspc	e6906b19733ad26f35b8829c87f015c451226a79
com.liferay	com.liferay.portal.workflow.taglib	2.0.4	taglibdoc	20662af9538783dc1c815a577b058a05b6bf6cda
com.liferay	com.liferay.portal.workflow.taglib	2.0.5		b779dced7ddc2d01bed615a3860ef2a521fdc1cc
com.liferay	com.liferay.portal.workflow.taglib	2.0.5	jspc	cc0971a809c6d69a5b47cca5d664a31d51bd79d0
com.liferay	com.liferay.portal.workflow.taglib	2.0.5	taglibdoc	e9e07fe215874d2b4bd1fdadddaf38ec09965720
com.liferay	com.liferay.portal.workflow.taglib	2.0.6		9f5ddd04290a34783fad28170ac18f010ffbc863
com.liferay	com.liferay.portal.workflow.taglib	2.0.6	jspc	e0784d6eeb0790d7f62f15d2cb34ef6f7b6c6bea
com.liferay	com.liferay.portal.workflow.taglib	2.0.6	taglibdoc	d307da9d9ad4e5861d76b4bb9314856829d1f5e7
com.liferay	com.liferay.portal.workflow.taglib	2.0.7		8aed27da8f76e7a1d03b86cec59ddf5b4a9c9663
com.liferay	com.liferay.portal.workflow.taglib	2.0.7	jspc	e11ca85a903e6c3082aa73369150bbd387934d4a
com.liferay	com.liferay.portal.workflow.taglib	2.0.7	taglibdoc	4b0f6df7738a4abef2e6c66a0c83fba92f5e560e
com.liferay	com.liferay.portal.workflow.taglib	2.0.8		e377af5fd23e2fc5964694047ff591a0b3d00b27
com.liferay	com.liferay.portal.workflow.taglib	2.0.8	jspc	b7aa8355c0d34988061f642edf969e70d7571441
com.liferay	com.liferay.portal.workflow.taglib	2.0.8	taglibdoc	bfe555ceb332c8b10d3f1990606062fad09720a6
com.liferay	com.liferay.portal.workflow.taglib	2.0.9		ba815c0ce4f0b8aba85b620a3525f2339e558059
com.liferay	com.liferay.portal.workflow.taglib	2.0.9	jspc	62c162e3e8d755c04e15130e36f73f584f762c0b
com.liferay	com.liferay.portal.workflow.taglib	2.0.9	taglibdoc	fd0ae27ced6d87de73ce44b5a5bd7645b3e85d33
com.lihaoyi	ammonite-cross-3.2.0-interp-api_2.13.11	2.5.11		5779fb2bba9c699d0902a878ef1fd1b2dfe30522
com.lihaoyi	ammonite-cross-3.2.0-interp-api_2.13.11	2.5.8-1-837c3adb		b56caba64f7c778e7ff67b2e79bad6bc1ef88151
com.lihaoyi	ammonite-cross-3.2.0-interp-api_2.13.11	2.5.8-2-159ff8f6		d2416b5f57bbede8dcc6df59117e24c673f07b81
com.lihaoyi	ammonite-cross-3.2.0-interp-api_2.13.11	2.5.9		2ac480fb0de1e3db5a5fe400be8b6f8a19c2067b
com.lihaoyi	ammonite-cross-3.2.0-interp-api_2.13.11	2.5.9-1-6321610a		b8ba799eed8697a1e9c3c78674a2a112b8773cdf
com.lihaoyi	ammonite-cross-3.2.0-interp-api_2.13.11	2.5.9-2-7633e640		8777edb998abbaf6acf184c9ab2bde1c200bcacf
com.lihaoyi	ammonite-cross-3.2.0-interp-api_2.13.11	2.5.9-3-feb1f0c6		f4c19d42e380539ad14ad99220b1ecc823706584
com.liveperson.archetypes	jdk9-app	0.1		7d704ee09cfad12a7091365fd7d533f5705d44e3
com.motorro.rxlcemodel	cache	5.0.0		7bee6a330845672e30946b914f5379a6d82a4b72
com.motorro.rxlcemodel	cache	5.0.1		7bee6a330845672e30946b914f5379a6d82a4b72
com.motorro.rxlcemodel	cache	5.0.2		7bee6a330845672e30946b914f5379a6d82a4b72
com.motorro.rxlcemodel	cache	5.0.3		e34c79c86728d27a4a0bd3faf65bf14d02a5f352
com.motorro.rxlcemodel	cache	5.1.0		e34c79c86728d27a4a0bd3faf65bf14d02a5f352
com.motorro.rxlcemodel	cache	5.1.1		bdd930abd170d7396c2bb93221021399a633e36f
com.motorro.rxlcemodel	cache	5.1.3		bdd930abd170d7396c2bb93221021399a633e36f
com.motorro.rxlcemodel	cache	5.2.0		76458406adf8a4adaf24c87c52c8fea63d02174b
com.motorro.rxlcemodel	cache	5.3.0		0fcdce89b1f23636080dc4528cb3fd6a277276da
com.motorro.rxlcemodel	cache	5.3.3		2bb9ca4ea0871ff018d5f9019687d8a1e14c2d15
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0		N/A
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0	metadata	e0167b307ee51e6b7308beb1e1a4babe2a50bd9a
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-alpha.5		N/A
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-alpha.5	metadata	ac2e0d0736660a1e3df4749e7d68affca66013d1
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-alpha.6		N/A
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-alpha.6	metadata	ea277e1d27484481c0be1b7ec114e73eab4ea035
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-beta.1		N/A
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-beta.1	metadata	017b230272c8dbf8cf2ecb927bf18618e190810c
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-beta.2		N/A
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.0-beta.2	metadata	f3c3c0f06364d1d0369a9a92792cd47b7b9fd03c
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.1		N/A
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.1	metadata	f6727013bfa251c274e7271ee5614726e2febd74
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.2		N/A
com.patrykandpatryk.vico	multiplatform-m3-iosx64	2.1.2	metadata	bc566cb9a782cf270e7737107cf3575d6bafd930
com.sgota.tools	tkcg-provider-java	1.0.0		5d2a21d6fa842be48a4d4481d076d1c020d9e34e
com.sgota.tools	tkcg-provider-java	1.1.0		1a91b8969fdd66ecf5626f1f61116f9353880101
com.sgota.tools	tkcg-provider-java	1.2.0		becdcff4df7dc90fc8f5291c679a11b3b6de69d9
com.sgota.tools	tkcg-provider-java	1.3.0		9f1267ad2cc187e22ca18d00b5852f9c1af1e7a5
com.sgota.tools	tkcg-provider-java	1.4.0		e1de99e1defde0debdcd85746f7874a25ef5c47a
com.sgota.tools	tkcg-provider-java	1.5.0		ab7a6a9c77214a202e44490073d4f7128d4211ce
com.sgota.tools	tkcg-provider-java	1.6.0		9e45dd57f0842a63cb06ad60fdb00483630963e6
com.splendo.kaluga	keyboard	0.1.10		4b1aab943e2937b48adcc6e985b8f678b7f5fa43
com.splendo.kaluga	keyboard	0.1.11		38704c344fd31ef9a543a0644dd8411a399d5d9e
com.splendo.kaluga	keyboard	0.2.0		97d31f6c7275f7ebaf64bca011149ef6ec3c325a
com.splendo.kaluga	keyboard	0.2.1		9ffea8fdf57b24e07774d3374fd2ac5e1e23b42f
com.splendo.kaluga	keyboard	0.2.2		1dadaac2f65568f6b71eee5ff7c64b41b821c519
com.splendo.kaluga	keyboard	0.2.3		31bc581000035ece9843ebc759ac8480d06138f4
com.splendo.kaluga	keyboard	0.3.0		eaa596e89c5b733da9c8dc43bf9ee1a4cd8b2011
com.splendo.kaluga	keyboard	0.3.0	all	c5b841d3e2fe69f939813271be8f50b52261aa0b
com.splendo.kaluga	keyboard	0.4.0		7185f6cba671ec2d56e07e1354a00fc7322d5c28
com.splendo.kaluga	keyboard	0.4.0	all	098965ba583c22a9572dc03c632306b619d26278
com.splendo.kaluga	keyboard	0.5.0		ef14c5445406100f46e67c2e6cf6f51ae2408751
com.splendo.kaluga	keyboard	0.5.0	all	4a13e8ba26537243958b6595125c344cb1fa02e5
com.splendo.kaluga	keyboard	1.0.0		d90fe47403a810e0f41f8d2ba1eae99633442358
com.splendo.kaluga	keyboard	1.1.0		d90fe47403a810e0f41f8d2ba1eae99633442358
com.splendo.kaluga	keyboard	1.2.0		39c3dc6896afca0a79df67cc85f280c3903fd7ab
com.splendo.kaluga	keyboard	1.2.1		39c3dc6896afca0a79df67cc85f280c3903fd7ab
com.splendo.kaluga	keyboard	1.3.0		e042537a458ca730b295d130325a370097af1221
com.splendo.kaluga	keyboard	1.3.1		bbfec3c93658803f95a45ca57f21d71791b36f92
com.splendo.kaluga	keyboard	1.4.0		81f15dae3dc3da501943233a2bcabf49c7453e2d
com.splendo.kaluga	keyboard	1.5.0		494fa6a12bdd6f6a4f98eea39134d47ced1433c7
com.splendo.kaluga	keyboard	1.5.1		494fa6a12bdd6f6a4f98eea39134d47ced1433c7
com.stun4j	stun4j-stf-parent	1.0.0		N/A
com.stun4j	stun4j-stf-parent	1.0.1		N/A
com.stun4j	stun4j-stf-parent	1.1.0		N/A
com.webank.wedatasphere.dss	dss-server	0.6.0		774f445630956ded93a24bc06a4fcd6c16af90fe
com.webank.wedatasphere.dss	dss-server	0.7.0		ef251b329ac3752f306fb9fd1d6f38fe0a6a407a
com.webank.wedatasphere.dss	dss-server	1.1.2		0de8bf20d1faecb8964ea387b55e67be982c741a
com.webank.wedatasphere.dss	dss-server	1.2.2		cab3a6c806c1cf3a3ab571b71e38c982067c179a
com.zblservices.doctorbatch	doctorbatch-io	1.0.0		N/A
dev.jonaz.vured.util	vured-util	1.0		453bf825637ab26101054850615ce0e93bce765f
dev.whyoleg.cryptography	cryptography-serialization-pem-macosarm64	0.3.0		N/A
dev.whyoleg.cryptography	cryptography-serialization-pem-macosarm64	0.3.0	metadata	870bca1ee3863ee944a3c995f42c69d370a196f2
dev.whyoleg.cryptography	cryptography-serialization-pem-macosarm64	0.3.1		N/A
dev.whyoleg.cryptography	cryptography-serialization-pem-macosarm64	0.3.1	metadata	6d4568279364a3a6670a5ecf089736a6deb0eb99
dev.whyoleg.cryptography	cryptography-serialization-pem-macosarm64	0.4.0		N/A
dev.whyoleg.cryptography	cryptography-serialization-pem-macosarm64	0.4.0	metadata	c5d869c39cf11d4bb1fad24cc6163042236c2048
gov.nih.ncats	gsrs-spring-boot-autoconfigure	3.1		f39fb52261fd22e30a020afedb8f4cc58a827c3c
gov.nih.ncats	gsrs-spring-boot-autoconfigure	3.1.1		12e24ce0304bc6010fb75443e037a7b8303cbb30
io.choerodon	choerodon-starter-config-monitor	0.5.0.RELEASE		c0637da8ec3d6ffdd9603cc8f681c3c4949c1aa1
io.choerodon	choerodon-starter-config-monitor	0.5.1.RELEASE		14f7dadb427e1d55a977dac6e5acccb53f75fcd0
io.choerodon	choerodon-starter-config-monitor	0.5.2.RELEASE		7c78ec4bd5da1cfe66c38fc261c2fb5265c12536
io.choerodon	choerodon-starter-config-monitor	0.5.3.RELEASE		efa4128acd14a18cd22a73e2adc29e60d1a16129
io.choerodon	choerodon-starter-config-monitor	0.5.4.RELEASE		0a1636d58f2e4d142380db46e679f3c637fffea8
io.choerodon	choerodon-starter-config-monitor	0.6.0.RELEASE		a8e426d92ef28cae67e09b472b62c666e973e71b
io.choerodon	choerodon-starter-config-monitor	0.6.1.RELEASE		65dd94bcb3cc31043b3d8991d8bac7ae1d9bd945
io.choerodon	choerodon-starter-config-monitor	0.6.2.RELEASE		e5255cfe504ded964e12d285eb56d248a75a8ad1
io.choerodon	choerodon-starter-config-monitor	0.6.3.RELEASE		48fce82a1381e057e5890566b3ac3462dc49d4bb
io.choerodon	choerodon-starter-config-monitor	0.6.4.RELEASE		cbcbb910d33d99f79a902c74eda94fe71d3d6300
io.cordite.braid	braid-corda-client	4.4.0-RC01		cb8ca8cd9ed0ca7fff1c7e5aadc04832debd57ef
io.fabric8.funktion	connector-generator	1.1.20		1a27aebcbfddf8da776c12dffb50a79ee12c97bb
io.fabric8.funktion	connector-generator	1.1.21		feaf6c9ab4c92744ce16cbddb9244d851ba68f9e
io.fabric8.funktion	connector-generator	1.1.22		10cab81906d0c3e3a8fe25f2cd0fc3dc622ab745
io.fabric8.funktion	connector-generator	1.1.23		aa0b408110ad92f8004753a0facbad9679a6f39e
io.fabric8.funktion	connector-generator	1.1.24		6c3af94f6a43912c3062e0d40e299e84f5b261d8
io.fabric8.funktion	connector-generator	1.1.27		5fc8058ab4a363506fa1487db68949bea8879186
io.fabric8.funktion	connector-generator	1.1.28		8be1c15bb29de2b77ce21538e447bb77b06347eb
io.fabric8.funktion	connector-generator	1.1.29		4963a7ff562392cc7e93421424305228d4404f8d
io.fabric8.funktion	connector-generator	1.1.30		a3162152f62be80512ac42aa20042357d30b18e9
io.fabric8.funktion	connector-generator	1.1.31		d6b88c413a9339300235a4762caf9d6063f9efd1
io.fabric8.funktion	connector-generator	1.1.36		10ea506ee3bf6cb32e5223a59d3a050e0720397d
io.fabric8.funktion	connector-generator	1.1.37		a04ff03ac813ac3cc8eaefea8738ea65c365f0bc
io.fabric8.funktion	connector-generator	1.1.39		0806f9705b9708cdc15513d69e4ea371f2c8a1e5
io.fabric8.funktion	connector-generator	1.1.41		d41edb096781df0ba1901ecebabae0999f60b386
io.fabric8.funktion	connector-generator	1.1.42		b79a338abd05281886ee3f956e3d81a4d3817617
io.fabric8.funktion	connector-generator	1.1.44		4b444164393708ce554c25211e3a774e4da60981
io.fabric8.funktion	connector-generator	1.1.53		ba07e183f53b5fe0cb6a71978983204658b5252c
io.fabric8.funktion	connector-generator	1.1.55		b002220b6e488cdc4739473037831d909fb37104
io.fabric8.funktion	connector-generator	1.1.9		8c033be50d0d5f99946b886f8c73291963d8c26a
