be.siteware	excelprocessor	1.0.4		2a3c7a0e14237cf2b6bc72709766b1eca60c5052
com.propensive	probably-cli_2.12	0.8.0		1789cc3bcfc2422c23371985ef5daa6abf418028
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10	classes	f58f94d39cc35cf6febc8f6b333909298e59df99
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b01	classes	33a0cc3db83ae4f7283a8f2b501d4342cb733c67
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b02	classes	9c3993a1b48074d04cf3bb712b28fb8987104b2a
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b03	classes	ee728f3308b957265ef348510911a3fc09f5b831
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b04	classes	3a2956a0680972a5853d611c12539842801e094d
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b05		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.10-b05	classes	1c72bd69fd7a9e46e4ab7641fa6274152e673a28
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11	classes	690c31e6fdf9fabb10e0009013acab5502bf4d1f
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b01	classes	4168030fc859e22ea47f41fc12820e7723105388
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b02	classes	efa4202063eaee8eb2be60449d858d1a38fa31ce
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b03	classes	941932ce9fc5f12ed02b93715edc2f4337703283
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11-b04	classes	56222f746eff96b98056cf63022b067115213f55
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11.1		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11.1	classes	4b6f6655720dd8feb5534a1d357fdfa42ad11748
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11.2		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.11.2	classes	f2fe41be43a45e5c1ac1f91cadf3533469e30b87
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.12		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.12	classes	60bb24f7754076f788017d17965f1f89219b2f1f
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.12-b01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.12-b01	classes	a9c2dddbb34bed5209aef0fbac191218e0eb05bb
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.13		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.13	classes	28476a75b2d34ce416227ac1a9d8b3ceeeb27321
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.13-b01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.13-b01	classes	0de386d6de871c20d1db93acc27c77e32efbcefc
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.14		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.14	classes	e3e08280f56ba87052febdf4722bcb084d748895
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.15		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.15	classes	8d5a3ab0b174f2cc96ac7af871e800c3ccfe1c04
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.2		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.2	classes	e1ee91c0a745a34db02fce00a068e6905b13dadd
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.3		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.3	classes	1cb43deb0e46916153160fcbf8a12c20365ca569
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4	classes	97f24046abf38cd6c256693fe8198684c0f2c70b
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea01	classes	fc5320bcbc1d371973c3479ae51b7cd5192f7ba9
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea02	classes	c9a6f5fdfe3922beefd14441883b7663c20abffd
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea03	classes	0f172e75966333409197e557dd866d07afe82704
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea04	classes	90a690f1f7ba5ec0bf1697f468459bb7fa332afe
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea05		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea05	classes	9f22822c25a9f47559a9aebd3dc1db5877aa1d8a
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea06		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.4-ea06	classes	19160c508fb8008386d5e77964b2d79086f1e936
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5	classes	8415ef96a3400b777f0e7054d7f595a26397e74d
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea01	classes	5863801d97e69c9c70b016dc5801f4163f46d714
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea02	classes	9beeda93cbd9ae2a970e3f9bdb9d5bdf579d5a94
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea03	classes	ede3530c2a66ecef9edd5b71af965d0bb4a67648
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea04	classes	83c9ad0b16f2f7e04f241a891888435df4fd9f2d
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea05		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea05	classes	7f38d45cf00a169cb75176fdd8eef2bb3c0241c9
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea06		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea06	classes	2fa7c009bf6799c3e60e4b9970d7993550dfa873
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea07		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea07	classes	5b7f807b0b2c3b79492a72cf61a1b4408566aca6
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea08		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea08	classes	66fa7183b8ae7f1d9b0dd0cf8ffd04c4fac9eef7
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea09		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.5-ea09	classes	44493889510e81bb78dc395f39d331ee2737e344
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6	classes	944e77709d24ccd6d226a886fae4287c16b3bcfe
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea01	classes	0e9fe224a8b9f3f8989ea5a25a9215547eaff161
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea02	classes	060ccfc8f6f4e154cc0671b56f9430ce72f626af
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea03	classes	8c0c72a8db774f8a5479796ff8de5584df651ff2
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea04	classes	25aa166304b1ec22ef6958212743de29f8dc5eb6
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea05		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea05	classes	8e8b12201138d9d04a72a06b6c8dbc05a3eab4b3
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea06		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.6-ea06	classes	fc5cb281f909b587d2405fc7442decbfe5899521
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7	classes	4f8284075cd966b754df39c092e68d8563708a57
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea01	classes	49c3ea4fb3eb36f82b0fa9fb7d6d2d8457ca38e8
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea02	classes	9ba01753bda5332480ebaf07c3d0a0e23f7aa43d
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea03	classes	9ea2fc8f436376ce8deb766d0a8d71028553b9cb
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea04	classes	cb4767fe337c8a9ac1610d421f291dcbd06e3fd1
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea05		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea05	classes	405884b8347487176164f1894e5344708d1ae271
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea06		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea06	classes	efba894ac04e154bfaaa0fa99ac34161501de935
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea07		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.7-ea07	classes	2d0e455cb99d5f4dc8ce41a1a2783601c04c1f22
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8	classes	5f0e1da02e6b68a1bae160121641c87c1b932197
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea01	classes	2a5a273739ff24eaf3731704393f68ba1e8e07b3
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea02	classes	4ef3f360522dfa1dc2b2f780adc759f97cf66f30
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea03	classes	0f1129174b6eaf2347bdcb2c4ca3651f4135d243
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.8-ea04	classes	fd40bd9dc94f926d6e2babc1ecc542839fda371b
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9	classes	5b1d68aed540251b65232f1889ff6a4ee56da14a
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea01		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea01	classes	6cd6941a272d5887241c3856c631591324322745
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea02		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea02	classes	aaf4890b040a3ed9f269a443976fef38b6b68416
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea03		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea03	classes	4a07e23ee84cfca93807f65eb71288842579094c
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea04		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea04	classes	2361b9a87be5e2fcd2d676389a8845cf4e3aff2d
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea06		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea06	classes	9b772adbde3ac02911cb67644c96977280a6f5b0
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea07		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9-ea07	classes	6b25cddbd6b4286718f984ba68d73dca78d6ff4a
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9.1		N/A
com.sun.jersey.samples.helloworld-osgi-webapp	war-bundle	1.9.1	classes	3ff61b2bd48339339558586883db08f3f9117faf
com.transferwise.common	tw-leader-selector-starter	1.10.0		305aee3937d50d3ea75b20f88a4d4106cb2fd57b
com.transferwise.common	tw-leader-selector-starter	1.10.1		c1bd7f3fede900449b6e92c7c976f98d5a4886c7
com.transferwise.common	tw-leader-selector-starter	1.10.2		4330f34ccc81b496e820a034dbdbf1241e22581b
com.transferwise.common	tw-leader-selector-starter	1.10.3		a84c59e96055c313ace707b3eeecdb7b7428e86c
com.transferwise.common	tw-leader-selector-starter	1.10.4		f02a14bf31f1868d79d9fb460d1dba0fc086bbca
com.transferwise.common	tw-leader-selector-starter	1.6.0		bb946c1ee152f8e3e0caa59d7627c27b3e78082e
com.transferwise.common	tw-leader-selector-starter	1.8.0		c4aea1efe98b0e297ca383d8f8dbdc21352ddf93
com.transferwise.common	tw-leader-selector-starter	1.9.0		d3d3f385330d6364c2aa18807ce9a28f0dbcf4c5
com.truthbean.logger	logger-to-slf4j	0.4.0-RELEASE		cc7bd08bee9aad482814943952a6d91228fca856
com.vmware.dcp	dcp-parent	0.2.0		N/A
com.yoctopuce.android	YoctoLib	1.10.1234		N/A
com.yoctopuce.android	YoctoLib	1.10.20230		N/A
com.yoctopuce.android	YoctoLib	1.10.20255		N/A
com.yoctopuce.android	YoctoLib	1.10.45344		N/A
com.yoctopuce.android	YoctoLib	1.10.45704		N/A
com.yoctopuce.android	YoctoLib	1.10.46606		N/A
com.yoctopuce.android	YoctoLib	1.10.47582		N/A
com.yoctopuce.android	YoctoLib	1.10.49504		N/A
com.yoctopuce.android	YoctoLib	1.10.49541		N/A
com.yoctopuce.android	YoctoLib	1.10.49822		N/A
com.yoctopuce.android	YoctoLib	1.10.50144		N/A
com.yoctopuce.android	YoctoLib	1.10.50431		N/A
com.yoctopuce.android	YoctoLib	1.10.50540		N/A
com.yoctopuce.android	YoctoLib	1.10.52255		N/A
com.yoctopuce.android	YoctoLib	1.10.52382		N/A
com.yoctopuce.android	YoctoLib	1.10.57762		N/A
com.yoctopuce.android	YoctoLib	1.10.PATCH_WITH_BUILD		N/A
cx.d1	altu-sdk-components	0.8.0		N/A
cx.d1	altu-sdk-components	0.8.1		N/A
cx.d1	altu-sdk-components	0.8.2		N/A
cx.d1	altu-sdk-components	0.8.3		N/A
cx.d1	altu-sdk-components	0.8.4		N/A
cx.d1	altu-sdk-components	0.8.5		N/A
cx.d1	altu-sdk-components	0.8.6		N/A
cx.d1	altu-sdk-components	0.8.7		N/A
cx.d1	altu-sdk-components	0.8.8		N/A
de.iwelt	quest4s_2.13	0.5.0		a65fd312a8accb7b42df3302b1492fa07cfef037
de.iwelt	quest4s_2.13	0.6.0		9e397e27c3a2eb2496e31c126907915e98ecde0f
de.iwelt	quest4s_2.13	0.6.1		f816170fada934342d787dea3a42fa5e0b7d6139
de.iwelt	quest4s_2.13	0.7.0		e701861fc8e3002fb03ec4fe0f505227ac84f446
de.iwelt	quest4s_2.13	0.7.1		ef1489c8ccb7b97af216ea87a505db0f5395c3dc
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.jwordsplitter-asl	1.4.0		0762a890d6fa6f660f7d0de6f1d651b41ac808a1
dev.alexengrig	metter	0.1.0		f4841feeb8c55a944a783ae628f99f190e482aba
dev.alexengrig	metter	0.1.1		938211e8b8ddd3490e6806706538f442c8d89ba3
dev.applibgroup	customcalendarview	1.0.0		N/A
dev.invirt	invirt-kafka	0.12.7		f59ca4c7a902cf0b53a8f735b6312aef413ea4b8
dev.invirt	invirt-kafka	1.0.0		d2325ace4afc8e2fa0e23c6281562c89c8202e68
dev.invirt	invirt-kafka	1.0.1		2ae4b0462c3d47f701a52edd5cac7c95405c357c
dev.invirt	invirt-kafka	1.0.2		1afd33c0ba699a7247cf6bc9106315587a487590
dev.invirt	invirt-kafka	1.0.3		c4ae9ed6364de7375dad0c6fbc56bdec630d18f2
dev.invirt	invirt-kafka	1.0.4		bf113adc078bf653b9f9797425e5137ecdd444b7
dev.invirt	invirt-kafka	1.0.5		9ea1933d880c89c9efc20262b70db5adaf0c18bd
dev.invirt	invirt-kafka	1.0.6		0930cc16e8ab5414747b1d796768493ce539d9e4
dev.invirt	invirt-kafka	1.0.8		4cecb9d3b6f0886c94ed60838f559e364ddea911
dev.invirt	invirt-kafka	1.1.0		80d0d05d959d97fc24000e01fb79410ed912925c
dev.invirt	invirt-kafka	1.2.1		e2cbb87bdc58f9d9ddd054f550c728c1fe5b0a2d
dev.invirt	invirt-kafka	1.2.2		055dd56eba564cdb7dfba5ccf2f4c97782858821
dev.invirt	invirt-kafka	1.3.0		b4ddee6e2bc1fb9dce5f78705542f5cdf3e75bfe
dev.invirt	invirt-kafka	1.3.1		49eee6861e60a3d2325d9aabe67cb373133a6c22
dev.invirt	invirt-kafka	1.3.2		914fba4357066acb7e65c2591ae55d428b33e90e
dev.invirt	invirt-kafka	1.3.4		00e0c3748c934bc6dbe48a1eb2128c7f78cca17c
dev.invirt	invirt-kafka	1.3.5		776600d4aa14cc73f2bb214d5c6ba2f281c23790
dev.invirt	invirt-kafka	1.4.0		9f07fdcadef9de85e1a4b7fcfba4cd761f70254c
dev.playmonad	play24-monad_2.10	0.1.0		f7b3b426f14416b520a62d76e334af0bfd18d835
dev.playmonad	play24-monad_2.10	0.1.1		f8f9eaf9ecc0b787b0c083a5b63e0ba0c5d2a06f
dev.playmonad	play24-monad_2.10	0.1.2		c6535e0a4d84232d9f2f13078831b3c6ca06cc1c
dev.playmonad	play24-monad_2.10	0.1.3		c104a679758dc72df6f68558854acb44721dc548
dev.playmonad	play24-monad_2.10	0.1.4		774613c3f075bb086081683fd87aed77b15e50b2
dk.mada.reproducible	dk.mada.reproducible.gradle.plugin	1.0.2		N/A
fr.bmartel	bbox-protobuf	1.0.10		a31a89d60274eb5f5c7bc0c219048a35548fc08e
fr.bmartel	bbox-protobuf	1.0.2		f52facff5bff56de469b4a6192704611e3343bc8
fr.bmartel	bbox-protobuf	1.0.3		b573dc5369ca26e0ebc4974c3f1c75b26e47526d
fr.bmartel	bbox-protobuf	1.0.4		74f475a3111c1fa423780c16d5d638f7ac3fe7d5
fr.bmartel	bbox-protobuf	1.0.5		3f4708ab97f914512924603bfabd3ef4a1fa89f9
fr.bmartel	bbox-protobuf	1.0.6		4af9723e5526fd8df1883335669cab278bf9bd7f
fr.bmartel	bbox-protobuf	1.0.7		ccf70e31a06f8a14261f453c1becf1634580334e
fr.bmartel	bbox-protobuf	1.0.8		0a196d2be0c8d673e7d243185574438b18d569ae
fr.bmartel	bbox-protobuf	1.0.9		32854a56236fa618a219bcbbe6708fd477ddf2f0
fr.bmartel	bbox-protobuf	1.1.0		c3903c1416ba8b4923326886d9bd7ddbb0d6f713
fr.bmartel	bbox-protobuf	1.1.1		4eebd6b8d8b27a5c6c0a24ee0da3f6093eedee8e
fr.bmartel	bbox-protobuf	1.1.10		4bf38e08768b25ca3723a389c06a6d469e959efe
fr.bmartel	bbox-protobuf	1.1.11		eb3d156462f68e88fc3a8da6dd4f74b207013a25
fr.bmartel	bbox-protobuf	1.1.2		cad11589e76af1c272d58bd951ab206a5e5c8b94
fr.bmartel	bbox-protobuf	1.1.3		c135584d7c887bfe8b0787443bea1e3fcc914d0a
fr.bmartel	bbox-protobuf	1.1.4		6bf589cdbabca08591d292d82c0a529c48f9c925
fr.bmartel	bbox-protobuf	1.1.5		5b9ccb7939eee9f3b58d6b722093e654f375abb7
fr.bmartel	bbox-protobuf	1.1.6		1a214c9d389817b6d630bdc486e4e52fd5b33738
fr.bmartel	bbox-protobuf	1.1.7		a496a71899d727863bfa3b92fd67ab30585f7ceb
fr.bmartel	bbox-protobuf	1.1.8		e6305985ef73fbe3f7982c57b791e6e352fe0b99
fr.bmartel	bbox-protobuf	1.1.9		cf2567c91f3159b4c4bc49645fa75c5dcaafbaa5
io.activated.reduction	reduction-test	1.0.2.10		897f18a448b5d04263426b759d05bbcb28bb6d71
io.activated.reduction	reduction-test	1.0.2.12		0c69e94f1db139cd374ac710d731d574c4a2900c
io.activated.reduction	reduction-test	2.2.0		739e7cf8da626998607ad8070b03be313c068e5c
io.agora.rtc	agora-full-beta	4.0.0-beta.1		N/A
io.agora.rtc	agora-full-beta	4.0.0-beta.2		N/A
io.agora.rtc	agora-full-beta	4.0.0.beta.1		N/A
io.aretemed.drakkar	sdk-java	1.0		N/A
io.aretemed.drakkar	sdk-java	1.0	plain	40a9d49bd04057e74451a1625ff8ad37ed98a194
io.aretemed.drakkar	sdk-java	1.0.1		N/A
io.aretemed.drakkar	sdk-java	1.0.1	plain	0bfadb6ffb8befaf855914aad3e40f483118cc4e
io.aretemed.drakkar	sdk-java	1.0.10		N/A
io.aretemed.drakkar	sdk-java	1.0.10	plain	6122318ff5039e55e2a6134ffa621a4752e0b2e5
io.aretemed.drakkar	sdk-java	1.0.11		1c15d8cc2c7687ec2217be3ce7b1a5291a8dd9c2
io.aretemed.drakkar	sdk-java	1.0.12		37d0854a49ad4fc7161b3b9e324aba38f66ae6bf
io.aretemed.drakkar	sdk-java	1.0.14		a0dbed9fd940e6a4287aa3c6b9071ebb7806bfd6
io.aretemed.drakkar	sdk-java	1.0.5		N/A
io.aretemed.drakkar	sdk-java	1.0.5	plain	7f2b9a626aaebbab2b7e943bc505b2fd3355a60c
io.aretemed.drakkar	sdk-java	1.0.8		N/A
io.aretemed.drakkar	sdk-java	1.0.8	plain	708d1fa66b2448cb647eb3296da409c40854de00
io.aretemed.drakkar	sdk-java	1.0.9		N/A
io.aretemed.drakkar	sdk-java	1.0.9	plain	d19efe367ff8df2bc9b35e92df19a2571799fea0
io.aretemed.drakkar	sdk-java	2.1.5.RELEASE		dec4535391e185e6112d4f4adcc12f68fc9f6f1f
io.aretemed.drakkar	sdk-java	2.5.9		N/A
io.aretemed.drakkar	sdk-java	2.5.9	plain	2ed347968465518b90da9d98c48c1c0c0dab8747
io.arrow-kt	arrow-annotations-linuxarm64	1.2.0		N/A
io.arrow-kt	arrow-annotations-linuxarm64	1.2.1		N/A
io.arrow-kt	arrow-annotations-linuxarm64	1.2.2		N/A
io.arrow-kt	arrow-annotations-linuxarm64	1.2.3		N/A
io.arrow-kt	arrow-annotations-linuxarm64	1.2.4		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-alpha.1		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-alpha.2		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-alpha.3		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-alpha.4		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-beta.1		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-beta.2		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-beta.3		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.0-rc.1		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.1		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.0.1-alpha.1		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.1.0		N/A
io.arrow-kt	arrow-annotations-linuxarm64	2.1.1		N/A
io.bigconnect	dw-ner-spacy	4.2.1		dc4b27b5be1b401c3e7ecb62720c4521461d6947
io.csra.wily	parent	2.1.0		N/A
io.csra.wily	parent	2.1.1		N/A
io.csra.wily	parent	2.1.2		N/A
io.csra.wily	parent	2.1.5		N/A
io.csra.wily	parent	2.1.6		N/A
io.csra.wily	parent	2.1.8		N/A
io.csra.wily	parent	2.2.0		N/A
io.csra.wily	parent	2.4.2		N/A
io.github.elki-project	elki-precomputed	0.8.0		2bcb7d631363dafaf47257cf3e3538ed36c42707
io.github.floto	floto-ui	2.0.0-beta2		N/A
io.github.floto	floto-ui	2.0.0-beta2	ui	3bed164846241cfebc1dcfe6c50bf51c08f9f772
io.github.floto	floto-ui	2.0.1		N/A
io.github.floto	floto-ui	2.0.1	ui	255cd911661809307fa85cb2ac362de2df3550e7
io.github.floto	floto-ui	2.0.2		N/A
io.github.floto	floto-ui	2.0.2	ui	dae9f829d13a16d493fa315659457c72ffd27308
io.github.floto	floto-ui	2.0.3		N/A
io.github.floto	floto-ui	2.0.3	ui	a829b8436f546b614e035ecd356e3a2b7efd3429
io.github.floto	floto-ui	2.1.0		N/A
io.github.floto	floto-ui	2.1.0	ui	9c29c668034a04c24f0e48eb13b146cd65bd452b
io.github.floto	floto-ui	2.2.0		N/A
io.github.floto	floto-ui	2.2.0	ui	e6394134c91ff5c0c4c70c8a223d46d9b62da719
io.github.fruitcropxl	fruitcropxl-config	0.0.2		35e1510b0e9f74072e3c25669a1065c50e0f79b4
io.github.fruitcropxl	fruitcropxl-config	0.0.2	shaded	d6440e0e34a54a9581c1ffb3dcb1176c7fe2588f
io.github.fruitcropxl	fruitcropxl-config	0.0.3		d1afed961341f000e0949d020cc445dc6679ff49
io.github.fruitcropxl	fruitcropxl-config	0.0.3	shaded	9be1cc4d4824c2d60bb4a4dcaaf113c337983f85
io.github.itzephir	result-tvossimulatorarm64	1.0.0		N/A
