br.com.luizrcs	nbt-cli	1.0.0		26b200a78acaf7c85b0c2ecad00138962a16fe4c
org.fomkin	korolev-slf4j_3	1.2.0		cf406f6bb6b98ffbce40a341f647f73788621b03
org.fomkin	korolev-slf4j_3	1.3.0		3681bcf7f094af85b964aedebc97a664a9aeb7d4
org.fomkin	korolev-slf4j_3	1.4.0		5512f61c2de7de3bfeb7828fc31349733ce6d4ee
org.fomkin	korolev-slf4j_3	1.5.0		397b908661d6c256836e910f9d9b16a569e6f339
org.fomkin	korolev-slf4j_3	1.5.0-M1		7085fbde22a31f6857a3f00a536892bc1217112a
org.fomkin	korolev-slf4j_3	1.5.0-M2		d8dad069b0e845758deddba3db468ee6b4ce5024
org.fomkin	korolev-slf4j_3	1.5.0-M3		bb1b804f0bdc2d2ab1af5037c4f7eb3f9c3dbced
org.fomkin	korolev-slf4j_3	1.5.0-M4		40112ba6d277590556f235245900202200a9d756
org.fomkin	korolev-slf4j_3	1.5.0-M5		3c5ae30d6f087fd2d0b45f093bbfc577d01721ff
org.fomkin	korolev-slf4j_3	1.6.0		7cc8ab95f7b4012142ee34ab7cf8c53860171f8e
org.fomkin	korolev-slf4j_3	1.6.0-M1		9297153aa8347d145dac8daae4c67b0df75573eb
org.fomkin	korolev-slf4j_3	1.6.0-M2		2d3e6a3ecbdb5ec0629aa6ae9d8f87f4f2d89576
org.fomkin	korolev-slf4j_3	1.6.0-M3		2b70291060d18ac5105a1f8945632e55b71ae730
org.fomkin	korolev-slf4j_3	1.6.0-M5		09254f161aa02833ee2126bfda11a7543fd06e89
org.fomkin	korolev-slf4j_3	1.6.0-M5.1		52baf599ecf6618cebe25186cbf2d343be821296
org.fomkin	korolev-slf4j_3	1.6.0-M5.2		42a8f60d19c779b105944d3255e9f345a87247ce
org.fomkin	korolev-slf4j_3	1.6.0-M6		cc877a9e491a8192291e611abe9a405003bbcd5e
org.fomkin	korolev-slf4j_3	1.6.0-M7		549f8544e612f5906aa794810224aa5b632d72dd
org.fomkin	korolev-slf4j_3	1.6.0-M7.1		7626bc65c2f1a09154db5462004dc727d62ac3ad
org.fomkin	korolev-slf4j_3	1.6.0-M7.2		437253c5d48d914336253ca29e86ac0956ac019c
org.fomkin	korolev-slf4j_3	1.6.0-M8		477c1a70ee509c6438c2c88fcc5275ba9edd46ef
org.fomkin	korolev-slf4j_3	1.6.0-M8-8-g20abb89		8bcd0420b81e3742f68d0f6c56c659d7c1bb1637
org.fomkin	korolev-slf4j_3	1.6.0-M9		00a089c4d38078eb71b6bf4bccb73c6c084b6667
org.fomkin	korolev-slf4j_3	1.7.0-M1		df6d3b250748ea8be0551a343afe10daee292900
org.fomkin	korolev-slf4j_3	1.7.0-M1.1		e624ac1b7202e70be90e7550332bedbf23e1e262
org.fomkin	korolev-slf4j_3	1.7.0-M1.2		a356caf2798baa55190ec22c6ed63e4144a2625b
org.fomkin	korolev-slf4j_3	1.7.0-M1.3		fbe430aa04f3572608ab951b6b171f7bf41c17b9
org.fomkin	korolev-slf4j_3	1.7.0-M1.4		63e1163d5f959ad655f440e4df345d9018a23db7
org.ibissource.ibis-adapterframework-akamai.7.0-RC3.org.ibissource	ibis-adapterframework-ibm	7.0-RC3		fcb86700c0b591047d9b8ef946b6b8d5f06fc4bc
org.librarysimplified	org.librarysimplified.books.bundled.api	4.0.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.0.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.1.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.1.1		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.2.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.3.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.3.1		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.4.1		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.4.2		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	5.5.1		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.1.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.2.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.3.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.3.1		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.4.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.4.1		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.5.0		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	6.6.3		N/A
org.librarysimplified	org.librarysimplified.books.bundled.api	7.0.2		N/A
org.mvnpm.at.carbon	colors	11.22.0		0782c7ebde8a922247eb7a3718ea2c181a0c116b
org.mvnpm.at.carbon	colors	11.28.0		7ad534b88f3d96f29129e7e766190ea719eee045
org.mvnpm.at.carbon	colors	11.29.0		7a61078f14b1a02ad99306510c281873cf69bf7e
org.mvnpm.at.carbon	colors	11.30.0		0e0f5e7a7de9082a5a25420a52f8d05049414797
org.mvnpm.at.carbon	colors	11.31.0		c57efd632061badf6b930a4217e37bbe9a828a84
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-alpha		d90e5cbfe897f0e549d19dc967ac73f9db23f4f4
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-alpha	linux-x86_64	89e7268905ca79f013426c0a7101c97824f3f07c
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-alpha	macosx-x86_64	72e3ab4197ea95e20e53a45de87eea969942f700
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-alpha	windows-x86_64	c6386e22396fcc721ae863dabeb02f95b44c17b5
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta		23cd29b92eef44d03d5fe657752c96ffe496f3e9
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta	linux-ppc64le	71e07d83d4768328206350252546a9199dac6148
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta	linux-x86_64	aef5fb039c40e3e1eb8a7c1f0131f5ad47b32d1d
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta	macosx-x86_64	0bd3849a33a920c76734ede6c9d2bfd9cd22b7bf
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta	windows-x86_64	0938a4324c8d6f824e656ab4174f3d39455b87c2
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta2		4026988110447c0ef09fd8ee73b821316eada5b2
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta2	linux-x86_64	eea8247c3c33acc9bc2a8bec56eb661a735c8722
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta3		f7b5608590fe03f96eba5f4cce725f025aee369b
org.nd4j	nd4j-cuda-9.0-platform	1.0.0-beta3	linux-x86_64	802ee97a51f0e01584cf93f8f2fe93e84728dd69
org.opensearch.plugin	client-benchmark-noop-api	1.0.0		0bb7799627bf539490165f6e9ebaaf2f0da4940c
org.opensearch.plugin	client-benchmark-noop-api	1.1.0		991732f345c4fcd3a4adf5fbb44e7d95fcd196b5
org.opensearch.plugin	client-benchmark-noop-api	1.2.0		dc02a7e15b8f76af3e8495325d5aa1e081816776
org.opensearch.plugin	client-benchmark-noop-api	1.2.1		5ef7769ccfc8784d8d861ad300e2e99f2d415483
org.opensearch.plugin	client-benchmark-noop-api	1.2.2		7a00d85df5dc745d4e37e798203bae3eb3318fc3
org.opensearch.plugin	client-benchmark-noop-api	1.2.3		10dae998a6d083e4f7168b6facc744d030e6ce01
org.opensearch.plugin	client-benchmark-noop-api	1.2.4		c6b8f8b3b101c916467ce833a4aa33fa88bb53cd
org.opensearch.plugin	client-benchmark-noop-api	1.3.0		46714c3f9c1f156270b3c62574bd9f09dc4f168c
org.opensearch.plugin	client-benchmark-noop-api	1.3.1		0c7ee0a5bdeeaef172265a13833d2e7537050695
org.opensearch.plugin	client-benchmark-noop-api	1.3.10		cff431c3223153536f030d08a39ca8e276e3b50f
org.opensearch.plugin	client-benchmark-noop-api	1.3.11		f47f118084a68174c453d601b0a117566cfc40ce
org.opensearch.plugin	client-benchmark-noop-api	1.3.12		fde65d1bc66a2f72c9629791575a77f65bf8b7e6
org.opensearch.plugin	client-benchmark-noop-api	1.3.13		1617fc512c1ed1d5960ba8182b30ddd931b3b005
org.opensearch.plugin	client-benchmark-noop-api	1.3.14		891b44bf223642735da920f2ad069024919ccb99
org.opensearch.plugin	client-benchmark-noop-api	1.3.15		73c15c5f3b336ae05f0de06513477820690d18ec
org.opensearch.plugin	client-benchmark-noop-api	1.3.16		85cafae93eacb10369b809f7ce3ca7e7b69c4581
org.opensearch.plugin	client-benchmark-noop-api	1.3.17		bf2117797f89b0030a3da84b572694828c994ff8
org.opensearch.plugin	client-benchmark-noop-api	1.3.18		965cccfe6ca7a8ed1f7283b84d2298405c3c0563
org.opensearch.plugin	client-benchmark-noop-api	1.3.19		894c161845ea745484b6b7a0cacc2a7938dc3ca6
org.opensearch.plugin	client-benchmark-noop-api	1.3.2		2294e408961c99be69d1a916e35cb33538872a1e
org.opensearch.plugin	client-benchmark-noop-api	1.3.20		73b8e36c5c2415febfc372d8afcbea3a3242d16e
org.opensearch.plugin	client-benchmark-noop-api	1.3.3		1555c931d0535eba229292876d5459828d4a727b
org.opensearch.plugin	client-benchmark-noop-api	1.3.4		38f7ddc2c1c8b57a7d9a29ebd04473a748ebe2a4
org.opensearch.plugin	client-benchmark-noop-api	1.3.5		feee6ec13744df6be3098fb159688d2e8b9b764b
org.opensearch.plugin	client-benchmark-noop-api	1.3.6		c3aa8674a84fe035f56f45b99c7b8b587b166504
org.opensearch.plugin	client-benchmark-noop-api	1.3.7		f7644bf708921da10b264629a704fa59416ceb9f
org.opensearch.plugin	client-benchmark-noop-api	1.3.8		720ae0be3ce42892d3f0a1545c2cfa97b1879fa9
org.opensearch.plugin	client-benchmark-noop-api	1.3.9		7f006d4638453f8436f076564d75fef0d026d5ae
org.opensearch.plugin	client-benchmark-noop-api	2.0.0		426c96eed39f435dead3b9567dab752cbdc369a5
org.opensearch.plugin	client-benchmark-noop-api	2.0.0-rc1		03cd8ae6acf32a71139f4e0f9f526b75441bff8f
org.opensearch.plugin	client-benchmark-noop-api	2.0.1		cf41a18aeff2e48cb3da2059083b6f16622c0e26
org.opensearch.plugin	client-benchmark-noop-api	2.1.0		5e30048c053e48e1ef36b58d6dcdec416e2bc9fa
org.opensearch.plugin	client-benchmark-noop-api	2.10.0		ac5898adbd31453d6e41348af874782c9fa2824c
org.opensearch.plugin	client-benchmark-noop-api	2.11.0		195f244579ac2df687d2baad629912e48d2340f3
org.opensearch.plugin	client-benchmark-noop-api	2.11.1		f85482e58fecde0c376725287841400698d88347
org.opensearch.plugin	client-benchmark-noop-api	2.12.0		c87007a7c58357386ef3edfa24d4420c08a3774a
org.opensearch.plugin	client-benchmark-noop-api	2.13.0		19afc33cc189e69a9fbb7b7ddab9b2e9bdc1e34e
org.opensearch.plugin	client-benchmark-noop-api	2.14.0		aba78581a1db96ef609a25dd7c814490b8b7fd5e
org.opensearch.plugin	client-benchmark-noop-api	2.15.0		59eb35ad23ca2c06d89aeb80741a844c3da7e228
org.opensearch.plugin	client-benchmark-noop-api	2.16.0		ee5f731c30a73f4cf6ee8a96dc849bb6b4522ec4
org.opensearch.plugin	client-benchmark-noop-api	2.17.0		0bf17f6e48dc4e1fc90b71b19702be2df15cbf70
org.opensearch.plugin	client-benchmark-noop-api	2.17.1		ef47f781db44582a20429feeaf35801790e393a0
org.opensearch.plugin	client-benchmark-noop-api	2.18.0		239b156c9c9499f1bae2ea9eb727510c17ba13ad
org.opensearch.plugin	client-benchmark-noop-api	2.19.0		78bcbddd73fe4ae43ea288abca1b85cc1a37a234
org.opensearch.plugin	client-benchmark-noop-api	2.19.1		4a7296cf87e3396d36072b75be28f1aaa032f93c
org.opensearch.plugin	client-benchmark-noop-api	2.19.2		e5d9a3f9fe1c0b2303f798413c0380e204abfc48
org.opensearch.plugin	client-benchmark-noop-api	2.2.0		68c431b01c695ef4f29f25d17b5a056ba1866cf1
org.opensearch.plugin	client-benchmark-noop-api	2.2.1		366655348cccf09e07c70f46e58b3bdb57ace2c5
org.opensearch.plugin	client-benchmark-noop-api	2.3.0		b77fa74ea7048018597f71a47d4286b47a0cc3b4
org.opensearch.plugin	client-benchmark-noop-api	2.4.0		f7666a8f25a5f96294de9835657925e689eb87bd
org.opensearch.plugin	client-benchmark-noop-api	2.4.1		22d0051ddce41166672ac906bacdaaccb9113a08
org.opensearch.plugin	client-benchmark-noop-api	2.5.0		80250ea86c6711c5f65fd3f78a33ebd9af63e124
org.opensearch.plugin	client-benchmark-noop-api	2.6.0		a73a06e62139f86ca198c009a84e0020f5b3c8eb
org.opensearch.plugin	client-benchmark-noop-api	2.7.0		814bcbbe27669cc06a7fd07942873f9efde9d523
org.opensearch.plugin	client-benchmark-noop-api	2.8.0		04f95662bf9fcc9a06e926d192e602c8542cf62f
org.opensearch.plugin	client-benchmark-noop-api	2.9.0		06aaca115e85577baa253775de2267dd52024bdf
org.opensearch.plugin	client-benchmark-noop-api	3.0.0-alpha1		006cfff53e33e5cb6a3246262ec088ce91b6a0db
org.opensearch.plugin	client-benchmark-noop-api	3.0.0-beta1		a70bd278109302bcd449efb2f537094da8a18acd
org.prompto	Standalone	0.0.10		79b0f38dbb1003ef7fd0345223647491c964f906
org.prompto	Standalone	0.0.100		a6c46dbcaa9f371148a11db7911d6a722bdf13ff
org.prompto	Standalone	0.0.101		3129495c2eb7ea2327128c443fe1d70d6105ca06
org.prompto	Standalone	0.0.102		324849ebd3731b61fac7d0351f79b421bc070df2
org.prompto	Standalone	0.0.103		0f1192c3c489b7bcbbd1f91836f0532f1f16b4de
org.prompto	Standalone	0.0.104		b4551fa66ec1f293307fef8e3f39ef43a2428a5b
org.prompto	Standalone	0.0.105		ff79e442b84fc20eb3835d756e135ad07db54539
org.prompto	Standalone	0.0.106		2ecea6109a1befc4fc1a9a16224ed57d1d8a0989
org.prompto	Standalone	0.0.107		72aac8300bb2c3b500f8b842194ba8a2f9d1e65f
org.prompto	Standalone	0.0.108		51ad4475861763a21bb2a00a0109bc2dd4152bef
org.prompto	Standalone	0.0.109		a4b0a9e1642dbd02afae590a192ebc1c16108d12
org.prompto	Standalone	0.0.11		d69c1c5bc93d461abe143210209b5e59677345ac
org.prompto	Standalone	0.0.110		a2be0d5fe14a32eb735281fcb4b6584a74946027
org.prompto	Standalone	0.0.111		decdc279d865bfd65ae2fca26011bb2c8379376b
org.prompto	Standalone	0.0.113		d093174dd66ccbc89ef31492eefc819786f06b2a
org.prompto	Standalone	0.0.114		8b9ff1399fdd9d1d2de13b447c25f930e12800dd
org.prompto	Standalone	0.0.115		525e1c6647148f42170d2f0dde41684e3a1e2e8d
org.prompto	Standalone	0.0.116		328434da35daea245f9c0c2ee885fb1d8dee5ac7
org.prompto	Standalone	0.0.117		f5a6d2da92c1ac5298884998e727d478ab0e00c2
org.prompto	Standalone	0.0.118		40b8c8ea95ea17a6382a7d2f6ab861a5bbba99a6
org.prompto	Standalone	0.0.119		3416960181c3c39c31579fe6328573ca90c279a7
org.prompto	Standalone	0.0.12		be133e1f905b03ae0f3d86320dcd1b8d1d39a652
org.prompto	Standalone	0.0.120		3f0b7910e0c2a8b282182d462b8abd6649f79409
org.prompto	Standalone	0.0.121		6ea000f3ea698d666f68668dce0ab4bcde979baf
org.prompto	Standalone	0.0.122		fa0edc1e30667056a6d1518c8f38037d7c7edf69
org.prompto	Standalone	0.0.123		c8addf9f3ba041849159192ae6baaea8332f699d
org.prompto	Standalone	0.0.124		669ff58de98846df049268c77cf446824a7690d9
org.prompto	Standalone	0.0.125		d3a7427d1b194b8f21cf6269d78a5d9a1073634b
org.prompto	Standalone	0.0.126		279b293f24a15d6c31e0638d8c840593c33c271d
org.prompto	Standalone	0.0.127		491631d6ad7056eb9e48a75cd531423358005142
org.prompto	Standalone	0.0.128		38f6c41c0d7aa4875b2d44180ccbe2b75eb0cca7
org.prompto	Standalone	0.0.129		a031ca763d585ad7e7b3e8340a0e99a2d2841046
org.prompto	Standalone	0.0.13		43c53ea905ef0185d88e9c58bc5097e5af88a327
org.prompto	Standalone	0.0.130		d58397570a0712148ff3d1bf7b9caeb8a41095bc
org.prompto	Standalone	0.0.131		21254120c606e4042d08f5a1f908a5d8195fef4a
org.prompto	Standalone	0.0.132		df6f7318db0eaa90687b1ccd13dc56f22528df31
org.prompto	Standalone	0.0.133		4fbebc1a26f4bfd287ceb6c2037c570cefc03ba1
org.prompto	Standalone	0.0.134		9994cc3547ee1df69c0e156ef01f9caa290d45d6
org.prompto	Standalone	0.0.135		957313255422f78d8fe0c6b915aa2867600596ff
org.prompto	Standalone	0.0.136		156a55feb4cea172ff5b183def1d9aa4131f2e5f
org.prompto	Standalone	0.0.137		30e59a331b2587640839f17d4a9054e918a665c0
org.prompto	Standalone	0.0.138		066a75c15ca84c161917ac8475a92899d585e5be
org.prompto	Standalone	0.0.139		ca7ea51ea339e9958b49f572e3189289cfe6451b
org.prompto	Standalone	0.0.14		8ddb006f3571a6738682f0204896354afb48cfd5
org.prompto	Standalone	0.0.140		3dc21b30e3c6bc1415b0d593280cea38a3bc76e6
org.prompto	Standalone	0.0.141		cf621c0f1cbf67528e603fb6b8b9700994ec1def
org.prompto	Standalone	0.0.142		a84ffceab494dc4eda9d27f6cc9c7d0b53598998
org.prompto	Standalone	0.0.143		99ef6a124bd185241934647979b3792fb56a4fee
org.prompto	Standalone	0.0.144		0b36d424fa31b5432b3c380a277694c48c582afc
org.prompto	Standalone	0.0.145		8fdbc7b733bfc8ed0261d29e89504dd4997638fb
org.prompto	Standalone	0.0.146		e1db78e002934a0bbfb84e2f482f875a9cb95be5
org.prompto	Standalone	0.0.147		7ba846215b267fd95b9fbe580096e8051e3cbe5f
org.prompto	Standalone	0.0.148		1340d5ecd9df18b61d29bdfc6ca898a3e037c1e9
org.prompto	Standalone	0.0.149		147b51ffc3d1570dab160a6773159e9d01fadb3c
org.prompto	Standalone	0.0.15		18b1f40ee1437b3938fc6117e6ebb6c7803967b8
org.prompto	Standalone	0.0.150		cd247e7d1f1f47169faa516e6f44587842845ef4
org.prompto	Standalone	0.0.151		3f6692ab65eff32533647dc11141f8998224fb04
org.prompto	Standalone	0.0.152		17e26b0e0067a37b801c54b6632fb8d79e396a96
org.prompto	Standalone	0.0.153		d3882387a053a39455ffd3f9fc4fd674397ce470
org.prompto	Standalone	0.0.154		45edeb71bc9d6d5c6c30ee675b1b1f70bdb1f798
org.prompto	Standalone	0.0.155		e54d0610907fa25e265abe166b9b45ffe684be16
org.prompto	Standalone	0.0.156		86307de30e47f1799a861fabe8ca5a4156420278
org.prompto	Standalone	0.0.157		c01ec78ac3a51ec2300a56212c468d7b11ab3a4c
org.prompto	Standalone	0.0.158		d3909931f4b3a79b96a844c8648ded3c902fd8bf
org.prompto	Standalone	0.0.159		12fe0ef53a1988bd20e27123cc65768db0b62adc
org.prompto	Standalone	0.0.16		294bb068a069cdf275ddaa250bd6e276ada88418
org.prompto	Standalone	0.0.160		fd789fb56a0c63bf6285161fb7d00cf639f9d03c
org.prompto	Standalone	0.0.161		1ceb71b3ba97799612c5c248e83b3abf3f3c636a
org.prompto	Standalone	0.0.162		c352cea8b298745b133328638bfa1241bf0ef8d9
org.prompto	Standalone	0.0.163		1192f5326991caa512c4192c18e220e1814f34a6
org.prompto	Standalone	0.0.164		7335216a2224c914c8cde5af915ee65df0e47b5b
org.prompto	Standalone	0.0.165		59d2f156a84eb2e0abd9734baf1db0ce351da46c
org.prompto	Standalone	0.0.166		2fa8c5643e65e741f546e62c7396a300b13b97f4
org.prompto	Standalone	0.0.167		7552aae7d3cf4d53fc94aedb82948a10ee208062
org.prompto	Standalone	0.0.168		b556ecb4c60ee277842ce7cab8aab27a6d5ba3c9
org.prompto	Standalone	0.0.169		4a08ff4d3f5e6b02c0d59a8fa1b95094039e69e4
org.prompto	Standalone	0.0.17		fe692f3bcbff0b43ef05d4403ea7dda8ec49ea02
org.prompto	Standalone	0.0.170		fabc326050843e77b8d5aacd5c26e33b2b59e44a
org.prompto	Standalone	0.0.171		6e8ebababb8a9e220a025811c8b07edcab3ece70
org.prompto	Standalone	0.0.172		8231458821836d4e3b1e10351e4ad5556745e292
org.prompto	Standalone	0.0.173		ab6088d4c5e98c99fe9f7b576ba87f22ef6da9d2
org.prompto	Standalone	0.0.174		fb08df96b17247fe489ab8511a819d0be8f6aca4
org.prompto	Standalone	0.0.175		da78629a446f0a47dd3d2b0a7a617dd7d88ebb00
org.prompto	Standalone	0.0.176		47cb9b656364031607ba2963557678f717dcddeb
org.prompto	Standalone	0.0.177		a5a8b7c090cdcec688abda178a4a838ce11818be
org.prompto	Standalone	0.0.178		d287327d9e29e2268eeb7542f7f772d9c4bf58d3
org.prompto	Standalone	0.0.179		7d5d37600d586d8fb3abcf6b0c6c85fc512ae546
org.prompto	Standalone	0.0.18		93a7c990817c0f7100a2ccdb6efa545f804576c5
org.prompto	Standalone	0.0.180		c3a864912c9b38ed57dc67dc11d7656a7769af8c
org.prompto	Standalone	0.0.181		ec299955142834c02f21a9dd12db7ee25aa33ece
org.prompto	Standalone	0.0.182		a10b14c6fb9c3efc1f0c65fbee68134614938492
org.prompto	Standalone	0.0.183		91c4caf68a1cfdf1d654732dc1c254eca452c629
org.prompto	Standalone	0.0.184		4e67bb3ae04203eedbabc7ee08fae5f388c5ff09
org.prompto	Standalone	0.0.185		c9c2ab00049f9dbfa36f04ab92b982a965b56a9f
org.prompto	Standalone	0.0.186		e0283a4ff193538e24a3a737928e0327215693fd
org.prompto	Standalone	0.0.187		419972d2ddea0c3f6bb546dee9d068cb41203994
org.prompto	Standalone	0.0.188		cee9756d477fafc0ae04771cf2f824c6e5fb7aad
org.prompto	Standalone	0.0.19		8b5558447a5bedc3ef7710babf909c24241e575b
org.prompto	Standalone	0.0.190		8aedb8bdd36d85f7a7ec9f6c8cab72bb76d8afe1
org.prompto	Standalone	0.0.191		3500eceb87338f3af065b2c952877c0dbddb7e9c
org.prompto	Standalone	0.0.192		c5067c9b2062e5c7514feca5f6d0de3e61bd01f2
org.prompto	Standalone	0.0.193		c488e9773612abc4411c66ecfd885a2b85297fa1
org.prompto	Standalone	0.0.194		1a0c5811b010df6fc62b2c348c7c1cd046006499
org.prompto	Standalone	0.0.195		1d0b0cd8f78413b55c18f950e82bb46efedc3080
org.prompto	Standalone	0.0.196		4425bf6157772d77631906b7a82c623638ff835d
org.prompto	Standalone	0.0.197		48622e1e431fef0e47a8317bd45c6cdd32d76e31
org.prompto	Standalone	0.0.198		928bb3d0313ffa08ce59ad0165c2245a606bd5c2
org.prompto	Standalone	0.0.199		f199500ed4030baa411b63f4adc0d9fcbe4d1b0e
org.prompto	Standalone	0.0.20		75b96ced61fcaf30aba78fddb0bdee5cc0001bd8
org.prompto	Standalone	0.0.200		1bec28114323f4577d7abf1c054b84ffbc186792
org.prompto	Standalone	0.0.201		ec43eb01085b83f6af5a22358122365b98cd12f0
org.prompto	Standalone	0.0.202		bbd25a91a00777947468a988abfb3dcacc52ec26
org.prompto	Standalone	0.0.205		71af737d1a3305247bfa405eaaba269899bcd471
org.prompto	Standalone	0.0.206		7c43de4983cd6f920bfd3e0b8f98d4e9aa092105
org.prompto	Standalone	0.0.207		eeead1b259f775d16344b5bd040489f3c4f80439
org.prompto	Standalone	0.0.208		ba53753f23d6dee78cf9e6f64451f041b7ba0aaa
org.prompto	Standalone	0.0.209		8103dbe025eeed4b86ab06ee7c81e73e147f9aa1
org.prompto	Standalone	0.0.210		e10a8c20fb13645c0c2b657cc11646716c63ce6c
org.prompto	Standalone	0.0.211		63dad2a8ee58732eb9692f8b5bde89def5d548e0
org.prompto	Standalone	0.0.212		4790916fb20b2366894650cc10c77c113cde087b
org.prompto	Standalone	0.0.213		34656038c97538d4a7822beb34d96e2b85138b56
org.prompto	Standalone	0.0.214		e28803d59369820d2f73623c7c937579a88d39f7
org.prompto	Standalone	0.0.215		fc08b62b3926a41c0dd484e5d533c13703091228
org.prompto	Standalone	0.0.216		55a7e828496eaae7661b25504e2647ead89d73d1
org.prompto	Standalone	0.0.217		4c8c5c8f888d267fad981195cf75ae2f11f74245
org.prompto	Standalone	0.0.218		5b1930571e2181d805e6b3387f00404c4bb51ed2
org.prompto	Standalone	0.0.219		45146355a4715798f2d2a3164fdeb5a4ac8ec6a6
org.prompto	Standalone	0.0.22		2d62fc92a4432a9ead9ac9294c17ea4af80b072a
org.prompto	Standalone	0.0.220		3aa08cf0e6f6644009d4e73c896c3804755ffb52
org.prompto	Standalone	0.0.221		9a357acd26e975046332c1863ced71e316571c58
org.prompto	Standalone	0.0.222		5505849098020802d1a5c620c163804d2e3c8e00
org.prompto	Standalone	0.0.223		d78b69469215291faa85d780e8e89ac07adb7ebe
org.prompto	Standalone	0.0.224		32bc685da0e104acac309f591477be86dd18aa0d
org.prompto	Standalone	0.0.225		caccfd6504a4924f5ec910d624613a5e9309ec91
org.prompto	Standalone	0.0.226		0347018a8dbd7bfd1c88cecf6859bb3348b915ac
org.prompto	Standalone	0.0.227		bafe91ce8ead2e27c74a4207d4adf71e55355f84
org.prompto	Standalone	0.0.228		dee5525ca1aea98efb24d56bf9c7059dc9d80da0
org.prompto	Standalone	0.0.229		c587edef570a218a076c6efd00daf0e57ad67260
org.prompto	Standalone	0.0.23		51aaebd6b99f59139e5b5a3c3367d717e2fda65a
org.prompto	Standalone	0.0.230		07164997ab794ae4beef7be24d19662c2f76b662
org.prompto	Standalone	0.0.231		6acb58ff94b65496a4836b464fa7538764b1967b
org.prompto	Standalone	0.0.232		46dfce94b364cef4689d5a9908bf7734e157dad8
org.prompto	Standalone	0.0.233		5f0dbdac36feeba653b88ed02b584fa5556d29fb
org.prompto	Standalone	0.0.234		f506834e64c6f069300c480a1c328f1da161ee5d
org.prompto	Standalone	0.0.235		d91e37bc83b81120bc889b3cf07fccb1184a7809
org.prompto	Standalone	0.0.236		d939e8f05f746ee22da8f253a8ba4be8f625dba8
org.prompto	Standalone	0.0.237		402bbc5992ec4d3f2f1424d74eaa17cd9eb8ada6
org.prompto	Standalone	0.0.238		5d2a11de155f047997fc9a936efd464cc9a54eb9
org.prompto	Standalone	0.0.239		4a9c24ed84b9a68cd8bc84fa8f5925955731120b
org.prompto	Standalone	0.0.24		46d9de3bc2b47e048cf877b12bc461d403493b96
org.prompto	Standalone	0.0.240		3daa48a80566e2ad22a0152e819493d4b5de1fad
org.prompto	Standalone	0.0.241		d03a33ec84ee16f8b11aaaf26beb03b5b2693148
org.prompto	Standalone	0.0.242		029ede7faa94b1321f2996ad685e11eb2fc6b179
org.prompto	Standalone	0.0.243		909a56a0c46dc86394cfffeba87ff3f276b65d55
org.prompto	Standalone	0.0.244		9e12cefc412268c78edcfc2d57a486dcda0583d0
org.prompto	Standalone	0.0.245		f24f6173ef37be433ae5d9935b1901c02c611e0e
org.prompto	Standalone	0.0.246		78ad2a540361495e0fe0cc45d55a6d72fcacd509
org.prompto	Standalone	0.0.247		34fe94082d8b151dca93e5363e68a1283e813286
org.prompto	Standalone	0.0.248		03608842ec371536e8fc86bb80d11e2dfcfae71c
org.prompto	Standalone	0.0.249		7b4be056b58286cb5aecb719e8f8164ba781903f
org.prompto	Standalone	0.0.25		a6cf977e2b110e44fe94ca430d3280793ad51f36
org.prompto	Standalone	0.0.250		17a805c32c32454add3be8dbc8264270e1c87635
org.prompto	Standalone	0.0.251		e0eaae907edb9a8e95cc4743a22b209b29725842
org.prompto	Standalone	0.0.252		a8f65a1c93d5064b7996470bfc9a170ec7d34acb
org.prompto	Standalone	0.0.253		2218c708b48025fbc8dfbd1dafc7189dd3b778d1
