ai.swim	swim-fabric	3.10.0	-	e77cf0e7d6793d1bc27fe0fa45971da2c8171f14
com.facebook.hiveio	hive-io-exp-core	0.20	-	0a1a9738edf62ab213fd897aba25eaf1e553c632
com.facebook.hiveio	hive-io-exp-core	0.21	-	b06373f66c4b6f68b4c9a97869c6a0769d02b02e
com.facebook.hiveio	hive-io-exp-core	0.22	-	3066d11ef4ffc758195852fb73458c7ee4c8bef1
com.facebook.hiveio	hive-io-exp-core	0.23	-	d6272e6ec950af8cedecc1cab63ac3f8f069f1fc
com.facebook.hiveio	hive-io-exp-core	0.26	-	a67c57757d0720fe714168f540bdc941c46784cb
com.facebook.hiveio	hive-io-exp-core	0.8	-	53b12f7bcc38cb6b10f29872d268e34a26ebf0c8
com.facebook.hiveio	hive-io-exp-core	0.9	-	061f82258d3fcd2c66d7a313303c9a67ce0121fe
com.facebook.swift	swift-load-generator	0.2.0	-	4619d5297ca8962ca57ab9b38e103cf70f9fb7b8
com.facebook.swift	swift-load-generator	0.4.0	-	a2b8080fc64bfd2bceaa40456867824ee319d25a
com.facebook.swift	swift-load-generator	0.5.0	-	02b12d5789c3f23e210ffedc365f493107809f2a
com.fasterxml	aalto-xml	0.9.10	-	ad808735676b4b2eaf1b0e6092e52f5117265f8b
com.fasterxml	aalto-xml	0.9.11	-	55bef0e7cf7013cc83408be10b15fe8ff2c5836a
com.fasterxml	aalto-xml	0.9.6	-	1cf3ccb54e2357c07be95ae31464202365431a62
com.fasterxml	aalto-xml	0.9.7	-	1360efcbc5fdd18c380fc51ca9937718ead296f1
com.fasterxml	aalto-xml	0.9.8	-	ad872a46948284d2225836a977e07c0cd062185d
com.fasterxml	aalto-xml	0.9.9	-	18a69e773e39baa537e775d176825b08eb11fd0e
com.fasterxml	aalto-xml	1.0.0	-	aeae9e8a71914e7f5efc8a69d2f5cb1f2224f2c6
com.fasterxml	aalto-xml	1.1.0	-	04db9e2d3637867e380e3c7fec635420333c52e0
com.fasterxml	aalto-xml	1.1.1	-	57f68eb93253802cb125af569fd81436cbae9c88
com.fasterxml	aalto-xml	1.2.0	-	a0d2bd9b9f43204820eff81e9fd85e51a7cdc48d
com.fasterxml	aalto-xml	1.2.1	-	e5bd6e4412fe8f5a9f32c7d260acae9f6524f6eb
com.fasterxml	aalto-xml	1.2.2	-	c99d6ab984ef5c61114733becc06cb584e28a0c7
com.fasterxml	aalto-xml	1.3.0	-	250473f4a3b72766651a36e8becbfef1c49de353
com.fasterxml	aalto-xml	1.3.1	-	ad3ff07e9ef9bc6676aeb9815ddbbb4de069980f
com.fasterxml	aalto-xml	1.3.2	-	9f2d26b8fc000c13471b95e54f84da00de214319
com.fasterxml	aalto-xml	1.3.3	-	1e120978218b92dc6c6ea91798e5bd9e0a6cd72f
com.fastjrun.codeg.jeecgboot	jeecgboot-sdkg-service	1.0	-	bf4f4678bba312c08452a619f9a1ac8e2aa4fc98
com.flash3388.util	javabeans	1.0	-	5a0d01af15bdc7ec07a0917350597fb110a09f39
com.foilen	jl-smalltools-mongodb	2.1.0	-	007e394157b501cb65320a63067a3be191f825ee
com.foilen	jl-smalltools-mongodb	2.1.1	-	a86b0df8e4f60e76e4dc6eb87fbf88a181fcacc5
com.foilen	jl-smalltools-mongodb	2.2.0	-	17d2abc13f6b083ea50407cc869c7d50ab3098c1
com.foilen	jl-smalltools-mongodb	2.3.0	-	48d1f3828dd6402b144caf0997c70cf1e8523879
com.foilen	jl-smalltools-mongodb	2.4.0	-	f66526bc3023965ad8ef7338ab8c7cb02f6890f0
com.foilen	jl-smalltools-mongodb	2.5.0	-	4f6a6f8783a2ca2c39e5d6cf3a1cff46cedd40e2
com.foilen	jl-smalltools-mongodb	2.5.1	-	3791c2cb103179e9bb38c2d145e6678acb83fb5c
com.foilen	jl-smalltools-mongodb	2.6.0	-	f4ff5bd42a185c5535677e6f65d6afc6087e2d0f
com.foilen	jl-smalltools-mongodb	3.0.0	-	77b5403e0c9c4d6a6feaf29d50395d8c6292f970
com.foilen	jl-smalltools-mongodb	3.1.0	-	a5a3b210c0ec16af8749fe3fc1d2ba423b0cd61c
com.foilen	jl-smalltools-mongodb	3.10.0	-	80293c1e24541fb7dcc50331bf56048290fb7697
com.foilen	jl-smalltools-mongodb	3.11.0	-	8c440f7eff82c5f017359bd81b4a6f373b5bb489
com.foilen	jl-smalltools-mongodb	3.12.0	-	833807223319db67c50d810349ed0907b4f84d8a
com.foilen	jl-smalltools-mongodb	3.12.1	-	6fbb372865ce2404b5dc0c85fca25f9f4213528f
com.foilen	jl-smalltools-mongodb	3.12.2	-	59c97623247af374787494257ec33afd29db4c9e
com.foilen	jl-smalltools-mongodb	3.12.3	-	6cddfbb7f0ac51b646642fa9f5bbbc27e880fc37
com.foilen	jl-smalltools-mongodb	3.13.0	-	e07e25f2bc1166f9bfb3e13636a72083b3f4629f
com.foilen	jl-smalltools-mongodb	3.13.1	-	dc9df2c1d3a3a292c4bc919e734b6a5bef712634
com.foilen	jl-smalltools-mongodb	3.14.0	-	aaa38e4097a992b6149f8d4df72efe6895031ac9
com.foilen	jl-smalltools-mongodb	3.14.1	-	bc09a2279d0039fbc949f4e14ef2a0eb79763c1d
com.foilen	jl-smalltools-mongodb	3.15.0	-	6186c719df94f3f6b1630f3fd1cb6e7c8853c8ac
com.foilen	jl-smalltools-mongodb	3.16.0	-	6ad8a2b8efa1eb9c8ea498c3875eab6c0fc33fe1
com.foilen	jl-smalltools-mongodb	3.17.0	-	468f9732fcc881a54bb22cb8ad681419a902e9ee
com.foilen	jl-smalltools-mongodb	3.18.0	-	1ee6cc44174c697e9cee7c2e3da728a168e7ea53
com.foilen	jl-smalltools-mongodb	3.19.0	-	25ca8486840e15c2119e2595d05af6b539f2c2f5
com.foilen	jl-smalltools-mongodb	3.2.0	-	66ac763f8a9e691efc43fafa70e5b02e32aafb4e
com.foilen	jl-smalltools-mongodb	3.3.0	-	69543e77f41fc06e78c024383e5967ea8df43d70
com.foilen	jl-smalltools-mongodb	3.3.1	-	e6b355d23f9eef04136601b24bd6a975d638cf95
com.foilen	jl-smalltools-mongodb	3.4.0	-	e101fc025ec712994fb89b467f79cbb964b83f26
com.foilen	jl-smalltools-mongodb	3.5.0	-	fb649d422a05d976025751995d878f829f9186b3
com.foilen	jl-smalltools-mongodb	3.6.0	-	f41a47d8a88d77a58d1078ef5edcc819153c6893
com.foilen	jl-smalltools-mongodb	3.7.0	-	029dd8bf26380e9a1e72f374885bea9b1983fd9d
com.foilen	jl-smalltools-mongodb	3.8.0	-	5446900efbfcf333fd4516d2b0fd2fe3a94d1313
com.foilen	jl-smalltools-mongodb	3.8.1	-	97b39fe0bf5c070b00ed35a0fa49ef8ee9ce7d69
com.foilen	jl-smalltools-mongodb	3.9.0	-	97cef2bfadb854a6a43f49be7ddb1a840ea56e5b
com.geektcp.common	thy-spring	1.0.0.RELEASE	-	998f71f4d9aed0dbcdf220dc5c11bd2c766c938b
com.geektcp.common	thy-spring	1.0.1	-	f4caaa483e96d4d45ad364a4409f7039e0e99c19
com.geektcp.common	thy-spring	1.0.2	-	5dbe57ea08a8c70729c915bab447564dd41e2a4c
com.geektcp.common	thy-spring	1.0.3	-	36241dfeb8d6d6b7091993c50ddff741ddbff9a5
com.geirsson	mdoc-lsp_2.12	0.6.1	-	213ab92bbc17e5bc3e822e394f04eb9d9b93773e
com.geirsson	mdoc-lsp_2.12	0.7.0	-	5fa9aeb7934939e28452d6c675ca31ea5c167e29
com.geirsson	mdoc-lsp_2.12	0.7.1	-	72e400057a5ffe5c7c9c30b1f4f8f867b028285c
com.gitee.chenjiangbo	savior-dao	2.0.0	-	0643343d52580048e2061381b748d44e2157b19f
com.github.adowrath	chaiJ-junit	0.2.0	-	8f33c2fb3a9731c563a499916f04812b855d416c
com.github.akman	jpackage-maven-plugin	0.1.1	-	792710e7a2ea8cf765e857eb489d56d52cd0a325
com.github.akman	jpackage-maven-plugin	0.1.2	-	43ee1023eb6ef3c36851764b8240e40455c7e6bf
com.github.akman	jpackage-maven-plugin	0.1.3	-	99eabcde48ff1710c58f62f5bd9f5ba9665819c1
com.github.akman	jpackage-maven-plugin	0.1.4	-	9cbbb053d9792eac65a4036dd78ac390a08798c7
com.github.akman	jpackage-maven-plugin	0.1.5	-	f9eddcdad41e433e6645a481fdc238868f6e2050
com.github.angleshq	angles-java-client	1.0.0-BETA2	-	91913c557489a90a69fd8f69eaf6f0260ccc80da
com.github.angleshq	angles-java-client	1.0.0-BETA3	-	d1f71f612bf3b0c37038fef00ba8725e84c64324
com.github.angleshq	angles-java-client	1.0.0-BETA4	-	2c77bf53eb5c1f6747edf0b1463189000c1de934
com.github.angleshq	angles-java-client	1.0.0-BETA5	-	c286236cc4b843d6412e5e1ce1d7d9d3cc3c0969
com.github.angleshq	angles-java-client	1.0.0-BETA6	-	0aae55a51abfa891d7827ddeeba93a7c1c46649e
com.github.angleshq	angles-java-client	1.0.1	-	fa9b3c4cda968002d59fadeca5f03daaca4e4c37
com.github.angleshq	angles-java-client	1.0.10	-	5d5b19bdb91da0cddb523a3d9602a1384eda2f42
com.github.angleshq	angles-java-client	1.0.6	-	0630f4ff9a1b5074dc5c0468ecd118fd147b54d8
com.github.angleshq	angles-java-client	1.0.7	-	1395eecb0c7129624fe472e1bf01da7be751ce54
com.github.angleshq	angles-java-client	1.0.8	-	58bca379acce7ce788283a2dca6e89e8435b4e8f
com.github.angleshq	angles-java-client	1.0.9	-	4b8f397ad4d4e8f1120002412ee4a5ccea43d318
com.github.cerst	structible-pureconfig_2.13	0.5.2	-	713b2d8cff61bf833cda5f19c39561d176a6c2c4
com.github.cerst	structible-pureconfig_2.13	0.6.0	-	7ccd7a42c8ad302f322212cc8b2d729c8e0bbaa6
com.github.cerst	structible-pureconfig_2.13	0.6.1	-	1ea61d248b32f49433e1d2a63730370dc4bb94e9
com.github.cerst	structible-pureconfig_2.13	0.6.2	-	e983cd41b6c34c51e2077a02b6623d0827e2eb6d
com.github.cerst	structible-pureconfig_2.13	0.6.3	-	02b52b7a2ff05072b73b9b943382a1741a7a6ad0
com.github.cerst	structible-pureconfig_2.13	0.6.4	-	97ca72bf50f559a693551e9d99f8857117b5c9af
com.github.coderepositories	jcommons-tools-mbg	1.0	-	c4878b0a135a5e3d413223ef82fbd7f586357a78
com.github.coderepositories	jcommons-tools-mbg	1.0.v201602292337	-	2e3cc5fd238202351746b11f094bd0eb9de450e0
com.github.darkjedi9922	maven-publish-test	1.0.0	-	449459ff9759d12850b263c68ccbf1b80087522a
com.github.darkjedi9922	maven-publish-test	1.0.1	-	d3253b282dd46a50a512f3faef0cde5586166875
com.github.darkjedi9922	maven-publish-test	1.0.2	-	0a650402f4c46ef96740a988ac7667017ca7a830
com.github.darkjedi9922	maven-publish-test	1.0.3	-	2025e0716163f74444b42bac84791fe7f9cdc68a
com.github.emanresusername.js.facade	stopwords_sjs0.6_2.12	0.0.1	-	34d043f6391e9093afc299bb03af4c6adc00eac3
com.github.fit51	reactiveconfig-etcd-zio_2.12	0.4.0	-	dff1eeed2d888564dfe967be3b97ec29ba1a2908
com.github.fomkin	korolev-server_2.12	0.1.0	-	d60ffcdf0762bddba559133a0490332f0f4d4fc1
com.github.fomkin	korolev-server_2.12	0.10.0	-	84f37793e0c0077db43135ad304c4afe0121d911
com.github.fomkin	korolev-server_2.12	0.11.0	-	d3705836f1f70524871b4d80e2d7fb985fb360bc
com.github.fomkin	korolev-server_2.12	0.11.1	-	d37b9c25c8eceadeecc541d27c85723d5e5f9813
com.github.fomkin	korolev-server_2.12	0.12.0	-	7570a3f25181a416eba5defd54ba040e18a21faf
com.github.fomkin	korolev-server_2.12	0.12.1	-	af89de9bce11ac6a7b333ec86b3d220ec4ea0174
com.github.fomkin	korolev-server_2.12	0.13.0	-	347c415de61e8db0fe5e07a095dcf53c0a0849b8
com.github.fomkin	korolev-server_2.12	0.14.0	-	36ef5eaeda55c1c490a3f17f2c06b17fb7c25b2d
com.github.fomkin	korolev-server_2.12	0.2.0	-	a26d1713f3425ea4b74975dd696474abfcf52c84
com.github.fomkin	korolev-server_2.12	0.2.1	-	edb0f8586c50a58a4964597bfca29ca8295d0f99
com.github.fomkin	korolev-server_2.12	0.3.0	-	9740f0295e1479dabc570d88f78d1757355cf25d
com.github.fomkin	korolev-server_2.12	0.3.1	-	d2618d0b292dd464d8ea49ebfbeab748fc018318
com.github.fomkin	korolev-server_2.12	0.4.0	-	21e0347fdb32fed6de73e116e97765d25b3d4925
com.github.fomkin	korolev-server_2.12	0.4.1	-	2b11b94e9a002b114cea1f4bd249a55097035d46
com.github.fomkin	korolev-server_2.12	0.4.2	-	cf35abe567acec8680b945e11ab46bd491909888
com.github.fomkin	korolev-server_2.12	0.4.3	-	5b3b47281871896836434c9af06e6c9fae28f1c6
com.github.fomkin	korolev-server_2.12	0.5.0	-	3fab22806de4dbdf04b9a57e23f8987e74378e69
com.github.fomkin	korolev-server_2.12	0.5.1	-	140a9ab66b4d2af17a42e62398e8cf4dbb9c959d
com.github.fomkin	korolev-server_2.12	0.5.2	-	758bc3f396087557d6e80cc1ce04d2b69c16e5b5
com.github.fomkin	korolev-server_2.12	0.6.0	-	cf388247e8a07ec4f2c04c0b704891028e1e8c9a
com.github.fomkin	korolev-server_2.12	0.6.0-RC1	-	caff15b439957f59da6394ac2d2f74b45ec006e0
com.github.fomkin	korolev-server_2.12	0.6.1	-	c3c038e63c1bf65ebac0912b821b94dafbbf388b
com.github.fomkin	korolev-server_2.12	0.7.0	-	ec94b87af4d99b5ac514fb0f8528365b29e2d527
com.github.fomkin	korolev-server_2.12	0.8.0	-	41ee4fcda6d19227ae2ff0181942060214ebaa83
com.github.fomkin	korolev-server_2.12	0.8.1	-	24346f3efefe9f0b528c75daee1eea43df295ef1
com.github.fomkin	korolev-server_2.12	0.9.0	-	35228edc6b4f399ebb4462cc085f984651280b6a
com.github.geirolz	scope-generic_3	0.0.11	-	6a9dcf92eaa989395a305ccb5e397ca7cbbc3e93
com.github.geirolz	scope-generic_3	0.0.12	-	68bc0f95ccf2f93c43626a614b1d21a7890f3968
com.github.geirolz	scope-generic_3	0.0.6	-	ef4557850fd9778acbe61aa78f5a994d2bf23596
com.github.geirolz	scope-generic_3	0.0.7	-	240dbe650e8a550c3bb6f12a9f2e63cc6b1a2828
com.github.geirolz	scope-generic_3	0.0.8	-	481305789b96f7fca2aa9b6c7e8f76f706d87aed
com.github.geirolz	scope-generic_3	0.0.9	-	b98d1f47e7e1a8cfd99b6f70565ac2acd60fbaf4
com.github.gv2011	tools-m2t	0.12	-	05265f6a9e7ce56292e65b23577f656ed8709599
com.github.gv2011	tools-m2t	0.7	-	4209c9b08e218c7c0c7073f689dd5ce765c633a4
com.github.gv2011	tools-m2t	0.8	-	c9910e8131bc1bcd0f588276a2822dbe8b0075e5
com.github.houbb	atc-core	0.0.3	-	655a60991df8704bef5ce5166e58fea9720d7496
com.github.houbb	atc-core	0.0.4	-	6c7c0f826b2330a5ec96ba72560c4163e490bc9d
com.github.houbb	atc-core	0.0.5	-	cf031be50eeae8559f14a6678b846a96ca060b77
com.github.japgolly.microlibs	disjunction_sjs1_3	3.0	-	5f21ef026da14f3f190baa17c3081e7407f38c59
com.github.japgolly.microlibs	disjunction_sjs1_3	3.0.1	-	53d69ae687325ae621abd1b85e06fca550519663
com.github.japgolly.microlibs	disjunction_sjs1_3	4.0.0	-	7f8171ee38863f015f1a3f72f7c82affc8ead813
com.github.japgolly.microlibs	disjunction_sjs1_3	4.0.0-RC1	-	98549c5133b1dbcb6c6a044e459d86ba73eb48bf
com.github.japgolly.microlibs	disjunction_sjs1_3	4.1.0	-	7ee9c543d291dc219c318542823d8e85d801285a
com.github.japgolly.microlibs	disjunction_sjs1_3	4.2.0	-	f3e37a01328077f4e62dba8f0b6d5ded767e1941
com.github.japgolly.microlibs	disjunction_sjs1_3	4.2.1	-	c0b114c79256c6a6d6649906cd9ff12869d43ba6
com.github.julien-truffaut	monocle-refined_2.12	1.3.2	-	6f5663a3c6ef57d6a695a3bc0154ac69ee94faa0
com.github.julien-truffaut	monocle-refined_2.12	1.4.0	-	fd30f5e6a919cddc528464378acc7c6c6136e0a0
com.github.julien-truffaut	monocle-refined_2.12	1.4.0-M1	-	328154843c68547d305c3494f21e1bbb22d56420
com.github.julien-truffaut	monocle-refined_2.12	1.4.0-M2	-	58f131e2d66d1f5e069a03ff941a9eacfdca38a8
com.github.julien-truffaut	monocle-refined_2.12	1.5.0	-	f0905e04541bba4db895e03852be0f2e1f2a7f18
com.github.julien-truffaut	monocle-refined_2.12	1.5.0-cats	-	4f5a57b903843f515843df25df62163093cf6ad3
com.github.julien-truffaut	monocle-refined_2.12	1.5.0-cats-M1	-	08d5f9b4a76a4c9ec1c9b5a66664eebcbafc1c8d
com.github.julien-truffaut	monocle-refined_2.12	1.5.0-cats-M2	-	76d660336eeaae10cc73047db1fe9e22bb0a4db7
com.github.julien-truffaut	monocle-refined_2.12	1.5.1-cats	-	514fa17cc753492204c0d66bb4fd5d564f14f48c
com.github.julien-truffaut	monocle-refined_2.12	1.6.0	-	579da858085bdaff35a2f8ee09504c54eb78eb41
com.github.julien-truffaut	monocle-refined_2.12	1.6.0-M1	-	42fe177d209a3a0819bb0dfe8a4d5df267970ccf
com.github.julien-truffaut	monocle-refined_2.12	1.6.0-M4	-	69ebaebf5b6235385954bab1a0e5034f4eaef848
com.github.julien-truffaut	monocle-refined_2.12	1.6.0-M5	-	51360fa160f822143b3ed0ba9541b44e056f8c60
com.github.julien-truffaut	monocle-refined_2.12	1.6.0-RC1	-	719e80a6c27332b5c610a26a556c8e75c972e8e6
com.github.julien-truffaut	monocle-refined_2.12	1.6.3	-	59d9d0fca2fbe063b297fe24584a4bd3ff83604b
com.github.julien-truffaut	monocle-refined_2.12	1.7.0	-	0c0c2612579f071e6b4ec5c8f864db9a849bfb8a
com.github.julien-truffaut	monocle-refined_2.12	1.7.3	-	9e902b5335b3357b5f986db72fde1b052a630207
com.github.julien-truffaut	monocle-refined_2.12	2.0.0	-	8602d29bb6260a77277b0f364b078e8936da0aaf
com.github.julien-truffaut	monocle-refined_2.12	2.0.0-RC1	-	9586e689716e6f9b4b61a5d612545acffa399689
com.github.julien-truffaut	monocle-refined_2.12	2.0.1	-	f94b70d98e17040f5bb1f49c03b5ecb14d5183e3
com.github.julien-truffaut	monocle-refined_2.12	2.0.2	-	4f04607e2ade0bea842081aaecf14c317e88f701
com.github.julien-truffaut	monocle-refined_2.12	2.0.3	-	5b234977f5fae67a5b961380bfe3a27ffad31e72
com.github.julien-truffaut	monocle-refined_2.12	2.0.4	-	22ea67e0de2942c588373d97923c314646a1ee9c
com.github.julien-truffaut	monocle-refined_2.12	2.0.5	-	bd407740614243187d1e6357ba864bbe9d9c1dc6
com.github.julien-truffaut	monocle-refined_2.12	2.1.0	-	b59f5da7649588a8ee630f518ed798f7dc0bd5fe
com.github.lafa.sledclient	sledclient	0.0.1	-	163c2d5e5d280c942b239f6fa538df2b4785754c
com.github.lafa.sledclient	sledclient	0.0.2	-	d99ee1a9581ddc3c11c9dbb8fc9c471bf68ffe40
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.1	-	b7d1dc8586dd96efa7e41b3e9bf37a3b7501383c
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.10	-	d394303ccb70cdd33856943d672c6370ff6f8051
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.11	-	c5af83903f1d3a07e2998f2fbd3c239faf19e508
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.12	-	69e71b276632733f58abf0d0c24d1ec28b95f9eb
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.13	-	fb90d189a5e54121969643344e181ffba1f71d20
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.14	-	d8e0995f477d8072c586001fe8a399fa12517b22
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.15	-	0c19694f00aaf6fb238bd79d59f8fc1f02941580
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.16	-	d19d968240aebfd9a14b50e1fa5dc71e18a97340
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.17	-	c3570668f8e730131ec2ef7cf68b634898ab5e5e
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.18	-	9db807ccfb12ff68784184f36d82da7c8b9ebf61
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.19	-	e75399ebf7000b669d05b999e6009d893f4d8384
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.2	-	943e4a3ddff610e8fe4e53cc1322a4ec914a3a3f
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.20	-	f6a283173915c41911b246221253eb9ba48718ff
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.21	-	e2f0c83056f52ca4ed83c2358070289c6b29166d
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.22	-	617ae98745f67680b9b53456533b4b4b80bad69a
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.23	-	64de7d8811caa8a37ab800e702d77be66f2adbb3
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.24	-	688790b0052d1be3738eebcc1e7ef7e6b9bf621d
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.3	-	0ba5d197937b4b959b827f9edd99a8304f5006b2
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.4	-	f71cc20053726cc1609ddab144aa97a24de6c0fa
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.5	-	36a94166674b87fa1352580bfae08c4c08227777
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.6	-	13a7e040719cf939f6d8f9b3764a6b03301723b8
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.7	-	187380b1fd1cfdd2ef143748ec44e4dae694427f
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.8	-	e8b95317ccc7c11b224df06be324c33c94484d61
com.github.manosbatsis.corda.testacles	corda-testacles-testcontainers	0.9	-	beefe3c172b321b9cbc144c96de604cbb8caf1c1
com.github.mumoshu	play2-memcached-play23_2.10	0.7.0	-	0749cf48ac993281b30fe0463e62a91f3e8cb814
com.github.mumoshu	play2-memcached-play23_2.10	0.9.1	-	c478c49eb7745051b88efd3c7f079ff0d57a3a65
com.github.scalapi	scalapi	0.0.0	-	36cc0e6b02def563cb3069db1feed64943188b68
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.11	-	82fda2df5c1eff00a6c13eb1a8b133a11a7f128e
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.12	-	51377d0cfe0e63c51b2f97ebdb4326f1670dff4f
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.13	-	a3489ddd4a2a0eeb3ef406db2f2f8ab8d828a4cb
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.14	-	a63e6d5e5a814f7139dac3bd9524a1edbe8e8c28
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.15	-	0121269f4043d37674802f4962eeaa6273d43def
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.16	-	90c648addec5c9f991c3f09b6af23e920a2b9e24
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.17	-	8f57a8367ba9fae963ff25fd344ea3e937cd1580
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.18	-	9207fe644f3d9aaa24fd165af423f3b2c7caf08b
com.github.seratch	notion-sdk-jvm-okhttp5	0.1.19	-	3b1ed370f37941b1bde5e782e702ccd5da3bce77
com.github.seratch	notion-sdk-jvm-okhttp5	0.2.0	-	ee9e8fcaa5a1fb383b5f580ca531323ea73366db
com.github.seratch	notion-sdk-jvm-okhttp5	0.2.1	-	db5f886f4a536b232bdca6b3ce389fb1a0a4a62b
com.github.seratch	notion-sdk-jvm-okhttp5	0.2.2	-	0e9f577084756e9f52b5d2cd409d5c041f4f27d8
com.github.seratch	notion-sdk-jvm-okhttp5	0.3.0	-	d48ac1dd93a1967cba369bf555b3c302492b1bde
com.github.seratch	notion-sdk-jvm-okhttp5	0.3.1	-	cd4a0d1fdc8314a86dff259376956cae2b563687
com.github.seratch	notion-sdk-jvm-okhttp5	0.4.0	-	13b00578dc31cda4a0f7db1d87c2b032a8f22a86
com.github.seratch	notion-sdk-jvm-okhttp5	0.4.1	-	70d875676347c7749329cd4a80498a421dbbe494
com.github.seratch	notion-sdk-jvm-okhttp5	0.4.2	-	717c5c261500b160839842a5d44edbce415b9ffe
com.github.seratch	notion-sdk-jvm-okhttp5	0.4.3	-	3a501564b32960c424c9a3d65c225afda15cbe22
com.github.seratch	notion-sdk-jvm-okhttp5	0.5.0	-	11ded150e0ba18554f5196b925edd18b44ca1f5a
com.github.seratch	notion-sdk-jvm-okhttp5	1.0.0	-	09064bac652f7bcee22092a41552e5b76dda7703
com.github.seratch	notion-sdk-jvm-okhttp5	1.1.0	-	1dc283866d1284a87648731db659ec0cd272426e
com.github.seratch	notion-sdk-jvm-okhttp5	1.10.0	-	e069c9a97cd42583ecbe36e5f0643df5000dd46c
com.github.seratch	notion-sdk-jvm-okhttp5	1.10.1	-	a8dcbe6133ce688065cafc153486d97acbc0de3b
com.github.seratch	notion-sdk-jvm-okhttp5	1.11.0	-	d5b45e0d4a75379c8389e1ab79d85e0d9de18bc1
com.github.seratch	notion-sdk-jvm-okhttp5	1.11.1	-	ea44299820835502cd035842bb2f8cc202df8133
com.github.seratch	notion-sdk-jvm-okhttp5	1.2.0	-	b6241b445d1cc082387b0cc6472744c7de3b516b
com.github.seratch	notion-sdk-jvm-okhttp5	1.2.1	-	c0c358b51476459bf2c382ff5e15a8222915e789
com.github.seratch	notion-sdk-jvm-okhttp5	1.3.0	-	9cd5239fc27f54a40b86ae8d5cf81d8addbf3e2a
com.github.seratch	notion-sdk-jvm-okhttp5	1.3.1	-	164657466ed28b61b65039f0ac565c404ea09230
com.github.seratch	notion-sdk-jvm-okhttp5	1.3.2	-	0cbb9b9395ab5cd586288f60aad1f8779fbc81f6
com.github.seratch	notion-sdk-jvm-okhttp5	1.4.0	-	b1682a75cef3ee3f9fee9d5e218ab0788b636475
com.github.seratch	notion-sdk-jvm-okhttp5	1.4.1	-	fb1d74eab78262a898d08ce442caab6236c6076e
com.github.seratch	notion-sdk-jvm-okhttp5	1.4.2	-	ddb9e27fb99b7d7b9a913c247735d1cf48964a1a
com.github.seratch	notion-sdk-jvm-okhttp5	1.4.3	-	56da6fae4d48e16d79aed7a30b54bde2135e39b2
com.github.seratch	notion-sdk-jvm-okhttp5	1.5.0	-	6f0c9161f7b3494329f0e920cf2c0f667a37fff8
com.github.seratch	notion-sdk-jvm-okhttp5	1.5.1	-	cfeb26e55bfd59dd3861166de8fbabb684a78174
com.github.seratch	notion-sdk-jvm-okhttp5	1.6.0	-	abae91956ccb342817703447af1a9867dfaf4061
com.github.seratch	notion-sdk-jvm-okhttp5	1.7.0	-	58d8268459860b8c93b7f84b34aa17657139bcb1
com.github.seratch	notion-sdk-jvm-okhttp5	1.7.1	-	0e0ca457056dd7a85dcd49b1a6106ecca17159a3
com.github.seratch	notion-sdk-jvm-okhttp5	1.7.2	-	15a8b21462c1bf5df11627707b0af2710b4bac85
com.github.seratch	notion-sdk-jvm-okhttp5	1.8.0	-	95a26a42dae84f2d28646094ba61f06989320fc5
com.github.seratch	notion-sdk-jvm-okhttp5	1.8.1	-	6d87bfa0bffbd3145ed939a6556a5f3d0e6d21bd
com.github.seratch	notion-sdk-jvm-okhttp5	1.9.0	-	7a8322653b003ef3d8f4cba81fb29752b2d465de
