app.mustats.apolostudio	color-picker-compose	0.0.0		f7f4a4d6827d3d12f71e7146fea8c57f22cf171e
com.symphony.platformsolutions	symphony-bot-cucumber-tests-java	0.1		2c12d9b722a732b3976d2abda5c6eb5fffcf5f71
com.symphony.platformsolutions	symphony-bot-cucumber-tests-java	0.2		80829c250c3427f6d6087bac9757130c3724fcad
com.symphony.platformsolutions	symphony-bot-cucumber-tests-java	0.3		aee45ca2239fba079edd673f86f5c80558c8a0b5
com.symphony.platformsolutions	symphony-bot-cucumber-tests-java	0.4		967883be9c97d4f4b76deeee946c74f53bb882a2
com.tambapps.marcel.maven	marcel-maven-plugin	0.0.1		d60ae5c58b135da913a3f5c800cbe5da3a57da1c
com.tambapps.marcel.maven	marcel-maven-plugin	0.0.2		264766aedbc9ea083880cbbf74ef815887d21075
com.tambapps.marcel.maven	marcel-maven-plugin	0.1.0		62125d5c328e26e9c26141f56ca60b71962990a1
com.tambapps.marcel.maven	marcel-maven-plugin	0.1.1		516f3eff885bfb16627c4c7f027db30f099df9fc
com.tambapps.marcel.maven	marcel-maven-plugin	1.0		9adb8f337cfbac1709595269bb546671468d650a
com.typesafe.akka	akka-dataflow_2.10.0-RC3	2.1.0-RC3		e582a7717e93fbe32e60eb35768a75190393fc0e
com.vlkan.hrrs	hrrs-api	0.1		ea1f4509580a19416a2cd5e73155df25bfd59212
com.vlkan.hrrs	hrrs-api	0.2		391f0f97ad45442ce892165798a87507e1826ce5
com.vlkan.hrrs	hrrs-api	0.3		aedddf69c2e84ef13d7fc19c3f04cf95b99b22a0
com.vlkan.hrrs	hrrs-api	0.4		698ca33c6c5886e8d2316ee395b6c9f8996a547b
com.vlkan.hrrs	hrrs-api	0.5		2eb5e4fdd0ebcc867a9c6992f2c5d7b84be76b62
com.vlkan.hrrs	hrrs-api	0.6		9214fbba3dc0c750afa3fdacc63aaf2030afad87
com.vlkan.hrrs	hrrs-api	0.7.0		e39e49a3d6d2117cd0a492ebcdfcdcf970539987
com.vlkan.hrrs	hrrs-api	0.7.1		69063a41994643c1f59a7e4292d64f6d3162cad7
cool.klass	klass-generator-abstract-plugin	0.1.0		e2cf609f05f6ed2ace1e826dd67b5c7db3d36479
cool.klass	klass-generator-abstract-plugin	0.2.0		cbcbf1ec9e8bb67b17c911f4294de3a595645f2d
cool.klass	klass-generator-abstract-plugin	0.3.0		f9ac0124f1d14514f4b281f232be7ee2ee9c68b6
cool.klass	klass-generator-abstract-plugin	0.4.0		27b1e593d31ea74481f73acf783321075517ffbb
cool.klass	klass-generator-abstract-plugin	0.5.0		63fed2389b796eef14e0f907f279eae70f89f4c6
dev.profunktor	fs2-rabbit-testkit_3	4.1.0		42af5c4d9bf0d15fb027464f714f6e2197596b86
dev.profunktor	fs2-rabbit-testkit_3	4.1.1		8c125a13a8e73783ab0477d9a77faa9145058478
dev.profunktor	fs2-rabbit-testkit_3	5.0.0		b770db23ec85467ca3b1d55f3a2ee953e8840b19
dev.profunktor	fs2-rabbit-testkit_3	5.1.0		85cf923e2d6654ae9c2eb0bd4e448bf2a825048a
dev.profunktor	fs2-rabbit-testkit_3	5.1.2		553cb62ba60fe27cac1eb0d53292852c1a361502
dev.profunktor	fs2-rabbit-testkit_3	5.1.3		e26bc088ebc01bb5da952c1e60b9dc2224e20947
dev.profunktor	fs2-rabbit-testkit_3	5.2.0		53e48bb232e94a7e9cdc74dde2441e68f3610bf7
dev.profunktor	fs2-rabbit-testkit_3	5.3.0		483ccaee15199cfb22e94654a42e8a332498ab7a
dev.profunktor	fs2-rabbit-testkit_3	5.4.0		1f9a7ff2f7c7dca29ac887b63f0f2383e10b732b
dev.profunktor	fs2-rabbit-testkit_3	5.4.1		5ea58ad8cd81d82ab61114e3f30cc3f38152a7e0
dev.profunktor	fs2-rabbit-testkit_3	5.4.2		ed97efda0595adbc2257d11129b74be8107004d9
dev.rupt.android	rupt-android	3.0.0		N/A
dev.rupt.android	rupt-android	3.0.1		N/A
dev.rupt.android	rupt-android	3.0.2		N/A
dev.rupt.android	rupt-android	3.0.3		N/A
dev.tauri	seals-circe_2.13	0.4.0-RC2		fd297954e345bdb306d869f9f4d7f37b24594d7e
dev.zio	zio-aws-docdb_3	5.17.102.7		246ee2010f15e55e6781f4287e17de69c3d31586
dev.zio	zio-aws-docdb_3	5.17.102.8		325bde5e429000dc6fe93ef1b47729f06edf4b7a
dev.zio	zio-aws-docdb_3	5.17.102.9		40976fe481330f867665702015bd20687a5706e7
dev.zio	zio-aws-docdb_3	5.17.103.1		b5d46a5ffd711583987f94f02e05fa140c8a7cb0
dev.zio	zio-aws-docdb_3	5.17.104.1		8bd23159b45161b1a623d2da43c2202a5de4ef2c
dev.zio	zio-aws-docdb_3	5.17.104.10		cafd2938d31ce4b10c0130f954ff93d9da65bf13
dev.zio	zio-aws-docdb_3	5.17.104.11		a79d51d379e9b2515ff48b798ef6f8d823a6953c
dev.zio	zio-aws-docdb_3	5.17.104.12		a2c4c3de4eb2b5e5e1efc737c696f42913fae5f3
dev.zio	zio-aws-docdb_3	5.17.104.13		a244c1387f731a1cdfa333ee7a12960505073e83
dev.zio	zio-aws-docdb_3	5.17.104.2		cd8fcc62d2011032dd7ac10ec0944ebaa574507d
dev.zio	zio-aws-docdb_3	5.17.104.3		ae449b56286de9cfafef649969fd0b3cb2a265be
dev.zio	zio-aws-docdb_3	5.17.104.4		9833c9d93784a150e37e23ea9fe3ccd1f50839f0
dev.zio	zio-aws-docdb_3	5.17.104.5		d5ef39a63d1d11c8360f22f25ca2904264f73e92
dev.zio	zio-aws-docdb_3	5.17.104.7		7092213647c326307639997900392cd9578dec11
dev.zio	zio-aws-docdb_3	5.17.104.8		380df36fee30b6efba4a7683803ed818ec79a844
dev.zio	zio-aws-docdb_3	5.17.104.9		ea67294aef95d996056eafe0e618ece387c97c5d
dev.zio	zio-aws-docdb_3	5.17.112.1		a08156b47e9a0ccb7b0ce08fe4e0a258ee38cefd
dev.zio	zio-aws-docdb_3	5.17.113.1		ffc2d6be5223b4b5ad3aa31831da0485a59291e1
dev.zio	zio-aws-docdb_3	5.17.115.1		3e6f9ef48307edd9a3f96102566e2a0fc2052446
dev.zio	zio-aws-docdb_3	5.17.116.1		95eafb1af5006827459248fb59a854cdb864478b
dev.zio	zio-aws-docdb_3	5.17.116.2		4008b7dd414e3d21a4d133df3ab1c9497ac4c59d
dev.zio	zio-aws-docdb_3	5.17.121.2		78a880c0576937addd111d33012360f5926be151
dev.zio	zio-aws-docdb_3	5.17.121.3		dd5a55f00ca733bbe954183f0723ee2de8d5b460
dev.zio	zio-aws-docdb_3	5.17.122.1		10463040ed99c539eb2955c88a25812be864b0a6
dev.zio	zio-aws-docdb_3	5.17.123.1		2d95b04e6b8931ccc6fd38fc63b49ed385bb25c3
dev.zio	zio-aws-docdb_3	5.17.123.2		2efe6bdf8ccbf59437afd902636ae38bafc9b41f
dev.zio	zio-aws-docdb_3	5.17.124.1		98fd4204de886786458a8c83ce75c16f5503fd96
dev.zio	zio-aws-docdb_3	5.17.124.2		6a1e9358f24ed865226b10f1ce59e4ac2b614c34
dev.zio	zio-aws-docdb_3	5.17.124.3		97a687ba22a94a77388b4840a4dc5a131621ce84
dev.zio	zio-aws-docdb_3	5.17.125.1		a11cc3c6781ef5190c170571bacc1b06148d5a2a
dev.zio	zio-aws-docdb_3	5.17.126.1		f92a7c81e64f7638ed15f6e4d57f36541cd549db
dev.zio	zio-aws-docdb_3	5.17.126.2		0bc6a0a8e2cbaf843c0cebcc4dadcf88637908f3
dev.zio	zio-aws-docdb_3	5.17.127.1		63d5f541fcc9e09749b0760354a9819a74a020e9
dev.zio	zio-aws-docdb_3	5.17.127.2		6020641a1af88a2f2613a7fb577fb35612720951
dev.zio	zio-aws-docdb_3	5.17.128.1		7128727ed3db4d7b9c1d5f43ac37153d6df3d3a8
dev.zio	zio-aws-docdb_3	5.17.129.1		1b862798a80bb68e52ee9972d947a43617243abd
dev.zio	zio-aws-docdb_3	5.17.129.2		bc696d40a3767da261a7678f759024db8cd6bb3d
dev.zio	zio-aws-docdb_3	5.17.129.3		db09360aa3e87d685a8a47d4f4dec9c470866a03
dev.zio	zio-aws-docdb_3	5.17.130.1		a5b139c26c4533d687b910c82eb738bf79ff1fa7
dev.zio	zio-aws-docdb_3	5.17.130.2		4f78134eee8fa5d83a3588b93e2d3e7c5da9eb7c
dev.zio	zio-aws-docdb_3	5.17.130.3		cfcf06fa62ea96fef03e90025f71eafe15f35c68
dev.zio	zio-aws-docdb_3	5.17.130.5		97234864e834d85b4a28add4552476e46b2010ea
dev.zio	zio-aws-docdb_3	5.17.130.6		83ad8f2fe585ffd09b5786d4b214c95933614e36
dev.zio	zio-aws-docdb_3	5.17.130.7		22d7728339b0c3eaed5e41b12235441980effe8a
dev.zio	zio-aws-docdb_3	5.17.130.8		37648d034970cc356f71c0acde54e37603be12d5
dev.zio	zio-aws-docdb_3	5.17.144.1		415a21631d454b9f6e6a1ccc1d0335cde1e2c5f4
dev.zio	zio-aws-docdb_3	5.17.145.1		7d38039fb46669d7493c297910bf1d7578403f20
dev.zio	zio-aws-docdb_3	5.17.146.1		edf17d7b99f30617d100e92ef181d39eda0fbf3b
dev.zio	zio-aws-docdb_3	5.17.146.2		2cdec9a774e23b8c7683530112a7f39596746015
dev.zio	zio-aws-docdb_3	5.17.147.1		ab965f26abd57fbddbbdce285baec93de9d40502
dev.zio	zio-aws-docdb_3	5.17.148.1		223694bd22be356abcd476142e7cbe4960385eeb
dev.zio	zio-aws-docdb_3	5.17.149.1		29eaeda59792bd76a97fcff141743a33fe228efb
dev.zio	zio-aws-docdb_3	5.17.150.1		c9e3460f190aaa9830ced69890b8dc24c565e267
dev.zio	zio-aws-docdb_3	5.17.151.1		05fb35520a14819b48381a12c8fb2aab77e5d97d
dev.zio	zio-aws-docdb_3	5.17.151.2		40f39392cec113907ba6df312bf39900add0befe
dev.zio	zio-aws-docdb_3	5.17.152.1		2873eed844781ee0afd7295a63ece060932e2eaf
dev.zio	zio-aws-docdb_3	5.17.153.1		f10ff2b4315db94f4493caa171128a305ed902da
dev.zio	zio-aws-docdb_3	5.17.153.2		743b13d269d0c6ac6a98853ac9e1f6619228f84e
dev.zio	zio-aws-docdb_3	5.17.153.3		6652053481f2d303ac59b18f078be823d8a118d2
dev.zio	zio-aws-docdb_3	5.17.154.1		be604c2880b41046cbce1a0f4b2e7b5af39038c0
dev.zio	zio-aws-docdb_3	5.17.155.1		3c0e9d466d438b9c10e0904b7bfc1a2849cf5dd1
dev.zio	zio-aws-docdb_3	5.17.155.2		30e5e497a50fb03a3ac1e063862642416e568ec9
dev.zio	zio-aws-docdb_3	5.17.157.1		32a100534a1eee57ed97adfab6015b639e701dae
dev.zio	zio-aws-docdb_3	5.17.157.2		191b2d31905257ec8a453e03c20087d21ca69e74
dev.zio	zio-aws-docdb_3	5.17.158.1		d88ae11c73f92378ae3cecb843114e2e71fe5fe6
dev.zio	zio-aws-docdb_3	5.17.158.2		91d2a4aa3fe4fd648b3f68dd4cbd52b0c4e3c9ae
dev.zio	zio-aws-docdb_3	5.17.158.3		ba5ec13d8a005c1ad24864cbed89993fc1eb4fc9
dev.zio	zio-aws-docdb_3	5.17.158.4		7340316bb582b90d4f8fc5e157a8ed7f77d2bea5
dev.zio	zio-aws-docdb_3	5.17.160.1		00d97c35aa254e730dc0c7bf19208030751a0ac4
dev.zio	zio-aws-docdb_3	5.17.161.1		2ecd88b12b4757a86ea3a93fa5bbc49aaf1cfe81
dev.zio	zio-aws-docdb_3	5.17.161.2		046b95035002472a113392a5e22ae9297151b44c
dev.zio	zio-aws-docdb_3	5.17.162.1		727c71f772e17491cdebed13f188fbe7be0a6a65
dev.zio	zio-aws-docdb_3	5.17.162.2		bb6654176266f837c4da93047bba1b40ca24850d
dev.zio	zio-aws-docdb_3	5.17.162.3		95b9429d68acde2bea8df079afaf13c1ae4c38e3
dev.zio	zio-aws-docdb_3	5.17.163.1		e1740b9367984228d4b8d64d6ad6cfea2de71667
dev.zio	zio-aws-docdb_3	5.17.164.1		01db3d2ade70fb58cca73fd388e0280ff00d93f8
dev.zio	zio-aws-docdb_3	5.17.166.1		95a490234d27383e74dea203d11342934a5e4343
dev.zio	zio-aws-docdb_3	5.17.166.2		2c379bd010244b7bb5c39f9a610c374ffa192a2f
dev.zio	zio-aws-docdb_3	5.17.166.3		04153d8ce150e7b14e3cc763ee0138e8acf29a3a
dev.zio	zio-aws-docdb_3	5.17.167.1		297b77c2a7579e6d2b6a80265f737c845bbc8613
dev.zio	zio-aws-docdb_3	5.17.168.1		993413121684e288da8f06e383bdf7710d58edf9
dev.zio	zio-aws-docdb_3	5.17.169.1		5b645d8f91717f51f6613f3bc034c43d9a0b3b64
dev.zio	zio-aws-docdb_3	5.17.170.1		43fdc6d182ed9618902358c27aedeaec00101895
dev.zio	zio-aws-docdb_3	5.17.171.1		4ca97bc3635f22586b5bc16a9424b439c9ea4436
dev.zio	zio-aws-docdb_3	5.17.172.1		946ee97147b1672735724ece12e9a7e45ede8cce
dev.zio	zio-aws-docdb_3	5.17.172.2		899b903e9d6bf2889fe2a32905f1bc99057b05ff
dev.zio	zio-aws-docdb_3	5.17.174.1		15ded8dc33065516bd134795b11c0268dcf53b30
dev.zio	zio-aws-docdb_3	5.17.175.1		087d06c2e161b05e2bd0ccdbfbf19db1f08d7c86
dev.zio	zio-aws-docdb_3	5.17.176.1		dbde7fbb5c39c98b22eb45b885092a1248dfa406
dev.zio	zio-aws-docdb_3	5.17.176.2		1c11ad469bf60e68b63e97699ebe81513bda8494
dev.zio	zio-aws-docdb_3	5.17.177.1		e9f37d6df8c6bc65b3848245f766ff3fddcfd80b
dev.zio	zio-aws-docdb_3	5.17.178.1		7e478a325f27ab7d9f115b64c680835d09e9539c
dev.zio	zio-aws-docdb_3	5.17.181.1		cfdf9f9a0e7a5c9fa39dcfd573811eab7538307b
dev.zio	zio-aws-docdb_3	5.17.182.1		a857fc84d4192f86a935bf3c23b89329906dbb00
dev.zio	zio-aws-docdb_3	5.17.183.1		ca8e059ac5a1d82a7897a7485059768912b06170
dev.zio	zio-aws-docdb_3	5.17.184.1		2e94f3911a5a72360a10e945d7478430d08d3a23
dev.zio	zio-aws-docdb_3	5.17.186.1		74a685e41f0a00e4bf727b75aece5b8916f44984
dev.zio	zio-aws-docdb_3	5.17.187.1		7d1a1800fe3022b3abdfff8b46ebe1ac98e9be79
dev.zio	zio-aws-docdb_3	5.17.188.1		2e850baf7828be892a03d3a712616ac827c5be8c
dev.zio	zio-aws-docdb_3	5.17.190.1		309a0246a70b2bfdd9f69ca30ebf3674847ffca2
dev.zio	zio-aws-docdb_3	5.17.190.2		34ffb5026f3e9c1671e7f3bbf44dc0d3ff2e98b4
dev.zio	zio-aws-docdb_3	5.17.191.2		16bce46028ced4e8e34113e8be5b0bf6167d0ba6
dev.zio	zio-aws-docdb_3	5.17.193.1		af07b2d5907f063a175cf0102be9111c7fba4cc4
dev.zio	zio-aws-docdb_3	5.17.193.2		dbcdc25e53c9179c950b128fbf5dcac01c7c593e
dev.zio	zio-aws-docdb_3	5.17.194.1		7dcd5c995a886efc6db0498553336fb2213ca34d
dev.zio	zio-aws-docdb_3	5.17.195.1		c93d20adea6674ac588ad787078f96915ed256cb
dev.zio	zio-aws-docdb_3	5.17.195.2		3c8180c89966afd9cc23d1a514dbaa3cc0f77096
dev.zio	zio-aws-docdb_3	5.17.195.3		605c51f0be74891a30a2956464a8daf48b3c3e14
dev.zio	zio-aws-docdb_3	5.17.196.1		486c289e442dd7b0ced66f8725e2be7c257a5cb9
dev.zio	zio-aws-docdb_3	5.17.197.1		dc526d2313b2cf657deff559f3f7d8afe76c747f
dev.zio	zio-aws-docdb_3	5.17.197.2		afd57e732adbb9163fd890c3f770493719ff358b
dev.zio	zio-aws-docdb_3	5.17.201.1		33b68c66fd5536b0924d7aa8e83342b16d5620d0
dev.zio	zio-aws-docdb_3	5.17.201.2		9de2cfe96d5f41c865f7ce4c42bc2d46090b9520
dev.zio	zio-aws-docdb_3	5.17.202.1		67b71f2759b60d787f9b9357fc72d7145c760118
dev.zio	zio-aws-docdb_3	5.17.203.1		a9b83ee69e3beb7db383d76ec52fb8aaad98a9bf
dev.zio	zio-aws-docdb_3	5.17.203.2		93db8a97afff023d3e7a55b73f2a68950318dfb6
dev.zio	zio-aws-docdb_3	5.17.204.1		c1a35453ada9b8da8f261ef3f6b02f0e34b092ea
dev.zio	zio-aws-docdb_3	5.17.205.1		fdb656723309ac5bbafe4f37b0b1bf4c64e43bfe
dev.zio	zio-aws-docdb_3	5.17.206.1		b8945d3e4f9a1ef83207ed2292a800ea44babc44
dev.zio	zio-aws-docdb_3	5.17.207.1		37efc29b0c66635dc31af05ede4d8ae5cba7653c
dev.zio	zio-aws-docdb_3	5.17.208.1		4eacebc46652abce7a09600c4641a294eb2f5cfb
dev.zio	zio-aws-docdb_3	5.17.208.2		dbd408c95421dd72f471c5bac652952b07421cba
dev.zio	zio-aws-docdb_3	5.17.209.1		2d829172b437744c2408bc110876c0ac288f5168
dev.zio	zio-aws-docdb_3	5.17.211.1		b186451f6dd457e8c555fa4a9074b1b0d729a2cd
dev.zio	zio-aws-docdb_3	5.17.212.1		2655018a0fbee41aece8a8c64c46a254d49778bc
dev.zio	zio-aws-docdb_3	5.17.214.1		1ea431d554aa1365a8be7fb82e0f6bd290f73a19
dev.zio	zio-aws-docdb_3	5.17.217.1		b4c3b342f14bc8c673b9189f68147b30604ab138
dev.zio	zio-aws-docdb_3	5.17.218.1		f47644f3e34574ef4747baf765ae68570561b64a
dev.zio	zio-aws-docdb_3	5.17.224.2		001eeb878e1e2e69a593d566582d0a2f0b6e05f8
dev.zio	zio-aws-docdb_3	5.17.224.3		70cffa2a87f638a64d469d98f626c6faee3ba9b2
dev.zio	zio-aws-docdb_3	5.17.224.4		c6f3e2a89cfdcfc07cfdb307a694355fac0701c0
dev.zio	zio-aws-docdb_3	5.17.225.1		4cc220a581057370f3959be142f73ce1f1029591
dev.zio	zio-aws-docdb_3	5.17.225.2		fa3df009b235692dc1327faacf252711290fedf8
dev.zio	zio-aws-docdb_3	5.17.233.1		1b643cd0f372938e5935b08f677e567e8fea9556
dev.zio	zio-aws-docdb_3	5.17.234.1		3bd59b1fc97905e94a9308bc80a45d8c31c1f8a3
dev.zio	zio-aws-docdb_3	5.17.239.1		f5ba13cccd8aee6b1dd5ccbbe3d0bc3a2989fb27
dev.zio	zio-aws-docdb_3	5.17.239.4		3745ee104d7d7f9bbeabb9532bba488427d21ec8
dev.zio	zio-aws-docdb_3	5.17.252.1		7fb232640852b355e847378819e922a8992764f2
dev.zio	zio-aws-docdb_3	5.17.257.1		a4a3b7bd6e40dc91f413cedf9a03189f7005ecda
dev.zio	zio-aws-docdb_3	5.17.265.1		98e7d3d0fba428f1d30e45feecf8468c584a8572
dev.zio	zio-aws-docdb_3	5.17.267.1		41c413cb7ec09edfba108860a1ea2ac1b7d5dc48
dev.zio	zio-aws-docdb_3	5.17.267.4		dcd380ae398c6819d1cbef8c61bb4db64da66c4d
dev.zio	zio-aws-docdb_3	5.17.267.6		3af9472539b6cd1b90826401c0a071d8fd66e6fd
dev.zio	zio-aws-docdb_3	5.17.267.7		c7977be26aca2197dcd6519310a7248876785f27
dev.zio	zio-aws-docdb_3	5.17.269.1		0c407d4561b0be783073016a14f31ecfa10f574e
dev.zio	zio-aws-docdb_3	5.17.271.1		f3f8dfaa97b003a998c100480255eb307e420e11
dev.zio	zio-aws-docdb_3	5.17.280.1		ef14441687ada526f2e59f5275a0a796c6b6a2e3
dev.zio	zio-aws-docdb_3	5.17.295.1		93fb0924f64c13c166a81d04b1eb705b1a375482
dev.zio	zio-aws-docdb_3	5.17.295.10		c55cb52d574c7597e16f70a4f62720c497e9922e
dev.zio	zio-aws-docdb_3	5.17.295.11		7352f45ab4ab3fa1a9df3764d5ac121e349b82c5
dev.zio	zio-aws-docdb_3	5.17.295.12		db8ba56a2feea333a4e81a2532506f5fa8aeede4
dev.zio	zio-aws-docdb_3	5.17.295.13		8904ef6ad212c6f608295f44505f7960b118430e
dev.zio	zio-aws-docdb_3	5.17.295.14		687161148194d523861aa7287cadb46e8a3a2a47
dev.zio	zio-aws-docdb_3	5.17.295.15		d446642d897a6c6235221e60de40c90c30e0c8f2
dev.zio	zio-aws-docdb_3	5.17.295.16		9e0137863afdc38abb8809f64ad47654d227451d
dev.zio	zio-aws-docdb_3	5.17.295.17		26c49a8c64589531ed2d7f06518ff466ceb4a0e0
dev.zio	zio-aws-docdb_3	5.17.295.18		04ba5dec06bc8620dc0e48f980bf0567c972e391
dev.zio	zio-aws-docdb_3	5.17.295.19		44594aafc5fee49743f39a404abaca65675f543d
dev.zio	zio-aws-docdb_3	5.17.295.2		cea59cb3c69f80c49f93e0680ada5bccf2755eb0
dev.zio	zio-aws-docdb_3	5.17.295.20		f5fbc8c859002f93db67c92cfa8eab3019b09162
dev.zio	zio-aws-docdb_3	5.17.295.22		a9430e5c4b5d98cf066a4b49f62589a9edf8e756
dev.zio	zio-aws-docdb_3	5.17.295.3		1cf9d8a8ef54fddc599e4bc7318e059e4e51eb18
dev.zio	zio-aws-docdb_3	5.17.295.4		2d1393a840e78682845787f49f0f593b68954231
dev.zio	zio-aws-docdb_3	5.17.295.5		717ae97fd3b34e0946b4c17d8c246005a5278b38
dev.zio	zio-aws-docdb_3	5.17.295.6		f407f7005b654364431a5c44ebb27368c4fe8733
dev.zio	zio-aws-docdb_3	5.17.295.8		9ff1013f20cfabc53b1074ffb5d2b5275b1ca252
dev.zio	zio-aws-docdb_3	5.17.295.9		f048327e7fcb58fb09bc1599fb00f57af3b82c95
dev.zio	zio-aws-docdb_3	5.19.12.1		6a5f4e0e7ca9d961b189596511c259372576e40c
dev.zio	zio-aws-docdb_3	5.19.17.1		350f630b032eb053c950c958ac838a14ef038ddf
dev.zio	zio-aws-docdb_3	5.19.17.2		174f00684d80caa43d7d1a7484e46cb155e6a7f3
dev.zio	zio-aws-docdb_3	5.19.26.1		ea9ad880224e0931f32a4061d4fff91e1886009f
dev.zio	zio-aws-docdb_3	5.19.31.1		cd0f83932b0b4555feae622b85736365f052be3a
dev.zio	zio-aws-docdb_3	5.19.31.2		b389413cb4b55786ff50be9c375e71854b87e8b9
dev.zio	zio-aws-docdb_3	5.19.31.3		1279aa7c4fc2c20db1d53001d9c402c230c85eed
dev.zio	zio-aws-docdb_3	5.19.31.4		cda57ab5fc167a4b537b0ca43b06e40330b66c55
dev.zio	zio-aws-docdb_3	5.19.31.5		c208b07adbe8e17ce200a1f61c9ce88e838b888b
dev.zio	zio-aws-docdb_3	5.19.33.1		a3ff81e646060dda048aaacc1a80366fa62e20a2
dev.zio	zio-aws-docdb_3	5.19.33.2		e771122bbfcebb6d8b3752ecb11540746faf9b31
dev.zio	zio-aws-docdb_3	5.19.7.1		fa28541a728341ddbd953801e2bf293c738ac7d6
dev.zio	zio-aws-docdb_3	5.19.7.2		33982cf9e5ec76ee50a28d9a9dd8643b125cddd1
dev.zio	zio-aws-docdb_3	5.19.7.3		fac6cff40b9507ae0008c2485b4c8424a730f621
dev.zio	zio-aws-docdb_3	5.19.7.4		bda61d3dd6a9165a0b072b2aab9f076c33e514d3
dev.zio	zio-aws-docdb_3	5.19.7.5		506e06878bd36ed146d37b50190134865b149cb2
dev.zio	zio-aws-docdb_3	5.19.7.6		81f9160ea60f23b003a5618dc48f5a3da4026bcf
dev.zio	zio-aws-docdb_3	5.19.8.1		19f5f347d296a90d460f2812a1031485b47d304f
dev.zio	zio-aws-docdb_3	5.19.8.2		06d8b991dca99715bce70592e6a182eb6396ef77
dev.zio	zio-aws-docdb_3	5.19.8.3		dba1d8d5fe639a9ef43c961209abbbfa0e45ba44
dev.zio	zio-aws-docdb_3	5.19.8.4		f19b5ac2e06cf7f3b54cd6a28feab69c939cca26
dev.zio	zio-aws-docdb_3	5.20.17.1		fc30be8d4b60345b329b71e1f756e9e3fae52b5b
dev.zio	zio-aws-docdb_3	5.20.17.2		8ef56a342a6b640aa45d9a112ff4fa3acd3440a2
dev.zio	zio-aws-docdb_3	5.20.22.1		504ccac3447abd3d234b3adc67a02e96eda7ab07
dev.zio	zio-aws-docdb_3	5.20.22.2		cb36600f12390af13622d29b003691a3cfa88d3c
dev.zio	zio-aws-docdb_3	5.20.22.3		622c3b7a60432db18f39841d180cae60887fd2cd
dev.zio	zio-aws-docdb_3	5.20.32.1		bfd6563543e87abeb121a9736da2ada7f14cfc0a
dev.zio	zio-aws-docdb_3	5.20.32.2		1ebe8469bca8d1624682da8b866ce1039093cf06
dev.zio	zio-aws-docdb_3	5.20.37.1		5b35a961e188e26601d1ef2e6d36ddce113a789b
dev.zio	zio-aws-docdb_3	5.20.42.1		9dc729f6fc7f96d31c3e6c0f29724a7bca9522f1
dev.zio	zio-aws-docdb_3	5.20.7.1		9c90215b6b2e67521fd70e3fa352a505a5318efc
dev.zio	zio-aws-docdb_3	5.20.7.2		45b231807ee129a5e855345c297e3d37c298b584
dev.zio	zio-aws-docdb_3	5.20.7.3		ae813cb270fdbe9a8a61a6bde6b4f97d4251e664
dev.zio	zio-aws-docdb_3	6.20.103.1		2d60ee3301efb3aaad5f4a66c75fd0ff5690d05d
dev.zio	zio-aws-docdb_3	6.20.103.2		db6218dddc617592614f1c8feae01f424eedd541
dev.zio	zio-aws-docdb_3	6.20.115.1		11b722aeca3c37187a27bc6f9c6be67b7bc8c8f9
dev.zio	zio-aws-docdb_3	6.20.115.2		2c9d97680c588f3c7b9eaee3da1e1cade31a2d1b
dev.zio	zio-aws-docdb_3	6.20.120.1		d71831b620f68dfdcb7056ba8b556e46c21278ef
dev.zio	zio-aws-docdb_3	6.20.149.1		676c23e19c4a47b55c58158fde016d06365b7433
dev.zio	zio-aws-docdb_3	6.20.149.2		4cd75824051e1d483cd2c8e8a81313800d37ffed
dev.zio	zio-aws-docdb_3	6.20.162.1		d9f0331c1754692b3e62805fb0c3db37e4c65408
dev.zio	zio-aws-docdb_3	6.20.162.2		dd41eadf35ddca4be0328a1cc85b65b44eec35bf
dev.zio	zio-aws-docdb_3	6.20.42.1		0bf3e6c72ac33d1a27b452a00f1701bd6ab06789
dev.zio	zio-aws-docdb_3	6.20.42.2		195a50b9300dad8607e47ed6766f1eb9e1232e14
dev.zio	zio-aws-docdb_3	6.20.47.1		bb8741d25548cc4e632f171c39c3629af9907025
dev.zio	zio-aws-docdb_3	6.20.56.2		4cb2006f48f7702e0966e37888fceb0a04493dc8
dev.zio	zio-aws-docdb_3	6.20.58.1		6ea58da73aea159cbb9c03cbc2ab4cabbb5a09f2
dev.zio	zio-aws-docdb_3	6.20.58.2		dbd74687c041ae51241b0e2cd3b3b0338ce4dcfc
dev.zio	zio-aws-docdb_3	6.20.58.3		e5181a642dde55a33b1d935f4a9a06fd1567ea7a
dev.zio	zio-aws-docdb_3	6.20.61.1		bef68dd70fe582ca8c08d88840af2ece5121c6a3
dev.zio	zio-aws-docdb_3	6.20.69.1		f948104ef60e10ed6b18c979e672d38d5c0c2d82
dev.zio	zio-aws-docdb_3	6.20.69.2		069eb9c3b3b5c58cd8d5fae8c0f85d5f29a79752
dev.zio	zio-aws-docdb_3	6.20.74.1		5843701c953a5c87a773f5935a46ae9e38e5bfb2
dev.zio	zio-aws-docdb_3	6.20.74.2		b51272559de8bc7240708fddd276ccc0962d420f
dev.zio	zio-aws-docdb_3	6.20.78.1		5fb5681c4c5003b55d18ed74ff81e64d101f4e96
dev.zio	zio-aws-docdb_3	6.20.78.2		fe8ac8171cc69594464a3657e317b7f8ff5d2cec
