be.objectify	deadbolt-java_2.13.0-M5	2.7.0		097f497a287862c6b55cf742893c410fd0e3ead4
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.4.8		16d6404dc0bb5b6b76e45f725ac7b2abb65b6fee
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.4.9		f2116a6f0ea7f80e574feb9b90095cc2a0ad025b
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.0		8de5a5532076ac008a5bd81310c8bba3c788b3a5
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.1		47b9f1935c6043260604b108b1faf6bc14fb8c3c
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.2		9d3083025a54d8ad33e4607eec41125528d09d4c
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.3		4de4ed5b3ec90755dd20c27e497c0a0f08f49b22
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.4		120b00f90ea3eb1938ce435df1b44b84f185615d
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.5		ea8872e3ee2c987511d745c9867937c8dd9ce728
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.6		5155ba0b2f094bc8f43578a565726276f4e4c408
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.7		267212093e4d5d832d74415f84faefac873d850e
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.8		324b254b4590adf2ad246f03176cbfb9f3748020
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.5.9		0b7bdecb461822a89e040c54a27f09db667b556a
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.0		554b19a03a0203831d2c745fc8a0c165de7cb5cd
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.1		68403e2c5ebbc74e2abfaab817bfa608e1f50cd7
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.10		0103251522b1daf7c62fbc3292ddea768fd93468
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.11		1b1ee0907ed3e4be3ec067fdabcf81cf928b2f6c
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.12		eae970ee11870a193ff66676359e41263f63f37d
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.13		86a2f360eaae315e938e6a06a64ed035ba6b5bae
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.2		1c85598b7cdeae51959a2a4d8729d5ed38abdc2e
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.3		9053234f0877718135729e3a8e223bb4b25f6010
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.4		411ea05bf5c3ba02b19b08056126d8f6f7663d24
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.5		6e4ae9f2bd09764b5fd379348d31df697ce32959
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.6		7af5c5292a9585d226ca611d0022500e2792bd22
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.7		c9bb6ae122623f2b2d499ce79d282c9cb00741bb
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.8		f1003ebdc38d7d9e8abc0a7f26b23b0f0aee4ce6
com.navercorp.fixturemonkey	fixture-monkey-jackson	0.6.9		754beb1df0783c39719d1b9574d28440c1d4b86b
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.0		0fb9af66e3d6deea908a34418438d61035365f26
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.1		34128916b4428848fec1e4b7a4274a6d8de332b1
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.10		249702ab7ea027c01e99c8ae6ced21848a029d4a
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.11		a85bec8e302aebb737b1606261e04d8f4ebb87c7
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.12		4627a075cc0531492f901dec3c3050bdcfdfd127
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.13		863c57b94d6e80ddc7904469c89676858bcf6518
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.14		944cfb5b95dbc7c19547a7d4487dba5bcd53c79b
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.15		eb67cbc8bf7fe54e0224f8c3e5e058745cad2d8a
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.16		1a624bc4ca8701a8f2aa6e58165e2e54129dd167
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.17		bff4ebfe4c558f4f2cdb6ff003898df51b83a599
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.18		62cd654d60b9769e1d70406043f519f5d2d13c53
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.19		e61b840562eff5ff01e57c2663456042dbb5bd86
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.2		291521dda42a0d9fc559c7c42aef922a23d6cdbb
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.20		e5bf1a621b3f37623bed334f225ae3b7b11cda65
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.21		5e991536d9127d75a01ffe56b3d3c73f1afc760e
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.22		c0c8f8908e630a0b1be670ac5225c730330dd853
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.23		02212dcfd6056ddbdfd547e362750d7fc4ffa6ba
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.24		9991d0008c345f34dde86e3a033d2a9f3fed6760
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.25		4d6ec9e813075de679281eb57503f12fc331dd09
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.26		dc8d9eed27637505a5e5ab5fd9fa728ec8cb10b7
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.27		8d3a84bcdce85838074b1a434ee38a5a1122db09
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.28		9df20ae38c68cc74a764a9f3835bc91453bb89db
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.29		8a0125f6dbc98d7a4f6fb35e1000ca35374d0b10
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.3		71c79e56290f3396d2db3a829f53a946f8a9852b
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.4		25a3f93bdc35fea7d54ebf39d9f0e30c4e8a7e73
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.5		fcef364268b73f43ff9435c389a5b564b810df74
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.6		7b4d46a6ca0cc70816a12c616a2ebc229a0aa28f
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.7		df661c1976912cfd28616d0de0255562ab7db2be
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.8		55de12e101bf66aa4b25cee044be71e4c289eb6b
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.0.9		d8491288e95bff6d5bb14b3206366a6ca1671846
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.0		02c32ff8ea79f0e8142e7ba2b00ec074db13ae12
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.0-RC1		4e511455153fe5ccfe70b3f7fd99c753ab38ef6c
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.0-RC2		53f94422e616a665a7d8c58c0a05f391d18f08e4
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.1		813c60bacb7773899de2a6922e20b44be32ff124
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.10		634f5597075661eb3e65f50a049a68a10543b8fb
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.11		2b20f3d5751b4df3f2a4dd8d5f32ac78104b045a
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.2		fdf5c6f3a11a6502e5f0d12ac3a00eaf435b2059
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.3		a305d6988b39e5261225ae84ca2c5741d10d611f
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.4		28f15aacc965fddacb55968cb25347599b95e987
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.5		d2588e7799f2a38d80918fa20492e1f42f696e52
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.6		afddf4404c4c1116eb925474393013c064768538
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.7		36eb16b57bd6fd69907110b04cfdc24e8676335d
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.8		af0cf95b99946f59aa56cf23c6749a60bdbeba7e
com.navercorp.fixturemonkey	fixture-monkey-jackson	1.1.9		504e5117c013b16db4b530eb3c858574aa265cda
com.netease.yidun	yidun-java-sdk-core	1.0.0		485d1afde1448a5d42584760ef5000b402b24107
com.netease.yidun	yidun-java-sdk-core	1.0.1		c45defe48643a43899b6b8d90e9acec860e72522
com.netease.yidun	yidun-java-sdk-core	1.0.2		d396a0ca850c907bb867cf7e72bb14cf3e4df5ad
com.netease.yidun	yidun-java-sdk-core	1.0.3		a76361cc2c345f3977b8f7ceaaeae239d8ff9151
com.netease.yidun	yidun-java-sdk-core	1.0.4		b0acae17876e76cd6b5e02f28323afd3dd1340f0
com.netease.yidun	yidun-java-sdk-core	1.0.5		7dc226c34fa2e5c32a7b6d233b0414b11a47a831
com.netease.yidun	yidun-java-sdk-core	1.0.6		5bea59cbea2417f0934e23cf5d29ea17c5603be7
com.netease.yidun	yidun-java-sdk-core	1.1.0		74da74f487e103d3c752fc27b31176af0ac7582b
com.netease.yidun	yidun-java-sdk-core	1.1.1		381fee7ae7f14b7a8cf8ba08bb2b058969f2999d
com.netease.yidun	yidun-java-sdk-core	1.1.10		fc1f2031eeac950b7001d310d8abdd6994c7d16f
com.netease.yidun	yidun-java-sdk-core	1.1.11		b53df9d1f3d6f4891ea78b1a7bea6a6b17efc947
com.netease.yidun	yidun-java-sdk-core	1.1.2		6d17b68137e70a48ea6ee76ee677e777411e5f5f
com.netease.yidun	yidun-java-sdk-core	1.1.3		c1eeea64784de786c5143e1449279bd2967c07d1
com.netease.yidun	yidun-java-sdk-core	1.1.4		40d262a97c72d6839d3f226266c4d92b2e388da7
com.netease.yidun	yidun-java-sdk-core	1.1.5		d303e7206027220c5480a2a5c073b9a0b706c824
com.netease.yidun	yidun-java-sdk-core	1.1.6		590a2986df7f94ce4557fdb47821a72fcaca0a25
com.netease.yidun	yidun-java-sdk-core	1.1.7		f457353ffec8a16b26d9bf8c98bea55c673dec9d
com.netease.yidun	yidun-java-sdk-core	1.1.8		4b1239d677a42f0fbc386d59ab00e90000469d7b
com.netease.yidun	yidun-java-sdk-core	1.1.9		9386d7b5d77ff1824fbee045b393fcc6c6c69afa
com.netease.yidun	yidun-java-sdk-core	1.2.0		7c115a6087bf35f3050882543172801b493098ee
com.netease.yidun	yidun-java-sdk-core	1.2.1		1da6317df0202e3fd08792286e4f9ccdc7e3dc6b
com.netease.yidun	yidun-java-sdk-core	1.2.2		bbbcb82097ccd4dbe809ce51273b2020db6a4895
com.netease.yidun	yidun-java-sdk-core	1.2.3		0ecd1dd6c23efed4fc1e5b52b0006e49efb8d8d1
com.netease.yidun	yidun-java-sdk-core	1.2.4		a54df8adc3c06aba8e8bcc7d70a6293c47182288
com.netease.yidun	yidun-java-sdk-core	1.2.5		752bed148abd4d03f65e8a2b21305898f77aa6c5
com.netease.yidun	yidun-java-sdk-core	1.2.6		03df1192e825bc625bc2ac25a0b06ceabff12ac5
com.netease.yidun	yidun-java-sdk-core	1.3.0		3f3192de4d5e4060f7bd8fd2fac321148440bc8a
com.netease.yidun	yidun-java-sdk-core	1.3.1		d5c6c12757d98b4e68c912922cb88ad640d50931
com.netease.yidun	yidun-java-sdk-core	1.3.10		c226925e50dc9329c5cf57a9f064258580f6cd93
com.netease.yidun	yidun-java-sdk-core	1.3.11		be97138dd3b2593d4b2ba2cc3833ac702bdfc5b9
com.netease.yidun	yidun-java-sdk-core	1.3.12		79c11ce0f977b222a7639a7755f4f78554b68166
com.netease.yidun	yidun-java-sdk-core	1.3.13		386a928b09c642fabb2a1e44b827cfd5a2f29548
com.netease.yidun	yidun-java-sdk-core	1.3.14		e8ca61fbde09ce4fb0757f9495ffa0836008e159
com.netease.yidun	yidun-java-sdk-core	1.3.15		3cdecfae29ee6706d5c6216b2d2196bba6b8415c
com.netease.yidun	yidun-java-sdk-core	1.3.16		d2ee82b0e0bbe5b7dcf261cc12122e69c5a89c1f
com.netease.yidun	yidun-java-sdk-core	1.3.17		d89a1f597ce8fae3ae53f68542a0859de6f38836
com.netease.yidun	yidun-java-sdk-core	1.3.18		b55fb1c192b9b476209dfa405c2f8e2fb60af621
com.netease.yidun	yidun-java-sdk-core	1.3.19		011abf5058053aa055f781d7a4ce3d955726add5
com.netease.yidun	yidun-java-sdk-core	1.3.2		017527de1683e508298c883211c07da1022d3365
com.netease.yidun	yidun-java-sdk-core	1.3.3		2957757d1cd3b5244b415e52443ed7192f2b7ccf
com.netease.yidun	yidun-java-sdk-core	1.3.4		95b26a94b8f37fde3f189c67ab8a03543681411b
com.netease.yidun	yidun-java-sdk-core	1.3.5		1065693076e703a3d7098689ad8ac10808a0a18f
com.netease.yidun	yidun-java-sdk-core	1.3.6		165438d6659c18f74e5820d0eef5a65a957fc016
com.netease.yidun	yidun-java-sdk-core	1.3.7		edc8fa14e06848c8e743c9221875124b5f6eb474
com.netease.yidun	yidun-java-sdk-core	1.3.8		d82e1198e3e40894a00fa37e6aaf1262145328e3
com.netease.yidun	yidun-java-sdk-core	1.3.9		25822cac8e2858c3e8cdd9099f15ca25d3e956fc
com.netease.yidun	yidun-java-sdk-core	1.4.0		bb505e5bab11999960b100442dfa94c9a104fcad
com.netease.yidun	yidun-java-sdk-core	1.4.1		239f47e57dff92890b81d42fa23c5ffd6eb5c2cc
com.netease.yidun	yidun-java-sdk-core	1.4.10		cea77cf65e1b136ea54b42c2c1ca2a52e76bcd63
com.netease.yidun	yidun-java-sdk-core	1.4.11		5f83bd6600d3172ad9041f7b81098bbde4459ba9
com.netease.yidun	yidun-java-sdk-core	1.4.2		0b9d90274448af03385c1eb65b8c8ba163a66d44
com.netease.yidun	yidun-java-sdk-core	1.4.3		e0794b8e922a5d32ebcddb8752dd8b753f443558
com.netease.yidun	yidun-java-sdk-core	1.4.4		cc9378730947cb087ade6d6a32377efd38fc3dfb
com.netease.yidun	yidun-java-sdk-core	1.4.5		fb9d88c5fafc1f8c34a8da1ed7db893feaacb6c1
com.netease.yidun	yidun-java-sdk-core	1.4.6		02b9df796f3a1f2bbbfa3481cdfb56f96e0dcfc2
com.netease.yidun	yidun-java-sdk-core	1.4.7		4418501e2d9ba65c31f2ef6ed22ce34d4e6c5d46
com.netease.yidun	yidun-java-sdk-core	1.4.8		4e724e743af1cc1099de58ec65614a480899f90c
com.netease.yidun	yidun-java-sdk-core	1.4.9		d0f38428983c3e1dacddd6a0259f448087407947
com.qspin.qtaste	recorder	2.0.0		1abbd6c3e5a9c7ec8eea4f14d1fa1432628b4a5e
com.qspin.qtaste	recorder	2.1.0		3ca5c341a9b0df956a56ab77041d28f9dadb8468
com.qspin.qtaste	recorder	2.2.0		5405079c856f93524b5f8dbef5ae8d9fafe4753d
com.qspin.qtaste	recorder	2.2.1		f950e6ca775b705f97395f1224dd584fa36ebfc8
com.starxmind	oakenshield-random	0.0.1		720508ffd6165d8a21c5d7ab9b3e10db674c6760
com.tencent.polaris	polaris-configuration-api	1.10.0		7810255164896965f79b278d39d28c979c0f7047
com.tencent.polaris	polaris-configuration-api	1.10.1		b4f384642d2f3b33645095ab1e16b7a2cbe5714d
com.tencent.polaris	polaris-configuration-api	1.10.2		738d6bd3b1129eb8fa41362cc21e6b86dd1a0cd6
com.tencent.polaris	polaris-configuration-api	1.10.3		306dd99fe56fbba8cc773e3d11f72d3a8a8e8174
com.tencent.polaris	polaris-configuration-api	1.10.4		cb6578bb8090d9cea8c236c278081309cf076d66
com.tencent.polaris	polaris-configuration-api	1.10.5		8567ab6dfe2303e34bbdcb4c27f89b0446bda6e5
com.tencent.polaris	polaris-configuration-api	1.11.0		f7d248daf52c47a06cbf2c245a114b5d5d37e3be
com.tencent.polaris	polaris-configuration-api	1.11.1		a711be986bbc8ff62d67e6cc4242e5a026cfb636
com.tencent.polaris	polaris-configuration-api	1.11.2		8f72cb7faadc2af07ccbab5c7e72c813846adf8b
com.tencent.polaris	polaris-configuration-api	1.11.3		aa1731e7a10b503e6fe24edca457086471bbef72
com.tencent.polaris	polaris-configuration-api	1.11.4		46ad667065e7a45331f8519a8177d4d1ba97224a
com.tencent.polaris	polaris-configuration-api	1.11.5		16b51854559b791074672afd59524ce2c0f951aa
com.tencent.polaris	polaris-configuration-api	1.11.6		929d7d493f8bc422e20f69da85378b032cc2ae85
com.tencent.polaris	polaris-configuration-api	1.12.0		02d700f69fbb39729c1c0cc6ab8e115689a12f28
com.tencent.polaris	polaris-configuration-api	1.12.1		4b56448bc35613f113e93b4ba2313e7d4c71dd89
com.tencent.polaris	polaris-configuration-api	1.12.10		f7cb875b75e09c34f59c02997496c050a232f6e3
com.tencent.polaris	polaris-configuration-api	1.12.11		316a226b0548d06cc1d582c853b296c3f5d11cfb
com.tencent.polaris	polaris-configuration-api	1.12.12		c023ca5f7fe5f249156f50a8f4cbc642ca64e5d0
com.tencent.polaris	polaris-configuration-api	1.12.2		5576ab34b4f525e0a36565e100333f5a2b5c300b
com.tencent.polaris	polaris-configuration-api	1.12.3		653685c5f72c8d109c9512764de343cec19a8194
com.tencent.polaris	polaris-configuration-api	1.12.4		adfcfbf29678112cad4908ab350529736ff12e21
com.tencent.polaris	polaris-configuration-api	1.12.5		7d0bb54d6bf1f44b1bb94b7a368abd3985631cb9
com.tencent.polaris	polaris-configuration-api	1.12.6		49bf6f2c3303d965eb3f933092bf1b94d5c963db
com.tencent.polaris	polaris-configuration-api	1.12.7		2f2d2ff0ccfb08cebf3696311dff718bc3b9cd55
com.tencent.polaris	polaris-configuration-api	1.12.8		8a39d89f2169d3bfadc190512fc23adde470c892
com.tencent.polaris	polaris-configuration-api	1.12.9		0848bf4b38b5b10cf1255e882538349f9c4c9b60
com.tencent.polaris	polaris-configuration-api	1.13.0		8116f1832737c4935c9940329c6c36b2f54ed816
com.tencent.polaris	polaris-configuration-api	1.14.0		352d79570dfa463b7e4dee37fbe256e29ef2cede
com.tencent.polaris	polaris-configuration-api	1.14.1		71881c4a4ea2cbd2ecc85519ac5a29c5150d748a
com.tencent.polaris	polaris-configuration-api	1.14.2		f8d8fbb6a8f7e09dee27207fe9cb9559f50507a5
com.tencent.polaris	polaris-configuration-api	1.14.3		a2cf6e77c9f3589f4b21e857f8aef0f49dcb7ac6
com.tencent.polaris	polaris-configuration-api	1.15.0		a1e4e9871d62422a78a10ea99594dff1aeb89bfc
com.tencent.polaris	polaris-configuration-api	1.15.1		743ab154a5b1606b3b91c615edd8e479cc3421d3
com.tencent.polaris	polaris-configuration-api	1.15.10		190d6aeba11823c04a0f18e3551f98fba8a00c92
com.tencent.polaris	polaris-configuration-api	1.15.11		259d0a4b3552e47e6aab6f7e8068dc2b451dfc8c
com.tencent.polaris	polaris-configuration-api	1.15.2		bf3dfd29c2870f4255ef1e450cd6891267725b96
com.tencent.polaris	polaris-configuration-api	1.15.3		5fcc4e500c725b0832397fd5d45ac28f765f0414
com.tencent.polaris	polaris-configuration-api	1.15.4		3cf39927caa4ce77c44cd81a6bfbe1d4d8fb7882
com.tencent.polaris	polaris-configuration-api	1.15.5		942b75eac8a5eb6944086a91e2e9a0fe033012e1
com.tencent.polaris	polaris-configuration-api	1.15.6		050616b4beec6f5ab71762b4b8620fc86b874737
com.tencent.polaris	polaris-configuration-api	1.15.7		38f64510547e5d72fe1bb8a91346fb47c0c5f636
com.tencent.polaris	polaris-configuration-api	1.15.8		da77d025e109069d18686c80a355553b26e169b8
com.tencent.polaris	polaris-configuration-api	1.15.9		b4f5c8b15e4cb5891083884c023ab202565a1eaa
com.tencent.polaris	polaris-configuration-api	1.3.0		cc4332895a0f210c28aeec2febfe9e27345f185a
com.tencent.polaris	polaris-configuration-api	1.3.1		63640bfbdde48f34928f7912d40a69c5991c16ce
com.tencent.polaris	polaris-configuration-api	1.4.0		42f38efc4f1d8e958375111a38b7a0114d8381d0
com.tencent.polaris	polaris-configuration-api	1.5.0		52e3a469d5fb0b76e94499fc1ba8c89921e18280
com.tencent.polaris	polaris-configuration-api	1.5.1		877b5ab3df8a17c1a3e5d163955fe3963501b7fa
com.tencent.polaris	polaris-configuration-api	1.5.2		cc328e999f205a8e1a1be42944a29dd2bd4bec77
com.tencent.polaris	polaris-configuration-api	1.6.0		5d6ccf07226c0af6dfdc75a3293e730dd5663e8d
com.tencent.polaris	polaris-configuration-api	1.6.1		42734b1fd4c5a97bf17f7a84cc1604882b271f8d
com.tencent.polaris	polaris-configuration-api	1.6.2		92747484d37968bb0b70a07722c83d0f4df6b9b6
com.tencent.polaris	polaris-configuration-api	1.7.0		0c744a7465f2c2b293493ce85129efc26b2d1c7f
com.tencent.polaris	polaris-configuration-api	1.7.1		e1512e7bcad8431ee4e67270f925cef6b1b10ab9
com.tencent.polaris	polaris-configuration-api	1.7.2		5a5db3b480ec4c31281baa7fa79f0e8a66bc94bb
com.tencent.polaris	polaris-configuration-api	1.7.3		35186926a5dfcf9e5ecc31f2a5701761e3a3f7f7
com.tencent.polaris	polaris-configuration-api	1.7.4		ec4da857c276b05ca5ae004a74cde7d767600fab
com.tencent.polaris	polaris-configuration-api	1.8.0		631e794e3cf4ff09d3c9531ff5a6bad237ccb9ad
com.tencent.polaris	polaris-configuration-api	1.9.1		1d179f4fbf0bbd4fb0dcd99674b9894b25cdfa38
com.tencent.polaris	polaris-configuration-api	1.9.2		d1770c4878f8fb3afe3fa7f9283f5f8e236ea7d0
com.tencent.polaris	polaris-configuration-api	1.9.3		88f1fcad3677a5ac976b60631d11b521c3862316
com.tencent.polaris	polaris-configuration-api	1.9.4		69e1a7f1eac94c3dd110ade0facadddfdc732b4f
com.tencent.polaris	polaris-configuration-api	1.9.5		a50f489bb8ca4ad696cf6a809830d7baf6a2e858
com.tencent.polaris	polaris-configuration-api	1.9.6		f72ce6a61f62b5cc882530dd86d891c876451eef
com.tencent.polaris	polaris-configuration-api	1.9.7		9262145e19ae7a0285abe5a9735d50cca6fc648d
com.tencent.polaris	polaris-configuration-api	2.0.0.0		f0944772467760ae8e1d60474f6029fea625165a
com.tencent.polaris	polaris-configuration-api	2.0.0.0-RC1		eea97cf494f44438bdd55dacba307bda0f2e96ed
com.tencent.polaris	polaris-configuration-api	2.0.0.0-RC2		db75208fa8725885708e2603cd894c9a6a4f4754
com.tencent.polaris	polaris-configuration-api	2.0.0.0-RC3		ba56bc44bbb029666b7f901da6b4b00f1d872445
com.tencent.polaris	polaris-configuration-api	2.0.0.0-RC5		65ea3eaddcce47e9b55cfbd79e5effb5944b54af
com.tencent.polaris	polaris-configuration-api	2.0.0.1		f3eb409fbe92db2df89e7d19ae8ace805cbe059d
com.tencent.polaris	polaris-configuration-api	2.0.1.0-RC1		82ca6781e952c20a5fde96c19f699724526895a2
com.tencent.polaris	polaris-configuration-api	2.0.1.0-RC2		946cfae8193dbcdea561e27481af256edc0f4ae3
com.tethys-json	tethys-jackson213_3	0.28.0		26a316b45185c3f3c6ea13ef64e6feae0083b556
com.tethys-json	tethys-jackson213_3	0.28.1		f8675f8bd4d31f1d75896ae4a3c28e3b9116bd3c
com.tethys-json	tethys-jackson213_3	0.28.2		6881cbf3693d8a2186d780415ec94bb1313005d0
com.tethys-json	tethys-jackson213_3	0.28.3		90e3eedfe61ff19b00404f3de8f3b8d3af83a7b7
com.tethys-json	tethys-jackson213_3	0.28.4		cbefac8613ae23d01f8f8cd8fc736e616c3de664
com.tethys-json	tethys-jackson213_3	0.29.0		cd6c291dc6e674b7c35b692a9989526635c32a10
com.tethys-json	tethys-jackson213_3	0.29.1		cc8b5de035b24321e1f6626755d8edbed39151c0
com.tethys-json	tethys-jackson213_3	0.29.2		3965d0b6853b2b5c3468e5b8058c19259822606b
com.tethys-json	tethys-jackson213_3	0.29.3		946852ef3808d7a47da55a7b518ec00a69a61498
com.tethys-json	tethys-jackson213_3	0.29.4		c9fc6d41426012d6919a6a3122249ccc7325ed58
com.tethys-json	tethys-jackson213_3	0.29.5		91927ca670480e64d9a304590a1d42a03882d668
com.twitter	finagle-mysql_2.11	17.10.0		0cdc19c9d5ef17d959f4a3fca46d116534e417f5
com.twitter	finagle-mysql_2.11	17.11.0		d3e11eb303c7dbe3dc46ec9dd540c0b395680eca
com.twitter	finagle-mysql_2.11	17.12.0		57e8351d8eccb6e1c8077db60d1e2fd591ca1595
com.twitter	finagle-mysql_2.11	18.1.0		8536ca20c0ab152e070ca6e411a42fe166c02049
com.twitter	finagle-mysql_2.11	18.10.0		0fa0de7a4d25eb2897394b14823162f1eb65b7bb
com.twitter	finagle-mysql_2.11	18.11.0		6ae0d04eb8820ab1f24e50f6069604649738117b
com.twitter	finagle-mysql_2.11	18.12.0		50e58ad5c0aa9023fc01740266df0d002aa69d9c
com.twitter	finagle-mysql_2.11	18.2.0		face9cde5ab9056e059bf2c97e76380a1ae07abd
com.twitter	finagle-mysql_2.11	18.3.0		53ddf8bee4007c5299fc2df8d48ae8b0f0c22f6d
com.twitter	finagle-mysql_2.11	18.4.0		33948fe1d63cf193c896ab668492f5ccadee823d
com.twitter	finagle-mysql_2.11	18.5.0		810800b498855a611955a16032f6b17ac553bacf
com.twitter	finagle-mysql_2.11	18.6.0		f443971bbb0bf18d135d1dbe0de0811b56d1acc4
com.twitter	finagle-mysql_2.11	18.7.0		1d67a620b495d49bf07fe621a5a43d443104e5ed
com.twitter	finagle-mysql_2.11	18.8.0		706737d42fea3ae34e3d4a31f57ffbff71ffc321
com.twitter	finagle-mysql_2.11	18.9.0		1becc334e9764922b1c460d0ca58375af007da93
com.twitter	finagle-mysql_2.11	18.9.1		be550526dd8b3ff74d1c29896030e1375d833e27
com.twitter	finagle-mysql_2.11	19.1.0		980b024e3192a93fe02a771c2673c25a0fcf9199
com.twitter	finagle-mysql_2.11	19.10.0		6d7085f5bf0867532ad96576edb1253ffc13a06a
com.twitter	finagle-mysql_2.11	19.11.0		135ac3cf267aa6e216222a901dc3e22682822283
com.twitter	finagle-mysql_2.11	19.12.0		721b9d64891d255246e29c556003053663e7bac0
com.twitter	finagle-mysql_2.11	19.2.0		02a812d3d5d082178e4811a1a034a1ad54503d4f
com.twitter	finagle-mysql_2.11	19.3.0		7edc18d281fce93108d96549c1be3274a570e613
com.twitter	finagle-mysql_2.11	19.4.0		d3ebca7694a27784c44d2d146d0108f54783478d
com.twitter	finagle-mysql_2.11	19.5.0		df6348cdefe2f85eb26183a52a22a24ea7cfdf5c
com.twitter	finagle-mysql_2.11	19.5.1		3c2f0b5bdeb1cbf0a6b85ca62bcf0b2b1ac9e02a
com.twitter	finagle-mysql_2.11	19.6.0		da78f1b2f6a4e11eb501fa7030b84e825e409ed1
com.twitter	finagle-mysql_2.11	19.7.0		3c462e01963caf0cb60f0713709974f36833ff7b
com.twitter	finagle-mysql_2.11	19.8.0		66fc67f0ff682c4a13bef6053c22543940a391f4
com.twitter	finagle-mysql_2.11	19.9.0		f6f666bb5a45d9a6b524f9c4cb93a3aa876a194d
com.twitter	finagle-mysql_2.11	20.1.0		ab0537cb811e443185be782e0d8540d5918a8345
com.twitter	finagle-mysql_2.11	20.10.0		b9e6e4156d7e12b975366fd25f7f083aafcc9c46
com.twitter	finagle-mysql_2.11	20.12.0		41b18a0547120f1f90c5e8115b96442014165d9d
com.twitter	finagle-mysql_2.11	20.3.0		aded7c01d62e26bc7edd67f12ecb5e366101065a
com.twitter	finagle-mysql_2.11	20.4.0		55239332d8dd14ea114fc2d07bc9a3aaf8f8878b
