biz.netcentric.cq.tools.aemmjml	aemmjml-components	0.1.0		N/A
com.guicedee.persistence	guiced-persistence	1.0.19.6		2144a7d382af8ab914b8ad1f7d69820a8011ca73
com.guicedee.persistence	guiced-persistence	1.0.19.6-jre14		b824f12b1095e21ee4b1d0ebcb2963550051ead9
com.guicedee.persistence	guiced-persistence	1.0.19.6-jre8		21c43c2f3bf056d87b0bc2a45449626ff23821f6
com.guicedee.persistence	guiced-persistence	1.0.19.7-jre14		964952d714b5d6ce0aa618fd215fe04bfbb447cf
com.guicedee.persistence	guiced-persistence	1.0.19.7-jre8		d8dc3c12ef01af1f14a649db1ee8c3d88e450ecb
com.guicedee.persistence	guiced-persistence	1.0.19.8-jre8		c74fb40a8883058a7f927034bf741935b08bec7d
com.guicedee.persistence	guiced-persistence	1.0.19.9		3d19f82c7ff89cbd1cac090769506c5896437ec0
com.guicedee.persistence	guiced-persistence	1.0.19.9-jre13		1de0576122ef23ad5c70391fd511ccd0398e42b4
com.guicedee.persistence	guiced-persistence	1.0.19.9-jre14		a26774e453f5a83a8ee473c43b9bb6a5e0b1453f
com.guicedee.persistence	guiced-persistence	1.0.19.9-jre15		443647436a3c417dcd3921ce9b91cf6d88673640
com.guicedee.persistence	guiced-persistence	1.0.19.9-jre8		de0e8cdc9382e4dde67daa43e7da5bc2b793ffd7
com.guicedee.persistence	guiced-persistence	1.0.2.0		ee840ddbbce02e4b2d6473f09b4a1b81a5f51d8b
com.guicedee.persistence	guiced-persistence	1.0.2.0-jre12		4f0f820e4a848282d54e62092733db194d543c25
com.guicedee.persistence	guiced-persistence	1.0.2.0-jre13		0999d2dfc6f7bf449c05bf2b1bf38878feb7de6c
com.guicedee.persistence	guiced-persistence	1.0.2.0-jre8		64e988cc6bf6bacfef4393a1a4a9095e2435ce20
com.guicedee.persistence	guiced-persistence	1.0.2.1		4eb23bf8b1970f2b8d18c5dffbebb17befee4c7b
com.guicedee.persistence	guiced-persistence	1.0.2.1-jre12		e11e5f3f6ad95ef07c5f48f1bf71c4a2672fef61
com.guicedee.persistence	guiced-persistence	1.0.2.1-jre13		91763370cdd7d8c0c7e2ec110ca6dc1916ff000a
com.guicedee.persistence	guiced-persistence	1.0.2.10		911ea9b818cffd5951891e1648ae041fa37dbdde
com.guicedee.persistence	guiced-persistence	1.0.2.10-jre12		064491aca77d3bd150b4596bf83c42704efec2d0
com.guicedee.persistence	guiced-persistence	1.0.2.10-jre13		2e027e66a903a9a55293a88092947e37bc2688fd
com.guicedee.persistence	guiced-persistence	1.0.2.11		508cfd1aef4a0000b2babefe64e8238289490b93
com.guicedee.persistence	guiced-persistence	1.0.2.11-jre13		39ddf483f08016924b527e25b239d06cef54d963
com.guicedee.persistence	guiced-persistence	1.0.2.12		6c2025aecf9d5b333e5f5f8613ea3c1da87a6b8f
com.guicedee.persistence	guiced-persistence	1.0.2.12-jre13		cd480ffb70521691ae08d50528947bcc76bf356f
com.guicedee.persistence	guiced-persistence	1.0.2.13		ba46fdd0d4a509b1cdb2b2b5a6fe4415e2529dab
com.guicedee.persistence	guiced-persistence	1.0.2.13-jre13		d14480fcebf4fff89ca8fff28d40b3dc04a42d90
com.guicedee.persistence	guiced-persistence	1.0.2.14		49f209b1a9c937369abb6fca7fd8d6aa54c1e7b2
com.guicedee.persistence	guiced-persistence	1.0.2.14-jre13		394ffdfc782b75cdb4265bbc8bc0df4dbf484d3e
com.guicedee.persistence	guiced-persistence	1.0.2.15		959465010760ceec39258323483269999eee0d29
com.guicedee.persistence	guiced-persistence	1.0.2.15-jre13		571f1caafe5fd7fe4b033c4b75c86694cafe1934
com.guicedee.persistence	guiced-persistence	1.0.2.16-jre13		15111247fde6cee6992a7b5429eeb93c783e7a11
com.guicedee.persistence	guiced-persistence	1.0.2.17-jre13		25f9c92cba800ed5e479f4018144441e7608c60b
com.guicedee.persistence	guiced-persistence	1.0.2.18		cd80b0945c21d6e521ea3befca9cb0915720255f
com.guicedee.persistence	guiced-persistence	1.0.2.18-jre12		dbea6aa36cdc5aa92302f9cea135f46616a7d961
com.guicedee.persistence	guiced-persistence	1.0.2.18-jre13		02147a4e2287f599573094cb16fb669923cde0ef
com.guicedee.persistence	guiced-persistence	1.0.2.2		5798be939f9e58a43a470756dace475c1f0edd90
com.guicedee.persistence	guiced-persistence	1.0.2.2-jre12		755a16e3802386ac1aa40e291342f7773a7422e0
com.guicedee.persistence	guiced-persistence	1.0.2.2-jre13		346bb7ca1c67f7bcca70e1cae009ef6e04577684
com.guicedee.persistence	guiced-persistence	1.0.2.2-jre8		5945f031ce5dde85f2a7babc0b1fa09f66536002
com.guicedee.persistence	guiced-persistence	1.0.2.3		a12668cc9b31b8445edf78e9f8cb5093a6ee1301
com.guicedee.persistence	guiced-persistence	1.0.2.3-jre12		c3b411b7e0d8bb9c64745debd976ba4c664294a6
com.guicedee.persistence	guiced-persistence	1.0.2.3-jre13		87cdcbee2d2fc51d448a637ff0581049769a34d8
com.guicedee.persistence	guiced-persistence	1.0.2.3-jre8		bca09b573f5ca0700999e589a4e5b0e34168200e
com.guicedee.persistence	guiced-persistence	1.0.2.4		c1fb7acfbbfdb83e196164f265c11283f28da08a
com.guicedee.persistence	guiced-persistence	1.0.2.4-jre12		12bbe9553634d4494d941eb5ecdba2114764008e
com.guicedee.persistence	guiced-persistence	1.0.2.4-jre13		d6beb9134bc62d626645d5194b5f0fd613c3e52f
com.guicedee.persistence	guiced-persistence	1.0.2.6-jre13		f0e1f1267d515a8b4f1f08d2ea68e6ca75d98ae9
com.guicedee.persistence	guiced-persistence	1.0.2.7-jre12		bfb763720a2af9445a520763108ecc7625a20753
com.guicedee.persistence	guiced-persistence	1.0.2.7-jre13		0f051740386f86bba7b4e9e737067ee3248f7c61
com.guicedee.persistence	guiced-persistence	1.0.2.8		0e1be923bfd17c4b0836404346748a5f6fd1ac8c
com.guicedee.persistence	guiced-persistence	1.0.2.8-jre12		9e857de398c9ff5b85b8cfb0af6d9d9cf7eb9910
com.guicedee.persistence	guiced-persistence	1.0.2.8-jre13		c925ddde00c61e5ac8e07762e6cffb7026267087
com.guicedee.persistence	guiced-persistence	1.0.2.9-jre12		bd8ad96c9ef93f02efd01e30041d300d8fb907c1
com.guicedee.persistence	guiced-persistence	1.0.2.9-jre13		103b988765039fea9cb0887d67cb25e340b8c9f1
com.guicedee.persistence	guiced-persistence	1.0.20.0		63af7f441e5c7be23e19acc67fd452b611cd1a68
com.guicedee.persistence	guiced-persistence	1.0.20.0-jre14		3adbb70f3ed7bf7d821e81f686149f74d84634c0
com.guicedee.persistence	guiced-persistence	1.0.20.0-jre15		11babdfdc9e1c61b993621289917eb02e271ec8f
com.guicedee.persistence	guiced-persistence	1.0.20.0-jre8		9697420fcf5c4b215707e91d523e007d324645f2
com.guicedee.persistence	guiced-persistence	1.0.20.1		4699afb50096bbb09ae7d212a39b3472f23ac707
com.guicedee.persistence	guiced-persistence	1.0.20.1-jre14		045a2449d9b9a717bd06dd378a79ce125c564cfc
com.guicedee.persistence	guiced-persistence	1.0.20.1-jre15		3e10cfd67344482c23c84cd6695644bcc5229b65
com.guicedee.persistence	guiced-persistence	1.0.20.1-jre8		36183f2b16d3d97978bc6faf0145a7e9ef5e3b5c
com.guicedee.persistence	guiced-persistence	1.0.20.2		31e7d758bd31bd00e831eda184ce65e4e310fc66
com.guicedee.persistence	guiced-persistence	1.0.20.2-jre14		22a2210c954c6fa499a0cd346fdd30be933e1e1f
com.guicedee.persistence	guiced-persistence	1.0.20.2-jre15		a6a341b3cb1f9f1e5da4b2625ae62e9fa2d70924
com.guicedee.persistence	guiced-persistence	1.0.20.2-jre8		e767781358240647cf1ca14f6907d664145dbf22
com.guicedee.persistence	guiced-persistence	1.0.3.1-jre13		16523db0636e7f7d076d3e3c2d5d53e6d6f13d24
com.guicedee.persistence	guiced-persistence	1.0.3.2		d110272231efb54af516d17823b6049d1f6af99f
com.guicedee.persistence	guiced-persistence	1.0.3.2-jre13		41fabd33b3d12fcdc96c2276bb63f721cf6ce510
com.guicedee.persistence	guiced-persistence	1.0.3.3		bf6d567a1cdfc1960c41c336c394e634bb12c7e9
com.guicedee.persistence	guiced-persistence	1.0.3.3-jre12		fcda5167335498884694c4a33b76a0c11abe0398
com.guicedee.persistence	guiced-persistence	1.0.3.3-jre13		929a17f44c319c27937da2c1c67733e14b8aab9a
com.guicedee.persistence	guiced-persistence	1.0.4.1-jre13		98cd5e899b919ac1ccdd1fe3d3a02971cc24c971
com.guicedee.persistence	guiced-persistence	1.0.4.2		ab91c1a3b50ed952c51a50d9bf7d927058284a94
com.guicedee.persistence	guiced-persistence	1.0.4.2-jre13		a3bec137087c0a768c98675d569f097dc2cdb66b
com.guicedee.persistence	guiced-persistence	1.0.4.3-jre13		17640a1a535c995ab6419bce98e39f1ae9275acc
com.guicedee.persistence	guiced-persistence	1.0.4.4		1145cecf866f9216f352e86896098ab1b63fe238
com.guicedee.persistence	guiced-persistence	1.0.4.4-jre13		0905f6dd6bb837f08e191e0e9dcd7910c72fa84d
com.guicedee.persistence	guiced-persistence	1.0.5.0		80087fb4606a2f08c28c4d3f40a96ab2341d0efb
com.guicedee.persistence	guiced-persistence	1.0.5.0-jre13		9bb460be37fab1e7bfcc8f215e58e103da08e13b
com.guicedee.persistence	guiced-persistence	1.0.5.1		9f1a13b0247a03fab403c366c8aa269a41678799
com.guicedee.persistence	guiced-persistence	1.0.5.1-jre12		23cc31d859cbea877ad5092c952ffc3d756bc3d7
com.guicedee.persistence	guiced-persistence	1.0.5.1-jre13		526f512b5f5a1c0e572d5dcd5275cbd44dd1ff6c
com.guicedee.persistence	guiced-persistence	1.0.5.2		d09cad93e09333616652d5c037e2f7ff07c5c98f
com.guicedee.persistence	guiced-persistence	1.0.5.2-jre12		b5e43ac4660469aaa86cedf9d19ba255d6d349f8
com.guicedee.persistence	guiced-persistence	1.0.5.2-jre13		8fcc2af97d579091120375ba60573bea885a39bf
com.guicedee.persistence	guiced-persistence	1.0.5.3		7ad3ad54ad8a408788f67cf9dd6559f4be67ccd4
com.guicedee.persistence	guiced-persistence	1.0.5.3-jre12		4ad3307855e090d8c83e373d874684a98f4ec4fd
com.guicedee.persistence	guiced-persistence	1.0.5.3-jre13		f793f36d371d6975f8c2738161d19c37b212bd6b
com.guicedee.persistence	guiced-persistence	1.0.5.4-jre13		9ff731585057495a2131136fc69c2bf589d4e396
com.guicedee.persistence	guiced-persistence	1.0.5.4-jre14		c9972e5767a50904c3a339a83118bad9ae5df737
com.guicedee.persistence	guiced-persistence	1.0.5.5		a9320c899537b350c170777ac4d4e112591246d9
com.guicedee.persistence	guiced-persistence	1.0.5.5-jre12		06a01077680fc112ad9f6fed719a796fb1d83dd4
com.guicedee.persistence	guiced-persistence	1.0.5.5-jre13		6d3aa99130f1b88f709444f4b6287f5e74f02b8d
com.guicedee.persistence	guiced-persistence	1.0.5.5-jre14		ec66692db70d1e98c440967a2fd83b96b22f7ee3
com.guicedee.persistence	guiced-persistence	1.0.6.1		b05a24f3247854a80f64540b906659973171f325
com.guicedee.persistence	guiced-persistence	1.0.6.1-jre12		d72e103589e4d077272012e447ffc3bbd4c690af
com.guicedee.persistence	guiced-persistence	1.0.6.1-jre13		aa77c47ab25869a79d69e628b256d084b7c758b7
com.guicedee.persistence	guiced-persistence	1.0.6.1-jre14		7e678e433232f440e8acb14fd5f687568ae437b8
com.guicedee.persistence	guiced-persistence	1.0.6.2		9d7073ee3ab19edf0c5ba54315cdf2c4b7d96553
com.guicedee.persistence	guiced-persistence	1.0.6.2-jre12		dcd34cfa9e28a279bb482009508931d438f3b259
com.guicedee.persistence	guiced-persistence	1.0.6.2-jre13		9513d8fe8213d88ff6d3826b7f03877288925533
com.guicedee.persistence	guiced-persistence	1.0.6.2-jre14		5b5459893b95cc0a2674b70e04548706d5247a73
com.guicedee.persistence	guiced-persistence	1.0.6.3		9be860c0576a8a485028256eda8e487e453c59f0
com.guicedee.persistence	guiced-persistence	1.0.6.3-jre12		343b8ce58ba43ac9c7a6ca726ca3434fa95593d0
com.guicedee.persistence	guiced-persistence	1.0.6.3-jre13		24c0e3d857d0107e51b4e18cceb0a90b4eb54071
com.guicedee.persistence	guiced-persistence	1.0.6.3-jre14		e5fda314c4bd532e470fccc80dbd2f6aebceba28
com.guicedee.persistence	guiced-persistence	1.0.6.4-jre14		bb4e01146e72609788ccc1365ce775a19ef65635
com.guicedee.persistence	guiced-persistence	1.0.6.5		8897c1e45f909beb7bb85edbdf9331da6d28dff7
com.guicedee.persistence	guiced-persistence	1.0.6.5-jre12		8a3f0752de84901c3f9ecf5ec027a24630f9c771
com.guicedee.persistence	guiced-persistence	1.0.6.5-jre13		ca8deaf54c6c7d72a851293fa2c2d7cf630fa6d0
com.guicedee.persistence	guiced-persistence	1.0.6.5-jre14		a9c42c2e9c634b0c4d633d4300d1ec5de642b634
com.guicedee.persistence	guiced-persistence	1.0.6.7		5d5e6a7b492c26cff4b1bbacff307f28c93c1049
com.guicedee.persistence	guiced-persistence	1.0.6.7-jre14		b4a592965b6cb3f2ccf56607ecb86e0bb8914907
com.guicedee.persistence	guiced-persistence	1.0.7.0		747756c230c0a28506fb5e57c5c7b0a2ee694cf2
com.guicedee.persistence	guiced-persistence	1.0.7.0-jre12		26839fe1578333bdd25a13ce02fde142d68c1ccf
com.guicedee.persistence	guiced-persistence	1.0.7.0-jre13		76a5bbcf5afbf9a98d56346f4dc6c13a3fe917fe
com.guicedee.persistence	guiced-persistence	1.0.7.0-jre14		4195e43140cf313acc6616ebac01ac646e70f735
com.guicedee.persistence	guiced-persistence	1.0.7.1		01da010defa93dc6f5ec94c0b9937b2664ba2ffe
com.guicedee.persistence	guiced-persistence	1.0.7.1-jre13		fb1ca7855126b76905abb1cd099d6ba6f1cb2abf
com.guicedee.persistence	guiced-persistence	1.0.7.1-jre14		632844c6612a6ca025f0d9ffa0df4eb9aa53dd6e
com.guicedee.persistence	guiced-persistence	1.0.7.10		c6dd50fee8ee48adc50b5658005e92cd9e73f584
com.guicedee.persistence	guiced-persistence	1.0.7.10-jre13		440118c8f5f740945466af1dfcc30bc06fc5b77c
com.guicedee.persistence	guiced-persistence	1.0.7.10-jre14		40910ae1c33f8c58fb374c628a7e42d6c868bad0
com.guicedee.persistence	guiced-persistence	1.0.7.11		b84d3bd11fc93cc65d4064922c18d155ce97af5d
com.guicedee.persistence	guiced-persistence	1.0.7.11-jre14		a7041daa3e04a0a5bf6f1927d63eefad3118ac01
com.guicedee.persistence	guiced-persistence	1.0.7.12		1c25e1f8b87406e0524761293c303bdac7cb37a6
com.guicedee.persistence	guiced-persistence	1.0.7.12-jre12		6354caed3d927f6b172b2122b883ab08860f9af2
com.guicedee.persistence	guiced-persistence	1.0.7.12-jre13		d1420add6003b6768a15e803ad59ae2bf45cbffe
com.guicedee.persistence	guiced-persistence	1.0.7.12-jre14		e43ced7e450761289deac3d80374cad6bc9d41b4
com.guicedee.persistence	guiced-persistence	1.0.7.2-jre14		54e6710447963ba500715e1759bd934f5079e27f
com.guicedee.persistence	guiced-persistence	1.0.7.3		2132bceb995a18cd440587cf7016e7c92c141ba9
com.guicedee.persistence	guiced-persistence	1.0.7.3-jre13		54fb341bc00eadf8d59e99d17107d92d449528e7
com.guicedee.persistence	guiced-persistence	1.0.7.3-jre14		52513cbbc0347b3fa1e55181a85a45f33f54ceec
com.guicedee.persistence	guiced-persistence	1.0.7.4		a9ea6672abedc243568c5559084c9c25351a67ed
com.guicedee.persistence	guiced-persistence	1.0.7.4-jre14		5e4ae3dab958e0fcb2574b99dd42f78833175118
com.guicedee.persistence	guiced-persistence	1.0.7.5		9de08e3d11df5a6c32907e809fa46bbdfcb051e3
com.guicedee.persistence	guiced-persistence	1.0.7.5-jre14		c525893c59056d03e7131e1b60b6b4b4631f9ac3
com.guicedee.persistence	guiced-persistence	1.0.7.6		25962ba4afd148d474dee4885e313fbd482ad6db
com.guicedee.persistence	guiced-persistence	1.0.7.6-jre14		c997e00a633e8f25b7c42e048c73b64c1206ddf8
com.guicedee.persistence	guiced-persistence	1.0.7.9		1e47310316cf3badf362a67ecb47e2e210e362d8
com.guicedee.persistence	guiced-persistence	1.0.7.9-jre14		8dc44d78593c7e693cd72bcf127c720ce1d27e56
com.guicedee.persistence	guiced-persistence	1.0.8.1		017bfad957dcc02e56f19ba31534504dbdc65237
com.guicedee.persistence	guiced-persistence	1.0.8.1-jre14		4fbfb7c29aa3378e6083e79e37bde44ce71c5cff
com.guicedee.persistence	guiced-persistence	1.0.8.12		62b9baa6e13e5642e9f05ae2cd85ec9eb011259c
com.guicedee.persistence	guiced-persistence	1.0.8.12-jre12		b51ba7551c9571539efd674bfbb31e1ca4e1c359
com.guicedee.persistence	guiced-persistence	1.0.8.12-jre14		ce48a552574d330654874c63910e5e3556764137
com.guicedee.persistence	guiced-persistence	1.0.8.16		ca467be9e7d94e8d7fc84614f8a8fac95d030b29
com.guicedee.persistence	guiced-persistence	1.0.8.16-jre14		ca48fe0e685cc6c555d32b6cfdc08acb2f31b2ac
com.guicedee.persistence	guiced-persistence	1.0.8.18		2454a8509eb4ef53174641ddfafd1d2edf23026e
com.guicedee.persistence	guiced-persistence	1.0.8.18-jre14		248a61b5ba733656eeeb4b995400467033491810
com.guicedee.persistence	guiced-persistence	1.0.8.2		04766658449c989daf2692479cfa694c452a7390
com.guicedee.persistence	guiced-persistence	1.0.8.2-jre13		218c0567d89e09989b6498f0b033741b27c20fac
com.guicedee.persistence	guiced-persistence	1.0.8.2-jre14		26dd924cf8461d6c48b6ea25db43940db92a247e
com.guicedee.persistence	guiced-persistence	1.0.8.3		4eaa2d62106230ae10ff2a3c78466d0936ca703f
com.guicedee.persistence	guiced-persistence	1.0.8.3-jre13		e0b272601440acea4b44691375474fc1d7a27ebc
com.guicedee.persistence	guiced-persistence	1.0.8.3-jre14		35ce5750a94b43734c4ac152562ea6a40a57379b
com.guicedee.persistence	guiced-persistence	1.0.8.4		556b6caab9eee814f572e31fa575e36c47d7824c
com.guicedee.persistence	guiced-persistence	1.0.8.4-jre12		e261c8fc3273991e38ced19093eada9682245056
com.guicedee.persistence	guiced-persistence	1.0.8.4-jre13		45cbcdd51e5e6aa477a1a45d6073e6617cda17d6
com.guicedee.persistence	guiced-persistence	1.0.8.4-jre14		839a352b479ef2b15129d7236d4c8e9af50e4459
com.guicedee.persistence	guiced-persistence	1.0.8.5		306b97d1ea08d4bb5c7533f481b1c2beed5daa52
com.guicedee.persistence	guiced-persistence	1.0.8.5-jre12		0238ec8fcd897f44aab803c4b5c750c6d0a68d97
com.guicedee.persistence	guiced-persistence	1.0.8.5-jre13		c815dd69566747f58ec38a3da646c03e49812943
com.guicedee.persistence	guiced-persistence	1.0.8.5-jre14		e561b0b52423481e85bda50d2161b6f1500dcfe1
com.guicedee.persistence	guiced-persistence	1.0.8.6-jre14		a50ad7f9db442e1305965e813aae847cc31c36bd
com.guicedee.persistence	guiced-persistence	1.0.9.0		fd860241bab6958ee062ec0af0a120130e89d826
com.guicedee.persistence	guiced-persistence	1.0.9.0-jre14		7bdf936fe833b132963184f5f6cf280daa16f9b5
com.guicedee.persistence	guiced-persistence	1.0.9.1		699c0f7460a036dd33641d48978365849fa7d270
com.guicedee.persistence	guiced-persistence	1.0.9.1-jre14		7336fc0fb43d1f9a1bee6b5dec576702ddbee488
com.guicedee.persistence	guiced-persistence	1.0.9.10		004b31d734fbc1b214858a0249dfa8b21e2cf3b7
com.guicedee.persistence	guiced-persistence	1.0.9.10-jre14		2f7429445a9c1221aa2207e16780c3c966ee320a
com.guicedee.persistence	guiced-persistence	1.0.9.11		620fe8e3f4fc320e9af7c17f1c19a7d17710dfcc
com.guicedee.persistence	guiced-persistence	1.0.9.11-jre14		1375701284165695c52af3c7bfa464edfc912561
com.guicedee.persistence	guiced-persistence	1.0.9.13		465b0a5372a5130cbf5b65f2710bade5dab0131a
com.guicedee.persistence	guiced-persistence	1.0.9.13-jre14		189885e7659de10983b9e2f64f43635e06aef2a2
com.guicedee.persistence	guiced-persistence	1.0.9.14		41fc2d52553ea05e61fc64d803e99b03ba083775
com.guicedee.persistence	guiced-persistence	1.0.9.14-jre14		c65ac324225ca6bfe0533fdded47528aee5fc938
com.guicedee.persistence	guiced-persistence	1.0.9.2		3d8dbb9e2f93f10adbe17a83bc32991e209c9bb1
com.guicedee.persistence	guiced-persistence	1.0.9.2-jre14		834773a9119065e7649559ce07e8c0da2848fbee
com.guicedee.persistence	guiced-persistence	1.0.9.3-jre14		79cfd5f4c73a3c6bf83e4026c9f223474847d189
com.guicedee.persistence	guiced-persistence	1.0.9.4-jre14		be9db8b941d6206a64cda2d6fd796bbfba515d2d
com.guicedee.persistence	guiced-persistence	1.0.9.5-jre14		77f6c4985c20de57b3738533938362f8fa9ef14f
com.guicedee.persistence	guiced-persistence	1.0.9.7-jre14		6e5ef562d3c6a790337a7cd6bfb6c2ba92ebfbf6
com.guicedee.persistence	guiced-persistence	1.1.0.0-jre15		14f9419c24ecdd00e7d3b98e9cdc61b3ad4baf04
com.guicedee.persistence	guiced-persistence	1.1.0.1		eddf7b8edf84a823d19fbd70e3903187df3cd13d
com.guicedee.persistence	guiced-persistence	1.1.0.1-jre14		58be338a8af306a894ab71a7c87167082a9718c7
com.guicedee.persistence	guiced-persistence	1.1.0.1-jre15		1a9fb3ea2c9885ea4fdff613fde8cee0a6b3e33c
com.guicedee.persistence	guiced-persistence	1.1.0.2		441a5443edd992c5fb55824843faa2e977f54d55
com.guicedee.persistence	guiced-persistence	1.1.0.2-jre14		2a0a2bafe6c55b069900c8e7e10d91d64c950941
com.guicedee.persistence	guiced-persistence	1.1.0.2-jre15		71286625bb99bf3101a0f1d0400dafd9e0eafb1d
com.guicedee.persistence	guiced-persistence	1.1.0.3		98e3b98e29cf03d0789c8844efe1d7417ebb27ca
com.guicedee.persistence	guiced-persistence	1.1.0.3-jre14		ab3f2911b6fb12fa9873c1b6ab6ff1a313a7eec4
com.guicedee.persistence	guiced-persistence	1.1.0.3-jre15		17d6119e88116fde160245425ba1f31a0fe36abf
com.guicedee.persistence	guiced-persistence	1.1.0.3-jre8		7b688aaea5ae107a4e2d75aa60c5c3aaacf864c0
com.guicedee.persistence	guiced-persistence	1.1.0.4-jre14		8283e9c569f169211297719143070b69f477ef4d
com.guicedee.persistence	guiced-persistence	1.1.0.4-jre15		9c3c6f7cacd331a481acd04d184ac7bbf9388470
com.guicedee.persistence	guiced-persistence	1.1.0.4-jre8		1665bf8415da8ae25f2c3282b253e0299613e268
com.guicedee.persistence	guiced-persistence	1.1.0.5-jre14		5926122d33c34e8381dbeaf11ed58dd4f668b9c0
com.guicedee.persistence	guiced-persistence	1.1.0.5-jre15		40de9fbf0be04a93c2bf5cfd93ff6ef43341faa5
com.guicedee.persistence	guiced-persistence	1.1.0.6		d40abdfd5595e3b83b141210548b29ecd6b97b1f
com.guicedee.persistence	guiced-persistence	1.1.0.6-jre14		25727d5ea80ddc59b762a5a17a1a886728ff3713
com.guicedee.persistence	guiced-persistence	1.1.0.6-jre15		df32e99b61e21662c791dc9990a7348589d88f5c
com.guicedee.persistence	guiced-persistence	1.1.0.7		800054c220383e9281c4edf2888301e94f497f94
com.guicedee.persistence	guiced-persistence	1.1.0.7-jre14		026540476f5fda4c907e2a4cdbef587c2c30f157
com.guicedee.persistence	guiced-persistence	1.1.0.7-jre15		d1182473aed50e49e75f142e35a760687dce5f1e
com.guicedee.persistence	guiced-persistence	1.1.0.7-jre8		c91bdda122c76443a49d986a756638a64dbbec7d
com.guicedee.persistence	guiced-persistence	1.1.0.8-SNAPSHOT-jre14		3121632f3f56eaeed0f200c53823d27100aeeaf4
com.guicedee.persistence	guiced-persistence	1.1.1.0		c2402130fa32409787a771ea75bd3a2993292271
com.guicedee.persistence	guiced-persistence	1.1.1.0-SNAPSHOT-jre14		da4dbbd7d0c7d73c82831a9c37740aa5af3a917f
com.guicedee.persistence	guiced-persistence	1.1.1.0-SNAPSHOT-jre15		ad6701a5c522de9c29e38ae59e08ab2146e993b1
com.guicedee.persistence	guiced-persistence	1.1.1.0-SNAPSHOT-jre8		d4859fe1a438c4629d658b729d52e43f274d166b
com.guicedee.persistence	guiced-persistence	1.1.1.0-jre14		78a43b26df6d9c57bf3156f0bdce82c11aa663ca
com.guicedee.persistence	guiced-persistence	1.1.1.0-jre15		231f1c24c1c71cb94e6d261a55cc7d45b1af545e
com.guicedee.persistence	guiced-persistence	1.1.1.0-jre8		970b394b1c6bb782fcd3660f1d0e71978b45728e
com.guicedee.persistence	guiced-persistence	1.1.1.1-SP1		f6b8f5ff6895d59cc079d451be10d0a811bee1a0
com.guicedee.persistence	guiced-persistence	1.1.1.1-jre14-SP1		c1e1ba289d33cd1ee3792256dbc5da5f704dda03
com.guicedee.persistence	guiced-persistence	1.1.1.1-jre15-SP1		d0e42c266b875b478b9f29bf1d8fdf771d13a332
com.guicedee.persistence	guiced-persistence	1.1.1.2		904bf553fdbfb73b46ec2b3f95a23ccdfda2f9ea
com.guicedee.persistence	guiced-persistence	1.1.1.2-jre14		b83b02f390b52b6f2390b4c6ff2e309f2585aec4
com.guicedee.persistence	guiced-persistence	1.1.1.2-jre15		d992869a4e97811314eeb13238f3c6a4022138e1
com.guicedee.persistence	guiced-persistence	1.1.1.3		6e2252b1d639d5ec99418c60b630db3cd2ff09ff
com.guicedee.persistence	guiced-persistence	1.1.1.3-jre14		0192a4ac3f3b9bdac1e76ddb31052330425af15a
com.guicedee.persistence	guiced-persistence	1.1.1.3-jre15		21221c45516425204b1786f2cee8e38077bb8177
com.guicedee.persistence	guiced-persistence	1.1.1.3-jre16		0327293ed698b0c5d281793d03eb185f83afddfb
com.guicedee.persistence	guiced-persistence	1.1.1.3-jre8		5a84bf66ea1aa59efd20f78c9fb71064887cf9ae
com.guicedee.persistence	guiced-persistence	1.1.1.4		e8a1a790c4a1585851c6adf786e9b6368cd3356d
com.guicedee.persistence	guiced-persistence	1.1.1.4-jre14		40ae47653e7f1596e62a42c5dd38a5d55f1da458
com.guicedee.persistence	guiced-persistence	1.1.1.4-jre15		aa2a2e20b732ec399b30bc5aff5b1cb5e546e37a
com.guicedee.persistence	guiced-persistence	1.1.1.4-jre16		c56805c60cb0122cede4c6d3a0f8a41155e354a6
com.guicedee.persistence	guiced-persistence	1.1.1.4-jre8		3b05fe72f56a5593a987cc673f36c499663d435a
com.guicedee.persistence	guiced-persistence	1.1.1.5-jre15		be458c43173bf8cb930a8348e9e510595b572373
com.guicedee.persistence	guiced-persistence	1.1.1.7		a4922b488eeec96732ee6199da67de4ad983b192
com.guicedee.persistence	guiced-persistence	1.1.1.7-jre15		87e7add22f562774bbc61f1e92352c0fa3273860
com.guicedee.persistence	guiced-persistence	1.1.1.7-jre16		c52b1fd9fa6d541944160a98470dadc89aa55c4a
com.guicedee.persistence	guiced-persistence	1.1.1.7-jre8		96a3aa321f00a79d7abdda8af4531910f853a4b4
com.guicedee.persistence	guiced-persistence	1.1.1.8-jre15		55edbfaab4b95abc2d7a295b8b5a826905479430
com.guicedee.persistence	guiced-persistence	1.1.1.8-jre16		4c04c593dfd0a537c9c90633938470ce0b10b144
com.guicedee.persistence	guiced-persistence	1.1.1.9-jre15		aabdf8e6ec0d1872647afcc007a2a538c68b8306
com.guicedee.persistence	guiced-persistence	1.1.1.9-jre16		71190106d1a7acf827364e963f925b2ed208bb2a
com.guicedee.persistence	guiced-persistence	1.2.0.0-jre16		8a9d31698954dd9a68bfa8d92181d63a3310f29f
com.guicedee.persistence	guiced-persistence	1.2.0.1-jre11		9b25df8d9d19c67a4617265ec3148b163992d3a8
