au.net.causal.shoelaces	shoelaces-apphome-integration-tests-standalone	2.0		N/A
com.yahoo.elide	elide-quarkus-extension-deployment	7.1.0		58ff0f56330ebad22d7d7ccddca8ed4537faf4b8
com.yahoo.elide	elide-quarkus-extension-deployment	7.1.1		5c602ed9864050a6b024d231a2224f9be925f4dc
com.yahoo.elide	elide-quarkus-extension-deployment	7.1.11		c901a3ee9296ca36b31104cb2ef7db4b9dcf9c8c
com.yahoo.elide	elide-quarkus-extension-deployment	7.1.2		0ed306905a0150d79d7f8667e25e0757bd112c4c
com.yahoo.elide	elide-quarkus-extension-deployment	7.1.4		ad0a85b97f8c0bd43ab4245cf798cf7100f6e5af
de.adorsys.keymanagement	api	0.0.10		2d982807cf1c12eaf9dc20ff5dee125f9a9d1b87
de.adorsys.keymanagement	api	0.0.11		36ca2e8f4a9915ea8576b141eaef451e9acd63b3
de.adorsys.keymanagement	api	0.0.3		addd1ac81c149e707f8aea923d057df3ceea9af4
de.adorsys.keymanagement	api	0.0.4		020285bfc8c0f9c7faa8989a1cc2ddf93bc00db6
de.adorsys.keymanagement	api	0.0.5		f506872413709ff8e609215b045a3af9a7962940
de.adorsys.keymanagement	api	0.0.6		1d754ea5fa56d221a081ce6ae660325075e085c3
de.adorsys.keymanagement	api	0.0.7		067fbc0b07b926e1e8258873f95fb149e24f2b3e
de.adorsys.keymanagement	api	0.0.9		4679107591861814b4e2c77ec38dce0f53b310d2
de.dentrassi.eclipse.neoscada.core	org.eclipse.scada.ae.monitor.datasource	0.1.0		92fbd76e8bef15f32c595951e2d18fca26705b5c
de.digitalcollections.model	dc-model-xml	2.2.0		0a3a28b6a04fea289581e00f4c153849e63d15ad
de.digitalcollections.model	dc-model-xml	3.0.0		48a5dd699e7b5a36e3e28485a21d5d24d7da3094
de.digitalcollections.model	dc-model-xml	4.0.0		a1c12383d46dcc4993aeb895ea59b92d5cea7255
de.digitalcollections.model	dc-model-xml	4.0.1		5d974c8921ad2247ebb210de3fcbf47cd63940e8
de.digitalcollections.model	dc-model-xml	4.0.2		a6332c24a61217ed0c83b6d79883e276b3a51b5b
de.digitalcollections.model	dc-model-xml	6.1.0		82a960cb3f1f32792c0f82274d542c5ad742ba74
de.digitalcollections.model	dc-model-xml	6.1.1		360aa3fee8c2b4fb6993ede58d00aa6ac8103448
de.digitalcollections.model	dc-model-xml	6.2.0		256caefbcd181eb07e4eb3f2394071d3c1c51352
de.digitalcollections.model	dc-model-xml	6.2.1		d8ab60dab95fd42206e812324b6183aa60790111
de.digitalcollections.model	dc-model-xml	7.0.0		9a371e3c7aced62a556362926d90f0d647ac2f6a
de.digitalcollections.model	dc-model-xml	8.0.0		9ac12ff14332fee0d45151a7addd204362da6c45
de.digitalcollections.model	dc-model-xml	8.1.0		d2f322aac021336c4750c5865811f7052ce23eb2
de.digitalcollections.model	dc-model-xml	8.2.0		05697dd1b002b357560c95b3b5144e94b190939b
de.digitalcollections.model	dc-model-xml	8.2.1		1d5c3976c64e63c250f5670d127a1d0bc3e98dc1
de.gematik.openhealth.requirements	de.gematik.openhealth.requirements.gradle.plugin	1.0.0		N/A
de.gematik.openhealth.requirements	de.gematik.openhealth.requirements.gradle.plugin	1.0.1		N/A
de.gematik.openhealth.requirements	de.gematik.openhealth.requirements.gradle.plugin	1.0.2		N/A
de.sciss	neuralgas-sphere_2.12	2.3.2		31a8075a9c4524589712c69af5942f373bdc03d2
de.sciss	neuralgas-sphere_2.12	2.4.0		1c56fcd8aac37984336f07bceba8519a27cb1ce9
dev.inmo	tgbotapi-jvm	0.29.0		992109aded3a571e50418f790650621ced64fdde
dev.inmo	tgbotapi-jvm	0.29.4		10936ce481d5c98b8e9354ac2b764948aba2e690
dev.inmo	tgbotapi-jvm	0.30.0		46b985f9b3ec5c037176fdf842a82d88da849e1d
dev.inmo	tgbotapi-jvm	0.32.4		3b4833190be7c1994fdf79563ee58317f1fdfcd2
dev.inmo	tgbotapi-jvm	0.32.5		57b6530c21b2e64ad7ad8ecd0646adae4ad4a1b9
dev.inmo	tgbotapi-jvm	0.32.6		ac6f98caddb92ce59b4cbd64078908c71697bd1e
dev.inmo	tgbotapi-jvm	0.32.7		0593b85124c9b599094be121003ef6c7bf4b692e
dev.inmo	tgbotapi-jvm	0.32.8		c29d903b01f96d2b1dcc6a6a7f4c6b7f8e411f41
dev.inmo	tgbotapi-jvm	0.32.9		59460098d55c120fb9b3d6b767989947ef5a2429
dev.inmo	tgbotapi-jvm	0.33.0		eb2805fe22623564400dd081371a2c95c21e7ce3
dev.inmo	tgbotapi-jvm	0.33.1		d204021082a200859894b3dfa5ade5d55fcaa10c
dev.inmo	tgbotapi-jvm	0.33.2		842d49368418ac86e376ab8800e9f56765743c06
dev.inmo	tgbotapi-jvm	0.33.3		edb20e2b6c7c9cab262540b3b7fc95f4385581c5
dev.inmo	tgbotapi-jvm	0.33.4		f589ddf029125279ac280c84b432f6b9da206c36
dev.inmo	tgbotapi-jvm	0.34.0		5dffe525ff39f62807926d3b6f97048e4ff814eb
dev.inmo	tgbotapi-jvm	0.34.1		e5a6dd9157ec5c50a00ff107087d2610615ce330
dev.inmo	tgbotapi-jvm	0.35.0		02afa666ebf32f04a256598c620c47555d7fa4b6
dev.inmo	tgbotapi-jvm	0.35.1		9ee8054a669653488ac6d907c185be8e42186dae
dev.inmo	tgbotapi-jvm	0.35.2		290bf64fe5e432ff9011fb84132a9b2b725dd008
dev.inmo	tgbotapi-jvm	0.35.3		de80a4f8e66c6cb8ec0ebe7f13c89bb085208149
dev.inmo	tgbotapi-jvm	0.35.4		52985a78a9c255a0a2a1f6ae319ace02cfdefa9a
dev.inmo	tgbotapi-jvm	0.35.5		85675b0845582f920b50fa7d1b24bd20ecc30269
dev.inmo	tgbotapi-jvm	0.35.6		fd41dc28f6c50c524876a320bee4801593b7574a
dev.inmo	tgbotapi-jvm	0.35.7		cf3f856c95edc2c7986eb4bef9ee0c7d7345c0bd
dev.inmo	tgbotapi-jvm	0.35.8		a157d0b3f9b7007fb6ea443885326641596115fb
dev.inmo	tgbotapi-jvm	0.35.9		368cc07f3170878523895d44563d2a2cb0538f3c
dev.inmo	tgbotapi-jvm	0.36.0		c94ad171d9421d1f57c9ef322e2c1f6c34df6c4a
dev.inmo	tgbotapi-jvm	0.36.1		73df10cf66b346a59350705de2119f024c03a4a5
dev.inmo	tgbotapi-jvm	0.37.0		2476fc1005cff1ee1ad2f21966d3931ad3e7a871
dev.inmo	tgbotapi-jvm	0.37.1		8ae1446cf5cbb049c784e73d5b65b1ac2889d690
dev.inmo	tgbotapi-jvm	0.37.2		3933a4aabbb91524afa637e50bdce38cb473f4e4
dev.inmo	tgbotapi-jvm	0.37.3		4d193c8061deeaa01cc51ae037d21cb4dace77c0
dev.inmo	tgbotapi-jvm	0.37.4		b2dc1e951edcf8742f3cdf2632c4bb34c88727d7
dev.inmo	tgbotapi-jvm	0.38.0		3494d0f635f8b0f777c42dcc5e68a6b847ac2f59
dev.inmo	tgbotapi-jvm	0.38.1		adb78953dfcaf2ad87e84fae75c5a60963eeb29b
dev.inmo	tgbotapi-jvm	0.38.10		1e0992c250f06e772351f5a68451bb113995b5b1
dev.inmo	tgbotapi-jvm	0.38.11		4b0fd6535942b1a89987520f0f8d04990eaae459
dev.inmo	tgbotapi-jvm	0.38.12		4e02734358ce4010206136690728a146e299050d
dev.inmo	tgbotapi-jvm	0.38.13		eba6c77bf53b6ea5031ea190f2504db4638ed27c
dev.inmo	tgbotapi-jvm	0.38.14		ba7697f4943da949ac12a292847ade265c70edc1
dev.inmo	tgbotapi-jvm	0.38.15		b50b3c834aa6f8e82da5f0c916499e9646942547
dev.inmo	tgbotapi-jvm	0.38.16		b396612113f5bfab746c79c077eb35bdde81fa33
dev.inmo	tgbotapi-jvm	0.38.17		5ccab212db0b42ea09918b6a9d7adb1860e197b8
dev.inmo	tgbotapi-jvm	0.38.18		047478feac1573021ac6105864a88d9eb21026d3
dev.inmo	tgbotapi-jvm	0.38.19		bf94341c387f7fffdf07be0ae50d775786c6ab65
dev.inmo	tgbotapi-jvm	0.38.2		2f587afa451ceac35ec7f0885e9599accb6c33b8
dev.inmo	tgbotapi-jvm	0.38.20		f502ee32ae57b44d542ff0188a9bb1e31d194107
dev.inmo	tgbotapi-jvm	0.38.21		30360adf4ba4d97ef3f78f7f95f3215621070a4a
dev.inmo	tgbotapi-jvm	0.38.22		6ee173a9984487c93ca9fb8601f2bcbf1c1e9ec7
dev.inmo	tgbotapi-jvm	0.38.23		13c1f213811ecfd167a30539df4150abee57916c
dev.inmo	tgbotapi-jvm	0.38.3		f4b8fb3268b82bb2627ffdcf97df827f1bd0dabd
dev.inmo	tgbotapi-jvm	0.38.4		ed48076633baef937845488389cdcfc44fc602d8
dev.inmo	tgbotapi-jvm	0.38.5		8216e10bce17d63ca9d1b6baea6c6bc475df1cf0
dev.inmo	tgbotapi-jvm	0.38.6		8dff2ade890d6bdc545143467ad2ba169402466e
dev.inmo	tgbotapi-jvm	0.38.7		b8ebc336a5ef9be2a9e02f132bd95a7524b85716
dev.inmo	tgbotapi-jvm	0.38.8		d5333a4616026a29cef5c4d83edaa6848ba8e125
dev.inmo	tgbotapi-jvm	0.38.9		3c7ab9311ba9a741d0318e4094f344f9e02a4d0e
dev.inmo	tgbotapi-jvm	1.0.0		9719886eb7d239186411f7c87ef320ed85463979
dev.inmo	tgbotapi-jvm	1.0.1		114a15f9cdd755955692ef6e0324622db8b3a977
dev.inmo	tgbotapi-jvm	1.1.0		d02b76c25c2e50ed8a594c1963d0de8dfe2d9386
dev.inmo	tgbotapi-jvm	1.1.1		e25cee607cefdc81a6f62323813c98442fd080bf
dev.inmo	tgbotapi-jvm	1.1.2		d482b3e8a78e2d4ab7acc185a94b2d911b1990cf
dev.inmo	tgbotapi-jvm	1.1.3		add53998e8a7912d88065728d9f90542aab59151
dev.inmo	tgbotapi-jvm	10.0.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	10.0.1		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	10.1.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	10.1.1		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	11.0.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	12.0.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	12.0.1		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	13.0.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	14.0.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	14.0.1		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	14.1.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	15.0.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	15.1.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	15.2.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	15.3.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	16.0.0		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	17.0.0		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	18.0.0		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	18.1.0		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	18.2.0		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	18.2.1		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	18.2.2		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	18.2.3		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	19.0.0		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	2.0.0		53096786f5ab27a880c9de23bf7c34c8a3600cf9
dev.inmo	tgbotapi-jvm	2.0.1		619463bb9480f6c66e509337ff37a5b889442793
dev.inmo	tgbotapi-jvm	2.0.2		86a570d22bff32f822e90d11227e8ff869d84dd2
dev.inmo	tgbotapi-jvm	2.0.3		c9b382aa8a72f2a9d95fea8d7c4f933db7f2b5ef
dev.inmo	tgbotapi-jvm	2.1.0		9ccbbf2fc31b6598c89fba17ac05ac887a8e35da
dev.inmo	tgbotapi-jvm	2.1.1		007dd8aa61a3258bd83b30add83999d6cf4d93fd
dev.inmo	tgbotapi-jvm	2.1.2		4e3654999849b5463066245afb3f4718538c0b3c
dev.inmo	tgbotapi-jvm	2.1.3		2012b3001afd2aee9d601bdf5ed6c9d31dda609b
dev.inmo	tgbotapi-jvm	2.2.0		dc458f8c371bb13dc33a6f90552ade50a31eed6a
dev.inmo	tgbotapi-jvm	2.2.1		9468a6f019777006375083dd0b21f765022df861
dev.inmo	tgbotapi-jvm	2.2.2		1d68fdc669cc3dac9a0afc44fddc35f72ae2da26
dev.inmo	tgbotapi-jvm	20.0.0		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	20.0.1		edaf96e90512ff2b40fe54bc95e136eec607e8a7
dev.inmo	tgbotapi-jvm	21.0.0		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	21.0.1		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	22.0.0		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	23.0.0		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	23.1.0		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	23.1.1		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	23.1.2		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	23.2.0		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	24.0.0		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	24.0.1		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	24.0.2		636f8236deb45632747a5a2f9209ad40b140b38b
dev.inmo	tgbotapi-jvm	3.0.0		01ca2a295a144c52f77ec96a46cc71f912ee9dfa
dev.inmo	tgbotapi-jvm	3.0.1		8c4a63b8b7dc7000a4ebfb40ed36429928e304b0
dev.inmo	tgbotapi-jvm	3.0.2		1051e2a8480cb3093533343db08aeebc7933367b
dev.inmo	tgbotapi-jvm	3.1.0		9b50953eb3318d3532b8dd81b8119b5a7822c293
dev.inmo	tgbotapi-jvm	3.1.1		4bb9cb7f50fe0bb62fc153c1240fcec9fa4831d7
dev.inmo	tgbotapi-jvm	3.2.0		8f84fcdbfc588089060d8a89b56ed62d4c294e53
dev.inmo	tgbotapi-jvm	3.2.1		ef89833876739177ec0ae33d3c0e42a9576f6614
dev.inmo	tgbotapi-jvm	3.2.2		eac14c3627c852a8dff679a7af8b398d5c020ac4
dev.inmo	tgbotapi-jvm	3.2.3		738f1a8da632db06a7625dc67dc8f1125c1884af
dev.inmo	tgbotapi-jvm	3.2.4		c1c0157eb79253eff78a8ca4b367a5b6d115f6bd
dev.inmo	tgbotapi-jvm	3.2.5		9c6a9d61fa2b7a9367d5fe09653588a81d081f26
dev.inmo	tgbotapi-jvm	3.2.6		c7396d4b06df975ef206cc9eac4fe5c64709016c
dev.inmo	tgbotapi-jvm	3.2.7		28477d9737b8567f0dddd3928664280f5ffc5727
dev.inmo	tgbotapi-jvm	3.3.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	3.3.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.0.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.1.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.1.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.1.2		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.1.3		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.2.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.2.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.2.2		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.2.3		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	4.2.4		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	5.0.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	5.0.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	5.0.2		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	5.1.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	5.1.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	5.2.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	5.2.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	6.0.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	6.0.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	6.0.2		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	6.0.3		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	6.1.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	7.0.0		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	7.0.1		5b8f86fea035328fc9e8c660773037a3401ce25f
dev.inmo	tgbotapi-jvm	7.0.2		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	7.1.0		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	7.1.1		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	7.1.2		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	7.1.3		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	8.0.0		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	8.0.1		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	8.1.0		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.0.0		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.1.0		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.1.1		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.1.2		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.2.0		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.2.1		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.2.2		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.2.3		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.2.4		f9725b4ee40d7f6ff5b40ba7296222f4808ee73d
dev.inmo	tgbotapi-jvm	9.3.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	9.4.0		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	9.4.1		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	9.4.2		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.inmo	tgbotapi-jvm	9.4.3		fc8a199e7ebab7d84d7e216f9151de562d0f02cc
dev.treset.mcdl	mcdl-quiltmc	1.0.0		61263c3e0ee220bf806cb0e7185ceab742b5a66c
dev.treset.mcdl	mcdl-quiltmc	2.0.0		18cad8b404627dc99b557a207a9551c2b3192117
dev.treset.mcdl	mcdl-quiltmc	2.1.2		4c78db78266796796492e1e53735cfbd8ed9cebe
dev.treset.mcdl	mcdl-quiltmc	2.2.0		dac0a31ddd015a658f3f0e9bc10a6ea82f1e9b3b
eu.openaire	broker-client	1.1.1		36b44fd90ff86588e95151ce3a4ded2a1ea98206
eu.openaire	broker-client	1.1.2		f57987ad91d25135d072222a419b98cf3334888e
io.fsq	rogue-query-lift_2.11	2.0.2		64eba80f1fabd33511716ce990a9b4e127673437
io.fsq	rogue-query-lift_2.11	2.3.0		53e77aaebf2d4577ea6fa4c4fc413c2321e8272d
io.github.behzodhalil	meteor-test-iosx64	0.0.6		N/A
io.github.behzodhalil	meteor-test-iosx64	0.0.6	metadata	d3046ea12dc94ce50cd3c4a65610cdcd1584f5b2
io.github.behzodhalil	meteor-test-iosx64	0.0.7		N/A
io.github.behzodhalil	meteor-test-iosx64	0.0.7	metadata	34af1473e941e2a6a844471bcd843246cad82633
io.github.behzodhalil	meteor-test-iosx64	0.0.8		N/A
io.github.behzodhalil	meteor-test-iosx64	0.0.8	metadata	6bf336545075d4f73b23e0fc15236d245d8f3cfe
io.github.behzodhalil	meteor-test-iosx64	0.1.0		N/A
io.github.behzodhalil	meteor-test-iosx64	0.1.0	metadata	de001f57b44435c265192d661f818543cb9359d2
io.github.behzodhalil	meteor-test-iosx64	0.1.1		N/A
io.github.behzodhalil	meteor-test-iosx64	0.1.1	metadata	7ef09867eb53a4ad2fc256429e95f98b1ea1f9aa
io.github.behzodhalil	meteor-test-iosx64	0.1.2		N/A
io.github.behzodhalil	meteor-test-iosx64	0.1.2	metadata	f27c92bf0828f769b14fdc9cd1ed8acbfc751a52
io.github.behzodhalil	meteor-test-iosx64	0.2.1		N/A
io.github.behzodhalil	meteor-test-iosx64	0.2.1	metadata	d09bd41283cd234cd2805fdc94a55bc9f8a7a3f8
io.github.behzodhalil	meteor-test-iosx64	0.3.0		N/A
io.github.behzodhalil	meteor-test-iosx64	0.3.0	metadata	f94f334fd3868810f9fb617cf40183785eb9f8fc
io.github.behzodhalil	meteor-test-iosx64	0.4.0		N/A
io.github.behzodhalil	meteor-test-iosx64	0.4.0	metadata	484ba9b4550d401986b2fa7acd9b667e0a156321
io.github.behzodhalil	meteor-test-iosx64	0.4.1		N/A
io.github.behzodhalil	meteor-test-iosx64	0.4.1	metadata	f9298433f99b00ed31401a0ef375c0fa8c0aaaed
io.github.behzodhalil	meteor-test-iosx64	0.4.3		N/A
io.github.behzodhalil	meteor-test-iosx64	0.4.3	metadata	baa5c5cf76ca0ab4362cb231348a1cb9c5cdd88e
io.github.corinz97	elektion-tvossimulatorarm64	1.19.0		N/A
io.github.corinz97	elektion-tvossimulatorarm64	1.19.0	metadata	6352dfc2aa7fa859c5e97567050a91a0ac3773fc
io.github.lvyahui8	feego-common-web-core	1.0.0		b0efd6ae4a379a1c403caf52572328fa7cc394a9
io.github.lvyahui8	feego-common-web-core	1.1.0		b8ebfb536704bd7de54aafd2d1993349de2d5a26
io.github.pig-mesh.ai	spring-ai-retry	1.1.1		6bdefff65942fc487bbc8fee380268e42c082af0
io.github.pig-mesh.ai	spring-ai-retry	1.1.2		ae44f9e102c62607a3a97d3ac734f7baf4567124
io.github.pig-mesh.ai	spring-ai-retry	1.1.3		76ae280816760b249191cb002a63cd68a08c6e10
io.github.pig-mesh.ai	spring-ai-retry	1.1.4		b62b4137e75e28cde4f2082880a601e21550c20e
io.github.pig-mesh.ai	spring-ai-retry	1.1.5		331c7d70c4eea5a2a4d2305ef803c9cadcfa13f1
io.github.pig-mesh.ai	spring-ai-retry	1.1.6		f546d7510399b7df80dbaf01347734149c2e7d78
io.github.pig-mesh.ai	spring-ai-retry	1.1.8		4fb02b3b698f7c3ee3c093606354faf85618c1d3
io.github.pig-mesh.ai	spring-ai-retry	1.2.0		5e5bd911f240b3201dedef3ef803152d0a8d8f9e
io.github.pig-mesh.ai	spring-ai-retry	1.2.1		1415ea67e6cb7a16fcc6002d856a5f88f17ff304
io.github.pig-mesh.ai	spring-ai-retry	1.3.0		2044bfb776e93722258233163d64bb7f009791c4
io.github.vigoo	zio-aws-rbin_2.13	3.17.102.4		2fb47695ef2157a9789b7794d60e15965c9539c8
io.github.vigoo	zio-aws-rbin_2.13	3.17.102.5		565be15882003f15585512018322373ccafa4e83
io.github.vigoo	zio-aws-rbin_2.13	3.17.102.6		0df9cee666fa0a0cb2c5d4a6480c052bb816514b
io.github.vigoo	zio-aws-rbin_2.13	3.17.103.1		1452ce87b41646850d9bb510759caeb6cfff79a0
io.github.vigoo	zio-aws-rbin_2.13	3.17.104.1		885a15a4776fddd723d5a7fe400e77f93e371a03
io.github.vigoo	zio-aws-rbin_2.13	3.17.104.2		98455b36c05f5de95eeed477341903ae7c8cd92f
io.github.vigoo	zio-aws-rbin_2.13	3.17.104.3		6d8f3a4fc8e4c24b7bd3d6c587515a2e09e5b547
io.github.vigoo	zio-aws-rbin_2.13	3.17.104.4		d3ba6db6c170ff55724e3f569326e893d4bbdc6a
io.github.vigoo	zio-aws-rbin_2.13	3.17.104.5		a4f3339597db4bbf1e37d485187b8a4e7692bc60
io.github.vigoo	zio-aws-rbin_2.13	3.17.104.7		eba5fc9ed9fb98fe3ba998c2786c2e15d0c913a5
io.github.vigoo	zio-aws-rbin_2.13	4.17.104.1		6f22ee18b58748e7851cc0122ca749072d4875b3
io.github.vigoo	zio-aws-rbin_2.13	4.17.104.2		023c18065979ff6add91a21a86667f8b5e6b9ce3
io.github.vigoo	zio-aws-rbin_2.13	4.17.280.4		628143052af483bafaaf5ae836fe66d87bfedf98
io.github.wslxm	xj-api-wx-pay	1.0.1		cc855c9466c3e7401e1011ecd8decd3594367dc5
io.github.wslxm	xj-api-wx-pay	1.0.2		8a4e636d47b092a26d0a9372b9835b738a3a8d1e
io.github.wslxm	xj-api-wx-pay	2.0.1		22d20eb680c89f5f633531b94621be25abd9bfa6
io.github.yannickpulver.composereorderable	reorderable-jvm	0.9.7		52ea394ee57f919936f44feee638be8720666d80
io.github.yannickpulver.composereorderable	reorderable-jvm	0.9.8		52ea394ee57f919936f44feee638be8720666d80
io.horizen	sidechains-sdk-utxo_sctools	0.10.0		4a15621d5f5d75c81bdaca82360a0641a18cd185
io.horizen	sidechains-sdk-utxo_sctools	0.10.1		91381a8e72c27f4bc4c60cbb5f955f328f28bf60
io.horizen	sidechains-sdk-utxo_sctools	0.11.0		838f518e1a0fec71702beaa0965e8af646af585f
