ai.whylabs	whylogs-java-spark_2.11	0.1.1		a5cfca2b31bcb49c2e033c6666a81d6d535a014b
org.opendaylight.netconf	netconf-config-dispatcher	1.0.1-Beryllium-SR1		0f96c4d7989f76539a96f7558a8b1f90086bff85
org.opendaylight.netconf	netconf-config-dispatcher	1.0.2-Beryllium-SR2		8f7da5057a1b4fc67b22f56e839ffca5c7930530
org.opendaylight.netconf	netconf-config-dispatcher	1.0.3-Beryllium-SR3		e772e55d1844ec3b20b61fde0e80fa3cf133d37e
org.opendaylight.netconf	netconf-config-dispatcher	1.0.4-Beryllium-SR4		0bb8bcfe4a889f28e033fee82ef3d7f90a021d88
org.opendaylight.netconf	netconf-config-dispatcher	1.1.0-Boron		9b6082a4512dd58f44cdf7057ac3e404372d2a3e
org.opendaylight.netconf	netconf-config-dispatcher	1.1.1-Boron-SR1		3922a316137687a660c7ded66730d8b60b0c09a4
org.opendaylight.netconf	netconf-config-dispatcher	1.1.2-Boron-SR2		15c9c66974c5cdc7e099ab92746f80da1936f2ba
org.opendaylight.netconf	netconf-config-dispatcher	1.1.3-Boron-SR3		5e265b566497725f3f5c4f91146e2caae37fe627
org.opendaylight.netconf	netconf-config-dispatcher	1.1.4-Boron-SR4		89c901da1e811129ba3924fe1d30fd83a188a25b
org.scala-tools	android-plugin	0.2		b44e662ed01cc345e2cce8631ed12a7b2190f21e
org.scala-tools	android-plugin	0.3		95af91613952f97015d20f669e3e341341ae933a
org.scala-tools	android-plugin	0.4		6c633590821dafbff6f0429d7bceb513dc549311
org.scala-tools	android-plugin	0.4.1		fec1b43de62365dea4d7ed586c03ca4be18a62f6
org.webjars.bowergithub.kapetan	jquery-observe	2.0.3		9e5357ac16a295af98ca56626c569ee855f8a532
org.webjars.npm	grpc__proto-loader	0.3.0		21c7895b5b78cccbb134cae29b12088adeddcbbf
org.webjars.npm	grpc__proto-loader	0.5.2		81b65fbea9599b73e8f2ea9367702b4f9d763ca1
org.webjars.npm	grpc__proto-loader	0.6.0-pre9		56e655d93fd27c2077a97a0e7547b5d18b9b29ec
org.webjars.npm	grpc__proto-loader	0.6.13		bad65bd54bd97c4c1a85589cc2baaf36043fc76d
org.webjars.npm	grpc__proto-loader	0.6.9		eae6e6f6b698d6930625450143b4e427c6c9bd56
org.webjars.npm	grpc__proto-loader	0.7.13		7e9a654935e669c0686f022c97415ffa0cdd783c
org.webjars.npm	grpc__proto-loader	0.7.6		d0e2350a64251ea19b7705b99ffec55f1fbf8810
org.xmlbeam	xmlprojector	1.0		27c77d4bfa59cd696366cefb8c3493fc68782af8
org.xmlbeam	xmlprojector	1.1.0		149df1da47ba0ca98dd64285e6aa29d83ff15535
org.xmlbeam	xmlprojector	1.1.1		c33565dde1a72d05529390149cc045bbf52abc0d
org.xmlbeam	xmlprojector	1.1.2		3cc9ff30298171a5a75527ebe7e9199e20506b46
org.xmlbeam	xmlprojector	1.1.3		6272c2c04bb986b12a71bd91617e7739a9645dae
org.xmlbeam	xmlprojector	1.1.4		22db73928e1265aac11b1a2bcaf9b3ba116dd325
org.xmlbeam	xmlprojector	1.2.0		bde4c00356f18a122dce7d22f5e4a77bb220e520
org.xmlbeam	xmlprojector	1.2.1		9bb650e118b40227ec6f478964aed1131ec523eb
org.xmlbeam	xmlprojector	1.3.0		cc98f72b0a873bbfd40b9aa2245d0e9f43c95757
org.xmlbeam	xmlprojector	1.4.0		022fff98fe0cf3e2b86a2dca456d271374d2e570
org.xmlbeam	xmlprojector	1.4.1		4647ffde5ec65d2819d880e61657833b4175ec9e
org.xmlbeam	xmlprojector	1.4.10		011e909bda62015cf725502a0a59b6e96ac26151
org.xmlbeam	xmlprojector	1.4.11		89f4ae2693026ac539a637baebb8fcf489f78fa7
org.xmlbeam	xmlprojector	1.4.12		373f002b7664b8e842f4e39890f2b88cc68dd972
org.xmlbeam	xmlprojector	1.4.13		a6493527e7f029f133ad587621228593d304c2ea
org.xmlbeam	xmlprojector	1.4.14		9b5bd6811362c428dbfea7acb3f966cb9cde040e
org.xmlbeam	xmlprojector	1.4.15		ef661e9af55d35fdc5781ba9cf6bd2898d6a8073
org.xmlbeam	xmlprojector	1.4.16		bcb503bf3a7a967a08b2876b00273313b2cb6d51
org.xmlbeam	xmlprojector	1.4.17		f9015320c3c8ca494cc050b34bb5f07d699a4216
org.xmlbeam	xmlprojector	1.4.18		103a96413ba138386d8d19f2ed4c95c9a2734263
org.xmlbeam	xmlprojector	1.4.19		eb3115260a09ceccd6434ccd3bf0bf23c9c336bf
org.xmlbeam	xmlprojector	1.4.2		d062b6c4c792d1131c7d9142b89d7e0120856226
org.xmlbeam	xmlprojector	1.4.20		e9c37e348269e75bf4b5c4975d51208efe7dd608
org.xmlbeam	xmlprojector	1.4.21		cfa39f63f220c71e0c7b78488e59095271d03b12
org.xmlbeam	xmlprojector	1.4.22		977c090e610f7f6ab1dfd727afccf323356649b9
org.xmlbeam	xmlprojector	1.4.23		88ef5c605d0328d793a5d47c7efe5c4e10ed5b06
org.xmlbeam	xmlprojector	1.4.24		2e7fc8a61ee88e38aa6f5b5ed6e8481426949252
org.xmlbeam	xmlprojector	1.4.3		55abe88ad189149f629d389236d8293720556fe6
org.xmlbeam	xmlprojector	1.4.4		b0b202c65ef82ef50664502ace1b3c0c04661737
org.xmlbeam	xmlprojector	1.4.5		a4566872f52e92495ce2554e06333fd802bf51c4
org.xmlbeam	xmlprojector	1.4.6		2e59fd54416b1f4dab18baaf7b49a9b5b8dc984e
org.xmlbeam	xmlprojector	1.4.7		e46b9b3798e86843ce2f0e42055dd4e75b6c870d
org.xmlbeam	xmlprojector	1.4.8		02654ab54350d5005c6b076c6b464957ba1d145b
org.xmlbeam	xmlprojector	1.4.9		b6c944642ea805eb364b07d0c444b8b783435e04
us.ihmc	scs2-session-logger-test	0.4.0		32425982d2214e4340c0f7d1a3fce00add6fd394
us.ihmc	scs2-session-logger-test	0.5.0		9823bad561f4e9d0ac116156199417c0127963f6
us.ihmc	scs2-session-logger-test	0.5.1		5d12969d3e839ccd3ef7fa108394be0c4c522790
us.ihmc	scs2-session-logger-test	0.5.1-bullet-alpha-0		76dc469eff5c2875ff1d69586aa557e5c0b33070
us.ihmc	scs2-session-logger-test	0.5.1-bullet-alpha-1		e33b3fb74a2c036f7d25896926c0eb47b96d6517
us.ihmc	scs2-session-logger-test	0.6.0		edfbc6ac1d45de7aa26ba3de0bbe84ebc033efe3
us.ihmc	scs2-session-logger-test	0.6.0-bullet-alpha-2		fb4722d361e38bc421d75c67c176f6d4de925352
us.ihmc	scs2-session-logger-test	0.7.0		2ce7f828bf6c00da2d5c7ec91654bae25517dc28
us.ihmc	scs2-session-logger-test	0.7.0-bullet-alpha-3		a96ca1a6db1ac00881285eab0cda1de3bb3f7dba
us.ihmc	scs2-session-logger-test	0.8.0		d0c73abf93f6621e26dff41f3b842a1f664de820
us.ihmc	scs2-session-logger-test	0.8.0-bullet-alpha-5		70f80febb82fad8fd98b47455f9298463f5ff80c
us.ihmc	scs2-session-logger-test	0.8.2		2495333e1be1d0cd528f7333ec69a97ac9497b46
us.ihmc	scs2-session-logger-test	0.8.2-bullet-alpha-5		63d3c7c526e25bd19e2493c06ce894240e126ff3
us.ihmc	scs2-session-logger-test	0.8.3		4a0c5f6849fbdeec8b66895ede8938d4610e7572
us.ihmc	scs2-session-logger-test	0.8.3-bullet-alpha-5		1e5e8a3030e19a24922296f52f575d002e51b1a2
us.ihmc	scs2-session-logger-test	0.8.4		aeee8f3a18d275a1a16abb8c8c7c7c71fef665fb
us.ihmc	scs2-session-logger-test	0.8.4-bullet-alpha-6		f4b75ec6e8fa71adffe4ace1570d78204f92667b
us.ihmc	scs2-session-logger-test	0.8.5		ffdb567e897fb3eb5cf2dab1bfb9a9faa14a04d7
us.ihmc	scs2-session-logger-test	0.8.5-bullet-alpha-6		6372965a69d9ff73b54155843a5ae277879e0dff
us.ihmc	scs2-session-logger-test	17-0.10.0		e499bd7b194123e5810f1b1a626435b76de0880e
us.ihmc	scs2-session-logger-test	17-0.10.1		d7b316fb407f3d1901a859a367d3ecaacf76a6ee
us.ihmc	scs2-session-logger-test	17-0.10.2		e3d485110ca46626abb6343f3e1d32f4a41d2839
us.ihmc	scs2-session-logger-test	17-0.10.3		d94880376835feafdd2dd5b06a5a4bd6ff538541
us.ihmc	scs2-session-logger-test	17-0.11.0		04f008bbd6698b6dc5ff844893c9a179fbfaadd6
us.ihmc	scs2-session-logger-test	17-0.11.1		348decef33c4bd0813562a8485b72b197ba0f311
us.ihmc	scs2-session-logger-test	17-0.12.0		07e1cf7fc949d9d0ee589bb40113992a1fdf578a
us.ihmc	scs2-session-logger-test	17-0.12.1		908957405da15db304acbad485f99f63cca007d6
us.ihmc	scs2-session-logger-test	17-0.12.2		978f8999c5d57338595c1dc9ac691a50ac792888
us.ihmc	scs2-session-logger-test	17-0.12.3		6a74b97dca7f1bd858c6e9b98bf496b1cebb28a0
us.ihmc	scs2-session-logger-test	17-0.12.4		3f035ab0917f346031c523ebe8ac9041dbf7a543
us.ihmc	scs2-session-logger-test	17-0.13.0		1feef3c556647f4ec1c371dd8993e127a3656919
us.ihmc	scs2-session-logger-test	17-0.13.1		673701336454b8a0533a980eb649072af21462bf
us.ihmc	scs2-session-logger-test	17-0.13.2		c81785dc6b404329cdf4bd943294e133ba6d8e59
us.ihmc	scs2-session-logger-test	17-0.14.0		09736325e39c336ecaa7899b521181e83c965787
us.ihmc	scs2-session-logger-test	17-0.14.1		7fcd5e37bd37c4a9b234eef6fb11753fb464b5d0
us.ihmc	scs2-session-logger-test	17-0.14.2		e9e4605dbb818c984fddb157e87615dc46305311
us.ihmc	scs2-session-logger-test	17-0.14.3		64262962fc8a124fcd5b078f2be7032b2c3144ce
us.ihmc	scs2-session-logger-test	17-0.14.4		3e9c7b4737e91ef0e5cdd360b4546e61837b2fc0
us.ihmc	scs2-session-logger-test	17-0.14.5		c855ae40a077d938434d7e5058efb2e957965677
us.ihmc	scs2-session-logger-test	17-0.14.6		2459281930b088d5df788f6ed1f244ecff2889b7
us.ihmc	scs2-session-logger-test	17-0.14.7		39f0b16b7aaddc2814eab1ce895a2833d5a0c399
us.ihmc	scs2-session-logger-test	17-0.15.0		5c1483c85d4fade095c1104f5751c532529772a2
us.ihmc	scs2-session-logger-test	17-0.15.0-alpha		5ee9fee35d8cd349287c93c774723b80fb464fb4
us.ihmc	scs2-session-logger-test	17-0.15.0-alpha0		a9916207db3d112b592b1d2729ccc0caf8670f0e
us.ihmc	scs2-session-logger-test	17-0.15.0-alpha1		a9c66b2cf4adccbec09390c17916f77b28c5d8f0
us.ihmc	scs2-session-logger-test	17-0.15.1		a6a432aae6367be8bc98806498e663860b2a7aa8
us.ihmc	scs2-session-logger-test	17-0.15.2		10fd263209cd3ecb0c98bb858ce920f864f149f4
us.ihmc	scs2-session-logger-test	17-0.15.3		a5ca80177b56cad6a11ea79faa1a23454517f067
us.ihmc	scs2-session-logger-test	17-0.16.0		8a7eb3c0a4c744f7b2c1b1e61682cc17be5ef133
us.ihmc	scs2-session-logger-test	17-0.16.1		da74968560dd747c4322e7e44b31906f0bc89c7f
us.ihmc	scs2-session-logger-test	17-0.16.2		7250b98f713997160504f51a33803582b1b94495
us.ihmc	scs2-session-logger-test	17-0.16.3		342f19f4fe6c7a17a16561f77b8783fc428a949f
us.ihmc	scs2-session-logger-test	17-0.16.4		8eed9847e51aa7d1bc7b600fa40bb2dda7732455
us.ihmc	scs2-session-logger-test	17-0.17.0		b3faa02c17c7df47e3cd37dbaceeb6105464aa51
us.ihmc	scs2-session-logger-test	17-0.18.0		c153fe03333e5bb4bdf6fbd9958686019c298503
us.ihmc	scs2-session-logger-test	17-0.19.0		b72bedfb7f29f6a8f68121fd68e0fcb40afc0d84
us.ihmc	scs2-session-logger-test	17-0.20.0		474f1406b732c6b3be2eee6308eaa14620194047
us.ihmc	scs2-session-logger-test	17-0.20.1		c8bb1cfd6663467ad245e36ea81586a8470e4ea0
us.ihmc	scs2-session-logger-test	17-0.22.0		d5f619b4620477537064281c0bdb601ffbe126d4
us.ihmc	scs2-session-logger-test	17-0.22.2		edf101cf45d6dcd09fea19311fc93c1153d331d0
us.ihmc	scs2-session-logger-test	17-0.23.0		4dc60ce55e64547864c37ad564318ee8ba2c39a9
us.ihmc	scs2-session-logger-test	17-0.23.1		e9d8bf8bb09127cf4d5091a260fd44e32bfbd8d5
us.ihmc	scs2-session-logger-test	17-0.23.2		e7f38b6c135cd6d27259826c8e340d387034f775
us.ihmc	scs2-session-logger-test	17-0.24.0		dad2690d3bd7425ccd6e932ba70112ecd7a07eba
us.ihmc	scs2-session-logger-test	17-0.25.0		1baac2ede6e663c364f0cdd8ab55be2e86be9340
us.ihmc	scs2-session-logger-test	17-0.25.1		e7da72ae0657b2506bd2ff37b48f25ac84c82f40
us.ihmc	scs2-session-logger-test	17-0.25.2		21d6aa8de09f88c1bdefbf6719c8109469ca4764
us.ihmc	scs2-session-logger-test	17-0.25.3		364a5330551d959b0c4b75380e787e91a5b8f5f7
us.ihmc	scs2-session-logger-test	17-0.26.0		fc0a5f741640aeb36e53b1b9a8268b0915e3cb4f
us.ihmc	scs2-session-logger-test	17-0.27.0		f8f372be9b32c22157668585bba17b0dd7bf0742
us.ihmc	scs2-session-logger-test	17-0.27.1		52e96fbc81c77c8ba21fe73b726d75ff59385610
us.ihmc	scs2-session-logger-test	17-0.27.2		e5afb1834a9444f0d3b59fa7cc1e93274df86dc3
us.ihmc	scs2-session-logger-test	17-0.27.3		3d7ad24f25f83c25da2c22a09689caa74148e02a
us.ihmc	scs2-session-logger-test	17-0.28.0		2c76a205c239eaa95eb1e7d9b4619e5c80fcf012
us.ihmc	scs2-session-logger-test	17-0.28.1		8683e3f9e10ce1f554541aee0356bed0768b60f8
us.ihmc	scs2-session-logger-test	17-0.28.2		bd05d2d2375a9f602751cebb24cd9a9d68e250b5
us.ihmc	scs2-session-logger-test	17-0.28.3		22689e5f271797aa0258678139bd9698a8787a28
us.ihmc	scs2-session-logger-test	17-0.28.5		ff510cc3c3a322e1b775d3c05860d009f876bf26
us.ihmc	scs2-session-logger-test	17-0.28.6		f24441bb899a6a46d101301b267c115dbd38699a
us.ihmc	scs2-session-logger-test	17-0.28.7		e8a2e55a5eb564c09b12f0f618b33ef27d8ab8e2
us.ihmc	scs2-session-logger-test	17-0.5.1		2261abc3950eeeea514b0a4af6fbd5c49e279afc
us.ihmc	scs2-session-logger-test	17-0.8.0		0a09afab83524cf78e7804a7836da2d82419047b
us.ihmc	scs2-session-logger-test	17-0.8.1		8d13bbb6717e8655ac60c374c3a7fd9aeb2d491f
us.ihmc	scs2-session-logger-test	17-0.8.2		6f1620adeca5791c5efc1342f8ea630a537f361a
us.ihmc	scs2-session-logger-test	17-0.8.5		14054c0c85d85b4c6f3d0b8954455e208458964b
us.ihmc	scs2-session-logger-test	17-0.8.5-bullet-alpha-6		daf94b8c78765f25483da6234fbab7948fbb27bb
us.ihmc	scs2-session-logger-test	17-0.8.6		43496aece1ae48254c22e12e453bdaf516965c71
us.ihmc	scs2-session-logger-test	17-0.8.6-bullet-alpha-7		21bf038c3d2b3babbb9b8aeca93b1cc7e7519f6f
us.ihmc	scs2-session-logger-test	17-0.9.0		95425e695de808112e3fd10b331d7b5dc242dc44
us.ihmc	scs2-session-logger-test	17-0.9.1		a03dfd5f2aa3a1a4fb7c62c34bb39bd6f991315a
us.ihmc	scs2-session-logger-test	17-0.9.2		e40cac4da400b076ff4a08e097e1dcc9a82ad90e
us.ihmc	scs2-session-logger-test	17-0.9.3		222fc1af9014ce6f97d008d1c723d19ab32d4a46
us.ihmc	scs2-session-logger-test	17-0.9.4		1f4964304b5767d3094c3eb2bcbe4c7544527a04
us.ihmc	scs2-session-logger-test	17-0.9.5		38030318ac53f94362994c2cbc8727f86e019c57
us.ihmc	scs2-session-logger-test	17-0.9.6		dc3db87dcd8930401b42ee3ae944c5a226598ea2
xyz.felh	service	1.4.0		df7e13094b5f46434e5a08ca46d4a7ae391f9639
xyz.felh	service	1.4.1		7073990a446ab460c99634bd9d2c5cae11ea8117
xyz.felh	service	1.4.2		be412ad054323ba9c5423508d0d8ab603f8b8bfd
xyz.felh	service	1.4.3		39fc91c4c43b3f3de1eeae1b6c0a5d49cdb6045d
xyz.felh	service	1.4.4		3355760a1a9a6ab84dcb5017a6b292ba8ca17417
xyz.felh	service	1.5.0		3b4991564d3f01066b8a39ada5489a2c74ed5e07
xyz.felh	service	1.5.1		334b5e84ee1632e70af096e0840edd5d5731fab3
xyz.felh	service	1.5.2		3d763e964019554116f8bbe91b7a56a636a7936d
xyz.felh	service	1.6.0		7914381fa66497258dd8c2e3eb489f29dd62d931
xyz.felh	service	1.7.0		42448f6fff88f1fab15b30785ad9bd88c19db022
xyz.felh	service	1.7.1		de08341ea89b39fc68662978046f186ca799398e
xyz.felh	service	1.7.2		f4cb98fd20d03e365a60bca3977880332ba42c85
xyz.felh	service	1.8.0		6ad3292cb208eebcdfcdcda67bd636fc33a53c06
xyz.felh	service	3.10.2024042201		00dd1d606b391d1381535c7bc3a6f6450aa7e14d
xyz.felh	service	3.11.2024051301		8fcfb223208bcff95c235a2be6e08995ca97b775
xyz.felh	service	3.11.2024051401		ce1bb0a400268acdf928f3afe2fd0ff63e6a08c0
xyz.felh	service	3.11.2024051501		34973ed29b086e6b062d3f442ad6eae07ee3c996
xyz.felh	service	3.11.2024051502		79e088caeb26775c3c0b8214bcd7ae673915eeea
xyz.felh	service	3.11.2024052901		7f482beab35edcedc1120378ac57241a9906e6dd
xyz.felh	service	3.11.2024053001		258fc107f197ba43c871103d227ca06edbf02f41
xyz.felh	service	3.11.2024060801		3cca44e43d2110938ed2107dd192598c65f15450
xyz.felh	service	3.7.20240128		16175cc97cdd0f49abf507353e1532f8e1641bcc
xyz.felh	service	3.7.20240129		f397aee0d43cda43d1c36cab2dc80e9be8f15cbf
xyz.felh	service	3.7.20240130		6747a173cb4b4d70df08f48ac1ad3aab065ecf53
xyz.felh	service	3.7.20240202		8d26393277e646c075e689c9d12652aab9605884
xyz.felh	service	3.8.0		945c4185addd0f1d99992f41e90d3893b09d463a
xyz.felh	service	3.8.20240202		fb744ff7861458be84e10c8c3758643ffb0bb905
xyz.felh	service	3.8.20240203		17e531ec6cbb44acf23123db90841b79318cc8dc
xyz.felh	service	3.8.20240204		fbf97298733e699b0ba12f7418074ba2315beab4
xyz.felh	service	3.8.20240206		8ea45008ff41e58f6d7bc7193b348d0ba00347f3
xyz.felh	service	3.8.20240207		b411f533d704faa9d728977f3a90e4c0732e1524
xyz.felh	service	3.8.2024020701		88c754975edca0c0fbdd621c16bc924068652109
xyz.felh	service	3.8.2024020702		6436a9f64b9b9bae4e3d840ef10f7fd2099ef07c
xyz.felh	service	3.8.2024030801		ddb4ef6e6bc60b71862b8e12960641359790fb9b
xyz.felh	service	3.8.2024032101		c9f96c07c462b35e30638a23ba878fe4691bb78a
xyz.felh	service	3.8.2024040101		c970ac62ba45445de6abb6cc5d6a70bceb8cb02e
xyz.felh	service	3.8.2024041001		f73d61064ce652c92ac116eb8ce6a062b572275a
xyz.felh	service	3.8.2024041701		e02c6117b11cf74e61de3ac3f834fdaea929f4f5
xyz.felh	service	3.8.2024042101		b0917d457a8592eac6a4af01ef1b6cd6428c2e01
xyz.felh	service	3.9.2024042101		51dda1ce1828066850e21b6ede44a017fe990041
xyz.felh	service	4.0.2024062801		d803a918f58130e30a381a352512b5777b7c3704
xyz.felh	service	4.0.2024062802		e80597b9a7e8a43881a7c2bd2b3bb5d20dc19daa
xyz.felh	service	4.0.2024062803		a1ee719a6b7f3ca18d0e90cd876732df6ab8288a
xyz.felh	service	4.0.2024062901		cdec3dcb142d249e73416a8f2fa0240b0be6bfdf
xyz.felh	service	4.0.2024071901		35fc4d76ecc298c7e525efacb284a4ad72655ae8
xyz.felh	service	4.0.2024072401		2b2273622198d421ca96f3ab5064bf0d17cf4433
xyz.felh	service	4.0.2024080701		7af50be426a4362eba7879c038306420e08c684e
xyz.felh	service	4.0.2024080801		a2cabf078fa4a518940adfb775b982ac186b5874
xyz.felh	service	4.0.2024080901		384c44957c8bba578d37e0c1e0e2f2940700e7d0
xyz.felh	service	4.0.2024100801		79cdf18ac60c875c96a14823ad6dc5083e443359
xyz.felh	service	4.0.2024100802		1188f8d0a0528b4ee97816a40343bbe069ba7d16
xyz.felh	service	4.0.2024102401		c7ed9db585fdf7e9628595ef1de78842cdb7f849
xyz.felh	service	4.0.2024102403		9b996fbfd6c103c0a148d4ae3413b559c5ec606e
xyz.felh	service	4.0.2024102501		93880808f35075e84c1218bc3e9d3608c256448a
xyz.weechang	moreco-data-core	0.0.1		f35a5a90afad1f5f5b0c23c5b1943b29b3e0bf6f
