ai.whylabs	whylogs-java-spark_2.11	0.1.1		a5cfca2b31bcb49c2e033c6666a81d6d535a014b
com.apollographql.cache	normalized-cache-incubating-tvosx64	0.0.7	metadata	637bb059d96464b624355ea449f7937ce69d8c8f
com.apollographql.cache	normalized-cache-incubating-tvosx64	0.0.8		N/A
com.apollographql.cache	normalized-cache-incubating-tvosx64	0.0.8	metadata	23634f04de919bfb7f54563cdfa6f60bb2629b3f
com.applovin.mediation	tappx-adapter	3.2.3.0		N/A
com.applovin.mediation	tappx-adapter	3.2.3.1		N/A
com.applovin.mediation	tappx-adapter	3.2.3.2		N/A
com.applovin.mediation	tappx-adapter	3.2.3.3		N/A
com.applovin.mediation	tappx-adapter	3.2.3.4		N/A
com.applovin.mediation	tappx-adapter	3.2.3.5		N/A
com.applovin.mediation	tappx-adapter	3.2.3.6		N/A
com.applovin.mediation	tappx-adapter	3.2.3.7		N/A
com.applovin.mediation	tappx-adapter	3.2.3.8		N/A
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.02.09		ed68a87e1a24846139f7c87099db0be6334e5185
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.02.10		843e3a03281070050c1bae7e67f2b02da025db3f
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.09.22		e63b98cb654bdee7bb1e092f55556ff59367e8f8
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.14.24		f5851114335ba6a56309aaa24f5ee2628eeb1269
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.22.04		b65582a8a831df7f808b96fdb6207a84772441ec
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.22.13		33a5da4ab10a77c92bb03a9ffbd8fe8949ceb355
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.23.06		2f74d2da5f899453c3f6081d48fddb8de78b5b97
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2023.23.30		2275f49e1df5841c64654e1eef3554d7ac2eb274
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2025.03.31		c6c48813244aa15d124813b66bfaba200f356151
com.disneystreaming.smithy	aws-sagemaker-geospatial-spec	2025.04.08		b4f48f4aa7c7f4dd1895f230f166d6c80745e6ea
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.0		a4d018e3249c04121395012e8d05eeed63405633
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.1		2eb0cec953b70d8d458a108de88856ff1c2eb83a
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.10		9eb2ba312b1d4ed1bb46171cebcf6085e39cb536
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.11		069f4d8024f83a988138d683ecd1e64c0eb84c49
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.12		cdb69b06be78cf93485cc8ca018b81c02ff85064
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.13		dd58f4059a21230f380e663d8924cf83229d4ffd
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.14		419300b9ca3b98ff12c9c8091b7595469190a1c0
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.15		8c7bb5046412a7064c7b66e9456cf9626e0d9767
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.16		2ed2321e59370bd6fb9e490db540e35525d1b445
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.17		40de0a9470ea9eacfa8ed296f516d9650898463b
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.18		728d62dfb398ca7a71a2302abe3fbd25d7d425c6
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.19		3b2d773475f6d393f0f78fc5c620bcfa2c782d68
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.2		49c8f74e413be8e2f09408c2ac65bb0b37313707
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.20		e35bf36fcae9c5f2d1fdfaecf9d10c06bcffb537
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.21		da4bb30032a029c68fa1137fbbb03b3d0acc92a6
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.22		6b4153dfc1767b1604bd009440b3db744f3ca823
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.23		d447939a285347bf9797fd42c7d5806113af92b2
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.24		a8db14726e8181ba5b410f1cbe44dbed9371657c
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.25		1af06b014e468b142f62cacc2a684f8583c22d8a
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.26		5672f7b439c26cbb52d21a15740b9c2f7a17d6f9
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.27		332335075caadffa601f5714afb59672614296d1
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.28		6ba1ca12c1869699bfdaad1a861f787a1bec2fae
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.29		50c764a906d9defe6141a6c957280cdd87f018b2
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.3		028ac232886b792d8e6fa97435279e54846595a7
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.30		523b341e689e965c6a8784e811db06d828439011
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.31		ef642e755f6ec6b9e2299b0ee9ec6d5edbf5cb22
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.32		16011134bf7cf3206bfcff1657f21f3e38fbe879
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.33		528ebb3b20b72378f2a77f002e03e3e8830a46c4
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.34		f1c5783dde3fac334ad8e7e8f4db8187ca106d70
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.35		bb85cc61241df3d044c6d3c1442807b3d799299a
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.36		42557f34c141c56f8b3e8ca3390a67d68bb71330
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.37		7f7782e8e262bbf38c4f3632614baa563fa92087
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.38		6ae7cdc894122ff9dc48bf3d17abe620605b7005
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.39		60ad47fd1444280bb0dd0e2cf4499ab08cf4201e
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.4		a79af1db2a01a23f521368f247b7bb2793cc2788
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.40		397020270a88c0a96e41ca4876b7881cb109dc69
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.41		9dd18944ff5b9ec046edc0aeb1b4d09fe2c2f7f7
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.42		490f2eef6ea6bb9ac3181d189e59eac44ea2554f
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.43		89781fdda5339cdaa41069777bd28067ca0a0263
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.44		de935a74bcd0a2ac3eaf07202aef8c4a3cb60efd
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.45		b90e333965b4798bf4e802f839a0967086ec1e9c
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.47		e5fd3485a20d3389432183a438599d67120c860e
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.48		0997da3e9d75ee6d90e64ca62fc32acb1127501e
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.49		a13f6e662dbdec4f6cce9037d87d13b715d179f4
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.5		cf30e9b6d7b1abaf44dfcf15a9b4247d284aed83
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.50		d18ac66fa8532d7308a1a7d560684f4083374595
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.51		43fd1e88ff8f151b118e6643cf9466275d44acb3
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.52		d0c18e8a3b3c6ed87e070acc4d5ca66a129fa7bc
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.53		d0605aaae071b45b9a71ae3fc40ffb74b8550abb
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.54		c3ee19c8f9c443f1fd5ab383916ce83931f59d0c
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.55		05d43f5babdd9b1bdfd13ad3910bb8e304cd6a37
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.56		a31ca03f65197c92c807d439bbae957acad2178a
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.57		3c0ae8ffc0eb40fcc5b1cb9be876f9b6addfcb79
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.58		c333dd335d53ebc105abccd35c1029e49bef3a14
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.59		4ac67f65a1c3953e8b03d33afc2bfa71ab018d0f
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.6		9a787425efa50658540ec0e931b3c8083bb63205
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.60		8c04ad419b4cdeef2b6acde8dc73236d2a610c5e
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.61		f17202553c1c08d70296b3316b441014962f71c2
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.62		6994934bc5a7aa13b4737f42770a5297938951b5
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.64		bb6985f15003c6dc7dbabf566ce6d43e28253464
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.7		48cc4a51c121fe8a105d244aa2af4bf1b4bbc2d1
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.8		57e87d9cdcfba16ba0d879215683c7a4ec77af01
com.flowcentraltech.flowcentral	flowcentral-configuration	1.0.9		4e59370c60decd9847c1e395a356279fc5ee8ee1
com.flowcentraltech.flowcentral	flowcentral-configuration	3.0.1		ce721ac0612d32228c6ccf6ea64dd80a3a0812a8
com.flowcentraltech.flowcentral	flowcentral-configuration	3.0.2		a37a172d49cd584e33deac55ed870f4f94af56f9
com.flowcentraltech.flowcentral	flowcentral-configuration	3.1.0		f4d302b48c2c19c014d33537bd4542ebea690ee2
com.flowcentraltech.flowcentral	flowcentral-configuration	3.2.0		0db3f2b656ba640d8b4073048cabbad80b7362fc
com.flowcentraltech.flowcentral	flowcentral-configuration	3.2.1		67db33ad47c3c69d7ce6ba6a62720d34af0fcd0d
com.flowcentraltech.flowcentral	flowcentral-configuration	4.0.1		f548f8cc5f135a8d3a7623238fcdde8d6b381fd0
com.flowcentraltech.flowcentral	flowcentral-configuration	4.1.0		500528f3923d1aee697fedd660212468d6ead059
com.gabrielittner.layoutlib	layoutlib-native-macosx	2023.2.1-beta02-6c7316c		c6e92b143529541a2febe22f113d0bdb501b5d32
com.gitee.sherryon	spirit-utils-plus	1.0.0		e8896d6064dd84841753d861835a7d7dc249eab7
com.github.fxhibon	play-json-derived-play-26_2.12	0.0.1		a424e7d81bd9dbcc7844b823baec69fdaea6f4e5
com.github.fxhibon	play-json-derived-play-26_2.12	0.0.2		539e088cce0cfe3657864751392881899783de4a
com.github.japgolly.fork.shapeless	shapeless_2.11	2.0.0		e63ad431393d738f7ff36c7079267f043da526b1
com.github.julien-truffaut	monocle_2.13.0-RC2	1.6.0-M5		96b3feaa50268bc83268e154b4de258579398576
com.github.liaomengge	base-mongo-spring-boot-starter	2.0.5-RELEASE		070d5e693c0833cfa5b9cf038beafc20507319a4
com.github.liaomengge	base-mongo-spring-boot-starter	3.0.0.RELEASE		8e37e104f3c4c72ace9ba99f61e85c8ff45fc5f8
com.github.liaomengge	base-mongo-spring-boot-starter	3.1.0.RELEASE		7b0108e7bf95e698f634411d74221457d4c0db4b
com.github.xuwei-k	msgpack4z-native_2.13.0-M4-pre-20d3c21	0.3.4		e17949887db69860755236468112b3a41445d2f1
com.haoxuer.bigworld	bigworld-activity	3.3.10-20210917		859cbdbc1ce133f64ec84d084fdddc6053b56357
com.haoxuer.bigworld	bigworld-activity	3.3.11-20211020		79993dd026df751e5d01cbb0ee5dc70ec164c074
com.haoxuer.bigworld	bigworld-activity	3.3.12-20211205		5a97d6a230e5a01cb5945e1d6dbb65bd374de1ed
com.haoxuer.bigworld	bigworld-activity	3.3.13-20220115		bcf01e81c64b198dc44266285fb45d6e8268dd7f
com.haoxuer.bigworld	bigworld-activity	3.3.14-20220307		62caaa975f1600b619c59466d5a681a2cc5d69bc
com.haoxuer.bigworld	bigworld-activity	3.3.16-20220327		7124bc5c5b4d777d9c4fccf6c2388d5fdcdf06e5
com.haoxuer.bigworld	bigworld-activity	3.3.17-20220716		3d683d938caf1d72e2595800e4bd75a710baa452
com.haoxuer.bigworld	bigworld-activity	3.3.7-20210610		f4466441fa7a230fc7b9902695de8d053e326e50
com.haoxuer.bigworld	bigworld-activity	3.3.8-20210622		db839fb5270fa012ef1098046745382ea2f0bf01
com.haoxuer.bigworld	bigworld-activity	3.3.9-20210805		b415580e2a66f296090c2292d42cc119be6a424b
com.juul.kable	log-engine-tuulbox-js	0.10.0		4fcbc6e901bd36d06bfe11f0560eeb15a4b314ad
com.juul.kable	log-engine-tuulbox-js	0.10.1		23b28462bcdc10ab7bd504b3a5049692dc63b530
com.juul.kable	log-engine-tuulbox-js	0.10.2		60a51ae016f33675e46d10772fffafd0b67678bf
com.juul.kable	log-engine-tuulbox-js	0.10.3		ca3f47aa7ad06ab38f80139b7bfaf30615b2e15f
com.juul.kable	log-engine-tuulbox-js	0.10.4		b51e621cd40b3947868a18907afe430bbaf45a90
com.juul.kable	log-engine-tuulbox-js	0.11.0		a0282f13021aa44afd6b2c4e8115d82b26b72f82
com.juul.kable	log-engine-tuulbox-js	0.12.0		da7293c370086e998a85f1eecc67b26128fd94a2
com.juul.kable	log-engine-tuulbox-js	0.13.0		b5e26b83c98cd96a7dc19709bfe5c1479d562c62
com.juul.kable	log-engine-tuulbox-js	0.14.0		dd4cd6991cf84c59e4908c8c3ba2751c0f04e35b
com.juul.kable	log-engine-tuulbox-js	0.14.1		dc0158078c2f993a050c26b3ef103fa81d4e2647
com.juul.kable	log-engine-tuulbox-js	0.14.2		1791e346497e5c7b2c56fbd25afd27d0534795c5
com.juul.kable	log-engine-tuulbox-js	0.15.0		a14becd660832edafe2d91f93e4f196c2bb60220
com.juul.kable	log-engine-tuulbox-js	0.16.0		d3bedd625b4945d67eb2eefb44af1761f50ddb61
com.juul.kable	log-engine-tuulbox-js	0.16.1		09ed6ba3c3a45aae64e9ce66c436937a1c64e425
com.juul.kable	log-engine-tuulbox-js	0.17.0		c08711cbb616cf8c9126e33422fa231412afa4cb
com.juul.kable	log-engine-tuulbox-js	0.17.1		541e991002400364bd2ea1d1a0d379a75dd9ac2c
com.juul.kable	log-engine-tuulbox-js	0.17.2		6e5034b7e50068f08accd98a8dd834a069635304
com.juul.kable	log-engine-tuulbox-js	0.18.0		722eceb3232881f473f410e097e082afd3aec02f
com.juul.kable	log-engine-tuulbox-js	0.18.1		0863f0b5087ea7d7c439041c4ac395f5b42d7c8e
com.juul.kable	log-engine-tuulbox-js	0.19.0		2c6de0fb094b2831cc24208db4b744220660ba2b
com.juul.kable	log-engine-tuulbox-js	0.20.0		55a6549f16c263653834930e0319fd5736dbc9b2
com.juul.kable	log-engine-tuulbox-js	0.20.1		55a6549f16c263653834930e0319fd5736dbc9b2
com.juul.kable	log-engine-tuulbox-js	0.21.0		55a6549f16c263653834930e0319fd5736dbc9b2
com.juul.kable	log-engine-tuulbox-js	0.22.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.23.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.24.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.25.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.25.1		N/A
com.juul.kable	log-engine-tuulbox-js	0.25.2		N/A
com.juul.kable	log-engine-tuulbox-js	0.26.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.27.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.28.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.28.0-rc		N/A
com.juul.kable	log-engine-tuulbox-js	0.29.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.29.1		N/A
com.juul.kable	log-engine-tuulbox-js	0.30.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.31.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.31.1		N/A
com.juul.kable	log-engine-tuulbox-js	0.32.0		N/A
com.juul.kable	log-engine-tuulbox-js	0.8.0		79ef24ce10677758ef4bfc3615912c146e299549
com.juul.kable	log-engine-tuulbox-js	0.9.0		66fcc5998d4144ea53abb05fdbc736cab0e20222
com.juul.kable	log-engine-tuulbox-js	0.9.1		d2cb412d467c10cfbe5e89066f4881ca37364fc4
com.juul.kable	log-engine-tuulbox-js	0.9.2		c53cfbc24b96493b36c7fd6a6007f5b951d421c3
com.lihaoyi	ammonite-repl_2.11	0.1.5		a43f06f20ec6abdafe77ffd4a7dc7af1d7c3b85f
com.lihaoyi	ammonite-repl_2.11	0.1.6		4caa1b9980e9b25fbd2272263a9b1b0289038216
com.lihaoyi	ammonite-repl_2.11	0.1.7		3092b0e07899fbf9cc0e56c0fe1d7a6dcfdebb95
com.lihaoyi	ammonite-repl_2.11	0.1.8		093ed2398cdf839535256a03a2ada4ae4566fca6
com.lihaoyi	ammonite-repl_2.11	0.2.0		456485996acc1cd05051f090ecf94ea8846d3a44
com.lihaoyi	ammonite-repl_2.11	0.2.2		2c809ce050349853833b2584a1f36c894f75e586
com.lihaoyi	ammonite-repl_2.11	0.2.3		10863078a6b50c0756befec9075cebc7a46b086f
com.lihaoyi	ammonite-repl_2.11	0.2.4		d02442f7fe64f49a9e712170cf2a455086bb8686
com.lihaoyi	ammonite-repl_2.11	0.2.5		6e3798324c9097b660f88a3fbf23cce3b48fe687
com.lihaoyi	ammonite-repl_2.11	0.2.6		091f0966d2a092628b3c2d7a765d2a9d9b06ceb3
com.lihaoyi	ammonite-repl_2.11	0.2.7		8e0c7097a2fa6954b2f748dd576aba54ad2e2aa8
com.lihaoyi	ammonite-repl_2.11	1.0.5-25-b3b801e8		71a7f489830598d17406ec3b1d7376af797456fc
com.lihaoyi	ammonite-repl_2.11	1.1.0-34-b991be4		777058d4011a297c72f892a4a26563d7ebba4030
com.linecorp.armeria	armeria-logback13	1.25.0		f27e7c167612f8db73f33e29dcdaa197697493e7
com.linecorp.armeria	armeria-logback13	1.25.1		15dd371a2e72fcd119c238428025c6152a4b04f5
com.linecorp.armeria	armeria-logback13	1.25.2		3b3d28c536cb916e54fb28ea4d6ba0803e62324b
com.linecorp.armeria	armeria-logback13	1.25.3		a22bbda44e0ed0c14765cc23b53c12ea173adf5e
com.linecorp.armeria	armeria-logback13	1.26.0		6a12f49d2975289be607d5ad4213d4a6e68d1438
com.linecorp.armeria	armeria-logback13	1.26.1		191a988271b7da7cc50351a1cecd065884b841b9
com.linecorp.armeria	armeria-logback13	1.26.2		36d6c46254d08bcd27ba8f6444d79435c6f47ae0
com.linecorp.armeria	armeria-logback13	1.26.3		0491c26c497349530de8e51a3f1cd9df9c70c965
com.linecorp.armeria	armeria-logback13	1.26.4		40f83aefb48dd0339b7947a3826c9b241bc5b4f7
com.linecorp.armeria	armeria-logback13	1.27.0		74d6938921f9d0539e0a4b6d626f9bd424caf6a3
com.linecorp.armeria	armeria-logback13	1.27.1		f1edb9913b7baf4dbe8ea03258da6cda7dbb3a8b
com.linecorp.armeria	armeria-logback13	1.27.2		fab11aafe0ceef121d7daa4c47973e8bdbf6b6ba
com.linecorp.armeria	armeria-logback13	1.27.3		53d5f3aea78de94d2831dbc8dfdc9d511ed4f71b
com.linecorp.armeria	armeria-logback13	1.28.0		11a65a9a7b41c7d8f062d6f6aea5e041c0093595
com.linecorp.armeria	armeria-logback13	1.28.1		13ac1d5525644bc45e4ad737a2bdb606522a217b
com.linecorp.armeria	armeria-logback13	1.28.2		6a4433d40b7b50ae5c58dcde48edf928309bd0ec
com.linecorp.armeria	armeria-logback13	1.28.3		d5121ddbbd0ae75cf66ec48f93942492ce7c36e8
com.linecorp.armeria	armeria-logback13	1.28.4		00980f64012587da2392b0b973c83bbbd90427eb
com.linecorp.armeria	armeria-logback13	1.29.0		5c72b864a44f0e4a95b322975d8441144f8b1c17
com.linecorp.armeria	armeria-logback13	1.29.1		987e456500d6ba5d7ea11f757c0c5a31e05a1e4e
com.linecorp.armeria	armeria-logback13	1.29.2		7f577c3e02adbede24d55a5f6c8643d3cb2cb1df
com.linecorp.armeria	armeria-logback13	1.29.3		b44c21e7261ac900c5492a47ae53b7e9f7c2f2fc
com.linecorp.armeria	armeria-logback13	1.29.4		cc3a7780509476f302adac0f17936f8eca003ef9
com.linecorp.armeria	armeria-logback13	1.30.0		1749d33c684ecaf45e2f5ba5c69b0bb08f3dee38
com.linecorp.armeria	armeria-logback13	1.30.1		eb254c0dd5eca9e48406f48935331c05a2ea0f5f
com.linecorp.armeria	armeria-logback13	1.30.2		0589f610dd3763e7ae3d39e687fb5b5e05c8f662
com.linecorp.armeria	armeria-logback13	1.30.3		b93379fa43b0d097fabb436a1ae1b579338862a4
com.linecorp.armeria	armeria-logback13	1.30.4		fee6d194b3eb8ebb9b5571414c98c5a37fb1bc64
com.linecorp.armeria	armeria-logback13	1.31.0		1d266e84cc5ccdffb2daa3b84b28b93aecbfe2ed
com.linecorp.armeria	armeria-logback13	1.31.1		58ce0f76cdbf013efcdae05fcb64acb771854b68
com.linecorp.armeria	armeria-logback13	1.31.2		59a8343e061dba8316eb362e2b657f49016b572d
com.linecorp.armeria	armeria-logback13	1.31.3		d1e7672b46c1ebe9bbf3196d445256fff76f9f61
com.linecorp.armeria	armeria-logback13	1.32.0		545ca05fe0afa8f74e366c3f1073628bd945a263
com.linecorp.armeria	armeria-logback13	1.32.1		17483a24ea89f7b09da15e11c05e902c7972daf0
com.linecorp.armeria	armeria-logback13	1.32.2		9980bb48738ad1ea1f06d5892dc1d057ec71e241
com.linecorp.armeria	armeria-logback13	1.32.3		4b02bc094329fc04c5dd10c0b6a274075b558d6b
com.linecorp.armeria	armeria-logback13	1.32.4		9ff4aba8785a4f301ef16ac00fa8ad738ae9536d
com.linecorp.armeria	armeria-logback13	1.32.5		e345144b0751d9bc35bd088f9af02559edf8734b
com.liyutech	quill-util_2.13	0.0.3		320f983401cd1a1b681b39b12dc213d5b4ad8996
com.liyutech	quill-util_2.13	0.0.6		b1f25ad71b687c50d097c67357c70f8b541492c9
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0		00135740defaf7cccd29ac8ccc48b7928b79cf33
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0	all	d2b0e4f84590709086092e541125cef44b4044c6
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta02		9bfad0503e681e4bb6fc763afa5ad7401fd6d805
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta02	all	ffc74776a0d50610bf9de846922bc82b129819c8
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta03		8b6b56b91d59d550f57bc5673a2cddf1a7c30cab
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta03	all	9a363a34682602ee2f2b151e8a9017e2d9451564
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta04		fedc196ec751d579ebe01e254198a44b6b700927
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta04	all	d2ecd47fe815d81eabf1592a0368f96592fb1600
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta05		5c66e1e8b930749b71874a76569eebb8d7ac0ac7
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta05	all	1da09588f2df8da69ef136b00ef95403270eccbd
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta06		90c7a46adae130b6a56d86c185d213b7bce2a027
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-beta06	all	99ba6d676977abd721b07fd32525ea514c556b24
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-rc01		28261f1b93f4a93949e4949eea0a137eff97cdb0
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-rc01	all	ecec6914d8e3d2458eb464139b33419fc03b6859
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-rc02		ccab631adc8f301b70a604ae69caabe5adfb8f2f
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-rc02	all	841377daaf94c35ad8227ba5c843883140cb38da
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-rc03		1fe5e776a57372f7afd485bc3b110fa3ef77939d
com.louiscad.splitties	splitties-fun-pack-android-appcompat-with-views-dsl	3.0.0-rc03	all	ffa64351c2aaf5fca708aff9ca8b6dfb6870aba5
com.microsoft.semantic-kernel	semantickernel-core-skills	0.2.6-alpha		N/A
com.microsoft.semantic-kernel	semantickernel-core-skills	0.2.7-alpha		N/A
com.nolimit35.springkit	exception-notify	1.0.0-RELEASE		f8eac4e90b73a6cca683a8dc9ed540697331b199
com.nolimit35.springkit	exception-notify	1.1.0-RELEASE		2c62a5c47536dc57b01bfe9b9f2a0521a7b83131
com.nolimit35.springkit	exception-notify	1.1.1-RELEASE		c474af16b071e3a82b3fee7a82d94e4168664b08
com.nolimit35.springkit	exception-notify	1.2.1-RELEASE		140db5c23c1cf459f535189fdb66102f4a643ff2
com.nolimit35.springkit	exception-notify	1.2.2-RELEASE		ea9713bddc6e272e258141c09145c332df98b689
com.nryanov.consul4s	consul4s-spray-json_2.12	0.1.0		7b43e3fdd109ece477c8f8996b3b2e1d65e66d9d
com.nryanov.consul4s	consul4s-spray-json_2.12	0.2.0		cf8d0f308aaba9b7b8309234423893b0e9c6f347
com.nryanov.consul4s	consul4s-spray-json_2.12	0.3.0		48c99f5d566bf0e230a0be6a627083922a93f7dd
com.nryanov.consul4s	consul4s-spray-json_2.12	0.3.1		1f91826aadaaa9bedf117d1f59880920bde232d2
com.nryanov.consul4s	consul4s-spray-json_2.12	0.4.0		a7495e5d6df3b312b71239e152d86e40b205c984
com.nryanov.consul4s	consul4s-spray-json_2.12	0.4.1		b96b3b30272b9458991942c58a96fb9234f3ccb5
com.nryanov.consul4s	consul4s-spray-json_2.12	0.4.2		0fd24eca1218d5d3decda071e10d97854932f332
com.nryanov.consul4s	consul4s-spray-json_2.12	0.5.0		632d327b9acba49bc7f64b728cf9e56b84772b76
com.nryanov.consul4s	consul4s-spray-json_2.12	0.6.0		2914542071fc7ffa72892e175c9915f175998c56
com.nryanov.consul4s	consul4s-spray-json_2.12	0.7.0		462623495840fe093b268d9d1943daa76b109416
com.sabirotmane	gpt	1.0.2		d37a42a6809e6a9beaae109b73ca508c82e01d08
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.18.0		f8d78d85dd42f851de6cd8d371b7ea75d9ab7907
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.18.0-M15		cd849dea50d85339a38e6b75fb81aee3b66ac87d
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.18.0-M17		e0045ba27efaf8a9c475316edd1dfa31e3f7617a
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.18.0-M18		636c2485e61779acdf5c31cbad113e3d05a4e1e0
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.18.1		94c98daea93491e77db11df3def5f8e484ac69d1
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.18.3		143015519cc35a0671114e4ac740a2800dd35c27
